pedido_id;data_pedido;cliente_id;produto_id;unidade_id;quantidade;desconto_pct;status;receita_bruta;receita_liquida;custo_total;data_prometida;data_entrega
PV002158;28/09/2025;C0442;P001;U01;6,61;0,0592;Entregue;122,29;115,05;48,12;2025-10-03;2025-10-01
PV002159;19/11/2025;C0043;P003;U03;46,94;0,0837;Faturado;1971,48;1806,47;982,86;2025-11-25;2025-11-26
PV002160;24/11/2025;C0454;P006;U02;-6,98;0,062;Faturado;383,9;360,1;175,89;2025-12-02;2025-11-30
PV002161;08/09/2025;C0121;P007;U01;17,41;0,1767;Entregue;170,62;140,47;77,93;2025-09-15;2025-09-18
PV002162;10/05/2026;C0334;P003;U02;40,01;0,1737;Faturado;1680,42;1388,53;813,33;2026-05-13;2026-05-13
PV002163;19/01/2025;C0333;P003;U03;99,29;0,009;Faturado;4170,18;4132,65;2097,8;2025-01-29;2025-01-29
PV002164;20/05/2026;C0184;P002;U03;28,89;0,0936;Entregue;661,58;599,66;259,52;2026-05-28;2026-05-28
PV002165;27/12/2025;C0161;P001;U01;14,85;0,1301;Entregue;274,72;238,98;117,37;2026-01-04;2026-01-02
PV002166;19/05/2024;C0224;P001;U01;56,88;0,1637;Entregue;1052,28;880,02;479,72;2024-06-02;2024-06-03
PV002167;22/01/2024;C0004;P008;U01;39,05;0,023;Entregue;687,28;671,47;321,63;2024-01-25;2024-01-25
PV002168;28/09/2025;C0449;P003;U02;6,51;0,1089;Entregue;273,42;243,64;144,26;2025-10-06;2025-10-07
PV002169;06/07/2025;C0331;P005;U01;55,49;0,1701;Entregue;1759,03;1459,82;889,8;2025-07-16;2025-07-14
PV002170;03/03/2025;C0385;P005;U03;53,73;0,1543;Entregue;1703,24;1440,43;789,28;2025-03-10;2025-03-08
PV002171;29/04/2025;C0337;P008;U01;65,2;0,1036;Entregue;1147,52;1028,64;572,66;2025-05-02;2025-05-03
PV002172;21/07/2024;C0288;P006;U02;132,89;0,1497;Entregue;7308,95;6214,8;3611,07;2024-07-31;2024-07-31
PV002173;24/07/2026;C0471;P005;U02;46,83;0,1645;Entregue;1484,51;1240,31;663,57;2026-08-03;2026-08-06
PV002174;20/06/2026;C0319;P006;U02;27,93;0,1551;Entregue;1536,15;1297,89;803,47;2026-07-03;2026-07-06
PV002175;01/01/2024;C0499;P003;U01;54,18;0,0799;Entregue;2275,56;2093,74;1090,08;2024-01-04;2024-01-04
PV002176;27/04/2025;C0345;P001;U01;21,46;0,1392;Entregue;397,01;341,75;151,98;2025-05-06;2025-05-06
PV002177;04/11/2024;C0246;P008;U02;41,37;0,0653;Entregue;728,11;680,56;317,35;2024-11-16;2024-11-19
PV002178;13/09/2024;C0016;P002;U02;24,1;0,0804;Entregue;551,89;507,52;211,03;2024-09-23;2024-09-26
PV002179;26/03/2026;C0044;P006;U02;39,06;0,1678;Entregue;2148,3;1787,82;1047,13;2026-04-09;2026-04-09
PV002180;16/11/2025;C0357;P002;U02;65,44;0,094;Entregue;1498,58;1357,71;568,23;2025-11-20;2025-11-18
PV002181;07/01/2025;C0299;P005;U01;13,12;0,0237;Entregue;415,9;406,04;206,85;2025-01-20;2025-01-26
PV002182;19/07/2026;C0265;P002;U02;39,02;0,1775;Entregue;893,56;734,95;351,98;2026-07-29;2026-07-29
PV002183;15/12/2024;C0453;P007;U01;129,86;0,1026;Entregue;1272,63;1142,06;509,86;2024-12-20;2024-12-21
PV002184;06/02/2026;C0438;P007;U01;14,31;0,0667;Entregue;140,24;130,89;66,3;2026-02-20;2026-02-20
PV002185;16/02/2025;C0006;P004;U01;117,55;0,1141;Entregue;1575,17;1395,44;739,05;2025-03-01;2025-02-27
PV002186;01/05/2025;C0406;P004;U02;39,99;0,1088;Entregue;535,87;477,57;222,04;2025-05-05;2025-05-08
PV002187;25/08/2025;C0180;P005;U01;92,23;0,1776;Entregue;2923,69;2404,44;1484,14;2025-09-01;2025-08-31
PV002188;24/01/2025;C0340;P003;U03;84,54;0,0935;Entregue;3550,68;3218,69;1559,56;2025-01-28;2025-02-03
PV002189;27/04/2026;C0426;P006;U02;88,8;0,0356;Entregue;4884,0;4710,13;2447,51;2026-05-09;2026-05-09
PV002190;16/11/2024;C0130;P004;U02;87,87;0,0881;Entregue;1177,46;1073,73;557,46;2024-11-27;2024-11-29
PV002191;23/10/2024;C0208;P004;U02;361,38;0,0048;Faturado;4842,49;4819,25;2371,78;2024-11-03;2024-11-09
PV002192;05/07/2024;C0394;P005;U01;10,76;0,0981;Faturado;341,09;307,63;172,24;2024-07-13;2024-07-13
PV002193;09/02/2024;C0447;P001;U02;52,28;0,1103;Entregue;967,18;860,5;399,27;2024-02-19;2024-02-19
PV002194;18/03/2025;C0471;P007;U01;93,03;0,1151;Entregue;911,69;806,75;388,73;2025-03-25;2025-03-28
PV002195;10/02/2025;C0121;P001;U01;93,05;0,1646;Entregue;1721,42;1438,07;784,81;2025-02-24;2025-02-24
PV002196;19/06/2025;C0295;P008;U02;61,15;0,0209;Entregue;1076,24;1053,75;505,29;2025-06-23;2025-06-21
PV002197;31/12/2024;C0127;P007;U01;125,75;0,105;Entregue;1232,35;1102,95;530,47;2025-01-09;2025-01-09
PV002198;22/12/2024;C0283;P004;U01;123,01;0,0722;Entregue;1648,33;1529,32;670,62;2025-01-01;2024-12-30
PV002199;20/01/2025;C0021;P001;U01;22,31;0,1348;Entregue;412,73;357,09;158,49;2025-02-02;2025-02-02
PV002200;15/12/2024;C0086;P008;U01;27,85;0,103;Entregue;490,16;439,67;248,61;2024-12-19;2024-12-19
PV002201;11/10/2025;C0112;P008;U02;19,74;0,1085;Cancelado;347,42;309,72;170,91;2025-10-17;2025-10-23
PV002202;18/06/2026;C0482;P008;U02;101,42;0,1051;Entregue;1784,99;1597,39;893,41;2026-07-01;2026-07-01
PV002203;22/05/2026;C0067;P005;U03;78,95;0,1209;Entregue;2502,72;2200,14;1078,69;2026-06-04;2026-06-04
PV002204;22/07/2024;C0454;P005;U01;217,67;0,1795;Entregue;6900,14;5661,56;3248,99;2024-07-27;2024-08-02
PV002205;14/06/2025;C0305;P001;U02;109,97;0,1053;Entregue;2034,44;1820,21;784,93;2025-06-26;2025-06-26
PV002206;02/07/2024;C0040;P001;U01;32,51;0,1218;Entregue;601,43;528,18;260,57;2024-07-10;2024-07-10
PV002207;14/04/2024;C0006;P006;U01;27,25;0,0002; entregue ;1498,75;1498,45;736,15;2024-04-18;2024-04-18
PV002208;13/02/2024;C0052;P004;U03;204,96;0,0902;Entregue;2746,46;2498,73;1111,75;2024-02-16;2024-02-16
PV002209;01/06/2024;C0219;P006;U01;4,74;0,0391;Entregue;260,7;250,51;129,82;2024-06-10;2024-06-12
PV002210;25/02/2026;C0440;P004;U03;31,44;0,0002;Faturado;421,3;421,22;192,55;2026-03-04;2026-03-02
PV002211;04/12/2025;C0155;P008;U02;9,36;0,1588;Entregue;164,74;138,58;69,87;2025-12-15;2025-12-15
PV002212;03/04/2025;C0069;P006;U03;24,03;0,0976;Cancelado;1321,65;1192,66;632,68;2025-04-09;2025-04-09
PV002213;16/07/2026;C0037;P001;U01;60,12;0,1788;Entregue;1112,22;913,36;431,13;2026-07-29;2026-07-28
PV002214;17/01/2026;C0424;P004;U02;137,07;0,0367;Entregue;1836,74;1769,33;862,63;2026-01-30;2026-02-05
PV002215;19/04/2026;C0455;P008;U01;17,63;0,1629;Entregue;310,29;259,74;143,28;2026-04-24;2026-04-27
PV002216;16/03/2024;C0116;P004;U01;22,11;0,0452;Entregue;296,27;282,88;122,91;2024-03-20;2024-03-20
PV002217;22/05/2024;C0098;P001;U03;23,46;0,0473;Entregue;434,01;413,48;192,49;2024-06-02;2024-06-08
PV002218;29/08/2025;C0078;P003;U03;81,08;0,0145;Entregue;3405,36;3355,98;1637,46;2025-09-02;2025-09-03
PV002219;08/07/2026;C0055;P001;U02;25,02;0,0111;Entregue;462,87;457,73;170,34;2026-07-14;2026-07-17
PV002220;07/02/2025;C0047;P004;U03;63,41;0,1091;Entregue;849,69;756,99;362,31;2025-02-13;2025-02-12
PV002221;06/11/2024;C0445;P008;U01;64,59;0,0554;Entregue;1136,78;1073,8;554,69;2024-11-18;2024-11-21
PV002222;20/04/2026;C0233;P005;U02;45,9;0,106;Faturado;1455,03;1300,8;619,15;2026-04-30;2026-05-02
PV002223;17/10/2025;C0393;P002;U02;123,95;0,0207;Entregue;2838,46;2779,7;1049,15;2025-10-31;2025-10-29
PV002224;04/09/2024;C0178;P007;U01;18,0;0,0819;Cancelado;176,4;161,95;78,44;2024-09-08;2024-09-08
PV002225;12/01/2025;C0016;P008;U03;18,58;0,0852;Entregue;327,01;299,15;153,56;2025-01-15;2025-01-17
PV002226;28/11/2024;C0318;P003;U02;66,09;0,1411;Entregue;2775,78;2384,12;1424,16;2024-12-02;2024-11-30
PV002227;22/06/2024;C0099;P003;U03;98,94;0,042;Cancelado;4155,48;3980,95;2030,29;2024-06-29;2024-06-29
PV002228;25/02/2026;C0281;P001;U02;37,62;0,0891;Faturado;695,97;633,96;265,79;2026-03-07;2026-03-07
PV002229;19/10/2024;C0417;P002;U01;14,23;0,1227;Entregue;325,87;285,89;120,76;2024-10-25;2024-10-25
PV002230;26/10/2024;C0308;P008;U03;67,9;0,1244;Entregue;1195,04;1046,38;520,42;2024-11-05;2024-11-05
PV002231;27/03/2026;C0003;P001;U02;76,15;0,0862;Entregue;1408,78;1287,34;602,03;2026-03-31;2026-03-31
PV002232;13/10/2025;C0338;P007;U01;47,14;0,1725;Faturado;461,97;382,28;191,3;2025-10-27;2025-10-29
PV002233;22/08/2025;C0253;P001;U01;11,6;0,1208;Entregue;214,6;188,68;88,48;2025-09-02;2025-09-02
PV002234;20/08/2025;C0361;P001;U03;55,18;0,1609;Faturado;1020,83;856,58;417,7;2025-08-25;2025-08-26
PV002235;18/01/2026;C0336;P008;U01;24,87;0,0086;Entregue;437,71;433,95;198,0;2026-01-28;2026-01-27
PV002236;08/06/2026;C0049;P003;U03;25,4;0,0831;Entregue;1066,8;978,15;513,76;2026-06-16;2026-06-16
PV002237;10/03/2024;C0237;P004;U03;30,32;0,0676;Entregue;406,29;378,82;196,61;2024-03-20;2024-03-18
PV002238;21/09/2025;C0481;P004;U03;118,56;0,169;Entregue;1588,7;1320,21;644,27;2025-09-30;2025-10-06
PV002239;27/07/2024;C0101;P007;U02;21,08;0,0868;Faturado;206,58;188,65;83,77;2024-08-04;2024-08-05
PV002240;21/03/2025;C0417;P005;U01;110,58;0,0887;Entregue;3505,39;3194,46;1752,68;2025-03-29;2025-03-29
PV002241;20/01/2025;C0069;P007;U03;27,99;0,1799;Faturado;274,3;224,95;118,38;2025-01-27;2025-01-25
PV002242;27/02/2025;C0402;P007;U02;11,69;0,0236;Faturado;114,56;111,86;53,2;2025-03-12;2025-03-12
PV002243;10/11/2025;C0451;P005;U02;8,04;0,0634;Faturado;254,87;238,71;126,69;2025-11-19;2025-11-22
PV002244;19/04/2025;C0186;P001;U01;15,3;0,0095;Entregue;283,05;280,36;122,48;2025-05-01;2025-05-01
PV002245;15/10/2025;C0456;P007;U01;21,89;0,1783;Faturado;214,52;176,27;93,52;2025-10-21;2025-10-20
PV002246;30/10/2024;C0395;P003;U02;11,32;0,1376;Faturado;475,44;410,02;237,47;2024-11-04;2024-11-04
PV002247;16/02/2025;C0032;P006;U01;26,42;0,0037;Entregue;1453,1;1447,72;670,11;2025-03-01;2025-03-03
PV002248;28/06/2026;C0480;P008;U02;24,61;0,1672;Entregue;433,14;360,72;199,59;2026-07-06;2026-07-07
PV002249;04/02/2025;C0168;P005;U01;54,79;0,0168; entregue ;1736,84;1707,66;725,53;2025-02-16;2025-02-16
PV002250;30/05/2025;C0388;P003;U02;36,86;0,0504;Entregue;1548,12;1470,09;780,27;2025-06-05;2025-06-11
PV002251;14/11/2025;C0385;P005;U01;19,71;0,1511;Entregue;624,81;530,4;294,73;2025-11-18;2025-11-17
PV002252;10/02/2025;C0363;P007;U03;56,06;0,0133;Entregue;549,39;542,08;223,84;2025-02-16;2025-02-19
PV002253;19/05/2026;C0331;P008;U02;72,23;0,0829;Faturado;1271,25;1165,86;561,38;2026-05-23;2026-05-22
PV002254;12/01/2026;C0172;P008;U01;89,14;0,0874;Entregue;1568,86;1431,74;780,85;2026-01-24;2026-01-22
PV002255;06/06/2024;C0320;P003;U01;126,43;0,0241;Entregue;5310,06;5182,09;2535,09;2024-06-15;2024-06-14
PV002256;18/10/2025;C0168;P008;U02;81,88;0,1329;Faturado;1441,09;1249,57;728,11;2025-10-28;2025-10-29
PV002257;20/04/2025;C0301;P008;U01;16,68;0,1699;Entregue;293,57;243,69;133,46;2025-05-01;2025-05-02
PV002258;15/06/2026;C0225;P002;U01;10,1;0,1193;Entregue;231,29;203,7;100,69;2026-06-18;2026-06-18
PV002259;31/05/2026;C0057;P004;U01;165,86;0,0871;Cancelado;2222,52;2028,94;1019,94;2026-06-04;2026-06-10
PV002260;12/07/2024;C0250;P005;U01;338,92;0,0321;Entregue;10743,76;10398,89;5014,87;2024-07-24;2024-07-24
PV002261;24/07/2025;C0329;P003;U02;52,49;0,1086;Faturado;2204,58;1965,16;1104,22;2025-08-03;2025-08-03
PV002262;05/06/2025;C0415;P007;U01;35,27;0,031;Faturado;345,65;334,93;138,88;2025-06-17;2025-06-17
PV002263;03/12/2024;C0279;P004;U01;30,85;0,1234; entregue ;413,39;362,38;203,02;2024-12-16;2024-12-19
PV002264;12/10/2025;C0338;P003;U02;153,92;0,1739;Faturado;6464,64;5340,44;3433,29;2025-10-19;2025-10-18
PV002265;24/09/2024;C0156;P005;U01;75,06;0,1673;Entregue;2379,4;1981,33;1090,69;2024-10-04;2024-10-10
PV002266;15/01/2025;C0150;P004;U02;35,67;0,0851;Entregue;477,98;437,3;195,64;2025-01-25;2025-01-25
PV002267;08/12/2025;C0443;P003;U01;22,73;0,1635;Entregue;954,66;798,57;471,2;2025-12-13;2025-12-11
PV002268;16/01/2024;C0013;P004;U01;16,23;0,1037;Entregue;217,48;194,93;89,46;2024-01-21;2024-01-22
PV002269;28/01/2025;C0074;P004;U01;115,11;0,0325;Faturado;1542,47;1492,34;626,91;2025-02-02;2025-02-02
PV002270;13/11/2024;C0244;P005;U02;76,69;0,1652;Entregue;2431,07;2029,46;1039,92;2024-11-22;2024-11-28
PV002271;20/10/2024;C0065;P001;U01;17,15;0,0519;Faturado;317,27;300,8;126,51;2024-10-23;2024-10-22
PV002272;08/01/2026;C0488;P004;U02;84,83;0,1629;Entregue;1136,72;951,55;515,25;2026-01-22;2026-01-22
PV002273;10/01/2024;C0446;P003;U01;35,89;0,0582;Entregue;1507,38;1419,65;727,85;2024-01-16;2024-01-16
PV002274;10/10/2025;C0178;P008;U02;24,76;0,0695;Entregue;435,78;405,49;218,27;2025-10-17;2025-10-23
PV002275;23/08/2024;C0414;P002;U01;63,16;0,0178;Entregue;1446,36;1420,61;610,09;2024-09-06;2024-09-06
PV002276;30/08/2024;C0285;P005;U01;111,86;0,0334;Entregue;3545,96;3427,52;1617,27;2024-09-11;2024-09-14
PV002277;10/07/2025;C0494;P003;U01;52,58;0,0261;Faturado;2208,36;2150,72;1032,87;2025-07-16;2025-07-19
PV002278;31/05/2024;C0186;P003;U01;101,75;0,0805;Entregue;4273,5;3929,48;1950,05;2024-06-09;2024-06-09
PV002279;03/02/2025;C0185;P007;U03;94,62;0,1024;Faturado;927,28;832,33;399,87;2025-02-14;2025-02-15
PV002280;07/07/2025;C0440;P001;U02;38,97;0,0508;Entregue;720,94;684,32;302,62;2025-07-17;2025-07-23
PV002281;29/12/2025;C0202;P006;U02;21,67;0,0994;Entregue;1191,85;1073,38;527,61;2026-01-08;2026-01-14
PV002282;02/11/2024;C0015;P008;U02;49,38;0,1288;Entregue;869,09;757,15;408,57;2024-11-10;2024-11-10
PV002283;01/04/2024;C0277;P008;U02;16,35;0,1598;Faturado;287,76;241,78;127,97;2024-04-04;2024-04-03
PV002284;15/03/2024;C0040;P003;U01;50,81;0,0061;Entregue;2134,02;2121,0;1027,15;2024-03-18;2024-03-20
PV002285;12/11/2025;C0385;P001;U01;64,91;0,0773;Entregue;1200,84;1108,02;448,8;2025-11-24;2025-11-30
PV002286;21/05/2026;C0274;P004;U02;100,07;0,0557;Entregue;1340,94;1266,25;563,04;2026-05-28;2026-05-26
PV002287;05/03/2024;C0266;P006;U02;63,68;0,0724;Faturado;3502,4;3248,83;1719,72;2024-03-16;2024-03-16
PV002288;12/10/2025;C0317;P002;U01;19,06;0,0329;Faturado;436,47;422,11;177,11;2025-10-15;2025-10-15
PV002289;15/04/2026;C0090;P008;U02;38,36;0,1458;Entregue;675,14;576,7;328,8;2026-04-28;2026-05-04
PV002290;23/05/2026;C0238;P008;U01;86,04;0,0334;Entregue;1514,3;1463,72;639,83;2026-06-05;2026-06-04
PV002291;08/09/2025;C0308;P005;U01;23,12;0,09;Entregue;732,9;666,94;332,85;2025-09-20;2025-09-20
PV002292;24/02/2025;C0263;P003;U01;44,72;0,0261;Entregue;1878,24;1829,22;1008,87;2025-03-06;2025-03-09
PV002293;27/04/2024;C0467;P005;U03;43,49;0,024;Entregue;1378,63;1345,54;690,12;2024-05-07;2024-05-07
PV002294;02/04/2026;C0339;P005;U02;63,29;0,0154;Faturado;2006,29;1975,39;899,86;2026-04-07;2026-04-13
PV002295;14/01/2024;C0299;P007;U01;117,11;0,0428;Cancelado;1147,68;1098,56;503,61;2024-01-27;2024-01-27
PV002296;17/09/2024;;P002;U01;90,11;0,0777;Entregue;2063,52;1903,18;932,55;2024-09-30;2024-09-29
PV002297;19/03/2024;C0170;P002;U01;91,26;0,1786;Entregue;2089,85;1716,6;884,13;2024-03-25;2024-03-26
PV002298;17/06/2024;C0006;P004;U01;69,15;0,1758;Entregue;926,61;763,71;425,51;2024-06-20;2024-06-22
PV002299;13/05/2024;C0495;P002;U03;90,78;0,0612;Entregue;2078,86;1951,63;936,81;2024-05-19;2024-05-18
PV002300;14/05/2024;C0232;P006;U01;6,18;0,0264;Entregue;339,9;330,93;152,55;2024-05-21;2024-05-27
PV002301;30/04/2024;C0461;P002;U03;32,26;0,1358;Entregue;738,75;638,43;281,16;2024-05-10;2024-05-10
PV002302;20/11/2025;C0142;P003;U03;36,91;0,0777;Faturado;1550,22;1429,77;728,19;2025-11-26;2025-11-25
PV002303;15/12/2024;C0336;P001;U03;64,36;0,0455;Entregue;1190,66;1136,48;438,81;2024-12-18;2024-12-18
PV002304;28/04/2025;C0207;P003;U01;29,71;0,1212;Entregue;1247,82;1096,58;556,16;2025-05-04;2025-05-04
PV002305;28/06/2024;C0281;P002;U01;21,91;0,1297;Entregue;501,74;436,66;189,99;2024-07-02;2024-06-30
PV002306;11/07/2026;C0030;P003;U03;26,02;0,166;Entregue;1092,84;911,43;556,42;2026-07-20;2026-07-20
PV002307;19/07/2025;C0292;P001;U01;33,64;0,1576;Entregue;622,34;524,26;249,19;2025-07-27;2025-07-27
PV002308;11/09/2024;C0333;P007;U02;54,22;0,1499;Entregue;531,36;451,71;205,94;2024-09-17;2024-09-17
PV002309;07/07/2024;C0110;P005;U02;37,85;0,1778;Faturado;1199,84;986,51;549,09;2024-07-16;2024-07-16
PV002310;29/05/2025;C0219;P002;U03;57,71;0,1031;Entregue;1321,56;1185,31;553,45;2025-06-04;2025-06-05
PV002311;22/03/2025;C0385;P002;U01;87,37;0,0353;Entregue;2000,77;1930,14;902,1;2025-03-28;2025-04-03
PV002312;05/07/2024;C0357;P005;U01;41,61;0,1656;Entregue;1319,04;1100,61;625,68;2024-07-10;2024-07-13
PV002313;16/02/2026;C0176;P001;U02;75,96;0,0027;Faturado;1405,26;1401,47;536,66;2026-02-23;2026-02-24
PV002314;25/03/2024;C0031;P002;U01;48,52;0,0407;Entregue;1111,11;1065,89;465,77;2024-04-05;2024-04-06
PV002315;28/04/2024;C0206;P008;U03;83,12;0,1646;Entregue;1462,91;1222,12;677,43;2024-05-08;2024-05-08
PV002316;10/03/2024;C0278;P003;U02;55,61;0,1251;Entregue;2335,62;2043,43;1051,15;2024-03-18;2024-03-21
PV002317;05/07/2024;C0263;P001;U01;61,0;0,1001;Entregue;1128,5;1015,54;431,96;2024-07-12;2024-07-11
PV002318;07/05/2026;C0324;P007;U01;144,64;0,043;Entregue;1417,47;1356,52;608,7;2026-05-14;2026-05-12
PV002319;29/09/2025;C0284;P003;U02;106,4;0,0134;Cancelado;4468,8;4408,92;2074,45;2025-10-04;2025-10-04
PV002320;04/02/2025;C0403;P004;U02;28,75;0,1341;Faturado;385,25;333,59;170,86;2025-02-17;2025-02-19
PV002321;24/04/2026;C0210;P001;U02;61,21;0,1782;Entregue;1132,38;930,59;498,35;2026-05-05;2026-05-08
PV002322;26/02/2026;C0019;P006;U01;13,67;0,167;Entregue;751,85;626,29;356,11;2026-03-07;2026-03-07
PV002323;15/03/2024;C0026;P008;U03;50,69;0,0863;Entregue;892,14;815,15;391,6;2024-03-25;2024-03-25
PV002324;07/08/2025;C0037;P007;U02;31,13;0,1362;Faturado;305,07;263,52;122,58;2025-08-10;2025-08-10
PV002325;12/11/2024;C0180;P006;U02;45,87;0,0679;Entregue;2522,85;2351,55;1263,8;2024-11-26;2024-11-26
PV002326;02/09/2024;C0327;P006;U01;30,6;0,1051;Entregue;1683,0;1506,12;764,79;2024-09-11;2024-09-11
PV002327;04/09/2025;C0440;P006;U03;26,16;0,0892;Entregue;1438,8;1310,46;682,75;2025-09-13;2025-09-12
PV002328;17/07/2026;C0062;P002;U02;56,8;0,1325;Entregue;1300,72;1128,37;564,89;2026-07-24;2026-07-24
PV002329;07/05/2024;C0155;P001;U01;18,01;0,1236;Entregue;333,18;292,0;139,64;2024-05-18;2024-05-18
PV002330;08/06/2024;C0255;P005;U01;41,2;0,1668;Faturado;1306,04;1088,19;586,61;2024-06-21;2024-06-21
PV002331;06/04/2026;C0338;P004;U03;108,97;0,0514;Faturado;1460,2;1385,15;621,82;2026-04-12;2026-04-12
PV002332;21/05/2025;C0325;P008;U02;-93,23;0,1708;Entregue;1640,85;1360,59;729,57;2025-05-27;2025-05-27
PV002333;18/05/2025;C0079;P001;U01;38,25;0,064;Entregue;707,62;662,33;263,94;2025-05-21;2025-05-21
PV002334;02/04/2024;C0487;P006;U01;111,01;0,1672;Entregue;6105,55;5084,7;2945,76;2024-04-12;2024-04-14
PV002335;21/09/2025;C0350;P007;U01;62,02;0,0547;Faturado;607,8;574,55;252,76;2025-10-02;2025-09-30
PV002336;16/09/2024;C0119;P006;U01;35,93;0,1179;Entregue;1976,15;1743,16;1001,83;2024-09-26;2024-09-26
PV002337;11/07/2025;C0271;P006;U01;323,32;0,1205;Faturado;17782,6;15639,8;8795,12;2025-07-21;2025-07-21
PV002338;17/06/2024;C0296;P003;U02;25,53;0,0758;Entregue;1072,26;990,98;471,77;2024-06-28;2024-06-27
PV002339;22/08/2024;C0329;P002;U03;44,36;0,0435;Entregue;1015,84;971,65;442,34;2024-08-28;2024-08-28
PV002340;17/05/2024;C0272;P001;U01;38,9;0,0702;Entregue;719,65;669,13;323,29;2024-05-29;2024-05-28
PV002341;03/08/2025;C0096;P008;U01;12,44;0,0655;Entregue;218,94;204,6;95,42;2025-08-10;2025-08-12
PV002342;23/05/2025;C0386;P006;U03;20,13;0,152;Entregue;1107,15;938,86;514,3;2025-06-01;2025-05-30
PV002343;24/05/2024;C0103;P001;U02;98,23;0,1248;Entregue;1817,26;1590,47;760,42;2024-06-04;2024-06-07
PV002344;23/12/2024;C0280;P008;U01;54,64;0,1102;Entregue;961,66;855,69;481,16;2024-12-27;2024-12-30
PV002345;03/07/2026;C0371;P003;U01;18,6;0,0583;Entregue;781,2;735,66;355,73;2026-07-08;2026-07-06
PV002346;11/10/2024;C0180;P005;U03;22,69;0,0424;Entregue;719,27;688,77;308,3;2024-10-14;2024-10-17
PV002347;04/02/2026;C0013;P001;U02;64,57;0,1258;Entregue;1194,54;1044,27;460,96;2026-02-07;2026-02-06
PV002348;14/02/2026;C0212;P004;U02;133,97;0,1173;Entregue;1795,2;1584,62;769,6;2026-02-28;2026-03-06
PV002349;08/03/2026;C0175;P002;U02;21,15;0,078;Entregue;484,33;446,55;208,83;2026-03-20;2026-03-23
PV002350;21/03/2024;C0458;P006;U01;41,67;0,1595;Entregue;2291,85;1926,3;1106,13;2024-03-24;2024-03-30
PV002351;14/08/2024;C0279;P007;U01;31,09;0,1745;Entregue;304,68;251,51;134,72;2024-08-23;2024-08-22
PV002352;02/02/2026;C0235;P003;U02;72,91;0,1757;Entregue;3062,22;2524,19;1482,94;2026-02-14;2026-02-16
PV002353;02/10/2025;C0105;P005;U02;224,15;0,0083;Entregue;7105,56;7046,58;3382,1;2025-10-15;2025-10-18
PV002354;31/08/2024;C0058;P003;U02;15,01;0,0341;Entregue;630,42;608,92;309,0;2024-09-09;2024-09-12
PV002355;31/03/2026;C0136;P003;U02;36,44;0,1374;Faturado;1530,48;1320,19;720,27;2026-04-08;2026-04-11
PV002356;02/04/2024;C0455;P006;U02;29,72;0,0356;Entregue;1634,6;1576,41;850,65;2024-04-06;2024-04-08
PV002357;31/12/2025;C0358;P002;U02;14,18;0,1138; entregue ;324,72;287,77;140,32;2026-01-04;2026-01-02
PV002358;04/05/2026;C0494;P007;U03;61,34;0,1624;Entregue;601,13;503,51;237,56;2026-05-15;2026-05-15
PV002359;27/03/2026;C0079;P005;U02;102,08;0,0213;Entregue;3235,94;3167,01;1393,88;2026-03-31;2026-04-01
PV002360;20/09/2025;C0017;P001;U01;55,37;0,1529;Entregue;1024,34;867,72;419,57;2025-09-27;2025-09-30
PV002361;20/12/2024;C0486;P004;U02;10,17;0,0365;Entregue;136,28;131,31;64,2;2024-12-23;2024-12-25
PV002362;23/03/2026;C0114;P008;U01;31,92;0,1185;Entregue;561,79;495,22;270,28;2026-03-31;2026-03-29
PV002363;22/01/2024;C0399;P004;U01;39,31;0,1284;Entregue;526,75;459,12;252,66;2024-02-05;2024-02-07
PV002364;13/10/2024;C0385;P002;U01;75,5;0,0669;Entregue;1728,95;1613,28;688,83;2024-10-26;2024-10-26
PV002365;02/11/2025;C0020;P001;U01;43,87;0,1327;Faturado;811,59;703,89;309,74;2025-11-07;2025-11-13
PV002366;15/03/2025;C0359;P007;U02;30,7;0,1156;Entregue;300,86;266,08;142,36;2025-03-23;2025-03-23
PV002367;21/03/2026;C0230;P001;U02;124,61;0,1718;Entregue;2305,28;1909,23;856,48;2026-03-30;2026-04-01
PV002368;10/11/2024;C0450;P003;U01;32,59;0,046;Entregue;1368,78;1305,82;623,24;2024-11-19;2024-11-19
PV002369;02/06/2026;C0500;P002;U01;38,9;0,1707;Entregue;890,81;738,75;350,08;2026-06-05;2026-06-11
PV002370;20/04/2025;C0066;P008;U02;36,1;0,0017;Entregue;635,36;634,28;289,2;2025-04-23;2025-04-22
PV002371;13/08/2024;C0431;P001;U01;55,39;0,048;Entregue;1024,71;975,52;418,95;2024-08-20;2024-08-20
PV002372;04/03/2026;C0324;P006;U02;-48,31;0,1797;Entregue;2657,05;2179,58;1300,08;2026-03-17;2026-03-19
PV002373;08/04/2025;C0113;P003;U02;29,15;0,014;Cancelado;1224,3;1207,16;622,35;2025-04-12;2025-04-10
PV002374;30/03/2024;C0486;P005;U01;90,5;0,1696;Entregue;2868,85;2382,29;1226,67;2024-04-08;2024-04-10
PV002375;08/04/2026;C0393;P001;U01;50,42;0,087;Entregue;932,77;851,62;379,53;2026-04-16;2026-04-16
PV002376;29/10/2025;C0284;P005;U03;33,37;0,15;Cancelado;1057,83;899,16;538,94;2025-11-03;2025-11-05
PV002377;23/12/2024;C0464;P007;U03;46,33;0,0393;Entregue;454,03;436,19;182,32;2024-12-29;2024-12-29
