diagnostico_id,os_id,defeito_relatado,causa,taxa_diagnostico,data_diagnostico,motivo_rejeicao
907,907,Não carrega,Oxidação,96.56,2025-08-16,fk_invalida:os_id
909,909,Lento,Software,124.64,2026-04-16,fk_invalida:os_id
910,910,Falha de rede,Software,147.3,2026-02-07,fk_invalida:os_id
911,911,Ruído,Software,37.75,2025-10-22,fk_invalida:os_id
913,913,Superaquecimento,Desgaste,156.02,2025-07-16,fk_invalida:os_id
914,914,Não liga,Impacto,128.08,2025-08-03,fk_invalida:os_id
916,916,Superaquecimento,Software,209.27,2025-08-25,fk_invalida:os_id
917,917,Não liga,Componente queimado,126.16,2025-09-11,fk_invalida:os_id
918,918,Ruído,Software,150.52,2025-07-22,fk_invalida:os_id
919,919,Falha de rede,Componente queimado,101.27,2025-10-21,fk_invalida:os_id
922,922,Falha de rede,Oxidação,152.17,2026-04-10,fk_invalida:os_id
923,923,Falha de rede,Oxidação,152.03,2025-10-12,fk_invalida:os_id
924,924,Sem imagem,Componente queimado,207.42,2026-01-25,fk_invalida:os_id
925,925,Falha de rede,Componente queimado,225.75,2025-07-13,fk_invalida:os_id
926,926,Não carrega,Componente queimado,148.61,2026-06-21,fk_invalida:os_id
927,927,Lento,Impacto,240.0,2025-08-09,fk_invalida:os_id
928,928,Não liga,Componente queimado,61.69,2025-08-14,fk_invalida:os_id
930,930,Sem imagem,Oxidação,175.52,2026-03-18,fk_invalida:os_id
932,932,Não carrega,Software,84.3,2025-11-21,fk_invalida:os_id
933,933,Ruído,Software,167.96,2026-05-14,fk_invalida:os_id
935,935,Não liga,Impacto,137.69,2026-03-14,fk_invalida:os_id
937,937,Superaquecimento,Componente queimado,147.27,2026-05-31,fk_invalida:os_id
938,938,Não carrega,Impacto,119.36,2026-01-02,fk_invalida:os_id
940,940,Ruído,Oxidação,128.91,2025-07-20,fk_invalida:os_id
942,942,Ruído,Desgaste,52.96,2025-11-20,fk_invalida:os_id
943,943,Sem imagem,Oxidação,184.66,2025-10-09,fk_invalida:os_id
944,944,Não liga,Desgaste,208.63,2026-02-17,fk_invalida:os_id
945,945,Sem imagem,Impacto,79.1,2025-10-15,fk_invalida:os_id
947,947,Falha de rede,Componente queimado,205.55,2026-04-07,fk_invalida:os_id
950,950,Lento,Oxidação,212.57,2025-08-13,fk_invalida:os_id
952,952,Superaquecimento,Componente queimado,110.8,2026-02-21,fk_invalida:os_id
953,953,Ruído,Software,39.84,2026-03-06,fk_invalida:os_id
955,955,Falha de rede,Desgaste,246.34,2025-11-29,fk_invalida:os_id
956,956,Lento,Componente queimado,116.13,2026-01-14,fk_invalida:os_id
957,957,Lento,Oxidação,93.01,2025-11-29,fk_invalida:os_id
958,958,Lento,Oxidação,235.83,2026-04-25,fk_invalida:os_id
959,959,Não carrega,Componente queimado,186.86,2025-08-06,fk_invalida:os_id
960,960,Ruído,Impacto,178.84,2026-03-12,fk_invalida:os_id
961,961,Tela quebrada,Desgaste,181.42,2025-11-23,fk_invalida:os_id
962,962,Não carrega,Oxidação,33.32,2026-04-05,fk_invalida:os_id
963,963,Não carrega,Impacto,125.66,2025-10-19,fk_invalida:os_id
964,964,Lento,Componente queimado,102.6,2025-08-08,fk_invalida:os_id
965,965,Superaquecimento,Software,63.04,2026-04-22,fk_invalida:os_id
966,966,Falha de rede,Componente queimado,219.97,2026-05-27,fk_invalida:os_id
967,967,Superaquecimento,Software,235.0,2025-12-18,fk_invalida:os_id
971,971,Tela quebrada,Desgaste,77.62,2025-08-21,fk_invalida:os_id
972,972,Superaquecimento,Software,190.03,2025-11-09,fk_invalida:os_id
973,973,Sem imagem,Oxidação,36.48,2026-02-14,fk_invalida:os_id
974,974,Falha de rede,Software,62.51,2025-12-13,fk_invalida:os_id
975,975,Não carrega,Software,236.27,2026-06-03,fk_invalida:os_id
976,976,Sem imagem,Oxidação,159.41,2025-09-24,fk_invalida:os_id
977,977,Lento,Componente queimado,78.88,2026-06-09,fk_invalida:os_id
978,978,Não carrega,Oxidação,193.02,2026-01-20,fk_invalida:os_id
979,979,Não liga,Componente queimado,135.72,2026-03-27,fk_invalida:os_id
980,980,Tela quebrada,Impacto,110.99,2026-02-08,fk_invalida:os_id
981,981,Falha de rede,Impacto,32.06,2025-10-17,fk_invalida:os_id
984,984,Não liga,Desgaste,193.47,2025-10-13,fk_invalida:os_id
986,986,Sem imagem,Desgaste,190.07,2026-06-13,fk_invalida:os_id
987,987,Ruído,Impacto,195.13,2025-11-21,fk_invalida:os_id
988,988,Tela quebrada,Software,221.32,2026-06-16,fk_invalida:os_id
989,989,Não carrega,Desgaste,45.19,2025-07-08,fk_invalida:os_id
990,990,Tela quebrada,Oxidação,229.66,2025-12-20,fk_invalida:os_id
991,991,Não carrega,Impacto,138.79,2026-05-26,fk_invalida:os_id
992,992,Sem imagem,Desgaste,101.79,2026-03-28,fk_invalida:os_id
994,994,Sem imagem,Desgaste,222.29,2026-02-17,fk_invalida:os_id
996,996,Lento,Componente queimado,192.77,2025-12-26,fk_invalida:os_id
998,998,Sem imagem,Componente queimado,68.71,2025-07-16,fk_invalida:os_id
999,999,Ruído,Software,159.7,2025-12-25,fk_invalida:os_id
1001,1001,Ruído,Componente queimado,98.59,2026-05-18,fk_invalida:os_id
1002,1002,Superaquecimento,Desgaste,71.2,2025-09-28,fk_invalida:os_id
1003,1003,Ruído,Componente queimado,221.57,2025-09-15,fk_invalida:os_id
1004,1004,Falha de rede,Desgaste,226.46,2025-11-09,fk_invalida:os_id
1005,1005,Lento,Desgaste,56.52,2026-04-28,fk_invalida:os_id
1007,1007,Falha de rede,Impacto,187.55,2026-02-23,fk_invalida:os_id
1009,1009,Falha de rede,Desgaste,192.69,2025-09-11,fk_invalida:os_id
1010,1010,Superaquecimento,Software,48.72,2025-08-12,fk_invalida:os_id
1011,1011,Ruído,Software,225.99,2026-04-28,fk_invalida:os_id
1012,1012,Lento,Desgaste,103.44,2025-09-08,fk_invalida:os_id
1013,1013,Não carrega,Oxidação,137.1,2025-10-20,fk_invalida:os_id
1014,1014,Não liga,Componente queimado,199.6,2026-02-15,fk_invalida:os_id
1015,1015,Tela quebrada,Desgaste,76.07,2025-07-26,fk_invalida:os_id
1016,1016,Lento,Oxidação,52.48,2025-11-25,fk_invalida:os_id
1017,1017,Superaquecimento,Impacto,188.88,2026-03-16,fk_invalida:os_id
1018,1018,Não liga,Desgaste,236.04,2025-07-16,fk_invalida:os_id
1019,1019,Falha de rede,Componente queimado,144.41,2026-04-26,fk_invalida:os_id
1022,1022,Ruído,Componente queimado,221.96,2025-10-25,fk_invalida:os_id
1023,1023,Falha de rede,Componente queimado,111.78,2025-08-07,fk_invalida:os_id
1024,1024,Tela quebrada,Impacto,56.14,2026-06-02,fk_invalida:os_id
1025,1025,Tela quebrada,Software,232.46,2026-01-19,fk_invalida:os_id
1026,1026,Lento,Impacto,163.12,2026-03-18,fk_invalida:os_id
1027,1027,Sem imagem,Impacto,104.78,2026-03-04,fk_invalida:os_id
1029,1029,Não liga,Impacto,110.88,2026-06-09,fk_invalida:os_id
1030,1030,Superaquecimento,Oxidação,101.86,2026-04-09,fk_invalida:os_id
1031,1031,Tela quebrada,Desgaste,114.85,2026-03-09,fk_invalida:os_id
1032,1032,Ruído,Oxidação,157.75,2025-07-20,fk_invalida:os_id
1033,1033,Ruído,Impacto,165.95,2026-01-17,fk_invalida:os_id
1034,1034,Ruído,Software,75.48,2026-05-28,fk_invalida:os_id
1035,1035,Tela quebrada,Software,92.1,2026-05-28,fk_invalida:os_id
1036,1036,Tela quebrada,Oxidação,145.36,2026-05-12,fk_invalida:os_id
1038,1038,Lento,Impacto,170.14,2025-10-14,fk_invalida:os_id
1039,1039,Tela quebrada,Desgaste,188.21,2026-06-24,fk_invalida:os_id
1042,1042,Sem imagem,Desgaste,242.3,2026-03-25,fk_invalida:os_id
1046,1046,Ruído,Impacto,135.63,2026-03-21,fk_invalida:os_id
1047,1047,Tela quebrada,Impacto,92.63,2025-07-12,fk_invalida:os_id
1048,1048,Lento,Impacto,75.09,2026-03-26,fk_invalida:os_id
1050,1050,Superaquecimento,Software,50.35,2025-12-15,fk_invalida:os_id
1051,1051,Lento,Desgaste,243.58,2026-01-15,fk_invalida:os_id
1054,1054,Não carrega,Software,109.44,2026-02-09,fk_invalida:os_id
1055,1055,Superaquecimento,Componente queimado,77.21,2025-08-19,fk_invalida:os_id
1056,1056,Não carrega,Desgaste,174.47,2025-11-28,fk_invalida:os_id
1058,1058,Lento,Desgaste,138.45,2026-03-24,fk_invalida:os_id
1060,1060,Tela quebrada,Software,197.92,2025-09-04,fk_invalida:os_id
1061,1061,Não carrega,Software,76.82,2026-03-30,fk_invalida:os_id
1062,1062,Tela quebrada,Desgaste,38.59,2026-03-15,fk_invalida:os_id
1064,1064,Falha de rede,Software,141.3,2025-12-09,fk_invalida:os_id
1066,1066,Não carrega,Oxidação,125.02,2026-06-11,fk_invalida:os_id
1068,1068,Lento,Desgaste,231.85,2025-11-11,fk_invalida:os_id
1070,1070,Não carrega,Software,116.5,2025-08-15,fk_invalida:os_id
1071,1071,Sem imagem,Impacto,59.34,2026-03-22,fk_invalida:os_id
1072,1072,Ruído,Desgaste,123.92,2025-10-25,fk_invalida:os_id
1074,1074,Tela quebrada,Oxidação,51.86,2026-06-19,fk_invalida:os_id
1075,1075,Não carrega,Oxidação,41.8,2025-09-27,fk_invalida:os_id
1077,1077,Não carrega,Desgaste,198.89,2025-07-17,fk_invalida:os_id
1079,1079,Não liga,Componente queimado,46.13,2025-09-26,fk_invalida:os_id
1080,1080,Falha de rede,Impacto,80.78,2025-10-27,fk_invalida:os_id
1081,1081,Não liga,Impacto,130.73,2025-11-27,fk_invalida:os_id
1082,1082,Ruído,Software,105.4,2025-08-11,fk_invalida:os_id
1083,1083,Ruído,Impacto,86.71,2026-06-03,fk_invalida:os_id
1084,1084,Superaquecimento,Software,109.15,2026-03-17,fk_invalida:os_id
1086,1086,Tela quebrada,Software,121.07,2026-02-24,fk_invalida:os_id
1087,1087,Lento,Desgaste,122.95,2025-12-15,fk_invalida:os_id
1088,1088,Ruído,Impacto,197.0,2026-05-15,fk_invalida:os_id
1089,1089,Não liga,Software,185.77,2025-07-11,fk_invalida:os_id
1090,1090,Não carrega,Desgaste,155.94,2025-07-16,fk_invalida:os_id
1091,1091,Não liga,Componente queimado,141.42,2025-08-08,fk_invalida:os_id
1092,1092,Falha de rede,Oxidação,31.31,2025-10-30,fk_invalida:os_id
1093,1093,Superaquecimento,Oxidação,226.75,2025-08-24,fk_invalida:os_id
1094,1094,Não carrega,Impacto,181.92,2026-03-23,fk_invalida:os_id
1095,1095,Sem imagem,Desgaste,65.57,2026-06-01,fk_invalida:os_id
1096,1096,Sem imagem,Oxidação,104.69,2026-04-09,fk_invalida:os_id
1099,1099,Superaquecimento,Componente queimado,206.63,2025-09-04,fk_invalida:os_id
1100,1100,Sem imagem,Componente queimado,165.84,2025-11-16,fk_invalida:os_id
1101,1101,Superaquecimento,Oxidação,71.67,2026-06-16,fk_invalida:os_id
1102,1102,Ruído,Software,113.54,2026-06-17,fk_invalida:os_id
1105,1105,Não liga,Oxidação,31.8,2025-12-20,fk_invalida:os_id
1106,1106,Não carrega,Desgaste,241.17,2025-08-14,fk_invalida:os_id
1110,1110,Superaquecimento,Componente queimado,238.6,2025-10-12,fk_invalida:os_id
1111,1111,Não liga,Componente queimado,80.75,2025-10-23,fk_invalida:os_id
1112,1112,Não carrega,Impacto,76.23,2025-12-07,fk_invalida:os_id
1113,1113,Sem imagem,Impacto,219.69,2026-01-26,fk_invalida:os_id
1114,1114,Superaquecimento,Desgaste,62.72,2026-05-21,fk_invalida:os_id
1115,1115,Sem imagem,Componente queimado,198.63,2026-06-21,fk_invalida:os_id
1116,1116,Ruído,Impacto,246.46,2026-03-11,fk_invalida:os_id
1117,1117,Tela quebrada,Componente queimado,227.53,2025-10-18,fk_invalida:os_id
1120,1120,Tela quebrada,Oxidação,224.36,2026-01-12,fk_invalida:os_id
1122,1122,Lento,Oxidação,85.88,2026-01-19,fk_invalida:os_id
1124,1124,Lento,Software,45.29,2026-05-26,fk_invalida:os_id
1125,1125,Não carrega,Oxidação,241.13,2025-12-21,fk_invalida:os_id
1127,1127,Sem imagem,Software,60.74,2026-05-22,fk_invalida:os_id
1129,1129,Não carrega,Componente queimado,127.51,2025-10-25,fk_invalida:os_id
1130,1130,Não liga,Oxidação,65.49,2026-02-22,fk_invalida:os_id
1131,1131,Não carrega,Componente queimado,154.86,2025-11-06,fk_invalida:os_id
1133,1133,Superaquecimento,Impacto,204.08,2025-07-21,fk_invalida:os_id
1136,1136,Lento,Oxidação,182.85,2025-12-24,fk_invalida:os_id
1138,1138,Falha de rede,Impacto,141.17,2026-03-15,fk_invalida:os_id
1140,1140,Ruído,Desgaste,218.31,2026-02-22,fk_invalida:os_id
1141,1141,Sem imagem,Componente queimado,90.9,2026-06-14,fk_invalida:os_id
1142,1142,Não liga,Componente queimado,222.82,2025-12-21,fk_invalida:os_id
1143,1143,Superaquecimento,Desgaste,248.65,2025-12-20,fk_invalida:os_id
1144,1144,Lento,Desgaste,242.55,2026-02-04,fk_invalida:os_id
1145,1145,Lento,Componente queimado,149.42,2026-04-16,fk_invalida:os_id
1146,1146,Não liga,Software,200.89,2026-05-01,fk_invalida:os_id
1148,1148,Superaquecimento,Impacto,155.44,2025-07-11,fk_invalida:os_id
1149,1149,Superaquecimento,Componente queimado,45.08,2026-06-29,fk_invalida:os_id
1152,1152,Tela quebrada,Componente queimado,105.47,2026-01-03,fk_invalida:os_id
1153,1153,Lento,Impacto,33.76,2026-01-15,fk_invalida:os_id
1155,1155,Falha de rede,Componente queimado,190.9,2026-02-12,fk_invalida:os_id
1157,1157,Lento,Desgaste,207.45,2026-05-17,fk_invalida:os_id
1158,1158,Tela quebrada,Impacto,244.03,2025-10-19,fk_invalida:os_id
1160,1160,Lento,Componente queimado,42.6,2026-05-15,fk_invalida:os_id
1162,1162,Não liga,Desgaste,226.76,2026-04-28,fk_invalida:os_id
1163,1163,Falha de rede,Desgaste,71.8,2026-06-10,fk_invalida:os_id
1164,1164,Ruído,Software,197.38,2026-04-15,fk_invalida:os_id
1166,1166,Ruído,Software,146.7,2025-12-07,fk_invalida:os_id
1167,1167,Lento,Oxidação,113.13,2025-10-03,fk_invalida:os_id
1168,1168,Não carrega,Componente queimado,145.87,2026-03-12,fk_invalida:os_id
1169,1169,Não liga,Oxidação,173.9,2026-03-24,fk_invalida:os_id
1170,1170,Ruído,Software,218.03,2026-04-08,fk_invalida:os_id
1171,1171,Lento,Software,214.63,2025-12-06,fk_invalida:os_id
1172,1172,Não carrega,Desgaste,231.71,2025-07-17,fk_invalida:os_id
1173,1173,Lento,Desgaste,100.88,2026-02-02,fk_invalida:os_id
1175,1175,Não carrega,Componente queimado,242.48,2026-04-12,fk_invalida:os_id
1176,1176,Ruído,Impacto,122.26,2025-12-21,fk_invalida:os_id
1178,1178,Tela quebrada,Oxidação,149.15,2025-11-21,fk_invalida:os_id
1179,1179,Ruído,Desgaste,205.59,2026-06-18,fk_invalida:os_id
1180,1180,Falha de rede,Software,219.8,2025-10-17,fk_invalida:os_id
1181,1181,Sem imagem,Oxidação,231.31,2025-10-07,fk_invalida:os_id
1185,1185,Lento,Oxidação,196.04,2025-08-12,fk_invalida:os_id
1186,1186,Ruído,Software,96.08,2026-02-02,fk_invalida:os_id
1187,1187,Ruído,Software,141.52,2025-10-25,fk_invalida:os_id
1188,1188,Falha de rede,Componente queimado,140.37,2026-01-22,fk_invalida:os_id
1189,1189,Lento,Software,35.88,2025-10-17,fk_invalida:os_id
1191,1191,Não liga,Componente queimado,234.21,2025-12-12,fk_invalida:os_id
1192,1192,Não carrega,Impacto,47.15,2026-04-22,fk_invalida:os_id
1194,1194,Falha de rede,Desgaste,33.44,2026-03-26,fk_invalida:os_id
1196,1196,Superaquecimento,Componente queimado,200.84,2025-07-21,fk_invalida:os_id
1199,1199,Não liga,Impacto,174.63,2026-07-01,fk_invalida:os_id
1200,1200,Lento,Software,236.46,2026-05-20,fk_invalida:os_id
1201,1201,Superaquecimento,Impacto,77.04,2025-11-19,fk_invalida:os_id
1202,1202,Ruído,Componente queimado,106.87,2026-04-09,fk_invalida:os_id
1204,1204,Ruído,Componente queimado,199.39,2025-09-30,fk_invalida:os_id
1205,1205,Sem imagem,Componente queimado,149.54,2026-04-15,fk_invalida:os_id
1206,1206,Superaquecimento,Oxidação,35.06,2025-12-24,fk_invalida:os_id
1211,1211,Ruído,Componente queimado,66.47,2025-11-07,fk_invalida:os_id
1212,1212,Não liga,Software,173.39,2025-10-15,fk_invalida:os_id
1213,1213,Tela quebrada,Impacto,58.8,2025-07-09,fk_invalida:os_id
1215,1215,Não carrega,Impacto,204.48,2025-09-15,fk_invalida:os_id
1216,1216,Superaquecimento,Software,158.22,2026-01-26,fk_invalida:os_id
1217,1217,Não carrega,Desgaste,175.97,2025-11-19,fk_invalida:os_id
1219,1219,Lento,Impacto,127.39,2025-09-13,fk_invalida:os_id
1220,1220,Sem imagem,Impacto,91.77,2025-12-31,fk_invalida:os_id
1221,1221,Não carrega,Impacto,235.55,2025-08-03,fk_invalida:os_id
1222,1222,Não liga,Desgaste,117.83,2025-08-19,fk_invalida:os_id
1223,1223,Ruído,Software,156.32,2026-06-12,fk_invalida:os_id
1224,1224,Não carrega,Software,156.08,2025-10-21,fk_invalida:os_id
1225,1225,Falha de rede,Impacto,31.45,2025-07-25,fk_invalida:os_id
1228,1228,Superaquecimento,Software,92.74,2025-08-08,fk_invalida:os_id
1229,1229,Não liga,Software,163.45,2025-12-08,fk_invalida:os_id
1230,1230,Sem imagem,Desgaste,46.76,2025-07-28,fk_invalida:os_id
1231,1231,Tela quebrada,Oxidação,193.52,2026-04-26,fk_invalida:os_id
1232,1232,Lento,Impacto,241.91,2025-11-01,fk_invalida:os_id
1235,1235,Não carrega,Desgaste,35.38,2026-03-13,fk_invalida:os_id
1236,1236,Ruído,Impacto,199.09,2025-12-09,fk_invalida:os_id
1237,1237,Lento,Desgaste,45.32,2026-03-26,fk_invalida:os_id
1238,1238,Superaquecimento,Oxidação,149.85,2026-04-30,fk_invalida:os_id
1239,1239,Não carrega,Oxidação,107.57,2026-01-21,fk_invalida:os_id
1241,1241,Ruído,Componente queimado,179.22,2025-11-22,fk_invalida:os_id
1242,1242,Não liga,Oxidação,43.23,2026-06-18,fk_invalida:os_id
1243,1243,Sem imagem,Componente queimado,36.49,2026-01-12,fk_invalida:os_id
1244,1244,Ruído,Impacto,42.98,2025-09-27,fk_invalida:os_id
1245,1245,Sem imagem,Componente queimado,137.99,2026-03-12,fk_invalida:os_id
1246,1246,Tela quebrada,Oxidação,93.18,2026-02-19,fk_invalida:os_id
1250,1250,Não liga,Componente queimado,131.79,2025-10-20,fk_invalida:os_id
1252,1252,Superaquecimento,Impacto,96.68,2025-08-14,fk_invalida:os_id
1253,1253,Não carrega,Oxidação,69.09,2026-01-26,fk_invalida:os_id
1256,1256,Superaquecimento,Desgaste,34.74,2026-02-18,fk_invalida:os_id
1257,1257,Superaquecimento,Desgaste,204.1,2026-01-17,fk_invalida:os_id
1258,1258,Falha de rede,Software,240.87,2026-04-19,fk_invalida:os_id
1259,1259,Falha de rede,Software,118.87,2025-11-25,fk_invalida:os_id
1261,1261,Sem imagem,Software,181.34,2026-01-11,fk_invalida:os_id
1262,1262,Tela quebrada,Software,229.26,2026-04-21,fk_invalida:os_id
1263,1263,Lento,Software,99.11,2026-04-14,fk_invalida:os_id
1265,1265,Superaquecimento,Software,221.81,2025-08-23,fk_invalida:os_id
1266,1266,Não carrega,Componente queimado,112.46,2026-05-07,fk_invalida:os_id
1267,1267,Sem imagem,Desgaste,165.23,2025-08-07,fk_invalida:os_id
1269,1269,Não liga,Software,158.8,2026-02-11,fk_invalida:os_id
1270,1270,Tela quebrada,Desgaste,68.29,2026-04-23,fk_invalida:os_id
1271,1271,Superaquecimento,Desgaste,53.3,2026-03-03,fk_invalida:os_id
1273,1273,Falha de rede,Software,176.2,2026-01-26,fk_invalida:os_id
1274,1274,Não liga,Componente queimado,172.2,2025-10-09,fk_invalida:os_id
1275,1275,Lento,Software,41.27,2025-08-27,fk_invalida:os_id
1277,1277,Sem imagem,Impacto,131.41,2025-12-24,fk_invalida:os_id
1280,1280,Falha de rede,Componente queimado,128.88,2025-11-15,fk_invalida:os_id
1281,1281,Tela quebrada,Software,196.37,2026-06-20,fk_invalida:os_id
1283,1283,Ruído,Impacto,58.43,2025-07-10,fk_invalida:os_id
1284,1284,Não carrega,Desgaste,120.65,2025-07-15,fk_invalida:os_id
1285,1285,Ruído,Componente queimado,56.07,2026-01-28,fk_invalida:os_id
1286,1286,Tela quebrada,Impacto,140.01,2026-02-08,fk_invalida:os_id
1287,1287,Sem imagem,Software,119.48,2025-07-09,fk_invalida:os_id
1288,1288,Sem imagem,Oxidação,164.77,2026-03-20,fk_invalida:os_id
1289,1289,Sem imagem,Componente queimado,74.26,2025-12-13,fk_invalida:os_id
1290,1290,Ruído,Oxidação,198.36,2026-03-23,fk_invalida:os_id
1291,1291,Não carrega,Componente queimado,99.62,2026-01-28,fk_invalida:os_id
1292,1292,Superaquecimento,Oxidação,219.32,2026-06-23,fk_invalida:os_id
1294,1294,Não liga,Componente queimado,128.4,2026-02-12,fk_invalida:os_id
1295,1295,Sem imagem,Desgaste,229.93,2025-10-17,fk_invalida:os_id
1298,1298,Sem imagem,Impacto,42.98,2025-12-11,fk_invalida:os_id
1301,1301,Não liga,Oxidação,48.51,2026-05-10,fk_invalida:os_id
1303,1303,Sem imagem,Oxidação,243.35,2026-04-04,fk_invalida:os_id
1304,1304,Falha de rede,Impacto,170.21,2026-06-16,fk_invalida:os_id
1305,1305,Superaquecimento,Software,184.36,2025-10-23,fk_invalida:os_id
1307,1307,Lento,Oxidação,144.05,2025-08-11,fk_invalida:os_id
1308,1308,Lento,Impacto,43.32,2026-01-06,fk_invalida:os_id
1310,1310,Lento,Software,190.12,2025-07-20,fk_invalida:os_id
1315,1315,Não liga,Componente queimado,159.09,2026-03-13,fk_invalida:os_id
1317,1317,Não liga,Impacto,139.19,2026-04-14,fk_invalida:os_id
1318,1318,Não liga,Software,109.74,2026-03-22,fk_invalida:os_id
1319,1319,Lento,Impacto,45.77,2026-02-22,fk_invalida:os_id
1321,1321,Não liga,Componente queimado,147.25,2026-05-15,fk_invalida:os_id
1322,1322,Ruído,Oxidação,65.69,2025-11-25,fk_invalida:os_id
1323,1323,Falha de rede,Componente queimado,73.84,2026-01-22,fk_invalida:os_id
1325,1325,Superaquecimento,Oxidação,145.84,2026-06-15,fk_invalida:os_id
1326,1326,Superaquecimento,Software,84.95,2025-09-27,fk_invalida:os_id
1327,1327,Ruído,Componente queimado,109.94,2025-07-24,fk_invalida:os_id
1328,1328,Superaquecimento,Oxidação,216.69,2026-03-26,fk_invalida:os_id
1329,1329,Não liga,Impacto,40.3,2026-03-29,fk_invalida:os_id
1330,1330,Superaquecimento,Impacto,175.63,2026-05-27,fk_invalida:os_id
1332,1332,Sem imagem,Impacto,228.2,2025-12-12,fk_invalida:os_id
1333,1333,Superaquecimento,Impacto,46.77,2026-03-18,fk_invalida:os_id
1334,1334,Não carrega,Componente queimado,189.07,2025-08-14,fk_invalida:os_id
1336,1336,Sem imagem,Software,134.95,2026-01-25,fk_invalida:os_id
1337,1337,Sem imagem,Componente queimado,190.06,2025-12-11,fk_invalida:os_id
1338,1338,Tela quebrada,Componente queimado,224.84,2026-01-20,fk_invalida:os_id
1339,1339,Superaquecimento,Componente queimado,153.03,2025-12-13,fk_invalida:os_id
1340,1340,Tela quebrada,Componente queimado,99.82,2025-07-05,fk_invalida:os_id
1341,1341,Não liga,Componente queimado,51.28,2025-10-15,fk_invalida:os_id
1342,1342,Tela quebrada,Desgaste,163.96,2026-03-27,fk_invalida:os_id
1343,1343,Tela quebrada,Componente queimado,202.62,2026-06-18,fk_invalida:os_id
1344,1344,Falha de rede,Software,130.55,2026-04-10,fk_invalida:os_id
1345,1345,Falha de rede,Desgaste,69.77,2025-09-19,fk_invalida:os_id
1348,1348,Tela quebrada,Componente queimado,67.13,2026-06-11,fk_invalida:os_id
1350,1350,Sem imagem,Software,144.9,2025-12-23,fk_invalida:os_id
1351,1351,Não liga,Componente queimado,128.73,2026-03-15,fk_invalida:os_id
1352,1352,Sem imagem,Software,146.43,2025-11-14,fk_invalida:os_id
1353,1353,Não carrega,Componente queimado,141.53,2026-06-16,fk_invalida:os_id
1356,1356,Sem imagem,Componente queimado,112.97,2026-02-26,fk_invalida:os_id
1357,1357,Superaquecimento,Componente queimado,127.76,2025-09-08,fk_invalida:os_id
1358,1358,Ruído,Componente queimado,126.5,2026-03-14,fk_invalida:os_id
1359,1359,Não liga,Componente queimado,42.28,2026-05-27,fk_invalida:os_id
1360,1360,Lento,Componente queimado,72.37,2025-07-18,fk_invalida:os_id
1361,1361,Lento,Desgaste,83.8,2026-05-15,fk_invalida:os_id
1362,1362,Sem imagem,Oxidação,114.7,2025-10-31,fk_invalida:os_id
1363,1363,Falha de rede,Oxidação,203.14,2026-06-16,fk_invalida:os_id
1364,1364,Ruído,Oxidação,81.69,2026-02-08,fk_invalida:os_id
1367,1367,Lento,Oxidação,185.48,2026-01-26,fk_invalida:os_id
1369,1369,Não carrega,Impacto,173.21,2026-06-18,fk_invalida:os_id
1370,1370,Sem imagem,Software,36.36,2025-12-07,fk_invalida:os_id
1372,1372,Superaquecimento,Desgaste,149.94,2025-10-17,fk_invalida:os_id
1374,1374,Lento,Componente queimado,158.79,2025-09-09,fk_invalida:os_id
1375,1375,Lento,Desgaste,31.41,2026-05-12,fk_invalida:os_id
1376,1376,Lento,Desgaste,167.85,2026-05-15,fk_invalida:os_id
1377,1377,Lento,Software,163.68,2026-06-21,fk_invalida:os_id
1378,1378,Tela quebrada,Software,90.33,2026-05-14,fk_invalida:os_id
1379,1379,Tela quebrada,Software,228.74,2026-02-22,fk_invalida:os_id
1380,1380,Sem imagem,Desgaste,150.73,2025-07-23,fk_invalida:os_id
1381,1381,Sem imagem,Software,103.02,2025-11-25,fk_invalida:os_id
1382,1382,Não liga,Desgaste,57.07,2026-06-11,fk_invalida:os_id
1384,1384,Não liga,Desgaste,172.19,2025-09-24,fk_invalida:os_id
1385,1385,Falha de rede,Impacto,239.42,2026-03-22,fk_invalida:os_id
1386,1386,Lento,Componente queimado,46.63,2025-12-05,fk_invalida:os_id
1387,1387,Superaquecimento,Oxidação,224.93,2025-07-18,fk_invalida:os_id
1388,1388,Superaquecimento,Componente queimado,226.67,2026-05-25,fk_invalida:os_id
1389,1389,Não carrega,Impacto,114.65,2026-03-16,fk_invalida:os_id
1390,1390,Não liga,Componente queimado,85.21,2026-03-08,fk_invalida:os_id
1391,1391,Não liga,Software,80.24,2026-05-01,fk_invalida:os_id
1392,1392,Lento,Desgaste,99.56,2025-07-17,fk_invalida:os_id
1393,1393,Sem imagem,Desgaste,124.24,2025-12-11,fk_invalida:os_id
1394,1394,Falha de rede,Impacto,220.56,2025-11-13,fk_invalida:os_id
1395,1395,Não carrega,Oxidação,88.5,2025-07-22,fk_invalida:os_id
1396,1396,Tela quebrada,Oxidação,214.4,2025-10-18,fk_invalida:os_id
1397,1397,Não liga,Componente queimado,165.39,2025-07-23,fk_invalida:os_id
1398,1398,Falha de rede,Desgaste,45.07,2026-06-22,fk_invalida:os_id
1399,1399,Sem imagem,Oxidação,123.76,2026-02-15,fk_invalida:os_id
1400,1400,Lento,Desgaste,32.04,2026-06-13,fk_invalida:os_id
1401,1401,Lento,Oxidação,153.73,2025-08-18,fk_invalida:os_id
