uso_id,reparo_id,peca_id,quantidade,custo_total,motivo_rejeicao
1524.0,943.0,42.0,1.0,657.41,fk_invalida:reparo_id
1525.0,944.0,60.0,2.0,75.12,fk_invalida:reparo_id
1526.0,944.0,19.0,1.0,217.55,fk_invalida:reparo_id
1527.0,944.0,65.0,2.0,474.42,fk_invalida:reparo_id
1528.0,945.0,33.0,2.0,26.74,fk_invalida:reparo_id
1529.0,945.0,76.0,2.0,620.93,fk_invalida:reparo_id
1530.0,946.0,48.0,1.0,66.88,fk_invalida:reparo_id
1531.0,947.0,68.0,2.0,266.58,fk_invalida:reparo_id
1532.0,948.0,78.0,1.0,620.83,fk_invalida:reparo_id
1533.0,948.0,76.0,2.0,825.75,fk_invalida:reparo_id
1534.0,949.0,64.0,2.0,620.19,fk_invalida:reparo_id
1535.0,950.0,45.0,1.0,485.93,fk_invalida:reparo_id
1536.0,950.0,17.0,1.0,747.75,fk_invalida:reparo_id
1537.0,950.0,20.0,2.0,782.24,fk_invalida:reparo_id
1538.0,951.0,75.0,2.0,465.71,fk_invalida:reparo_id
1539.0,951.0,68.0,1.0,733.82,fk_invalida:reparo_id
1540.0,951.0,30.0,1.0,158.82,fk_invalida:reparo_id
1541.0,953.0,52.0,1.0,303.85,fk_invalida:reparo_id
1542.0,953.0,11.0,2.0,333.14,fk_invalida:reparo_id
1543.0,954.0,16.0,1.0,392.44,fk_invalida:reparo_id
1544.0,954.0,44.0,2.0,609.97,fk_invalida:reparo_id
1545.0,954.0,44.0,2.0,592.91,fk_invalida:reparo_id
1546.0,955.0,54.0,2.0,313.19,fk_invalida:reparo_id
1547.0,955.0,59.0,2.0,390.99,fk_invalida:reparo_id
1548.0,957.0,63.0,1.0,617.73,fk_invalida:reparo_id
1549.0,957.0,23.0,2.0,96.27,fk_invalida:reparo_id
1550.0,958.0,44.0,2.0,279.02,fk_invalida:reparo_id
1551.0,958.0,30.0,1.0,845.12,fk_invalida:reparo_id
1552.0,959.0,51.0,1.0,84.48,fk_invalida:reparo_id
1553.0,959.0,3.0,1.0,313.73,fk_invalida:reparo_id
1554.0,961.0,64.0,2.0,212.94,fk_invalida:reparo_id
1555.0,962.0,53.0,2.0,205.45,fk_invalida:reparo_id
1556.0,962.0,24.0,1.0,417.57,fk_invalida:reparo_id
1557.0,963.0,1.0,2.0,232.98,fk_invalida:reparo_id
1558.0,964.0,18.0,1.0,364.94,fk_invalida:reparo_id
1559.0,965.0,68.0,2.0,735.04,fk_invalida:reparo_id
1560.0,966.0,31.0,1.0,689.82,fk_invalida:reparo_id
1561.0,967.0,12.0,1.0,174.13,fk_invalida:reparo_id
1562.0,968.0,2.0,2.0,773.86,fk_invalida:reparo_id
1563.0,968.0,45.0,1.0,656.76,fk_invalida:reparo_id
1564.0,971.0,74.0,1.0,234.37,fk_invalida:reparo_id
1565.0,971.0,33.0,2.0,686.48,fk_invalida:reparo_id
1566.0,972.0,19.0,1.0,459.78,fk_invalida:reparo_id
1567.0,973.0,13.0,1.0,494.48,fk_invalida:reparo_id
1568.0,973.0,55.0,1.0,429.98,fk_invalida:reparo_id
1569.0,973.0,80.0,2.0,525.44,fk_invalida:reparo_id
1570.0,974.0,8.0,1.0,170.49,fk_invalida:reparo_id
1571.0,974.0,4.0,1.0,468.14,fk_invalida:reparo_id
1572.0,974.0,66.0,1.0,148.08,fk_invalida:reparo_id
1573.0,975.0,65.0,1.0,529.14,fk_invalida:reparo_id
1574.0,976.0,2.0,2.0,28.42,fk_invalida:reparo_id
1575.0,978.0,28.0,1.0,767.87,fk_invalida:reparo_id
1576.0,978.0,42.0,1.0,94.28,fk_invalida:reparo_id
1577.0,980.0,62.0,1.0,64.55,fk_invalida:reparo_id
1578.0,982.0,28.0,2.0,524.07,fk_invalida:reparo_id
1579.0,983.0,75.0,1.0,560.48,fk_invalida:reparo_id
1580.0,983.0,56.0,1.0,849.94,fk_invalida:reparo_id
1581.0,983.0,14.0,2.0,649.32,fk_invalida:reparo_id
1582.0,984.0,34.0,2.0,92.81,fk_invalida:reparo_id
1583.0,985.0,16.0,1.0,43.0,fk_invalida:reparo_id
1584.0,985.0,27.0,1.0,627.37,fk_invalida:reparo_id
1585.0,986.0,71.0,2.0,306.44,fk_invalida:reparo_id
1586.0,986.0,69.0,2.0,93.53,fk_invalida:reparo_id
1587.0,986.0,3.0,1.0,223.63,fk_invalida:reparo_id
1588.0,987.0,57.0,2.0,405.53,fk_invalida:reparo_id
1589.0,988.0,28.0,1.0,726.5,fk_invalida:reparo_id
1590.0,989.0,13.0,1.0,104.87,fk_invalida:reparo_id
1591.0,990.0,70.0,1.0,233.33,fk_invalida:reparo_id
1592.0,990.0,18.0,1.0,617.46,fk_invalida:reparo_id
1593.0,990.0,38.0,1.0,657.87,fk_invalida:reparo_id
1594.0,992.0,44.0,1.0,450.37,fk_invalida:reparo_id
1595.0,992.0,73.0,1.0,500.26,fk_invalida:reparo_id
1596.0,993.0,4.0,2.0,149.48,fk_invalida:reparo_id
1597.0,993.0,68.0,2.0,696.95,fk_invalida:reparo_id
1598.0,993.0,68.0,2.0,61.62,fk_invalida:reparo_id
1599.0,994.0,41.0,1.0,549.08,fk_invalida:reparo_id
1600.0,994.0,27.0,2.0,124.87,fk_invalida:reparo_id
1601.0,995.0,2.0,1.0,80.27,fk_invalida:reparo_id
1602.0,995.0,77.0,2.0,146.08,fk_invalida:reparo_id
1603.0,995.0,6.0,2.0,844.82,fk_invalida:reparo_id
1604.0,996.0,23.0,2.0,58.5,fk_invalida:reparo_id
1605.0,998.0,57.0,1.0,779.98,fk_invalida:reparo_id
1606.0,998.0,64.0,1.0,17.37,fk_invalida:reparo_id
1607.0,998.0,45.0,1.0,389.42,fk_invalida:reparo_id
1608.0,1001.0,13.0,1.0,825.67,fk_invalida:reparo_id
1609.0,1001.0,9.0,2.0,785.26,fk_invalida:reparo_id
1610.0,1001.0,5.0,2.0,815.74,fk_invalida:reparo_id
1611.0,1002.0,31.0,1.0,578.72,fk_invalida:reparo_id
1612.0,1003.0,51.0,2.0,806.14,fk_invalida:reparo_id
1613.0,1004.0,47.0,2.0,683.71,fk_invalida:reparo_id
1614.0,1004.0,63.0,1.0,630.4,fk_invalida:reparo_id
1615.0,1006.0,21.0,1.0,179.78,fk_invalida:reparo_id
1616.0,1006.0,33.0,1.0,96.16,fk_invalida:reparo_id
1617.0,1006.0,13.0,2.0,478.02,fk_invalida:reparo_id
1618.0,1007.0,33.0,2.0,326.25,fk_invalida:reparo_id
1619.0,1007.0,38.0,2.0,744.88,fk_invalida:reparo_id
1620.0,1009.0,80.0,2.0,299.05,fk_invalida:reparo_id
1621.0,1011.0,47.0,2.0,113.15,fk_invalida:reparo_id
1622.0,1011.0,19.0,2.0,774.77,fk_invalida:reparo_id
1623.0,1011.0,78.0,2.0,344.4,fk_invalida:reparo_id
1624.0,1012.0,78.0,1.0,380.95,fk_invalida:reparo_id
1625.0,1012.0,29.0,2.0,723.8,fk_invalida:reparo_id
1626.0,1013.0,75.0,1.0,164.39,fk_invalida:reparo_id
1627.0,1013.0,26.0,2.0,385.31,fk_invalida:reparo_id
1628.0,1013.0,76.0,1.0,244.49,fk_invalida:reparo_id
1629.0,1015.0,30.0,2.0,650.08,fk_invalida:reparo_id
1630.0,1015.0,25.0,1.0,26.09,fk_invalida:reparo_id
1631.0,1015.0,65.0,2.0,704.84,fk_invalida:reparo_id
1632.0,1016.0,5.0,2.0,553.27,fk_invalida:reparo_id
1633.0,1016.0,21.0,1.0,474.68,fk_invalida:reparo_id
1634.0,1016.0,25.0,2.0,492.98,fk_invalida:reparo_id
1635.0,1018.0,21.0,2.0,322.51,fk_invalida:reparo_id
1636.0,1019.0,26.0,2.0,723.29,fk_invalida:reparo_id
1637.0,1019.0,31.0,2.0,832.81,fk_invalida:reparo_id
1638.0,1020.0,49.0,1.0,548.21,fk_invalida:reparo_id
1639.0,1020.0,12.0,1.0,683.51,fk_invalida:reparo_id
1640.0,1022.0,72.0,1.0,76.56,fk_invalida:reparo_id
1641.0,1023.0,30.0,2.0,664.33,fk_invalida:reparo_id
1642.0,1024.0,70.0,2.0,356.44,fk_invalida:reparo_id
1643.0,1026.0,56.0,1.0,84.84,fk_invalida:reparo_id
1644.0,1027.0,59.0,1.0,715.07,fk_invalida:reparo_id
1645.0,1027.0,79.0,2.0,244.17,fk_invalida:reparo_id
1646.0,1027.0,6.0,1.0,843.06,fk_invalida:reparo_id
1647.0,1028.0,57.0,1.0,260.98,fk_invalida:reparo_id
1648.0,1029.0,10.0,1.0,265.62,fk_invalida:reparo_id
1649.0,1030.0,31.0,2.0,143.35,fk_invalida:reparo_id
1650.0,1031.0,66.0,2.0,666.26,fk_invalida:reparo_id
1651.0,1031.0,29.0,1.0,764.45,fk_invalida:reparo_id
1652.0,1031.0,65.0,1.0,378.02,fk_invalida:reparo_id
1653.0,1034.0,17.0,2.0,797.42,fk_invalida:reparo_id
1654.0,1034.0,27.0,2.0,597.95,fk_invalida:reparo_id
1655.0,1034.0,69.0,2.0,440.7,fk_invalida:reparo_id
1656.0,1035.0,50.0,1.0,504.13,fk_invalida:reparo_id
1657.0,1036.0,62.0,1.0,319.97,fk_invalida:reparo_id
1658.0,1037.0,44.0,2.0,406.82,fk_invalida:reparo_id
1659.0,1037.0,7.0,1.0,387.43,fk_invalida:reparo_id
1660.0,1037.0,39.0,1.0,373.65,fk_invalida:reparo_id
1661.0,1038.0,75.0,2.0,730.26,fk_invalida:reparo_id
1662.0,1038.0,62.0,2.0,312.53,fk_invalida:reparo_id
1663.0,1039.0,70.0,2.0,423.78,fk_invalida:reparo_id
1664.0,1040.0,2.0,2.0,74.87,fk_invalida:reparo_id
1665.0,1042.0,48.0,1.0,712.55,fk_invalida:reparo_id
1666.0,1042.0,44.0,2.0,142.81,fk_invalida:reparo_id
1667.0,1042.0,4.0,1.0,475.22,fk_invalida:reparo_id
1668.0,1043.0,24.0,2.0,834.82,fk_invalida:reparo_id
1669.0,1043.0,80.0,1.0,845.49,fk_invalida:reparo_id
1670.0,1045.0,40.0,2.0,61.16,fk_invalida:reparo_id
1671.0,1046.0,8.0,2.0,812.4,fk_invalida:reparo_id
1672.0,1047.0,9.0,2.0,289.73,fk_invalida:reparo_id
1673.0,1048.0,60.0,1.0,792.78,fk_invalida:reparo_id
1674.0,1049.0,4.0,1.0,695.09,fk_invalida:reparo_id
1675.0,1052.0,40.0,1.0,740.39,fk_invalida:reparo_id
1676.0,1053.0,46.0,1.0,244.7,fk_invalida:reparo_id
1677.0,1053.0,43.0,1.0,74.67,fk_invalida:reparo_id
1678.0,1055.0,41.0,2.0,399.57,fk_invalida:reparo_id
1679.0,1055.0,62.0,2.0,495.2,fk_invalida:reparo_id
1680.0,1057.0,36.0,1.0,798.82,fk_invalida:reparo_id
1681.0,1057.0,69.0,2.0,706.61,fk_invalida:reparo_id
1682.0,1057.0,76.0,2.0,444.85,fk_invalida:reparo_id
1683.0,1058.0,23.0,2.0,589.96,fk_invalida:reparo_id
1684.0,1059.0,51.0,1.0,199.64,fk_invalida:reparo_id
1685.0,1059.0,63.0,1.0,310.59,fk_invalida:reparo_id
1686.0,1059.0,10.0,1.0,676.04,fk_invalida:reparo_id
1687.0,1060.0,63.0,2.0,794.09,fk_invalida:reparo_id
1688.0,1060.0,2.0,2.0,565.72,fk_invalida:reparo_id
1689.0,1060.0,9.0,1.0,757.98,fk_invalida:reparo_id
1690.0,1061.0,73.0,1.0,771.08,fk_invalida:reparo_id
1691.0,1061.0,29.0,1.0,619.2,fk_invalida:reparo_id
1692.0,1062.0,4.0,1.0,22.56,fk_invalida:reparo_id
1693.0,1062.0,6.0,2.0,149.68,fk_invalida:reparo_id
1694.0,1063.0,26.0,1.0,98.49,fk_invalida:reparo_id
1695.0,1063.0,11.0,2.0,820.4,fk_invalida:reparo_id
1696.0,1065.0,68.0,1.0,256.39,fk_invalida:reparo_id
1697.0,1066.0,73.0,1.0,663.67,fk_invalida:reparo_id
1698.0,1066.0,26.0,2.0,82.95,fk_invalida:reparo_id
1699.0,1067.0,50.0,2.0,438.6,fk_invalida:reparo_id
1700.0,1067.0,18.0,2.0,157.18,fk_invalida:reparo_id
1701.0,1067.0,62.0,1.0,558.53,fk_invalida:reparo_id
1702.0,1068.0,33.0,2.0,701.96,fk_invalida:reparo_id
1703.0,1068.0,73.0,1.0,137.31,fk_invalida:reparo_id
1704.0,1068.0,18.0,1.0,585.75,fk_invalida:reparo_id
1705.0,1069.0,74.0,1.0,289.65,fk_invalida:reparo_id
1706.0,1069.0,41.0,1.0,266.17,fk_invalida:reparo_id
1707.0,1069.0,48.0,2.0,205.12,fk_invalida:reparo_id
1708.0,1070.0,14.0,1.0,310.42,fk_invalida:reparo_id
1709.0,1070.0,15.0,2.0,583.67,fk_invalida:reparo_id
1710.0,1072.0,45.0,1.0,120.46,fk_invalida:reparo_id
1711.0,1073.0,59.0,1.0,808.59,fk_invalida:reparo_id
1712.0,1073.0,49.0,1.0,533.59,fk_invalida:reparo_id
1713.0,1073.0,41.0,1.0,789.78,fk_invalida:reparo_id
1714.0,1075.0,19.0,2.0,612.82,fk_invalida:reparo_id
1715.0,1075.0,7.0,2.0,672.12,fk_invalida:reparo_id
1716.0,1075.0,74.0,1.0,81.1,fk_invalida:reparo_id
1717.0,1076.0,17.0,2.0,265.44,fk_invalida:reparo_id
1718.0,1077.0,39.0,1.0,733.8,fk_invalida:reparo_id
1719.0,1077.0,29.0,2.0,26.75,fk_invalida:reparo_id
1720.0,1078.0,25.0,1.0,459.96,fk_invalida:reparo_id
1721.0,1078.0,13.0,2.0,303.87,fk_invalida:reparo_id
1722.0,1078.0,52.0,1.0,844.45,fk_invalida:reparo_id
1723.0,1079.0,79.0,2.0,446.5,fk_invalida:reparo_id
1724.0,1079.0,37.0,2.0,376.0,fk_invalida:reparo_id
1725.0,1081.0,29.0,2.0,52.26,fk_invalida:reparo_id
1726.0,1082.0,29.0,1.0,137.88,fk_invalida:reparo_id
1727.0,1083.0,58.0,1.0,730.15,fk_invalida:reparo_id
1728.0,1083.0,27.0,2.0,366.33,fk_invalida:reparo_id
1729.0,1083.0,46.0,1.0,183.17,fk_invalida:reparo_id
1730.0,1084.0,41.0,1.0,568.41,fk_invalida:reparo_id
1731.0,1085.0,56.0,2.0,693.65,fk_invalida:reparo_id
1732.0,1086.0,67.0,1.0,395.3,fk_invalida:reparo_id
1733.0,1086.0,32.0,2.0,527.19,fk_invalida:reparo_id
1734.0,1086.0,57.0,2.0,690.27,fk_invalida:reparo_id
1735.0,1087.0,23.0,1.0,77.7,fk_invalida:reparo_id
1736.0,1088.0,73.0,2.0,629.06,fk_invalida:reparo_id
1737.0,1089.0,3.0,2.0,376.68,fk_invalida:reparo_id
1738.0,1089.0,55.0,2.0,548.6,fk_invalida:reparo_id
1739.0,1090.0,25.0,1.0,152.53,fk_invalida:reparo_id
1740.0,1091.0,12.0,2.0,710.92,fk_invalida:reparo_id
1741.0,1092.0,54.0,1.0,260.19,fk_invalida:reparo_id
1742.0,1093.0,5.0,1.0,719.08,fk_invalida:reparo_id
1743.0,1093.0,68.0,1.0,214.19,fk_invalida:reparo_id
1744.0,1093.0,47.0,2.0,823.44,fk_invalida:reparo_id
1745.0,1094.0,45.0,1.0,693.37,fk_invalida:reparo_id
1746.0,1094.0,50.0,1.0,729.26,fk_invalida:reparo_id
1747.0,1094.0,69.0,2.0,326.44,fk_invalida:reparo_id
1748.0,1095.0,51.0,1.0,570.07,fk_invalida:reparo_id
1749.0,1095.0,22.0,1.0,449.8,fk_invalida:reparo_id
1750.0,1095.0,26.0,2.0,301.47,fk_invalida:reparo_id
1751.0,1096.0,44.0,2.0,99.27,fk_invalida:reparo_id
1752.0,1096.0,69.0,2.0,353.6,fk_invalida:reparo_id
1753.0,1096.0,29.0,2.0,18.21,fk_invalida:reparo_id
1754.0,1097.0,30.0,2.0,436.56,fk_invalida:reparo_id
1755.0,1097.0,37.0,2.0,339.43,fk_invalida:reparo_id
1756.0,1097.0,25.0,1.0,332.44,fk_invalida:reparo_id
1757.0,1099.0,29.0,2.0,647.85,fk_invalida:reparo_id
1758.0,1099.0,17.0,1.0,593.36,fk_invalida:reparo_id
1759.0,1100.0,8.0,1.0,403.87,fk_invalida:reparo_id
1760.0,1101.0,57.0,1.0,748.74,fk_invalida:reparo_id
1761.0,1101.0,7.0,2.0,650.93,fk_invalida:reparo_id
1762.0,1103.0,15.0,1.0,409.38,fk_invalida:reparo_id
1763.0,1104.0,20.0,2.0,25.17,fk_invalida:reparo_id
1764.0,1104.0,38.0,1.0,123.38,fk_invalida:reparo_id
1765.0,1105.0,75.0,1.0,191.04,fk_invalida:reparo_id
1766.0,1106.0,57.0,2.0,703.6,fk_invalida:reparo_id
1767.0,1107.0,10.0,1.0,79.37,fk_invalida:reparo_id
1768.0,1108.0,41.0,2.0,191.17,fk_invalida:reparo_id
1769.0,1109.0,20.0,1.0,798.11,fk_invalida:reparo_id
1770.0,1110.0,16.0,1.0,252.28,fk_invalida:reparo_id
1771.0,1110.0,54.0,1.0,253.35,fk_invalida:reparo_id
1772.0,1111.0,39.0,1.0,302.19,fk_invalida:reparo_id
1773.0,1111.0,31.0,2.0,644.52,fk_invalida:reparo_id
1774.0,1114.0,53.0,2.0,570.81,fk_invalida:reparo_id
1775.0,1114.0,53.0,1.0,819.28,fk_invalida:reparo_id
1776.0,1114.0,19.0,1.0,438.44,fk_invalida:reparo_id
1777.0,1115.0,69.0,1.0,551.11,fk_invalida:reparo_id
1778.0,1115.0,45.0,1.0,435.65,fk_invalida:reparo_id
1779.0,1116.0,28.0,1.0,748.48,fk_invalida:reparo_id
1780.0,1117.0,54.0,2.0,26.11,fk_invalida:reparo_id
1781.0,1117.0,27.0,2.0,557.88,fk_invalida:reparo_id
1782.0,1117.0,70.0,2.0,795.33,fk_invalida:reparo_id
1783.0,1118.0,29.0,1.0,19.91,fk_invalida:reparo_id
1784.0,1118.0,51.0,2.0,49.53,fk_invalida:reparo_id
1785.0,1118.0,50.0,2.0,520.73,fk_invalida:reparo_id
1786.0,1119.0,15.0,2.0,564.46,fk_invalida:reparo_id
1787.0,1119.0,19.0,2.0,637.32,fk_invalida:reparo_id
1788.0,1120.0,29.0,2.0,610.29,fk_invalida:reparo_id
1789.0,1120.0,49.0,1.0,516.62,fk_invalida:reparo_id
1790.0,1121.0,17.0,2.0,802.95,fk_invalida:reparo_id
1791.0,1123.0,38.0,2.0,280.22,fk_invalida:reparo_id
1792.0,1124.0,73.0,2.0,272.31,fk_invalida:reparo_id
1793.0,1124.0,29.0,2.0,813.93,fk_invalida:reparo_id
1794.0,1124.0,6.0,1.0,653.17,fk_invalida:reparo_id
1795.0,1125.0,41.0,2.0,678.3,fk_invalida:reparo_id
1796.0,1126.0,66.0,2.0,246.78,fk_invalida:reparo_id
1797.0,1126.0,57.0,1.0,684.62,fk_invalida:reparo_id
1798.0,1127.0,3.0,2.0,820.33,fk_invalida:reparo_id
1799.0,1128.0,51.0,2.0,207.45,fk_invalida:reparo_id
1800.0,1128.0,21.0,2.0,136.97,fk_invalida:reparo_id
1801.0,1128.0,53.0,1.0,794.85,fk_invalida:reparo_id
1802.0,1129.0,22.0,2.0,802.89,fk_invalida:reparo_id
1803.0,1129.0,74.0,1.0,72.2,fk_invalida:reparo_id
1804.0,1129.0,77.0,1.0,185.84,fk_invalida:reparo_id
1805.0,1130.0,45.0,1.0,358.09,fk_invalida:reparo_id
1806.0,1131.0,3.0,2.0,141.88,fk_invalida:reparo_id
1807.0,1131.0,79.0,1.0,242.79,fk_invalida:reparo_id
1808.0,1131.0,60.0,1.0,165.78,fk_invalida:reparo_id
1809.0,1132.0,79.0,2.0,34.31,fk_invalida:reparo_id
1810.0,1132.0,15.0,2.0,802.64,fk_invalida:reparo_id
1811.0,1133.0,1.0,1.0,83.64,fk_invalida:reparo_id
1812.0,1134.0,54.0,1.0,693.75,fk_invalida:reparo_id
1813.0,1134.0,69.0,2.0,809.87,fk_invalida:reparo_id
1814.0,1135.0,16.0,2.0,662.42,fk_invalida:reparo_id
1815.0,1135.0,29.0,1.0,494.91,fk_invalida:reparo_id
1816.0,1138.0,1.0,1.0,86.89,fk_invalida:reparo_id
1817.0,1140.0,61.0,2.0,748.07,fk_invalida:reparo_id
1818.0,1140.0,34.0,1.0,75.35,fk_invalida:reparo_id
1819.0,1140.0,15.0,2.0,757.39,fk_invalida:reparo_id
1820.0,1141.0,14.0,2.0,251.99,fk_invalida:reparo_id
1821.0,1142.0,38.0,2.0,448.45,fk_invalida:reparo_id
1822.0,1142.0,77.0,1.0,661.44,fk_invalida:reparo_id
1823.0,1143.0,19.0,2.0,237.54,fk_invalida:reparo_id
1824.0,1143.0,68.0,1.0,518.53,fk_invalida:reparo_id
1825.0,1143.0,61.0,1.0,389.94,fk_invalida:reparo_id
1826.0,1144.0,44.0,2.0,396.14,fk_invalida:reparo_id
1827.0,1146.0,13.0,1.0,659.31,fk_invalida:reparo_id
1828.0,1146.0,48.0,2.0,126.82,fk_invalida:reparo_id
1829.0,1146.0,61.0,1.0,522.87,fk_invalida:reparo_id
1830.0,1147.0,22.0,1.0,641.37,fk_invalida:reparo_id
1831.0,1147.0,11.0,2.0,341.95,fk_invalida:reparo_id
1832.0,1147.0,63.0,1.0,179.03,fk_invalida:reparo_id
1833.0,1148.0,25.0,2.0,617.49,fk_invalida:reparo_id
1834.0,1148.0,60.0,1.0,169.11,fk_invalida:reparo_id
1835.0,1148.0,1.0,1.0,394.93,fk_invalida:reparo_id
1836.0,1149.0,57.0,1.0,183.91,fk_invalida:reparo_id
1837.0,1151.0,45.0,1.0,26.93,fk_invalida:reparo_id
1838.0,1152.0,6.0,2.0,232.44,fk_invalida:reparo_id
1839.0,1152.0,57.0,2.0,597.71,fk_invalida:reparo_id
1840.0,1153.0,2.0,2.0,178.23,fk_invalida:reparo_id
1841.0,1154.0,32.0,1.0,51.09,fk_invalida:reparo_id
1842.0,1155.0,53.0,2.0,358.74,fk_invalida:reparo_id
1843.0,1155.0,72.0,2.0,724.89,fk_invalida:reparo_id
1844.0,1157.0,42.0,2.0,204.83,fk_invalida:reparo_id
1845.0,1157.0,7.0,1.0,354.96,fk_invalida:reparo_id
1846.0,1158.0,48.0,1.0,497.14,fk_invalida:reparo_id
1847.0,1158.0,36.0,1.0,663.63,fk_invalida:reparo_id
1848.0,1159.0,37.0,1.0,386.72,fk_invalida:reparo_id
1849.0,1159.0,18.0,1.0,78.43,fk_invalida:reparo_id
1850.0,1160.0,57.0,2.0,106.2,fk_invalida:reparo_id
1851.0,1160.0,22.0,2.0,307.76,fk_invalida:reparo_id
1852.0,1160.0,69.0,2.0,434.89,fk_invalida:reparo_id
1853.0,1161.0,74.0,1.0,358.9,fk_invalida:reparo_id
1854.0,1161.0,30.0,1.0,130.92,fk_invalida:reparo_id
1855.0,1161.0,30.0,1.0,613.62,fk_invalida:reparo_id
1856.0,1164.0,66.0,1.0,110.09,fk_invalida:reparo_id
1857.0,1164.0,2.0,1.0,36.67,fk_invalida:reparo_id
1858.0,1164.0,67.0,1.0,141.1,fk_invalida:reparo_id
1859.0,1165.0,5.0,1.0,195.06,fk_invalida:reparo_id
1860.0,1166.0,12.0,2.0,504.36,fk_invalida:reparo_id
1861.0,1166.0,24.0,2.0,667.5,fk_invalida:reparo_id
1862.0,1166.0,54.0,2.0,827.68,fk_invalida:reparo_id
1863.0,1167.0,62.0,1.0,176.58,fk_invalida:reparo_id
1864.0,1167.0,24.0,1.0,148.61,fk_invalida:reparo_id
1865.0,1168.0,22.0,2.0,224.84,fk_invalida:reparo_id
1866.0,1168.0,61.0,2.0,251.33,fk_invalida:reparo_id
1867.0,1168.0,15.0,1.0,116.89,fk_invalida:reparo_id
1868.0,1173.0,70.0,1.0,346.32,fk_invalida:reparo_id
1869.0,1173.0,1.0,1.0,487.21,fk_invalida:reparo_id
1870.0,1174.0,66.0,2.0,171.71,fk_invalida:reparo_id
1871.0,1175.0,31.0,1.0,200.27,fk_invalida:reparo_id
1872.0,1176.0,34.0,1.0,55.53,fk_invalida:reparo_id
1873.0,1177.0,70.0,1.0,447.68,fk_invalida:reparo_id
1874.0,1177.0,38.0,1.0,484.41,fk_invalida:reparo_id
1875.0,1177.0,56.0,1.0,175.27,fk_invalida:reparo_id
1876.0,1179.0,33.0,1.0,540.48,fk_invalida:reparo_id
1877.0,1179.0,59.0,2.0,37.89,fk_invalida:reparo_id
1878.0,1179.0,51.0,2.0,208.92,fk_invalida:reparo_id
1879.0,1181.0,62.0,2.0,293.7,fk_invalida:reparo_id
1880.0,1181.0,40.0,2.0,709.77,fk_invalida:reparo_id
1881.0,1183.0,16.0,1.0,602.27,fk_invalida:reparo_id
1882.0,1183.0,33.0,1.0,136.75,fk_invalida:reparo_id
1883.0,1183.0,2.0,1.0,441.68,fk_invalida:reparo_id
1884.0,1184.0,48.0,1.0,478.27,fk_invalida:reparo_id
1885.0,1184.0,33.0,2.0,303.21,fk_invalida:reparo_id
1886.0,1185.0,35.0,1.0,413.56,fk_invalida:reparo_id
1887.0,1185.0,62.0,1.0,149.18,fk_invalida:reparo_id
1888.0,1185.0,19.0,2.0,49.92,fk_invalida:reparo_id
1889.0,1186.0,14.0,2.0,629.32,fk_invalida:reparo_id
1890.0,1187.0,35.0,1.0,268.21,fk_invalida:reparo_id
1891.0,1188.0,44.0,2.0,729.8,fk_invalida:reparo_id
1892.0,1188.0,28.0,1.0,389.68,fk_invalida:reparo_id
1893.0,1188.0,21.0,2.0,324.1,fk_invalida:reparo_id
1894.0,1190.0,44.0,1.0,573.61,fk_invalida:reparo_id
1895.0,1191.0,33.0,2.0,610.56,fk_invalida:reparo_id
1896.0,1191.0,71.0,2.0,299.27,fk_invalida:reparo_id
1897.0,1192.0,78.0,2.0,681.29,fk_invalida:reparo_id
1898.0,1192.0,15.0,2.0,628.19,fk_invalida:reparo_id
1899.0,1193.0,33.0,1.0,114.63,fk_invalida:reparo_id
1900.0,1194.0,71.0,1.0,815.66,fk_invalida:reparo_id
1901.0,1194.0,80.0,2.0,278.7,fk_invalida:reparo_id
1902.0,1196.0,71.0,2.0,638.86,fk_invalida:reparo_id
1903.0,1197.0,24.0,2.0,430.19,fk_invalida:reparo_id
1904.0,1199.0,39.0,2.0,164.51,fk_invalida:reparo_id
1905.0,1199.0,17.0,2.0,225.63,fk_invalida:reparo_id
1906.0,1200.0,61.0,1.0,111.28,fk_invalida:reparo_id
1907.0,1200.0,34.0,1.0,56.78,fk_invalida:reparo_id
1908.0,1201.0,57.0,1.0,795.3,fk_invalida:reparo_id
1909.0,1201.0,57.0,1.0,759.56,fk_invalida:reparo_id
1910.0,1202.0,20.0,1.0,795.32,fk_invalida:reparo_id
1911.0,1202.0,75.0,1.0,435.11,fk_invalida:reparo_id
1912.0,1204.0,15.0,2.0,719.46,fk_invalida:reparo_id
1913.0,1205.0,66.0,1.0,765.32,fk_invalida:reparo_id
1914.0,1206.0,13.0,1.0,159.28,fk_invalida:reparo_id
1915.0,1206.0,22.0,1.0,756.15,fk_invalida:reparo_id
1916.0,1207.0,41.0,1.0,704.23,fk_invalida:reparo_id
1917.0,1207.0,56.0,2.0,206.52,fk_invalida:reparo_id
1918.0,1208.0,67.0,1.0,265.34,fk_invalida:reparo_id
1919.0,1209.0,36.0,1.0,40.27,fk_invalida:reparo_id
1920.0,1209.0,52.0,1.0,104.42,fk_invalida:reparo_id
1921.0,1209.0,32.0,1.0,519.77,fk_invalida:reparo_id
1922.0,1210.0,68.0,1.0,412.93,fk_invalida:reparo_id
1923.0,1211.0,18.0,2.0,801.03,fk_invalida:reparo_id
1924.0,1211.0,61.0,1.0,265.96,fk_invalida:reparo_id
