reserva_id;aula_id;aluno_id;status
2130;483;1267;Presente
2131;483;925;Cancelada
2132;483;1167;Ausente
2133;484;1240;Ausente
2134;484;166;Ausente
2135;484;1986;Cancelada
2136;484;919;Presente
2137;484;1579;Presente
2138;484;1013;Ausente
2139;485;566;Presente
2140;485;1925;Presente
2141;485;270;Presente
2142;485;2042;Presente
2143;485;414;Ausente
2144;485;1869;Cancelada
2145;486;124;Presente
2146;486;627;Cancelada
2147;486;1518;Presente
2148;486;2113;Cancelada
2149;486;894;Presente
2150;487;822;Ausente
2151;487;1604;Ausente
2152;487;474;Ausente
2153;487;754;Cancelada
2154;487;1225;Cancelada
2155;488;1658;Ausente
2156;488;1502;Cancelada
2157;488;1238;Presente
2158;488;253;Presente
2159;488;1282;Ausente
2160;488;1862;Presente
2161;489;1908;Presente
2162;489;2177;Presente
2163;489;2041;Presente
2164;489;2109;Presente
2165;490;347;Ausente
2166;490;1073;Cancelada
2167;491;1127;Presente
2168;491;1297;Cancelada
2169;491;416;Cancelada
2170;491;1344;Ausente
2171;491;2031;Cancelada
2172;491;349;Presente
2173;492;784;Presente
2174;492;1986;Presente
2175;492;1894;Ausente
2176;492;1502;Cancelada
2177;493;1501;Ausente
2178;493;1061;Presente
2179;493;56;Ausente
2180;493;371;Ausente
2181;493;1520;Ausente
2182;493;651;Cancelada
2183;493;612;Cancelada
2184;494;88;Ausente
2185;494;27;Cancelada
2186;494;1146;Presente
2187;495;791;Ausente
2188;495;1121;Presente
2189;495;193;Ausente
2190;495;530;Ausente
2191;495;1337;Presente
2192;496;2087;Ausente
2193;496;951;Presente
2194;496;1086;Cancelada
2195;497;1367;Presente
2196;497;380;Cancelada
2197;497;857;Ausente
2198;497;36;Presente
2199;497;1533;Ausente
2200;497;1210;Presente
2201;498;2080;Cancelada
2202;498;125;Ausente
2203;498;85;Ausente
2204;498;131;Presente
2205;498;2200;Presente
2206;498;171;Presente
2207;498;79;Cancelada
2208;499;977;Presente
2209;499;1316;Presente
2210;499;461;Ausente
2211;499;1441;Ausente
2212;499;97;Ausente
2213;499;1227;Presente
2214;499;2003;Presente
2215;500;201;Cancelada
2216;500;1358;Ausente
2217;500;912;Cancelada
2218;500;946;Cancelada
2219;500;477;Cancelada
2220;500;995;Presente
2221;501;133;Ausente
2222;501;1516;Ausente
2223;501;1488;Presente
2224;502;1161;Cancelada
2225;502;1874;Presente
2226;502;193;Ausente
2227;502;1090;Ausente
2228;503;731;Presente
2229;503;466;Presente
2230;504;212;Ausente
2231;504;1184;Ausente
2232;504;539;Cancelada
2233;504;930;Presente
2234;504;1449;Cancelada
2235;504;1923;Ausente
2236;504;1858;Presente
2237;505;1155;Ausente
2238;505;158;Cancelada
2239;505;464;Cancelada
2240;506;1132;Cancelada
2241;506;1783;Cancelada
2242;506;1812;Presente
2243;506;1170;Cancelada
2244;506;1675;Presente
2245;506;630;Ausente
2246;506;562;Ausente
2247;507;534;Ausente
2248;507;1660;Presente
2249;507;438;Ausente
2250;508;1605;Cancelada
2251;508;1600;Cancelada
2252;508;1172;Ausente
2253;508;855;Presente
2254;508;2070;Cancelada
2255;509;135;Cancelada
2256;509;215;Presente
2257;509;1935;Ausente
2258;510;2081;Presente
2259;510;1879;Cancelada
2260;510;396;Ausente
2261;511;139;Presente
2262;511;125;Ausente
2263;511;807;Presente
2264;512;1307;Presente
2265;512;290;Ausente
2266;513;1040;Cancelada
2267;513;1433;Ausente
2268;513;531;Cancelada
2269;514;1929;Cancelada
2270;514;626;Presente
2271;514;2012;Ausente
2272;514;1638;Ausente
2273;514;1166;Ausente
2274;514;1023;Presente
2275;515;631;Presente
2276;515;856;Presente
2277;515;1023;Presente
2278;515;658;Presente
2279;515;591;Presente
2280;516;64;Cancelada
2281;516;1523;Cancelada
2282;516;1682;Ausente
2283;516;252;Presente
2284;516;645;Ausente
2285;517;248;Cancelada
2286;517;1387;Cancelada
2287;517;1760;Cancelada
2288;517;2085;Ausente
2289;517;309;Cancelada
2290;518;857;Presente
2291;518;1891;Ausente
2292;519;819;Ausente
2293;519;1233;Ausente
2294;519;1681;Cancelada
2295;519;334;Cancelada
2296;520;1790;Presente
2297;520;1492;Cancelada
2298;520;1323;Presente
2299;520;1385;Cancelada
2300;520;966;Cancelada
2301;520;1363;Ausente
2302;521;2195;Presente
2303;521;1921;Presente
2304;521;1093;Presente
2305;521;1804;Cancelada
2306;521;499;Presente
2307;521;808;Presente
2308;522;856;Ausente
2309;522;235;Cancelada
2310;523;1996;Ausente
2311;523;2148;Presente
2312;523;269;Cancelada
2313;523;122;Ausente
2314;523;1757;Cancelada
2315;523;839;Cancelada
2316;524;34;Ausente
2317;524;812;Cancelada
2318;524;575;Presente
2319;524;1798;Ausente
2320;524;381;Presente
2321;525;706;Presente
2322;525;881;Presente
2323;525;644;Cancelada
2324;525;1611;Ausente
2325;525;1039;Cancelada
2326;525;116;Presente
2327;526;1035;Cancelada
2328;526;336;Ausente
2329;526;1770;Presente
2330;526;1720;Ausente
2331;526;1507;Cancelada
2332;527;772;Cancelada
2333;527;252;Ausente
2334;527;1018;Cancelada
2335;527;572;Ausente
2336;527;1473;Cancelada
2337;527;1725;Ausente
2338;528;1440;Ausente
2339;528;1147;Cancelada
2340;528;1984;Cancelada
2341;528;510;Cancelada
2342;528;2118;Ausente
2343;529;345;Presente
2344;529;847;Ausente
2345;529;576;Presente
2346;529;1409;Cancelada
2347;529;828;Cancelada
2348;529;152;Ausente
2349;530;1368;Ausente
2350;530;1714;Cancelada
2351;530;542;Ausente
2352;530;1774;Presente
2353;530;838;Presente
2354;530;1999;Cancelada
2355;531;398;Presente
2356;531;2108;Cancelada
2357;531;1401;Ausente
2358;531;1978;Ausente
2359;531;28;Cancelada
2360;531;1258;Presente
2361;531;1614;Cancelada
2362;532;2008;Ausente
2363;532;1309;Cancelada
2364;532;1830;Cancelada
2365;532;385;Ausente
2366;532;423;Presente
2367;532;930;Presente
2368;532;1961;Cancelada
2369;533;1497;Presente
2370;533;1132;Presente
2371;533;1856;Ausente
2372;534;819;Cancelada
2373;534;1294;Ausente
2374;534;475;Ausente
2375;534;309;Ausente
2376;534;1607;Presente
2377;535;1257;Cancelada
2378;535;1162;Presente
2379;535;820;Presente
2380;535;816;Presente
2381;535;2073;Presente
2382;536;1831;Presente
2383;536;1698;Cancelada
2384;537;1600;Presente
2385;537;1231;Presente
2386;537;1008;Cancelada
2387;537;2177;Cancelada
2388;537;1515;Ausente
2389;538;1836;Cancelada
2390;538;1776;Ausente
2391;538;1957;Cancelada
2392;538;708;Presente
2393;538;200;Ausente
2394;539;1354;Cancelada
2395;539;1469;Ausente
2396;539;1464;Presente
2397;539;1627;Ausente
2398;539;2137;Cancelada
2399;539;474;Presente
2400;540;1802;Ausente
2401;540;1366;Presente
2402;541;1686;Cancelada
2403;541;2090;Ausente
2404;541;176;Presente
2405;541;853;Ausente
2406;542;2050;Ausente
2407;542;1;Ausente
2408;542;1724;Presente
2409;542;607;Cancelada
2410;542;222;Presente
2411;542;1445;Presente
2412;542;349;Ausente
2413;543;1096;Ausente
2414;543;450;Presente
2415;543;183;Ausente
2416;543;626;Presente
2417;543;287;Presente
2418;543;160;Presente
2419;543;237;Presente
2420;544;885;Ausente
2421;544;1155;Cancelada
2422;544;165;Cancelada
2423;544;2061;Presente
2424;544;394;Cancelada
2425;544;1457;Presente
2426;545;1500;Cancelada
2427;545;1564;Ausente
2428;545;980;Cancelada
2429;546;80;Cancelada
2430;546;690;Ausente
2431;546;159;Presente
2432;546;1367;Presente
2433;546;1546;Presente
2434;546;1803;Ausente
2435;547;553;Cancelada
2436;547;1666;Ausente
2437;547;1188;Ausente
2438;547;2173;Presente
2439;547;1801;Presente
2440;547;36;Presente
2441;547;27;Presente
2442;548;271;Ausente
2443;548;131;Ausente
2444;548;1116;Presente
2445;548;798;Cancelada
2446;549;1543;Cancelada
2447;549;689;Presente
2448;549;2133;Cancelada
2449;549;1280;Ausente
2450;549;1114;Ausente
2451;549;1332;Presente
2452;549;1595;Ausente
2453;550;81;Cancelada
2454;550;1578;Presente
2455;550;693;Cancelada
2456;550;1671;Ausente
2457;550;2017;Ausente
2458;550;1760;Ausente
2459;551;2110;Cancelada
2460;551;2094;Ausente
2461;551;1017;Ausente
2462;552;2060;Ausente
2463;552;2021;Cancelada
2464;552;1594;Presente
2465;552;1877;Ausente
2466;552;649;Presente
2467;552;392;Cancelada
2468;552;2026;Ausente
2469;553;1174;Ausente
2470;553;1587;Ausente
2471;553;609;Ausente
2472;553;227;Presente
2473;553;1950;Cancelada
2474;553;1287;Cancelada
2475;553;84;Ausente
2476;554;858;Ausente
2477;554;1537;Presente
2478;554;2174;Presente
2479;554;1236;Cancelada
2480;554;971;Ausente
2481;554;581;Cancelada
2482;555;1378;Presente
2483;555;1272;Presente
2484;556;1833;Ausente
2485;556;760;Presente
2486;556;1264;Presente
2487;556;524;Ausente
2488;557;883;Ausente
2489;557;318;Cancelada
2490;557;410;Ausente
2491;557;392;Presente
2492;557;538;Ausente
2493;557;497;Ausente
2494;557;469;Cancelada
2495;558;1933;Ausente
2496;558;2082;Ausente
2497;558;852;Presente
2498;558;77;Cancelada
2499;559;1945;Ausente
2500;559;1822;Cancelada
2501;559;82;Presente
2502;559;824;Ausente
2503;559;530;Ausente
2504;559;1501;Ausente
2505;559;1093;Presente
2506;560;1632;Cancelada
2507;560;1682;Cancelada
2508;561;1900;Presente
2509;561;1320;Ausente
2510;562;190;Presente
2511;562;1213;Cancelada
2512;563;1560;Presente
2513;563;1285;Presente
2514;563;1371;Cancelada
2515;563;1398;Cancelada
2516;563;1791;Cancelada
2517;563;511;Ausente
2518;564;1714;Cancelada
2519;564;160;Ausente
2520;564;305;Cancelada
2521;565;390;Presente
2522;565;728;Cancelada
2523;565;174;Ausente
2524;565;1065;Ausente
2525;565;9;Ausente
2526;566;915;Cancelada
2527;566;1165;Cancelada
2528;566;1466;Presente
2529;566;965;Presente
2530;566;1076;Presente
2531;566;225;Presente
2532;566;702;Ausente
2533;567;2164;Cancelada
2534;567;1322;Cancelada
2535;568;999;Cancelada
2536;568;1770;Presente
2537;568;401;Cancelada
2538;568;1380;Ausente
2539;568;1796;Cancelada
2540;569;1857;Ausente
2541;569;79;Presente
2542;570;1469;Presente
2543;570;1927;Cancelada
2544;570;1988;Cancelada
2545;570;1868;Cancelada
2546;570;1857;Ausente
2547;570;1266;Presente
2548;570;319;Ausente
2549;571;1367;Ausente
2550;571;162;Presente
2551;572;58;Presente
2552;572;985;Cancelada
2553;572;1676;Presente
2554;572;1487;Presente
2555;572;2171;Presente
2556;572;1550;Cancelada
2557;572;886;Ausente
2558;573;541;Ausente
2559;573;1569;Ausente
2560;574;18;Cancelada
2561;574;718;Cancelada
2562;574;1273;Presente
2563;575;2013;Cancelada
2564;575;2020;Cancelada
2565;575;316;Ausente
2566;575;625;Ausente
2567;575;802;Ausente
2568;575;842;Cancelada
2569;576;199;Ausente
2570;576;276;Cancelada
2571;576;97;Presente
2572;576;2148;Presente
2573;576;1882;Ausente
2574;577;723;Presente
2575;577;109;Ausente
2576;577;1816;Ausente
2577;578;832;Presente
2578;578;1342;Cancelada
2579;578;1667;Ausente
2580;578;912;Cancelada
2581;578;1277;Cancelada
2582;579;1619;Presente
2583;579;240;Cancelada
2584;580;887;Cancelada
2585;580;1610;Ausente
2586;580;439;Ausente
2587;580;1800;Cancelada
2588;580;1856;Ausente
2589;581;1603;Presente
2590;581;1822;Presente
2591;581;353;Presente
2592;582;2038;Cancelada
2593;582;1399;Ausente
2594;582;1824;Presente
2595;582;880;Cancelada
2596;582;99;Ausente
2597;582;1658;Cancelada
2598;583;991;Ausente
2599;583;1278;Cancelada
2600;584;838;Ausente
2601;584;1416;Ausente
2602;584;300;Presente
2603;584;820;Presente
2604;584;1600;Presente
2605;585;497;Ausente
2606;585;261;Ausente
2607;585;539;Ausente
2608;585;1315;Presente
2609;585;1062;Presente
2610;586;2123;Presente
2611;586;16;Cancelada
2612;586;1804;Ausente
2613;586;286;Cancelada
2614;586;512;Presente
2615;586;920;Presente
2616;586;1236;Presente
2617;587;699;Presente
2618;587;1499;Ausente
2619;587;1073;Cancelada
2620;587;547;Presente
2621;588;2044;Ausente
2622;588;475;Presente
2623;588;62;Cancelada
2624;588;994;Cancelada
2625;588;336;Ausente
2626;589;1305;Cancelada
2627;589;1380;Cancelada
2628;589;892;Cancelada
2629;589;1843;Ausente
2630;589;450;Presente
2631;589;991;Presente
2632;589;491;Ausente
2633;590;1955;Ausente
2634;590;600;Presente
2635;590;222;Presente
2636;590;1956;Presente
2637;591;1697;Presente
2638;591;2152;Presente
2639;591;385;Presente
2640;591;1090;Ausente
2641;591;660;Presente
2642;591;265;Cancelada
2643;592;116;Cancelada
2644;592;1568;Cancelada
2645;592;1295;Presente
2646;593;882;Cancelada
2647;593;605;Presente
2648;593;709;Cancelada
2649;593;945;Presente
2650;593;311;Presente
2651;593;1227;Cancelada
2652;593;84;Cancelada
2653;594;868;Ausente
2654;594;965;Cancelada
2655;594;1907;Presente
2656;594;975;Cancelada
2657;594;1035;Presente
2658;595;1735;Presente
2659;595;770;Cancelada
2660;595;412;Cancelada
2661;595;1786;Presente
2662;596;1641;Ausente
2663;596;1827;Ausente
2664;596;1278;Ausente
2665;596;1477;Ausente
2666;596;1527;Presente
2667;597;2084;Presente
2668;597;355;Presente
2669;597;480;Presente
2670;598;469;Ausente
2671;598;795;Cancelada
2672;599;1639;Presente
2673;599;1475;Cancelada
2674;599;1658;Cancelada
2675;600;1656;Cancelada
2676;600;2196;Cancelada
2677;600;707;Ausente
2678;600;752;Presente
2679;600;1915;Presente
2680;601;1391;Presente
2681;601;1080;Ausente
2682;601;778;Cancelada
2683;601;1746;Cancelada
2684;601;1734;Cancelada
2685;601;272;Cancelada
2686;602;1783;Cancelada
2687;602;263;Cancelada
2688;602;2190;Ausente
2689;602;751;Ausente
2690;603;612;Cancelada
2691;603;1589;Presente
2692;603;919;Presente
2693;603;832;Ausente
2694;603;1447;Cancelada
2695;604;2127;Ausente
2696;604;1955;Cancelada
2697;604;271;Ausente
2698;604;113;Ausente
2699;604;2024;Cancelada
2700;605;852;Presente
2701;605;1832;Ausente
2702;605;824;Cancelada
2703;605;1836;Cancelada
2704;605;709;Cancelada
2705;606;1987;Cancelada
2706;606;1645;Cancelada
2707;606;955;Ausente
2708;606;1359;Cancelada
2709;606;613;Presente
2710;606;1309;Presente
2711;606;1022;Ausente
2712;607;484;Presente
2713;607;25;Presente
2714;608;1048;Presente
2715;608;216;Ausente
2716;608;925;Cancelada
2717;608;1816;Ausente
2718;608;2127;Presente
2719;608;2030;Cancelada
2720;608;202;Ausente
2721;609;723;Presente
2722;609;2071;Cancelada
2723;610;2143;Cancelada
2724;610;1901;Ausente
2725;610;570;Cancelada
2726;610;563;Ausente
2727;610;9;Cancelada
2728;610;85;Cancelada
2729;610;564;Presente
2730;611;438;Ausente
2731;611;1931;Presente
2732;611;687;Ausente
2733;611;1154;Cancelada
2734;611;706;Cancelada
2735;611;1929;Ausente
2736;611;880;Cancelada
2737;612;927;Cancelada
2738;612;2086;Ausente
2739;612;1113;Presente
2740;612;2141;Presente
2741;612;1437;Presente
2742;612;1201;Ausente
2743;613;926;Presente
2744;613;545;Presente
2745;613;2048;Presente
2746;613;438;Ausente
2747;613;900;Presente
2748;614;757;Ausente
2749;614;1988;Cancelada
2750;614;781;Cancelada
2751;614;921;Ausente
2752;614;226;Presente
2753;615;1831;Ausente
2754;615;2145;Presente
2755;615;1741;Cancelada
2756;615;769;Ausente
2757;616;1486;Ausente
2758;616;447;Cancelada
2759;616;1193;Ausente
2760;616;727;Presente
2761;616;1559;Presente
2762;616;2028;Presente
2763;616;1978;Presente
2764;617;1736;Presente
2765;617;307;Ausente
2766;618;1556;Cancelada
2767;618;1929;Presente
2768;618;1880;Ausente
2769;618;834;Ausente
2770;618;343;Cancelada
2771;618;175;Ausente
2772;619;1183;Ausente
2773;619;1339;Cancelada
2774;619;702;Presente
2775;619;368;Ausente
2776;619;1664;Presente
2777;620;1444;Ausente
2778;620;312;Presente
2779;620;58;Presente
2780;620;1245;Cancelada
2781;621;1652;Cancelada
2782;621;625;Ausente
2783;621;1166;Cancelada
2784;621;1528;Ausente
2785;622;2028;Cancelada
2786;622;465;Presente
2787;622;1544;Presente
2788;622;818;Presente
2789;622;2180;Ausente
2790;622;231;Presente
2791;622;965;Cancelada
2792;623;1228;Cancelada
2793;623;501;Presente
2794;623;340;Cancelada
2795;623;1436;Presente
2796;624;652;Ausente
2797;624;505;Ausente
2798;624;319;Presente
2799;624;1428;Presente
2800;624;807;Presente
2801;625;1442;Ausente
2802;625;1139;Cancelada
2803;625;1917;Cancelada
2804;626;43;Cancelada
2805;626;10;Ausente
2806;626;415;Cancelada
2807;626;2007;Cancelada
2808;626;332;Cancelada
2809;626;406;Presente
2810;626;716;Presente
2811;627;968;Cancelada
2812;627;311;Presente
2813;627;971;Cancelada
2814;627;1642;Presente
2815;628;897;Presente
2816;628;2138;Ausente
2817;629;831;Presente
2818;629;59;Presente
2819;630;609;Presente
2820;630;855;Presente
2821;630;1606;Ausente
2822;630;1441;Cancelada
2823;630;1807;Ausente
2824;630;579;Cancelada
2825;630;2123;Cancelada
2826;631;806;Cancelada
2827;631;52;Presente
2828;631;1155;Cancelada
2829;631;1873;Cancelada
2830;631;546;Ausente
2831;631;961;Ausente
2832;632;922;Presente
2833;632;1680;Cancelada
2834;632;61;Cancelada
2835;632;1199;Presente
2836;632;373;Presente
2837;633;414;Ausente
2838;633;1444;Presente
2839;633;365;Ausente
2840;633;627;Presente
2841;633;904;Cancelada
2842;633;1062;Ausente
2843;633;992;Cancelada
2844;634;1228;Cancelada
2845;634;347;Presente
2846;634;2090;Cancelada
2847;634;139;Cancelada
2848;634;1221;Presente
2849;634;1169;Presente
2850;635;103;Presente
2851;635;273;Presente
2852;635;1594;Presente
2853;635;2151;Presente
2854;635;2085;Presente
2855;635;1429;Cancelada
2856;635;1782;Presente
2857;636;1668;Cancelada
2858;636;1718;Ausente
2859;636;1087;Ausente
2860;636;779;Presente
2861;637;570;Presente
2862;637;342;Cancelada
2863;637;1499;Ausente
2864;637;1573;Ausente
2865;637;548;Ausente
2866;638;469;Presente
2867;638;639;Cancelada
2868;638;374;Cancelada
2869;638;1917;Ausente
2870;638;1322;Presente
2871;638;932;Presente
2872;639;1405;Presente
2873;639;134;Ausente
2874;639;1809;Cancelada
2875;639;842;Cancelada
2876;639;1291;Presente
2877;639;816;Presente
2878;639;1830;Presente
2879;640;170;Ausente
2880;640;1552;Cancelada
2881;640;2192;Cancelada
2882;640;1079;Cancelada
2883;640;929;Cancelada
2884;640;1695;Ausente
2885;641;1090;Cancelada
2886;641;1946;Presente
2887;641;1793;Cancelada
2888;641;1173;Cancelada
2889;642;866;Ausente
2890;642;587;Ausente
2891;642;415;Cancelada
2892;642;805;Ausente
2893;643;93;Ausente
2894;643;595;Presente
2895;643;513;Cancelada
2896;643;1510;Presente
2897;643;548;Cancelada
2898;644;1141;Presente
2899;644;1577;Ausente
2900;644;2115;Presente
2901;644;1091;Presente
2902;644;1054;Presente
2903;644;1692;Ausente
2904;645;148;Cancelada
2905;645;2008;Cancelada
2906;645;2136;Presente
2907;645;1026;Presente
2908;646;573;Presente
2909;646;1181;Ausente
2910;646;493;Ausente
2911;646;985;Ausente
2912;647;1277;Cancelada
2913;647;822;Cancelada
2914;647;92;Ausente
2915;647;2010;Ausente
2916;647;1910;Cancelada
2917;648;2026;Cancelada
2918;648;1140;Presente
2919;648;1141;Cancelada
2920;648;2197;Presente
2921;648;563;Ausente
2922;649;2088;Presente
2923;649;1033;Presente
2924;649;1394;Cancelada
2925;649;1413;Presente
2926;649;619;Ausente
2927;649;1082;Cancelada
2928;649;1447;Ausente
2929;650;1814;Presente
2930;650;378;Presente
2931;650;1088;Presente
2932;651;960;Ausente
2933;651;822;Cancelada
2934;651;1676;Cancelada
2935;651;497;Ausente
2936;651;914;Presente
2937;652;2176;Presente
2938;652;1467;Ausente
2939;652;69;Presente
2940;652;930;Cancelada
2941;652;2152;Presente
2942;652;770;Cancelada
2943;652;1191;Cancelada
2944;653;1391;Ausente
2945;653;2062;Presente
2946;653;1716;Presente
2947;653;1851;Ausente
2948;653;2086;Cancelada
2949;653;192;Presente
2950;653;733;Cancelada
2951;654;2102;Ausente
2952;654;378;Ausente
2953;654;924;Presente
2954;654;706;Ausente
2955;654;651;Ausente
2956;654;1789;Presente
2957;655;1838;Cancelada
2958;655;92;Cancelada
2959;655;1113;Cancelada
2960;656;166;Ausente
2961;656;2169;Presente
2962;656;507;Ausente
2963;656;1412;Ausente
2964;657;1804;Presente
2965;657;1107;Presente
2966;657;1372;Cancelada
2967;658;1892;Cancelada
2968;658;1168;Presente
2969;658;149;Ausente
2970;658;1641;Ausente
2971;658;1361;Presente
2972;658;576;Cancelada
2973;659;1648;Cancelada
2974;659;1537;Cancelada
2975;659;1663;Cancelada
2976;659;253;Cancelada
2977;660;997;Cancelada
2978;660;1488;Presente
2979;660;1048;Ausente
2980;660;1922;Presente
2981;660;1899;Presente
2982;660;1053;Ausente
2983;660;1456;Cancelada
2984;661;1238;Presente
2985;661;2161;Ausente
2986;661;842;Presente
2987;661;600;Presente
2988;661;395;Ausente
2989;662;1477;Cancelada
2990;662;1289;Presente
2991;662;1940;Cancelada
2992;663;546;Cancelada
2993;663;1942;Cancelada
2994;663;1486;Presente
2995;663;253;Cancelada
2996;663;1595;Presente
2997;663;58;Cancelada
2998;663;1311;Presente
2999;664;1303;Ausente
3000;664;545;Presente
3001;664;1765;Cancelada
3002;664;1715;Presente
3003;664;730;Presente
3004;665;1576;Ausente
3005;665;2011;Cancelada
3006;665;255;Presente
3007;665;1796;Presente
3008;665;302;Cancelada
3009;666;1622;Presente
3010;666;2077;Ausente
3011;666;354;Ausente
3012;667;631;Ausente
3013;667;1517;Cancelada
3014;667;1902;Presente
3015;667;1640;Presente
3016;667;1197;Ausente
3017;667;11;Presente
3018;668;1311;Cancelada
3019;668;1751;Cancelada
3020;668;1723;Presente
3021;668;1065;Cancelada
3022;668;2137;Presente
3023;668;612;Ausente
3024;669;1884;Cancelada
3025;669;1291;Presente
3026;669;1711;Ausente
3027;669;150;Ausente
3028;670;530;Ausente
3029;670;550;Presente
3030;670;438;Ausente
3031;671;1109;Presente
3032;671;65;Ausente
3033;672;969;Cancelada
3034;672;343;Presente
3035;672;1700;Presente
3036;672;15;Cancelada
3037;672;1054;Presente
3038;673;1295;Presente
3039;673;1329;Cancelada
3040;673;688;Cancelada
3041;673;933;Presente
3042;674;1623;Cancelada
3043;674;1850;Cancelada
3044;674;18;Ausente
3045;675;1620;Presente
3046;675;191;Cancelada
3047;675;1665;Cancelada
3048;675;2146;Presente
3049;675;1723;Cancelada
3050;675;1427;Cancelada
3051;675;2154;Presente
3052;676;54;Cancelada
3053;676;462;Ausente
3054;676;1852;Presente
3055;676;1675;Cancelada
3056;677;1394;Presente
3057;677;1397;Cancelada
3058;677;1868;Cancelada
3059;677;1153;Presente
3060;678;1352;Ausente
3061;678;1624;Presente
3062;678;1680;Ausente
3063;679;2110;Ausente
3064;679;157;Presente
3065;679;1634;Ausente
3066;679;1222;Presente
3067;680;1825;Cancelada
3068;680;786;Cancelada
3069;680;1211;Presente
3070;680;790;Ausente
3071;680;1151;Presente
3072;680;565;Ausente
3073;680;2007;Ausente
3074;681;1964;Presente
3075;681;1736;Ausente
3076;682;1317;Cancelada
3077;682;924;Presente
3078;682;781;Presente
3079;682;1504;Cancelada
3080;682;822;Cancelada
3081;682;23;Cancelada
3082;683;1133;Presente
3083;683;243;Presente
3084;683;1766;Presente
3085;683;470;Presente
3086;683;2191;Cancelada
3087;684;1275;Ausente
3088;684;130;Ausente
3089;684;298;Ausente
3090;684;102;Presente
3091;684;349;Presente
3092;684;1454;Presente
3093;684;1421;Ausente
3094;685;1874;Presente
3095;685;768;Presente
3096;685;58;Cancelada
3097;685;1223;Presente
3098;685;2086;Cancelada
3099;685;516;Cancelada
3100;686;1426;Ausente
3101;686;1982;Presente
3102;686;9;Presente
3103;686;665;Cancelada
3104;686;462;Presente
3105;687;547;Ausente
3106;687;1082;Ausente
3107;687;1905;Ausente
3108;687;856;Cancelada
3109;688;336;Cancelada
3110;688;371;Ausente
3111;689;151;Presente
3112;689;1650;Presente
3113;689;24;Presente
3114;689;426;Ausente
3115;689;496;Presente
3116;690;300;Ausente
3117;690;1333;Ausente
3118;691;1198;Cancelada
3119;691;773;Ausente
3120;692;492;Presente
3121;692;1992;Cancelada
3122;693;155;Presente
3123;693;845;Presente
3124;693;336;Presente
3125;694;2049;Cancelada
3126;694;360;Ausente
3127;695;1888;Cancelada
3128;695;945;Ausente
3129;695;775;Ausente
3130;695;1810;Cancelada
3131;695;800;Cancelada
3132;696;495;Presente
3133;696;1123;Presente
3134;696;1414;Ausente
3135;696;243;Ausente
3136;696;1491;Cancelada
3137;696;1791;Cancelada
3138;696;1096;Ausente
3139;697;999;Cancelada
3140;697;1816;Presente
3141;697;64;Ausente
3142;697;1739;Ausente
3143;698;1159;Presente
3144;698;1290;Presente
3145;698;1138;Cancelada
3146;699;281;Presente
3147;699;901;Ausente
3148;699;728;Cancelada
3149;699;1631;Presente
3150;699;1969;Cancelada
3151;699;1900;Presente
3152;699;1615;Ausente
3153;700;1271;Ausente
3154;700;71;Cancelada
3155;700;1805;Ausente
3156;701;1631;Cancelada
3157;701;688;Cancelada
3158;702;483;Ausente
3159;702;2079;Ausente
3160;702;417;Presente
3161;702;1345;Ausente
3162;702;81;Cancelada
3163;702;519;Ausente
3164;703;1633;Presente
3165;703;1858;Presente
3166;704;599;Cancelada
3167;704;1660;Presente
3168;704;2057;Cancelada
3169;705;226;Presente
3170;705;1898;Cancelada
3171;705;2188;Presente
3172;705;488;Presente
3173;705;2081;Presente
3174;705;614;Presente
3175;705;155;Ausente
3176;706;2198;Presente
3177;706;422;Ausente
3178;707;1702;Presente
3179;707;961;Ausente
3180;707;728;Presente
3181;708;1948;Ausente
3182;708;1740;Presente
3183;709;812;Presente
3184;709;686;Ausente
3185;710;609;Presente
3186;710;702;Presente
3187;710;1437;Ausente
3188;710;86;Presente
3189;711;1464;Ausente
3190;711;584;Cancelada
3191;711;1046;Ausente
3192;711;116;Cancelada
3193;712;2067;Presente
3194;712;983;Cancelada
3195;712;302;Ausente
3196;712;1479;Presente
3197;712;1383;Cancelada
3198;713;203;Presente
3199;713;858;Cancelada
3200;713;13;Cancelada
3201;713;2096;Ausente
3202;713;271;Ausente
3203;714;676;Presente
3204;714;1775;Ausente
3205;715;47;Presente
3206;715;329;Presente
3207;715;428;Cancelada
3208;715;1970;Cancelada
3209;715;644;Cancelada
3210;716;2197;Cancelada
3211;716;748;Ausente
3212;716;1112;Presente
3213;716;1566;Cancelada
3214;716;2117;Cancelada
3215;716;1027;Ausente
3216;716;1165;Presente
3217;717;504;Ausente
3218;717;926;Ausente
3219;718;1070;Ausente
3220;718;388;Ausente
3221;718;334;Ausente
3222;718;1839;Cancelada
3223;719;1868;Presente
3224;719;993;Presente
3225;719;2053;Presente
3226;719;40;Cancelada
3227;719;1413;Presente
3228;719;1086;Ausente
3229;720;2199;Cancelada
3230;720;2028;Cancelada
3231;721;307;Ausente
3232;721;236;Ausente
3233;721;1447;Ausente
3234;722;473;Ausente
3235;722;627;Cancelada
3236;723;977;Presente
3237;723;175;Cancelada
3238;723;1689;Cancelada
3239;723;275;Ausente
3240;723;1282;Ausente
3241;723;1836;Cancelada
3242;723;530;Presente
3243;724;1022;Presente
3244;724;1968;Presente
3245;724;1498;Ausente
3246;724;473;Presente
3247;724;1604;Ausente
