frequencia_id;matricula_id;data_acesso;hora_acesso;modalidade_id;duracao_minutos
2931;534;2025-08-08;12:00;5;77
2932;534;2025-07-27;06:00;8;37
2933;534;2025-12-23;18:00;8;86
2934;534;2026-01-04;06:00;7;60
2935;534;2026-05-12;20:00;4;98
2936;534;2025-09-07;12:00;8;49
2937;534;2025-08-21;08:00;6;49
2938;534;2025-08-05;08:00;12;94
2939;535;2026-01-11;06:00;11;75
2940;535;2025-07-01;12:00;10;43
2941;535;2025-09-06;08:00;3;78
2942;535;2025-12-01;08:00;10;99
2943;536;2026-04-03;18:00;10;59
2944;536;2026-04-26;06:00;2;63
2945;536;2025-11-17;20:00;8;94
2946;537;2025-10-15;12:00;5;76
2947;537;2026-01-27;08:00;5;36
2948;537;2026-04-09;08:00;12;91
2949;537;2026-03-26;12:00;5;65
2950;537;2026-04-26;08:00;10;60
2951;537;2025-07-11;18:00;11;62
2952;537;2026-05-12;12:00;11;62
2953;537;2026-03-21;08:00;11;46
2954;537;2025-11-18;06:00;6;71
2955;538;2026-01-18;08:00;9;65
2956;538;2026-04-08;18:00;8;86
2957;538;2025-09-24;20:00;4;78
2958;539;2026-03-21;12:00;9;96
2959;539;2026-03-26;18:00;6;46
2960;539;2026-06-08;20:00;5;103
2961;540;2025-12-31;08:00;10;60
2962;540;2025-12-14;18:00;7;51
2963;540;2026-01-25;18:00;12;85
2964;540;2025-12-04;12:00;9;91
2965;540;2025-10-26;08:00;4;94
2966;540;2026-01-22;18:00;7;90
2967;541;2025-07-20;12:00;8;36
2968;541;2026-06-27;06:00;5;105
2969;541;2025-10-22;20:00;7;77
2970;541;2025-07-28;12:00;10;88
2971;541;2025-08-09;08:00;6;36
2972;542;2025-09-23;12:00;9;43
2973;542;2025-10-15;12:00;3;93
2974;542;2026-06-28;20:00;9;109
2975;542;2025-12-22;20:00;4;104
2976;542;2025-10-25;08:00;8;83
2977;542;2025-11-24;20:00;10;90
2978;542;2026-02-23;12:00;4;63
2979;542;2025-10-25;08:00;12;80
2980;543;2025-10-26;18:00;10;56
2981;543;2026-01-05;08:00;10;72
2982;543;2026-06-01;06:00;6;86
2983;543;2025-08-29;08:00;3;106
2984;543;2025-12-22;12:00;6;87
2985;543;2026-05-14;08:00;8;102
2986;543;2026-03-09;20:00;1;101
2987;544;2025-12-10;20:00;12;101
2988;544;2025-11-27;06:00;3;73
2989;544;2026-01-05;06:00;8;69
2990;544;2026-06-21;20:00;5;76
2991;544;2025-09-25;08:00;4;50
2992;544;2026-04-12;20:00;9;64
2993;544;2026-06-01;12:00;5;95
2994;544;2026-04-27;18:00;3;60
2995;545;2026-06-07;08:00;8;38
2996;545;2026-01-21;18:00;2;64
2997;545;2026-02-20;12:00;8;97
2998;545;2025-07-04;06:00;3;72
2999;545;2025-12-25;18:00;2;71
3000;545;2026-01-31;12:00;12;54
3001;545;2026-03-09;08:00;1;49
3002;546;2025-09-14;06:00;2;39
3003;546;2026-02-08;18:00;7;44
3004;546;2026-02-01;18:00;10;70
3005;546;2026-06-26;18:00;1;88
3006;546;2025-08-27;06:00;10;60
3007;546;2026-02-20;06:00;7;49
3008;546;2026-02-06;20:00;3;88
3009;546;2025-11-26;20:00;3;83
3010;547;2025-08-09;20:00;10;70
3011;547;2025-07-12;06:00;2;110
3012;547;2026-06-28;20:00;5;103
3013;547;2026-06-26;18:00;7;66
3014;547;2026-02-19;12:00;12;45
3015;547;2026-05-24;06:00;1;47
3016;547;2025-08-08;08:00;6;103
3017;547;2026-01-22;06:00;4;69
3018;547;2025-07-29;18:00;6;55
3019;548;2026-02-07;12:00;7;94
3020;548;2026-01-14;12:00;8;71
3021;548;2025-11-23;18:00;2;69
3022;548;2026-06-09;20:00;11;49
3023;548;2026-06-05;12:00;9;35
3024;548;2026-06-24;18:00;10;37
3025;548;2025-09-21;18:00;6;80
3026;548;2026-01-07;18:00;12;102
3027;549;2025-07-07;18:00;5;88
3028;549;2026-05-22;06:00;10;74
3029;549;2025-12-17;20:00;2;59
3030;549;2025-07-15;06:00;7;110
3031;549;2026-01-02;20:00;9;106
3032;549;2025-12-09;18:00;11;93
3033;549;2026-04-14;06:00;2;35
3034;550;2025-09-13;12:00;12;52
3035;550;2026-04-26;06:00;3;87
3036;550;2025-12-13;20:00;4;59
3037;550;2026-04-21;12:00;9;60
3038;550;2026-05-29;20:00;9;38
3039;550;2026-02-03;18:00;7;91
3040;550;2026-05-09;08:00;9;75
3041;551;2025-12-09;20:00;12;46
3042;551;2025-07-29;12:00;9;72
3043;551;2026-02-21;08:00;1;55
3044;551;2025-07-30;08:00;7;103
3045;552;2025-10-10;12:00;5;60
3046;552;2025-11-06;18:00;4;88
3047;552;2025-07-05;06:00;8;44
3048;552;2026-04-02;06:00;10;78
3049;552;2026-03-27;20:00;7;80
3050;552;2026-02-20;08:00;3;102
3051;553;2025-12-09;20:00;6;103
3052;553;2025-11-03;08:00;12;42
3053;553;2025-12-11;12:00;7;76
3054;553;2025-12-06;06:00;2;68
3055;553;2025-10-13;08:00;7;73
3056;553;2025-09-23;12:00;9;74
3057;553;2026-05-09;06:00;9;74
3058;553;2025-09-15;06:00;10;105
3059;554;2025-09-25;06:00;10;93
3060;554;2025-10-29;20:00;6;62
3061;555;2026-05-09;12:00;7;96
3062;555;2026-05-18;08:00;11;104
3063;555;2025-09-27;20:00;10;101
3064;555;2025-10-07;12:00;1;59
3065;555;2026-02-26;12:00;12;78
3066;555;2026-03-30;08:00;11;52
3067;555;2025-10-24;20:00;12;59
3068;555;2026-03-02;06:00;3;83
3069;555;2025-08-13;12:00;1;82
3070;556;2025-09-04;20:00;2;39
3071;556;2026-01-24;12:00;8;107
3072;556;2025-10-06;12:00;2;87
3073;556;2026-03-26;18:00;5;99
3074;556;2026-03-31;12:00;10;86
3075;556;2025-10-09;06:00;3;75
3076;556;2026-05-31;06:00;10;45
3077;556;2026-06-09;18:00;8;58
3078;556;2026-02-27;18:00;2;37
3079;557;2026-03-31;06:00;3;63
3080;557;2026-05-07;20:00;11;58
3081;557;2025-09-20;20:00;6;56
3082;557;2026-03-07;06:00;5;109
3083;557;2025-10-28;06:00;4;52
3084;557;2026-02-17;20:00;7;109
3085;557;2025-09-25;12:00;7;63
3086;557;2026-05-04;20:00;7;72
3087;557;2025-09-23;12:00;9;46
3088;558;2025-09-22;06:00;9;110
3089;558;2025-08-08;08:00;9;41
3090;558;2026-03-17;12:00;2;36
3091;558;2025-07-23;20:00;2;88
3092;558;2025-12-27;12:00;10;50
3093;558;2026-01-19;12:00;7;69
3094;558;2025-11-03;20:00;7;69
3095;559;2026-03-06;18:00;4;51
3096;559;2025-08-13;08:00;5;45
3097;559;2025-08-10;20:00;6;49
3098;559;2025-09-15;08:00;8;57
3099;559;2026-01-14;12:00;1;70
3100;560;2025-09-02;18:00;1;37
3101;560;2026-03-12;06:00;4;82
3102;560;2025-08-30;18:00;11;57
3103;560;2026-01-20;12:00;4;102
3104;560;2026-06-19;20:00;12;96
3105;560;2026-01-09;12:00;5;76
3106;560;2026-04-12;12:00;2;60
3107;560;2026-06-21;08:00;12;85
3108;560;2025-11-06;18:00;12;57
3109;561;2026-01-26;20:00;1;71
3110;561;2025-12-02;08:00;11;55
3111;561;2026-05-12;06:00;11;90
3112;561;2026-03-24;08:00;2;61
3113;561;2025-07-08;18:00;8;56
3114;561;2025-09-09;18:00;10;75
3115;561;2026-03-22;12:00;7;104
3116;561;2026-02-13;08:00;7;97
3117;561;2025-10-16;08:00;8;90
3118;562;2025-11-02;06:00;3;101
3119;562;2026-05-04;20:00;8;77
3120;562;2025-12-26;06:00;7;101
3121;562;2025-07-31;18:00;9;36
3122;562;2025-09-21;08:00;6;94
3123;562;2025-08-24;12:00;5;89
3124;562;2025-09-12;12:00;11;64
3125;562;2025-08-17;06:00;7;96
3126;562;2025-10-15;18:00;10;37
3127;563;2026-06-02;12:00;5;81
3128;563;2025-10-10;06:00;1;70
3129;563;2025-10-15;18:00;7;106
3130;563;2026-03-30;06:00;8;107
3131;563;2025-09-09;06:00;5;55
3132;563;2026-02-11;06:00;9;109
3133;564;2026-06-22;08:00;10;59
3134;564;2025-07-25;18:00;2;72
3135;564;2025-10-16;18:00;2;59
3136;564;2026-03-05;06:00;11;84
3137;564;2025-11-30;06:00;1;85
3138;564;2025-09-03;06:00;7;94
3139;564;2025-08-31;06:00;5;92
3140;565;2025-09-20;18:00;9;58
3141;565;2025-12-29;20:00;4;36
3142;565;2026-05-16;08:00;4;36
3143;565;2025-09-17;12:00;7;55
3144;565;2026-01-12;18:00;12;79
3145;565;2025-09-07;20:00;3;51
3146;565;2025-09-27;08:00;1;90
3147;565;2026-02-07;08:00;2;73
3148;566;2026-02-28;20:00;11;42
3149;566;2025-09-24;18:00;5;101
3150;566;2026-01-26;18:00;10;102
3151;566;2025-08-21;18:00;11;68
3152;566;2026-02-28;06:00;8;72
3153;566;2025-12-06;18:00;11;45
3154;566;2026-01-30;12:00;5;42
3155;566;2025-09-11;08:00;9;35
3156;566;2026-05-01;20:00;1;107
3157;567;2026-03-07;06:00;10;53
3158;567;2025-08-18;20:00;8;45
3159;567;2026-05-25;20:00;2;48
3160;567;2026-04-28;18:00;2;37
3161;567;2026-04-30;06:00;6;110
3162;567;2025-08-15;12:00;3;80
3163;568;2026-03-28;08:00;11;48
3164;568;2025-11-17;08:00;6;89
3165;569;2025-11-12;08:00;8;74
3166;569;2025-08-08;20:00;1;110
3167;569;2026-01-21;08:00;2;98
3168;569;2026-05-22;12:00;6;59
3169;569;2026-03-03;08:00;12;84
3170;569;2025-10-27;18:00;9;92
3171;570;2026-01-20;18:00;3;78
3172;570;2026-02-05;08:00;9;56
3173;570;2026-02-16;12:00;4;103
3174;570;2025-12-19;08:00;8;74
3175;571;2026-03-22;12:00;9;42
3176;571;2025-08-12;20:00;8;87
3177;571;2026-06-15;18:00;11;70
3178;571;2026-01-02;12:00;2;96
3179;572;2025-08-16;20:00;6;47
3180;572;2026-01-23;12:00;9;54
3181;572;2026-04-15;12:00;9;88
3182;572;2025-09-24;06:00;9;100
3183;572;2025-08-22;20:00;2;65
3184;572;2026-06-29;08:00;7;84
3185;573;2025-09-29;12:00;1;92
3186;573;2026-05-18;18:00;7;62
3187;574;2026-01-15;08:00;9;94
3188;574;2026-04-25;08:00;8;100
3189;574;2026-02-20;06:00;11;78
3190;574;2025-12-14;18:00;3;99
3191;575;2026-05-27;18:00;4;59
3192;575;2025-12-16;06:00;1;64
3193;575;2025-12-11;18:00;3;101
3194;576;2026-05-30;20:00;5;48
3195;576;2025-07-10;08:00;8;108
3196;576;2025-09-05;06:00;2;57
3197;576;2025-12-23;08:00;5;109
3198;576;2026-06-14;06:00;6;78
3199;576;2025-08-23;06:00;9;104
3200;576;2026-06-30;06:00;2;41
3201;577;2025-11-21;20:00;1;68
3202;577;2026-05-30;20:00;8;58
3203;577;2026-02-25;06:00;10;66
3204;577;2026-05-21;06:00;2;41
3205;577;2026-04-09;08:00;12;95
3206;577;2025-08-30;08:00;3;55
3207;577;2026-03-30;06:00;6;98
3208;577;2026-04-29;06:00;11;90
3209;577;2026-03-20;20:00;8;80
3210;578;2025-07-07;12:00;8;103
3211;578;2025-08-18;08:00;4;91
3212;578;2025-10-06;12:00;10;88
3213;578;2026-03-06;18:00;11;88
3214;578;2026-05-06;08:00;6;87
3215;578;2025-10-19;06:00;8;95
3216;578;2025-08-29;08:00;10;57
3217;578;2026-02-11;12:00;1;35
3218;579;2026-02-06;06:00;11;51
3219;579;2025-07-28;18:00;11;68
3220;579;2026-03-08;12:00;11;39
3221;579;2026-01-15;06:00;12;61
3222;579;2026-03-02;12:00;5;71
3223;579;2026-01-26;06:00;8;96
3224;579;2026-02-06;08:00;2;94
3225;579;2026-01-31;08:00;7;58
3226;580;2026-03-22;12:00;1;100
3227;580;2025-10-12;12:00;7;94
3228;580;2026-04-03;08:00;8;85
3229;580;2026-05-08;18:00;9;85
3230;580;2026-06-23;20:00;1;43
3231;580;2025-07-07;12:00;10;77
3232;580;2025-11-13;12:00;11;73
3233;580;2026-03-26;06:00;11;61
3234;580;2026-03-06;06:00;8;45
3235;581;2026-04-17;06:00;12;71
3236;581;2026-03-14;20:00;6;102
3237;581;2025-12-16;08:00;3;84
3238;582;2025-10-23;12:00;8;60
3239;582;2025-08-21;20:00;2;54
3240;582;2025-11-02;20:00;5;104
3241;582;2025-10-17;06:00;1;82
3242;582;2026-06-24;12:00;2;74
3243;582;2026-01-13;06:00;12;76
3244;582;2026-03-18;20:00;11;84
3245;582;2025-10-10;12:00;5;46
3246;582;2025-10-08;06:00;6;55
3247;583;2026-06-21;08:00;6;65
3248;583;2026-01-11;12:00;4;109
3249;583;2026-05-06;18:00;3;62
3250;583;2026-05-19;12:00;5;43
3251;583;2026-01-01;20:00;11;77
3252;584;2025-11-23;18:00;2;81
3253;584;2025-09-13;18:00;11;95
3254;585;2025-11-03;20:00;1;106
3255;585;2025-12-18;08:00;5;86
3256;586;2025-11-17;08:00;10;56
3257;586;2026-02-04;08:00;3;43
3258;586;2025-07-18;06:00;10;89
3259;586;2026-03-09;20:00;5;39
3260;586;2025-08-30;08:00;1;71
3261;586;2025-08-12;12:00;2;74
3262;586;2025-07-30;12:00;10;68
3263;587;2025-08-18;08:00;1;59
3264;587;2025-08-14;06:00;8;69
3265;587;2026-03-24;06:00;11;98
3266;587;2025-08-06;20:00;9;58
3267;587;2025-07-23;20:00;10;62
3268;587;2025-07-23;08:00;11;65
3269;587;2026-06-08;06:00;1;59
3270;587;2026-03-21;12:00;9;101
3271;588;2025-08-02;12:00;10;89
3272;588;2026-01-11;12:00;4;57
3273;589;2025-08-25;20:00;10;57
3274;589;2026-03-03;20:00;6;89
3275;589;2026-02-04;20:00;11;97
3276;590;2025-09-21;12:00;8;104
3277;590;2025-10-29;20:00;4;104
3278;590;2026-03-25;06:00;4;49
3279;591;2026-06-15;06:00;10;107
3280;591;2026-01-15;18:00;8;77
3281;591;2026-06-24;18:00;4;87
3282;591;2025-10-08;18:00;9;53
3283;591;2026-01-15;20:00;7;55
3284;591;2025-08-10;20:00;11;95
3285;591;2026-06-09;20:00;7;56
3286;592;2025-11-11;20:00;4;110
3287;592;2026-04-14;18:00;1;95
3288;592;2026-05-13;06:00;2;102
3289;592;2025-09-26;18:00;6;87
3290;592;2026-01-08;08:00;10;104
3291;592;2026-03-10;06:00;1;50
3292;593;2026-03-21;08:00;5;55
3293;593;2026-02-17;06:00;3;92
3294;593;2026-04-22;20:00;9;52
3295;593;2025-11-08;20:00;3;93
3296;593;2026-04-28;20:00;9;55
3297;593;2025-12-07;06:00;3;61
3298;594;2025-12-02;18:00;3;64
3299;594;2026-06-23;08:00;8;58
3300;594;2026-03-26;18:00;4;93
3301;594;2025-11-21;06:00;10;106
3302;594;2026-06-01;20:00;8;51
3303;594;2025-11-01;06:00;5;60
3304;594;2025-10-04;20:00;8;105
3305;594;2025-09-12;18:00;8;72
3306;595;2025-09-19;20:00;1;93
3307;595;2025-10-19;08:00;6;56
3308;595;2025-10-30;08:00;11;46
3309;596;2025-08-07;20:00;3;69
3310;596;2026-02-22;06:00;9;89
3311;597;2026-03-17;08:00;4;75
3312;597;2025-12-22;08:00;6;52
3313;597;2026-04-07;20:00;4;70
3314;597;2025-12-22;18:00;9;54
3315;597;2026-04-23;06:00;7;41
3316;598;2026-03-20;20:00;4;37
3317;598;2026-06-04;12:00;10;45
3318;598;2025-12-22;08:00;4;85
3319;599;2025-08-07;12:00;3;77
3320;599;2026-03-19;06:00;1;71
3321;599;2025-07-13;06:00;1;79
3322;599;2026-06-26;08:00;10;93
3323;599;2025-10-25;06:00;5;93
3324;599;2026-06-15;08:00;6;48
3325;600;2026-04-02;06:00;3;109
3326;600;2025-10-07;06:00;5;68
3327;600;2026-04-05;20:00;9;84
3328;600;2026-02-15;20:00;1;78
3329;600;2025-10-02;06:00;1;70
3330;600;2025-10-18;18:00;3;46
3331;600;2025-07-09;18:00;4;67
3332;601;2026-03-08;20:00;4;96
3333;601;2026-02-04;18:00;11;83
3334;601;2025-09-27;20:00;12;49
3335;601;2025-11-28;18:00;5;38
3336;601;2025-09-03;20:00;3;68
3337;602;2025-07-03;20:00;12;100
3338;602;2026-01-03;20:00;9;93
3339;602;2025-10-15;06:00;3;89
3340;602;2025-11-13;06:00;6;66
3341;602;2025-10-25;06:00;12;68
3342;603;2026-01-05;20:00;2;98
3343;603;2025-09-23;20:00;8;101
3344;603;2026-06-11;18:00;11;49
3345;604;2026-03-10;20:00;12;83
3346;604;2025-11-20;12:00;7;59
3347;604;2026-01-12;06:00;10;91
3348;604;2026-04-29;06:00;1;42
3349;605;2025-08-22;20:00;10;44
3350;605;2025-07-01;06:00;3;64
3351;605;2025-11-22;12:00;1;39
3352;605;2025-10-13;06:00;4;57
3353;606;2026-02-10;20:00;8;56
3354;606;2026-06-02;12:00;3;66
3355;606;2025-09-12;08:00;9;109
3356;607;2026-04-08;06:00;9;109
3357;607;2025-08-30;18:00;7;52
3358;607;2025-08-22;20:00;6;51
3359;607;2025-07-06;18:00;8;53
3360;607;2026-03-06;18:00;1;85
3361;607;2026-03-20;12:00;5;84
3362;607;2025-09-10;18:00;1;82
3363;608;2026-06-07;20:00;11;85
3364;608;2026-05-22;18:00;3;40
3365;608;2026-03-29;06:00;5;100
3366;608;2025-10-26;20:00;10;59
3367;608;2025-10-13;12:00;8;89
3368;608;2026-04-19;12:00;9;50
3369;609;2026-05-08;20:00;11;78
3370;609;2026-04-12;06:00;1;105
3371;609;2026-03-05;12:00;2;101
3372;610;2026-01-29;18:00;10;69
3373;610;2026-01-08;12:00;12;95
3374;610;2026-03-13;18:00;9;91
3375;610;2025-08-14;06:00;4;65
3376;610;2025-12-09;06:00;7;107
3377;610;2026-04-27;18:00;4;99
3378;610;2026-02-21;18:00;5;91
3379;610;2025-12-18;06:00;5;54
3380;610;2025-08-19;08:00;8;52
3381;611;2026-01-15;06:00;9;35
3382;611;2025-12-27;08:00;9;48
3383;611;2025-10-08;20:00;7;41
3384;612;2026-02-03;08:00;10;81
3385;612;2026-05-09;06:00;12;100
3386;612;2025-09-20;08:00;10;48
3387;612;2025-12-17;06:00;5;64
3388;612;2025-09-30;08:00;3;92
3389;612;2025-11-20;18:00;10;55
3390;612;2025-10-27;12:00;2;72
3391;612;2025-11-05;06:00;1;55
3392;612;2025-08-22;18:00;10;59
3393;613;2025-11-24;08:00;3;83
3394;613;2025-12-03;08:00;2;44
3395;614;2026-01-18;20:00;5;36
3396;614;2025-12-12;20:00;7;58
3397;614;2025-09-21;18:00;12;97
3398;614;2025-10-17;20:00;8;71
3399;614;2026-03-31;12:00;2;76
3400;614;2025-12-20;18:00;5;84
3401;614;2025-10-21;08:00;6;94
3402;614;2026-03-09;12:00;9;79
3403;615;2025-09-02;12:00;7;59
3404;615;2026-04-11;18:00;8;106
3405;615;2025-09-26;08:00;12;93
3406;615;2025-10-02;12:00;2;44
3407;616;2025-08-24;08:00;7;45
3408;616;2025-10-01;12:00;4;84
3409;616;2026-05-23;12:00;1;51
3410;616;2026-04-13;06:00;8;55
3411;617;2025-07-15;20:00;4;102
3412;617;2025-07-01;18:00;6;74
3413;617;2026-06-29;12:00;11;73
3414;617;2026-01-17;06:00;7;88
3415;617;2025-07-19;12:00;1;92
3416;617;2026-02-11;20:00;7;85
3417;618;2025-12-20;18:00;4;53
3418;618;2026-03-26;06:00;10;65
3419;618;2026-03-25;08:00;11;46
3420;618;2026-06-22;18:00;8;62
3421;618;2025-08-23;12:00;8;54
3422;618;2026-01-10;08:00;2;62
3423;618;2026-01-10;12:00;2;66
3424;618;2025-08-13;18:00;6;69
3425;618;2026-02-08;08:00;12;51
3426;619;2025-08-17;08:00;4;75
3427;619;2025-10-24;20:00;1;84
3428;619;2025-07-16;06:00;9;62
3429;619;2026-03-16;06:00;11;95
3430;619;2026-03-06;18:00;1;66
3431;620;2026-04-27;08:00;5;56
3432;620;2026-02-15;20:00;10;48
3433;620;2026-04-08;06:00;4;71
3434;621;2025-11-13;06:00;1;96
3435;621;2026-02-17;18:00;12;78
3436;621;2026-03-21;08:00;5;60
3437;621;2026-02-09;20:00;12;73
3438;621;2025-12-29;08:00;12;91
3439;621;2025-07-16;18:00;5;72
3440;622;2026-06-12;18:00;8;85
3441;622;2026-04-26;20:00;8;109
3442;622;2026-01-24;12:00;8;53
3443;622;2026-01-13;18:00;7;62
3444;622;2026-02-09;18:00;4;48
3445;622;2025-07-26;18:00;9;74
3446;622;2026-05-13;12:00;8;92
3447;623;2026-01-30;18:00;1;58
3448;623;2025-10-26;20:00;3;105
3449;623;2025-11-30;06:00;2;69
3450;623;2026-02-11;06:00;11;54
3451;623;2026-05-21;18:00;8;83
3452;623;2025-12-05;20:00;8;61
3453;623;2025-08-18;20:00;4;65
3454;624;2025-11-17;12:00;5;60
3455;624;2026-06-04;12:00;5;98
3456;624;2026-01-01;12:00;4;75
3457;625;2026-05-26;06:00;5;66
3458;625;2025-12-15;20:00;11;106
3459;625;2026-06-08;20:00;12;76
3460;625;2025-10-05;12:00;3;87
3461;625;2025-10-19;20:00;4;106
3462;625;2025-10-26;06:00;3;95
3463;625;2026-06-30;08:00;1;83
3464;625;2025-10-26;18:00;3;40
3465;625;2026-02-02;12:00;5;52
3466;626;2026-06-27;06:00;4;54
3467;626;2025-11-26;20:00;6;46
3468;626;2025-08-29;08:00;10;61
3469;627;2025-12-15;12:00;12;55
3470;627;2026-04-09;08:00;12;55
3471;627;2026-06-22;12:00;8;92
3472;627;2025-08-05;12:00;2;96
3473;627;2025-11-15;12:00;10;105
3474;627;2025-11-28;12:00;7;47
3475;627;2026-04-29;12:00;7;54
3476;628;2025-08-29;12:00;7;47
3477;628;2025-09-09;20:00;8;97
3478;628;2026-04-10;08:00;4;48
3479;629;2026-06-17;12:00;8;86
3480;629;2025-07-16;18:00;11;45
3481;629;2026-05-26;20:00;5;47
3482;629;2025-07-11;20:00;11;39
3483;629;2025-07-16;06:00;6;65
3484;629;2025-11-16;08:00;2;66
3485;629;2025-10-19;08:00;11;98
3486;630;2025-08-04;20:00;2;72
3487;630;2025-11-25;08:00;5;67
3488;630;2026-03-01;06:00;12;79
3489;630;2025-07-29;18:00;12;36
3490;630;2025-11-19;18:00;8;46
3491;630;2026-05-01;18:00;1;41
3492;631;2025-10-14;06:00;10;109
3493;631;2025-08-12;06:00;2;109
3494;631;2025-11-01;08:00;8;101
3495;631;2026-04-07;12:00;11;59
3496;631;2025-09-25;18:00;11;91
3497;632;2026-02-20;20:00;12;37
3498;632;2026-05-19;06:00;7;51
3499;632;2025-10-20;18:00;11;37
3500;632;2026-02-06;12:00;12;79
3501;632;2026-01-25;12:00;6;65
3502;632;2025-09-10;12:00;8;50
3503;632;2025-07-08;20:00;9;85
3504;633;2026-03-05;12:00;12;37
3505;633;2025-10-20;12:00;12;64
3506;633;2025-10-11;20:00;6;63
3507;634;2026-01-16;18:00;1;92
3508;634;2026-01-05;20:00;2;107
3509;634;2025-12-13;20:00;8;84
3510;634;2025-07-11;20:00;5;62
3511;635;2026-04-14;12:00;12;40
3512;635;2026-03-07;08:00;11;43
3513;635;2026-04-25;12:00;8;53
3514;636;2026-05-26;12:00;1;83
3515;636;2026-06-21;20:00;5;68
3516;636;2025-09-01;20:00;1;76
3517;636;2025-12-14;12:00;7;86
3518;636;2025-07-12;06:00;10;86
3519;637;2025-10-17;12:00;6;109
3520;637;2026-01-18;08:00;10;88
3521;637;2025-12-22;08:00;12;35
3522;637;2026-06-21;06:00;7;83
3523;638;2026-04-07;06:00;2;71
3524;638;2025-09-25;20:00;5;81
3525;638;2025-10-24;12:00;8;52
3526;638;2025-10-06;18:00;11;45
3527;638;2025-12-02;18:00;5;85
3528;639;2026-01-23;08:00;6;108
3529;639;2025-07-29;08:00;10;104
3530;639;2025-12-20;12:00;7;43
3531;639;2025-07-06;18:00;3;62
3532;639;2026-05-27;18:00;1;97
3533;639;2025-12-08;06:00;4;44
3534;639;2026-03-01;06:00;10;53
3535;639;2026-01-22;20:00;1;107
3536;639;2026-04-07;12:00;9;52
3537;640;2025-07-04;08:00;3;73
3538;640;2025-09-12;06:00;5;43
3539;640;2025-11-03;12:00;9;37
3540;640;2025-12-28;06:00;11;69
3541;640;2025-09-27;08:00;10;38
3542;640;2026-01-07;08:00;6;45
3543;640;2025-09-23;06:00;2;60
3544;640;2026-04-16;18:00;2;52
3545;640;2025-10-06;08:00;5;46
3546;641;2025-10-23;12:00;1;60
3547;641;2026-01-27;08:00;6;92
3548;641;2025-10-15;06:00;4;73
3549;641;2025-12-05;08:00;6;89
3550;641;2025-07-25;12:00;4;60
3551;641;2025-10-26;20:00;3;97
3552;641;2025-12-14;18:00;10;63
3553;641;2025-11-05;12:00;2;110
3554;641;2026-04-14;12:00;1;47
3555;642;2025-12-27;18:00;3;54
3556;642;2025-10-19;20:00;9;92
3557;642;2025-11-15;12:00;11;68
3558;643;2026-01-18;06:00;4;37
3559;643;2025-08-20;18:00;5;72
3560;643;2026-03-06;06:00;2;39
3561;643;2025-07-19;08:00;7;67
3562;643;2025-09-22;08:00;8;90
3563;643;2025-10-10;12:00;11;103
3564;644;2026-02-12;06:00;9;87
3565;644;2026-05-02;20:00;4;77
3566;645;2025-12-17;06:00;8;52
3567;645;2026-01-25;18:00;4;100
3568;645;2026-01-08;06:00;6;110
3569;645;2025-09-02;20:00;9;98
3570;645;2025-11-10;18:00;6;57
3571;646;2026-03-01;20:00;10;83
3572;646;2025-11-29;12:00;10;102
3573;646;2026-03-16;20:00;7;100
3574;646;2025-12-26;12:00;6;98
3575;646;2025-07-31;20:00;5;40
3576;646;2025-12-29;06:00;11;87
3577;647;2026-02-27;06:00;8;57
3578;647;2026-05-09;18:00;2;42
3579;647;2025-10-31;08:00;10;94
3580;647;2026-01-23;12:00;11;96
3581;647;2026-05-21;08:00;1;100
3582;648;2025-11-07;18:00;6;71
3583;648;2026-03-21;06:00;9;78
3584;648;2025-10-16;20:00;9;104
3585;648;2026-05-12;12:00;2;105
3586;649;2026-04-12;20:00;6;45
3587;649;2026-03-13;12:00;9;39
3588;649;2026-04-18;20:00;9;100
3589;649;2026-06-09;20:00;6;94
3590;649;2025-08-23;18:00;7;89
3591;649;2026-05-22;18:00;4;86
3592;649;2026-01-29;20:00;3;93
3593;649;2026-06-10;18:00;3;91
3594;650;2025-12-01;06:00;5;86
3595;650;2025-10-16;08:00;3;58
3596;650;2025-08-19;12:00;11;40
3597;650;2026-04-22;20:00;12;110
3598;650;2025-11-04;18:00;9;100
3599;650;2025-09-17;06:00;4;57
3600;651;2025-12-29;18:00;2;40
3601;651;2026-01-17;12:00;8;49
3602;651;2025-10-29;20:00;5;59
3603;651;2026-01-14;18:00;7;55
3604;651;2026-03-15;08:00;1;84
3605;651;2025-08-20;12:00;11;45
3606;652;2026-04-19;20:00;12;49
3607;652;2026-01-27;06:00;11;85
3608;652;2025-10-02;20:00;1;103
3609;652;2026-06-27;06:00;12;90
3610;652;2025-10-22;18:00;7;87
3611;652;2025-08-15;20:00;2;35
3612;653;2025-10-07;20:00;12;107
3613;653;2026-04-20;18:00;2;75
3614;653;2025-11-07;12:00;1;59
3615;654;2025-10-20;20:00;7;104
3616;654;2025-08-06;08:00;12;91
3617;654;2026-06-29;20:00;10;71
3618;655;2025-12-20;20:00;9;74
3619;655;2026-01-10;18:00;4;87
3620;655;2025-07-15;12:00;2;102
3621;656;2025-12-31;20:00;12;54
3622;656;2025-10-31;20:00;2;99
3623;656;2026-04-07;12:00;12;69
3624;656;2026-02-06;08:00;3;72
3625;656;2025-09-25;06:00;5;67
3626;657;2026-04-26;12:00;1;104
3627;657;2026-03-08;12:00;9;103
