aluno_id;codigo_aluno;idade;genero;regiao;data_cadastro
513;ALU-00513;42;Não informado;Sul;2023-11-09
514;ALU-00514;24;Não informado;Oeste;2023-04-02
515;ALU-00515;53;Masculino;Norte;2023-09-20
516;ALU-00516;43;Feminino;Centro;2023-12-27
517;ALU-00517;61;Não informado;Norte;2025-02-01
518;ALU-00518;21;Não informado;Centro;2025-04-29
519;ALU-00519;46;Masculino;Centro;2023-03-22
520;ALU-00520;50;Não informado;Centro;2023-02-18
521;ALU-00521;46;Feminino;Oeste;2024-11-22
522;ALU-00522;41;Feminino;Sul;2022-10-11
523;ALU-00523;64;Masculino;Oeste;2024-10-23
524;ALU-00524;34;Feminino;Norte;2023-11-13
525;ALU-00525;23;Masculino;Oeste;2025-03-14
526;ALU-00526;18;Masculino;Centro;2023-12-04
527;ALU-00527;25;Feminino;Norte;2023-08-17
528;ALU-00528;74;Masculino;Sul;2025-03-20
529;ALU-00529;31;Não informado;Leste;2022-12-11
530;ALU-00530;58;Não informado;Centro;2023-06-07
531;ALU-00531;69;Masculino;Centro;2023-09-20
532;ALU-00532;59;Não informado;Norte;2023-04-19
533;ALU-00533;20;Feminino;Oeste;2024-02-21
534;ALU-00534;63;Não informado;Norte;2025-04-30
535;ALU-00535;19;Não informado;Leste;2024-03-17
536;ALU-00536;73;Masculino;Leste;2022-11-22
537;ALU-00537;50;Masculino;Leste;2024-03-05
538;ALU-00538;25;Feminino;Norte;2023-10-18
539;ALU-00539;68;Não informado;Centro;2023-02-14
540;ALU-00540;49;Masculino;Norte;2025-04-14
541;ALU-00541;41;Masculino;Norte;2025-05-12
542;ALU-00542;40;Feminino;Sul;2023-04-26
543;ALU-00543;55;Não informado;Centro;2025-06-02
544;ALU-00544;28;Masculino;Sul;2025-01-24
545;ALU-00545;59;Masculino;Leste;2022-12-19
546;ALU-00546;76;Feminino;Leste;2022-11-07
547;ALU-00547;31;Feminino;Centro;2025-05-22
548;ALU-00548;28;Não informado;Norte;2023-04-14
549;ALU-00549;22;Feminino;Norte;2024-01-30
550;ALU-00550;69;Masculino;Norte;2023-06-26
551;ALU-00551;49;Não informado;Oeste;2023-08-11
552;ALU-00552;64;Não informado;Centro;2023-05-24
553;ALU-00553;77;Masculino;Oeste;2022-10-15
554;ALU-00554;31;Não informado;Oeste;2025-06-20
555;ALU-00555;15;Não informado;Norte;2023-11-13
556;ALU-00556;43;Não informado;Sul;2023-06-14
557;ALU-00557;28;Não informado;Centro;2023-02-27
558;ALU-00558;77;Não informado;Leste;2025-06-03
559;ALU-00559;35;Feminino;Leste;2023-10-09
560;ALU-00560;32;Feminino;Leste;2023-05-22
561;ALU-00561;18;Masculino;Leste;2024-02-29
562;ALU-00562;58;Masculino;Leste;2024-07-22
563;ALU-00563;34;Masculino;Norte;2023-07-25
564;ALU-00564;69;Não informado;Sul;2024-02-25
565;ALU-00565;74;Não informado;Centro;2025-01-15
566;ALU-00566;24;Feminino;Norte;2023-03-02
567;ALU-00567;25;Feminino;Leste;2024-12-27
568;ALU-00568;68;Masculino;Centro;2022-11-26
569;ALU-00569;30;Feminino;Leste;2022-11-20
570;ALU-00570;24;Masculino;Norte;2023-11-05
571;ALU-00571;15;Feminino;Sul;2024-07-16
572;ALU-00572;54;Feminino;Leste;2024-10-18
573;ALU-00573;25;Masculino;Sul;2024-02-16
574;ALU-00574;65;Masculino;Oeste;2022-10-25
575;ALU-00575;72;Masculino;Centro;2022-12-31
576;ALU-00576;27;Feminino;Oeste;2024-02-08
577;ALU-00577;51;Masculino;Oeste;2024-07-16
578;ALU-00578;62;Não informado;Sul;2022-10-05
579;ALU-00579;26;Não informado;Sul;2023-11-10
580;ALU-00580;64;Feminino;Oeste;2022-11-18
581;ALU-00581;45;Não informado;Oeste;2023-12-08
582;ALU-00582;76;Masculino;Norte;2024-06-25
583;ALU-00583;66;Não informado;Centro;2024-04-30
584;ALU-00584;78;Não informado;Sul;2024-07-29
585;ALU-00585;43;Feminino;Norte;2023-03-31
586;ALU-00586;37;Feminino;Oeste;2024-03-20
587;ALU-00587;36;Feminino;Oeste;2024-08-29
588;ALU-00588;63;Feminino;Sul;2025-04-19
589;ALU-00589;31;Feminino;Sul;2024-07-17
590;ALU-00590;34;Masculino;Norte;2025-05-30
591;ALU-00591;28;Feminino;Sul;2024-08-02
592;ALU-00592;58;Masculino;Oeste;2023-04-18
593;ALU-00593;35;Masculino;Centro;2023-01-25
594;ALU-00594;77;Masculino;Leste;2025-03-12
595;ALU-00595;55;Masculino;Sul;2024-02-02
596;ALU-00596;54;Masculino;Leste;2024-03-08
597;ALU-00597;50;Feminino;Leste;2025-01-04
598;ALU-00598;24;Masculino;Centro;2025-03-30
599;ALU-00599;74;Feminino;Oeste;2024-04-26
600;ALU-00600;53;Masculino;Sul;2023-06-25
601;ALU-00601;70;Não informado;Norte;2024-02-27
602;ALU-00602;56;Feminino;Oeste;2025-02-03
603;ALU-00603;70;Não informado;Sul;2025-02-22
604;ALU-00604;33;Feminino;Norte;2025-04-27
605;ALU-00605;63;Masculino;Oeste;2025-01-23
606;ALU-00606;56;Feminino;Oeste;2023-04-03
607;ALU-00607;18;Não informado;Oeste;2024-12-16
608;ALU-00608;57;Feminino;Sul;2023-05-03
609;ALU-00609;50;Masculino;Centro;2024-07-25
610;ALU-00610;24;Masculino;Leste;2023-12-22
611;ALU-00611;60;Não informado;Norte;2024-03-24
612;ALU-00612;76;Masculino;Sul;2024-12-27
613;ALU-00613;60;Masculino;Oeste;2022-11-21
614;ALU-00614;26;Não informado;Sul;2023-03-21
615;ALU-00615;39;Não informado;Leste;2023-07-13
616;ALU-00616;55;Masculino;Norte;2023-08-03
617;ALU-00617;58;Feminino;Centro;2024-02-11
618;ALU-00618;15;Não informado;Centro;2024-11-26
619;ALU-00619;23;Não informado;Centro;2022-12-05
620;ALU-00620;19;Masculino;Norte;2023-04-08
621;ALU-00621;67;Não informado;Leste;2024-04-26
622;ALU-00622;78;Masculino;Sul;2023-08-04
623;ALU-00623;65;Não informado;Norte;2023-02-26
624;ALU-00624;70;Masculino;Centro;2023-02-22
625;ALU-00625;66;Masculino;Centro;2023-04-27
626;ALU-00626;75;Masculino;Leste;2023-01-02
627;ALU-00627;25;Não informado;Oeste;2025-05-04
628;ALU-00628;76;Masculino;Centro;2024-06-13
629;ALU-00629;68;Não informado;Leste;2023-02-09
630;ALU-00630;48;Feminino;Centro;2024-11-26
631;ALU-00631;38;Feminino;Leste;2023-10-17
632;ALU-00632;25;Masculino;Norte;2024-12-17
633;ALU-00633;36;Masculino;Centro;2023-10-22
634;ALU-00634;33;Feminino;Leste;2023-02-22
635;ALU-00635;78;Feminino;Oeste;2023-10-10
636;ALU-00636;36;Não informado;Centro;2023-09-25
637;ALU-00637;57;Masculino;Norte;2025-05-24
638;ALU-00638;37;Feminino;Centro;2023-09-12
639;ALU-00639;38;Não informado;Sul;2024-11-23
640;ALU-00640;60;Masculino;Centro;2025-01-08
641;ALU-00641;25;Masculino;Sul;2023-11-03
642;ALU-00642;18;Masculino;Oeste;2022-11-05
643;ALU-00643;33;Não informado;Oeste;2024-06-06
644;ALU-00644;42;Não informado;Norte;2025-03-17
645;ALU-00645;59;Feminino;Norte;2023-08-16
646;ALU-00646;21;Não informado;Sul;2023-03-30
647;ALU-00647;62;Masculino;Leste;2024-05-07
648;ALU-00648;18;Feminino;Leste;2023-01-24
649;ALU-00649;71;Feminino;Sul;2024-01-08
650;ALU-00650;31;Não informado;Oeste;2023-07-16
651;ALU-00651;16;Feminino;Norte;2022-12-27
652;ALU-00652;27;Feminino;Centro;2023-11-27
653;ALU-00653;33;Feminino;Leste;2023-03-28
654;ALU-00654;57;Masculino;Norte;2023-08-19
655;ALU-00655;74;Não informado;Centro;2024-12-30
656;ALU-00656;26;Feminino;Leste;2025-01-24
657;ALU-00657;66;Feminino;Leste;2023-08-27
658;ALU-00658;54;Não informado;Centro;2024-10-12
659;ALU-00659;52;Masculino;Norte;2025-05-23
660;ALU-00660;56;Feminino;Centro;2024-06-01
661;ALU-00661;39;Feminino;Centro;2024-02-01
662;ALU-00662;71;Não informado;Centro;2024-11-19
663;ALU-00663;64;Não informado;Sul;2025-05-23
664;ALU-00664;68;Masculino;Norte;2023-05-28
665;ALU-00665;46;Masculino;Leste;2025-03-24
666;ALU-00666;73;Masculino;Oeste;2023-08-14
667;ALU-00667;63;Feminino;Sul;2023-08-23
668;ALU-00668;39;Feminino;Centro;2022-12-12
669;ALU-00669;63;Feminino;Sul;2024-03-17
670;ALU-00670;37;Feminino;Leste;2022-12-25
671;ALU-00671;73;Não informado;Norte;2024-04-14
672;ALU-00672;50;Feminino;Leste;2025-03-07
673;ALU-00673;77;Feminino;Oeste;2024-10-01
674;ALU-00674;41;Feminino;Centro;2024-02-28
675;ALU-00675;78;Masculino;Norte;2023-02-03
676;ALU-00676;23;Masculino;Centro;2023-05-08
677;ALU-00677;29;Feminino;Norte;2023-06-02
678;ALU-00678;30;Masculino;Centro;2023-09-17
679;ALU-00679;74;Não informado;Oeste;2024-11-05
680;ALU-00680;31;Não informado;Centro;2022-11-12
681;ALU-00681;40;Feminino;Centro;2025-02-14
682;ALU-00682;44;Feminino;Oeste;2022-10-14
683;ALU-00683;36;Não informado;Norte;2023-12-02
684;ALU-00684;37;Masculino;Norte;2023-12-05
685;ALU-00685;54;Não informado;Centro;2023-03-26
686;ALU-00686;75;Masculino;Leste;2025-06-19
687;ALU-00687;70;Masculino;Leste;2023-09-08
688;ALU-00688;22;Masculino;Norte;2024-10-29
689;ALU-00689;75;Masculino;Leste;2025-01-28
690;ALU-00690;75;Masculino;Leste;2023-10-28
691;ALU-00691;74;Masculino;Leste;2025-01-20
692;ALU-00692;64;Masculino;Sul;2023-01-17
693;ALU-00693;71;Masculino;Centro;2024-08-07
694;ALU-00694;16;Feminino;Leste;2023-06-13
695;ALU-00695;35;Feminino;Sul;2023-04-22
696;ALU-00696;74;Feminino;Leste;2023-05-02
697;ALU-00697;17;Não informado;Oeste;2024-09-30
698;ALU-00698;44;Não informado;Sul;2023-11-03
699;ALU-00699;40;Feminino;Sul;2023-06-22
700;ALU-00700;24;Feminino;Oeste;2023-02-10
701;ALU-00701;75;Não informado;Sul;2023-11-15
702;ALU-00702;67;Masculino;Norte;2024-01-06
703;ALU-00703;67;Feminino;Norte;2023-03-27
704;ALU-00704;77;Masculino;Leste;2023-02-08
705;ALU-00705;25;Feminino;Centro;2025-01-02
706;ALU-00706;52;Masculino;Oeste;2023-01-22
707;ALU-00707;45;Masculino;Norte;2023-08-23
708;ALU-00708;58;Feminino;Oeste;2024-08-31
709;ALU-00709;23;Masculino;Norte;2025-01-07
710;ALU-00710;31;Não informado;Leste;2024-01-20
711;ALU-00711;75;Masculino;Sul;2023-01-24
712;ALU-00712;71;Feminino;Oeste;2022-12-15
713;ALU-00713;71;Feminino;Oeste;2023-09-04
714;ALU-00714;70;Não informado;Oeste;2023-10-26
715;ALU-00715;32;Não informado;Leste;2025-01-17
716;ALU-00716;28;Não informado;Norte;2023-10-27
717;ALU-00717;25;Não informado;Centro;2024-12-12
718;ALU-00718;52;Masculino;Norte;2023-06-25
719;ALU-00719;66;Não informado;Sul;2023-03-06
720;ALU-00720;49;Feminino;Centro;2025-01-10
721;ALU-00721;75;Não informado;Centro;2024-01-14
722;ALU-00722;54;Masculino;Leste;2024-02-26
723;ALU-00723;33;Não informado;Oeste;2025-03-16
724;ALU-00724;60;Feminino;Leste;2023-04-04
725;ALU-00725;38;Não informado;Leste;2025-04-18
726;ALU-00726;16;Masculino;Norte;2024-04-17
727;ALU-00727;48;Feminino;Centro;2024-03-17
728;ALU-00728;58;Masculino;Norte;2024-02-12
729;ALU-00729;48;Não informado;Sul;2024-07-26
730;ALU-00730;15;Masculino;Centro;2025-01-10
731;ALU-00731;52;Feminino;Sul;2023-05-19
732;ALU-00732;68;Não informado;Centro;2023-06-06
733;ALU-00733;53;Não informado;Oeste;2025-05-03
734;ALU-00734;50;Feminino;Oeste;2025-04-01
735;ALU-00735;75;Não informado;Leste;2022-10-29
736;ALU-00736;44;Não informado;Leste;2025-05-13
737;ALU-00737;60;Não informado;Oeste;2023-12-23
738;ALU-00738;72;Feminino;Oeste;2024-08-05
739;ALU-00739;27;Não informado;Oeste;2025-02-18
740;ALU-00740;77;Masculino;Sul;2024-07-19
741;ALU-00741;68;Masculino;Leste;2024-05-04
742;ALU-00742;55;Masculino;Leste;2024-11-04
743;ALU-00743;77;Masculino;Leste;2023-05-10
744;ALU-00744;19;Feminino;Sul;2025-06-06
745;ALU-00745;72;Não informado;Norte;2024-01-01
746;ALU-00746;15;Masculino;Leste;2025-05-11
747;ALU-00747;24;Não informado;Centro;2024-04-20
748;ALU-00748;77;Feminino;Sul;2024-06-05
749;ALU-00749;70;Não informado;Sul;2022-10-15
750;ALU-00750;39;Não informado;Norte;2025-06-09
751;ALU-00751;15;Feminino;Oeste;2023-11-19
752;ALU-00752;22;Masculino;Centro;2022-12-21
753;ALU-00753;75;Não informado;Leste;2025-05-12
754;ALU-00754;67;Masculino;Norte;2025-03-03
755;ALU-00755;42;Não informado;Centro;2025-03-06
756;ALU-00756;35;Masculino;Norte;2023-05-03
757;ALU-00757;37;Não informado;Oeste;2025-05-14
758;ALU-00758;45;Masculino;Centro;2022-12-15
759;ALU-00759;29;Feminino;Norte;2025-06-04
760;ALU-00760;50;Feminino;Norte;2023-09-22
761;ALU-00761;49;Masculino;Sul;2025-05-30
762;ALU-00762;18;Feminino;Norte;2023-05-17
763;ALU-00763;43;Feminino;Oeste;2023-08-23
764;ALU-00764;48;Feminino;Norte;2024-08-24
765;ALU-00765;46;Feminino;Sul;2023-02-13
766;ALU-00766;76;Masculino;Oeste;2024-02-02
767;ALU-00767;71;Masculino;Sul;2023-03-09
768;ALU-00768;55;Feminino;Norte;2023-09-11
769;ALU-00769;32;Não informado;Leste;2024-05-25
770;ALU-00770;45;Masculino;Oeste;2025-02-15
771;ALU-00771;31;Feminino;Sul;2025-05-24
772;ALU-00772;24;Não informado;Oeste;2025-05-28
773;ALU-00773;25;Feminino;Sul;2024-10-21
774;ALU-00774;18;Masculino;Oeste;2023-09-12
775;ALU-00775;53;Feminino;Norte;2025-01-21
776;ALU-00776;30;Feminino;Norte;2024-09-18
777;ALU-00777;24;Não informado;Centro;2024-11-30
778;ALU-00778;29;Não informado;Sul;2023-10-17
779;ALU-00779;73;Masculino;Leste;2025-05-21
780;ALU-00780;48;Não informado;Centro;2023-10-20
781;ALU-00781;77;Não informado;Oeste;2022-12-27
782;ALU-00782;59;Feminino;Leste;2024-07-18
783;ALU-00783;32;Masculino;Oeste;2025-02-27
784;ALU-00784;35;Masculino;Oeste;2024-12-27
785;ALU-00785;49;Masculino;Oeste;2025-03-14
786;ALU-00786;40;Masculino;Oeste;2023-05-04
787;ALU-00787;42;Masculino;Sul;2023-12-10
788;ALU-00788;63;Não informado;Centro;2025-03-13
789;ALU-00789;36;Masculino;Sul;2025-06-07
790;ALU-00790;17;Não informado;Norte;2023-04-20
791;ALU-00791;56;Não informado;Norte;2025-04-25
792;ALU-00792;33;Não informado;Norte;2025-03-30
793;ALU-00793;25;Não informado;Norte;2023-10-16
794;ALU-00794;34;Masculino;Sul;2023-04-24
795;ALU-00795;51;Masculino;Oeste;2025-04-26
796;ALU-00796;25;Masculino;Leste;2024-11-21
797;ALU-00797;67;Feminino;Leste;2023-05-18
798;ALU-00798;53;Feminino;Sul;2025-02-17
799;ALU-00799;69;Feminino;Leste;2025-04-22
800;ALU-00800;49;Masculino;Oeste;2024-08-09
801;ALU-00801;50;Masculino;Norte;2025-06-24
802;ALU-00802;45;Masculino;Sul;2025-05-16
803;ALU-00803;48;Feminino;Leste;2025-01-10
804;ALU-00804;34;Feminino;Sul;2024-08-18
805;ALU-00805;26;Masculino;Leste;2023-07-23
806;ALU-00806;76;Masculino;Norte;2024-06-10
807;ALU-00807;65;Não informado;Norte;2024-01-21
808;ALU-00808;60;Feminino;Sul;2022-12-10
809;ALU-00809;66;Masculino;Leste;2025-06-13
810;ALU-00810;28;Não informado;Norte;2024-04-21
811;ALU-00811;48;Masculino;Leste;2023-04-14
812;ALU-00812;78;Masculino;Leste;2023-09-20
813;ALU-00813;50;Masculino;Leste;2024-02-04
814;ALU-00814;43;Feminino;Sul;2023-05-28
815;ALU-00815;59;Não informado;Centro;2025-06-18
816;ALU-00816;34;Feminino;Leste;2022-11-17
817;ALU-00817;41;Feminino;Oeste;2023-08-11
818;ALU-00818;40;Masculino;Norte;2024-10-10
819;ALU-00819;62;Feminino;Leste;2025-04-02
820;ALU-00820;23;Não informado;Oeste;2023-03-24
821;ALU-00821;65;Masculino;Centro;2024-03-26
822;ALU-00822;16;Não informado;Oeste;2024-10-13
823;ALU-00823;29;Masculino;Norte;2025-01-04
824;ALU-00824;77;Masculino;Oeste;2023-07-24
825;ALU-00825;35;Não informado;Sul;2024-12-11
826;ALU-00826;76;Feminino;Norte;2023-07-22
827;ALU-00827;69;Não informado;Sul;2024-08-13
828;ALU-00828;25;Feminino;Oeste;2024-09-28
829;ALU-00829;35;Não informado;Leste;2024-09-12
830;ALU-00830;21;Masculino;Centro;2025-05-31
831;ALU-00831;44;Masculino;Norte;2023-02-10
832;ALU-00832;71;Feminino;Leste;2025-01-11
833;ALU-00833;27;Não informado;Oeste;2025-03-29
834;ALU-00834;17;Masculino;Leste;2025-06-11
835;ALU-00835;51;Não informado;Sul;2023-04-11
836;ALU-00836;68;Não informado;Norte;2024-04-27
837;ALU-00837;35;Não informado;Leste;2023-05-15
838;ALU-00838;41;Feminino;Sul;2024-12-19
839;ALU-00839;61;Não informado;Oeste;2025-04-13
840;ALU-00840;39;Não informado;Centro;2025-01-09
841;ALU-00841;63;Masculino;Leste;2022-11-07
842;ALU-00842;57;Não informado;Centro;2024-08-19
843;ALU-00843;69;Masculino;Centro;2024-04-07
844;ALU-00844;71;Não informado;Sul;2023-12-03
845;ALU-00845;49;Masculino;Centro;2024-10-18
846;ALU-00846;46;Masculino;Oeste;2024-05-12
847;ALU-00847;72;Feminino;Sul;2023-03-09
848;ALU-00848;20;Não informado;Norte;2024-04-25
849;ALU-00849;22;Masculino;Oeste;2023-09-09
850;ALU-00850;34;Masculino;Centro;2023-02-17
851;ALU-00851;16;Masculino;Leste;2023-06-26
852;ALU-00852;51;Não informado;Norte;2024-04-27
853;ALU-00853;72;Masculino;Norte;2025-05-08
854;ALU-00854;57;Masculino;Leste;2024-03-05
855;ALU-00855;60;Feminino;Centro;2024-07-14
856;ALU-00856;17;Feminino;Centro;2023-11-11
857;ALU-00857;32;Não informado;Sul;2024-07-29
858;ALU-00858;44;Feminino;Norte;2023-05-15
859;ALU-00859;59;Não informado;Oeste;2023-07-17
860;ALU-00860;49;Não informado;Leste;2023-04-13
861;ALU-00861;50;Não informado;Norte;2025-03-26
862;ALU-00862;40;Feminino;Oeste;2023-09-07
863;ALU-00863;47;Masculino;Centro;2023-02-27
864;ALU-00864;19;Feminino;Centro;2024-04-17
865;ALU-00865;22;Feminino;Oeste;2025-03-09
866;ALU-00866;32;Masculino;Oeste;2025-02-13
867;ALU-00867;31;Masculino;Centro;2024-10-09
868;ALU-00868;39;Não informado;Leste;2023-04-04
869;ALU-00869;66;Feminino;Norte;2024-12-30
870;ALU-00870;39;Não informado;Sul;2024-03-12
871;ALU-00871;57;Não informado;Centro;2024-10-12
872;ALU-00872;55;Feminino;Sul;2023-05-24
873;ALU-00873;39;Masculino;Norte;2024-04-13
874;ALU-00874;34;Não informado;Norte;2025-01-12
875;ALU-00875;19;Feminino;Sul;2023-07-21
876;ALU-00876;22;Não informado;Oeste;2024-03-26
877;ALU-00877;71;Masculino;Sul;2024-11-23
878;ALU-00878;49;Feminino;Norte;2023-08-10
879;ALU-00879;28;Feminino;Leste;2023-06-18
880;ALU-00880;33;Masculino;Centro;2022-11-10
881;ALU-00881;61;Masculino;Norte;2023-11-13
882;ALU-00882;75;Não informado;Centro;2023-07-17
883;ALU-00883;40;Masculino;Norte;2023-09-24
884;ALU-00884;64;Feminino;Oeste;2023-06-15
885;ALU-00885;61;Masculino;Centro;2025-05-31
886;ALU-00886;50;Não informado;Norte;2024-09-13
887;ALU-00887;72;Masculino;Centro;2024-10-22
888;ALU-00888;18;Feminino;Sul;2022-12-24
889;ALU-00889;38;Feminino;Centro;2022-12-14
890;ALU-00890;70;Masculino;Sul;2022-10-12
891;ALU-00891;40;Feminino;Oeste;2023-01-25
892;ALU-00892;28;Feminino;Leste;2023-07-08
893;ALU-00893;23;Não informado;Norte;2025-04-23
894;ALU-00894;61;Não informado;Centro;2022-10-09
895;ALU-00895;42;Feminino;Centro;2024-03-22
896;ALU-00896;63;Masculino;Norte;2023-10-20
897;ALU-00897;24;Masculino;Centro;2023-10-14
898;ALU-00898;57;Não informado;Centro;2025-05-17
899;ALU-00899;48;Feminino;Oeste;2024-08-08
900;ALU-00900;74;Feminino;Oeste;2023-03-23
901;ALU-00901;36;Masculino;Leste;2023-04-09
902;ALU-00902;17;Não informado;Centro;2024-04-12
903;ALU-00903;77;Não informado;Centro;2023-10-05
904;ALU-00904;38;Não informado;Sul;2024-03-29
905;ALU-00905;55;Feminino;Sul;2025-05-03
906;ALU-00906;19;Feminino;Oeste;2023-09-03
907;ALU-00907;49;Feminino;Leste;2025-01-11
908;ALU-00908;32;Feminino;Oeste;2024-09-30
909;ALU-00909;23;Não informado;Sul;2023-05-29
910;ALU-00910;36;Masculino;Sul;2025-05-26
911;ALU-00911;23;Masculino;Sul;2024-10-07
912;ALU-00912;60;Masculino;Oeste;2023-09-18
913;ALU-00913;27;Masculino;Oeste;2024-01-03
914;ALU-00914;53;Masculino;Leste;2024-12-15
915;ALU-00915;61;Não informado;Centro;2022-12-26
916;ALU-00916;78;Não informado;Norte;2024-04-30
917;ALU-00917;25;Masculino;Oeste;2024-04-26
918;ALU-00918;17;Não informado;Norte;2023-12-03
919;ALU-00919;47;Masculino;Oeste;2022-10-22
920;ALU-00920;37;Masculino;Norte;2024-12-14
921;ALU-00921;50;Masculino;Centro;2024-09-21
922;ALU-00922;21;Masculino;Oeste;2023-07-04
923;ALU-00923;18;Não informado;Sul;2024-06-28
924;ALU-00924;26;Não informado;Norte;2023-08-29
925;ALU-00925;20;Não informado;Leste;2022-12-20
926;ALU-00926;29;Não informado;Norte;2022-10-05
927;ALU-00927;28;Feminino;Centro;2024-05-08
928;ALU-00928;63;Masculino;Sul;2024-05-29
929;ALU-00929;19;Feminino;Norte;2025-04-26
930;ALU-00930;28;Feminino;Oeste;2025-03-23
931;ALU-00931;59;Não informado;Centro;2023-08-23
932;ALU-00932;17;Não informado;Norte;2023-10-22
933;ALU-00933;50;Feminino;Norte;2023-12-31
934;ALU-00934;55;Não informado;Oeste;2023-03-08
935;ALU-00935;23;Masculino;Sul;2023-03-24
936;ALU-00936;61;Feminino;Sul;2023-12-14
937;ALU-00937;72;Não informado;Norte;2024-10-12
938;ALU-00938;16;Não informado;Oeste;2023-11-11
939;ALU-00939;21;Masculino;Centro;2024-09-27
940;ALU-00940;35;Masculino;Centro;2024-08-27
941;ALU-00941;22;Masculino;Sul;2023-07-03
942;ALU-00942;63;Não informado;Leste;2023-11-09
943;ALU-00943;39;Masculino;Norte;2024-09-12
944;ALU-00944;26;Não informado;Centro;2024-10-15
945;ALU-00945;65;Não informado;Sul;2022-10-17
946;ALU-00946;34;Masculino;Norte;2024-06-11
947;ALU-00947;21;Feminino;Centro;2025-06-21
948;ALU-00948;70;Feminino;Oeste;2022-11-05
949;ALU-00949;31;Feminino;Norte;2022-11-15
950;ALU-00950;63;Não informado;Sul;2025-04-09
951;ALU-00951;61;Feminino;Oeste;2023-03-03
952;ALU-00952;54;Não informado;Norte;2025-03-07
953;ALU-00953;74;Masculino;Sul;2024-10-08
954;ALU-00954;22;Masculino;Leste;2025-03-23
955;ALU-00955;61;Não informado;Leste;2024-04-12
956;ALU-00956;56;Masculino;Sul;2024-07-19
957;ALU-00957;75;Não informado;Sul;2024-07-31
958;ALU-00958;50;Masculino;Leste;2023-10-13
959;ALU-00959;51;Masculino;Leste;2023-06-25
960;ALU-00960;43;Não informado;Oeste;2023-07-10
961;ALU-00961;30;Feminino;Norte;2023-07-20
962;ALU-00962;20;Não informado;Oeste;2024-11-04
963;ALU-00963;57;Masculino;Norte;2024-04-07
964;ALU-00964;51;Masculino;Sul;2024-04-13
965;ALU-00965;65;Feminino;Sul;2025-03-04
966;ALU-00966;62;Masculino;Sul;2023-08-23
967;ALU-00967;42;Masculino;Norte;2024-07-06
968;ALU-00968;27;Feminino;Leste;2023-12-06
969;ALU-00969;63;Masculino;Oeste;2024-12-01
970;ALU-00970;28;Não informado;Norte;2024-08-19
971;ALU-00971;50;Masculino;Centro;2025-02-04
972;ALU-00972;39;Feminino;Sul;2023-05-18
973;ALU-00973;58;Masculino;Sul;2023-04-11
974;ALU-00974;73;Feminino;Oeste;2023-06-27
975;ALU-00975;42;Feminino;Centro;2022-10-13
976;ALU-00976;24;Feminino;Centro;2024-01-06
977;ALU-00977;22;Masculino;Sul;2023-09-14
978;ALU-00978;33;Masculino;Sul;2023-02-03
979;ALU-00979;43;Feminino;Oeste;2023-05-18
980;ALU-00980;27;Não informado;Centro;2024-05-06
981;ALU-00981;20;Feminino;Oeste;2024-11-16
982;ALU-00982;45;Masculino;Leste;2024-01-18
983;ALU-00983;73;Não informado;Centro;2025-02-25
984;ALU-00984;72;Feminino;Centro;2023-02-08
985;ALU-00985;43;Não informado;Centro;2023-06-21
986;ALU-00986;37;Feminino;Centro;2023-12-15
987;ALU-00987;33;Não informado;Sul;2023-04-29
988;ALU-00988;49;Masculino;Centro;2023-02-03
989;ALU-00989;35;Feminino;Sul;2024-08-12
990;ALU-00990;37;Masculino;Oeste;2023-06-29
991;ALU-00991;40;Não informado;Norte;2023-05-31
992;ALU-00992;53;Masculino;Centro;2025-05-11
993;ALU-00993;62;Masculino;Oeste;2023-04-30
994;ALU-00994;31;Não informado;Oeste;2024-10-22
995;ALU-00995;39;Feminino;Leste;2024-05-24
996;ALU-00996;28;Masculino;Centro;2025-03-06
997;ALU-00997;26;Masculino;Centro;2024-12-10
998;ALU-00998;55;Não informado;Oeste;2024-06-25
999;ALU-00999;70;Feminino;Norte;2024-08-20
1000;ALU-01000;46;Não informado;Norte;2023-06-12
1001;ALU-01001;65;Não informado;Leste;2024-09-20
1002;ALU-01002;46;Masculino;Oeste;2025-03-14
1003;ALU-01003;71;Masculino;Norte;2023-03-30
1004;ALU-01004;36;Masculino;Sul;2024-10-02
1005;ALU-01005;57;Não informado;Centro;2025-02-26
1006;ALU-01006;57;Feminino;Oeste;2023-04-21
1007;ALU-01007;75;Masculino;Centro;2024-08-29
1008;ALU-01008;73;Não informado;Oeste;2024-02-29
1009;ALU-01009;56;Não informado;Oeste;2024-12-03
1010;ALU-01010;31;Feminino;Centro;2023-12-16
1011;ALU-01011;20;Feminino;Norte;2023-03-26
1012;ALU-01012;28;Feminino;Centro;2022-11-16
1013;ALU-01013;65;Feminino;Sul;2025-02-06
1014;ALU-01014;49;Não informado;Norte;2025-04-28
1015;ALU-01015;59;Feminino;Leste;2023-05-03
1016;ALU-01016;17;Masculino;Centro;2023-11-21
1017;ALU-01017;15;Feminino;Leste;2024-07-20
1018;ALU-01018;78;Masculino;Leste;2025-02-12
1019;ALU-01019;61;Feminino;Centro;2024-02-09
1020;ALU-01020;27;Feminino;Norte;2023-04-08
1021;ALU-01021;15;Masculino;Sul;2025-06-15
1022;ALU-01022;51;Feminino;Sul;2024-10-13
1023;ALU-01023;47;Feminino;Sul;2025-03-26
1024;ALU-01024;37;Masculino;Oeste;2024-10-12
