avaliacao_id;matricula_id;profissional_id;data_avaliacao;imc;gordura_pct;peso_kg;objetivo
937;460;37;2025-11-29;24,9;33,8;69,6;Hipertrofia
938;460;21;2025-08-13;22,4;25,2;60,3;Condicionamento
939;461;14;2026-02-15;37,3;16,2;83,8;Condicionamento
940;462;9;2025-12-24;21,7;22,1;61,2;Condicionamento
941;462;36;2025-10-10;23,1;20,0;45,4;Condicionamento
942;462;31;2025-11-14;37,1;33,8;66,4;Emagrecimento
943;463;7;2025-12-07;33,3;29,3;68,0;Emagrecimento
944;463;1;2026-05-01;28,4;24,6;47,1;Condicionamento
945;464;30;2025-11-08;32,6;17,2;105,6;Hipertrofia
946;465;35;2026-06-04;27,0;14,1;47,2;Condicionamento
947;466;8;2026-03-12;28,3;21,2;71,9;Condicionamento
948;467;37;2026-01-18;32,6;18,7;78,1;Saúde
949;467;33;2026-02-04;30,9;34,3;91,2;Condicionamento
950;468;19;2026-01-21;34,9;17,0;97,4;Condicionamento
951;468;13;2026-01-29;23,9;24,3;86,2;Condicionamento
952;468;8;2026-02-20;25,8;15,9;61,4;Hipertrofia
953;469;17;2025-10-18;36,3;16,8;59,6;Hipertrofia
954;469;24;2026-02-24;37,0;18,4;72,1;Hipertrofia
955;469;9;2025-08-02;31,9;29,1;47,2;Emagrecimento
956;470;17;2026-05-09;32,5;26,6;88,0;Hipertrofia
957;470;38;2025-07-11;37,3;17,4;69,3;Emagrecimento
958;471;33;2025-08-11;20,1;35,0;47,1;Hipertrofia
959;471;14;2026-05-27;32,4;22,6;109,1;Emagrecimento
960;471;3;2025-11-03;18,5;27,5;81,3;Condicionamento
961;472;24;2026-05-19;33,5;24,8;84,1;Emagrecimento
962;473;34;2026-05-22;23,3;19,7;67,2;Condicionamento
963;473;30;2025-07-22;21,6;27,5;84,1;Saúde
964;474;18;2026-04-14;23,9;21,9;88,0;Emagrecimento
965;474;3;2026-05-28;28,5;16,2;56,9;Condicionamento
966;474;39;2025-11-20;26,9;27,0;65,5;Saúde
967;475;6;2025-10-19;19,2;12,1;86,5;Hipertrofia
968;475;9;2025-08-31;28,7;33,0;99,8;Saúde
969;476;40;2025-11-05;24,7;18,7;73,9;Hipertrofia
970;477;24;2025-09-02;35,0;23,7;51,7;Condicionamento
971;477;18;2025-09-19;18,8;15,0;107,6;Hipertrofia
972;478;8;2026-01-08;24,0;29,8;109,2;Condicionamento
973;479;8;2025-09-17;27,4;32,7;45,1;Emagrecimento
974;480;31;2025-12-29;32,5;26,3;55,8;Emagrecimento
975;481;21;2026-02-05;31,6;33,8;46,2;Emagrecimento
976;481;23;2026-06-20;24,9;16,7;65,8;Saúde
977;482;20;2026-06-10;25,6;29,1;72,2;Hipertrofia
978;482;18;2025-09-28;33,1;24,7;108,3;Hipertrofia
979;483;34;2026-01-12;35,4;19,4;63,9;Emagrecimento
980;484;40;2026-06-01;34,4;30,8;88,2;Hipertrofia
981;484;33;2025-11-17;33,5;29,2;51,8;Saúde
982;484;12;2026-02-03;21,8;20,8;91,2;Emagrecimento
983;485;17;2026-03-23;32,5;19,6;58,0;Saúde
984;485;31;2025-10-17;24,7;32,4;64,7;Condicionamento
985;485;22;2026-06-21;25,1;22,6;76,4;Saúde
986;486;11;2025-10-22;22,0;19,4;56,7;Saúde
987;486;5;2026-03-31;20,5;22,9;89,6;Hipertrofia
988;487;19;2025-11-28;31,8;15,8;85,8;Saúde
989;487;7;2026-05-20;32,3;22,2;92,6;Hipertrofia
990;488;15;2025-10-20;34,6;15,1;50,6;Hipertrofia
991;488;15;2025-12-13;35,7;16,3;97,5;Condicionamento
992;488;11;2025-08-07;33,3;13,5;70,5;Saúde
993;489;23;2025-09-12;21,7;30,2;60,4;Emagrecimento
994;490;18;2025-08-17;26,5;33,1;95,0;Condicionamento
995;490;20;2026-06-26;31,4;30,7;55,5;Emagrecimento
996;490;26;2026-05-22;20,6;20,8;86,4;Hipertrofia
997;491;3;2026-03-15;24,5;28,8;93,4;Condicionamento
998;492;23;2025-08-21;35,8;15,8;87,5;Hipertrofia
999;492;30;2026-02-28;29,2;20,8;45,8;Emagrecimento
1000;492;17;2025-09-08;23,7;28,0;106,0;Condicionamento
1001;493;1;2025-11-06;25,7;24,9;66,3;Saúde
1002;493;3;2026-03-29;30,8;23,4;96,6;Emagrecimento
1003;494;35;2026-02-28;22,8;33,7;71,8;Emagrecimento
1004;494;23;2026-02-10;32,9;33,5;91,7;Saúde
1005;495;36;2026-01-25;19,2;15,5;59,4;Emagrecimento
1006;495;21;2026-03-22;34,2;24,3;79,3;Hipertrofia
1007;496;8;2025-12-17;37,8;24,5;92,9;Hipertrofia
1008;497;13;2026-06-11;18,5;15,9;104,7;Hipertrofia
1009;498;10;2025-09-29;35,1;25,3;48,3;Condicionamento
1010;499;22;2025-07-08;27,1;29,1;68,2;Saúde
1011;499;19;2025-12-24;25,3;34,5;48,7;Condicionamento
1012;499;32;2026-05-23;25,8;28,1;48,1;Condicionamento
1013;500;28;2026-01-16;35,9;19,3;52,1;Condicionamento
1014;501;7;2025-11-26;34,4;28,5;86,1;Hipertrofia
1015;502;38;2026-04-03;26,2;34,9;69,3;Emagrecimento
1016;503;35;2026-04-01;19,9;15,5;81,5;Saúde
1017;503;27;2026-02-12;35,2;19,3;62,4;Saúde
1018;503;34;2026-02-09;23,0;18,8;60,1;Saúde
1019;504;27;2026-01-30;36,9;27,6;94,0;Condicionamento
1020;505;9;2025-10-14;37,8;30,7;77,7;Emagrecimento
1021;505;6;2025-10-28;27,5;14,1;109,3;Hipertrofia
1022;505;3;2026-06-28;28,5;15,6;73,1;Condicionamento
1023;506;4;2026-03-11;33,8;12,8;50,1;Condicionamento
1024;506;7;2025-07-20;27,7;15,5;62,7;Saúde
1025;507;17;2025-11-29;23,4;12,1;101,3;Emagrecimento
1026;507;10;2025-07-05;35,2;25,8;81,4;Condicionamento
1027;508;19;2025-08-09;33,7;25,3;50,9;Saúde
1028;509;12;2025-09-20;21,3;18,9;94,5;Condicionamento
1029;509;37;2025-08-05;37,8;30,2;50,0;Condicionamento
1030;509;34;2025-12-14;37,5;13,1;86,6;Saúde
1031;510;28;2026-06-08;22,3;31,8;81,1;Saúde
1032;511;39;2025-07-18;33,3;16,2;85,1;Hipertrofia
1033;512;40;2026-05-13;36,5;24,6;51,3;Condicionamento
1034;513;32;2025-12-10;28,4;29,2;82,1;Saúde
1035;513;34;2026-06-16;20,6;20,6;86,3;Hipertrofia
1036;514;7;2026-02-27;34,4;16,5;52,7;Hipertrofia
1037;515;24;2026-02-28;37,0;27,6;76,5;Condicionamento
1038;515;24;2026-03-29;24,6;15,4;59,9;Condicionamento
1039;515;11;2025-12-27;25,6;16,4;81,5;Saúde
1040;516;1;2025-07-27;24,3;25,4;66,0;Hipertrofia
1041;517;20;2026-05-01;24,9;29,9;64,7;Saúde
1042;517;29;2025-07-14;18,8;31,6;91,9;Condicionamento
1043;518;2;2025-11-25;21,7;26,2;51,8;Saúde
1044;518;34;2025-11-11;24,7;20,9;92,2;Condicionamento
1045;518;24;2026-03-07;21,7;29,4;91,9;Emagrecimento
1046;519;27;2025-11-02;23,5;13,0;103,3;Condicionamento
1047;519;32;2025-12-26;28,4;25,1;91,7;Hipertrofia
1048;519;6;2026-01-26;37,2;13,4;58,4;Emagrecimento
1049;520;1;2025-11-26;33,7;19,3;58,7;Hipertrofia
1050;520;40;2025-10-25;23,6;29,1;90,2;Condicionamento
1051;521;24;2026-01-18;37,8;16,8;63,6;Condicionamento
1052;521;16;2025-12-17;22,1;32,9;87,5;Saúde
1053;521;9;2026-02-07;36,7;14,1;48,4;Saúde
1054;522;18;2025-11-06;20,8;13,2;76,6;Condicionamento
1055;522;13;2026-05-06;30,9;23,4;100,3;Saúde
1056;522;27;2026-03-15;21,8;13,3;92,1;Emagrecimento
1057;523;11;2026-01-23;22,4;29,4;106,0;Hipertrofia
1058;523;2;2025-10-12;37,3;31,4;70,5;Saúde
1059;523;29;2025-12-28;35,8;19,1;49,0;Emagrecimento
1060;524;18;2025-07-17;20,8;22,1;90,5;Emagrecimento
1061;524;28;2026-04-16;36,4;29,6;55,1;Hipertrofia
1062;524;31;2026-03-11;31,3;31,9;54,5;Saúde
1063;525;38;2025-10-10;19,2;18,5;81,9;Emagrecimento
1064;526;13;2026-04-05;19,6;20,1;61,4;Hipertrofia
1065;527;7;2025-09-18;30,2;20,5;76,9;Hipertrofia
1066;527;6;2026-05-29;23,9;20,3;94,9;Emagrecimento
1067;528;27;2025-10-16;36,5;34,0;101,9;Condicionamento
1068;528;29;2025-10-15;19,8;20,8;87,4;Hipertrofia
1069;529;19;2025-10-28;27,2;12,9;87,2;Saúde
1070;529;18;2025-11-14;34,2;12,2;65,6;Saúde
1071;529;10;2025-07-27;19,3;33,1;62,6;Saúde
1072;530;26;2025-09-18;28,9;22,7;103,6;Condicionamento
1073;530;33;2025-09-27;21,7;27,2;106,8;Emagrecimento
1074;531;36;2025-11-25;36,1;16,8;66,0;Condicionamento
1075;531;26;2025-11-18;38,0;29,5;64,4;Emagrecimento
1076;532;10;2026-01-03;33,6;27,8;80,9;Hipertrofia
1077;532;11;2025-08-31;36,4;15,8;88,0;Emagrecimento
1078;533;2;2025-10-14;18,1;21,1;60,8;Saúde
1079;533;27;2025-07-08;27,5;12,1;108,3;Condicionamento
1080;534;1;2025-07-21;23,7;34,6;80,0;Saúde
1081;535;33;2026-02-14;22,7;16,4;86,8;Emagrecimento
1082;536;21;2026-01-05;21,6;14,4;63,4;Emagrecimento
1083;536;39;2025-08-03;21,3;26,9;106,1;Emagrecimento
1084;537;28;2026-02-06;36,6;23,5;91,1;Condicionamento
1085;537;37;2025-07-19;36,6;31,5;101,9;Hipertrofia
1086;538;28;2026-05-14;32,3;21,7;88,6;Hipertrofia
1087;539;18;2026-06-14;35,8;32,5;69,8;Emagrecimento
1088;539;12;2026-06-09;32,3;20,3;94,2;Emagrecimento
1089;539;2;2025-10-18;31,5;19,1;56,1;Emagrecimento
1090;540;38;2026-02-10;31,2;25,0;60,4;Emagrecimento
1091;541;6;2026-03-19;25,0;17,9;61,3;Condicionamento
1092;541;29;2025-10-03;35,6;12,2;50,8;Emagrecimento
1093;542;39;2025-12-11;31,7;24,3;82,1;Emagrecimento
1094;542;9;2025-11-29;33,4;29,0;81,1;Hipertrofia
1095;543;14;2025-09-13;26,0;20,5;74,9;Emagrecimento
1096;543;34;2026-01-14;37,1;32,6;102,3;Saúde
1097;544;15;2025-07-06;27,8;25,3;92,0;Saúde
1098;545;34;2026-01-28;33,5;27,9;69,6;Emagrecimento
1099;545;24;2026-01-07;24,3;13,8;57,2;Hipertrofia
1100;546;31;2026-01-31;29,3;28,8;71,2;Emagrecimento
1101;547;27;2026-04-11;21,8;14,9;104,7;Emagrecimento
1102;548;24;2025-07-03;37,3;33,1;61,6;Condicionamento
1103;548;10;2026-05-28;19,4;20,8;96,6;Condicionamento
1104;548;4;2025-12-23;19,6;35,0;52,8;Emagrecimento
1105;549;31;2026-03-04;37,4;29,0;67,0;Saúde
1106;549;27;2026-01-04;18,7;23,6;66,8;Hipertrofia
1107;550;1;2025-07-03;26,5;18,3;50,7;Emagrecimento
1108;550;30;2025-07-17;34,1;22,2;99,8;Emagrecimento
1109;551;28;2026-06-29;19,3;30,8;89,8;Condicionamento
1110;551;28;2026-05-30;30,3;16,5;77,5;Hipertrofia
1111;551;25;2025-12-15;29,6;18,8;56,2;Condicionamento
1112;552;33;2025-12-10;30,8;21,1;88,5;Saúde
1113;552;37;2025-08-17;31,9;30,5;84,2;Saúde
1114;552;32;2026-04-02;35,1;30,8;45,8;Emagrecimento
1115;553;13;2026-05-04;34,4;15,8;84,7;Condicionamento
1116;554;10;2026-06-04;29,4;23,9;81,8;Saúde
1117;555;31;2026-06-19;19,0;22,3;80,1;Condicionamento
1118;555;32;2026-01-01;20,4;13,7;57,5;Emagrecimento
1119;555;14;2025-09-25;32,5;19,8;59,6;Saúde
1120;556;11;2025-09-17;21,1;22,9;108,8;Saúde
1121;556;17;2025-08-16;20,3;27,6;74,3;Emagrecimento
1122;556;32;2025-07-11;24,7;29,9;88,3;Saúde
1123;557;28;2026-06-28;29,4;16,8;91,9;Emagrecimento
1124;557;22;2026-04-10;20,7;28,4;55,7;Saúde
1125;558;28;2025-07-19;18,8;29,6;106,2;Condicionamento
1126;558;30;2026-02-19;37,4;16,5;61,0;Condicionamento
1127;558;19;2026-06-04;36,6;32,6;69,8;Emagrecimento
1128;559;19;2025-09-27;29,0;23,7;89,5;Condicionamento
1129;559;33;2025-08-22;31,6;26,8;85,6;Condicionamento
1130;560;25;2025-09-12;23,9;31,7;85,6;Condicionamento
1131;560;33;2025-08-25;18,3;13,9;54,1;Hipertrofia
1132;560;9;2026-02-21;21,9;26,7;93,7;Saúde
1133;561;18;2026-01-30;37,4;26,5;107,8;Saúde
1134;561;6;2026-02-15;18,5;14,0;109,1;Hipertrofia
1135;561;32;2026-04-23;23,9;13,0;103,0;Saúde
1136;562;32;2026-05-27;27,5;33,7;97,6;Hipertrofia
1137;562;8;2026-01-02;25,1;29,6;87,9;Hipertrofia
1138;563;39;2026-04-21;24,1;23,0;73,9;Hipertrofia
1139;564;24;2025-10-12;23,3;20,7;106,8;Condicionamento
1140;564;30;2026-02-01;27,6;14,5;52,1;Hipertrofia
1141;564;25;2025-07-24;33,5;16,8;103,7;Emagrecimento
1142;565;17;2025-12-05;36,8;34,2;87,0;Hipertrofia
1143;566;38;2026-05-01;24,2;16,7;55,2;Emagrecimento
1144;566;1;2025-07-19;29,6;29,3;47,2;Saúde
1145;566;10;2026-02-26;33,1;29,2;102,0;Saúde
1146;567;20;2025-12-31;19,5;12,7;85,8;Emagrecimento
1147;568;8;2025-09-11;31,7;13,4;53,5;Emagrecimento
1148;568;29;2026-04-13;30,3;18,7;98,7;Condicionamento
1149;569;32;2026-03-31;24,6;34,2;55,6;Condicionamento
1150;570;36;2026-05-27;37,9;20,4;52,1;Hipertrofia
1151;570;25;2026-06-15;21,2;15,8;88,7;Condicionamento
1152;571;12;2026-01-05;31,3;21,3;76,5;Saúde
1153;571;24;2025-10-21;31,7;17,4;75,3;Emagrecimento
1154;572;14;2025-09-02;21,9;23,7;76,7;Hipertrofia
1155;572;26;2025-08-19;20,4;23,8;90,7;Saúde
1156;573;28;2025-11-25;22,6;24,4;103,0;Hipertrofia
1157;573;32;2025-11-10;31,2;13,7;100,1;Saúde
1158;573;15;2025-08-30;28,7;34,9;69,5;Emagrecimento
1159;574;29;2026-05-15;26,7;22,2;105,2;Hipertrofia
1160;574;35;2025-11-21;20,4;31,7;74,1;Saúde
1161;575;26;2025-07-02;33,7;34,5;95,5;Condicionamento
1162;575;12;2026-03-25;33,9;32,9;65,9;Condicionamento
1163;575;13;2025-10-15;30,2;12,6;92,0;Emagrecimento
1164;576;36;2026-02-15;28,2;23,6;99,8;Condicionamento
1165;576;23;2025-12-05;31,2;30,2;73,7;Condicionamento
1166;576;20;2025-07-19;33,8;30,1;104,6;Emagrecimento
1167;577;36;2025-07-17;24,5;21,3;62,7;Emagrecimento
1168;578;3;2026-01-19;26,1;12,3;97,2;Saúde
1169;578;18;2026-05-30;37,6;32,0;77,4;Hipertrofia
1170;578;23;2026-01-10;30,2;30,6;82,6;Hipertrofia
1171;579;3;2026-03-22;26,6;18,1;93,6;Condicionamento
1172;580;4;2025-11-16;35,8;29,3;67,4;Emagrecimento
1173;581;2;2026-06-04;28,4;26,1;56,5;Emagrecimento
1174;581;6;2026-03-31;20,0;18,1;77,0;Condicionamento
1175;582;27;2025-07-10;37,6;20,1;86,1;Emagrecimento
1176;582;16;2026-04-22;25,0;25,0;57,3;Emagrecimento
1177;582;21;2026-06-12;20,8;13,7;96,0;Hipertrofia
1178;583;17;2026-03-21;21,6;15,6;89,3;Saúde
1179;583;25;2025-12-29;26,7;34,6;62,8;Condicionamento
1180;584;28;2025-11-18;27,8;27,6;61,2;Hipertrofia
1181;585;18;2026-06-02;37,9;24,2;55,0;Saúde
1182;585;21;2026-01-06;34,4;25,1;52,9;Condicionamento
1183;586;36;2026-02-17;35,9;27,7;96,3;Condicionamento
1184;587;24;2025-11-26;23,7;29,8;75,2;Emagrecimento
1185;588;23;2025-09-08;23,8;24,3;101,2;Condicionamento
1186;588;27;2025-09-16;25,7;23,7;46,9;Saúde
1187;588;36;2026-01-13;31,5;27,7;74,4;Condicionamento
1188;589;21;2026-04-02;29,3;12,7;92,6;Emagrecimento
1189;590;9;2025-09-14;31,3;33,1;82,1;Emagrecimento
1190;590;23;2026-04-06;28,7;26,6;77,2;Hipertrofia
1191;591;31;2025-08-06;36,3;20,7;105,2;Hipertrofia
1192;592;22;2025-08-13;34,1;21,0;75,8;Saúde
1193;592;14;2026-06-17;21,7;31,5;84,7;Saúde
1194;593;35;2026-02-02;18,1;18,1;75,7;Emagrecimento
1195;593;28;2025-07-02;20,2;31,4;94,8;Emagrecimento
1196;593;8;2025-12-11;26,7;18,9;50,3;Emagrecimento
1197;594;30;2026-03-13;36,7;33,9;83,0;Saúde
1198;595;36;2025-12-17;20,5;29,9;59,1;Hipertrofia
1199;596;5;2026-03-07;27,0;26,4;83,4;Hipertrofia
1200;597;8;2025-12-04;37,5;30,3;50,4;Hipertrofia
1201;597;14;2026-03-24;32,9;23,3;93,0;Saúde
1202;598;17;2026-01-10;32,8;26,9;100,6;Emagrecimento
1203;598;22;2025-11-21;35,7;30,2;102,1;Condicionamento
1204;599;17;2026-04-12;37,3;29,5;108,5;Emagrecimento
1205;599;39;2025-08-22;28,7;25,6;100,9;Condicionamento
1206;599;13;2026-05-02;27,3;23,2;80,9;Condicionamento
1207;600;38;2026-03-14;18,6;27,8;79,3;Saúde
1208;600;35;2026-01-07;20,2;18,3;48,2;Saúde
1209;600;13;2025-12-01;22,4;23,9;49,0;Saúde
1210;601;21;2026-03-12;26,8;12,9;95,2;Condicionamento
1211;602;2;2025-08-14;18,3;26,8;90,2;Emagrecimento
1212;602;28;2026-05-31;28,0;29,3;80,5;Condicionamento
1213;603;19;2026-03-18;37,1;24,7;87,0;Saúde
1214;603;39;2025-07-23;25,7;25,5;60,2;Condicionamento
1215;604;10;2026-01-13;27,4;18,1;89,4;Condicionamento
1216;604;2;2026-05-11;21,3;15,6;68,7;Hipertrofia
1217;604;33;2026-03-30;25,6;32,4;50,5;Saúde
1218;605;33;2025-09-13;35,2;27,7;88,2;Condicionamento
1219;606;23;2026-05-11;35,2;18,5;66,6;Hipertrofia
1220;606;40;2026-06-22;25,4;20,0;72,8;Hipertrofia
1221;607;38;2026-03-05;34,5;30,7;90,5;Saúde
1222;607;8;2026-05-06;18,5;14,3;45,2;Saúde
1223;607;12;2025-10-19;19,4;13,0;63,6;Saúde
1224;608;38;2025-09-05;21,9;26,7;65,6;Condicionamento
1225;608;29;2026-06-04;36,1;18,1;73,5;Condicionamento
1226;609;15;2026-02-23;26,8;19,3;106,7;Hipertrofia
1227;609;14;2025-07-03;22,3;25,7;82,0;Saúde
1228;610;24;2026-04-29;24,9;18,4;61,0;Emagrecimento
1229;611;26;2026-06-18;36,2;30,1;93,6;Hipertrofia
1230;611;10;2026-03-23;28,4;19,6;94,3;Condicionamento
1231;611;32;2026-06-03;18,6;15,9;74,9;Hipertrofia
1232;612;33;2026-03-29;33,3;13,0;89,9;Saúde
1233;612;36;2026-06-22;35,2;29,3;81,1;Condicionamento
1234;612;36;2025-12-31;36,1;13,0;88,9;Hipertrofia
1235;613;33;2026-06-16;24,5;13,7;50,4;Emagrecimento
1236;613;10;2025-09-30;24,9;28,8;69,7;Saúde
1237;613;27;2026-01-10;32,9;28,6;58,2;Hipertrofia
1238;614;21;2025-09-30;32,6;18,9;95,3;Hipertrofia
1239;615;8;2025-08-13;22,1;34,6;63,4;Hipertrofia
1240;616;33;2026-06-26;37,9;21,6;98,2;Condicionamento
1241;617;40;2025-08-23;36,6;13,6;106,2;Emagrecimento
1242;617;35;2025-10-27;25,4;19,2;98,0;Condicionamento
1243;617;9;2026-06-05;26,3;28,7;75,2;Condicionamento
1244;618;29;2026-05-02;26,0;23,8;58,5;Condicionamento
1245;618;17;2026-05-16;31,7;17,7;49,5;Hipertrofia
1246;619;2;2026-03-23;22,8;15,9;102,3;Emagrecimento
1247;619;6;2026-03-12;32,6;15,7;99,2;Condicionamento
1248;620;31;2026-06-23;20,4;17,2;83,5;Emagrecimento
1249;620;2;2026-02-21;18,3;28,0;50,6;Condicionamento
1250;620;26;2026-04-12;35,6;17,2;79,9;Saúde
1251;621;18;2025-10-31;30,7;16,7;71,2;Emagrecimento
1252;622;35;2025-07-03;23,7;19,8;77,1;Hipertrofia
1253;622;20;2026-03-23;21,1;28,8;47,5;Emagrecimento
1254;623;9;2026-02-06;22,0;32,4;65,9;Saúde
1255;623;18;2025-12-27;24,7;32,9;48,0;Saúde
1256;624;38;2026-03-05;27,5;31,8;94,7;Emagrecimento
1257;625;9;2026-06-29;27,5;17,4;89,1;Hipertrofia
1258;626;33;2025-09-12;34,3;15,8;105,5;Hipertrofia
1259;627;23;2026-01-20;23,8;15,5;63,1;Hipertrofia
1260;627;11;2025-10-22;24,4;30,7;66,7;Emagrecimento
1261;627;38;2025-09-06;27,0;25,2;79,1;Emagrecimento
1262;628;34;2026-01-18;29,8;26,7;100,8;Emagrecimento
1263;629;26;2025-10-28;30,0;30,9;83,9;Emagrecimento
1264;630;19;2025-08-23;27,7;15,8;54,0;Hipertrofia
1265;630;11;2026-04-07;24,2;13,0;69,0;Saúde
1266;631;38;2025-09-14;30,7;19,8;90,4;Condicionamento
1267;631;37;2025-10-10;20,7;30,6;88,8;Emagrecimento
1268;632;1;2025-12-18;23,6;33,4;105,8;Emagrecimento
1269;632;36;2025-12-24;36,4;33,0;73,1;Hipertrofia
1270;632;34;2026-05-21;19,7;24,3;92,8;Emagrecimento
1271;633;40;2026-02-27;24,0;12,8;97,8;Emagrecimento
1272;633;21;2025-08-18;18,8;13,8;91,4;Condicionamento
1273;634;36;2026-01-05;34,7;27,1;58,6;Condicionamento
1274;634;15;2025-08-20;27,1;27,8;102,9;Emagrecimento
1275;635;38;2026-01-11;24,4;14,3;82,1;Saúde
1276;635;25;2026-03-30;34,6;23,2;47,6;Condicionamento
1277;636;16;2025-11-09;31,3;18,5;84,4;Emagrecimento
1278;636;3;2026-03-23;18,6;21,6;97,3;Emagrecimento
1279;636;35;2025-08-04;29,7;19,0;61,3;Condicionamento
1280;637;31;2025-11-09;29,0;25,2;91,0;Condicionamento
1281;637;15;2025-10-28;29,0;30,9;66,8;Hipertrofia
1282;638;13;2026-02-17;34,5;22,7;109,0;Hipertrofia
1283;639;35;2025-07-12;25,3;14,4;55,1;Saúde
1284;639;21;2026-04-01;33,9;33,7;67,9;Hipertrofia
1285;640;28;2026-01-23;36,1;14,1;80,8;Saúde
1286;640;9;2025-12-08;33,4;32,1;47,8;Hipertrofia
1287;641;6;2025-08-20;26,9;26,1;88,3;Emagrecimento
1288;642;19;2025-08-12;31,6;20,1;69,8;Emagrecimento
1289;643;37;2026-01-09;26,4;18,6;52,8;Saúde
1290;644;23;2026-04-08;31,9;19,8;85,4;Condicionamento
1291;645;35;2025-12-03;33,2;31,1;93,5;Hipertrofia
1292;645;21;2026-04-10;27,4;34,1;98,0;Condicionamento
1293;645;1;2026-02-22;35,4;29,9;63,6;Condicionamento
1294;646;18;2025-09-18;37,0;32,3;75,1;Emagrecimento
1295;647;29;2025-11-08;23,4;26,1;55,2;Emagrecimento
1296;647;30;2025-09-29;35,4;31,6;103,7;Condicionamento
1297;648;9;2026-05-30;34,1;32,0;93,5;Emagrecimento
1298;648;21;2025-07-07;34,3;31,2;68,8;Saúde
1299;649;5;2025-07-31;28,4;16,7;102,5;Condicionamento
1300;649;38;2025-08-04;37,6;18,6;76,7;Condicionamento
1301;650;8;2026-02-06;31,1;16,8;64,8;Saúde
1302;650;20;2025-12-22;28,0;26,1;69,6;Condicionamento
1303;650;23;2026-04-26;29,6;26,0;72,3;Saúde
1304;651;25;2026-02-27;28,7;16,9;76,6;Hipertrofia
1305;652;2;2025-08-08;28,3;30,0;76,9;Hipertrofia
1306;652;30;2026-02-05;25,1;13,9;65,0;Condicionamento
1307;653;36;2025-08-28;30,9;29,3;86,4;Emagrecimento
1308;653;19;2025-07-02;35,1;33,0;98,5;Hipertrofia
1309;654;39;2026-02-16;35,1;15,8;71,7;Condicionamento
1310;654;7;2025-07-20;20,3;26,7;106,0;Saúde
1311;654;14;2026-05-31;33,0;18,2;48,4;Condicionamento
1312;655;10;2026-06-07;37,2;28,5;99,5;Hipertrofia
1313;655;3;2026-04-15;33,3;16,9;93,5;Hipertrofia
1314;655;16;2025-11-06;30,2;32,0;45,7;Hipertrofia
1315;656;2;2026-01-07;35,6;27,3;55,1;Saúde
1316;657;34;2026-06-03;21,3;29,0;108,0;Emagrecimento
1317;657;6;2025-10-05;33,0;32,3;66,1;Emagrecimento
1318;657;30;2025-08-24;31,5;25,2;93,5;Emagrecimento
1319;658;28;2026-01-24;18,7;32,4;102,2;Condicionamento
1320;659;9;2026-02-27;29,6;29,7;103,4;Condicionamento
1321;660;24;2025-09-06;37,6;33,2;69,6;Emagrecimento
1322;660;35;2025-09-15;31,5;21,9;92,6;Emagrecimento
1323;661;27;2026-05-16;37,8;23,3;87,0;Emagrecimento
1324;662;26;2025-07-25;27,7;24,2;68,0;Saúde
1325;662;34;2026-03-14;24,1;24,4;46,1;Condicionamento
1326;662;17;2026-06-08;30,1;24,6;97,7;Saúde
1327;663;18;2025-12-12;22,9;19,0;96,5;Saúde
1328;663;16;2026-04-06;21,5;14,8;45,1;Emagrecimento
1329;663;10;2026-01-10;20,3;23,5;96,8;Emagrecimento
1330;664;33;2025-10-02;18,0;22,3;82,4;Hipertrofia
1331;664;29;2026-04-03;33,9;31,2;50,6;Saúde
1332;665;4;2026-06-16;34,0;20,0;54,4;Hipertrofia
1333;665;39;2025-07-23;29,0;33,9;65,4;Saúde
1334;665;30;2025-11-18;27,9;33,0;76,9;Hipertrofia
1335;666;25;2026-02-05;34,4;24,8;52,5;Condicionamento
1336;667;24;2026-03-09;25,1;22,6;88,6;Condicionamento
1337;667;33;2025-10-11;26,2;27,4;87,0;Emagrecimento
1338;667;12;2025-10-27;33,5;24,1;83,8;Hipertrofia
1339;668;37;2026-05-13;32,3;20,2;52,5;Condicionamento
1340;669;17;2025-08-09;31,3;13,7;78,4;Condicionamento
1341;670;37;2025-12-31;24,1;14,3;103,3;Condicionamento
1342;671;15;2025-11-25;27,3;22,9;62,3;Saúde
1343;672;12;2025-11-27;23,7;26,8;95,6;Emagrecimento
1344;672;19;2025-12-17;28,3;19,4;69,2;Saúde
1345;673;22;2025-10-30;33,6;20,6;79,3;Saúde
1346;673;2;2026-04-26;18,7;20,3;81,6;Saúde
1347;673;39;2025-07-02;22,2;20,1;105,4;Saúde
1348;674;18;2025-07-11;23,7;18,0;89,6;Hipertrofia
1349;675;25;2025-08-15;29,8;29,5;55,0;Emagrecimento
1350;675;26;2025-08-04;29,9;32,6;109,8;Condicionamento
1351;675;26;2026-02-14;20,2;34,6;77,9;Hipertrofia
1352;676;35;2026-03-03;34,7;31,5;90,8;Hipertrofia
1353;676;22;2026-06-08;32,3;26,8;56,3;Emagrecimento
1354;676;4;2025-08-19;33,8;26,4;84,5;Saúde
1355;677;36;2026-03-02;18,0;18,6;65,0;Hipertrofia
1356;678;28;2025-10-13;34,1;26,0;85,8;Condicionamento
1357;678;11;2026-06-01;37,5;31,9;83,8;Condicionamento
1358;678;6;2026-01-23;26,7;33,7;75,5;Hipertrofia
1359;679;36;2025-10-31;22,4;22,7;85,8;Saúde
1360;679;40;2025-09-26;26,8;33,4;47,0;Condicionamento
