honorario_id,processo_id,modelo_cobranca,valor_contratado,percentual_exito,data_contrato,status
455,455,Êxito,41985.29,5188.55,2025-10-07,Ativo
456,456,Fixo,26677.44,9066.03,2026-06-12,Quitado
457,457,Misto,31096.71,9530.11,2025-08-28,Quitado
458,458,Êxito,23980.2,2533.36,2026-04-22,Ativo
459,459,Êxito,26639.43,8541.08,2025-10-21,Em atraso
460,460,Fixo,39198.92,3356.25,2025-07-23,Ativo
461,461,Êxito,43609.3,1203.67,2025-10-27,Ativo
462,462,Hora,13962.77,616.01,2025-11-06,Em atraso
463,463,Êxito,28183.58,4674.05,2026-01-08,Em atraso
464,464,Misto,32656.94,82.53,2025-10-30,Em atraso
465,465,Hora,25587.22,1302.72,2025-08-07,Ativo
466,466,Êxito,32683.1,1034.76,2026-02-22,Ativo
467,467,Misto,20007.1,1279.29,2025-11-26,Ativo
468,468,Fixo,2604.27,308.79,2025-11-22,Quitado
469,469,Misto,21443.2,4894.87,2026-04-27,Em atraso
470,470,Êxito,41910.45,9529.92,2026-02-09,Em atraso
471,471,Misto,4469.83,568.6,2026-05-19,Quitado
472,472,Misto,31462.61,6047.87,2025-08-14,Ativo
473,473,Êxito,24722.65,2706.85,2025-12-27,Ativo
474,474,Fixo,17852.23,3561.93,2026-03-22,Em atraso
475,475,Fixo,26211.85,3964.15,2025-08-26,Em atraso
476,476,Misto,34972.32,2469.22,2026-03-19,Em atraso
477,477,Êxito,7127.08,2272.62,2025-11-11,Em atraso
478,478,Fixo,19743.89,4866.01,2025-10-06,Em atraso
479,479,Hora,7924.48,2499.31,2025-09-06,Ativo
480,480,Hora,35826.63,10102.61,2026-06-28,Ativo
481,481,Fixo,26011.87,964.28,2025-12-10,Em atraso
482,482,Fixo,4987.03,1277.45,2025-10-16,Quitado
483,483,Hora,9593.03,1985.88,2026-01-08,Em atraso
484,484,Êxito,36795.74,915.57,2025-11-20,Em atraso
485,485,Êxito,12846.99,2901.28,2026-05-21,Ativo
486,486,Hora,40481.23,6034.27,2025-07-04,Quitado
487,487,Hora,33060.12,10733.23,2026-06-23,Em atraso
488,488,Hora,20254.94,4370.58,2026-06-13,Em atraso
489,489,Fixo,27182.42,8329.71,2025-11-02,Em atraso
490,490,Fixo,4556.84,896.63,2025-09-15,Em atraso
491,491,Fixo,21304.2,2866.86,2026-02-21,Em atraso
492,492,Hora,22314.74,943.19,2026-02-27,Quitado
493,493,Hora,7545.33,1619.03,2025-11-17,Em atraso
494,494,Misto,3820.06,414.59,2025-11-17,Ativo
495,495,Misto,14827.07,77.62,2025-12-12,Ativo
496,496,Hora,14077.6,2190.56,2025-11-19,Em atraso
497,497,Fixo,44772.73,4915.84,2025-07-29,Em atraso
498,498,Êxito,21218.84,2552.89,2026-04-21,Em atraso
499,499,Fixo,26724.27,7919.6,2026-03-15,Quitado
500,500,Misto,19736.2,3573.07,2026-06-17,Ativo
501,501,Misto,44752.59,8706.69,2026-05-13,Quitado
502,502,Misto,13868.87,3870.83,2025-11-02,Ativo
503,503,Fixo,26217.09,2769.23,2025-10-25,Quitado
504,504,Êxito,32389.38,7094.44,2025-11-08,Em atraso
505,505,Misto,26829.48,2399.1,2026-04-08,Ativo
506,506,Fixo,32046.9,10670.61,2026-05-27,Quitado
507,507,Misto,28227.32,9344.59,2026-04-23,Em atraso
508,508,Fixo,27343.28,3791.32,2025-10-25,Em atraso
509,509,Fixo,32096.87,8415.14,2026-03-22,Ativo
510,510,Hora,8421.12,1052.43,2026-03-26,Quitado
511,511,Misto,31223.95,2619.21,2026-06-30,Em atraso
512,512,Misto,12556.83,1844.39,2026-03-22,Em atraso
513,513,Êxito,22034.15,678.91,2026-05-03,Ativo
514,514,Fixo,17597.54,4717.75,2026-04-21,Quitado
515,515,Hora,8156.72,1514.23,2025-09-24,Ativo
516,516,Fixo,7773.15,388.67,2025-10-22,Ativo
517,517,Fixo,33866.81,4104.74,2026-03-20,Quitado
518,518,Êxito,40127.63,446.17,2025-11-26,Ativo
519,519,Misto,26778.26,730.55,2025-09-01,Quitado
520,520,Hora,14381.42,3436.67,2026-02-14,Em atraso
521,521,Fixo,40676.2,12386.09,2026-04-01,Em atraso
522,522,Êxito,36348.01,5698.39,2026-01-30,Ativo
523,523,Misto,18765.31,1874.86,2026-05-23,Ativo
524,524,Fixo,24479.72,1636.36,2026-03-09,Quitado
525,525,Fixo,30940.94,7061.7,2026-06-09,Em atraso
526,526,Hora,10445.68,1473.14,2026-04-29,Ativo
527,527,Êxito,38702.26,12386.4,2026-01-28,Quitado
528,528,Fixo,18155.72,2141.38,2025-07-04,Quitado
529,529,Fixo,40010.38,8849.76,2026-04-24,Quitado
530,530,Misto,2553.98,603.05,2026-01-11,Ativo
531,531,Hora,32033.63,367.35,2025-08-31,Quitado
532,532,Fixo,16310.33,5400.24,2025-09-02,Em atraso
533,533,Êxito,35533.48,11990.61,2025-11-14,Ativo
534,534,Êxito,15330.14,5076.46,2026-05-21,Ativo
535,535,Misto,23803.17,4490.15,2025-07-21,Em atraso
536,536,Hora,10980.33,1000.31,2025-09-07,Quitado
537,537,Misto,20277.78,3156.9,2026-04-28,Em atraso
538,538,Misto,39231.7,111.1,2025-09-13,Em atraso
539,539,Misto,2693.81,878.27,2026-03-28,Quitado
540,540,Hora,9576.94,356.78,2026-04-21,Quitado
541,541,Misto,32256.75,10270.3,2026-05-25,Em atraso
542,542,Fixo,29026.86,2558.86,2025-11-17,Em atraso
543,543,Êxito,43609.54,1207.16,2025-08-05,Ativo
544,544,Misto,43278.96,8667.57,2025-10-12,Ativo
545,545,Êxito,17061.55,2821.21,2025-08-31,Quitado
546,546,Misto,26862.1,8748.85,2026-02-23,Em atraso
547,547,Êxito,11110.6,1897.67,2025-08-07,Ativo
548,548,Êxito,25067.34,254.57,2026-06-28,Ativo
549,549,Êxito,27812.71,7371.14,2026-04-17,Quitado
550,550,Hora,8917.48,670.64,2026-05-21,Em atraso
551,551,Fixo,15256.42,1063.88,2025-10-29,Quitado
552,552,Fixo,25522.04,8062.55,2026-01-25,Ativo
553,553,Fixo,31646.6,10891.33,2025-11-19,Quitado
554,554,Fixo,37829.25,294.27,2025-08-11,Em atraso
555,555,Fixo,32967.76,3743.78,2026-03-14,Ativo
556,556,Fixo,21267.73,2958.25,2025-12-07,Ativo
557,557,Fixo,23957.53,5854.77,2025-10-05,Ativo
558,558,Misto,20302.62,5552.18,2026-02-21,Em atraso
559,559,Misto,33900.06,366.13,2026-05-07,Em atraso
560,560,Êxito,27408.25,6390.24,2025-11-16,Ativo
561,561,Fixo,10837.69,1549.8,2025-08-27,Quitado
562,562,Êxito,5800.61,2022.99,2025-09-13,Ativo
563,563,Hora,2373.53,561.97,2026-03-14,Ativo
564,564,Misto,17910.78,5994.99,2025-10-17,Quitado
565,565,Misto,25075.98,1504.92,2025-11-22,Quitado
566,566,Hora,25604.44,2743.75,2025-07-07,Em atraso
567,567,Misto,31454.92,3944.26,2025-07-21,Quitado
568,568,Fixo,17669.0,466.59,2025-08-25,Quitado
569,569,Hora,15783.32,1202.19,2026-01-29,Ativo
570,570,Êxito,19363.96,4985.3,2026-04-26,Quitado
571,571,Hora,31562.67,1202.3,2025-12-21,Em atraso
572,572,Hora,20465.47,1599.58,2026-02-27,Em atraso
573,573,Misto,1981.02,150.82,2025-12-29,Quitado
574,574,Misto,27803.01,739.44,2026-03-18,Em atraso
575,575,Fixo,18363.23,133.11,2025-09-11,Ativo
576,576,Fixo,31810.14,10757.71,2026-02-14,Em atraso
577,577,Misto,33462.56,4636.35,2026-01-09,Em atraso
578,578,Êxito,29667.44,2022.76,2025-10-14,Quitado
579,579,Misto,30605.58,4546.78,2025-10-31,Ativo
580,580,Fixo,35482.1,4423.17,2025-12-13,Ativo
581,581,Fixo,5517.66,595.18,2026-05-13,Em atraso
582,582,Fixo,32709.34,3529.51,2025-10-08,Quitado
583,583,Hora,30143.48,4348.37,2025-09-29,Quitado
584,584,Misto,44571.26,8298.11,2025-10-30,Quitado
585,585,Êxito,44439.34,9843.49,2026-03-21,Ativo
586,586,Hora,29262.89,6959.19,2025-09-15,Quitado
587,587,Misto,40920.01,1453.01,2026-02-26,Ativo
588,588,Hora,26297.39,5151.61,2025-07-05,Em atraso
589,589,Fixo,17912.5,3164.74,2026-05-08,Em atraso
590,590,Hora,22443.92,7725.59,2025-12-11,Quitado
591,591,Misto,44808.79,9392.26,2026-03-19,Em atraso
592,592,Hora,2908.98,284.39,2025-08-18,Ativo
593,593,Fixo,3118.22,170.56,2026-03-11,Ativo
594,594,Êxito,5657.61,603.53,2026-01-22,Ativo
595,595,Hora,43787.45,5934.1,2025-10-01,Quitado
596,596,Êxito,44096.45,1085.14,2026-04-12,Ativo
597,597,Misto,13479.58,4058.66,2026-05-23,Quitado
598,598,Hora,3388.97,912.39,2025-11-11,Ativo
599,599,Misto,34869.38,4647.77,2025-11-10,Quitado
600,600,Êxito,39105.41,456.67,2026-04-26,Ativo
601,601,Êxito,43457.67,11302.52,2025-08-29,Quitado
602,602,Fixo,3453.08,111.32,2025-11-25,Em atraso
603,603,Misto,15787.19,3527.58,2026-02-13,Quitado
604,604,Misto,23503.93,6050.78,2025-10-07,Em atraso
605,605,Hora,40833.04,1843.75,2026-04-11,Quitado
606,606,Misto,18296.84,2278.12,2026-03-15,Em atraso
607,607,Misto,15584.47,1210.65,2025-07-13,Ativo
608,608,Êxito,29374.73,1095.95,2026-02-12,Em atraso
609,609,Êxito,42020.69,480.02,2025-07-19,Em atraso
610,610,Hora,24194.12,5496.5,2025-07-10,Em atraso
611,611,Fixo,26591.75,4286.25,2025-10-21,Em atraso
612,612,Misto,36052.74,6301.08,2025-12-03,Em atraso
613,613,Êxito,21199.18,2538.79,2026-06-30,Ativo
614,614,Êxito,33273.51,9987.49,2025-12-24,Em atraso
615,615,Misto,11831.83,1002.1,2025-11-08,Em atraso
616,616,Fixo,13495.33,3062.48,2025-10-07,Quitado
617,617,Hora,5608.42,140.67,2026-06-06,Em atraso
618,618,Hora,22689.67,7348.15,2026-05-28,Em atraso
619,619,Fixo,32165.42,4052.99,2026-02-17,Em atraso
620,620,Misto,39558.37,6326.73,2025-10-27,Quitado
621,621,Misto,35023.55,10494.13,2025-11-27,Em atraso
622,622,Misto,44238.66,3345.4,2026-02-11,Quitado
623,623,Misto,32575.19,8056.18,2025-07-19,Ativo
624,624,Misto,9027.15,1996.15,2025-07-01,Em atraso
625,625,Fixo,33015.62,6073.54,2026-06-17,Ativo
626,626,Fixo,31829.07,3869.11,2026-05-04,Ativo
627,627,Misto,15314.01,807.38,2025-11-19,Ativo
628,628,Hora,41083.6,10289.68,2025-09-08,Quitado
629,629,Fixo,8873.37,378.31,2025-09-09,Em atraso
630,630,Misto,44015.86,9334.16,2025-08-05,Quitado
631,631,Êxito,41696.12,1355.1,2026-02-14,Ativo
632,632,Misto,38102.33,2069.95,2026-03-05,Quitado
633,633,Fixo,30130.62,9259.47,2026-01-02,Em atraso
634,634,Fixo,23866.46,3217.68,2026-01-21,Em atraso
635,635,Fixo,10764.18,2476.85,2026-02-21,Quitado
636,636,Fixo,14259.37,3408.34,2025-07-10,Ativo
637,637,Fixo,29196.08,6620.86,2025-10-10,Em atraso
638,638,Hora,6145.72,1668.27,2025-08-06,Quitado
639,639,Hora,26422.85,3074.01,2026-03-08,Quitado
640,640,Misto,36032.9,9893.11,2026-01-19,Ativo
641,641,Hora,40281.75,5075.94,2025-08-28,Quitado
642,642,Êxito,22445.66,2045.03,2026-01-24,Em atraso
643,643,Êxito,11432.79,2902.21,2026-06-19,Em atraso
644,644,Misto,11018.82,844.99,2026-03-13,Quitado
645,645,Misto,35861.33,578.41,2025-10-26,Ativo
646,646,Hora,19220.35,1037.23,2026-04-20,Ativo
647,647,Fixo,30537.16,5070.7,2026-02-14,Em atraso
648,648,Fixo,39269.88,6381.86,2026-06-25,Quitado
649,649,Êxito,24702.64,4745.68,2025-12-04,Quitado
650,650,Misto,16443.13,5417.95,2026-05-16,Ativo
651,651,Hora,27356.28,4303.79,2025-11-03,Quitado
652,652,Hora,27633.68,9104.88,2025-07-07,Em atraso
653,653,Fixo,44378.39,916.19,2025-12-07,Em atraso
654,654,Êxito,34441.32,10406.66,2026-01-05,Em atraso
655,655,Misto,17914.12,4825.79,2025-10-03,Ativo
656,656,Êxito,29217.43,7499.19,2025-09-23,Em atraso
657,657,Hora,43703.83,4208.42,2025-12-04,Quitado
658,658,Hora,19780.93,6677.62,2025-11-16,Em atraso
659,659,Fixo,35518.51,10805.8,2026-06-01,Ativo
660,660,Êxito,44631.38,7646.71,2026-02-04,Quitado
661,661,Hora,30936.21,7463.34,2025-11-26,Ativo
662,662,Fixo,12055.41,3710.31,2025-11-01,Ativo
663,663,Hora,10485.24,1432.86,2025-08-31,Em atraso
664,664,Misto,3857.07,981.89,2025-10-22,Quitado
665,665,Êxito,39364.54,8573.5,2026-05-21,Em atraso
666,666,Êxito,14674.78,411.7,2026-03-10,Em atraso
667,667,Êxito,18551.17,1157.47,2025-07-17,Ativo
668,668,Fixo,13454.34,4248.78,2025-12-31,Ativo
669,669,Fixo,19670.64,6720.75,2026-05-26,Em atraso
670,670,Fixo,22607.51,5960.9,2025-07-30,Quitado
671,671,Fixo,23374.43,1687.2,2025-09-18,Em atraso
672,672,Fixo,3712.38,551.62,2025-08-15,Em atraso
673,673,Êxito,39441.23,13089.62,2025-09-01,Em atraso
674,674,Fixo,12694.18,3729.78,2025-12-14,Ativo
675,675,Hora,22325.26,88.16,2025-11-27,Ativo
676,676,Misto,10106.49,2504.63,2025-09-17,Em atraso
677,677,Hora,13028.99,1419.62,2026-04-18,Quitado
678,678,Êxito,18628.44,3903.55,2025-12-12,Em atraso
679,679,Fixo,39234.28,3576.7,2025-10-05,Ativo
680,680,Hora,21045.17,2226.73,2026-05-27,Quitado
681,681,Êxito,20754.29,3371.55,2025-08-14,Quitado
682,682,Fixo,3737.9,214.31,2025-11-07,Quitado
683,683,Êxito,31299.95,6351.68,2026-03-04,Ativo
684,684,Êxito,38663.33,6622.13,2025-12-21,Ativo
685,685,Hora,29114.39,7977.66,2026-05-31,Ativo
686,686,Hora,38755.09,6145.84,2026-01-03,Quitado
687,687,Misto,32573.84,2267.35,2026-01-01,Quitado
688,688,Êxito,25497.29,5781.31,2026-03-07,Em atraso
689,689,Êxito,37207.41,1194.32,2025-09-09,Em atraso
690,690,Misto,30928.45,2228.72,2025-10-01,Ativo
691,691,Fixo,37581.28,2911.0,2025-10-21,Quitado
692,692,Êxito,33698.94,8429.12,2025-07-10,Ativo
693,693,Hora,41245.41,6883.74,2025-12-27,Em atraso
694,694,Hora,18644.16,6349.32,2026-02-14,Quitado
695,695,Êxito,23566.34,1077.49,2026-02-17,Quitado
696,696,Hora,24663.04,2145.06,2025-10-15,Em atraso
697,697,Misto,32089.37,11058.36,2025-08-01,Em atraso
698,698,Hora,23870.41,4338.01,2026-03-21,Ativo
699,699,Hora,22834.75,1927.44,2025-12-04,Quitado
700,700,Hora,44439.95,11050.82,2026-05-19,Ativo
701,701,Fixo,7863.63,424.21,2025-12-09,Em atraso
702,702,Fixo,5766.9,316.97,2026-05-10,Em atraso
703,703,Êxito,3324.58,844.15,2026-04-25,Ativo
704,704,Misto,23377.39,2467.31,2025-08-12,Ativo
705,705,Misto,10326.68,3308.58,2026-01-29,Ativo
706,706,Misto,5460.97,632.65,2025-10-23,Quitado
707,707,Misto,25231.24,8254.93,2025-07-23,Em atraso
708,708,Fixo,41186.28,9790.81,2026-05-31,Ativo
709,709,Misto,14610.72,3854.14,2026-03-01,Em atraso
710,710,Êxito,38572.84,7255.7,2026-05-03,Em atraso
711,711,Êxito,29613.77,1637.38,2026-03-27,Em atraso
712,712,Misto,31422.82,1894.58,2025-07-13,Quitado
713,713,Misto,30934.62,7982.92,2026-01-27,Quitado
714,714,Hora,18994.65,6371.22,2025-09-01,Quitado
715,715,Êxito,34541.96,7528.35,2026-03-13,Quitado
716,716,Hora,5589.18,1654.32,2025-08-14,Em atraso
717,717,Fixo,44463.78,6089.63,2025-08-23,Ativo
718,718,Êxito,15464.68,5062.99,2026-06-27,Quitado
719,719,Misto,10549.13,2981.33,2026-03-27,Quitado
720,720,Fixo,31036.28,3056.42,2025-10-19,Quitado
721,721,Êxito,34916.13,2296.42,2026-02-25,Em atraso
722,722,Misto,17574.71,3604.42,2025-08-26,Ativo
723,723,Fixo,5510.61,1145.72,2026-03-14,Em atraso
724,724,Misto,32249.27,3900.93,2025-08-21,Ativo
725,725,Hora,36111.63,11037.48,2025-09-02,Quitado
726,726,Hora,41765.25,3374.53,2025-11-18,Quitado
727,727,Hora,38730.69,2049.68,2025-11-10,Quitado
728,728,Fixo,6390.33,429.37,2026-01-14,Ativo
729,729,Fixo,42111.79,3284.04,2025-08-14,Quitado
730,730,Êxito,41977.69,10517.52,2025-08-28,Quitado
731,731,Misto,17837.74,4840.49,2025-11-15,Em atraso
732,732,Fixo,39416.69,5691.05,2025-09-10,Ativo
733,733,Fixo,16751.55,5791.92,2025-08-21,Ativo
734,734,Hora,16897.85,3950.58,2026-03-17,Quitado
735,735,Misto,2572.24,810.5,2026-05-21,Ativo
736,736,Êxito,44965.5,8083.78,2025-11-27,Em atraso
737,737,Hora,12375.27,1422.03,2026-03-09,Ativo
738,738,Misto,5776.25,1280.52,2026-06-13,Ativo
739,739,Êxito,11479.96,2442.66,2025-12-08,Ativo
740,740,Hora,8127.22,715.13,2026-06-11,Em atraso
741,741,Misto,5718.5,1146.35,2026-04-08,Em atraso
742,742,Fixo,19315.36,2268.87,2025-08-24,Em atraso
743,743,Misto,6344.39,1909.26,2026-01-08,Quitado
744,744,Fixo,5367.3,169.89,2026-02-01,Ativo
745,745,Misto,21779.18,1853.12,2025-11-14,Em atraso
746,746,Misto,19207.11,177.88,2026-04-26,Quitado
747,747,Hora,32893.74,5831.88,2025-09-30,Em atraso
748,748,Misto,30344.18,4006.36,2026-05-17,Em atraso
749,749,Misto,9731.96,2591.03,2026-06-26,Em atraso
750,750,Êxito,28374.61,3263.76,2026-03-07,Quitado
751,751,Hora,27446.61,7588.23,2026-05-02,Ativo
752,752,Fixo,20234.13,5877.62,2026-03-13,Em atraso
753,753,Misto,44305.54,14870.63,2025-07-13,Quitado
754,754,Êxito,15760.86,4466.49,2026-04-27,Ativo
755,755,Fixo,2515.48,795.61,2025-10-01,Ativo
756,756,Êxito,18964.72,1087.56,2025-07-11,Quitado
757,757,Fixo,38188.55,7903.34,2026-03-02,Quitado
758,758,Êxito,19238.98,3513.65,2026-04-13,Ativo
759,759,Êxito,19535.64,242.34,2025-12-04,Em atraso
760,760,Misto,22693.35,2469.7,2026-02-18,Ativo
761,761,Êxito,13685.07,126.87,2026-01-06,Quitado
762,762,Fixo,42072.56,2380.53,2025-10-27,Ativo
763,763,Êxito,23574.49,7028.57,2026-03-09,Quitado
764,764,Êxito,38384.5,12409.35,2025-08-11,Ativo
765,765,Êxito,43253.65,14269.73,2025-12-18,Ativo
766,766,Fixo,25513.55,5110.81,2026-06-18,Quitado
767,767,Êxito,10525.5,2419.46,2025-08-29,Em atraso
768,768,Fixo,12974.29,3192.55,2025-10-28,Quitado
769,769,Êxito,13379.19,1931.57,2025-12-17,Em atraso
770,770,Hora,26994.42,5246.7,2026-04-01,Quitado
771,771,Fixo,32752.04,7676.83,2025-10-17,Quitado
772,772,Misto,31973.66,499.25,2026-03-31,Quitado
773,773,Fixo,40280.98,12745.79,2026-02-12,Quitado
774,774,Hora,14503.92,1742.52,2025-07-10,Quitado
775,775,Hora,22695.71,266.56,2025-10-15,Em atraso
776,776,Hora,30285.36,5495.77,2025-11-21,Em atraso
777,777,Êxito,33774.69,8031.77,2025-10-07,Ativo
778,778,Êxito,31639.29,6317.51,2025-12-16,Em atraso
779,779,Fixo,28426.88,9725.63,2026-03-16,Quitado
780,780,Êxito,27998.24,7760.87,2025-10-08,Quitado
781,781,Fixo,2467.15,592.31,2025-11-02,Quitado
782,782,Misto,34823.04,229.13,2026-03-15,Ativo
783,783,Fixo,6656.22,928.93,2026-02-09,Quitado
784,784,Hora,41086.34,7038.7,2026-03-09,Quitado
785,785,Fixo,17921.08,220.53,2025-12-19,Em atraso
786,786,Hora,35696.98,11054.06,2025-09-19,Quitado
787,787,Fixo,34464.55,11029.02,2025-12-21,Quitado
788,788,Misto,20958.82,4271.11,2025-11-24,Em atraso
789,789,Misto,33641.54,1337.32,2025-12-27,Ativo
790,790,Êxito,21094.69,192.57,2026-03-18,Ativo
791,791,Fixo,31476.44,1553.67,2026-04-01,Quitado
792,792,Hora,17277.43,1894.42,2026-06-24,Em atraso
793,793,Hora,1975.19,188.6,2026-02-16,Quitado
794,794,Misto,26394.51,8136.31,2026-03-10,Ativo
795,795,Hora,22603.98,5745.7,2025-09-17,Em atraso
796,796,Êxito,21495.63,4026.92,2025-12-06,Em atraso
797,797,Misto,19315.61,6405.29,2025-07-05,Quitado
798,798,Misto,9543.83,1848.65,2025-07-09,Ativo
799,799,Êxito,25564.81,2920.09,2026-01-09,Ativo
800,800,Hora,37094.83,7915.15,2025-08-09,Em atraso
801,801,Hora,37940.61,11706.15,2025-10-13,Ativo
802,802,Fixo,21830.44,5877.28,2026-04-13,Ativo
803,803,Fixo,26882.71,4766.94,2025-07-10,Em atraso
804,804,Fixo,10081.47,3085.37,2025-09-12,Ativo
805,805,Fixo,15662.76,2826.06,2026-05-08,Quitado
806,806,Hora,37512.85,10335.7,2026-02-11,Quitado
807,807,Êxito,16505.65,4992.3,2025-12-11,Em atraso
808,808,Êxito,14976.57,2871.19,2026-01-02,Ativo
809,809,Hora,30139.31,7083.02,2025-10-29,Ativo
810,810,Hora,9956.4,632.59,2026-01-11,Ativo
811,811,Êxito,31693.22,9541.98,2025-12-14,Em atraso
812,812,Misto,21909.79,3360.46,2026-05-28,Em atraso
813,813,Misto,39952.56,11382.19,2025-07-22,Quitado
814,814,Misto,12474.62,1192.51,2025-08-02,Quitado
815,815,Hora,28414.86,1380.16,2026-02-03,Quitado
816,816,Êxito,17994.46,1091.73,2026-05-01,Em atraso
817,817,Hora,33884.64,10568.04,2025-10-07,Quitado
818,818,Hora,34979.14,8897.4,2026-04-17,Ativo
819,819,Êxito,23795.47,6502.48,2025-07-30,Em atraso
820,820,Misto,41079.75,5863.34,2025-11-19,Em atraso
821,821,Êxito,21274.3,4343.08,2026-04-23,Ativo
822,822,Êxito,25113.95,7176.49,2026-01-27,Ativo
823,823,Fixo,9772.97,961.15,2026-01-26,Em atraso
824,824,Misto,25712.06,4269.33,2025-12-11,Ativo
825,825,Fixo,18837.04,1440.86,2025-11-11,Quitado
826,826,Fixo,24583.9,1020.14,2026-05-11,Quitado
827,827,Fixo,11689.25,4062.68,2026-06-25,Quitado
828,828,Êxito,34079.51,8900.05,2025-10-04,Quitado
829,829,Êxito,27896.45,7634.3,2026-04-26,Ativo
830,830,Misto,9674.91,670.05,2026-04-22,Ativo
831,831,Misto,12433.68,3033.12,2025-11-09,Em atraso
832,832,Misto,36075.57,11501.4,2025-10-17,Quitado
833,833,Fixo,16076.59,5499.78,2026-02-09,Quitado
834,834,Fixo,36450.57,4831.06,2026-05-10,Quitado
835,835,Fixo,43152.98,5605.92,2026-03-09,Em atraso
836,836,Êxito,28842.89,7684.85,2025-11-21,Quitado
837,837,Êxito,36248.54,3942.94,2025-08-11,Quitado
838,838,Êxito,28425.31,1790.24,2026-04-28,Ativo
839,839,Fixo,29808.65,4660.85,2025-10-05,Quitado
840,840,Misto,7650.6,1297.44,2025-08-21,Quitado
841,841,Fixo,7050.63,514.46,2025-10-23,Quitado
842,842,Êxito,36172.04,12538.44,2026-02-13,Em atraso
843,843,Hora,5134.4,1694.94,2026-01-04,Quitado
844,844,Hora,8881.25,3080.83,2025-12-22,Ativo
845,845,Êxito,38358.77,1245.54,2025-11-22,Quitado
846,846,Êxito,24870.3,3729.86,2026-04-18,Em atraso
847,847,Êxito,11641.43,1674.18,2025-11-14,Quitado
848,848,Êxito,20874.12,3309.63,2026-03-26,Quitado
849,849,Fixo,14129.68,3372.84,2026-04-05,Ativo
850,850,Fixo,30233.53,3961.28,2026-06-05,Ativo
851,851,Misto,39496.84,11683.26,2026-04-19,Quitado
852,852,Hora,4008.98,1179.35,2026-05-24,Ativo
853,853,Êxito,1543.86,523.51,2025-07-27,Em atraso
854,854,Hora,24063.27,3925.57,2026-01-05,Em atraso
855,855,Êxito,39622.97,11687.14,2026-03-23,Em atraso
856,856,Êxito,38173.76,8227.12,2026-04-10,Em atraso
857,857,Êxito,3503.09,40.55,2025-08-14,Em atraso
858,858,Fixo,24793.03,7355.15,2026-06-11,Quitado
859,859,Misto,5193.25,1710.33,2026-02-03,Quitado
860,860,Fixo,37272.41,10319.77,2025-12-02,Quitado
861,861,Misto,38425.21,335.66,2026-02-24,Em atraso
862,862,Fixo,24478.22,4940.39,2025-09-25,Em atraso
863,863,Misto,14855.07,4514.9,2025-07-24,Em atraso
864,864,Êxito,4072.92,490.66,2025-07-31,Quitado
865,865,Misto,32579.47,2375.38,2025-10-27,Em atraso
866,866,Misto,2143.2,82.15,2026-01-30,Ativo
867,867,Hora,27468.56,1863.33,2025-11-03,Quitado
868,868,Hora,2515.42,58.52,2026-04-17,Ativo
869,869,Êxito,19163.95,5162.74,2026-01-31,Em atraso
870,870,Hora,14999.9,63.94,2026-01-09,Ativo
871,871,Fixo,21880.18,5225.78,2025-11-14,Quitado
872,872,Êxito,29731.61,10339.99,2026-01-25,Em atraso
873,873,Fixo,34468.74,11144.31,2026-06-07,Quitado
874,874,Fixo,7838.31,1193.45,2026-05-03,Em atraso
875,875,Misto,42653.64,316.37,2025-08-21,Quitado
876,876,Misto,20417.24,2576.03,2026-06-30,Ativo
877,877,Fixo,20337.31,2450.81,2025-08-15,Ativo
878,878,Êxito,9226.49,3083.62,2025-08-16,Em atraso
879,879,Fixo,35180.41,9685.31,2025-08-03,Quitado
880,880,Misto,5845.85,145.13,2026-03-27,Ativo
881,881,Fixo,20588.56,3956.7,2026-06-08,Quitado
882,882,Êxito,44379.09,14437.19,2026-01-17,Ativo
883,883,Misto,3339.3,542.64,2026-05-08,Em atraso
884,884,Êxito,38876.76,9821.48,2025-08-08,Ativo
885,885,Êxito,13273.01,1512.65,2026-03-03,Ativo
886,886,Fixo,25596.59,7167.32,2025-09-08,Ativo
887,887,Misto,9505.18,3240.24,2025-10-05,Em atraso
888,888,Misto,26057.61,5718.24,2026-03-05,Em atraso
889,889,Misto,39752.91,5886.87,2025-09-14,Quitado
890,890,Hora,8150.49,1326.54,2025-07-11,Ativo
891,891,Misto,30551.89,8010.29,2026-05-26,Em atraso
892,892,Êxito,44968.14,13397.88,2025-10-28,Ativo
893,893,Misto,24006.06,1304.59,2025-09-29,Quitado
894,894,Êxito,24510.71,4405.73,2026-04-24,Em atraso
895,895,Êxito,14673.58,2568.9,2025-09-15,Ativo
896,896,Êxito,13423.86,823.05,2026-04-28,Em atraso
897,897,Êxito,37333.18,1320.36,2025-10-31,Em atraso
898,898,Hora,42694.34,13558.34,2025-10-21,Quitado
899,899,Êxito,29971.51,7325.84,2026-06-09,Quitado
900,900,Misto,25170.29,512.11,2025-08-21,Em atraso
901,901,Fixo,4638.29,1389.2,2026-06-25,Em atraso
902,902,Misto,21188.17,4950.11,2025-08-10,Quitado
903,903,Misto,24847.77,178.44,2026-03-31,Em atraso
904,904,Fixo,29023.0,30.61,2026-01-14,Quitado
905,905,Misto,34304.37,10353.41,2025-07-26,Ativo
906,906,Êxito,44871.17,12555.9,2025-07-21,Ativo
907,907,Fixo,1916.25,533.58,2026-05-04,Quitado
908,908,Hora,17730.35,5046.87,2026-01-10,Ativo
