diagnostico_id;os_id;defeito_relatado;causa;taxa_diagnostico;data_diagnostico
944;944;Não liga;Desgaste;208,63;2026-02-17
945;945;Sem imagem;Impacto;79,1;2025-10-15
946;946;Superaquecimento;Oxidação;59,82;2026-04-02
947;947;Falha de rede;Componente queimado;205,55;2026-04-07
948;948;Não liga;Impacto;109,86;2026-06-04
949;949;Não carrega;Desgaste;222,68;2026-06-07
950;950;Lento;Oxidação;212,57;2025-08-13
951;951;Não liga;Software;31,35;2026-04-03
952;952;Superaquecimento;Componente queimado;110,8;2026-02-21
953;953;Ruído;Software;39,84;2026-03-06
954;954;Tela quebrada;Software;239,66;2026-04-26
955;955;Falha de rede;Desgaste;246,34;2025-11-29
956;956;Lento;Componente queimado;116,13;2026-01-14
957;957;Lento;Oxidação;93,01;2025-11-29
958;958;Lento;Oxidação;235,83;2026-04-25
959;959;Não carrega;Componente queimado;186,86;2025-08-06
960;960;Ruído;Impacto;178,84;2026-03-12
961;961;Tela quebrada;Desgaste;181,42;2025-11-23
962;962;Não carrega;Oxidação;33,32;2026-04-05
963;963;Não carrega;Impacto;125,66;2025-10-19
964;964;Lento;Componente queimado;102,6;2025-08-08
965;965;Superaquecimento;Software;63,04;2026-04-22
966;966;Falha de rede;Componente queimado;219,97;2026-05-27
967;967;Superaquecimento;Software;235,0;2025-12-18
968;968;Não carrega;Impacto;52,33;2025-09-02
969;969;Sem imagem;Oxidação;216,82;2025-11-29
970;970;Tela quebrada;Impacto;187,97;2026-06-05
971;971;Tela quebrada;Desgaste;77,62;2025-08-21
972;972;Superaquecimento;Software;190,03;2025-11-09
973;973;Sem imagem;Oxidação;36,48;2026-02-14
974;974;Falha de rede;Software;62,51;2025-12-13
975;975;Não carrega;Software;236,27;2026-06-03
976;976;Sem imagem;Oxidação;159,41;2025-09-24
977;977;Lento;Componente queimado;78,88;2026-06-09
978;978;Não carrega;Oxidação;193,02;2026-01-20
979;979;Não liga;Componente queimado;135,72;2026-03-27
980;980;Tela quebrada;Impacto;110,99;2026-02-08
981;981;Falha de rede;Impacto;32,06;2025-10-17
982;982;Não liga;Oxidação;48,35;2026-02-25
983;983;Não carrega;Componente queimado;186,58;2025-07-25
984;984;Não liga;Desgaste;193,47;2025-10-13
985;985;Falha de rede;Oxidação;78,56;2026-02-26
986;986;Sem imagem;Desgaste;190,07;2026-06-13
987;987;Ruído;Impacto;195,13;2025-11-21
988;988;Tela quebrada;Software;221,32;2026-06-16
989;989;Não carrega;Desgaste;45,19;2025-07-08
990;990;Tela quebrada;Oxidação;229,66;2025-12-20
991;991;Não carrega;Impacto;138,79;2026-05-26
992;992;Sem imagem;Desgaste;101,79;2026-03-28
993;993;Superaquecimento;Software;212,11;2025-07-04
994;994;Sem imagem;Desgaste;222,29;2026-02-17
995;995;Ruído;Oxidação;79,24;2026-05-03
996;996;Lento;Componente queimado;192,77;2025-12-26
997;997;Tela quebrada;Software;46,33;2026-02-06
998;998;Sem imagem;Componente queimado;68,71;2025-07-16
999;999;Ruído;Software;159,7;2025-12-25
1000;1000;Não carrega;Componente queimado;47,93;2026-03-11
1001;1001;Ruído;Componente queimado;98,59;2026-05-18
1002;1002;Superaquecimento;Desgaste;71,2;2025-09-28
1003;1003;Ruído;Componente queimado;221,57;2025-09-15
1004;1004;Falha de rede;Desgaste;226,46;2025-11-09
1005;1005;Lento;Desgaste;56,52;2026-04-28
1006;1006;Superaquecimento;Impacto;92,48;2026-01-01
1007;1007;Falha de rede;Impacto;187,55;2026-02-23
1008;1008;Sem imagem;Software;248,58;2026-01-25
1009;1009;Falha de rede;Desgaste;192,69;2025-09-11
1010;1010;Superaquecimento;Software;48,72;2025-08-12
1011;1011;Ruído;Software;225,99;2026-04-28
1012;1012;Lento;Desgaste;103,44;2025-09-08
1013;1013;Não carrega;Oxidação;137,1;2025-10-20
1014;1014;Não liga;Componente queimado;199,6;2026-02-15
1015;1015;Tela quebrada;Desgaste;76,07;2025-07-26
1016;1016;Lento;Oxidação;52,48;2025-11-25
1017;1017;Superaquecimento;Impacto;188,88;2026-03-16
1018;1018;Não liga;Desgaste;236,04;2025-07-16
1019;1019;Falha de rede;Componente queimado;144,41;2026-04-26
1020;1020;Falha de rede;Oxidação;56,01;2025-11-01
1021;1021;Não carrega;Desgaste;43,78;2026-02-27
1022;1022;Ruído;Componente queimado;221,96;2025-10-25
1023;1023;Falha de rede;Componente queimado;111,78;2025-08-07
1024;1024;Tela quebrada;Impacto;56,14;2026-06-02
1025;1025;Tela quebrada;Software;232,46;2026-01-19
1026;1026;Lento;Impacto;163,12;2026-03-18
1027;1027;Sem imagem;Impacto;104,78;2026-03-04
1028;1028;Ruído;Oxidação;143,59;2026-01-07
1029;1029;Não liga;Impacto;110,88;2026-06-09
1030;1030;Superaquecimento;Oxidação;101,86;2026-04-09
1031;1031;Tela quebrada;Desgaste;114,85;2026-03-09
1032;1032;Ruído;Oxidação;157,75;2025-07-20
1033;1033;Ruído;Impacto;165,95;2026-01-17
1034;1034;Ruído;Software;75,48;2026-05-28
1035;1035;Tela quebrada;Software;92,1;2026-05-28
1036;1036;Tela quebrada;Oxidação;145,36;2026-05-12
1037;1037;Não carrega;Software;95,25;2026-01-01
1038;1038;Lento;Impacto;170,14;2025-10-14
1039;1039;Tela quebrada;Desgaste;188,21;2026-06-24
1040;1040;Não liga;Oxidação;151,21;2025-08-03
1041;1041;Falha de rede;Componente queimado;121,26;2025-10-09
1042;1042;Sem imagem;Desgaste;242,3;2026-03-25
1043;1043;Não carrega;Impacto;161,39;2025-10-06
1044;1044;Não liga;Software;207,79;2026-02-02
1045;1045;Tela quebrada;Software;88,02;2026-06-03
1046;1046;Ruído;Impacto;135,63;2026-03-21
1047;1047;Tela quebrada;Impacto;92,63;2025-07-12
1048;1048;Lento;Impacto;75,09;2026-03-26
1049;1049;Não carrega;Oxidação;225,56;2026-01-05
1050;1050;Superaquecimento;Software;50,35;2025-12-15
1051;1051;Lento;Desgaste;243,58;2026-01-15
1052;1052;Lento;Software;223,37;2026-05-28
1053;1053;Lento;Desgaste;43,82;2025-10-01
1054;1054;Não carrega;Software;109,44;2026-02-09
1055;1055;Superaquecimento;Componente queimado;77,21;2025-08-19
1056;1056;Não carrega;Desgaste;174,47;2025-11-28
1057;1057;Falha de rede;Oxidação;53,16;2026-02-02
1058;1058;Lento;Desgaste;138,45;2026-03-24
1059;1059;Falha de rede;Software;232,86;2026-05-30
1060;1060;Tela quebrada;Software;197,92;2025-09-04
1061;1061;Não carrega;Software;76,82;2026-03-30
1062;1062;Tela quebrada;Desgaste;38,59;2026-03-15
1063;1063;Sem imagem;Desgaste;38,4;2025-11-06
1064;1064;Falha de rede;Software;141,3;2025-12-09
1065;1065;Sem imagem;Componente queimado;247,28;2026-03-26
1066;1066;Não carrega;Oxidação;125,02;2026-06-11
1067;1067;Não liga;Software;216,77;2026-03-09
1068;1068;Lento;Desgaste;231,85;2025-11-11
1069;1069;Sem imagem;Impacto;99,88;2026-03-03
1070;1070;Não carrega;Software;116,5;2025-08-15
1071;1071;Sem imagem;Impacto;59,34;2026-03-22
1072;1072;Ruído;Desgaste;123,92;2025-10-25
1073;1073;Ruído;Impacto;89,63;2026-03-02
1074;1074;Tela quebrada;Oxidação;51,86;2026-06-19
1075;1075;Não carrega;Oxidação;41,8;2025-09-27
1076;1076;Lento;Impacto;147,13;2025-07-31
1077;1077;Não carrega;Desgaste;198,89;2025-07-17
1078;1078;Falha de rede;Impacto;33,41;2026-03-07
1079;1079;Não liga;Componente queimado;46,13;2025-09-26
1080;1080;Falha de rede;Impacto;80,78;2025-10-27
1081;1081;Não liga;Impacto;130,73;2025-11-27
1082;1082;Ruído;Software;105,4;2025-08-11
1083;1083;Ruído;Impacto;86,71;2026-06-03
1084;1084;Superaquecimento;Software;109,15;2026-03-17
1085;1085;Falha de rede;Oxidação;138,62;2025-07-25
1086;1086;Tela quebrada;Software;121,07;2026-02-24
1087;1087;Lento;Desgaste;122,95;2025-12-15
1088;1088;Ruído;Impacto;197,0;2026-05-15
1089;1089;Não liga;Software;185,77;2025-07-11
1090;1090;Não carrega;Desgaste;155,94;2025-07-16
1091;1091;Não liga;Componente queimado;141,42;2025-08-08
1092;1092;Falha de rede;Oxidação;31,31;2025-10-30
1093;1093;Superaquecimento;Oxidação;226,75;2025-08-24
1094;1094;Não carrega;Impacto;181,92;2026-03-23
1095;1095;Sem imagem;Desgaste;65,57;2026-06-01
1096;1096;Sem imagem;Oxidação;104,69;2026-04-09
1097;1097;Sem imagem;Oxidação;100,56;2025-09-27
1098;1098;Lento;Desgaste;51,15;2026-03-29
1099;1099;Superaquecimento;Componente queimado;206,63;2025-09-04
1100;1100;Sem imagem;Componente queimado;165,84;2025-11-16
1101;1101;Superaquecimento;Oxidação;71,67;2026-06-16
1102;1102;Ruído;Software;113,54;2026-06-17
1103;1103;Ruído;Impacto;172,79;2026-07-02
1104;1104;Lento;Oxidação;211,49;2025-08-06
1105;1105;Não liga;Oxidação;31,8;2025-12-20
1106;1106;Não carrega;Desgaste;241,17;2025-08-14
1107;1107;Sem imagem;Oxidação;220,57;2025-09-27
1108;1108;Superaquecimento;Software;194,53;2025-11-05
1109;1109;Superaquecimento;Componente queimado;165,79;2025-08-06
1110;1110;Superaquecimento;Componente queimado;238,6;2025-10-12
1111;1111;Não liga;Componente queimado;80,75;2025-10-23
1112;1112;Não carrega;Impacto;76,23;2025-12-07
1113;1113;Sem imagem;Impacto;219,69;2026-01-26
1114;1114;Superaquecimento;Desgaste;62,72;2026-05-21
1115;1115;Sem imagem;Componente queimado;198,63;2026-06-21
1116;1116;Ruído;Impacto;246,46;2026-03-11
1117;1117;Tela quebrada;Componente queimado;227,53;2025-10-18
1118;1118;Tela quebrada;Componente queimado;157,53;2025-09-26
1119;1119;Não carrega;Oxidação;134,39;2026-05-01
1120;1120;Tela quebrada;Oxidação;224,36;2026-01-12
1121;1121;Tela quebrada;Oxidação;218,01;2025-09-03
1122;1122;Lento;Oxidação;85,88;2026-01-19
1123;1123;Sem imagem;Desgaste;209,99;2025-07-04
1124;1124;Lento;Software;45,29;2026-05-26
1125;1125;Não carrega;Oxidação;241,13;2025-12-21
1126;1126;Sem imagem;Software;57,42;2025-09-28
1127;1127;Sem imagem;Software;60,74;2026-05-22
1128;1128;Tela quebrada;Componente queimado;209,35;2025-10-31
1129;1129;Não carrega;Componente queimado;127,51;2025-10-25
1130;1130;Não liga;Oxidação;65,49;2026-02-22
1131;1131;Não carrega;Componente queimado;154,86;2025-11-06
1132;1132;Tela quebrada;Oxidação;146,62;2026-06-03
1133;1133;Superaquecimento;Impacto;204,08;2025-07-21
1134;1134;Lento;Desgaste;90,7;2026-03-04
1135;1135;Não liga;Software;200,83;2026-05-25
1136;1136;Lento;Oxidação;182,85;2025-12-24
1137;1137;Não liga;Software;190,52;2025-11-05
1138;1138;Falha de rede;Impacto;141,17;2026-03-15
1139;1139;Não carrega;Impacto;201,81;2025-11-28
1140;1140;Ruído;Desgaste;218,31;2026-02-22
1141;1141;Sem imagem;Componente queimado;90,9;2026-06-14
1142;1142;Não liga;Componente queimado;222,82;2025-12-21
1143;1143;Superaquecimento;Desgaste;248,65;2025-12-20
1144;1144;Lento;Desgaste;242,55;2026-02-04
1145;1145;Lento;Componente queimado;149,42;2026-04-16
1146;1146;Não liga;Software;200,89;2026-05-01
1147;1147;Superaquecimento;Componente queimado;217,07;2025-09-03
1148;1148;Superaquecimento;Impacto;155,44;2025-07-11
1149;1149;Superaquecimento;Componente queimado;45,08;2026-06-29
1150;1150;Não carrega;Oxidação;74,0;2025-11-01
1151;1151;Lento;Software;206,62;2026-04-05
1152;1152;Tela quebrada;Componente queimado;105,47;2026-01-03
1153;1153;Lento;Impacto;33,76;2026-01-15
1154;1154;Superaquecimento;Oxidação;73,75;2026-01-07
1155;1155;Falha de rede;Componente queimado;190,9;2026-02-12
1156;1156;Superaquecimento;Desgaste;241,52;2026-04-23
1157;1157;Lento;Desgaste;207,45;2026-05-17
1158;1158;Tela quebrada;Impacto;244,03;2025-10-19
1159;1159;Ruído;Software;165,88;2025-11-07
1160;1160;Lento;Componente queimado;42,6;2026-05-15
1161;1161;Não carrega;Desgaste;99,56;2025-10-04
1162;1162;Não liga;Desgaste;226,76;2026-04-28
1163;1163;Falha de rede;Desgaste;71,8;2026-06-10
1164;1164;Ruído;Software;197,38;2026-04-15
1165;1165;Não liga;Componente queimado;241,77;2025-09-29
1166;1166;Ruído;Software;146,7;2025-12-07
1167;1167;Lento;Oxidação;113,13;2025-10-03
1168;1168;Não carrega;Componente queimado;145,87;2026-03-12
1169;1169;Não liga;Oxidação;173,9;2026-03-24
1170;1170;Ruído;Software;218,03;2026-04-08
1171;1171;Lento;Software;214,63;2025-12-06
1172;1172;Não carrega;Desgaste;231,71;2025-07-17
1173;1173;Lento;Desgaste;100,88;2026-02-02
1174;1174;Lento;Componente queimado;115,47;2026-04-07
1175;1175;Não carrega;Componente queimado;242,48;2026-04-12
1176;1176;Ruído;Impacto;122,26;2025-12-21
1177;1177;Falha de rede;Software;195,97;2025-09-10
1178;1178;Tela quebrada;Oxidação;149,15;2025-11-21
1179;1179;Ruído;Desgaste;205,59;2026-06-18
1180;1180;Falha de rede;Software;219,8;2025-10-17
1181;1181;Sem imagem;Oxidação;231,31;2025-10-07
1182;1182;Não carrega;Componente queimado;171,73;2026-04-02
1183;1183;Superaquecimento;Software;57,26;2025-12-30
1184;1184;Ruído;Impacto;180,38;2026-06-29
1185;1185;Lento;Oxidação;196,04;2025-08-12
1186;1186;Ruído;Software;96,08;2026-02-02
1187;1187;Ruído;Software;141,52;2025-10-25
1188;1188;Falha de rede;Componente queimado;140,37;2026-01-22
1189;1189;Lento;Software;35,88;2025-10-17
1190;1190;Ruído;Desgaste;155,37;2025-12-08
1191;1191;Não liga;Componente queimado;234,21;2025-12-12
1192;1192;Não carrega;Impacto;47,15;2026-04-22
1193;1193;Não carrega;Desgaste;30,6;2026-01-07
1194;1194;Falha de rede;Desgaste;33,44;2026-03-26
1195;1195;Ruído;Componente queimado;202,64;2025-08-06
1196;1196;Superaquecimento;Componente queimado;200,84;2025-07-21
1197;1197;Não carrega;Componente queimado;58,54;2025-12-29
1198;1198;Ruído;Impacto;240,45;2026-06-11
1199;1199;Não liga;Impacto;174,63;2026-07-01
1200;1200;Lento;Software;236,46;2026-05-20
1201;1201;Superaquecimento;Impacto;77,04;2025-11-19
1202;1202;Ruído;Componente queimado;106,87;2026-04-09
1203;1203;Superaquecimento;Software;95,36;2025-11-03
1204;1204;Ruído;Componente queimado;199,39;2025-09-30
1205;1205;Sem imagem;Componente queimado;149,54;2026-04-15
1206;1206;Superaquecimento;Oxidação;35,06;2025-12-24
1207;1207;Lento;Desgaste;179,76;2026-02-06
1208;1208;Superaquecimento;Oxidação;63,38;2026-05-02
1209;1209;Lento;Oxidação;132,51;2026-06-03
1210;1210;Falha de rede;Componente queimado;175,91;2026-04-08
1211;1211;Ruído;Componente queimado;66,47;2025-11-07
1212;1212;Não liga;Software;173,39;2025-10-15
1213;1213;Tela quebrada;Impacto;58,8;2025-07-09
1214;1214;Superaquecimento;Impacto;149,59;2026-03-07
1215;1215;Não carrega;Impacto;204,48;2025-09-15
1216;1216;Superaquecimento;Software;158,22;2026-01-26
1217;1217;Não carrega;Desgaste;175,97;2025-11-19
1218;1218;Tela quebrada;Desgaste;82,41;2025-12-29
1219;1219;Lento;Impacto;127,39;2025-09-13
1220;1220;Sem imagem;Impacto;91,77;2025-12-31
1221;1221;Não carrega;Impacto;235,55;2025-08-03
1222;1222;Não liga;Desgaste;117,83;2025-08-19
1223;1223;Ruído;Software;156,32;2026-06-12
1224;1224;Não carrega;Software;156,08;2025-10-21
1225;1225;Falha de rede;Impacto;31,45;2025-07-25
1226;1226;Falha de rede;Componente queimado;57,01;2025-10-02
1227;1227;Não carrega;Impacto;171,05;2026-03-30
1228;1228;Superaquecimento;Software;92,74;2025-08-08
1229;1229;Não liga;Software;163,45;2025-12-08
1230;1230;Sem imagem;Desgaste;46,76;2025-07-28
1231;1231;Tela quebrada;Oxidação;193,52;2026-04-26
1232;1232;Lento;Impacto;241,91;2025-11-01
1233;1233;Ruído;Software;136,93;2026-04-03
1234;1234;Sem imagem;Componente queimado;238,68;2025-11-28
1235;1235;Não carrega;Desgaste;35,38;2026-03-13
1236;1236;Ruído;Impacto;199,09;2025-12-09
1237;1237;Lento;Desgaste;45,32;2026-03-26
1238;1238;Superaquecimento;Oxidação;149,85;2026-04-30
1239;1239;Não carrega;Oxidação;107,57;2026-01-21
1240;1240;Falha de rede;Oxidação;225,31;2026-04-24
1241;1241;Ruído;Componente queimado;179,22;2025-11-22
1242;1242;Não liga;Oxidação;43,23;2026-06-18
1243;1243;Sem imagem;Componente queimado;36,49;2026-01-12
1244;1244;Ruído;Impacto;42,98;2025-09-27
1245;1245;Sem imagem;Componente queimado;137,99;2026-03-12
1246;1246;Tela quebrada;Oxidação;93,18;2026-02-19
1247;1247;Não liga;Impacto;158,33;2026-01-02
1248;1248;Falha de rede;Oxidação;58,43;2025-08-27
1249;1249;Ruído;Oxidação;177,41;2025-08-11
1250;1250;Não liga;Componente queimado;131,79;2025-10-20
1251;1251;Lento;Impacto;153,96;2026-04-04
1252;1252;Superaquecimento;Impacto;96,68;2025-08-14
1253;1253;Não carrega;Oxidação;69,09;2026-01-26
1254;1254;Tela quebrada;Software;235,83;2025-12-01
1255;1255;Lento;Software;203,33;2026-04-28
1256;1256;Superaquecimento;Desgaste;34,74;2026-02-18
1257;1257;Superaquecimento;Desgaste;204,1;2026-01-17
1258;1258;Falha de rede;Software;240,87;2026-04-19
1259;1259;Falha de rede;Software;118,87;2025-11-25
1260;1260;Tela quebrada;Impacto;168,38;2025-11-28
1261;1261;Sem imagem;Software;181,34;2026-01-11
1262;1262;Tela quebrada;Software;229,26;2026-04-21
1263;1263;Lento;Software;99,11;2026-04-14
1264;1264;Lento;Software;165,69;2025-08-09
1265;1265;Superaquecimento;Software;221,81;2025-08-23
1266;1266;Não carrega;Componente queimado;112,46;2026-05-07
1267;1267;Sem imagem;Desgaste;165,23;2025-08-07
1268;1268;Falha de rede;Componente queimado;159,07;2025-11-29
1269;1269;Não liga;Software;158,8;2026-02-11
1270;1270;Tela quebrada;Desgaste;68,29;2026-04-23
1271;1271;Superaquecimento;Desgaste;53,3;2026-03-03
1272;1272;Sem imagem;Oxidação;114,1;2025-10-08
1273;1273;Falha de rede;Software;176,2;2026-01-26
1274;1274;Não liga;Componente queimado;172,2;2025-10-09
1275;1275;Lento;Software;41,27;2025-08-27
1276;1276;Lento;Impacto;42,83;2025-12-03
1277;1277;Sem imagem;Impacto;131,41;2025-12-24
1278;1278;Ruído;Desgaste;217,22;2026-05-02
1279;1279;Falha de rede;Componente queimado;215,63;2026-04-26
1280;1280;Falha de rede;Componente queimado;128,88;2025-11-15
1281;1281;Tela quebrada;Software;196,37;2026-06-20
1282;1282;Ruído;Impacto;74,25;2025-09-01
1283;1283;Ruído;Impacto;58,43;2025-07-10
1284;1284;Não carrega;Desgaste;120,65;2025-07-15
1285;1285;Ruído;Componente queimado;56,07;2026-01-28
1286;1286;Tela quebrada;Impacto;140,01;2026-02-08
1287;1287;Sem imagem;Software;119,48;2025-07-09
1288;1288;Sem imagem;Oxidação;164,77;2026-03-20
1289;1289;Sem imagem;Componente queimado;74,26;2025-12-13
1290;1290;Ruído;Oxidação;198,36;2026-03-23
1291;1291;Não carrega;Componente queimado;99,62;2026-01-28
1292;1292;Superaquecimento;Oxidação;219,32;2026-06-23
1293;1293;Sem imagem;Desgaste;105,01;2025-07-05
1294;1294;Não liga;Componente queimado;128,4;2026-02-12
1295;1295;Sem imagem;Desgaste;229,93;2025-10-17
1296;1296;Falha de rede;Impacto;165,67;2026-01-08
1297;1297;Não carrega;Desgaste;62,86;2026-04-25
1298;1298;Sem imagem;Impacto;42,98;2025-12-11
1299;1299;Não carrega;Desgaste;160,41;2026-01-01
1300;1300;Falha de rede;Componente queimado;216,2;2026-05-07
1301;1301;Não liga;Oxidação;48,51;2026-05-10
1302;1302;Não carrega;Software;159,93;2026-02-06
1303;1303;Sem imagem;Oxidação;243,35;2026-04-04
1304;1304;Falha de rede;Impacto;170,21;2026-06-16
1305;1305;Superaquecimento;Software;184,36;2025-10-23
1306;1306;Não carrega;Oxidação;149,84;2026-02-26
1307;1307;Lento;Oxidação;144,05;2025-08-11
1308;1308;Lento;Impacto;43,32;2026-01-06
1309;1309;Falha de rede;Componente queimado;231,44;2025-08-10
1310;1310;Lento;Software;190,12;2025-07-20
1311;1311;Tela quebrada;Impacto;228,77;2025-12-03
1312;1312;Lento;Desgaste;66,05;2026-05-29
1313;1313;Não liga;Software;181,4;2026-05-31
1314;1314;Não carrega;Desgaste;102,05;2025-08-28
1315;1315;Não liga;Componente queimado;159,09;2026-03-13
1316;1316;Tela quebrada;Componente queimado;209,37;2025-12-01
1317;1317;Não liga;Impacto;139,19;2026-04-14
1318;1318;Não liga;Software;109,74;2026-03-22
1319;1319;Lento;Impacto;45,77;2026-02-22
1320;1320;Não liga;Oxidação;89,44;2026-04-30
1321;1321;Não liga;Componente queimado;147,25;2026-05-15
1322;1322;Ruído;Oxidação;65,69;2025-11-25
1323;1323;Falha de rede;Componente queimado;73,84;2026-01-22
1324;1324;Não carrega;Desgaste;101,66;2025-10-31
1325;1325;Superaquecimento;Oxidação;145,84;2026-06-15
1326;1326;Superaquecimento;Software;84,95;2025-09-27
1327;1327;Ruído;Componente queimado;109,94;2025-07-24
1328;1328;Superaquecimento;Oxidação;216,69;2026-03-26
1329;1329;Não liga;Impacto;40,3;2026-03-29
1330;1330;Superaquecimento;Impacto;175,63;2026-05-27
1331;1331;Falha de rede;Software;188,12;2025-07-30
1332;1332;Sem imagem;Impacto;228,2;2025-12-12
1333;1333;Superaquecimento;Impacto;46,77;2026-03-18
1334;1334;Não carrega;Componente queimado;189,07;2025-08-14
1335;1335;Sem imagem;Desgaste;168,16;2025-10-31
1336;1336;Sem imagem;Software;134,95;2026-01-25
1337;1337;Sem imagem;Componente queimado;190,06;2025-12-11
1338;1338;Tela quebrada;Componente queimado;224,84;2026-01-20
1339;1339;Superaquecimento;Componente queimado;153,03;2025-12-13
1340;1340;Tela quebrada;Componente queimado;99,82;2025-07-05
1341;1341;Não liga;Componente queimado;51,28;2025-10-15
1342;1342;Tela quebrada;Desgaste;163,96;2026-03-27
1343;1343;Tela quebrada;Componente queimado;202,62;2026-06-18
1344;1344;Falha de rede;Software;130,55;2026-04-10
1345;1345;Falha de rede;Desgaste;69,77;2025-09-19
1346;1346;Não carrega;Oxidação;175,6;2026-05-01
1347;1347;Ruído;Oxidação;147,0;2025-09-04
1348;1348;Tela quebrada;Componente queimado;67,13;2026-06-11
1349;1349;Não carrega;Desgaste;127,05;2025-09-05
1350;1350;Sem imagem;Software;144,9;2025-12-23
1351;1351;Não liga;Componente queimado;128,73;2026-03-15
1352;1352;Sem imagem;Software;146,43;2025-11-14
1353;1353;Não carrega;Componente queimado;141,53;2026-06-16
1354;1354;Superaquecimento;Impacto;135,08;2026-06-28
1355;1355;Tela quebrada;Software;220,39;2026-05-31
1356;1356;Sem imagem;Componente queimado;112,97;2026-02-26
1357;1357;Superaquecimento;Componente queimado;127,76;2025-09-08
1358;1358;Ruído;Componente queimado;126,5;2026-03-14
1359;1359;Não liga;Componente queimado;42,28;2026-05-27
1360;1360;Lento;Componente queimado;72,37;2025-07-18
1361;1361;Lento;Desgaste;83,8;2026-05-15
1362;1362;Sem imagem;Oxidação;114,7;2025-10-31
1363;1363;Falha de rede;Oxidação;203,14;2026-06-16
1364;1364;Ruído;Oxidação;81,69;2026-02-08
1365;1365;Ruído;Oxidação;156,02;2026-04-27
1366;1366;Lento;Componente queimado;163,34;2025-08-30
1367;1367;Lento;Oxidação;185,48;2026-01-26
1368;1368;Lento;Componente queimado;125,03;2025-11-29
1369;1369;Não carrega;Impacto;173,21;2026-06-18
1370;1370;Sem imagem;Software;36,36;2025-12-07
1371;1371;Tela quebrada;Oxidação;150,78;2025-07-31
1372;1372;Superaquecimento;Desgaste;149,94;2025-10-17
1373;1373;Tela quebrada;Impacto;207,76;2025-12-02
1374;1374;Lento;Componente queimado;158,79;2025-09-09
1375;1375;Lento;Desgaste;31,41;2026-05-12
1376;1376;Lento;Desgaste;167,85;2026-05-15
1377;1377;Lento;Software;163,68;2026-06-21
1378;1378;Tela quebrada;Software;90,33;2026-05-14
1379;1379;Tela quebrada;Software;228,74;2026-02-22
1380;1380;Sem imagem;Desgaste;150,73;2025-07-23
1381;1381;Sem imagem;Software;103,02;2025-11-25
1382;1382;Não liga;Desgaste;57,07;2026-06-11
1383;1383;Sem imagem;Componente queimado;212,27;2026-04-05
1384;1384;Não liga;Desgaste;172,19;2025-09-24
1385;1385;Falha de rede;Impacto;239,42;2026-03-22
1386;1386;Lento;Componente queimado;46,63;2025-12-05
1387;1387;Superaquecimento;Oxidação;224,93;2025-07-18
1388;1388;Superaquecimento;Componente queimado;226,67;2026-05-25
1389;1389;Não carrega;Impacto;114,65;2026-03-16
1390;1390;Não liga;Componente queimado;85,21;2026-03-08
1391;1391;Não liga;Software;80,24;2026-05-01
1392;1392;Lento;Desgaste;99,56;2025-07-17
1393;1393;Sem imagem;Desgaste;124,24;2025-12-11
1394;1394;Falha de rede;Impacto;220,56;2025-11-13
1395;1395;Não carrega;Oxidação;88,5;2025-07-22
1396;1396;Tela quebrada;Oxidação;214,4;2025-10-18
1397;1397;Não liga;Componente queimado;165,39;2025-07-23
1398;1398;Falha de rede;Desgaste;45,07;2026-06-22
1399;1399;Sem imagem;Oxidação;123,76;2026-02-15
1400;1400;Lento;Desgaste;32,04;2026-06-13
1401;1401;Lento;Oxidação;153,73;2025-08-18
1402;1402;Falha de rede;Oxidação;225,99;2026-05-23
1403;1403;Não liga;Software;231,28;2025-11-12
1404;1404;Não liga;Oxidação;172,33;2025-12-12
1405;1405;Ruído;Impacto;234,89;2026-01-02
1406;1406;Lento;Oxidação;132,64;2026-05-24
1407;1407;Não liga;Oxidação;248,05;2026-02-18
1408;1408;Superaquecimento;Oxidação;86,73;2026-05-25
1409;1409;Não carrega;Componente queimado;48,47;2025-07-14
1410;1410;Não liga;Impacto;97,23;2025-10-08
1411;1411;Falha de rede;Desgaste;97,22;2026-01-15
1412;1412;Tela quebrada;Desgaste;127,03;2026-01-21
1413;1413;Não liga;Componente queimado;129,57;2025-09-10
1414;1414;Ruído;Software;170,58;2025-09-16
1415;1415;Superaquecimento;Desgaste;173,94;2026-05-10
1416;1416;Sem imagem;Software;124,95;2026-04-16
1417;1417;Não carrega;Componente queimado;130,66;2026-01-14
1418;1418;Não carrega;Componente queimado;99,58;2026-06-12
1419;1419;Não liga;Desgaste;40,5;2026-05-17
1420;1420;Lento;Software;141,84;2025-07-02
1421;1421;Não carrega;Oxidação;74,02;2025-09-28
1422;1422;Ruído;Impacto;31,81;2025-09-05
1423;1423;Não liga;Impacto;121,82;2025-10-27
1424;1424;Sem imagem;Impacto;199,5;2026-05-24
1425;1425;Não carrega;Componente queimado;155,76;2026-04-22
1426;1426;Não liga;Desgaste;128,8;2025-09-24
1427;1427;Não liga;Oxidação;44,59;2025-11-02
1428;1428;Tela quebrada;Impacto;226,05;2026-04-24
1429;1429;Lento;Desgaste;81,63;2025-09-04
1430;1430;Superaquecimento;Componente queimado;236,71;2025-09-16
1431;1431;Não liga;Oxidação;32,04;2025-09-01
1432;1432;Ruído;Impacto;146,33;2025-11-01
1433;1433;Lento;Oxidação;92,37;2025-12-19
1434;1434;Lento;Desgaste;69,03;2026-02-23
1435;1435;Não carrega;Oxidação;218,92;2026-06-04
