garantia_id;reparo_id;inicio;fim;status;retorno
558;708;2026-03-29;2026-06-27;Expirada;0
559;711;2025-09-03;2025-12-02;Expirada;1
560;712;2026-03-03;2026-06-01;Acionada;0
561;713;2026-01-23;2026-04-23;Expirada;0
562;714;2026-06-07;2026-09-05;Vigente;0
563;715;2025-09-11;2025-12-10;Acionada;0
564;717;2026-02-08;2026-05-09;Acionada;0
565;719;2025-10-22;2026-01-20;Acionada;0
566;720;2026-01-08;2026-04-08;Acionada;0
567;721;2025-10-05;2026-01-03;Acionada;0
568;722;2026-07-04;2026-10-02;Acionada;0
569;723;2026-07-14;2026-10-12;Expirada;0
570;724;2026-02-12;2026-05-13;Acionada;0
571;725;2025-09-11;2025-12-10;Expirada;0
572;726;2025-10-17;2026-01-15;Expirada;0
573;727;2025-10-31;2026-01-29;Vigente;0
574;728;2025-11-27;2026-02-25;Acionada;0
575;729;2026-03-19;2026-06-17;Acionada;0
576;730;2025-09-02;2025-12-01;Vigente;0
577;731;2025-08-01;2025-10-30;Acionada;0
578;732;2025-09-15;2025-12-14;Acionada;0
579;733;2025-07-20;2025-10-18;Vigente;1
580;734;2025-08-08;2025-11-06;Expirada;0
581;735;2025-12-08;2026-03-08;Acionada;0
582;736;2025-12-19;2026-03-19;Acionada;0
583;737;2025-11-21;2026-02-19;Vigente;0
584;741;2025-11-25;2026-02-23;Acionada;0
585;742;2025-08-14;2025-11-12;Vigente;0
586;743;2025-10-03;2026-01-01;Vigente;1
587;744;2025-09-19;2025-12-18;Vigente;0
588;745;2025-10-19;2026-01-17;Acionada;0
589;746;2025-09-21;2025-12-20;Expirada;0
590;747;2026-03-22;2026-06-20;Acionada;0
591;748;2025-10-03;2026-01-01;Expirada;0
592;749;2026-03-12;2026-06-10;Acionada;0
593;750;2026-03-21;2026-06-19;Acionada;0
594;751;2026-03-11;2026-06-09;Acionada;0
595;752;2025-10-21;2026-01-19;Expirada;0
596;753;2025-10-22;2026-01-20;Expirada;0
597;754;2026-01-25;2026-04-25;Acionada;0
598;755;2025-10-22;2026-01-20;Vigente;0
599;756;2025-10-21;2026-01-19;Expirada;0
600;757;2026-01-18;2026-04-18;Vigente;0
601;758;2026-05-29;2026-08-27;Vigente;0
602;759;2025-08-22;2025-11-20;Vigente;0
603;761;2026-06-16;2026-09-14;Vigente;0
604;762;2026-02-21;2026-05-22;Expirada;0
605;763;2026-03-11;2026-06-09;Expirada;0
606;766;2025-11-18;2026-02-16;Expirada;0
607;767;2026-02-22;2026-05-23;Vigente;0
608;768;2025-12-27;2026-03-27;Expirada;0
609;770;2026-05-25;2026-08-23;Expirada;0
610;771;2026-05-16;2026-08-14;Expirada;0
611;772;2025-08-05;2025-11-03;Vigente;0
612;773;2026-06-12;2026-09-10;Acionada;0
613;774;2026-01-19;2026-04-19;Vigente;0
614;775;2025-11-24;2026-02-22;Vigente;0
615;776;2025-12-16;2026-03-16;Expirada;0
616;777;2026-05-16;2026-08-14;Expirada;0
617;779;2025-09-28;2025-12-27;Vigente;0
618;780;2026-06-20;2026-09-18;Expirada;0
619;781;2026-06-01;2026-08-30;Acionada;0
620;782;2026-03-26;2026-06-24;Acionada;0
621;783;2025-12-13;2026-03-13;Acionada;0
622;784;2026-01-24;2026-04-24;Acionada;0
623;785;2025-12-07;2026-03-07;Expirada;0
624;786;2025-10-19;2026-01-17;Acionada;0
625;787;2025-12-09;2026-03-09;Acionada;0
626;788;2025-10-13;2026-01-11;Vigente;0
627;789;2025-10-20;2026-01-18;Expirada;0
628;790;2026-06-21;2026-09-19;Vigente;0
629;793;2026-06-27;2026-09-25;Vigente;0
630;794;2025-12-02;2026-03-02;Acionada;0
631;795;2025-09-01;2025-11-30;Acionada;0
632;798;2026-03-24;2026-06-22;Vigente;0
633;801;2025-10-26;2026-01-24;Expirada;0
634;802;2025-08-16;2025-11-14;Expirada;0
635;805;2026-02-04;2026-05-05;Expirada;0
636;806;2025-12-22;2026-03-22;Vigente;1
637;807;2025-08-15;2025-11-13;Expirada;0
638;808;2025-07-26;2025-10-24;Acionada;0
639;809;2025-11-25;2026-02-23;Expirada;0
640;810;2025-07-20;2025-10-18;Acionada;0
641;811;2026-04-08;2026-07-07;Vigente;1
642;815;2026-03-31;2026-06-29;Vigente;0
643;816;2026-01-17;2026-04-17;Acionada;0
644;817;2025-09-06;2025-12-05;Vigente;0
645;818;2026-03-06;2026-06-04;Expirada;0
646;819;2026-03-14;2026-06-12;Vigente;0
647;820;2026-05-28;2026-08-26;Vigente;0
648;821;2026-05-16;2026-08-14;Expirada;0
649;822;2026-06-20;2026-09-18;Vigente;0
650;823;2026-02-16;2026-05-17;Vigente;0
651;826;2026-04-09;2026-07-08;Expirada;1
652;827;2026-05-28;2026-08-26;Acionada;0
653;828;2026-03-14;2026-06-12;Vigente;0
654;829;2026-02-13;2026-05-14;Vigente;0
655;830;2026-03-13;2026-06-11;Acionada;0
656;831;2026-06-30;2026-09-28;Acionada;0
657;832;2025-08-15;2025-11-13;Vigente;0
658;833;2025-10-31;2026-01-29;Vigente;1
659;834;2025-07-17;2025-10-15;Acionada;0
660;835;2026-04-02;2026-07-01;Expirada;0
661;836;2026-02-13;2026-05-14;Vigente;0
662;837;2025-08-18;2025-11-16;Vigente;0
663;840;2026-06-18;2026-09-16;Expirada;0
664;841;2026-04-04;2026-07-03;Expirada;0
665;842;2025-09-07;2025-12-06;Expirada;0
666;843;2025-08-12;2025-11-10;Expirada;0
667;844;2025-08-23;2025-11-21;Acionada;1
668;845;2026-06-17;2026-09-15;Expirada;1
669;846;2025-12-06;2026-03-06;Vigente;1
670;847;2025-07-16;2025-10-14;Vigente;0
671;848;2026-07-06;2026-10-04;Acionada;0
672;849;2026-04-07;2026-07-06;Expirada;0
673;850;2025-12-08;2026-03-08;Expirada;0
674;851;2025-10-22;2026-01-20;Vigente;0
675;852;2026-03-25;2026-06-23;Acionada;0
676;853;2025-12-18;2026-03-18;Acionada;0
677;854;2026-02-19;2026-05-20;Expirada;1
678;856;2026-04-24;2026-07-23;Acionada;0
679;857;2026-04-20;2026-07-19;Acionada;0
680;858;2025-10-29;2026-01-27;Acionada;0
681;859;2026-04-13;2026-07-12;Vigente;0
682;860;2026-05-30;2026-08-28;Vigente;0
683;861;2026-04-09;2026-07-08;Vigente;0
684;862;2025-07-17;2025-10-15;Expirada;0
685;863;2026-05-11;2026-08-09;Vigente;0
686;864;2026-06-11;2026-09-09;Expirada;0
687;866;2026-01-04;2026-04-04;Vigente;0
688;867;2026-04-14;2026-07-13;Acionada;1
689;870;2026-01-06;2026-04-06;Expirada;0
690;871;2025-09-10;2025-12-09;Expirada;0
691;872;2026-02-14;2026-05-15;Acionada;0
692;873;2025-07-06;2025-10-04;Vigente;0
693;874;2025-12-01;2026-03-01;Vigente;0
694;875;2026-06-04;2026-09-02;Vigente;0
695;876;2026-04-16;2026-07-15;Expirada;0
696;877;2026-03-26;2026-06-24;Vigente;0
697;878;2025-07-11;2025-10-09;Vigente;0
698;880;2025-12-24;2026-03-24;Vigente;0
699;881;2026-01-01;2026-04-01;Acionada;0
700;882;2025-08-09;2025-11-07;Acionada;0
701;883;2025-12-14;2026-03-14;Acionada;0
702;884;2026-02-20;2026-05-21;Expirada;0
703;885;2025-11-25;2026-02-23;Acionada;0
704;887;2025-09-23;2025-12-22;Acionada;0
705;888;2025-09-25;2025-12-24;Vigente;0
706;890;2025-09-23;2025-12-22;Expirada;0
707;891;2025-12-27;2026-03-27;Vigente;0
708;892;2025-08-21;2025-11-19;Acionada;0
709;893;2026-05-05;2026-08-03;Expirada;0
710;894;2026-01-30;2026-04-30;Acionada;1
711;895;2025-07-11;2025-10-09;Expirada;0
712;897;2025-08-10;2025-11-08;Acionada;0
713;898;2026-03-31;2026-06-29;Expirada;0
714;899;2026-07-04;2026-10-02;Acionada;0
715;902;2025-08-25;2025-11-23;Vigente;0
716;903;2025-09-18;2025-12-17;Vigente;0
717;905;2025-08-10;2025-11-08;Vigente;0
718;906;2026-01-30;2026-04-30;Vigente;0
719;907;2025-08-15;2025-11-13;Expirada;0
720;908;2026-05-03;2026-08-01;Acionada;0
721;909;2026-04-24;2026-07-23;Expirada;0
722;910;2026-02-13;2026-05-14;Expirada;0
723;911;2025-10-25;2026-01-23;Vigente;1
724;912;2025-12-05;2026-03-05;Acionada;0
725;913;2025-07-28;2025-10-26;Expirada;0
726;914;2025-08-13;2025-11-11;Expirada;0
727;915;2026-05-12;2026-08-10;Expirada;0
728;916;2025-08-31;2025-11-29;Vigente;0
729;917;2025-09-19;2025-12-18;Acionada;0
730;918;2025-08-02;2025-10-31;Acionada;0
731;919;2025-10-22;2026-01-20;Vigente;0
732;920;2025-08-02;2025-10-31;Acionada;0
733;921;2026-04-03;2026-07-02;Vigente;0
734;922;2026-04-14;2026-07-13;Vigente;0
735;923;2025-10-16;2026-01-14;Acionada;0
736;924;2026-01-30;2026-04-30;Expirada;0
737;925;2025-07-21;2025-10-19;Acionada;0
738;926;2026-06-21;2026-09-19;Expirada;0
739;927;2025-08-14;2025-11-12;Vigente;0
740;928;2025-08-21;2025-11-19;Expirada;0
741;930;2026-03-31;2026-06-29;Expirada;0
742;931;2026-02-05;2026-05-06;Expirada;1
743;932;2025-11-22;2026-02-20;Expirada;0
744;934;2026-01-11;2026-04-11;Expirada;0
745;935;2026-03-16;2026-06-14;Vigente;0
746;936;2025-09-07;2025-12-06;Expirada;0
747;937;2026-06-13;2026-09-11;Expirada;0
748;938;2026-01-13;2026-04-13;Expirada;0
749;939;2025-12-11;2026-03-11;Acionada;0
750;940;2025-07-24;2025-10-22;Vigente;0
751;942;2025-11-30;2026-02-28;Expirada;0
752;943;2025-10-14;2026-01-12;Vigente;0
753;944;2026-02-21;2026-05-22;Vigente;0
754;945;2025-10-26;2026-01-24;Acionada;0
755;946;2026-04-07;2026-07-06;Vigente;1
756;947;2026-04-16;2026-07-15;Vigente;0
757;948;2026-06-11;2026-09-09;Vigente;0
758;949;2026-06-10;2026-09-08;Vigente;1
759;950;2025-08-13;2025-11-11;Expirada;0
760;951;2026-04-06;2026-07-05;Vigente;1
761;953;2026-03-13;2026-06-11;Acionada;0
762;954;2026-05-04;2026-08-02;Acionada;0
763;955;2025-12-10;2026-03-10;Vigente;0
764;957;2025-12-03;2026-03-03;Vigente;0
765;958;2026-04-25;2026-07-24;Acionada;0
766;959;2025-08-09;2025-11-07;Expirada;0
767;961;2025-11-29;2026-02-27;Vigente;0
768;962;2026-04-16;2026-07-15;Vigente;0
769;963;2025-10-26;2026-01-24;Expirada;1
770;964;2025-08-22;2025-11-20;Acionada;1
771;965;2026-04-28;2026-07-27;Vigente;0
772;966;2026-06-06;2026-09-04;Expirada;0
773;967;2025-12-20;2026-03-20;Acionada;0
774;968;2025-09-09;2025-12-08;Expirada;0
775;971;2025-08-30;2025-11-28;Expirada;0
776;972;2025-11-21;2026-02-19;Vigente;0
777;973;2026-02-23;2026-05-24;Vigente;0
778;974;2025-12-24;2026-03-24;Acionada;0
779;975;2026-06-14;2026-09-12;Expirada;0
780;976;2025-10-05;2026-01-03;Expirada;0
781;978;2026-01-24;2026-04-24;Acionada;1
782;980;2026-02-15;2026-05-16;Expirada;0
783;982;2026-03-06;2026-06-04;Expirada;0
784;983;2025-08-04;2025-11-02;Acionada;0
785;984;2025-10-16;2026-01-14;Expirada;0
786;985;2026-03-09;2026-06-07;Vigente;0
787;986;2026-06-25;2026-09-23;Acionada;0
788;987;2025-11-23;2026-02-21;Acionada;0
789;988;2026-06-28;2026-09-26;Vigente;0
790;989;2025-07-13;2025-10-11;Vigente;0
791;990;2025-12-21;2026-03-21;Acionada;0
792;992;2026-04-01;2026-06-30;Expirada;1
793;993;2025-07-03;2025-10-01;Vigente;0
794;994;2026-02-28;2026-05-29;Acionada;0
795;995;2026-05-04;2026-08-02;Expirada;0
796;996;2025-12-31;2026-03-31;Acionada;0
797;998;2025-07-17;2025-10-15;Vigente;0
798;1001;2026-05-22;2026-08-20;Acionada;0
799;1002;2025-10-05;2026-01-03;Vigente;0
800;1003;2025-09-25;2025-12-24;Acionada;0
801;1004;2025-11-15;2026-02-13;Expirada;0
802;1006;2026-01-05;2026-04-05;Vigente;0
803;1007;2026-02-24;2026-05-25;Acionada;0
804;1009;2025-09-15;2025-12-14;Vigente;0
805;1011;2026-04-26;2026-07-25;Vigente;0
806;1012;2025-09-16;2025-12-15;Expirada;0
807;1013;2025-10-30;2026-01-28;Vigente;0
808;1015;2025-07-28;2025-10-26;Acionada;0
809;1016;2025-11-26;2026-02-24;Acionada;0
810;1018;2025-07-23;2025-10-21;Vigente;0
811;1019;2026-04-27;2026-07-26;Acionada;0
812;1020;2025-11-11;2026-02-09;Expirada;0
813;1022;2025-10-28;2026-01-26;Vigente;0
814;1023;2025-08-15;2025-11-13;Vigente;0
815;1024;2026-06-16;2026-09-14;Expirada;0
816;1026;2026-03-18;2026-06-16;Vigente;0
817;1027;2026-03-15;2026-06-13;Acionada;0
818;1028;2026-01-12;2026-04-12;Expirada;0
819;1029;2026-06-22;2026-09-20;Expirada;0
820;1030;2026-04-17;2026-07-16;Expirada;0
821;1031;2026-03-18;2026-06-16;Vigente;0
822;1034;2026-06-09;2026-09-07;Acionada;1
823;1035;2026-06-05;2026-09-03;Acionada;0
824;1036;2026-05-25;2026-08-23;Vigente;0
825;1037;2026-01-10;2026-04-10;Vigente;0
826;1038;2025-10-20;2026-01-18;Acionada;0
827;1039;2026-06-22;2026-09-20;Vigente;0
828;1040;2025-08-01;2025-10-30;Vigente;0
829;1042;2026-03-31;2026-06-29;Acionada;1
830;1043;2025-10-10;2026-01-08;Acionada;0
831;1045;2026-06-05;2026-09-03;Expirada;0
832;1046;2026-03-29;2026-06-27;Vigente;0
833;1047;2025-07-13;2025-10-11;Expirada;0
834;1048;2026-03-30;2026-06-28;Expirada;0
835;1049;2026-01-10;2026-04-10;Expirada;0
836;1052;2026-06-08;2026-09-06;Expirada;0
837;1053;2025-10-02;2025-12-31;Expirada;0
838;1055;2025-08-29;2025-11-27;Vigente;0
839;1057;2026-02-02;2026-05-03;Vigente;0
840;1058;2026-03-25;2026-06-23;Expirada;0
841;1059;2026-06-09;2026-09-07;Acionada;0
842;1060;2025-09-15;2025-12-14;Acionada;0
843;1061;2026-04-04;2026-07-03;Vigente;0
844;1062;2026-03-26;2026-06-24;Acionada;0
845;1063;2025-11-10;2026-02-08;Vigente;0
846;1065;2026-04-08;2026-07-07;Expirada;0
847;1066;2026-06-24;2026-09-22;Acionada;0
848;1067;2026-03-12;2026-06-10;Acionada;0
849;1068;2025-11-16;2026-02-14;Acionada;0
850;1069;2026-03-03;2026-06-01;Expirada;0
851;1070;2025-08-14;2025-11-12;Expirada;0
852;1072;2025-10-31;2026-01-29;Vigente;1
853;1073;2026-03-11;2026-06-09;Expirada;0
854;1075;2025-10-05;2026-01-03;Expirada;0
855;1076;2025-08-12;2025-11-10;Acionada;0
856;1077;2025-07-18;2025-10-16;Vigente;0
857;1078;2026-03-09;2026-06-07;Expirada;0
858;1079;2025-10-04;2026-01-02;Vigente;0
859;1081;2025-12-08;2026-03-08;Acionada;0
860;1082;2025-08-14;2025-11-12;Acionada;0
861;1083;2026-06-15;2026-09-13;Expirada;0
862;1084;2026-03-16;2026-06-14;Vigente;0
863;1085;2025-08-01;2025-10-30;Vigente;0
864;1086;2026-03-03;2026-06-01;Vigente;0
865;1087;2025-12-21;2026-03-21;Vigente;0
866;1088;2026-05-22;2026-08-20;Vigente;0
867;1089;2025-07-15;2025-10-13;Expirada;0
868;1090;2025-07-21;2025-10-19;Vigente;0
869;1091;2025-08-15;2025-11-13;Vigente;0
870;1092;2025-11-07;2026-02-05;Expirada;0
871;1093;2025-09-06;2025-12-05;Expirada;0
872;1094;2026-04-04;2026-07-03;Expirada;0
873;1095;2026-05-31;2026-08-29;Acionada;0
874;1096;2026-04-13;2026-07-12;Expirada;0
875;1097;2025-10-04;2026-01-02;Acionada;0
876;1099;2025-09-11;2025-12-10;Vigente;0
877;1100;2025-11-30;2026-02-28;Expirada;1
878;1101;2026-06-18;2026-09-16;Vigente;0
879;1103;2026-07-05;2026-10-03;Acionada;1
880;1104;2025-08-07;2025-11-05;Vigente;0
881;1105;2025-12-31;2026-03-31;Vigente;0
882;1106;2025-08-15;2025-11-13;Vigente;0
883;1107;2025-10-05;2026-01-03;Expirada;0
884;1108;2025-11-06;2026-02-04;Vigente;0
885;1109;2025-08-11;2025-11-09;Vigente;0
886;1110;2025-10-14;2026-01-12;Expirada;0
887;1111;2025-10-25;2026-01-23;Acionada;0
888;1114;2026-06-01;2026-08-30;Vigente;0
889;1115;2026-06-25;2026-09-23;Acionada;1
890;1116;2026-03-19;2026-06-17;Expirada;0
891;1117;2025-10-26;2026-01-24;Acionada;0
892;1118;2025-10-07;2026-01-05;Vigente;0
893;1119;2026-05-03;2026-08-01;Acionada;0
894;1120;2026-01-17;2026-04-17;Expirada;0
895;1121;2025-09-10;2025-12-09;Acionada;0
896;1123;2025-07-09;2025-10-07;Expirada;0
897;1124;2026-05-25;2026-08-23;Acionada;0
898;1125;2025-12-27;2026-03-27;Vigente;0
899;1126;2025-10-02;2025-12-31;Vigente;0
900;1127;2026-05-25;2026-08-23;Acionada;0
901;1128;2025-11-05;2026-02-03;Vigente;0
902;1129;2025-10-26;2026-01-24;Expirada;0
903;1130;2026-02-25;2026-05-26;Acionada;0
904;1131;2025-11-15;2026-02-13;Expirada;0
905;1132;2026-06-09;2026-09-07;Vigente;0
906;1133;2025-07-21;2025-10-19;Expirada;0
907;1134;2026-03-07;2026-06-05;Expirada;0
908;1135;2026-06-02;2026-08-31;Vigente;0
909;1138;2026-03-29;2026-06-27;Vigente;0
910;1140;2026-02-27;2026-05-28;Expirada;0
911;1141;2026-06-20;2026-09-18;Vigente;0
912;1142;2026-01-03;2026-04-03;Vigente;0
913;1143;2025-12-30;2026-03-30;Acionada;0
914;1144;2026-02-13;2026-05-14;Acionada;0
915;1146;2026-05-13;2026-08-11;Expirada;0
916;1147;2025-09-06;2025-12-05;Expirada;0
917;1148;2025-07-20;2025-10-18;Vigente;0
918;1149;2026-06-29;2026-09-27;Vigente;0
919;1151;2026-04-10;2026-07-09;Expirada;1
920;1152;2026-01-13;2026-04-13;Vigente;0
921;1153;2026-01-21;2026-04-21;Vigente;0
922;1154;2026-01-08;2026-04-08;Expirada;0
923;1155;2026-02-24;2026-05-25;Acionada;0
924;1157;2026-05-17;2026-08-15;Acionada;0
925;1158;2025-10-29;2026-01-27;Acionada;0
926;1159;2025-11-11;2026-02-09;Vigente;0
927;1160;2026-05-16;2026-08-14;Vigente;0
928;1161;2025-10-07;2026-01-05;Vigente;0
929;1164;2026-04-17;2026-07-16;Expirada;0
930;1165;2025-10-09;2026-01-07;Acionada;0
931;1166;2025-12-19;2026-03-19;Vigente;0
932;1167;2025-10-12;2026-01-10;Expirada;0
933;1168;2026-03-14;2026-06-12;Vigente;0
934;1173;2026-02-14;2026-05-15;Expirada;0
935;1174;2026-04-12;2026-07-11;Expirada;0
936;1175;2026-04-21;2026-07-20;Acionada;0
937;1176;2025-12-25;2026-03-25;Vigente;0
938;1177;2025-09-09;2025-12-08;Expirada;0
939;1179;2026-06-30;2026-09-28;Acionada;0
940;1181;2025-10-12;2026-01-10;Expirada;0
941;1183;2026-01-09;2026-04-09;Acionada;0
942;1184;2026-07-03;2026-10-01;Expirada;0
943;1185;2025-08-14;2025-11-12;Expirada;0
944;1186;2026-02-13;2026-05-14;Acionada;0
945;1187;2025-11-03;2026-02-01;Vigente;0
946;1188;2026-01-24;2026-04-24;Acionada;0
947;1190;2025-12-08;2026-03-08;Expirada;0
948;1191;2025-12-20;2026-03-20;Vigente;0
949;1192;2026-05-06;2026-08-04;Acionada;0
950;1193;2026-01-09;2026-04-09;Expirada;0
951;1194;2026-03-31;2026-06-29;Expirada;0
952;1196;2025-07-24;2025-10-22;Expirada;0
953;1197;2026-01-08;2026-04-08;Acionada;0
954;1199;2026-06-29;2026-09-27;Expirada;0
955;1200;2026-05-24;2026-08-22;Expirada;0
956;1201;2025-11-27;2026-02-25;Vigente;1
957;1202;2026-04-13;2026-07-12;Vigente;0
958;1204;2025-09-30;2025-12-29;Vigente;0
959;1205;2026-04-15;2026-07-14;Vigente;0
960;1206;2025-12-26;2026-03-26;Acionada;0
961;1207;2026-02-09;2026-05-10;Vigente;0
962;1208;2026-05-03;2026-08-01;Vigente;0
963;1209;2026-06-09;2026-09-07;Expirada;0
964;1210;2026-04-06;2026-07-05;Vigente;0
965;1211;2025-11-14;2026-02-12;Expirada;0
966;1212;2025-10-18;2026-01-16;Expirada;0
967;1214;2026-03-09;2026-06-07;Expirada;0
968;1215;2025-09-25;2025-12-24;Acionada;0
969;1216;2026-01-29;2026-04-29;Expirada;0
970;1217;2025-11-18;2026-02-16;Vigente;0
971;1218;2026-01-07;2026-04-07;Vigente;0
972;1219;2025-09-22;2025-12-21;Expirada;0
973;1220;2026-01-07;2026-04-07;Acionada;0
974;1221;2025-08-13;2025-11-11;Expirada;0
975;1222;2025-08-27;2025-11-25;Vigente;0
976;1223;2026-06-24;2026-09-22;Vigente;0
977;1224;2025-10-28;2026-01-26;Acionada;0
978;1225;2025-07-30;2025-10-28;Expirada;0
979;1226;2025-10-12;2026-01-10;Vigente;0
980;1227;2026-04-10;2026-07-09;Acionada;0
981;1228;2025-08-12;2025-11-10;Expirada;0
982;1229;2025-12-17;2026-03-17;Acionada;0
983;1230;2025-07-30;2025-10-28;Acionada;0
984;1231;2026-05-03;2026-08-01;Expirada;0
985;1232;2025-11-14;2026-02-12;Vigente;0
986;1233;2026-04-03;2026-07-02;Acionada;0
987;1234;2025-12-05;2026-03-05;Expirada;0
988;1235;2026-03-21;2026-06-19;Expirada;0
989;1236;2025-12-16;2026-03-16;Vigente;1
990;1237;2026-04-02;2026-07-01;Acionada;1
991;1238;2026-05-13;2026-08-11;Expirada;0
992;1239;2026-02-01;2026-05-02;Expirada;0
993;1241;2025-11-28;2026-02-26;Acionada;0
994;1242;2026-07-02;2026-09-30;Expirada;0
995;1243;2026-01-15;2026-04-15;Acionada;0
996;1244;2025-09-30;2025-12-29;Vigente;0
997;1245;2026-03-20;2026-06-18;Acionada;0
998;1246;2026-02-19;2026-05-20;Acionada;0
999;1247;2026-01-10;2026-04-10;Expirada;0
1000;1249;2025-08-12;2025-11-10;Expirada;0
1001;1250;2025-10-21;2026-01-19;Acionada;0
1002;1252;2025-08-16;2025-11-14;Vigente;0
1003;1254;2025-12-08;2026-03-08;Vigente;0
1004;1257;2026-01-27;2026-04-27;Vigente;0
1005;1258;2026-04-19;2026-07-18;Expirada;0
1006;1259;2025-11-26;2026-02-24;Acionada;0
1007;1260;2025-12-05;2026-03-05;Acionada;0
1008;1261;2026-01-14;2026-04-14;Expirada;0
1009;1262;2026-04-26;2026-07-25;Acionada;0
1010;1266;2026-05-19;2026-08-17;Vigente;0
1011;1267;2025-08-08;2025-11-06;Expirada;0
1012;1268;2025-12-02;2026-03-02;Acionada;0
1013;1269;2026-02-14;2026-05-15;Expirada;0
1014;1271;2026-03-14;2026-06-12;Expirada;0
1015;1272;2025-10-10;2026-01-08;Expirada;0
1016;1273;2026-02-05;2026-05-06;Vigente;0
1017;1275;2025-09-03;2025-12-02;Vigente;0
1018;1276;2025-12-12;2026-03-12;Expirada;0
1019;1277;2025-12-26;2026-03-26;Expirada;0
1020;1278;2026-05-08;2026-08-06;Acionada;0
1021;1280;2025-11-14;2026-02-12;Vigente;0
1022;1281;2026-06-22;2026-09-20;Expirada;0
1023;1282;2025-09-08;2025-12-07;Acionada;0
1024;1283;2025-07-20;2025-10-18;Expirada;1
1025;1284;2025-07-18;2025-10-16;Acionada;0
1026;1285;2026-01-31;2026-05-01;Expirada;0
1027;1286;2026-02-17;2026-05-18;Vigente;1
1028;1287;2025-07-15;2025-10-13;Expirada;0
1029;1288;2026-03-31;2026-06-29;Acionada;0
1030;1289;2025-12-23;2026-03-23;Vigente;0
1031;1290;2026-03-28;2026-06-26;Vigente;0
1032;1291;2026-02-08;2026-05-09;Acionada;0
1033;1292;2026-07-06;2026-10-04;Expirada;0
1034;1293;2025-07-08;2025-10-06;Vigente;0
1035;1294;2026-02-16;2026-05-17;Expirada;0
1036;1295;2025-10-24;2026-01-22;Vigente;0
1037;1296;2026-01-11;2026-04-11;Expirada;0
1038;1297;2026-05-07;2026-08-05;Acionada;0
1039;1298;2025-12-25;2026-03-25;Expirada;0
1040;1299;2026-01-02;2026-04-02;Acionada;0
1041;1300;2026-05-07;2026-08-05;Expirada;0
1042;1301;2026-05-11;2026-08-09;Acionada;0
1043;1302;2026-02-08;2026-05-09;Vigente;0
1044;1303;2026-04-16;2026-07-15;Expirada;0
1045;1304;2026-06-15;2026-09-13;Acionada;0
1046;1306;2026-03-02;2026-05-31;Expirada;0
1047;1307;2025-08-18;2025-11-16;Expirada;0
1048;1308;2026-01-08;2026-04-08;Expirada;0
1049;1310;2025-07-28;2025-10-26;Vigente;0
1050;1311;2025-12-11;2026-03-11;Vigente;0
1051;1312;2026-06-05;2026-09-03;Vigente;0
1052;1313;2026-06-09;2026-09-07;Vigente;0
1053;1314;2025-09-03;2025-12-02;Expirada;0
1054;1315;2026-03-19;2026-06-17;Expirada;0
1055;1316;2025-12-05;2026-03-05;Acionada;0
1056;1318;2026-03-27;2026-06-25;Expirada;0
1057;1319;2026-02-27;2026-05-28;Acionada;0
1058;1320;2026-05-10;2026-08-08;Vigente;0
1059;1321;2026-05-21;2026-08-19;Vigente;0
1060;1322;2025-12-03;2026-03-03;Acionada;0
1061;1323;2026-02-03;2026-05-04;Expirada;0
1062;1324;2025-11-08;2026-02-06;Acionada;1
1063;1325;2026-06-27;2026-09-25;Vigente;1
1064;1326;2025-09-29;2025-12-28;Acionada;0
1065;1327;2025-07-22;2025-10-20;Expirada;0
1066;1328;2026-03-26;2026-06-24;Acionada;0
1067;1329;2026-03-31;2026-06-29;Expirada;0
1068;1330;2026-06-03;2026-09-01;Expirada;0
1069;1331;2025-08-12;2025-11-10;Vigente;0
1070;1332;2025-12-26;2026-03-26;Vigente;0
1071;1333;2026-03-18;2026-06-16;Expirada;0
1072;1334;2025-08-12;2025-11-10;Acionada;0
1073;1335;2025-11-05;2026-02-03;Acionada;0
1074;1337;2025-12-15;2026-03-15;Acionada;0
1075;1338;2026-02-01;2026-05-02;Vigente;0
1076;1340;2025-07-16;2025-10-14;Expirada;0
1077;1341;2025-10-26;2026-01-24;Vigente;0
1078;1342;2026-04-07;2026-07-06;Acionada;0
1079;1343;2026-06-18;2026-09-16;Expirada;0
1080;1344;2026-04-16;2026-07-15;Expirada;1
1081;1346;2026-05-03;2026-08-01;Expirada;0
1082;1347;2025-09-11;2025-12-10;Vigente;0
1083;1348;2026-06-22;2026-09-20;Vigente;0
1084;1349;2025-09-05;2025-12-04;Expirada;0
1085;1350;2026-01-01;2026-04-01;Acionada;0
1086;1351;2026-03-15;2026-06-13;Vigente;0
1087;1353;2026-06-25;2026-09-23;Acionada;0
1088;1354;2026-07-11;2026-10-09;Vigente;0
1089;1357;2025-09-18;2025-12-17;Vigente;0
1090;1359;2026-06-04;2026-09-02;Vigente;0
1091;1360;2025-07-18;2025-10-16;Expirada;0
1092;1361;2026-05-19;2026-08-17;Expirada;0
1093;1362;2025-11-13;2026-02-11;Acionada;1
1094;1363;2026-06-16;2026-09-14;Expirada;0
1095;1364;2026-02-07;2026-05-08;Vigente;0
1096;1365;2026-05-10;2026-08-08;Acionada;1
1097;1366;2025-09-02;2025-12-01;Expirada;1
1098;1368;2025-12-07;2026-03-07;Vigente;0
1099;1369;2026-06-23;2026-09-21;Acionada;0
