reserva_id,aula_id,aluno_id,status,motivo_rejeicao
1992,453,1725,Cancelada,fk_invalida:aula_id
1993,453,276,Cancelada,fk_invalida:aula_id
1994,454,1638,Ausente,fk_invalida:aula_id
1995,454,756,Cancelada,fk_invalida:aula_id
1996,455,1246,Cancelada,fk_invalida:aula_id
1997,455,2123,Cancelada,fk_invalida:aula_id
1998,455,2160,Cancelada,fk_invalida:aula_id
1999,455,1758,Ausente,fk_invalida:aula_id
2000,455,1692,Presente,fk_invalida:aula_id
2001,456,1459,Ausente,fk_invalida:aula_id
2002,456,2159,Ausente,fk_invalida:aula_id
2003,457,649,Presente,fk_invalida:aula_id
2004,457,1391,Cancelada,fk_invalida:aula_id
2005,457,1897,Presente,fk_invalida:aula_id
2006,458,1203,Ausente,fk_invalida:aula_id
2007,458,1297,Presente,fk_invalida:aula_id
2008,458,1263,Presente,fk_invalida:aula_id
2009,458,862,Ausente,fk_invalida:aula_id
2010,458,646,Ausente,fk_invalida:aula_id
2011,458,779,Presente,fk_invalida:aula_id
2012,459,121,Cancelada,fk_invalida:aula_id
2013,459,833,Cancelada,fk_invalida:aula_id
2014,459,424,Ausente,fk_invalida:aula_id
2015,459,1348,Presente,fk_invalida:aula_id
2016,459,1074,Ausente,fk_invalida:aula_id
2017,460,1801,Presente,fk_invalida:aula_id
2018,460,913,Presente,fk_invalida:aula_id
2019,460,60,Presente,fk_invalida:aula_id
2020,460,1625,Presente,fk_invalida:aula_id
2021,460,48,Cancelada,fk_invalida:aula_id
2022,461,2089,Ausente,fk_invalida:aula_id
2023,461,1370,Presente,fk_invalida:aula_id
2024,461,258,Cancelada,fk_invalida:aula_id
2025,461,1834,Ausente,fk_invalida:aula_id
2026,462,1165,Cancelada,fk_invalida:aula_id
2027,462,1579,Cancelada,fk_invalida:aula_id
2028,462,1891,Ausente,fk_invalida:aula_id
2029,462,1700,Presente,fk_invalida:aula_id
2030,462,2070,Presente,fk_invalida:aula_id
2031,462,2158,Ausente,fk_invalida:aula_id
2032,462,129,Ausente,fk_invalida:aula_id
2033,463,98,Cancelada,fk_invalida:aula_id
2034,463,185,Presente,fk_invalida:aula_id
2035,464,1658,Ausente,fk_invalida:aula_id
2036,464,1458,Presente,fk_invalida:aula_id
2037,464,1558,Presente,fk_invalida:aula_id
2038,464,1064,Ausente,fk_invalida:aula_id
2039,465,1795,Ausente,fk_invalida:aula_id
2040,465,1139,Cancelada,fk_invalida:aula_id
2041,465,1285,Ausente,fk_invalida:aula_id
2042,465,1724,Cancelada,fk_invalida:aula_id
2043,465,1101,Cancelada,fk_invalida:aula_id
2044,466,1206,Ausente,fk_invalida:aula_id
2045,466,1401,Ausente,fk_invalida:aula_id
2046,466,1586,Cancelada,fk_invalida:aula_id
2047,467,1090,Ausente,fk_invalida:aula_id
2048,467,786,Ausente,fk_invalida:aula_id
2049,467,188,Presente,fk_invalida:aula_id
2050,467,1253,Ausente,fk_invalida:aula_id
2051,467,1941,Presente,fk_invalida:aula_id
2052,467,2038,Presente,fk_invalida:aula_id
2053,468,678,Cancelada,fk_invalida:aula_id
2054,468,1603,Presente,fk_invalida:aula_id
2055,468,1904,Cancelada,fk_invalida:aula_id
2056,468,213,Cancelada,fk_invalida:aula_id
2057,468,78,Cancelada,fk_invalida:aula_id
2058,468,1048,Ausente,fk_invalida:aula_id
2059,468,156,Cancelada,fk_invalida:aula_id
2060,469,2047,Presente,fk_invalida:aula_id
2061,469,298,Ausente,fk_invalida:aula_id
2062,469,489,Presente,fk_invalida:aula_id
2063,469,1558,Ausente,fk_invalida:aula_id
2064,469,1510,Presente,fk_invalida:aula_id
2065,469,2119,Cancelada,fk_invalida:aula_id
2066,470,2102,Ausente,fk_invalida:aula_id
2067,470,228,Ausente,fk_invalida:aula_id
2068,470,2037,Cancelada,fk_invalida:aula_id
2069,470,2062,Cancelada,fk_invalida:aula_id
2070,470,1632,Ausente,fk_invalida:aula_id
2071,470,474,Presente,fk_invalida:aula_id
2072,471,229,Presente,fk_invalida:aula_id
2073,471,392,Ausente,fk_invalida:aula_id
2074,471,1813,Presente,fk_invalida:aula_id
2075,471,607,Ausente,fk_invalida:aula_id
2076,471,1582,Ausente,fk_invalida:aula_id
2077,471,1939,Ausente,fk_invalida:aula_id
2078,472,2040,Presente,fk_invalida:aula_id
2079,472,1724,Cancelada,fk_invalida:aula_id
2080,473,703,Cancelada,fk_invalida:aula_id
2081,473,809,Presente,fk_invalida:aula_id
2082,473,1885,Ausente,fk_invalida:aula_id
2083,473,1843,Cancelada,fk_invalida:aula_id
2084,473,1612,Presente,fk_invalida:aula_id
2085,473,1835,Presente,fk_invalida:aula_id
2086,473,411,Ausente,fk_invalida:aula_id
2087,474,953,Presente,fk_invalida:aula_id
2088,474,892,Ausente,fk_invalida:aula_id
2089,474,712,Cancelada,fk_invalida:aula_id
2090,474,564,Cancelada,fk_invalida:aula_id
2091,474,1423,Ausente,fk_invalida:aula_id
2092,474,1003,Cancelada,fk_invalida:aula_id
2093,474,1696,Presente,fk_invalida:aula_id
2094,475,1832,Presente,fk_invalida:aula_id
2095,475,1037,Presente,fk_invalida:aula_id
2096,475,1416,Cancelada,fk_invalida:aula_id
2097,475,133,Presente,fk_invalida:aula_id
2098,475,1096,Ausente,fk_invalida:aula_id
2099,475,175,Ausente,fk_invalida:aula_id
2100,475,836,Presente,fk_invalida:aula_id
2101,476,1851,Ausente,fk_invalida:aula_id
2102,476,2077,Presente,fk_invalida:aula_id
2103,476,1863,Presente,fk_invalida:aula_id
2104,476,266,Cancelada,fk_invalida:aula_id
2105,476,1198,Cancelada,fk_invalida:aula_id
2106,476,495,Presente,fk_invalida:aula_id
2107,477,1118,Presente,fk_invalida:aula_id
2108,477,14,Cancelada,fk_invalida:aula_id
2109,477,336,Ausente,fk_invalida:aula_id
2110,477,313,Ausente,fk_invalida:aula_id
2111,477,362,Ausente,fk_invalida:aula_id
2112,477,1182,Ausente,fk_invalida:aula_id
2113,478,1839,Presente,fk_invalida:aula_id
2114,478,1086,Ausente,fk_invalida:aula_id
2115,478,342,Presente,fk_invalida:aula_id
2116,478,782,Presente,fk_invalida:aula_id
2117,479,1304,Ausente,fk_invalida:aula_id
2118,479,1077,Ausente,fk_invalida:aula_id
2119,479,810,Presente,fk_invalida:aula_id
2120,480,2197,Ausente,fk_invalida:aula_id
2121,480,201,Presente,fk_invalida:aula_id
2122,481,1855,Cancelada,fk_invalida:aula_id
2123,481,774,Cancelada,fk_invalida:aula_id
2124,481,802,Cancelada,fk_invalida:aula_id
2125,482,1569,Ausente,fk_invalida:aula_id
2126,482,151,Ausente,fk_invalida:aula_id
2127,482,844,Ausente,fk_invalida:aula_id
2128,483,455,Ausente,fk_invalida:aula_id
2129,483,895,Cancelada,fk_invalida:aula_id
2130,483,1267,Presente,fk_invalida:aula_id
2131,483,925,Cancelada,fk_invalida:aula_id
2132,483,1167,Ausente,fk_invalida:aula_id
2133,484,1240,Ausente,fk_invalida:aula_id
2134,484,166,Ausente,fk_invalida:aula_id
2135,484,1986,Cancelada,fk_invalida:aula_id
2136,484,919,Presente,fk_invalida:aula_id
2137,484,1579,Presente,fk_invalida:aula_id
2138,484,1013,Ausente,fk_invalida:aula_id
2139,485,566,Presente,fk_invalida:aula_id
2140,485,1925,Presente,fk_invalida:aula_id
2141,485,270,Presente,fk_invalida:aula_id
2142,485,2042,Presente,fk_invalida:aula_id
2143,485,414,Ausente,fk_invalida:aula_id
2144,485,1869,Cancelada,fk_invalida:aula_id
2145,486,124,Presente,fk_invalida:aula_id
2146,486,627,Cancelada,fk_invalida:aula_id
2147,486,1518,Presente,fk_invalida:aula_id
2148,486,2113,Cancelada,fk_invalida:aula_id
2149,486,894,Presente,fk_invalida:aula_id
2150,487,822,Ausente,fk_invalida:aula_id
2151,487,1604,Ausente,fk_invalida:aula_id
2152,487,474,Ausente,fk_invalida:aula_id
2153,487,754,Cancelada,fk_invalida:aula_id
2154,487,1225,Cancelada,fk_invalida:aula_id
2155,488,1658,Ausente,fk_invalida:aula_id
2156,488,1502,Cancelada,fk_invalida:aula_id
2157,488,1238,Presente,fk_invalida:aula_id
2158,488,253,Presente,fk_invalida:aula_id
2159,488,1282,Ausente,fk_invalida:aula_id
2160,488,1862,Presente,fk_invalida:aula_id
2161,489,1908,Presente,fk_invalida:aula_id
2162,489,2177,Presente,fk_invalida:aula_id
2163,489,2041,Presente,fk_invalida:aula_id
2164,489,2109,Presente,fk_invalida:aula_id
2165,490,347,Ausente,fk_invalida:aula_id
2166,490,1073,Cancelada,fk_invalida:aula_id
2167,491,1127,Presente,fk_invalida:aula_id
2168,491,1297,Cancelada,fk_invalida:aula_id
2169,491,416,Cancelada,fk_invalida:aula_id
2170,491,1344,Ausente,fk_invalida:aula_id
2171,491,2031,Cancelada,fk_invalida:aula_id
2172,491,349,Presente,fk_invalida:aula_id
2173,492,784,Presente,fk_invalida:aula_id
2174,492,1986,Presente,fk_invalida:aula_id
2175,492,1894,Ausente,fk_invalida:aula_id
2176,492,1502,Cancelada,fk_invalida:aula_id
2177,493,1501,Ausente,fk_invalida:aula_id
2178,493,1061,Presente,fk_invalida:aula_id
2179,493,56,Ausente,fk_invalida:aula_id
2180,493,371,Ausente,fk_invalida:aula_id
2181,493,1520,Ausente,fk_invalida:aula_id
2182,493,651,Cancelada,fk_invalida:aula_id
2183,493,612,Cancelada,fk_invalida:aula_id
2184,494,88,Ausente,fk_invalida:aula_id
2185,494,27,Cancelada,fk_invalida:aula_id
2186,494,1146,Presente,fk_invalida:aula_id
2187,495,791,Ausente,fk_invalida:aula_id
2188,495,1121,Presente,fk_invalida:aula_id
2189,495,193,Ausente,fk_invalida:aula_id
2190,495,530,Ausente,fk_invalida:aula_id
2191,495,1337,Presente,fk_invalida:aula_id
2192,496,2087,Ausente,fk_invalida:aula_id
2193,496,951,Presente,fk_invalida:aula_id
2194,496,1086,Cancelada,fk_invalida:aula_id
2195,497,1367,Presente,fk_invalida:aula_id
2196,497,380,Cancelada,fk_invalida:aula_id
2197,497,857,Ausente,fk_invalida:aula_id
2198,497,36,Presente,fk_invalida:aula_id
2199,497,1533,Ausente,fk_invalida:aula_id
2200,497,1210,Presente,fk_invalida:aula_id
2201,498,2080,Cancelada,fk_invalida:aula_id
2202,498,125,Ausente,fk_invalida:aula_id
2203,498,85,Ausente,fk_invalida:aula_id
2204,498,131,Presente,fk_invalida:aula_id
2205,498,2200,Presente,fk_invalida:aula_id
2206,498,171,Presente,fk_invalida:aula_id
2207,498,79,Cancelada,fk_invalida:aula_id
2208,499,977,Presente,fk_invalida:aula_id
2209,499,1316,Presente,fk_invalida:aula_id
2210,499,461,Ausente,fk_invalida:aula_id
2211,499,1441,Ausente,fk_invalida:aula_id
2212,499,97,Ausente,fk_invalida:aula_id
2213,499,1227,Presente,fk_invalida:aula_id
2214,499,2003,Presente,fk_invalida:aula_id
2215,500,201,Cancelada,fk_invalida:aula_id
2216,500,1358,Ausente,fk_invalida:aula_id
2217,500,912,Cancelada,fk_invalida:aula_id
2218,500,946,Cancelada,fk_invalida:aula_id
2219,500,477,Cancelada,fk_invalida:aula_id
2220,500,995,Presente,fk_invalida:aula_id
2221,501,133,Ausente,fk_invalida:aula_id
2222,501,1516,Ausente,fk_invalida:aula_id
2223,501,1488,Presente,fk_invalida:aula_id
2224,502,1161,Cancelada,fk_invalida:aula_id
2225,502,1874,Presente,fk_invalida:aula_id
2226,502,193,Ausente,fk_invalida:aula_id
2227,502,1090,Ausente,fk_invalida:aula_id
2228,503,731,Presente,fk_invalida:aula_id
2229,503,466,Presente,fk_invalida:aula_id
2230,504,212,Ausente,fk_invalida:aula_id
2231,504,1184,Ausente,fk_invalida:aula_id
2232,504,539,Cancelada,fk_invalida:aula_id
2233,504,930,Presente,fk_invalida:aula_id
2234,504,1449,Cancelada,fk_invalida:aula_id
2235,504,1923,Ausente,fk_invalida:aula_id
2236,504,1858,Presente,fk_invalida:aula_id
2237,505,1155,Ausente,fk_invalida:aula_id
2238,505,158,Cancelada,fk_invalida:aula_id
2239,505,464,Cancelada,fk_invalida:aula_id
2240,506,1132,Cancelada,fk_invalida:aula_id
2241,506,1783,Cancelada,fk_invalida:aula_id
2242,506,1812,Presente,fk_invalida:aula_id
2243,506,1170,Cancelada,fk_invalida:aula_id
2244,506,1675,Presente,fk_invalida:aula_id
2245,506,630,Ausente,fk_invalida:aula_id
2246,506,562,Ausente,fk_invalida:aula_id
2247,507,534,Ausente,fk_invalida:aula_id
2248,507,1660,Presente,fk_invalida:aula_id
2249,507,438,Ausente,fk_invalida:aula_id
2250,508,1605,Cancelada,fk_invalida:aula_id
2251,508,1600,Cancelada,fk_invalida:aula_id
2252,508,1172,Ausente,fk_invalida:aula_id
2253,508,855,Presente,fk_invalida:aula_id
2254,508,2070,Cancelada,fk_invalida:aula_id
2255,509,135,Cancelada,fk_invalida:aula_id
2256,509,215,Presente,fk_invalida:aula_id
2257,509,1935,Ausente,fk_invalida:aula_id
2258,510,2081,Presente,fk_invalida:aula_id
2259,510,1879,Cancelada,fk_invalida:aula_id
2260,510,396,Ausente,fk_invalida:aula_id
2261,511,139,Presente,fk_invalida:aula_id
2262,511,125,Ausente,fk_invalida:aula_id
2263,511,807,Presente,fk_invalida:aula_id
2264,512,1307,Presente,fk_invalida:aula_id
2265,512,290,Ausente,fk_invalida:aula_id
2266,513,1040,Cancelada,fk_invalida:aula_id
2267,513,1433,Ausente,fk_invalida:aula_id
2268,513,531,Cancelada,fk_invalida:aula_id
2269,514,1929,Cancelada,fk_invalida:aula_id
2270,514,626,Presente,fk_invalida:aula_id
2271,514,2012,Ausente,fk_invalida:aula_id
2272,514,1638,Ausente,fk_invalida:aula_id
2273,514,1166,Ausente,fk_invalida:aula_id
2274,514,1023,Presente,fk_invalida:aula_id
2275,515,631,Presente,fk_invalida:aula_id
2276,515,856,Presente,fk_invalida:aula_id
2277,515,1023,Presente,fk_invalida:aula_id
2278,515,658,Presente,fk_invalida:aula_id
2279,515,591,Presente,fk_invalida:aula_id
2280,516,64,Cancelada,fk_invalida:aula_id
2281,516,1523,Cancelada,fk_invalida:aula_id
2282,516,1682,Ausente,fk_invalida:aula_id
2283,516,252,Presente,fk_invalida:aula_id
2284,516,645,Ausente,fk_invalida:aula_id
2285,517,248,Cancelada,fk_invalida:aula_id
2286,517,1387,Cancelada,fk_invalida:aula_id
2287,517,1760,Cancelada,fk_invalida:aula_id
2288,517,2085,Ausente,fk_invalida:aula_id
2289,517,309,Cancelada,fk_invalida:aula_id
2290,518,857,Presente,fk_invalida:aula_id
2291,518,1891,Ausente,fk_invalida:aula_id
2292,519,819,Ausente,fk_invalida:aula_id
2293,519,1233,Ausente,fk_invalida:aula_id
2294,519,1681,Cancelada,fk_invalida:aula_id
2295,519,334,Cancelada,fk_invalida:aula_id
2296,520,1790,Presente,fk_invalida:aula_id
2297,520,1492,Cancelada,fk_invalida:aula_id
2298,520,1323,Presente,fk_invalida:aula_id
2299,520,1385,Cancelada,fk_invalida:aula_id
2300,520,966,Cancelada,fk_invalida:aula_id
2301,520,1363,Ausente,fk_invalida:aula_id
2302,521,2195,Presente,fk_invalida:aula_id
2303,521,1921,Presente,fk_invalida:aula_id
2304,521,1093,Presente,fk_invalida:aula_id
2305,521,1804,Cancelada,fk_invalida:aula_id
2306,521,499,Presente,fk_invalida:aula_id
2307,521,808,Presente,fk_invalida:aula_id
2308,522,856,Ausente,fk_invalida:aula_id
2309,522,235,Cancelada,fk_invalida:aula_id
2310,523,1996,Ausente,fk_invalida:aula_id
2311,523,2148,Presente,fk_invalida:aula_id
2312,523,269,Cancelada,fk_invalida:aula_id
2313,523,122,Ausente,fk_invalida:aula_id
2314,523,1757,Cancelada,fk_invalida:aula_id
2315,523,839,Cancelada,fk_invalida:aula_id
2316,524,34,Ausente,fk_invalida:aula_id
2317,524,812,Cancelada,fk_invalida:aula_id
2318,524,575,Presente,fk_invalida:aula_id
2319,524,1798,Ausente,fk_invalida:aula_id
2320,524,381,Presente,fk_invalida:aula_id
2321,525,706,Presente,fk_invalida:aula_id
2322,525,881,Presente,fk_invalida:aula_id
2323,525,644,Cancelada,fk_invalida:aula_id
2324,525,1611,Ausente,fk_invalida:aula_id
2325,525,1039,Cancelada,fk_invalida:aula_id
2326,525,116,Presente,fk_invalida:aula_id
2327,526,1035,Cancelada,fk_invalida:aula_id
2328,526,336,Ausente,fk_invalida:aula_id
2329,526,1770,Presente,fk_invalida:aula_id
2330,526,1720,Ausente,fk_invalida:aula_id
2331,526,1507,Cancelada,fk_invalida:aula_id
2332,527,772,Cancelada,fk_invalida:aula_id
2333,527,252,Ausente,fk_invalida:aula_id
2334,527,1018,Cancelada,fk_invalida:aula_id
2335,527,572,Ausente,fk_invalida:aula_id
2336,527,1473,Cancelada,fk_invalida:aula_id
2337,527,1725,Ausente,fk_invalida:aula_id
2338,528,1440,Ausente,fk_invalida:aula_id
2339,528,1147,Cancelada,fk_invalida:aula_id
2340,528,1984,Cancelada,fk_invalida:aula_id
2341,528,510,Cancelada,fk_invalida:aula_id
2342,528,2118,Ausente,fk_invalida:aula_id
2343,529,345,Presente,fk_invalida:aula_id
2344,529,847,Ausente,fk_invalida:aula_id
2345,529,576,Presente,fk_invalida:aula_id
2346,529,1409,Cancelada,fk_invalida:aula_id
2347,529,828,Cancelada,fk_invalida:aula_id
2348,529,152,Ausente,fk_invalida:aula_id
2349,530,1368,Ausente,fk_invalida:aula_id
2350,530,1714,Cancelada,fk_invalida:aula_id
2351,530,542,Ausente,fk_invalida:aula_id
2352,530,1774,Presente,fk_invalida:aula_id
2353,530,838,Presente,fk_invalida:aula_id
2354,530,1999,Cancelada,fk_invalida:aula_id
2355,531,398,Presente,fk_invalida:aula_id
2356,531,2108,Cancelada,fk_invalida:aula_id
2357,531,1401,Ausente,fk_invalida:aula_id
2358,531,1978,Ausente,fk_invalida:aula_id
2359,531,28,Cancelada,fk_invalida:aula_id
2360,531,1258,Presente,fk_invalida:aula_id
2361,531,1614,Cancelada,fk_invalida:aula_id
2362,532,2008,Ausente,fk_invalida:aula_id
2363,532,1309,Cancelada,fk_invalida:aula_id
2364,532,1830,Cancelada,fk_invalida:aula_id
2365,532,385,Ausente,fk_invalida:aula_id
2366,532,423,Presente,fk_invalida:aula_id
2367,532,930,Presente,fk_invalida:aula_id
2368,532,1961,Cancelada,fk_invalida:aula_id
2369,533,1497,Presente,fk_invalida:aula_id
2370,533,1132,Presente,fk_invalida:aula_id
2371,533,1856,Ausente,fk_invalida:aula_id
2372,534,819,Cancelada,fk_invalida:aula_id
2373,534,1294,Ausente,fk_invalida:aula_id
2374,534,475,Ausente,fk_invalida:aula_id
2375,534,309,Ausente,fk_invalida:aula_id
2376,534,1607,Presente,fk_invalida:aula_id
2377,535,1257,Cancelada,fk_invalida:aula_id
2378,535,1162,Presente,fk_invalida:aula_id
2379,535,820,Presente,fk_invalida:aula_id
2380,535,816,Presente,fk_invalida:aula_id
2381,535,2073,Presente,fk_invalida:aula_id
2382,536,1831,Presente,fk_invalida:aula_id
2383,536,1698,Cancelada,fk_invalida:aula_id
2384,537,1600,Presente,fk_invalida:aula_id
2385,537,1231,Presente,fk_invalida:aula_id
2386,537,1008,Cancelada,fk_invalida:aula_id
2387,537,2177,Cancelada,fk_invalida:aula_id
2388,537,1515,Ausente,fk_invalida:aula_id
2389,538,1836,Cancelada,fk_invalida:aula_id
2390,538,1776,Ausente,fk_invalida:aula_id
2391,538,1957,Cancelada,fk_invalida:aula_id
2392,538,708,Presente,fk_invalida:aula_id
2393,538,200,Ausente,fk_invalida:aula_id
2394,539,1354,Cancelada,fk_invalida:aula_id
2395,539,1469,Ausente,fk_invalida:aula_id
2396,539,1464,Presente,fk_invalida:aula_id
2397,539,1627,Ausente,fk_invalida:aula_id
2398,539,2137,Cancelada,fk_invalida:aula_id
2399,539,474,Presente,fk_invalida:aula_id
2400,540,1802,Ausente,fk_invalida:aula_id
2401,540,1366,Presente,fk_invalida:aula_id
2402,541,1686,Cancelada,fk_invalida:aula_id
2403,541,2090,Ausente,fk_invalida:aula_id
2404,541,176,Presente,fk_invalida:aula_id
2405,541,853,Ausente,fk_invalida:aula_id
2406,542,2050,Ausente,fk_invalida:aula_id
2407,542,1,Ausente,fk_invalida:aula_id
2408,542,1724,Presente,fk_invalida:aula_id
2409,542,607,Cancelada,fk_invalida:aula_id
2410,542,222,Presente,fk_invalida:aula_id
2411,542,1445,Presente,fk_invalida:aula_id
2412,542,349,Ausente,fk_invalida:aula_id
2413,543,1096,Ausente,fk_invalida:aula_id
2414,543,450,Presente,fk_invalida:aula_id
2415,543,183,Ausente,fk_invalida:aula_id
2416,543,626,Presente,fk_invalida:aula_id
2417,543,287,Presente,fk_invalida:aula_id
2418,543,160,Presente,fk_invalida:aula_id
2419,543,237,Presente,fk_invalida:aula_id
2420,544,885,Ausente,fk_invalida:aula_id
2421,544,1155,Cancelada,fk_invalida:aula_id
2422,544,165,Cancelada,fk_invalida:aula_id
2423,544,2061,Presente,fk_invalida:aula_id
2424,544,394,Cancelada,fk_invalida:aula_id
2425,544,1457,Presente,fk_invalida:aula_id
2426,545,1500,Cancelada,fk_invalida:aula_id
2427,545,1564,Ausente,fk_invalida:aula_id
2428,545,980,Cancelada,fk_invalida:aula_id
2429,546,80,Cancelada,fk_invalida:aula_id
2430,546,690,Ausente,fk_invalida:aula_id
2431,546,159,Presente,fk_invalida:aula_id
2432,546,1367,Presente,fk_invalida:aula_id
2433,546,1546,Presente,fk_invalida:aula_id
2434,546,1803,Ausente,fk_invalida:aula_id
2435,547,553,Cancelada,fk_invalida:aula_id
2436,547,1666,Ausente,fk_invalida:aula_id
2437,547,1188,Ausente,fk_invalida:aula_id
2438,547,2173,Presente,fk_invalida:aula_id
2439,547,1801,Presente,fk_invalida:aula_id
2440,547,36,Presente,fk_invalida:aula_id
2441,547,27,Presente,fk_invalida:aula_id
2442,548,271,Ausente,fk_invalida:aula_id
2443,548,131,Ausente,fk_invalida:aula_id
2444,548,1116,Presente,fk_invalida:aula_id
2445,548,798,Cancelada,fk_invalida:aula_id
2446,549,1543,Cancelada,fk_invalida:aula_id
2447,549,689,Presente,fk_invalida:aula_id
2448,549,2133,Cancelada,fk_invalida:aula_id
2449,549,1280,Ausente,fk_invalida:aula_id
2450,549,1114,Ausente,fk_invalida:aula_id
2451,549,1332,Presente,fk_invalida:aula_id
2452,549,1595,Ausente,fk_invalida:aula_id
2453,550,81,Cancelada,fk_invalida:aula_id
2454,550,1578,Presente,fk_invalida:aula_id
2455,550,693,Cancelada,fk_invalida:aula_id
2456,550,1671,Ausente,fk_invalida:aula_id
2457,550,2017,Ausente,fk_invalida:aula_id
2458,550,1760,Ausente,fk_invalida:aula_id
2459,551,2110,Cancelada,fk_invalida:aula_id
2460,551,2094,Ausente,fk_invalida:aula_id
2461,551,1017,Ausente,fk_invalida:aula_id
2462,552,2060,Ausente,fk_invalida:aula_id
2463,552,2021,Cancelada,fk_invalida:aula_id
2464,552,1594,Presente,fk_invalida:aula_id
2465,552,1877,Ausente,fk_invalida:aula_id
2466,552,649,Presente,fk_invalida:aula_id
2467,552,392,Cancelada,fk_invalida:aula_id
2468,552,2026,Ausente,fk_invalida:aula_id
2469,553,1174,Ausente,fk_invalida:aula_id
2470,553,1587,Ausente,fk_invalida:aula_id
2471,553,609,Ausente,fk_invalida:aula_id
2472,553,227,Presente,fk_invalida:aula_id
2473,553,1950,Cancelada,fk_invalida:aula_id
2474,553,1287,Cancelada,fk_invalida:aula_id
2475,553,84,Ausente,fk_invalida:aula_id
2476,554,858,Ausente,fk_invalida:aula_id
2477,554,1537,Presente,fk_invalida:aula_id
2478,554,2174,Presente,fk_invalida:aula_id
2479,554,1236,Cancelada,fk_invalida:aula_id
2480,554,971,Ausente,fk_invalida:aula_id
2481,554,581,Cancelada,fk_invalida:aula_id
2482,555,1378,Presente,fk_invalida:aula_id
2483,555,1272,Presente,fk_invalida:aula_id
2484,556,1833,Ausente,fk_invalida:aula_id
2485,556,760,Presente,fk_invalida:aula_id
2486,556,1264,Presente,fk_invalida:aula_id
2487,556,524,Ausente,fk_invalida:aula_id
2488,557,883,Ausente,fk_invalida:aula_id
2489,557,318,Cancelada,fk_invalida:aula_id
2490,557,410,Ausente,fk_invalida:aula_id
2491,557,392,Presente,fk_invalida:aula_id
2492,557,538,Ausente,fk_invalida:aula_id
2493,557,497,Ausente,fk_invalida:aula_id
2494,557,469,Cancelada,fk_invalida:aula_id
2495,558,1933,Ausente,fk_invalida:aula_id
2496,558,2082,Ausente,fk_invalida:aula_id
2497,558,852,Presente,fk_invalida:aula_id
2498,558,77,Cancelada,fk_invalida:aula_id
2499,559,1945,Ausente,fk_invalida:aula_id
2500,559,1822,Cancelada,fk_invalida:aula_id
2501,559,82,Presente,fk_invalida:aula_id
2502,559,824,Ausente,fk_invalida:aula_id
2503,559,530,Ausente,fk_invalida:aula_id
2504,559,1501,Ausente,fk_invalida:aula_id
2505,559,1093,Presente,fk_invalida:aula_id
2506,560,1632,Cancelada,fk_invalida:aula_id
2507,560,1682,Cancelada,fk_invalida:aula_id
2508,561,1900,Presente,fk_invalida:aula_id
2509,561,1320,Ausente,fk_invalida:aula_id
2510,562,190,Presente,fk_invalida:aula_id
2511,562,1213,Cancelada,fk_invalida:aula_id
2512,563,1560,Presente,fk_invalida:aula_id
2513,563,1285,Presente,fk_invalida:aula_id
2514,563,1371,Cancelada,fk_invalida:aula_id
2515,563,1398,Cancelada,fk_invalida:aula_id
2516,563,1791,Cancelada,fk_invalida:aula_id
2517,563,511,Ausente,fk_invalida:aula_id
2518,564,1714,Cancelada,fk_invalida:aula_id
2519,564,160,Ausente,fk_invalida:aula_id
2520,564,305,Cancelada,fk_invalida:aula_id
2521,565,390,Presente,fk_invalida:aula_id
2522,565,728,Cancelada,fk_invalida:aula_id
2523,565,174,Ausente,fk_invalida:aula_id
2524,565,1065,Ausente,fk_invalida:aula_id
2525,565,9,Ausente,fk_invalida:aula_id
2526,566,915,Cancelada,fk_invalida:aula_id
2527,566,1165,Cancelada,fk_invalida:aula_id
2528,566,1466,Presente,fk_invalida:aula_id
2529,566,965,Presente,fk_invalida:aula_id
2530,566,1076,Presente,fk_invalida:aula_id
2531,566,225,Presente,fk_invalida:aula_id
2532,566,702,Ausente,fk_invalida:aula_id
2533,567,2164,Cancelada,fk_invalida:aula_id
2534,567,1322,Cancelada,fk_invalida:aula_id
2535,568,999,Cancelada,fk_invalida:aula_id
2536,568,1770,Presente,fk_invalida:aula_id
2537,568,401,Cancelada,fk_invalida:aula_id
2538,568,1380,Ausente,fk_invalida:aula_id
2539,568,1796,Cancelada,fk_invalida:aula_id
2540,569,1857,Ausente,fk_invalida:aula_id
2541,569,79,Presente,fk_invalida:aula_id
2542,570,1469,Presente,fk_invalida:aula_id
2543,570,1927,Cancelada,fk_invalida:aula_id
2544,570,1988,Cancelada,fk_invalida:aula_id
2545,570,1868,Cancelada,fk_invalida:aula_id
2546,570,1857,Ausente,fk_invalida:aula_id
2547,570,1266,Presente,fk_invalida:aula_id
2548,570,319,Ausente,fk_invalida:aula_id
2549,571,1367,Ausente,fk_invalida:aula_id
2550,571,162,Presente,fk_invalida:aula_id
2551,572,58,Presente,fk_invalida:aula_id
2552,572,985,Cancelada,fk_invalida:aula_id
2553,572,1676,Presente,fk_invalida:aula_id
2554,572,1487,Presente,fk_invalida:aula_id
2555,572,2171,Presente,fk_invalida:aula_id
2556,572,1550,Cancelada,fk_invalida:aula_id
2557,572,886,Ausente,fk_invalida:aula_id
2558,573,541,Ausente,fk_invalida:aula_id
2559,573,1569,Ausente,fk_invalida:aula_id
2560,574,18,Cancelada,fk_invalida:aula_id
