pagamento_id,matricula_id,competencia,valor,data_vencimento,data_pagamento,status,motivo_rejeicao
6998,584,2025-08-01,99,2025-03-08,2025-12-08,Pago,fk_invalida:matricula_id
7000,584,2025-10-01,35,2025-03-10,,Vencido,fk_invalida:matricula_id
7011,585,2025-09-01,199,2025-01-09,2025-07-09,Pago,fk_invalida:matricula_id
7012,585,2025-10-01,149,2025-04-10,2025-03-10,Pago,fk_invalida:matricula_id
7021,586,2025-07-01,399,2025-02-07,2025-08-07,Pago,fk_invalida:matricula_id
7033,587,2025-07-01,1199,2025-05-07,2025-11-07,Pago,fk_invalida:matricula_id
7035,587,2025-09-01,199,2025-03-09,2025-12-09,Pago,fk_invalida:matricula_id
7036,587,2025-10-01,35,2025-03-10,2025-12-10,Pago,fk_invalida:matricula_id
7042,587,2026-04-01,199,2026-01-04,2026-03-04,Pago,fk_invalida:matricula_id
7045,588,2025-07-01,199,2025-04-07,2025-08-07,Pago,fk_invalida:matricula_id
7046,588,2025-08-01,1199,2025-04-08,2025-07-08,Pago,fk_invalida:matricula_id
7049,588,2025-11-01,399,2025-03-11,2025-05-11,Pago,fk_invalida:matricula_id
7055,588,2026-05-01,99,2026-02-05,2026-12-05,Pago,fk_invalida:matricula_id
7060,589,2025-10-01,199,2025-01-10,,Vencido,fk_invalida:matricula_id
7062,589,2025-12-01,1199,2025-03-12,2025-10-12,Pago,fk_invalida:matricula_id
7063,589,2026-01-01,1199,2026-01-01,2026-06-01,Pago,fk_invalida:matricula_id
7065,589,2026-03-01,35,2026-02-03,2026-08-03,Pago,fk_invalida:matricula_id
7067,589,2026-05-01,149,2026-02-05,,Vencido,fk_invalida:matricula_id
7070,590,2025-08-01,399,2025-02-08,2025-01-08,Pago,fk_invalida:matricula_id
7071,590,2025-09-01,99,2025-03-09,2025-05-09,Pago,fk_invalida:matricula_id
7072,590,2025-10-01,109,2025-01-10,2025-03-10,Pago,fk_invalida:matricula_id
7077,590,2026-03-01,199,2026-02-03,2026-01-03,Pago,fk_invalida:matricula_id
7078,590,2026-04-01,699,2026-02-04,2026-02-04,Pago,fk_invalida:matricula_id
7081,591,2025-07-01,1199,2025-06-07,2025-05-07,Pago,fk_invalida:matricula_id
7085,591,2025-11-01,35,2025-03-11,2025-12-11,Pago,fk_invalida:matricula_id
7086,591,2025-12-01,99,2025-02-12,2025-11-12,Pago,fk_invalida:matricula_id
7089,591,2026-03-01,399,2026-01-03,,Vencido,fk_invalida:matricula_id
7094,592,2025-08-01,399,2025-01-08,,Vencido,fk_invalida:matricula_id
7095,592,2025-09-01,99,2025-01-09,2025-12-09,Pago,fk_invalida:matricula_id
7105,593,2025-07-01,109,2025-04-07,2025-02-07,Pago,fk_invalida:matricula_id
7108,593,2025-10-01,109,2025-02-10,2025-05-10,Pago,fk_invalida:matricula_id
7113,593,2026-03-01,35,2026-01-03,2026-08-03,Pago,fk_invalida:matricula_id
7117,594,2025-07-01,109,2025-01-07,,Vencido,fk_invalida:matricula_id
7118,594,2025-08-01,399,2025-04-08,,Vencido,fk_invalida:matricula_id
7119,594,2025-09-01,1199,2025-02-09,2025-08-09,Pago,fk_invalida:matricula_id
7121,594,2025-11-01,99,2025-02-11,2025-09-11,Pago,fk_invalida:matricula_id
7130,595,2025-08-01,399,2025-04-08,2025-05-08,Pago,fk_invalida:matricula_id
7134,595,2025-12-01,149,2025-01-12,2025-10-12,Pago,fk_invalida:matricula_id
7139,595,2026-05-01,99,2026-02-05,2026-07-05,Pago,fk_invalida:matricula_id
7141,596,2025-07-01,399,2025-05-07,2025-03-07,Pago,fk_invalida:matricula_id
7142,596,2025-08-01,1199,2025-04-08,2025-11-08,Pago,fk_invalida:matricula_id
7146,596,2025-12-01,199,2025-01-12,2025-08-12,Pago,fk_invalida:matricula_id
7148,596,2026-02-01,99,2026-01-02,2026-11-02,Pago,fk_invalida:matricula_id
7156,597,2025-10-01,199,2025-04-10,2025-06-10,Pago,fk_invalida:matricula_id
7157,597,2025-11-01,99,2025-01-11,,Vencido,fk_invalida:matricula_id
7158,597,2025-12-01,199,2025-01-12,,Vencido,fk_invalida:matricula_id
7165,598,2025-07-01,35,2025-01-07,,Vencido,fk_invalida:matricula_id
7166,598,2025-08-01,399,2025-01-08,2025-05-08,Pago,fk_invalida:matricula_id
7170,598,2025-12-01,149,2025-03-12,2025-01-12,Pago,fk_invalida:matricula_id
7172,598,2026-02-01,35,2026-01-02,2026-04-02,Pago,fk_invalida:matricula_id
7174,598,2026-04-01,1199,2026-01-04,2026-06-04,Pago,fk_invalida:matricula_id
7175,598,2026-05-01,399,2026-01-05,2026-01-05,Pago,fk_invalida:matricula_id
7178,599,2025-08-01,149,2025-02-08,2025-04-08,Pago,fk_invalida:matricula_id
7189,600,2025-07-01,99,2025-01-07,2025-09-07,Pago,fk_invalida:matricula_id
7193,600,2025-11-01,35,2025-03-11,2025-09-11,Pago,fk_invalida:matricula_id
7197,600,2026-03-01,699,2026-01-03,2026-09-03,Pago,fk_invalida:matricula_id
7198,600,2026-04-01,699,2026-01-04,2026-02-04,Pago,fk_invalida:matricula_id
7201,601,2025-07-01,99,2025-01-07,2025-09-07,Pago,fk_invalida:matricula_id
7202,601,2025-08-01,149,2025-05-08,,Vencido,fk_invalida:matricula_id
7203,601,2025-09-01,109,2025-04-09,2025-09-09,Pago,fk_invalida:matricula_id
7208,601,2026-02-01,35,2026-01-02,2026-07-02,Pago,fk_invalida:matricula_id
7213,602,2025-07-01,199,2025-05-07,2025-02-07,Pago,fk_invalida:matricula_id
7214,602,2025-08-01,109,2025-03-08,2025-04-08,Pago,fk_invalida:matricula_id
7217,602,2025-11-01,149,2025-01-11,2025-11-11,Pago,fk_invalida:matricula_id
7218,602,2025-12-01,199,2025-03-12,2025-11-12,Pago,fk_invalida:matricula_id
7224,602,2026-06-01,399,2026-01-06,2026-03-06,Pago,fk_invalida:matricula_id
7233,603,2026-03-01,199,2026-02-03,2026-02-03,Pago,fk_invalida:matricula_id
7237,604,2025-07-01,399,2025-03-07,,Vencido,fk_invalida:matricula_id
7238,604,2025-08-01,35,2025-05-08,2025-04-08,Pago,fk_invalida:matricula_id
7244,604,2026-02-01,199,2026-01-02,2026-05-02,Pago,fk_invalida:matricula_id
7250,605,2025-08-01,109,2025-03-08,2025-11-08,Pago,fk_invalida:matricula_id
7251,605,2025-09-01,699,2025-04-09,2025-12-09,Pago,fk_invalida:matricula_id
7254,605,2025-12-01,109,2025-01-12,2025-02-12,Pago,fk_invalida:matricula_id
7257,605,2026-03-01,699,2026-02-03,2026-01-03,Pago,fk_invalida:matricula_id
7258,605,2026-04-01,35,2026-02-04,2026-03-04,Pago,fk_invalida:matricula_id
7262,606,2025-08-01,1199,2025-05-08,2025-02-08,Pago,fk_invalida:matricula_id
7266,606,2025-12-01,199,2025-01-12,2025-07-12,Pago,fk_invalida:matricula_id
7270,606,2026-04-01,109,2026-02-04,2026-06-04,Pago,fk_invalida:matricula_id
7271,606,2026-05-01,1199,2026-02-05,2026-12-05,Pago,fk_invalida:matricula_id
7279,607,2026-01-01,199,2026-02-01,2026-08-01,Pago,fk_invalida:matricula_id
7281,607,2026-03-01,35,2026-01-03,,Vencido,fk_invalida:matricula_id
7285,608,2025-07-01,399,2025-03-07,,Vencido,fk_invalida:matricula_id
7286,608,2025-08-01,35,2025-02-08,2025-02-08,Pago,fk_invalida:matricula_id
7287,608,2025-09-01,399,2025-01-09,2025-04-09,Pago,fk_invalida:matricula_id
7288,608,2025-10-01,109,2025-02-10,2025-01-10,Pago,fk_invalida:matricula_id
7293,608,2026-03-01,199,2026-02-03,2026-04-03,Pago,fk_invalida:matricula_id
7298,609,2025-08-01,699,2025-04-08,2025-11-08,Pago,fk_invalida:matricula_id
7305,609,2026-03-01,109,2026-03-03,,Vencido,fk_invalida:matricula_id
7309,610,2025-07-01,35,2025-02-07,2025-11-07,Pago,fk_invalida:matricula_id
7310,610,2025-08-01,149,2025-02-08,2025-06-08,Pago,fk_invalida:matricula_id
7324,611,2025-10-01,149,2025-04-10,2025-06-10,Pago,fk_invalida:matricula_id
7325,611,2025-11-01,149,2025-01-11,2025-02-11,Pago,fk_invalida:matricula_id
7327,611,2026-01-01,199,2026-02-01,2026-02-01,Pago,fk_invalida:matricula_id
7334,612,2025-08-01,699,2025-05-08,2025-02-08,Pago,fk_invalida:matricula_id
7336,612,2025-10-01,699,2025-04-10,2025-10-10,Pago,fk_invalida:matricula_id
7337,612,2025-11-01,699,2025-01-11,2025-08-11,Pago,fk_invalida:matricula_id
7341,612,2026-03-01,99,2026-03-03,2026-06-03,Pago,fk_invalida:matricula_id
7342,612,2026-04-01,199,2026-01-04,2026-08-04,Pago,fk_invalida:matricula_id
7348,613,2025-10-01,199,2025-02-10,2025-09-10,Pago,fk_invalida:matricula_id
7353,613,2026-03-01,1199,2026-03-03,,Vencido,fk_invalida:matricula_id
7354,613,2026-04-01,149,2026-02-04,2026-07-04,Pago,fk_invalida:matricula_id
7359,614,2025-09-01,1199,2025-02-09,2025-10-09,Pago,fk_invalida:matricula_id
7367,614,2026-05-01,35,2026-01-05,,Vencido,fk_invalida:matricula_id
7369,615,2025-07-01,99,2025-01-07,2025-04-07,Pago,fk_invalida:matricula_id
7370,615,2025-08-01,199,2025-03-08,,Vencido,fk_invalida:matricula_id
7373,615,2025-11-01,199,2025-01-11,2025-01-11,Pago,fk_invalida:matricula_id
7377,615,2026-03-01,109,2026-01-03,2026-04-03,Pago,fk_invalida:matricula_id
7385,616,2025-11-01,99,2025-03-11,,Vencido,fk_invalida:matricula_id
7386,616,2025-12-01,199,2025-01-12,2025-05-12,Pago,fk_invalida:matricula_id
7393,617,2025-07-01,699,2025-01-07,,Vencido,fk_invalida:matricula_id
7395,617,2025-09-01,699,2025-02-09,,Vencido,fk_invalida:matricula_id
7396,617,2025-10-01,1199,2025-03-10,,Vencido,fk_invalida:matricula_id
7405,618,2025-07-01,35,2025-02-07,2025-10-07,Pago,fk_invalida:matricula_id
7406,618,2025-08-01,199,2025-01-08,2025-02-08,Pago,fk_invalida:matricula_id
7407,618,2025-09-01,1199,2025-02-09,2025-04-09,Pago,fk_invalida:matricula_id
7408,618,2025-10-01,1199,2025-03-10,,Vencido,fk_invalida:matricula_id
7417,619,2025-07-01,1199,2025-02-07,,Vencido,fk_invalida:matricula_id
7418,619,2025-08-01,109,2025-02-08,2025-02-08,Pago,fk_invalida:matricula_id
7423,619,2026-01-01,699,2026-02-01,2026-09-01,Pago,fk_invalida:matricula_id
7427,619,2026-05-01,199,2026-02-05,,Vencido,fk_invalida:matricula_id
7430,620,2025-08-01,35,2025-02-08,2025-04-08,Pago,fk_invalida:matricula_id
7432,620,2025-10-01,109,2025-01-10,2025-05-10,Pago,fk_invalida:matricula_id
7437,620,2026-03-01,35,2026-01-03,2026-06-03,Pago,fk_invalida:matricula_id
7441,621,2025-07-01,109,2025-06-07,2025-07-07,Pago,fk_invalida:matricula_id
7442,621,2025-08-01,1199,2025-02-08,2025-04-08,Pago,fk_invalida:matricula_id
7443,621,2025-09-01,99,2025-01-09,2025-01-09,Pago,fk_invalida:matricula_id
7449,621,2026-03-01,109,2026-03-03,2026-05-03,Pago,fk_invalida:matricula_id
7454,622,2025-08-01,1199,2025-04-08,,Vencido,fk_invalida:matricula_id
7458,622,2025-12-01,149,2025-01-12,2025-02-12,Pago,fk_invalida:matricula_id
7472,623,2026-02-01,199,2026-01-02,,Vencido,fk_invalida:matricula_id
7483,624,2026-01-01,149,2026-02-01,2026-09-01,Pago,fk_invalida:matricula_id
7485,624,2026-03-01,99,2026-02-03,,Vencido,fk_invalida:matricula_id
7489,625,2025-07-01,199,2025-05-07,2025-03-07,Pago,fk_invalida:matricula_id
7490,625,2025-08-01,99,2025-01-08,2025-06-08,Pago,fk_invalida:matricula_id
7491,625,2025-09-01,199,2025-01-09,2025-01-09,Pago,fk_invalida:matricula_id
7493,625,2025-11-01,149,2025-02-11,2025-01-11,Pago,fk_invalida:matricula_id
7496,625,2026-02-01,35,2026-01-02,2026-11-02,Pago,fk_invalida:matricula_id
7501,626,2025-07-01,699,2025-04-07,2025-03-07,Pago,fk_invalida:matricula_id
7502,626,2025-08-01,1199,2025-04-08,2025-04-08,Pago,fk_invalida:matricula_id
7503,626,2025-09-01,199,2025-01-09,2025-06-09,Pago,fk_invalida:matricula_id
7510,626,2026-04-01,109,2026-01-04,2026-08-04,Pago,fk_invalida:matricula_id
7515,627,2025-09-01,99,2025-04-09,2025-07-09,Pago,fk_invalida:matricula_id
7516,627,2025-10-01,149,2025-02-10,,Vencido,fk_invalida:matricula_id
7521,627,2026-03-01,109,2026-02-03,2026-02-03,Pago,fk_invalida:matricula_id
7525,628,2025-07-01,149,2025-04-07,2025-01-07,Pago,fk_invalida:matricula_id
7527,628,2025-09-01,699,2025-04-09,2025-02-09,Pago,fk_invalida:matricula_id
7537,629,2025-07-01,199,2025-05-07,2025-06-07,Pago,fk_invalida:matricula_id
7539,629,2025-09-01,99,2025-02-09,2025-09-09,Pago,fk_invalida:matricula_id
7541,629,2025-11-01,35,2025-03-11,2025-01-11,Pago,fk_invalida:matricula_id
7545,629,2026-03-01,1199,2026-02-03,2026-02-03,Pago,fk_invalida:matricula_id
7549,630,2025-07-01,399,2025-06-07,2025-11-07,Pago,fk_invalida:matricula_id
7550,630,2025-08-01,699,2025-03-08,2025-09-08,Pago,fk_invalida:matricula_id
7551,630,2025-09-01,199,2025-02-09,2025-04-09,Pago,fk_invalida:matricula_id
7566,631,2025-12-01,1199,2025-03-12,2025-01-12,Pago,fk_invalida:matricula_id
7567,631,2026-01-01,35,2026-02-01,2026-09-01,Pago,fk_invalida:matricula_id
7569,631,2026-03-01,699,2026-02-03,2026-04-03,Pago,fk_invalida:matricula_id
7573,632,2025-07-01,149,2025-06-07,2025-10-07,Pago,fk_invalida:matricula_id
7574,632,2025-08-01,199,2025-03-08,2025-02-08,Pago,fk_invalida:matricula_id
7575,632,2025-09-01,149,2025-04-09,2025-10-09,Pago,fk_invalida:matricula_id
7581,632,2026-03-01,699,2026-02-03,2026-06-03,Pago,fk_invalida:matricula_id
7585,633,2025-07-01,199,2025-05-07,2025-10-07,Pago,fk_invalida:matricula_id
7587,633,2025-09-01,35,2025-01-09,2025-03-09,Pago,fk_invalida:matricula_id
7588,633,2025-10-01,399,2025-03-10,2025-06-10,Pago,fk_invalida:matricula_id
7589,633,2025-11-01,1199,2025-01-11,2025-12-11,Pago,fk_invalida:matricula_id
7591,633,2026-01-01,109,2026-01-01,2026-08-01,Pago,fk_invalida:matricula_id
7594,633,2026-04-01,399,2026-01-04,2026-02-04,Pago,fk_invalida:matricula_id
7597,634,2025-07-01,35,2025-01-07,2025-02-07,Pago,fk_invalida:matricula_id
7598,634,2025-08-01,35,2025-03-08,,Vencido,fk_invalida:matricula_id
7600,634,2025-10-01,149,2025-03-10,,Vencido,fk_invalida:matricula_id
7601,634,2025-11-01,99,2025-01-11,2025-02-11,Pago,fk_invalida:matricula_id
7609,635,2025-07-01,35,2025-02-07,2025-04-07,Pago,fk_invalida:matricula_id
7611,635,2025-09-01,149,2025-04-09,2025-12-09,Pago,fk_invalida:matricula_id
7612,635,2025-10-01,199,2025-01-10,2025-09-10,Pago,fk_invalida:matricula_id
7618,635,2026-04-01,1199,2026-01-04,2026-05-04,Pago,fk_invalida:matricula_id
7619,635,2026-05-01,149,2026-01-05,2026-04-05,Pago,fk_invalida:matricula_id
7621,636,2025-07-01,35,2025-04-07,,Vencido,fk_invalida:matricula_id
7629,636,2026-03-01,1199,2026-02-03,2026-05-03,Pago,fk_invalida:matricula_id
7632,636,2026-06-01,99,2026-01-06,2026-08-06,Pago,fk_invalida:matricula_id
7634,637,2025-08-01,99,2025-05-08,2025-09-08,Pago,fk_invalida:matricula_id
7636,637,2025-10-01,99,2025-04-10,2025-08-10,Pago,fk_invalida:matricula_id
7637,637,2025-11-01,99,2025-01-11,2025-11-11,Pago,fk_invalida:matricula_id
7641,637,2026-03-01,699,2026-01-03,2026-04-03,Pago,fk_invalida:matricula_id
7643,637,2026-05-01,199,2026-02-05,,Vencido,fk_invalida:matricula_id
7648,638,2025-10-01,99,2025-02-10,2025-09-10,Pago,fk_invalida:matricula_id
7649,638,2025-11-01,149,2025-03-11,,Vencido,fk_invalida:matricula_id
7650,638,2025-12-01,399,2025-02-12,,Vencido,fk_invalida:matricula_id
7652,638,2026-02-01,149,2026-01-02,2026-05-02,Pago,fk_invalida:matricula_id
7657,639,2025-07-01,35,2025-02-07,2025-04-07,Pago,fk_invalida:matricula_id
7659,639,2025-09-01,35,2025-04-09,2025-04-09,Pago,fk_invalida:matricula_id
7670,640,2025-08-01,399,2025-01-08,2025-10-08,Pago,fk_invalida:matricula_id
7674,640,2025-12-01,149,2025-02-12,2025-02-12,Pago,fk_invalida:matricula_id
7682,641,2025-08-01,1199,2025-05-08,2025-03-08,Pago,fk_invalida:matricula_id
7683,641,2025-09-01,99,2025-03-09,,Vencido,fk_invalida:matricula_id
7687,641,2026-01-01,149,2026-02-01,,Vencido,fk_invalida:matricula_id
7693,642,2025-07-01,199,2025-04-07,2025-07-07,Pago,fk_invalida:matricula_id
7696,642,2025-10-01,399,2025-04-10,2025-02-10,Pago,fk_invalida:matricula_id
7697,642,2025-11-01,199,2025-03-11,2025-10-11,Pago,fk_invalida:matricula_id
7698,642,2025-12-01,399,2025-02-12,2025-04-12,Pago,fk_invalida:matricula_id
7699,642,2026-01-01,399,2026-01-01,2026-06-01,Pago,fk_invalida:matricula_id
7701,642,2026-03-01,109,2026-02-03,2026-09-03,Pago,fk_invalida:matricula_id
7706,643,2025-08-01,399,2025-03-08,2025-02-08,Pago,fk_invalida:matricula_id
7714,643,2026-04-01,149,2026-01-04,2026-09-04,Pago,fk_invalida:matricula_id
7717,644,2025-07-01,199,2025-03-07,,Vencido,fk_invalida:matricula_id
7719,644,2025-09-01,199,2025-03-09,2025-07-09,Pago,fk_invalida:matricula_id
7720,644,2025-10-01,109,2025-01-10,,Vencido,fk_invalida:matricula_id
7729,645,2025-07-01,35,2025-05-07,,Vencido,fk_invalida:matricula_id
7730,645,2025-08-01,1199,2025-03-08,2025-11-08,Pago,fk_invalida:matricula_id
7739,645,2026-05-01,35,2026-02-05,2026-01-05,Pago,fk_invalida:matricula_id
7741,646,2025-07-01,99,2025-06-07,2025-10-07,Pago,fk_invalida:matricula_id
7746,646,2025-12-01,699,2025-03-12,2025-06-12,Pago,fk_invalida:matricula_id
7750,646,2026-04-01,699,2026-01-04,,Vencido,fk_invalida:matricula_id
7754,647,2025-08-01,199,2025-04-08,2025-07-08,Pago,fk_invalida:matricula_id
7759,647,2026-01-01,99,2026-01-01,2026-03-01,Pago,fk_invalida:matricula_id
7761,647,2026-03-01,99,2026-02-03,2026-01-03,Pago,fk_invalida:matricula_id
7765,648,2025-07-01,699,2025-03-07,2025-08-07,Pago,fk_invalida:matricula_id
7768,648,2025-10-01,99,2025-03-10,2025-12-10,Pago,fk_invalida:matricula_id
7769,648,2025-11-01,149,2025-03-11,2025-07-11,Pago,fk_invalida:matricula_id
7777,649,2025-07-01,109,2025-06-07,2025-12-07,Pago,fk_invalida:matricula_id
7779,649,2025-09-01,399,2025-03-09,2025-08-09,Pago,fk_invalida:matricula_id
7781,649,2025-11-01,35,2025-02-11,2025-01-11,Pago,fk_invalida:matricula_id
7783,649,2026-01-01,149,2026-01-01,2026-07-01,Pago,fk_invalida:matricula_id
7784,649,2026-02-01,199,2026-01-02,2026-06-02,Pago,fk_invalida:matricula_id
7785,649,2026-03-01,399,2026-02-03,2026-02-03,Pago,fk_invalida:matricula_id
7786,649,2026-04-01,199,2026-01-04,2026-12-04,Pago,fk_invalida:matricula_id
7790,650,2025-08-01,149,2025-02-08,2025-06-08,Pago,fk_invalida:matricula_id
7792,650,2025-10-01,99,2025-03-10,2025-06-10,Pago,fk_invalida:matricula_id
7796,650,2026-02-01,35,2026-01-02,2026-04-02,Pago,fk_invalida:matricula_id
7801,651,2025-07-01,35,2025-03-07,2025-07-07,Pago,fk_invalida:matricula_id
7806,651,2025-12-01,1199,2025-03-12,2025-01-12,Pago,fk_invalida:matricula_id
7811,651,2026-05-01,99,2026-02-05,2026-01-05,Pago,fk_invalida:matricula_id
7813,652,2025-07-01,149,2025-01-07,,Vencido,fk_invalida:matricula_id
7816,652,2025-10-01,149,2025-04-10,2025-12-10,Pago,fk_invalida:matricula_id
7818,652,2025-12-01,399,2025-01-12,2025-01-12,Pago,fk_invalida:matricula_id
7822,652,2026-04-01,35,2026-01-04,,Vencido,fk_invalida:matricula_id
7823,652,2026-05-01,99,2026-02-05,2026-01-05,Pago,fk_invalida:matricula_id
7825,653,2025-07-01,399,2025-02-07,2025-02-07,Pago,fk_invalida:matricula_id
7830,653,2025-12-01,399,2025-02-12,2025-09-12,Pago,fk_invalida:matricula_id
7833,653,2026-03-01,35,2026-01-03,2026-01-03,Pago,fk_invalida:matricula_id
7835,653,2026-05-01,199,2026-01-05,2026-03-05,Pago,fk_invalida:matricula_id
7846,654,2026-04-01,699,2026-01-04,2026-07-04,Pago,fk_invalida:matricula_id
7851,655,2025-09-01,699,2025-04-09,2025-09-09,Pago,fk_invalida:matricula_id
7852,655,2025-10-01,699,2025-04-10,2025-10-10,Pago,fk_invalida:matricula_id
7854,655,2025-12-01,699,2025-01-12,,Vencido,fk_invalida:matricula_id
7855,655,2026-01-01,35,2026-01-01,,Vencido,fk_invalida:matricula_id
7857,655,2026-03-01,199,2026-03-03,2026-05-03,Pago,fk_invalida:matricula_id
7859,655,2026-05-01,35,2026-02-05,2026-11-05,Pago,fk_invalida:matricula_id
7861,656,2025-07-01,199,2025-03-07,,Vencido,fk_invalida:matricula_id
7862,656,2025-08-01,149,2025-03-08,2025-12-08,Pago,fk_invalida:matricula_id
7864,656,2025-10-01,99,2025-01-10,,Vencido,fk_invalida:matricula_id
7869,656,2026-03-01,199,2026-01-03,2026-07-03,Pago,fk_invalida:matricula_id
7875,657,2025-09-01,1199,2025-02-09,,Vencido,fk_invalida:matricula_id
7877,657,2025-11-01,1199,2025-01-11,2025-04-11,Pago,fk_invalida:matricula_id
7899,659,2025-09-01,109,2025-02-09,2025-06-09,Pago,fk_invalida:matricula_id
7900,659,2025-10-01,199,2025-02-10,2025-05-10,Pago,fk_invalida:matricula_id
7902,659,2025-12-01,149,2025-03-12,2025-10-12,Pago,fk_invalida:matricula_id
7909,660,2025-07-01,149,2025-05-07,2025-02-07,Pago,fk_invalida:matricula_id
7911,660,2025-09-01,199,2025-02-09,2025-10-09,Pago,fk_invalida:matricula_id
7918,660,2026-04-01,399,2026-01-04,2026-01-04,Pago,fk_invalida:matricula_id
7922,661,2025-08-01,199,2025-05-08,2025-06-08,Pago,fk_invalida:matricula_id
7927,661,2026-01-01,109,2026-01-01,2026-07-01,Pago,fk_invalida:matricula_id
7933,662,2025-07-01,199,2025-05-07,2025-05-07,Pago,fk_invalida:matricula_id
7935,662,2025-09-01,699,2025-01-09,2025-08-09,Pago,fk_invalida:matricula_id
7936,662,2025-10-01,1199,2025-04-10,2025-12-10,Pago,fk_invalida:matricula_id
7937,662,2025-11-01,35,2025-01-11,2025-09-11,Pago,fk_invalida:matricula_id
7938,662,2025-12-01,199,2025-02-12,2025-03-12,Pago,fk_invalida:matricula_id
7943,662,2026-05-01,1199,2026-01-05,2026-06-05,Pago,fk_invalida:matricula_id
7945,663,2025-07-01,399,2025-03-07,,Vencido,fk_invalida:matricula_id
7947,663,2025-09-01,99,2025-02-09,2025-02-09,Pago,fk_invalida:matricula_id
7948,663,2025-10-01,1199,2025-03-10,2025-05-10,Pago,fk_invalida:matricula_id
7949,663,2025-11-01,149,2025-01-11,2025-10-11,Pago,fk_invalida:matricula_id
7953,663,2026-03-01,109,2026-02-03,2026-03-03,Pago,fk_invalida:matricula_id
7960,664,2025-10-01,35,2025-01-10,2025-07-10,Pago,fk_invalida:matricula_id
7961,664,2025-11-01,149,2025-02-11,2025-08-11,Pago,fk_invalida:matricula_id
7965,664,2026-03-01,99,2026-03-03,,Vencido,fk_invalida:matricula_id
7969,665,2025-07-01,35,2025-01-07,2025-03-07,Pago,fk_invalida:matricula_id
7970,665,2025-08-01,109,2025-04-08,2025-03-08,Pago,fk_invalida:matricula_id
7973,665,2025-11-01,109,2025-03-11,2025-02-11,Pago,fk_invalida:matricula_id
7981,666,2025-07-01,109,2025-03-07,2025-02-07,Pago,fk_invalida:matricula_id
7984,666,2025-10-01,109,2025-04-10,2025-01-10,Pago,fk_invalida:matricula_id
7985,666,2025-11-01,699,2025-02-11,2025-01-11,Pago,fk_invalida:matricula_id
7987,666,2026-01-01,149,2026-01-01,2026-04-01,Pago,fk_invalida:matricula_id
7991,666,2026-05-01,199,2026-02-05,2026-04-05,Pago,fk_invalida:matricula_id
7994,667,2025-08-01,109,2025-02-08,2025-04-08,Pago,fk_invalida:matricula_id
7995,667,2025-09-01,149,2025-04-09,,Vencido,fk_invalida:matricula_id
8001,667,2026-03-01,35,2026-01-03,2026-07-03,Pago,fk_invalida:matricula_id
8003,667,2026-05-01,699,2026-01-05,2026-11-05,Pago,fk_invalida:matricula_id
8005,668,2025-07-01,199,2025-04-07,2025-09-07,Pago,fk_invalida:matricula_id
8008,668,2025-10-01,149,2025-04-10,2025-08-10,Pago,fk_invalida:matricula_id
8014,668,2026-04-01,399,2026-01-04,2026-01-04,Pago,fk_invalida:matricula_id
8015,668,2026-05-01,149,2026-02-05,2026-06-05,Pago,fk_invalida:matricula_id
8017,669,2025-07-01,1199,2025-04-07,2025-11-07,Pago,fk_invalida:matricula_id
8018,669,2025-08-01,149,2025-03-08,2025-01-08,Pago,fk_invalida:matricula_id
8019,669,2025-09-01,399,2025-02-09,2025-10-09,Pago,fk_invalida:matricula_id
8021,669,2025-11-01,35,2025-02-11,2025-08-11,Pago,fk_invalida:matricula_id
8023,669,2026-01-01,99,2026-02-01,2026-10-01,Pago,fk_invalida:matricula_id
8027,669,2026-05-01,399,2026-01-05,2026-11-05,Pago,fk_invalida:matricula_id
8029,670,2025-07-01,399,2025-01-07,2025-12-07,Pago,fk_invalida:matricula_id
8030,670,2025-08-01,109,2025-03-08,2025-02-08,Pago,fk_invalida:matricula_id
8032,670,2025-10-01,1199,2025-01-10,,Vencido,fk_invalida:matricula_id
8033,670,2025-11-01,109,2025-01-11,,Vencido,fk_invalida:matricula_id
8034,670,2025-12-01,699,2025-02-12,,Vencido,fk_invalida:matricula_id
8036,670,2026-02-01,399,2026-01-02,2026-04-02,Pago,fk_invalida:matricula_id
8037,670,2026-03-01,35,2026-03-03,,Vencido,fk_invalida:matricula_id
8041,671,2025-07-01,149,2025-02-07,2025-10-07,Pago,fk_invalida:matricula_id
8044,671,2025-10-01,399,2025-01-10,2025-06-10,Pago,fk_invalida:matricula_id
8046,671,2025-12-01,149,2025-02-12,2025-02-12,Pago,fk_invalida:matricula_id
8049,671,2026-03-01,399,2026-03-03,,Vencido,fk_invalida:matricula_id
8050,671,2026-04-01,109,2026-02-04,,Vencido,fk_invalida:matricula_id
8053,672,2025-07-01,109,2025-06-07,2025-03-07,Pago,fk_invalida:matricula_id
8055,672,2025-09-01,35,2025-02-09,,Vencido,fk_invalida:matricula_id
8063,672,2026-05-01,149,2026-01-05,2026-09-05,Pago,fk_invalida:matricula_id
8067,673,2025-09-01,35,2025-02-09,2025-03-09,Pago,fk_invalida:matricula_id
8068,673,2025-10-01,99,2025-01-10,2025-05-10,Pago,fk_invalida:matricula_id
8069,673,2025-11-01,35,2025-03-11,2025-10-11,Pago,fk_invalida:matricula_id
8070,673,2025-12-01,99,2025-02-12,,Vencido,fk_invalida:matricula_id
