loto_id;ativo_id;pessoa_id;cadeado_id;data_inicio;data_fim;motivo;status
LO00896;AT0237;P00231;CD0183;2025-04-19 00:00:00;2025-06-25;Inspeção;Concluído
LO00897;AT0009;P00989;CD0613;2024-08-25 00:00:00;2026-07-10;Limpeza;Ativo
LO00898;AT0030;P00693;CD0683;2025-11-03 00:00:00;2025-06-12;Inspeção;Concluído
LO00899;AT0412;P00776;CD0577;2024-06-13 00:00:00;2026-03-12;Inspeção;Concluído
LO00900;AT0138;P00183;CD0504;2026-02-15 00:00:00;2025-04-07;Manutenção;Ativo
LO00901;AT0197;P00736;CD0154;2026-02-27 00:00:00;2025-03-05;Inspeção;Concluído
LO00902;AT0177;P01068;CD0330;2025-12-29 00:00:00;2024-02-29;Setup;Concluído
LO00903;AT0363;P00534;CD0433;2026-04-12 00:00:00;2024-12-13;Limpeza;Concluído
LO00904;AT0395;P00332;CD0015;2024-02-15 00:00:00;2025-10-24;Manutenção;Concluído
LO00905;AT0103;P00482;CD0388;2025-11-27 00:00:00;2026-03-18;Limpeza;Concluído
LO00906;AT0358;P00750;CD0769;2024-12-04 00:00:00;2024-07-11;Setup;Concluído
LO00907;AT0209;P01108;CD0348;2025-12-19 00:00:00;2025-08-27;Manutenção;Cancelado
LO00908;AT0338;P00620;CD0348;2025-12-31 00:00:00;2024-08-06;Limpeza;Concluído
LO00909;AT0167;P01072;CD0787;2025-04-16 00:00:00;2024-12-02;Manutenção;Concluído
LO00910;AT0412;P00319;CD0107;2024-02-25 00:00:00;2025-05-05;Limpeza;Concluído
LO00911;AT0097;P00409;CD0360;2025-09-07 00:00:00;2025-09-11;Limpeza;Concluído
LO00912;AT0263;P00997;CD0017;2024-03-27 00:00:00;2024-02-27;Limpeza;Concluído
LO00913;AT0023;P00862;CD0412;2024-04-18 00:00:00;2025-11-08;Limpeza;Concluído
LO00914;AT0161;P01004;CD0418;2024-07-01 00:00:00;2025-09-02;Manutenção;Concluído
LO00915;AT0170;P01025;CD0606;2025-03-22 00:00:00;2024-06-01;Inspeção;Concluído
LO00916;AT0314;P01422;CD0247;2026-07-30 00:00:00;2024-12-21;Limpeza;Concluído
LO00917;AT0225;P01079;CD0154;2024-02-18 00:00:00;2024-11-19;Manutenção;Concluído
LO00918;AT0061;P00414;CD0068;2025-05-27 00:00:00;2025-02-25;Inspeção;Concluído
LO00919;AT0307;P01121;CD0249;2024-04-15 00:00:00;2024-10-06;Manutenção;Concluído
LO00920;AT0076;P00640;CD0091;2024-05-15 00:00:00;2025-05-26;Setup;Concluído
LO00921;AT0336;P00065;CD0407;2025-05-04 00:00:00;2024-02-24;Inspeção;Concluído
LO00922;AT0059;P00013;CD0191;2025-09-10 00:00:00;2025-09-21;Inspeção;Concluído
LO00923;AT0119;P00305;CD0679;2024-11-19 00:00:00;2024-07-30;Inspeção;Concluído
LO00924;AT0397;P00027;CD0245;2024-02-28 00:00:00;2025-01-19;Inspeção;Concluído
LO00925;AT0028;P00867;CD0307;2024-05-19 00:00:00;2026-07-26;Inspeção;Concluído
LO00926;AT0355;P01134;CD0614;2024-06-22 00:00:00;2025-07-25;Inspeção;Concluído
LO00927;AT0307;P01307;CD0474;2026-07-28 00:00:00;2026-03-09;Setup;Concluído
LO00928;AT0116;P00913;CD0767;2025-08-05 00:00:00;2025-09-30;Limpeza;Concluído
LO00929;AT0138;P00118;CD0601;2025-09-27 00:00:00;2025-01-19;Manutenção;Concluído
LO00930;AT0284;P01494;CD0166;2024-01-28 00:00:00;2025-05-29;Inspeção;Concluído
LO00931;AT0156;P00760;CD0371;2025-03-22 00:00:00;2025-10-11;Manutenção;Concluído
LO00932;AT0282;P00039;CD0428;2024-09-24 00:00:00;2024-04-05;Manutenção;Concluído
LO00933;AT0286;P01372;CD0227;2024-12-02 00:00:00;2025-12-15;Limpeza;Concluído
LO00934;AT0227;P01119;CD0710;2024-03-09 00:00:00;2024-08-09;Limpeza;Concluído
LO00935;AT0404;P00725;CD0621;2024-09-29 00:00:00;2026-05-18;Limpeza;Concluído
LO00936;AT0250;P00820;CD0570;2025-01-14 00:00:00;2025-02-21;Limpeza;Concluído
LO00937;AT0416;P01087;CD0263;2024-03-17 00:00:00;2026-03-27;Limpeza;Concluído
LO00938;AT0328;P01060;CD0154;2024-09-17 00:00:00;2026-03-08;Manutenção;Ativo
LO00939;AT0218;P01148;CD0813;2026-04-18 00:00:00;2025-03-09;Manutenção;Concluído
LO00940;AT0071;P01306;CD0340;2025-09-21 00:00:00;2026-06-19;Inspeção;Concluído
LO00941;AT0250;P00972;CD0257;2025-04-02 00:00:00;2025-09-29;Inspeção;Ativo
LO00942;AT0252;P00703;CD0811;2024-11-18 00:00:00;2025-09-13;Limpeza;Concluído
LO00943;AT0203;P01013;CD0557;2025-12-23 00:00:00;2025-07-24;Limpeza;Concluído
LO00944;AT0035;P00165;CD0442;2025-07-22 00:00:00;2024-10-02;Setup;Concluído
LO00945;AT0190;P00781;CD0403;2026-01-11 00:00:00;2024-09-14;Limpeza;Concluído
LO00946;AT0066;P00948;CD0440;2024-06-10 00:00:00;2024-08-07;Inspeção;Ativo
LO00947;AT0043;P00688;CD0052;2024-06-10 00:00:00;2025-12-28;Setup;Concluído
LO00948;AT0166;P00783;CD0558;2026-02-21 00:00:00;2025-12-01;Setup;Concluído
LO00949;AT0264;P01267;CD0752;2024-02-13 00:00:00;2025-01-29;Limpeza;Concluído
LO00950;AT0203;P00464;CD0481;2024-02-01 00:00:00;2026-03-23;Manutenção;Concluído
LO00951;AT0027;P01027;CD0711;2024-05-24 00:00:00;2024-09-23;Setup;Concluído
LO00952;AT0336;P00242;CD0716;2024-06-27 00:00:00;2024-07-01;Inspeção;Ativo
LO00953;AT0192;P00661;CD0839;2025-04-29 00:00:00;2024-10-06;Setup;Concluído
LO00954;AT0156;P01078;CD0316;2025-07-04 00:00:00;2025-04-03;Limpeza;Concluído
LO00955;AT0320;P00747;CD0085;2026-06-29 00:00:00;2026-03-12;Manutenção;Concluído
LO00956;AT0247;P00057;CD0008;2025-08-29 00:00:00;2025-07-18;Setup;Concluído
LO00957;AT0205;P01496;CD0411;2025-07-22 00:00:00;2025-02-18;Manutenção;Concluído
LO00958;AT0328;P01156;CD0703;2024-10-20 00:00:00;2025-10-20;Setup;Concluído
LO00959;AT0307;P01434;CD0591;2024-03-05 00:00:00;2025-09-30;Manutenção;Concluído
LO00960;AT0273;P00448;CD0295;2026-04-18 00:00:00;2025-12-19;Manutenção;Concluído
LO00961;AT0257;P01233;CD0522;2024-08-06 00:00:00;2026-03-07;Manutenção;Concluído
LO00962;AT0315;P00888;CD0168;2024-03-13 00:00:00;2026-02-02;Limpeza;Concluído
LO00963;AT0410;P00454;CD0403;2025-04-15 00:00:00;2026-04-03;Inspeção;Concluído
LO00964;AT0326;P00921;CD0641;2025-01-04 00:00:00;2024-08-08;Inspeção;Cancelado
LO00965;AT0411;P00016;CD0827;2024-10-25 00:00:00;2024-02-09;Inspeção;Concluído
LO00966;AT0069;P01477;CD0318;2025-02-12 00:00:00;2024-12-07;Limpeza;Concluído
LO00967;AT0375;P00413;CD0619;2025-11-06 00:00:00;2025-02-07;Manutenção;Concluído
LO00968;AT0225;P01257;CD0599;2026-01-25 00:00:00;2025-01-18;Manutenção;Concluído
LO00969;AT0288;P00790;CD0537;2024-05-30 00:00:00;2026-05-30;Limpeza;Concluído
LO00970;AT0074;P00876;CD0724;2024-05-18 00:00:00;2024-12-28;Inspeção;Concluído
LO00971;AT0389;P01145;CD0441;2025-07-09 00:00:00;2024-08-18;Setup;Cancelado
LO00972;AT0155;P01025;CD0033;2024-11-29 00:00:00;2024-03-16;Inspeção;Concluído
LO00973;AT0297;P00293;CD0378;2025-09-10 00:00:00;2024-05-17;Inspeção;Concluído
LO00974;AT0276;P00931;CD0172;2025-08-27 00:00:00;2025-12-23;Manutenção;Cancelado
LO00975;AT0418;P01080;CD0109;2024-08-12 00:00:00;2024-12-31;Setup;Ativo
LO00976;AT0403;P00986;CD0510;2025-05-01 00:00:00;2026-06-22;Manutenção;Cancelado
LO00977;AT0418;P00157;CD0234;2026-05-26 00:00:00;2026-06-10;Setup;Concluído
LO00978;AT0301;P00381;CD0549;2025-02-15 00:00:00;2026-05-21;Setup;Concluído
LO00979;AT0142;P00912;CD0069;2025-09-02 00:00:00;2025-01-28;Setup;Concluído
LO00980;AT0383;P00481;CD0635;2024-12-12 00:00:00;2025-11-17;Limpeza;Ativo
LO00981;AT0194;P00809;CD0161;2026-05-17 00:00:00;2025-03-08;Inspeção;Ativo
LO00982;AT0097;P00995;CD0828;2024-01-29 00:00:00;2025-03-01;Manutenção;Ativo
LO00983;AT0126;P00879;CD0045;2026-03-28 00:00:00;2025-10-05;Limpeza;Concluído
LO00984;AT0056;P00564;CD0708;2025-10-10 00:00:00;2025-08-04;Manutenção;Concluído
LO00985;AT0186;P00327;CD0490;2026-05-16 00:00:00;2025-01-20;Setup;Concluído
LO00986;AT0029;P00440;CD0214;2025-04-09 00:00:00;2024-05-01;Manutenção;Cancelado
LO00987;AT0186;P01329;CD0751;2026-02-18 00:00:00;2025-01-28;Manutenção;Concluído
LO00988;AT0251;P01406;CD0390;2025-02-08 00:00:00;2026-07-28;Setup;Concluído
LO00989;AT0275;P01115;CD0009;2024-02-05 00:00:00;2024-07-19;Inspeção;Concluído
LO00990;AT0151;P00471;CD0522;2026-06-20 00:00:00;2024-01-18;Setup;Concluído
LO00991;AT0382;P01392;CD0715;2025-12-17 00:00:00;2024-03-02;Inspeção;Concluído
LO00992;AT0380;P00388;CD0522;2024-09-20 00:00:00;2026-05-01;Setup;Concluído
LO00993;AT0014;P00514;CD0274;2024-01-28 00:00:00;2024-01-03;Manutenção;Concluído
LO00994;AT0294;P01205;CD0039;2024-05-21 00:00:00;2024-07-30;Manutenção;Concluído
LO00995;AT0113;P00221;CD0534;2025-08-16 00:00:00;2024-05-25;Inspeção;Concluído
LO00996;AT0405;P00473;CD0400;2026-01-26 00:00:00;2024-04-07;Setup;Concluído
LO00997;AT0292;P00397;CD0552;2026-01-27 00:00:00;2025-04-23;Manutenção;Ativo
LO00998;AT0336;P00431;CD0422;2025-12-24 00:00:00;2024-08-13;Limpeza;Concluído
LO00999;AT0376;P00577;CD0415;2025-12-30 00:00:00;2026-07-16;Limpeza;Concluído
LO01000;AT0167;P01000;CD0057;2025-05-23 00:00:00;2025-03-13;Manutenção;Concluído
LO01001;AT0170;P01198;CD0634;2024-11-12 00:00:00;2026-04-16;Manutenção;Concluído
LO01002;AT0268;P00875;CD0375;2024-06-07 00:00:00;2026-06-21;Inspeção;Concluído
LO01003;AT0267;P00752;CD0829;2025-09-12 00:00:00;2025-07-19;Manutenção;Concluído
LO01004;AT0038;P00236;CD0827;2026-04-19 00:00:00;2026-02-02;Manutenção;Ativo
LO01005;AT0060;P00733;CD0018;2026-07-18 00:00:00;2025-05-21;Setup;Concluído
LO01006;AT0319;P00461;CD0272;2024-08-06 00:00:00;2025-07-23;Manutenção;Concluído
LO01007;AT0224;P01039;CD0786;2025-02-13 00:00:00;2025-09-20;Limpeza;Concluído
LO01008;AT0307;P00811;CD0847;2025-12-11 00:00:00;2025-07-29;Inspeção;Concluído
LO01009;AT0230;P00175;CD0792;2025-10-19 00:00:00;2025-07-23;Limpeza;Concluído
LO01010;AT0095;P00162;CD0781;2024-09-19 00:00:00;2024-08-29;Limpeza;Ativo
LO01011;AT0022;P01192;CD0396;2026-07-02 00:00:00;2024-05-19;Limpeza;Concluído
LO01012;AT0043;P01221;CD0609;2026-05-13 00:00:00;2024-11-09;Setup;Concluído
LO01013;AT0127;P00062;CD0279;2025-09-10 00:00:00;2026-03-21;Setup;Ativo
LO01014;AT0208;P00154;CD0850;2026-04-12 00:00:00;2024-12-07;Setup;Concluído
LO01015;AT0326;P00675;CD0485;2026-01-31 00:00:00;2024-10-27;Manutenção;Concluído
LO01016;AT0308;P01106;CD0310;2024-05-16 00:00:00;2026-04-16;Manutenção;Ativo
LO01017;AT0035;P00402;CD0359;2025-12-14 00:00:00;2025-02-09;Manutenção;Concluído
LO01018;AT0062;P00246;CD0652;2025-01-06 00:00:00;2026-04-15;Setup;Concluído
LO01019;AT0031;P01307;CD0068;2025-04-04 00:00:00;2025-05-14;Manutenção;Concluído
LO01020;AT0243;P01130;CD0407;2024-07-31 00:00:00;2025-02-22;Manutenção;Concluído
LO01021;AT0013;P00987;CD0793;2025-12-20 00:00:00;2024-12-05;Setup;Concluído
LO01022;AT0306;P00441;CD0088;2024-11-13 00:00:00;2024-10-01;Manutenção;Ativo
LO01023;AT0246;P00024;CD0576;2025-09-19 00:00:00;2024-10-12;Inspeção;Cancelado
LO01024;AT0133;P00807;CD0239;2025-01-13 00:00:00;2026-04-14;Manutenção;Concluído
LO01025;AT0207;P00049;CD0803;2024-06-07 00:00:00;2025-06-14;Inspeção;Concluído
LO01026;AT0254;P00635;CD0624;2024-11-04 00:00:00;2025-12-18;Inspeção;Concluído
LO01027;AT0355;P00409;CD0156;2025-11-03 00:00:00;2025-11-07;Limpeza;Concluído
LO01028;AT0303;P00513;CD0171;2026-03-05 00:00:00;2025-02-18;Inspeção;Concluído
LO01029;AT0134;P00642;CD0133;2024-05-08 00:00:00;2025-01-08;Limpeza;Concluído
LO01030;AT0282;P00818;CD0740;2026-05-23 00:00:00;2025-03-12;Setup;Ativo
LO01031;AT0317;P00166;CD0080;2025-12-14 00:00:00;2025-11-06;Manutenção;Concluído
LO01032;AT0039;P00647;CD0223;2025-01-31 00:00:00;2025-05-12;Setup;Concluído
LO01033;AT0147;P01408;CD0088;2024-10-09 00:00:00;2026-06-14;Setup;Concluído
LO01034;AT0088;P01299;CD0603;2025-07-20 00:00:00;2024-12-13;Setup;Concluído
LO01035;AT0063;P00159;CD0578;2024-11-10 00:00:00;2025-07-20;Manutenção;Concluído
LO01036;AT0087;P01093;CD0097;2026-05-11 00:00:00;2026-03-28;Setup;Concluído
LO01037;AT0223;P00205;CD0140;2024-03-29 00:00:00;2026-03-09;Limpeza;Concluído
LO01038;AT0137;P00993;CD0481;2024-09-08 00:00:00;2025-04-15;Limpeza;Cancelado
LO01039;AT0380;P00333;CD0530;2025-12-24 00:00:00;2026-07-26;Manutenção;Concluído
LO01040;AT0138;P00147;CD0076;2024-12-12 00:00:00;2024-07-20;Manutenção;Concluído
LO01041;AT0168;P00760;CD0187;2024-12-01 00:00:00;2025-10-08;Inspeção;Concluído
LO01042;AT0326;P00129;CD0464;2025-06-28 00:00:00;2026-04-13;Limpeza;Concluído
LO01043;AT0037;P01108;CD0092;2025-06-17 00:00:00;2026-07-05;Inspeção;Concluído
LO01044;AT0014;P01283;CD0114;2025-10-28 00:00:00;2025-04-15;Setup;Concluído
LO01045;AT0070;P00496;CD0681;2024-03-01 00:00:00;2025-07-07;Inspeção;Concluído
LO01046;AT0340;P01113;CD0666;2025-08-08 00:00:00;2025-08-23;Manutenção;Concluído
LO01047;AT0045;P00533;CD0424;2024-01-01 00:00:00;2024-01-30;Inspeção;Ativo
LO01048;AT0054;P01233;CD0040;2024-08-27 00:00:00;2025-03-19;Manutenção;Concluído
LO01049;AT0244;P00859;CD0565;2024-02-09 00:00:00;2024-11-24;Setup;Concluído
LO01050;AT0269;P01191;CD0629;2025-06-05 00:00:00;2025-08-20;Manutenção;Concluído
LO01051;AT0256;P00370;CD0557;2025-06-14 00:00:00;2025-03-08;Inspeção;Concluído
LO01052;AT0145;P00870;CD0288;2025-09-13 00:00:00;2026-03-01;Inspeção;Concluído
LO01053;AT0301;P00358;CD0647;2026-01-31 00:00:00;2024-06-06;Manutenção;Concluído
LO01054;AT0290;P00924;CD0058;2024-07-26 00:00:00;2025-10-07;Inspeção;Concluído
LO01055;AT0369;P00792;CD0029;2025-09-29 00:00:00;2025-04-08;Setup;Concluído
LO01056;AT0369;P00300;CD0612;2025-09-02 00:00:00;2024-04-10;Inspeção;Concluído
LO01057;AT0216;P01215;CD0638;2024-01-01 00:00:00;2024-08-26;Inspeção;Concluído
LO01058;AT0010;P00482;CD0748;2025-12-31 00:00:00;2024-05-13;Manutenção;Concluído
LO01059;AT0333;P00583;CD0840;2025-02-25 00:00:00;2024-02-22;Limpeza;Ativo
LO01060;AT0255;P00717;CD0420;2025-02-15 00:00:00;2025-02-21;Setup;Concluído
LO01061;AT0230;P00759;CD0083;2025-01-22 00:00:00;2024-02-29;Inspeção;Ativo
LO01062;AT0367;P00765;CD0571;2025-06-22 00:00:00;2025-06-07;Setup;Concluído
LO01063;AT0299;P00147;CD0391;2026-02-27 00:00:00;2025-07-13;Inspeção;Concluído
LO01064;AT0073;P01149;CD0142;2024-10-06 00:00:00;2025-09-22;Limpeza;Ativo
LO01065;AT0261;P00499;CD0469;2026-01-12 00:00:00;2026-03-04;Setup;Concluído
LO01066;AT0350;P00080;CD0810;2025-01-13 00:00:00;2024-01-15;Manutenção;Concluído
LO01067;AT0102;P01074;CD0774;2026-04-04 00:00:00;2025-01-05;Manutenção;Concluído
LO01068;AT0049;P00944;CD0494;2025-05-16 00:00:00;2024-09-18;Limpeza;Concluído
LO01069;AT0158;P00565;CD0678;2026-06-16 00:00:00;2026-06-20;Manutenção;Concluído
LO01070;AT0247;P00440;CD0789;2025-04-21 00:00:00;2025-12-29;Inspeção;Concluído
LO01071;AT0409;P00390;CD0477;2026-03-19 00:00:00;2024-09-07;Setup;Ativo
LO01072;AT0393;P01483;CD0691;2024-12-04 00:00:00;2024-11-21;Inspeção;Ativo
LO01073;AT0131;P00785;CD0591;2024-04-11 00:00:00;2024-06-07;Setup;Concluído
LO01074;AT0089;P00380;CD0227;2025-03-26 00:00:00;2025-10-05;Limpeza;Concluído
LO01075;AT0401;P01141;CD0780;2025-09-27 00:00:00;2025-05-29;Setup;Concluído
LO01076;AT0301;P00781;CD0344;2025-03-26 00:00:00;2025-08-20;Inspeção;Concluído
LO01077;AT0314;P01345;CD0109;2026-07-06 00:00:00;2024-12-02;Setup;Concluído
LO01078;AT0194;P00879;CD0001;2025-05-05 00:00:00;2025-03-04;Setup;Concluído
LO01079;AT0096;P00583;CD0292;2024-10-18 00:00:00;2024-08-27;Setup;Concluído
LO01080;AT0101;P01312;CD0335;2024-04-19 00:00:00;2024-05-24;Limpeza;Concluído
LO01081;AT0232;P00353;CD0229;2025-12-14 00:00:00;2026-02-25;Manutenção;Concluído
LO01082;AT0329;P00973;CD0705;2024-12-24 00:00:00;2026-06-07;Inspeção;Concluído
LO01083;AT0217;P00342;CD0338;2025-09-03 00:00:00;2025-03-15;Inspeção;Concluído
LO01084;AT0015;P01361;CD0245;2025-09-16 00:00:00;2024-04-15;Limpeza;Concluído
LO01085;AT0061;P01263;CD0549;2026-01-10 00:00:00;2024-02-24;Limpeza;Concluído
LO01086;AT0051;P01170;CD0501;2025-03-18 00:00:00;2025-02-20;Limpeza;Concluído
LO01087;AT0379;P00725;CD0510;2026-07-22 00:00:00;2026-02-15;Setup;Concluído
LO01088;AT0311;P00924;CD0758;2025-02-07 00:00:00;2026-07-11;Manutenção;Concluído
LO01089;AT0089;P00070;CD0343;2024-01-05 00:00:00;2024-11-05;Manutenção;Concluído
LO01090;AT0179;P00881;CD0304;2024-02-23 00:00:00;2025-09-14;Manutenção;Concluído
LO01091;AT0187;P01003;CD0610;2025-07-18 00:00:00;2024-07-29;Setup;Ativo
LO01092;AT0147;P01407;CD0267;2026-07-16 00:00:00;2026-03-31;Limpeza;Concluído
LO01093;AT0312;P01452;CD0847;2026-02-07 00:00:00;2025-10-24;Limpeza;Concluído
LO01094;AT0237;P00230;CD0669;2026-02-08 00:00:00;2026-02-26;Manutenção;Ativo
LO01095;AT0005;P00098;CD0676;2024-02-03 00:00:00;2024-07-22;Manutenção;Concluído
LO01096;AT0341;P00750;CD0195;2025-12-09 00:00:00;2025-10-08;Inspeção;Concluído
LO01097;AT0189;P01496;CD0444;2024-05-21 00:00:00;2025-10-25;Limpeza;Concluído
LO01098;AT0375;P00961;CD0683;2026-06-05 00:00:00;2025-08-16;Limpeza;Concluído
LO01099;AT0182;P00836;CD0792;2024-05-06 00:00:00;2026-04-25;Limpeza;Concluído
LO01100;AT0025;P00824;CD0322;2024-01-28 00:00:00;2026-02-04;Limpeza;Concluído
LO01101;AT0232;P00696;CD0409;2024-04-28 00:00:00;2025-05-25;Setup;Concluído
LO01102;AT0228;P00541;CD0165;2025-01-09 00:00:00;2025-01-16;Limpeza;Concluído
LO01103;AT0046;P01447;CD0479;2025-04-05 00:00:00;2025-05-30;Limpeza;Ativo
LO01104;AT0320;P01299;CD0736;2026-06-20 00:00:00;2025-10-28;Setup;Concluído
LO01105;AT0062;P00323;CD0651;2025-06-02 00:00:00;2025-03-04;Manutenção;Concluído
LO01106;AT0216;P01118;CD0112;2025-07-17 00:00:00;2025-03-28;Manutenção;Ativo
LO01107;AT0355;P01196;CD0195;2024-01-06 00:00:00;2024-03-02;Manutenção;Concluído
LO01108;AT0365;P01238;CD0595;2026-07-29 00:00:00;2025-10-13;Limpeza;Concluído
LO01109;AT0281;P00719;CD0730;2025-12-25 00:00:00;2026-03-09;Manutenção;Concluído
LO01110;AT0341;P00237;CD0169;2026-02-23 00:00:00;2024-05-28;Limpeza;Concluído
LO01111;AT0099;P00318;CD0144;2025-12-01 00:00:00;2025-07-06;Limpeza;Concluído
LO01112;AT0350;P00724;CD0069;2024-12-02 00:00:00;2025-11-19;Inspeção;Concluído
LO01113;AT0099;P00674;CD0390;2026-06-20 00:00:00;2024-02-17;Limpeza;Concluído
LO01114;AT0309;P00342;CD0751;2025-10-29 00:00:00;2024-02-08;Setup;Concluído
LO01115;AT0133;P00804;CD0606;2025-08-19 00:00:00;2024-03-14;Manutenção;Concluído
LO01116;AT0039;P01255;CD0314;2026-04-04 00:00:00;2026-01-07;Limpeza;Concluído
LO01117;AT0334;P00851;CD0690;2026-04-14 00:00:00;2025-11-29;Setup;Concluído
LO01118;AT0290;P00469;CD0023;2026-05-11 00:00:00;2025-03-01;Setup;Concluído
LO01119;AT0160;P00234;CD0216;2026-04-16 00:00:00;2024-11-22;Manutenção;Concluído
LO01120;AT0086;P00165;CD0302;2024-07-05 00:00:00;2025-08-08;Limpeza;Concluído
LO01121;AT0157;P01404;CD0157;2025-01-19 00:00:00;2024-05-06;Limpeza;Concluído
LO01122;AT0356;P00199;CD0685;2026-06-08 00:00:00;2024-07-19;Limpeza;Concluído
LO01123;AT0384;P00079;CD0285;2025-08-13 00:00:00;2025-08-27;Setup;Ativo
LO01124;AT0133;P00695;CD0725;2026-01-09 00:00:00;2025-01-01;Manutenção;Concluído
LO01125;AT0412;P00444;CD0260;2026-07-05 00:00:00;2025-05-20;Inspeção;Ativo
LO01126;AT0174;P00453;CD0411;2026-07-08 00:00:00;2025-04-05;Limpeza;Concluído
LO01127;AT0250;P00856;CD0584;2026-04-17 00:00:00;2024-06-25;Manutenção;Ativo
LO01128;AT0057;P01159;CD0007;2025-10-16 00:00:00;2024-09-01;Limpeza;Cancelado
LO01129;AT0212;P00549;CD0366;2026-05-29 00:00:00;2025-12-02;Manutenção;Concluído
LO01130;AT0036;P00197;CD0599;2024-01-29 00:00:00;2025-04-16;Limpeza;Concluído
LO01131;AT0102;P00474;CD0848;2025-11-05 00:00:00;2025-03-05;Manutenção;Concluído
LO01132;AT0056;P01484;CD0001;2025-08-22 00:00:00;2026-04-12;Limpeza;Concluído
LO01133;AT0089;P00719;CD0347;2026-06-14 00:00:00;2024-04-20;Setup;Concluído
LO01134;AT0311;P00537;CD0359;2025-10-15 00:00:00;2025-10-31;Inspeção;Concluído
LO01135;AT0153;P00764;CD0291;2025-08-20 00:00:00;2025-12-12;Inspeção;Concluído
LO01136;AT0178;P00424;CD0097;2026-01-27 00:00:00;2026-02-26;Manutenção;Concluído
LO01137;AT0151;P00728;CD0200;2024-06-22 00:00:00;2026-05-02;Setup;Ativo
LO01138;AT0080;P00240;CD0193;2025-02-12 00:00:00;2025-12-17;Limpeza;Concluído
LO01139;AT0121;P00961;CD0173;2025-05-15 00:00:00;2025-08-11;Setup;Concluído
LO01140;AT0244;P01079;CD0033;2024-01-14 00:00:00;2026-02-02;Setup;Concluído
LO01141;AT0222;P00419;CD0398;2024-08-12 00:00:00;2025-01-13;Setup;Concluído
LO01142;AT0137;P00514;CD0505;2024-04-24 00:00:00;2024-11-19;Setup;Concluído
LO01143;AT0348;P01359;CD0362;2026-06-01 00:00:00;2024-10-23;Setup;Concluído
LO01144;AT0291;P00504;CD0636;2026-06-14 00:00:00;2024-04-08;Setup;Concluído
LO01145;AT0185;P00557;CD0134;2025-10-11 00:00:00;2025-03-22;Inspeção;Ativo
LO01146;AT0250;P00223;CD0449;2026-01-02 00:00:00;2024-05-05;Inspeção;Concluído
LO01147;AT0390;P01100;CD0221;2026-04-29 00:00:00;2026-05-27;Inspeção;Concluído
LO01148;AT0072;P01343;CD0635;2024-02-25 00:00:00;2024-01-14;Manutenção;Ativo
LO01149;AT0403;P00822;CD0655;2024-12-30 00:00:00;2026-03-28;Inspeção;Concluído
LO01150;AT0370;P00705;CD0529;2024-04-30 00:00:00;2024-10-01;Inspeção;Concluído
LO01151;AT0419;P01446;CD0012;2025-01-19 00:00:00;2025-03-22;Inspeção;Concluído
LO01152;AT0408;P01197;CD0795;2026-02-08 00:00:00;2024-04-24;Setup;Concluído
LO01153;AT0206;P00274;CD0226;2026-02-17 00:00:00;2026-04-20;Setup;Concluído
LO01154;AT0167;P00749;CD0505;2024-08-19 00:00:00;2026-02-02;Manutenção;Cancelado
LO01155;AT0388;P01420;CD0065;2025-05-31 00:00:00;2026-01-01;Setup;Ativo
LO01156;AT0299;P00061;CD0749;2025-07-23 00:00:00;2024-07-25;Manutenção;Concluído
LO01157;AT0108;P01389;CD0166;2025-04-28 00:00:00;2024-01-16;Inspeção;Concluído
LO01158;AT0177;P00078;CD0555;2024-03-29 00:00:00;2024-06-24;Inspeção;Concluído
LO01159;AT0200;P00811;CD0620;2024-09-11 00:00:00;2024-08-13;Manutenção;Concluído
LO01160;AT0321;P00430;CD0336;2026-01-26 00:00:00;2026-07-05;Manutenção;Concluído
LO01161;AT0015;P01061;CD0452;2024-05-28 00:00:00;2024-01-23;Inspeção;Concluído
LO01162;AT0259;P01356;CD0082;2024-04-09 00:00:00;2025-06-17;Inspeção;Ativo
LO01163;AT0394;P00238;CD0587;2024-04-18 00:00:00;2026-06-10;Limpeza;Concluído
LO01164;AT0074;P00659;CD0717;2026-04-01 00:00:00;2024-07-29;Inspeção;Concluído
LO01165;AT0344;P00896;CD0654;2025-07-30 00:00:00;2024-04-03;Manutenção;Concluído
LO01166;AT0049;P00633;CD0831;2024-01-09 00:00:00;2026-01-04;Limpeza;Concluído
LO01167;AT0070;P00753;CD0613;2026-05-29 00:00:00;2026-04-21;Setup;Cancelado
LO01168;AT0381;P00718;CD0328;2024-05-20 00:00:00;2025-03-29;Setup;Concluído
LO01169;AT0020;P00566;CD0578;2025-08-06 00:00:00;2024-01-09;Inspeção;Ativo
LO01170;AT0189;P00731;CD0701;2024-10-16 00:00:00;2025-01-14;Setup;Concluído
LO01171;AT0169;P00926;CD0494;2024-03-04 00:00:00;2024-08-29;Setup;Concluído
LO01172;AT0178;P01391;CD0589;2026-04-06 00:00:00;2025-05-27;Limpeza;Ativo
LO01173;AT0070;P01253;CD0751;2025-12-12 00:00:00;2026-03-27;Setup;Concluído
LO01174;AT0394;P00612;CD0352;2024-02-16 00:00:00;2025-10-09;Manutenção;Concluído
LO01175;AT0131;P01394;CD0002;2025-06-14 00:00:00;2025-12-13;Setup;Concluído
LO01176;AT0013;P01442;CD0359;2024-05-29 00:00:00;2025-03-27;Setup;Concluído
