acao_id;inspecao_id;responsavel_id;prazo;status;custo
AO00376;IS06781;P00612;2026-07-16 00:00:00;Em execução;9273,63
AO00377;IS05316;P01285;2024-03-04 00:00:00;Concluída;12948,51
AO00378;IS10333;P00603;2025-01-19 00:00:00;Atrasada;5607,08
AO00379;IS03608;P01093;2025-12-19 00:00:00;Concluída;14791,53
AO00380;IS09130;P00754;2025-07-09 00:00:00;Concluída;2161,04
AO00381;IS08053;P00386;2024-11-27 00:00:00;Atrasada;17240,34
AO00382;IS00491;P00723;2026-07-30 00:00:00;Atrasada;651,43
AO00383;IS03939;P00629;2026-07-18 00:00:00;Atrasada;3804,43
AO00384;IS05204;P00861;2024-07-03 00:00:00;Concluída;4238,59
AO00385;IS09771;P00744;2024-08-22 00:00:00;Concluída;3494,67
AO00386;IS09069;P00276;2025-07-25 00:00:00;Concluída;11396,52
AO00387;IS06967;P01269;2025-08-12 00:00:00;Concluída;11663,3
AO00388;IS04681;P00469;2024-12-30 00:00:00;Concluída;4790,62
AO00389;IS08948;P01459;2026-01-27 00:00:00;Concluída;13467,44
AO00390;IS03092;P00865;2026-02-18 00:00:00;Concluída;13394,56
AO00391;IS08774;P00686;2024-03-21 00:00:00;Em execução;16139,81
AO00392;IS03751;P00641;2024-08-16 00:00:00;Concluída;12671,71
AO00393;IS04303;P00075;2026-04-25 00:00:00;Concluída;2160,4
AO00394;IS03553;P00204;2025-05-04 00:00:00;Concluída;3243,8
AO00395;IS00479;P01035;2025-06-21 00:00:00;Em execução;630,18
AO00396;IS05007;P00723;2026-07-05 00:00:00;Concluída;11582,41
AO00397;IS06067;P00357;2024-11-30 00:00:00;Concluída;16987,99
AO00398;IS06201;P00742;2024-08-22 00:00:00;Concluída;14762,29
AO00399;IS08082;P00782;2025-02-10 00:00:00;Concluída;9162,42
AO00400;IS05988;P00346;2024-01-05 00:00:00;Concluída;2345,42
AO00401;IS06880;P00186;2026-05-22 00:00:00;Concluída;8474,01
AO00402;IS05723;P01212;2025-02-11 00:00:00;Concluída;15835,11
AO00403;IS02383;P00147;2026-03-16 00:00:00;Atrasada;100,04
AO00404;IS10159;P00060;2025-09-12 00:00:00;Em execução;5517,57
AO00405;IS01471;P00363;2024-02-10 00:00:00;Concluída;14364,59
AO00406;IS08291;P00115;2025-07-13 00:00:00;Em execução;17095,02
AO00407;IS04711;P00225;2024-02-07 00:00:00;Concluída;8156,65
AO00408;IS05651;P00302;2024-02-06 00:00:00;Concluída;7378,62
AO00409;IS10357;P00642;2026-05-27 00:00:00;Concluída;9078,92
AO00410;IS04016;P01428;2026-06-15 00:00:00;Concluída;6348,8
AO00411;IS05810;P00853;2025-03-04 00:00:00;Atrasada;2905,23
AO00412;IS08491;P00015;2025-03-30 00:00:00;Atrasada;2322,89
AO00413;IS03547;P01324;2024-09-22 00:00:00;Atrasada;7035,4
AO00414;IS05064;P01251;2024-02-13 00:00:00;Concluída;15744,52
AO00415;IS01594;P00876;2026-03-12 00:00:00;Concluída;11227,79
AO00416;IS05998;P00912;2024-10-14 00:00:00;Concluída;4954,22
AO00417;IS02758;P00389;2026-07-06 00:00:00;Atrasada;2963,21
AO00418;IS02764;P00744;2024-11-01 00:00:00;Concluída;8995,01
AO00419;IS04484;P01476;2025-07-03 00:00:00;Em execução;6158,12
AO00420;IS01158;P00013;2025-03-28 00:00:00;Em execução;7506,73
AO00421;IS04057;P01284;2025-09-19 00:00:00;Em execução;5612,84
AO00422;IS02976;P01117;2025-12-06 00:00:00;Em execução;5678,29
AO00423;IS00449;P00955;2025-03-17 00:00:00;Concluída;6108,44
AO00424;IS04311;P00148;2025-01-14 00:00:00;Em execução;7793,93
AO00425;IS07694;P01197;2026-05-22 00:00:00;Concluída;4457,02
AO00426;IS10282;P00300;2024-05-28 00:00:00;Concluída;11901,4
AO00427;IS09161;P01301;2026-02-18 00:00:00;Concluída;6990,44
AO00428;IS08186;P00837;2026-04-10 00:00:00;Atrasada;9727,8
AO00429;IS03493;P00436;2026-02-11 00:00:00;Em execução;1753,83
AO00430;IS10347;P00908;2024-06-09 00:00:00;Concluída;11602,24
AO00431;IS10677;P00297;2024-10-15 00:00:00;Em execução;15555,1
AO00432;IS02958;P00376;2024-06-17 00:00:00;Concluída;4804,49
AO00433;IS01884;P01304;2024-05-15 00:00:00;Atrasada;2415,45
AO00434;IS01914;P00052;2024-07-06 00:00:00;Concluída;3648,43
AO00435;IS02516;P00816;2025-10-11 00:00:00;Concluída;5208,29
AO00436;IS09471;P00296;2024-02-03 00:00:00;Concluída;11906,69
AO00437;IS01400;P00014;2024-08-24 00:00:00;Em execução;13357,11
AO00438;IS06793;P00421;2026-07-27 00:00:00;Em execução;5608,93
AO00439;IS09781;P00448;2026-01-20 00:00:00;Concluída;14279,24
AO00440;IS06481;P00957;2024-10-28 00:00:00;Concluída;14167,39
AO00441;IS00698;P01047;2025-10-03 00:00:00;Em execução;14575,19
AO00442;IS03411;P00028;2025-07-01 00:00:00;Concluída;1574,5
AO00443;IS00574;P01428;2025-12-20 00:00:00;Atrasada;358,95
AO00444;IS06692;P00965;2025-07-03 00:00:00;Atrasada;13148,81
AO00445;IS04029;P00644;2025-01-10 00:00:00;Concluída;2119,59
AO00446;IS05976;P01123;2025-08-02 00:00:00;Concluída;14531,32
AO00447;IS08015;P00961;2026-05-01 00:00:00;Concluída;11542,43
AO00448;IS04791;P00439;2025-12-10 00:00:00;Concluída;127,93
AO00449;IS06655;P00271;2026-05-11 00:00:00;Em execução;12625,81
AO00450;IS02131;P00616;2026-04-23 00:00:00;Em execução;2034,55
AO00451;IS03248;P00802;2026-07-23 00:00:00;Concluída;16707,31
AO00452;IS08065;P00919;2024-09-16 00:00:00;Concluída;6653,94
AO00453;IS02082;P00045;2025-11-13 00:00:00;Atrasada;5129,26
AO00454;IS01682;P01095;2025-03-25 00:00:00;Concluída;14340,86
AO00455;IS00921;P00558;2026-03-14 00:00:00;Em execução;3754,38
AO00456;IS01280;P01303;2026-01-01 00:00:00;Concluída;10679,35
AO00457;IS07802;P01477;2024-10-20 00:00:00;Concluída;17073,17
AO00458;IS05763;P01265;2025-02-23 00:00:00;Em execução;15473,87
AO00459;IS05178;P00098;2026-06-17 00:00:00;Concluída;582,47
AO00460;IS02689;P00981;2025-01-10 00:00:00;Em execução;15842,92
AO00461;IS09211;P00227;2024-06-27 00:00:00;Atrasada;139,24
AO00462;IS06357;P00088;2024-01-01 00:00:00;Concluída;13306,01
AO00463;IS04046;P01128;2024-10-23 00:00:00;Concluída;5938,78
AO00464;IS06543;P00759;2024-11-03 00:00:00;Concluída;3779,11
AO00465;IS02337;P01325;2025-01-13 00:00:00;Concluída;15392,4
AO00466;IS06345;P01360;2024-07-14 00:00:00;Concluída;984,73
AO00467;IS00466;P01208;2024-01-14 00:00:00;Em execução;7256,84
AO00468;IS00346;P00329;2024-08-24 00:00:00;Concluída;6620,51
AO00469;IS04297;P00856;2025-04-02 00:00:00;Em execução;14091,35
AO00470;IS03197;P00446;2026-01-22 00:00:00;Concluída;7545,6
AO00471;IS01963;P00482;2025-11-29 00:00:00;Concluída;15735,34
AO00472;IS10944;P00241;2025-12-14 00:00:00;Concluída;11741,67
AO00473;IS08406;P00592;2024-12-29 00:00:00;Concluída;15274,5
AO00474;IS05293;P00615;2024-02-07 00:00:00;Concluída;15101,19
AO00475;IS08827;P01490;2024-01-22 00:00:00;Atrasada;10887,08
AO00476;IS09142;P00603;2024-01-07 00:00:00;Concluída;4703,61
AO00477;IS00081;P00757;2026-01-13 00:00:00;Concluída;9359,79
AO00478;IS00401;P01203;2025-04-10 00:00:00;Concluída;17989,01
AO00479;IS03678;P00637;2026-02-15 00:00:00;Em execução;2272,38
AO00480;IS08352;P00789;2024-02-06 00:00:00;Em execução;11792,97
AO00481;IS06859;P00845;2024-11-23 00:00:00;Concluída;7605,06
AO00482;IS10583;P00929;2025-03-18 00:00:00;Concluída;162,52
AO00483;IS05722;P00941;2024-05-30 00:00:00;Atrasada;1517,06
AO00484;IS08069;P00926;2024-01-16 00:00:00;Concluída;13200,42
AO00485;IS05007;P00561;2025-07-10 00:00:00;Em execução;17440,6
AO00486;IS07055;P00224;2025-04-01 00:00:00;Concluída;13766,19
AO00487;IS01652;P01267;2026-01-11 00:00:00;Atrasada;474,28
AO00488;IS02554;P00430;2025-09-08 00:00:00;Concluída;13234,27
AO00489;IS06560;P01020;2025-08-16 00:00:00;Concluída;10013,02
AO00490;IS03231;P00057;2024-03-17 00:00:00;Concluída;5470,57
AO00491;IS02271;P01489;2026-05-10 00:00:00;Concluída;3575,86
AO00492;IS08333;P01270;2024-11-16 00:00:00;Atrasada;8896,11
AO00493;IS03489;P01056;2025-04-29 00:00:00;Em execução;185,76
AO00494;IS04971;P01253;2024-08-05 00:00:00;Concluída;13387,1
AO00495;IS05317;P01146;2024-05-12 00:00:00;Concluída;4060,96
AO00496;IS06248;P00056;2025-06-24 00:00:00;Em execução;10594,34
AO00497;IS07107;P00160;2024-05-28 00:00:00;Concluída;16111,87
AO00498;IS02189;P00246;2025-12-10 00:00:00;Atrasada;3481,74
AO00499;IS04608;P00566;2024-10-27 00:00:00;Concluída;14877,58
AO00500;IS03290;P01401;2026-01-08 00:00:00;Em execução;17586,33
AO00501;IS08035;P00278;2026-01-28 00:00:00;Atrasada;15254,63
AO00502;IS01828;P00645;2024-05-26 00:00:00;Concluída;2768,75
AO00503;IS01968;P01319;2025-12-26 00:00:00;Concluída;9119,42
AO00504;IS00228;P01430;2024-09-10 00:00:00;Concluída;9022,9
AO00505;IS09083;P01448;2026-05-09 00:00:00;Concluída;4437,12
AO00506;IS10993;P00419;2026-05-08 00:00:00;Concluída;2990,41
AO00507;IS04775;P01028;2026-01-01 00:00:00;Em execução;11416,25
AO00508;IS03723;P00240;2024-01-31 00:00:00;Concluída;16958,67
AO00509;IS06024;P01378;2025-09-12 00:00:00;Concluída;17746,41
AO00510;IS05310;P00720;2026-07-18 00:00:00;Concluída;12254,57
AO00511;IS09721;P01282;2025-01-14 00:00:00;Concluída;677,84
AO00512;IS00021;P00543;2026-07-29 00:00:00;Concluída;7841,22
AO00513;IS10814;P01114;2026-01-29 00:00:00;Concluída;990,23
AO00514;IS03556;P00099;2024-04-20 00:00:00;Atrasada;13548,27
AO00515;IS08841;P01339;2024-04-21 00:00:00;Concluída;9553,66
AO00516;IS00370;P01343;2025-10-14 00:00:00;Em execução;3874,13
AO00517;IS01418;P00889;2024-09-23 00:00:00;Concluída;2084,02
AO00518;IS04494;P01016;2024-10-17 00:00:00;Em execução;4417,53
AO00519;IS06999;P01185;2024-07-26 00:00:00;Concluída;2467,41
AO00520;IS02023;P01295;2024-08-08 00:00:00;Concluída;11027,88
AO00521;IS04407;P00482;2024-01-05 00:00:00;Concluída;14737,35
AO00522;IS07777;P01489;2026-04-09 00:00:00;Em execução;59,48
AO00523;IS09033;P00289;2025-01-24 00:00:00;Concluída;10444,45
AO00524;IS03367;P00610;2026-07-09 00:00:00;Concluída;3784,0
AO00525;IS03640;P01149;2025-04-14 00:00:00;Atrasada;11863,02
AO00526;IS01545;P00441;2026-06-13 00:00:00;Concluída;17118,86
AO00527;IS03524;P00430;2024-07-27 00:00:00;Concluída;6603,0
AO00528;IS07745;P00678;2026-01-08 00:00:00;Concluída;16054,52
AO00529;IS10891;P01265;2025-08-03 00:00:00;Concluída;9075,21
AO00530;IS06960;P00185;2026-07-23 00:00:00;Concluída;16512,41
AO00531;IS05270;P00295;2024-01-25 00:00:00;Concluída;16271,17
AO00532;IS09069;P00061;2024-12-01 00:00:00;Concluída;1286,98
AO00533;IS02123;P00560;2024-08-08 00:00:00;Em execução;2858,19
AO00534;IS09354;P00998;2024-11-11 00:00:00;Concluída;7015,99
AO00535;IS08387;P00692;2024-09-30 00:00:00;Concluída;8530,87
AO00536;IS07380;P01474;2025-07-20 00:00:00;Em execução;9809,69
AO00537;IS07580;P00651;2026-06-23 00:00:00;Concluída;13839,19
AO00538;IS00168;P00315;2026-07-25 00:00:00;Concluída;2239,56
AO00539;IS08108;P01351;2024-09-03 00:00:00;Concluída;8738,73
AO00540;IS09613;P01498;2025-01-11 00:00:00;Concluída;14503,0
AO00541;IS08380;P01076;2026-02-17 00:00:00;Concluída;10480,42
AO00542;IS08333;P00288;2025-05-30 00:00:00;Atrasada;678,61
AO00543;IS08828;P00914;2026-04-12 00:00:00;Em execução;5408,26
AO00544;IS08742;P00348;2025-07-03 00:00:00;Concluída;7008,22
AO00545;IS10003;P00539;2024-01-22 00:00:00;Concluída;9648,96
AO00546;IS01677;P00422;2024-09-06 00:00:00;Concluída;5093,45
AO00547;IS05363;P01227;2024-07-27 00:00:00;Atrasada;16772,13
AO00548;IS04922;P00596;2025-11-13 00:00:00;Concluída;1549,68
AO00549;IS02005;P01190;2026-02-06 00:00:00;Concluída;11494,01
AO00550;IS10270;P01354;2025-02-05 00:00:00;Concluída;10427,42
AO00551;IS09768;P01412;2024-06-07 00:00:00;Concluída;13648,24
AO00552;IS08302;P00719;2024-10-15 00:00:00;Em execução;1137,31
AO00553;IS01933;P00636;2024-08-08 00:00:00;Atrasada;17059,05
AO00554;IS03104;P00563;2025-06-07 00:00:00;Concluída;13583,18
AO00555;IS06595;P01457;2024-09-27 00:00:00;Concluída;13231,8
AO00556;IS03881;P00733;2025-02-12 00:00:00;Atrasada;9880,49
AO00557;IS03137;P00153;2026-07-20 00:00:00;Em execução;10682,66
AO00558;IS06149;P01385;2025-06-07 00:00:00;Concluída;5523,68
AO00559;IS03132;P01187;2024-03-18 00:00:00;Em execução;14518,73
AO00560;IS09854;P00845;2026-05-20 00:00:00;Em execução;7978,95
AO00561;IS02649;P00212;2025-06-20 00:00:00;Concluída;15839,94
AO00562;IS04234;P00543;2024-11-05 00:00:00;Em execução;7231,28
AO00563;IS03111;P00052;2026-07-27 00:00:00;Concluída;10477,76
AO00564;IS04112;P00226;2025-07-24 00:00:00;Atrasada;10195,6
AO00565;IS02000;P00202;2026-04-29 00:00:00;Concluída;4137,96
AO00566;IS05699;P00440;2025-01-09 00:00:00;Atrasada;7566,09
AO00567;IS08793;P00046;2025-09-07 00:00:00;Atrasada;12552,8
AO00568;IS05584;P00465;2026-02-03 00:00:00;Concluída;1903,08
AO00569;IS08581;P00054;2025-09-09 00:00:00;Concluída;1933,6
AO00570;IS07646;P00169;2026-05-24 00:00:00;Concluída;526,23
AO00571;IS07952;P01290;2025-03-03 00:00:00;Concluída;9084,93
AO00572;IS00271;P01253;2024-04-09 00:00:00;Em execução;17875,11
AO00573;IS05856;P00650;2025-09-13 00:00:00;Concluída;10249,67
AO00574;IS04046;P00602;2025-06-06 00:00:00;Concluída;983,78
AO00575;IS01034;P00902;2024-10-13 00:00:00;Concluída;94,09
AO00576;IS07250;P00870;2025-07-01 00:00:00;Atrasada;11212,07
AO00577;IS01328;P00890;2025-12-20 00:00:00;Concluída;3830,46
AO00578;IS05052;P01308;2026-06-14 00:00:00;Em execução;9491,65
AO00579;IS01700;P01476;2025-03-30 00:00:00;Concluída;11073,7
AO00580;IS00496;P00853;2025-11-29 00:00:00;Concluída;10929,06
AO00581;IS01897;P00258;2025-06-21 00:00:00;Em execução;6674,71
AO00582;IS10112;P01235;2025-11-06 00:00:00;Concluída;3783,53
AO00583;IS07105;P00610;2025-01-03 00:00:00;Concluída;392,1
AO00584;IS10071;P01290;2024-07-19 00:00:00;Concluída;975,21
AO00585;IS09300;P01150;2025-08-16 00:00:00;Concluída;10730,9
AO00586;IS00503;P00265;2025-09-10 00:00:00;Concluída;865,59
AO00587;IS06768;P00254;2025-05-18 00:00:00;Concluída;14692,65
AO00588;IS00127;P00600;2024-01-01 00:00:00;Atrasada;9421,02
AO00589;IS07474;P01243;2026-01-20 00:00:00;Concluída;16502,59
AO00590;IS07846;P00021;2025-01-13 00:00:00;Concluída;3471,2
AO00591;IS06139;P00782;2024-11-24 00:00:00;Concluída;14022,13
AO00592;IS02861;P00127;2024-11-07 00:00:00;Concluída;7456,18
AO00593;IS07210;P00932;2024-08-17 00:00:00;Atrasada;3504,68
AO00594;IS08866;P01134;2024-09-09 00:00:00;Concluída;17398,51
AO00595;IS02130;P00844;2024-03-11 00:00:00;Concluída;2095,24
AO00596;IS08528;P01313;2025-08-16 00:00:00;Concluída;14080,31
AO00597;IS05717;P00851;2025-03-02 00:00:00;Concluída;13360,8
AO00598;IS02197;P00849;2024-10-21 00:00:00;Em execução;12424,57
AO00599;IS00822;P01179;2024-11-01 00:00:00;Em execução;5345,29
AO00600;IS00874;P00546;2025-12-17 00:00:00;Atrasada;6558,39
AO00601;IS06869;P00867;2024-12-09 00:00:00;Concluída;3868,09
AO00602;IS08006;P00736;2026-03-05 00:00:00;Concluída;2130,87
AO00603;IS05809;P01484;2024-10-22 00:00:00;Atrasada;1659,09
AO00604;IS07262;P00413;2024-10-30 00:00:00;Concluída;16169,08
AO00605;IS07507;P00281;2026-01-21 00:00:00;Concluída;9213,03
AO00606;IS02800;P00364;2024-05-19 00:00:00;Concluída;14179,65
AO00607;IS07788;P00707;2026-01-11 00:00:00;Concluída;382,95
AO00608;IS01191;P00576;2025-03-28 00:00:00;Concluída;13582,55
AO00609;IS00837;P00138;2026-07-09 00:00:00;Concluída;11974,2
AO00610;IS09871;P01225;2025-07-19 00:00:00;Concluída;17618,19
AO00611;IS01382;P01198;2024-06-07 00:00:00;Concluída;12481,05
AO00612;IS09101;P00306;2025-07-08 00:00:00;Em execução;15717,7
AO00613;IS03799;P00358;2026-05-16 00:00:00;Concluída;11860,42
AO00614;IS09484;P00587;2024-09-22 00:00:00;Concluída;16197,62
AO00615;IS07462;P01141;2026-06-22 00:00:00;Em execução;8255,22
AO00616;IS05049;P01229;2024-07-23 00:00:00;Atrasada;4850,68
AO00617;IS00817;P00355;2026-04-09 00:00:00;Em execução;7310,0
AO00618;IS08337;P00658;2026-06-15 00:00:00;Concluída;12068,05
AO00619;IS09296;P01050;2024-01-12 00:00:00;Em execução;4957,49
AO00620;IS00461;P00733;2024-08-13 00:00:00;Em execução;11261,59
AO00621;IS09413;P00463;2024-06-09 00:00:00;Em execução;12201,91
AO00622;IS03906;P00289;2026-01-22 00:00:00;Concluída;12628,59
AO00623;IS07108;P01040;2025-05-21 00:00:00;Atrasada;14254,16
AO00624;IS00241;P00991;2026-02-02 00:00:00;Concluída;2159,37
AO00625;IS04609;P00496;2025-12-23 00:00:00;Atrasada;10166,7
AO00626;IS06671;P00184;2025-05-26 00:00:00;Concluída;4554,11
AO00627;IS00135;P00824;2024-09-24 00:00:00;Concluída;13856,35
AO00628;IS01140;P00198;2025-06-09 00:00:00;Atrasada;14323,08
AO00629;IS06773;P00520;2025-07-15 00:00:00;Concluída;3216,56
AO00630;IS06866;P01113;2025-02-20 00:00:00;Concluída;2739,02
AO00631;IS01591;P00365;2025-08-20 00:00:00;Concluída;4702,16
AO00632;IS04751;P00965;2025-03-13 00:00:00;Concluída;10974,5
AO00633;IS03626;P00202;2026-07-10 00:00:00;Concluída;7835,65
AO00634;IS03387;P00426;2025-06-30 00:00:00;Concluída;6159,06
AO00635;IS09048;P00294;2025-11-02 00:00:00;Concluída;12980,28
AO00636;IS07760;P00994;2024-03-03 00:00:00;Concluída;4503,12
AO00637;IS05716;P00524;2026-06-04 00:00:00;Concluída;3502,57
AO00638;IS02778;P00426;2024-02-20 00:00:00;Concluída;17152,63
AO00639;IS03736;P00669;2024-04-28 00:00:00;Concluída;6193,85
AO00640;IS02350;P00293;2026-05-24 00:00:00;Atrasada;1153,09
AO00641;IS09926;P01368;2025-02-22 00:00:00;Atrasada;587,27
AO00642;IS08567;P00515;2024-05-06 00:00:00;Em execução;12356,92
AO00643;IS03254;P00713;2024-06-19 00:00:00;Em execução;2373,97
AO00644;IS03332;P00569;2025-02-14 00:00:00;Concluída;2052,25
AO00645;IS02081;P01063;2024-03-12 00:00:00;Concluída;16921,14
AO00646;IS02654;P00104;2024-06-24 00:00:00;Concluída;1556,85
AO00647;IS05584;P00159;2024-05-17 00:00:00;Concluída;12549,6
AO00648;IS08102;P00220;2026-04-15 00:00:00;Concluída;3867,17
AO00649;IS08963;P00783;2024-05-14 00:00:00;Concluída;8704,25
AO00650;IS10441;P00943;2025-04-30 00:00:00;Concluída;14252,95
AO00651;IS01862;P00963;2026-07-24 00:00:00;Concluída;11323,77
AO00652;IS10580;P00802;2025-07-01 00:00:00;Concluída;5675,78
AO00653;IS10411;P00448;2024-10-30 00:00:00;Concluída;447,47
AO00654;IS03933;P01391;2024-06-08 00:00:00;Concluída;15217,88
AO00655;IS08693;P01157;2025-11-15 00:00:00;Atrasada;6925,22
AO00656;IS10665;P01171;2024-02-18 00:00:00;Concluída;3278,79
AO00657;IS10540;P00640;2026-02-20 00:00:00;Concluída;1309,21
AO00658;IS09343;P01045;2024-04-13 00:00:00;Em execução;12634,89
AO00659;IS04701;P01041;2024-08-15 00:00:00;Concluída;5850,67
AO00660;IS09844;P01212;2025-11-16 00:00:00;Concluída;16281,51
AO00661;IS10538;P00868;2024-03-29 00:00:00;Concluída;4375,88
AO00662;IS05840;P01383;2025-07-25 00:00:00;Concluída;13866,64
AO00663;IS10781;P01383;2025-10-31 00:00:00;Atrasada;10557,23
AO00664;IS06771;P00774;2025-02-17 00:00:00;Em execução;16845,87
AO00665;IS06471;P00903;2025-07-03 00:00:00;Atrasada;3101,18
AO00666;IS10790;P00222;2026-06-08 00:00:00;Concluída;6918,63
AO00667;IS07984;P01450;2026-04-24 00:00:00;Concluída;12939,18
AO00668;IS10991;P01326;2024-10-10 00:00:00;Atrasada;431,43
AO00669;IS00527;P00253;2024-02-14 00:00:00;Atrasada;11922,0
AO00670;IS05666;P00926;2025-07-24 00:00:00;Atrasada;8857,19
AO00671;IS02321;P01301;2025-12-15 00:00:00;Concluída;12223,52
AO00672;IS02948;P01064;2024-10-22 00:00:00;Concluída;14524,36
AO00673;IS01858;P00355;2025-02-03 00:00:00;Concluída;12104,73
AO00674;IS10504;P00324;2026-02-11 00:00:00;Concluída;6236,77
AO00675;IS02423;P00193;2025-06-25 00:00:00;Concluída;13456,02
AO00676;IS03279;P00499;2025-01-01 00:00:00;Concluída;2377,67
AO00677;IS09436;P00785;2024-11-25 00:00:00;Em execução;1964,86
AO00678;IS02713;P01496;2025-07-01 00:00:00;Concluída;12148,3
AO00679;IS00255;P00712;2026-06-18 00:00:00;Em execução;4987,78
AO00680;IS06504;P00146;2025-08-27 00:00:00;Atrasada;5402,71
AO00681;IS00576;P01089;2024-08-14 00:00:00;Concluída;15577,8
AO00682;IS09272;P00189;2025-02-17 00:00:00;Concluída;14933,43
AO00683;IS05033;P00561;2026-04-15 00:00:00;Concluída;14265,45
AO00684;IS06344;P00857;2024-08-11 00:00:00;Concluída;1976,37
AO00685;IS08981;P00897;2024-06-04 00:00:00;Concluída;9236,05
AO00686;IS05101;P00259;2025-09-28 00:00:00;Concluída;15251,33
AO00687;IS04247;P01482;2025-08-02 00:00:00;Concluída;15729,75
AO00688;IS03974;P01078;2024-11-07 00:00:00;Atrasada;2291,06
AO00689;IS10932;P00456;2025-03-13 00:00:00;Concluída;8938,58
AO00690;IS06075;P01434;2024-08-07 00:00:00;Concluída;11923,85
AO00691;IS07196;P00425;2026-03-14 00:00:00;Em execução;17011,03
AO00692;IS06342;P01373;2024-02-16 00:00:00;Concluída;4942,92
AO00693;IS03806;P01300;2025-03-12 00:00:00;Concluída;445,86
AO00694;IS01658;P01207;2024-02-27 00:00:00;Concluída;10630,75
AO00695;IS04039;P01420;2025-07-03 00:00:00;Em execução;8851,67
AO00696;IS04146;P00839;2024-11-04 00:00:00;Concluída;4925,91
AO00697;IS07468;P00390;2025-08-08 00:00:00;Concluída;13165,9
AO00698;IS07675;P00906;2025-07-18 00:00:00;Concluída;4392,94
AO00699;IS10947;P01476;2025-07-25 00:00:00;Concluída;12927,17
AO00700;IS08682;P00272;2026-03-26 00:00:00;Concluída;534,59
AO00701;IS08074;P00454;2026-05-18 00:00:00;Concluída;10608,6
AO00702;IS03725;P00053;2026-05-05 00:00:00;Concluída;4571,18
AO00703;IS01823;P00571;2024-01-05 00:00:00;Concluída;414,1
AO00704;IS00346;P01218;2026-05-28 00:00:00;Concluída;553,56
AO00705;IS10494;P00796;2025-07-06 00:00:00;Concluída;4381,42
AO00706;IS05858;P00937;2025-04-28 00:00:00;Concluída;8872,22
AO00707;IS04226;P01436;2025-12-18 00:00:00;Concluída;4110,41
AO00708;IS08945;P00720;2025-05-19 00:00:00;Atrasada;12065,78
AO00709;IS02394;P00849;2026-06-28 00:00:00;Concluída;8008,52
AO00710;IS02662;P00076;2025-06-01 00:00:00;Concluída;335,87
AO00711;IS02031;P00875;2026-07-29 00:00:00;Atrasada;16209,38
AO00712;IS07181;P00032;2024-09-20 00:00:00;Concluída;3696,16
AO00713;IS05253;P01265;2025-07-24 00:00:00;Concluída;7977,61
AO00714;IS01116;P00482;2024-12-21 00:00:00;Concluída;3972,96
AO00715;IS01062;P00088;2026-01-18 00:00:00;Concluída;3286,46
AO00716;IS10876;P01002;2025-11-27 00:00:00;Concluída;5169,4
AO00717;IS06683;P00371;2024-03-08 00:00:00;Atrasada;6364,76
AO00718;IS05864;P00511;2026-02-23 00:00:00;Em execução;9804,62
AO00719;IS03068;P00085;2026-05-31 00:00:00;Em execução;7734,19
AO00720;IS00289;P00965;2024-08-28 00:00:00;Atrasada;9926,38
AO00721;IS00140;P01370;2024-11-20 00:00:00;Concluída;4851,04
AO00722;IS00587;P00111;2024-12-20 00:00:00;Concluída;14653,61
AO00723;IS05686;P00145;2026-02-17 00:00:00;Concluída;5565,95
AO00724;IS01920;P01314;2025-05-16 00:00:00;Concluída;4588,4
AO00725;IS08464;P00998;2026-07-04 00:00:00;Em execução;5553,3
AO00726;IS08027;P01467;2026-02-24 00:00:00;Concluída;14204,7
AO00727;IS08266;P00874;2025-06-29 00:00:00;Em execução;1529,25
AO00728;IS06378;P00040;2025-09-19 00:00:00;Concluída;17481,88
AO00729;IS10185;P00736;2026-02-05 00:00:00;Concluída;12249,37
AO00730;IS06605;P00782;2025-08-30 00:00:00;Concluída;245,11
AO00731;IS10289;P01182;2025-08-17 00:00:00;Atrasada;13758,56
AO00732;IS03160;P00880;2024-07-03 00:00:00;Concluída;8166,9
AO00733;IS01098;P00897;2024-01-07 00:00:00;Concluída;3270,45
AO00734;IS10799;P00084;2026-06-19 00:00:00;Concluída;11033,4
AO00735;IS01013;P00710;2024-08-28 00:00:00;Concluída;9118,25
AO00736;IS04577;P00341;2026-06-20 00:00:00;Concluída;11474,57
AO00737;IS09959;P00989;2025-11-08 00:00:00;Concluída;4782,88
AO00738;IS10401;P01159;2025-09-27 00:00:00;Concluída;17672,1
AO00739;IS07593;P00081;2025-01-21 00:00:00;Atrasada;4247,11
AO00740;IS10079;P01172;2024-11-02 00:00:00;Concluída;11598,23
AO00741;IS10845;P00470;2024-07-22 00:00:00;Concluída;11596,77
AO00742;IS00867;P01220;2025-12-21 00:00:00;Atrasada;16945,9
AO00743;IS04249;P01068;2026-07-23 00:00:00;Em execução;10614,28
AO00744;IS09389;P00530;2024-06-08 00:00:00;Concluída;12178,99
AO00745;IS09166;P00480;2024-02-20 00:00:00;Concluída;7277,85
AO00746;IS04531;P01338;2025-07-09 00:00:00;Em execução;7538,62
AO00747;IS04150;P00433;2024-07-07 00:00:00;Concluída;16755,25
AO00748;IS08574;P00020;2026-01-25 00:00:00;Concluída;4845,53
AO00749;IS09060;P00916;2024-06-22 00:00:00;Concluída;389,85
AO00750;IS00504;P01115;2025-10-08 00:00:00;Concluída;7770,04
AO00751;IS08773;P00122;2025-03-23 00:00:00;Concluída;11320,21
