acesso_id,visita_id,data_hora,ponto,evento
AC05252,VI08274,2026-07-11,Produção,Entrada
AC05253,VI03487,2025-07-28,Almoxarifado,Saída
AC05254,VI01020,2026-04-29,Portaria,Entrada
AC05255,VI00039,2025-06-25,Produção,Entrada
AC05256,VI09468,2024-06-21,Produção,Entrada
AC05257,VI02346,2024-11-12,Almoxarifado,Saída
AC05258,VI03111,2026-07-29,Portaria,Entrada
AC05259,VI02878,2025-08-31,Portaria,Saída
AC05260,VI05894,2025-04-27,Laboratório,Saída
AC05261,VI04809,2025-11-13,Laboratório,Saída
AC05262,VI05610,2024-09-15,Produção,Entrada
AC05263,VI07867,2024-12-12,Almoxarifado,Entrada
AC05264,VI00863,2025-04-11,Almoxarifado,Negado
AC05265,VI04859,2026-03-09,Produção,Saída
AC05266,VI08920,2024-09-12,Produção,Saída
AC05267,VI09211,2025-04-22,Laboratório,Entrada
AC05268,VI01773,2026-02-08,Laboratório,Negado
AC05269,VI06676,2026-04-17,Almoxarifado,Saída
AC05270,VI06056,2025-03-15,Portaria,Entrada
AC05271,VI03803,2026-07-21,Almoxarifado,Saída
AC05272,VI00551,2025-04-28,Almoxarifado,Entrada
AC05273,VI08116,2024-01-23,Produção,Entrada
AC05274,VI03093,2025-09-21,Laboratório,Saída
AC05275,VI04182,2025-12-11,Laboratório,Entrada
AC05276,VI09010,2024-03-08,Produção,Saída
AC05277,VI00636,2025-01-02,Almoxarifado,Entrada
AC05278,VI04969,2025-01-24,Almoxarifado,Saída
AC05279,VI02580,2024-10-22,Laboratório,Saída
AC05280,VI09162,2026-06-12,Portaria,Entrada
AC05281,VI09432,2025-06-29,Produção,Saída
AC05282,VI05725,2025-05-22,Almoxarifado,Entrada
AC05283,VI05035,2026-03-26,Laboratório,Entrada
AC05284,VI07674,2024-04-23,Almoxarifado,Saída
AC05285,VI05210,2025-06-13,Produção,Entrada
AC05286,VI06705,2024-07-10,Portaria,Entrada
AC05287,VI01968,2024-12-30,Produção,Entrada
AC05288,VI01647,2026-05-16,Almoxarifado,Entrada
AC05289,VI02474,2026-03-06,Produção,Entrada
AC05290,VI06753,2024-11-29,Produção,Entrada
AC05291,VI08120,2025-03-29,Laboratório,Entrada
AC05292,VI01477,2026-02-24,Produção,Entrada
AC05293,VI05798,2025-12-10,Produção,Entrada
AC05294,VI03830,2026-02-25,Produção,Saída
AC05295,VI07884,2026-01-30,Produção,Saída
AC05296,VI09263,2024-08-14,Produção,Entrada
AC05297,VI07789,2025-06-06,Produção,Saída
AC05298,VI01831,2026-04-08,Portaria,Saída
AC05299,VI04563,2025-09-14,Laboratório,Entrada
AC05300,VI01420,2025-05-22,Almoxarifado,Saída
AC05301,VI03980,2025-04-11,Laboratório,Entrada
AC05302,VI09119,2025-07-19,Almoxarifado,Entrada
AC05303,VI05640,2024-07-05,Produção,Entrada
AC05304,VI08783,2026-06-19,Almoxarifado,Saída
AC05305,VI01954,2025-06-07,Portaria,Entrada
AC05306,VI04760,2025-08-19,Portaria,Saída
AC05307,VI09225,2026-03-22,Portaria,Negado
AC05308,VI08581,2024-07-11,Produção,Saída
AC05309,VI08765,2025-10-25,Almoxarifado,Saída
AC05310,VI04416,2026-03-17,Produção,Saída
AC05311,VI02443,2026-05-17,Almoxarifado,Entrada
AC05312,VI02993,2026-06-15,Laboratório,Entrada
AC05313,VI02823,2025-12-07,Laboratório,Entrada
AC05314,VI04135,2025-10-16,Produção,Negado
AC05315,VI09494,2024-10-28,Portaria,Entrada
AC05316,VI06840,2024-12-10,Almoxarifado,Entrada
AC05317,VI07680,2024-12-21,Almoxarifado,Entrada
AC05318,VI01063,2025-12-20,Almoxarifado,Entrada
AC05319,VI03994,2026-05-18,Almoxarifado,Saída
AC05320,VI07035,2024-01-14,Portaria,Saída
AC05321,VI08577,2024-11-18,Laboratório,Entrada
AC05322,VI04112,2026-05-04,Produção,Entrada
AC05323,VI07112,2025-12-13,Laboratório,Saída
AC05324,VI02162,2026-06-20,Portaria,Entrada
AC05325,VI08020,2025-02-27,Almoxarifado,Saída
AC05326,VI00758,2025-07-28,Almoxarifado,Saída
AC05327,VI05966,2025-02-15,Produção,Entrada
AC05328,VI03652,2024-02-29,Laboratório,Saída
AC05329,VI06489,2024-11-26,Laboratório,Entrada
AC05330,VI02761,2025-01-07,Laboratório,Entrada
AC05331,VI00068,2024-11-18,Almoxarifado,Entrada
AC05332,VI08003,2024-06-29,Almoxarifado,Saída
AC05333,VI07405,2024-12-01,Produção,Negado
AC05334,VI03181,2024-01-14,Almoxarifado,Entrada
AC05335,VI01335,2026-02-04,Portaria,Saída
AC05336,VI08564,2025-06-14,Portaria,Saída
AC05337,VI07791,2024-05-29,Produção,Saída
AC05338,VI05135,2024-02-06,Produção,Entrada
AC05339,VI01231,2026-04-22,Portaria,Saída
AC05340,VI08045,2024-12-21,Laboratório,Saída
AC05341,VI09460,2025-08-25,Laboratório,Entrada
AC05342,VI03104,2025-05-01,Almoxarifado,Saída
AC05343,VI02611,2025-08-28,Almoxarifado,Entrada
AC05344,VI04274,2024-01-04,Almoxarifado,Entrada
AC05345,VI07163,2026-03-12,Portaria,Entrada
AC05346,VI02956,2026-01-11,Almoxarifado,Entrada
AC05347,VI09373,2024-08-16,Produção,Saída
AC05348,VI09333,2025-09-20,Laboratório,Entrada
AC05349,VI04999,2024-06-03,Almoxarifado,Negado
AC05350,VI09270,2025-07-18,Almoxarifado,Saída
AC05351,VI08467,2024-01-21,Produção,Entrada
AC05352,VI01765,2024-03-21,Produção,Saída
AC05353,VI05978,2026-06-10,Laboratório,Saída
AC05354,VI04028,2026-01-01,Almoxarifado,Saída
AC05355,VI08783,2025-03-17,Produção,Entrada
AC05356,VI01578,2026-07-01,Laboratório,Entrada
AC05357,VI06943,2024-11-24,Produção,Entrada
AC05358,VI05022,2025-11-21,Almoxarifado,Entrada
AC05359,VI01377,2025-12-11,Almoxarifado,Entrada
AC05360,VI03736,2024-04-27,Produção,Entrada
AC05361,VI06890,2026-03-03,Almoxarifado,Entrada
AC05362,VI01329,2025-06-09,Portaria,Saída
AC05363,VI05555,2025-06-03,Almoxarifado,Entrada
AC05364,VI05879,2026-02-15,Produção,Entrada
AC05365,VI07895,2026-06-27,Portaria,Entrada
AC05366,VI06384,2025-10-25,Almoxarifado,Entrada
AC05367,VI00041,2024-05-20,Almoxarifado,Saída
AC05368,VI05050,2024-10-08,Produção,Saída
AC05369,VI03481,2026-03-18,Produção,Saída
AC05370,VI03579,2024-05-23,Laboratório,Entrada
AC05371,VI03324,2025-11-13,Produção,Saída
AC05372,VI07978,2025-09-05,Laboratório,Entrada
AC05373,VI08797,2024-06-07,Almoxarifado,Entrada
AC05374,VI09346,2026-02-07,Laboratório,Entrada
AC05375,VI00762,2024-01-02,Portaria,Saída
AC05376,VI08618,2025-09-08,Laboratório,Saída
AC05377,VI08231,2026-01-06,Laboratório,Saída
AC05378,VI03260,2025-04-23,Laboratório,Saída
AC05379,VI03840,2026-05-29,Laboratório,Entrada
AC05380,VI08281,2025-06-06,Portaria,Entrada
AC05381,VI03431,2025-06-30,Portaria,Saída
AC05382,VI08585,2024-08-19,Portaria,Entrada
AC05383,VI00522,2025-07-28,Produção,Saída
AC05384,VI07845,2025-06-16,Produção,Entrada
AC05385,VI07481,2025-07-30,Produção,Saída
AC05386,VI02077,2024-06-23,Produção,Saída
AC05387,VI07236,2025-07-23,Portaria,Saída
AC05388,VI06267,2025-01-01,Almoxarifado,Saída
AC05389,VI00060,2024-01-18,Portaria,Entrada
AC05390,VI08490,2026-06-03,Laboratório,Saída
AC05391,VI00725,2024-02-01,Produção,Saída
AC05392,VI08777,2025-08-13,Produção,Entrada
AC05393,VI07417,2024-07-07,Almoxarifado,Saída
AC05394,VI03272,2026-07-05,Produção,Saída
AC05395,VI03455,2026-03-11,Laboratório,Saída
AC05396,VI03085,2024-05-23,Almoxarifado,Saída
AC05397,VI03266,2024-02-21,Portaria,Saída
AC05398,VI06138,2025-12-21,Produção,Negado
AC05399,VI04257,2025-04-25,Laboratório,Entrada
AC05400,VI05226,2024-12-14,Laboratório,Entrada
AC05401,VI04556,2024-04-29,Produção,Negado
AC05402,VI02661,2024-06-21,Laboratório,Entrada
AC05403,VI05651,2025-04-18,Almoxarifado,Entrada
AC05404,VI09466,2024-05-23,Produção,Saída
AC05405,VI02915,2026-06-07,Portaria,Entrada
AC05406,VI06556,2026-04-19,Laboratório,Saída
AC05407,VI05487,2024-11-12,Produção,Saída
AC05408,VI01857,2026-01-31,Laboratório,Entrada
AC05409,VI07262,2024-09-14,Almoxarifado,Entrada
AC05410,VI08677,2024-11-08,Laboratório,Entrada
AC05411,VI08900,2024-08-16,Laboratório,Entrada
AC05412,VI07072,2025-08-05,Laboratório,Saída
AC05413,VI01003,2024-05-03,Almoxarifado,Negado
AC05414,VI08572,2026-04-27,Laboratório,Entrada
AC05415,VI00900,2026-05-24,Laboratório,Entrada
AC05416,VI07898,2025-04-17,Produção,Saída
AC05417,VI08270,2024-12-07,Laboratório,Saída
AC05418,VI04237,2025-08-02,Laboratório,Saída
AC05419,VI03391,2024-09-22,Produção,Entrada
AC05420,VI07350,2025-06-07,Laboratório,Saída
AC05421,VI07281,2026-02-13,Portaria,Entrada
AC05422,VI08412,2024-08-13,Produção,Entrada
AC05423,VI03599,2026-01-19,Almoxarifado,Entrada
AC05424,VI07573,2025-11-22,Produção,Saída
AC05425,VI03074,2024-05-06,Laboratório,Saída
AC05426,VI00142,2025-09-25,Portaria,Saída
AC05427,VI02070,2025-06-24,Almoxarifado,Entrada
AC05428,VI03034,2025-04-02,Portaria,Saída
AC05429,VI08760,2025-06-16,Produção,Entrada
AC05430,VI08742,2026-01-24,Laboratório,Entrada
AC05431,VI05857,2024-05-25,Laboratório,Entrada
AC05432,VI07074,2024-10-04,Portaria,Saída
AC05433,VI03423,2024-09-09,Produção,Entrada
AC05434,VI05589,2026-05-17,Produção,Entrada
AC05435,VI01648,2024-11-11,Laboratório,Entrada
AC05436,VI04228,2025-03-25,Laboratório,Entrada
AC05437,VI02831,2024-04-10,Laboratório,Saída
AC05438,VI03482,2024-04-21,Laboratório,Entrada
AC05439,VI01319,2024-10-11,Portaria,Saída
AC05440,VI08225,2026-05-27,Produção,Entrada
AC05441,VI03212,2025-03-23,Almoxarifado,Entrada
AC05442,VI00147,2026-02-16,Laboratório,Saída
AC05443,VI08147,2026-03-05,Almoxarifado,Negado
AC05444,VI04063,2025-07-28,Laboratório,Saída
AC05445,VI00677,2024-12-12,Portaria,Entrada
AC05446,VI02014,2024-01-02,Almoxarifado,Entrada
AC05447,VI01404,2025-08-04,Produção,Saída
AC05448,VI03545,2026-01-03,Laboratório,Entrada
AC05449,VI03667,2025-05-25,Portaria,Entrada
AC05450,VI08196,2025-01-05,Portaria,Entrada
AC05451,VI08802,2024-07-14,Almoxarifado,Saída
AC05452,VI03751,2025-07-11,Laboratório,Entrada
AC05453,VI00428,2025-04-03,Almoxarifado,Negado
AC05454,VI01440,2025-10-18,Almoxarifado,Saída
AC05455,VI03548,2025-11-03,Portaria,Entrada
AC05456,VI01932,2024-11-26,Produção,Entrada
AC05457,VI06375,2024-11-15,Laboratório,Entrada
AC05458,VI09300,2026-04-10,Almoxarifado,Entrada
AC05459,VI03504,2025-12-06,Produção,Saída
AC05460,VI02806,2025-01-02,Laboratório,Entrada
AC05461,VI07119,2025-11-20,Produção,Saída
AC05462,VI02775,2025-01-30,Laboratório,Saída
AC05463,VI01656,2025-08-22,Laboratório,Entrada
AC05464,VI00199,2025-12-23,Almoxarifado,Saída
AC05465,VI06402,2024-09-27,Produção,Saída
AC05466,VI00182,2025-08-26,Almoxarifado,Entrada
AC05467,VI01226,2025-02-24,Portaria,Entrada
AC05468,VI02692,2024-03-17,Portaria,Saída
AC05469,VI04409,2026-01-20,Produção,Entrada
AC05470,VI05909,2024-03-13,Laboratório,Entrada
AC05471,VI05001,2025-06-18,Produção,Saída
AC05472,VI07590,2024-07-16,Produção,Saída
AC05473,VI02648,2026-02-14,Almoxarifado,Entrada
AC05474,VI06321,2025-02-12,Portaria,Saída
AC05475,VI05709,2025-11-20,Produção,Saída
AC05476,VI06212,2024-08-18,Almoxarifado,Saída
AC05477,VI00882,2024-07-16,Almoxarifado,Saída
AC05478,VI02802,2025-05-18,Laboratório,Saída
AC05479,VI02010,2026-01-05,Portaria,Entrada
AC05480,VI09497,2024-11-18,Laboratório,Entrada
AC05481,VI03525,2026-06-13,Produção,Saída
AC05482,VI00077,2024-09-07,Laboratório,Saída
AC05483,VI06465,2026-01-30,Laboratório,Entrada
AC05484,VI02165,2026-03-25,Produção,Entrada
AC05485,VI05204,2025-02-14,Produção,Entrada
AC05486,VI07824,2026-06-12,Laboratório,Saída
AC05487,VI01457,2024-01-16,Produção,Saída
AC05488,VI04112,2026-07-14,Portaria,Saída
AC05489,VI03942,2026-06-25,Portaria,Entrada
AC05490,VI04052,2024-03-26,Laboratório,Entrada
AC05491,VI08651,2024-08-12,Almoxarifado,Saída
AC05492,VI05763,2025-04-10,Produção,Entrada
AC05493,VI03885,2026-05-07,Almoxarifado,Saída
AC05494,VI07185,2026-03-24,Laboratório,Saída
AC05495,VI06163,2026-06-14,Laboratório,Saída
AC05496,VI09164,2025-07-11,Portaria,Saída
AC05497,VI09229,2024-04-15,Portaria,Saída
AC05498,VI00907,2025-08-01,Produção,Saída
AC05499,VI04282,2024-07-20,Portaria,Saída
AC05500,VI01565,2025-09-09,Almoxarifado,Saída
AC05501,VI01277,2024-10-03,Produção,Saída
AC05502,VI07163,2024-12-20,Portaria,Saída
AC05503,VI02653,2025-11-17,Laboratório,Entrada
AC05504,VI00869,2024-10-17,Almoxarifado,Saída
AC05505,VI00831,2025-03-19,Produção,Saída
AC05506,VI01201,2024-09-23,Almoxarifado,Saída
AC05507,VI02108,2024-05-18,Almoxarifado,Saída
AC05508,VI07530,2026-07-24,Portaria,Saída
AC05509,VI08652,2024-07-25,Portaria,Saída
AC05510,VI01627,2025-07-14,Produção,Saída
AC05511,VI09056,2024-03-09,Portaria,Entrada
AC05512,VI01163,2024-01-07,Laboratório,Entrada
AC05513,VI03517,2025-03-29,Produção,Entrada
AC05514,VI01457,2025-08-09,Laboratório,Entrada
AC05515,VI00651,2025-01-02,Portaria,Saída
AC05516,VI02968,2024-09-06,Laboratório,Entrada
AC05517,VI05918,2025-02-14,Produção,Entrada
AC05518,VI00988,2024-07-06,Produção,Saída
AC05519,VI07261,2024-09-05,Almoxarifado,Entrada
AC05520,VI06290,2024-12-13,Portaria,Entrada
AC05521,VI07768,2024-06-18,Almoxarifado,Negado
AC05522,VI00697,2025-04-05,Almoxarifado,Saída
AC05523,VI08859,2024-05-26,Almoxarifado,Entrada
AC05524,VI01890,2024-03-20,Portaria,Entrada
AC05525,VI02502,2024-05-29,Portaria,Entrada
AC05526,VI08250,2025-06-21,Produção,Negado
AC05527,VI03419,2026-04-05,Portaria,Saída
AC05528,VI08384,2025-12-03,Portaria,Saída
AC05529,VI08254,2026-05-06,Laboratório,Entrada
AC05530,VI01339,2024-10-04,Almoxarifado,Entrada
AC05531,VI09125,2024-02-25,Almoxarifado,Negado
AC05532,VI01562,2024-04-03,Portaria,Entrada
AC05533,VI09032,2025-09-27,Laboratório,Saída
AC05534,VI01001,2024-07-15,Portaria,Saída
AC05535,VI05233,2026-05-08,Portaria,Entrada
AC05536,VI04470,2026-02-06,Produção,Entrada
AC05537,VI00982,2024-04-12,Produção,Entrada
AC05538,VI04061,2024-12-14,Portaria,Entrada
AC05539,VI00809,2026-07-04,Produção,Entrada
AC05540,VI07550,2024-07-14,Produção,Entrada
AC05541,VI05340,2025-09-15,Laboratório,Saída
AC05542,VI06287,2024-12-23,Portaria,Saída
AC05543,VI04308,2024-09-01,Produção,Saída
AC05544,VI02094,2025-10-11,Laboratório,Entrada
AC05545,VI07187,2025-08-29,Produção,Entrada
AC05546,VI06760,2024-06-01,Laboratório,Saída
AC05547,VI08053,2025-09-23,Produção,Entrada
AC05548,VI01487,2026-04-28,Almoxarifado,Entrada
AC05549,VI09397,2024-08-07,Portaria,Saída
AC05550,VI06491,2024-09-25,Almoxarifado,Entrada
AC05551,VI08637,2024-02-13,Laboratório,Entrada
AC05552,VI07842,2025-04-23,Laboratório,Saída
AC05553,VI05297,2025-06-11,Laboratório,Entrada
AC05554,VI00393,2025-01-07,Produção,Saída
AC05555,VI06231,2025-12-05,Laboratório,Entrada
AC05556,VI08995,2024-05-10,Produção,Entrada
AC05557,VI06149,2025-08-04,Almoxarifado,Saída
AC05558,VI06516,2025-12-19,Laboratório,Saída
AC05559,VI04535,2025-03-02,Portaria,Saída
AC05560,VI02959,2024-08-13,Laboratório,Saída
AC05561,VI00733,2025-05-23,Almoxarifado,Saída
AC05562,VI09039,2024-01-31,Almoxarifado,Saída
AC05563,VI09482,2024-04-27,Produção,Entrada
AC05564,VI02479,2025-12-11,Portaria,Entrada
AC05565,VI04038,2026-03-20,Almoxarifado,Saída
AC05566,VI00647,2026-02-14,Produção,Entrada
AC05567,VI09215,2024-01-29,Almoxarifado,Saída
AC05568,VI03858,2024-07-05,Produção,Saída
AC05569,VI06641,2025-09-27,Laboratório,Saída
AC05570,VI04181,2025-07-09,Portaria,Entrada
AC05571,VI07237,2024-11-14,Almoxarifado,Entrada
AC05572,VI04189,2024-01-20,Produção,Saída
AC05573,VI03663,2026-05-18,Portaria,Saída
AC05574,VI04845,2025-08-16,Laboratório,Entrada
AC05575,VI02402,2025-04-13,Produção,Saída
AC05576,VI04813,2024-04-04,Almoxarifado,Negado
AC05577,VI00220,2024-07-06,Almoxarifado,Entrada
AC05578,VI06881,2026-07-01,Almoxarifado,Saída
AC05579,VI01805,2025-09-10,Laboratório,Entrada
AC05580,VI01181,2026-01-26,Almoxarifado,Entrada
AC05581,VI00874,2024-02-28,Laboratório,Saída
AC05582,VI00684,2025-12-25,Laboratório,Entrada
AC05583,VI00803,2024-05-20,Portaria,Saída
AC05584,VI02063,2025-05-19,Almoxarifado,Entrada
AC05585,VI01098,2024-08-05,Almoxarifado,Entrada
AC05586,VI00133,2026-07-26,Portaria,Entrada
AC05587,VI02905,2024-05-14,Portaria,Entrada
AC05588,VI01864,2024-11-20,Portaria,Entrada
AC05589,VI03443,2026-07-03,Portaria,Entrada
AC05590,VI04199,2024-04-02,Almoxarifado,Saída
AC05591,VI06942,2025-02-14,Portaria,Saída
AC05592,VI09287,2025-12-05,Portaria,Entrada
AC05593,VI02497,2024-08-21,Laboratório,Entrada
AC05594,VI07562,2026-01-22,Portaria,Entrada
AC05595,VI03864,2025-11-03,Almoxarifado,Entrada
AC05596,VI08921,2024-03-14,Produção,Saída
AC05597,VI07392,2025-02-12,Portaria,Saída
AC05598,VI00319,2026-06-03,Produção,Entrada
AC05599,VI02239,2024-01-02,Produção,Entrada
AC05600,VI05189,2026-04-03,Produção,Entrada
AC05601,VI08648,2026-01-13,Laboratório,Saída
AC05602,VI05759,2026-02-01,Portaria,Entrada
AC05603,VI09343,2025-03-18,Produção,Saída
AC05604,VI00045,2025-04-28,Almoxarifado,Entrada
AC05605,VI00907,2024-05-19,Produção,Entrada
AC05606,VI08200,2024-05-05,Almoxarifado,Saída
AC05607,VI04802,2024-07-05,Almoxarifado,Saída
AC05608,VI06591,2025-03-31,Portaria,Saída
AC05609,VI00772,2026-06-10,Portaria,Entrada
AC05610,VI04673,2024-05-23,Portaria,Entrada
AC05611,VI09073,2024-04-01,Produção,Saída
AC05612,VI00972,2025-02-23,Laboratório,Entrada
AC05613,VI08049,2026-01-01,Laboratório,Entrada
AC05614,VI07210,2024-08-27,Portaria,Saída
AC05615,VI04476,2025-11-10,Produção,Entrada
AC05616,VI08952,2024-11-01,Almoxarifado,Saída
AC05617,VI08673,2024-05-21,Portaria,Saída
AC05618,VI04151,2026-03-22,Almoxarifado,Saída
AC05619,VI00929,2026-04-21,Portaria,Saída
AC05620,VI06638,2026-03-06,Portaria,Entrada
AC05621,VI03728,2024-02-20,Produção,Saída
AC05622,VI03275,2025-09-02,Almoxarifado,Entrada
AC05623,VI03631,2024-09-15,Almoxarifado,Entrada
AC05624,VI04728,2025-01-23,Produção,Entrada
AC05625,VI02088,2025-12-29,Portaria,Saída
AC05626,VI02606,2026-02-28,Portaria,Saída
AC05627,VI05710,2026-07-20,Almoxarifado,Negado
AC05628,VI02436,2025-04-14,Produção,Saída
AC05629,VI07974,2026-07-10,Portaria,Entrada
AC05630,VI07506,2024-04-15,Portaria,Saída
AC05631,VI03821,2025-05-08,Portaria,Entrada
AC05632,VI04644,2026-07-13,Portaria,Entrada
AC05633,VI01443,2024-02-02,Laboratório,Entrada
AC05634,VI02276,2025-07-22,Portaria,Entrada
AC05635,VI01515,2024-06-26,Almoxarifado,Entrada
AC05636,VI01533,2026-03-27,Laboratório,Entrada
AC05637,VI08928,2026-02-22,Produção,Saída
AC05638,VI07281,2025-01-12,Laboratório,Entrada
AC05639,VI01301,2025-06-21,Produção,Entrada
AC05640,VI00028,2024-02-11,Produção,Entrada
AC05641,VI04679,2026-04-21,Almoxarifado,Entrada
AC05642,VI08526,2026-05-05,Portaria,Saída
AC05643,VI04462,2025-06-05,Laboratório,Saída
AC05644,VI02390,2025-07-10,Portaria,Saída
AC05645,VI05790,2025-09-18,Laboratório,Negado
AC05646,VI04035,2025-02-12,Almoxarifado,Saída
AC05647,VI05876,2024-12-16,Laboratório,Saída
AC05648,VI03791,2025-03-20,Laboratório,Entrada
AC05649,VI02017,2026-06-09,Almoxarifado,Saída
AC05650,VI03686,2025-03-29,Produção,Entrada
AC05651,VI05188,2025-10-21,Produção,Entrada
AC05652,VI05015,2025-02-10,Laboratório,Negado
AC05653,VI04359,2024-11-03,Laboratório,Entrada
AC05654,VI03887,2026-05-28,Produção,Saída
AC05655,VI01835,2025-06-13,Almoxarifado,Entrada
AC05656,VI07052,2025-04-29,Produção,Saída
AC05657,VI06564,2026-04-03,Produção,Saída
AC05658,VI05541,2025-06-19,Almoxarifado,Entrada
AC05659,VI00182,2024-11-23,Almoxarifado,Entrada
AC05660,VI00043,2025-06-07,Almoxarifado,Entrada
AC05661,VI06405,2025-07-29,Laboratório,Entrada
AC05662,VI02489,2025-09-12,Produção,Entrada
AC05663,VI04082,2025-11-12,Laboratório,Saída
AC05664,VI01170,2025-05-12,Portaria,Entrada
AC05665,VI02878,2026-02-24,Almoxarifado,Entrada
AC05666,VI00896,2025-05-16,Laboratório,Entrada
AC05667,VI06930,2025-04-22,Laboratório,Saída
AC05668,VI00600,2024-12-10,Almoxarifado,Saída
AC05669,VI03975,2024-09-03,Laboratório,Saída
AC05670,VI05276,2024-01-13,Laboratório,Entrada
AC05671,VI02991,2025-07-15,Laboratório,Entrada
AC05672,VI06141,2024-02-01,Almoxarifado,Entrada
AC05673,VI06398,2025-10-10,Almoxarifado,Negado
AC05674,VI06720,2025-11-27,Almoxarifado,Entrada
AC05675,VI01829,2026-05-24,Produção,Saída
AC05676,VI08585,2024-12-20,Produção,Entrada
AC05677,VI02373,2025-01-18,Produção,Entrada
AC05678,VI04256,2026-01-03,Produção,Entrada
AC05679,VI00977,2024-05-31,Portaria,Saída
AC05680,VI03727,2025-09-11,Almoxarifado,Entrada
AC05681,VI00751,2025-04-15,Almoxarifado,Entrada
AC05682,VI04743,2026-07-16,Laboratório,Entrada
AC05683,VI00910,2024-09-14,Laboratório,Entrada
AC05684,VI04481,2026-02-07,Almoxarifado,Entrada
AC05685,VI00151,2024-08-19,Laboratório,Saída
AC05686,VI04960,2025-11-06,Portaria,Saída
AC05687,VI04386,2024-03-28,Almoxarifado,Entrada
AC05688,VI00960,2025-01-13,Portaria,Saída
AC05689,VI07861,2025-09-17,Produção,Saída
AC05690,VI01837,2026-07-03,Laboratório,Saída
AC05691,VI04146,2024-07-03,Produção,Saída
AC05692,VI02864,2026-06-20,Produção,Saída
AC05693,VI04369,2025-08-27,Laboratório,Entrada
AC05694,VI00613,2024-03-09,Produção,Saída
AC05695,VI05673,2026-06-27,Portaria,Entrada
AC05696,VI05183,2024-04-23,Almoxarifado,Saída
AC05697,VI05517,2025-04-02,Almoxarifado,Entrada
AC05698,VI03419,2024-06-09,Produção,Entrada
AC05699,VI07021,2026-07-11,Almoxarifado,Entrada
AC05700,VI05142,2025-07-31,Laboratório,Saída
AC05701,VI04567,2024-10-09,Portaria,Saída
AC05702,VI03144,2024-01-23,Almoxarifado,Saída
AC05703,VI02280,2025-08-08,Portaria,Entrada
AC05704,VI00646,2025-02-02,Laboratório,Entrada
AC05705,VI01387,2024-11-19,Almoxarifado,Entrada
AC05706,VI02516,2025-10-05,Laboratório,Entrada
AC05707,VI07412,2026-06-05,Laboratório,Entrada
AC05708,VI06791,2024-03-29,Laboratório,Saída
AC05709,VI04613,2026-02-04,Produção,Negado
AC05710,VI07045,2025-11-20,Laboratório,Entrada
AC05711,VI08351,2024-12-09,Laboratório,Saída
AC05712,VI06764,2024-08-25,Laboratório,Entrada
AC05713,VI04460,2025-08-17,Produção,Saída
AC05714,VI07631,2024-07-19,Portaria,Entrada
AC05715,VI08257,2024-05-03,Laboratório,Saída
AC05716,VI07013,2024-02-16,Portaria,Entrada
AC05717,VI06987,2025-04-11,Laboratório,Saída
AC05718,VI00141,2025-07-02,Almoxarifado,Entrada
AC05719,VI08242,2026-04-09,Laboratório,Saída
AC05720,VI08599,2025-07-30,Produção,Entrada
AC05721,VI08412,2024-03-23,Produção,Entrada
AC05722,VI08536,2024-12-19,Portaria,Entrada
AC05723,VI01799,2024-11-20,Portaria,Entrada
AC05724,VI04723,2024-01-17,Portaria,Entrada
AC05725,VI04937,2025-10-26,Laboratório,Entrada
AC05726,VI02966,2024-06-13,Laboratório,Saída
AC05727,VI00258,2024-02-06,Laboratório,Entrada
AC05728,VI07166,2024-08-06,Produção,Saída
AC05729,VI01300,2024-03-05,Produção,Entrada
AC05730,VI09196,2025-10-26,Portaria,Entrada
AC05731,VI03281,2025-04-15,Portaria,Saída
AC05732,VI01633,2024-04-09,Almoxarifado,Entrada
AC05733,VI08563,2024-09-29,Almoxarifado,Saída
AC05734,VI00110,2025-01-12,Produção,Entrada
AC05735,VI05499,2025-11-27,Produção,Entrada
AC05736,VI06607,2025-06-11,Portaria,Saída
AC05737,VI09423,2026-04-17,Portaria,Saída
AC05738,VI05794,2025-10-13,Laboratório,Entrada
AC05739,VI03785,2026-03-30,Laboratório,Entrada
AC05740,VI05823,2024-03-15,Almoxarifado,Saída
AC05741,VI07640,2025-02-04,Almoxarifado,Entrada
AC05742,VI05001,2024-08-30,Laboratório,Entrada
AC05743,VI08351,2025-11-18,Laboratório,Saída
AC05744,VI05489,2024-08-06,Almoxarifado,Saída
AC05745,VI05163,2024-12-11,Laboratório,Saída
AC05746,VI04338,2026-06-10,Almoxarifado,Entrada
AC05747,VI02608,2024-06-20,Laboratório,Entrada
AC05748,VI04081,2025-03-17,Produção,Entrada
AC05749,VI04699,2024-01-14,Laboratório,Saída
AC05750,VI04915,2024-04-12,Laboratório,Saída
AC05751,VI07120,2024-04-28,Produção,Saída
AC05752,VI05986,2024-11-12,Laboratório,Negado
AC05753,VI08684,2025-04-29,Produção,Entrada
AC05754,VI06725,2026-03-07,Laboratório,Saída
AC05755,VI00068,2024-11-03,Almoxarifado,Saída
AC05756,VI09164,2024-11-25,Laboratório,Saída
AC05757,VI01156,2025-12-02,Portaria,Saída
AC05758,VI03749,2025-05-14,Laboratório,Entrada
AC05759,VI07707,2026-02-17,Almoxarifado,Entrada
AC05760,VI06451,2024-07-04,Almoxarifado,Saída
AC05761,VI04481,2025-11-08,Laboratório,Saída
AC05762,VI06181,2026-04-09,Produção,Entrada
AC05763,VI01130,2026-01-05,Portaria,Entrada
