documento_id;terceiro_id;tipo;validade;status
DO01456;TE02328;NR-10;2026-01-08 00:00:00;Válido
DO01457;TE00815;Integração;2024-10-08 00:00:00;Vencido
DO01458;TE02684;NR-35;2025-07-25 00:00:00;Válido
DO01459;TE01927;Seguro;2025-09-25 00:00:00;Válido
DO01460;TE01820;NR-10;2025-05-19 00:00:00;Válido
DO01461;TE00013;NR-35;2025-04-10 00:00:00;Válido
DO01462;TE02918;Integração;2025-07-06 00:00:00;Vencido
DO01463;TE00841;NR-35;2024-07-06 00:00:00;Válido
DO01464;TE01796;ASO;2025-10-12 00:00:00;Válido
DO01465;TE01370;Integração;2024-12-03 00:00:00;Válido
DO01466;TE01905;ASO;2024-08-21 00:00:00;Válido
DO01467;TE02202;NR-35;2025-09-23 00:00:00;Válido
DO01468;TE01984;NR-10;2026-05-01 00:00:00;Válido
DO01469;TE02525;ASO;2024-01-24 00:00:00;Válido
DO01470;TE01722;Integração;2025-10-25 00:00:00;Válido
DO01471;TE00986;NR-10;2024-03-19 00:00:00;Válido
DO01472;TE00021;Seguro;2026-04-11 00:00:00;Válido
DO01473;TE01765;NR-35;2024-12-19 00:00:00;Válido
DO01474;TE02815;NR-35;2026-03-03 00:00:00;Válido
DO01475;TE03076;NR-10;2024-11-13 00:00:00;Pendente
DO01476;TE02666;NR-35;2024-02-24 00:00:00;Válido
DO01477;TE02837;NR-10;2024-08-14 00:00:00;Válido
DO01478;TE03076;ASO;2025-03-25 00:00:00;Válido
DO01479;TE01768;NR-35;2024-02-12 00:00:00;Válido
DO01480;TE01301;Seguro;2025-01-07 00:00:00;Válido
DO01481;TE00611;Seguro;2025-11-06 00:00:00;Válido
DO01482;TE01037;Seguro;2025-03-23 00:00:00;Vencido
DO01483;TE00019;ASO;2024-03-07 00:00:00;Válido
DO01484;TE01641;NR-10;2025-01-20 00:00:00;Vencido
DO01485;TE02848;NR-35;2025-01-10 00:00:00;Válido
DO01486;TE01414;Seguro;2024-01-28 00:00:00;Pendente
DO01487;TE01209;Seguro;2026-06-08 00:00:00;Válido
DO01488;TE02318;ASO;2024-08-15 00:00:00;Válido
DO01489;TE03038;Seguro;2026-01-31 00:00:00;Válido
DO01490;TE01517;ASO;2025-03-03 00:00:00;Válido
DO01491;TE01568;ASO;2024-03-04 00:00:00;Válido
DO01492;TE01968;Seguro;2025-04-18 00:00:00;Válido
DO01493;TE00304;ASO;2025-07-07 00:00:00;Válido
DO01494;TE02639;Seguro;2026-06-06 00:00:00;Válido
DO01495;TE01061;Seguro;2026-02-02 00:00:00;Válido
DO01496;TE02071;Integração;2024-06-06 00:00:00;Válido
DO01497;TE01273;ASO;2026-04-01 00:00:00;Válido
DO01498;TE01213;NR-35;2026-06-03 00:00:00;Pendente
DO01499;TE01847;Seguro;2024-07-05 00:00:00;Válido
DO01500;TE00022;Seguro;2025-08-27 00:00:00;Válido
DO01501;TE00702;NR-10;2024-11-09 00:00:00;Válido
DO01502;TE00540;NR-10;2024-12-30 00:00:00;Válido
DO01503;TE00817;ASO;2024-12-10 00:00:00;Válido
DO01504;TE01178;NR-10;2024-11-12 00:00:00;Válido
DO01505;TE00096;NR-35;2024-12-19 00:00:00;Válido
DO01506;TE01570;NR-10;2025-01-01 00:00:00;Válido
DO01507;TE00646;NR-35;2025-02-08 00:00:00;Válido
DO01508;TE00428;Seguro;2024-09-17 00:00:00;Válido
DO01509;TE00964;ASO;2026-02-03 00:00:00;Válido
DO01510;TE02014;Seguro;2025-01-12 00:00:00;Válido
DO01511;TE01854;ASO;2026-01-24 00:00:00;Válido
DO01512;TE01247;Seguro;2026-05-05 00:00:00;Válido
DO01513;TE01663;ASO;2025-04-19 00:00:00;Válido
DO01514;TE03196;Integração;2025-06-18 00:00:00;Válido
DO01515;TE03096;Integração;2025-01-06 00:00:00;Válido
DO01516;TE00399;Integração;2024-06-22 00:00:00;Válido
DO01517;TE02411;NR-10;2025-04-20 00:00:00;Pendente
DO01518;TE00192;Seguro;2024-05-09 00:00:00;Válido
DO01519;TE01873;NR-35;2024-05-06 00:00:00;Válido
DO01520;TE00260;ASO;2024-10-21 00:00:00;Vencido
DO01521;TE02402;NR-35;2024-10-09 00:00:00;Válido
DO01522;TE01239;NR-10;2026-06-25 00:00:00;Vencido
DO01523;TE02956;NR-10;2024-09-13 00:00:00;Vencido
DO01524;TE01865;Seguro;2024-11-21 00:00:00;Válido
DO01525;TE00242;NR-35;2025-08-21 00:00:00;Válido
DO01526;TE01116;Integração;2025-01-07 00:00:00;Válido
DO01527;TE01483;Integração;2026-05-28 00:00:00;Válido
DO01528;TE02243;Seguro;2025-11-01 00:00:00;Válido
DO01529;TE00940;NR-10;2024-07-03 00:00:00;Válido
DO01530;TE02929;NR-10;2024-04-05 00:00:00;Válido
DO01531;TE02358;Integração;2025-03-11 00:00:00;Válido
DO01532;TE00293;Integração;2024-08-11 00:00:00;Pendente
DO01533;TE02100;Integração;2024-12-09 00:00:00;Válido
DO01534;TE00178;ASO;2026-01-04 00:00:00;Válido
DO01535;TE03114;ASO;2024-11-23 00:00:00;Válido
DO01536;TE00521;Integração;2026-01-04 00:00:00;Pendente
DO01537;TE01724;ASO;2026-07-14 00:00:00;Pendente
DO01538;TE01444;NR-10;2025-12-05 00:00:00;Válido
DO01539;TE00748;NR-10;2026-02-02 00:00:00;Válido
DO01540;TE00456;Integração;2024-04-09 00:00:00;Válido
DO01541;TE02954;Seguro;2025-07-17 00:00:00;Válido
DO01542;TE01935;NR-35;2024-01-06 00:00:00;Válido
DO01543;TE02660;NR-10;2024-01-20 00:00:00;Válido
DO01544;TE01004;Seguro;2025-10-24 00:00:00;Válido
DO01545;TE01358;ASO;2024-04-02 00:00:00;Válido
DO01546;TE00818;Integração;2024-05-11 00:00:00;Vencido
DO01547;TE02680;Seguro;2024-10-21 00:00:00;Válido
DO01548;TE01456;Seguro;2025-09-11 00:00:00;Válido
DO01549;TE00569;NR-35;2025-02-01 00:00:00;Pendente
DO01550;TE02038;Seguro;2024-08-23 00:00:00;Válido
DO01551;TE02740;Seguro;2024-12-12 00:00:00;Válido
DO01552;TE01932;ASO;2024-07-14 00:00:00;Válido
DO01553;TE00467;NR-35;2024-05-01 00:00:00;Válido
DO01554;TE00826;NR-35;2024-04-29 00:00:00;Válido
DO01555;TE01346;ASO;2025-01-31 00:00:00;Válido
DO01556;TE01030;Seguro;2025-10-14 00:00:00;Válido
DO01557;TE02827;ASO;2024-11-06 00:00:00;Válido
DO01558;TE00185;NR-35;2025-03-28 00:00:00;Válido
DO01559;TE01042;ASO;2025-12-01 00:00:00;Válido
DO01560;TE01729;Seguro;2025-01-29 00:00:00;Válido
DO01561;TE02847;Seguro;2025-02-18 00:00:00;Válido
DO01562;TE00555;ASO;2024-07-25 00:00:00;Válido
DO01563;TE01726;Integração;2024-05-18 00:00:00;Válido
DO01564;TE02802;Seguro;2026-05-05 00:00:00;Válido
DO01565;TE03039;NR-10;2025-11-18 00:00:00;Pendente
DO01566;TE02157;Seguro;2026-02-07 00:00:00;Válido
DO01567;TE01018;ASO;2025-02-15 00:00:00;Válido
DO01568;TE02131;Integração;2024-06-06 00:00:00;Válido
DO01569;TE00740;ASO;2025-04-10 00:00:00;Válido
DO01570;TE02555;NR-10;2024-01-28 00:00:00;Válido
DO01571;TE01331;ASO;2026-02-08 00:00:00;Válido
DO01572;TE02692;Integração;2026-05-09 00:00:00;Válido
DO01573;TE00785;Integração;2024-06-13 00:00:00;Válido
DO01574;TE00220;Seguro;2026-07-02 00:00:00;Válido
DO01575;TE01884;Seguro;2025-07-30 00:00:00;Válido
DO01576;TE01643;Seguro;2025-04-09 00:00:00;Válido
DO01577;TE00291;Integração;2025-03-25 00:00:00;Válido
DO01578;TE00904;NR-35;2025-01-03 00:00:00;Válido
DO01579;TE01379;Seguro;2024-04-21 00:00:00;Válido
DO01580;TE02599;NR-35;2025-04-16 00:00:00;Válido
DO01581;TE03139;Integração;2026-06-14 00:00:00;Válido
DO01582;TE03055;ASO;2025-10-26 00:00:00;Válido
DO01583;TE02308;NR-10;2025-07-10 00:00:00;Válido
DO01584;TE03000;NR-35;2024-10-30 00:00:00;Pendente
DO01585;TE01239;Integração;2026-06-16 00:00:00;Válido
DO01586;TE02478;NR-35;2025-10-04 00:00:00;Válido
DO01587;TE01892;Integração;2024-11-14 00:00:00;Válido
DO01588;TE00372;Seguro;2025-02-10 00:00:00;Válido
DO01589;TE00729;NR-35;2024-10-29 00:00:00;Válido
DO01590;TE01173;Integração;2026-02-19 00:00:00;Vencido
DO01591;TE01624;NR-10;2024-09-16 00:00:00;Válido
DO01592;TE00992;Seguro;2025-05-05 00:00:00;Válido
DO01593;TE00495;ASO;2026-04-30 00:00:00;Válido
DO01594;TE01689;NR-10;2025-07-23 00:00:00;Válido
DO01595;TE00538;NR-10;2025-10-09 00:00:00;Vencido
DO01596;TE02463;NR-35;2024-11-22 00:00:00;Válido
DO01597;TE01672;NR-35;2026-02-06 00:00:00;Válido
DO01598;TE00670;NR-35;2026-07-07 00:00:00;Válido
DO01599;TE02147;Seguro;2025-06-22 00:00:00;Pendente
DO01600;TE00771;Integração;2024-11-06 00:00:00;Válido
DO01601;TE00571;Integração;2024-08-20 00:00:00;Válido
DO01602;TE00870;ASO;2024-02-13 00:00:00;Válido
DO01603;TE01898;NR-35;2025-12-24 00:00:00;Válido
DO01604;TE00067;NR-10;2025-11-06 00:00:00;Válido
DO01605;TE02279;NR-10;2026-06-26 00:00:00;Válido
DO01606;TE00263;Integração;2024-08-15 00:00:00;Válido
DO01607;TE03044;NR-10;2024-09-25 00:00:00;Válido
DO01608;TE01409;NR-35;2024-03-29 00:00:00;Válido
DO01609;TE02082;ASO;2025-02-08 00:00:00;Válido
DO01610;TE00070;NR-10;2024-09-14 00:00:00;Válido
DO01611;TE01338;ASO;2024-08-25 00:00:00;Válido
DO01612;TE02204;NR-35;2026-01-22 00:00:00;Válido
DO01613;TE01922;ASO;2024-10-20 00:00:00;Válido
DO01614;TE02719;Seguro;2025-01-12 00:00:00;Válido
DO01615;TE00989;Seguro;2024-01-08 00:00:00;Válido
DO01616;TE01548;Seguro;2024-03-20 00:00:00;Válido
DO01617;TE03093;NR-10;2024-04-18 00:00:00;Válido
DO01618;TE01234;Integração;2026-02-09 00:00:00;Válido
DO01619;TE01670;Integração;2024-09-06 00:00:00;Válido
DO01620;TE01837;NR-10;2024-03-01 00:00:00;Válido
DO01621;TE02812;Integração;2026-05-05 00:00:00;Válido
DO01622;TE00177;ASO;2026-04-05 00:00:00;Válido
DO01623;TE02325;Seguro;2025-09-30 00:00:00;Válido
DO01624;TE02493;NR-35;2024-11-07 00:00:00;Pendente
DO01625;TE02609;Seguro;2026-01-24 00:00:00;Vencido
DO01626;TE00481;NR-35;2025-12-17 00:00:00;Válido
DO01627;TE01733;ASO;2025-06-15 00:00:00;Vencido
DO01628;TE01783;Seguro;2025-02-25 00:00:00;Vencido
DO01629;TE00962;NR-35;2024-02-15 00:00:00;Válido
DO01630;TE01787;Integração;2024-04-20 00:00:00;Válido
DO01631;TE00118;Seguro;2024-11-07 00:00:00;Válido
DO01632;TE02545;Integração;2025-11-07 00:00:00;Válido
DO01633;TE00155;ASO;2024-05-23 00:00:00;Válido
DO01634;TE02714;Integração;2024-01-08 00:00:00;Válido
DO01635;TE02762;NR-35;2025-06-05 00:00:00;Válido
DO01636;TE01828;Integração;2024-12-31 00:00:00;Válido
DO01637;TE01224;Integração;2026-02-08 00:00:00;Válido
DO01638;TE01345;Seguro;2026-05-15 00:00:00;Válido
DO01639;TE02931;Seguro;2025-04-11 00:00:00;Válido
DO01640;TE01484;Integração;2024-04-04 00:00:00;Válido
DO01641;TE03121;NR-35;2024-05-22 00:00:00;Vencido
DO01642;TE02879;Integração;2024-03-03 00:00:00;Vencido
DO01643;TE02821;NR-10;2024-06-02 00:00:00;Válido
DO01644;TE02119;ASO;2025-02-21 00:00:00;Válido
DO01645;TE01918;Integração;2025-01-05 00:00:00;Vencido
DO01646;TE01230;NR-35;2024-08-02 00:00:00;Válido
DO01647;TE00243;ASO;2026-02-26 00:00:00;Válido
DO01648;TE01668;Integração;2025-08-15 00:00:00;Válido
DO01649;TE00579;Seguro;2024-12-31 00:00:00;Válido
DO01650;TE02973;NR-10;2024-02-29 00:00:00;Válido
DO01651;TE00408;ASO;2026-01-02 00:00:00;Válido
DO01652;TE00174;Integração;2024-08-08 00:00:00;Válido
DO01653;TE00295;ASO;2024-05-20 00:00:00;Válido
DO01654;TE01585;NR-35;2025-12-08 00:00:00;Válido
DO01655;TE02819;Integração;2024-02-11 00:00:00;Válido
DO01656;TE01670;NR-35;2025-08-06 00:00:00;Válido
DO01657;TE03147;ASO;2025-07-01 00:00:00;Válido
DO01658;TE00259;ASO;2025-12-16 00:00:00;Válido
DO01659;TE01212;Seguro;2026-03-10 00:00:00;Válido
DO01660;TE03089;Seguro;2025-10-31 00:00:00;Válido
DO01661;TE01984;Seguro;2025-03-13 00:00:00;Válido
DO01662;TE01244;Seguro;2024-01-31 00:00:00;Válido
DO01663;TE00994;Seguro;2026-03-31 00:00:00;Válido
DO01664;TE01065;NR-35;2024-07-14 00:00:00;Válido
DO01665;TE02249;Seguro;2024-07-13 00:00:00;Válido
DO01666;TE02922;NR-10;2026-04-10 00:00:00;Válido
DO01667;TE03190;Integração;2024-12-31 00:00:00;Válido
DO01668;TE01687;Seguro;2026-03-06 00:00:00;Válido
DO01669;TE02522;Seguro;2025-11-10 00:00:00;Válido
DO01670;TE00157;NR-35;2024-12-18 00:00:00;Válido
DO01671;TE01215;NR-35;2024-04-29 00:00:00;Vencido
DO01672;TE01128;Integração;2026-04-30 00:00:00;Válido
DO01673;TE01970;Seguro;2024-10-25 00:00:00;Válido
DO01674;TE00138;ASO;2025-06-10 00:00:00;Pendente
DO01675;TE01457;Seguro;2026-05-20 00:00:00;Vencido
DO01676;TE03102;Integração;2025-08-31 00:00:00;Válido
DO01677;TE00458;ASO;2024-02-09 00:00:00;Válido
DO01678;TE02589;ASO;2026-04-10 00:00:00;Válido
DO01679;TE02362;NR-10;2025-12-09 00:00:00;Vencido
DO01680;TE02425;ASO;2024-05-11 00:00:00;Válido
DO01681;TE01072;Integração;2026-01-04 00:00:00;Vencido
DO01682;TE01421;NR-10;2026-04-19 00:00:00;Válido
DO01683;TE02623;NR-35;2026-04-18 00:00:00;Válido
DO01684;TE00886;ASO;2024-04-26 00:00:00;Válido
DO01685;TE03009;Integração;2025-07-27 00:00:00;Válido
DO01686;TE03044;ASO;2026-02-23 00:00:00;Válido
DO01687;TE00412;ASO;2025-04-21 00:00:00;Válido
DO01688;TE03068;ASO;2024-09-30 00:00:00;Válido
DO01689;TE00783;NR-10;2024-03-01 00:00:00;Válido
DO01690;TE02812;ASO;2025-12-04 00:00:00;Válido
DO01691;TE01372;Seguro;2026-06-18 00:00:00;Válido
DO01692;TE01372;Integração;2026-01-24 00:00:00;Válido
DO01693;TE01160;NR-35;2024-07-08 00:00:00;Válido
DO01694;TE02917;ASO;2025-05-28 00:00:00;Válido
DO01695;TE00349;Seguro;2025-02-23 00:00:00;Válido
DO01696;TE01529;ASO;2025-05-14 00:00:00;Válido
DO01697;TE01196;NR-10;2025-12-06 00:00:00;Válido
DO01698;TE02329;NR-10;2026-03-24 00:00:00;Válido
DO01699;TE01924;Seguro;2026-07-05 00:00:00;Pendente
DO01700;TE01526;Integração;2024-10-31 00:00:00;Válido
DO01701;TE01079;NR-10;2024-04-25 00:00:00;Válido
DO01702;TE01913;ASO;2026-01-01 00:00:00;Vencido
DO01703;TE01394;NR-35;2025-03-05 00:00:00;Válido
DO01704;TE02705;Seguro;2024-12-20 00:00:00;Válido
DO01705;TE00544;NR-35;2025-04-23 00:00:00;Válido
DO01706;TE02911;NR-10;2025-09-09 00:00:00;Válido
DO01707;TE01041;NR-10;2026-02-18 00:00:00;Pendente
DO01708;TE01341;Seguro;2024-04-21 00:00:00;Vencido
DO01709;TE00455;ASO;2025-03-31 00:00:00;Válido
DO01710;TE00682;NR-10;2025-08-01 00:00:00;Válido
DO01711;TE01888;NR-35;2025-08-01 00:00:00;Válido
DO01712;TE01336;NR-10;2025-11-01 00:00:00;Válido
DO01713;TE02220;NR-35;2024-05-01 00:00:00;Válido
DO01714;TE03087;NR-35;2026-06-03 00:00:00;Válido
DO01715;TE00054;Integração;2025-01-13 00:00:00;Válido
DO01716;TE00844;ASO;2026-07-01 00:00:00;Vencido
DO01717;TE02678;Seguro;2024-05-21 00:00:00;Válido
DO01718;TE02111;Integração;2024-10-09 00:00:00;Pendente
DO01719;TE00557;NR-10;2025-04-28 00:00:00;Válido
DO01720;TE01943;Integração;2025-09-10 00:00:00;Vencido
DO01721;TE01062;Integração;2024-12-30 00:00:00;Válido
DO01722;TE02114;Seguro;2024-06-26 00:00:00;Válido
DO01723;TE00740;NR-10;2025-10-20 00:00:00;Válido
DO01724;TE00571;NR-10;2025-11-07 00:00:00;Válido
DO01725;TE00305;ASO;2025-06-05 00:00:00;Válido
DO01726;TE00265;ASO;2026-05-05 00:00:00;Válido
DO01727;TE02140;NR-35;2024-06-03 00:00:00;Válido
DO01728;TE02363;ASO;2024-12-16 00:00:00;Válido
DO01729;TE02776;Integração;2024-02-02 00:00:00;Válido
DO01730;TE00638;NR-35;2024-06-16 00:00:00;Válido
DO01731;TE01087;NR-35;2025-09-25 00:00:00;Válido
DO01732;TE02264;ASO;2025-09-24 00:00:00;Válido
DO01733;TE02949;Integração;2024-09-02 00:00:00;Válido
DO01734;TE01558;Seguro;2025-07-11 00:00:00;Válido
DO01735;TE01915;NR-10;2024-12-20 00:00:00;Válido
DO01736;TE01681;ASO;2025-05-22 00:00:00;Válido
DO01737;TE02713;NR-10;2024-06-09 00:00:00;Válido
DO01738;TE01073;Seguro;2026-05-05 00:00:00;Válido
DO01739;TE02996;NR-35;2024-06-08 00:00:00;Válido
DO01740;TE00368;Integração;2024-11-11 00:00:00;Válido
DO01741;TE01875;NR-35;2024-09-07 00:00:00;Vencido
DO01742;TE00688;NR-10;2026-06-27 00:00:00;Válido
DO01743;TE02854;Seguro;2025-10-08 00:00:00;Válido
DO01744;TE03067;Integração;2024-10-01 00:00:00;Válido
DO01745;TE01775;NR-10;2025-08-15 00:00:00;Válido
DO01746;TE02183;Integração;2024-02-20 00:00:00;Válido
DO01747;TE01123;NR-35;2025-05-01 00:00:00;Válido
DO01748;TE00108;NR-10;2024-04-08 00:00:00;Válido
DO01749;TE00658;NR-35;2024-03-25 00:00:00;Válido
DO01750;TE00340;Seguro;2025-03-07 00:00:00;Válido
DO01751;TE00186;NR-35;2026-01-01 00:00:00;Válido
DO01752;TE01804;NR-35;2024-04-17 00:00:00;Pendente
DO01753;TE03015;NR-10;2025-04-16 00:00:00;Válido
DO01754;TE01117;ASO;2026-04-11 00:00:00;Válido
DO01755;TE01932;ASO;2024-02-16 00:00:00;Válido
DO01756;TE00511;Seguro;2026-06-02 00:00:00;Vencido
DO01757;TE02289;ASO;2024-05-18 00:00:00;Válido
DO01758;TE02807;NR-10;2025-10-09 00:00:00;Válido
DO01759;TE01829;Seguro;2024-01-17 00:00:00;Válido
DO01760;TE01117;Integração;2026-03-08 00:00:00;Válido
DO01761;TE02383;Seguro;2025-08-17 00:00:00;Vencido
DO01762;TE01566;Seguro;2026-04-21 00:00:00;Válido
DO01763;TE01752;ASO;2024-07-23 00:00:00;Válido
DO01764;TE01213;ASO;2026-01-11 00:00:00;Válido
DO01765;TE01522;Seguro;2024-06-13 00:00:00;Pendente
DO01766;TE00343;Seguro;2024-04-20 00:00:00;Válido
DO01767;TE01812;NR-10;2025-07-17 00:00:00;Vencido
DO01768;TE01992;ASO;2024-12-28 00:00:00;Válido
DO01769;TE02268;Seguro;2025-06-30 00:00:00;Pendente
DO01770;TE02336;Integração;2025-01-08 00:00:00;Válido
DO01771;TE00923;NR-10;2025-09-27 00:00:00;Pendente
DO01772;TE03116;Integração;2025-01-15 00:00:00;Válido
DO01773;TE02107;NR-35;2026-04-29 00:00:00;Válido
DO01774;TE02409;Integração;2024-01-31 00:00:00;Válido
DO01775;TE02275;Seguro;2024-09-24 00:00:00;Válido
DO01776;TE01458;Seguro;2025-04-17 00:00:00;Válido
DO01777;TE01504;ASO;2024-03-03 00:00:00;Válido
DO01778;TE03106;NR-35;2025-11-17 00:00:00;Válido
DO01779;TE01827;Seguro;2025-08-17 00:00:00;Válido
DO01780;TE02090;Seguro;2025-10-27 00:00:00;Válido
DO01781;TE02401;Seguro;2024-06-26 00:00:00;Válido
DO01782;TE01078;NR-35;2024-06-28 00:00:00;Válido
DO01783;TE02238;Integração;2026-07-03 00:00:00;Pendente
DO01784;TE02888;ASO;2025-10-03 00:00:00;Válido
DO01785;TE02932;Seguro;2025-06-18 00:00:00;Vencido
DO01786;TE01622;NR-35;2025-12-23 00:00:00;Vencido
DO01787;TE01576;ASO;2026-04-17 00:00:00;Válido
DO01788;TE00965;NR-10;2024-01-18 00:00:00;Válido
DO01789;TE01935;Integração;2025-01-29 00:00:00;Válido
DO01790;TE00655;ASO;2026-03-03 00:00:00;Válido
DO01791;TE01424;ASO;2024-03-02 00:00:00;Válido
DO01792;TE00773;Seguro;2024-08-25 00:00:00;Válido
DO01793;TE02931;NR-35;2025-02-25 00:00:00;Válido
DO01794;TE01312;NR-35;2025-03-05 00:00:00;Válido
DO01795;TE03103;NR-10;2024-05-05 00:00:00;Válido
DO01796;TE01385;ASO;2026-01-07 00:00:00;Válido
DO01797;TE01691;NR-10;2024-03-25 00:00:00;Válido
DO01798;TE00583;Seguro;2024-03-12 00:00:00;Vencido
DO01799;TE01157;NR-10;2024-12-19 00:00:00;Válido
DO01800;TE01044;NR-35;2024-05-01 00:00:00;Válido
DO01801;TE00163;NR-35;2026-04-04 00:00:00;Válido
DO01802;TE02134;Integração;2025-03-22 00:00:00;Válido
DO01803;TE02380;Integração;2026-03-16 00:00:00;Válido
DO01804;TE01418;NR-10;2025-06-20 00:00:00;Válido
DO01805;TE01398;Integração;2024-05-08 00:00:00;Válido
DO01806;TE01910;Integração;2024-10-28 00:00:00;Válido
DO01807;TE02174;ASO;2025-04-04 00:00:00;Válido
DO01808;TE01055;Seguro;2024-10-05 00:00:00;Pendente
DO01809;TE02152;ASO;2024-02-28 00:00:00;Válido
DO01810;TE01839;NR-35;2025-09-23 00:00:00;Válido
DO01811;TE02236;ASO;2026-01-18 00:00:00;Válido
DO01812;TE01162;Seguro;2024-06-28 00:00:00;Válido
DO01813;TE02997;Integração;2024-01-27 00:00:00;Pendente
DO01814;TE00971;NR-35;2024-04-20 00:00:00;Válido
DO01815;TE01155;Seguro;2026-02-18 00:00:00;Válido
DO01816;TE00826;Seguro;2024-05-07 00:00:00;Válido
DO01817;TE01532;NR-35;2025-10-02 00:00:00;Válido
DO01818;TE01080;Seguro;2026-01-04 00:00:00;Válido
DO01819;TE00212;NR-35;2024-03-19 00:00:00;Válido
DO01820;TE01150;ASO;2025-10-14 00:00:00;Válido
DO01821;TE03179;ASO;2025-01-03 00:00:00;Válido
DO01822;TE03005;NR-10;2026-03-29 00:00:00;Válido
DO01823;TE01821;Integração;2024-05-18 00:00:00;Pendente
DO01824;TE00498;ASO;2024-05-04 00:00:00;Válido
DO01825;TE01985;NR-10;2024-05-07 00:00:00;Válido
DO01826;TE01378;NR-35;2025-03-15 00:00:00;Válido
DO01827;TE00232;Seguro;2025-06-09 00:00:00;Válido
DO01828;TE00320;NR-35;2024-02-21 00:00:00;Vencido
DO01829;TE02561;NR-10;2026-05-31 00:00:00;Válido
DO01830;TE02974;ASO;2024-10-09 00:00:00;Válido
DO01831;TE03047;NR-35;2026-03-15 00:00:00;Pendente
DO01832;TE01031;NR-35;2024-05-05 00:00:00;Pendente
DO01833;TE01481;NR-10;2024-09-15 00:00:00;Válido
DO01834;TE01907;NR-10;2025-10-21 00:00:00;Pendente
DO01835;TE01228;Seguro;2025-09-12 00:00:00;Válido
DO01836;TE02182;Seguro;2024-08-11 00:00:00;Válido
DO01837;TE00903;Integração;2026-02-05 00:00:00;Vencido
DO01838;TE03030;Seguro;2024-01-31 00:00:00;Válido
DO01839;TE02526;Seguro;2024-09-18 00:00:00;Válido
DO01840;TE00443;Integração;2026-06-16 00:00:00;Válido
DO01841;TE00337;NR-10;2025-02-18 00:00:00;Válido
DO01842;TE02047;Integração;2024-03-05 00:00:00;Pendente
DO01843;TE01880;NR-10;2024-10-10 00:00:00;Válido
DO01844;TE02628;ASO;2024-01-11 00:00:00;Válido
DO01845;TE02076;ASO;2024-12-16 00:00:00;Válido
DO01846;TE02276;NR-35;2025-11-15 00:00:00;Válido
DO01847;TE02045;NR-10;2025-09-06 00:00:00;Válido
DO01848;TE00491;Seguro;2026-02-01 00:00:00;Válido
DO01849;TE03122;Seguro;2025-12-17 00:00:00;Válido
DO01850;TE02845;ASO;2024-02-15 00:00:00;Válido
DO01851;TE02033;NR-10;2025-01-09 00:00:00;Válido
DO01852;TE01079;Integração;2024-12-03 00:00:00;Pendente
DO01853;TE02237;NR-35;2024-05-08 00:00:00;Vencido
DO01854;TE00688;NR-35;2024-05-26 00:00:00;Válido
DO01855;TE00601;Integração;2024-08-30 00:00:00;Válido
DO01856;TE00875;NR-35;2024-02-25 00:00:00;Válido
DO01857;TE02929;NR-35;2025-11-19 00:00:00;Válido
DO01858;TE00670;NR-35;2024-09-16 00:00:00;Válido
DO01859;TE02490;NR-35;2024-12-21 00:00:00;Válido
DO01860;TE01094;Integração;2026-05-27 00:00:00;Pendente
DO01861;TE00145;NR-35;2024-02-12 00:00:00;Válido
DO01862;TE00852;NR-10;2024-09-01 00:00:00;Vencido
DO01863;TE00810;Integração;2024-05-16 00:00:00;Válido
DO01864;TE00719;NR-35;2024-11-02 00:00:00;Válido
DO01865;TE00563;Seguro;2025-10-02 00:00:00;Válido
DO01866;TE01606;Seguro;2025-07-10 00:00:00;Válido
DO01867;TE02493;ASO;2025-07-19 00:00:00;Válido
DO01868;TE01312;ASO;2024-10-21 00:00:00;Válido
DO01869;TE00575;NR-10;2025-09-02 00:00:00;Válido
DO01870;TE02165;ASO;2026-01-30 00:00:00;Válido
DO01871;TE02732;ASO;2025-03-14 00:00:00;Válido
DO01872;TE00348;Integração;2024-05-17 00:00:00;Válido
DO01873;TE00340;NR-35;2024-03-21 00:00:00;Vencido
DO01874;TE03187;Integração;2026-07-24 00:00:00;Válido
DO01875;TE01624;Seguro;2025-08-24 00:00:00;Válido
DO01876;TE02404;Seguro;2026-05-17 00:00:00;Válido
DO01877;TE00203;Integração;2024-06-28 00:00:00;Válido
DO01878;TE02396;NR-10;2025-08-29 00:00:00;Válido
DO01879;TE00133;ASO;2024-12-12 00:00:00;Válido
DO01880;TE02043;NR-35;2025-12-08 00:00:00;Vencido
DO01881;TE00091;Seguro;2025-03-10 00:00:00;Válido
DO01882;TE00052;NR-35;2025-08-23 00:00:00;Válido
DO01883;TE00090;NR-10;2025-11-18 00:00:00;Válido
DO01884;TE02256;Integração;2025-09-16 00:00:00;Vencido
DO01885;TE00036;NR-10;2024-02-15 00:00:00;Válido
DO01886;TE00634;NR-10;2026-06-02 00:00:00;Válido
DO01887;TE02594;ASO;2026-02-19 00:00:00;Válido
DO01888;TE03067;NR-10;2025-05-05 00:00:00;Válido
DO01889;TE02267;NR-35;2025-04-21 00:00:00;Válido
DO01890;TE02251;NR-35;2026-01-10 00:00:00;Válido
DO01891;TE00676;ASO;2024-03-26 00:00:00;Válido
DO01892;TE02447;NR-10;2025-10-25 00:00:00;Vencido
DO01893;TE02349;ASO;2026-07-01 00:00:00;Pendente
DO01894;TE01770;Seguro;2024-08-26 00:00:00;Válido
DO01895;TE00074;Integração;2024-07-10 00:00:00;Válido
