documento_id,cliente_id,competencia,tipo_documento,data_solicitacao,data_recebimento,status
801,67,2026-02,Documentos societários,2026-03-03,2026-03-06,Recebido
802,67,2026-03,Extratos,2026-04-12,2026-04-04,Recebido
803,67,2026-04,Notas fiscais,2026-05-10,2026-05-14,Recebido
804,67,2026-05,Notas fiscais,2026-06-07,2026-06-09,Recebido
805,68,2025-07,Notas fiscais,2025-07-14,2025-07-04,Recebido
806,68,2025-07,Extratos,2025-08-12,2025-08-21,Recebido
807,68,2025-08,Folha,2025-08-31,,Pendente
808,68,2025-09,Extratos,2025-10-03,2025-10-06,Recebido
809,68,2025-10,Folha,2025-11-12,2025-11-20,Recebido
810,68,2025-11,Folha,2025-12-06,2025-12-06,Recebido
811,68,2025-12,Notas fiscais,2025-12-30,2026-01-06,Recebido
812,68,2026-01,Extratos,2026-01-30,,Pendente
813,68,2026-02,Extratos,2026-03-05,2026-02-23,Recebido
814,68,2026-03,Documentos societários,2026-04-09,2026-03-30,Recebido
815,68,2026-04,Documentos societários,2026-04-27,2026-05-05,Recebido
816,68,2026-05,Extratos,2026-05-27,2026-06-02,Recebido
817,69,2025-07,Notas fiscais,2025-07-13,2025-07-16,Recebido
818,69,2025-07,Folha,2025-08-11,2025-08-12,Recebido
819,69,2025-08,Extratos,2025-09-04,2025-09-05,Recebido
820,69,2025-09,Notas fiscais,2025-10-13,2025-10-18,Recebido
821,69,2025-10,Folha,2025-11-01,2025-11-09,Recebido
822,69,2025-11,Folha,2025-12-03,2025-12-05,Recebido
823,69,2025-12,Documentos societários,2026-01-11,,Pendente
824,69,2026-01,Folha,2026-01-31,2026-02-05,Recebido
825,69,2026-02,Notas fiscais,2026-03-11,2026-03-13,Recebido
826,69,2026-03,Folha,2026-04-11,2026-04-03,Recebido
827,69,2026-04,Folha,2026-05-09,2026-05-12,Recebido
828,69,2026-05,Folha,2026-06-10,2026-05-31,Recebido
829,70,2025-07,Extratos,2025-07-15,2025-07-06,Recebido
830,70,2025-07,Notas fiscais,2025-08-03,2025-08-05,Recebido
831,70,2025-08,Folha,2025-09-06,,Pendente
832,70,2025-09,Extratos,2025-10-03,2025-10-01,Recebido
833,70,2025-10,Documentos societários,2025-11-08,2025-11-06,Recebido
834,70,2025-11,Extratos,2025-12-03,2025-11-24,Recebido
835,70,2025-12,Folha,2026-01-10,2026-01-15,Recebido
836,70,2026-01,Notas fiscais,2026-02-01,,Pendente
837,70,2026-02,Notas fiscais,2026-03-02,2026-03-07,Recebido
838,70,2026-03,Notas fiscais,2026-04-03,2026-03-24,Recebido
839,70,2026-04,Documentos societários,2026-04-30,2026-05-08,Recebido
840,70,2026-05,Folha,2026-06-03,,Pendente
841,71,2025-07,Folha,2025-07-11,2025-07-09,Recebido
842,71,2025-07,Folha,2025-08-03,2025-08-06,Recebido
843,71,2025-08,Documentos societários,2025-08-30,2025-08-21,Recebido
844,71,2025-09,Notas fiscais,2025-10-06,2025-10-12,Recebido
845,71,2025-10,Documentos societários,2025-10-30,2025-11-05,Recebido
846,71,2025-11,Folha,2025-11-29,2025-11-25,Recebido
847,71,2025-12,Notas fiscais,2026-01-08,2026-01-01,Recebido
848,71,2026-01,Folha,2026-01-31,2026-01-27,Recebido
849,71,2026-02,Folha,2026-03-01,2026-02-23,Recebido
850,71,2026-03,Notas fiscais,2026-03-31,2026-03-25,Recebido
851,71,2026-04,Folha,2026-04-27,2026-04-18,Recebido
852,71,2026-05,Extratos,2026-05-28,2026-05-22,Recebido
853,72,2025-07,Extratos,2025-07-06,2025-06-29,Recebido
854,72,2025-07,Folha,2025-08-10,2025-07-31,Recebido
855,72,2025-08,Notas fiscais,2025-09-13,,Pendente
856,72,2025-09,Notas fiscais,2025-10-06,2025-10-03,Recebido
857,72,2025-10,Notas fiscais,2025-10-29,2025-10-30,Recebido
858,72,2025-11,Documentos societários,2025-12-02,2025-12-11,Recebido
859,72,2025-12,Documentos societários,2026-01-04,2025-12-30,Recebido
860,72,2026-01,Extratos,2026-02-08,,Pendente
861,72,2026-02,Documentos societários,2026-03-03,2026-03-07,Recebido
862,72,2026-03,Folha,2026-04-05,2026-04-03,Recebido
863,72,2026-04,Extratos,2026-05-08,2026-05-11,Recebido
864,72,2026-05,Documentos societários,2026-06-04,2026-05-29,Recebido
865,73,2025-07,Extratos,2025-07-08,2025-07-02,Recebido
866,73,2025-07,Notas fiscais,2025-08-02,2025-07-26,Recebido
867,73,2025-08,Notas fiscais,2025-09-12,2025-09-13,Recebido
868,73,2025-09,Notas fiscais,2025-10-03,2025-09-25,Recebido
869,73,2025-10,Extratos,2025-10-29,,Pendente
870,73,2025-11,Documentos societários,2025-12-05,2025-11-27,Recebido
871,73,2025-12,Folha,2026-01-05,2026-01-05,Recebido
872,73,2026-01,Notas fiscais,2026-02-11,2026-02-14,Recebido
873,73,2026-02,Documentos societários,2026-03-04,2026-02-26,Recebido
874,73,2026-03,Extratos,2026-03-28,,Pendente
875,73,2026-04,Documentos societários,2026-05-09,2026-05-01,Recebido
876,73,2026-05,Documentos societários,2026-06-04,2026-06-09,Recebido
877,74,2025-07,Extratos,2025-07-07,2025-07-16,Recebido
878,74,2025-07,Documentos societários,2025-08-13,2025-08-11,Recebido
879,74,2025-08,Extratos,2025-09-11,2025-09-10,Recebido
880,74,2025-09,Folha,2025-10-02,2025-10-08,Recebido
881,74,2025-10,Notas fiscais,2025-10-31,2025-10-27,Recebido
882,74,2025-11,Folha,2025-12-10,2025-12-19,Recebido
883,74,2025-12,Folha,2026-01-01,2026-01-06,Recebido
884,74,2026-01,Folha,2026-02-10,2026-02-19,Recebido
885,74,2026-02,Extratos,2026-03-04,2026-03-11,Recebido
886,74,2026-03,Notas fiscais,2026-04-04,2026-04-01,Recebido
887,74,2026-04,Documentos societários,2026-05-11,2026-05-15,Recebido
888,74,2026-05,Notas fiscais,2026-06-07,,Pendente
889,75,2025-07,Documentos societários,2025-07-06,2025-07-05,Recebido
890,75,2025-07,Extratos,2025-07-31,2025-07-31,Recebido
891,75,2025-08,Documentos societários,2025-09-12,2025-09-21,Recebido
892,75,2025-09,Folha,2025-10-07,,Pendente
893,75,2025-10,Notas fiscais,2025-11-02,2025-11-04,Recebido
894,75,2025-11,Folha,2025-12-07,2025-12-10,Recebido
895,75,2025-12,Notas fiscais,2026-01-08,2026-01-11,Recebido
896,75,2026-01,Folha,2026-02-02,,Pendente
897,75,2026-02,Extratos,2026-03-06,2026-03-15,Recebido
898,75,2026-03,Documentos societários,2026-04-08,2026-04-02,Recebido
899,75,2026-04,Folha,2026-05-09,2026-05-11,Recebido
900,75,2026-05,Folha,2026-05-27,2026-05-19,Recebido
901,76,2025-07,Extratos,2025-07-16,2025-07-12,Recebido
902,76,2025-07,Extratos,2025-08-07,2025-08-07,Recebido
903,76,2025-08,Extratos,2025-09-12,,Pendente
904,76,2025-09,Documentos societários,2025-10-14,2025-10-09,Recebido
905,76,2025-10,Folha,2025-11-05,2025-11-06,Recebido
906,76,2025-11,Documentos societários,2025-12-02,2025-11-30,Recebido
907,76,2025-12,Notas fiscais,2026-01-10,2026-01-18,Recebido
908,76,2026-01,Extratos,2026-02-09,2026-02-10,Recebido
909,76,2026-02,Documentos societários,2026-03-09,2026-03-14,Recebido
910,76,2026-03,Extratos,2026-04-08,2026-04-09,Recebido
911,76,2026-04,Folha,2026-04-27,,Pendente
912,76,2026-05,Folha,2026-06-08,2026-06-05,Recebido
913,77,2025-07,Folha,2025-07-03,2025-07-11,Recebido
914,77,2025-07,Folha,2025-08-02,2025-08-10,Recebido
915,77,2025-08,Folha,2025-09-02,2025-09-03,Recebido
916,77,2025-09,Folha,2025-10-07,2025-10-12,Recebido
917,77,2025-10,Notas fiscais,2025-11-02,2025-11-06,Recebido
918,77,2025-11,Notas fiscais,2025-12-12,2025-12-02,Recebido
919,77,2025-12,Notas fiscais,2026-01-10,2026-01-06,Recebido
920,77,2026-01,Extratos,2026-02-10,2026-02-07,Recebido
921,77,2026-02,Folha,2026-02-28,2026-02-19,Recebido
922,77,2026-03,Documentos societários,2026-04-04,2026-04-06,Recebido
923,77,2026-04,Notas fiscais,2026-05-02,2026-05-07,Recebido
924,77,2026-05,Notas fiscais,2026-06-02,2026-06-02,Recebido
925,78,2025-07,Extratos,2025-07-04,2025-07-06,Recebido
926,78,2025-07,Documentos societários,2025-08-08,2025-08-14,Recebido
927,78,2025-08,Folha,2025-09-12,2025-09-14,Recebido
928,78,2025-09,Notas fiscais,2025-10-13,2025-10-09,Recebido
929,78,2025-10,Documentos societários,2025-10-31,2025-10-23,Recebido
930,78,2025-11,Extratos,2025-12-05,2025-12-13,Recebido
931,78,2025-12,Extratos,2026-01-10,2026-01-19,Recebido
932,78,2026-01,Folha,2026-02-01,2026-02-06,Recebido
933,78,2026-02,Documentos societários,2026-03-07,2026-03-02,Recebido
934,78,2026-03,Folha,2026-04-07,2026-04-03,Recebido
935,78,2026-04,Extratos,2026-05-04,,Pendente
936,78,2026-05,Notas fiscais,2026-06-01,2026-05-26,Recebido
937,79,2025-07,Extratos,2025-07-05,2025-07-13,Recebido
938,79,2025-07,Documentos societários,2025-08-06,2025-08-06,Recebido
939,79,2025-08,Notas fiscais,2025-09-13,2025-09-08,Recebido
940,79,2025-09,Documentos societários,2025-10-11,2025-10-17,Recebido
941,79,2025-10,Folha,2025-11-08,2025-10-29,Recebido
942,79,2025-11,Notas fiscais,2025-12-01,2025-12-08,Recebido
943,79,2025-12,Documentos societários,2026-01-10,2026-01-03,Recebido
944,79,2026-01,Extratos,2026-01-30,,Pendente
945,79,2026-02,Folha,2026-02-28,2026-02-23,Recebido
946,79,2026-03,Notas fiscais,2026-04-04,2026-04-08,Recebido
947,79,2026-04,Extratos,2026-04-27,2026-04-20,Recebido
948,79,2026-05,Documentos societários,2026-05-31,2026-05-21,Recebido
949,80,2025-07,Extratos,2025-07-02,2025-07-06,Recebido
950,80,2025-07,Notas fiscais,2025-08-02,2025-08-11,Recebido
951,80,2025-08,Extratos,2025-09-09,2025-09-12,Recebido
952,80,2025-09,Documentos societários,2025-10-02,2025-09-27,Recebido
953,80,2025-10,Folha,2025-11-06,2025-10-30,Recebido
954,80,2025-11,Documentos societários,2025-11-29,2025-11-29,Recebido
955,80,2025-12,Documentos societários,2026-01-05,2026-01-07,Recebido
956,80,2026-01,Folha,2026-02-10,2026-02-14,Recebido
957,80,2026-02,Folha,2026-02-26,2026-02-24,Recebido
958,80,2026-03,Folha,2026-04-02,2026-04-02,Recebido
959,80,2026-04,Folha,2026-05-03,2026-05-07,Recebido
960,80,2026-05,Folha,2026-05-30,2026-05-22,Recebido
961,81,2025-07,Folha,2025-07-15,2025-07-22,Recebido
962,81,2025-07,Documentos societários,2025-08-07,,Pendente
963,81,2025-08,Documentos societários,2025-09-04,,Pendente
964,81,2025-09,Folha,2025-10-11,2025-10-04,Recebido
965,81,2025-10,Documentos societários,2025-11-04,2025-11-13,Recebido
966,81,2025-11,Folha,2025-12-07,,Pendente
967,81,2025-12,Folha,2026-01-03,2025-12-25,Recebido
968,81,2026-01,Folha,2026-01-27,,Pendente
969,81,2026-02,Notas fiscais,2026-02-27,2026-03-01,Recebido
970,81,2026-03,Folha,2026-03-29,2026-03-23,Recebido
971,81,2026-04,Notas fiscais,2026-05-08,2026-05-06,Recebido
972,81,2026-05,Folha,2026-06-02,2026-05-29,Recebido
973,82,2025-07,Extratos,2025-07-15,2025-07-14,Recebido
974,82,2025-07,Documentos societários,2025-08-08,,Pendente
975,82,2025-08,Notas fiscais,2025-09-07,2025-09-04,Recebido
976,82,2025-09,Notas fiscais,2025-10-11,2025-10-11,Recebido
977,82,2025-10,Notas fiscais,2025-10-31,2025-11-02,Recebido
978,82,2025-11,Folha,2025-12-13,2025-12-15,Recebido
979,82,2025-12,Folha,2026-01-08,,Pendente
980,82,2026-01,Extratos,2026-01-30,2026-01-23,Recebido
981,82,2026-02,Folha,2026-03-02,2026-03-07,Recebido
982,82,2026-03,Documentos societários,2026-04-04,2026-04-04,Recebido
983,82,2026-04,Documentos societários,2026-04-29,,Pendente
984,82,2026-05,Extratos,2026-06-11,2026-06-15,Recebido
985,83,2025-07,Folha,2025-07-13,2025-07-10,Recebido
986,83,2025-07,Documentos societários,2025-08-04,2025-08-08,Recebido
987,83,2025-08,Notas fiscais,2025-09-06,2025-09-09,Recebido
988,83,2025-09,Notas fiscais,2025-10-13,2025-10-21,Recebido
989,83,2025-10,Folha,2025-11-11,2025-11-05,Recebido
990,83,2025-11,Folha,2025-12-13,2025-12-08,Recebido
991,83,2025-12,Extratos,2025-12-28,2026-01-04,Recebido
992,83,2026-01,Extratos,2026-02-08,2026-02-05,Recebido
993,83,2026-02,Extratos,2026-03-07,2026-03-10,Recebido
994,83,2026-03,Documentos societários,2026-04-05,,Pendente
995,83,2026-04,Extratos,2026-05-08,2026-05-16,Recebido
996,83,2026-05,Folha,2026-05-27,,Pendente
997,84,2025-07,Extratos,2025-07-14,,Pendente
998,84,2025-07,Documentos societários,2025-08-06,2025-08-13,Recebido
999,84,2025-08,Documentos societários,2025-09-06,2025-09-11,Recebido
1000,84,2025-09,Folha,2025-10-01,2025-09-24,Recebido
1001,84,2025-10,Documentos societários,2025-11-05,2025-11-04,Recebido
1002,84,2025-11,Notas fiscais,2025-12-04,2025-12-09,Recebido
1003,84,2025-12,Notas fiscais,2026-01-02,2026-01-10,Recebido
1004,84,2026-01,Folha,2026-01-30,2026-02-04,Recebido
1005,84,2026-02,Folha,2026-02-27,,Pendente
1006,84,2026-03,Extratos,2026-04-02,2026-04-01,Recebido
1007,84,2026-04,Extratos,2026-04-29,2026-05-08,Recebido
1008,84,2026-05,Folha,2026-06-02,2026-05-28,Recebido
1009,85,2025-07,Folha,2025-07-01,2025-06-22,Recebido
1010,85,2025-07,Folha,2025-08-05,2025-08-05,Recebido
1011,85,2025-08,Documentos societários,2025-09-07,,Pendente
1012,85,2025-09,Extratos,2025-10-13,2025-10-18,Recebido
1013,85,2025-10,Notas fiscais,2025-11-10,2025-11-02,Recebido
1014,85,2025-11,Folha,2025-11-28,2025-11-20,Recebido
1015,85,2025-12,Notas fiscais,2026-01-01,2026-01-04,Recebido
1016,85,2026-01,Folha,2026-01-30,,Pendente
1017,85,2026-02,Documentos societários,2026-03-09,2026-03-06,Recebido
1018,85,2026-03,Notas fiscais,2026-03-29,2026-04-03,Recebido
1019,85,2026-04,Extratos,2026-05-02,2026-05-09,Recebido
1020,85,2026-05,Folha,2026-05-29,2026-05-29,Recebido
1021,86,2025-07,Documentos societários,2025-07-09,2025-07-13,Recebido
1022,86,2025-07,Notas fiscais,2025-08-08,2025-08-13,Recebido
1023,86,2025-08,Folha,2025-09-13,2025-09-13,Recebido
1024,86,2025-09,Folha,2025-10-04,2025-09-26,Recebido
1025,86,2025-10,Documentos societários,2025-11-12,2025-11-05,Recebido
1026,86,2025-11,Folha,2025-11-30,2025-12-01,Recebido
1027,86,2025-12,Folha,2026-01-08,2026-01-16,Recebido
1028,86,2026-01,Documentos societários,2026-01-28,2026-02-02,Recebido
1029,86,2026-02,Folha,2026-03-07,2026-03-08,Recebido
1030,86,2026-03,Documentos societários,2026-04-12,2026-04-08,Recebido
1031,86,2026-04,Folha,2026-05-12,2026-05-11,Recebido
1032,86,2026-05,Extratos,2026-06-08,2026-06-17,Recebido
1033,87,2025-07,Notas fiscais,2025-07-09,2025-06-29,Recebido
1034,87,2025-07,Documentos societários,2025-08-01,2025-07-28,Recebido
1035,87,2025-08,Extratos,2025-09-13,2025-09-07,Recebido
1036,87,2025-09,Folha,2025-09-29,,Pendente
1037,87,2025-10,Folha,2025-11-04,2025-10-27,Recebido
1038,87,2025-11,Folha,2025-11-30,2025-11-30,Recebido
1039,87,2025-12,Folha,2026-01-09,,Pendente
1040,87,2026-01,Notas fiscais,2026-01-30,2026-02-08,Recebido
1041,87,2026-02,Folha,2026-03-03,,Pendente
1042,87,2026-03,Folha,2026-04-04,2026-03-26,Recebido
1043,87,2026-04,Folha,2026-05-08,2026-04-30,Recebido
1044,87,2026-05,Folha,2026-05-30,2026-05-24,Recebido
1045,88,2025-07,Documentos societários,2025-07-14,2025-07-04,Recebido
1046,88,2025-07,Documentos societários,2025-08-12,2025-08-03,Recebido
1047,88,2025-08,Documentos societários,2025-08-31,2025-09-07,Recebido
1048,88,2025-09,Notas fiscais,2025-10-06,2025-10-02,Recebido
1049,88,2025-10,Extratos,2025-11-06,2025-10-31,Recebido
1050,88,2025-11,Notas fiscais,2025-12-02,2025-12-11,Recebido
1051,88,2025-12,Documentos societários,2026-01-02,2025-12-28,Recebido
1052,88,2026-01,Folha,2026-02-06,2026-02-15,Recebido
1053,88,2026-02,Extratos,2026-03-06,2026-03-13,Recebido
1054,88,2026-03,Folha,2026-03-31,2026-03-30,Recebido
1055,88,2026-04,Folha,2026-05-12,2026-05-21,Recebido
1056,88,2026-05,Notas fiscais,2026-05-28,2026-05-27,Recebido
1057,89,2025-07,Extratos,2025-07-11,2025-07-08,Recebido
1058,89,2025-07,Notas fiscais,2025-08-06,2025-08-03,Recebido
1059,89,2025-08,Notas fiscais,2025-09-10,2025-09-06,Recebido
1060,89,2025-09,Folha,2025-10-04,2025-09-25,Recebido
1061,89,2025-10,Notas fiscais,2025-11-05,2025-10-29,Recebido
1062,89,2025-11,Notas fiscais,2025-11-29,2025-11-29,Recebido
1063,89,2025-12,Extratos,2026-01-02,2025-12-29,Recebido
1064,89,2026-01,Folha,2026-02-05,2026-02-03,Recebido
1065,89,2026-02,Documentos societários,2026-03-13,,Pendente
1066,89,2026-03,Documentos societários,2026-04-11,2026-04-01,Recebido
1067,89,2026-04,Documentos societários,2026-05-06,2026-05-03,Recebido
1068,89,2026-05,Folha,2026-06-03,2026-06-12,Recebido
1069,90,2025-07,Notas fiscais,2025-07-14,2025-07-19,Recebido
1070,90,2025-07,Documentos societários,2025-08-15,2025-08-11,Recebido
1071,90,2025-08,Documentos societários,2025-09-13,2025-09-16,Recebido
1072,90,2025-09,Notas fiscais,2025-10-07,2025-09-28,Recebido
1073,90,2025-10,Notas fiscais,2025-11-09,2025-11-17,Recebido
1074,90,2025-11,Notas fiscais,2025-12-02,2025-11-28,Recebido
1075,90,2025-12,Folha,2026-01-02,,Pendente
1076,90,2026-01,Extratos,2026-01-31,,Pendente
1077,90,2026-02,Folha,2026-03-05,2026-03-10,Recebido
1078,90,2026-03,Documentos societários,2026-03-31,2026-03-31,Recebido
1079,90,2026-04,Documentos societários,2026-05-01,,Pendente
1080,90,2026-05,Extratos,2026-06-06,2026-05-31,Recebido
1081,91,2025-07,Notas fiscais,2025-07-04,2025-07-06,Recebido
1082,91,2025-07,Folha,2025-08-14,,Pendente
1083,91,2025-08,Folha,2025-09-08,2025-08-29,Recebido
1084,91,2025-09,Folha,2025-10-12,,Pendente
1085,91,2025-10,Notas fiscais,2025-11-10,2025-11-15,Recebido
1086,91,2025-11,Documentos societários,2025-12-13,2025-12-09,Recebido
1087,91,2025-12,Notas fiscais,2026-01-08,2025-12-31,Recebido
1088,91,2026-01,Extratos,2026-02-08,2026-02-01,Recebido
1089,91,2026-02,Documentos societários,2026-02-28,2026-03-08,Recebido
1090,91,2026-03,Folha,2026-04-05,,Pendente
1091,91,2026-04,Folha,2026-04-30,2026-04-30,Recebido
1092,91,2026-05,Documentos societários,2026-05-27,2026-05-19,Recebido
1093,92,2025-07,Folha,2025-07-05,2025-06-30,Recebido
1094,92,2025-07,Folha,2025-08-12,2025-08-17,Recebido
1095,92,2025-08,Notas fiscais,2025-08-30,,Pendente
1096,92,2025-09,Documentos societários,2025-09-30,2025-09-25,Recebido
1097,92,2025-10,Documentos societários,2025-11-01,,Pendente
1098,92,2025-11,Folha,2025-12-10,2025-11-30,Recebido
1099,92,2025-12,Notas fiscais,2026-01-02,2026-01-10,Recebido
1100,92,2026-01,Folha,2026-02-06,2026-02-15,Recebido
1101,92,2026-02,Documentos societários,2026-03-13,2026-03-16,Recebido
1102,92,2026-03,Notas fiscais,2026-04-11,,Pendente
1103,92,2026-04,Notas fiscais,2026-05-06,2026-05-02,Recebido
1104,92,2026-05,Folha,2026-06-04,2026-06-10,Recebido
1105,93,2025-07,Folha,2025-07-09,2025-07-13,Recebido
1106,93,2025-07,Documentos societários,2025-08-08,2025-08-11,Recebido
1107,93,2025-08,Extratos,2025-09-12,,Pendente
1108,93,2025-09,Documentos societários,2025-10-06,2025-10-14,Recebido
1109,93,2025-10,Extratos,2025-11-12,2025-11-21,Recebido
1110,93,2025-11,Folha,2025-12-08,2025-12-12,Recebido
1111,93,2025-12,Extratos,2025-12-31,2025-12-22,Recebido
1112,93,2026-01,Notas fiscais,2026-02-05,2026-01-30,Recebido
1113,93,2026-02,Folha,2026-03-06,2026-03-03,Recebido
1114,93,2026-03,Documentos societários,2026-04-03,2026-04-02,Recebido
1115,93,2026-04,Extratos,2026-05-05,2026-05-09,Recebido
1116,93,2026-05,Extratos,2026-06-08,2026-06-12,Recebido
1117,94,2025-07,Folha,2025-07-02,2025-06-22,Recebido
1118,94,2025-07,Notas fiscais,2025-08-07,2025-07-31,Recebido
1119,94,2025-08,Folha,2025-09-05,2025-09-02,Recebido
1120,94,2025-09,Documentos societários,2025-10-03,2025-09-26,Recebido
1121,94,2025-10,Folha,2025-11-01,2025-11-03,Recebido
1122,94,2025-11,Folha,2025-12-11,2025-12-16,Recebido
1123,94,2025-12,Folha,2026-01-11,2026-01-10,Recebido
1124,94,2026-01,Folha,2026-02-04,2026-01-30,Recebido
1125,94,2026-02,Notas fiscais,2026-03-09,2026-03-01,Recebido
1126,94,2026-03,Folha,2026-04-07,2026-04-12,Recebido
1127,94,2026-04,Folha,2026-04-28,2026-04-29,Recebido
1128,94,2026-05,Extratos,2026-06-02,2026-05-23,Recebido
1129,95,2025-07,Folha,2025-07-16,2025-07-24,Recebido
1130,95,2025-07,Notas fiscais,2025-08-03,2025-08-10,Recebido
1131,95,2025-08,Notas fiscais,2025-09-02,2025-09-05,Recebido
1132,95,2025-09,Folha,2025-10-12,2025-10-14,Recebido
1133,95,2025-10,Extratos,2025-11-04,2025-11-06,Recebido
1134,95,2025-11,Documentos societários,2025-12-01,2025-11-27,Recebido
1135,95,2025-12,Notas fiscais,2025-12-28,2025-12-30,Recebido
1136,95,2026-01,Folha,2026-01-31,2026-02-04,Recebido
1137,95,2026-02,Extratos,2026-03-06,2026-03-12,Recebido
1138,95,2026-03,Documentos societários,2026-04-09,2026-04-16,Recebido
1139,95,2026-04,Notas fiscais,2026-05-03,2026-05-08,Recebido
1140,95,2026-05,Extratos,2026-06-09,2026-06-05,Recebido
1141,96,2025-07,Documentos societários,2025-07-12,2025-07-11,Recebido
1142,96,2025-07,Extratos,2025-08-09,2025-08-14,Recebido
1143,96,2025-08,Notas fiscais,2025-09-13,2025-09-14,Recebido
1144,96,2025-09,Documentos societários,2025-10-13,2025-10-22,Recebido
1145,96,2025-10,Notas fiscais,2025-10-29,2025-10-27,Recebido
1146,96,2025-11,Extratos,2025-11-28,2025-12-07,Recebido
1147,96,2025-12,Folha,2026-01-03,2026-01-12,Recebido
1148,96,2026-01,Folha,2026-01-27,2026-02-01,Recebido
1149,96,2026-02,Extratos,2026-03-07,,Pendente
1150,96,2026-03,Documentos societários,2026-04-09,2026-04-10,Recebido
1151,96,2026-04,Documentos societários,2026-05-04,2026-04-24,Recebido
1152,96,2026-05,Notas fiscais,2026-06-07,,Pendente
1153,97,2025-07,Extratos,2025-07-06,,Pendente
1154,97,2025-07,Documentos societários,2025-08-03,2025-08-12,Recebido
1155,97,2025-08,Notas fiscais,2025-09-06,2025-09-10,Recebido
1156,97,2025-09,Documentos societários,2025-09-29,2025-10-03,Recebido
1157,97,2025-10,Notas fiscais,2025-10-29,2025-10-23,Recebido
1158,97,2025-11,Extratos,2025-12-04,2025-12-06,Recebido
1159,97,2025-12,Notas fiscais,2026-01-09,2026-01-10,Recebido
1160,97,2026-01,Documentos societários,2026-02-11,2026-02-08,Recebido
1161,97,2026-02,Documentos societários,2026-03-04,2026-02-24,Recebido
1162,97,2026-03,Extratos,2026-03-29,2026-03-19,Recebido
1163,97,2026-04,Extratos,2026-05-08,2026-05-17,Recebido
1164,97,2026-05,Documentos societários,2026-05-30,,Pendente
1165,98,2025-07,Documentos societários,2025-07-04,2025-07-12,Recebido
1166,98,2025-07,Documentos societários,2025-08-04,2025-07-26,Recebido
1167,98,2025-08,Extratos,2025-09-06,2025-09-04,Recebido
1168,98,2025-09,Extratos,2025-10-12,2025-10-02,Recebido
1169,98,2025-10,Folha,2025-11-04,2025-11-02,Recebido
1170,98,2025-11,Documentos societários,2025-12-11,2025-12-13,Recebido
1171,98,2025-12,Notas fiscais,2026-01-02,2025-12-28,Recebido
1172,98,2026-01,Notas fiscais,2026-01-28,2026-02-01,Recebido
1173,98,2026-02,Extratos,2026-03-08,2026-02-28,Recebido
1174,98,2026-03,Extratos,2026-04-03,2026-03-30,Recebido
1175,98,2026-04,Folha,2026-05-04,2026-05-10,Recebido
1176,98,2026-05,Documentos societários,2026-05-30,2026-05-27,Recebido
1177,99,2025-07,Notas fiscais,2025-07-10,2025-07-02,Recebido
1178,99,2025-07,Notas fiscais,2025-08-15,2025-08-22,Recebido
1179,99,2025-08,Extratos,2025-09-11,2025-09-06,Recebido
1180,99,2025-09,Folha,2025-10-02,2025-10-06,Recebido
1181,99,2025-10,Folha,2025-10-30,2025-10-25,Recebido
1182,99,2025-11,Folha,2025-12-05,2025-11-27,Recebido
1183,99,2025-12,Notas fiscais,2026-01-10,,Pendente
1184,99,2026-01,Documentos societários,2026-01-31,2026-01-22,Recebido
1185,99,2026-02,Folha,2026-03-09,2026-02-27,Recebido
1186,99,2026-03,Folha,2026-04-11,2026-04-06,Recebido
1187,99,2026-04,Folha,2026-05-04,2026-05-08,Recebido
1188,99,2026-05,Folha,2026-06-07,2026-06-11,Recebido
1189,100,2025-07,Notas fiscais,2025-07-09,2025-06-29,Recebido
1190,100,2025-07,Notas fiscais,2025-08-07,2025-08-05,Recebido
1191,100,2025-08,Extratos,2025-09-03,2025-08-31,Recebido
1192,100,2025-09,Notas fiscais,2025-10-01,2025-10-03,Recebido
1193,100,2025-10,Documentos societários,2025-11-09,2025-11-10,Recebido
1194,100,2025-11,Documentos societários,2025-12-13,2025-12-11,Recebido
1195,100,2025-12,Extratos,2025-12-28,2026-01-01,Recebido
1196,100,2026-01,Extratos,2026-02-06,2026-01-27,Recebido
1197,100,2026-02,Folha,2026-03-07,2026-03-14,Recebido
1198,100,2026-03,Notas fiscais,2026-04-12,2026-04-21,Recebido
1199,100,2026-04,Extratos,2026-05-01,2026-04-29,Recebido
1200,100,2026-05,Documentos societários,2026-06-09,2026-06-18,Recebido
1201,101,2025-07,Notas fiscais,2025-07-03,2025-07-01,Recebido
1202,101,2025-07,Extratos,2025-07-31,2025-07-31,Recebido
1203,101,2025-08,Notas fiscais,2025-09-11,2025-09-19,Recebido
1204,101,2025-09,Documentos societários,2025-10-12,2025-10-06,Recebido
1205,101,2025-10,Folha,2025-11-13,2025-11-21,Recebido
1206,101,2025-11,Notas fiscais,2025-12-10,2025-12-15,Recebido
1207,101,2025-12,Extratos,2026-01-11,2026-01-18,Recebido
1208,101,2026-01,Documentos societários,2026-02-09,,Pendente
1209,101,2026-02,Documentos societários,2026-03-08,2026-03-09,Recebido
1210,101,2026-03,Documentos societários,2026-03-28,2026-03-30,Recebido
1211,101,2026-04,Extratos,2026-05-03,2026-05-10,Recebido
1212,101,2026-05,Extratos,2026-06-02,2026-06-05,Recebido
1213,102,2025-07,Notas fiscais,2025-07-16,2025-07-22,Recebido
1214,102,2025-07,Folha,2025-08-04,2025-07-31,Recebido
