pendencia_id,cliente_id,responsavel_id,data_abertura,tipo,prioridade,status
449,162,17,2025-07-05,Cadastro desatualizado,Média,Aberta
450,162,14,2025-09-23,Documento ausente,Alta,Aberta
451,162,11,2025-12-20,Documento ausente,Média,Resolvida
452,163,31,2025-10-02,Cadastro desatualizado,Alta,Aberta
453,163,34,2025-12-07,Divergência fiscal,Média,Aberta
454,164,13,2025-06-27,Cadastro desatualizado,Média,Resolvida
455,164,24,2026-05-30,Documento ausente,Alta,Resolvida
456,166,25,2025-10-10,Guia vencida,Alta,Resolvida
457,166,15,2025-12-07,Cadastro desatualizado,Média,Aberta
458,167,24,2026-01-23,Documento ausente,Alta,Resolvida
459,167,23,2026-02-28,Guia vencida,Média,Aberta
460,167,24,2026-04-10,Guia vencida,Baixa,Aberta
461,167,15,2026-06-15,Guia vencida,Média,Resolvida
462,168,7,2025-11-05,Cadastro desatualizado,Média,Resolvida
463,168,23,2025-12-10,Documento ausente,Alta,Resolvida
464,169,17,2025-09-01,Cadastro desatualizado,Alta,Aberta
465,169,19,2025-11-10,Guia vencida,Alta,Aberta
466,171,30,2025-07-18,Guia vencida,Média,Resolvida
467,171,18,2025-09-29,Cadastro desatualizado,Baixa,Resolvida
468,172,34,2025-08-28,Divergência fiscal,Média,Aberta
469,172,18,2026-02-10,Documento ausente,Baixa,Resolvida
470,172,15,2026-05-02,Guia vencida,Baixa,Aberta
471,172,24,2026-06-07,Guia vencida,Média,Aberta
472,173,26,2025-09-05,Divergência fiscal,Média,Resolvida
473,173,9,2026-01-07,Guia vencida,Alta,Aberta
474,173,29,2026-03-02,Guia vencida,Média,Resolvida
475,174,4,2025-11-27,Divergência fiscal,Baixa,Aberta
476,174,12,2025-12-27,Cadastro desatualizado,Média,Resolvida
477,174,29,2026-04-02,Documento ausente,Média,Aberta
478,176,24,2025-09-12,Guia vencida,Média,Resolvida
479,177,18,2026-04-20,Documento ausente,Média,Aberta
480,177,15,2026-04-25,Documento ausente,Média,Aberta
481,178,35,2025-08-05,Cadastro desatualizado,Baixa,Aberta
482,178,3,2026-04-06,Documento ausente,Baixa,Aberta
483,179,7,2025-11-02,Guia vencida,Baixa,Aberta
484,179,23,2026-04-02,Documento ausente,Baixa,Aberta
485,180,20,2025-07-21,Cadastro desatualizado,Média,Aberta
486,180,32,2025-09-01,Documento ausente,Alta,Aberta
487,180,30,2025-12-05,Divergência fiscal,Média,Resolvida
488,180,9,2026-03-04,Cadastro desatualizado,Alta,Aberta
489,180,7,2026-04-07,Cadastro desatualizado,Média,Resolvida
490,180,2,2026-06-04,Documento ausente,Baixa,Aberta
491,181,35,2025-07-12,Divergência fiscal,Baixa,Aberta
492,181,14,2025-11-30,Guia vencida,Média,Aberta
493,181,1,2026-01-09,Guia vencida,Baixa,Aberta
494,181,16,2026-03-03,Divergência fiscal,Média,Resolvida
495,182,28,2026-06-01,Guia vencida,Baixa,Aberta
496,183,33,2025-09-26,Guia vencida,Média,Resolvida
497,183,13,2025-11-30,Cadastro desatualizado,Média,Resolvida
498,184,13,2025-07-04,Guia vencida,Baixa,Resolvida
499,184,22,2025-09-28,Guia vencida,Baixa,Resolvida
500,184,33,2025-12-25,Guia vencida,Baixa,Aberta
501,185,34,2025-08-10,Cadastro desatualizado,Média,Aberta
502,185,28,2026-02-02,Divergência fiscal,Baixa,Resolvida
503,186,26,2025-11-01,Divergência fiscal,Média,Resolvida
504,186,33,2026-06-01,Cadastro desatualizado,Média,Aberta
505,187,32,2026-01-01,Guia vencida,Alta,Aberta
506,188,3,2025-09-12,Guia vencida,Baixa,Aberta
507,189,20,2026-01-02,Cadastro desatualizado,Alta,Aberta
508,189,14,2026-02-23,Divergência fiscal,Alta,Resolvida
509,190,24,2025-08-13,Guia vencida,Alta,Resolvida
510,190,12,2025-10-06,Cadastro desatualizado,Baixa,Resolvida
511,190,23,2025-11-15,Guia vencida,Média,Aberta
512,190,21,2026-04-05,Divergência fiscal,Baixa,Resolvida
513,190,6,2026-05-07,Divergência fiscal,Baixa,Resolvida
514,191,16,2025-10-11,Documento ausente,Baixa,Aberta
515,192,26,2025-12-25,Cadastro desatualizado,Baixa,Resolvida
516,192,7,2026-01-29,Guia vencida,Alta,Aberta
517,192,6,2026-06-06,Guia vencida,Média,Resolvida
518,193,29,2025-11-13,Documento ausente,Alta,Resolvida
519,193,24,2026-04-11,Guia vencida,Média,Aberta
520,194,2,2025-10-31,Cadastro desatualizado,Média,Resolvida
521,194,34,2026-02-10,Documento ausente,Média,Aberta
522,195,21,2025-07-13,Guia vencida,Alta,Aberta
523,195,8,2025-08-11,Documento ausente,Baixa,Resolvida
524,195,1,2026-02-04,Divergência fiscal,Baixa,Aberta
525,195,24,2026-04-30,Documento ausente,Alta,Aberta
526,195,31,2026-06-16,Documento ausente,Média,Resolvida
527,196,35,2025-07-01,Cadastro desatualizado,Média,Resolvida
528,196,20,2025-12-26,Divergência fiscal,Alta,Aberta
529,196,3,2026-04-11,Cadastro desatualizado,Baixa,Resolvida
530,197,13,2025-08-14,Documento ausente,Baixa,Resolvida
531,198,29,2026-02-05,Guia vencida,Alta,Aberta
532,198,23,2026-04-22,Documento ausente,Alta,Aberta
533,198,5,2026-05-18,Cadastro desatualizado,Média,Aberta
534,199,24,2025-08-06,Documento ausente,Alta,Resolvida
535,199,30,2025-12-17,Documento ausente,Média,Resolvida
536,199,34,2026-05-09,Cadastro desatualizado,Baixa,Aberta
537,200,8,2025-08-30,Guia vencida,Baixa,Resolvida
538,200,35,2026-02-04,Cadastro desatualizado,Média,Aberta
539,200,11,2026-03-01,Documento ausente,Baixa,Aberta
540,201,33,2025-07-05,Cadastro desatualizado,Média,Aberta
541,201,23,2025-08-24,Divergência fiscal,Alta,Aberta
542,201,6,2025-11-14,Cadastro desatualizado,Baixa,Aberta
543,201,32,2025-12-02,Documento ausente,Média,Resolvida
544,201,22,2026-02-03,Documento ausente,Média,Aberta
545,201,35,2026-04-09,Documento ausente,Baixa,Aberta
546,201,13,2026-06-06,Guia vencida,Alta,Aberta
547,202,2,2025-12-02,Documento ausente,Baixa,Resolvida
548,202,27,2026-04-30,Cadastro desatualizado,Média,Resolvida
549,203,14,2025-06-27,Guia vencida,Alta,Aberta
550,203,18,2025-09-08,Divergência fiscal,Alta,Aberta
551,203,15,2026-04-10,Documento ausente,Média,Resolvida
552,204,10,2025-08-15,Guia vencida,Baixa,Resolvida
553,204,10,2025-11-07,Divergência fiscal,Alta,Aberta
554,205,5,2025-11-07,Divergência fiscal,Média,Aberta
555,205,21,2025-11-27,Documento ausente,Baixa,Resolvida
556,206,15,2026-01-27,Documento ausente,Média,Aberta
557,206,16,2026-03-30,Documento ausente,Média,Aberta
558,207,1,2026-02-16,Guia vencida,Baixa,Resolvida
559,207,27,2026-04-01,Guia vencida,Alta,Aberta
560,207,7,2026-05-06,Guia vencida,Baixa,Aberta
561,208,21,2025-12-13,Divergência fiscal,Alta,Resolvida
562,208,28,2026-04-29,Cadastro desatualizado,Alta,Aberta
563,208,27,2026-06-09,Divergência fiscal,Alta,Resolvida
564,209,30,2025-07-08,Cadastro desatualizado,Baixa,Aberta
565,210,27,2025-09-14,Cadastro desatualizado,Alta,Resolvida
566,210,1,2025-10-21,Documento ausente,Baixa,Aberta
567,210,19,2026-02-10,Cadastro desatualizado,Alta,Resolvida
568,210,32,2026-05-14,Divergência fiscal,Baixa,Aberta
569,211,17,2025-09-05,Guia vencida,Média,Resolvida
570,211,11,2025-11-23,Cadastro desatualizado,Média,Resolvida
571,211,1,2026-01-16,Documento ausente,Baixa,Aberta
572,211,21,2026-03-18,Documento ausente,Baixa,Resolvida
573,211,17,2026-06-08,Cadastro desatualizado,Alta,Resolvida
574,212,2,2025-08-24,Documento ausente,Alta,Aberta
575,212,32,2025-08-30,Documento ausente,Média,Aberta
576,212,6,2026-01-31,Documento ausente,Alta,Resolvida
577,213,1,2025-07-31,Documento ausente,Alta,Resolvida
578,213,15,2026-01-27,Divergência fiscal,Baixa,Aberta
579,213,2,2026-03-21,Cadastro desatualizado,Média,Resolvida
580,213,9,2026-04-27,Cadastro desatualizado,Alta,Resolvida
581,214,31,2025-08-18,Documento ausente,Baixa,Resolvida
582,214,26,2026-05-17,Documento ausente,Média,Resolvida
583,214,33,2026-05-26,Divergência fiscal,Baixa,Aberta
584,216,3,2026-01-08,Documento ausente,Alta,Aberta
585,216,9,2026-04-24,Divergência fiscal,Média,Aberta
586,217,34,2025-07-12,Cadastro desatualizado,Média,Resolvida
587,217,1,2026-06-06,Documento ausente,Baixa,Resolvida
588,218,13,2026-01-08,Divergência fiscal,Média,Resolvida
589,220,32,2025-11-17,Guia vencida,Alta,Resolvida
590,221,30,2025-09-03,Divergência fiscal,Alta,Aberta
591,221,34,2025-11-15,Cadastro desatualizado,Baixa,Aberta
592,221,22,2026-04-18,Guia vencida,Alta,Resolvida
593,222,25,2025-07-01,Cadastro desatualizado,Média,Aberta
594,222,12,2025-11-13,Documento ausente,Alta,Resolvida
595,222,27,2026-06-10,Documento ausente,Baixa,Aberta
596,223,6,2025-07-11,Guia vencida,Média,Resolvida
597,223,28,2025-12-12,Cadastro desatualizado,Alta,Aberta
598,223,35,2026-01-12,Guia vencida,Alta,Resolvida
599,223,3,2026-04-09,Divergência fiscal,Alta,Aberta
600,224,8,2026-04-01,Guia vencida,Alta,Aberta
601,225,28,2025-08-18,Documento ausente,Média,Aberta
602,225,15,2025-08-26,Guia vencida,Alta,Resolvida
603,225,19,2025-11-04,Cadastro desatualizado,Alta,Resolvida
604,225,16,2025-12-10,Cadastro desatualizado,Alta,Resolvida
605,225,14,2026-01-04,Divergência fiscal,Baixa,Aberta
606,225,30,2026-02-05,Documento ausente,Baixa,Resolvida
607,225,24,2026-06-08,Cadastro desatualizado,Alta,Resolvida
608,226,12,2025-12-01,Guia vencida,Baixa,Aberta
609,227,30,2025-09-27,Divergência fiscal,Baixa,Aberta
610,227,1,2025-11-01,Documento ausente,Baixa,Aberta
611,228,12,2025-07-16,Guia vencida,Média,Aberta
612,228,13,2026-01-24,Guia vencida,Média,Aberta
613,229,17,2025-07-29,Guia vencida,Baixa,Resolvida
614,229,31,2025-10-30,Guia vencida,Alta,Resolvida
615,229,26,2026-05-31,Divergência fiscal,Média,Resolvida
616,230,7,2025-06-27,Documento ausente,Média,Aberta
617,230,33,2025-08-31,Cadastro desatualizado,Alta,Aberta
618,230,11,2025-10-10,Divergência fiscal,Baixa,Aberta
619,231,18,2026-02-13,Cadastro desatualizado,Baixa,Aberta
620,232,24,2025-09-09,Guia vencida,Baixa,Aberta
621,232,13,2026-01-16,Documento ausente,Média,Resolvida
622,232,28,2026-03-13,Cadastro desatualizado,Alta,Aberta
623,232,19,2026-04-30,Guia vencida,Alta,Resolvida
624,233,30,2025-09-17,Cadastro desatualizado,Média,Aberta
625,233,30,2025-12-24,Divergência fiscal,Baixa,Aberta
626,234,7,2025-10-31,Cadastro desatualizado,Baixa,Aberta
627,235,27,2025-07-16,Cadastro desatualizado,Baixa,Aberta
628,235,6,2025-09-01,Divergência fiscal,Média,Resolvida
629,236,25,2025-11-05,Documento ausente,Baixa,Resolvida
630,237,9,2026-02-08,Cadastro desatualizado,Média,Aberta
631,238,25,2025-07-06,Divergência fiscal,Média,Aberta
632,238,5,2025-10-05,Documento ausente,Média,Aberta
633,239,32,2025-10-25,Guia vencida,Baixa,Aberta
634,239,22,2026-03-14,Cadastro desatualizado,Baixa,Resolvida
635,239,23,2026-06-08,Divergência fiscal,Baixa,Aberta
636,240,33,2025-10-06,Documento ausente,Alta,Resolvida
637,240,12,2026-06-01,Cadastro desatualizado,Alta,Aberta
638,241,2,2025-12-22,Divergência fiscal,Alta,Resolvida
639,241,13,2026-04-06,Documento ausente,Média,Aberta
640,241,9,2026-04-28,Divergência fiscal,Alta,Aberta
641,242,26,2025-12-10,Guia vencida,Média,Resolvida
642,242,14,2026-01-29,Divergência fiscal,Baixa,Resolvida
643,243,25,2025-10-24,Divergência fiscal,Média,Resolvida
644,243,22,2025-12-01,Documento ausente,Baixa,Aberta
645,244,8,2025-10-05,Cadastro desatualizado,Alta,Resolvida
646,244,12,2025-11-07,Divergência fiscal,Alta,Resolvida
647,244,32,2026-01-05,Guia vencida,Alta,Resolvida
648,244,7,2026-05-21,Documento ausente,Média,Aberta
649,245,2,2025-11-05,Divergência fiscal,Média,Aberta
650,245,14,2026-01-27,Documento ausente,Média,Aberta
651,246,20,2026-05-06,Documento ausente,Média,Aberta
652,247,32,2025-11-12,Guia vencida,Média,Aberta
653,247,2,2026-02-11,Divergência fiscal,Baixa,Aberta
654,248,4,2025-10-02,Cadastro desatualizado,Baixa,Aberta
655,249,3,2025-10-23,Guia vencida,Baixa,Aberta
656,249,13,2025-12-22,Cadastro desatualizado,Média,Resolvida
657,249,29,2026-05-20,Documento ausente,Baixa,Resolvida
658,250,33,2025-09-19,Guia vencida,Alta,Resolvida
659,251,14,2025-10-29,Guia vencida,Alta,Resolvida
660,251,17,2026-01-12,Guia vencida,Alta,Resolvida
661,251,16,2026-02-07,Guia vencida,Alta,Aberta
662,251,26,2026-04-01,Cadastro desatualizado,Média,Resolvida
663,251,5,2026-05-25,Divergência fiscal,Alta,Aberta
664,252,32,2026-04-08,Documento ausente,Baixa,Resolvida
665,253,8,2025-09-24,Guia vencida,Alta,Resolvida
666,253,1,2026-01-30,Documento ausente,Alta,Resolvida
667,254,23,2025-11-13,Documento ausente,Média,Resolvida
668,254,31,2025-12-21,Guia vencida,Alta,Resolvida
669,254,11,2026-02-01,Cadastro desatualizado,Alta,Aberta
670,254,17,2026-04-27,Guia vencida,Baixa,Aberta
671,255,7,2026-04-15,Divergência fiscal,Média,Aberta
672,255,19,2026-05-16,Cadastro desatualizado,Alta,Aberta
673,256,22,2025-07-03,Documento ausente,Alta,Resolvida
674,256,28,2025-08-06,Divergência fiscal,Alta,Aberta
675,256,28,2025-11-03,Documento ausente,Média,Aberta
676,256,24,2026-04-13,Divergência fiscal,Alta,Aberta
677,257,31,2025-06-28,Documento ausente,Média,Resolvida
678,258,18,2025-07-28,Divergência fiscal,Média,Resolvida
679,258,6,2026-03-03,Divergência fiscal,Baixa,Aberta
680,258,1,2026-05-10,Documento ausente,Alta,Resolvida
681,259,35,2025-09-09,Documento ausente,Alta,Resolvida
682,259,33,2025-11-04,Cadastro desatualizado,Alta,Aberta
683,259,14,2026-03-02,Cadastro desatualizado,Média,Resolvida
684,260,33,2025-12-05,Documento ausente,Média,Resolvida
685,260,23,2026-02-20,Cadastro desatualizado,Média,Aberta
686,261,6,2025-07-30,Divergência fiscal,Baixa,Resolvida
687,261,9,2026-02-24,Cadastro desatualizado,Alta,Aberta
688,261,2,2026-05-20,Documento ausente,Média,Resolvida
689,261,21,2026-06-03,Cadastro desatualizado,Alta,Aberta
690,262,24,2025-07-14,Cadastro desatualizado,Baixa,Aberta
691,262,9,2026-02-01,Divergência fiscal,Alta,Aberta
692,262,24,2026-03-02,Documento ausente,Alta,Aberta
693,264,4,2025-07-11,Divergência fiscal,Alta,Aberta
694,264,22,2025-12-31,Documento ausente,Alta,Resolvida
695,265,31,2026-01-24,Cadastro desatualizado,Alta,Resolvida
696,265,17,2026-04-08,Cadastro desatualizado,Alta,Aberta
697,266,32,2025-07-30,Cadastro desatualizado,Alta,Aberta
698,266,19,2025-10-06,Divergência fiscal,Baixa,Resolvida
699,266,3,2025-12-10,Guia vencida,Alta,Resolvida
700,266,13,2026-04-09,Cadastro desatualizado,Baixa,Resolvida
701,267,24,2025-12-12,Divergência fiscal,Média,Resolvida
702,268,17,2026-04-14,Documento ausente,Média,Aberta
703,269,9,2025-08-15,Documento ausente,Média,Resolvida
704,269,6,2026-04-10,Guia vencida,Alta,Resolvida
705,269,24,2026-06-04,Cadastro desatualizado,Baixa,Aberta
706,270,30,2025-11-18,Cadastro desatualizado,Baixa,Aberta
707,270,3,2026-01-18,Divergência fiscal,Média,Aberta
708,270,19,2026-04-16,Documento ausente,Alta,Resolvida
709,270,6,2026-05-10,Guia vencida,Alta,Aberta
710,270,4,2026-06-05,Divergência fiscal,Alta,Resolvida
711,271,13,2025-08-18,Guia vencida,Média,Resolvida
712,271,29,2025-09-06,Cadastro desatualizado,Alta,Aberta
713,271,27,2025-09-28,Cadastro desatualizado,Alta,Aberta
714,271,16,2026-06-07,Cadastro desatualizado,Baixa,Aberta
715,272,17,2025-08-06,Documento ausente,Alta,Aberta
716,273,3,2025-07-27,Documento ausente,Média,Aberta
717,273,16,2025-09-20,Cadastro desatualizado,Alta,Resolvida
718,274,17,2025-09-30,Cadastro desatualizado,Alta,Aberta
719,274,13,2026-04-29,Divergência fiscal,Média,Aberta
720,275,14,2025-08-30,Documento ausente,Média,Resolvida
721,276,19,2026-03-30,Guia vencida,Baixa,Resolvida
722,277,18,2025-07-10,Documento ausente,Média,Aberta
723,277,26,2025-09-20,Documento ausente,Baixa,Aberta
724,277,12,2025-12-04,Divergência fiscal,Alta,Aberta
725,277,7,2026-05-02,Guia vencida,Média,Aberta
726,277,7,2026-05-26,Guia vencida,Alta,Aberta
727,278,14,2025-07-08,Guia vencida,Baixa,Aberta
728,278,23,2025-08-08,Guia vencida,Média,Aberta
729,278,2,2025-09-17,Guia vencida,Alta,Aberta
730,278,23,2026-05-15,Cadastro desatualizado,Alta,Aberta
731,279,6,2026-02-12,Guia vencida,Média,Aberta
732,280,7,2025-07-19,Divergência fiscal,Alta,Aberta
733,280,5,2025-09-13,Documento ausente,Média,Aberta
734,280,17,2025-11-16,Guia vencida,Baixa,Aberta
735,280,18,2025-12-15,Divergência fiscal,Alta,Aberta
736,280,16,2026-02-13,Cadastro desatualizado,Baixa,Resolvida
737,281,10,2025-08-29,Divergência fiscal,Média,Aberta
738,281,22,2025-11-06,Cadastro desatualizado,Média,Resolvida
739,281,34,2026-02-08,Guia vencida,Baixa,Resolvida
740,281,20,2026-03-08,Guia vencida,Média,Aberta
741,282,31,2025-10-01,Guia vencida,Média,Resolvida
742,282,11,2025-11-13,Documento ausente,Alta,Resolvida
743,282,22,2026-03-02,Divergência fiscal,Baixa,Resolvida
744,283,15,2025-09-02,Cadastro desatualizado,Baixa,Aberta
745,284,14,2025-08-26,Divergência fiscal,Baixa,Resolvida
746,284,22,2026-03-02,Divergência fiscal,Baixa,Aberta
747,284,15,2026-04-05,Documento ausente,Alta,Aberta
748,285,30,2025-08-30,Divergência fiscal,Baixa,Aberta
749,285,33,2026-04-03,Guia vencida,Média,Resolvida
750,286,31,2025-12-06,Divergência fiscal,Baixa,Aberta
751,287,11,2026-03-03,Cadastro desatualizado,Baixa,Resolvida
752,288,33,2025-07-08,Documento ausente,Média,Resolvida
753,288,12,2025-08-12,Guia vencida,Média,Aberta
754,288,9,2025-09-24,Divergência fiscal,Alta,Aberta
755,289,9,2025-07-21,Divergência fiscal,Baixa,Resolvida
756,289,15,2025-10-05,Documento ausente,Alta,Resolvida
757,289,21,2025-11-27,Cadastro desatualizado,Média,Aberta
758,289,21,2026-03-05,Cadastro desatualizado,Média,Resolvida
759,290,24,2025-08-26,Documento ausente,Média,Aberta
760,290,26,2026-02-05,Divergência fiscal,Baixa,Resolvida
761,291,24,2025-08-09,Divergência fiscal,Média,Resolvida
762,291,13,2025-12-04,Divergência fiscal,Média,Aberta
763,291,17,2026-03-10,Documento ausente,Alta,Resolvida
764,291,9,2026-04-07,Guia vencida,Média,Aberta
765,293,31,2025-08-23,Cadastro desatualizado,Baixa,Resolvida
766,293,30,2025-10-08,Guia vencida,Média,Resolvida
767,293,25,2025-11-28,Documento ausente,Média,Aberta
768,293,35,2026-02-21,Guia vencida,Alta,Resolvida
769,293,19,2026-04-01,Cadastro desatualizado,Alta,Resolvida
770,293,21,2026-04-29,Documento ausente,Baixa,Aberta
771,293,12,2026-06-13,Guia vencida,Média,Aberta
772,294,17,2025-06-24,Guia vencida,Alta,Resolvida
773,294,18,2025-08-03,Guia vencida,Baixa,Aberta
774,294,31,2026-05-14,Divergência fiscal,Baixa,Aberta
775,294,6,2026-06-13,Divergência fiscal,Baixa,Resolvida
776,295,7,2025-08-06,Documento ausente,Média,Resolvida
777,295,16,2025-09-07,Cadastro desatualizado,Alta,Resolvida
778,295,33,2025-10-27,Guia vencida,Baixa,Resolvida
779,295,21,2025-11-24,Documento ausente,Média,Resolvida
780,295,24,2026-02-25,Guia vencida,Alta,Aberta
781,295,22,2026-03-25,Divergência fiscal,Alta,Aberta
782,296,4,2025-10-19,Divergência fiscal,Média,Resolvida
783,296,35,2026-05-14,Cadastro desatualizado,Alta,Resolvida
784,297,1,2025-10-11,Divergência fiscal,Média,Resolvida
785,297,30,2025-11-11,Guia vencida,Baixa,Resolvida
786,297,19,2026-02-19,Documento ausente,Média,Resolvida
787,297,16,2026-03-26,Cadastro desatualizado,Média,Aberta
788,297,29,2026-06-09,Cadastro desatualizado,Baixa,Aberta
789,298,22,2025-11-09,Divergência fiscal,Baixa,Resolvida
790,298,22,2025-11-28,Cadastro desatualizado,Baixa,Aberta
791,298,35,2026-03-01,Guia vencida,Média,Resolvida
792,299,20,2025-09-14,Documento ausente,Média,Aberta
793,299,1,2025-12-30,Guia vencida,Média,Resolvida
794,299,2,2026-05-04,Cadastro desatualizado,Média,Aberta
795,300,34,2026-03-07,Documento ausente,Baixa,Aberta
796,300,9,2026-03-29,Divergência fiscal,Média,Resolvida
797,300,10,2026-05-20,Divergência fiscal,Alta,Resolvida
798,301,13,2025-07-10,Documento ausente,Alta,Aberta
799,301,18,2025-09-08,Cadastro desatualizado,Baixa,Resolvida
800,301,29,2025-11-09,Documento ausente,Alta,Resolvida
801,301,1,2026-04-07,Documento ausente,Alta,Resolvida
802,302,7,2025-11-15,Guia vencida,Baixa,Resolvida
803,302,33,2026-01-08,Documento ausente,Média,Aberta
804,303,20,2025-06-30,Cadastro desatualizado,Alta,Aberta
805,303,8,2025-08-12,Divergência fiscal,Alta,Resolvida
806,303,1,2026-03-09,Divergência fiscal,Alta,Aberta
807,304,3,2025-08-08,Documento ausente,Alta,Aberta
808,304,14,2026-01-07,Cadastro desatualizado,Baixa,Aberta
809,304,24,2026-03-08,Guia vencida,Média,Aberta
810,304,27,2026-05-11,Documento ausente,Média,Aberta
811,304,3,2026-06-08,Divergência fiscal,Alta,Resolvida
812,305,5,2025-08-13,Guia vencida,Média,Aberta
813,305,25,2025-12-28,Documento ausente,Alta,Aberta
814,305,17,2026-05-21,Guia vencida,Alta,Resolvida
815,306,23,2025-07-21,Documento ausente,Alta,Aberta
816,306,32,2025-12-15,Cadastro desatualizado,Média,Aberta
817,306,25,2026-03-05,Guia vencida,Alta,Resolvida
818,306,2,2026-05-25,Documento ausente,Baixa,Resolvida
819,307,15,2025-11-11,Guia vencida,Média,Resolvida
820,307,15,2025-12-12,Cadastro desatualizado,Baixa,Aberta
821,308,32,2025-12-18,Divergência fiscal,Média,Resolvida
822,309,30,2025-09-07,Divergência fiscal,Alta,Aberta
823,309,17,2025-11-14,Guia vencida,Média,Resolvida
824,309,10,2026-01-10,Cadastro desatualizado,Média,Resolvida
825,310,19,2025-11-15,Cadastro desatualizado,Baixa,Resolvida
826,310,8,2026-04-26,Guia vencida,Alta,Resolvida
827,311,18,2025-08-09,Documento ausente,Baixa,Resolvida
828,311,2,2025-12-18,Cadastro desatualizado,Alta,Aberta
829,311,30,2026-03-24,Divergência fiscal,Baixa,Aberta
830,311,2,2026-05-05,Divergência fiscal,Baixa,Resolvida
831,312,13,2025-12-06,Divergência fiscal,Média,Aberta
832,312,29,2026-04-12,Cadastro desatualizado,Baixa,Aberta
833,313,18,2025-08-17,Guia vencida,Baixa,Aberta
834,313,5,2025-10-13,Cadastro desatualizado,Média,Resolvida
835,313,30,2026-02-03,Cadastro desatualizado,Alta,Resolvida
836,313,31,2026-05-03,Guia vencida,Alta,Aberta
837,314,20,2025-06-29,Divergência fiscal,Média,Resolvida
838,314,27,2025-11-11,Guia vencida,Alta,Aberta
839,314,13,2026-03-30,Documento ausente,Alta,Resolvida
840,315,18,2025-07-05,Cadastro desatualizado,Alta,Resolvida
841,316,20,2025-09-30,Guia vencida,Alta,Resolvida
842,316,6,2025-12-06,Cadastro desatualizado,Média,Aberta
843,316,32,2026-01-09,Cadastro desatualizado,Alta,Resolvida
844,317,10,2026-01-28,Cadastro desatualizado,Média,Resolvida
845,318,20,2025-08-19,Guia vencida,Baixa,Resolvida
846,318,18,2025-10-13,Guia vencida,Alta,Aberta
847,318,26,2026-06-05,Guia vencida,Alta,Resolvida
848,319,28,2025-07-26,Cadastro desatualizado,Baixa,Aberta
849,319,5,2026-05-09,Guia vencida,Baixa,Aberta
850,320,12,2026-04-02,Cadastro desatualizado,Alta,Aberta
851,320,19,2026-05-09,Cadastro desatualizado,Baixa,Aberta
852,321,10,2026-04-02,Divergência fiscal,Alta,Resolvida
853,321,10,2026-04-28,Cadastro desatualizado,Baixa,Aberta
854,322,16,2025-12-06,Divergência fiscal,Baixa,Aberta
855,322,20,2026-04-08,Cadastro desatualizado,Alta,Resolvida
856,322,8,2026-05-02,Divergência fiscal,Alta,Resolvida
857,323,3,2025-11-01,Divergência fiscal,Média,Resolvida
858,323,13,2025-12-28,Documento ausente,Alta,Aberta
859,323,7,2026-05-09,Cadastro desatualizado,Média,Resolvida
860,324,21,2025-11-26,Cadastro desatualizado,Baixa,Aberta
861,324,22,2025-12-20,Divergência fiscal,Alta,Resolvida
862,325,7,2025-07-12,Divergência fiscal,Alta,Resolvida
863,326,15,2025-07-20,Divergência fiscal,Média,Resolvida
864,326,23,2025-08-26,Cadastro desatualizado,Alta,Aberta
865,326,2,2025-11-03,Cadastro desatualizado,Média,Resolvida
866,326,23,2025-12-17,Divergência fiscal,Baixa,Aberta
867,326,31,2026-01-27,Cadastro desatualizado,Média,Resolvida
868,326,7,2026-04-18,Cadastro desatualizado,Alta,Resolvida
869,327,3,2025-11-13,Cadastro desatualizado,Baixa,Aberta
870,327,20,2026-02-13,Guia vencida,Alta,Resolvida
871,327,30,2026-05-07,Divergência fiscal,Baixa,Aberta
872,328,35,2025-12-17,Divergência fiscal,Baixa,Resolvida
873,328,3,2026-02-12,Cadastro desatualizado,Alta,Resolvida
874,328,21,2026-03-18,Divergência fiscal,Baixa,Aberta
875,328,34,2026-05-21,Documento ausente,Alta,Resolvida
876,329,26,2025-12-01,Guia vencida,Média,Aberta
877,329,13,2026-02-01,Divergência fiscal,Alta,Aberta
878,329,21,2026-03-01,Documento ausente,Alta,Resolvida
879,330,12,2025-09-29,Guia vencida,Baixa,Aberta
880,330,26,2026-03-08,Cadastro desatualizado,Alta,Resolvida
881,330,7,2026-05-08,Cadastro desatualizado,Baixa,Aberta
882,331,34,2026-02-18,Cadastro desatualizado,Média,Resolvida
883,332,29,2026-01-11,Guia vencida,Alta,Resolvida
884,332,27,2026-03-14,Divergência fiscal,Média,Resolvida
885,332,17,2026-03-29,Divergência fiscal,Média,Resolvida
886,332,10,2026-05-08,Divergência fiscal,Alta,Resolvida
887,333,8,2026-01-20,Guia vencida,Média,Aberta
888,334,16,2025-07-31,Cadastro desatualizado,Baixa,Resolvida
889,334,28,2026-06-07,Divergência fiscal,Média,Aberta
890,335,7,2025-07-07,Guia vencida,Baixa,Aberta
891,335,33,2025-07-29,Cadastro desatualizado,Média,Aberta
892,336,30,2025-10-07,Divergência fiscal,Baixa,Aberta
893,336,13,2026-05-02,Guia vencida,Baixa,Resolvida
894,337,14,2026-03-12,Guia vencida,Média,Aberta
895,337,15,2026-06-07,Guia vencida,Alta,Aberta
896,338,23,2025-07-02,Divergência fiscal,Baixa,Aberta
897,338,8,2025-09-22,Divergência fiscal,Baixa,Aberta
898,338,19,2025-10-17,Documento ausente,Alta,Aberta
