inspecao_id,pessoa_id,data_inspecao,area,condicao_insegura,criticidade
IS01725,P01196,2024-10-25,Logística,0,Baixa
IS01726,P00254,2024-03-30,Produção,0,Média
IS01727,P00821,2024-01-01,Manutenção,1,Média
IS01728,P01373,2024-10-26,Manutenção,0,Baixa
IS01729,P00081,2026-05-06,Produção,1,Média
IS01730,P00363,2024-08-11,Logística,1,Alta
IS01731,P00805,2026-05-19,Logística,0,Média
IS01732,P00682,2024-12-03,Laboratório,1,Alta
IS01733,P00256,2025-11-15,Manutenção,1,Alta
IS01734,P00465,2024-02-01,Manutenção,0,Média
IS01735,P00749,2026-04-19,Laboratório,0,Média
IS01736,P01224,2024-07-19,Logística,0,Alta
IS01737,P00832,2026-06-21,Laboratório,0,Baixa
IS01738,P01442,2025-08-19,Logística,0,Média
IS01739,P01154,2025-06-30,Manutenção,0,Média
IS01740,P01271,2024-07-15,Laboratório,0,Média
IS01741,P00791,2024-12-01,Laboratório,0,Baixa
IS01742,P00432,2025-06-13,Logística,0,Alta
IS01743,P01282,2025-07-27,Laboratório,0,Baixa
IS01744,P00847,2024-12-23,Laboratório,0,Alta
IS01745,P00281,2024-08-12,Manutenção,1,Alta
IS01746,P01057,2024-02-09,Produção,1,Alta
IS01747,P01221,2025-04-13,Laboratório,0,Baixa
IS01748,P01042,2025-06-01,Produção,0,Baixa
IS01749,P01371,2025-07-18,Logística,0,Baixa
IS01750,P01360,2025-09-06,Logística,0,Alta
IS01751,P00794,2025-06-09,Manutenção,0,Média
IS01752,P01029,2024-08-21,Produção,0,Média
IS01753,P01289,2026-06-18,Produção,0,Baixa
IS01754,P00367,2024-02-27,Laboratório,0,Alta
IS01755,P01153,2025-12-26,Logística,0,Baixa
IS01756,P00059,2025-09-09,Laboratório,1,Alta
IS01757,P01159,2024-02-13,Logística,1,Alta
IS01758,P01000,2025-01-08,Manutenção,0,Média
IS01759,P01108,2024-11-11,Laboratório,1,Alta
IS01760,P00338,2026-05-13,Manutenção,0,Alta
IS01761,P01197,2025-12-12,Logística,0,Média
IS01762,P00275,2025-04-16,Manutenção,0,Alta
IS01763,P01460,2026-06-02,Manutenção,0,Média
IS01764,P01134,2026-03-21,Produção,0,Baixa
IS01765,P00418,2026-04-21,Produção,0,Alta
IS01766,P00101,2025-02-23,Laboratório,0,Alta
IS01767,P01429,2025-01-07,Logística,1,Baixa
IS01768,P00693,2025-04-28,Logística,0,Média
IS01769,P00738,2024-03-25,Produção,0,Média
IS01770,P01187,2026-05-22,Manutenção,0,Média
IS01771,P01421,2026-01-18,Laboratório,0,Alta
IS01772,P00683,2024-04-14,Produção,0,Alta
IS01773,P01387,2024-06-25,Produção,0,Média
IS01774,P01405,2025-08-30,Produção,0,Alta
IS01775,P01052,2024-03-10,Manutenção,0,Média
IS01776,P01007,2026-01-08,Manutenção,0,Baixa
IS01777,P00402,2024-01-18,Produção,1,Média
IS01778,P01300,2025-03-22,Logística,0,Alta
IS01779,P00903,2025-12-11,Produção,0,Baixa
IS01780,P01469,2025-12-05,Produção,1,Alta
IS01781,P00930,2026-07-18,Laboratório,1,Alta
IS01782,P01097,2025-07-03,Laboratório,0,Média
IS01783,P00557,2026-03-13,Manutenção,0,Média
IS01784,P00092,2024-05-16,Logística,0,Média
IS01785,P00144,2026-06-22,Produção,1,Baixa
IS01786,P00494,2025-10-19,Laboratório,0,Baixa
IS01787,P01487,2026-05-18,Produção,0,Baixa
IS01788,P01337,2025-04-09,Produção,0,Alta
IS01789,P01336,2025-05-14,Logística,1,Média
IS01790,P00182,2025-04-09,Produção,0,Baixa
IS01791,P00569,2025-04-01,Produção,1,Alta
IS01792,P00245,2025-06-24,Produção,1,Média
IS01793,P00315,2025-01-18,Laboratório,0,Baixa
IS01794,P01140,2025-03-09,Produção,0,Média
IS01795,P01287,2024-05-19,Logística,0,Baixa
IS01796,P00755,2025-08-13,Produção,0,Média
IS01797,P00547,2026-06-27,Laboratório,0,Média
IS01798,P01020,2025-06-27,Manutenção,0,Alta
IS01799,P00932,2026-02-13,Produção,0,Alta
IS01800,P01196,2025-02-05,Laboratório,0,Média
IS01801,P01032,2024-08-27,Laboratório,0,Média
IS01802,P00452,2024-12-03,Logística,0,Média
IS01803,P00886,2024-01-26,Produção,0,Baixa
IS01804,P00196,2025-11-18,Laboratório,0,Média
IS01805,P01071,2024-05-02,Produção,0,Média
IS01806,P00449,2026-01-02,Laboratório,1,Baixa
IS01807,P00194,2026-06-15,Produção,0,Baixa
IS01808,P01410,2025-06-17,Produção,0,Média
IS01809,P00477,2026-04-09,Manutenção,1,Alta
IS01810,P01287,2024-04-23,Laboratório,0,Alta
IS01811,P01179,2024-04-04,Laboratório,0,Média
IS01812,P00932,2025-05-13,Manutenção,0,Média
IS01813,P01343,2025-06-24,Logística,0,Média
IS01814,P01169,2024-09-15,Logística,0,Alta
IS01815,P01090,2024-06-06,Laboratório,0,Alta
IS01816,P00163,2026-03-13,Logística,0,Alta
IS01817,P00297,2024-01-22,Logística,0,Baixa
IS01818,P00499,2024-01-10,Laboratório,1,Baixa
IS01819,P01430,2026-02-12,Manutenção,0,Alta
IS01820,P00200,2026-06-11,Laboratório,0,Baixa
IS01821,P01397,2025-07-03,Logística,0,Média
IS01822,P00631,2024-09-26,Logística,0,Média
IS01823,P00255,2026-04-04,Laboratório,0,Baixa
IS01824,P01141,2025-05-10,Produção,0,Baixa
IS01825,P00275,2025-03-16,Logística,1,Baixa
IS01826,P00453,2024-09-23,Manutenção,0,Média
IS01827,P00970,2026-02-19,Produção,0,Alta
IS01828,P00769,2024-01-22,Produção,0,Alta
IS01829,P00644,2024-02-15,Manutenção,0,Alta
IS01830,P01035,2025-08-15,Laboratório,0,Média
IS01831,P01216,2025-12-19,Logística,0,Alta
IS01832,P01456,2026-05-26,Logística,0,Média
IS01833,P00207,2026-02-25,Produção,0,Baixa
IS01834,P00820,2026-04-24,Produção,0,Alta
IS01835,P00618,2025-04-22,Manutenção,0,Alta
IS01836,P00291,2026-01-26,Manutenção,0,Alta
IS01837,P01213,2024-07-26,Produção,0,Baixa
IS01838,P01138,2025-08-08,Manutenção,0,Baixa
IS01839,P01098,2024-09-18,Produção,1,Média
IS01840,P00450,2025-12-25,Manutenção,1,Alta
IS01841,P01303,2026-06-02,Manutenção,0,Alta
IS01842,P00733,2025-07-02,Logística,0,Baixa
IS01843,P00854,2024-10-04,Produção,0,Média
IS01844,P00287,2024-12-17,Logística,0,Baixa
IS01845,P01117,2026-01-08,Logística,0,Alta
IS01846,P00159,2024-08-25,Logística,0,Média
IS01847,P00843,2024-06-29,Manutenção,0,Baixa
IS01848,P00865,2024-09-14,Manutenção,0,Média
IS01849,P01412,2024-11-21,Produção,0,Baixa
IS01850,P00514,2024-10-21,Laboratório,0,Alta
IS01851,P01014,2024-07-10,Produção,0,Alta
IS01852,P01191,2025-10-06,Logística,0,Média
IS01853,P00331,2025-04-05,Laboratório,0,Baixa
IS01854,P00338,2025-03-24,Manutenção,0,Baixa
IS01855,P00049,2024-02-26,Manutenção,1,Alta
IS01856,P00201,2025-04-06,Logística,1,Baixa
IS01857,P01163,2024-09-13,Laboratório,0,Baixa
IS01858,P00858,2024-06-13,Produção,0,Alta
IS01859,P01477,2025-02-10,Logística,0,Média
IS01860,P00606,2025-05-23,Manutenção,0,Alta
IS01861,P01022,2025-04-07,Manutenção,1,Média
IS01862,P00372,2025-01-26,Produção,0,Baixa
IS01863,P00814,2026-05-03,Produção,0,Baixa
IS01864,P01416,2026-03-24,Laboratório,0,Média
IS01865,P01306,2024-12-07,Laboratório,0,Baixa
IS01866,P00019,2024-07-15,Laboratório,0,Baixa
IS01867,P00208,2025-05-17,Logística,0,Média
IS01868,P00512,2026-04-16,Laboratório,1,Média
IS01869,P00509,2024-06-27,Laboratório,1,Baixa
IS01870,P00718,2024-06-25,Produção,0,Média
IS01871,P01299,2026-06-16,Produção,0,Baixa
IS01872,P00306,2025-05-21,Logística,1,Média
IS01873,P00109,2026-03-20,Laboratório,0,Média
IS01874,P00106,2025-03-15,Logística,0,Baixa
IS01875,P01391,2024-04-07,Logística,0,Média
IS01876,P00836,2025-05-04,Manutenção,0,Baixa
IS01877,P00375,2025-09-25,Laboratório,1,Média
IS01878,P00444,2024-06-13,Manutenção,0,Média
IS01879,P00362,2025-03-30,Laboratório,0,Média
IS01880,P00854,2026-02-19,Logística,0,Baixa
IS01881,P00146,2025-03-26,Produção,1,Média
IS01882,P01191,2024-01-14,Produção,0,Baixa
IS01883,P00147,2026-04-05,Logística,0,Média
IS01884,P01481,2025-10-08,Laboratório,0,Média
IS01885,P00769,2025-08-01,Manutenção,1,Média
IS01886,P00703,2024-08-21,Laboratório,0,Baixa
IS01887,P00689,2024-04-12,Manutenção,0,Baixa
IS01888,P00017,2024-03-29,Manutenção,0,Média
IS01889,P00069,2025-05-07,Produção,1,Alta
IS01890,P00639,2025-10-18,Logística,0,Baixa
IS01891,P00898,2025-12-18,Produção,1,Baixa
IS01892,P00087,2025-11-07,Produção,0,Baixa
IS01893,P00503,2025-01-27,Laboratório,0,Alta
IS01894,P00359,2026-02-22,Produção,1,Baixa
IS01895,P00278,2024-04-15,Laboratório,1,Alta
IS01896,P00588,2024-02-06,Manutenção,0,Média
IS01897,P01148,2025-10-12,Produção,0,Alta
IS01898,P00687,2025-02-19,Manutenção,0,Baixa
IS01899,P00176,2026-06-14,Produção,1,Média
IS01900,P00836,2026-03-07,Produção,0,Baixa
IS01901,P00889,2024-04-10,Laboratório,0,Baixa
IS01902,P00153,2025-09-16,Laboratório,0,Média
IS01903,P00851,2025-09-30,Laboratório,0,Baixa
IS01904,P00142,2024-12-16,Logística,0,Alta
IS01905,P00354,2025-07-29,Produção,0,Média
IS01906,P00313,2025-12-03,Manutenção,0,Alta
IS01907,P01217,2024-06-09,Logística,0,Baixa
IS01908,P00808,2024-07-07,Logística,1,Baixa
IS01909,P01445,2026-01-24,Produção,0,Alta
IS01910,P00722,2024-08-06,Laboratório,1,Baixa
IS01911,P00288,2025-09-22,Logística,1,Média
IS01912,P00253,2025-09-15,Laboratório,0,Média
IS01913,P01004,2024-11-08,Logística,0,Baixa
IS01914,P00293,2024-01-15,Produção,0,Média
IS01915,P01172,2024-05-23,Logística,0,Média
IS01916,P01094,2025-06-09,Laboratório,0,Alta
IS01917,P00182,2024-10-02,Manutenção,0,Alta
IS01918,P00571,2025-04-11,Logística,1,Média
IS01919,P01138,2026-05-04,Manutenção,0,Baixa
IS01920,P01301,2025-02-04,Manutenção,0,Alta
IS01921,P00006,2025-05-19,Logística,0,Baixa
IS01922,P01092,2025-03-19,Logística,0,Alta
IS01923,P00305,2024-06-19,Manutenção,0,Alta
IS01924,P00806,2024-06-24,Laboratório,0,Alta
IS01925,P00482,2025-05-31,Logística,0,Baixa
IS01926,P00388,2025-12-20,Laboratório,1,Média
IS01927,P00291,2026-06-21,Manutenção,0,Alta
IS01928,P00594,2024-07-08,Manutenção,0,Média
IS01929,P00841,2025-11-23,Laboratório,1,Alta
IS01930,P00510,2025-02-16,Laboratório,1,Baixa
IS01931,P01475,2025-05-07,Logística,1,Alta
IS01932,P01181,2024-01-09,Laboratório,0,Baixa
IS01933,P00895,2026-03-11,Laboratório,1,Baixa
IS01934,P00742,2025-05-27,Laboratório,0,Alta
IS01935,P00840,2024-10-30,Laboratório,1,Alta
IS01936,P00384,2025-10-04,Logística,0,Alta
IS01937,P01379,2024-03-29,Manutenção,1,Baixa
IS01938,P01404,2024-11-14,Manutenção,0,Baixa
IS01939,P00656,2024-10-10,Manutenção,1,Baixa
IS01940,P00142,2025-02-09,Produção,0,Baixa
IS01941,P00699,2024-11-30,Manutenção,0,Alta
IS01942,P00991,2026-04-05,Logística,0,Baixa
IS01943,P00137,2025-03-27,Manutenção,0,Alta
IS01944,P00300,2026-06-26,Laboratório,0,Baixa
IS01945,P00797,2026-07-31,Produção,0,Alta
IS01946,P00538,2024-10-31,Laboratório,0,Alta
IS01947,P00144,2026-02-28,Laboratório,0,Alta
IS01948,P01271,2024-04-23,Produção,1,Baixa
IS01949,P01190,2026-03-14,Produção,0,Baixa
IS01950,P00968,2025-01-24,Laboratório,0,Alta
IS01951,P00864,2025-01-27,Logística,0,Alta
IS01952,P00958,2026-07-19,Produção,0,Alta
IS01953,P00036,2026-04-30,Produção,0,Alta
IS01954,P00798,2026-02-11,Manutenção,0,Alta
IS01955,P00530,2025-03-02,Logística,0,Alta
IS01956,P01102,2024-04-13,Logística,0,Alta
IS01957,P00229,2024-06-29,Manutenção,0,Média
IS01958,P00717,2025-04-24,Manutenção,0,Baixa
IS01959,P00457,2024-08-08,Produção,0,Média
IS01960,P00067,2024-08-17,Logística,1,Baixa
IS01961,P01346,2026-04-12,Manutenção,0,Média
IS01962,P01118,2025-11-23,Manutenção,0,Baixa
IS01963,P00510,2024-12-01,Logística,0,Baixa
IS01964,P01397,2026-06-12,Manutenção,0,Alta
IS01965,P00275,2025-08-26,Produção,0,Alta
IS01966,P00717,2025-07-07,Produção,0,Alta
IS01967,P01439,2025-10-20,Manutenção,0,Média
IS01968,P01223,2024-01-01,Laboratório,1,Alta
IS01969,P00015,2025-08-06,Produção,0,Baixa
IS01970,P00823,2026-02-21,Produção,0,Baixa
IS01971,P00831,2024-05-19,Produção,0,Baixa
IS01972,P00385,2024-05-27,Produção,0,Média
IS01973,P01438,2025-07-03,Logística,0,Média
IS01974,P00001,2025-03-17,Manutenção,1,Baixa
IS01975,P00152,2025-03-14,Manutenção,0,Baixa
IS01976,P00183,2026-01-08,Manutenção,0,Média
IS01977,P01105,2024-02-26,Manutenção,1,Baixa
IS01978,P00917,2026-04-11,Produção,0,Média
IS01979,P00851,2026-04-26,Laboratório,0,Alta
IS01980,P01060,2025-07-07,Laboratório,0,Baixa
IS01981,P01393,2025-08-10,Logística,0,Alta
IS01982,P01339,2025-07-25,Laboratório,0,Baixa
IS01983,P00857,2026-03-14,Laboratório,0,Baixa
IS01984,P00827,2026-05-29,Manutenção,0,Média
IS01985,P01063,2025-07-27,Logística,1,Alta
IS01986,P00193,2025-07-11,Produção,0,Média
IS01987,P01039,2024-09-22,Manutenção,0,Média
IS01988,P01414,2026-02-13,Laboratório,0,Média
IS01989,P01418,2025-01-26,Manutenção,0,Alta
IS01990,P00369,2024-02-10,Manutenção,0,Baixa
IS01991,P00543,2024-11-01,Logística,0,Alta
IS01992,P00624,2024-01-08,Laboratório,1,Alta
IS01993,P00654,2024-03-04,Laboratório,0,Alta
IS01994,P00298,2025-12-07,Produção,0,Baixa
IS01995,P00743,2025-12-20,Produção,0,Média
IS01996,P00618,2024-08-08,Manutenção,0,Baixa
IS01997,P00202,2025-06-18,Manutenção,1,Baixa
IS01998,P00764,2025-10-29,Laboratório,0,Média
IS01999,P01171,2025-07-23,Produção,0,Alta
IS02000,P00851,2025-06-15,Laboratório,0,Baixa
IS02001,P01299,2026-01-16,Laboratório,0,Baixa
IS02002,P00175,2026-03-04,Produção,0,Média
IS02003,P00532,2025-07-06,Laboratório,0,Média
IS02004,P01138,2025-08-19,Logística,1,Alta
IS02005,P00753,2024-09-04,Logística,0,Média
IS02006,P00237,2024-12-11,Logística,0,Baixa
IS02007,P00914,2024-04-15,Manutenção,0,Média
IS02008,P01013,2026-02-08,Produção,0,Baixa
IS02009,P00087,2024-08-25,Logística,0,Alta
IS02010,P00563,2026-07-10,Manutenção,0,Alta
IS02011,P00516,2026-04-22,Manutenção,0,Alta
IS02012,P01280,2024-03-02,Laboratório,1,Média
IS02013,P01011,2025-08-01,Laboratório,0,Baixa
IS02014,P01347,2025-11-25,Logística,0,Alta
IS02015,P00637,2024-01-10,Manutenção,0,Média
IS02016,P01496,2024-09-27,Laboratório,0,Baixa
IS02017,P01152,2025-07-17,Logística,0,Baixa
IS02018,P00607,2024-07-28,Manutenção,0,Alta
IS02019,P01339,2025-03-28,Produção,0,Média
IS02020,P00248,2024-01-25,Produção,0,Alta
IS02021,P01461,2024-09-16,Laboratório,1,Baixa
IS02022,P00463,2026-01-03,Laboratório,0,Média
IS02023,P00221,2024-09-26,Manutenção,1,Alta
IS02024,P00372,2024-12-14,Laboratório,0,Média
IS02025,P00946,2025-11-12,Produção,0,Alta
IS02026,P00277,2025-02-08,Laboratório,0,Alta
IS02027,P00138,2025-03-01,Logística,1,Alta
IS02028,P01060,2024-11-22,Produção,0,Alta
IS02029,P00859,2026-06-06,Laboratório,1,Média
IS02030,P00283,2025-03-20,Laboratório,0,Alta
IS02031,P00515,2025-06-12,Produção,0,Alta
IS02032,P00956,2024-12-02,Laboratório,0,Alta
IS02033,P01357,2025-09-11,Manutenção,0,Baixa
IS02034,P00137,2024-01-05,Laboratório,1,Média
IS02035,P00745,2024-03-11,Logística,0,Baixa
IS02036,P01359,2024-05-29,Logística,0,Baixa
IS02037,P00564,2025-08-09,Manutenção,0,Média
IS02038,P00651,2026-05-13,Manutenção,0,Baixa
IS02039,P00266,2024-06-13,Logística,0,Baixa
IS02040,P00548,2026-05-09,Manutenção,0,Alta
IS02041,P01045,2024-03-12,Logística,0,Baixa
IS02042,P00493,2024-12-04,Produção,1,Média
IS02043,P01223,2025-11-30,Laboratório,1,Alta
IS02044,P00156,2025-02-01,Logística,1,Baixa
IS02045,P00760,2026-05-16,Laboratório,0,Média
IS02046,P01221,2024-12-17,Produção,1,Baixa
IS02047,P00211,2024-08-06,Logística,0,Baixa
IS02048,P01317,2025-10-31,Laboratório,1,Média
IS02049,P00506,2024-03-26,Logística,0,Alta
IS02050,P01397,2024-08-14,Logística,0,Alta
IS02051,P00737,2024-04-06,Manutenção,1,Baixa
IS02052,P00280,2024-07-02,Manutenção,0,Alta
IS02053,P00632,2025-03-04,Manutenção,0,Baixa
IS02054,P00426,2026-07-19,Produção,0,Média
IS02055,P01395,2025-12-14,Logística,0,Alta
IS02056,P01416,2025-02-22,Manutenção,0,Média
IS02057,P00490,2025-10-04,Produção,0,Média
IS02058,P00316,2025-04-28,Produção,0,Baixa
IS02059,P00555,2024-06-08,Logística,0,Baixa
IS02060,P01073,2026-05-11,Manutenção,0,Média
IS02061,P00903,2025-11-12,Manutenção,0,Média
IS02062,P01056,2025-04-08,Laboratório,0,Baixa
IS02063,P00788,2025-08-05,Laboratório,0,Alta
IS02064,P01172,2025-03-20,Produção,1,Alta
IS02065,P00187,2024-06-19,Laboratório,0,Média
IS02066,P01020,2025-07-13,Manutenção,0,Alta
IS02067,P01401,2025-10-29,Laboratório,0,Baixa
IS02068,P00429,2026-02-01,Laboratório,0,Alta
IS02069,P00973,2026-01-30,Manutenção,0,Alta
IS02070,P01108,2024-12-11,Laboratório,1,Alta
IS02071,P01365,2024-07-30,Manutenção,0,Média
IS02072,P00402,2024-02-02,Logística,1,Média
IS02073,P01382,2024-04-07,Laboratório,0,Média
IS02074,P00282,2026-07-16,Produção,0,Alta
IS02075,P00766,2025-12-16,Manutenção,0,Alta
IS02076,P00509,2024-12-05,Logística,0,Baixa
IS02077,P00578,2026-01-08,Logística,0,Média
IS02078,P00727,2025-09-25,Laboratório,0,Média
IS02079,P01071,2025-12-04,Manutenção,0,Média
IS02080,P00354,2026-01-19,Logística,0,Média
IS02081,P00968,2026-07-22,Logística,1,Baixa
IS02082,P00610,2025-12-22,Manutenção,0,Baixa
IS02083,P00529,2024-10-22,Logística,0,Baixa
IS02084,P01343,2026-05-10,Produção,0,Baixa
IS02085,P01401,2026-05-21,Laboratório,0,Baixa
IS02086,P00108,2024-02-07,Laboratório,1,Alta
IS02087,P01154,2024-04-28,Manutenção,0,Baixa
IS02088,P00705,2024-01-13,Laboratório,0,Baixa
IS02089,P01388,2025-10-17,Logística,0,Alta
IS02090,P01327,2025-05-21,Laboratório,1,Baixa
IS02091,P01271,2024-02-20,Laboratório,0,Alta
IS02092,P00191,2025-12-09,Produção,0,Alta
IS02093,P00391,2024-08-23,Produção,0,Baixa
IS02094,P01411,2026-07-08,Logística,0,Alta
IS02095,P00124,2026-03-25,Manutenção,0,Média
IS02096,P00624,2024-02-09,Produção,0,Baixa
IS02097,P01090,2025-06-20,Manutenção,0,Alta
IS02098,P00396,2024-02-22,Manutenção,0,Média
IS02099,P00403,2024-08-08,Logística,0,Baixa
IS02100,P00997,2025-09-03,Manutenção,1,Alta
IS02101,P00382,2024-11-11,Logística,0,Média
IS02102,P01146,2025-04-27,Manutenção,0,Alta
IS02103,P00483,2025-05-21,Produção,0,Média
IS02104,P00376,2024-02-27,Produção,0,Alta
IS02105,P01164,2025-03-02,Laboratório,1,Média
IS02106,P00374,2025-02-17,Logística,0,Baixa
IS02107,P00797,2025-04-09,Laboratório,0,Alta
IS02108,P00386,2025-07-29,Produção,0,Alta
IS02109,P00697,2025-03-08,Logística,1,Média
IS02110,P01292,2026-03-03,Laboratório,0,Média
IS02111,P00805,2024-11-13,Laboratório,0,Alta
IS02112,P00512,2024-08-14,Logística,0,Baixa
IS02113,P00879,2026-06-05,Produção,0,Baixa
IS02114,P00323,2024-01-23,Laboratório,0,Alta
IS02115,P01319,2025-10-29,Manutenção,0,Média
IS02116,P01043,2025-01-07,Produção,0,Média
IS02117,P00779,2024-01-12,Laboratório,0,Média
IS02118,P00459,2024-06-06,Logística,0,Baixa
IS02119,P00732,2025-10-21,Logística,0,Alta
IS02120,P00797,2025-07-13,Manutenção,0,Média
IS02121,P00303,2024-01-04,Manutenção,0,Média
IS02122,P00047,2026-05-25,Laboratório,0,Baixa
IS02123,P01290,2024-07-03,Manutenção,0,Baixa
IS02124,P00402,2024-03-08,Logística,0,Média
IS02125,P00069,2025-10-24,Logística,0,Alta
IS02126,P01202,2026-06-07,Produção,0,Alta
IS02127,P00124,2024-11-24,Laboratório,0,Baixa
IS02128,P01311,2024-01-05,Logística,1,Alta
IS02129,P00228,2026-04-06,Laboratório,0,Alta
IS02130,P00664,2025-07-25,Logística,1,Média
IS02131,P00384,2025-05-17,Produção,1,Média
IS02132,P00377,2025-02-06,Produção,0,Baixa
IS02133,P01174,2024-10-31,Manutenção,0,Baixa
IS02134,P01459,2025-06-08,Laboratório,1,Alta
IS02135,P01280,2025-02-08,Logística,1,Alta
IS02136,P01113,2025-12-16,Laboratório,1,Média
IS02137,P00477,2024-05-22,Laboratório,1,Alta
IS02138,P00979,2025-08-14,Laboratório,0,Alta
IS02139,P00702,2026-02-20,Manutenção,0,Alta
IS02140,P00694,2024-04-29,Laboratório,1,Baixa
IS02141,P00514,2024-06-15,Manutenção,0,Alta
IS02142,P01496,2025-12-20,Manutenção,0,Média
IS02143,P01056,2026-02-19,Manutenção,0,Média
IS02144,P01012,2025-07-08,Manutenção,0,Baixa
IS02145,P00130,2026-04-04,Laboratório,0,Baixa
IS02146,P00915,2024-07-15,Produção,0,Alta
IS02147,P01233,2024-03-02,Produção,1,Alta
IS02148,P00571,2025-11-21,Laboratório,0,Baixa
IS02149,P00260,2026-05-03,Manutenção,0,Alta
IS02150,P01239,2026-05-28,Manutenção,0,Média
IS02151,P00974,2026-03-27,Laboratório,1,Baixa
IS02152,P00647,2024-08-31,Logística,0,Baixa
IS02153,P01063,2024-09-13,Logística,0,Alta
IS02154,P00897,2025-10-29,Laboratório,0,Média
IS02155,P01189,2026-05-09,Manutenção,1,Média
IS02156,P01097,2026-01-17,Manutenção,0,Alta
IS02157,P00598,2024-12-15,Laboratório,1,Baixa
IS02158,P01368,2026-01-25,Logística,1,Baixa
IS02159,P01373,2025-08-03,Produção,0,Média
IS02160,P00138,2024-08-09,Laboratório,0,Alta
IS02161,P00669,2025-08-10,Laboratório,0,Alta
IS02162,P01171,2025-07-31,Laboratório,0,Baixa
IS02163,P01296,2025-01-21,Laboratório,0,Baixa
IS02164,P00578,2026-03-06,Produção,0,Baixa
IS02165,P00413,2025-09-09,Laboratório,0,Média
IS02166,P00881,2025-05-26,Logística,0,Média
IS02167,P01237,2024-02-08,Manutenção,0,Alta
IS02168,P01364,2025-12-27,Manutenção,0,Alta
IS02169,P00652,2026-05-02,Laboratório,1,Média
IS02170,P01177,2025-06-18,Produção,0,Baixa
IS02171,P00176,2025-08-20,Logística,1,Média
IS02172,P00990,2025-06-19,Produção,0,Baixa
IS02173,P00972,2025-02-20,Logística,0,Alta
IS02174,P00284,2024-08-30,Laboratório,0,Baixa
IS02175,P01273,2024-10-25,Produção,0,Baixa
IS02176,P00058,2026-03-20,Laboratório,0,Baixa
IS02177,P00777,2024-09-09,Laboratório,0,Alta
IS02178,P00694,2025-01-24,Manutenção,1,Média
IS02179,P00087,2024-01-14,Laboratório,0,Média
IS02180,P00125,2024-02-24,Logística,1,Média
IS02181,P00242,2024-08-15,Laboratório,1,Média
IS02182,P01260,2024-08-10,Logística,1,Média
IS02183,P00213,2026-04-05,Logística,1,Alta
IS02184,P00416,2025-01-06,Laboratório,1,Alta
IS02185,P00758,2024-07-27,Logística,1,Média
IS02186,P00251,2025-05-04,Manutenção,0,Média
IS02187,P00950,2024-06-24,Produção,0,Baixa
IS02188,P00700,2026-04-27,Produção,0,Alta
IS02189,P01386,2024-04-05,Logística,1,Alta
IS02190,P00410,2025-05-30,Produção,1,Média
IS02191,P00242,2025-12-14,Manutenção,0,Alta
IS02192,P00940,2024-04-28,Logística,0,Média
IS02193,P00087,2025-05-28,Manutenção,0,Alta
IS02194,P00206,2025-03-28,Produção,0,Alta
IS02195,P01307,2025-08-04,Manutenção,0,Baixa
IS02196,P01104,2024-10-12,Laboratório,0,Média
IS02197,P01414,2025-08-01,Produção,0,Alta
IS02198,P00950,2026-03-06,Manutenção,1,Baixa
IS02199,P00029,2025-11-20,Logística,1,Média
IS02200,P00762,2025-08-02,Logística,0,Alta
IS02201,P00274,2025-11-08,Manutenção,0,Média
IS02202,P00100,2024-05-27,Produção,1,Alta
IS02203,P00139,2024-12-07,Produção,0,Alta
IS02204,P00146,2026-03-29,Produção,0,Baixa
IS02205,P01427,2026-02-23,Produção,0,Média
IS02206,P00236,2024-11-02,Produção,0,Média
IS02207,P00978,2026-05-09,Logística,0,Baixa
IS02208,P01297,2025-12-08,Laboratório,0,Alta
IS02209,P00645,2024-12-02,Manutenção,1,Alta
IS02210,P00064,2024-10-29,Produção,0,Alta
IS02211,P00783,2025-05-04,Manutenção,0,Alta
IS02212,P00922,2025-10-06,Logística,0,Média
IS02213,P01289,2024-04-30,Logística,0,Média
IS02214,P01045,2026-07-22,Logística,1,Alta
IS02215,P00646,2024-07-01,Manutenção,1,Média
IS02216,P01310,2024-11-21,Logística,0,Média
IS02217,P00319,2025-02-05,Produção,0,Alta
IS02218,P01211,2025-08-26,Laboratório,0,Média
IS02219,P00568,2025-01-05,Manutenção,1,Alta
IS02220,P00161,2026-03-09,Manutenção,0,Média
IS02221,P00372,2025-06-23,Produção,0,Alta
IS02222,P00353,2025-11-24,Laboratório,1,Alta
IS02223,P01455,2024-03-10,Laboratório,0,Baixa
IS02224,P01223,2025-03-12,Manutenção,0,Média
IS02225,P00043,2025-08-26,Produção,0,Alta
IS02226,P01201,2025-12-12,Produção,0,Baixa
IS02227,P01252,2025-09-17,Produção,1,Alta
IS02228,P01255,2024-01-29,Logística,0,Alta
IS02229,P01042,2025-04-26,Manutenção,0,Média
IS02230,P00618,2026-06-24,Laboratório,1,Baixa
IS02231,P00488,2024-03-30,Produção,1,Média
IS02232,P00810,2024-02-20,Laboratório,0,Média
IS02233,P00201,2024-03-03,Manutenção,0,Baixa
IS02234,P01204,2026-02-06,Logística,0,Alta
IS02235,P00963,2025-06-25,Laboratório,0,Média
IS02236,P00410,2024-01-07,Manutenção,0,Alta
IS02237,P00699,2025-05-24,Manutenção,1,Alta
IS02238,P00634,2026-05-01,Manutenção,1,Alta
IS02239,P00955,2024-08-15,Manutenção,1,Baixa
IS02240,P00897,2025-11-02,Laboratório,0,Alta
