reserva_id;viagem_id;veiculo_id;km_previsto;km_real
RV00756;VG02715;VE032;874;1074
RV00757;VG00627;VE054;628;1139
RV00758;VG02418;VE002;1040;1035
RV00759;VG03536;VE017;231;936
RV00760;VG03676;VE061;1057;1185
RV00761;VG01096;VE059;802;268
RV00762;VG03179;VE061;565;650
RV00763;VG01925;VE013;729;541
RV00764;VG02733;VE047;116;1166
RV00765;VG01422;VE048;215;337
RV00766;VG01765;VE011;175;845
RV00767;VG03699;VE062;637;421
RV00768;VG02513;VE047;808;528
RV00769;VG03365;VE027;1078;68
RV00770;VG02607;VE028;775;1136
RV00771;VG00428;VE012;617;412
RV00772;VG02526;VE026;1137;597
RV00773;VG00261;VE070;532;217
RV00774;VG03015;VE050;1107;986
RV00775;VG01244;VE055;878;561
RV00776;VG00017;VE043;1127;631
RV00777;VG00684;VE046;309;492
RV00778;VG04043;VE030;828;377
RV00779;VG00174;VE032;101;1270
RV00780;VG01907;VE058;139;653
RV00781;VG00667;VE010;648;463
RV00782;VG04080;VE007;770;922
RV00783;VG01058;VE069;859;1217
RV00784;VG04111;VE027;297;249
RV00785;VG00552;VE032;613;1202
RV00786;VG01303;VE058;316;114
RV00787;VG00893;VE069;1190;471
RV00788;VG02383;VE030;189;752
RV00789;VG00607;VE001;136;94
RV00790;VG02593;VE002;419;211
RV00791;VG02391;VE037;794;548
RV00792;VG00228;VE020;774;655
RV00793;VG01557;VE045;394;1274
RV00794;VG02506;VE054;519;577
RV00795;VG01021;VE002;392;1227
RV00796;VG00294;VE004;552;823
RV00797;VG01266;VE023;990;209
RV00798;VG03435;VE007;393;1282
RV00799;VG01856;VE043;660;41
RV00800;VG02799;VE050;1026;1042
RV00801;VG04105;VE015;995;502
RV00802;VG00778;VE068;560;595
RV00803;VG03370;VE058;746;1169
RV00804;VG00928;VE047;45;81
RV00805;VG02897;VE056;131;1079
RV00806;VG00226;VE022;1183;62
RV00807;VG01713;VE045;524;306
RV00808;VG03030;VE054;1073;281
RV00809;VG01783;VE005;880;698
RV00810;VG01373;VE027;1041;378
RV00811;VG03463;VE012;653;465
RV00812;VG04054;VE014;507;181
RV00813;VG01571;VE048;617;214
RV00814;VG03001;VE009;208;140
RV00815;VG01057;VE041;627;927
RV00816;VG02154;VE064;900;679
RV00817;VG01110;VE001;310;1278
RV00818;VG00933;VE010;899;1272
RV00819;VG01462;VE046;327;536
RV00820;VG02681;VE007;1008;1103
RV00821;VG03248;VE023;784;423
RV00822;VG02701;VE027;731;1112
RV00823;VG04167;VE043;186;913
RV00824;VG01504;VE026;23;1258
RV00825;VG00842;VE017;809;708
RV00826;VG02835;VE070;624;843
RV00827;VG01901;VE036;181;900
RV00828;VG01633;VE041;385;287
RV00829;VG00822;VE025;668;378
RV00830;VG03122;VE051;486;183
RV00831;VG01881;VE060;361;696
RV00832;VG02775;VE052;1056;1038
RV00833;VG02219;VE069;134;685
RV00834;VG03068;VE039;1135;1221
RV00835;VG00429;VE026;422;533
RV00836;VG03044;VE039;976;1056
RV00837;VG01215;VE054;733;534
RV00838;VG03003;VE060;978;462
RV00839;VG03891;VE009;707;1287
RV00840;VG04168;VE069;605;272
RV00841;VG01421;VE006;515;622
RV00842;VG02182;VE022;233;1150
RV00843;VG02692;VE042;493;353
RV00844;VG00194;VE048;259;372
RV00845;VG03813;VE038;970;1008
RV00846;VG02080;VE036;594;1214
RV00847;VG02691;VE026;1101;366
RV00848;VG00681;VE022;137;861
RV00849;VG01293;VE031;1172;690
RV00850;VG00199;VE017;1091;398
RV00851;VG03575;VE011;862;1177
RV00852;VG03834;VE010;976;1204
RV00853;VG03910;VE023;1041;1194
RV00854;VG01641;VE012;965;914
RV00855;VG03345;VE031;1097;442
RV00856;VG01698;VE004;542;150
RV00857;VG03290;VE041;581;358
RV00858;VG00204;VE017;312;959
RV00859;VG02594;VE003;933;1019
RV00860;VG03372;VE065;478;1211
RV00861;VG00314;VE031;617;560
RV00862;VG03685;VE042;57;1251
RV00863;VG01192;VE007;739;783
RV00864;VG00164;VE059;163;79
RV00865;VG01850;VE015;25;578
RV00866;VG02041;VE002;454;966
RV00867;VG01409;VE068;1193;551
RV00868;VG03060;VE036;770;321
RV00869;VG03568;VE058;962;278
RV00870;VG00073;VE026;804;222
RV00871;VG00339;VE030;146;649
RV00872;VG02669;VE010;593;561
RV00873;VG00388;VE054;397;199
RV00874;VG01829;VE034;1012;1018
RV00875;VG02619;VE043;908;990
RV00876;VG02557;VE054;409;245
RV00877;VG00192;VE021;116;775
RV00878;VG00217;VE066;892;731
RV00879;VG01835;VE013;281;1062
RV00880;VG03746;VE044;403;254
RV00881;VG00382;VE019;282;837
RV00882;VG01260;VE028;216;191
RV00883;VG04059;VE034;1079;859
RV00884;VG01729;VE023;337;656
RV00885;VG04086;VE007;832;965
RV00886;VG02936;VE042;212;973
RV00887;VG02907;VE052;248;888
RV00888;VG00513;VE014;423;888
RV00889;VG01594;VE027;1052;1286
RV00890;VG02927;VE036;431;281
RV00891;VG02438;VE055;728;884
RV00892;VG02300;VE048;84;811
RV00893;VG01796;VE065;1171;136
RV00894;VG01937;VE032;223;1078
RV00895;VG02246;VE023;617;574
RV00896;VG01619;VE068;784;1064
RV00897;VG00117;VE059;215;262
RV00898;VG02196;VE003;337;265
RV00899;VG00272;VE033;112;239
RV00900;VG03664;VE068;81;149
RV00901;VG03846;VE031;398;507
RV00902;VG02525;VE004;1101;290
RV00903;VG02537;VE024;750;204
RV00904;VG04190;VE018;845;549
RV00905;VG03758;VE019;809;595
RV00906;VG02592;VE054;619;653
RV00907;VG02043;VE065;1042;265
RV00908;VG03721;VE006;952;620
RV00909;VG03880;VE016;142;616
RV00910;VG01581;VE013;374;284
RV00911;VG02858;VE011;393;810
RV00912;VG03720;VE014;305;1290
RV00913;VG03383;VE006;727;815
RV00914;VG00132;VE023;263;627
RV00915;VG01198;VE039;239;792
RV00916;VG02726;VE046;453;1198
RV00917;VG03336;VE010;199;1099
RV00918;VG00091;VE017;456;342
RV00919;VG03950;VE050;565;581
RV00920;VG02180;VE039;822;1248
RV00921;VG00246;VE055;1033;754
RV00922;VG04071;VE008;563;319
RV00923;VG03825;VE070;961;1003
RV00924;VG02804;VE031;518;231
RV00925;VG02371;VE041;439;135
RV00926;VG01570;VE063;706;76
RV00927;VG03485;VE002;650;713
RV00928;VG01887;VE037;750;286
RV00929;VG00383;VE067;674;614
RV00930;VG02465;VE052;856;1212
RV00931;VG03746;VE055;403;918
RV00932;VG02979;VE009;939;560
RV00933;VG00891;VE021;225;270
RV00934;VG02161;VE044;46;1036
RV00935;VG01287;VE054;828;941
RV00936;VG00006;VE040;178;26
RV00937;VG02812;VE063;74;1025
RV00938;VG00564;VE024;595;920
RV00939;VG01788;VE019;178;1237
RV00940;VG00695;VE051;454;346
RV00941;VG00458;VE037;469;1219
RV00942;VG03313;VE019;196;1211
RV00943;VG01059;VE022;539;292
RV00944;VG03920;VE042;1120;1137
RV00945;VG02265;VE021;663;1000
RV00946;VG01422;VE002;525;244
RV00947;VG02048;VE008;612;81
RV00948;VG01130;VE064;1092;664
RV00949;VG01958;VE003;185;925
RV00950;VG01948;VE004;130;629
RV00951;VG03537;VE019;1015;492
RV00952;VG01513;VE006;1088;941
RV00953;VG02982;VE008;30;815
RV00954;VG00821;VE007;649;1266
RV00955;VG00273;VE046;141;393
RV00956;VG01991;VE002;104;505
RV00957;VG03527;VE047;1152;341
RV00958;VG01973;VE043;1118;279
RV00959;VG03820;VE019;654;198
RV00960;VG00670;VE049;1173;134
RV00961;VG03762;VE045;32;298
RV00962;VG03798;VE042;393;1252
RV00963;VG04019;VE052;766;34
RV00964;VG02336;VE033;970;587
RV00965;VG00240;VE040;715;308
RV00966;VG00689;VE070;463;241
RV00967;VG03181;VE001;1071;1092
RV00968;VG03538;VE032;1068;1100
RV00969;VG01489;VE020;60;361
RV00970;VG01194;VE043;945;137
RV00971;VG01201;VE053;689;759
RV00972;VG00352;VE059;489;542
RV00973;VG00445;VE061;991;877
RV00974;VG02724;VE068;837;795
RV00975;VG00182;VE065;399;997
RV00976;VG03964;VE041;775;422
RV00977;VG03320;VE050;810;204
RV00978;VG03296;VE054;871;613
RV00979;VG01940;VE066;1028;738
RV00980;VG01119;VE021;846;889
RV00981;VG03036;VE064;36;691
RV00982;VG01171;VE008;556;853
RV00983;VG03147;VE034;288;824
RV00984;VG03719;VE058;1048;707
RV00985;VG01963;VE054;721;1161
RV00986;VG03618;VE055;415;313
RV00987;VG02432;VE027;1139;76
RV00988;VG03358;VE068;354;613
RV00989;VG00193;VE003;796;868
RV00990;VG03033;VE033;785;685
RV00991;VG02072;VE070;26;926
RV00992;VG02867;VE005;1187;858
RV00993;VG03422;VE019;252;974
RV00994;VG03950;VE007;845;1144
RV00995;VG03293;VE040;566;210
RV00996;VG00332;VE013;951;340
RV00997;VG04089;VE016;258;1114
RV00998;VG03317;VE024;327;149
RV00999;VG01401;VE051;167;420
RV01000;VG02579;VE067;684;1258
RV01001;VG01286;VE042;592;69
RV01002;VG01048;VE011;381;516
RV01003;VG00116;VE036;162;731
RV01004;VG03971;VE066;953;914
RV01005;VG02992;VE017;254;1229
RV01006;VG03182;VE021;420;157
RV01007;VG02917;VE050;302;778
RV01008;VG00494;VE070;899;186
RV01009;VG01661;VE060;61;1139
RV01010;VG01995;VE047;699;940
RV01011;VG02205;VE023;1146;594
RV01012;VG03560;VE041;164;485
RV01013;VG01236;VE020;542;47
RV01014;VG02700;VE030;697;833
RV01015;VG00313;VE065;492;83
RV01016;VG01628;VE024;548;232
RV01017;VG03986;VE050;695;48
RV01018;VG03698;VE024;826;112
RV01019;VG00446;VE005;219;65
RV01020;VG04009;VE056;206;39
RV01021;VG00331;VE042;379;549
RV01022;VG01743;VE017;419;499
RV01023;VG00381;VE032;573;402
RV01024;VG03750;VE034;162;906
RV01025;VG03812;VE018;1182;682
RV01026;VG02574;VE069;30;71
RV01027;VG01415;VE031;619;93
RV01028;VG00388;VE070;547;238
RV01029;VG01039;VE031;184;182
RV01030;VG00874;VE036;582;610
RV01031;VG01337;VE046;1120;384
RV01032;VG00458;VE032;907;613
RV01033;VG01385;VE012;421;1084
RV01034;VG00490;VE068;1171;227
RV01035;VG04057;VE065;1102;804
RV01036;VG00079;VE005;808;850
RV01037;VG00411;VE040;757;1196
RV01038;VG02690;VE064;1037;177
RV01039;VG01740;VE046;398;1013
RV01040;VG00662;VE043;142;337
RV01041;VG01537;VE024;311;262
RV01042;VG03692;VE020;1066;1091
RV01043;VG01808;VE066;909;549
RV01044;VG00529;VE002;497;662
RV01045;VG03316;VE043;791;1030
RV01046;VG02217;VE053;1146;977
RV01047;VG03631;VE051;146;1133
RV01048;VG01140;VE022;212;442
RV01049;VG03423;VE028;962;1098
RV01050;VG03122;VE070;1062;140
RV01051;VG01582;VE008;45;1003
RV01052;VG02796;VE019;685;275
RV01053;VG00071;VE013;157;475
RV01054;VG02338;VE030;745;1112
RV01055;VG03173;VE038;428;41
RV01056;VG00250;VE033;355;1184
RV01057;VG03972;VE065;261;292
RV01058;VG00107;VE064;804;1239
RV01059;VG01494;VE056;370;1173
RV01060;VG01164;VE016;195;37
RV01061;VG04070;VE014;1037;342
RV01062;VG03213;VE042;414;652
RV01063;VG02691;VE033;783;352
RV01064;VG01370;VE029;827;611
RV01065;VG03859;VE001;755;659
RV01066;VG03137;VE033;309;636
RV01067;VG02557;VE002;29;625
RV01068;VG03545;VE022;103;485
RV01069;VG01236;VE029;454;390
RV01070;VG02156;VE061;616;492
RV01071;VG02569;VE037;95;89
RV01072;VG02467;VE059;729;725
RV01073;VG01316;VE014;1019;520
RV01074;VG01566;VE012;1098;1070
RV01075;VG02976;VE056;1009;58
RV01076;VG04019;VE044;1180;1022
RV01077;VG03443;VE003;76;300
RV01078;VG01842;VE003;215;1073
RV01079;VG02697;VE043;45;1288
RV01080;VG01787;VE043;838;590
RV01081;VG00985;VE059;560;903
RV01082;VG01173;VE043;1087;101
RV01083;VG02055;VE051;765;1187
RV01084;VG01931;VE005;125;586
RV01085;VG01837;VE063;315;1027
RV01086;VG00195;VE068;719;643
RV01087;VG02844;VE046;584;949
RV01088;VG02664;VE003;731;369
RV01089;VG00418;VE047;732;426
RV01090;VG02581;VE050;533;847
RV01091;VG00733;VE046;355;151
RV01092;VG03527;VE067;1134;1065
RV01093;VG00379;VE041;760;843
RV01094;VG00568;VE013;421;1218
RV01095;VG03309;VE065;1167;1001
RV01096;VG03736;VE055;1139;1172
RV01097;VG01144;VE041;639;1027
RV01098;VG01401;VE039;121;500
RV01099;VG00863;VE025;269;466
RV01100;VG04061;VE059;671;1180
RV01101;VG03625;VE035;40;871
RV01102;VG00278;VE002;859;38
RV01103;VG01366;VE037;908;261
RV01104;VG03455;VE048;84;705
RV01105;VG03582;VE027;242;358
RV01106;VG03803;VE040;285;35
RV01107;VG03166;VE026;1136;248
RV01108;VG03010;VE028;464;27
RV01109;VG03324;VE028;461;90
RV01110;VG02054;VE062;461;233
RV01111;VG02560;VE004;894;1109
RV01112;VG03720;VE033;1017;185
RV01113;VG02165;VE061;1029;139
RV01114;VG03721;VE031;771;1169
RV01115;VG02881;VE057;726;866
RV01116;VG00566;VE068;566;1292
RV01117;VG01117;VE053;757;451
RV01118;VG00257;VE047;937;1224
RV01119;VG01184;VE015;695;471
RV01120;VG01432;VE070;674;578
RV01121;VG01982;VE046;939;105
RV01122;VG03388;VE019;156;1019
RV01123;VG01847;VE013;114;980
RV01124;VG01591;VE038;443;881
RV01125;VG00565;VE007;488;171
RV01126;VG01917;VE021;449;179
RV01127;VG01410;VE028;453;876
RV01128;VG03961;VE007;772;1277
RV01129;VG04009;VE037;805;804
RV01130;VG02617;VE026;127;194
RV01131;VG01605;VE013;1164;493
RV01132;VG00518;VE063;1118;1277
RV01133;VG00043;VE043;730;896
RV01134;VG02982;VE032;925;286
RV01135;VG01574;VE011;694;984
RV01136;VG03405;VE002;502;1227
RV01137;VG02468;VE030;406;89
RV01138;VG03425;VE030;171;856
RV01139;VG03480;VE023;303;1016
RV01140;VG01922;VE016;541;775
RV01141;VG00588;VE034;546;116
RV01142;VG01515;VE004;856;460
RV01143;VG00620;VE013;367;306
RV01144;VG01253;VE043;287;1006
RV01145;VG01046;VE062;131;347
RV01146;VG03517;VE067;784;453
RV01147;VG02063;VE055;396;914
RV01148;VG02797;VE009;284;509
RV01149;VG00006;VE060;170;1165
RV01150;VG02299;VE010;758;763
RV01151;VG00589;VE038;976;1213
RV01152;VG02545;VE019;1027;1010
RV01153;VG03525;VE027;531;1118
RV01154;VG02844;VE042;696;419
RV01155;VG00575;VE070;152;601
RV01156;VG03725;VE008;629;960
RV01157;VG00723;VE060;531;638
RV01158;VG00942;VE009;944;1080
RV01159;VG01563;VE020;801;549
RV01160;VG00934;VE052;530;87
RV01161;VG03508;VE045;651;1063
RV01162;VG00667;VE003;56;934
RV01163;VG01500;VE044;956;1238
RV01164;VG03157;VE048;464;98
RV01165;VG03178;VE015;1057;1122
RV01166;VG01321;VE049;394;451
RV01167;VG03498;VE051;105;934
RV01168;VG00001;VE048;370;178
RV01169;VG01622;VE064;69;1219
RV01170;VG01938;VE020;735;794
RV01171;VG00409;VE023;990;154
RV01172;VG02962;VE057;180;1043
RV01173;VG00078;VE053;1170;437
RV01174;VG00150;VE048;715;941
RV01175;VG03791;VE019;296;437
RV01176;VG03229;VE034;520;110
RV01177;VG00405;VE030;575;1269
RV01178;VG00963;VE069;313;461
RV01179;VG01146;VE047;1177;478
RV01180;VG01559;VE005;1158;280
RV01181;VG02077;VE026;847;452
RV01182;VG01591;VE021;483;612
RV01183;VG01765;VE058;70;786
RV01184;VG01646;VE036;147;575
RV01185;VG02086;VE053;169;1292
RV01186;VG01236;VE063;462;187
RV01187;VG02286;VE064;631;262
RV01188;VG01309;VE010;329;782
RV01189;VG01598;VE005;782;1116
RV01190;VG02357;VE068;838;1096
RV01191;VG01342;VE040;497;1289
RV01192;VG00276;VE066;928;62
RV01193;VG01497;VE011;352;809
RV01194;VG02895;VE024;1085;777
RV01195;VG01999;VE043;341;1228
RV01196;VG01000;VE038;241;1249
RV01197;VG02517;VE006;115;416
RV01198;VG00179;VE040;897;569
RV01199;VG02527;VE041;717;875
RV01200;VG02309;VE047;742;538
RV01201;VG00129;VE058;824;697
RV01202;VG03706;VE041;969;812
RV01203;VG00403;VE039;1145;472
RV01204;VG01346;VE023;168;848
RV01205;VG01688;VE015;607;1081
RV01206;VG02068;VE049;225;1274
RV01207;VG03467;VE048;411;752
RV01208;VG04107;VE035;645;438
RV01209;VG00089;VE010;989;1152
RV01210;VG02526;VE010;714;550
RV01211;VG02494;VE052;798;373
RV01212;VG00942;VE059;211;271
RV01213;VG01048;VE060;965;616
RV01214;VG00515;VE011;199;950
RV01215;VG00510;VE012;898;708
RV01216;VG01849;VE001;433;1206
RV01217;VG01031;VE014;1115;582
RV01218;VG01381;VE038;356;200
RV01219;VG03359;VE031;659;960
RV01220;VG00322;VE009;430;822
RV01221;VG00144;VE050;22;490
RV01222;VG02272;VE050;98;1215
RV01223;VG03058;VE068;359;904
RV01224;VG04042;VE025;861;645
RV01225;VG03521;VE017;321;304
RV01226;VG01791;VE052;498;714
RV01227;VG03064;VE025;125;1033
RV01228;VG02673;VE067;829;471
RV01229;VG02365;VE038;1185;682
RV01230;VG01608;VE057;37;694
RV01231;VG01012;VE027;1010;638
RV01232;VG03588;VE026;489;583
RV01233;VG00672;VE056;490;178
RV01234;VG01312;VE044;325;47
RV01235;VG00855;VE014;217;606
RV01236;VG02245;VE026;616;652
RV01237;VG01144;VE057;902;319
RV01238;VG00314;VE034;206;252
RV01239;VG04004;VE063;1050;692
RV01240;VG02132;VE047;997;872
RV01241;VG03476;VE010;195;1174
RV01242;VG03432;VE064;66;353
RV01243;VG02656;VE034;1053;1160
RV01244;VG01297;VE062;577;744
RV01245;VG03563;VE047;1010;768
RV01246;VG01605;VE012;623;652
RV01247;VG00786;VE069;626;1298
RV01248;VG01680;VE005;1153;997
RV01249;VG00708;VE027;867;1036
RV01250;VG01307;VE009;329;1255
RV01251;VG01987;VE046;585;556
RV01252;VG03913;VE035;266;372
RV01253;VG00036;VE061;1151;464
RV01254;VG03286;VE067;953;795
RV01255;VG02413;VE010;663;402
RV01256;VG03101;VE061;81;583
RV01257;VG00420;VE020;625;941
RV01258;VG01681;VE034;151;968
RV01259;VG02106;VE004;722;94
RV01260;VG01225;VE007;251;448
RV01261;VG00769;VE006;220;365
RV01262;VG02747;VE067;446;969
RV01263;VG01127;VE004;1024;159
RV01264;VG00891;VE015;839;277
RV01265;VG02719;VE032;124;598
RV01266;VG01929;VE056;726;914
RV01267;VG01548;VE058;517;794
RV01268;VG02539;VE025;557;174
RV01269;VG02868;VE065;432;412
RV01270;VG02138;VE022;142;566
RV01271;VG03829;VE019;1109;465
RV01272;VG01439;VE034;279;29
RV01273;VG03074;VE035;1178;1053
RV01274;VG02922;VE005;577;172
RV01275;VG00766;VE007;136;1006
RV01276;VG03764;VE015;174;70
RV01277;VG04142;VE036;247;193
RV01278;VG02340;VE063;434;901
RV01279;VG04157;VE055;1131;673
RV01280;VG03501;VE017;353;107
RV01281;VG03492;VE031;416;1225
RV01282;VG02728;VE007;519;1071
RV01283;VG03280;VE062;470;479
RV01284;VG02803;VE018;352;810
RV01285;VG01619;VE020;739;807
RV01286;VG00749;VE053;641;1251
RV01287;VG03819;VE064;982;370
RV01288;VG01416;VE013;650;1151
RV01289;VG01334;VE063;1017;657
RV01290;VG00025;VE054;874;495
RV01291;VG00117;VE041;687;295
RV01292;VG02649;VE019;758;1049
RV01293;VG00081;VE017;256;494
RV01294;VG02925;VE013;700;515
RV01295;VG01024;VE012;429;342
RV01296;VG02977;VE050;599;759
RV01297;VG03033;VE029;887;453
RV01298;VG00011;VE051;977;374
RV01299;VG03517;VE005;547;28
RV01300;VG03933;VE037;136;367
RV01301;VG01033;VE060;785;905
RV01302;VG02467;VE020;625;629
RV01303;VG02764;VE034;434;254
RV01304;VG02821;VE052;141;151
RV01305;VG01297;VE063;68;1256
RV01306;VG02376;VE016;626;944
RV01307;VG02096;VE021;1155;1141
RV01308;VG02359;VE019;1112;664
RV01309;VG04180;VE058;1057;892
RV01310;VG02139;VE059;1190;404
RV01311;VG01259;VE066;306;696
RV01312;VG04107;VE053;791;48
RV01313;VG02771;VE014;303;1180
RV01314;VG04019;VE070;1084;90
RV01315;VG01129;VE067;1088;1028
RV01316;VG03107;VE008;448;1118
RV01317;VG02897;VE008;682;896
RV01318;VG03738;VE024;1060;942
RV01319;VG00288;VE005;364;803
RV01320;VG03706;VE069;765;333
RV01321;VG03368;VE051;1187;568
RV01322;VG03706;VE016;595;1185
RV01323;VG00451;VE001;344;692
RV01324;VG00450;VE016;338;790
RV01325;VG01730;VE041;1157;600
RV01326;VG00485;VE020;1127;135
RV01327;VG00691;VE042;365;827
RV01328;VG00429;VE015;30;224
RV01329;VG00070;VE001;757;1290
RV01330;VG01040;VE063;353;41
RV01331;VG01282;VE047;52;1168
RV01332;VG01707;VE066;403;942
RV01333;VG01442;VE022;878;234
RV01334;VG03335;VE007;252;728
RV01335;VG00784;VE052;525;1154
RV01336;VG01959;VE005;1176;733
RV01337;VG00732;VE006;1166;1271
RV01338;VG00903;VE064;593;191
RV01339;VG01712;VE050;527;1117
RV01340;VG02716;VE042;319;847
RV01341;VG03011;VE004;1161;147
RV01342;VG00915;VE060;817;411
RV01343;VG02656;VE057;875;204
RV01344;VG02118;VE020;932;510
RV01345;VG00716;VE062;854;531
RV01346;VG00504;VE017;125;1218
RV01347;VG02630;VE022;573;160
RV01348;VG02769;VE069;470;503
RV01349;VG00954;VE018;834;608
RV01350;VG00945;VE056;121;474
RV01351;VG00716;VE066;540;536
RV01352;VG02976;VE013;774;434
RV01353;VG02142;VE042;664;662
RV01354;VG03103;VE051;971;694
RV01355;VG01030;VE005;737;860
RV01356;VG00149;VE040;415;1113
RV01357;VG04094;VE002;391;580
RV01358;VG03489;VE069;344;1131
RV01359;VG00209;VE043;304;467
RV01360;VG02170;VE019;369;1287
RV01361;VG01955;VE043;133;502
RV01362;VG03163;VE004;724;302
RV01363;VG02783;VE031;829;522
RV01364;VG00739;VE051;558;182
RV01365;VG03985;VE015;1097;81
RV01366;VG00289;VE021;1152;812
RV01367;VG00618;VE041;974;465
RV01368;VG00218;VE048;882;197
RV01369;VG02634;VE043;120;716
RV01370;VG02732;VE001;1158;237
RV01371;VG01138;VE036;473;637
RV01372;VG01151;VE011;886;83
RV01373;VG01465;VE037;92;575
RV01374;VG00930;VE005;972;711
RV01375;VG03597;VE060;1117;801
RV01376;VG03399;VE033;304;1256
RV01377;VG02090;VE002;28;1216
RV01378;VG03964;VE024;728;466
RV01379;VG00956;VE004;952;602
RV01380;VG01277;VE028;519;731
RV01381;VG00648;VE044;304;824
RV01382;VG00479;VE008;674;243
RV01383;VG02515;VE008;106;971
RV01384;VG02222;VE013;246;294
RV01385;VG04158;VE015;859;865
RV01386;VG01226;VE040;412;1023
RV01387;VG03264;VE005;800;815
RV01388;VG03540;VE062;20;282
RV01389;VG02251;VE014;950;280
RV01390;VG01659;VE020;432;173
RV01391;VG00479;VE020;22;73
RV01392;VG00442;VE021;25;737
RV01393;VG00647;VE052;472;667
RV01394;VG02245;VE006;984;185
RV01395;VG02352;VE045;1090;1008
RV01396;VG03700;VE052;728;389
RV01397;VG02885;VE013;1041;43
RV01398;VG01732;VE061;845;1226
RV01399;VG04134;VE030;816;497
RV01400;VG00450;VE050;64;775
RV01401;VG02616;VE010;491;826
RV01402;VG00647;VE021;470;756
RV01403;VG01009;VE008;710;1292
RV01404;VG00050;VE070;833;311
RV01405;VG02488;VE029;1079;210
RV01406;VG04144;VE064;602;157
RV01407;VG02128;VE033;1029;920
RV01408;VG02182;VE070;1038;1055
RV01409;VG01340;VE038;265;303
RV01410;VG03390;VE010;1095;1189
RV01411;VG02993;VE017;946;511
RV01412;VG00962;VE007;1099;418
RV01413;VG01076;VE036;36;1263
RV01414;VG00801;VE059;570;454
RV01415;VG03177;VE016;289;721
RV01416;VG02508;VE069;231;365
RV01417;VG02129;VE021;1045;155
RV01418;VG03967;VE005;366;773
RV01419;VG00557;VE035;762;848
RV01420;VG00464;VE003;331;1182
RV01421;VG03136;VE059;214;862
RV01422;VG01903;VE008;414;1218
RV01423;VG04077;VE043;725;398
RV01424;VG02549;VE028;674;801
RV01425;VG01322;VE041;499;188
RV01426;VG00585;VE035;1127;820
RV01427;VG01730;VE002;636;552
RV01428;VG02519;VE006;692;1018
RV01429;VG03659;VE051;1053;494
RV01430;VG02226;VE064;459;1198
RV01431;VG04166;VE006;624;467
RV01432;VG04004;VE034;613;46
RV01433;VG01088;VE050;286;288
RV01434;VG03854;VE009;350;441
RV01435;VG03449;VE056;89;837
RV01436;VG04114;VE058;1012;888
RV01437;VG01024;VE055;1073;1065
RV01438;VG02167;VE038;88;1130
RV01439;VG01740;VE002;241;958
RV01440;VG01664;VE041;1097;322
RV01441;VG02695;VE005;90;797
RV01442;VG01625;VE035;285;523
RV01443;VG03847;VE030;521;1275
RV01444;VG04035;VE022;188;1274
RV01445;VG03598;VE048;81;335
RV01446;VG02986;VE066;659;1292
RV01447;VG02239;VE058;694;348
RV01448;VG03837;VE064;852;179
RV01449;VG02779;VE050;963;534
RV01450;VG03967;VE022;837;737
RV01451;VG01948;VE044;1012;341
RV01452;VG03526;VE010;1154;1193
RV01453;VG01203;VE053;1081;292
RV01454;VG02132;VE013;1179;1128
RV01455;VG03824;VE066;972;630
RV01456;VG03874;VE017;404;923
RV01457;VG03457;VE067;1099;366
RV01458;VG03746;VE064;114;923
RV01459;VG02389;VE007;845;590
RV01460;VG03786;VE056;496;1077
RV01461;VG03896;VE038;386;968
RV01462;VG03288;VE003;608;970
RV01463;VG03477;VE058;527;734
RV01464;VG01391;VE069;976;345
RV01465;VG03085;VE012;641;990
RV01466;VG03922;VE031;701;1200
RV01467;VG02490;VE053;643;137
RV01468;VG04194;VE007;658;365
RV01469;VG01763;VE064;853;801
RV01470;VG00139;VE062;242;203
RV01471;VG01786;VE045;847;588
RV01472;VG01201;VE006;575;658
RV01473;VG02961;VE046;295;921
RV01474;VG02193;VE036;175;834
RV01475;VG00401;VE040;916;561
RV01476;VG03094;VE034;1044;264
RV01477;VG01321;VE066;858;224
RV01478;VG03253;VE024;108;1220
RV01479;VG04084;VE011;354;318
RV01480;VG01755;VE007;155;575
RV01481;VG00683;VE009;463;1047
RV01482;VG01524;VE005;410;498
RV01483;VG01148;VE025;57;391
RV01484;VG03949;VE030;268;236
RV01485;VG03793;VE016;969;778
RV01486;VG00548;VE019;1060;253
RV01487;VG03260;VE046;479;1094
RV01488;VG03874;VE017;583;599
RV01489;VG00779;VE038;555;651
RV01490;VG03865;VE023;219;1173
RV01491;VG03503;VE043;1009;191
RV01492;VG01940;VE031;1048;938
RV01493;VG03668;VE036;1146;222
RV01494;VG00386;VE054;841;340
RV01495;VG01849;VE037;1119;821
RV01496;VG02704;VE046;449;994
RV01497;VG03332;VE069;25;920
RV01498;VG03618;VE027;691;802
RV01499;VG03125;VE062;327;859
RV01500;VG02399;VE012;208;938
RV01501;VG01761;VE060;1146;591
RV01502;VG02687;VE018;856;1160
RV01503;VG01703;VE042;46;1120
RV01504;VG03968;VE025;183;377
RV01505;VG02782;VE061;935;542
RV01506;VG00967;VE020;430;1036
RV01507;VG01923;VE024;345;981
RV01508;VG00026;VE038;656;311
RV01509;VG00938;VE047;706;848
RV01510;VG02364;VE015;69;125
RV01511;VG01510;VE042;309;1018
RV01512;VG03886;VE014;456;317
RV01513;VG03449;VE036;1112;1074
RV01514;VG01536;VE014;451;864
