aprovacao_id;viagem_id;nivel;tempo_aprovacao_h;resultado
AP00547;VG00547;Gestor;25,0;Aprovada
AP00548;VG00548;Diretoria;13,6;Aprovada
AP00549;VG00549;Diretoria;17,0;Aprovada
AP00550;VG00550;Gestor;11,2;Aprovada
AP00551;VG00551;Gestor;28,5;Aprovada
AP00552;VG00552;Gestor;11,5;Aprovada
AP00553;VG00553;Diretoria;3,9;Reprovada
AP00554;VG00554;Gestor;16,7;Aprovada
AP00555;VG00555;Gestor;37,9;Aprovada
AP00556;VG00556;Gestor;16,5;Aprovada
AP00557;VG00557;Diretoria;19,2;Aprovada
AP00558;VG00558;Gestor;5,1;Reprovada
AP00559;VG00559;Gestor;23,5;Aprovada
AP00560;VG00560;Diretoria;19,7;Aprovada
AP00561;VG00561;Gestor;26,7;Reprovada
AP00562;VG00562;Diretoria;6,6;Aprovada
AP00563;VG00563;Diretoria;16,3;Aprovada
AP00564;VG00564;Gestor;25,6;Aprovada
AP00565;VG00565;Diretoria;9,1;Aprovada
AP00566;VG00566;Gestor;27,5;Aprovada
AP00567;VG00567;Diretoria;25,8;Aprovada
AP00568;VG00568;Gestor;19,0;Aprovada
AP00569;VG00569;Diretoria;15,4;Aprovada
AP00570;VG00570;Gestor;40,5;Aprovada
AP00571;VG00571;Diretoria;14,7;Reprovada
AP00572;VG00572;Diretoria;22,4;Aprovada
AP00573;VG00573;Gestor;22,1;Aprovada
AP00574;VG00574;Diretoria;11,0;Aprovada
AP00575;VG00575;Diretoria;27,0;Aprovada
AP00576;VG00576;Gestor;24,7;Aprovada
AP00577;VG00577;Diretoria;13,8;Aprovada
AP00578;VG00578;Gestor;8,9;Aprovada
AP00579;VG00579;Diretoria;10,3;Aprovada
AP00580;VG00580;Diretoria;13,1;Aprovada
AP00581;VG00581;Diretoria;7,1;Aprovada
AP00582;VG00582;Gestor;15,6;Aprovada
AP00583;VG00583;Diretoria;26,8;Aprovada
AP00584;VG00584;Diretoria;30,6;Aprovada
AP00585;VG00585;Gestor;10,8;Aprovada
AP00586;VG00586;Gestor;14,1;Aprovada
AP00587;VG00587;Gestor;31,8;Aprovada
AP00588;VG00588;Gestor;10,2;Reprovada
AP00589;VG00589;Diretoria;22,9;Aprovada
AP00590;VG00590;Diretoria;13,2;Aprovada
AP00591;VG00591;Gestor;30,3;Aprovada
AP00592;VG00592;Diretoria;6,2;Aprovada
AP00593;VG00593;Gestor;21,7;Aprovada
AP00594;VG00594;Diretoria;18,7;Aprovada
AP00595;VG00595;Gestor;27,0;Aprovada
AP00596;VG00596;Gestor;25,4;Aprovada
AP00597;VG00597;Diretoria;23,9;Aprovada
AP00598;VG00598;Gestor;6,2;Aprovada
AP00599;VG00599;Diretoria;19,9;Aprovada
AP00600;VG00600;Gestor;18,1;Aprovada
AP00601;VG00601;Diretoria;15,7;Reprovada
AP00602;VG00602;Gestor;41,2;Aprovada
AP00603;VG00603;Gestor;35,2;Aprovada
AP00604;VG00604;Gestor;11,9;Aprovada
AP00605;VG00605;Gestor;17,6;Aprovada
AP00606;VG00606;Diretoria;34,3;Aprovada
AP00607;VG00607;Diretoria;29,2;Aprovada
AP00608;VG00608;Gestor;9,2;Reprovada
AP00609;VG00609;Gestor;8,5;Aprovada
AP00610;VG00610;Gestor;12,4;Aprovada
AP00611;VG00611;Gestor;6,4;Aprovada
AP00612;VG00612;Diretoria;3,2;Aprovada
AP00613;VG00613;Gestor;6,4;Aprovada
AP00614;VG00614;Gestor;17,5;Aprovada
AP00615;VG00615;Gestor;36,4;Aprovada
AP00616;VG00616;Diretoria;4,1;Aprovada
AP00617;VG00617;Diretoria;63,8;Aprovada
AP00618;VG00618;Diretoria;46,3;Aprovada
AP00619;VG00619;Diretoria;19,3;Aprovada
AP00620;VG00620;Gestor;12,9;Aprovada
AP00621;VG00621;Diretoria;24,6;Aprovada
AP00622;VG00622;Gestor;31,0;Aprovada
AP00623;VG00623;Diretoria;9,4;Aprovada
AP00624;VG00624;Diretoria;2,2;Reprovada
AP00625;VG00625;Gestor;7,3;Aprovada
AP00626;VG00626;Diretoria;11,8;Aprovada
AP00627;VG00627;Gestor;9,7;Reprovada
AP00628;VG00628;Diretoria;15,3;Aprovada
AP00629;VG00629;Gestor;29,2;Aprovada
AP00630;VG00630;Gestor;29,2;Aprovada
AP00631;VG00631;Diretoria;13,4;Aprovada
AP00632;VG00632;Gestor;8,8;Aprovada
AP00633;VG00633;Diretoria;17,5;Aprovada
AP00634;VG00634;Diretoria;25,2;Aprovada
AP00635;VG00635;Gestor;3,9;Aprovada
AP00636;VG00636;Diretoria;18,9;Aprovada
AP00637;VG00637;Diretoria;12,6;Reprovada
AP00638;VG00638;Diretoria;11,7;Aprovada
AP00639;VG00639;Gestor;26,6;Aprovada
AP00640;VG00640;Diretoria;27,7;Aprovada
AP00641;VG00641;Gestor;13,2;Aprovada
AP00642;VG00642;Diretoria;40,2;Aprovada
AP00643;VG00643;Gestor;33,0;Reprovada
AP00644;VG00644;Diretoria;8,9;Aprovada
AP00645;VG00645;Gestor;10,5;Aprovada
AP00646;VG00646;Diretoria;2,3;Aprovada
AP00647;VG00647;Diretoria;4,0;Aprovada
AP00648;VG00648;Diretoria;18,6;Aprovada
AP00649;VG00649;Gestor;16,5;Aprovada
AP00650;VG00650;Gestor;31,8;Aprovada
AP00651;VG00651;Diretoria;8,2;Aprovada
AP00652;VG00652;Gestor;13,3;Aprovada
AP00653;VG00653;Gestor;6,1;Aprovada
AP00654;VG00654;Diretoria;11,9;Aprovada
AP00655;VG00655;Gestor;4,7;Reprovada
AP00656;VG00656;Gestor;5,3;Aprovada
AP00657;VG00657;Diretoria;19,3;Aprovada
AP00658;VG00658;Diretoria;23,2;Aprovada
AP00659;VG00659;Gestor;9,8;Reprovada
AP00660;VG00660;Gestor;40,6;Aprovada
AP00661;VG00661;Gestor;24,1;Aprovada
AP00662;VG00662;Gestor;43,2;Aprovada
AP00663;VG00663;Gestor;31,7;Aprovada
AP00664;VG00664;Gestor;19,8;Aprovada
AP00665;VG00665;Diretoria;11,2;Aprovada
AP00666;VG00666;Diretoria;19,7;Aprovada
AP00667;VG00667;Diretoria;13,3;Aprovada
AP00668;VG00668;Gestor;32,0;Aprovada
AP00669;VG00669;Diretoria;22,2;Reprovada
AP00670;VG00670;Diretoria;6,9;Aprovada
AP00671;VG00671;Diretoria;10,5;Aprovada
AP00672;VG00672;Gestor;9,1;Reprovada
AP00673;VG00673;Gestor;23,7;Reprovada
AP00674;VG00674;Diretoria;6,6;Aprovada
AP00675;VG00675;Diretoria;43,7;Aprovada
AP00676;VG00676;Gestor;3,6;Aprovada
AP00677;VG00677;Gestor;11,6;Aprovada
AP00678;VG00678;Gestor;11,3;Aprovada
AP00679;VG00679;Diretoria;10,7;Aprovada
AP00680;VG00680;Gestor;8,4;Aprovada
AP00681;VG00681;Gestor;36,5;Aprovada
AP00682;VG00682;Gestor;2,8;Aprovada
AP00683;VG00683;Diretoria;26,2;Aprovada
AP00684;VG00684;Diretoria;11,1;Aprovada
AP00685;VG00685;Diretoria;4,5;Aprovada
AP00686;VG00686;Diretoria;2,6;Aprovada
AP00687;VG00687;Gestor;15,7;Aprovada
AP00688;VG00688;Gestor;10,2;Aprovada
AP00689;VG00689;Diretoria;41,6;Aprovada
AP00690;VG00690;Gestor;11,9;Aprovada
AP00691;VG00691;Diretoria;19,6;Aprovada
AP00692;VG00692;Diretoria;18,3;Aprovada
AP00693;VG00693;Gestor;19,4;Aprovada
AP00694;VG00694;Gestor;18,8;Aprovada
AP00695;VG00695;Diretoria;28,6;Aprovada
AP00696;VG00696;Gestor;19,0;Aprovada
AP00697;VG00697;Gestor;6,8;Aprovada
AP00698;VG00698;Gestor;22,6;Aprovada
AP00699;VG00699;Gestor;7,9;Aprovada
AP00700;VG00700;Diretoria;38,5;Aprovada
AP00701;VG00701;Diretoria;10,5;Aprovada
AP00702;VG00702;Diretoria;18,4;Reprovada
AP00703;VG00703;Diretoria;2,0;Reprovada
AP00704;VG00704;Diretoria;4,6;Aprovada
AP00705;VG00705;Gestor;15,5;Aprovada
AP00706;VG00706;Diretoria;7,2;Aprovada
AP00707;VG00707;Gestor;3,1;Aprovada
AP00708;VG00708;Gestor;13,6;Aprovada
AP00709;VG00709;Gestor;21,4;Reprovada
AP00710;VG00710;Gestor;12,5;Aprovada
AP00711;VG00711;Gestor;18,2;Aprovada
AP00712;VG00712;Gestor;5,2;Aprovada
AP00713;VG00713;Gestor;10,4;Aprovada
AP00714;VG00714;Diretoria;10,1;Aprovada
AP00715;VG00715;Gestor;21,0;Aprovada
AP00716;VG00716;Gestor;8,8;Reprovada
AP00717;VG00717;Gestor;30,2;Aprovada
AP00718;VG00718;Diretoria;10,6;Aprovada
AP00719;VG00719;Gestor;25,9;Aprovada
AP00720;VG00720;Diretoria;13,8;Aprovada
AP00721;VG00721;Diretoria;18,0;Aprovada
AP00722;VG00722;Gestor;23,9;Aprovada
AP00723;VG00723;Diretoria;14,4;Aprovada
AP00724;VG00724;Diretoria;13,2;Aprovada
AP00725;VG00725;Gestor;32,2;Aprovada
AP00726;VG00726;Gestor;21,3;Aprovada
AP00727;VG00727;Gestor;47,4;Aprovada
AP00728;VG00728;Diretoria;14,0;Aprovada
AP00729;VG00729;Diretoria;45,8;Aprovada
AP00730;VG00730;Diretoria;7,6;Aprovada
AP00731;VG00731;Diretoria;15,0;Aprovada
AP00732;VG00732;Gestor;0,8;Aprovada
AP00733;VG00733;Gestor;21,0;Aprovada
AP00734;VG00734;Gestor;10,9;Aprovada
AP00735;VG00735;Gestor;47,2;Aprovada
AP00736;VG00736;Gestor;4,9;Aprovada
AP00737;VG00737;Gestor;17,9;Aprovada
AP00738;VG00738;Diretoria;2,6;Aprovada
AP00739;VG00739;Diretoria;20,7;Aprovada
AP00740;VG00740;Diretoria;2,3;Aprovada
AP00741;VG00741;Diretoria;1,8;Aprovada
AP00742;VG00742;Gestor;28,1;Aprovada
AP00743;VG00743;Gestor;20,3;Aprovada
AP00744;VG00744;Diretoria;34,6;Aprovada
AP00745;VG00745;Gestor;9,1;Aprovada
AP00746;VG00746;Gestor;8,5;Aprovada
AP00747;VG00747;Diretoria;8,1;Aprovada
AP00748;VG00748;Gestor;13,1;Aprovada
AP00749;VG00749;Diretoria;9,2;Aprovada
AP00750;VG00750;Gestor;6,9;Aprovada
AP00751;VG00751;Diretoria;21,0;Aprovada
AP00752;VG00752;Gestor;8,2;Aprovada
AP00753;VG00753;Gestor;31,9;Reprovada
AP00754;VG00754;Diretoria;23,0;Aprovada
AP00755;VG00755;Gestor;14,8;Aprovada
AP00756;VG00756;Gestor;16,4;Reprovada
AP00757;VG00757;Gestor;14,6;Aprovada
AP00758;VG00758;Diretoria;14,2;Aprovada
AP00759;VG00759;Diretoria;9,1;Reprovada
AP00760;VG00760;Diretoria;9,6;Aprovada
AP00761;VG00761;Diretoria;55,9;Aprovada
AP00762;VG00762;Diretoria;18,5;Aprovada
AP00763;VG00763;Gestor;28,8;Aprovada
AP00764;VG00764;Gestor;16,1;Aprovada
AP00765;VG00765;Gestor;30,2;Aprovada
AP00766;VG00766;Diretoria;12,7;Aprovada
AP00767;VG00767;Diretoria;26,0;Aprovada
AP00768;VG00768;Gestor;16,3;Aprovada
AP00769;VG00769;Diretoria;22,3;Aprovada
AP00770;VG00770;Gestor;38,7;Aprovada
AP00771;VG00771;Diretoria;39,2;Aprovada
AP00772;VG00772;Gestor;18,4;Reprovada
AP00773;VG00773;Gestor;5,4;Aprovada
AP00774;VG00774;Gestor;13,4;Aprovada
AP00775;VG00775;Gestor;7,4;Aprovada
AP00776;VG00776;Gestor;19,2;Aprovada
AP00777;VG00777;Gestor;32,3;Aprovada
AP00778;VG00778;Gestor;6,0;Aprovada
AP00779;VG00779;Diretoria;3,4;Aprovada
AP00780;VG00780;Gestor;45,7;Aprovada
AP00781;VG00781;Gestor;19,2;Aprovada
AP00782;VG00782;Diretoria;59,0;Aprovada
AP00783;VG00783;Diretoria;10,0;Aprovada
AP00784;VG00784;Diretoria;24,4;Aprovada
AP00785;VG00785;Diretoria;25,5;Aprovada
AP00786;VG00786;Diretoria;14,5;Aprovada
AP00787;VG00787;Diretoria;13,7;Aprovada
AP00788;VG00788;Gestor;17,1;Aprovada
AP00789;VG00789;Gestor;25,5;Aprovada
AP00790;VG00790;Gestor;4,2;Reprovada
AP00791;VG00791;Gestor;6,3;Aprovada
AP00792;VG00792;Diretoria;5,6;Aprovada
AP00793;VG00793;Gestor;17,6;Aprovada
AP00794;VG00794;Gestor;10,0;Aprovada
AP00795;VG00795;Diretoria;24,2;Aprovada
AP00796;VG00796;Gestor;9,9;Aprovada
AP00797;VG00797;Gestor;5,2;Aprovada
AP00798;VG00798;Diretoria;3,4;Aprovada
AP00799;VG00799;Diretoria;17,3;Aprovada
AP00800;VG00800;Diretoria;9,7;Aprovada
AP00801;VG00801;Diretoria;7,4;Reprovada
AP00802;VG00802;Gestor;1,1;Aprovada
AP00803;VG00803;Gestor;56,3;Aprovada
AP00804;VG00804;Gestor;27,5;Aprovada
AP00805;VG00805;Gestor;59,1;Aprovada
AP00806;VG00806;Gestor;9,2;Aprovada
AP00807;VG00807;Gestor;23,8;Aprovada
AP00808;VG00808;Diretoria;17,6;Aprovada
AP00809;VG00809;Gestor;5,1;Aprovada
AP00810;VG00810;Diretoria;14,8;Aprovada
AP00811;VG00811;Gestor;42,7;Aprovada
AP00812;VG00812;Diretoria;13,1;Reprovada
AP00813;VG00813;Diretoria;9,8;Aprovada
AP00814;VG00814;Diretoria;8,0;Aprovada
AP00815;VG00815;Diretoria;4,2;Aprovada
AP00816;VG00816;Diretoria;28,0;Aprovada
AP00817;VG00817;Diretoria;4,6;Aprovada
AP00818;VG00818;Gestor;7,0;Aprovada
AP00819;VG00819;Gestor;13,0;Aprovada
AP00820;VG00820;Gestor;14,5;Aprovada
AP00821;VG00821;Gestor;14,4;Aprovada
AP00822;VG00822;Diretoria;45,5;Aprovada
AP00823;VG00823;Gestor;13,8;Aprovada
AP00824;VG00824;Diretoria;17,2;Aprovada
AP00825;VG00825;Diretoria;7,8;Aprovada
AP00826;VG00826;Diretoria;2,8;Aprovada
AP00827;VG00827;Gestor;28,0;Aprovada
AP00828;VG00828;Diretoria;3,5;Aprovada
AP00829;VG00829;Gestor;27,3;Aprovada
AP00830;VG00830;Gestor;50,4;Aprovada
AP00831;VG00831;Gestor;15,3;Aprovada
AP00832;VG00832;Diretoria;4,5;Aprovada
AP00833;VG00833;Gestor;17,0;Reprovada
AP00834;VG00834;Diretoria;1,0;Aprovada
AP00835;VG00835;Diretoria;32,2;Aprovada
AP00836;VG00836;Diretoria;5,8;Aprovada
AP00837;VG00837;Diretoria;22,7;Aprovada
AP00838;VG00838;Gestor;31,9;Aprovada
AP00839;VG00839;Gestor;24,1;Aprovada
AP00840;VG00840;Gestor;14,9;Aprovada
AP00841;VG00841;Diretoria;18,5;Aprovada
AP00842;VG00842;Gestor;24,2;Aprovada
AP00843;VG00843;Diretoria;17,9;Aprovada
AP00844;VG00844;Diretoria;4,0;Aprovada
AP00845;VG00845;Gestor;18,5;Reprovada
AP00846;VG00846;Diretoria;7,4;Aprovada
AP00847;VG00847;Diretoria;7,8;Reprovada
AP00848;VG00848;Gestor;4,8;Reprovada
AP00849;VG00849;Diretoria;4,7;Aprovada
AP00850;VG00850;Gestor;2,8;Aprovada
AP00851;VG00851;Diretoria;7,5;Reprovada
AP00852;VG00852;Diretoria;17,6;Aprovada
AP00853;VG00853;Diretoria;10,5;Aprovada
AP00854;VG00854;Diretoria;17,7;Aprovada
AP00855;VG00855;Gestor;7,9;Aprovada
AP00856;VG00856;Diretoria;14,6;Aprovada
AP00857;VG00857;Diretoria;74,1;Reprovada
AP00858;VG00858;Gestor;51,3;Aprovada
AP00859;VG00859;Diretoria;27,8;Aprovada
AP00860;VG00860;Gestor;16,1;Aprovada
AP00861;VG00861;Gestor;14,2;Aprovada
AP00862;VG00862;Diretoria;4,2;Aprovada
AP00863;VG00863;Gestor;19,8;Aprovada
AP00864;VG00864;Diretoria;23,4;Aprovada
AP00865;VG00865;Gestor;18,3;Aprovada
AP00866;VG00866;Gestor;20,0;Aprovada
AP00867;VG00867;Gestor;8,2;Aprovada
AP00868;VG00868;Gestor;7,0;Reprovada
AP00869;VG00869;Gestor;15,1;Aprovada
AP00870;VG00870;Diretoria;8,7;Aprovada
AP00871;VG00871;Diretoria;28,4;Reprovada
AP00872;VG00872;Diretoria;8,3;Aprovada
AP00873;VG00873;Diretoria;17,6;Aprovada
AP00874;VG00874;Gestor;26,8;Aprovada
AP00875;VG00875;Diretoria;7,7;Aprovada
AP00876;VG00876;Gestor;33,6;Aprovada
AP00877;VG00877;Diretoria;15,5;Reprovada
AP00878;VG00878;Diretoria;3,5;Aprovada
AP00879;VG00879;Diretoria;10,0;Aprovada
AP00880;VG00880;Gestor;22,7;Aprovada
AP00881;VG00881;Diretoria;9,5;Aprovada
AP00882;VG00882;Gestor;19,0;Aprovada
AP00883;VG00883;Diretoria;5,4;Aprovada
AP00884;VG00884;Gestor;20,5;Aprovada
AP00885;VG00885;Diretoria;5,7;Aprovada
AP00886;VG00886;Gestor;16,7;Aprovada
AP00887;VG00887;Diretoria;16,7;Reprovada
AP00888;VG00888;Gestor;2,6;Aprovada
AP00889;VG00889;Diretoria;8,0;Aprovada
AP00890;VG00890;Diretoria;15,1;Aprovada
AP00891;VG00891;Gestor;8,9;Aprovada
AP00892;VG00892;Diretoria;33,9;Aprovada
AP00893;VG00893;Diretoria;23,2;Aprovada
AP00894;VG00894;Gestor;17,8;Aprovada
AP00895;VG00895;Diretoria;12,9;Aprovada
AP00896;VG00896;Gestor;7,4;Aprovada
AP00897;VG00897;Diretoria;3,6;Aprovada
AP00898;VG00898;Gestor;18,0;Aprovada
AP00899;VG00899;Gestor;11,8;Aprovada
AP00900;VG00900;Gestor;31,0;Aprovada
AP00901;VG00901;Gestor;6,2;Aprovada
AP00902;VG00902;Diretoria;6,0;Aprovada
AP00903;VG00903;Gestor;4,7;Aprovada
AP00904;VG00904;Diretoria;4,6;Aprovada
AP00905;VG00905;Diretoria;6,9;Aprovada
AP00906;VG00906;Diretoria;38,1;Aprovada
AP00907;VG00907;Diretoria;21,5;Aprovada
AP00908;VG00908;Diretoria;12,9;Aprovada
AP00909;VG00909;Diretoria;18,2;Aprovada
AP00910;VG00910;Diretoria;17,0;Aprovada
AP00911;VG00911;Gestor;6,0;Reprovada
AP00912;VG00912;Diretoria;15,7;Reprovada
AP00913;VG00913;Diretoria;21,0;Aprovada
AP00914;VG00914;Gestor;10,9;Aprovada
AP00915;VG00915;Diretoria;11,3;Aprovada
AP00916;VG00916;Diretoria;46,0;Aprovada
AP00917;VG00917;Diretoria;14,9;Aprovada
AP00918;VG00918;Diretoria;33,5;Aprovada
AP00919;VG00919;Diretoria;17,5;Aprovada
AP00920;VG00920;Gestor;42,4;Aprovada
AP00921;VG00921;Diretoria;37,9;Aprovada
AP00922;VG00922;Gestor;8,5;Aprovada
AP00923;VG00923;Diretoria;11,2;Reprovada
AP00924;VG00924;Diretoria;31,4;Aprovada
AP00925;VG00925;Gestor;14,1;Aprovada
AP00926;VG00926;Diretoria;7,1;Aprovada
AP00927;VG00927;Gestor;26,5;Aprovada
AP00928;VG00928;Diretoria;52,3;Aprovada
AP00929;VG00929;Gestor;14,0;Aprovada
AP00930;VG00930;Diretoria;41,9;Reprovada
AP00931;VG00931;Diretoria;6,7;Aprovada
AP00932;VG00932;Diretoria;11,4;Aprovada
AP00933;VG00933;Diretoria;7,2;Aprovada
AP00934;VG00934;Gestor;28,0;Aprovada
AP00935;VG00935;Diretoria;6,9;Aprovada
AP00936;VG00936;Gestor;5,3;Aprovada
AP00937;VG00937;Gestor;18,6;Aprovada
AP00938;VG00938;Diretoria;3,5;Reprovada
AP00939;VG00939;Gestor;15,8;Aprovada
AP00940;VG00940;Gestor;32,8;Aprovada
AP00941;VG00941;Diretoria;15,0;Aprovada
AP00942;VG00942;Diretoria;22,0;Aprovada
AP00943;VG00943;Diretoria;20,9;Aprovada
AP00944;VG00944;Gestor;20,0;Aprovada
AP00945;VG00945;Diretoria;16,9;Aprovada
AP00946;VG00946;Diretoria;34,7;Aprovada
AP00947;VG00947;Diretoria;16,5;Aprovada
AP00948;VG00948;Gestor;10,3;Aprovada
AP00949;VG00949;Diretoria;12,8;Aprovada
AP00950;VG00950;Gestor;9,1;Aprovada
AP00951;VG00951;Gestor;16,8;Aprovada
AP00952;VG00952;Diretoria;14,2;Aprovada
AP00953;VG00953;Gestor;33,7;Aprovada
AP00954;VG00954;Gestor;10,2;Aprovada
AP00955;VG00955;Diretoria;30,6;Aprovada
AP00956;VG00956;Gestor;28,1;Aprovada
AP00957;VG00957;Gestor;20,0;Aprovada
AP00958;VG00958;Gestor;21,5;Aprovada
AP00959;VG00959;Diretoria;25,6;Aprovada
AP00960;VG00960;Gestor;4,8;Aprovada
AP00961;VG00961;Gestor;12,9;Reprovada
AP00962;VG00962;Diretoria;12,5;Reprovada
AP00963;VG00963;Gestor;31,9;Aprovada
AP00964;VG00964;Diretoria;35,0;Aprovada
AP00965;VG00965;Diretoria;41,3;Aprovada
AP00966;VG00966;Diretoria;6,8;Aprovada
AP00967;VG00967;Gestor;11,8;Aprovada
AP00968;VG00968;Diretoria;23,5;Aprovada
AP00969;VG00969;Diretoria;34,2;Aprovada
AP00970;VG00970;Gestor;7,1;Aprovada
AP00971;VG00971;Gestor;18,4;Aprovada
AP00972;VG00972;Gestor;38,9;Reprovada
AP00973;VG00973;Gestor;10,6;Aprovada
AP00974;VG00974;Diretoria;10,4;Aprovada
AP00975;VG00975;Diretoria;40,4;Reprovada
AP00976;VG00976;Gestor;8,9;Aprovada
AP00977;VG00977;Gestor;8,9;Aprovada
AP00978;VG00978;Diretoria;15,9;Aprovada
AP00979;VG00979;Gestor;24,6;Aprovada
AP00980;VG00980;Gestor;28,3;Aprovada
AP00981;VG00981;Diretoria;31,9;Reprovada
AP00982;VG00982;Gestor;24,2;Aprovada
AP00983;VG00983;Diretoria;27,7;Aprovada
AP00984;VG00984;Gestor;17,3;Aprovada
AP00985;VG00985;Diretoria;29,7;Aprovada
AP00986;VG00986;Diretoria;9,3;Aprovada
AP00987;VG00987;Diretoria;14,9;Aprovada
AP00988;VG00988;Diretoria;15,9;Aprovada
AP00989;VG00989;Gestor;23,3;Aprovada
AP00990;VG00990;Gestor;1,2;Aprovada
AP00991;VG00991;Diretoria;14,4;Aprovada
AP00992;VG00992;Diretoria;54,1;Reprovada
AP00993;VG00993;Diretoria;9,6;Aprovada
AP00994;VG00994;Gestor;10,9;Aprovada
AP00995;VG00995;Diretoria;19,2;Aprovada
AP00996;VG00996;Gestor;11,7;Aprovada
AP00997;VG00997;Diretoria;12,8;Aprovada
AP00998;VG00998;Gestor;3,6;Aprovada
AP00999;VG00999;Diretoria;2,9;Aprovada
AP01000;VG01000;Diretoria;15,3;Aprovada
AP01001;VG01001;Gestor;2,7;Aprovada
AP01002;VG01002;Gestor;21,7;Aprovada
AP01003;VG01003;Gestor;12,9;Aprovada
AP01004;VG01004;Diretoria;12,5;Aprovada
AP01005;VG01005;Diretoria;18,6;Aprovada
AP01006;VG01006;Gestor;24,2;Aprovada
AP01007;VG01007;Diretoria;5,4;Aprovada
AP01008;VG01008;Gestor;17,9;Aprovada
AP01009;VG01009;Gestor;1,9;Aprovada
AP01010;VG01010;Diretoria;31,8;Aprovada
AP01011;VG01011;Diretoria;31,8;Aprovada
AP01012;VG01012;Diretoria;29,7;Aprovada
AP01013;VG01013;Gestor;19,8;Aprovada
AP01014;VG01014;Gestor;17,6;Aprovada
AP01015;VG01015;Diretoria;10,2;Reprovada
AP01016;VG01016;Gestor;30,4;Aprovada
AP01017;VG01017;Gestor;19,2;Aprovada
AP01018;VG01018;Diretoria;14,7;Aprovada
AP01019;VG01019;Gestor;16,8;Aprovada
AP01020;VG01020;Diretoria;9,1;Aprovada
AP01021;VG01021;Gestor;49,6;Aprovada
AP01022;VG01022;Diretoria;22,8;Aprovada
AP01023;VG01023;Diretoria;23,2;Aprovada
AP01024;VG01024;Diretoria;13,7;Reprovada
AP01025;VG01025;Gestor;15,6;Aprovada
AP01026;VG01026;Gestor;18,6;Aprovada
AP01027;VG01027;Gestor;16,4;Aprovada
AP01028;VG01028;Gestor;19,3;Aprovada
AP01029;VG01029;Gestor;8,8;Aprovada
AP01030;VG01030;Diretoria;7,5;Aprovada
AP01031;VG01031;Gestor;8,3;Aprovada
AP01032;VG01032;Gestor;15,0;Aprovada
AP01033;VG01033;Gestor;36,6;Aprovada
AP01034;VG01034;Gestor;39,5;Aprovada
AP01035;VG01035;Diretoria;16,4;Aprovada
AP01036;VG01036;Gestor;41,7;Aprovada
AP01037;VG01037;Diretoria;33,7;Reprovada
AP01038;VG01038;Diretoria;16,0;Aprovada
AP01039;VG01039;Gestor;12,8;Aprovada
AP01040;VG01040;Diretoria;24,0;Aprovada
AP01041;VG01041;Gestor;19,6;Aprovada
AP01042;VG01042;Gestor;12,5;Aprovada
AP01043;VG01043;Diretoria;3,3;Aprovada
AP01044;VG01044;Gestor;19,7;Aprovada
AP01045;VG01045;Gestor;18,4;Aprovada
AP01046;VG01046;Gestor;11,9;Aprovada
AP01047;VG01047;Gestor;35,7;Aprovada
AP01048;VG01048;Diretoria;59,5;Aprovada
AP01049;VG01049;Gestor;23,4;Aprovada
AP01050;VG01050;Diretoria;17,7;Aprovada
AP01051;VG01051;Gestor;19,3;Aprovada
AP01052;VG01052;Diretoria;17,8;Aprovada
AP01053;VG01053;Diretoria;33,1;Aprovada
AP01054;VG01054;Diretoria;12,9;Aprovada
AP01055;VG01055;Diretoria;37,4;Aprovada
AP01056;VG01056;Diretoria;10,2;Aprovada
AP01057;VG01057;Diretoria;15,9;Aprovada
AP01058;VG01058;Diretoria;21,0;Aprovada
AP01059;VG01059;Diretoria;3,4;Aprovada
AP01060;VG01060;Diretoria;15,7;Aprovada
AP01061;VG01061;Diretoria;12,5;Aprovada
AP01062;VG01062;Gestor;7,1;Aprovada
AP01063;VG01063;Gestor;43,6;Aprovada
AP01064;VG01064;Gestor;5,3;Aprovada
AP01065;VG01065;Gestor;26,2;Aprovada
AP01066;VG01066;Diretoria;37,5;Aprovada
AP01067;VG01067;Gestor;14,0;Aprovada
AP01068;VG01068;Diretoria;12,3;Aprovada
AP01069;VG01069;Diretoria;20,9;Aprovada
AP01070;VG01070;Gestor;12,6;Aprovada
AP01071;VG01071;Diretoria;36,0;Aprovada
AP01072;VG01072;Gestor;16,8;Aprovada
AP01073;VG01073;Gestor;44,2;Aprovada
AP01074;VG01074;Diretoria;20,7;Aprovada
AP01075;VG01075;Diretoria;11,6;Aprovada
AP01076;VG01076;Gestor;7,1;Aprovada
AP01077;VG01077;Diretoria;14,1;Aprovada
AP01078;VG01078;Gestor;15,9;Aprovada
AP01079;VG01079;Diretoria;22,0;Aprovada
AP01080;VG01080;Diretoria;22,4;Aprovada
AP01081;VG01081;Gestor;29,3;Aprovada
AP01082;VG01082;Diretoria;25,6;Aprovada
AP01083;VG01083;Gestor;3,0;Aprovada
AP01084;VG01084;Gestor;18,3;Aprovada
AP01085;VG01085;Diretoria;12,1;Aprovada
AP01086;VG01086;Gestor;9,6;Aprovada
AP01087;VG01087;Diretoria;14,6;Aprovada
AP01088;VG01088;Gestor;22,0;Aprovada
AP01089;VG01089;Diretoria;34,9;Aprovada
AP01090;VG01090;Gestor;20,8;Aprovada
AP01091;VG01091;Diretoria;8,4;Aprovada
AP01092;VG01092;Gestor;30,2;Aprovada
AP01093;VG01093;Diretoria;1,8;Aprovada
