lote_id,produto_id,unidade_id,data_inicio,quantidade_planejada,quantidade_produzida,horas_planejadas,horas_reais,refugo_kg,consumo_energia_kwh,consumo_agua_l,rendimento_pct,refugo_pct,produtividade_kg_h
L000988,P004,U02,2025-12-28,1355.72,1185.54,7.5,8.8,24.95,510.1,1823.33,0.8744726049626766,0.021045262074666397,134.72045454545454
L000989,P008,U02,2026-05-25,1463.12,1474.43,8.69,10.33,52.69,691.15,1161.96,1.0077300563180054,0.03573584368196523,142.73281703775413
L000990,P007,U01,2024-10-27,857.4,760.66,4.11,3.83,10.86,403.43,1447.24,0.8871705155120131,0.014277075171561538,198.60574412532637
L000991,P001,U03,2024-10-13,1272.89,1233.03,10.24,12.06,28.91,704.42,2944.74,0.9686854323625764,0.02344630706471051,102.2412935323383
L000992,P008,U01,2024-07-14,528.74,509.51,2.61,2.44,4.46,219.37,608.73,0.9636305178348527,0.008753508272654118,208.8155737704918
L000993,P004,U03,2025-05-18,210.99,212.02,1.29,1.4,4.06,97.38,350.38,1.0048817479501397,0.01914913687387982,151.44285714285715
L000994,P003,U03,2024-03-26,2083.1,2076.56,12.27,11.3,78.58,1064.12,2797.57,0.9968604483702175,0.03784143005740263,183.7663716814159
L000995,P002,U03,2025-07-22,1651.76,1607.56,7.96,9.26,71.03,518.96,1499.46,0.9732406645033177,0.044184975988454556,173.6025917926566
L000996,P004,U02,2025-12-18,1630.02,1665.74,8.28,10.45,62.01,515.88,2185.58,1.0219138415479565,0.03722669804411252,159.40095693779907
L000997,P002,U01,2025-03-03,961.28,954.96,4.67,5.12,4.01,568.9,2544.0,0.993425432756325,0.0041991287593197615,186.515625
L000998,P007,U03,2025-09-21,419.73,364.37,2.08,2.29,6.15,209.1,684.75,0.8681056869892549,0.016878447731701295,159.11353711790392
L000999,P003,U03,2025-11-22,2149.37,1985.88,16.41,15.61,52.4,1028.02,2550.68,0.9239358509702844,0.026386287187544058,127.21844971172327
L001000,P003,U03,2025-04-10,854.91,828.28,6.1,7.59,6.09,395.18,1756.1,0.9688505222771988,0.007352586082001256,109.12779973649539
L001001,P006,U01,2024-02-26,352.48,351.96,2.28,2.47,7.39,89.98,444.59,0.9985247389922831,0.020996704170928516,142.49392712550605
L001002,P007,U02,2025-04-27,838.02,829.89,4.01,4.04,28.8,352.09,895.04,0.9902985608935347,0.034703394425767274,205.41831683168317
L001003,P003,U02,2024-07-21,1106.96,1072.12,7.35,7.9,13.41,311.67,2959.94,0.968526414685264,0.012507928216990637,135.71139240506326
L001004,P008,U03,2026-07-13,1759.34,1772.98,10.88,10.06,17.4,1088.73,3588.93,1.0077529073402527,0.009813985493350177,176.24055666003974
L001005,P007,U01,2025-04-05,634.25,648.88,4.3,4.97,4.61,302.98,999.83,1.0230666141111548,0.007104549377388732,130.55935613682092
L001006,P001,U03,2024-08-30,1417.16,1450.83,7.1,9.23,9.63,422.74,2037.77,1.0237587851759857,0.006637579868075516,157.1863488624052
L001007,P003,U02,2024-12-13,528.18,457.37,3.21,3.41,12.46,265.12,646.12,0.8659358552008786,0.027242713776592258,134.12609970674487
L001008,P001,U01,2025-12-21,738.34,700.34,4.12,5.3,25.39,325.02,1464.38,0.9485331960885229,0.03625381957335009,132.13962264150945
L001009,P007,U02,2024-06-20,542.84,540.15,2.82,2.62,1.44,290.75,1432.78,0.995044580355169,0.002665926131630103,206.16412213740458
L001010,P002,U01,2026-04-02,807.74,729.14,6.51,8.22,27.88,341.21,1343.85,0.902691460123307,0.03823682694681405,88.70316301703163
L001011,P002,U01,2024-03-18,550.77,565.84,4.14,3.99,18.74,189.48,762.91,1.0273616936289196,0.03311890287006927,141.81453634085213
L001012,P004,U02,2024-01-26,738.54,640.03,6.06,6.2,24.59,256.4,563.17,0.8666152138002003,0.03842007405902848,103.23064516129031
L001013,P001,U02,2025-10-31,1461.1,1288.5,11.9,11.96,25.1,650.61,3123.71,0.8818698241051264,0.01948001552192472,107.73411371237458
L001014,P001,U03,2024-03-03,627.54,596.63,4.94,6.14,8.92,250.36,1339.43,0.9507441756700769,0.014950639424769119,97.17100977198697
L001015,P002,U01,2024-07-02,1500.12,1457.98,7.18,7.67,33.1,889.87,2082.99,0.9719089139535505,0.02270264338331116,190.08865710560627
L001016,P008,U02,2024-06-03,1931.06,1891.96,11.66,12.27,30.22,796.91,3441.04,0.9797520532764389,0.015972853548700816,154.19396903015485
L001017,P007,U01,2024-05-04,931.77,827.31,4.76,5.94,10.57,390.78,615.8,0.8878907884993077,0.012776347439291198,139.27777777777777
L001018,P007,U02,2025-07-20,1431.18,1423.99,10.58,10.16,29.57,335.59,1931.94,0.9949761735071758,0.020765595264011685,140.15649606299212
L001019,P002,U02,2025-05-06,1319.95,1337.9,7.59,9.26,52.62,415.45,3337.5,1.0135989999621198,0.03933029374392705,144.4816414686825
L001020,P002,U02,2024-08-31,1331.46,1174.96,9.25,11.17,28.52,545.13,2527.45,0.8824598560978174,0.024273166746101995,105.1888988361683
L001021,P005,U02,2025-08-11,211.05,201.26,1.1,1.39,0.68,122.86,392.14,0.9536128879412461,0.0033787141011626756,144.79136690647482
L001022,P002,U03,2024-01-15,968.68,850.65,4.83,4.88,30.6,516.77,895.36,0.8781537762728662,0.0359724916240522,174.31352459016392
L001023,P001,U01,2024-12-08,970.03,864.69,4.63,5.39,31.53,271.95,703.74,0.891405420450914,0.0364639350518683,160.4248608534323
L001024,P002,U02,2025-01-11,1784.14,1748.26,11.2,12.83,27.07,849.85,2640.68,0.9798894705572432,0.015483966915676158,136.2634450506625
L001025,P005,U02,2024-09-30,1379.79,1358.08,7.37,6.94,17.32,472.16,1719.01,0.9842657215953152,0.012753298774740811,195.6887608069164
L001026,P003,U03,2025-12-02,785.62,805.33,4.3,5.25,26.45,225.56,1101.58,1.025088465161274,0.03284367898873753,153.3961904761905
L001027,P006,U02,2024-05-05,2000.47,1825.85,10.79,11.57,72.91,889.56,4266.71,0.9127105130294381,0.03993208642550045,157.80898876404493
L001028,P008,U01,2024-11-05,419.37,387.62,2.85,2.9,10.77,216.46,549.0,0.9242911987028162,0.027784944017336565,133.66206896551725
L001029,P002,U02,2024-02-17,1620.64,1551.13,11.01,12.13,53.21,404.45,2384.46,0.9571095369730477,0.03430402351833824,127.8755152514427
L001030,P007,U02,2024-03-20,303.24,311.34,1.63,1.85,1.5,89.75,411.85,1.026711515631183,0.004817883985353633,168.29189189189188
L001031,P008,U02,2024-11-25,1537.5,1477.23,9.39,12.1,20.31,595.33,1247.3,0.9608,0.013748705347170041,122.08512396694215
L001032,P007,U03,2024-02-06,1250.35,1093.17,9.25,11.46,27.84,386.39,2189.85,0.87429119846443,0.025467219188232387,95.39005235602095
L001033,P004,U02,2024-08-03,588.79,545.98,3.9,4.14,13.56,250.4,1330.09,0.9272915640550962,0.0248360745814865,131.8792270531401
L001034,P005,U01,2025-06-02,1920.83,1710.65,9.46,10.7,46.19,1024.24,1648.31,0.8905785519801337,0.027001432204132928,159.87383177570095
L001035,P005,U02,2024-03-24,620.74,604.53,3.1,3.78,20.6,346.29,1554.02,0.9738860070238746,0.03407605908722479,159.92857142857142
L001036,P002,U02,2024-02-02,612.39,550.79,3.35,4.19,14.95,183.68,629.4,0.8994105063766553,0.027142831206085804,131.45346062052505
L001037,P001,U02,2026-05-11,1916.02,1868.17,9.44,9.99,31.64,734.22,1639.41,0.9750263567186147,0.016936360181353943,187.004004004004
L001038,P002,U02,2024-01-03,434.63,378.28,3.11,3.39,1.44,164.24,1003.22,0.8703494926719277,0.003806704028761764,111.58702064896754
L001039,P003,U01,2026-05-04,891.44,845.93,5.86,7.76,37.93,503.89,722.11,0.9489477699003858,0.044838225385079145,109.01159793814432
L001040,P005,U01,2024-09-10,1550.31,1590.49,8.77,8.62,30.61,561.82,1218.38,1.0259173971657283,0.01924564128036014,184.51160092807427
L001041,P005,U01,2026-04-19,1645.68,1686.66,12.92,12.97,67.38,527.63,3683.7,1.024901560449176,0.03994877450108498,130.0431765612953
L001042,P002,U03,2024-12-25,2161.14,1969.08,11.97,11.14,75.87,634.83,5333.48,0.9111302368194564,0.03853068438052289,176.75763016157987
L001043,P006,U03,2024-08-02,1791.29,1746.73,10.88,13.52,34.52,1026.14,4717.02,0.9751240725957271,0.019762642194271582,129.19600591715977
L001044,P006,U01,2024-03-21,1757.64,1666.62,10.34,10.01,59.27,1031.09,2407.56,0.9482146514644636,0.035562995763881396,166.4955044955045
L001045,P008,U01,2024-11-22,1750.0,1563.64,10.73,10.4,44.95,423.84,3935.5,0.8935085714285715,0.02874702616970658,150.35
L001046,P007,U03,2026-01-26,299.72,258.75,2.04,2.01,9.09,157.08,696.74,0.8633057520352329,0.035130434782608695,128.7313432835821
L001047,P007,U01,2025-03-04,1738.24,1716.48,11.29,12.31,43.67,885.96,1548.58,0.9874815905743741,0.025441601416853095,139.4378554021121
L001048,P004,U01,2024-05-04,1577.26,1426.81,12.24,12.33,63.81,398.42,3597.16,0.9046130631601638,0.04472214240158115,115.71857258718572
L001049,P002,U01,2025-05-02,2095.98,2053.98,15.61,18.81,79.69,1089.33,4425.03,0.9799616408553516,0.03879784613287374,109.19617224880383
L001050,P002,U02,2024-07-19,2100.84,2002.88,16.19,18.46,34.11,1169.16,5563.13,0.9533710325393652,0.01703047611439527,108.49837486457204
L001051,P001,U03,2024-01-02,1763.45,1682.15,13.62,15.86,19.47,498.91,4570.04,0.9538971901670023,0.011574473144487708,106.06242118537202
L001052,P001,U01,2026-01-21,614.97,556.58,3.37,4.48,6.41,184.78,397.36,0.905052278972958,0.011516763088864134,124.23660714285714
L001053,P006,U03,2025-02-11,1207.68,1142.94,6.98,7.97,4.78,451.44,1941.61,0.9463930842607313,0.004182196790732672,143.40526976160604
L001054,P001,U02,2024-10-01,1095.99,1087.6,8.62,9.85,24.52,636.17,1295.12,0.992344820664422,0.02254505332842957,110.41624365482232
L001055,P008,U03,2026-05-06,1825.92,1821.09,12.79,15.73,16.08,967.77,3950.71,0.9973547581493164,0.008829876612358532,115.77177368086458
L001056,P007,U02,2025-01-08,310.28,311.52,2.3,2.2,2.95,131.25,871.89,1.0039963903570968,0.00946969696969697,141.6
L001057,P008,U01,2025-11-21,1762.78,1679.82,8.79,8.49,6.03,370.63,4231.12,0.9529379729745061,0.003589670321820195,197.85865724381625
L001058,P004,U01,2026-06-24,875.18,840.54,4.56,5.66,34.89,366.95,1496.56,0.9604195708311433,0.041509029909344,148.5053003533569
L001059,P008,U02,2024-03-15,1587.22,1408.98,11.15,14.52,53.69,408.31,2201.1,0.8877030279356359,0.03810557992306491,97.03719008264463
L001060,P004,U03,2026-03-23,642.17,623.26,3.98,5.11,25.96,201.6,666.64,0.9705529688400268,0.04165195905400636,121.96868884540116
L001061,P008,U02,2024-06-02,989.78,1004.24,5.61,7.52,35.78,367.93,2355.71,1.0146093071187536,0.035628933322711706,133.54255319148936
L001062,P001,U02,2025-07-12,1084.8,1035.73,6.63,6.12,14.23,380.12,2860.89,0.9547658554572271,0.013739101889488573,169.23692810457516
L001063,P002,U01,2024-02-22,937.59,808.22,5.82,7.24,22.28,403.93,1975.12,0.8620185795496965,0.027566751627032243,111.63259668508287
L001064,P003,U01,2026-05-19,284.16,278.81,1.71,2.3,2.37,89.98,328.92,0.9811725788288288,0.00850041246727162,121.2217391304348
L001065,P007,U03,2024-03-11,975.26,958.55,4.92,6.55,7.18,226.19,2267.79,0.9828661074995385,0.00749048041312399,146.34351145038167
L001066,P003,U02,2024-02-07,783.72,727.54,5.85,7.21,17.04,167.85,705.7,0.9283162353901903,0.02342139263820546,100.90707350901525
L001067,P008,U01,2024-06-22,1680.59,1682.28,9.1,9.27,55.19,429.06,2915.83,1.001005599224082,0.03280666714221176,181.47572815533982
L001068,P001,U03,2024-11-16,1872.35,1926.04,11.63,15.69,27.76,504.25,4015.99,1.0286751942745747,0.01441299246121576,122.75589547482473
L001069,P004,U01,2024-02-20,233.7,238.21,1.69,1.95,6.74,86.99,408.25,1.0192982456140351,0.028294362117459386,122.15897435897436
L001070,P007,U01,2025-09-21,702.99,626.97,4.04,4.51,19.91,221.6,1687.29,0.891861904152264,0.031755905386222624,139.0177383592018
L001071,P005,U01,2025-11-30,1180.75,1162.4,6.18,6.21,19.24,285.06,1221.39,0.9844590302773661,0.01655196145905024,187.18196457326894
L001072,P004,U03,2024-03-03,1770.99,1766.66,10.29,10.05,36.16,531.03,2574.93,0.9975550398364756,0.020468001766044398,175.78706467661692
L001073,P008,U01,2025-11-10,1804.05,1705.54,14.95,17.82,19.53,910.85,4277.83,0.9453950832848314,0.011450918770594651,95.70931537598204
L001074,P006,U02,2025-12-04,856.82,857.9,4.72,5.81,12.73,469.64,869.2,1.0012604747788332,0.0148385592726425,147.65920826161792
L001075,P005,U01,2026-04-05,306.02,309.68,1.74,1.94,4.12,135.79,340.26,1.0119600026142084,0.013304055799535005,159.62886597938146
L001076,P001,U01,2025-10-09,864.31,811.4,5.06,5.96,11.4,407.69,2217.25,0.9387835383137995,0.01404979048558048,136.14093959731542
L001077,P005,U02,2026-07-23,2158.78,2197.58,12.72,14.82,34.17,606.58,1755.61,1.0179731144442694,0.015548921996013798,148.28475033738192
L001078,P002,U02,2024-08-11,625.1,631.13,3.46,3.13,25.75,201.45,1382.52,1.0096464565669492,0.040799835216199516,201.63897763578277
L001079,P006,U01,2026-01-10,820.46,817.4,4.17,5.39,33.83,362.86,1323.79,0.9962703849060283,0.04138732566674822,151.65120593692023
L001080,P001,U03,2025-12-29,571.64,581.14,4.15,5.55,24.59,271.73,1113.88,1.0166188510251206,0.04231338403826961,104.70990990990991
L001081,P006,U01,2025-09-14,938.89,861.92,7.33,9.87,19.1,356.71,1660.31,0.9180202153606919,0.02215982921848896,87.32725430597772
L001082,P002,U01,2025-02-09,1744.91,1702.99,12.37,11.28,48.17,554.22,4577.28,0.9759758382953848,0.02828554483584754,150.97429078014184
L001083,P005,U03,2026-01-22,1307.15,1327.25,9.26,10.12,36.21,416.26,1576.26,1.0153769651531959,0.02728197400640422,131.151185770751
L001084,P007,U02,2026-07-14,2177.34,2219.66,10.51,11.08,90.51,959.4,4178.75,1.0194365602064903,0.04077651532216646,200.33032490974728
L001085,P007,U03,2026-01-20,828.22,835.55,4.13,5.38,23.09,502.84,1153.87,1.0088503054743907,0.02763449225061337,155.3066914498141
L001086,P005,U02,2024-10-29,1011.74,941.57,6.69,7.75,12.17,269.62,2020.5,0.9306442366615929,0.012925220642119014,121.49290322580646
L001087,P008,U01,2026-07-28,825.18,833.92,6.55,6.45,33.13,370.25,2038.19,1.0105916284931773,0.039728031465848045,129.28992248062013
L001088,P008,U02,2026-05-24,933.58,875.49,7.64,8.07,7.04,237.43,1770.32,0.9377771588937209,0.00804121120743812,108.48698884758365
L001089,P007,U02,2024-07-31,2111.36,2112.97,11.78,15.34,84.03,691.9,2036.15,1.0007625416792967,0.039768666852818546,137.7425032594524
L001090,P001,U01,2026-05-12,2192.95,2063.91,17.01,22.41,83.24,519.46,4680.76,0.941156889121959,0.04033121599294543,92.09772423025434
L001091,P008,U01,2024-12-23,208.21,212.42,1.28,1.64,2.85,111.67,236.73,1.0202199702223715,0.013416815742397139,129.52439024390245
L001092,P006,U01,2025-03-11,1328.35,1266.06,6.52,6.11,13.64,747.9,1552.27,0.953107238303158,0.010773581030914808,207.21112929623567
L001093,P004,U02,2026-01-05,867.15,745.88,4.2,4.55,7.6,367.83,2001.9,0.8601510695958023,0.010189306590872527,163.92967032967033
L001094,P004,U01,2025-10-16,1668.85,1622.18,9.53,11.16,46.38,773.26,2821.99,0.9720346346286366,0.028591155112256347,145.35663082437276
L001095,P005,U03,2024-12-01,407.18,374.53,2.34,2.38,16.3,98.12,747.82,0.9198143327275405,0.04352121325394495,157.3655462184874
L001096,P006,U03,2026-03-07,601.68,568.87,4.19,5.34,18.57,334.82,1100.49,0.9454693524797235,0.03264366199658973,106.52996254681648
L001097,P005,U01,2026-01-19,1014.35,887.39,5.43,5.79,8.17,374.88,2479.83,0.8748361019372012,0.00920677492421596,153.26252158894647
L001098,P003,U02,2025-04-05,423.7,389.69,3.37,4.4,2.09,193.05,637.88,0.9197309417040359,0.005363237445148708,88.56590909090909
L001099,P005,U02,2025-02-13,1200.93,1074.62,8.94,11.38,36.53,470.54,2212.81,0.8948231787031715,0.033993411624574275,94.4305799648506
L001100,P001,U01,2024-09-03,978.42,905.3,5.09,5.15,3.8,349.7,2373.99,0.9252672676355758,0.004197503589970176,175.78640776699027
L001101,P008,U01,2026-07-26,226.61,224.89,1.26,1.7,9.93,52.84,226.83,0.9924098671726754,0.04415492018320068,132.28823529411764
L001102,P001,U01,2025-07-29,1598.59,1502.4,8.89,9.87,24.86,513.39,3152.11,0.9398282236220671,0.016546858359957402,152.21884498480244
L001103,P006,U03,2024-05-08,1977.77,1804.08,12.03,12.3,59.19,812.69,4479.16,0.9121788681191443,0.032808966342955964,146.6731707317073
L001104,P008,U03,2024-06-18,333.44,309.74,2.62,2.86,5.7,106.52,420.06,0.9289227447216891,0.018402531155162393,108.3006993006993
L001105,P002,U01,2025-06-20,461.32,448.1,3.77,3.43,2.98,195.55,980.3,0.9713431024018035,0.0066503012720374914,130.64139941690962
L001106,P005,U02,2024-05-19,1818.02,1790.7,10.94,12.47,39.4,934.15,3092.66,0.9849726625669685,0.02200256882783269,143.60064153969526
L001107,P006,U03,2025-06-30,1174.86,1177.59,6.89,7.79,14.81,277.75,1668.91,1.0023236811194525,0.012576533428442838,151.16688061617458
L001108,P004,U02,2024-01-09,1000.24,889.45,6.75,8.9,16.13,255.22,1683.93,0.8892365832200272,0.018134802405981223,99.93820224719101
L001109,P004,U01,2025-05-22,1418.9,1258.53,6.76,7.76,37.18,423.01,1832.33,0.8869758263443512,0.029542402644354922,162.18170103092783
L001110,P006,U01,2024-10-18,701.06,603.51,5.3,5.97,8.32,362.27,1377.4,0.8608535646021739,0.01378601845868337,101.09045226130654
L001111,P002,U02,2024-04-16,1928.2,1779.53,9.74,8.82,43.57,1045.81,2621.26,0.9228970023856446,0.02448399296443443,201.7607709750567
L001112,P004,U01,2024-02-03,1457.87,1494.92,8.26,8.34,46.61,761.06,3844.79,1.0254137886094097,0.031178925962593314,179.24700239808155
L001113,P002,U02,2024-05-03,1810.65,1631.17,14.5,19.34,46.63,739.27,4384.58,0.9008753762460995,0.02858684257312236,84.34177869700103
L001114,P002,U02,2024-08-22,1511.64,1414.01,9.95,12.53,6.21,461.53,2394.37,0.9354145166838664,0.0043917652633291135,112.84996009577016
L001115,P006,U02,2025-10-20,1422.07,1342.52,8.82,11.37,23.88,780.52,1153.21,0.9440604189667176,0.017787444507344395,118.07563764291997
L001116,P003,U01,2024-05-13,1932.95,1778.34,11.16,14.1,50.3,1064.38,3913.83,0.9200134509428592,0.02828480493044075,126.12340425531914
L001117,P003,U02,2025-04-27,1039.15,1000.01,6.39,8.44,22.09,609.52,2778.19,0.9623346003945531,0.022089779102208978,118.48459715639811
L001118,P002,U02,2025-06-05,303.78,300.39,1.91,2.55,11.74,91.65,279.97,0.9888406083349793,0.039082526049469025,117.8
L001119,P007,U03,2025-03-15,2109.1,1919.07,15.76,15.9,68.2,833.81,1928.71,0.9098999573277702,0.03553804707488523,120.69622641509433
L001120,P007,U01,2024-10-16,2188.71,1908.36,15.93,18.15,8.89,958.93,1974.0,0.8719108515975162,0.004658450187595632,105.14380165289256
L001121,P004,U02,2025-07-02,1953.83,1810.58,10.81,10.3,41.3,504.05,2350.25,0.9266824646975428,0.022810370157629045,175.78446601941747
L001122,P002,U01,2026-07-20,1006.72,1028.08,5.85,7.88,40.49,587.55,1325.43,1.0212174189446916,0.039384094622986546,130.46700507614213
L001123,P004,U02,2025-06-26,260.07,243.27,1.42,1.62,10.82,98.47,492.42,0.9354020071519207,0.044477329715953466,150.16666666666666
L001124,P006,U03,2025-11-01,473.84,484.16,3.06,4.12,4.44,200.99,639.13,1.0217795036299173,0.009170522141440846,117.51456310679612
L001125,P006,U01,2024-04-19,1787.79,1692.27,13.29,13.92,60.79,925.05,2784.2,0.9465709059788902,0.03592216372091924,121.57112068965517
L001126,P008,U03,2026-05-31,454.19,410.93,2.72,3.12,3.54,211.02,1056.56,0.9047535172504899,0.008614605893947875,131.70833333333334
L001127,P006,U03,2025-11-29,1142.47,1132.01,8.24,11.08,14.03,283.94,1348.59,0.9908443985400054,0.012393883446259309,102.16696750902527
L001128,P006,U03,2026-05-11,991.96,991.98,7.09,8.65,9.62,553.82,1799.68,1.0000201621033107,0.009697776164842032,114.67976878612717
L001129,P005,U01,2024-04-20,1727.9,1597.77,12.03,11.85,10.89,983.32,1986.37,0.9246889287574512,0.006815749450797048,134.83291139240507
L001130,P006,U03,2026-02-12,1000.13,983.75,5.96,6.02,30.27,271.09,2449.4,0.983622129123214,0.030770012706480304,163.4136212624585
L001131,P008,U03,2026-07-03,981.62,858.16,4.78,5.78,29.56,251.74,1560.31,0.8742283164564699,0.0344457909946863,148.47058823529412
L001132,P001,U03,2026-04-07,2131.69,2107.82,13.17,14.92,92.72,1093.1,3620.91,0.9888023117807937,0.0439885758746003,141.27479892761394
L001133,P003,U01,2024-09-05,1910.79,1947.06,14.36,12.93,15.88,923.46,5174.36,1.0189816777353868,0.008155886310642714,150.58468677494199
L001134,P002,U02,2024-03-22,816.27,835.55,4.81,5.91,2.92,496.9,1045.09,1.0236196356597693,0.003494704087128239,141.37901861252115
L001135,P002,U01,2024-05-23,360.67,358.09,2.14,2.05,11.32,152.72,351.89,0.9928466465189785,0.03161216453964088,174.6780487804878
L001136,P006,U02,2024-09-12,339.7,329.96,1.98,2.5,13.74,192.72,753.57,0.9713276420370915,0.041641411080130926,131.98399999999998
L001137,P006,U03,2025-02-22,836.83,771.84,4.59,5.49,4.94,414.97,1945.73,0.9223378702962369,0.006400290215588723,140.59016393442624
L001138,P006,U02,2025-10-18,351.13,343.1,2.34,2.42,4.21,158.91,554.19,0.9771309771309772,0.012270475080151558,141.77685950413223
L001139,P004,U01,2025-01-09,2067.03,2117.87,10.7,10.2,93.22,736.73,5561.1,1.0245956759214911,0.04401592165713665,207.6343137254902
L001140,P004,U02,2025-01-03,961.44,959.88,6.54,8.05,14.91,441.72,2396.46,0.9983774338492261,0.01553319164895612,119.23975155279501
L001141,P002,U02,2024-07-27,1409.44,1277.11,7.07,8.26,5.09,283.3,972.43,0.9061116471790214,0.003985561149783496,154.6138014527845
L001142,P005,U01,2025-09-06,1379.94,1307.66,10.03,9.03,28.95,786.89,3021.95,0.9476209110541038,0.022138782252267408,144.81284606866004
L001143,P008,U01,2025-12-09,1096.0,1004.32,8.32,10.86,25.65,619.34,1818.81,0.9163503649635037,0.025539668631511865,92.47882136279927
L001144,P007,U02,2024-04-28,475.18,438.94,3.67,4.63,16.45,251.05,1191.9,0.9237341638957869,0.037476648289060006,94.80345572354211
L001145,P007,U03,2026-03-16,2171.49,2222.58,16.92,19.93,46.75,1081.02,2864.11,1.0235276238895874,0.021034113507725258,111.51931761164074
L001146,P004,U02,2024-05-28,703.11,706.85,3.91,5.07,23.16,336.81,1620.46,1.0053192245879023,0.03276508452995685,139.4181459566075
L001147,P001,U01,2026-06-12,1183.9,1127.48,8.17,10.16,37.09,379.6,1724.36,0.9523439479685784,0.032896370667328916,110.9724409448819
L001148,P002,U03,2024-07-08,891.11,766.64,5.06,4.68,25.81,316.13,1046.47,0.8603202747135594,0.03366638839611812,163.81196581196582
L001149,P005,U02,2025-07-16,1268.8,1139.27,7.39,9.1,3.17,555.3,1999.21,0.8979114123581337,0.002782483520148867,125.19450549450549
L001150,P005,U02,2024-05-06,486.72,492.25,3.18,3.11,13.17,273.48,687.73,1.011361768573307,0.02675469781615033,158.2797427652733
L001151,P002,U03,2025-05-19,1193.31,1052.45,9.38,8.94,7.64,598.07,2142.09,0.8819585857824036,0.007259252221008123,117.72371364653245
L001152,P002,U03,2025-12-08,2026.24,1818.81,10.29,9.64,18.58,433.99,1966.04,0.8976281190777006,0.010215470554923273,188.6732365145228
L001153,P007,U03,2024-09-04,1091.88,1055.05,7.13,9.33,14.36,460.91,1709.91,0.9662691870901563,0.013610729349319938,113.08145766345123
L001154,P004,U03,2025-10-02,758.85,663.44,5.07,6.11,2.01,219.95,616.55,0.8742702773934243,0.0030296635716869644,108.58265139116203
L001155,P002,U01,2025-12-01,1306.1,1336.35,8.5,8.16,30.92,394.61,2451.79,1.0231605543220275,0.023137651064466646,163.76838235294116
L001156,P007,U01,2026-04-19,541.81,496.77,2.61,2.71,5.65,234.65,1331.38,0.9168712279212271,0.011373472633210542,183.309963099631
L001157,P003,U03,2024-06-12,2064.49,1916.69,17.08,22.73,68.38,564.63,4722.43,0.9284084689196849,0.035676087421544427,84.32424109106907
L001158,P001,U01,2026-07-30,295.06,275.19,2.21,2.62,5.42,169.73,436.44,0.93265776452247,0.019695483120752935,105.03435114503816
L001159,P001,U03,2024-09-28,2006.29,1944.99,11.58,12.08,17.07,848.38,1778.77,0.9694460920405326,0.008776394737248007,161.0091059602649
L001160,P004,U01,2024-09-04,362.87,364.04,1.73,1.7,16.14,112.27,746.73,1.0032242952021386,0.0443357872761235,214.14117647058825
L001161,P002,U03,2026-06-25,1332.5,1284.6,9.02,9.38,20.72,512.43,1935.71,0.9640525328330206,0.01612953448544294,136.9509594882729
L001162,P005,U01,2025-08-23,2055.89,1957.22,11.76,15.34,47.46,1107.52,4713.57,0.95200618710145,0.024248679249139087,127.58930899608866
L001163,P002,U01,2026-03-17,1696.37,1522.61,8.96,11.93,21.67,805.01,2389.3,0.8975695160843448,0.014232140863385898,127.62866722548198
L001164,P001,U01,2024-02-18,1674.79,1515.32,10.94,12.66,26.52,729.44,2380.74,0.9047820920831865,0.017501253860570706,119.69352290679305
L001165,P002,U01,2024-02-26,800.81,712.9,4.72,4.47,16.58,227.44,827.8,0.8902236485558372,0.023257118810492354,159.4854586129754
L001166,P006,U01,2026-07-24,530.19,456.65,3.66,4.31,14.15,236.32,868.64,0.8612950074501593,0.030986532355195447,105.95127610208817
L001167,P006,U02,2024-12-17,926.93,843.07,6.47,6.52,23.24,312.06,668.45,0.9095293064201181,0.027565919793136984,129.30521472392638
L001168,P006,U01,2025-01-16,753.08,691.55,5.81,7.79,1.55,408.25,866.97,0.918295533011101,0.002241341913093775,88.77406931964056
L001169,P005,U02,2025-03-31,737.31,662.64,3.63,3.81,15.91,173.86,1481.12,0.8987264515604021,0.024010020523964747,173.92125984251967
L001170,P004,U02,2024-01-29,1260.21,1216.41,8.71,8.99,41.15,526.29,2331.68,0.9652438879234414,0.033829054348451584,135.30700778642938
L001171,P006,U03,2024-12-07,1985.05,2043.16,10.16,10.23,84.89,641.09,5050.08,1.0292738218180904,0.04154838583370857,199.72238514173998
L001172,P001,U02,2024-11-19,1323.21,1335.94,10.48,11.83,25.46,477.24,3030.42,1.0096205439801695,0.019057742114166804,112.92814877430263
L001173,P003,U01,2024-08-05,807.35,798.24,3.95,3.81,8.16,244.94,1005.22,0.9887161701864123,0.010222489476849068,209.51181102362204
L001174,P007,U01,2026-01-11,1366.57,1383.95,8.39,7.74,46.07,363.29,1335.43,1.012717972734657,0.033288774883485674,178.8049095607235
L001175,P006,U01,2024-12-16,726.65,652.66,4.73,6.36,15.25,146.67,1581.61,0.8981765636826533,0.02336591793583183,102.6194968553459
L001176,P002,U02,2026-07-12,590.1,568.92,4.58,4.92,2.86,277.4,724.31,0.9641077783426537,0.005027068832173241,115.6341463414634
L001177,P003,U01,2026-05-02,762.24,724.04,5.12,4.64,27.33,252.81,592.17,0.949884550797649,0.037746533340699405,156.04310344827587
L001178,P001,U01,2024-10-07,1236.99,1215.02,7.68,7.61,5.46,485.69,2146.51,0.9822391450213825,0.004493753189247914,159.66097240473061
