pedido_id,data_pedido,cliente_id,produto_id,unidade_id,quantidade,desconto_pct,status,receita_bruta,receita_liquida,custo_total,data_prometida,data_entrega,margem,margem_pct
PV002818,2026-06-29,C0477,P002,U02,19.03,0.1606,Entregue,435.79,365.8,160.43,2026-07-04,2026-07-06,205.37,0.5614270092946966
PV002819,2025-12-14,C0238,P003,U02,28.17,0.0325,Entregue,1183.14,1144.69,521.53,2025-12-26,2025-12-26,623.1600000000001,0.5443919314399532
PV002820,2026-04-25,C0078,P008,U02,42.9,0.1299,Faturado,755.04,656.96,318.07,2026-05-04,2026-05-05,338.89000000000004,0.5158457135898685
PV002821,2024-09-12,C0345,P006,U01,24.05,0.054,Entregue,1322.75,1251.32,674.26,2024-09-26,2024-09-26,577.06,0.46116101396924847
PV002822,2026-02-18,C0208,P008,U03,20.28,0.133,Entregue,356.93,309.46,149.37,2026-03-02,2026-03-02,160.08999999999997,0.5173204937633297
PV002823,2026-03-23,C0329,P006,U03,124.07,0.0206,Entregue,6823.85,6683.28,3041.66,2026-04-02,2026-04-02,3641.62,0.5448851462156307
PV002824,2025-05-30,C0327,P001,U03,14.93,0.0028,Entregue,276.2,275.43,106.44,2025-06-09,2025-06-09,168.99,0.613549722252478
PV002825,2026-06-27,C0127,P002,U01,39.35,0.1617,Entregue,901.12,755.41,353.24,2026-07-10,2026-07-16,402.16999999999996,0.532386386200871
PV002826,2024-07-19,C0197,P005,U02,29.02,0.1294,Faturado,919.93,800.89,452.17,2024-07-23,2024-07-25,348.71999999999997,0.4354156001448388
PV002827,2025-03-29,C0382,P004,U03,8.78,0.0136,Entregue,117.65,116.05,55.51,2025-04-10,2025-04-09,60.54,0.5216716932356743
PV002828,2024-03-28,C0377,P004,U01,67.12,0.1476,Entregue,899.41,766.66,383.07,2024-04-07,2024-04-07,383.59,0.5003391333837686
PV002829,2025-07-26,C0327,P002,U01,44.31,0.116,Faturado,1014.7,896.99,422.97,2025-08-04,2025-08-06,474.02,0.528456281563897
PV002830,2026-06-29,C0078,P005,U01,85.88,0.1472,Entregue,2722.4,2321.66,1173.2,2026-07-06,2026-07-12,1148.4599999999998,0.4946719157843956
PV002831,2024-06-16,C0405,P002,U02,22.83,0.166,Cancelado,522.81,436.02,203.45,2024-06-20,2024-06-20,232.57,0.5333929636255218
PV002832,2026-05-25,C0003,P007,U03,80.6,0.0802,Entregue,789.88,726.53,369.91,2026-06-04,2026-06-04,356.61999999999995,0.4908537844273464
PV002833,2025-08-25,C0039,P007,U02,31.95,0.0339,Entregue,313.11,302.5,132.73,2025-08-30,2025-08-30,169.77,0.5612231404958679
PV002834,2024-02-08,C0363,P004,U02,20.37,0.0909,Entregue,272.96,248.15,125.5,2024-02-20,2024-02-19,122.65,0.49425750554100345
PV002835,2024-06-06,C0341,P002,U01,45.55,0.1108,Faturado,1043.09,927.52,397.17,2024-06-20,2024-06-20,530.3499999999999,0.5717936001380023
PV002836,2025-10-11,C0412,P007,U02,51.59,0.1584,Entregue,505.58,425.5,212.61,2025-10-21,2025-10-22,212.89,0.5003290246768507
PV002837,2025-08-02,C0207,P002,U02,56.26,0.0245,Entregue,1288.35,1256.79,519.13,2025-08-13,2025-08-16,737.66,0.5869397433143166
PV002838,2024-08-11,C0108,P005,U01,53.08,0.0101,Entregue,1682.64,1665.65,771.57,2024-08-24,2024-08-24,894.08,0.5367754330141387
PV002839,2025-08-04,C0187,P005,U02,258.92,0.0092,Entregue,8207.76,8132.25,3768.94,2025-08-13,2025-08-13,4363.3099999999995,0.5365440068861631
PV002840,2025-08-06,C0007,P004,U02,14.97,0.0254,Cancelado,200.6,195.5,91.89,2025-08-15,2025-08-16,103.61,0.5299744245524297
PV002841,2025-05-11,C0040,P007,U03,7.73,0.1649,Entregue,75.75,63.26,35.72,2025-05-19,2025-05-17,27.54,0.4353461903256402
PV002842,2026-05-27,C0200,P004,U01,54.69,0.1587,Entregue,732.85,616.55,359.23,2026-06-04,2026-06-04,257.31999999999994,0.4173546346606114
PV002843,2025-07-06,C0059,P001,U01,25.09,0.0041,Entregue,464.16,462.26,207.28,2025-07-13,2025-07-14,254.98,0.5515943408471423
PV002844,2025-01-14,C0272,P005,U03,69.48,0.1553,Faturado,2202.52,1860.47,1009.07,2025-01-22,2025-01-28,851.4,0.45762629873096583
PV002845,2026-04-13,C0059,P006,U02,39.02,0.0044,Entregue,2146.1,2136.66,1099.76,2026-04-25,2026-04-25,1036.8999999999999,0.4852901257102206
PV002846,2024-08-11,C0126,P002,U01,79.53,0.0571,Faturado,1821.24,1717.25,739.68,2024-08-15,2024-08-15,977.57,0.569264812927646
PV002847,2026-04-07,C0061,P008,U01,15.92,0.178,Entregue,280.19,230.32,120.37,2026-04-11,2026-04-12,109.94999999999999,0.47737929836748866
PV002848,2024-09-13,C0029,P004,U01,13.97,0.1677,Entregue,187.2,155.81,92.21,2024-09-22,2024-09-23,63.60000000000001,0.40818946152365065
PV002849,2026-06-11,C0364,P007,U02,114.14,0.1253,Entregue,1118.57,978.41,437.79,2026-06-16,2026-06-14,540.6199999999999,0.5525495446694125
PV002850,2026-05-29,C0200,P004,U01,19.63,0.1605,Entregue,263.04,220.82,110.16,2026-06-04,2026-06-10,110.66,0.5011321438275519
PV002851,2025-01-07,C0481,P005,U01,22.24,0.0432,Entregue,705.01,674.55,318.77,2025-01-12,2025-01-14,355.78,0.5274331035505152
PV002852,2025-11-22,C0294,P008,U03,15.99,0.0442,Entregue,281.42,268.98,124.54,2025-12-06,2025-12-12,144.44,0.5369915978883187
PV002853,2024-04-12,C0421,P005,U02,35.79,0.098,Entregue,1134.54,1023.36,478.69,2024-04-25,2024-04-24,544.6700000000001,0.5322369449656036
PV002854,2024-11-22,C0109,P006,U01,15.0,0.1655,Entregue,825.0,688.46,382.24,2024-12-05,2024-12-07,306.22,0.444789820759376
PV002855,2024-12-28,C0059,P007,U03,31.21,0.0934,Entregue,305.86,277.29,127.32,2025-01-09,2025-01-09,149.97000000000003,0.540841718056908
PV002856,2026-03-08,C0318,P006,U01,84.83,0.1274,Faturado,4665.65,4071.25,2459.31,2026-03-21,2026-03-20,1611.94,0.395932453177771
PV002857,2026-06-05,C0054,P001,U01,44.44,0.0105,Cancelado,822.14,813.51,308.67,2026-06-13,2026-06-13,504.84,0.62057012206365
PV002858,2024-01-10,C0198,P007,U01,67.89,0.1773,Entregue,665.32,547.36,317.15,2024-01-16,2024-01-16,230.21000000000004,0.420582432037416
PV002859,2026-03-03,C0412,P004,U01,63.82,0.0809,Entregue,855.19,786.01,348.65,2026-03-11,2026-03-10,437.36,0.5564305797636163
PV002860,2024-04-03,C0275,P004,U02,34.42,0.1657,Entregue,461.23,384.8,225.88,2024-04-09,2024-04-08,158.92000000000002,0.412993762993763
PV002861,2025-02-13,C0472,P003,U02,123.15,0.0992,Entregue,5172.3,4659.21,2421.07,2025-02-17,2025-02-17,2238.14,0.4803689895926562
PV002862,2024-01-18,C0417,P003,U03,28.93,0.0697,Entregue,1215.06,1130.37,558.48,2024-01-24,2024-01-25,571.8899999999999,0.5059316860850871
PV002863,2024-08-23,C0381,P001,U02,385.13,0.0638,Entregue,7124.9,6670.33,2774.84,2024-08-26,2024-09-01,3895.49,0.5840025905764782
PV002864,2024-12-10,C0113,P007,U02,53.58,0.1708,Entregue,525.08,435.4,217.93,2024-12-18,2024-12-21,217.46999999999997,0.4994717501148369
PV002865,2024-05-09,C0167,P007,U03,119.08,0.1483,Faturado,1166.98,993.92,505.92,2024-05-22,2024-05-20,487.99999999999994,0.4909851899549259
PV002866,2025-08-20,C0471,P007,U03,15.13,0.047,Entregue,148.27,141.3,63.33,2025-08-28,2025-08-28,77.97000000000001,0.5518046709129513
PV002867,2026-07-16,C0402,P005,U02,20.35,0.1068,Entregue,645.1,576.2,321.75,2026-07-23,2026-07-22,254.45000000000005,0.4416001388406804
PV002868,2026-06-05,C0401,P005,U01,33.02,0.1428,Entregue,1046.73,897.26,442.65,2026-06-16,2026-06-22,454.61,0.5066647348594611
PV002869,2024-03-09,C0285,P005,U02,40.84,0.1455,Entregue,1294.63,1106.26,542.21,2024-03-20,2024-03-23,564.05,0.5098710972104207
PV002870,2025-10-16,C0420,P001,U01,129.91,0.0873,Entregue,2403.34,2193.53,995.34,2025-10-29,2025-10-29,1198.19,0.5462382552324335
PV002871,2025-07-29,C0217,P002,U01,61.4,0.1718,Entregue,1406.06,1164.5,617.49,2025-08-09,2025-08-10,547.01,0.4697380850150279
PV002872,2026-04-06,C0120,P002,U02,61.61,0.1347,Entregue,1410.87,1220.83,587.86,2026-04-09,2026-04-12,632.9699999999999,0.5184751357682887
PV002873,2024-01-11,C0169,P008,U01,20.58,0.0865,Entregue,362.21,330.88,170.89,2024-01-23,2024-01-24,159.99,0.4835287717601548
PV002874,2024-08-05,C0313,P002,U01,34.12,0.0893,Entregue,781.35,711.58,343.02,2024-08-08,2024-08-08,368.56000000000006,0.5179459793698531
PV002875,2025-05-24,C0324,P001,U02,7.86,0.1268,Entregue,145.41,126.97,59.73,2025-05-31,2025-05-29,67.24000000000001,0.5295739150980547
PV002876,2026-07-28,C0031,P007,U01,31.32,0.1327,Faturado,306.94,266.21,136.62,2026-08-03,2026-08-04,129.58999999999997,0.48679613838698765
PV002877,2026-03-06,C0457,P004,U03,77.71,0.114,Entregue,1041.31,922.6,436.87,2026-03-09,2026-03-15,485.73,0.5264795144157814
PV002878,2025-02-13,C0477,P005,U01,97.0,0.1751,Faturado,3074.9,2536.49,1521.53,2025-02-22,2025-02-24,1014.9599999999998,0.4001435053952509
PV002879,2024-06-24,C0436,P002,U02,12.48,0.0517,Entregue,285.79,271.01,127.16,2024-07-03,2024-07-02,143.85,0.5307922216892366
PV002880,2026-01-19,C0100,P002,U01,32.1,0.1162,Entregue,735.09,649.67,291.24,2026-01-24,2026-01-27,358.42999999999995,0.551710868594825
PV002881,2026-06-23,C0110,P007,U02,43.75,0.0128,Entregue,428.75,423.26,168.84,2026-06-28,2026-06-28,254.42,0.6010962528942021
PV002882,2026-01-09,C0257,P006,U01,86.84,0.1651,Entregue,4776.2,3987.65,2046.49,2026-01-15,2026-01-17,1941.16,0.4867929733050794
PV002883,2026-06-19,C0191,P003,U03,52.4,0.0912,Faturado,2200.8,2000.09,1073.78,2026-07-02,2026-07-02,926.31,0.46313415896284665
PV002884,2026-07-20,C0109,P007,U01,33.5,0.1081,Entregue,328.3,292.81,141.04,2026-07-26,2026-08-01,151.77,0.5183224616645606
PV002885,2025-09-27,C0468,P004,U02,56.18,0.0694,Entregue,752.81,700.56,353.06,2025-10-02,2025-10-03,347.49999999999994,0.496031746031746
PV002886,2025-09-02,C0127,P001,U01,60.06,0.1756,Entregue,1111.11,916.0,442.85,2025-09-15,2025-09-15,473.15,0.5165393013100437
PV002887,2026-02-24,C0250,P007,U02,30.83,0.121,Faturado,302.13,265.57,116.99,2026-03-02,2026-03-03,148.57999999999998,0.5594758444101366
PV002888,2024-03-22,C0367,P006,U01,59.29,0.1422,Entregue,3260.95,2797.24,1617.01,2024-03-25,2024-03-28,1180.2299999999998,0.42192661337604204
PV002889,2025-03-12,C0468,P006,U03,31.0,0.0463,Faturado,1705.0,1626.06,755.99,2025-03-17,2025-03-18,870.0699999999999,0.5350786563841432
PV002890,2026-07-01,C0291,P003,U02,61.15,0.0569,Entregue,2568.3,2422.16,1241.11,2026-07-08,2026-07-08,1181.05,0.487601975096608
PV002891,2025-07-26,C0417,P001,U01,25.83,0.0408,Faturado,477.85,458.35,176.29,2025-08-05,2025-08-06,282.06000000000006,0.6153812588633142
PV002892,2024-01-04,C0089,P005,U01,73.35,0.0056,Entregue,2325.19,2312.17,978.5,2024-01-17,2024-01-17,1333.67,0.576804473719493
PV002893,2024-01-20,C0384,P004,U01,32.38,0.1056,Faturado,433.89,388.07,210.51,2024-01-25,2024-01-26,177.56,0.4575463189630737
PV002894,2025-12-18,C0227,P006,U01,25.81,0.0676,Faturado,1419.55,1323.59,715.74,2025-12-26,2025-12-25,607.8499999999999,0.4592434213011582
PV002895,2025-08-31,C0196,P001,U02,15.39,0.0226,Entregue,284.72,278.29,120.09,2025-09-07,2025-09-05,158.20000000000002,0.5684717381149161
PV002896,2025-10-03,C0014,P005,U02,52.56,0.1013,Entregue,1666.15,1497.37,771.86,2025-10-06,2025-10-05,725.5099999999999,0.48452286342053064
PV002897,2025-11-16,C0067,P008,U01,33.16,0.1408,Entregue,583.62,501.45,298.23,2025-11-29,2025-11-28,203.21999999999997,0.4052647322763984
PV002898,2025-06-26,C0043,P001,U01,68.13,0.177,Entregue,1260.4,1037.31,505.47,2025-07-05,2025-07-05,531.8399999999999,0.5127107614888509
PV002899,2024-11-22,C0431,P008,U01,13.05,0.1337,Faturado,229.68,198.97,105.04,2024-11-29,2024-11-29,93.92999999999999,0.47208121827411165
PV002900,2026-05-19,C0056,P007,U03,47.83,0.0959,Cancelado,468.73,423.78,200.77,2026-05-29,2026-05-29,223.00999999999996,0.5262400302043513
PV002901,2025-04-14,C0261,P004,U02,155.39,0.13,Entregue,2082.23,1811.54,950.26,2025-04-21,2025-04-20,861.28,0.4754407851882928
PV002902,2025-12-03,C0161,P005,U02,162.71,0.1756,Entregue,5157.91,4252.18,2608.31,2025-12-17,2025-12-19,1643.8700000000003,0.3865946408665673
PV002904,2026-04-27,C0345,P004,U01,32.68,0.1079,Entregue,437.91,390.66,204.63,2026-05-03,2026-05-03,186.03000000000003,0.47619413300568275
PV002905,2025-12-18,C0263,P006,U01,25.73,0.046,Entregue,1415.15,1350.05,718.71,2025-12-26,2025-12-29,631.3399999999999,0.46764193918743746
PV002906,2025-08-04,C0109,P001,U01,29.23,0.0519,Entregue,540.76,512.69,213.91,2025-08-10,2025-08-09,298.7800000000001,0.5827693147906143
PV002907,2025-08-15,C0091,P003,U01,32.32,0.0737,Faturado,1357.44,1257.4,621.89,2025-08-19,2025-08-22,635.5100000000001,0.5054159376491173
PV002908,2024-02-29,C0100,P001,U01,169.53,0.0473,Entregue,3136.3,2987.95,1337.0,2024-03-09,2024-03-10,1650.9499999999998,0.5525360196790441
PV002909,2025-07-28,C0355,P004,U01,23.2,0.0028,Entregue,310.88,310.01,144.96,2025-08-01,2025-08-01,165.04999999999998,0.5324021805748201
PV002910,2024-01-16,C0174,P006,U02,57.46,0.0775,Faturado,3160.3,2915.38,1494.97,2024-01-20,2024-01-19,1420.41,0.4872126446638174
PV002911,2024-02-04,C0328,P007,U01,35.87,0.1229,Faturado,351.53,308.33,141.45,2024-02-18,2024-02-18,166.88,0.5412382836571207
PV002912,2026-03-06,C0077,P008,U01,11.83,0.0925,Entregue,208.21,188.95,101.71,2026-03-14,2026-03-14,87.24,0.46170944694363586
PV002913,2024-05-23,C0119,P002,U01,68.23,0.025,Entregue,1562.47,1523.41,679.58,2024-06-01,2024-06-02,843.83,0.5539086654282169
PV002914,2026-05-26,C0049,P005,U01,34.92,0.0499,Entregue,1106.96,1051.72,538.89,2026-06-01,2026-06-07,512.83,0.48761077092762334
PV002915,2026-05-20,C0467,P006,U03,39.99,0.1499,Entregue,2199.45,1869.75,1109.87,2026-05-23,2026-05-24,759.8800000000001,0.40640727369969254
PV002916,2025-05-24,C0261,P008,U01,187.21,0.1101,Entregue,3294.9,2932.13,1568.66,2025-06-06,2025-06-05,1363.47,0.46501007799790595
PV002917,2024-04-29,C0325,P007,U01,7.06,0.1583,Entregue,69.19,58.24,32.09,2024-05-07,2024-05-09,26.15,0.44900412087912084
PV002918,2025-04-18,C0100,P004,U02,93.86,0.0893,Entregue,1257.72,1145.41,565.01,2025-04-29,2025-05-01,580.4000000000001,0.5067181184030173
PV002919,2025-12-17,C0355,P005,U03,31.53,0.1085,Entregue,999.5,891.05,449.83,2025-12-25,2025-12-25,441.21999999999997,0.4951686212894899
PV002920,2024-12-22,C0257,P001,U01,34.58,0.1487,Entregue,639.73,544.6,250.48,2024-12-25,2024-12-28,294.12,0.5400661035622475
PV002921,2026-02-27,C0152,P001,U02,80.92,0.0285,Entregue,1497.02,1454.35,569.05,2026-03-10,2026-03-09,885.3,0.6087255474954447
PV002922,2026-05-19,C0295,P002,U02,48.87,0.1084,Faturado,1119.12,997.81,463.75,2026-05-26,2026-05-26,534.06,0.535232158426955
PV002923,2025-02-11,C0127,P004,U02,21.99,0.158,Cancelado,294.67,248.11,145.25,2025-02-14,2025-02-12,102.86000000000001,0.41457418080690017
PV002924,2026-05-10,C0423,P008,U01,72.08,0.1408,Entregue,1268.61,1089.99,536.92,2026-05-16,2026-05-14,553.07,0.507408324847017
PV002925,2025-06-12,C0295,P007,U03,262.11,0.0613,Faturado,2568.68,2411.22,1032.97,2025-06-26,2025-07-02,1378.2499999999998,0.571598609832367
PV002926,2024-01-25,C0217,P006,U03,109.62,0.148,Faturado,6029.1,5136.79,2767.18,2024-01-30,2024-01-30,2369.61,0.46130170787593033
PV002927,2024-04-15,C0391,P004,U01,99.77,0.0686,Entregue,1336.92,1245.21,590.16,2024-04-25,2024-04-27,655.0500000000001,0.5260558460018793
PV002928,2026-05-20,C0096,P005,U01,17.59,0.0087,Entregue,557.6,552.75,277.0,2026-06-01,2026-06-01,275.75,0.49886928991406604
PV002929,2025-04-05,C0494,P007,U03,156.94,0.0557,Entregue,1538.01,1452.34,665.47,2025-04-14,2025-04-12,786.8699999999999,0.541794621094234
PV002930,2025-07-08,C0064,P007,U01,171.03,0.0067,Entregue,1676.09,1664.86,721.96,2025-07-11,2025-07-11,942.8999999999999,0.5663539276575807
PV002931,2025-10-09,C0345,P002,U02,26.32,0.0553,Faturado,602.73,569.4,262.28,2025-10-21,2025-10-21,307.12,0.5393747804706709
PV002932,2025-07-02,C0346,P007,U01,27.57,0.0241,Entregue,270.19,263.68,110.8,2025-07-12,2025-07-12,152.88,0.5797936893203883
PV002933,2025-12-07,C0289,P003,U03,23.71,0.0077,Entregue,995.82,988.15,520.92,2025-12-12,2025-12-11,467.23,0.4728330719020392
PV002934,2026-01-27,C0221,P002,U02,109.94,0.1776,Entregue,2517.63,2070.5,1088.52,2026-02-07,2026-02-10,981.98,0.4742719149963777
PV002935,2026-06-21,C0299,P006,U02,77.6,0.0411,Entregue,4268.0,4092.59,2069.46,2026-06-28,2026-06-26,2023.13,0.49433977016999014
PV002936,2024-03-24,C0435,P006,U01,32.97,0.0735,Entregue,1813.35,1680.07,788.67,2024-04-05,2024-04-04,891.4,0.5305731308814514
PV002937,2026-02-23,C0063,P008,U01,66.96,0.0522,Entregue,1178.5,1116.98,506.29,2026-03-03,2026-03-09,610.69,0.5467331554727928
PV002938,2025-02-02,C0252,P006,U01,50.48,0.1655,Entregue,2776.4,2316.91,1214.96,2025-02-07,2025-02-09,1101.9499999999998,0.4756119141442697
PV002939,2026-03-05,C0060,P002,U03,34.15,0.1505,Faturado,782.04,664.34,310.43,2026-03-14,2026-03-20,353.91,0.5327242074841196
PV002940,2024-09-15,C0489,P008,U02,32.39,0.014,Faturado,570.06,562.08,253.14,2024-09-28,2024-10-01,308.94000000000005,0.5496370623398805
PV002941,2024-04-18,C0073,P004,U03,195.42,0.0386,Entregue,2618.63,2517.55,1175.64,2024-04-25,2024-04-24,1341.91,0.5330221842664495
PV002942,2025-08-04,C0289,P001,U01,29.19,0.1534,Entregue,540.02,457.18,225.04,2025-08-13,2025-08-14,232.14000000000001,0.5077649940942298
PV002943,2024-03-08,C0398,P006,U01,28.74,0.1131,Entregue,1580.7,1401.92,691.02,2024-03-14,2024-03-15,710.9000000000001,0.5070902761926501
PV002944,2025-06-26,C0422,P001,U03,12.63,0.0475,Entregue,233.66,222.56,87.44,2025-07-06,2025-07-12,135.12,0.607117181883537
PV002945,2026-07-18,C0217,P003,U01,63.26,0.1129,Entregue,2656.92,2356.95,1363.32,2026-07-26,2026-07-28,993.6299999999999,0.42157449245847384
PV002946,2025-06-25,C0285,P006,U02,40.92,0.0608,Entregue,2250.6,2113.76,1163.69,2025-07-07,2025-07-13,950.0700000000002,0.44946919233971694
PV002947,2024-12-17,C0171,P006,U01,9.78,0.0352,Entregue,537.9,518.97,238.47,2024-12-26,2024-12-26,280.5,0.5404936701543441
PV002948,2025-02-18,C0105,P002,U01,57.57,0.1308,Entregue,1318.35,1145.91,500.29,2025-02-25,2025-02-25,645.6200000000001,0.5634124844010437
PV002949,2025-08-20,C0341,P005,U03,176.89,0.0858,Entregue,5607.41,5126.29,2341.69,2025-08-27,2025-08-28,2784.6,0.5431998579869652
PV002950,2024-04-11,C0184,P006,U01,81.94,0.0059,Cancelado,4506.7,4480.11,2081.78,2024-04-20,2024-04-23,2398.3299999999995,0.535328373633683
PV002951,2026-05-16,C0203,P007,U03,30.73,0.0751,Entregue,301.15,278.53,128.4,2026-05-27,2026-05-27,150.12999999999997,0.5390083653466412
PV002952,2025-11-19,C0244,P002,U01,57.08,0.0667,Entregue,1307.13,1219.94,489.09,2025-12-03,2025-12-06,730.8500000000001,0.59908684033641
PV002953,2024-10-31,C0463,P003,U01,46.8,0.146,Entregue,1965.6,1678.62,854.33,2024-11-14,2024-11-15,824.2899999999998,0.49105217380943866
PV002954,2026-04-18,C0412,P007,U03,105.65,0.1219,Entregue,1035.37,909.16,409.07,2026-04-24,2026-04-24,500.09,0.5500571956531304
PV002955,2025-10-12,C0481,P007,U01,225.45,0.0193,Cancelado,2209.41,2166.77,855.34,2025-10-23,2025-10-23,1311.4299999999998,0.6052465190121701
PV002956,2025-01-20,C0232,P005,U03,33.1,0.147,Entregue,1049.27,895.03,497.24,2025-02-01,2025-02-04,397.78999999999996,0.4444432030211278
PV002957,2026-05-19,C0197,P001,U01,12.62,0.0006,Entregue,233.47,233.33,95.58,2026-05-28,2026-05-31,137.75,0.590365576651095
PV002958,2024-11-18,C0223,P003,U01,15.02,0.1789,Faturado,630.84,517.98,311.9,2024-11-23,2024-11-21,206.08000000000004,0.3978531989652111
PV002959,2026-07-08,C0031,P001,U01,238.42,0.1527,Faturado,4410.77,3737.25,1916.52,2026-07-20,2026-07-21,1820.73,0.48718442705197673
PV002960,2025-04-03,C0486,P003,U02,15.87,0.0091,Entregue,666.54,660.47,307.24,2025-04-11,2025-04-10,353.23,0.5348161157963268
PV002961,2024-09-03,C0212,P007,U02,163.18,0.0242,Faturado,1599.16,1560.46,700.98,2024-09-10,2024-09-12,859.48,0.5507863066018994
PV002962,2026-06-27,C0221,P002,U01,80.09,0.0269,Faturado,1834.06,1784.72,790.57,2026-07-08,2026-07-07,994.15,0.557034156618405
PV002963,2024-03-01,C0490,P007,U01,99.46,0.0641,Faturado,974.71,912.23,397.0,2024-03-13,2024-03-16,515.23,0.5648027361520669
PV002964,2024-02-03,C0142,P007,U01,33.93,0.1368,Entregue,332.51,287.02,142.26,2024-02-10,2024-02-13,144.76,0.5043550972057697
PV002965,2025-10-13,C0499,P007,U02,64.13,0.0346,Entregue,628.47,606.72,273.49,2025-10-23,2025-10-24,333.23,0.5492319356540084
PV002966,2024-11-19,C0433,P002,U02,23.13,0.0372,Entregue,529.68,509.98,230.81,2024-12-02,2024-12-01,279.17,0.5474136240636888
PV002967,2025-12-08,C0389,P003,U01,19.54,0.0858,Entregue,820.68,750.27,369.08,2025-12-19,2025-12-19,381.19,0.5080704279792608
PV002968,2025-10-07,C0414,P006,U01,186.07,0.1167,Entregue,10233.85,9039.56,5078.69,2025-10-13,2025-10-16,3960.87,0.4381706631738713
PV002969,2026-06-23,C0201,P007,U01,27.39,0.0214,Entregue,268.42,262.68,107.79,2026-06-28,2026-06-26,154.89,0.5896528095020557
PV002970,2025-02-09,C0315,P008,U01,19.57,0.0712,Entregue,344.43,319.91,150.54,2025-02-19,2025-02-19,169.37000000000003,0.5294301522303149
PV002971,2024-02-01,C0123,P005,U01,55.2,0.1601,Entregue,1749.84,1469.69,747.07,2024-02-13,2024-02-14,722.62,0.4916819193163184
PV002972,2025-05-19,C0137,P001,U01,21.9,0.0579,Entregue,405.15,381.69,177.31,2025-05-25,2025-05-23,204.38,0.5354607141921455
PV002973,2024-06-02,C0416,P008,U03,37.36,0.0526,Entregue,657.54,622.95,325.37,2024-06-05,2024-06-08,297.58000000000004,0.4776948390721567
PV002974,2024-06-17,C0179,P005,U03,53.09,0.0124,Faturado,1682.95,1662.08,795.03,2024-06-23,2024-06-23,867.05,0.5216656237966885
PV002975,2025-08-25,C0187,P005,U01,17.88,0.1091,Entregue,566.8,504.96,272.0,2025-09-08,2025-09-08,232.95999999999998,0.46134347275031684
PV002976,2025-04-19,C0178,P005,U02,14.68,0.1605,Entregue,465.36,390.67,197.27,2025-04-27,2025-04-25,193.4,0.49504697058898817
PV002977,2025-09-23,C0382,P001,U01,99.94,0.0549,Entregue,1848.89,1747.39,750.19,2025-09-26,2025-09-24,997.2,0.5706796994374467
PV002978,2024-07-02,C0464,P004,U01,31.25,0.0103,Entregue,418.75,414.44,195.66,2024-07-09,2024-07-15,218.78,0.5278930605153943
PV002979,2025-05-25,C0290,P001,U01,28.46,0.0205,Faturado,526.51,515.72,220.71,2025-06-06,2025-06-06,295.01,0.5720352129062282
PV002980,2024-11-30,C0311,P002,U02,36.45,0.1196,Entregue,834.7,734.87,351.78,2024-12-09,2024-12-12,383.09000000000003,0.5213030876209398
PV002981,2024-11-29,C0021,P001,U01,80.61,0.0393,Faturado,1491.28,1432.67,624.49,2024-12-04,2024-12-02,808.1800000000001,0.5641075753662742
PV002982,2025-02-19,C0409,P002,U03,183.72,0.0355,Entregue,4207.19,4057.83,1854.36,2025-02-25,2025-02-27,2203.4700000000003,0.5430168341207
PV002983,2024-07-02,C0229,P008,U03,15.04,0.164,Faturado,264.7,221.29,110.59,2024-07-14,2024-07-13,110.69999999999999,0.5002485426363595
PV002984,2025-12-11,C0177,P004,U03,32.03,0.0099,Faturado,429.2,424.95,193.4,2025-12-19,2025-12-17,231.54999999999998,0.5448876338392752
PV002985,2026-04-23,C0358,P003,U02,129.23,0.0469,Entregue,5427.66,5173.1,2780.61,2026-05-06,2026-05-08,2392.4900000000002,0.46248671009646053
PV002986,2026-07-29,C0349,P003,U01,82.42,0.0579,Entregue,3461.64,3261.21,1705.49,2026-08-06,2026-08-05,1555.72,0.4770376639345519
PV002987,2024-10-19,C0224,P007,U01,19.11,0.1274,Entregue,187.28,163.42,80.0,2024-10-28,2024-10-28,83.41999999999999,0.5104638355158487
PV002988,2026-02-15,C0080,P003,U02,20.07,0.0268,Faturado,842.94,820.35,389.74,2026-02-24,2026-02-24,430.61,0.5249100993478394
PV002989,2024-07-11,C0475,P004,U01,43.4,0.0121,Entregue,581.56,574.52,242.28,2024-07-15,2024-07-13,332.24,0.5782914432917915
PV002990,2025-05-11,C0142,P001,U01,424.19,0.1261,Faturado,7847.52,6857.95,3568.46,2025-05-16,2025-05-19,3289.49,0.479660831589615
PV002991,2025-07-09,C0237,P007,U02,42.63,0.1457,Faturado,417.77,356.9,189.09,2025-07-21,2025-07-23,167.80999999999997,0.4701877276548052
PV002993,2025-11-09,C0397,P005,U01,104.78,0.0202,Entregue,3321.53,3254.44,1420.75,2025-11-12,2025-11-14,1833.69,0.5634425584739617
PV002994,2026-01-05,C0070,P008,U02,93.98,0.0943,Entregue,1654.05,1498.07,782.2,2026-01-14,2026-01-14,715.8699999999999,0.4778615151494923
PV002995,2024-06-28,C0054,P004,U03,83.71,0.1456,Entregue,1121.71,958.39,517.39,2024-07-09,2024-07-07,441.0,0.46014670436878513
PV002996,2025-04-14,C0044,P003,U02,38.39,0.1359,Entregue,1612.38,1393.26,712.86,2025-04-24,2025-04-27,680.4,0.48835106153912405
PV002997,2025-12-06,C0004,P007,U01,558.99,0.1668,Entregue,5478.1,4564.35,2496.63,2025-12-18,2025-12-20,2067.7200000000003,0.453015215748135
