inspecao_id,lote_id,ph,viscosidade_cp,resultado,tempo_liberacao_h
IQ000485,L000485,8.63,5975.0,Aprovado,7.0
IQ000486,L000486,7.14,6235.0,Aprovado,6.4
IQ000487,L000487,6.98,5966.0,Aprovado,9.1
IQ000488,L000488,5.84,4430.0,Aprovado com desvio,8.4
IQ000489,L000489,7.06,5024.0,Aprovado,5.0
IQ000490,L000490,6.25,4930.0,Aprovado,28.4
IQ000491,L000491,5.89,6019.0,Aprovado,9.7
IQ000492,L000492,6.27,6225.0,Aprovado,4.6
IQ000493,L000493,8.02,5159.0,Aprovado,10.0
IQ000494,L000494,6.24,5197.0,Aprovado,2.7
IQ000495,L000495,7.65,5874.0,Aprovado,7.8
IQ000496,L000496,8.1,5329.0,Aprovado,7.8
IQ000497,L000497,6.75,4890.0,Aprovado,12.9
IQ000498,L000498,8.18,6192.0,Aprovado,31.3
IQ000499,L000499,7.28,4477.0,Aprovado,7.5
IQ000500,L000500,5.63,4346.0,Aprovado,18.0
IQ000501,L000501,7.48,5275.0,Aprovado,7.3
IQ000502,L000502,7.14,4606.0,Aprovado,23.2
IQ000503,L000503,7.44,5494.0,Aprovado,8.8
IQ000504,L000504,5.68,5445.0,Aprovado,6.9
IQ000505,L000505,7.22,5204.0,Aprovado,6.2
IQ000506,L000506,8.37,5240.0,Aprovado,7.6
IQ000507,L000507,7.21,4646.0,Aprovado,5.1
IQ000508,L000508,7.99,5223.0,Aprovado,9.9
IQ000509,L000509,7.88,4513.0,Aprovado,6.1
IQ000510,L000510,6.62,4587.0,Aprovado,2.1
IQ000511,L000511,7.44,6472.0,Aprovado,7.1
IQ000512,L000512,6.09,6254.0,Aprovado,5.8
IQ000513,L000513,5.77,5331.0,Reprovado,3.1
IQ000515,L000515,6.82,4940.0,Aprovado,13.9
IQ000516,L000516,7.05,4929.0,Aprovado,30.4
IQ000517,L000517,5.75,5053.0,Aprovado,12.4
IQ000518,L000518,8.06,5620.0,Aprovado,1.5
IQ000519,L000519,6.48,6047.0,Aprovado,7.8
IQ000520,L000520,8.95,6247.0,Aprovado,11.3
IQ000521,L000521,6.39,5324.0,Aprovado,4.3
IQ000522,L000522,7.02,5298.0,Aprovado,9.5
IQ000523,L000523,6.57,4761.0,Aprovado,23.1
IQ000524,L000524,8.07,5173.0,Aprovado,6.4
IQ000525,L000525,6.48,5878.0,Aprovado com desvio,4.9
IQ000526,L000526,7.47,4394.0,Aprovado,12.5
IQ000527,L000527,8.33,6026.0,Aprovado,10.9
IQ000528,L000528,6.86,4160.0,Aprovado,10.3
IQ000529,L000529,7.46,5405.0,Aprovado,13.6
IQ000530,L000530,7.61,5447.0,Aprovado,3.9
IQ000531,L000531,6.72,4884.0,Aprovado,3.3
IQ000532,L000532,6.4,4489.0,Aprovado,9.8
IQ000533,L000533,7.21,3861.0,Aprovado com desvio,18.0
IQ000534,L000534,9.21,4339.0,Aprovado,7.5
IQ000535,L000535,5.24,4152.0,Aprovado,10.3
IQ000536,L000536,8.59,4908.0,Aprovado,10.5
IQ000537,L000537,6.24,5169.0,Aprovado com desvio,4.8
IQ000538,L000538,5.97,6352.0,Aprovado,2.3
IQ000539,L000539,6.99,5894.0,Aprovado,6.7
IQ000540,L000540,6.54,4349.0,Aprovado,15.2
IQ000541,L000541,6.79,5883.0,Aprovado,9.4
IQ000542,L000542,6.97,4548.0,Aprovado,14.1
IQ000543,L000543,7.36,5086.0,Aprovado,11.7
IQ000544,L000544,8.15,4901.0,Aprovado,12.1
IQ000545,L000545,7.35,5231.0,Aprovado,11.5
IQ000546,L000546,8.82,5462.0,Aprovado com desvio,5.9
IQ000547,L000547,6.66,4603.0,Aprovado,14.1
IQ000548,L000548,8.4,4524.0,Aprovado,5.8
IQ000549,L000549,5.75,5123.0,Aprovado,3.0
IQ000550,L000550,8.6,4851.0,Aprovado,4.3
IQ000551,L000551,8.38,5816.0,Aprovado,10.9
IQ000552,L000552,7.82,5269.0,Aprovado,6.7
IQ000553,L000553,6.41,4897.0,Aprovado,5.6
IQ000554,L000554,5.98,5377.0,Aprovado,2.6
IQ000555,L000555,6.91,5300.0,Aprovado,4.7
IQ000556,L000556,6.18,5245.0,Aprovado com desvio,5.2
IQ000557,L000557,6.13,5374.0,Aprovado,6.4
IQ000558,L000558,6.59,4126.0,Aprovado,13.4
IQ000559,L000559,6.87,4852.0,Aprovado,16.2
IQ000560,L000560,5.95,4543.0,Aprovado,12.7
IQ000561,L000561,6.96,5092.0,Aprovado,4.7
IQ000562,L000562,8.13,5191.0,Aprovado,10.3
IQ000563,L000563,9.03,4753.0,Aprovado,8.5
IQ000564,L000564,8.83,5712.0,Aprovado,16.6
IQ000565,L000565,7.1,4839.0,Aprovado,12.8
IQ000566,L000566,7.86,5169.0,Aprovado com desvio,7.8
IQ000567,L000567,7.71,5415.0,Aprovado,5.8
IQ000568,L000568,7.87,3944.0,Aprovado,25.2
IQ000569,L000569,7.14,5292.0,Reprovado,5.3
IQ000570,L000570,7.42,6158.0,Aprovado,13.0
IQ000571,L000571,6.38,5950.0,Aprovado,2.6
IQ000572,L000572,5.23,4927.0,Aprovado,14.2
IQ000573,L000573,7.64,5902.0,Aprovado,16.4
IQ000574,L000574,7.7,4457.0,Aprovado,10.9
IQ000575,L000575,6.04,4982.0,Aprovado,18.7
IQ000576,L000576,8.1,4105.0,Aprovado com desvio,5.3
IQ000577,L000577,7.22,4415.0,Aprovado,26.8
IQ000578,L000578,7.92,4767.0,Aprovado,6.5
IQ000579,L000579,7.18,5475.0,Aprovado,1.7
IQ000580,L000580,7.55,4535.0,Aprovado,17.1
IQ000581,L000581,7.33,6139.0,Aprovado,15.7
IQ000582,L000582,7.33,5429.0,Aprovado,2.6
IQ000583,L000583,7.81,4213.0,Aprovado,25.8
IQ000584,L000584,6.17,5128.0,Aprovado,11.1
IQ000585,L000585,7.18,5348.0,Aprovado,7.1
IQ000586,L000586,7.13,5073.0,Aprovado,14.0
IQ000587,L000587,8.43,5683.0,Aprovado,13.7
IQ000588,L000588,6.17,5825.0,Aprovado,5.8
IQ000589,L000589,8.05,4900.0,Aprovado,8.8
IQ000590,L000590,7.86,4839.0,Aprovado,20.2
IQ000591,L000591,5.38,5624.0,Aprovado,19.6
IQ000592,L000592,8.65,5332.0,Aprovado,4.6
IQ000593,L000593,6.97,5441.0,Aprovado,10.8
IQ000594,L000594,6.58,5059.0,Aprovado,14.1
IQ000595,L000595,6.9,6678.0,Aprovado,7.7
IQ000596,L000596,7.64,5369.0,Aprovado,10.6
IQ000597,L000597,8.16,5207.0,Aprovado,6.1
IQ000598,L000598,7.45,4219.0,Aprovado,2.5
IQ000599,L000599,7.32,5117.0,Aprovado,1.0
IQ000600,L000600,6.91,5534.0,Aprovado,3.8
IQ000601,L000601,6.53,6975.0,Aprovado,7.6
IQ000602,L000602,7.47,3848.0,Aprovado,18.5
IQ000603,L000603,6.75,3866.0,Aprovado,7.5
IQ000604,L000604,7.67,5197.0,Aprovado,7.2
IQ000605,L000605,8.53,5832.0,Aprovado com desvio,13.5
IQ000606,L000606,7.13,5122.0,Aprovado,9.0
IQ000607,L000607,9.06,5053.0,Aprovado,4.2
IQ000608,L000608,6.84,5305.0,Aprovado,9.6
IQ000609,L000609,6.63,5040.0,Aprovado,8.4
IQ000610,L000610,6.96,6030.0,Aprovado com desvio,19.1
IQ000611,L000611,9.0,4656.0,Aprovado,11.1
IQ000612,L000612,6.66,5290.0,Aprovado,19.9
IQ000613,L000613,7.2,5686.0,Aprovado,14.1
IQ000614,L000614,7.89,6603.0,Aprovado,10.8
IQ000615,L000615,8.54,5519.0,Aprovado,12.6
IQ000616,L000616,6.98,5498.0,Aprovado,23.5
IQ000617,L000617,6.74,4825.0,Aprovado,1.5
IQ000618,L000618,8.09,4865.0,Aprovado,7.3
IQ000619,L000619,7.77,4715.0,Aprovado,10.8
IQ000620,L000620,4.8,5414.0,Aprovado,17.6
IQ000621,L000621,7.31,5583.0,Aprovado,4.7
IQ000622,L000622,6.21,5979.0,Aprovado,5.6
IQ000623,L000623,7.16,5744.0,Aprovado,11.3
IQ000624,L000624,6.59,6011.0,Aprovado,2.6
IQ000625,L000625,6.26,6398.0,Aprovado,14.8
IQ000626,L000626,8.46,4713.0,Aprovado,27.3
IQ000627,L000627,6.82,4552.0,Aprovado,6.5
IQ000628,L000628,6.92,5234.0,Aprovado,7.5
IQ000629,L000629,6.38,5047.0,Aprovado,16.9
IQ000630,L000630,7.73,5792.0,Aprovado,9.5
IQ000631,L000631,7.03,6119.0,Aprovado,12.4
IQ000632,L000632,8.7,4960.0,Aprovado,5.5
IQ000633,L000633,8.29,5054.0,Reprovado,24.1
IQ000634,L000634,5.91,6034.0,Aprovado,11.7
IQ000635,L000635,8.49,6054.0,Aprovado,11.4
IQ000636,L000636,9.22,5957.0,Aprovado,5.6
IQ000637,L000637,6.86,4675.0,Aprovado com desvio,1.4
IQ000638,L000638,7.55,5036.0,Aprovado,9.0
IQ000639,L000639,7.03,5385.0,Aprovado,4.7
IQ000640,L000640,6.93,4814.0,Aprovado,3.8
IQ000641,L000641,6.14,5103.0,Aprovado,9.8
IQ000642,L000642,8.41,5527.0,Aprovado,21.2
IQ000643,L000643,6.21,4885.0,Aprovado,8.0
IQ000644,L000644,8.22,5062.0,Aprovado,4.4
IQ000645,L000645,7.72,5851.0,Aprovado,20.4
IQ000646,L000646,7.8,5042.0,Aprovado,15.5
IQ000647,L000647,7.9,4761.0,Aprovado,11.2
IQ000648,L000648,7.65,5608.0,Aprovado,13.3
IQ000649,L000649,8.04,5238.0,Aprovado,5.9
IQ000650,L000650,7.04,5451.0,Aprovado,10.3
IQ000651,L000651,8.39,4773.0,Aprovado,1.3
IQ000652,L000652,5.8,6040.0,Aprovado,11.8
IQ000653,L000653,7.52,5747.0,Aprovado,12.4
IQ000654,L000654,8.78,4601.0,Aprovado,13.0
IQ000655,L000655,5.72,4980.0,Aprovado,6.5
IQ000656,L000656,7.75,5142.0,Reprovado,11.0
IQ000657,L000657,6.81,5722.0,Aprovado,10.8
IQ000658,L000658,7.49,4983.0,Aprovado,24.6
IQ000659,L000659,5.62,5021.0,Aprovado,3.9
IQ000660,L000660,6.15,5469.0,Reprovado,16.9
IQ000661,L000661,7.5,5222.0,Aprovado,9.3
IQ000662,L000662,7.5,6064.0,Aprovado,3.5
IQ000663,L000663,7.87,4858.0,Aprovado,6.0
IQ000664,L000664,7.28,5505.0,Aprovado,9.0
IQ000665,L000665,7.44,4424.0,Aprovado,22.2
IQ000666,L000666,7.89,4723.0,Aprovado,13.5
IQ000667,L000667,6.74,4407.0,Aprovado,4.7
IQ000668,L000668,7.09,4409.0,Aprovado,5.5
IQ000669,L000669,6.31,4635.0,Aprovado,7.7
IQ000670,L000670,8.24,4731.0,Aprovado,24.4
IQ000671,L000671,5.74,5649.0,Aprovado,5.0
IQ000672,L000672,6.7,4800.0,Aprovado,13.3
IQ000673,L000673,7.34,6275.0,Aprovado,20.4
IQ000674,L000674,9.36,4732.0,Aprovado,15.5
IQ000675,L000675,7.5,5516.0,Aprovado,12.4
IQ000676,L000676,7.36,5813.0,Aprovado,11.1
IQ000677,L000677,6.32,4751.0,Aprovado,8.8
IQ000678,L000678,8.52,6948.0,Aprovado,18.7
IQ000679,L000679,6.57,5732.0,Aprovado com desvio,3.8
IQ000680,L000680,5.9,4452.0,Aprovado,9.3
IQ000681,L000681,6.9,6667.0,Aprovado,6.1
IQ000682,L000682,6.46,5153.0,Aprovado,9.6
IQ000683,L000683,6.69,5934.0,Aprovado,9.5
IQ000684,L000684,7.2,5005.0,Aprovado,10.2
IQ000685,L000685,9.78,4479.0,Aprovado,6.2
IQ000686,L000686,6.71,4188.0,Aprovado com desvio,10.8
IQ000687,L000687,7.72,5533.0,Aprovado,10.7
IQ000688,L000688,8.29,5113.0,Aprovado,2.9
IQ000689,L000689,7.7,4971.0,Aprovado,1.5
IQ000690,L000690,6.09,4190.0,Aprovado com desvio,3.9
IQ000691,L000691,7.74,4973.0,Aprovado com desvio,10.5
IQ000692,L000692,6.8,5686.0,Aprovado com desvio,10.0
IQ000693,L000693,7.26,4517.0,Aprovado,9.7
IQ000694,L000694,7.8,4601.0,Aprovado com desvio,3.1
IQ000695,L000695,6.93,5222.0,Aprovado,12.1
IQ000696,L000696,7.95,4695.0,Aprovado,8.0
IQ000697,L000697,6.84,4917.0,Aprovado,33.8
IQ000698,L000698,6.04,5636.0,Aprovado,8.0
IQ000699,L000699,7.52,4633.0,Aprovado,2.2
IQ000700,L000700,7.63,4089.0,Aprovado,15.5
IQ000701,L000701,8.43,5673.0,Aprovado,2.1
IQ000702,L000702,7.15,4898.0,Aprovado,4.8
IQ000703,L000703,5.82,5877.0,Aprovado,0.5
IQ000704,L000704,7.55,5681.0,Aprovado,1.9
IQ000705,L000705,7.22,5210.0,Aprovado,5.7
IQ000706,L000706,6.87,5204.0,Aprovado,7.9
IQ000707,L000707,8.08,6033.0,Aprovado com desvio,18.8
IQ000708,L000708,7.38,6097.0,Aprovado,10.3
IQ000709,L000709,8.4,5482.0,Aprovado,15.2
IQ000710,L000710,6.15,5621.0,Aprovado,9.9
IQ000711,L000711,7.23,4904.0,Aprovado,6.9
IQ000712,L000712,6.43,6415.0,Reprovado,6.1
IQ000713,L000713,6.91,4508.0,Aprovado,3.5
IQ000714,L000714,7.29,4561.0,Aprovado,9.4
IQ000715,L000715,6.71,5420.0,Aprovado,15.6
IQ000716,L000716,9.09,3792.0,Reprovado,15.2
IQ000717,L000717,6.62,5692.0,Aprovado,19.8
IQ000718,L000718,7.52,4653.0,Aprovado,7.7
IQ000719,L000719,7.27,5499.0,Aprovado,17.3
IQ000720,L000720,7.05,6162.0,Aprovado,34.2
IQ000721,L000721,6.82,5219.0,Aprovado,15.6
IQ000722,L000722,7.24,5921.0,Aprovado,4.3
IQ000723,L000723,7.37,5399.0,Aprovado,19.2
IQ000724,L000724,8.11,4611.0,Aprovado com desvio,6.6
IQ000725,L000725,7.1,4925.0,Aprovado,17.1
IQ000726,L000726,6.28,4568.0,Aprovado,13.2
IQ000727,L000727,6.38,4964.0,Aprovado,1.7
IQ000728,L000728,6.53,5325.0,Reprovado,22.2
IQ000729,L000729,8.28,4528.0,Aprovado,5.2
IQ000730,L000730,6.99,5489.0,Aprovado,6.2
IQ000731,L000731,9.18,4593.0,Aprovado,11.5
IQ000732,L000732,6.5,4146.0,Aprovado com desvio,31.4
IQ000733,L000733,7.28,5210.0,Aprovado,4.9
IQ000734,L000734,6.55,5285.0,Aprovado,8.9
IQ000735,L000735,6.93,4934.0,Aprovado,7.8
IQ000736,L000736,7.91,5500.0,Aprovado,9.2
IQ000737,L000737,7.52,3037.0,Aprovado,19.3
IQ000738,L000738,8.52,4787.0,Aprovado,2.6
IQ000739,L000739,5.52,5111.0,Aprovado,30.2
IQ000740,L000740,4.82,6599.0,Aprovado,8.3
IQ000741,L000741,8.81,5571.0,Aprovado com desvio,4.3
IQ000742,L000742,7.33,5160.0,Aprovado,35.1
IQ000743,L000743,7.23,5187.0,Aprovado,5.1
IQ000744,L000744,8.68,5011.0,Aprovado,13.6
IQ000745,L000745,7.76,5981.0,Aprovado,2.4
IQ000746,L000746,7.97,4749.0,Aprovado,13.7
IQ000747,L000747,6.91,4379.0,Aprovado,26.5
IQ000748,L000748,6.87,6540.0,Aprovado,1.6
IQ000749,L000749,8.0,5347.0,Aprovado,8.9
IQ000750,L000750,6.35,5854.0,Aprovado,6.6
IQ000751,L000751,7.36,5415.0,Aprovado,15.5
IQ000752,L000752,9.17,5867.0,Aprovado,16.4
IQ000753,L000753,6.87,5579.0,Aprovado,11.4
IQ000754,L000754,8.64,5626.0,Aprovado,17.4
IQ000755,L000755,7.49,4882.0,Aprovado com desvio,29.6
IQ000756,L000756,7.54,4644.0,Aprovado,15.1
IQ000757,L000757,6.9,6298.0,Aprovado,7.1
IQ000758,L000758,7.85,5158.0,Aprovado,9.2
IQ000759,L000759,7.58,5890.0,Aprovado,11.3
IQ000760,L000760,3.01,4302.0,Aprovado,5.4
IQ000761,L000761,6.56,4556.0,Aprovado,12.3
IQ000762,L000762,7.14,4843.0,Aprovado,10.2
IQ000763,L000763,7.5,5389.0,Aprovado,13.2
IQ000764,L000764,7.55,4194.0,Aprovado,10.2
IQ000765,L000765,7.5,5560.0,Aprovado,24.6
IQ000766,L000766,7.82,5219.0,Aprovado,9.9
IQ000767,L000767,7.41,5452.0,Aprovado,20.9
IQ000768,L000768,6.4,4618.0,Aprovado com desvio,3.7
IQ000769,L000769,7.2,4516.0,Aprovado,14.9
IQ000770,L000770,7.78,4951.0,Aprovado,2.2
IQ000771,L000771,6.48,5228.0,Aprovado,37.6
IQ000772,L000772,7.79,4822.0,Aprovado,6.3
IQ000773,L000773,7.54,4922.0,Aprovado,10.0
IQ000774,L000774,7.75,5382.0,Aprovado,2.8
IQ000775,L000775,5.91,5165.0,Aprovado,7.9
IQ000776,L000776,5.47,4477.0,Aprovado,12.5
IQ000777,L000777,6.81,6068.0,Aprovado,4.0
IQ000778,L000778,5.97,6362.0,Aprovado,2.8
IQ000779,L000779,7.02,4845.0,Aprovado,20.9
IQ000780,L000780,8.68,4858.0,Aprovado,9.7
IQ000781,L000781,6.74,5579.0,Aprovado,6.0
IQ000782,L000782,6.53,5157.0,Aprovado,9.7
IQ000783,L000783,7.08,5840.0,Aprovado,40.9
IQ000784,L000784,6.58,3779.0,Aprovado,6.1
IQ000785,L000785,7.59,4782.0,Aprovado,28.6
IQ000786,L000786,6.85,5726.0,Aprovado,11.1
IQ000787,L000787,6.3,3920.0,Aprovado,14.6
IQ000788,L000788,8.13,5168.0,Aprovado,11.9
IQ000789,L000789,7.52,5439.0,Aprovado,6.2
IQ000790,L000790,7.75,5353.0,Aprovado,3.4
IQ000791,L000791,7.77,5134.0,Aprovado,11.6
IQ000792,L000792,8.23,4918.0,Aprovado,5.2
IQ000793,L000793,6.55,3952.0,Aprovado,2.2
IQ000794,L000794,7.11,5559.0,Aprovado,4.7
IQ000795,L000795,7.39,5851.0,Aprovado,0.8
IQ000796,L000796,7.19,4522.0,Aprovado,12.4
IQ000797,L000797,7.52,5659.0,Aprovado,12.3
IQ000798,L000798,6.46,5433.0,Aprovado,27.8
IQ000799,L000799,7.77,4925.0,Aprovado com desvio,11.4
IQ000800,L000800,6.43,5309.0,Aprovado,11.7
IQ000801,L000801,7.18,5091.0,Aprovado,9.6
IQ000802,L000802,7.97,5708.0,Aprovado,8.4
IQ000803,L000803,7.07,5315.0,Aprovado,19.3
IQ000804,L000804,8.54,4771.0,Aprovado,3.1
IQ000805,L000805,5.67,4101.0,Aprovado,8.2
IQ000806,L000806,8.08,4046.0,Aprovado,15.5
IQ000807,L000807,8.24,4677.0,Aprovado,11.8
IQ000808,L000808,6.98,5371.0,Aprovado,11.1
IQ000809,L000809,7.96,6316.0,Aprovado,8.1
IQ000810,L000810,8.32,5006.0,Aprovado,14.5
IQ000811,L000811,6.56,4558.0,Aprovado,16.9
IQ000812,L000812,5.1,4818.0,Aprovado,7.6
IQ000813,L000813,7.36,5638.0,Aprovado,8.0
IQ000814,L000814,6.63,4289.0,Aprovado,8.4
IQ000815,L000815,9.05,5781.0,Aprovado,6.0
IQ000816,L000816,7.83,5982.0,Aprovado,16.8
IQ000817,L000817,8.06,6191.0,Aprovado com desvio,7.0
IQ000818,L000818,8.94,5046.0,Aprovado,10.2
IQ000819,L000819,7.63,5800.0,Aprovado,10.0
IQ000820,L000820,7.46,5416.0,Aprovado,8.7
IQ000821,L000821,7.28,4849.0,Aprovado,3.2
IQ000822,L000822,6.15,5549.0,Aprovado,9.6
IQ000823,L000823,8.07,5410.0,Aprovado,3.0
IQ000824,L000824,7.74,4352.0,Aprovado,1.8
IQ000825,L000825,8.41,4898.0,Aprovado,7.3
IQ000826,L000826,7.15,6077.0,Aprovado,0.5
IQ000827,L000827,7.96,5746.0,Aprovado,3.0
IQ000828,L000828,6.05,5468.0,Aprovado,15.6
IQ000829,L000829,6.49,5227.0,Aprovado,2.8
IQ000830,L000830,8.41,4814.0,Aprovado,11.6
IQ000831,L000831,8.51,4405.0,Aprovado,14.0
IQ000832,L000832,6.39,3800.0,Aprovado,13.1
IQ000833,L000833,6.16,5160.0,Aprovado,13.5
IQ000834,L000834,6.98,6031.0,Aprovado,25.6
IQ000835,L000835,7.99,4434.0,Aprovado,9.5
IQ000836,L000836,8.18,4820.0,Aprovado,6.4
IQ000837,L000837,9.87,5632.0,Aprovado,8.3
IQ000838,L000838,8.67,5316.0,Aprovado,5.9
IQ000839,L000839,7.47,5312.0,Aprovado,3.5
IQ000840,L000840,6.76,4612.0,Aprovado,15.6
IQ000841,L000841,6.28,5492.0,Aprovado,25.3
IQ000842,L000842,7.83,4060.0,Aprovado,4.2
IQ000843,L000843,6.51,6009.0,Reprovado,0.8
IQ000844,L000844,5.43,6090.0,Aprovado com desvio,21.2
IQ000845,L000845,8.27,4452.0,Aprovado,17.7
IQ000846,L000846,8.87,5742.0,Aprovado,8.6
IQ000847,L000847,7.13,5541.0,Aprovado,15.6
IQ000848,L000848,8.6,3757.0,Aprovado,11.4
IQ000849,L000849,8.16,4708.0,Aprovado,10.1
IQ000850,L000850,6.82,5105.0,Aprovado,44.2
IQ000851,L000851,7.18,4769.0,Aprovado,2.7
IQ000852,L000852,8.6,3737.0,Aprovado,9.1
IQ000853,L000853,6.48,5115.0,Aprovado,13.5
IQ000854,L000854,7.89,5151.0,Aprovado,12.5
IQ000855,L000855,7.58,4041.0,Aprovado,8.9
IQ000856,L000856,8.48,5643.0,Aprovado,15.1
IQ000857,L000857,5.83,4525.0,Aprovado,11.2
IQ000858,L000858,7.01,5401.0,Aprovado,20.3
IQ000859,L000859,6.36,3623.0,Aprovado,1.4
IQ000860,L000860,7.84,4349.0,Aprovado,13.9
IQ000861,L000861,5.81,4520.0,Aprovado,13.5
IQ000862,L000862,7.24,5320.0,Aprovado com desvio,14.6
IQ000863,L000863,7.63,4219.0,Aprovado,1.8
IQ000864,L000864,6.36,6051.0,Aprovado com desvio,6.0
IQ000865,L000865,6.82,5587.0,Aprovado,9.5
IQ000866,L000866,8.14,4299.0,Aprovado,15.6
IQ000867,L000867,8.05,5007.0,Aprovado,7.3
IQ000868,L000868,9.44,4240.0,Aprovado,12.8
IQ000869,L000869,6.06,4880.0,Aprovado,27.5
IQ000870,L000870,7.18,5438.0,Aprovado,3.2
IQ000871,L000871,7.58,5749.0,Aprovado,8.5
IQ000872,L000872,7.61,5352.0,Aprovado,21.4
IQ000873,L000873,6.32,5970.0,Aprovado,11.7
IQ000874,L000874,7.74,4830.0,Aprovado,8.4
IQ000875,L000875,8.42,4640.0,Aprovado,10.4
IQ000876,L000876,5.17,4218.0,Aprovado,8.0
IQ000877,L000877,8.22,6312.0,Aprovado,10.8
IQ000878,L000878,8.05,4703.0,Aprovado,10.2
IQ000879,L000879,6.17,4851.0,Aprovado,17.7
IQ000880,L000880,7.09,5731.0,Aprovado com desvio,12.2
IQ000881,L000881,7.7,5710.0,Aprovado,11.6
IQ000882,L000882,8.42,5657.0,Aprovado,4.9
IQ000883,L000883,7.38,4910.0,Aprovado,15.3
IQ000884,L000884,7.56,4741.0,Reprovado,3.1
IQ000885,L000885,7.45,5705.0,Aprovado,8.2
IQ000886,L000886,6.91,4777.0,Aprovado com desvio,13.4
IQ000887,L000887,6.82,5043.0,Aprovado,15.0
IQ000888,L000888,6.94,5321.0,Aprovado,6.6
IQ000889,L000889,6.85,4607.0,Aprovado,6.0
IQ000890,L000890,7.74,5380.0,Aprovado,5.2
IQ000891,L000891,7.47,5961.0,Aprovado,27.5
IQ000892,L000892,8.21,6062.0,Aprovado,10.7
IQ000893,L000893,7.32,6172.0,Aprovado,12.4
IQ000894,L000894,6.55,5927.0,Aprovado,18.2
IQ000895,L000895,6.31,6183.0,Aprovado,3.8
IQ000896,L000896,8.54,6124.0,Aprovado,19.5
IQ000897,L000897,7.65,4840.0,Aprovado,4.3
IQ000898,L000898,7.18,5614.0,Aprovado,9.2
IQ000899,L000899,7.49,4565.0,Aprovado,6.4
IQ000900,L000900,6.95,5539.0,Aprovado,21.7
IQ000901,L000901,8.21,5220.0,Aprovado com desvio,13.6
IQ000902,L000902,7.14,6510.0,Aprovado,7.9
IQ000903,L000903,7.17,5161.0,Aprovado,22.6
IQ000904,L000904,7.38,3726.0,Aprovado,15.0
IQ000905,L000905,8.63,4834.0,Aprovado,2.6
IQ000906,L000906,7.62,5779.0,Aprovado,22.2
IQ000907,L000907,6.39,5015.0,Aprovado,3.1
IQ000908,L000908,8.2,4587.0,Aprovado,9.1
IQ000909,L000909,6.41,5613.0,Aprovado,5.7
IQ000910,L000910,7.49,5534.0,Aprovado,22.2
IQ000911,L000911,7.69,5168.0,Aprovado,6.4
IQ000912,L000912,7.51,4918.0,Aprovado,3.0
IQ000913,L000913,6.94,5454.0,Aprovado,20.0
IQ000915,L000915,6.75,5852.0,Aprovado,11.8
IQ000916,L000916,6.19,4971.0,Aprovado,15.8
IQ000917,L000917,6.75,5000.0,Aprovado,6.5
IQ000918,L000918,7.08,4920.0,Aprovado,7.5
IQ000919,L000919,6.05,5268.0,Aprovado,16.9
IQ000920,L000920,7.42,5938.0,Aprovado,15.8
IQ000921,L000921,6.78,6071.0,Aprovado,11.6
IQ000922,L000922,6.36,4779.0,Aprovado,7.8
IQ000923,L000923,7.04,5015.0,Aprovado com desvio,10.9
IQ000924,L000924,6.44,4828.0,Aprovado,14.9
IQ000925,L000925,7.13,4079.0,Aprovado,16.3
IQ000926,L000926,8.31,5970.0,Aprovado,24.3
IQ000927,L000927,5.7,5720.0,Aprovado com desvio,6.1
IQ000928,L000928,8.11,6159.0,Aprovado com desvio,17.9
IQ000929,L000929,8.07,4545.0,Aprovado,16.0
IQ000930,L000930,6.32,5472.0,Aprovado,4.3
IQ000931,L000931,6.84,5114.0,Aprovado,24.9
IQ000932,L000932,5.78,5229.0,Aprovado,15.3
IQ000933,L000933,7.35,6285.0,Aprovado,7.7
IQ000934,L000934,8.11,4952.0,Aprovado,17.6
IQ000935,L000935,7.44,4562.0,Aprovado,27.9
IQ000936,L000936,9.27,5988.0,Aprovado,4.2
IQ000937,L000937,6.57,4413.0,Aprovado,1.5
IQ000938,L000938,6.7,5796.0,Aprovado,6.6
IQ000939,L000939,7.53,6593.0,Aprovado,16.8
IQ000940,L000940,8.58,4384.0,Aprovado,11.5
IQ000941,L000941,7.09,4686.0,Aprovado,27.8
IQ000942,L000942,7.97,5085.0,Aprovado,9.4
IQ000943,L000943,7.24,6125.0,Aprovado,13.3
IQ000944,L000944,6.54,5894.0,Reprovado,12.6
IQ000945,L000945,7.91,5630.0,Aprovado,9.8
IQ000946,L000946,8.01,5691.0,Aprovado,9.3
IQ000947,L000947,6.6,5281.0,Aprovado,17.8
IQ000948,L000948,7.32,6003.0,Aprovado com desvio,6.5
IQ000949,L000949,7.78,5371.0,Aprovado,7.2
IQ000950,L000950,6.45,4812.0,Aprovado,14.5
IQ000951,L000951,8.06,5042.0,Aprovado,11.0
IQ000952,L000952,5.14,5713.0,Aprovado,2.7
IQ000953,L000953,7.62,4464.0,Aprovado,8.6
IQ000954,L000954,6.78,5897.0,Aprovado,6.8
IQ000955,L000955,6.29,5107.0,Reprovado,2.3
IQ000956,L000956,6.57,5400.0,Aprovado,14.5
IQ000957,L000957,6.81,5462.0,Aprovado,11.0
IQ000958,L000958,6.62,4909.0,Aprovado,1.7
IQ000959,L000959,6.58,5042.0,Aprovado,6.2
IQ000960,L000960,8.52,5655.0,Aprovado,18.2
IQ000961,L000961,6.01,5680.0,Aprovado,11.6
IQ000962,L000962,6.35,5486.0,Aprovado,13.6
