viagem_id,pessoa_id,data_solicitacao,destino,finalidade,status,orcamento
VG00724,P00019,2024-08-24,Rio de Janeiro,Projeto,Em análise,1553.02
VG00725,P00869,2026-01-14,Curitiba,Treinamento,Concluída,2472.96
VG00726,P00684,2024-11-02,Belo Horizonte,Auditoria,Concluída,2692.94
VG00727,P00891,2026-01-31,Curitiba,Auditoria,Concluída,1190.97
VG00728,P00572,2025-11-28,Campinas,Projeto,Em análise,1938.4
VG00729,P00380,2025-07-27,Campinas,Fornecedor,Concluída,459.16
VG00730,P00769,2026-05-20,Rio de Janeiro,Projeto,Concluída,2379.01
VG00731,P00286,2025-05-02,Rio de Janeiro,Projeto,Cancelada,765.11
VG00732,P00728,2025-05-27,Belo Horizonte,Auditoria,Em análise,1155.49
VG00733,P00287,2025-04-16,Belo Horizonte,Cliente,Concluída,1249.21
VG00734,P00817,2024-07-27,Campinas,Auditoria,Concluída,1566.11
VG00735,P00501,2024-03-22,Campinas,Auditoria,Concluída,2627.91
VG00736,P00774,2025-02-16,São Paulo,Treinamento,Concluída,2377.94
VG00737,P00107,2024-02-12,Campinas,Treinamento,Concluída,1522.33
VG00738,P00304,2025-10-12,Curitiba,Auditoria,Concluída,1149.4
VG00739,P00180,2024-10-16,Rio de Janeiro,Projeto,Concluída,1430.89
VG00740,P00260,2026-02-11,São Paulo,Cliente,Concluída,1971.9
VG00741,P00210,2025-05-21,São Paulo,Cliente,Cancelada,2435.36
VG00742,P00894,2024-09-13,Rio de Janeiro,Projeto,Concluída,1870.02
VG00743,P00661,2025-03-01,Belo Horizonte,Fornecedor,Concluída,1599.35
VG00744,P00064,2025-01-27,Campinas,Projeto,Concluída,543.86
VG00745,P00677,2024-02-22,São Paulo,Projeto,Aprovada,1125.23
VG00746,P00097,2024-03-12,Curitiba,Cliente,Cancelada,2509.33
VG00747,P00746,2025-11-30,São Paulo,Fornecedor,Concluída,5166.04
VG00748,P00893,2026-05-21,Rio de Janeiro,Treinamento,Concluída,2124.33
VG00749,P00562,2025-04-24,Curitiba,Treinamento,Concluída,1510.25
VG00750,P00438,2024-03-09,Belo Horizonte,Projeto,Concluída,1650.12
VG00751,P00310,2026-02-12,Belo Horizonte,Auditoria,Cancelada,1968.61
VG00752,P00429,2026-07-08,Rio de Janeiro,Auditoria,Concluída,2340.93
VG00753,P00672,2025-11-13,Campinas,Cliente,Concluída,672.14
VG00754,P00414,2024-04-03,São Paulo,Auditoria,Concluída,1552.55
VG00755,P00556,2025-08-23,Campinas,Treinamento,Aprovada,3061.47
VG00756,P00675,2025-01-11,São Paulo,Projeto,Concluída,652.42
VG00757,P00608,2026-01-09,Belo Horizonte,Treinamento,Concluída,2758.55
VG00758,P00085,2024-10-06,Curitiba,Auditoria,Concluída,2601.11
VG00759,P00565,2024-01-05,São Paulo,Cliente,Concluída,2399.49
VG00760,P00370,2025-04-01,Rio de Janeiro,Fornecedor,Concluída,779.51
VG00761,P00363,2025-03-28,Rio de Janeiro,Cliente,Concluída,582.57
VG00762,P00147,2025-07-05,Curitiba,Projeto,Cancelada,872.66
VG00763,P00248,2024-10-23,São Paulo,Cliente,Concluída,3086.08
VG00764,P00079,2024-02-06,Curitiba,Projeto,Concluída,2766.83
VG00765,P00089,2025-03-09,Belo Horizonte,Treinamento,Concluída,499.33
VG00766,P00184,2025-04-01,São Paulo,Auditoria,Em análise,1629.1
VG00767,P00517,2024-12-06,Belo Horizonte,Fornecedor,Concluída,1584.03
VG00768,P00033,2026-04-05,Curitiba,Auditoria,Concluída,1699.64
VG00769,P00632,2026-03-20,Curitiba,Auditoria,Concluída,1309.53
VG00770,P00272,2024-09-25,São Paulo,Cliente,Concluída,1599.76
VG00771,P00666,2025-01-31,Rio de Janeiro,Cliente,Concluída,4595.94
VG00772,P00468,2025-12-31,Campinas,Treinamento,Aprovada,2160.94
VG00773,P00569,2024-09-11,São Paulo,Projeto,Concluída,1582.29
VG00774,P00473,2025-08-21,Belo Horizonte,Treinamento,Concluída,1230.01
VG00775,P00096,2025-04-07,Rio de Janeiro,Auditoria,Aprovada,1349.03
VG00776,P00251,2025-10-13,Rio de Janeiro,Auditoria,Concluída,2641.21
VG00777,P00174,2026-07-29,Curitiba,Fornecedor,Cancelada,1070.58
VG00778,P00152,2024-07-24,Curitiba,Projeto,Concluída,2384.72
VG00779,P00351,2024-03-24,Campinas,Auditoria,Concluída,1825.64
VG00780,P00850,2024-12-07,Belo Horizonte,Treinamento,Aprovada,906.98
VG00781,P00678,2025-02-02,Rio de Janeiro,Projeto,Concluída,1872.6
VG00782,P00426,2024-11-04,São Paulo,Projeto,Cancelada,1765.82
VG00783,P00341,2025-12-08,Rio de Janeiro,Auditoria,Concluída,2121.63
VG00784,P00747,2024-11-08,Belo Horizonte,Treinamento,Concluída,1901.34
VG00785,P00181,2026-06-03,Campinas,Projeto,Em análise,1327.07
VG00786,P00490,2024-04-20,Belo Horizonte,Projeto,Concluída,4313.55
VG00787,P00186,2025-07-01,Rio de Janeiro,Auditoria,Concluída,4633.12
VG00788,P00674,2024-11-26,São Paulo,Treinamento,Concluída,5376.45
VG00789,P00768,2024-08-29,Campinas,Fornecedor,Concluída,1006.64
VG00790,P00451,2024-10-26,Belo Horizonte,Cliente,Concluída,1598.3
VG00791,P00749,2024-09-17,Curitiba,Treinamento,Concluída,5984.47
VG00792,P00201,2024-06-28,São Paulo,Auditoria,Concluída,1571.99
VG00793,P00461,2025-12-17,Curitiba,Projeto,Concluída,2315.46
VG00794,P00370,2024-02-29,Belo Horizonte,Cliente,Concluída,1339.02
VG00795,P00259,2026-04-21,Rio de Janeiro,Auditoria,Concluída,827.87
VG00796,P00543,2024-11-04,Belo Horizonte,Cliente,Aprovada,3059.93
VG00797,P00608,2024-07-31,Belo Horizonte,Auditoria,Concluída,2325.38
VG00798,P00638,2024-08-29,Curitiba,Projeto,Concluída,2289.06
VG00799,P00446,2026-01-05,Rio de Janeiro,Auditoria,Concluída,1708.23
VG00800,P00782,2024-03-23,Curitiba,Auditoria,Concluída,1054.96
VG00801,P00808,2026-05-15,Curitiba,Cliente,Concluída,2776.75
VG00802,P00325,2025-11-14,Curitiba,Auditoria,Concluída,1095.13
VG00803,P00444,2024-11-26,Campinas,Treinamento,Concluída,1568.48
VG00804,P00358,2024-01-27,Curitiba,Treinamento,Concluída,1042.16
VG00805,P00494,2025-01-17,Curitiba,Cliente,Concluída,3747.95
VG00806,P00266,2025-09-19,Curitiba,Cliente,Em análise,1109.19
VG00807,P00053,2025-09-24,Belo Horizonte,Treinamento,Aprovada,2539.01
VG00808,P00424,2024-05-26,São Paulo,Treinamento,Concluída,7753.36
VG00809,P00888,2024-09-29,Rio de Janeiro,Treinamento,Concluída,1780.45
VG00810,P00643,2024-03-27,Curitiba,Projeto,Aprovada,1032.83
VG00811,P00268,2024-07-05,Belo Horizonte,Projeto,Concluída,1754.16
VG00812,P00073,2024-10-13,Campinas,Fornecedor,Concluída,579.03
VG00813,P00703,2025-05-22,São Paulo,Cliente,Concluída,1821.27
VG00814,P00277,2025-05-24,Belo Horizonte,Cliente,Concluída,2434.69
VG00815,P00822,2024-01-10,Belo Horizonte,Auditoria,Aprovada,2267.18
VG00816,P00506,2026-06-01,Curitiba,Projeto,Concluída,1094.84
VG00817,P00376,2024-10-04,São Paulo,Auditoria,Concluída,1433.54
VG00818,P00173,2025-03-22,Belo Horizonte,Fornecedor,Em análise,2252.9
VG00819,P00052,2024-01-20,Rio de Janeiro,Treinamento,Em análise,3912.34
VG00820,P00389,2025-08-13,Curitiba,Treinamento,Aprovada,1320.81
VG00821,P00047,2024-01-04,Rio de Janeiro,Auditoria,Concluída,1798.29
VG00822,P00845,2025-11-03,Rio de Janeiro,Treinamento,Concluída,1735.26
VG00823,P00225,2024-02-05,São Paulo,Treinamento,Concluída,1932.18
VG00824,P00285,2024-10-20,Curitiba,Fornecedor,Concluída,1277.06
VG00825,P00343,2025-08-23,Curitiba,Auditoria,Concluída,2477.21
VG00826,P00620,2025-09-08,Curitiba,Treinamento,Concluída,780.25
VG00827,P00074,2024-11-20,Campinas,Fornecedor,Em análise,1270.6
VG00828,P00314,2026-04-23,São Paulo,Treinamento,Em análise,982.09
VG00829,P00649,2025-09-24,Campinas,Fornecedor,Concluída,1915.62
VG00830,P00727,2024-08-24,São Paulo,Projeto,Concluída,847.99
VG00831,P00310,2024-02-13,Rio de Janeiro,Projeto,Aprovada,4064.63
VG00832,P00722,2024-04-22,Rio de Janeiro,Treinamento,Concluída,1780.48
VG00833,P00328,2025-05-14,Belo Horizonte,Auditoria,Concluída,2471.77
VG00834,P00388,2026-06-04,Curitiba,Auditoria,Concluída,2077.91
VG00835,P00714,2024-04-05,Campinas,Fornecedor,Concluída,2040.41
VG00836,P00658,2026-07-17,Rio de Janeiro,Cliente,Concluída,1124.32
VG00837,P00643,2024-12-05,Campinas,Cliente,Concluída,3333.82
VG00838,P00199,2025-11-29,Campinas,Fornecedor,Aprovada,2953.69
VG00839,P00354,2025-05-25,Belo Horizonte,Treinamento,Concluída,2318.83
VG00840,P00534,2024-11-24,Curitiba,Cliente,Aprovada,1879.08
VG00841,P00480,2026-03-09,Curitiba,Fornecedor,Em análise,2290.64
VG00842,P00233,2025-07-02,Curitiba,Treinamento,Concluída,1953.75
VG00843,P00394,2025-08-19,São Paulo,Cliente,Concluída,3937.51
VG00844,P00185,2024-03-19,Curitiba,Treinamento,Concluída,1566.48
VG00845,P00081,2024-08-05,Belo Horizonte,Auditoria,Concluída,1475.22
VG00846,P00186,2026-03-24,Belo Horizonte,Auditoria,Aprovada,3571.41
VG00847,P00138,2024-04-23,São Paulo,Treinamento,Concluída,2121.9
VG00848,P00558,2026-02-05,Campinas,Auditoria,Cancelada,1181.35
VG00849,P00754,2025-07-16,São Paulo,Cliente,Concluída,1321.5
VG00850,P00157,2026-06-21,Rio de Janeiro,Fornecedor,Concluída,2222.08
VG00851,P00765,2025-01-05,Rio de Janeiro,Treinamento,Concluída,878.12
VG00852,P00261,2025-04-11,Rio de Janeiro,Cliente,Concluída,2142.67
VG00853,P00802,2025-03-18,Curitiba,Treinamento,Concluída,2697.58
VG00854,P00440,2024-05-24,Belo Horizonte,Auditoria,Concluída,1100.04
VG00855,P00111,2024-10-07,Rio de Janeiro,Fornecedor,Concluída,3558.69
VG00856,P00575,2024-11-14,São Paulo,Fornecedor,Concluída,652.38
VG00857,P00232,2024-03-15,Campinas,Treinamento,Concluída,452.21
VG00858,P00703,2024-07-11,Belo Horizonte,Projeto,Concluída,2305.65
VG00859,P00081,2024-06-19,Rio de Janeiro,Auditoria,Concluída,923.66
VG00860,P00861,2024-06-26,Curitiba,Cliente,Concluída,832.16
VG00861,P00770,2024-01-21,Curitiba,Projeto,Cancelada,2484.64
VG00862,P00231,2025-06-24,Rio de Janeiro,Auditoria,Aprovada,2366.79
VG00863,P00597,2026-04-28,Curitiba,Cliente,Concluída,1150.54
VG00864,P00560,2025-09-04,Rio de Janeiro,Cliente,Concluída,2154.2
VG00865,P00223,2024-02-14,Rio de Janeiro,Treinamento,Concluída,1722.11
VG00866,P00762,2024-06-27,Belo Horizonte,Cliente,Concluída,1640.09
VG00867,P00219,2024-10-11,Rio de Janeiro,Projeto,Concluída,1999.42
VG00868,P00619,2024-11-01,Curitiba,Treinamento,Concluída,2554.27
VG00869,P00468,2024-05-19,Curitiba,Treinamento,Aprovada,2552.51
VG00870,P00288,2025-04-24,São Paulo,Cliente,Concluída,1914.29
VG00871,P00862,2026-03-06,Belo Horizonte,Cliente,Cancelada,1095.2
VG00872,P00584,2025-02-27,Rio de Janeiro,Cliente,Concluída,2321.87
VG00873,P00694,2026-02-18,Curitiba,Projeto,Concluída,1248.93
VG00874,P00160,2025-04-01,Belo Horizonte,Cliente,Concluída,3641.81
VG00875,P00844,2024-03-23,São Paulo,Cliente,Concluída,1347.9
VG00876,P00010,2026-06-24,Belo Horizonte,Treinamento,Cancelada,1126.4
VG00877,P00278,2025-03-01,Campinas,Projeto,Aprovada,785.19
VG00878,P00767,2026-04-09,Campinas,Treinamento,Concluída,1427.18
VG00879,P00727,2026-01-08,São Paulo,Auditoria,Concluída,995.31
VG00880,P00438,2024-11-09,Rio de Janeiro,Projeto,Concluída,1479.78
VG00881,P00205,2025-11-23,Belo Horizonte,Cliente,Concluída,1540.3
VG00882,P00620,2025-05-04,Belo Horizonte,Treinamento,Concluída,3721.85
VG00883,P00717,2025-05-30,Rio de Janeiro,Treinamento,Concluída,2752.45
VG00884,P00567,2024-09-28,Rio de Janeiro,Fornecedor,Concluída,617.33
VG00885,P00626,2025-05-30,Campinas,Cliente,Concluída,878.22
VG00886,P00759,2025-04-01,Belo Horizonte,Projeto,Concluída,772.41
VG00887,P00020,2026-03-06,São Paulo,Fornecedor,Em análise,1835.73
VG00888,P00581,2024-05-26,Rio de Janeiro,Cliente,Concluída,2133.68
VG00889,P00796,2025-11-04,Rio de Janeiro,Fornecedor,Concluída,966.73
VG00890,P00260,2025-04-26,Rio de Janeiro,Projeto,Cancelada,872.34
VG00891,P00538,2026-01-05,Belo Horizonte,Projeto,Cancelada,4305.9
VG00892,P00495,2024-12-09,Campinas,Cliente,Em análise,763.04
VG00893,P00361,2025-12-04,Campinas,Cliente,Concluída,1283.98
VG00894,P00689,2024-07-26,Belo Horizonte,Projeto,Concluída,521.76
VG00895,P00123,2025-10-12,Curitiba,Treinamento,Concluída,1101.71
VG00896,P00343,2025-04-29,São Paulo,Treinamento,Aprovada,2024.12
VG00897,P00377,2025-02-03,Campinas,Auditoria,Concluída,1013.02
VG00898,P00780,2024-11-06,Rio de Janeiro,Cliente,Concluída,3880.72
VG00899,P00364,2024-07-27,Curitiba,Projeto,Concluída,2746.02
VG00900,P00664,2025-01-02,Campinas,Projeto,Concluída,1393.63
VG00901,P00805,2025-03-19,Curitiba,Projeto,Aprovada,698.43
VG00902,P00422,2024-03-27,Belo Horizonte,Treinamento,Concluída,2827.08
VG00903,P00663,2025-12-21,Curitiba,Fornecedor,Concluída,1412.41
VG00904,P00404,2025-05-27,Rio de Janeiro,Fornecedor,Concluída,2753.69
VG00905,P00653,2024-04-18,Campinas,Cliente,Concluída,1328.62
VG00906,P00309,2025-09-20,Curitiba,Fornecedor,Cancelada,1099.13
VG00907,P00534,2025-02-17,Belo Horizonte,Projeto,Concluída,2754.03
VG00908,P00383,2024-11-18,São Paulo,Fornecedor,Concluída,1461.49
VG00909,P00279,2024-10-27,Curitiba,Projeto,Concluída,1404.36
VG00910,P00239,2025-12-31,Belo Horizonte,Fornecedor,Aprovada,2099.32
VG00911,P00043,2026-02-06,Curitiba,Auditoria,Em análise,2687.9
VG00912,P00822,2025-08-07,São Paulo,Projeto,Concluída,583.36
VG00913,P00852,2024-03-09,Campinas,Projeto,Concluída,2883.01
VG00914,P00299,2025-12-23,Rio de Janeiro,Fornecedor,Concluída,3175.8
VG00915,P00283,2024-05-22,Belo Horizonte,Projeto,Em análise,2574.24
VG00916,P00490,2025-08-03,Curitiba,Cliente,Aprovada,2151.67
VG00917,P00792,2024-06-20,São Paulo,Fornecedor,Aprovada,8684.24
VG00918,P00711,2025-04-23,São Paulo,Cliente,Cancelada,3119.59
VG00919,P00845,2025-11-28,Rio de Janeiro,Auditoria,Concluída,458.76
VG00920,P00426,2025-07-06,São Paulo,Treinamento,Concluída,1235.12
VG00921,P00772,2025-07-28,Curitiba,Cliente,Concluída,2375.33
VG00922,P00446,2026-01-08,São Paulo,Projeto,Concluída,1274.86
VG00923,P00246,2026-04-23,Campinas,Auditoria,Concluída,1720.06
VG00924,P00263,2024-07-18,Rio de Janeiro,Auditoria,Concluída,3919.76
VG00925,P00641,2025-04-25,Belo Horizonte,Fornecedor,Concluída,1231.08
VG00926,P00289,2025-12-24,Belo Horizonte,Projeto,Concluída,575.9
VG00927,P00742,2025-12-21,Curitiba,Projeto,Concluída,1441.61
VG00928,P00661,2024-05-02,Curitiba,Treinamento,Concluída,803.46
VG00929,P00223,2024-09-07,Curitiba,Auditoria,Aprovada,2958.66
VG00930,P00432,2025-12-12,Curitiba,Projeto,Aprovada,2008.6
VG00931,P00425,2024-07-09,Belo Horizonte,Treinamento,Concluída,3249.32
VG00932,P00648,2024-03-06,Belo Horizonte,Fornecedor,Aprovada,3514.87
VG00933,P00049,2024-08-04,Curitiba,Cliente,Concluída,1632.87
VG00934,P00374,2025-05-07,São Paulo,Cliente,Concluída,1725.34
VG00935,P00422,2025-12-21,Campinas,Cliente,Concluída,1506.84
VG00936,P00776,2025-10-16,Belo Horizonte,Treinamento,Concluída,1180.17
VG00937,P00369,2025-02-25,São Paulo,Fornecedor,Concluída,2614.63
VG00938,P00897,2025-05-18,Curitiba,Cliente,Concluída,8677.01
VG00939,P00453,2024-05-16,Campinas,Auditoria,Concluída,1875.51
VG00940,P00548,2025-11-25,Campinas,Cliente,Em análise,789.12
VG00941,P00683,2024-12-30,Curitiba,Auditoria,Concluída,701.71
VG00942,P00386,2025-10-19,São Paulo,Fornecedor,Concluída,1871.78
VG00943,P00180,2026-06-28,Campinas,Treinamento,Concluída,2606.37
VG00944,P00709,2025-10-21,Belo Horizonte,Projeto,Concluída,1061.02
VG00945,P00813,2025-02-04,Belo Horizonte,Auditoria,Concluída,749.24
VG00946,P00646,2025-06-28,São Paulo,Projeto,Aprovada,837.25
VG00947,P00629,2025-02-23,Campinas,Treinamento,Concluída,2599.49
VG00948,P00399,2024-07-03,Rio de Janeiro,Projeto,Concluída,1026.45
VG00949,P00738,2026-02-21,Curitiba,Cliente,Em análise,1239.92
VG00950,P00440,2025-12-25,Curitiba,Fornecedor,Cancelada,1504.72
VG00951,P00104,2024-09-06,São Paulo,Treinamento,Em análise,761.28
VG00952,P00770,2025-09-03,Campinas,Fornecedor,Concluída,2323.83
VG00953,P00160,2025-01-24,Campinas,Projeto,Concluída,2352.47
VG00954,P00733,2025-08-06,Rio de Janeiro,Fornecedor,Concluída,3771.17
VG00955,P00053,2024-05-30,Belo Horizonte,Cliente,Concluída,1220.72
VG00956,P00813,2024-12-12,Curitiba,Fornecedor,Concluída,1783.93
VG00957,P00528,2025-02-07,Belo Horizonte,Fornecedor,Concluída,2298.39
VG00958,P00158,2025-02-18,Campinas,Cliente,Concluída,4153.14
VG00959,P00700,2024-12-01,Belo Horizonte,Treinamento,Concluída,800.97
VG00960,P00797,2025-10-12,São Paulo,Auditoria,Concluída,1505.76
VG00961,P00709,2024-04-26,Curitiba,Cliente,Concluída,1596.08
VG00962,P00256,2024-10-29,Campinas,Cliente,Concluída,1203.77
VG00963,P00789,2024-02-17,Curitiba,Auditoria,Concluída,2275.93
VG00964,P00285,2024-02-10,Campinas,Treinamento,Concluída,2582.84
VG00965,P00234,2024-04-01,Belo Horizonte,Cliente,Cancelada,1428.38
VG00966,P00733,2024-12-04,São Paulo,Auditoria,Aprovada,640.03
VG00967,P00269,2025-10-02,São Paulo,Cliente,Concluída,1152.47
VG00968,P00423,2024-10-13,Campinas,Projeto,Aprovada,1477.89
VG00969,P00747,2025-10-24,Campinas,Fornecedor,Concluída,1739.23
VG00970,P00639,2024-11-13,Rio de Janeiro,Auditoria,Aprovada,3151.78
VG00971,P00600,2025-06-26,Rio de Janeiro,Auditoria,Concluída,2952.4
VG00972,P00372,2025-01-03,São Paulo,Projeto,Em análise,671.33
VG00973,P00525,2024-07-07,Rio de Janeiro,Projeto,Concluída,2140.35
VG00974,P00297,2024-11-30,Curitiba,Fornecedor,Concluída,1370.74
VG00975,P00658,2026-06-23,Curitiba,Treinamento,Concluída,1085.35
VG00976,P00451,2026-02-18,Campinas,Cliente,Concluída,1624.35
VG00977,P00205,2026-02-12,Belo Horizonte,Projeto,Concluída,1498.99
VG00978,P00043,2024-05-30,Rio de Janeiro,Fornecedor,Concluída,1390.35
VG00979,P00322,2024-11-04,Belo Horizonte,Fornecedor,Concluída,1168.4
VG00980,P00455,2025-12-12,Rio de Janeiro,Auditoria,Cancelada,1052.86
VG00981,P00562,2024-08-03,São Paulo,Treinamento,Concluída,1980.49
VG00982,P00154,2024-03-07,Rio de Janeiro,Cliente,Cancelada,2383.19
VG00983,P00196,2026-04-06,São Paulo,Projeto,Concluída,1655.15
VG00984,P00398,2026-07-12,São Paulo,Fornecedor,Concluída,1616.68
VG00985,P00106,2024-05-19,Curitiba,Projeto,Cancelada,1585.14
VG00986,P00876,2025-06-11,Campinas,Projeto,Aprovada,2997.48
VG00987,P00739,2025-12-20,São Paulo,Projeto,Concluída,2026.84
VG00988,P00398,2024-01-14,Rio de Janeiro,Treinamento,Em análise,1275.99
VG00989,P00086,2024-02-01,Rio de Janeiro,Fornecedor,Concluída,652.19
VG00990,P00529,2026-02-03,Rio de Janeiro,Fornecedor,Concluída,2378.7
VG00991,P00768,2024-03-12,Belo Horizonte,Projeto,Concluída,3242.76
VG00992,P00772,2024-09-03,Campinas,Treinamento,Em análise,1333.25
VG00993,P00224,2024-05-21,Curitiba,Auditoria,Concluída,4810.69
VG00994,P00174,2025-03-13,São Paulo,Auditoria,Concluída,1585.05
VG00995,P00025,2025-06-04,Campinas,Auditoria,Concluída,793.98
VG00996,P00239,2025-03-07,Rio de Janeiro,Treinamento,Cancelada,1834.4
VG00997,P00711,2026-06-18,Belo Horizonte,Fornecedor,Concluída,2164.5
VG00998,P00253,2026-03-20,Campinas,Auditoria,Concluída,3137.51
VG00999,P00003,2024-08-20,Campinas,Auditoria,Concluída,2543.13
VG01000,P00397,2025-02-17,Rio de Janeiro,Fornecedor,Concluída,1833.19
VG01001,P00455,2026-04-05,São Paulo,Treinamento,Concluída,1320.86
VG01002,P00174,2024-06-12,Belo Horizonte,Projeto,Aprovada,6770.43
VG01003,P00138,2026-04-25,Campinas,Auditoria,Aprovada,1770.83
VG01004,P00671,2025-07-17,São Paulo,Cliente,Concluída,1525.0
VG01005,P00555,2026-06-06,Belo Horizonte,Fornecedor,Concluída,2261.95
VG01006,P00835,2025-05-09,Rio de Janeiro,Fornecedor,Concluída,4546.28
VG01007,P00882,2025-03-08,Campinas,Fornecedor,Concluída,2192.13
VG01008,P00429,2025-04-24,Campinas,Fornecedor,Concluída,2900.31
VG01009,P00676,2026-06-30,Belo Horizonte,Cliente,Concluída,2764.73
VG01010,P00600,2026-04-04,São Paulo,Fornecedor,Concluída,2645.67
VG01011,P00642,2026-04-14,Rio de Janeiro,Auditoria,Concluída,2392.9
VG01012,P00079,2026-01-25,Belo Horizonte,Projeto,Aprovada,1255.85
VG01013,P00341,2024-01-18,Curitiba,Auditoria,Concluída,1311.32
VG01014,P00034,2026-01-10,Campinas,Fornecedor,Concluída,4037.62
VG01015,P00318,2025-07-30,São Paulo,Cliente,Concluída,2396.93
VG01016,P00503,2025-08-01,São Paulo,Projeto,Aprovada,8442.02
VG01017,P00668,2024-02-02,São Paulo,Projeto,Aprovada,1536.91
VG01018,P00739,2024-10-18,Campinas,Treinamento,Concluída,1982.59
VG01019,P00031,2024-06-12,Belo Horizonte,Fornecedor,Em análise,2298.4
VG01020,P00451,2024-08-08,Curitiba,Treinamento,Concluída,2121.35
VG01021,P00516,2026-05-16,São Paulo,Fornecedor,Concluída,1229.0
VG01022,P00680,2024-07-31,Rio de Janeiro,Treinamento,Concluída,2443.94
VG01023,P00856,2026-06-07,Rio de Janeiro,Treinamento,Concluída,1330.59
VG01024,P00101,2025-10-28,Campinas,Auditoria,Concluída,1747.41
VG01025,P00360,2025-04-07,Belo Horizonte,Cliente,Aprovada,1233.49
VG01026,P00224,2025-11-21,Belo Horizonte,Cliente,Concluída,1184.46
VG01027,P00814,2024-09-12,Campinas,Treinamento,Aprovada,3870.33
VG01028,P00379,2024-08-03,Curitiba,Fornecedor,Concluída,2133.05
VG01029,P00609,2025-04-23,Belo Horizonte,Fornecedor,Concluída,1811.91
VG01030,P00686,2025-12-30,Campinas,Projeto,Concluída,713.8
VG01031,P00319,2026-07-13,Campinas,Auditoria,Concluída,2600.65
VG01032,P00181,2026-04-14,Curitiba,Treinamento,Concluída,2808.09
VG01033,P00572,2024-12-09,São Paulo,Fornecedor,Concluída,2607.22
VG01034,P00293,2025-10-15,Belo Horizonte,Treinamento,Concluída,975.27
VG01035,P00455,2026-03-14,Campinas,Cliente,Em análise,794.94
VG01036,P00686,2025-06-24,Curitiba,Fornecedor,Concluída,1245.44
VG01037,P00294,2025-11-27,Curitiba,Cliente,Aprovada,692.35
VG01038,P00659,2024-01-01,São Paulo,Fornecedor,Concluída,2500.33
VG01039,P00063,2025-04-28,Campinas,Treinamento,Concluída,2287.94
VG01040,P00208,2024-04-17,Campinas,Auditoria,Concluída,4076.61
VG01041,P00439,2026-05-18,Campinas,Projeto,Concluída,4452.42
VG01042,P00364,2024-04-13,Rio de Janeiro,Treinamento,Concluída,1617.84
VG01043,P00301,2026-06-01,Campinas,Cliente,Aprovada,4854.43
VG01044,P00160,2026-04-19,Belo Horizonte,Projeto,Concluída,1034.58
VG01045,P00489,2024-09-01,Campinas,Projeto,Concluída,1710.88
VG01046,P00584,2024-12-01,Campinas,Auditoria,Concluída,1594.92
VG01047,P00785,2025-06-19,Campinas,Fornecedor,Concluída,2086.89
VG01048,P00137,2026-01-02,Campinas,Auditoria,Concluída,1721.86
VG01049,P00733,2024-12-22,Curitiba,Projeto,Concluída,1021.61
VG01050,P00831,2024-05-16,Belo Horizonte,Cliente,Concluída,1132.3
VG01051,P00804,2026-02-07,Curitiba,Auditoria,Concluída,1547.76
VG01052,P00340,2025-01-16,Belo Horizonte,Cliente,Aprovada,1338.07
VG01053,P00303,2025-02-14,Curitiba,Fornecedor,Concluída,1540.07
VG01054,P00329,2026-01-31,Curitiba,Projeto,Concluída,1181.94
VG01055,P00660,2024-11-13,Campinas,Fornecedor,Cancelada,4319.34
VG01056,P00521,2024-03-31,Curitiba,Fornecedor,Concluída,1534.11
VG01057,P00558,2025-10-25,São Paulo,Fornecedor,Concluída,1476.44
VG01058,P00233,2026-04-09,Rio de Janeiro,Fornecedor,Concluída,815.91
VG01059,P00838,2024-03-02,Curitiba,Projeto,Concluída,3693.36
VG01060,P00451,2024-06-20,Campinas,Cliente,Concluída,899.44
VG01061,P00311,2024-09-24,Rio de Janeiro,Projeto,Aprovada,2621.16
VG01062,P00020,2025-05-08,São Paulo,Auditoria,Concluída,1101.38
VG01063,P00149,2026-01-02,Campinas,Treinamento,Concluída,1539.73
VG01064,P00821,2025-08-20,Campinas,Fornecedor,Aprovada,1184.68
VG01065,P00215,2025-11-19,Campinas,Fornecedor,Concluída,1050.05
VG01066,P00272,2026-07-24,Curitiba,Cliente,Concluída,190.82
VG01067,P00471,2024-12-03,Curitiba,Treinamento,Concluída,2076.03
VG01068,P00102,2025-04-13,Campinas,Treinamento,Concluída,5886.09
VG01069,P00536,2024-05-22,Curitiba,Fornecedor,Concluída,1682.58
VG01070,P00635,2024-07-13,São Paulo,Fornecedor,Concluída,1961.31
VG01071,P00301,2024-12-11,Belo Horizonte,Cliente,Concluída,2682.72
VG01072,P00431,2026-05-23,Curitiba,Cliente,Concluída,948.33
VG01073,P00452,2025-03-27,Curitiba,Fornecedor,Cancelada,569.3
VG01074,P00064,2025-08-18,Curitiba,Auditoria,Concluída,1340.07
VG01075,P00668,2025-01-31,Belo Horizonte,Treinamento,Aprovada,853.87
VG01076,P00088,2026-07-12,São Paulo,Cliente,Aprovada,1580.87
VG01077,P00484,2025-06-28,Campinas,Fornecedor,Aprovada,1596.59
VG01078,P00886,2025-01-20,Belo Horizonte,Cliente,Aprovada,2948.77
VG01079,P00562,2024-02-04,São Paulo,Treinamento,Concluída,2187.97
VG01080,P00648,2026-01-23,Curitiba,Cliente,Concluída,2606.54
VG01081,P00567,2024-07-24,São Paulo,Treinamento,Concluída,1938.76
