pessoa_id,unidade,area,status
P00706,Jaboticabal,RH,Ativo
P00707,Camaçari,Engenharia,Ativo
P00708,Joinville,Compras,Ativo
P00709,Joinville,RH,Ativo
P00710,Joinville,Logística,Ativo
P00711,Jaboticabal,RH,Ativo
P00712,Camaçari,Produção,Ativo
P00713,Guarulhos,Qualidade,Ativo
P00714,Joinville,Compras,Ativo
P00715,Joinville,Produção,Ativo
P00716,Guarulhos,Produção,Ativo
P00717,Camaçari,Qualidade,Ativo
P00718,Joinville,Compras,Ativo
P00719,Guarulhos,RH,Ativo
P00720,Jaboticabal,Logística,Ativo
P00721,Camaçari,Compras,Ativo
P00722,Guarulhos,RH,Ativo
P00723,Jaboticabal,Logística,Ativo
P00724,Joinville,Qualidade,Ativo
P00725,Guarulhos,Engenharia,Ativo
P00726,Guarulhos,TI,Ativo
P00727,Camaçari,Compras,Ativo
P00728,Guarulhos,Logística,Inativo
P00729,Camaçari,Compras,Ativo
P00730,Jaboticabal,Compras,Ativo
P00731,Guarulhos,Qualidade,Ativo
P00732,Camaçari,Logística,Ativo
P00733,Joinville,Qualidade,Ativo
P00734,Joinville,Qualidade,Ativo
P00735,Joinville,Engenharia,Ativo
P00736,Joinville,Engenharia,Inativo
P00737,Camaçari,TI,Ativo
P00738,Guarulhos,RH,Ativo
P00739,Jaboticabal,Engenharia,Ativo
P00740,Camaçari,TI,Ativo
P00741,Camaçari,Compras,Ativo
P00742,Camaçari,RH,Ativo
P00743,Camaçari,TI,Ativo
P00744,Camaçari,Engenharia,Ativo
P00745,Jaboticabal,Qualidade,Ativo
P00746,Joinville,RH,Ativo
P00747,Jaboticabal,TI,Ativo
P00748,Joinville,Engenharia,Ativo
P00749,Jaboticabal,Compras,Ativo
P00750,Guarulhos,Compras,Ativo
P00751,Camaçari,TI,Ativo
P00752,Jaboticabal,Compras,Ativo
P00753,Guarulhos,Engenharia,Ativo
P00754,Joinville,Produção,Ativo
P00755,Jaboticabal,TI,Ativo
P00756,Guarulhos,Engenharia,Ativo
P00757,Jaboticabal,Produção,Ativo
P00758,Guarulhos,RH,Ativo
P00759,Camaçari,Logística,Ativo
P00760,Joinville,Produção,Ativo
P00761,Guarulhos,RH,Ativo
P00762,Camaçari,RH,Ativo
P00763,Joinville,Logística,Ativo
P00764,Guarulhos,Logística,Ativo
P00765,Guarulhos,Compras,Ativo
P00766,Joinville,TI,Ativo
P00767,Camaçari,Produção,Ativo
P00768,Joinville,RH,Ativo
P00769,Guarulhos,Engenharia,Ativo
P00770,Joinville,Qualidade,Ativo
P00771,Camaçari,TI,Ativo
P00772,Jaboticabal,Produção,Ativo
P00773,Camaçari,Engenharia,Ativo
P00774,Guarulhos,Compras,Ativo
P00775,Camaçari,Logística,Ativo
P00776,Guarulhos,Logística,Ativo
P00777,Jaboticabal,Produção,Ativo
P00778,Camaçari,Engenharia,Ativo
P00779,Jaboticabal,Engenharia,Ativo
P00780,Camaçari,Logística,Ativo
P00781,Jaboticabal,Compras,Ativo
P00782,Camaçari,Engenharia,Ativo
P00783,Camaçari,Qualidade,Ativo
P00784,Guarulhos,Compras,Ativo
P00785,Jaboticabal,Engenharia,Ativo
P00786,Camaçari,TI,Inativo
P00787,Joinville,TI,Ativo
P00788,Joinville,TI,Ativo
P00789,Joinville,Engenharia,Ativo
P00790,Jaboticabal,Engenharia,Ativo
P00791,Joinville,TI,Ativo
P00792,Jaboticabal,Produção,Ativo
P00793,Joinville,Engenharia,Ativo
P00794,Guarulhos,TI,Ativo
P00795,Camaçari,Produção,Ativo
P00796,Guarulhos,RH,Ativo
P00797,Camaçari,TI,Ativo
P00798,Camaçari,Produção,Ativo
P00799,Camaçari,Produção,Ativo
P00800,Guarulhos,Produção,Ativo
P00801,Guarulhos,Engenharia,Ativo
P00802,Jaboticabal,Qualidade,Ativo
P00803,Joinville,Qualidade,Ativo
P00804,Guarulhos,TI,Ativo
P00805,Camaçari,Produção,Ativo
P00806,Camaçari,Logística,Ativo
P00807,Guarulhos,TI,Ativo
P00808,Joinville,Engenharia,Ativo
P00809,Camaçari,Compras,Ativo
P00810,Camaçari,RH,Ativo
P00811,Camaçari,Logística,Ativo
P00812,Jaboticabal,Produção,Ativo
P00813,Jaboticabal,Engenharia,Ativo
P00814,Joinville,Engenharia,Ativo
P00815,Jaboticabal,Compras,Ativo
P00816,Guarulhos,Compras,Ativo
P00817,Jaboticabal,Qualidade,Ativo
P00818,Camaçari,Compras,Ativo
P00819,Camaçari,TI,Ativo
P00820,Guarulhos,Compras,Ativo
P00821,Camaçari,Compras,Ativo
P00822,Joinville,TI,Ativo
P00823,Jaboticabal,Qualidade,Ativo
P00824,Guarulhos,Qualidade,Ativo
P00825,Camaçari,RH,Ativo
P00826,Joinville,Logística,Ativo
P00827,Camaçari,TI,Ativo
P00828,Guarulhos,Logística,Ativo
P00829,Joinville,Qualidade,Ativo
P00830,Jaboticabal,TI,Ativo
P00831,Joinville,Qualidade,Ativo
P00832,Camaçari,Qualidade,Ativo
P00833,Camaçari,Produção,Ativo
P00834,Joinville,TI,Ativo
P00835,Camaçari,Logística,Ativo
P00836,Joinville,RH,Ativo
P00837,Joinville,TI,Inativo
P00838,Jaboticabal,Compras,Ativo
P00839,Jaboticabal,RH,Ativo
P00840,Jaboticabal,Engenharia,Ativo
P00841,Joinville,RH,Ativo
P00842,Jaboticabal,Compras,Ativo
P00843,Joinville,Logística,Ativo
P00844,Guarulhos,RH,Ativo
P00845,Jaboticabal,RH,Ativo
P00846,Guarulhos,RH,Ativo
P00847,Joinville,Produção,Ativo
P00848,Jaboticabal,Logística,Ativo
P00849,Guarulhos,Qualidade,Ativo
P00850,Camaçari,Compras,Inativo
P00851,Camaçari,RH,Ativo
P00852,Camaçari,TI,Ativo
P00853,Camaçari,TI,Ativo
P00854,Camaçari,Produção,Ativo
P00855,Camaçari,Engenharia,Ativo
P00856,Joinville,TI,Ativo
P00857,Guarulhos,Produção,Ativo
P00858,Guarulhos,Qualidade,Ativo
P00859,Camaçari,TI,Ativo
P00860,Guarulhos,Engenharia,Ativo
P00861,Guarulhos,Engenharia,Ativo
P00862,Camaçari,Qualidade,Ativo
P00863,Jaboticabal,RH,Ativo
P00864,Joinville,RH,Ativo
P00865,Joinville,Qualidade,Ativo
P00866,Camaçari,Compras,Inativo
P00867,Joinville,TI,Ativo
P00868,Guarulhos,Compras,Ativo
P00869,Joinville,Compras,Ativo
P00870,Camaçari,TI,Ativo
P00871,Camaçari,Engenharia,Inativo
P00872,Guarulhos,Compras,Ativo
P00873,Joinville,Engenharia,Ativo
P00874,Guarulhos,RH,Ativo
P00875,Guarulhos,Produção,Ativo
P00876,Joinville,Logística,Ativo
P00877,Camaçari,Engenharia,Ativo
P00878,Camaçari,Compras,Ativo
P00879,Joinville,Compras,Ativo
P00880,Jaboticabal,Engenharia,Ativo
P00881,Camaçari,Compras,Ativo
P00882,Camaçari,RH,Ativo
P00883,Camaçari,Produção,Ativo
P00884,Camaçari,Logística,Ativo
P00885,Joinville,RH,Ativo
P00886,Camaçari,TI,Ativo
P00887,Jaboticabal,Produção,Ativo
P00888,Joinville,RH,Ativo
P00889,Joinville,RH,Ativo
P00890,Joinville,Engenharia,Ativo
P00891,Guarulhos,Produção,Ativo
P00892,Camaçari,Engenharia,Ativo
P00893,Joinville,Produção,Ativo
P00894,Guarulhos,Produção,Ativo
P00895,Joinville,Compras,Ativo
P00896,Joinville,Produção,Ativo
P00897,Jaboticabal,Engenharia,Ativo
P00898,Camaçari,Logística,Ativo
P00899,Joinville,Compras,Ativo
P00900,Guarulhos,Logística,Ativo
