pessoa_id,unidade,area,status
P00710,Jaboticabal,Logística,Ativo
P00711,Guarulhos,Logística,Ativo
P00712,Guarulhos,Compras,Ativo
P00713,Joinville,TI,Ativo
P00714,Jaboticabal,Compras,Ativo
P00715,Guarulhos,RH,Ativo
P00716,Joinville,TI,Ativo
P00717,Camaçari,Produção,Ativo
P00718,Camaçari,RH,Ativo
P00719,Guarulhos,RH,Ativo
P00720,Camaçari,Produção,Ativo
P00721,Guarulhos,RH,Ativo
P00722,Camaçari,Logística,Ativo
P00723,Camaçari,Compras,Ativo
P00724,Camaçari,Logística,Ativo
P00725,Joinville,RH,Ativo
P00726,Camaçari,Engenharia,Ativo
P00727,Joinville,Produção,Ativo
P00728,Camaçari,RH,Ativo
P00729,Joinville,TI,Ativo
P00730,Camaçari,RH,Ativo
P00731,Joinville,Compras,Ativo
P00732,Camaçari,Produção,Ativo
P00733,Joinville,Logística,Ativo
P00734,Camaçari,Produção,Ativo
P00735,Jaboticabal,Produção,Inativo
P00736,Joinville,Logística,Ativo
P00737,Guarulhos,Produção,Ativo
P00738,Joinville,Produção,Ativo
P00739,Joinville,RH,Ativo
P00740,Joinville,RH,Ativo
P00741,Jaboticabal,Engenharia,Ativo
P00742,Camaçari,Qualidade,Ativo
P00743,Guarulhos,TI,Ativo
P00744,Guarulhos,Engenharia,Ativo
P00745,Jaboticabal,Logística,Ativo
P00746,Jaboticabal,TI,Ativo
P00747,Jaboticabal,Produção,Ativo
P00748,Guarulhos,RH,Ativo
P00749,Jaboticabal,TI,Ativo
P00750,Joinville,Compras,Ativo
P00751,Camaçari,Logística,Ativo
P00752,Camaçari,Produção,Ativo
P00753,Joinville,Produção,Inativo
P00754,Camaçari,Produção,Ativo
P00755,Jaboticabal,Compras,Ativo
P00756,Guarulhos,Compras,Ativo
P00757,Jaboticabal,RH,Inativo
P00758,Joinville,Qualidade,Ativo
P00759,Camaçari,TI,Ativo
P00760,Camaçari,Logística,Ativo
P00761,Joinville,Compras,Ativo
P00762,Camaçari,TI,Ativo
P00763,Joinville,Produção,Ativo
P00764,Guarulhos,Produção,Ativo
P00765,Jaboticabal,Logística,Ativo
P00766,Camaçari,TI,Ativo
P00767,Joinville,Engenharia,Ativo
P00768,Camaçari,Compras,Ativo
P00769,Jaboticabal,Produção,Ativo
P00770,Jaboticabal,Compras,Ativo
P00771,Joinville,Produção,Ativo
P00772,Joinville,Produção,Ativo
P00773,Guarulhos,RH,Ativo
P00774,Camaçari,Produção,Ativo
P00775,Guarulhos,TI,Ativo
P00776,Camaçari,Logística,Ativo
P00777,Camaçari,Produção,Ativo
P00778,Joinville,Logística,Ativo
P00779,Joinville,Qualidade,Ativo
P00780,Guarulhos,Compras,Ativo
P00781,Jaboticabal,Engenharia,Ativo
P00782,Jaboticabal,TI,Inativo
P00783,Jaboticabal,Qualidade,Ativo
P00784,Camaçari,Engenharia,Ativo
P00785,Joinville,Compras,Ativo
P00786,Joinville,Produção,Ativo
P00787,Guarulhos,Qualidade,Ativo
P00788,Camaçari,RH,Ativo
P00789,Joinville,Compras,Ativo
P00790,Jaboticabal,TI,Ativo
P00791,Guarulhos,Compras,Ativo
P00792,Guarulhos,TI,Ativo
P00793,Jaboticabal,Produção,Ativo
P00794,Guarulhos,Engenharia,Inativo
P00795,Joinville,Compras,Ativo
P00796,Camaçari,Produção,Ativo
P00797,Jaboticabal,Produção,Ativo
P00798,Jaboticabal,Compras,Ativo
P00799,Camaçari,Qualidade,Inativo
P00800,Jaboticabal,Engenharia,Ativo
P00801,Guarulhos,RH,Ativo
P00802,Camaçari,TI,Ativo
P00803,Joinville,Produção,Ativo
P00804,Joinville,RH,Ativo
P00805,Camaçari,Compras,Inativo
P00806,Guarulhos,TI,Ativo
P00807,Joinville,Engenharia,Ativo
P00808,Camaçari,Produção,Ativo
P00809,Guarulhos,RH,Ativo
P00810,Jaboticabal,RH,Ativo
P00811,Jaboticabal,RH,Ativo
P00812,Camaçari,Compras,Ativo
P00813,Joinville,TI,Ativo
P00814,Joinville,Logística,Ativo
P00815,Jaboticabal,TI,Ativo
P00816,Camaçari,Produção,Ativo
P00817,Jaboticabal,Logística,Ativo
P00818,Guarulhos,Compras,Ativo
P00819,Guarulhos,Compras,Ativo
P00820,Jaboticabal,RH,Ativo
P00821,Camaçari,Engenharia,Ativo
P00822,Joinville,TI,Ativo
P00823,Jaboticabal,RH,Ativo
P00824,Camaçari,RH,Ativo
P00825,Jaboticabal,RH,Ativo
P00826,Guarulhos,Logística,Ativo
P00827,Camaçari,RH,Ativo
P00828,Guarulhos,Qualidade,Ativo
P00829,Guarulhos,Logística,Ativo
P00830,Camaçari,Logística,Ativo
P00831,Camaçari,Engenharia,Ativo
P00832,Camaçari,Logística,Ativo
P00833,Joinville,Produção,Ativo
P00834,Jaboticabal,Logística,Ativo
P00835,Camaçari,Compras,Ativo
P00836,Jaboticabal,TI,Ativo
P00837,Jaboticabal,RH,Ativo
P00838,Guarulhos,Produção,Ativo
P00839,Joinville,Qualidade,Ativo
P00840,Guarulhos,Compras,Ativo
P00841,Guarulhos,RH,Ativo
P00842,Camaçari,RH,Ativo
P00843,Joinville,Produção,Ativo
P00844,Joinville,TI,Ativo
P00845,Jaboticabal,Produção,Ativo
P00846,Guarulhos,TI,Ativo
P00847,Guarulhos,Engenharia,Ativo
P00848,Guarulhos,Produção,Ativo
P00849,Guarulhos,Produção,Ativo
P00850,Guarulhos,RH,Ativo
P00851,Guarulhos,RH,Ativo
P00852,Joinville,Engenharia,Ativo
P00853,Guarulhos,Engenharia,Ativo
P00854,Joinville,RH,Ativo
P00855,Jaboticabal,Qualidade,Ativo
P00856,Camaçari,TI,Ativo
P00857,Camaçari,Engenharia,Ativo
P00858,Guarulhos,Compras,Ativo
P00859,Camaçari,Produção,Ativo
P00860,Guarulhos,Produção,Ativo
P00861,Camaçari,Produção,Ativo
P00862,Guarulhos,Engenharia,Ativo
P00863,Joinville,RH,Ativo
P00864,Jaboticabal,Engenharia,Ativo
P00865,Camaçari,Engenharia,Ativo
P00866,Joinville,TI,Ativo
P00867,Guarulhos,Compras,Ativo
P00868,Joinville,Compras,Ativo
P00869,Jaboticabal,Compras,Inativo
P00870,Guarulhos,Qualidade,Ativo
P00871,Camaçari,TI,Ativo
P00872,Guarulhos,TI,Ativo
P00873,Jaboticabal,Produção,Ativo
P00874,Jaboticabal,Qualidade,Ativo
P00875,Guarulhos,Qualidade,Ativo
P00876,Joinville,Qualidade,Ativo
P00877,Camaçari,Engenharia,Ativo
P00878,Jaboticabal,Compras,Ativo
P00879,Camaçari,Logística,Ativo
P00880,Guarulhos,TI,Ativo
P00881,Guarulhos,Compras,Ativo
P00882,Guarulhos,Compras,Ativo
P00883,Guarulhos,Logística,Ativo
P00884,Jaboticabal,Produção,Ativo
P00885,Joinville,TI,Ativo
P00886,Camaçari,Logística,Ativo
P00887,Jaboticabal,Compras,Ativo
P00888,Jaboticabal,RH,Ativo
P00889,Joinville,Logística,Ativo
P00890,Camaçari,Qualidade,Ativo
P00891,Joinville,TI,Ativo
P00892,Camaçari,Produção,Ativo
P00893,Jaboticabal,Logística,Ativo
P00894,Camaçari,Logística,Ativo
P00895,Joinville,Engenharia,Ativo
P00896,Jaboticabal,Logística,Ativo
P00897,Joinville,RH,Ativo
P00898,Joinville,Compras,Ativo
P00899,Jaboticabal,Compras,Ativo
P00900,Joinville,Qualidade,Ativo
P00901,Jaboticabal,Qualidade,Ativo
P00902,Guarulhos,RH,Ativo
P00903,Camaçari,RH,Inativo
P00904,Jaboticabal,Compras,Ativo
P00905,Guarulhos,Engenharia,Ativo
P00906,Jaboticabal,Compras,Ativo
P00907,Joinville,Engenharia,Ativo
P00908,Guarulhos,Qualidade,Ativo
P00909,Jaboticabal,Qualidade,Ativo
P00910,Guarulhos,Qualidade,Ativo
P00911,Guarulhos,RH,Ativo
P00912,Jaboticabal,Produção,Ativo
P00913,Camaçari,Compras,Ativo
P00914,Jaboticabal,Produção,Ativo
P00915,Guarulhos,Engenharia,Ativo
P00916,Jaboticabal,Qualidade,Ativo
P00917,Jaboticabal,Qualidade,Ativo
P00918,Guarulhos,Logística,Ativo
P00919,Joinville,Logística,Ativo
P00920,Joinville,TI,Ativo
P00921,Camaçari,TI,Ativo
P00922,Jaboticabal,Logística,Ativo
P00923,Guarulhos,Qualidade,Ativo
P00924,Joinville,TI,Ativo
P00925,Camaçari,Qualidade,Ativo
P00926,Camaçari,Logística,Ativo
P00927,Guarulhos,Engenharia,Ativo
P00928,Joinville,Compras,Ativo
P00929,Camaçari,Engenharia,Ativo
P00930,Joinville,Qualidade,Ativo
P00931,Joinville,Engenharia,Ativo
P00932,Guarulhos,Compras,Ativo
P00933,Camaçari,Engenharia,Ativo
P00934,Joinville,TI,Ativo
P00935,Jaboticabal,Logística,Ativo
P00936,Camaçari,Engenharia,Ativo
P00937,Guarulhos,Logística,Ativo
P00938,Camaçari,Logística,Ativo
P00939,Jaboticabal,Qualidade,Ativo
P00940,Guarulhos,Engenharia,Ativo
P00941,Jaboticabal,TI,Ativo
P00942,Guarulhos,TI,Ativo
P00943,Jaboticabal,Qualidade,Ativo
P00944,Jaboticabal,Produção,Ativo
P00945,Camaçari,Qualidade,Ativo
P00946,Joinville,Qualidade,Ativo
P00947,Camaçari,TI,Ativo
P00948,Guarulhos,Engenharia,Ativo
P00949,Joinville,Produção,Ativo
P00950,Joinville,RH,Ativo
P00951,Guarulhos,Compras,Ativo
P00952,Camaçari,RH,Ativo
P00953,Jaboticabal,TI,Ativo
P00954,Joinville,Compras,Ativo
P00955,Joinville,Logística,Ativo
P00956,Jaboticabal,Qualidade,Ativo
P00957,Joinville,Engenharia,Ativo
P00958,Guarulhos,Compras,Ativo
P00959,Camaçari,Compras,Ativo
P00960,Jaboticabal,TI,Ativo
P00961,Jaboticabal,RH,Ativo
P00962,Joinville,Engenharia,Ativo
P00963,Guarulhos,Produção,Ativo
P00964,Joinville,Engenharia,Ativo
P00965,Jaboticabal,Compras,Ativo
P00966,Camaçari,Logística,Ativo
P00967,Guarulhos,RH,Ativo
P00968,Jaboticabal,Compras,Ativo
P00969,Joinville,Compras,Inativo
P00970,Guarulhos,Qualidade,Ativo
P00971,Camaçari,RH,Ativo
P00972,Joinville,RH,Ativo
P00973,Guarulhos,Engenharia,Ativo
P00974,Guarulhos,Engenharia,Ativo
P00975,Guarulhos,Qualidade,Ativo
P00976,Joinville,Engenharia,Ativo
P00977,Guarulhos,Qualidade,Ativo
P00978,Camaçari,Engenharia,Ativo
P00979,Guarulhos,Engenharia,Ativo
P00980,Joinville,Engenharia,Ativo
P00981,Jaboticabal,TI,Ativo
P00982,Guarulhos,RH,Ativo
P00983,Guarulhos,Logística,Ativo
P00984,Jaboticabal,Engenharia,Ativo
P00985,Jaboticabal,Qualidade,Ativo
P00986,Joinville,Engenharia,Ativo
P00987,Camaçari,RH,Ativo
P00988,Joinville,Logística,Ativo
P00989,Guarulhos,RH,Ativo
P00990,Jaboticabal,Logística,Ativo
P00991,Joinville,Engenharia,Ativo
P00992,Guarulhos,RH,Ativo
P00993,Joinville,TI,Ativo
P00994,Jaboticabal,Logística,Ativo
P00995,Joinville,TI,Ativo
P00996,Guarulhos,TI,Ativo
P00997,Joinville,TI,Ativo
P00998,Camaçari,Compras,Ativo
P00999,Jaboticabal,Logística,Ativo
P01000,Guarulhos,RH,Ativo
P01001,Guarulhos,Engenharia,Ativo
P01002,Camaçari,Compras,Ativo
P01003,Jaboticabal,Logística,Ativo
P01004,Camaçari,Produção,Ativo
P01005,Guarulhos,Compras,Ativo
P01006,Camaçari,Logística,Ativo
P01007,Joinville,Qualidade,Ativo
P01008,Camaçari,Engenharia,Ativo
P01009,Camaçari,TI,Ativo
P01010,Camaçari,Qualidade,Ativo
P01011,Jaboticabal,Compras,Ativo
P01012,Joinville,Engenharia,Ativo
P01013,Joinville,Logística,Ativo
P01014,Jaboticabal,Compras,Ativo
P01015,Jaboticabal,Produção,Ativo
P01016,Camaçari,Qualidade,Ativo
P01017,Guarulhos,Compras,Ativo
P01018,Guarulhos,TI,Inativo
P01019,Camaçari,RH,Ativo
P01020,Camaçari,Compras,Ativo
P01021,Camaçari,Produção,Ativo
P01022,Camaçari,Compras,Ativo
P01023,Camaçari,RH,Ativo
P01024,Camaçari,Compras,Ativo
P01025,Guarulhos,Compras,Ativo
P01026,Camaçari,Engenharia,Ativo
P01027,Guarulhos,Produção,Ativo
P01028,Jaboticabal,Qualidade,Ativo
P01029,Camaçari,Engenharia,Inativo
P01030,Jaboticabal,RH,Ativo
P01031,Camaçari,Produção,Ativo
P01032,Jaboticabal,Engenharia,Ativo
P01033,Jaboticabal,Engenharia,Inativo
P01034,Joinville,RH,Ativo
P01035,Joinville,Qualidade,Ativo
P01036,Camaçari,Qualidade,Ativo
P01037,Guarulhos,Produção,Ativo
P01038,Camaçari,TI,Ativo
P01039,Jaboticabal,Engenharia,Ativo
P01040,Guarulhos,Compras,Ativo
P01041,Camaçari,Engenharia,Ativo
P01042,Guarulhos,RH,Ativo
P01043,Camaçari,Engenharia,Ativo
P01044,Jaboticabal,Logística,Ativo
P01045,Guarulhos,Compras,Ativo
P01046,Camaçari,Engenharia,Ativo
P01047,Guarulhos,Qualidade,Ativo
P01048,Joinville,RH,Ativo
P01049,Camaçari,Produção,Ativo
P01050,Jaboticabal,Compras,Ativo
P01051,Joinville,Compras,Ativo
P01052,Jaboticabal,Logística,Ativo
P01053,Jaboticabal,Engenharia,Ativo
P01054,Jaboticabal,Logística,Ativo
P01055,Jaboticabal,RH,Ativo
P01056,Camaçari,Compras,Ativo
P01057,Joinville,Qualidade,Ativo
P01058,Camaçari,Logística,Ativo
P01059,Joinville,Produção,Ativo
P01060,Guarulhos,Compras,Ativo
P01061,Joinville,Produção,Ativo
P01062,Guarulhos,TI,Ativo
P01063,Joinville,Engenharia,Inativo
P01064,Camaçari,Qualidade,Inativo
P01065,Jaboticabal,Engenharia,Ativo
P01066,Camaçari,Engenharia,Ativo
P01067,Jaboticabal,Engenharia,Ativo
P01068,Guarulhos,Produção,Ativo
P01069,Jaboticabal,Qualidade,Ativo
P01070,Jaboticabal,Engenharia,Inativo
P01071,Guarulhos,TI,Ativo
P01072,Joinville,RH,Ativo
P01073,Camaçari,Qualidade,Ativo
P01074,Jaboticabal,Qualidade,Ativo
P01075,Joinville,TI,Inativo
P01076,Guarulhos,Produção,Ativo
P01077,Jaboticabal,TI,Ativo
P01078,Joinville,Produção,Ativo
P01079,Jaboticabal,RH,Ativo
P01080,Camaçari,Engenharia,Ativo
P01081,Camaçari,Compras,Ativo
P01082,Camaçari,Logística,Ativo
P01083,Jaboticabal,Qualidade,Ativo
P01084,Joinville,RH,Ativo
P01085,Joinville,RH,Ativo
P01086,Guarulhos,TI,Ativo
P01087,Camaçari,Engenharia,Ativo
P01088,Jaboticabal,Produção,Ativo
P01089,Jaboticabal,RH,Ativo
P01090,Joinville,Qualidade,Ativo
P01091,Jaboticabal,Produção,Ativo
P01092,Guarulhos,Engenharia,Ativo
P01093,Guarulhos,Logística,Ativo
P01094,Joinville,Qualidade,Ativo
P01095,Camaçari,TI,Ativo
P01096,Jaboticabal,RH,Ativo
P01097,Joinville,Qualidade,Ativo
P01098,Camaçari,Produção,Ativo
P01099,Joinville,Engenharia,Ativo
P01100,Jaboticabal,RH,Ativo
P01101,Jaboticabal,Logística,Ativo
P01102,Camaçari,Qualidade,Ativo
P01103,Jaboticabal,Logística,Ativo
P01104,Joinville,Engenharia,Ativo
P01105,Guarulhos,RH,Ativo
P01106,Joinville,RH,Ativo
P01107,Guarulhos,Logística,Ativo
P01108,Guarulhos,Produção,Ativo
P01109,Joinville,Qualidade,Inativo
P01110,Guarulhos,Qualidade,Ativo
P01111,Jaboticabal,RH,Ativo
P01112,Camaçari,Engenharia,Ativo
P01113,Jaboticabal,TI,Ativo
P01114,Joinville,Qualidade,Ativo
P01115,Guarulhos,Logística,Ativo
P01116,Jaboticabal,Engenharia,Ativo
P01117,Camaçari,Engenharia,Inativo
P01118,Guarulhos,Compras,Ativo
P01119,Jaboticabal,Engenharia,Ativo
P01120,Jaboticabal,RH,Ativo
P01121,Guarulhos,Logística,Ativo
P01122,Guarulhos,Produção,Ativo
P01123,Guarulhos,RH,Ativo
P01124,Guarulhos,Logística,Ativo
P01125,Joinville,Logística,Ativo
P01126,Jaboticabal,RH,Ativo
P01127,Guarulhos,RH,Ativo
P01128,Jaboticabal,TI,Ativo
P01129,Jaboticabal,Engenharia,Ativo
P01130,Jaboticabal,Engenharia,Ativo
P01131,Joinville,Produção,Ativo
P01132,Joinville,RH,Ativo
P01133,Guarulhos,Qualidade,Inativo
P01134,Camaçari,Produção,Ativo
P01135,Guarulhos,Produção,Ativo
P01136,Guarulhos,Qualidade,Ativo
P01137,Guarulhos,TI,Ativo
P01138,Camaçari,Logística,Ativo
P01139,Joinville,RH,Ativo
P01140,Guarulhos,RH,Ativo
P01141,Joinville,Compras,Ativo
P01142,Joinville,RH,Ativo
P01143,Guarulhos,Compras,Ativo
P01144,Joinville,RH,Ativo
P01145,Guarulhos,RH,Ativo
P01146,Guarulhos,TI,Ativo
P01147,Jaboticabal,RH,Ativo
P01148,Guarulhos,Logística,Ativo
P01149,Camaçari,Compras,Ativo
P01150,Guarulhos,RH,Ativo
P01151,Camaçari,TI,Ativo
P01152,Joinville,Engenharia,Ativo
P01153,Jaboticabal,Engenharia,Ativo
P01154,Jaboticabal,TI,Ativo
P01155,Joinville,Compras,Ativo
P01156,Guarulhos,TI,Ativo
P01157,Guarulhos,RH,Ativo
P01158,Guarulhos,Qualidade,Ativo
P01159,Jaboticabal,Qualidade,Ativo
P01160,Camaçari,Logística,Ativo
P01161,Joinville,TI,Ativo
P01162,Camaçari,Engenharia,Ativo
P01163,Joinville,TI,Ativo
P01164,Joinville,TI,Inativo
P01165,Jaboticabal,Compras,Ativo
P01166,Camaçari,RH,Ativo
P01167,Joinville,Qualidade,Ativo
P01168,Camaçari,TI,Ativo
P01169,Camaçari,TI,Ativo
P01170,Guarulhos,Produção,Ativo
P01171,Jaboticabal,Engenharia,Ativo
P01172,Joinville,Engenharia,Ativo
P01173,Camaçari,Produção,Ativo
P01174,Camaçari,RH,Ativo
P01175,Joinville,Qualidade,Ativo
P01176,Jaboticabal,Qualidade,Ativo
P01177,Jaboticabal,Qualidade,Ativo
P01178,Guarulhos,Produção,Ativo
P01179,Joinville,Logística,Ativo
P01180,Camaçari,Qualidade,Ativo
P01181,Joinville,Compras,Ativo
P01182,Joinville,RH,Ativo
P01183,Camaçari,Compras,Ativo
P01184,Guarulhos,RH,Ativo
P01185,Camaçari,Compras,Ativo
P01186,Jaboticabal,Logística,Inativo
P01187,Guarulhos,Compras,Ativo
P01188,Jaboticabal,Produção,Ativo
P01189,Jaboticabal,Qualidade,Ativo
P01190,Joinville,Produção,Ativo
P01191,Guarulhos,Qualidade,Ativo
P01192,Joinville,Compras,Ativo
P01193,Jaboticabal,Produção,Inativo
P01194,Jaboticabal,Logística,Ativo
P01195,Joinville,TI,Ativo
P01196,Joinville,Produção,Ativo
P01197,Guarulhos,TI,Inativo
P01198,Camaçari,TI,Ativo
P01199,Jaboticabal,TI,Ativo
P01200,Jaboticabal,RH,Ativo
P01201,Guarulhos,Logística,Ativo
P01202,Joinville,RH,Ativo
P01203,Guarulhos,Qualidade,Ativo
P01204,Guarulhos,Qualidade,Ativo
P01205,Camaçari,Compras,Ativo
P01206,Jaboticabal,RH,Ativo
P01207,Guarulhos,TI,Ativo
P01208,Jaboticabal,Compras,Ativo
P01209,Camaçari,Qualidade,Ativo
P01210,Guarulhos,Engenharia,Ativo
P01211,Guarulhos,Engenharia,Ativo
P01212,Joinville,Logística,Ativo
P01213,Jaboticabal,Qualidade,Ativo
P01214,Jaboticabal,TI,Ativo
P01215,Joinville,TI,Ativo
P01216,Jaboticabal,Logística,Inativo
P01217,Joinville,Engenharia,Inativo
P01218,Camaçari,Qualidade,Ativo
P01219,Guarulhos,Qualidade,Ativo
P01220,Guarulhos,TI,Ativo
P01221,Jaboticabal,Qualidade,Ativo
P01222,Joinville,Produção,Ativo
P01223,Joinville,Logística,Ativo
P01224,Joinville,Qualidade,Ativo
P01225,Joinville,Qualidade,Ativo
P01226,Jaboticabal,RH,Ativo
P01227,Camaçari,Compras,Ativo
P01228,Guarulhos,Produção,Ativo
P01229,Camaçari,Logística,Ativo
P01230,Jaboticabal,Logística,Ativo
P01231,Joinville,Engenharia,Ativo
P01232,Jaboticabal,Compras,Ativo
P01233,Guarulhos,Qualidade,Ativo
P01234,Camaçari,Compras,Ativo
P01235,Jaboticabal,Logística,Ativo
P01236,Camaçari,Logística,Ativo
P01237,Joinville,Logística,Ativo
P01238,Jaboticabal,RH,Ativo
P01239,Jaboticabal,Produção,Ativo
P01240,Joinville,Produção,Ativo
P01241,Joinville,Compras,Ativo
P01242,Camaçari,Logística,Ativo
P01243,Camaçari,RH,Ativo
P01244,Camaçari,Qualidade,Ativo
P01245,Joinville,Produção,Ativo
P01246,Joinville,Qualidade,Ativo
P01247,Jaboticabal,Compras,Ativo
P01248,Camaçari,RH,Ativo
P01249,Joinville,Compras,Ativo
P01250,Guarulhos,Engenharia,Ativo
P01251,Joinville,Qualidade,Inativo
P01252,Joinville,Compras,Ativo
P01253,Guarulhos,Logística,Ativo
P01254,Joinville,Engenharia,Ativo
P01255,Guarulhos,Logística,Ativo
P01256,Joinville,Qualidade,Ativo
P01257,Jaboticabal,Compras,Ativo
P01258,Camaçari,Logística,Ativo
P01259,Joinville,RH,Ativo
P01260,Guarulhos,Compras,Ativo
P01261,Guarulhos,TI,Ativo
P01262,Joinville,Produção,Ativo
P01263,Jaboticabal,Qualidade,Ativo
P01264,Guarulhos,Engenharia,Ativo
P01265,Guarulhos,TI,Ativo
P01266,Guarulhos,Produção,Ativo
P01267,Joinville,Compras,Ativo
P01268,Camaçari,TI,Ativo
P01269,Camaçari,Produção,Inativo
P01270,Camaçari,Engenharia,Ativo
P01271,Guarulhos,RH,Ativo
P01272,Guarulhos,Produção,Ativo
P01273,Joinville,Compras,Ativo
P01274,Jaboticabal,Engenharia,Ativo
P01275,Joinville,TI,Ativo
P01276,Joinville,Engenharia,Ativo
P01277,Guarulhos,RH,Ativo
P01278,Jaboticabal,Qualidade,Ativo
P01279,Joinville,Produção,Ativo
P01280,Jaboticabal,Engenharia,Ativo
P01281,Jaboticabal,Engenharia,Ativo
P01282,Joinville,TI,Ativo
P01283,Joinville,TI,Ativo
P01284,Camaçari,RH,Ativo
P01285,Jaboticabal,Produção,Ativo
P01286,Joinville,Logística,Ativo
P01287,Camaçari,TI,Ativo
P01288,Joinville,Qualidade,Ativo
P01289,Camaçari,RH,Ativo
P01290,Camaçari,RH,Ativo
P01291,Joinville,Compras,Ativo
P01292,Camaçari,TI,Ativo
P01293,Jaboticabal,RH,Ativo
P01294,Camaçari,Produção,Ativo
P01295,Guarulhos,TI,Ativo
P01296,Jaboticabal,Engenharia,Ativo
P01297,Camaçari,Engenharia,Ativo
P01298,Guarulhos,Qualidade,Ativo
P01299,Guarulhos,Qualidade,Ativo
P01300,Jaboticabal,RH,Ativo
P01301,Jaboticabal,Engenharia,Ativo
P01302,Joinville,Produção,Ativo
P01303,Joinville,Produção,Ativo
P01304,Camaçari,Produção,Ativo
P01305,Jaboticabal,Qualidade,Ativo
P01306,Joinville,Produção,Ativo
P01307,Guarulhos,Compras,Ativo
P01308,Guarulhos,Engenharia,Ativo
P01309,Joinville,TI,Ativo
P01310,Camaçari,Compras,Ativo
P01311,Joinville,Qualidade,Ativo
P01312,Guarulhos,TI,Ativo
P01313,Camaçari,Compras,Ativo
P01314,Joinville,Produção,Ativo
P01315,Camaçari,Engenharia,Ativo
P01316,Camaçari,Produção,Ativo
P01317,Camaçari,Produção,Ativo
P01318,Camaçari,Produção,Ativo
P01319,Jaboticabal,Compras,Ativo
P01320,Camaçari,Logística,Ativo
P01321,Jaboticabal,Logística,Ativo
P01322,Guarulhos,Produção,Ativo
P01323,Joinville,TI,Ativo
P01324,Jaboticabal,RH,Ativo
P01325,Camaçari,Compras,Inativo
P01326,Guarulhos,Engenharia,Ativo
P01327,Camaçari,Compras,Inativo
P01328,Jaboticabal,RH,Ativo
P01329,Joinville,Logística,Ativo
P01330,Jaboticabal,Logística,Ativo
P01331,Joinville,Compras,Ativo
P01332,Guarulhos,Qualidade,Ativo
P01333,Guarulhos,Logística,Ativo
P01334,Jaboticabal,TI,Ativo
P01335,Joinville,Qualidade,Ativo
P01336,Joinville,Engenharia,Ativo
P01337,Guarulhos,Qualidade,Ativo
P01338,Guarulhos,Compras,Ativo
P01339,Guarulhos,Produção,Ativo
P01340,Camaçari,Qualidade,Ativo
P01341,Guarulhos,Logística,Ativo
P01342,Guarulhos,TI,Ativo
P01343,Joinville,RH,Ativo
P01344,Joinville,TI,Ativo
P01345,Joinville,Qualidade,Inativo
P01346,Joinville,RH,Ativo
P01347,Joinville,Produção,Ativo
P01348,Joinville,Logística,Ativo
P01349,Guarulhos,Engenharia,Ativo
P01350,Camaçari,TI,Ativo
P01351,Guarulhos,Qualidade,Ativo
P01352,Joinville,RH,Ativo
P01353,Jaboticabal,Qualidade,Ativo
P01354,Jaboticabal,Engenharia,Ativo
P01355,Guarulhos,TI,Ativo
P01356,Guarulhos,RH,Ativo
P01357,Jaboticabal,TI,Ativo
P01358,Camaçari,TI,Ativo
P01359,Jaboticabal,Logística,Ativo
P01360,Jaboticabal,RH,Ativo
P01361,Joinville,Qualidade,Ativo
P01362,Joinville,Produção,Ativo
P01363,Jaboticabal,TI,Ativo
P01364,Joinville,Produção,Ativo
P01365,Guarulhos,RH,Ativo
P01366,Guarulhos,Produção,Ativo
P01367,Jaboticabal,Logística,Ativo
P01368,Camaçari,RH,Ativo
P01369,Joinville,Produção,Ativo
P01370,Guarulhos,Qualidade,Ativo
P01371,Camaçari,Qualidade,Ativo
P01372,Camaçari,Compras,Ativo
P01373,Joinville,RH,Ativo
P01374,Joinville,TI,Ativo
P01375,Camaçari,Logística,Ativo
P01376,Camaçari,Logística,Ativo
P01377,Guarulhos,RH,Ativo
P01378,Jaboticabal,Qualidade,Ativo
P01379,Joinville,RH,Inativo
P01380,Jaboticabal,Compras,Ativo
P01381,Jaboticabal,Compras,Ativo
P01382,Guarulhos,Qualidade,Ativo
P01383,Guarulhos,TI,Ativo
P01384,Jaboticabal,RH,Ativo
P01385,Camaçari,RH,Ativo
P01386,Guarulhos,Engenharia,Ativo
P01387,Guarulhos,Logística,Ativo
P01388,Guarulhos,Engenharia,Ativo
P01389,Joinville,RH,Ativo
P01390,Camaçari,RH,Ativo
P01391,Joinville,TI,Ativo
P01392,Guarulhos,Produção,Ativo
P01393,Guarulhos,Compras,Ativo
P01394,Camaçari,Logística,Ativo
P01395,Camaçari,TI,Inativo
P01396,Guarulhos,TI,Ativo
P01397,Joinville,Qualidade,Ativo
P01398,Camaçari,TI,Ativo
P01399,Camaçari,Compras,Ativo
P01400,Joinville,RH,Ativo
P01401,Camaçari,Engenharia,Ativo
P01402,Guarulhos,Engenharia,Ativo
P01403,Guarulhos,Qualidade,Ativo
P01404,Jaboticabal,Engenharia,Ativo
P01405,Jaboticabal,Logística,Ativo
P01406,Camaçari,Logística,Ativo
P01407,Joinville,Compras,Ativo
P01408,Camaçari,TI,Ativo
P01409,Jaboticabal,Engenharia,Ativo
P01410,Guarulhos,Logística,Ativo
P01411,Guarulhos,Produção,Ativo
P01412,Camaçari,Compras,Ativo
P01413,Guarulhos,Engenharia,Ativo
P01414,Guarulhos,Qualidade,Ativo
P01415,Camaçari,Produção,Ativo
P01416,Guarulhos,Logística,Ativo
