prazo_id,processo_id,tipo_prazo,data_vencimento,data_conclusao,status,prioridade,motivo_rejeicao
1214,487,Pagamento,2026-02-10,2026-09-12,Concluído,Baixa,fk_invalida:processo_id
1216,488,Recurso,2027-04-09,,Aberto,Média,fk_invalida:processo_id
1217,488,Manifestação,2027-01-05,2027-05-11,Concluído,Média,fk_invalida:processo_id
1221,490,Documento,2025-07-12,,Vencido,Alta,fk_invalida:processo_id
1222,490,Contestação,2026-05-03,2026-03-01,Concluído,Alta,fk_invalida:processo_id
1223,491,Recurso,2027-09-01,2026-12-21,Concluído,Média,fk_invalida:processo_id
1237,497,Documento,2026-08-01,2025-12-20,Concluído,Média,fk_invalida:processo_id
1241,498,Documento,2026-08-10,2026-10-10,Concluído,Alta,fk_invalida:processo_id
1242,499,Pagamento,2026-03-08,,Aberto,Baixa,fk_invalida:processo_id
1243,499,Recurso,2027-11-06,2027-05-28,Concluído,Alta,fk_invalida:processo_id
1244,499,Contestação,2026-02-07,2026-07-02,Concluído,Baixa,fk_invalida:processo_id
1246,500,Manifestação,2026-10-10,2026-10-20,Concluído,Média,fk_invalida:processo_id
1254,503,Documento,2027-12-01,2026-12-23,Concluído,Média,fk_invalida:processo_id
1264,506,Recurso,2026-01-07,2026-06-16,Concluído,Média,fk_invalida:processo_id
1265,506,Contestação,2027-04-10,2027-10-10,Concluído,Baixa,fk_invalida:processo_id
1267,508,Pagamento,2026-09-04,,Vencido,Média,fk_invalida:processo_id
1268,508,Manifestação,2026-10-09,2026-09-16,Concluído,Média,fk_invalida:processo_id
1270,508,Documento,2026-08-01,,Vencido,Baixa,fk_invalida:processo_id
1271,509,Contestação,2026-03-10,2026-09-17,Concluído,Alta,fk_invalida:processo_id
1273,509,Documento,2027-01-04,2027-03-14,Concluído,Média,fk_invalida:processo_id
1276,510,Documento,2026-08-10,2026-10-08,Concluído,Baixa,fk_invalida:processo_id
1281,512,Contestação,2026-09-05,2026-05-07,Concluído,Média,fk_invalida:processo_id
1286,513,Manifestação,2026-06-07,2026-07-09,Concluído,Alta,fk_invalida:processo_id
1287,513,Pagamento,2027-02-01,2026-12-13,Concluído,Baixa,fk_invalida:processo_id
1288,514,Pagamento,2027-01-06,2027-06-10,Concluído,Baixa,fk_invalida:processo_id
1293,516,Pagamento,2026-01-06,2026-05-16,Concluído,Média,fk_invalida:processo_id
1294,517,Contestação,2027-09-06,2027-06-11,Concluído,Alta,fk_invalida:processo_id
1298,518,Pagamento,2026-11-02,2026-02-21,Concluído,Alta,fk_invalida:processo_id
1303,522,Pagamento,2027-11-04,,Aberto,Baixa,fk_invalida:processo_id
1305,523,Documento,2026-10-08,2026-07-23,Concluído,Média,fk_invalida:processo_id
1306,523,Contestação,2027-07-06,2027-06-15,Concluído,Baixa,fk_invalida:processo_id
1315,526,Contestação,2027-08-06,,Aberto,Média,fk_invalida:processo_id
1317,527,Manifestação,2027-10-02,2027-02-02,Concluído,Baixa,fk_invalida:processo_id
1319,527,Manifestação,2027-10-04,2027-04-07,Concluído,Média,fk_invalida:processo_id
1320,527,Manifestação,2026-04-08,2026-07-18,Concluído,Média,fk_invalida:processo_id
1328,531,Contestação,2026-02-07,2026-06-15,Concluído,Média,fk_invalida:processo_id
1334,533,Pagamento,2026-10-11,2026-10-30,Concluído,Baixa,fk_invalida:processo_id
1335,533,Documento,2027-12-01,,Aberto,Baixa,fk_invalida:processo_id
1336,534,Pagamento,2027-11-08,2027-08-13,Concluído,Baixa,fk_invalida:processo_id
1338,535,Manifestação,2025-11-09,2025-09-05,Concluído,Baixa,fk_invalida:processo_id
1341,537,Contestação,2026-08-05,,Vencido,Média,fk_invalida:processo_id
1343,538,Recurso,2026-03-05,2026-04-21,Concluído,Baixa,fk_invalida:processo_id
1344,539,Manifestação,2026-02-11,2026-10-13,Concluído,Baixa,fk_invalida:processo_id
1349,541,Documento,2027-09-01,2026-12-20,Concluído,Baixa,fk_invalida:processo_id
1351,542,Pagamento,2026-04-01,2026-01-08,Concluído,Média,fk_invalida:processo_id
1352,542,Manifestação,2026-08-09,2026-09-15,Concluído,Alta,fk_invalida:processo_id
1360,545,Manifestação,2026-11-02,2026-01-30,Concluído,Baixa,fk_invalida:processo_id
1361,545,Recurso,2026-08-01,2025-12-21,Concluído,Baixa,fk_invalida:processo_id
1362,545,Documento,2026-03-09,2026-08-23,Concluído,Baixa,fk_invalida:processo_id
1363,546,Recurso,2026-11-09,2026-08-26,Concluído,Baixa,fk_invalida:processo_id
1364,546,Contestação,2026-09-11,,Aberto,Alta,fk_invalida:processo_id
1369,548,Manifestação,2027-04-11,2027-10-26,Concluído,Alta,fk_invalida:processo_id
1370,549,Contestação,2026-08-06,2026-06-07,Concluído,Baixa,fk_invalida:processo_id
1373,550,Pagamento,2027-03-07,2027-07-13,Concluído,Alta,fk_invalida:processo_id
1377,551,Recurso,2026-03-10,2026-10-04,Concluído,Alta,fk_invalida:processo_id
1378,551,Contestação,2027-04-02,2027-01-27,Concluído,Alta,fk_invalida:processo_id
1381,552,Pagamento,2026-01-08,2026-07-16,Concluído,Alta,fk_invalida:processo_id
1382,552,Recurso,2026-07-07,,Aberto,Alta,fk_invalida:processo_id
1389,555,Recurso,2027-09-05,,Aberto,Alta,fk_invalida:processo_id
1392,556,Pagamento,2026-12-02,2026-02-09,Concluído,Alta,fk_invalida:processo_id
1393,556,Contestação,2026-09-09,2026-09-05,Concluído,Alta,fk_invalida:processo_id
1396,558,Recurso,2026-05-12,,Aberto,Média,fk_invalida:processo_id
1401,559,Pagamento,2026-02-07,,Aberto,Média,fk_invalida:processo_id
1403,561,Pagamento,2025-07-12,2025-11-26,Concluído,Média,fk_invalida:processo_id
1406,563,Manifestação,2027-11-05,2027-05-01,Concluído,Baixa,fk_invalida:processo_id
1408,564,Manifestação,2025-08-11,2025-11-16,Concluído,Média,fk_invalida:processo_id
1410,565,Contestação,2027-06-01,2026-12-19,Concluído,Média,fk_invalida:processo_id
1412,566,Recurso,2026-02-11,,Aberto,Média,fk_invalida:processo_id
1421,569,Recurso,2027-04-03,2027-02-23,Concluído,Alta,fk_invalida:processo_id
1427,572,Contestação,2026-04-08,2026-08-10,Concluído,Alta,fk_invalida:processo_id
1429,573,Pagamento,2026-02-03,2026-02-18,Concluído,Baixa,fk_invalida:processo_id
1430,574,Manifestação,2027-12-07,2027-07-22,Concluído,Alta,fk_invalida:processo_id
1441,578,Recurso,2027-04-02,2027-01-30,Concluído,Baixa,fk_invalida:processo_id
1443,578,Manifestação,2026-06-10,2026-10-10,Concluído,Alta,fk_invalida:processo_id
1444,579,Contestação,2026-04-02,2026-01-19,Concluído,Baixa,fk_invalida:processo_id
1446,579,Contestação,2026-11-05,2026-04-22,Concluído,Alta,fk_invalida:processo_id
1451,581,Pagamento,2027-10-09,2027-09-18,Concluído,Baixa,fk_invalida:processo_id
1458,583,Pagamento,2026-10-11,,Aberto,Média,fk_invalida:processo_id
1459,583,Contestação,2026-04-05,2026-05-14,Concluído,Média,fk_invalida:processo_id
1467,587,Documento,2026-04-10,2026-10-08,Concluído,Média,fk_invalida:processo_id
1468,587,Contestação,2027-06-04,2027-03-24,Concluído,Alta,fk_invalida:processo_id
1487,594,Manifestação,2026-12-08,2026-08-19,Concluído,Baixa,fk_invalida:processo_id
1505,601,Recurso,2027-11-01,2027-01-03,Concluído,Baixa,fk_invalida:processo_id
1507,602,Manifestação,2026-03-01,2026-01-06,Concluído,Alta,fk_invalida:processo_id
1508,602,Manifestação,2026-01-05,,Vencido,Baixa,fk_invalida:processo_id
1513,603,Recurso,2026-06-04,,Vencido,Baixa,fk_invalida:processo_id
1527,611,Documento,2025-10-12,2025-12-19,Concluído,Alta,fk_invalida:processo_id
1533,614,Pagamento,2027-12-01,2027-01-17,Concluído,Baixa,fk_invalida:processo_id
1534,614,Contestação,2027-07-02,2027-02-06,Concluído,Média,fk_invalida:processo_id
1538,615,Pagamento,2026-04-12,,Aberto,Média,fk_invalida:processo_id
1549,620,Contestação,2026-08-07,,Aberto,Baixa,fk_invalida:processo_id
1552,621,Recurso,2027-03-02,,Aberto,Média,fk_invalida:processo_id
1553,621,Contestação,2026-09-08,2026-08-16,Concluído,Alta,fk_invalida:processo_id
1564,625,Documento,2026-07-09,2026-08-18,Concluído,Alta,fk_invalida:processo_id
1568,627,Recurso,2026-07-07,2026-06-26,Concluído,Média,fk_invalida:processo_id
1580,631,Contestação,2026-01-11,2026-11-09,Concluído,Média,fk_invalida:processo_id
1591,635,Pagamento,2026-10-04,2026-04-16,Concluído,Baixa,fk_invalida:processo_id
1592,635,Pagamento,2027-01-02,2027-02-04,Concluído,Média,fk_invalida:processo_id
1593,635,Documento,2026-08-07,2026-07-07,Concluído,Alta,fk_invalida:processo_id
1603,640,Recurso,2026-07-12,2026-11-29,Concluído,Baixa,fk_invalida:processo_id
1606,641,Pagamento,2026-08-08,2026-08-10,Concluído,Média,fk_invalida:processo_id
1609,641,Contestação,2026-04-02,,Vencido,Média,fk_invalida:processo_id
1612,643,Manifestação,2026-03-08,,Aberto,Baixa,fk_invalida:processo_id
1613,644,Contestação,2026-09-05,2026-05-01,Concluído,Alta,fk_invalida:processo_id
1623,648,Recurso,2027-07-11,2027-10-29,Concluído,Média,fk_invalida:processo_id
1637,652,Pagamento,2025-09-09,,Vencido,Alta,fk_invalida:processo_id
1644,654,Pagamento,2027-06-01,,Aberto,Alta,fk_invalida:processo_id
1654,660,Pagamento,2027-03-06,2027-05-14,Concluído,Alta,fk_invalida:processo_id
1662,664,Contestação,2027-05-02,2027-01-31,Concluído,Baixa,fk_invalida:processo_id
1667,665,Pagamento,2027-06-08,2027-08-01,Concluído,Média,fk_invalida:processo_id
1669,666,Contestação,2026-12-08,2026-08-03,Concluído,Média,fk_invalida:processo_id
1670,666,Recurso,2027-11-02,,Aberto,Alta,fk_invalida:processo_id
1675,667,Manifestação,2026-01-08,2026-07-14,Concluído,Alta,fk_invalida:processo_id
1680,669,Documento,2027-08-02,2027-01-22,Concluído,Alta,fk_invalida:processo_id
1681,670,Manifestação,2025-08-08,2025-08-15,Concluído,Média,fk_invalida:processo_id
1695,675,Documento,2026-09-03,2026-02-26,Concluído,Média,fk_invalida:processo_id
1697,675,Documento,2027-08-03,2027-03-03,Concluído,Baixa,fk_invalida:processo_id
1700,677,Pagamento,2026-06-06,,Vencido,Baixa,fk_invalida:processo_id
1706,679,Pagamento,2026-09-05,2026-05-03,Concluído,Baixa,fk_invalida:processo_id
1713,681,Recurso,2025-03-11,2025-11-04,Concluído,Média,fk_invalida:processo_id
1714,682,Recurso,2025-01-12,2025-11-14,Concluído,Média,fk_invalida:processo_id
1715,682,Pagamento,2026-01-02,2026-01-24,Concluído,Alta,fk_invalida:processo_id
1720,685,Manifestação,2027-03-10,,Aberto,Baixa,fk_invalida:processo_id
1724,687,Pagamento,2026-06-12,,Aberto,Baixa,fk_invalida:processo_id
1725,687,Contestação,2026-02-09,2026-09-07,Concluído,Alta,fk_invalida:processo_id
1737,691,Manifestação,2026-09-08,2026-07-28,Concluído,Média,fk_invalida:processo_id
1738,691,Documento,2026-03-02,,Vencido,Baixa,fk_invalida:processo_id
1740,691,Contestação,2026-03-11,,Aberto,Média,fk_invalida:processo_id
1745,693,Manifestação,2027-08-03,,Aberto,Média,fk_invalida:processo_id
1746,693,Manifestação,2026-05-01,,Vencido,Alta,fk_invalida:processo_id
1747,693,Documento,2026-11-05,,Vencido,Média,fk_invalida:processo_id
1749,694,Pagamento,2027-01-03,2027-02-25,Concluído,Baixa,fk_invalida:processo_id
1751,695,Pagamento,2027-07-05,2027-05-06,Concluído,Média,fk_invalida:processo_id
1753,695,Pagamento,2027-01-04,2027-04-06,Concluído,Baixa,fk_invalida:processo_id
1755,696,Contestação,2026-03-02,2026-02-09,Concluído,Alta,fk_invalida:processo_id
1759,698,Contestação,2027-05-06,2027-05-19,Concluído,Alta,fk_invalida:processo_id
1763,700,Pagamento,2027-10-01,2027-01-15,Concluído,Média,fk_invalida:processo_id
1764,700,Documento,2026-11-08,2026-07-28,Concluído,Alta,fk_invalida:processo_id
1771,703,Pagamento,2027-11-03,2027-02-28,Concluído,Baixa,fk_invalida:processo_id
1772,703,Pagamento,2026-04-11,2026-11-12,Concluído,Alta,fk_invalida:processo_id
1774,703,Manifestação,2026-07-06,,Vencido,Baixa,fk_invalida:processo_id
1780,706,Documento,2025-10-11,,Vencido,Baixa,fk_invalida:processo_id
1781,706,Pagamento,2027-10-02,2027-01-23,Concluído,Alta,fk_invalida:processo_id
1782,706,Manifestação,2026-12-06,2026-06-03,Concluído,Alta,fk_invalida:processo_id
1784,708,Manifestação,2027-10-04,2027-03-21,Concluído,Média,fk_invalida:processo_id
1786,708,Pagamento,2027-09-04,2027-04-08,Concluído,Alta,fk_invalida:processo_id
1792,711,Contestação,2026-09-05,,Vencido,Alta,fk_invalida:processo_id
1793,712,Manifestação,2026-08-11,2026-10-28,Concluído,Baixa,fk_invalida:processo_id
1795,713,Documento,2027-07-03,2027-03-09,Concluído,Baixa,fk_invalida:processo_id
1796,713,Documento,2027-07-02,2027-02-10,Concluído,Baixa,fk_invalida:processo_id
1797,713,Pagamento,2026-02-08,,Aberto,Média,fk_invalida:processo_id
1803,715,Manifestação,2026-01-08,2026-07-13,Concluído,Baixa,fk_invalida:processo_id
1804,715,Manifestação,2027-04-06,2027-06-08,Concluído,Alta,fk_invalida:processo_id
1806,716,Recurso,2026-10-09,,Aberto,Média,fk_invalida:processo_id
1807,716,Recurso,2026-04-09,2026-09-01,Concluído,Média,fk_invalida:processo_id
1809,717,Manifestação,2025-12-11,,Vencido,Alta,fk_invalida:processo_id
1811,718,Pagamento,2027-08-08,2027-08-14,Concluído,Baixa,fk_invalida:processo_id
1813,719,Manifestação,2026-07-04,2026-03-19,Concluído,Alta,fk_invalida:processo_id
1814,719,Contestação,2027-02-02,,Aberto,Alta,fk_invalida:processo_id
1815,720,Pagamento,2026-08-09,2026-08-22,Concluído,Baixa,fk_invalida:processo_id
1816,720,Documento,2026-04-04,2026-03-22,Concluído,Alta,fk_invalida:processo_id
1817,721,Pagamento,2026-03-11,2026-10-25,Concluído,Alta,fk_invalida:processo_id
1823,723,Recurso,2026-05-10,2026-10-08,Concluído,Alta,fk_invalida:processo_id
1824,723,Manifestação,2026-06-08,2026-08-01,Concluído,Baixa,fk_invalida:processo_id
1825,723,Pagamento,2026-09-06,2026-06-01,Concluído,Média,fk_invalida:processo_id
1826,724,Contestação,2026-09-08,,Aberto,Baixa,fk_invalida:processo_id
1827,724,Pagamento,2025-08-12,2025-12-16,Concluído,Baixa,fk_invalida:processo_id
1833,728,Manifestação,2026-12-06,2026-06-04,Concluído,Alta,fk_invalida:processo_id
1834,728,Documento,2026-06-02,2026-01-24,Concluído,Alta,fk_invalida:processo_id
1839,730,Contestação,2026-03-06,2026-05-17,Concluído,Média,fk_invalida:processo_id
1840,730,Recurso,2026-10-08,,Aberto,Baixa,fk_invalida:processo_id
1846,733,Pagamento,2026-09-01,,Vencido,Baixa,fk_invalida:processo_id
1848,734,Pagamento,2027-03-01,2026-12-23,Concluído,Baixa,fk_invalida:processo_id
1850,734,Contestação,2026-05-11,2026-11-08,Concluído,Baixa,fk_invalida:processo_id
1851,735,Pagamento,2026-04-12,2026-12-02,Concluído,Alta,fk_invalida:processo_id
1853,736,Pagamento,2026-04-06,2026-05-19,Concluído,Média,fk_invalida:processo_id
1862,740,Recurso,2026-06-12,2026-11-29,Concluído,Baixa,fk_invalida:processo_id
1876,745,Manifestação,2025-01-12,,Vencido,Alta,fk_invalida:processo_id
1877,745,Recurso,2026-11-10,2026-10-01,Concluído,Baixa,fk_invalida:processo_id
1878,746,Documento,2027-11-06,2027-05-28,Concluído,Média,fk_invalida:processo_id
1879,747,Recurso,2026-03-02,2026-02-09,Concluído,Alta,fk_invalida:processo_id
1881,747,Recurso,2026-10-11,2026-11-18,Concluído,Baixa,fk_invalida:processo_id
1883,748,Pagamento,2027-10-04,2027-03-21,Concluído,Baixa,fk_invalida:processo_id
1887,749,Recurso,2027-05-10,2027-10-10,Concluído,Média,fk_invalida:processo_id
1890,751,Recurso,2026-02-11,2026-11-03,Concluído,Baixa,fk_invalida:processo_id
1891,751,Contestação,2027-08-05,2027-04-25,Concluído,Média,fk_invalida:processo_id
1898,754,Documento,2026-09-11,,Aberto,Baixa,fk_invalida:processo_id
1910,758,Recurso,2027-01-01,,Aberto,Alta,fk_invalida:processo_id
1911,758,Contestação,2027-06-08,2027-08-15,Concluído,Média,fk_invalida:processo_id
1916,760,Recurso,2026-09-05,2026-05-11,Concluído,Baixa,fk_invalida:processo_id
1921,762,Documento,2026-05-08,2026-08-04,Concluído,Alta,fk_invalida:processo_id
1926,764,Recurso,2026-11-04,2026-03-30,Concluído,Alta,fk_invalida:processo_id
1929,764,Pagamento,2026-11-04,2026-04-04,Concluído,Baixa,fk_invalida:processo_id
1933,766,Contestação,2026-09-12,2026-11-23,Concluído,Média,fk_invalida:processo_id
1934,766,Manifestação,2026-07-08,2026-07-22,Concluído,Média,fk_invalida:processo_id
1935,766,Recurso,2026-02-08,2026-08-04,Concluído,Alta,fk_invalida:processo_id
1936,766,Pagamento,2026-08-08,2026-08-14,Concluído,Alta,fk_invalida:processo_id
1937,767,Recurso,2026-03-01,2025-12-31,Concluído,Média,fk_invalida:processo_id
1941,769,Pagamento,2026-03-08,,Aberto,Média,fk_invalida:processo_id
1947,771,Manifestação,2026-12-08,,Aberto,Baixa,fk_invalida:processo_id
1949,772,Manifestação,2026-01-09,2026-08-18,Concluído,Alta,fk_invalida:processo_id
1954,773,Contestação,2026-02-08,2026-08-11,Concluído,Média,fk_invalida:processo_id
1955,773,Pagamento,2026-04-10,2026-09-27,Concluído,Baixa,fk_invalida:processo_id
1968,778,Recurso,2026-06-09,2026-09-10,Concluído,Alta,fk_invalida:processo_id
1972,779,Manifestação,2027-08-05,2027-05-15,Concluído,Média,fk_invalida:processo_id
1982,785,Manifestação,2026-06-07,2026-07-09,Concluído,Baixa,fk_invalida:processo_id
1986,787,Recurso,2027-01-04,2027-03-22,Concluído,Baixa,fk_invalida:processo_id
1991,789,Manifestação,2027-09-03,2027-03-19,Concluído,Média,fk_invalida:processo_id
1993,790,Pagamento,2026-09-10,2026-10-04,Concluído,Alta,fk_invalida:processo_id
1994,790,Contestação,2027-10-07,,Aberto,Baixa,fk_invalida:processo_id
2001,793,Contestação,2027-11-03,2027-02-25,Concluído,Média,fk_invalida:processo_id
2006,795,Contestação,2026-08-09,,Aberto,Média,fk_invalida:processo_id
2024,802,Manifestação,2026-09-08,,Aberto,Baixa,fk_invalida:processo_id
2025,802,Contestação,2026-08-06,,Vencido,Baixa,fk_invalida:processo_id
2026,802,Manifestação,2026-02-07,,Aberto,Média,fk_invalida:processo_id
2048,810,Recurso,2026-12-07,,Aberto,Alta,fk_invalida:processo_id
2050,810,Contestação,2026-05-02,2026-01-16,Concluído,Alta,fk_invalida:processo_id
2055,812,Documento,2026-08-09,2026-09-07,Concluído,Baixa,fk_invalida:processo_id
2056,812,Manifestação,2027-05-09,,Aberto,Alta,fk_invalida:processo_id
2058,813,Pagamento,2026-09-06,2026-05-30,Concluído,Baixa,fk_invalida:processo_id
2066,815,Recurso,2026-12-05,2026-04-27,Concluído,Média,fk_invalida:processo_id
2073,818,Documento,2027-11-06,2027-06-09,Concluído,Baixa,fk_invalida:processo_id
2074,819,Documento,2026-04-06,,Vencido,Média,fk_invalida:processo_id
2075,820,Pagamento,2026-05-11,2026-10-20,Concluído,Média,fk_invalida:processo_id
2079,821,Pagamento,2026-04-05,2026-04-30,Concluído,Média,fk_invalida:processo_id
2083,822,Contestação,2026-06-05,2026-04-19,Concluído,Alta,fk_invalida:processo_id
2097,830,Pagamento,2027-05-01,2027-01-04,Concluído,Baixa,fk_invalida:processo_id
2098,830,Documento,2027-04-08,,Aberto,Média,fk_invalida:processo_id
2104,832,Contestação,2026-12-10,,Aberto,Alta,fk_invalida:processo_id
2105,832,Documento,2026-04-02,,Vencido,Baixa,fk_invalida:processo_id
2118,836,Manifestação,2027-04-03,,Aberto,Alta,fk_invalida:processo_id
2122,838,Pagamento,2027-02-08,,Aberto,Alta,fk_invalida:processo_id
2124,840,Documento,2026-11-12,,Aberto,Alta,fk_invalida:processo_id
2129,842,Documento,2026-05-11,,Aberto,Baixa,fk_invalida:processo_id
2136,844,Manifestação,2026-12-10,2026-10-13,Concluído,Média,fk_invalida:processo_id
2139,845,Pagamento,2027-02-03,2027-03-01,Concluído,Alta,fk_invalida:processo_id
2140,846,Pagamento,2026-08-12,,Aberto,Baixa,fk_invalida:processo_id
2149,848,Contestação,2027-04-07,2027-06-18,Concluído,Média,fk_invalida:processo_id
2150,848,Pagamento,2026-10-08,2026-07-31,Concluído,Baixa,fk_invalida:processo_id
2165,855,Documento,2026-08-09,2026-09-17,Concluído,Alta,fk_invalida:processo_id
2178,862,Pagamento,2025-06-10,2025-10-11,Concluído,Média,fk_invalida:processo_id
2180,862,Pagamento,2025-12-11,2025-11-07,Concluído,Alta,fk_invalida:processo_id
2182,863,Manifestação,2026-06-02,2026-02-15,Concluído,Média,fk_invalida:processo_id
2183,863,Manifestação,2026-02-09,2026-09-08,Concluído,Média,fk_invalida:processo_id
2190,865,Recurso,2026-01-05,2026-04-14,Concluído,Alta,fk_invalida:processo_id
2194,867,Recurso,2027-10-01,,Aberto,Baixa,fk_invalida:processo_id
2197,868,Pagamento,2027-11-02,2027-02-11,Concluído,Baixa,fk_invalida:processo_id
2199,869,Contestação,2027-06-06,2027-05-21,Concluído,Baixa,fk_invalida:processo_id
2200,869,Documento,2026-04-10,2026-10-02,Concluído,Baixa,fk_invalida:processo_id
2203,871,Recurso,2026-04-02,,Vencido,Alta,fk_invalida:processo_id
2205,872,Recurso,2026-07-09,,Aberto,Média,fk_invalida:processo_id
2206,873,Manifestação,2027-07-09,2027-09-16,Concluído,Baixa,fk_invalida:processo_id
2207,873,Recurso,2026-05-12,2026-12-08,Concluído,Média,fk_invalida:processo_id
2211,875,Contestação,2026-06-12,,Aberto,Média,fk_invalida:processo_id
2212,876,Manifestação,2027-10-05,2027-05-13,Concluído,Baixa,fk_invalida:processo_id
2214,876,Documento,2026-04-09,2026-08-20,Concluído,Alta,fk_invalida:processo_id
2218,878,Recurso,2025-04-09,2025-08-30,Concluído,Alta,fk_invalida:processo_id
2220,878,Recurso,2026-07-10,,Aberto,Média,fk_invalida:processo_id
2222,880,Contestação,2027-12-02,2027-01-31,Concluído,Baixa,fk_invalida:processo_id
2224,880,Pagamento,2026-01-12,2026-12-11,Concluído,Média,fk_invalida:processo_id
2226,882,Manifestação,2027-10-04,2027-03-28,Concluído,Baixa,fk_invalida:processo_id
2227,882,Pagamento,2027-12-03,2027-02-26,Concluído,Baixa,fk_invalida:processo_id
2252,893,Documento,2026-09-10,2026-10-08,Concluído,Baixa,fk_invalida:processo_id
2255,894,Manifestação,2027-07-06,2027-05-31,Concluído,Alta,fk_invalida:processo_id
2256,894,Pagamento,2027-06-08,2027-08-05,Concluído,Média,fk_invalida:processo_id
2257,894,Recurso,2026-12-05,,Vencido,Baixa,fk_invalida:processo_id
2258,895,Manifestação,2026-01-04,,Vencido,Baixa,fk_invalida:processo_id
2263,896,Manifestação,2027-02-08,2027-07-24,Concluído,Baixa,fk_invalida:processo_id
2264,896,Pagamento,2026-09-08,2026-08-11,Concluído,Alta,fk_invalida:processo_id
2266,897,Manifestação,2026-02-01,2025-12-13,Concluído,Alta,fk_invalida:processo_id
2268,897,Manifestação,2027-06-02,2027-02-01,Concluído,Baixa,fk_invalida:processo_id
2271,898,Manifestação,2026-12-05,2026-04-23,Concluído,Baixa,fk_invalida:processo_id
2276,900,Pagamento,2025-03-11,2025-10-17,Concluído,Alta,fk_invalida:processo_id
2278,900,Pagamento,2026-09-04,2026-04-05,Concluído,Alta,fk_invalida:processo_id
2285,904,Documento,2027-03-03,2027-03-12,Concluído,Média,fk_invalida:processo_id
2286,904,Contestação,2026-04-08,2026-08-02,Concluído,Média,fk_invalida:processo_id
2287,905,Recurso,2025-05-08,2025-08-01,Concluído,Alta,fk_invalida:processo_id
2291,906,Recurso,2026-08-11,2026-11-05,Concluído,Alta,fk_invalida:processo_id
2294,907,Documento,2026-06-11,2026-11-16,Concluído,Alta,fk_invalida:processo_id
2295,907,Manifestação,2026-03-12,,Aberto,Alta,fk_invalida:processo_id
2302,909,Pagamento,2026-09-02,2026-01-24,Concluído,Média,fk_invalida:processo_id
2303,910,Recurso,2026-12-11,2026-10-27,Concluído,Média,fk_invalida:processo_id
2304,910,Recurso,2026-11-09,2026-08-31,Concluído,Baixa,fk_invalida:processo_id
2310,912,Recurso,2027-07-01,2027-01-14,Concluído,Média,fk_invalida:processo_id
2311,912,Contestação,2026-12-10,2026-09-30,Concluído,Alta,fk_invalida:processo_id
2314,913,Recurso,2026-04-08,2026-08-10,Concluído,Baixa,fk_invalida:processo_id
2315,913,Manifestação,2026-09-07,2026-07-10,Concluído,Baixa,fk_invalida:processo_id
2316,914,Contestação,2026-10-07,2026-07-05,Concluído,Baixa,fk_invalida:processo_id
2322,916,Manifestação,2026-03-07,2026-06-23,Concluído,Média,fk_invalida:processo_id
2324,917,Recurso,2027-01-06,2027-05-22,Concluído,Baixa,fk_invalida:processo_id
2332,919,Contestação,2026-11-12,2026-12-20,Concluído,Média,fk_invalida:processo_id
2334,920,Documento,2026-10-11,2026-10-23,Concluído,Média,fk_invalida:processo_id
2335,920,Recurso,2027-04-03,2027-03-06,Concluído,Alta,fk_invalida:processo_id
2336,921,Contestação,2026-04-09,2026-08-18,Concluído,Alta,fk_invalida:processo_id
2338,922,Recurso,2026-11-11,2026-11-07,Concluído,Média,fk_invalida:processo_id
2341,923,Manifestação,2025-04-09,2025-08-31,Concluído,Alta,fk_invalida:processo_id
2342,923,Documento,2026-10-09,2026-09-06,Concluído,Baixa,fk_invalida:processo_id
2350,926,Recurso,2025-01-11,2025-10-19,Concluído,Média,fk_invalida:processo_id
2356,930,Contestação,2027-09-04,2027-03-29,Concluído,Baixa,fk_invalida:processo_id
2360,932,Contestação,2026-12-03,2026-03-20,Concluído,Média,fk_invalida:processo_id
2361,932,Recurso,2026-08-06,2026-06-07,Concluído,Alta,fk_invalida:processo_id
2362,932,Recurso,2026-03-04,2026-03-16,Concluído,Média,fk_invalida:processo_id
2363,932,Contestação,2026-10-06,2026-06-08,Concluído,Baixa,fk_invalida:processo_id
2364,933,Pagamento,2026-01-09,2026-08-26,Concluído,Baixa,fk_invalida:processo_id
2365,933,Pagamento,2027-06-06,2027-06-03,Concluído,Baixa,fk_invalida:processo_id
2366,933,Recurso,2026-08-05,2026-04-29,Concluído,Média,fk_invalida:processo_id
2370,935,Contestação,2025-10-09,2025-09-05,Concluído,Alta,fk_invalida:processo_id
2379,937,Contestação,2026-11-07,2026-07-12,Concluído,Média,fk_invalida:processo_id
2382,938,Pagamento,2025-04-12,2025-11-24,Concluído,Baixa,fk_invalida:processo_id
2388,940,Recurso,2027-01-04,,Aberto,Alta,fk_invalida:processo_id
2390,940,Manifestação,2027-10-08,2027-08-12,Concluído,Média,fk_invalida:processo_id
2393,942,Pagamento,2027-08-01,2027-01-12,Concluído,Alta,fk_invalida:processo_id
2394,942,Documento,2026-07-06,2026-05-27,Concluído,Alta,fk_invalida:processo_id
2399,944,Pagamento,2027-05-09,,Aberto,Média,fk_invalida:processo_id
2400,945,Contestação,2027-08-09,2027-08-29,Concluído,Média,fk_invalida:processo_id
2408,947,Recurso,2026-11-05,2026-05-16,Concluído,Média,fk_invalida:processo_id
2409,947,Pagamento,2026-08-07,,Aberto,Média,fk_invalida:processo_id
