movimentacao_id,processo_id,data_movimentacao,tipo,origem
1822,521,2027-06-17,Sentença,Parte contrária
1823,521,2027-05-14,Decisão,Parte contrária
1824,521,2027-04-16,Decisão,Parte contrária
1825,521,2026-08-27,Recurso,Escritório
1826,522,2027-03-03,Recurso,Tribunal
1827,522,2026-11-02,Decisão,Tribunal
1828,522,2026-05-24,Petição,Escritório
1829,523,2027-01-27,Decisão,Tribunal
1830,523,2026-10-08,Sentença,Parte contrária
1831,524,2026-11-24,Sentença,Parte contrária
1832,524,2027-07-01,Despacho,Parte contrária
1833,524,2027-07-10,Petição,Tribunal
1834,525,2027-07-28,Recurso,Parte contrária
1835,525,2026-07-17,Decisão,Escritório
1836,526,2027-08-06,Recurso,Escritório
1837,526,2026-12-04,Decisão,Escritório
1838,526,2027-03-23,Despacho,Escritório
1839,526,2026-08-02,Despacho,Tribunal
1840,526,2026-10-02,Sentença,Escritório
1841,527,2027-04-04,Despacho,Tribunal
1842,527,2026-02-25,Sentença,Parte contrária
1843,527,2027-05-20,Despacho,Escritório
1844,527,2027-02-13,Recurso,Tribunal
1845,527,2026-09-09,Sentença,Parte contrária
1846,528,2026-03-14,Decisão,Escritório
1847,528,2026-05-30,Petição,Tribunal
1848,528,2026-08-04,Petição,Escritório
1849,528,2026-07-26,Recurso,Parte contrária
1850,528,2025-09-23,Recurso,Tribunal
1851,529,2026-07-22,Recurso,Tribunal
1852,529,2027-02-23,Petição,Escritório
1853,529,2026-06-28,Petição,Escritório
1854,529,2026-08-24,Recurso,Parte contrária
1855,530,2026-11-06,Sentença,Escritório
1856,530,2026-02-02,Decisão,Parte contrária
1857,531,2025-12-29,Recurso,Parte contrária
1858,531,2026-11-25,Decisão,Escritório
1859,531,2026-02-09,Despacho,Escritório
1860,531,2026-07-21,Despacho,Escritório
1861,532,2026-12-18,Sentença,Parte contrária
1862,532,2026-06-11,Decisão,Escritório
1863,533,2026-03-30,Decisão,Parte contrária
1864,533,2027-01-18,Petição,Tribunal
1865,533,2027-02-12,Petição,Escritório
1866,534,2026-06-03,Despacho,Parte contrária
1867,534,2026-07-31,Sentença,Tribunal
1868,534,2026-07-07,Recurso,Tribunal
1869,534,2026-07-17,Despacho,Tribunal
1870,534,2027-08-30,Recurso,Parte contrária
1871,535,2025-09-12,Sentença,Parte contrária
1872,535,2026-03-27,Recurso,Tribunal
1873,536,2027-01-09,Decisão,Tribunal
1874,536,2026-07-04,Despacho,Tribunal
1875,537,2027-03-21,Sentença,Escritório
1876,537,2027-05-26,Despacho,Parte contrária
1877,537,2026-12-06,Petição,Escritório
1878,537,2027-08-10,Recurso,Tribunal
1879,538,2026-01-14,Decisão,Escritório
1880,538,2026-10-30,Recurso,Tribunal
1881,538,2025-12-12,Decisão,Parte contrária
1882,538,2026-09-23,Sentença,Parte contrária
1883,538,2026-04-22,Recurso,Tribunal
1884,539,2026-04-18,Sentença,Tribunal
1885,539,2027-07-21,Petição,Tribunal
1886,539,2026-04-17,Decisão,Tribunal
1887,539,2026-04-19,Petição,Tribunal
1888,540,2026-04-29,Sentença,Tribunal
1889,540,2026-12-27,Petição,Escritório
1890,540,2026-05-05,Despacho,Escritório
1891,541,2026-08-12,Despacho,Escritório
1892,541,2026-11-04,Sentença,Parte contrária
1893,541,2027-02-03,Despacho,Tribunal
1894,542,2026-05-27,Decisão,Escritório
1895,542,2026-05-26,Petição,Escritório
1896,542,2026-01-13,Recurso,Parte contrária
1897,542,2026-06-02,Petição,Escritório
1898,543,2026-08-08,Despacho,Tribunal
1899,543,2025-08-10,Recurso,Tribunal
1900,543,2025-11-22,Recurso,Tribunal
1901,543,2026-02-13,Despacho,Tribunal
1902,543,2025-10-04,Sentença,Tribunal
1903,544,2026-09-11,Petição,Tribunal
1904,544,2026-09-30,Decisão,Tribunal
1905,544,2026-07-25,Petição,Escritório
1906,545,2026-07-23,Decisão,Escritório
1907,545,2026-08-07,Sentença,Tribunal
1908,545,2026-10-23,Petição,Parte contrária
1909,545,2026-03-03,Sentença,Escritório
1910,546,2026-10-05,Decisão,Parte contrária
1911,546,2027-02-07,Despacho,Escritório
1912,546,2027-07-05,Recurso,Parte contrária
1913,546,2026-10-08,Despacho,Parte contrária
1914,547,2025-10-01,Petição,Escritório
1915,547,2025-12-01,Despacho,Escritório
1916,547,2025-10-12,Petição,Tribunal
1917,548,2027-09-01,Decisão,Escritório
1918,548,2026-12-28,Decisão,Escritório
1919,548,2026-08-21,Recurso,Parte contrária
1920,548,2026-07-31,Petição,Parte contrária
1921,549,2026-05-02,Despacho,Escritório
1922,549,2026-05-06,Decisão,Parte contrária
1923,549,2027-03-12,Decisão,Parte contrária
1924,550,2027-07-31,Petição,Parte contrária
1925,550,2026-11-27,Despacho,Parte contrária
1926,550,2027-04-12,Petição,Escritório
1927,551,2026-10-30,Despacho,Tribunal
1928,551,2026-03-31,Petição,Tribunal
1929,552,2026-05-22,Sentença,Parte contrária
1930,552,2026-03-05,Decisão,Escritório
1931,553,2026-11-11,Despacho,Escritório
1932,553,2025-12-30,Petição,Tribunal
1933,554,2026-12-17,Petição,Escritório
1934,554,2025-09-25,Despacho,Tribunal
1935,554,2026-06-09,Petição,Parte contrária
1936,554,2026-06-24,Recurso,Tribunal
1937,554,2026-07-13,Despacho,Parte contrária
1938,555,2026-04-02,Sentença,Tribunal
1939,555,2027-06-07,Sentença,Escritório
1940,555,2027-04-22,Recurso,Tribunal
1941,555,2027-01-29,Recurso,Escritório
1942,555,2027-05-27,Decisão,Parte contrária
1943,556,2026-11-23,Petição,Escritório
1944,556,2025-12-09,Despacho,Tribunal
1945,556,2026-05-16,Petição,Parte contrária
1946,556,2026-04-12,Despacho,Escritório
1947,557,2027-01-27,Despacho,Parte contrária
1948,557,2025-10-25,Petição,Escritório
1949,558,2027-04-02,Despacho,Escritório
1950,558,2027-02-07,Sentença,Tribunal
1951,558,2026-10-27,Petição,Tribunal
1952,558,2026-06-13,Petição,Tribunal
1953,558,2026-02-26,Recurso,Tribunal
1954,559,2026-08-09,Sentença,Tribunal
1955,559,2026-09-30,Decisão,Parte contrária
1956,559,2027-08-26,Decisão,Parte contrária
1957,559,2027-08-09,Despacho,Tribunal
1958,559,2026-09-11,Sentença,Tribunal
1959,560,2027-01-27,Petição,Escritório
1960,560,2026-09-25,Petição,Parte contrária
1961,560,2026-10-13,Sentença,Parte contrária
1962,560,2026-08-22,Petição,Parte contrária
1963,561,2026-10-01,Recurso,Tribunal
1964,561,2025-12-18,Recurso,Tribunal
1965,561,2026-02-25,Decisão,Parte contrária
1966,561,2026-07-14,Sentença,Parte contrária
1967,561,2025-11-30,Sentença,Parte contrária
1968,562,2026-08-11,Sentença,Parte contrária
1969,562,2026-09-07,Despacho,Parte contrária
1970,563,2026-07-10,Sentença,Parte contrária
1971,563,2027-01-12,Despacho,Tribunal
1972,563,2026-06-19,Petição,Tribunal
1973,564,2027-02-17,Petição,Tribunal
1974,564,2026-07-23,Decisão,Parte contrária
1975,564,2027-01-12,Despacho,Parte contrária
1976,565,2026-07-15,Petição,Parte contrária
1977,565,2026-10-07,Recurso,Tribunal
1978,565,2026-06-21,Despacho,Escritório
1979,565,2026-12-02,Despacho,Escritório
1980,566,2026-09-04,Sentença,Escritório
1981,566,2025-12-27,Despacho,Tribunal
1982,566,2026-04-10,Petição,Parte contrária
1983,566,2026-04-02,Decisão,Tribunal
1984,566,2026-11-11,Petição,Parte contrária
1985,567,2025-12-30,Decisão,Tribunal
1986,567,2026-11-14,Despacho,Parte contrária
1987,567,2026-11-09,Petição,Tribunal
1988,568,2026-06-15,Despacho,Parte contrária
1989,568,2026-08-27,Petição,Parte contrária
1990,568,2026-08-15,Despacho,Tribunal
1991,569,2026-11-20,Sentença,Tribunal
1992,569,2026-09-22,Recurso,Parte contrária
1993,569,2027-03-04,Petição,Parte contrária
1994,569,2026-11-04,Decisão,Parte contrária
1995,569,2026-12-30,Decisão,Tribunal
1996,570,2026-11-15,Recurso,Tribunal
1997,570,2026-10-12,Recurso,Escritório
1998,571,2026-05-18,Sentença,Tribunal
1999,571,2026-03-24,Recurso,Tribunal
2000,571,2025-12-28,Decisão,Escritório
2001,571,2026-07-05,Decisão,Parte contrária
2002,572,2026-06-13,Sentença,Parte contrária
2003,572,2027-05-11,Despacho,Tribunal
2004,572,2027-01-23,Despacho,Escritório
2005,572,2026-09-14,Despacho,Escritório
2006,572,2027-02-13,Decisão,Escritório
2007,573,2026-12-11,Petição,Escritório
2008,573,2026-09-19,Despacho,Escritório
2009,573,2026-08-13,Sentença,Tribunal
2010,573,2026-09-02,Petição,Parte contrária
2011,574,2026-05-08,Petição,Tribunal
2012,574,2026-07-12,Despacho,Parte contrária
2013,574,2026-11-29,Petição,Tribunal
2014,574,2026-05-30,Petição,Escritório
2015,575,2026-07-15,Recurso,Tribunal
2016,575,2026-08-26,Sentença,Tribunal
2017,575,2026-02-14,Sentença,Escritório
2018,576,2026-07-22,Decisão,Escritório
2019,576,2026-05-01,Petição,Parte contrária
2020,577,2027-04-05,Recurso,Escritório
2021,577,2026-05-08,Sentença,Parte contrária
2022,578,2026-09-22,Decisão,Tribunal
2023,578,2026-07-19,Petição,Escritório
2024,578,2025-12-01,Recurso,Tribunal
2025,578,2027-01-19,Decisão,Tribunal
2026,578,2027-01-29,Recurso,Tribunal
2027,579,2026-05-29,Despacho,Parte contrária
2028,579,2026-06-02,Recurso,Tribunal
2029,579,2025-12-20,Petição,Tribunal
2030,579,2026-07-02,Decisão,Tribunal
2031,580,2025-12-30,Decisão,Parte contrária
2032,580,2027-02-16,Recurso,Parte contrária
2033,580,2026-03-09,Decisão,Tribunal
2034,580,2026-08-16,Recurso,Tribunal
2035,581,2027-08-25,Despacho,Escritório
2036,581,2027-01-09,Decisão,Parte contrária
2037,581,2027-08-08,Sentença,Parte contrária
2038,582,2025-11-07,Recurso,Parte contrária
2039,582,2026-08-07,Despacho,Tribunal
2040,582,2025-10-25,Despacho,Escritório
2041,583,2026-07-19,Despacho,Parte contrária
2042,583,2026-08-30,Sentença,Tribunal
2043,583,2026-08-09,Sentença,Tribunal
2044,583,2026-01-11,Despacho,Parte contrária
2045,584,2026-11-08,Decisão,Tribunal
2046,584,2026-06-02,Petição,Escritório
2047,584,2026-09-30,Decisão,Tribunal
2048,584,2025-12-02,Decisão,Parte contrária
2049,585,2027-05-14,Despacho,Tribunal
2050,585,2027-04-28,Recurso,Parte contrária
2051,585,2027-04-15,Despacho,Parte contrária
2052,586,2025-09-17,Decisão,Escritório
2053,586,2026-01-19,Petição,Parte contrária
2054,586,2026-08-07,Petição,Escritório
2055,587,2026-03-27,Petição,Escritório
2056,587,2026-03-21,Decisão,Escritório
2057,588,2026-02-23,Decisão,Parte contrária
2058,588,2026-10-21,Recurso,Parte contrária
2059,588,2026-08-23,Recurso,Parte contrária
2060,588,2026-10-03,Sentença,Parte contrária
2061,589,2026-07-02,Despacho,Tribunal
2062,589,2027-03-15,Decisão,Parte contrária
2063,590,2027-03-04,Despacho,Escritório
2064,590,2026-07-23,Recurso,Tribunal
2065,591,2027-05-30,Petição,Escritório
2066,591,2026-06-03,Sentença,Parte contrária
2067,591,2026-08-05,Despacho,Escritório
2068,592,2026-02-05,Petição,Parte contrária
2069,592,2026-06-25,Recurso,Escritório
2070,592,2026-01-23,Decisão,Parte contrária
2071,592,2026-11-16,Petição,Tribunal
2072,592,2025-08-25,Despacho,Tribunal
2073,593,2027-05-04,Recurso,Tribunal
2074,593,2026-03-22,Petição,Parte contrária
2075,594,2027-05-19,Decisão,Escritório
2076,594,2027-03-22,Petição,Tribunal
2077,594,2026-09-06,Sentença,Tribunal
2078,595,2026-06-11,Recurso,Tribunal
2079,595,2026-01-01,Decisão,Escritório
2080,595,2026-07-14,Petição,Tribunal
2081,595,2026-12-05,Recurso,Parte contrária
2082,595,2027-01-09,Sentença,Parte contrária
2083,596,2027-06-08,Despacho,Tribunal
2084,596,2027-05-27,Sentença,Tribunal
2085,596,2026-09-06,Despacho,Escritório
2086,596,2027-04-04,Despacho,Tribunal
2087,597,2027-07-31,Recurso,Parte contrária
2088,597,2027-08-03,Despacho,Parte contrária
2089,597,2027-10-01,Recurso,Tribunal
2090,597,2027-02-11,Despacho,Parte contrária
2091,597,2027-01-22,Petição,Escritório
2092,598,2027-01-05,Petição,Tribunal
2093,598,2026-10-24,Decisão,Parte contrária
2094,598,2026-10-24,Despacho,Parte contrária
2095,599,2026-11-28,Despacho,Tribunal
2096,599,2026-07-16,Despacho,Parte contrária
2097,600,2027-08-09,Sentença,Escritório
2098,600,2027-07-01,Recurso,Escritório
2099,600,2027-05-13,Recurso,Tribunal
2100,600,2027-06-25,Petição,Escritório
2101,601,2025-10-05,Decisão,Escritório
2102,601,2026-04-09,Recurso,Parte contrária
2103,601,2026-02-13,Despacho,Parte contrária
2104,602,2026-02-03,Decisão,Parte contrária
2105,602,2026-10-03,Decisão,Tribunal
2106,602,2025-12-30,Sentença,Parte contrária
2107,602,2025-12-31,Petição,Tribunal
2108,602,2026-07-02,Petição,Escritório
2109,603,2026-07-24,Decisão,Escritório
2110,603,2026-07-03,Recurso,Parte contrária
2111,603,2027-05-11,Petição,Tribunal
2112,603,2026-05-02,Recurso,Parte contrária
2113,604,2026-03-01,Recurso,Tribunal
2114,604,2026-12-24,Recurso,Parte contrária
2115,604,2026-03-20,Recurso,Tribunal
2116,605,2026-09-03,Petição,Parte contrária
2117,605,2026-11-07,Recurso,Tribunal
2118,605,2026-12-07,Petição,Parte contrária
2119,605,2027-03-27,Petição,Tribunal
2120,605,2027-01-19,Decisão,Escritório
2121,606,2026-05-07,Recurso,Escritório
2122,606,2026-07-10,Sentença,Parte contrária
2123,606,2027-04-20,Recurso,Parte contrária
2124,607,2025-07-24,Recurso,Escritório
2125,607,2026-09-09,Despacho,Parte contrária
2126,607,2025-09-13,Despacho,Escritório
2127,607,2025-08-13,Despacho,Parte contrária
2128,607,2026-01-11,Sentença,Tribunal
2129,608,2026-08-21,Despacho,Escritório
2130,608,2026-04-28,Recurso,Parte contrária
2131,608,2026-12-19,Recurso,Parte contrária
2132,608,2026-12-01,Sentença,Parte contrária
2133,609,2026-06-27,Recurso,Parte contrária
2134,609,2026-08-10,Sentença,Tribunal
2135,609,2026-07-06,Petição,Parte contrária
2136,609,2026-02-20,Despacho,Tribunal
2137,610,2026-10-31,Decisão,Parte contrária
2138,610,2026-08-15,Decisão,Parte contrária
2139,610,2025-10-27,Sentença,Tribunal
2140,610,2026-05-28,Sentença,Escritório
2141,611,2027-01-08,Recurso,Tribunal
2142,611,2026-06-05,Sentença,Tribunal
2143,612,2026-11-15,Sentença,Escritório
2144,612,2026-08-09,Sentença,Escritório
2145,612,2026-05-28,Recurso,Parte contrária
2146,613,2027-09-24,Despacho,Tribunal
2147,613,2026-12-19,Decisão,Tribunal
2148,613,2026-11-08,Petição,Parte contrária
2149,613,2027-10-15,Sentença,Tribunal
2150,614,2027-03-27,Despacho,Parte contrária
2151,614,2026-12-20,Recurso,Tribunal
2152,614,2026-11-03,Petição,Tribunal
2153,614,2026-02-04,Despacho,Tribunal
2154,614,2026-03-27,Decisão,Escritório
2155,615,2027-03-05,Decisão,Escritório
2156,615,2026-07-10,Petição,Escritório
2157,616,2026-10-24,Petição,Tribunal
2158,616,2026-07-21,Sentença,Parte contrária
2159,616,2025-10-28,Sentença,Tribunal
2160,617,2027-08-29,Recurso,Tribunal
2161,617,2027-06-15,Despacho,Tribunal
2162,617,2027-08-12,Decisão,Parte contrária
2163,617,2027-05-30,Petição,Escritório
2164,617,2026-08-09,Recurso,Parte contrária
2165,618,2026-11-06,Decisão,Parte contrária
2166,618,2027-08-22,Petição,Escritório
2167,618,2026-06-28,Petição,Tribunal
2168,618,2027-03-25,Sentença,Parte contrária
2169,618,2026-11-09,Sentença,Parte contrária
2170,619,2026-05-03,Recurso,Parte contrária
2171,619,2026-02-21,Sentença,Parte contrária
2172,619,2027-04-25,Despacho,Tribunal
2173,619,2026-06-24,Petição,Escritório
2174,619,2026-11-24,Recurso,Tribunal
2175,620,2026-04-04,Petição,Parte contrária
2176,620,2027-03-02,Sentença,Parte contrária
2177,620,2026-11-19,Recurso,Tribunal
2178,620,2026-05-25,Petição,Parte contrária
2179,620,2027-01-23,Petição,Escritório
2180,621,2025-12-07,Decisão,Parte contrária
2181,621,2026-02-16,Decisão,Parte contrária
2182,621,2027-01-13,Petição,Tribunal
2183,622,2026-08-10,Despacho,Parte contrária
2184,622,2026-07-19,Recurso,Parte contrária
2185,622,2026-07-05,Despacho,Parte contrária
2186,623,2026-08-07,Decisão,Escritório
2187,623,2026-03-09,Despacho,Escritório
2188,623,2026-08-19,Decisão,Escritório
2189,624,2025-11-26,Sentença,Parte contrária
2190,624,2025-09-24,Petição,Tribunal
2191,624,2026-05-16,Decisão,Parte contrária
2192,624,2026-08-13,Sentença,Escritório
2193,625,2027-09-06,Sentença,Tribunal
2194,625,2027-06-17,Sentença,Escritório
2195,626,2027-09-08,Despacho,Tribunal
2196,626,2027-06-30,Despacho,Tribunal
2197,626,2026-06-04,Recurso,Tribunal
2198,627,2026-01-30,Decisão,Escritório
2199,627,2026-01-22,Decisão,Tribunal
2200,627,2026-08-08,Petição,Escritório
2201,627,2026-04-21,Petição,Escritório
2202,628,2026-05-02,Despacho,Tribunal
2203,628,2025-10-05,Sentença,Escritório
2204,628,2026-12-07,Decisão,Parte contrária
2205,628,2026-10-26,Petição,Tribunal
2206,628,2025-09-09,Sentença,Escritório
2207,629,2027-01-18,Sentença,Escritório
2208,629,2026-10-17,Sentença,Escritório
2209,629,2027-01-11,Decisão,Tribunal
2210,629,2026-05-02,Despacho,Parte contrária
2211,630,2026-07-21,Despacho,Parte contrária
2212,630,2026-12-12,Decisão,Escritório
2213,630,2026-07-30,Petição,Tribunal
2214,630,2026-09-25,Petição,Tribunal
2215,631,2027-02-23,Decisão,Tribunal
2216,631,2026-10-10,Decisão,Tribunal
2217,632,2027-01-29,Despacho,Parte contrária
2218,632,2026-03-22,Sentença,Escritório
2219,632,2026-06-10,Recurso,Tribunal
2220,633,2026-10-22,Despacho,Tribunal
2221,633,2026-06-06,Petição,Tribunal
2222,633,2027-02-08,Sentença,Parte contrária
2223,633,2027-03-12,Recurso,Parte contrária
2224,633,2026-07-25,Decisão,Parte contrária
2225,634,2026-05-08,Petição,Parte contrária
2226,634,2026-06-30,Decisão,Tribunal
2227,634,2027-04-18,Sentença,Tribunal
2228,635,2027-05-08,Decisão,Parte contrária
2229,635,2027-03-10,Sentença,Parte contrária
2230,635,2027-05-06,Sentença,Tribunal
2231,636,2025-11-20,Sentença,Escritório
2232,636,2026-05-04,Despacho,Tribunal
2233,637,2026-06-09,Recurso,Tribunal
2234,637,2026-07-27,Recurso,Tribunal
2235,638,2025-11-18,Recurso,Escritório
2236,638,2025-09-26,Sentença,Tribunal
2237,638,2025-12-29,Recurso,Parte contrária
2238,638,2026-01-14,Despacho,Parte contrária
2239,639,2026-09-21,Despacho,Escritório
2240,639,2026-06-17,Recurso,Escritório
2241,639,2026-08-16,Recurso,Tribunal
2242,639,2026-03-28,Despacho,Escritório
2243,640,2026-12-21,Recurso,Parte contrária
2244,640,2027-01-30,Petição,Escritório
2245,641,2026-07-17,Sentença,Tribunal
2246,641,2026-06-11,Decisão,Tribunal
2247,641,2026-11-30,Decisão,Tribunal
2248,642,2027-03-15,Sentença,Tribunal
2249,642,2026-11-23,Recurso,Tribunal
2250,642,2026-02-21,Petição,Tribunal
2251,642,2027-03-24,Despacho,Escritório
2252,643,2026-10-18,Despacho,Parte contrária
2253,643,2027-07-12,Sentença,Escritório
2254,644,2026-05-22,Recurso,Escritório
2255,644,2027-04-18,Despacho,Parte contrária
2256,644,2026-04-27,Sentença,Tribunal
2257,644,2026-05-24,Decisão,Escritório
2258,645,2026-01-14,Petição,Parte contrária
2259,645,2026-08-29,Despacho,Tribunal
2260,645,2027-01-06,Petição,Parte contrária
2261,646,2027-08-19,Sentença,Tribunal
2262,646,2026-12-26,Petição,Escritório
2263,646,2026-11-14,Sentença,Parte contrária
2264,647,2026-04-27,Recurso,Escritório
2265,647,2026-03-01,Recurso,Tribunal
2266,648,2027-03-07,Decisão,Tribunal
2267,648,2027-06-22,Petição,Parte contrária
2268,648,2027-02-12,Despacho,Parte contrária
2269,648,2026-10-23,Recurso,Tribunal
2270,648,2026-10-14,Sentença,Escritório
2271,649,2026-11-26,Petição,Tribunal
2272,649,2025-12-09,Recurso,Tribunal
2273,649,2026-10-30,Despacho,Parte contrária
2274,649,2027-02-18,Sentença,Tribunal
2275,649,2026-02-19,Decisão,Escritório
2276,650,2027-03-27,Decisão,Parte contrária
2277,650,2027-01-30,Sentença,Escritório
2278,650,2027-08-28,Sentença,Escritório
2279,651,2027-02-15,Recurso,Tribunal
2280,651,2027-03-07,Decisão,Escritório
2281,651,2026-08-15,Decisão,Tribunal
2282,651,2026-10-22,Decisão,Tribunal
2283,652,2026-05-12,Recurso,Tribunal
2284,652,2025-12-30,Recurso,Escritório
2285,652,2025-10-06,Petição,Tribunal
2286,652,2026-10-17,Petição,Parte contrária
2287,652,2025-10-14,Despacho,Escritório
2288,653,2026-08-25,Sentença,Escritório
2289,653,2026-05-11,Recurso,Parte contrária
2290,653,2026-06-29,Despacho,Tribunal
2291,653,2026-12-22,Sentença,Escritório
2292,654,2026-06-27,Sentença,Tribunal
2293,654,2026-06-30,Despacho,Escritório
2294,655,2026-07-04,Despacho,Parte contrária
2295,655,2026-11-26,Despacho,Parte contrária
2296,656,2026-08-17,Recurso,Escritório
2297,656,2025-10-27,Decisão,Escritório
2298,656,2025-10-01,Sentença,Parte contrária
2299,656,2026-07-26,Despacho,Parte contrária
2300,656,2025-11-15,Despacho,Escritório
2301,657,2026-05-15,Decisão,Tribunal
2302,657,2025-12-15,Petição,Parte contrária
2303,657,2026-11-09,Recurso,Parte contrária
2304,657,2025-12-11,Recurso,Tribunal
2305,658,2026-01-19,Despacho,Escritório
2306,658,2026-06-02,Recurso,Escritório
2307,658,2027-03-03,Recurso,Tribunal
2308,659,2026-09-17,Sentença,Escritório
2309,659,2026-06-17,Recurso,Escritório
2310,659,2026-12-08,Petição,Tribunal
2311,660,2027-05-16,Decisão,Escritório
2312,660,2027-03-15,Despacho,Tribunal
2313,660,2027-06-03,Decisão,Escritório
2314,661,2027-01-02,Petição,Escritório
2315,661,2027-04-03,Sentença,Parte contrária
2316,661,2027-02-16,Recurso,Escritório
2317,661,2026-09-30,Despacho,Tribunal
2318,662,2026-04-04,Decisão,Tribunal
2319,662,2026-12-13,Sentença,Parte contrária
2320,662,2027-01-24,Sentença,Parte contrária
2321,662,2026-07-15,Recurso,Tribunal
2322,663,2026-08-11,Sentença,Parte contrária
2323,663,2025-11-21,Despacho,Escritório
2324,664,2026-04-11,Petição,Tribunal
2325,664,2026-11-10,Decisão,Parte contrária
2326,665,2027-03-03,Petição,Tribunal
2327,665,2026-10-20,Petição,Parte contrária
2328,666,2027-02-17,Despacho,Parte contrária
2329,666,2026-05-14,Decisão,Escritório
2330,666,2027-04-13,Despacho,Escritório
2331,666,2026-06-01,Recurso,Parte contrária
2332,667,2025-10-16,Recurso,Parte contrária
2333,667,2026-02-18,Despacho,Parte contrária
2334,667,2026-06-18,Sentença,Parte contrária
2335,667,2025-10-02,Sentença,Parte contrária
2336,668,2027-04-20,Despacho,Parte contrária
2337,668,2027-02-14,Despacho,Tribunal
2338,668,2026-01-28,Despacho,Parte contrária
2339,668,2026-05-03,Decisão,Parte contrária
2340,669,2026-12-28,Decisão,Parte contrária
2341,669,2026-06-22,Sentença,Escritório
2342,669,2027-05-07,Sentença,Parte contrária
2343,670,2026-03-01,Sentença,Escritório
2344,670,2026-05-28,Petição,Tribunal
2345,670,2026-09-29,Despacho,Escritório
2346,671,2026-07-17,Despacho,Escritório
2347,671,2026-10-08,Despacho,Parte contrária
2348,671,2026-06-26,Petição,Tribunal
2349,671,2026-02-12,Despacho,Parte contrária
2350,671,2026-09-19,Despacho,Parte contrária
2351,672,2026-11-30,Petição,Tribunal
2352,672,2026-01-27,Sentença,Tribunal
2353,672,2025-10-01,Decisão,Tribunal
2354,672,2026-06-11,Sentença,Parte contrária
2355,673,2026-03-03,Recurso,Tribunal
2356,673,2026-04-11,Sentença,Escritório
2357,673,2026-01-30,Petição,Parte contrária
2358,673,2025-11-22,Petição,Tribunal
2359,674,2026-05-18,Sentença,Tribunal
2360,674,2026-12-11,Sentença,Escritório
2361,674,2027-01-02,Recurso,Tribunal
2362,675,2026-12-23,Recurso,Escritório
2363,675,2026-09-28,Petição,Parte contrária
2364,675,2026-08-19,Petição,Tribunal
2365,676,2026-04-21,Petição,Escritório
2366,676,2026-07-30,Petição,Tribunal
2367,676,2025-11-09,Despacho,Parte contrária
2368,676,2026-06-28,Despacho,Tribunal
2369,677,2027-06-08,Petição,Parte contrária
2370,677,2027-03-26,Sentença,Escritório
2371,677,2026-10-03,Petição,Tribunal
2372,677,2027-06-04,Recurso,Escritório
2373,678,2027-02-12,Recurso,Parte contrária
2374,678,2027-04-17,Decisão,Escritório
2375,679,2026-07-26,Despacho,Tribunal
2376,679,2026-04-21,Recurso,Escritório
2377,679,2025-10-22,Recurso,Escritório
2378,680,2026-08-29,Decisão,Escritório
2379,680,2027-08-08,Decisão,Tribunal
2380,680,2026-05-30,Petição,Escritório
2381,680,2027-01-10,Sentença,Parte contrária
2382,680,2026-12-27,Decisão,Tribunal
2383,681,2026-08-15,Decisão,Parte contrária
2384,681,2026-12-23,Sentença,Escritório
2385,681,2026-01-23,Recurso,Escritório
2386,681,2026-07-28,Despacho,Parte contrária
2387,681,2026-04-15,Recurso,Tribunal
2388,682,2026-01-30,Decisão,Escritório
2389,682,2027-01-07,Decisão,Escritório
2390,682,2025-12-30,Petição,Parte contrária
2391,683,2027-05-26,Petição,Parte contrária
2392,683,2027-04-20,Decisão,Tribunal
2393,683,2026-04-07,Sentença,Parte contrária
2394,683,2026-05-13,Petição,Tribunal
2395,683,2027-03-15,Decisão,Parte contrária
2396,684,2027-01-29,Decisão,Escritório
2397,684,2026-01-01,Despacho,Escritório
2398,684,2026-08-08,Despacho,Parte contrária
2399,684,2026-02-10,Decisão,Escritório
2400,684,2026-05-06,Recurso,Parte contrária
2401,685,2026-12-07,Recurso,Escritório
2402,685,2026-08-16,Decisão,Escritório
2403,685,2027-03-03,Decisão,Escritório
2404,685,2026-11-29,Despacho,Tribunal
2405,685,2027-07-01,Despacho,Tribunal
2406,686,2027-04-03,Recurso,Tribunal
2407,686,2026-05-06,Sentença,Parte contrária
2408,686,2026-04-07,Petição,Tribunal
2409,686,2026-11-23,Sentença,Escritório
2410,687,2026-05-06,Petição,Escritório
2411,687,2026-10-03,Recurso,Escritório
2412,687,2027-04-07,Despacho,Escritório
2413,687,2027-01-23,Sentença,Escritório
2414,687,2026-02-10,Petição,Tribunal
2415,688,2027-05-08,Decisão,Parte contrária
2416,688,2026-07-18,Decisão,Escritório
2417,688,2026-08-01,Recurso,Tribunal
2418,688,2026-05-05,Sentença,Escritório
2419,689,2026-11-15,Petição,Tribunal
2420,689,2026-11-16,Decisão,Escritório
2421,689,2025-09-16,Sentença,Parte contrária
2422,689,2025-11-25,Sentença,Tribunal
2423,690,2026-10-25,Petição,Escritório
2424,690,2026-10-06,Sentença,Escritório
2425,690,2026-06-30,Petição,Parte contrária
2426,690,2026-10-18,Despacho,Escritório
2427,690,2026-05-12,Decisão,Tribunal
2428,691,2027-01-15,Recurso,Tribunal
2429,691,2026-02-18,Petição,Parte contrária
2430,691,2026-11-14,Petição,Tribunal
2431,691,2026-03-04,Recurso,Parte contrária
2432,691,2026-03-24,Recurso,Parte contrária
