honorario_id;cliente_id;competencia;valor;data_vencimento;data_pagamento;status
1241;104;2025-10;1709,73;2025-11-09;2025-11-08;Pago
1242;104;2025-11;3642,8;2025-12-20;2025-12-19;Pago
1243;104;2025-12;4150,51;2026-01-17;2026-01-26;Pago
1244;104;2026-01;2943,01;2026-02-15;2026-02-20;Pago
1245;104;2026-02;4496,09;2026-03-10;2026-03-11;Pago
1246;104;2026-03;1998,01;2026-04-10;2026-04-15;Pago
1247;104;2026-04;985,02;2026-05-08;2026-05-14;Pago
1248;104;2026-05;3341,73;2026-06-20;2026-06-30;Pago
1249;105;2025-07;3803,59;2025-07-20;2025-08-02;Pago
1250;105;2025-07;749,37;2025-08-12;2025-08-19;Pago
1251;105;2025-08;3749,93;2025-09-21;2025-10-06;Pago
1252;105;2025-09;1145,01;2025-10-22;;Pendente
1253;105;2025-10;2564,06;2025-11-16;2025-12-01;Pago
1254;105;2025-11;1781,18;2025-12-08;2025-12-05;Pago
1255;105;2025-12;2938,32;2026-01-13;2026-01-11;Pago
1256;105;2026-01;1161,48;2026-02-18;2026-02-17;Pago
1257;105;2026-02;2181,73;2026-03-10;2026-03-23;Pago
1258;105;2026-03;944,78;2026-04-14;2026-04-16;Pago
1259;105;2026-04;4475,62;2026-05-15;2026-05-30;Pago
1260;105;2026-05;3366,14;2026-06-16;2026-06-25;Pago
1261;106;2025-07;3357,15;2025-07-15;2025-07-15;Pago
1262;106;2025-07;1417,87;2025-08-22;2025-08-21;Pago
1263;106;2025-08;2203,11;2025-09-23;2025-10-05;Pago
1264;106;2025-09;4147,53;2025-10-21;2025-10-28;Pago
1265;106;2025-10;3007,87;2025-11-17;2025-11-26;Pago
1266;106;2025-11;473,53;2025-12-18;2025-12-18;Pago
1267;106;2025-12;3948,58;2026-01-19;2026-01-18;Pago
1268;106;2026-01;864,72;2026-02-21;2026-02-27;Pago
1269;106;2026-02;1237,38;2026-03-22;2026-03-28;Pago
1270;106;2026-03;3686,74;2026-04-10;2026-04-21;Pago
1271;106;2026-04;2853,64;2026-05-19;2026-05-31;Pago
1272;106;2026-05;917,94;2026-06-14;2026-06-21;Pago
1273;107;2025-07;2820,7;2025-07-15;2025-07-27;Pago
1274;107;2025-07;3764,37;2025-08-23;2025-09-01;Pago
1275;107;2025-08;1917,91;2025-09-10;2025-09-24;Pago
1276;107;2025-09;3079,34;2025-10-11;2025-10-14;Pago
1277;107;2025-10;3958,11;2025-11-23;;Pendente
1278;107;2025-11;3239,52;2025-12-11;2025-12-26;Pago
1279;107;2025-12;2224,62;2026-01-22;2026-01-25;Pago
1280;107;2026-01;4090,09;2026-02-16;2026-02-18;Pago
1281;107;2026-02;2644,64;2026-03-09;2026-03-07;Pago
1282;107;2026-03;2414,15;2026-04-09;2026-04-14;Pago
1283;107;2026-04;3620,92;2026-05-18;2026-05-30;Pago
1284;107;2026-05;4273,17;2026-06-18;;Pendente
1285;108;2025-07;2363,66;2025-07-26;2025-07-25;Pago
1286;108;2025-07;2392,07;2025-08-25;2025-09-02;Pago
1287;108;2025-08;2314,6;2025-09-13;2025-09-27;Pago
1288;108;2025-09;606,95;2025-10-24;2025-10-21;Pago
1289;108;2025-10;1203,48;2025-11-22;2025-11-25;Pago
1290;108;2025-11;1592,6;2025-12-15;2025-12-18;Pago
1291;108;2025-12;4487,45;2026-01-22;;Pendente
1292;108;2026-01;2870,62;2026-02-19;2026-02-28;Pago
1293;108;2026-02;997,01;2026-03-15;2026-03-27;Pago
1294;108;2026-03;602,61;2026-04-14;2026-04-22;Pago
1295;108;2026-04;1938,46;2026-05-15;2026-05-24;Pago
1296;108;2026-05;722,0;2026-06-11;2026-06-19;Pago
1297;109;2025-07;2314,39;2025-07-12;;Pendente
1298;109;2025-07;3570,88;2025-08-19;2025-09-03;Pago
1299;109;2025-08;2395,19;2025-09-20;;Pendente
1300;109;2025-09;694,08;2025-10-12;2025-10-10;Pago
1301;109;2025-10;869,58;2025-11-11;2025-11-23;Pago
1302;109;2025-11;3395,94;2025-12-15;2025-12-30;Pago
1303;109;2025-12;1213,29;2026-01-09;;Pendente
1304;109;2026-01;2221,84;2026-02-10;2026-02-15;Pago
1305;109;2026-02;2229,81;2026-03-10;2026-03-13;Pago
1306;109;2026-03;2871,98;2026-04-17;2026-04-27;Pago
1307;109;2026-04;482,52;2026-05-08;2026-05-08;Pago
1308;109;2026-05;1601,31;2026-06-15;;Pendente
1309;110;2025-07;574,68;2025-07-18;2025-07-25;Pago
1310;110;2025-07;4466,64;2025-08-14;2025-08-19;Pago
1311;110;2025-08;4052,97;2025-09-22;2025-09-21;Pago
1312;110;2025-09;2605,25;2025-10-19;2025-10-29;Pago
1313;110;2025-10;3963,65;2025-11-10;2025-11-22;Pago
1314;110;2025-11;1629,49;2025-12-17;2025-12-25;Pago
1315;110;2025-12;1018,92;2026-01-16;2026-01-15;Pago
1316;110;2026-01;2660,51;2026-02-17;2026-02-24;Pago
1317;110;2026-02;3830,17;2026-03-20;2026-04-04;Pago
1318;110;2026-03;1736,15;2026-04-10;2026-04-12;Pago
1319;110;2026-04;2348,37;2026-05-17;2026-05-20;Pago
1320;110;2026-05;1698,09;2026-06-15;2026-06-14;Pago
1321;111;2025-07;2739,07;2025-07-26;2025-08-06;Pago
1322;111;2025-07;4129,91;2025-08-11;2025-08-23;Pago
1323;111;2025-08;3152,27;2025-09-19;2025-09-24;Pago
1324;111;2025-09;481,03;2025-10-16;2025-10-25;Pago
1325;111;2025-10;790,6;2025-11-14;2025-11-12;Pago
1326;111;2025-11;4195,85;2025-12-12;2025-12-20;Pago
1327;111;2025-12;872,56;2026-01-19;2026-01-26;Pago
1328;111;2026-01;2154,08;2026-02-19;;Pendente
1329;111;2026-02;1832,17;2026-03-17;2026-04-01;Pago
1330;111;2026-03;2388,38;2026-04-20;2026-04-20;Pago
1331;111;2026-04;2688,72;2026-05-11;2026-05-14;Pago
1332;111;2026-05;2060,79;2026-06-10;2026-06-16;Pago
1333;112;2025-07;2305,83;2025-07-11;2025-07-15;Pago
1334;112;2025-07;4257,93;2025-08-11;2025-08-20;Pago
1335;112;2025-08;2263,77;2025-09-18;2025-10-03;Pago
1336;112;2025-09;2733,66;2025-10-15;;Pendente
1337;112;2025-10;887,07;2025-11-23;2025-12-01;Pago
1338;112;2025-11;2995,26;2025-12-10;2025-12-19;Pago
1339;112;2025-12;1377,03;2026-01-10;2026-01-19;Pago
1340;112;2026-01;2323,69;2026-02-12;2026-02-24;Pago
1341;112;2026-02;2177,09;2026-03-23;2026-04-04;Pago
1342;112;2026-03;3729,74;2026-04-18;2026-04-20;Pago
1343;112;2026-04;4287,2;2026-05-10;2026-05-13;Pago
1344;112;2026-05;1140,65;2026-06-11;2026-06-23;Pago
1345;113;2025-07;2305,01;2025-07-19;2025-07-28;Pago
1346;113;2025-07;3570,31;2025-08-18;2025-08-19;Pago
1347;113;2025-08;4032,54;2025-09-19;2025-10-02;Pago
1348;113;2025-09;2338,67;2025-10-16;2025-10-30;Pago
1349;113;2025-10;2742,89;2025-11-08;2025-11-07;Pago
1350;113;2025-11;1480,04;2025-12-16;2025-12-22;Pago
1351;113;2025-12;501,24;2026-01-17;2026-01-14;Pago
1352;113;2026-01;1119,85;2026-02-07;2026-02-10;Pago
1353;113;2026-02;1698,86;2026-03-10;;Pendente
1354;113;2026-03;741,48;2026-04-17;2026-05-02;Pago
1355;113;2026-04;2232,88;2026-05-22;2026-05-23;Pago
1356;113;2026-05;931,08;2026-06-20;2026-06-19;Pago
1357;114;2025-07;3020,57;2025-07-18;2025-07-29;Pago
1358;114;2025-07;2881,2;2025-08-13;2025-08-16;Pago
1359;114;2025-08;1144,04;2025-09-17;2025-09-16;Pago
1360;114;2025-09;560,64;2025-10-21;2025-10-28;Pago
1361;114;2025-10;3663,27;2025-11-19;2025-11-26;Pago
1362;114;2025-11;3791,4;2025-12-16;2025-12-31;Pago
1363;114;2025-12;4025,3;2026-01-22;2026-01-26;Pago
1364;114;2026-01;1274,24;2026-02-07;2026-02-10;Pago
1365;114;2026-02;3983,57;2026-03-19;2026-04-03;Pago
1366;114;2026-03;3660,89;2026-04-16;;Pendente
1367;114;2026-04;1457,49;2026-05-08;2026-05-23;Pago
1368;114;2026-05;2233,53;2026-06-07;2026-06-17;Pago
1369;115;2025-07;1725,86;2025-07-18;2025-07-24;Pago
1370;115;2025-07;2431,76;2025-08-17;2025-08-25;Pago
1371;115;2025-08;805,41;2025-09-17;2025-10-01;Pago
1372;115;2025-09;3800,63;2025-10-22;2025-10-23;Pago
1373;115;2025-10;1749,81;2025-11-23;2025-11-23;Pago
1374;115;2025-11;873,97;2025-12-09;2025-12-20;Pago
1375;115;2025-12;3077,93;2026-01-22;2026-01-19;Pago
1376;115;2026-01;2972,85;2026-02-07;2026-02-04;Pago
1377;115;2026-02;2135,41;2026-03-11;2026-03-22;Pago
1378;115;2026-03;3930,04;2026-04-15;2026-04-17;Pago
1379;115;2026-04;2724,28;2026-05-17;2026-05-16;Pago
1380;115;2026-05;1499,4;2026-06-13;2026-06-11;Pago
1381;116;2025-07;4487,97;2025-07-16;2025-07-24;Pago
1382;116;2025-07;3854,87;2025-08-25;2025-08-22;Pago
1383;116;2025-08;2400,65;2025-09-11;2025-09-24;Pago
1384;116;2025-09;4178,89;2025-10-24;;Pendente
1385;116;2025-10;3781,57;2025-11-11;2025-11-09;Pago
1386;116;2025-11;4363,62;2025-12-17;2025-12-15;Pago
1387;116;2025-12;2299,95;2026-01-21;2026-01-24;Pago
1388;116;2026-01;1483,22;2026-02-17;2026-02-14;Pago
1389;116;2026-02;1838,3;2026-03-08;2026-03-07;Pago
1390;116;2026-03;4395,17;2026-04-14;2026-04-28;Pago
1391;116;2026-04;2258,44;2026-05-16;2026-05-26;Pago
1392;116;2026-05;2450,05;2026-06-11;2026-06-20;Pago
1393;117;2025-07;4349,72;2025-07-15;2025-07-23;Pago
1394;117;2025-07;1787,18;2025-08-24;2025-08-21;Pago
1395;117;2025-08;4248,86;2025-09-10;2025-09-21;Pago
1396;117;2025-09;1765,92;2025-10-10;2025-10-25;Pago
1397;117;2025-10;4328,17;2025-11-12;2025-11-09;Pago
1398;117;2025-11;695,45;2025-12-13;2025-12-24;Pago
1399;117;2025-12;1213,41;2026-01-14;2026-01-16;Pago
1400;117;2026-01;2320,2;2026-02-12;2026-02-22;Pago
1401;117;2026-02;3738,45;2026-03-17;2026-03-14;Pago
1402;117;2026-03;832,61;2026-04-14;2026-04-28;Pago
1403;117;2026-04;2227,5;2026-05-13;2026-05-25;Pago
1404;117;2026-05;4419,38;2026-06-15;2026-06-21;Pago
1405;118;2025-07;2854,02;2025-07-20;2025-07-30;Pago
1406;118;2025-07;1175,53;2025-08-25;2025-09-09;Pago
1407;118;2025-08;2677,15;2025-09-10;2025-09-10;Pago
1408;118;2025-09;1307,16;2025-10-13;2025-10-19;Pago
1409;118;2025-10;4435,24;2025-11-23;;Pendente
1410;118;2025-11;1260,01;2025-12-08;2025-12-15;Pago
1411;118;2025-12;3614,35;2026-01-08;2026-01-13;Pago
1412;118;2026-01;1090,62;2026-02-19;2026-02-27;Pago
1413;118;2026-02;1070,9;2026-03-10;2026-03-08;Pago
1414;118;2026-03;4316,8;2026-04-10;2026-04-16;Pago
1415;118;2026-04;1325,14;2026-05-21;2026-05-24;Pago
1416;118;2026-05;2023,65;2026-06-16;2026-06-23;Pago
1417;119;2025-07;3684,37;2025-07-23;2025-07-27;Pago
1418;119;2025-07;1491,65;2025-08-25;2025-08-22;Pago
1419;119;2025-08;2839,58;2025-09-18;2025-09-21;Pago
1420;119;2025-09;1243,49;2025-10-18;2025-10-25;Pago
1421;119;2025-10;1373,72;2025-11-14;2025-11-12;Pago
1422;119;2025-11;4335,16;2025-12-16;;Pendente
1423;119;2025-12;3094,9;2026-01-12;2026-01-11;Pago
1424;119;2026-01;3100,15;2026-02-20;2026-03-01;Pago
1425;119;2026-02;3998,69;2026-03-18;;Pendente
1426;119;2026-03;3017,35;2026-04-18;;Pendente
1427;119;2026-04;502,08;2026-05-18;2026-06-01;Pago
1428;119;2026-05;1475,98;2026-06-12;2026-06-10;Pago
1429;120;2025-07;577,11;2025-07-22;;Pendente
1430;120;2025-07;632,36;2025-08-16;;Pendente
1431;120;2025-08;2368,78;2025-09-14;2025-09-22;Pago
1432;120;2025-09;834,77;2025-10-12;2025-10-15;Pago
1433;120;2025-10;3410,42;2025-11-14;2025-11-14;Pago
1434;120;2025-11;1873,31;2025-12-19;2025-12-23;Pago
1435;120;2025-12;1196,51;2026-01-20;2026-01-22;Pago
1436;120;2026-01;1595,33;2026-02-21;;Pendente
1437;120;2026-02;2246,76;2026-03-20;;Pendente
1438;120;2026-03;2216,92;2026-04-13;2026-04-17;Pago
1439;120;2026-04;3960,91;2026-05-16;2026-05-26;Pago
1440;120;2026-05;2676,19;2026-06-19;2026-06-24;Pago
1441;121;2025-07;1778,87;2025-07-22;2025-07-29;Pago
1442;121;2025-07;3800,83;2025-08-22;2025-08-25;Pago
1443;121;2025-08;576,19;2025-09-09;2025-09-20;Pago
1444;121;2025-09;3927,75;2025-10-18;2025-10-16;Pago
1445;121;2025-10;4061,14;2025-11-18;2025-11-30;Pago
1446;121;2025-11;1947,3;2025-12-19;2025-12-21;Pago
1447;121;2025-12;2643,71;2026-01-07;2026-01-09;Pago
1448;121;2026-01;972,64;2026-02-20;2026-02-17;Pago
1449;121;2026-02;2809,68;2026-03-13;2026-03-24;Pago
1450;121;2026-03;4338,25;2026-04-12;;Pendente
1451;121;2026-04;2507,83;2026-05-18;2026-05-17;Pago
1452;121;2026-05;4040,63;2026-06-18;2026-07-03;Pago
1453;122;2025-07;3854,05;2025-07-24;2025-08-04;Pago
1454;122;2025-07;4300,87;2025-08-21;2025-08-28;Pago
1455;122;2025-08;1825,54;2025-09-16;2025-09-17;Pago
1456;122;2025-09;4083,05;2025-10-19;2025-10-19;Pago
1457;122;2025-10;640,44;2025-11-19;2025-11-23;Pago
1458;122;2025-11;974,71;2025-12-20;2025-12-24;Pago
1459;122;2025-12;1370,67;2026-01-13;2026-01-19;Pago
1460;122;2026-01;620,13;2026-02-06;2026-02-03;Pago
1461;122;2026-02;1817,65;2026-03-21;2026-03-21;Pago
1462;122;2026-03;2245,75;2026-04-14;;Pendente
1463;122;2026-04;3153,76;2026-05-15;2026-05-15;Pago
1464;122;2026-05;1363,16;2026-06-15;2026-06-15;Pago
1465;123;2025-07;3686,12;2025-07-20;2025-07-21;Pago
1466;123;2025-07;3090,18;2025-08-22;2025-08-25;Pago
1467;123;2025-08;2994,93;2025-09-11;2025-09-16;Pago
1468;123;2025-09;3971,86;2025-10-19;2025-10-22;Pago
1469;123;2025-10;878,92;2025-11-19;2025-11-27;Pago
1470;123;2025-11;1561,76;2025-12-14;2025-12-12;Pago
1471;123;2025-12;1141,89;2026-01-16;;Pendente
1472;123;2026-01;696,34;2026-02-13;2026-02-17;Pago
1473;123;2026-02;3464,72;2026-03-11;2026-03-21;Pago
1474;123;2026-03;2562,6;2026-04-20;2026-04-22;Pago
1475;123;2026-04;4051,73;2026-05-22;;Pendente
1476;123;2026-05;4039,02;2026-06-09;2026-06-19;Pago
1477;124;2025-07;3485,82;2025-07-23;2025-07-26;Pago
1478;124;2025-07;2845,32;2025-08-19;2025-08-20;Pago
1479;124;2025-08;3089,78;2025-09-16;2025-09-21;Pago
1480;124;2025-09;1333,65;2025-10-17;2025-10-22;Pago
1481;124;2025-10;3406,59;2025-11-15;2025-11-27;Pago
1482;124;2025-11;2644,48;2025-12-20;2026-01-02;Pago
1483;124;2025-12;3886,14;2026-01-11;2026-01-22;Pago
1484;124;2026-01;4194,04;2026-02-17;2026-02-25;Pago
1485;124;2026-02;815,06;2026-03-11;2026-03-19;Pago
1486;124;2026-03;2195,39;2026-04-14;;Pendente
1487;124;2026-04;1911,95;2026-05-19;2026-05-18;Pago
1488;124;2026-05;2037,48;2026-06-08;2026-06-17;Pago
1489;125;2025-07;3921,7;2025-07-11;2025-07-20;Pago
1490;125;2025-07;4432,82;2025-08-17;2025-08-24;Pago
1491;125;2025-08;1344,38;2025-09-13;2025-09-19;Pago
1492;125;2025-09;3236,04;2025-10-20;2025-10-29;Pago
1493;125;2025-10;524,56;2025-11-15;2025-11-16;Pago
1494;125;2025-11;4431,1;2025-12-17;2025-12-17;Pago
1495;125;2025-12;2459,31;2026-01-15;2026-01-25;Pago
1496;125;2026-01;1103,37;2026-02-09;2026-02-23;Pago
1497;125;2026-02;2383,69;2026-03-23;2026-04-06;Pago
1498;125;2026-03;3785,65;2026-04-08;2026-04-12;Pago
1499;125;2026-04;3934,08;2026-05-16;2026-05-18;Pago
1500;125;2026-05;1855,9;2026-06-20;;Pendente
1501;126;2025-07;4477,97;2025-07-16;2025-07-24;Pago
1502;126;2025-07;3362,62;2025-08-24;2025-09-08;Pago
1503;126;2025-08;3177,08;2025-09-17;2025-09-15;Pago
1504;126;2025-09;3165,68;2025-10-11;2025-10-08;Pago
1505;126;2025-10;3884,64;2025-11-23;2025-11-26;Pago
1506;126;2025-11;3101,21;2025-12-23;2026-01-04;Pago
1507;126;2025-12;1756,54;2026-01-11;2026-01-15;Pago
1508;126;2026-01;1163,23;2026-02-07;2026-02-12;Pago
1509;126;2026-02;3326,0;2026-03-21;2026-04-04;Pago
1510;126;2026-03;2203,19;2026-04-14;2026-04-14;Pago
1511;126;2026-04;527,9;2026-05-19;2026-05-29;Pago
1512;126;2026-05;3659,75;2026-06-15;2026-06-20;Pago
1513;127;2025-07;2157,38;2025-07-23;;Pendente
1514;127;2025-07;966,73;2025-08-22;;Pendente
1515;127;2025-08;1261,98;2025-09-11;2025-09-20;Pago
1516;127;2025-09;3431,95;2025-10-14;2025-10-25;Pago
1517;127;2025-10;3025,46;2025-11-09;2025-11-16;Pago
1518;127;2025-11;1978,69;2025-12-14;2025-12-29;Pago
1519;127;2025-12;1750,71;2026-01-07;2026-01-17;Pago
1520;127;2026-01;3786,1;2026-02-08;2026-02-15;Pago
1521;127;2026-02;749,15;2026-03-10;2026-03-16;Pago
1522;127;2026-03;4428,79;2026-04-14;2026-04-27;Pago
1523;127;2026-04;1179,25;2026-05-09;2026-05-07;Pago
1524;127;2026-05;4037,42;2026-06-18;2026-06-28;Pago
1525;128;2025-07;2514,62;2025-07-15;2025-07-26;Pago
1526;128;2025-07;476,42;2025-08-14;2025-08-26;Pago
1527;128;2025-08;2649,23;2025-09-11;2025-09-23;Pago
1528;128;2025-09;1873,39;2025-10-18;;Pendente
1529;128;2025-10;1697,78;2025-11-08;2025-11-10;Pago
1530;128;2025-11;3761,71;2025-12-19;2025-12-27;Pago
1531;128;2025-12;1243,83;2026-01-11;2026-01-25;Pago
1532;128;2026-01;2019,07;2026-02-09;2026-02-18;Pago
1533;128;2026-02;4406,5;2026-03-08;2026-03-14;Pago
1534;128;2026-03;799,09;2026-04-10;2026-04-22;Pago
1535;128;2026-04;1512,43;2026-05-22;2026-05-22;Pago
1536;128;2026-05;1180,97;2026-06-16;;Pendente
1537;129;2025-07;2006,24;2025-07-17;2025-07-26;Pago
1538;129;2025-07;2193,55;2025-08-16;2025-08-30;Pago
1539;129;2025-08;1518,74;2025-09-17;2025-09-15;Pago
1540;129;2025-09;2347,72;2025-10-12;2025-10-21;Pago
1541;129;2025-10;3553,35;2025-11-23;2025-11-23;Pago
1542;129;2025-11;4368,41;2025-12-14;;Pendente
1543;129;2025-12;2605,92;2026-01-17;2026-01-15;Pago
1544;129;2026-01;3544,19;2026-02-06;2026-02-12;Pago
1545;129;2026-02;2801,83;2026-03-19;2026-03-24;Pago
1546;129;2026-03;895,02;2026-04-15;2026-04-26;Pago
1547;129;2026-04;3383,49;2026-05-09;2026-05-24;Pago
1548;129;2026-05;3826,98;2026-06-06;2026-06-21;Pago
1549;130;2025-07;4283,67;2025-07-23;2025-07-28;Pago
1550;130;2025-07;3263,1;2025-08-13;;Pendente
1551;130;2025-08;1041,23;2025-09-14;2025-09-26;Pago
1552;130;2025-09;4223,06;2025-10-16;2025-10-31;Pago
1553;130;2025-10;3737,64;2025-11-11;2025-11-10;Pago
1554;130;2025-11;2273,7;2025-12-23;2026-01-03;Pago
1555;130;2025-12;1716,22;2026-01-12;2026-01-21;Pago
1556;130;2026-01;670,1;2026-02-21;2026-02-26;Pago
1557;130;2026-02;1232,48;2026-03-13;2026-03-24;Pago
1558;130;2026-03;3842,97;2026-04-16;2026-04-20;Pago
1559;130;2026-04;2649,8;2026-05-17;2026-05-21;Pago
1560;130;2026-05;2093,89;2026-06-18;2026-06-30;Pago
1561;131;2025-07;1508,5;2025-07-22;2025-07-27;Pago
1562;131;2025-07;2086,72;2025-08-22;2025-08-19;Pago
1563;131;2025-08;3955,55;2025-09-16;2025-09-23;Pago
1564;131;2025-09;3679,02;2025-10-24;2025-10-21;Pago
1565;131;2025-10;2657,6;2025-11-22;2025-11-20;Pago
1566;131;2025-11;4408,51;2025-12-20;2026-01-01;Pago
1567;131;2025-12;3014,96;2026-01-12;2026-01-20;Pago
1568;131;2026-01;1131,6;2026-02-16;;Pendente
1569;131;2026-02;2744,2;2026-03-21;;Pendente
1570;131;2026-03;945,97;2026-04-19;2026-05-01;Pago
1571;131;2026-04;657,76;2026-05-11;2026-05-13;Pago
1572;131;2026-05;2389,32;2026-06-12;2026-06-17;Pago
1573;132;2025-07;1796,36;2025-07-17;2025-07-21;Pago
1574;132;2025-07;587,19;2025-08-15;2025-08-14;Pago
1575;132;2025-08;2206,34;2025-09-13;2025-09-10;Pago
1576;132;2025-09;1357,47;2025-10-20;2025-11-03;Pago
1577;132;2025-10;985,25;2025-11-21;2025-11-20;Pago
1578;132;2025-11;3411,5;2025-12-22;2026-01-01;Pago
1579;132;2025-12;3343,67;2026-01-09;2026-01-23;Pago
1580;132;2026-01;4326,06;2026-02-19;2026-02-27;Pago
1581;132;2026-02;2971,79;2026-03-23;2026-03-28;Pago
1582;132;2026-03;3591,53;2026-04-13;2026-04-20;Pago
1583;132;2026-04;2976,64;2026-05-20;2026-06-01;Pago
1584;132;2026-05;3353,27;2026-06-16;2026-06-23;Pago
1585;133;2025-07;2638,46;2025-07-22;;Pendente
1586;133;2025-07;4165,28;2025-08-16;2025-08-17;Pago
1587;133;2025-08;1870,16;2025-09-24;2025-10-07;Pago
1588;133;2025-09;3197,57;2025-10-18;2025-10-24;Pago
1589;133;2025-10;3298,19;2025-11-22;2025-11-23;Pago
1590;133;2025-11;618,38;2025-12-14;2025-12-24;Pago
1591;133;2025-12;4020,83;2026-01-16;2026-01-13;Pago
1592;133;2026-01;1391,26;2026-02-09;2026-02-09;Pago
1593;133;2026-02;1336,2;2026-03-15;2026-03-15;Pago
1594;133;2026-03;4136,67;2026-04-09;;Pendente
1595;133;2026-04;2789,15;2026-05-16;2026-05-29;Pago
1596;133;2026-05;4022,28;2026-06-15;2026-06-20;Pago
1597;134;2025-07;455,52;2025-07-25;2025-07-29;Pago
1598;134;2025-07;2456,78;2025-08-22;2025-08-24;Pago
1599;134;2025-08;563,86;2025-09-22;2025-10-07;Pago
1600;134;2025-09;1187,62;2025-10-12;2025-10-27;Pago
1601;134;2025-10;2088,88;2025-11-08;2025-11-18;Pago
1602;134;2025-11;2735,2;2025-12-15;2025-12-28;Pago
1603;134;2025-12;4062,22;2026-01-10;2026-01-13;Pago
1604;134;2026-01;859,5;2026-02-12;2026-02-22;Pago
1605;134;2026-02;3608,26;2026-03-10;2026-03-12;Pago
1606;134;2026-03;3529,91;2026-04-12;2026-04-22;Pago
1607;134;2026-04;2584,06;2026-05-22;2026-05-25;Pago
1608;134;2026-05;1146,53;2026-06-12;2026-06-27;Pago
1609;135;2025-07;1816,67;2025-07-21;2025-07-25;Pago
1610;135;2025-07;1089,57;2025-08-13;2025-08-16;Pago
1611;135;2025-08;885,04;2025-09-18;;Pendente
1612;135;2025-09;2546,2;2025-10-18;2025-10-29;Pago
1613;135;2025-10;788,13;2025-11-11;2025-11-25;Pago
1614;135;2025-11;2523,77;2025-12-23;2025-12-27;Pago
1615;135;2025-12;1848,89;2026-01-22;2026-02-03;Pago
1616;135;2026-01;1584,12;2026-02-09;2026-02-24;Pago
1617;135;2026-02;890,26;2026-03-16;2026-03-19;Pago
1618;135;2026-03;4115,41;2026-04-09;2026-04-17;Pago
1619;135;2026-04;1005,74;2026-05-15;2026-05-14;Pago
1620;135;2026-05;2263,49;2026-06-17;2026-06-29;Pago
1621;136;2025-07;3393,08;2025-07-21;2025-07-21;Pago
1622;136;2025-07;4221,27;2025-08-18;2025-08-20;Pago
1623;136;2025-08;2629,94;2025-09-11;2025-09-09;Pago
1624;136;2025-09;3406,1;2025-10-17;2025-10-20;Pago
1625;136;2025-10;1587,8;2025-11-20;2025-11-21;Pago
1626;136;2025-11;2681,87;2025-12-12;2025-12-14;Pago
1627;136;2025-12;3072,45;2026-01-19;2026-01-17;Pago
1628;136;2026-01;2855,08;2026-02-21;2026-03-08;Pago
1629;136;2026-02;3957,82;2026-03-19;2026-03-24;Pago
1630;136;2026-03;3512,97;2026-04-20;;Pendente
1631;136;2026-04;4082,93;2026-05-08;2026-05-16;Pago
1632;136;2026-05;2432,72;2026-06-11;2026-06-23;Pago
1633;137;2025-07;4448,84;2025-07-21;2025-08-02;Pago
1634;137;2025-07;1412,37;2025-08-13;2025-08-20;Pago
1635;137;2025-08;461,79;2025-09-17;2025-09-18;Pago
1636;137;2025-09;2202,22;2025-10-11;2025-10-21;Pago
1637;137;2025-10;2718,02;2025-11-17;2025-11-26;Pago
1638;137;2025-11;2509,84;2025-12-20;2025-12-24;Pago
1639;137;2025-12;1841,9;2026-01-13;2026-01-24;Pago
1640;137;2026-01;4434,83;2026-02-18;2026-02-23;Pago
1641;137;2026-02;1634,8;2026-03-17;2026-03-22;Pago
1642;137;2026-03;2026,62;2026-04-16;2026-04-14;Pago
1643;137;2026-04;3094,67;2026-05-15;2026-05-19;Pago
1644;137;2026-05;1802,45;2026-06-12;2026-06-24;Pago
1645;138;2025-07;3471,48;2025-07-17;2025-07-16;Pago
1646;138;2025-07;2658,04;2025-08-16;2025-08-20;Pago
1647;138;2025-08;2563,63;2025-09-14;;Pendente
1648;138;2025-09;3553,43;2025-10-13;2025-10-22;Pago
1649;138;2025-10;2062,18;2025-11-12;2025-11-19;Pago
1650;138;2025-11;4293,75;2025-12-12;2025-12-17;Pago
1651;138;2025-12;2496,98;2026-01-22;2026-02-06;Pago
1652;138;2026-01;4091,06;2026-02-06;;Pendente
1653;138;2026-02;3991,49;2026-03-11;;Pendente
1654;138;2026-03;1523,27;2026-04-08;2026-04-12;Pago
1655;138;2026-04;2354,99;2026-05-14;2026-05-18;Pago
1656;138;2026-05;626,35;2026-06-06;;Pendente
1657;139;2025-07;671,46;2025-07-21;2025-07-26;Pago
1658;139;2025-07;3809,76;2025-08-12;2025-08-14;Pago
1659;139;2025-08;3697,97;2025-09-12;2025-09-16;Pago
1660;139;2025-09;4153,21;2025-10-10;2025-10-14;Pago
1661;139;2025-10;2726,43;2025-11-15;2025-11-23;Pago
1662;139;2025-11;1694,44;2025-12-10;2025-12-12;Pago
1663;139;2025-12;3902,83;2026-01-21;2026-01-31;Pago
1664;139;2026-01;2904,72;2026-02-13;2026-02-15;Pago
1665;139;2026-02;800,05;2026-03-14;2026-03-14;Pago
1666;139;2026-03;943,82;2026-04-16;2026-04-18;Pago
1667;139;2026-04;1041,24;2026-05-22;2026-05-24;Pago
1668;139;2026-05;3761,05;2026-06-15;2026-06-17;Pago
1669;140;2025-07;981,37;2025-07-21;2025-08-01;Pago
1670;140;2025-07;466,51;2025-08-10;2025-08-17;Pago
1671;140;2025-08;1882,24;2025-09-23;;Pendente
