imposto_id;cliente_id;competencia;tributo;valor_apurado;data_vencimento
1726;144;2026-03;ICMS;13027,38;2026-04-10
1727;144;2026-04;INSS;3476,98;2026-05-21
1728;144;2026-05;ICMS;4783,42;2026-06-10
1729;145;2025-07;INSS;37846,87;2025-07-14
1730;145;2025-07;FGTS;53340,81;2025-08-16
1731;145;2025-08;ISS;15375,11;2025-09-12
1732;145;2025-09;PIS/COFINS;34471,55;2025-10-20
1733;145;2025-10;INSS;26775,6;2025-11-15
1734;145;2025-11;ICMS;26681,53;2025-12-09
1735;145;2025-12;IRPJ/CSLL;49774,16;2026-01-16
1736;145;2026-01;PIS/COFINS;3673,25;2026-02-14
1737;145;2026-02;IRPJ/CSLL;56018,05;2026-03-12
1738;145;2026-03;IRPJ/CSLL;49484,24;2026-04-22
1739;145;2026-04;FGTS;36845,83;2026-05-16
1740;145;2026-05;PIS/COFINS;39468,43;2026-06-21
1741;146;2025-07;FGTS;64186,43;2025-07-19
1742;146;2025-07;INSS;60568,48;2025-08-20
1743;146;2025-08;ICMS;40851,52;2025-09-20
1744;146;2025-09;INSS;58577,1;2025-10-18
1745;146;2025-10;FGTS;2102,07;2025-11-17
1746;146;2025-11;PIS/COFINS;44195,35;2025-12-16
1747;146;2025-12;ISS;18838,21;2026-01-15
1748;146;2026-01;IRPJ/CSLL;42064,41;2026-02-21
1749;146;2026-02;PIS/COFINS;29746,81;2026-03-20
1750;146;2026-03;FGTS;23718,84;2026-04-17
1751;146;2026-04;ICMS;52115,42;2026-05-17
1752;146;2026-05;IRPJ/CSLL;52761,41;2026-06-13
1753;147;2025-07;PIS/COFINS;9784,76;2025-07-20
1754;147;2025-07;ISS;4368,48;2025-08-23
1755;147;2025-08;ISS;14394,17;2025-09-12
1756;147;2025-09;INSS;41887,11;2025-10-09
1757;147;2025-10;PIS/COFINS;48615,21;2025-11-13
1758;147;2025-11;FGTS;16179,65;2025-12-23
1759;147;2025-12;FGTS;20898,49;2026-01-13
1760;147;2026-01;FGTS;60376,53;2026-02-09
1761;147;2026-02;PIS/COFINS;43205,03;2026-03-15
1762;147;2026-03;PIS/COFINS;60484,4;2026-04-18
1763;147;2026-04;ICMS;58210,27;2026-05-22
1764;147;2026-05;ISS;60291,66;2026-06-16
1765;148;2025-07;FGTS;27004,4;2025-07-15
1766;148;2025-07;PIS/COFINS;54201,55;2025-08-22
1767;148;2025-08;PIS/COFINS;13411,85;2025-09-14
1768;148;2025-09;FGTS;4922,33;2025-10-16
1769;148;2025-10;INSS;8600,18;2025-11-12
1770;148;2025-11;ICMS;20046,09;2025-12-23
1771;148;2025-12;ICMS;53878,2;2026-01-10
1772;148;2026-01;IRPJ/CSLL;2321,3;2026-02-11
1773;148;2026-02;ICMS;54879,17;2026-03-18
1774;148;2026-03;PIS/COFINS;31692,29;2026-04-21
1775;148;2026-04;ICMS;53664,12;2026-05-22
1776;148;2026-05;PIS/COFINS;40802,83;2026-06-16
1777;149;2025-07;PIS/COFINS;40289,92;2025-07-19
1778;149;2025-07;FGTS;2235,36;2025-08-18
1779;149;2025-08;FGTS;6065,34;2025-09-11
1780;149;2025-09;IRPJ/CSLL;44096,3;2025-10-15
1781;149;2025-10;ICMS;30645,72;2025-11-17
1782;149;2025-11;ISS;46988,35;2025-12-18
1783;149;2025-12;INSS;48627,45;2026-01-08
1784;149;2026-01;ISS;50583,36;2026-02-17
1785;149;2026-02;IRPJ/CSLL;37507,69;2026-03-22
1786;149;2026-03;IRPJ/CSLL;25767,74;2026-04-21
1787;149;2026-04;IRPJ/CSLL;3198,48;2026-05-09
1788;149;2026-05;IRPJ/CSLL;27001,17;2026-06-15
1789;150;2025-07;FGTS;62692,83;2025-07-24
1790;150;2025-07;PIS/COFINS;12322,55;2025-08-13
1791;150;2025-08;ICMS;44264,26;2025-09-24
1792;150;2025-09;INSS;54017,1;2025-10-21
1793;150;2025-10;FGTS;61334,46;2025-11-09
1794;150;2025-11;PIS/COFINS;19761,88;2025-12-08
1795;150;2025-12;ICMS;15723,26;2026-01-16
1796;150;2026-01;PIS/COFINS;63268,46;2026-02-16
1797;150;2026-02;ISS;20345,66;2026-03-23
1798;150;2026-03;FGTS;6302,64;2026-04-18
1799;150;2026-04;IRPJ/CSLL;47114,86;2026-05-08
1800;150;2026-05;INSS;26103,42;2026-06-18
1801;151;2025-07;ICMS;47417,37;2025-07-15
1802;151;2025-07;PIS/COFINS;53331,19;2025-08-12
1803;151;2025-08;IRPJ/CSLL;39392,82;2025-09-16
1804;151;2025-09;PIS/COFINS;57334,78;2025-10-17
1805;151;2025-10;INSS;1454,03;2025-11-15
1806;151;2025-11;INSS;36121,44;2025-12-11
1807;151;2025-12;IRPJ/CSLL;44993,37;2026-01-20
1808;151;2026-01;ICMS;562,6;2026-02-11
1809;151;2026-02;ICMS;15756,14;2026-03-23
1810;151;2026-03;PIS/COFINS;52235,63;2026-04-13
1811;151;2026-04;ISS;46135,36;2026-05-20
1812;151;2026-05;ICMS;61802,27;2026-06-08
1813;152;2025-07;ISS;16424,08;2025-07-24
1814;152;2025-07;ICMS;42663,14;2025-08-11
1815;152;2025-08;FGTS;47666,37;2025-09-21
1816;152;2025-09;ISS;58276,61;2025-10-21
1817;152;2025-10;ISS;50206,78;2025-11-11
1818;152;2025-11;ICMS;15228,1;2025-12-10
1819;152;2025-12;ISS;43461,6;2026-01-13
1820;152;2026-01;ISS;9979,64;2026-02-18
1821;152;2026-02;INSS;43888,23;2026-03-23
1822;152;2026-03;PIS/COFINS;15513,29;2026-04-12
1823;152;2026-04;ICMS;32585,43;2026-05-21
1824;152;2026-05;PIS/COFINS;27321,46;2026-06-18
1825;153;2025-07;PIS/COFINS;51654,66;2025-07-15
1826;153;2025-07;FGTS;59420,34;2025-08-23
1827;153;2025-08;PIS/COFINS;29851,72;2025-09-09
1828;153;2025-09;ISS;43827,34;2025-10-13
1829;153;2025-10;PIS/COFINS;48178,69;2025-11-17
1830;153;2025-11;PIS/COFINS;1106,99;2025-12-20
1831;153;2025-12;FGTS;44623,0;2026-01-13
1832;153;2026-01;FGTS;34016,33;2026-02-16
1833;153;2026-02;ICMS;20646,05;2026-03-17
1834;153;2026-03;FGTS;60288,69;2026-04-07
1835;153;2026-04;ICMS;39353,76;2026-05-21
1836;153;2026-05;FGTS;14225,99;2026-06-13
1837;154;2025-07;IRPJ/CSLL;19263,45;2025-07-24
1838;154;2025-07;ISS;29251,71;2025-08-15
1839;154;2025-08;FGTS;49069,32;2025-09-23
1840;154;2025-09;INSS;36212,46;2025-10-11
1841;154;2025-10;PIS/COFINS;33740,51;2025-11-15
1842;154;2025-11;IRPJ/CSLL;42748,29;2025-12-10
1843;154;2025-12;INSS;52074,19;2026-01-12
1844;154;2026-01;INSS;55797,89;2026-02-08
1845;154;2026-02;IRPJ/CSLL;56472,23;2026-03-20
1846;154;2026-03;ICMS;30070,65;2026-04-20
1847;154;2026-04;ICMS;61666,54;2026-05-20
1848;154;2026-05;INSS;32559,3;2026-06-14
1849;155;2025-07;FGTS;18198,76;2025-07-16
1850;155;2025-07;INSS;10290,2;2025-08-16
1851;155;2025-08;INSS;19001,5;2025-09-12
1852;155;2025-09;ISS;58220,56;2025-10-10
1853;155;2025-10;IRPJ/CSLL;9328,74;2025-11-16
1854;155;2025-11;ISS;47479,44;2025-12-13
1855;155;2025-12;FGTS;35333,92;2026-01-20
1856;155;2026-01;PIS/COFINS;44237,71;2026-02-10
1857;155;2026-02;ISS;61042,7;2026-03-20
1858;155;2026-03;PIS/COFINS;18791,38;2026-04-14
1859;155;2026-04;INSS;33692,03;2026-05-08
1860;155;2026-05;FGTS;60903,36;2026-06-09
1861;156;2025-07;IRPJ/CSLL;46070,43;2025-07-13
1862;156;2025-07;IRPJ/CSLL;25656,29;2025-08-14
1863;156;2025-08;ICMS;16057,77;2025-09-13
1864;156;2025-09;PIS/COFINS;56703,08;2025-10-24
1865;156;2025-10;IRPJ/CSLL;2444,47;2025-11-16
1866;156;2025-11;ISS;38942,36;2025-12-19
1867;156;2025-12;IRPJ/CSLL;36132,42;2026-01-07
1868;156;2026-01;IRPJ/CSLL;36286,84;2026-02-15
1869;156;2026-02;FGTS;12282,01;2026-03-12
1870;156;2026-03;ICMS;64627,98;2026-04-21
1871;156;2026-04;IRPJ/CSLL;36443,2;2026-05-08
1872;156;2026-05;FGTS;54020,37;2026-06-21
1873;157;2025-07;FGTS;43748,28;2025-07-14
1874;157;2025-07;INSS;38415,22;2025-08-16
1875;157;2025-08;FGTS;35501,88;2025-09-20
1876;157;2025-09;ICMS;48867,59;2025-10-20
1877;157;2025-10;INSS;42831,2;2025-11-10
1878;157;2025-11;INSS;43714,95;2025-12-16
1879;157;2025-12;FGTS;33368,76;2026-01-09
1880;157;2026-01;INSS;58506,7;2026-02-07
1881;157;2026-02;IRPJ/CSLL;2087,49;2026-03-18
1882;157;2026-03;FGTS;55827,67;2026-04-15
1883;157;2026-04;FGTS;57373,51;2026-05-20
1884;157;2026-05;ISS;22201,68;2026-06-08
1885;158;2025-07;INSS;14293,32;2025-07-19
1886;158;2025-07;IRPJ/CSLL;7863,79;2025-08-21
1887;158;2025-08;INSS;55565,49;2025-09-24
1888;158;2025-09;ICMS;36539,29;2025-10-24
1889;158;2025-10;ISS;60590,06;2025-11-18
1890;158;2025-11;INSS;41420,82;2025-12-08
1891;158;2025-12;PIS/COFINS;37845,35;2026-01-10
1892;158;2026-01;INSS;33643,12;2026-02-08
1893;158;2026-02;IRPJ/CSLL;64245,74;2026-03-10
1894;158;2026-03;ICMS;12966,64;2026-04-08
1895;158;2026-04;FGTS;52018,1;2026-05-17
1896;158;2026-05;FGTS;1066,72;2026-06-17
1897;159;2025-07;ISS;59499,28;2025-07-17
1898;159;2025-07;FGTS;41006,3;2025-08-23
1899;159;2025-08;ICMS;36648,4;2025-09-20
1900;159;2025-09;IRPJ/CSLL;60286,34;2025-10-23
1901;159;2025-10;PIS/COFINS;44806,51;2025-11-23
1902;159;2025-11;ICMS;61779,02;2025-12-12
1903;159;2025-12;PIS/COFINS;37693,2;2026-01-17
1904;159;2026-01;IRPJ/CSLL;64116,12;2026-02-13
1905;159;2026-02;ISS;50229,02;2026-03-11
1906;159;2026-03;PIS/COFINS;24633,73;2026-04-15
1907;159;2026-04;FGTS;22145,5;2026-05-08
1908;159;2026-05;PIS/COFINS;33134,32;2026-06-12
1909;160;2025-07;ICMS;31752,62;2025-07-14
1910;160;2025-07;INSS;11661,09;2025-08-25
1911;160;2025-08;FGTS;9086,3;2025-09-13
1912;160;2025-09;FGTS;13713,02;2025-10-22
1913;160;2025-10;ISS;19581,23;2025-11-09
1914;160;2025-11;FGTS;38199,2;2025-12-22
1915;160;2025-12;FGTS;1957,71;2026-01-15
1916;160;2026-01;INSS;45265,65;2026-02-09
1917;160;2026-02;ICMS;55771,19;2026-03-19
1918;160;2026-03;IRPJ/CSLL;23595,26;2026-04-09
1919;160;2026-04;ICMS;19749,18;2026-05-18
1920;160;2026-05;ICMS;8685,47;2026-06-18
1921;161;2025-07;PIS/COFINS;11449,47;2025-07-11
1922;161;2025-07;FGTS;41315,36;2025-08-21
1923;161;2025-08;PIS/COFINS;30058,74;2025-09-17
1924;161;2025-09;PIS/COFINS;46074,44;2025-10-15
1925;161;2025-10;FGTS;13046,31;2025-11-08
1926;161;2025-11;IRPJ/CSLL;53828,07;2025-12-13
1927;161;2025-12;FGTS;57158,32;2026-01-19
1928;161;2026-01;ISS;5250,82;2026-02-09
1929;161;2026-02;ISS;62290,09;2026-03-16
1930;161;2026-03;IRPJ/CSLL;35011,87;2026-04-21
1931;161;2026-04;ICMS;47796,19;2026-05-08
1932;161;2026-05;ISS;4026,53;2026-06-17
1933;162;2025-07;ISS;34299,2;2025-07-25
1934;162;2025-07;INSS;39890,84;2025-08-22
1935;162;2025-08;ICMS;56900,27;2025-09-24
1936;162;2025-09;PIS/COFINS;54932,66;2025-10-09
1937;162;2025-10;ICMS;16058,68;2025-11-20
1938;162;2025-11;ICMS;10670,16;2025-12-18
1939;162;2025-12;IRPJ/CSLL;21677,95;2026-01-08
1940;162;2026-01;PIS/COFINS;56012,69;2026-02-18
1941;162;2026-02;PIS/COFINS;62120,78;2026-03-19
1942;162;2026-03;FGTS;39249,84;2026-04-18
1943;162;2026-04;INSS;28078,92;2026-05-17
1944;162;2026-05;FGTS;61911,23;2026-06-19
1945;163;2025-07;ISS;29891,89;2025-07-13
1946;163;2025-07;ICMS;62049,35;2025-08-19
1947;163;2025-08;ISS;8929,33;2025-09-19
1948;163;2025-09;PIS/COFINS;5083,11;2025-10-22
1949;163;2025-10;ISS;3807,32;2025-11-18
1950;163;2025-11;PIS/COFINS;61398,43;2025-12-12
1951;163;2025-12;ICMS;28146,53;2026-01-14
1952;163;2026-01;ISS;27847,37;2026-02-14
1953;163;2026-02;PIS/COFINS;8111,34;2026-03-11
1954;163;2026-03;ICMS;39728,57;2026-04-09
1955;163;2026-04;IRPJ/CSLL;5981,75;2026-05-09
1956;163;2026-05;ICMS;5594,37;2026-06-17
1957;164;2025-07;PIS/COFINS;44525,46;2025-07-17
1958;164;2025-07;IRPJ/CSLL;42700,84;2025-08-13
1959;164;2025-08;INSS;970,89;2025-09-15
1960;164;2025-09;IRPJ/CSLL;15893,01;2025-10-21
1961;164;2025-10;ISS;39731,62;2025-11-11
1962;164;2025-11;ISS;35853,44;2025-12-15
1963;164;2025-12;IRPJ/CSLL;12540,61;2026-01-09
1964;164;2026-01;IRPJ/CSLL;11329,1;2026-02-21
1965;164;2026-02;FGTS;24333,01;2026-03-17
1966;164;2026-03;PIS/COFINS;38396,62;2026-04-07
1967;164;2026-04;INSS;58760,85;2026-05-20
1968;164;2026-05;ISS;20017,47;2026-06-08
1969;165;2025-07;PIS/COFINS;19662,58;2025-07-23
1970;165;2025-07;INSS;5631,8;2025-08-12
1971;165;2025-08;FGTS;5399,77;2025-09-09
1972;165;2025-09;PIS/COFINS;35748,09;2025-10-15
1973;165;2025-10;ICMS;33766,98;2025-11-10
1974;165;2025-11;ICMS;37058,11;2025-12-21
1975;165;2025-12;ISS;9565,06;2026-01-19
1976;165;2026-01;IRPJ/CSLL;57549,79;2026-02-19
1977;165;2026-02;ISS;39557,15;2026-03-15
1978;165;2026-03;INSS;36883,68;2026-04-09
1979;165;2026-04;ICMS;34066,43;2026-05-13
1980;165;2026-05;ISS;1275,93;2026-06-14
1981;166;2025-07;ICMS;56783,17;2025-07-14
1982;166;2025-07;IRPJ/CSLL;8356,19;2025-08-22
1983;166;2025-08;IRPJ/CSLL;20870,75;2025-09-20
1984;166;2025-09;INSS;4031,05;2025-10-21
1985;166;2025-10;INSS;36504,71;2025-11-20
1986;166;2025-11;INSS;34521,99;2025-12-11
1987;166;2025-12;PIS/COFINS;57332,62;2026-01-11
1988;166;2026-01;PIS/COFINS;31169,86;2026-02-19
1989;166;2026-02;PIS/COFINS;45339,82;2026-03-20
1990;166;2026-03;PIS/COFINS;36757,43;2026-04-11
1991;166;2026-04;IRPJ/CSLL;48131,23;2026-05-17
1992;166;2026-05;ICMS;25743,55;2026-06-18
1993;167;2025-07;ICMS;61309,77;2025-07-18
1994;167;2025-07;ISS;15673,33;2025-08-24
1995;167;2025-08;ISS;35626,86;2025-09-12
1996;167;2025-09;IRPJ/CSLL;40561,91;2025-10-22
1997;167;2025-10;PIS/COFINS;52512,86;2025-11-23
1998;167;2025-11;INSS;10417,18;2025-12-12
1999;167;2025-12;IRPJ/CSLL;4276,18;2026-01-16
2000;167;2026-01;PIS/COFINS;62527,83;2026-02-09
2001;167;2026-02;INSS;1440,68;2026-03-17
2002;167;2026-03;INSS;3609,77;2026-04-16
2003;167;2026-04;FGTS;29890,53;2026-05-09
2004;167;2026-05;PIS/COFINS;59004,34;2026-06-20
2005;168;2025-07;IRPJ/CSLL;39753,01;2025-07-23
2006;168;2025-07;INSS;24585,24;2025-08-24
2007;168;2025-08;ICMS;57395,85;2025-09-18
2008;168;2025-09;IRPJ/CSLL;21844,37;2025-10-24
2009;168;2025-10;FGTS;35844,11;2025-11-17
2010;168;2025-11;INSS;19742,9;2025-12-16
2011;168;2025-12;FGTS;49714,16;2026-01-20
2012;168;2026-01;ICMS;29036,77;2026-02-13
2013;168;2026-02;FGTS;62505,08;2026-03-10
2014;168;2026-03;IRPJ/CSLL;8314,85;2026-04-13
2015;168;2026-04;FGTS;45816,41;2026-05-09
2016;168;2026-05;ICMS;61892,16;2026-06-19
2017;169;2025-07;IRPJ/CSLL;60384,79;2025-07-11
2018;169;2025-07;INSS;50881,78;2025-08-18
2019;169;2025-08;PIS/COFINS;18678,19;2025-09-14
2020;169;2025-09;ICMS;16973,76;2025-10-09
2021;169;2025-10;INSS;25900,04;2025-11-16
2022;169;2025-11;PIS/COFINS;7494,08;2025-12-13
2023;169;2025-12;ISS;64236,63;2026-01-13
2024;169;2026-01;INSS;62537,37;2026-02-06
2025;169;2026-02;ICMS;9923,82;2026-03-12
2026;169;2026-03;INSS;23225,26;2026-04-10
2027;169;2026-04;FGTS;37566,82;2026-05-10
2028;169;2026-05;PIS/COFINS;23437,28;2026-06-20
2029;170;2025-07;INSS;17010,82;2025-07-17
2030;170;2025-07;PIS/COFINS;62292,45;2025-08-11
2031;170;2025-08;PIS/COFINS;11072,85;2025-09-15
2032;170;2025-09;PIS/COFINS;54464,02;2025-10-12
2033;170;2025-10;PIS/COFINS;60274,27;2025-11-09
2034;170;2025-11;PIS/COFINS;42209,42;2025-12-14
2035;170;2025-12;ISS;17654,26;2026-01-11
2036;170;2026-01;ICMS;63498,72;2026-02-16
2037;170;2026-02;ISS;50731,54;2026-03-11
2038;170;2026-03;INSS;11099,27;2026-04-13
2039;170;2026-04;PIS/COFINS;8833,39;2026-05-22
2040;170;2026-05;INSS;764,83;2026-06-12
2041;171;2025-07;IRPJ/CSLL;43667,79;2025-07-19
2042;171;2025-07;ICMS;8807,26;2025-08-14
2043;171;2025-08;PIS/COFINS;25714,65;2025-09-12
2044;171;2025-09;PIS/COFINS;43329,59;2025-10-11
2045;171;2025-10;IRPJ/CSLL;29183,6;2025-11-20
2046;171;2025-11;ICMS;29097,12;2025-12-17
2047;171;2025-12;ISS;61411,14;2026-01-12
2048;171;2026-01;INSS;63354,06;2026-02-20
2049;171;2026-02;INSS;29040,37;2026-03-21
2050;171;2026-03;ISS;25764,29;2026-04-14
2051;171;2026-04;FGTS;13109,49;2026-05-21
2052;171;2026-05;ISS;12340,62;2026-06-11
2053;172;2025-07;INSS;43511,2;2025-07-12
2054;172;2025-07;IRPJ/CSLL;64247,57;2025-08-19
2055;172;2025-08;ISS;58737,72;2025-09-10
2056;172;2025-09;PIS/COFINS;3606,14;2025-10-18
2057;172;2025-10;PIS/COFINS;13152,65;2025-11-08
2058;172;2025-11;INSS;45356,32;2025-12-08
2059;172;2025-12;ICMS;45867,41;2026-01-21
2060;172;2026-01;FGTS;17228,76;2026-02-14
2061;172;2026-02;ISS;50625,67;2026-03-18
2062;172;2026-03;INSS;15884,57;2026-04-08
2063;172;2026-04;IRPJ/CSLL;39635,52;2026-05-19
2064;172;2026-05;ICMS;5119,72;2026-06-12
2065;173;2025-07;FGTS;42382,39;2025-07-26
2066;173;2025-07;IRPJ/CSLL;23610,61;2025-08-20
2067;173;2025-08;INSS;3560,24;2025-09-13
2068;173;2025-09;IRPJ/CSLL;37000,19;2025-10-10
2069;173;2025-10;ICMS;17669,9;2025-11-16
2070;173;2025-11;ISS;20941,54;2025-12-14
2071;173;2025-12;ISS;17522,83;2026-01-20
2072;173;2026-01;INSS;6753,8;2026-02-06
2073;173;2026-02;INSS;5152,14;2026-03-11
2074;173;2026-03;INSS;17105,2;2026-04-16
2075;173;2026-04;ISS;46132,34;2026-05-17
2076;173;2026-05;ICMS;33348,78;2026-06-21
2077;174;2025-07;ICMS;47474,74;2025-07-12
2078;174;2025-07;IRPJ/CSLL;44722,12;2025-08-14
2079;174;2025-08;IRPJ/CSLL;49204,34;2025-09-22
2080;174;2025-09;INSS;57887,77;2025-10-16
2081;174;2025-10;IRPJ/CSLL;49927,13;2025-11-14
2082;174;2025-11;PIS/COFINS;37661,64;2025-12-16
2083;174;2025-12;ISS;47474,68;2026-01-14
2084;174;2026-01;ISS;63356,08;2026-02-10
2085;174;2026-02;ISS;18369,98;2026-03-17
2086;174;2026-03;ICMS;57502,95;2026-04-11
2087;174;2026-04;ICMS;22760,92;2026-05-15
2088;174;2026-05;IRPJ/CSLL;64419,41;2026-06-18
2089;175;2025-07;ICMS;56516,07;2025-07-26
2090;175;2025-07;ICMS;3240,22;2025-08-19
2091;175;2025-08;IRPJ/CSLL;42350,66;2025-09-09
2092;175;2025-09;ISS;55960,8;2025-10-14
2093;175;2025-10;ICMS;43332,29;2025-11-22
2094;175;2025-11;INSS;25684,51;2025-12-13
2095;175;2025-12;FGTS;53424,72;2026-01-10
2096;175;2026-01;FGTS;39470,71;2026-02-06
2097;175;2026-02;FGTS;26816,5;2026-03-22
2098;175;2026-03;IRPJ/CSLL;40781,45;2026-04-10
2099;175;2026-04;PIS/COFINS;42065,78;2026-05-14
2100;175;2026-05;FGTS;50265,13;2026-06-06
2101;176;2025-07;ISS;64569,97;2025-07-25
2102;176;2025-07;INSS;54713,15;2025-08-14
2103;176;2025-08;ICMS;43585,19;2025-09-23
2104;176;2025-09;IRPJ/CSLL;32560,72;2025-10-09
2105;176;2025-10;PIS/COFINS;16070,55;2025-11-23
2106;176;2025-11;PIS/COFINS;30696,87;2025-12-17
2107;176;2025-12;FGTS;59541,83;2026-01-11
2108;176;2026-01;PIS/COFINS;63126,98;2026-02-21
2109;176;2026-02;INSS;51443,52;2026-03-16
2110;176;2026-03;IRPJ/CSLL;50174,58;2026-04-21
2111;176;2026-04;ISS;61229,16;2026-05-16
2112;176;2026-05;FGTS;54573,36;2026-06-11
2113;177;2025-07;ICMS;59665,75;2025-07-24
2114;177;2025-07;ISS;52922,64;2025-08-19
2115;177;2025-08;ISS;53759,23;2025-09-11
2116;177;2025-09;ISS;38629,38;2025-10-21
2117;177;2025-10;FGTS;16916,14;2025-11-20
2118;177;2025-11;FGTS;51795,7;2025-12-18
2119;177;2025-12;ISS;60072,9;2026-01-11
2120;177;2026-01;INSS;48702,95;2026-02-08
2121;177;2026-02;INSS;51308,14;2026-03-13
2122;177;2026-03;ISS;40982,31;2026-04-22
2123;177;2026-04;FGTS;58616,27;2026-05-09
2124;177;2026-05;INSS;21429,9;2026-06-09
2125;178;2025-07;PIS/COFINS;33890,49;2025-07-23
2126;178;2025-07;ISS;13801,17;2025-08-15
2127;178;2025-08;INSS;41415,11;2025-09-24
2128;178;2025-09;INSS;32950,8;2025-10-10
2129;178;2025-10;PIS/COFINS;8828,25;2025-11-23
2130;178;2025-11;PIS/COFINS;64771,05;2025-12-11
2131;178;2025-12;PIS/COFINS;15737,77;2026-01-22
2132;178;2026-01;ICMS;41236,89;2026-02-10
2133;178;2026-02;FGTS;13596,98;2026-03-14
2134;178;2026-03;IRPJ/CSLL;62708,55;2026-04-22
2135;178;2026-04;ISS;2151,83;2026-05-19
2136;178;2026-05;IRPJ/CSLL;46090,4;2026-06-19
2137;179;2025-07;ICMS;63917,86;2025-07-22
2138;179;2025-07;FGTS;62040,92;2025-08-23
2139;179;2025-08;INSS;63260,03;2025-09-17
2140;179;2025-09;FGTS;32041,67;2025-10-11
2141;179;2025-10;INSS;6205,39;2025-11-19
2142;179;2025-11;ISS;17845,24;2025-12-13
2143;179;2025-12;IRPJ/CSLL;5056,57;2026-01-13
2144;179;2026-01;INSS;34139,03;2026-02-10
2145;179;2026-02;ICMS;49582,04;2026-03-12
2146;179;2026-03;INSS;64308,17;2026-04-16
2147;179;2026-04;ICMS;41389,07;2026-05-16
2148;179;2026-05;IRPJ/CSLL;8993,45;2026-06-09
2149;180;2025-07;FGTS;7371,74;2025-07-25
2150;180;2025-07;IRPJ/CSLL;35389,43;2025-08-10
2151;180;2025-08;ISS;12240,18;2025-09-15
2152;180;2025-09;FGTS;14774,65;2025-10-16
2153;180;2025-10;IRPJ/CSLL;59193,71;2025-11-23
2154;180;2025-11;ISS;60264,74;2025-12-15
2155;180;2025-12;FGTS;44638,59;2026-01-16
2156;180;2026-01;ISS;13055,44;2026-02-14
2157;180;2026-02;ICMS;21126,14;2026-03-14
2158;180;2026-03;INSS;43136,45;2026-04-15
2159;180;2026-04;IRPJ/CSLL;33802,03;2026-05-13
2160;180;2026-05;IRPJ/CSLL;50066,11;2026-06-11
2161;181;2025-07;PIS/COFINS;48689,4;2025-07-14
2162;181;2025-07;ISS;32214,0;2025-08-12
2163;181;2025-08;ICMS;63887,22;2025-09-12
2164;181;2025-09;INSS;51588,25;2025-10-22
2165;181;2025-10;INSS;13119,59;2025-11-22
2166;181;2025-11;INSS;24559,86;2025-12-15
2167;181;2025-12;IRPJ/CSLL;6385,41;2026-01-14
2168;181;2026-01;ISS;49719,85;2026-02-15
2169;181;2026-02;INSS;49590,44;2026-03-13
2170;181;2026-03;PIS/COFINS;59511,83;2026-04-19
2171;181;2026-04;ICMS;49601,23;2026-05-14
2172;181;2026-05;ISS;12031,14;2026-06-21
2173;182;2025-07;IRPJ/CSLL;40429,11;2025-07-22
2174;182;2025-07;IRPJ/CSLL;21184,78;2025-08-17
2175;182;2025-08;ISS;29526,63;2025-09-22
2176;182;2025-09;ICMS;57130,39;2025-10-14
2177;182;2025-10;INSS;30572,24;2025-11-17
2178;182;2025-11;ISS;29460,05;2025-12-11
2179;182;2025-12;INSS;16919,74;2026-01-17
2180;182;2026-01;FGTS;37497,0;2026-02-10
2181;182;2026-02;ICMS;20887,49;2026-03-20
2182;182;2026-03;ISS;60580,45;2026-04-21
2183;182;2026-04;PIS/COFINS;26533,89;2026-05-17
2184;182;2026-05;IRPJ/CSLL;49204,8;2026-06-13
2185;183;2025-07;PIS/COFINS;19749,03;2025-07-13
2186;183;2025-07;IRPJ/CSLL;43001,78;2025-08-17
2187;183;2025-08;ISS;33717,98;2025-09-14
2188;183;2025-09;INSS;22154,43;2025-10-09
2189;183;2025-10;IRPJ/CSLL;7274,94;2025-11-16
2190;183;2025-11;ISS;44538,29;2025-12-16
2191;183;2025-12;ISS;34875,23;2026-01-09
2192;183;2026-01;ICMS;55713,7;2026-02-08
2193;183;2026-02;ICMS;14697,13;2026-03-21
2194;183;2026-03;FGTS;7751,08;2026-04-20
2195;183;2026-04;PIS/COFINS;19226,69;2026-05-14
2196;183;2026-05;FGTS;53359,92;2026-06-06
2197;184;2025-07;ICMS;33193,59;2025-07-18
2198;184;2025-07;IRPJ/CSLL;6532,43;2025-08-18
2199;184;2025-08;ISS;30802,87;2025-09-19
2200;184;2025-09;IRPJ/CSLL;23133,21;2025-10-18
2201;184;2025-10;IRPJ/CSLL;44281,98;2025-11-16
2202;184;2025-11;IRPJ/CSLL;59633,26;2025-12-23
2203;184;2025-12;FGTS;64056,28;2026-01-08
2204;184;2026-01;IRPJ/CSLL;13711,08;2026-02-11
2205;184;2026-02;FGTS;31701,26;2026-03-22
2206;184;2026-03;IRPJ/CSLL;55218,2;2026-04-10
2207;184;2026-04;INSS;2280,01;2026-05-10
2208;184;2026-05;INSS;60611,61;2026-06-19
2209;185;2025-07;PIS/COFINS;40645,76;2025-07-11
2210;185;2025-07;IRPJ/CSLL;44380,14;2025-08-11
2211;185;2025-08;INSS;21029,2;2025-09-24
2212;185;2025-09;PIS/COFINS;14516,55;2025-10-18
2213;185;2025-10;PIS/COFINS;46197,19;2025-11-09
2214;185;2025-11;IRPJ/CSLL;34407,25;2025-12-22
2215;185;2025-12;ICMS;24851,11;2026-01-12
2216;185;2026-01;INSS;41896,18;2026-02-16
2217;185;2026-02;INSS;32949,48;2026-03-11
