cliente_id;codigo_cliente;regime_id;setor;uf;status
580;EMP-00580;3;Comércio;RJ;Ativo
581;EMP-00581;3;Comércio;PR;Ativo
582;EMP-00582;1;Serviços;SP;Ativo
583;EMP-00583;3;Indústria;PR;Ativo
584;EMP-00584;3;Serviços;PR;Ativo
585;EMP-00585;4;Indústria;PR;Ativo
586;EMP-00586;2;Serviços;SP;Ativo
587;EMP-00587;2;Saúde;SC;Ativo
588;EMP-00588;3;Serviços;SC;Ativo
589;EMP-00589;2;Construção;SP;Ativo
590;EMP-00590;4;Saúde;SC;Ativo
591;EMP-00591;1;Construção;PR;Ativo
592;EMP-00592;3;Indústria;PR;Ativo
593;EMP-00593;2;Comércio;MG;Ativo
594;EMP-00594;4;Comércio;PR;Ativo
595;EMP-00595;2;Comércio;RJ;Ativo
596;EMP-00596;1;Indústria;RJ;Ativo
597;EMP-00597;2;Indústria;SP;Ativo
598;EMP-00598;1;Construção;PR;Ativo
599;EMP-00599;2;Indústria;SC;Ativo
600;EMP-00600;2;Indústria;MG;Ativo
161;EMP-00161;2;Comércio;RJ;Ativo
492;EMP-00492;3;Serviços;PR;Ativo
301;EMP-00301;3;Serviços;MG;Ativo
