mensuracao_id,projeto_id,competencia,valor_realizado,saving_validado,status
MN01950,CS03625,2024-04-01,2123.4,902.14,Validado
MN01951,CS00231,2026-01-01,11735.84,1326.81,Validado
MN01952,CS02066,2025-03-01,1432.34,387.29,Pendente
MN01953,CS00318,2025-04-01,1845.8,634.39,Validado
MN01954,CS00519,2026-02-01,5422.02,2865.8,Validado
MN01955,CS01977,2024-12-01,1375.2,1738.22,Validado
MN01956,CS03501,2024-08-01,3905.56,852.3,Validado
MN01957,CS02677,2024-06-01,18154.7,1032.41,Validado
MN01958,CS02437,2024-01-01,5429.16,255.47,Validado
MN01959,CS01154,2025-10-01,5076.53,652.2,Validado
MN01960,CS00338,2024-08-01,1746.86,131.06,Validado
MN01961,CS01880,2025-05-01,3905.05,2231.25,Validado
MN01962,CS01037,2024-08-01,7469.88,1074.21,Validado
MN01963,CS01903,2024-01-01,3149.63,6168.29,Validado
MN01964,CS00608,2025-04-01,4086.09,812.56,Validado
MN01965,CS03336,2026-01-01,4211.4,755.88,Validado
MN01966,CS00147,2024-10-01,2571.34,1449.46,Validado
MN01967,CS01038,2025-10-01,6557.01,257.46,Validado
MN01968,CS01632,2026-04-01,7191.4,1031.92,Validado
MN01969,CS00920,2025-05-01,6999.31,994.58,Validado
MN01970,CS00826,2024-11-01,2972.03,403.78,Validado
MN01971,CS00275,2026-03-01,1096.36,863.13,Validado
MN01972,CS01956,2025-11-01,17919.49,2111.36,Validado
MN01973,CS02479,2026-05-01,1693.33,166.98,Validado
MN01974,CS02712,2025-06-01,6392.44,2108.53,Validado
MN01975,CS02114,2024-05-01,24403.8,4520.93,Validado
MN01976,CS01021,2025-04-01,5061.5,562.13,Validado
MN01977,CS02380,2024-02-01,2307.19,696.31,Validado
MN01978,CS03735,2026-06-01,5625.38,290.68,Rejeitado
MN01979,CS03341,2024-02-01,1307.7,393.08,Validado
MN01980,CS03585,2024-03-01,11039.98,242.25,Validado
MN01981,CS01251,2024-03-01,4532.47,2730.97,Validado
MN01982,CS01220,2025-11-01,3765.92,2366.17,Validado
MN01983,CS00208,2025-09-01,1448.67,1693.55,Validado
MN01984,CS01770,2025-08-01,10404.6,407.15,Validado
MN01985,CS02306,2026-06-01,1833.75,260.74,Validado
MN01986,CS01582,2024-01-01,5804.65,943.87,Validado
MN01987,CS02852,2026-02-01,17605.16,1377.58,Validado
MN01988,CS00518,2024-05-01,1507.95,262.81,Validado
MN01989,CS02292,2025-03-01,4773.09,1224.01,Validado
MN01990,CS01078,2025-12-01,2239.88,357.0,Validado
MN01991,CS00092,2026-06-01,2048.75,2163.85,Validado
MN01992,CS00289,2024-04-01,5286.89,748.17,Validado
MN01993,CS03088,2026-03-01,7929.72,950.21,Validado
MN01994,CS00769,2026-07-01,7674.01,348.03,Validado
MN01995,CS01106,2024-12-01,1596.33,370.16,Validado
MN01996,CS00455,2025-12-01,9126.89,261.73,Pendente
MN01997,CS02696,2025-01-01,8985.14,857.38,Validado
MN01998,CS01518,2024-03-01,829.78,640.21,Validado
MN01999,CS03744,2024-09-01,7387.2,2259.39,Validado
MN02000,CS00691,2024-06-01,2917.92,652.52,Pendente
MN02001,CS01868,2024-06-01,3024.65,1174.95,Validado
MN02002,CS03521,2026-01-01,3192.05,857.88,Validado
MN02003,CS01535,2024-10-01,6934.25,1119.7,Validado
MN02004,CS03762,2025-02-01,3076.94,3847.67,Validado
MN02005,CS03556,2025-10-01,6012.17,415.95,Validado
MN02006,CS03438,2025-07-01,3103.32,588.36,Validado
MN02007,CS00117,2024-08-01,3221.27,390.47,Validado
MN02008,CS02513,2025-07-01,7874.42,1824.21,Validado
MN02009,CS01965,2024-11-01,3754.27,210.29,Pendente
MN02010,CS03271,2025-08-01,3464.36,2538.93,Validado
MN02011,CS03204,2025-04-01,7084.3,1190.89,Pendente
MN02012,CS02173,2024-02-01,4975.83,907.46,Validado
MN02013,CS00268,2025-11-01,6455.95,515.11,Validado
MN02014,CS02962,2024-06-01,7559.97,3004.64,Validado
MN02015,CS02364,2025-01-01,8850.58,513.13,Validado
MN02016,CS02366,2024-11-01,1082.34,955.27,Validado
MN02017,CS00553,2024-04-01,1652.33,594.32,Validado
MN02018,CS01747,2025-08-01,2614.34,742.65,Pendente
MN02019,CS01672,2024-07-01,485.52,757.65,Validado
MN02020,CS02124,2025-12-01,9792.69,3352.17,Validado
MN02021,CS02763,2025-01-01,4586.66,5644.29,Validado
MN02022,CS01055,2025-10-01,14058.77,405.83,Rejeitado
MN02023,CS00872,2024-06-01,1490.53,675.72,Validado
MN02024,CS00538,2026-02-01,18727.79,15136.22,Pendente
MN02025,CS00510,2025-07-01,6665.42,1125.24,Validado
MN02026,CS01885,2026-07-01,2986.77,625.98,Validado
MN02027,CS03113,2024-08-01,1329.08,297.28,Validado
MN02028,CS01455,2026-03-01,5744.92,3115.98,Pendente
MN02029,CS02226,2026-02-01,8384.49,1363.75,Validado
MN02030,CS01322,2025-04-01,1194.7,450.66,Validado
MN02031,CS03452,2024-05-01,16369.83,319.88,Validado
MN02032,CS02081,2024-03-01,1569.18,1929.53,Pendente
MN02033,CS00795,2025-06-01,4456.27,496.98,Pendente
MN02034,CS01496,2024-08-01,3306.01,1069.6,Pendente
MN02035,CS01108,2026-04-01,2596.23,2385.87,Validado
MN02036,CS03022,2024-12-01,1316.91,885.78,Validado
MN02037,CS02761,2026-07-01,7396.05,4203.87,Validado
MN02038,CS01110,2024-05-01,922.27,3002.0,Validado
MN02039,CS03792,2025-11-01,4614.64,920.94,Validado
MN02040,CS02022,2025-11-01,4777.92,1638.98,Validado
MN02041,CS01549,2026-06-01,850.43,5063.49,Pendente
MN02042,CS02350,2025-01-01,3437.02,921.05,Validado
MN02043,CS01267,2024-09-01,5509.28,497.77,Pendente
MN02044,CS00752,2024-11-01,1839.7,181.08,Pendente
MN02045,CS03142,2026-06-01,6926.18,1041.23,Validado
MN02046,CS01760,2024-02-01,9109.95,1709.02,Validado
MN02047,CS02528,2026-05-01,12049.24,4206.28,Validado
MN02048,CS02854,2024-04-01,1333.43,500.58,Rejeitado
MN02049,CS03269,2026-05-01,2814.86,384.71,Validado
MN02050,CS00560,2024-01-01,513.52,1429.69,Pendente
MN02051,CS03557,2026-03-01,1492.54,1384.93,Validado
MN02052,CS03283,2024-04-01,2993.44,1211.23,Validado
MN02053,CS03478,2025-03-01,7482.23,1508.93,Validado
MN02054,CS02459,2024-07-01,4875.06,905.06,Validado
MN02055,CS02603,2024-10-01,4288.03,836.79,Validado
MN02056,CS01666,2025-06-01,2877.09,225.23,Validado
MN02057,CS00033,2025-06-01,2123.83,2015.73,Validado
MN02058,CS02871,2026-01-01,3342.84,1685.44,Validado
MN02059,CS03673,2024-04-01,2057.11,596.78,Validado
MN02060,CS01684,2024-04-01,1198.37,1276.17,Validado
MN02061,CS02747,2025-06-01,13224.07,1571.06,Validado
MN02062,CS00094,2025-09-01,3990.68,1210.95,Validado
MN02063,CS01419,2025-04-01,5216.77,740.05,Validado
MN02064,CS00391,2024-05-01,30430.93,125.58,Validado
MN02065,CS01714,2024-06-01,4531.18,1871.29,Validado
MN02066,CS02322,2025-01-01,14305.81,1806.12,Validado
MN02067,CS00773,2026-01-01,2534.92,1309.25,Validado
MN02068,CS03174,2026-06-01,14826.62,1081.61,Pendente
MN02069,CS00521,2025-06-01,4326.85,1747.23,Validado
MN02070,CS02337,2024-07-01,1979.18,970.93,Validado
MN02071,CS03744,2026-02-01,10183.39,1200.63,Validado
MN02072,CS00655,2025-10-01,7369.49,1516.2,Validado
MN02073,CS03653,2024-06-01,14397.82,4449.78,Validado
MN02074,CS02696,2026-03-01,4081.03,348.96,Validado
MN02075,CS02726,2025-09-01,4365.35,163.45,Validado
MN02076,CS02675,2026-02-01,28972.38,487.72,Validado
MN02077,CS00061,2026-03-01,12534.03,555.26,Validado
MN02078,CS00740,2024-05-01,2443.8,2479.58,Validado
MN02079,CS00023,2025-06-01,2801.51,1419.23,Validado
MN02080,CS00579,2024-10-01,7650.09,2166.66,Validado
MN02081,CS01600,2025-04-01,2372.98,1046.7,Validado
MN02082,CS03382,2025-06-01,3257.9,1382.96,Validado
MN02083,CS02026,2024-04-01,2119.63,475.0,Validado
MN02084,CS01754,2024-10-01,2844.65,2769.03,Validado
MN02085,CS03790,2025-10-01,9121.11,3457.29,Validado
MN02086,CS01155,2026-06-01,2202.56,8656.11,Validado
MN02087,CS01854,2024-04-01,2829.85,1153.43,Validado
MN02088,CS01822,2025-06-01,3955.22,1051.24,Validado
MN02089,CS02784,2024-05-01,6144.07,366.62,Validado
MN02090,CS00692,2025-02-01,6398.35,1402.75,Pendente
MN02091,CS01916,2024-11-01,20946.94,773.8,Validado
MN02092,CS00068,2024-05-01,22533.97,8854.42,Validado
MN02093,CS03517,2026-02-01,5924.18,722.78,Pendente
MN02094,CS00552,2025-12-01,2449.13,1532.43,Validado
MN02095,CS03709,2025-04-01,3417.05,6228.25,Rejeitado
MN02096,CS02797,2026-05-01,16345.45,1454.18,Validado
MN02097,CS00436,2024-10-01,1457.35,962.85,Validado
MN02098,CS01603,2025-11-01,4704.47,995.9,Validado
MN02099,CS01442,2024-07-01,12424.11,1494.51,Validado
MN02100,CS01086,2024-06-01,708.37,1982.73,Validado
MN02101,CS02545,2025-02-01,5180.6,1411.49,Validado
MN02102,CS00089,2026-07-01,14495.11,220.32,Validado
MN02103,CS00756,2024-07-01,7782.37,2251.51,Validado
MN02104,CS01317,2024-01-01,1930.55,549.42,Pendente
MN02105,CS02542,2025-05-01,6061.1,583.79,Validado
MN02106,CS03015,2024-09-01,2986.29,2119.3,Rejeitado
MN02107,CS01292,2025-12-01,975.37,2238.61,Rejeitado
MN02108,CS00086,2025-11-01,2995.54,1195.32,Validado
MN02109,CS03768,2025-06-01,8560.94,1617.69,Validado
MN02110,CS03729,2024-08-01,42077.82,640.05,Validado
MN02111,CS01756,2025-01-01,2479.12,907.71,Pendente
MN02112,CS02147,2025-08-01,4160.62,325.32,Validado
MN02113,CS01049,2024-12-01,17057.12,3629.59,Validado
MN02114,CS00365,2024-10-01,3281.17,1554.81,Rejeitado
MN02115,CS01409,2025-11-01,12518.37,3173.99,Validado
MN02116,CS02759,2024-12-01,1732.88,873.41,Rejeitado
MN02117,CS01273,2025-12-01,13044.29,1703.75,Validado
MN02118,CS00709,2024-09-01,3332.48,4067.41,Validado
MN02119,CS00942,2025-09-01,6366.47,1046.49,Validado
MN02120,CS00536,2024-04-01,514.0,815.67,Validado
MN02121,CS00470,2025-03-01,988.86,2313.6,Validado
MN02122,CS03390,2025-02-01,3820.88,1447.82,Validado
MN02123,CS02674,2026-04-01,2610.28,791.78,Validado
MN02124,CS02022,2024-04-01,5375.04,315.32,Validado
MN02125,CS00533,2024-01-01,5859.53,1279.61,Validado
MN02126,CS03410,2026-04-01,1878.56,350.61,Validado
MN02127,CS01301,2024-04-01,23771.26,1327.81,Pendente
MN02128,CS00639,2024-03-01,2723.78,1053.27,Pendente
MN02129,CS00882,2024-04-01,3226.46,462.3,Validado
MN02130,CS00499,2026-02-01,2354.22,483.74,Validado
MN02131,CS03481,2024-02-01,12081.2,627.03,Validado
MN02132,CS01421,2026-02-01,10821.78,216.69,Validado
MN02133,CS03572,2024-08-01,1717.69,2224.57,Validado
MN02134,CS03403,2025-05-01,6305.87,1593.66,Validado
MN02135,CS00644,2024-02-01,5602.78,159.09,Validado
MN02136,CS00250,2024-01-01,1204.64,223.96,Validado
MN02137,CS03699,2025-11-01,5030.34,2431.64,Validado
MN02138,CS01847,2024-06-01,11189.84,358.25,Validado
MN02139,CS00939,2026-01-01,730.63,271.25,Validado
MN02140,CS00522,2026-06-01,1333.5,2926.22,Validado
MN02141,CS02117,2024-07-01,12087.94,1035.92,Validado
MN02142,CS02723,2024-12-01,2441.93,2373.89,Validado
MN02143,CS02911,2026-04-01,23498.64,737.78,Validado
MN02144,CS01997,2025-01-01,3937.74,1808.63,Validado
MN02145,CS03014,2026-05-01,1678.91,641.98,Pendente
MN02146,CS00759,2024-05-01,115388.01,216.38,Validado
MN02147,CS02835,2026-06-01,9090.7,1002.5,Validado
MN02148,CS01420,2025-12-01,5210.91,416.86,Validado
MN02149,CS03172,2024-05-01,26865.6,625.62,Validado
MN02150,CS02748,2025-02-01,8045.96,849.24,Validado
MN02151,CS02327,2025-07-01,15745.27,254.76,Pendente
MN02152,CS03535,2024-08-01,11016.97,717.07,Validado
MN02153,CS03085,2024-06-01,1777.88,486.98,Pendente
MN02154,CS02164,2026-01-01,5282.13,618.54,Validado
MN02155,CS01631,2026-02-01,4334.74,1456.95,Validado
MN02156,CS01340,2025-01-01,6414.78,368.58,Validado
MN02157,CS01784,2025-09-01,2016.59,228.31,Validado
MN02158,CS03462,2026-04-01,1283.08,750.08,Validado
MN02159,CS03723,2024-03-01,12746.72,2306.57,Validado
MN02160,CS03079,2025-05-01,21036.53,994.68,Validado
MN02161,CS00636,2025-05-01,8408.54,1085.87,Validado
MN02162,CS02047,2025-05-01,3086.19,907.78,Validado
MN02163,CS02241,2025-11-01,22128.18,887.4,Validado
MN02164,CS01648,2024-02-01,625.82,574.24,Validado
MN02165,CS00204,2024-08-01,4215.4,1810.08,Validado
MN02166,CS00838,2025-06-01,9229.71,338.18,Validado
MN02167,CS02060,2026-06-01,5951.72,144.85,Validado
MN02168,CS00153,2026-01-01,8728.87,701.94,Validado
MN02169,CS03317,2025-10-01,3726.41,3993.47,Validado
MN02170,CS02421,2026-05-01,6057.41,1137.53,Validado
MN02171,CS00329,2024-04-01,4336.1,1575.23,Validado
MN02172,CS00383,2026-03-01,2351.78,1709.17,Pendente
MN02173,CS03680,2026-04-01,3543.35,906.77,Rejeitado
MN02174,CS03727,2025-06-01,23325.44,2295.48,Validado
MN02175,CS03323,2025-12-01,3248.2,635.85,Validado
MN02176,CS01887,2025-04-01,11585.2,1239.13,Pendente
MN02177,CS00617,2025-09-01,5237.78,801.07,Validado
MN02178,CS01490,2024-09-01,14276.21,527.64,Validado
MN02179,CS01763,2026-02-01,1950.08,760.93,Validado
MN02180,CS03003,2026-03-01,9830.52,1088.89,Validado
MN02181,CS00021,2025-06-01,2852.18,322.85,Pendente
MN02182,CS00634,2025-05-01,6327.46,314.07,Validado
MN02183,CS00089,2025-02-01,20584.4,1536.86,Validado
MN02184,CS02651,2024-06-01,14987.66,830.66,Validado
MN02185,CS01849,2024-09-01,5880.39,671.5,Validado
MN02186,CS03258,2025-07-01,8180.15,1085.92,Validado
MN02187,CS03546,2024-03-01,3444.94,1162.63,Rejeitado
MN02188,CS00810,2024-06-01,8917.02,4588.71,Validado
MN02189,CS00804,2024-01-01,2003.99,980.4,Validado
MN02190,CS00944,2025-05-01,1486.77,436.79,Validado
MN02191,CS03001,2025-08-01,15437.74,549.02,Validado
MN02192,CS00572,2024-10-01,5022.97,858.89,Validado
MN02193,CS03272,2026-06-01,5890.17,568.72,Validado
MN02194,CS02585,2025-09-01,9313.24,976.08,Validado
MN02195,CS00242,2026-07-01,2452.53,280.26,Validado
MN02196,CS02790,2024-10-01,4511.57,932.92,Validado
MN02197,CS03750,2025-08-01,5818.22,108.79,Validado
MN02198,CS01718,2026-02-01,12574.2,437.32,Validado
MN02199,CS02844,2026-07-01,5934.39,2245.73,Validado
MN02200,CS03436,2026-03-01,1774.56,472.16,Validado
MN02201,CS03469,2026-02-01,15070.9,852.73,Validado
MN02202,CS03241,2026-05-01,3504.5,535.16,Validado
MN02203,CS00748,2026-06-01,1298.16,1645.18,Validado
MN02204,CS00466,2024-07-01,2852.12,187.14,Validado
MN02205,CS02482,2025-05-01,2506.39,4013.32,Validado
MN02206,CS03346,2026-07-01,4247.93,2086.79,Validado
MN02207,CS01115,2026-02-01,1330.05,4158.44,Validado
MN02208,CS00101,2024-02-01,15793.53,322.89,Validado
MN02209,CS00743,2025-09-01,8096.28,5010.95,Validado
MN02210,CS02221,2025-01-01,4931.72,1362.64,Pendente
MN02211,CS01026,2025-09-01,23016.44,803.48,Validado
MN02212,CS02433,2025-04-01,894.31,921.66,Validado
MN02213,CS03150,2024-03-01,973.53,482.21,Pendente
MN02214,CS02074,2026-04-01,2971.5,4980.46,Validado
MN02215,CS00963,2024-07-01,3385.63,396.04,Validado
MN02216,CS01943,2024-11-01,16425.77,2281.29,Validado
MN02217,CS02894,2024-03-01,1332.62,1345.02,Validado
MN02218,CS01780,2025-02-01,16130.45,1743.12,Validado
MN02219,CS02970,2024-06-01,1470.32,1456.58,Validado
MN02220,CS03177,2024-11-01,8809.26,598.47,Pendente
MN02221,CS03684,2026-07-01,2193.6,646.31,Validado
MN02222,CS01473,2026-03-01,3521.95,322.65,Pendente
MN02223,CS02909,2026-03-01,9765.58,5566.95,Validado
MN02224,CS02313,2025-03-01,1975.66,651.27,Validado
MN02225,CS00769,2025-05-01,13663.55,1026.66,Validado
MN02226,CS01364,2026-02-01,6579.25,1994.4,Validado
MN02227,CS02226,2025-09-01,2590.39,542.14,Validado
MN02228,CS00801,2025-01-01,4439.19,199.94,Pendente
MN02229,CS03759,2025-09-01,9751.46,3230.66,Validado
MN02230,CS00780,2024-12-01,4674.65,732.38,Validado
MN02231,CS01223,2025-08-01,4713.34,2353.76,Pendente
MN02232,CS01244,2025-04-01,2546.88,910.39,Validado
MN02233,CS03394,2024-09-01,1134.76,196.67,Validado
MN02234,CS01318,2025-06-01,2902.89,575.55,Validado
MN02235,CS00060,2025-11-01,18614.8,740.53,Rejeitado
MN02236,CS01519,2026-05-01,6825.64,2291.89,Validado
MN02237,CS02656,2025-02-01,6722.38,678.77,Validado
MN02238,CS00600,2026-06-01,5800.55,10239.33,Pendente
MN02239,CS01138,2025-09-01,3030.26,1028.11,Validado
MN02240,CS03104,2026-04-01,51171.16,2752.68,Pendente
MN02241,CS00085,2026-01-01,1442.27,2050.48,Validado
MN02242,CS03104,2025-05-01,5971.07,279.82,Validado
MN02243,CS01012,2024-10-01,7990.61,1596.94,Validado
MN02244,CS00776,2024-01-01,3588.99,3290.9,Validado
MN02245,CS00677,2024-05-01,23291.05,2413.74,Validado
MN02246,CS02049,2025-07-01,3928.27,1914.44,Validado
MN02247,CS01240,2026-03-01,1848.01,336.86,Validado
MN02248,CS02187,2025-08-01,14293.65,2547.41,Validado
MN02249,CS02887,2025-03-01,3674.24,285.2,Validado
MN02250,CS00593,2024-05-01,27256.66,585.2,Pendente
MN02251,CS00151,2026-03-01,8518.51,1929.02,Validado
MN02252,CS03482,2025-01-01,6033.87,1287.75,Validado
MN02253,CS01764,2026-02-01,3010.64,435.95,Validado
MN02254,CS00155,2026-03-01,7144.86,1234.13,Validado
MN02255,CS02451,2026-05-01,4470.97,1762.03,Validado
MN02256,CS02492,2025-06-01,6399.92,1070.83,Validado
MN02257,CS00716,2024-04-01,6019.26,643.87,Validado
MN02258,CS00380,2025-01-01,4198.21,1075.52,Validado
MN02259,CS00448,2025-12-01,12118.1,9220.59,Validado
MN02260,CS02522,2024-11-01,1618.92,1338.57,Validado
MN02261,CS03597,2025-01-01,3486.02,391.89,Validado
MN02262,CS02256,2026-01-01,6087.14,2395.91,Validado
MN02263,CS02936,2025-12-01,10833.39,427.5,Validado
MN02264,CS02004,2024-08-01,10021.07,528.41,Validado
MN02265,CS02672,2026-05-01,6057.12,445.8,Validado
MN02266,CS02255,2025-03-01,11027.32,829.38,Validado
MN02267,CS01263,2024-07-01,11992.8,1742.2,Validado
MN02268,CS01044,2025-01-01,3513.14,1998.77,Pendente
MN02269,CS02811,2024-01-01,489.77,892.08,Validado
MN02270,CS00921,2025-04-01,14587.62,1885.24,Validado
MN02271,CS01697,2026-04-01,5804.34,805.8,Pendente
MN02272,CS02514,2024-09-01,1439.59,1257.51,Validado
MN02273,CS03433,2025-08-01,1805.36,1274.43,Pendente
MN02274,CS02500,2026-01-01,8270.43,1729.15,Validado
MN02275,CS01114,2024-04-01,9603.68,17211.53,Validado
MN02276,CS01323,2024-12-01,2161.02,1816.8,Pendente
MN02277,CS00102,2026-07-01,9061.85,1087.71,Validado
MN02278,CS01749,2025-04-01,7000.1,1706.79,Validado
MN02279,CS02563,2024-10-01,3253.28,2630.51,Validado
MN02280,CS02684,2026-06-01,2524.51,283.42,Validado
MN02281,CS00375,2024-03-01,10512.2,1444.62,Validado
MN02282,CS03097,2025-09-01,806.56,1855.58,Validado
MN02283,CS02006,2024-09-01,7570.88,1333.01,Validado
MN02284,CS02459,2026-02-01,6755.14,939.43,Rejeitado
MN02285,CS03321,2026-04-01,6783.92,1571.88,Validado
MN02286,CS00755,2024-11-01,12687.4,819.8,Validado
MN02287,CS01457,2024-03-01,2436.02,1669.74,Validado
MN02288,CS03545,2025-12-01,5343.13,370.54,Validado
MN02289,CS01527,2024-04-01,6972.09,1507.62,Validado
MN02290,CS02106,2024-03-01,6444.14,1379.79,Validado
MN02291,CS00190,2024-04-01,3742.03,3766.54,Validado
MN02292,CS03614,2024-02-01,1686.98,960.84,Validado
MN02293,CS00864,2025-11-01,16637.77,579.14,Validado
MN02294,CS03059,2025-12-01,6169.71,2170.23,Validado
MN02295,CS01370,2026-07-01,8836.06,636.02,Validado
MN02296,CS01748,2025-11-01,9419.39,840.09,Validado
MN02297,CS01004,2025-03-01,5008.25,3112.4,Validado
MN02298,CS01619,2025-10-01,3055.89,619.33,Validado
MN02299,CS02449,2024-10-01,27865.32,773.15,Validado
MN02300,CS02355,2024-04-01,3749.67,1489.11,Validado
MN02301,CS01275,2026-06-01,4739.45,62.01,Validado
MN02302,CS02484,2026-07-01,1903.72,507.43,Validado
MN02303,CS03221,2024-08-01,1570.22,1014.74,Validado
MN02304,CS03235,2024-08-01,23731.37,474.15,Validado
MN02305,CS01523,2024-10-01,6265.63,543.45,Validado
MN02306,CS03579,2024-08-01,4947.49,1002.55,Validado
MN02307,CS01881,2024-02-01,4644.58,3055.17,Validado
MN02308,CS01967,2026-03-01,2953.46,854.0,Validado
MN02309,CS02364,2024-07-01,4869.6,313.89,Validado
MN02310,CS01843,2026-06-01,961.3,784.62,Validado
MN02311,CS01328,2025-04-01,6023.06,1635.06,Validado
MN02312,CS01786,2024-10-01,4229.16,972.67,Validado
MN02313,CS00449,2024-06-01,7590.93,1308.51,Validado
MN02314,CS02371,2024-07-01,14702.28,623.36,Pendente
MN02315,CS02015,2025-08-01,16437.68,653.61,Validado
MN02316,CS03489,2025-09-01,2586.6,1834.56,Validado
MN02317,CS01984,2024-05-01,16541.27,617.91,Validado
MN02318,CS03036,2024-10-01,2506.82,21299.89,Validado
MN02319,CS00872,2025-04-01,7880.61,436.83,Validado
MN02320,CS01204,2025-06-01,9677.66,3293.07,Validado
MN02321,CS01504,2024-07-01,11791.34,2127.05,Validado
MN02322,CS03634,2024-05-01,4909.98,360.17,Validado
MN02323,CS00294,2026-03-01,2740.57,1074.6,Validado
MN02324,CS02726,2026-03-01,3752.01,424.59,Pendente
MN02325,CS01868,2026-06-01,7216.42,1047.45,Validado
MN02326,CS03577,2025-08-01,17743.57,1632.25,Validado
MN02327,CS01216,2026-06-01,476.24,1294.36,Validado
MN02328,CS02621,2025-10-01,2708.09,235.57,Validado
MN02329,CS01510,2026-07-01,5717.57,526.25,Validado
MN02330,CS01578,2024-12-01,13627.8,1170.43,Validado
MN02331,CS02886,2025-09-01,13284.25,589.39,Validado
MN02332,CS03315,2025-01-01,9914.46,4759.95,Validado
MN02333,CS00920,2025-09-01,2529.62,572.23,Validado
MN02334,CS01099,2025-05-01,2676.91,2102.3,Validado
MN02335,CS03189,2025-11-01,4500.36,2590.12,Validado
MN02336,CS03604,2024-06-01,4630.62,1128.61,Validado
MN02337,CS01056,2025-06-01,1671.7,591.29,Pendente
MN02338,CS02744,2024-02-01,6849.45,365.93,Validado
MN02339,CS00763,2024-04-01,3861.36,113.56,Validado
MN02340,CS01342,2025-05-01,11646.02,3410.18,Validado
MN02341,CS01090,2025-11-01,1111.08,946.57,Validado
MN02342,CS01782,2024-08-01,2499.51,202.41,Validado
MN02343,CS00548,2025-05-01,2391.05,377.36,Validado
MN02344,CS02027,2024-07-01,11940.95,712.02,Validado
MN02345,CS00168,2025-11-01,11940.3,1863.89,Pendente
MN02346,CS03354,2026-01-01,5843.59,642.51,Pendente
MN02347,CS01329,2024-02-01,5138.6,1151.07,Validado
MN02348,CS00082,2026-07-01,4343.04,1344.05,Pendente
MN02349,CS02329,2025-06-01,4578.24,953.98,Pendente
MN02350,CS01408,2025-02-01,5637.69,1328.51,Validado
MN02351,CS03579,2024-07-01,17582.43,926.22,Pendente
MN02352,CS00061,2024-10-01,22238.35,410.08,Validado
MN02353,CS02737,2025-10-01,1177.66,373.25,Pendente
MN02354,CS01286,2025-05-01,1291.34,1136.89,Validado
MN02355,CS01224,2026-04-01,9747.98,1659.9,Validado
MN02356,CS03768,2025-10-01,5403.3,1046.65,Validado
MN02357,CS00334,2024-06-01,6467.67,2988.3,Validado
MN02358,CS01446,2025-04-01,1967.52,529.79,Validado
MN02359,CS00036,2026-07-01,8133.22,550.99,Validado
MN02360,CS02354,2024-05-01,2792.49,633.8,Validado
MN02361,CS02793,2026-06-01,2880.34,604.79,Validado
MN02362,CS02346,2024-08-01,696.24,1812.08,Pendente
MN02363,CS02863,2025-08-01,25897.54,397.42,Rejeitado
MN02364,CS00268,2026-01-01,5388.04,1649.62,Validado
MN02365,CS00747,2026-02-01,10283.82,1365.7,Validado
MN02366,CS00320,2025-05-01,6938.55,659.68,Validado
MN02367,CS00550,2026-06-01,10809.2,153.09,Validado
MN02368,CS03280,2025-11-01,5049.99,1256.66,Validado
MN02369,CS03736,2024-05-01,1677.4,57.62,Validado
MN02370,CS02704,2025-04-01,1913.13,1431.51,Validado
MN02371,CS00479,2026-04-01,3410.95,786.13,Validado
MN02372,CS02579,2024-03-01,7047.14,1758.64,Validado
MN02373,CS03788,2025-11-01,5114.28,365.8,Validado
MN02374,CS03800,2026-03-01,8252.66,641.55,Validado
MN02375,CS01387,2024-04-01,7828.59,939.19,Validado
MN02376,CS00901,2024-05-01,7743.96,373.5,Validado
MN02377,CS01856,2026-02-01,9561.65,1986.56,Validado
MN02378,CS01294,2025-07-01,10473.43,2649.35,Validado
MN02379,CS01725,2025-05-01,16890.35,518.19,Validado
MN02380,CS01596,2024-11-01,10471.35,333.85,Validado
MN02381,CS03237,2024-07-01,4742.12,607.47,Validado
MN02382,CS02207,2024-07-01,4445.84,488.82,Validado
MN02383,CS02149,2025-08-01,35016.2,447.1,Validado
MN02384,CS01529,2026-06-01,28877.21,220.3,Pendente
MN02385,CS03198,2026-06-01,7066.28,2043.02,Rejeitado
MN02386,CS03281,2025-12-01,9494.8,1338.36,Validado
MN02387,CS02155,2026-07-01,20264.29,347.25,Validado
MN02388,CS03681,2026-02-01,3238.42,793.32,Pendente
MN02389,CS00440,2026-06-01,5874.19,1416.05,Validado
MN02390,CS00592,2024-10-01,4702.71,682.75,Validado
MN02391,CS01825,2025-12-01,12220.94,1549.09,Validado
MN02392,CS02653,2025-07-01,2623.49,2198.8,Validado
MN02393,CS01427,2024-11-01,23088.0,932.14,Validado
MN02394,CS00246,2024-02-01,4289.75,1642.48,Validado
MN02395,CS01435,2026-06-01,1503.79,1684.03,Validado
MN02396,CS02234,2026-07-01,6221.05,1450.26,Validado
MN02397,CS01524,2024-03-01,1083.37,1741.35,Validado
MN02398,CS03478,2025-07-01,2041.18,1550.97,Validado
MN02399,CS03055,2024-07-01,7709.24,1756.6,Validado
MN02400,CS00123,2026-05-01,7310.25,3476.43,Pendente
MN02401,CS02502,2026-04-01,2275.95,558.44,Validado
MN02402,CS01520,2026-07-01,6808.21,3291.73,Validado
MN02403,CS00918,2026-05-01,4901.66,814.28,Validado
MN02404,CS03515,2024-01-01,20742.7,816.28,Validado
