pedido_id,fornecedor_id,comprador_id,data_pedido,valor,prazo_dias,entregue_no_prazo
PC02373,FO0018,CB028,2024-04-12,2469.37,9,1
PC02374,FO0255,CB017,2026-01-27,2212.21,35,0
PC02375,FO0121,CB008,2025-03-02,3263.18,8,1
PC02376,FO0101,CB006,2024-04-01,818.01,3,1
PC02377,FO0093,CB023,2025-01-12,3627.67,55,1
PC02378,FO0109,CB034,2024-03-19,699.42,54,1
PC02379,FO0184,CB006,2024-03-04,4534.57,56,1
PC02380,FO0307,CB007,2026-03-04,4698.12,26,1
PC02381,FO0002,CB005,2025-05-13,1920.58,35,0
PC02382,FO0024,CB019,2024-07-13,5010.66,42,1
PC02383,FO0047,CB015,2024-03-23,1999.18,14,1
PC02384,FO0150,CB027,2024-08-28,4101.64,13,0
PC02385,FO0127,CB023,2024-07-06,1911.3,3,1
PC02386,FO0076,CB024,2025-08-23,1125.73,7,1
PC02387,FO0260,CB020,2024-08-16,3155.82,50,1
PC02388,FO0263,CB040,2024-10-20,1922.0,18,1
PC02389,FO0155,CB026,2025-08-25,5898.89,46,1
PC02390,FO0016,CB021,2024-03-23,16785.75,9,1
PC02391,FO0120,CB021,2025-02-03,832.59,41,0
PC02392,FO0099,CB012,2026-01-21,3477.22,7,1
PC02393,FO0005,CB037,2026-03-07,20444.25,42,1
PC02394,FO0263,CB008,2025-02-17,1170.74,7,1
PC02395,FO0140,CB031,2024-04-25,24794.95,22,0
PC02396,FO0225,CB011,2024-08-28,3236.4,26,1
PC02397,FO0208,CB014,2025-10-19,5328.01,16,0
PC02398,FO0232,CB031,2025-03-13,1465.59,49,1
PC02399,FO0291,CB009,2025-01-12,8707.51,5,1
PC02400,FO0038,CB001,2025-04-11,7517.51,16,1
PC02401,FO0266,CB018,2026-03-01,2229.92,26,1
PC02402,FO0306,CB035,2025-07-27,1038.92,10,1
PC02403,FO0012,CB029,2026-05-07,495.02,31,1
PC02404,FO0227,CB016,2024-08-29,382.74,57,1
PC02405,FO0203,CB006,2026-04-26,2521.32,10,1
PC02406,FO0209,CB026,2025-03-10,3985.08,21,1
PC02407,FO0193,CB011,2024-03-23,461.04,2,1
PC02408,FO0120,CB040,2026-01-29,4319.19,10,0
PC02409,FO0234,CB015,2025-04-06,7704.96,5,1
PC02410,FO0269,CB013,2026-03-30,1420.93,17,1
PC02411,FO0177,CB025,2024-08-05,862.52,52,1
PC02412,FO0236,CB003,2024-04-09,8407.79,47,1
PC02413,FO0218,CB028,2024-11-11,1028.49,6,1
PC02414,FO0315,CB036,2026-06-26,17887.82,15,1
PC02415,FO0217,CB011,2024-04-27,957.89,56,1
PC02416,FO0259,CB006,2024-07-21,967.69,11,1
PC02417,FO0214,CB024,2024-02-02,6237.88,34,0
PC02418,FO0271,CB033,2026-06-24,2066.62,57,1
PC02419,FO0191,CB011,2025-11-02,4126.46,38,1
PC02420,FO0128,CB006,2024-08-21,8326.75,34,1
PC02421,FO0205,CB024,2024-06-19,8327.73,11,1
PC02422,FO0007,CB005,2024-07-15,2606.61,39,1
PC02423,FO0075,CB006,2024-04-15,1534.63,43,1
PC02424,FO0093,CB028,2024-12-09,619.11,59,0
PC02425,FO0022,CB035,2024-07-20,2557.56,57,1
PC02426,FO0316,CB007,2026-01-05,1022.36,59,1
PC02427,FO0187,CB024,2026-07-26,1732.74,55,1
PC02428,FO0113,CB028,2024-05-15,10557.17,6,1
PC02429,FO0112,CB037,2025-03-16,11837.0,51,0
PC02430,FO0264,CB024,2024-02-19,3237.36,11,1
PC02431,FO0148,CB015,2025-12-29,7788.57,21,1
PC02432,FO0266,CB009,2024-03-22,4003.41,46,0
PC02433,FO0151,CB039,2025-07-25,1976.1,26,1
PC02434,FO0095,CB003,2025-06-08,893.45,20,1
PC02435,FO0188,CB008,2025-05-06,23583.04,51,1
PC02436,FO0071,CB012,2025-06-10,2676.93,40,1
PC02437,FO0156,CB037,2025-02-05,1288.44,16,1
PC02438,FO0097,CB001,2025-12-11,1425.78,9,1
PC02439,FO0190,CB011,2026-04-08,8591.08,56,1
PC02440,FO0057,CB035,2025-04-29,1999.23,50,1
PC02441,FO0010,CB004,2025-06-12,2653.57,13,1
PC02442,FO0190,CB008,2025-11-21,2160.51,8,1
PC02443,FO0071,CB007,2025-02-23,1051.46,12,0
PC02444,FO0207,CB004,2024-05-26,758.0,20,0
PC02445,FO0138,CB017,2024-11-11,3411.34,54,1
PC02446,FO0024,CB005,2024-01-16,6012.75,16,1
PC02447,FO0005,CB014,2024-07-16,423.57,30,1
PC02448,FO0121,CB009,2025-08-11,183.18,11,1
PC02449,FO0080,CB020,2026-06-26,8381.38,34,1
PC02450,FO0066,CB021,2025-04-16,5333.94,17,1
PC02451,FO0130,CB034,2025-12-31,39705.05,4,0
PC02452,FO0110,CB021,2025-07-05,2563.12,35,1
PC02453,FO0007,CB021,2025-12-03,5005.89,39,1
PC02454,FO0237,CB006,2026-05-08,2267.22,33,1
PC02455,FO0317,CB037,2024-05-08,3874.88,59,0
PC02456,FO0160,CB018,2024-12-20,1439.46,9,1
PC02457,FO0142,CB033,2024-10-30,3107.16,38,1
PC02458,FO0142,CB008,2026-02-02,2659.59,51,0
PC02459,FO0242,CB031,2024-01-19,4345.02,35,1
PC02460,FO0092,CB008,2025-12-19,2510.45,9,1
PC02461,FO0204,CB035,2024-09-26,439.4,21,1
PC02462,FO0207,CB022,2025-02-03,1935.5,40,1
PC02463,FO0037,CB040,2024-12-30,3596.01,47,1
PC02464,FO0184,CB003,2024-08-24,1338.68,4,1
PC02465,FO0198,CB025,2024-07-02,4296.03,9,1
PC02466,FO0036,CB035,2024-01-14,3197.16,23,1
PC02467,FO0209,CB036,2026-07-15,7873.59,43,1
PC02468,FO0062,CB025,2025-08-14,4463.33,17,0
PC02469,FO0012,CB035,2025-12-01,2107.85,21,0
PC02470,FO0109,CB002,2025-12-24,900.93,27,1
PC02471,FO0043,CB025,2024-05-15,2037.85,39,1
PC02472,FO0261,CB023,2025-01-07,2098.13,50,1
PC02473,FO0230,CB028,2026-07-13,4951.21,16,1
PC02474,FO0208,CB039,2024-06-13,15185.92,57,0
PC02475,FO0139,CB008,2025-04-11,6751.72,33,0
PC02476,FO0269,CB025,2026-03-27,960.44,58,0
PC02477,FO0237,CB005,2026-03-29,1354.21,7,0
PC02478,FO0271,CB007,2025-11-15,15672.07,40,1
PC02479,FO0267,CB031,2026-07-04,2089.39,5,1
PC02480,FO0218,CB030,2024-10-18,2587.75,44,0
PC02481,FO0275,CB015,2026-05-29,1588.13,12,1
PC02482,FO0137,CB001,2026-07-30,1369.21,15,1
PC02483,FO0253,CB017,2025-08-21,8177.88,46,1
PC02484,FO0312,CB033,2024-12-05,2101.04,11,0
PC02485,FO0126,CB002,2025-05-18,5564.91,41,0
PC02486,FO0055,CB015,2025-07-31,922.78,34,1
PC02487,FO0064,CB029,2024-03-03,662.42,46,1
PC02488,FO0298,CB005,2025-11-27,1010.94,25,0
PC02489,FO0161,CB022,2026-02-03,1408.58,40,1
PC02490,FO0119,CB023,2024-12-31,4638.95,48,1
PC02491,FO0161,CB022,2026-01-19,2606.72,26,1
PC02492,FO0271,CB026,2025-06-19,623.71,33,1
PC02493,FO0251,CB024,2024-06-08,1031.31,28,1
PC02494,FO0259,CB027,2025-04-08,4831.07,26,1
PC02495,FO0108,CB031,2024-09-26,3124.26,57,1
PC02496,FO0109,CB013,2026-02-22,2925.15,38,1
PC02497,FO0018,CB002,2025-04-02,4449.02,30,1
PC02498,FO0170,CB012,2025-12-26,5702.85,27,1
PC02499,FO0032,CB032,2024-04-13,1701.89,9,0
PC02500,FO0205,CB034,2025-11-10,6162.76,57,1
PC02501,FO0249,CB012,2025-05-11,707.49,17,1
PC02502,FO0155,CB037,2025-09-20,8308.14,24,0
PC02503,FO0276,CB004,2025-06-01,584.93,33,1
PC02504,FO0057,CB032,2025-09-16,4535.23,38,0
PC02505,FO0275,CB036,2024-03-17,6342.03,2,1
PC02506,FO0094,CB006,2025-08-29,6833.0,38,1
PC02507,FO0113,CB015,2024-01-31,1591.69,31,0
PC02508,FO0057,CB040,2026-03-11,1489.79,23,1
PC02509,FO0104,CB026,2025-02-17,1159.85,7,1
PC02510,FO0101,CB019,2024-04-20,3029.56,27,1
PC02511,FO0079,CB028,2025-09-26,12142.44,35,1
PC02512,FO0099,CB003,2026-06-03,5237.09,7,1
PC02513,FO0164,CB030,2026-01-31,5462.7,42,1
PC02514,FO0123,CB021,2024-07-30,3620.0,11,1
PC02515,FO0282,CB008,2024-01-24,2392.5,10,1
PC02516,FO0016,CB029,2025-09-29,2948.28,57,0
PC02517,FO0162,CB004,2025-03-31,2509.02,22,1
PC02518,FO0028,CB001,2024-12-21,31010.46,16,1
PC02519,FO0281,CB015,2025-03-10,1415.67,31,1
PC02520,FO0167,CB023,2024-10-16,5685.27,41,1
PC02521,FO0180,CB014,2025-01-30,500.62,22,1
PC02522,FO0181,CB027,2024-04-11,1343.91,40,1
PC02523,FO0314,CB020,2026-03-12,1235.2,56,1
PC02524,FO0281,CB001,2025-03-22,2460.86,34,1
PC02525,FO0263,CB009,2025-04-22,2532.5,20,1
PC02526,FO0125,CB033,2025-05-28,1899.04,51,1
PC02527,FO0293,CB002,2025-07-04,6109.67,38,1
PC02528,FO0169,CB006,2024-11-06,1974.51,59,1
PC02529,FO0199,CB024,2025-06-15,11486.58,27,1
PC02530,FO0232,CB006,2024-05-22,777.53,56,1
PC02531,FO0041,CB024,2025-06-05,707.35,50,1
PC02532,FO0222,CB008,2024-01-30,753.71,42,1
PC02533,FO0180,CB026,2026-05-20,1536.76,42,1
PC02534,FO0060,CB020,2024-09-19,4671.08,35,1
PC02535,FO0165,CB002,2024-01-04,1282.78,43,1
PC02536,FO0112,CB007,2026-06-27,7963.82,45,1
PC02537,FO0260,CB028,2025-12-09,17892.33,7,1
PC02538,FO0079,CB032,2024-12-14,3473.62,2,1
PC02539,FO0048,CB031,2025-11-24,6905.52,36,0
PC02540,FO0253,CB005,2024-01-15,835.34,13,1
PC02541,FO0105,CB015,2025-04-22,3192.33,13,1
PC02542,FO0162,CB029,2024-08-26,6787.74,4,1
PC02543,FO0118,CB017,2025-05-17,2875.61,5,1
PC02544,FO0267,CB010,2026-01-17,359.7,11,1
PC02545,FO0290,CB020,2025-06-24,1123.03,43,1
PC02546,FO0125,CB039,2025-03-06,2312.08,59,1
PC02547,FO0045,CB002,2025-05-31,691.93,24,1
PC02548,FO0219,CB039,2024-03-06,8422.64,51,1
PC02549,FO0081,CB032,2024-08-26,483.07,40,0
PC02550,FO0127,CB032,2024-11-25,3068.12,53,1
PC02551,FO0044,CB039,2024-12-21,1549.31,43,1
PC02552,FO0221,CB023,2024-04-22,3666.33,53,1
PC02553,FO0268,CB029,2025-02-18,1802.96,34,1
PC02554,FO0252,CB032,2025-02-26,4095.22,12,1
PC02555,FO0298,CB017,2024-12-10,844.22,46,1
PC02556,FO0151,CB009,2025-12-17,3528.67,57,0
PC02557,FO0245,CB021,2024-09-19,596.78,38,1
PC02558,FO0078,CB019,2024-06-10,988.41,44,1
PC02559,FO0199,CB033,2025-06-14,539.35,51,1
PC02560,FO0222,CB019,2025-02-02,2755.55,33,1
PC02561,FO0148,CB026,2026-03-22,1198.26,49,1
PC02562,FO0084,CB005,2025-07-07,11009.3,19,0
PC02563,FO0084,CB037,2025-09-23,497.75,40,1
PC02564,FO0118,CB020,2024-10-14,8367.32,43,1
PC02565,FO0037,CB034,2024-11-25,812.04,56,1
PC02566,FO0126,CB022,2024-06-14,1136.11,13,1
PC02567,FO0317,CB014,2024-09-11,901.4,10,0
PC02568,FO0076,CB013,2025-01-13,1999.78,56,0
PC02569,FO0258,CB016,2024-05-02,1564.34,54,1
PC02570,FO0086,CB008,2024-05-24,3715.15,12,0
PC02571,FO0052,CB028,2025-01-28,3301.16,29,1
PC02572,FO0319,CB030,2026-03-19,462.05,5,1
PC02573,FO0277,CB006,2025-02-23,2074.6,26,0
PC02574,FO0049,CB012,2026-07-28,10200.4,34,1
PC02575,FO0032,CB022,2026-01-12,1914.26,16,1
PC02576,FO0266,CB020,2024-04-16,6344.01,52,1
PC02577,FO0057,CB013,2024-05-22,2688.52,23,1
PC02578,FO0199,CB022,2025-03-26,4098.11,49,1
PC02579,FO0022,CB003,2026-06-30,5033.12,20,1
PC02580,FO0065,CB038,2025-09-21,6655.61,25,1
PC02581,FO0057,CB016,2026-06-04,1780.89,26,1
PC02582,FO0126,CB031,2025-06-19,6534.75,54,1
PC02583,FO0306,CB019,2024-03-18,14406.35,47,1
PC02584,FO0074,CB001,2025-10-21,4441.97,28,0
PC02585,FO0140,CB030,2025-05-05,2187.85,26,1
PC02586,FO0152,CB032,2024-03-28,1063.84,53,1
PC02587,FO0141,CB036,2024-10-27,2593.56,55,1
PC02588,FO0031,CB034,2024-12-11,918.37,38,1
PC02589,FO0074,CB027,2025-07-13,1037.04,3,1
PC02590,FO0064,CB013,2025-09-07,3171.85,2,1
PC02591,FO0092,CB039,2025-11-23,2227.83,51,1
PC02592,FO0125,CB024,2026-07-02,3208.33,19,1
PC02593,FO0142,CB008,2024-03-26,1865.85,34,1
PC02594,FO0014,CB019,2025-11-03,2970.18,26,1
PC02595,FO0279,CB010,2024-05-30,826.83,30,0
PC02596,FO0048,CB006,2025-10-09,2586.92,26,1
PC02597,FO0048,CB004,2025-06-13,4742.25,48,1
PC02598,FO0072,CB033,2024-09-15,1288.22,10,1
PC02599,FO0085,CB014,2025-03-16,14024.09,14,1
PC02600,FO0301,CB013,2024-06-16,3846.42,37,1
PC02601,FO0084,CB022,2025-11-17,3236.42,29,1
PC02602,FO0263,CB028,2025-07-02,5427.31,11,0
PC02603,FO0051,CB010,2024-04-17,4488.25,3,1
PC02604,FO0021,CB002,2025-05-31,1053.71,26,0
PC02605,FO0264,CB013,2024-06-07,3431.56,11,1
PC02606,FO0088,CB037,2024-04-04,2996.26,52,1
PC02607,FO0058,CB015,2026-06-29,2505.76,14,1
PC02608,FO0007,CB038,2026-06-09,1591.97,57,1
PC02609,FO0292,CB023,2025-08-03,1938.33,23,0
PC02610,FO0202,CB014,2024-03-20,5549.34,20,1
PC02611,FO0253,CB030,2026-01-16,5568.41,10,1
PC02612,FO0218,CB034,2025-07-30,809.44,18,1
PC02613,FO0118,CB017,2025-09-15,857.02,58,1
PC02614,FO0148,CB019,2024-08-31,11693.08,28,1
PC02615,FO0089,CB023,2024-11-07,4773.47,12,1
PC02616,FO0223,CB033,2025-04-17,1328.13,51,1
PC02617,FO0289,CB013,2025-05-21,3535.61,58,1
PC02618,FO0176,CB012,2026-05-22,2500.47,42,1
PC02619,FO0110,CB035,2026-04-23,4570.18,56,1
PC02620,FO0205,CB022,2025-07-15,11226.61,49,1
PC02621,FO0205,CB027,2025-09-10,2219.88,29,1
PC02622,FO0271,CB035,2024-09-11,2498.5,32,0
PC02623,FO0297,CB007,2024-03-30,447.19,9,1
PC02624,FO0199,CB005,2024-10-10,1021.75,3,1
PC02625,FO0269,CB026,2024-02-10,1018.53,58,1
PC02626,FO0118,CB037,2025-05-20,13459.03,29,1
PC02627,FO0049,CB018,2024-05-22,462.49,35,1
PC02628,FO0179,CB020,2026-03-31,2730.9,4,1
PC02629,FO0241,CB031,2026-06-10,210.48,27,1
PC02630,FO0173,CB030,2025-07-10,4771.74,56,1
PC02631,FO0042,CB017,2024-07-12,4167.72,16,1
PC02632,FO0125,CB039,2024-11-30,2782.25,15,1
PC02633,FO0256,CB023,2025-08-02,14168.58,4,1
PC02634,FO0266,CB014,2024-12-20,7224.39,19,1
PC02635,FO0254,CB039,2025-12-09,1036.81,53,1
PC02636,FO0078,CB038,2024-01-11,913.95,21,1
PC02637,FO0001,CB022,2024-03-23,3936.31,52,1
PC02638,FO0260,CB039,2025-11-30,2539.82,37,1
PC02639,FO0101,CB036,2025-07-13,3045.71,34,1
PC02640,FO0138,CB016,2025-09-17,20781.34,10,1
PC02641,FO0298,CB002,2026-01-11,6305.02,14,0
PC02642,FO0148,CB029,2024-05-05,961.23,33,1
PC02643,FO0268,CB031,2024-10-02,950.46,37,1
PC02644,FO0219,CB029,2024-05-27,3149.48,52,1
PC02645,FO0087,CB035,2026-04-08,2071.77,24,1
PC02646,FO0248,CB037,2025-10-16,3267.71,32,1
PC02647,FO0144,CB023,2025-06-05,390.71,59,1
PC02648,FO0302,CB038,2024-08-18,16690.08,11,1
PC02649,FO0231,CB030,2025-05-06,10562.99,5,1
PC02650,FO0293,CB014,2025-11-25,6351.38,43,1
PC02651,FO0214,CB023,2025-10-28,6456.27,35,1
PC02652,FO0217,CB030,2024-04-03,4854.56,10,1
PC02653,FO0180,CB038,2024-06-20,1008.3,20,1
PC02654,FO0177,CB030,2024-02-23,3893.91,30,1
PC02655,FO0122,CB015,2024-08-11,4590.15,25,1
PC02656,FO0244,CB011,2026-05-10,8203.99,19,1
PC02657,FO0103,CB028,2024-06-01,1231.22,24,1
PC02658,FO0185,CB006,2025-04-08,2558.65,25,1
PC02659,FO0259,CB028,2024-02-05,3627.86,16,1
PC02660,FO0299,CB010,2025-12-17,2504.28,34,1
PC02661,FO0216,CB024,2024-06-03,2326.35,5,1
PC02662,FO0210,CB035,2026-07-07,1330.74,20,1
PC02663,FO0163,CB024,2025-07-12,7409.59,38,1
PC02664,FO0075,CB010,2025-04-17,1549.44,28,1
PC02665,FO0266,CB008,2025-07-09,541.11,4,1
PC02666,FO0255,CB035,2026-06-20,2311.08,13,1
PC02667,FO0064,CB007,2025-03-21,2130.18,26,0
PC02668,FO0175,CB040,2025-06-09,6234.35,21,1
PC02669,FO0108,CB027,2024-07-17,3372.26,27,0
PC02670,FO0152,CB029,2026-03-25,6694.01,46,1
PC02671,FO0268,CB002,2025-08-11,5810.44,42,1
PC02672,FO0024,CB012,2024-11-14,2358.06,58,1
PC02673,FO0047,CB032,2026-06-24,3087.85,30,0
PC02674,FO0083,CB031,2024-07-29,300.97,29,0
PC02675,FO0012,CB039,2024-02-10,2780.34,19,1
PC02676,FO0283,CB021,2024-06-23,603.14,45,1
PC02677,FO0166,CB006,2026-02-11,3327.95,15,1
PC02678,FO0154,CB020,2025-04-21,1987.3,33,1
PC02679,FO0099,CB021,2024-06-10,2236.34,4,1
PC02680,FO0019,CB002,2025-03-10,1499.6,21,1
PC02681,FO0086,CB032,2024-01-16,5183.49,10,1
PC02682,FO0258,CB037,2026-03-03,5715.88,50,1
PC02683,FO0033,CB001,2024-04-17,2620.07,13,1
PC02684,FO0037,CB012,2026-05-29,12175.48,23,1
PC02685,FO0127,CB031,2026-02-13,2034.83,38,1
PC02686,FO0270,CB021,2026-07-09,4788.12,3,1
PC02687,FO0184,CB035,2024-03-15,10589.25,55,1
PC02688,FO0067,CB039,2025-05-05,2158.65,13,1
PC02689,FO0024,CB016,2025-06-16,2660.88,40,1
PC02690,FO0261,CB030,2026-05-01,5040.47,15,1
PC02691,FO0160,CB010,2025-07-18,871.96,57,1
PC02692,FO0114,CB027,2025-03-05,2972.24,13,1
PC02693,FO0150,CB006,2026-01-28,784.62,30,0
PC02694,FO0282,CB011,2026-06-29,6421.3,24,1
PC02695,FO0193,CB031,2026-03-15,132.85,6,1
PC02696,FO0144,CB024,2026-05-13,4390.18,33,1
PC02697,FO0133,CB036,2025-07-01,3531.78,49,1
PC02698,FO0091,CB003,2024-01-15,4885.31,38,1
PC02699,FO0199,CB027,2025-07-24,6293.56,13,1
PC02700,FO0037,CB026,2025-12-29,1281.82,56,1
PC02701,FO0185,CB025,2024-06-14,5035.95,15,1
PC02702,FO0267,CB026,2025-06-16,1381.76,17,1
PC02703,FO0208,CB028,2024-08-10,2328.15,5,0
PC02704,FO0294,CB004,2026-04-20,764.48,11,1
PC02705,FO0260,CB029,2024-03-22,2584.76,5,0
PC02706,FO0220,CB013,2024-02-16,2791.75,2,1
PC02707,FO0254,CB002,2025-10-14,1903.27,26,1
PC02708,FO0230,CB023,2024-09-14,453.17,51,1
PC02709,FO0043,CB017,2025-10-04,5072.33,34,1
PC02710,FO0263,CB017,2024-05-04,697.45,8,0
PC02711,FO0166,CB014,2026-05-25,6255.62,19,1
PC02712,FO0034,CB016,2026-06-07,4357.25,25,1
PC02713,FO0240,CB033,2024-10-04,6231.63,57,0
PC02714,FO0038,CB022,2024-10-17,702.41,39,1
PC02715,FO0157,CB028,2024-03-28,1578.92,16,1
PC02716,FO0041,CB020,2026-01-01,3011.32,49,1
PC02717,FO0164,CB003,2024-07-17,1560.78,13,1
PC02718,FO0113,CB006,2026-01-13,9266.68,16,1
PC02719,FO0132,CB024,2024-08-19,2667.53,59,0
PC02720,FO0142,CB022,2025-09-08,1823.17,45,1
PC02721,FO0156,CB023,2025-07-19,5089.59,53,1
PC02722,FO0157,CB032,2024-12-12,724.64,45,1
PC02723,FO0007,CB034,2024-09-29,796.17,25,1
PC02724,FO0003,CB010,2025-06-08,5173.59,38,1
PC02725,FO0079,CB039,2026-06-23,6359.29,17,1
PC02726,FO0068,CB001,2025-12-07,4608.74,26,1
PC02727,FO0102,CB009,2024-10-30,2994.19,39,1
PC02728,FO0141,CB032,2026-07-09,7291.52,8,1
PC02729,FO0070,CB040,2025-09-09,3004.78,26,1
PC02730,FO0149,CB019,2024-01-18,1578.79,8,0
PC02731,FO0082,CB003,2026-03-25,5576.45,29,0
PC02732,FO0108,CB036,2026-05-11,3858.88,23,1
PC02733,FO0116,CB029,2025-11-07,15868.59,12,1
PC02734,FO0180,CB017,2026-01-16,10579.38,56,1
PC02735,FO0237,CB032,2025-02-10,2506.14,14,1
PC02736,FO0005,CB005,2024-10-13,4154.71,3,0
PC02737,FO0210,CB034,2026-05-23,2622.43,53,1
PC02738,FO0267,CB028,2026-07-01,7040.71,47,1
PC02739,FO0237,CB019,2024-07-15,1682.64,59,1
PC02740,FO0182,CB001,2024-02-20,1119.43,40,1
PC02741,FO0248,CB018,2024-09-16,5930.67,7,1
PC02742,FO0177,CB030,2024-12-31,1673.08,31,1
PC02743,FO0242,CB037,2026-01-15,6749.05,11,1
PC02744,FO0296,CB038,2025-06-11,3561.9,29,0
PC02745,FO0188,CB040,2024-01-05,640.33,3,1
PC02746,FO0174,CB015,2025-02-16,1134.14,15,1
PC02747,FO0100,CB009,2025-07-31,4659.0,14,0
PC02748,FO0282,CB036,2025-03-29,2676.62,40,1
PC02749,FO0137,CB014,2024-05-02,1984.66,12,1
PC02750,FO0096,CB027,2025-09-29,924.27,43,1
PC02751,FO0062,CB039,2024-05-07,280.77,3,1
PC02752,FO0083,CB007,2026-02-26,1333.62,27,1
PC02753,FO0316,CB011,2025-01-21,1427.06,19,1
PC02754,FO0068,CB037,2024-04-14,997.27,26,1
PC02755,FO0020,CB007,2025-01-19,2828.45,8,1
PC02756,FO0060,CB017,2026-01-29,362.71,25,1
PC02757,FO0117,CB021,2024-11-11,3471.61,11,1
PC02758,FO0218,CB015,2024-03-26,3120.61,31,1
PC02759,FO0320,CB023,2024-11-01,1112.07,44,1
PC02760,FO0207,CB040,2025-02-03,2557.88,2,1
PC02761,FO0253,CB010,2026-05-25,12355.57,48,1
PC02762,FO0285,CB013,2024-12-01,908.3,16,0
PC02763,FO0137,CB022,2026-07-14,6781.39,8,1
PC02764,FO0276,CB018,2025-10-24,5765.58,29,0
PC02765,FO0256,CB034,2026-03-06,692.21,45,1
PC02766,FO0011,CB015,2025-02-10,3789.99,12,1
PC02767,FO0141,CB005,2025-01-10,9673.57,11,1
PC02768,FO0282,CB028,2024-02-22,2876.29,52,0
PC02769,FO0265,CB031,2025-11-29,1360.76,22,1
PC02770,FO0155,CB004,2026-07-29,836.61,3,1
PC02771,FO0263,CB010,2024-12-12,2850.29,24,0
PC02772,FO0095,CB039,2026-04-01,1424.02,52,1
PC02773,FO0247,CB034,2025-01-29,1577.54,36,1
PC02774,FO0148,CB007,2025-11-23,3712.32,7,1
PC02775,FO0065,CB031,2026-02-09,3297.68,54,1
PC02776,FO0224,CB010,2024-11-30,1405.93,12,1
PC02777,FO0267,CB040,2024-06-24,12657.48,39,0
PC02778,FO0005,CB006,2024-02-14,6729.52,34,0
PC02779,FO0005,CB020,2026-07-04,896.04,21,1
PC02780,FO0248,CB016,2026-07-16,705.93,40,1
PC02781,FO0001,CB037,2024-06-03,1663.82,28,1
PC02782,FO0127,CB023,2026-06-27,7062.75,36,1
PC02783,FO0253,CB012,2025-04-02,2823.75,25,1
PC02784,FO0161,CB025,2025-03-18,3616.53,15,1
PC02785,FO0274,CB040,2026-05-27,9867.43,29,1
PC02786,FO0303,CB006,2024-03-20,539.87,18,1
PC02787,FO0239,CB028,2024-11-05,5196.47,11,1
PC02788,FO0178,CB034,2025-11-04,7545.25,32,1
PC02789,FO0258,CB014,2024-08-12,560.73,44,1
PC02790,FO0300,CB001,2024-10-07,3250.25,41,1
PC02791,FO0131,CB007,2026-02-09,14199.27,46,1
PC02792,FO0248,CB010,2025-02-22,903.11,31,1
PC02793,FO0313,CB029,2024-05-25,2768.56,26,1
PC02794,FO0161,CB036,2024-07-09,855.72,24,1
PC02795,FO0033,CB007,2025-06-27,5685.96,8,1
PC02796,FO0089,CB011,2025-08-13,1160.09,4,1
PC02797,FO0218,CB003,2025-05-07,1308.34,38,0
PC02798,FO0156,CB007,2025-01-23,5701.44,35,1
PC02799,FO0115,CB003,2026-07-12,1672.6,38,1
PC02800,FO0039,CB012,2025-05-17,1447.72,26,1
PC02801,FO0234,CB002,2024-06-02,3861.83,56,1
PC02802,FO0197,CB032,2024-06-10,8504.86,3,0
PC02803,FO0092,CB003,2024-07-13,2837.46,37,1
PC02804,FO0153,CB015,2026-03-19,1597.99,29,1
PC02805,FO0034,CB016,2024-12-23,983.1,25,1
PC02806,FO0254,CB007,2026-07-05,3930.45,28,0
PC02807,FO0016,CB009,2024-04-23,1756.53,56,1
PC02808,FO0242,CB035,2024-02-24,2398.99,18,1
PC02809,FO0105,CB030,2025-04-23,1342.95,22,1
PC02810,FO0288,CB040,2024-12-26,2165.17,3,1
PC02811,FO0094,CB008,2025-08-22,2675.44,55,1
PC02812,FO0247,CB013,2024-09-19,2396.38,16,1
PC02813,FO0123,CB022,2024-01-02,4187.34,15,1
PC02814,FO0103,CB020,2025-05-15,9079.21,18,1
PC02815,FO0111,CB036,2026-01-04,5800.95,23,0
PC02816,FO0171,CB011,2025-07-18,4907.27,23,0
PC02817,FO0210,CB011,2026-06-21,4388.13,40,1
PC02818,FO0029,CB029,2025-08-19,2738.55,50,1
PC02819,FO0122,CB015,2024-04-25,1750.93,6,1
PC02820,FO0208,CB002,2026-06-14,7581.56,29,1
PC02821,FO0219,CB032,2024-01-01,6910.36,35,1
PC02822,FO0213,CB011,2025-09-18,13309.33,21,1
PC02823,FO0203,CB032,2024-05-29,2565.33,40,1
PC02824,FO0037,CB013,2024-04-05,13219.23,3,0
PC02825,FO0021,CB013,2025-11-24,1105.71,10,1
PC02826,FO0083,CB028,2026-06-26,3166.84,3,1
PC02827,FO0073,CB023,2026-02-14,1835.19,50,1
PC02828,FO0315,CB024,2024-12-09,20808.18,40,0
PC02829,FO0261,CB012,2026-06-19,5447.85,17,1
PC02830,FO0192,CB010,2024-04-29,464.48,4,1
PC02831,FO0056,CB029,2025-03-25,1124.44,45,1
PC02832,FO0114,CB029,2026-04-27,1615.27,33,1
PC02833,FO0108,CB025,2025-03-19,2958.55,25,1
PC02834,FO0164,CB008,2025-12-08,924.96,13,1
PC02835,FO0158,CB021,2025-09-22,289.32,7,1
PC02836,FO0149,CB006,2025-09-03,1872.4,24,1
PC02837,FO0197,CB001,2025-10-06,51346.24,41,1
PC02838,FO0085,CB014,2026-04-16,3463.76,12,1
PC02839,FO0108,CB034,2024-08-20,3476.01,6,1
