uso_id,reparo_id,peca_id,quantidade,custo_total
1150,721,42,2,371.59
1151,722,25,2,99.21
1152,722,34,2,54.12
1153,723,47,1,424.76
1154,723,44,2,723.04
1155,724,77,1,700.0
1156,724,63,2,385.23
1157,724,10,1,605.24
1158,725,44,2,485.04
1159,726,40,2,795.24
1160,727,41,1,343.33
1161,728,14,1,583.92
1162,728,42,1,817.76
1163,729,23,1,690.95
1164,729,73,2,463.58
1165,729,49,1,157.91
1166,730,72,2,638.05
1167,730,51,2,185.95
1168,730,67,1,296.61
1169,731,6,1,355.87
1170,731,72,2,338.76
1171,732,32,1,261.62
1172,732,4,1,42.28
1173,733,69,1,391.9
1174,733,12,1,28.76
1175,734,47,1,552.63
1176,735,62,1,39.22
1177,735,24,2,215.48
1178,736,40,2,325.05
1179,736,54,2,672.47
1180,736,42,2,515.63
1181,737,65,1,532.53
1182,737,25,2,365.38
1183,737,54,2,43.41
1184,741,46,2,632.73
1185,741,8,1,92.77
1186,742,64,2,562.54
1187,742,49,1,712.72
1188,742,35,2,660.21
1189,743,74,2,692.4
1190,743,22,2,82.08
1191,743,14,2,163.76
1192,744,58,1,356.78
1193,744,13,2,95.76
1194,745,76,2,142.79
1195,745,72,2,121.47
1196,745,19,2,338.82
1197,746,79,1,530.85
1198,746,42,1,46.6
1199,747,37,2,141.68
1200,747,12,2,197.48
1201,747,51,2,751.39
1202,748,19,2,266.65
1203,748,42,1,195.16
1204,748,45,2,445.33
1205,749,40,2,309.05
1206,750,59,2,140.17
1207,751,17,1,303.27
1208,751,22,1,118.22
1209,751,72,2,244.95
1210,752,27,1,620.17
1211,752,28,1,465.44
1212,753,66,2,289.14
1213,753,33,1,232.76
1214,754,74,1,302.0
1215,755,77,1,279.96
1216,755,3,2,439.99
1217,755,1,1,312.61
1218,756,64,1,516.4
1219,756,1,1,143.01
1220,757,34,1,266.14
1221,758,13,1,189.14
1222,759,48,2,180.68
1223,759,30,2,486.34
1224,761,70,1,810.89
1225,762,49,1,63.6
1226,762,29,1,202.91
1227,762,23,2,777.54
1228,763,48,2,372.69
1229,763,27,1,247.31
1230,763,34,2,402.41
1231,766,74,1,382.74
1232,766,37,1,379.15
1233,767,19,1,519.39
1234,767,54,2,355.49
1235,768,2,2,578.24
1236,768,26,2,707.22
1237,768,52,2,430.01
1238,770,25,1,534.2
1239,770,35,2,81.19
1240,771,11,2,109.49
1241,771,30,1,733.85
1242,772,5,1,185.58
1243,772,1,2,79.82
1244,772,1,2,318.91
1245,773,75,2,339.65
1246,773,16,1,420.49
1247,774,49,1,590.11
1248,774,15,2,180.61
1249,774,34,2,343.56
1250,775,15,1,161.71
1251,775,8,1,427.23
1252,776,69,2,747.22
1253,776,55,1,172.97
1254,776,74,1,276.63
1255,777,68,2,763.28
1256,777,44,1,494.96
1257,779,50,1,787.68
1258,779,71,2,222.03
1259,780,67,1,304.18
1260,781,36,1,700.68
1261,781,14,1,562.66
1262,782,61,1,692.98
1263,782,21,1,514.29
1264,783,51,2,816.8
1265,784,19,2,458.15
1266,784,59,1,847.62
1267,784,75,2,455.39
1268,785,52,1,601.05
1269,786,60,1,317.53
1270,787,74,2,308.49
1271,788,17,2,566.84
1272,788,57,1,154.87
1273,789,33,1,197.71
1274,790,18,1,669.27
1275,793,52,2,69.9
1276,794,80,2,487.93
1277,795,51,2,76.63
1278,795,33,1,803.43
1279,798,76,2,40.82
1280,798,80,2,755.49
1281,801,8,1,492.84
1282,801,69,1,415.11
1283,802,31,1,838.52
1284,802,42,2,659.68
1285,805,1,1,718.27
1286,806,13,1,221.59
1287,807,58,2,246.81
1288,807,7,2,121.2
1289,807,31,1,202.07
1290,808,25,1,120.88
1291,809,24,1,786.72
1292,810,67,2,96.86
1293,811,24,2,650.85
1294,815,5,2,317.77
1295,815,38,2,365.79
1296,815,15,1,230.08
1297,816,47,2,459.02
1298,816,33,2,192.2
1299,817,46,1,120.66
1300,818,64,1,166.5
1301,818,51,1,749.21
1302,818,50,2,326.18
1303,819,11,2,239.88
1304,819,19,1,559.8
1305,819,29,2,270.74
1306,820,13,2,404.23
1307,820,71,2,547.4
1308,820,59,2,765.56
1309,821,22,2,694.15
1310,821,4,2,847.66
1311,822,57,2,406.58
1312,822,3,1,220.04
1313,822,58,1,315.5
1314,823,17,1,227.93
1315,823,48,2,51.02
1316,823,20,1,487.04
1317,826,35,2,447.74
1318,827,20,1,381.59
1319,827,31,1,505.07
1320,827,2,2,215.18
1321,828,79,2,540.11
1322,829,37,2,286.19
1323,829,45,2,367.43
1324,830,4,1,318.12
1325,830,76,1,681.99
1326,830,21,1,767.22
1327,831,55,1,679.78
1328,831,49,1,523.69
1329,832,70,2,192.49
1330,832,26,2,625.09
1331,832,18,2,173.55
1332,833,66,1,326.87
1333,833,36,2,393.64
1334,834,79,1,570.89
1335,834,1,2,82.91
1336,834,65,1,63.91
1337,835,23,2,489.4
1338,836,30,2,304.93
1339,837,19,1,155.94
1340,837,32,1,208.92
1341,837,40,2,618.25
1342,840,52,1,818.59
1343,840,45,2,352.59
1344,841,46,1,791.78
1345,842,64,2,297.62
1346,842,55,1,388.56
1347,842,48,1,669.79
1348,843,48,1,818.3
1349,843,51,1,674.68
1350,844,36,2,557.89
1351,845,80,1,648.51
1352,846,3,2,838.56
1353,846,63,1,569.61
1354,846,47,2,228.55
1355,847,26,1,563.7
1356,847,75,2,622.47
1357,847,7,2,95.65
1358,848,7,1,829.49
1359,848,41,2,126.6
1360,849,12,1,164.46
1361,850,45,1,456.14
1362,851,51,1,428.57
1363,852,29,1,139.55
1364,853,23,2,37.59
1365,853,29,1,468.14
1366,853,3,2,616.7
1367,854,77,2,257.49
1368,854,66,2,689.54
1369,856,54,2,326.25
1370,857,49,2,802.9
1371,857,23,1,828.71
1372,857,72,1,61.54
1373,858,66,1,516.03
1374,858,10,1,744.41
1375,859,78,1,677.05
1376,859,77,1,571.81
1377,859,42,1,283.76
1378,860,55,1,129.65
1379,860,22,2,367.5
1380,860,44,1,140.61
1381,861,19,1,620.72
1382,861,27,2,386.64
1383,861,16,2,153.99
1384,862,60,2,724.44
1385,862,31,2,71.36
1386,863,76,1,640.78
1387,863,53,1,292.57
1388,863,18,2,602.6
1389,864,17,1,370.92
1390,864,16,2,711.5
1391,866,42,2,186.58
1392,866,34,1,778.38
1393,866,26,2,417.78
1394,867,67,1,733.89
1395,867,3,1,817.24
1396,867,79,1,284.66
1397,870,74,2,563.7
1398,870,26,2,616.68
1399,870,66,2,131.8
1400,871,26,2,105.51
1401,871,1,1,103.06
1402,871,45,2,793.71
1403,872,27,2,332.94
1404,873,69,2,91.22
1405,874,51,1,343.96
1406,874,58,2,833.63
1407,875,21,2,486.63
1408,876,19,1,482.19
1409,876,37,1,801.65
1410,877,71,1,738.11
1411,877,2,2,816.37
1412,877,79,1,727.94
1413,878,34,1,811.89
1414,878,12,2,845.3
1415,878,77,2,435.7
1416,880,47,2,409.94
1417,880,36,1,46.36
1418,880,76,1,409.36
1419,881,47,2,318.7
1420,881,64,1,813.38
1421,882,18,2,572.0
1422,883,55,1,624.07
1423,883,34,2,474.27
1424,883,34,1,614.58
1425,884,45,1,190.41
1426,884,79,2,416.28
1427,884,10,1,203.61
1428,885,61,1,335.45
1429,885,12,2,681.26
1430,885,52,2,618.58
1431,887,30,2,152.6
1432,887,22,1,829.64
1433,888,60,1,827.73
1434,888,71,2,40.45
1435,888,29,1,848.26
1436,890,63,2,356.14
1437,891,72,1,440.91
1438,892,75,1,621.87
1439,892,9,1,596.36
1440,893,33,2,256.34
1441,894,32,1,635.91
1442,894,25,1,514.74
1443,894,45,2,324.23
1444,895,20,1,331.87
1445,895,29,2,653.77
1446,895,38,2,825.24
1447,897,12,2,358.96
1448,897,3,1,720.99
1449,898,5,1,326.93
1450,899,25,1,714.58
1451,899,61,2,106.59
1452,902,63,1,34.69
1453,902,47,1,45.7
1454,902,74,1,467.66
1455,903,4,1,92.44
1456,903,3,1,451.38
1457,903,55,2,317.39
1458,905,54,1,846.11
1459,905,24,1,567.5
1460,905,45,2,659.19
1461,906,42,2,283.34
1462,907,27,2,696.03
1463,907,43,1,753.07
1464,908,18,1,632.08
1465,908,22,2,699.32
1466,908,35,2,175.07
1467,909,22,1,610.27
1468,909,70,2,35.15
1469,910,40,2,771.53
1470,910,73,2,130.98
1471,910,79,1,225.29
1472,911,38,2,334.42
1473,912,5,1,247.91
1474,913,29,2,22.26
1475,913,36,2,636.45
1476,914,59,2,408.83
1477,914,23,1,740.3
1478,914,75,1,93.37
1479,915,63,2,69.86
1480,915,61,2,153.86
1481,916,78,1,833.07
1482,917,60,2,832.97
1483,918,67,1,393.03
1484,918,18,1,74.34
1485,919,56,2,464.21
1486,920,26,1,240.88
1487,921,60,1,432.45
1488,921,66,1,735.06
1489,921,10,1,204.25
1490,922,24,1,520.25
1491,922,79,2,97.37
1492,922,72,1,728.08
1493,923,54,1,391.28
1494,923,52,1,700.82
1495,923,36,2,476.4
1496,924,49,1,217.91
1497,925,23,2,43.14
1498,926,63,2,806.29
1499,926,69,2,613.65
1500,926,42,1,137.14
1501,927,74,1,427.0
1502,927,10,1,18.51
1503,928,23,1,230.97
1504,928,22,2,210.55
1505,930,55,2,106.25
1506,930,7,2,489.03
1507,930,62,1,338.59
1508,931,45,1,76.77
1509,932,18,2,350.8
1510,932,4,2,264.78
1511,932,14,1,359.55
1512,934,15,2,334.76
1513,934,60,1,457.08
1514,934,65,1,382.05
1515,935,45,1,588.88
1516,936,44,2,692.34
1517,937,68,1,346.59
1518,938,51,1,122.33
1519,939,40,2,577.95
1520,939,79,1,530.88
1521,940,76,1,499.97
1522,940,24,1,523.17
1523,942,3,2,512.14
1524,943,42,1,657.41
1525,944,60,2,75.12
1526,944,19,1,217.55
1527,944,65,2,474.42
1528,945,33,2,26.74
1529,945,76,2,620.93
1530,946,48,1,66.88
1531,947,68,2,266.58
1532,948,78,1,620.83
1533,948,76,2,825.75
1534,949,64,2,620.19
1535,950,45,1,485.93
1536,950,17,1,747.75
1537,950,20,2,782.24
1538,951,75,2,465.71
1539,951,68,1,733.82
1540,951,30,1,158.82
1541,953,52,1,303.85
1542,953,11,2,333.14
1543,954,16,1,392.44
1544,954,44,2,609.97
1545,954,44,2,592.91
1546,955,54,2,313.19
1547,955,59,2,390.99
1548,957,63,1,617.73
1549,957,23,2,96.27
1550,958,44,2,279.02
1551,958,30,1,845.12
1552,959,51,1,84.48
1553,959,3,1,313.73
1554,961,64,2,212.94
1555,962,53,2,205.45
1556,962,24,1,417.57
1557,963,1,2,232.98
1558,964,18,1,364.94
1559,965,68,2,735.04
1560,966,31,1,689.82
1561,967,12,1,174.13
1562,968,2,2,773.86
1563,968,45,1,656.76
1564,971,74,1,234.37
1565,971,33,2,686.48
1566,972,19,1,459.78
1567,973,13,1,494.48
1568,973,55,1,429.98
1569,973,80,2,525.44
1570,974,8,1,170.49
1571,974,4,1,468.14
1572,974,66,1,148.08
1573,975,65,1,529.14
1574,976,2,2,28.42
1575,978,28,1,767.87
1576,978,42,1,94.28
1577,980,62,1,64.55
1578,982,28,2,524.07
1579,983,75,1,560.48
1580,983,56,1,849.94
1581,983,14,2,649.32
1582,984,34,2,92.81
1583,985,16,1,43.0
1584,985,27,1,627.37
1585,986,71,2,306.44
1586,986,69,2,93.53
1587,986,3,1,223.63
1588,987,57,2,405.53
1589,988,28,1,726.5
1590,989,13,1,104.87
1591,990,70,1,233.33
1592,990,18,1,617.46
1593,990,38,1,657.87
1594,992,44,1,450.37
1595,992,73,1,500.26
1596,993,4,2,149.48
1597,993,68,2,696.95
1598,993,68,2,61.62
1599,994,41,1,549.08
1600,994,27,2,124.87
1601,995,2,1,80.27
1602,995,77,2,146.08
1603,995,6,2,844.82
1604,996,23,2,58.5
1605,998,57,1,779.98
1606,998,64,1,17.37
1607,998,45,1,389.42
1608,1001,13,1,825.67
1609,1001,9,2,785.26
1610,1001,5,2,815.74
1611,1002,31,1,578.72
1612,1003,51,2,806.14
1613,1004,47,2,683.71
1614,1004,63,1,630.4
1615,1006,21,1,179.78
1616,1006,33,1,96.16
1617,1006,13,2,478.02
1618,1007,33,2,326.25
1619,1007,38,2,744.88
1620,1009,80,2,299.05
1621,1011,47,2,113.15
1622,1011,19,2,774.77
1623,1011,78,2,344.4
1624,1012,78,1,380.95
1625,1012,29,2,723.8
1626,1013,75,1,164.39
1627,1013,26,2,385.31
1628,1013,76,1,244.49
1629,1015,30,2,650.08
1630,1015,25,1,26.09
1631,1015,65,2,704.84
1632,1016,5,2,553.27
1633,1016,21,1,474.68
1634,1016,25,2,492.98
1635,1018,21,2,322.51
1636,1019,26,2,723.29
1637,1019,31,2,832.81
1638,1020,49,1,548.21
1639,1020,12,1,683.51
1640,1022,72,1,76.56
1641,1023,30,2,664.33
1642,1024,70,2,356.44
1643,1026,56,1,84.84
1644,1027,59,1,715.07
1645,1027,79,2,244.17
1646,1027,6,1,843.06
1647,1028,57,1,260.98
1648,1029,10,1,265.62
1649,1030,31,2,143.35
1650,1031,66,2,666.26
1651,1031,29,1,764.45
1652,1031,65,1,378.02
1653,1034,17,2,797.42
1654,1034,27,2,597.95
1655,1034,69,2,440.7
1656,1035,50,1,504.13
1657,1036,62,1,319.97
1658,1037,44,2,406.82
1659,1037,7,1,387.43
1660,1037,39,1,373.65
1661,1038,75,2,730.26
1662,1038,62,2,312.53
1663,1039,70,2,423.78
1664,1040,2,2,74.87
1665,1042,48,1,712.55
1666,1042,44,2,142.81
1667,1042,4,1,475.22
1668,1043,24,2,834.82
1669,1043,80,1,845.49
1670,1045,40,2,61.16
1671,1046,8,2,812.4
1672,1047,9,2,289.73
1673,1048,60,1,792.78
1674,1049,4,1,695.09
1675,1052,40,1,740.39
1676,1053,46,1,244.7
1677,1053,43,1,74.67
1678,1055,41,2,399.57
1679,1055,62,2,495.2
1680,1057,36,1,798.82
1681,1057,69,2,706.61
1682,1057,76,2,444.85
1683,1058,23,2,589.96
1684,1059,51,1,199.64
1685,1059,63,1,310.59
1686,1059,10,1,676.04
1687,1060,63,2,794.09
1688,1060,2,2,565.72
1689,1060,9,1,757.98
1690,1061,73,1,771.08
1691,1061,29,1,619.2
1692,1062,4,1,22.56
1693,1062,6,2,149.68
1694,1063,26,1,98.49
1695,1063,11,2,820.4
1696,1065,68,1,256.39
1697,1066,73,1,663.67
1698,1066,26,2,82.95
1699,1067,50,2,438.6
1700,1067,18,2,157.18
1701,1067,62,1,558.53
1702,1068,33,2,701.96
1703,1068,73,1,137.31
1704,1068,18,1,585.75
1705,1069,74,1,289.65
1706,1069,41,1,266.17
1707,1069,48,2,205.12
1708,1070,14,1,310.42
1709,1070,15,2,583.67
1710,1072,45,1,120.46
1711,1073,59,1,808.59
1712,1073,49,1,533.59
1713,1073,41,1,789.78
1714,1075,19,2,612.82
1715,1075,7,2,672.12
1716,1075,74,1,81.1
1717,1076,17,2,265.44
1718,1077,39,1,733.8
1719,1077,29,2,26.75
1720,1078,25,1,459.96
1721,1078,13,2,303.87
1722,1078,52,1,844.45
1723,1079,79,2,446.5
1724,1079,37,2,376.0
1725,1081,29,2,52.26
1726,1082,29,1,137.88
1727,1083,58,1,730.15
1728,1083,27,2,366.33
1729,1083,46,1,183.17
1730,1084,41,1,568.41
1731,1085,56,2,693.65
1732,1086,67,1,395.3
1733,1086,32,2,527.19
1734,1086,57,2,690.27
1735,1087,23,1,77.7
1736,1088,73,2,629.06
1737,1089,3,2,376.68
1738,1089,55,2,548.6
1739,1090,25,1,152.53
1740,1091,12,2,710.92
1741,1092,54,1,260.19
1742,1093,5,1,719.08
1743,1093,68,1,214.19
1744,1093,47,2,823.44
1745,1094,45,1,693.37
1746,1094,50,1,729.26
1747,1094,69,2,326.44
1748,1095,51,1,570.07
1749,1095,22,1,449.8
1750,1095,26,2,301.47
1751,1096,44,2,99.27
1752,1096,69,2,353.6
1753,1096,29,2,18.21
1754,1097,30,2,436.56
1755,1097,37,2,339.43
1756,1097,25,1,332.44
1757,1099,29,2,647.85
1758,1099,17,1,593.36
1759,1100,8,1,403.87
1760,1101,57,1,748.74
1761,1101,7,2,650.93
1762,1103,15,1,409.38
1763,1104,20,2,25.17
1764,1104,38,1,123.38
1765,1105,75,1,191.04
1766,1106,57,2,703.6
1767,1107,10,1,79.37
1768,1108,41,2,191.17
1769,1109,20,1,798.11
1770,1110,16,1,252.28
1771,1110,54,1,253.35
1772,1111,39,1,302.19
1773,1111,31,2,644.52
1774,1114,53,2,570.81
1775,1114,53,1,819.28
1776,1114,19,1,438.44
1777,1115,69,1,551.11
1778,1115,45,1,435.65
1779,1116,28,1,748.48
1780,1117,54,2,26.11
1781,1117,27,2,557.88
1782,1117,70,2,795.33
1783,1118,29,1,19.91
1784,1118,51,2,49.53
1785,1118,50,2,520.73
1786,1119,15,2,564.46
1787,1119,19,2,637.32
1788,1120,29,2,610.29
1789,1120,49,1,516.62
1790,1121,17,2,802.95
1791,1123,38,2,280.22
1792,1124,73,2,272.31
1793,1124,29,2,813.93
1794,1124,6,1,653.17
1795,1125,41,2,678.3
1796,1126,66,2,246.78
1797,1126,57,1,684.62
1798,1127,3,2,820.33
1799,1128,51,2,207.45
1800,1128,21,2,136.97
1801,1128,53,1,794.85
1802,1129,22,2,802.89
1803,1129,74,1,72.2
1804,1129,77,1,185.84
1805,1130,45,1,358.09
1806,1131,3,2,141.88
1807,1131,79,1,242.79
1808,1131,60,1,165.78
1809,1132,79,2,34.31
1810,1132,15,2,802.64
1811,1133,1,1,83.64
1812,1134,54,1,693.75
1813,1134,69,2,809.87
1814,1135,16,2,662.42
1815,1135,29,1,494.91
1816,1138,1,1,86.89
1817,1140,61,2,748.07
1818,1140,34,1,75.35
1819,1140,15,2,757.39
1820,1141,14,2,251.99
1821,1142,38,2,448.45
1822,1142,77,1,661.44
1823,1143,19,2,237.54
1824,1143,68,1,518.53
1825,1143,61,1,389.94
1826,1144,44,2,396.14
1827,1146,13,1,659.31
1828,1146,48,2,126.82
1829,1146,61,1,522.87
1830,1147,22,1,641.37
1831,1147,11,2,341.95
1832,1147,63,1,179.03
1833,1148,25,2,617.49
1834,1148,60,1,169.11
1835,1148,1,1,394.93
1836,1149,57,1,183.91
1837,1151,45,1,26.93
1838,1152,6,2,232.44
1839,1152,57,2,597.71
1840,1153,2,2,178.23
1841,1154,32,1,51.09
1842,1155,53,2,358.74
1843,1155,72,2,724.89
1844,1157,42,2,204.83
1845,1157,7,1,354.96
1846,1158,48,1,497.14
1847,1158,36,1,663.63
1848,1159,37,1,386.72
1849,1159,18,1,78.43
1850,1160,57,2,106.2
1851,1160,22,2,307.76
1852,1160,69,2,434.89
1853,1161,74,1,358.9
1854,1161,30,1,130.92
1855,1161,30,1,613.62
1856,1164,66,1,110.09
1857,1164,2,1,36.67
1858,1164,67,1,141.1
1859,1165,5,1,195.06
1860,1166,12,2,504.36
1861,1166,24,2,667.5
1862,1166,54,2,827.68
1863,1167,62,1,176.58
1864,1167,24,1,148.61
1865,1168,22,2,224.84
1866,1168,61,2,251.33
1867,1168,15,1,116.89
1868,1173,70,1,346.32
1869,1173,1,1,487.21
1870,1174,66,2,171.71
1871,1175,31,1,200.27
1872,1176,34,1,55.53
1873,1177,70,1,447.68
1874,1177,38,1,484.41
1875,1177,56,1,175.27
1876,1179,33,1,540.48
1877,1179,59,2,37.89
1878,1179,51,2,208.92
1879,1181,62,2,293.7
1880,1181,40,2,709.77
1881,1183,16,1,602.27
1882,1183,33,1,136.75
1883,1183,2,1,441.68
1884,1184,48,1,478.27
1885,1184,33,2,303.21
1886,1185,35,1,413.56
1887,1185,62,1,149.18
1888,1185,19,2,49.92
1889,1186,14,2,629.32
1890,1187,35,1,268.21
1891,1188,44,2,729.8
1892,1188,28,1,389.68
1893,1188,21,2,324.1
1894,1190,44,1,573.61
1895,1191,33,2,610.56
1896,1191,71,2,299.27
1897,1192,78,2,681.29
1898,1192,15,2,628.19
1899,1193,33,1,114.63
1900,1194,71,1,815.66
1901,1194,80,2,278.7
1902,1196,71,2,638.86
1903,1197,24,2,430.19
1904,1199,39,2,164.51
1905,1199,17,2,225.63
1906,1200,61,1,111.28
1907,1200,34,1,56.78
1908,1201,57,1,795.3
1909,1201,57,1,759.56
1910,1202,20,1,795.32
1911,1202,75,1,435.11
1912,1204,15,2,719.46
1913,1205,66,1,765.32
1914,1206,13,1,159.28
1915,1206,22,1,756.15
1916,1207,41,1,704.23
1917,1207,56,2,206.52
1918,1208,67,1,265.34
1919,1209,36,1,40.27
1920,1209,52,1,104.42
1921,1209,32,1,519.77
1922,1210,68,1,412.93
1923,1211,18,2,801.03
1924,1211,61,1,265.96
1925,1212,33,2,121.9
1926,1214,9,1,538.91
1927,1215,52,2,459.38
1928,1215,27,1,203.6
1929,1215,21,2,809.61
1930,1216,72,1,141.77
1931,1217,69,2,520.05
1932,1218,49,1,829.8
1933,1218,48,2,383.74
1934,1219,67,2,584.62
1935,1220,12,1,234.47
1936,1220,66,2,308.61
1937,1221,17,1,607.49
1938,1221,72,1,506.99
1939,1221,61,1,725.56
1940,1222,18,2,303.47
1941,1222,4,2,503.76
1942,1222,27,2,158.44
1943,1223,59,2,390.3
1944,1223,54,2,689.02
1945,1223,30,2,745.56
1946,1224,50,1,799.96
1947,1225,61,2,474.01
1948,1226,67,1,702.75
1949,1227,34,1,523.2
1950,1228,39,1,800.94
1951,1229,49,2,569.84
1952,1229,8,1,135.79
1953,1229,11,1,548.63
1954,1230,34,1,189.56
1955,1230,25,2,147.02
1956,1230,41,1,196.76
1957,1231,41,2,340.78
1958,1232,77,1,734.36
1959,1232,76,2,635.58
1960,1233,75,1,545.89
1961,1234,63,1,72.99
1962,1234,54,2,715.59
1963,1235,50,2,566.97
1964,1236,42,1,647.81
1965,1236,57,1,634.32
1966,1237,5,2,484.71
1967,1237,72,2,126.95
1968,1238,34,2,666.35
1969,1239,43,1,115.51
1970,1241,34,1,516.07
1971,1242,17,1,458.39
1972,1242,13,1,501.61
1973,1243,78,1,378.51
1974,1243,1,1,700.92
1975,1243,56,1,351.77
1976,1244,77,1,212.35
1977,1244,24,1,333.51
1978,1245,74,1,326.3
1979,1246,64,2,512.77
1980,1246,28,2,162.92
1981,1246,5,2,778.61
1982,1247,20,1,800.87
1983,1247,31,2,227.1
1984,1247,58,2,664.11
1985,1249,79,2,216.17
1986,1249,11,2,671.1
1987,1249,44,1,716.01
1988,1250,25,1,408.73
1989,1250,41,1,715.72
1990,1252,77,1,153.2
1991,1252,59,1,831.01
1992,1254,3,2,152.97
1993,1254,68,2,766.74
1994,1257,25,1,253.2
1995,1257,5,2,849.74
1996,1258,43,1,457.15
1997,1258,12,1,483.9
1998,1259,20,2,329.9
1999,1259,80,2,350.1
2000,1259,39,1,673.28
2001,1260,44,1,698.96
2002,1260,74,2,299.29
2003,1261,57,2,838.99
2004,1261,50,1,385.33
2005,1262,38,1,388.9
2006,1262,79,2,707.59
2007,1262,51,2,467.27
2008,1266,15,2,94.03
2009,1266,60,1,643.18
2010,1266,19,2,238.7
2011,1267,74,2,654.09
2012,1267,27,2,572.58
2013,1267,78,2,200.26
2014,1268,59,2,776.29
2015,1268,36,1,711.43
2016,1269,48,2,682.06
2017,1269,23,1,533.21
2018,1269,57,2,546.96
2019,1271,8,1,602.18
2020,1271,56,2,650.11
2021,1271,36,1,192.99
2022,1272,65,2,311.89
2023,1273,61,1,386.87
2024,1273,68,2,389.48
2025,1273,6,1,528.12
2026,1275,8,1,304.55
2027,1276,56,2,199.33
2028,1276,26,2,651.77
2029,1277,47,2,508.01
2030,1278,38,1,82.73
2031,1280,21,1,316.18
2032,1280,10,2,384.54
2033,1281,29,1,43.32
2034,1282,22,2,91.95
2035,1282,6,2,134.89
2036,1282,38,1,52.18
2037,1283,21,1,752.22
2038,1284,13,1,198.18
2039,1284,9,2,173.76
2040,1284,48,1,316.14
2041,1285,78,2,596.31
2042,1285,62,1,79.63
2043,1286,45,2,407.88
2044,1286,46,1,660.29
2045,1287,15,1,534.94
2046,1288,54,1,358.74
2047,1288,74,1,351.33
2048,1288,25,1,129.69
2049,1289,38,1,35.59
2050,1290,27,1,488.34
2051,1290,64,2,491.3
2052,1290,31,1,27.72
2053,1291,77,1,548.63
2054,1291,4,1,410.12
2055,1291,43,2,167.02
2056,1292,52,1,117.88
2057,1292,15,2,628.95
2058,1292,72,2,192.26
2059,1293,33,2,73.44
2060,1293,20,1,767.5
2061,1294,76,1,605.35
2062,1295,65,2,595.98
2063,1295,71,2,564.82
2064,1295,63,1,703.1
2065,1296,74,1,743.49
2066,1296,63,2,131.31
2067,1297,32,1,559.01
2068,1298,46,2,519.14
2069,1299,28,2,754.01
2070,1299,51,2,629.0
2071,1300,39,2,666.89
2072,1300,80,2,840.41
2073,1301,28,1,642.3
2074,1301,59,1,280.82
2075,1302,33,1,491.46
2076,1302,51,2,784.1
2077,1302,39,1,824.73
2078,1303,10,2,49.11
2079,1303,47,1,700.04
2080,1304,38,1,598.79
2081,1304,40,2,820.6
2082,1306,15,1,802.86
2083,1306,63,2,582.0
2084,1307,47,2,142.16
2085,1307,31,2,244.91
2086,1308,18,1,644.85
2087,1308,3,1,66.42
2088,1310,57,2,436.45
2089,1311,78,2,217.02
2090,1312,80,2,89.49
2091,1312,73,2,747.56
2092,1312,64,1,785.76
2093,1313,47,2,778.19
2094,1313,37,1,289.78
2095,1313,52,1,134.81
2096,1314,57,1,583.33
2097,1314,75,1,18.04
2098,1314,7,1,283.51
2099,1315,43,2,815.84
2100,1315,48,1,270.83
2101,1316,13,1,739.07
2102,1318,7,1,639.18
2103,1318,80,1,214.85
2104,1319,45,1,591.97
2105,1319,70,1,175.74
2106,1319,56,2,19.99
2107,1320,79,2,357.72
2108,1320,35,2,421.04
2109,1320,75,1,555.75
2110,1321,2,2,550.85
2111,1322,63,2,18.54
2112,1323,15,2,310.77
2113,1323,63,2,356.59
2114,1323,63,2,633.1
2115,1324,47,1,229.31
2116,1324,35,1,141.22
2117,1324,76,2,327.51
2118,1325,32,1,803.9
2119,1326,5,2,661.0
2120,1326,10,2,557.91
2121,1327,8,2,809.23
2122,1328,16,1,376.06
2123,1328,72,1,431.93
2124,1328,11,1,671.85
2125,1329,4,1,691.95
2126,1329,5,1,774.43
2127,1329,20,2,207.43
2128,1330,26,2,338.75
2129,1331,2,1,513.51
2130,1331,74,2,69.69
2131,1331,56,1,234.99
2132,1332,51,2,651.27
2133,1332,80,1,633.35
2134,1333,72,1,783.32
2135,1334,17,1,589.83
2136,1334,26,2,76.22
2137,1335,12,1,290.14
2138,1337,31,2,221.22
2139,1337,29,2,241.34
2140,1338,72,2,550.3
2141,1338,50,1,442.02
2142,1338,24,1,720.86
2143,1340,54,2,819.25
2144,1340,12,2,748.67
2145,1341,3,1,567.58
2146,1341,75,1,228.02
2147,1342,9,1,384.99
2148,1342,73,1,80.94
2149,1342,51,2,236.07
2150,1343,47,2,158.7
2151,1343,55,2,836.39
2152,1344,46,2,151.09
2153,1344,12,1,422.33
2154,1344,24,2,623.82
2155,1346,41,1,143.43
2156,1346,63,2,98.64
2157,1346,55,2,523.06
2158,1347,56,2,32.75
2159,1347,75,1,210.89
2160,1347,69,2,463.06
2161,1348,72,1,113.16
2162,1348,11,1,106.76
2163,1349,60,2,48.19
2164,1349,24,2,660.64
2165,1349,71,1,513.86
2166,1350,18,1,79.72
2167,1350,37,1,413.89
2168,1351,58,2,531.48
2169,1353,39,1,792.54
2170,1353,50,2,110.81
2171,1353,20,1,494.13
2172,1354,67,1,176.84
2173,1354,68,1,554.11
2174,1357,30,1,689.3
2175,1357,78,2,393.95
2176,1359,46,2,832.5
2177,1359,53,1,678.1
2178,1359,13,2,603.0
2179,1360,52,2,509.96
