reparo_id,os_id,data_inicio,data_fim,solucao,horas_tecnicas,resultado
986,986,2026-06-14,2026-06-25,Troca de componente,21.8,Resolvido
987,987,2025-11-21,2025-11-23,Reparo de placa,7.7,Resolvido
988,988,2026-06-17,2026-06-28,Troca de componente,25.5,Resolvido
989,989,2025-07-06,2025-07-13,Troca de componente,8.2,Resolvido
990,990,2025-12-18,2025-12-21,Atualização de software,15.0,Resolvido
992,992,2026-03-26,2026-04-01,Reparo de placa,13.5,Resolvido
993,993,2025-07-03,2025-07-03,Limpeza técnica,3.3,Resolvido
994,994,2026-02-18,2026-02-28,Atualização de software,19.9,Resolvido
995,995,2026-05-03,2026-05-04,Limpeza técnica,6.9,Resolvido
996,996,2025-12-24,2025-12-31,Troca de componente,8.9,Resolvido
998,998,2025-07-17,2025-07-17,Limpeza técnica,1.5,Resolvido
1001,1001,2026-05-16,2026-05-22,Atualização de software,25.2,Retorno
1002,1002,2025-09-29,2025-10-05,Troca de componente,24.3,Resolvido
1003,1003,2025-09-14,2025-09-25,Reparo de placa,25.4,Resolvido
1004,1004,2025-11-07,2025-11-15,Atualização de software,12.4,Resolvido
1006,1006,2026-01-02,2026-01-05,Reparo de placa,6.0,Resolvido
1007,1007,2026-02-23,2026-02-24,Troca de componente,4.2,Resolvido
1009,1009,2025-09-12,2025-09-15,Limpeza técnica,8.8,Resolvido
1011,1011,2026-04-26,2026-04-26,Reparo de placa,4.0,Resolvido
1012,1012,2025-09-06,2025-09-16,Troca de componente,19.8,Resolvido
1013,1013,2025-10-20,2025-10-30,Atualização de software,11.2,Retorno
1015,1015,2025-07-25,2025-07-28,Troca de componente,11.9,Retorno
1016,1016,2025-11-25,2025-11-26,Troca de componente,7.6,Resolvido
1018,1018,2025-07-17,2025-07-23,Limpeza técnica,8.3,Resolvido
1019,1019,2026-04-25,2026-04-27,Troca de componente,8.6,Resolvido
1020,1020,2025-11-02,2025-11-11,Reparo de placa,22.9,Resolvido
1022,1022,2025-10-25,2025-10-28,Reparo de placa,12.4,Resolvido
1023,1023,2025-08-08,2025-08-15,Troca de componente,25.1,Resolvido
1024,1024,2026-06-03,2026-06-16,Limpeza técnica,49.6,Resolvido
1026,1026,2026-03-17,2026-03-18,Troca de componente,7.7,Resolvido
1027,1027,2026-03-02,2026-03-15,Troca de componente,53.1,Resolvido
1028,1028,2026-01-05,2026-01-12,Troca de componente,14.7,Resolvido
1029,1029,2026-06-10,2026-06-22,Limpeza técnica,21.7,Resolvido
1030,1030,2026-04-07,2026-04-17,Limpeza técnica,38.7,Resolvido
1031,1031,2026-03-10,2026-03-18,Atualização de software,15.8,Resolvido
1034,1034,2026-05-28,2026-06-09,Reparo de placa,20.6,Resolvido
1035,1035,2026-05-27,2026-06-05,Atualização de software,12.4,Resolvido
1036,1036,2026-05-13,2026-05-25,Reparo de placa,18.1,Resolvido
1037,1037,2025-12-30,2026-01-10,Atualização de software,47.3,Resolvido
1038,1038,2025-10-15,2025-10-20,Reparo de placa,17.6,Resolvido
1039,1039,2026-06-22,2026-06-22,Troca de componente,3.6,Resolvido
1040,1040,2025-08-01,2025-08-01,Troca de componente,1.9,Retorno
1042,1042,2026-03-24,2026-03-31,Reparo de placa,20.5,Resolvido
1043,1043,2025-10-05,2025-10-10,Limpeza técnica,16.3,Resolvido
1045,1045,2026-06-01,2026-06-05,Atualização de software,6.9,Resolvido
1046,1046,2026-03-19,2026-03-29,Limpeza técnica,15.5,Resolvido
1047,1047,2025-07-13,2025-07-13,Limpeza técnica,3.7,Resolvido
1048,1048,2026-03-27,2026-03-30,Troca de componente,14.3,Resolvido
1049,1049,2026-01-05,2026-01-10,Atualização de software,22.4,Resolvido
1052,1052,2026-05-29,2026-06-08,Troca de componente,13.5,Resolvido
1053,1053,2025-09-30,2025-10-02,Troca de componente,5.0,Resolvido
1055,1055,2025-08-18,2025-08-29,Reparo de placa,31.3,Resolvido
1057,1057,2026-01-31,2026-02-02,Limpeza técnica,10.0,Resolvido
1058,1058,2026-03-22,2026-03-25,Reparo de placa,5.4,Resolvido
1059,1059,2026-05-31,2026-06-09,Atualização de software,28.5,Resolvido
1060,1060,2025-09-02,2025-09-15,Troca de componente,49.9,Resolvido
1061,1061,2026-03-28,2026-04-04,Troca de componente,14.9,Resolvido
1062,1062,2026-03-13,2026-03-26,Limpeza técnica,34.0,Resolvido
1063,1063,2025-11-07,2025-11-10,Troca de componente,14.4,Resolvido
1065,1065,2026-03-26,2026-04-08,Limpeza técnica,26.7,Resolvido
1066,1066,2026-06-12,2026-06-24,Limpeza técnica,39.2,Resolvido
1067,1067,2026-03-08,2026-03-12,Limpeza técnica,6.5,Resolvido
1068,1068,2025-11-09,2025-11-16,Reparo de placa,25.6,Resolvido
1069,1069,2026-03-02,2026-03-03,Troca de componente,6.2,Resolvido
1070,1070,2025-08-14,2025-08-14,Limpeza técnica,3.2,Retorno
1072,1072,2025-10-26,2025-10-31,Troca de componente,17.7,Resolvido
1073,1073,2026-02-28,2026-03-11,Limpeza técnica,42.4,Resolvido
1075,1075,2025-09-27,2025-10-05,Reparo de placa,32.9,Resolvido
1076,1076,2025-07-31,2025-08-12,Reparo de placa,37.1,Resolvido
1077,1077,2025-07-15,2025-07-18,Atualização de software,5.5,Resolvido
1078,1078,2026-03-05,2026-03-09,Troca de componente,17.3,Resolvido
1079,1079,2025-09-24,2025-10-04,Troca de componente,18.1,Resolvido
1081,1081,2025-11-26,2025-12-08,Atualização de software,49.5,Resolvido
1082,1082,2025-08-11,2025-08-14,Atualização de software,13.3,Resolvido
1083,1083,2026-06-03,2026-06-15,Atualização de software,42.2,Resolvido
1084,1084,2026-03-15,2026-03-16,Reparo de placa,5.1,Resolvido
1085,1085,2025-07-25,2025-08-01,Limpeza técnica,24.9,Resolvido
1086,1086,2026-02-25,2026-03-03,Troca de componente,15.0,Retorno
1087,1087,2025-12-13,2025-12-21,Atualização de software,22.4,Resolvido
1088,1088,2026-05-16,2026-05-22,Limpeza técnica,22.0,Resolvido
1089,1089,2025-07-09,2025-07-15,Limpeza técnica,9.9,Resolvido
1090,1090,2025-07-16,2025-07-21,Reparo de placa,20.5,Resolvido
1091,1091,2025-08-09,2025-08-15,Reparo de placa,10.2,Resolvido
1092,1092,2025-10-29,2025-11-07,Troca de componente,10.8,Resolvido
1093,1093,2025-08-25,2025-09-06,Troca de componente,17.6,Resolvido
1094,1094,2026-03-22,2026-04-04,Limpeza técnica,33.3,Resolvido
1095,1095,2026-05-31,2026-05-31,Limpeza técnica,2.4,Retorno
1096,1096,2026-04-09,2026-04-13,Reparo de placa,19.7,Resolvido
1097,1097,2025-09-28,2025-10-04,Troca de componente,9.1,Resolvido
1099,1099,2025-09-05,2025-09-11,Reparo de placa,21.7,Resolvido
1100,1100,2025-11-17,2025-11-30,Limpeza técnica,33.4,Resolvido
1101,1101,2026-06-16,2026-06-18,Troca de componente,9.6,Resolvido
1103,1103,2026-06-30,2026-07-05,Atualização de software,22.3,Resolvido
1104,1104,2025-08-05,2025-08-07,Atualização de software,9.5,Resolvido
1105,1105,2025-12-19,2025-12-31,Limpeza técnica,16.0,Resolvido
1106,1106,2025-08-13,2025-08-15,Reparo de placa,8.0,Resolvido
1107,1107,2025-09-26,2025-10-05,Limpeza técnica,27.3,Resolvido
1108,1108,2025-11-06,2025-11-06,Limpeza técnica,1.2,Resolvido
1109,1109,2025-08-05,2025-08-11,Troca de componente,7.1,Resolvido
1110,1110,2025-10-12,2025-10-14,Atualização de software,9.5,Resolvido
1111,1111,2025-10-23,2025-10-25,Reparo de placa,9.6,Resolvido
1114,1114,2026-05-19,2026-06-01,Limpeza técnica,29.8,Resolvido
1115,1115,2026-06-22,2026-06-25,Atualização de software,14.4,Retorno
1116,1116,2026-03-10,2026-03-19,Reparo de placa,17.5,Resolvido
1117,1117,2025-10-16,2025-10-26,Atualização de software,29.2,Resolvido
1118,1118,2025-09-26,2025-10-07,Atualização de software,36.3,Resolvido
1119,1119,2026-05-01,2026-05-03,Reparo de placa,10.1,Resolvido
1120,1120,2026-01-10,2026-01-17,Troca de componente,23.9,Resolvido
1121,1121,2025-09-04,2025-09-10,Atualização de software,19.1,Resolvido
1123,1123,2025-07-02,2025-07-09,Troca de componente,26.7,Resolvido
1124,1124,2026-05-25,2026-05-25,Limpeza técnica,3.0,Resolvido
1125,1125,2025-12-20,2025-12-27,Troca de componente,17.4,Resolvido
1126,1126,2025-09-27,2025-10-02,Troca de componente,13.3,Resolvido
1127,1127,2026-05-23,2026-05-25,Troca de componente,9.3,Resolvido
1128,1128,2025-10-29,2025-11-05,Limpeza técnica,27.1,Resolvido
1129,1129,2025-10-23,2025-10-26,Reparo de placa,13.0,Resolvido
1130,1130,2026-02-20,2026-02-25,Troca de componente,15.9,Resolvido
1131,1131,2025-11-05,2025-11-15,Atualização de software,23.6,Resolvido
1132,1132,2026-06-02,2026-06-09,Reparo de placa,8.6,Resolvido
1133,1133,2025-07-19,2025-07-21,Atualização de software,11.0,Retorno
1134,1134,2026-03-04,2026-03-07,Limpeza técnica,13.9,Resolvido
1135,1135,2026-05-23,2026-06-02,Limpeza técnica,42.6,Resolvido
1138,1138,2026-03-16,2026-03-29,Limpeza técnica,50.4,Resolvido
1140,1140,2026-02-21,2026-02-27,Troca de componente,17.6,Resolvido
1141,1141,2026-06-14,2026-06-20,Reparo de placa,8.6,Resolvido
1142,1142,2025-12-21,2026-01-03,Troca de componente,51.6,Resolvido
1143,1143,2025-12-19,2025-12-30,Troca de componente,15.8,Resolvido
1144,1144,2026-02-03,2026-02-13,Limpeza técnica,39.2,Resolvido
1146,1146,2026-05-01,2026-05-13,Troca de componente,44.4,Resolvido
1147,1147,2025-09-02,2025-09-06,Limpeza técnica,8.1,Resolvido
1148,1148,2025-07-12,2025-07-20,Reparo de placa,31.7,Resolvido
1149,1149,2026-06-27,2026-06-29,Atualização de software,6.4,Resolvido
1151,1151,2026-04-04,2026-04-10,Limpeza técnica,21.5,Resolvido
1152,1152,2026-01-01,2026-01-13,Reparo de placa,27.7,Resolvido
1153,1153,2026-01-16,2026-01-21,Reparo de placa,22.4,Retorno
1154,1154,2026-01-05,2026-01-08,Troca de componente,15.9,Retorno
1155,1155,2026-02-13,2026-02-24,Troca de componente,13.1,Resolvido
1157,1157,2026-05-17,2026-05-17,Troca de componente,2.3,Resolvido
1158,1158,2025-10-20,2025-10-29,Troca de componente,36.3,Retorno
1159,1159,2025-11-06,2025-11-11,Troca de componente,13.6,Resolvido
1160,1160,2026-05-15,2026-05-16,Atualização de software,2.2,Resolvido
1161,1161,2025-10-04,2025-10-07,Troca de componente,5.3,Resolvido
1164,1164,2026-04-14,2026-04-17,Troca de componente,10.8,Resolvido
1165,1165,2025-09-30,2025-10-09,Reparo de placa,27.9,Resolvido
1166,1166,2025-12-08,2025-12-19,Limpeza técnica,21.9,Resolvido
1167,1167,2025-10-04,2025-10-12,Troca de componente,13.7,Resolvido
1168,1168,2026-03-12,2026-03-14,Atualização de software,10.5,Resolvido
1173,1173,2026-02-03,2026-02-14,Atualização de software,40.8,Resolvido
1174,1174,2026-04-07,2026-04-12,Troca de componente,8.8,Retorno
1175,1175,2026-04-13,2026-04-21,Reparo de placa,14.4,Resolvido
1176,1176,2025-12-20,2025-12-25,Limpeza técnica,12.3,Resolvido
1177,1177,2025-09-09,2025-09-09,Limpeza técnica,2.8,Resolvido
1179,1179,2026-06-18,2026-06-30,Atualização de software,26.9,Resolvido
1181,1181,2025-10-05,2025-10-12,Atualização de software,21.6,Resolvido
1183,1183,2025-12-28,2026-01-09,Troca de componente,27.2,Resolvido
1184,1184,2026-06-30,2026-07-03,Troca de componente,13.3,Resolvido
1185,1185,2025-08-10,2025-08-14,Reparo de placa,6.0,Resolvido
1186,1186,2026-02-03,2026-02-13,Atualização de software,13.5,Resolvido
1187,1187,2025-10-26,2025-11-03,Reparo de placa,29.1,Resolvido
1188,1188,2026-01-23,2026-01-24,Limpeza técnica,6.8,Resolvido
1190,1190,2025-12-08,2025-12-08,Atualização de software,1.3,Resolvido
1191,1191,2025-12-12,2025-12-20,Limpeza técnica,16.2,Resolvido
1192,1192,2026-04-23,2026-05-06,Reparo de placa,36.5,Resolvido
1193,1193,2026-01-06,2026-01-09,Atualização de software,4.2,Resolvido
1194,1194,2026-03-27,2026-03-31,Reparo de placa,15.0,Resolvido
1196,1196,2025-07-20,2025-07-24,Troca de componente,16.8,Resolvido
1197,1197,2025-12-27,2026-01-08,Atualização de software,47.0,Resolvido
1199,1199,2026-06-29,2026-06-29,Atualização de software,1.5,Resolvido
1200,1200,2026-05-19,2026-05-24,Atualização de software,10.2,Resolvido
1201,1201,2025-11-17,2025-11-27,Reparo de placa,16.9,Resolvido
1202,1202,2026-04-10,2026-04-13,Troca de componente,4.7,Resolvido
1204,1204,2025-09-29,2025-09-30,Limpeza técnica,6.9,Resolvido
1205,1205,2026-04-13,2026-04-15,Troca de componente,9.2,Resolvido
1206,1206,2025-12-22,2025-12-26,Atualização de software,5.3,Resolvido
1207,1207,2026-02-06,2026-02-09,Atualização de software,6.3,Resolvido
1208,1208,2026-04-30,2026-05-03,Limpeza técnica,11.8,Resolvido
1209,1209,2026-06-02,2026-06-09,Troca de componente,30.7,Resolvido
1210,1210,2026-04-06,2026-04-06,Atualização de software,3.0,Resolvido
1211,1211,2025-11-08,2025-11-14,Limpeza técnica,12.7,Resolvido
1212,1212,2025-10-14,2025-10-18,Atualização de software,13.0,Resolvido
1214,1214,2026-03-07,2026-03-09,Reparo de placa,10.1,Resolvido
1215,1215,2025-09-14,2025-09-25,Troca de componente,31.9,Retorno
1216,1216,2026-01-25,2026-01-29,Reparo de placa,13.9,Resolvido
1217,1217,2025-11-18,2025-11-18,Troca de componente,3.6,Resolvido
1218,1218,2025-12-28,2026-01-07,Atualização de software,19.1,Resolvido
1219,1219,2025-09-14,2025-09-22,Atualização de software,33.3,Resolvido
1220,1220,2025-12-29,2026-01-07,Reparo de placa,37.1,Resolvido
1221,1221,2025-08-03,2025-08-13,Reparo de placa,40.1,Resolvido
1222,1222,2025-08-19,2025-08-27,Troca de componente,33.4,Resolvido
1223,1223,2026-06-12,2026-06-24,Reparo de placa,36.8,Resolvido
1224,1224,2025-10-22,2025-10-28,Atualização de software,22.8,Resolvido
1225,1225,2025-07-23,2025-07-30,Atualização de software,25.0,Resolvido
1226,1226,2025-09-30,2025-10-12,Reparo de placa,41.5,Resolvido
1227,1227,2026-03-31,2026-04-10,Limpeza técnica,37.7,Resolvido
1228,1228,2025-08-08,2025-08-12,Troca de componente,16.6,Retorno
1229,1229,2025-12-09,2025-12-17,Reparo de placa,19.9,Resolvido
1230,1230,2025-07-28,2025-07-30,Atualização de software,5.9,Resolvido
1231,1231,2026-04-24,2026-05-03,Reparo de placa,21.4,Resolvido
1232,1232,2025-11-01,2025-11-14,Reparo de placa,17.5,Resolvido
1233,1233,2026-04-02,2026-04-03,Reparo de placa,5.2,Resolvido
1234,1234,2025-11-28,2025-12-05,Reparo de placa,16.3,Retorno
1235,1235,2026-03-12,2026-03-21,Atualização de software,26.2,Resolvido
1236,1236,2025-12-08,2025-12-16,Atualização de software,21.8,Resolvido
1237,1237,2026-03-24,2026-04-02,Reparo de placa,33.2,Resolvido
1238,1238,2026-05-01,2026-05-13,Limpeza técnica,40.0,Resolvido
1239,1239,2026-01-19,2026-02-01,Troca de componente,29.5,Resolvido
1241,1241,2025-11-23,2025-11-28,Limpeza técnica,19.0,Retorno
1242,1242,2026-06-19,2026-07-02,Troca de componente,35.4,Retorno
1243,1243,2026-01-12,2026-01-15,Reparo de placa,14.0,Resolvido
1244,1244,2025-09-27,2025-09-30,Atualização de software,11.6,Resolvido
1245,1245,2026-03-10,2026-03-20,Limpeza técnica,35.1,Resolvido
1246,1246,2026-02-18,2026-02-19,Troca de componente,4.4,Resolvido
1247,1247,2025-12-31,2026-01-10,Troca de componente,33.5,Retorno
1249,1249,2025-08-10,2025-08-12,Limpeza técnica,9.5,Resolvido
1250,1250,2025-10-20,2025-10-21,Limpeza técnica,6.8,Resolvido
1252,1252,2025-08-13,2025-08-16,Atualização de software,6.8,Resolvido
1254,1254,2025-12-01,2025-12-08,Limpeza técnica,10.0,Resolvido
1257,1257,2026-01-17,2026-01-27,Atualização de software,16.5,Resolvido
1258,1258,2026-04-17,2026-04-19,Atualização de software,3.8,Resolvido
1259,1259,2025-11-23,2025-11-26,Limpeza técnica,14.0,Resolvido
1260,1260,2025-11-29,2025-12-05,Reparo de placa,25.1,Resolvido
1261,1261,2026-01-11,2026-01-14,Atualização de software,15.6,Resolvido
1262,1262,2026-04-22,2026-04-26,Atualização de software,12.2,Resolvido
1266,1266,2026-05-06,2026-05-19,Atualização de software,18.8,Resolvido
1267,1267,2025-08-08,2025-08-08,Limpeza técnica,2.4,Resolvido
1268,1268,2025-11-27,2025-12-02,Atualização de software,15.2,Resolvido
1269,1269,2026-02-09,2026-02-14,Limpeza técnica,14.0,Resolvido
1271,1271,2026-03-04,2026-03-14,Troca de componente,39.0,Resolvido
1272,1272,2025-10-07,2025-10-10,Limpeza técnica,14.5,Resolvido
1273,1273,2026-01-24,2026-02-05,Atualização de software,39.1,Resolvido
1275,1275,2025-08-26,2025-09-03,Limpeza técnica,18.4,Resolvido
1276,1276,2025-12-03,2025-12-12,Atualização de software,25.3,Resolvido
1277,1277,2025-12-22,2025-12-26,Limpeza técnica,9.9,Resolvido
1278,1278,2026-05-02,2026-05-08,Limpeza técnica,11.3,Resolvido
1280,1280,2025-11-14,2025-11-14,Atualização de software,1.4,Resolvido
1281,1281,2026-06-19,2026-06-22,Limpeza técnica,9.6,Resolvido
1282,1282,2025-08-31,2025-09-08,Atualização de software,28.0,Resolvido
1283,1283,2025-07-10,2025-07-20,Limpeza técnica,29.1,Resolvido
1284,1284,2025-07-16,2025-07-18,Limpeza técnica,9.5,Retorno
1285,1285,2026-01-27,2026-01-31,Reparo de placa,14.4,Resolvido
1286,1286,2026-02-06,2026-02-17,Reparo de placa,26.5,Resolvido
1287,1287,2025-07-09,2025-07-15,Reparo de placa,16.6,Resolvido
1288,1288,2026-03-20,2026-03-31,Atualização de software,18.6,Resolvido
1289,1289,2025-12-14,2025-12-23,Limpeza técnica,16.1,Resolvido
1290,1290,2026-03-21,2026-03-28,Limpeza técnica,17.5,Resolvido
1291,1291,2026-01-29,2026-02-08,Reparo de placa,20.5,Resolvido
1292,1292,2026-06-23,2026-07-06,Troca de componente,38.3,Resolvido
1293,1293,2025-07-04,2025-07-08,Limpeza técnica,13.3,Resolvido
1294,1294,2026-02-10,2026-02-16,Limpeza técnica,12.7,Resolvido
1295,1295,2025-10-16,2025-10-24,Atualização de software,26.5,Resolvido
1296,1296,2026-01-07,2026-01-11,Troca de componente,12.1,Resolvido
1297,1297,2026-04-25,2026-05-07,Reparo de placa,42.2,Resolvido
1298,1298,2025-12-12,2025-12-25,Limpeza técnica,32.3,Resolvido
1299,1299,2026-01-01,2026-01-02,Troca de componente,6.4,Resolvido
1300,1300,2026-05-05,2026-05-07,Atualização de software,10.5,Resolvido
1301,1301,2026-05-11,2026-05-11,Troca de componente,3.1,Resolvido
1302,1302,2026-02-07,2026-02-08,Limpeza técnica,5.6,Resolvido
1303,1303,2026-04-03,2026-04-16,Limpeza técnica,27.7,Resolvido
1304,1304,2026-06-14,2026-06-15,Atualização de software,6.3,Resolvido
1306,1306,2026-02-26,2026-03-02,Troca de componente,10.5,Resolvido
1307,1307,2025-08-11,2025-08-18,Atualização de software,25.3,Resolvido
1308,1308,2026-01-07,2026-01-08,Reparo de placa,2.4,Resolvido
1310,1310,2025-07-21,2025-07-28,Atualização de software,31.9,Resolvido
1311,1311,2025-12-03,2025-12-11,Reparo de placa,28.9,Resolvido
1312,1312,2026-05-28,2026-06-05,Troca de componente,20.5,Retorno
1313,1313,2026-05-31,2026-06-09,Reparo de placa,12.2,Resolvido
1314,1314,2025-08-28,2025-09-03,Troca de componente,25.1,Resolvido
1315,1315,2026-03-14,2026-03-19,Atualização de software,10.4,Resolvido
1316,1316,2025-12-01,2025-12-05,Atualização de software,8.3,Resolvido
1318,1318,2026-03-20,2026-03-27,Reparo de placa,24.6,Resolvido
1319,1319,2026-02-21,2026-02-27,Reparo de placa,22.5,Resolvido
1320,1320,2026-04-30,2026-05-10,Atualização de software,18.8,Resolvido
1321,1321,2026-05-16,2026-05-21,Atualização de software,17.1,Resolvido
1322,1322,2025-11-23,2025-12-03,Limpeza técnica,21.9,Resolvido
1323,1323,2026-01-23,2026-02-03,Atualização de software,22.3,Resolvido
1324,1324,2025-10-30,2025-11-08,Atualização de software,20.9,Resolvido
1325,1325,2026-06-15,2026-06-27,Reparo de placa,17.9,Resolvido
1326,1326,2025-09-28,2025-09-29,Reparo de placa,5.0,Resolvido
1327,1327,2025-07-22,2025-07-22,Limpeza técnica,3.8,Resolvido
1328,1328,2026-03-25,2026-03-26,Atualização de software,4.0,Resolvido
1329,1329,2026-03-28,2026-03-31,Reparo de placa,11.6,Resolvido
1330,1330,2026-05-25,2026-06-03,Limpeza técnica,14.8,Resolvido
1331,1331,2025-07-31,2025-08-12,Reparo de placa,17.8,Resolvido
1332,1332,2025-12-13,2025-12-26,Reparo de placa,47.2,Resolvido
1333,1333,2026-03-18,2026-03-18,Atualização de software,3.8,Resolvido
1334,1334,2025-08-12,2025-08-12,Atualização de software,3.9,Resolvido
1335,1335,2025-10-31,2025-11-05,Atualização de software,6.7,Resolvido
1337,1337,2025-12-10,2025-12-15,Atualização de software,15.7,Resolvido
1338,1338,2026-01-19,2026-02-01,Limpeza técnica,27.7,Resolvido
1340,1340,2025-07-03,2025-07-16,Limpeza técnica,44.2,Resolvido
1341,1341,2025-10-15,2025-10-26,Troca de componente,37.7,Resolvido
1342,1342,2026-03-27,2026-04-07,Atualização de software,46.6,Resolvido
1343,1343,2026-06-17,2026-06-18,Troca de componente,2.1,Resolvido
1344,1344,2026-04-10,2026-04-16,Troca de componente,14.3,Resolvido
1346,1346,2026-04-30,2026-05-03,Troca de componente,6.3,Resolvido
1347,1347,2025-09-02,2025-09-11,Limpeza técnica,34.5,Resolvido
1348,1348,2026-06-09,2026-06-22,Limpeza técnica,41.2,Resolvido
1349,1349,2025-09-05,2025-09-05,Reparo de placa,3.9,Resolvido
1350,1350,2025-12-24,2026-01-01,Limpeza técnica,17.6,Resolvido
1351,1351,2026-03-13,2026-03-15,Reparo de placa,7.6,Resolvido
1353,1353,2026-06-17,2026-06-25,Limpeza técnica,22.4,Retorno
1354,1354,2026-06-29,2026-07-11,Reparo de placa,20.2,Resolvido
1357,1357,2025-09-09,2025-09-18,Troca de componente,13.8,Resolvido
1359,1359,2026-05-27,2026-06-04,Reparo de placa,18.9,Resolvido
1360,1360,2025-07-16,2025-07-18,Troca de componente,4.1,Resolvido
1361,1361,2026-05-14,2026-05-19,Reparo de placa,18.7,Resolvido
1362,1362,2025-10-31,2025-11-13,Troca de componente,27.8,Resolvido
1363,1363,2026-06-16,2026-06-16,Atualização de software,1.4,Resolvido
1364,1364,2026-02-07,2026-02-07,Reparo de placa,3.7,Resolvido
1365,1365,2026-04-27,2026-05-10,Troca de componente,53.4,Resolvido
1366,1366,2025-08-28,2025-09-02,Atualização de software,8.0,Resolvido
1368,1368,2025-11-30,2025-12-07,Limpeza técnica,19.0,Resolvido
1369,1369,2026-06-18,2026-06-23,Limpeza técnica,11.1,Resolvido
1371,1371,2025-07-30,2025-08-03,Limpeza técnica,5.7,Resolvido
1372,1372,2025-10-17,2025-10-17,Atualização de software,2.3,Resolvido
1373,1373,2025-12-03,2025-12-05,Troca de componente,9.8,Resolvido
1374,1374,2025-09-09,2025-09-14,Limpeza técnica,23.1,Resolvido
1375,1375,2026-05-11,2026-05-17,Reparo de placa,12.3,Resolvido
1376,1376,2026-05-14,2026-05-20,Limpeza técnica,13.9,Resolvido
1377,1377,2026-06-21,2026-07-02,Reparo de placa,12.6,Resolvido
1378,1378,2026-05-15,2026-05-23,Limpeza técnica,22.8,Resolvido
1379,1379,2026-02-21,2026-02-25,Limpeza técnica,6.4,Resolvido
1380,1380,2025-07-21,2025-08-03,Limpeza técnica,29.1,Resolvido
1381,1381,2025-11-24,2025-11-25,Reparo de placa,7.4,Resolvido
1382,1382,2026-06-10,2026-06-19,Atualização de software,26.1,Resolvido
1383,1383,2026-04-04,2026-04-08,Limpeza técnica,9.6,Retorno
1384,1384,2025-09-25,2025-09-29,Reparo de placa,6.6,Resolvido
1385,1385,2026-03-20,2026-03-31,Limpeza técnica,32.2,Resolvido
1386,1386,2025-12-04,2025-12-08,Troca de componente,16.3,Resolvido
1389,1389,2026-03-16,2026-03-24,Reparo de placa,21.5,Resolvido
1390,1390,2026-03-09,2026-03-19,Reparo de placa,18.5,Resolvido
1392,1392,2025-07-15,2025-07-25,Atualização de software,29.6,Resolvido
1395,1395,2025-07-20,2025-07-29,Troca de componente,39.3,Retorno
1396,1396,2025-10-18,2025-10-26,Atualização de software,15.0,Resolvido
1398,1398,2026-06-20,2026-06-26,Limpeza técnica,8.0,Resolvido
1399,1399,2026-02-15,2026-02-27,Reparo de placa,26.3,Resolvido
1400,1400,2026-06-14,2026-06-14,Troca de componente,2.5,Resolvido
1401,1401,2025-08-19,2025-09-01,Reparo de placa,45.5,Resolvido
1402,1402,2026-05-22,2026-05-26,Reparo de placa,14.3,Resolvido
1404,1404,2025-12-13,2025-12-26,Troca de componente,48.1,Resolvido
1405,1405,2026-01-03,2026-01-06,Troca de componente,5.6,Resolvido
1406,1406,2026-05-25,2026-05-31,Limpeza técnica,25.3,Resolvido
1408,1408,2026-05-25,2026-05-25,Atualização de software,2.5,Resolvido
1409,1409,2025-07-13,2025-07-26,Limpeza técnica,36.2,Resolvido
1410,1410,2025-10-08,2025-10-13,Atualização de software,18.0,Resolvido
1412,1412,2026-01-22,2026-02-03,Atualização de software,34.6,Resolvido
1413,1413,2025-09-08,2025-09-20,Limpeza técnica,17.0,Resolvido
1414,1414,2025-09-14,2025-09-21,Limpeza técnica,11.4,Resolvido
1415,1415,2026-05-09,2026-05-12,Troca de componente,7.4,Resolvido
1416,1416,2026-04-16,2026-04-27,Atualização de software,47.3,Retorno
1417,1417,2026-01-14,2026-01-27,Reparo de placa,32.5,Resolvido
1418,1418,2026-06-13,2026-06-14,Atualização de software,4.1,Resolvido
1419,1419,2026-05-17,2026-05-30,Limpeza técnica,19.7,Resolvido
1420,1420,2025-07-02,2025-07-10,Reparo de placa,17.7,Resolvido
1422,1422,2025-09-05,2025-09-18,Reparo de placa,47.8,Resolvido
1424,1424,2026-05-23,2026-06-02,Troca de componente,18.0,Resolvido
1425,1425,2026-04-23,2026-05-06,Limpeza técnica,28.8,Resolvido
1426,1426,2025-09-25,2025-09-27,Troca de componente,8.7,Resolvido
1427,1427,2025-10-31,2025-11-04,Reparo de placa,19.8,Resolvido
1429,1429,2025-09-04,2025-09-06,Limpeza técnica,7.0,Resolvido
1430,1430,2025-09-14,2025-09-21,Atualização de software,24.2,Resolvido
1431,1431,2025-08-31,2025-09-09,Atualização de software,38.9,Resolvido
1433,1433,2025-12-20,2025-12-30,Limpeza técnica,33.0,Resolvido
1434,1434,2026-02-23,2026-02-26,Atualização de software,9.6,Resolvido
1435,1435,2026-06-05,2026-06-11,Troca de componente,22.9,Resolvido
1436,1436,2026-02-12,2026-02-23,Troca de componente,13.6,Resolvido
1437,1437,2025-12-18,2025-12-28,Atualização de software,17.5,Resolvido
1439,1439,2025-08-12,2025-08-13,Limpeza técnica,3.3,Resolvido
1440,1440,2025-10-29,2025-10-30,Atualização de software,6.6,Resolvido
1441,1441,2025-11-19,2025-11-30,Limpeza técnica,42.5,Resolvido
1442,1442,2026-06-15,2026-06-24,Troca de componente,33.3,Resolvido
