cliente_id,codigo_cliente,tipo_cliente,uf
746,CLI-00746,Pessoa Física,RJ
747,CLI-00747,Pessoa Física,MG
748,CLI-00748,Pessoa Física,SP
749,CLI-00749,Pessoa Física,RJ
750,CLI-00750,Empresa,PR
751,CLI-00751,Empresa,PR
752,CLI-00752,Pessoa Física,PR
753,CLI-00753,Pessoa Física,SC
754,CLI-00754,Empresa,RJ
755,CLI-00755,Empresa,MG
756,CLI-00756,Empresa,SC
757,CLI-00757,Empresa,RJ
758,CLI-00758,Pessoa Física,MG
759,CLI-00759,Pessoa Física,SP
760,CLI-00760,Empresa,RJ
761,CLI-00761,Pessoa Física,PR
762,CLI-00762,Empresa,SC
763,CLI-00763,Pessoa Física,MG
764,CLI-00764,Pessoa Física,MG
765,CLI-00765,Empresa,SC
766,CLI-00766,Empresa,SC
767,CLI-00767,Pessoa Física,MG
768,CLI-00768,Pessoa Física,SP
769,CLI-00769,Empresa,PR
770,CLI-00770,Empresa,SC
771,CLI-00771,Empresa,SC
772,CLI-00772,Pessoa Física,RJ
773,CLI-00773,Empresa,SP
774,CLI-00774,Empresa,PR
775,CLI-00775,Pessoa Física,MG
776,CLI-00776,Empresa,SC
777,CLI-00777,Pessoa Física,SC
778,CLI-00778,Empresa,RJ
779,CLI-00779,Empresa,SC
780,CLI-00780,Pessoa Física,RJ
781,CLI-00781,Empresa,SC
782,CLI-00782,Pessoa Física,RJ
783,CLI-00783,Pessoa Física,SP
784,CLI-00784,Pessoa Física,MG
785,CLI-00785,Empresa,SC
786,CLI-00786,Empresa,MG
787,CLI-00787,Empresa,MG
788,CLI-00788,Empresa,SP
789,CLI-00789,Empresa,SC
790,CLI-00790,Pessoa Física,SC
791,CLI-00791,Pessoa Física,MG
792,CLI-00792,Empresa,PR
793,CLI-00793,Pessoa Física,SC
794,CLI-00794,Pessoa Física,PR
795,CLI-00795,Pessoa Física,SC
796,CLI-00796,Empresa,SC
797,CLI-00797,Empresa,SP
798,CLI-00798,Empresa,SP
799,CLI-00799,Empresa,RJ
800,CLI-00800,Pessoa Física,PR
801,CLI-00801,Pessoa Física,RJ
802,CLI-00802,Pessoa Física,SC
803,CLI-00803,Empresa,PR
804,CLI-00804,Empresa,MG
805,CLI-00805,Pessoa Física,PR
806,CLI-00806,Empresa,RJ
807,CLI-00807,Pessoa Física,MG
808,CLI-00808,Pessoa Física,PR
809,CLI-00809,Empresa,PR
810,CLI-00810,Empresa,SC
811,CLI-00811,Pessoa Física,SC
812,CLI-00812,Pessoa Física,RJ
813,CLI-00813,Pessoa Física,SC
814,CLI-00814,Pessoa Física,SC
815,CLI-00815,Pessoa Física,SP
816,CLI-00816,Pessoa Física,PR
817,CLI-00817,Pessoa Física,MG
818,CLI-00818,Empresa,SC
819,CLI-00819,Empresa,RJ
820,CLI-00820,Pessoa Física,SP
821,CLI-00821,Pessoa Física,PR
822,CLI-00822,Empresa,MG
823,CLI-00823,Pessoa Física,MG
824,CLI-00824,Pessoa Física,SC
825,CLI-00825,Pessoa Física,MG
826,CLI-00826,Empresa,SC
827,CLI-00827,Pessoa Física,PR
828,CLI-00828,Pessoa Física,PR
829,CLI-00829,Empresa,SP
830,CLI-00830,Pessoa Física,RJ
831,CLI-00831,Pessoa Física,RJ
832,CLI-00832,Empresa,SP
833,CLI-00833,Pessoa Física,SP
834,CLI-00834,Empresa,PR
835,CLI-00835,Empresa,PR
836,CLI-00836,Pessoa Física,MG
837,CLI-00837,Empresa,SC
838,CLI-00838,Pessoa Física,MG
839,CLI-00839,Pessoa Física,RJ
840,CLI-00840,Empresa,SC
841,CLI-00841,Pessoa Física,MG
842,CLI-00842,Pessoa Física,MG
843,CLI-00843,Empresa,SP
844,CLI-00844,Empresa,MG
845,CLI-00845,Empresa,MG
846,CLI-00846,Empresa,MG
847,CLI-00847,Pessoa Física,SP
848,CLI-00848,Pessoa Física,RJ
849,CLI-00849,Pessoa Física,SC
850,CLI-00850,Pessoa Física,RJ
851,CLI-00851,Empresa,SC
852,CLI-00852,Pessoa Física,PR
853,CLI-00853,Pessoa Física,PR
854,CLI-00854,Pessoa Física,PR
855,CLI-00855,Empresa,SP
856,CLI-00856,Empresa,MG
857,CLI-00857,Pessoa Física,SP
858,CLI-00858,Empresa,SC
859,CLI-00859,Empresa,RJ
860,CLI-00860,Empresa,SP
861,CLI-00861,Empresa,PR
862,CLI-00862,Pessoa Física,RJ
863,CLI-00863,Empresa,SC
864,CLI-00864,Empresa,SC
865,CLI-00865,Empresa,RJ
866,CLI-00866,Empresa,SP
867,CLI-00867,Empresa,MG
868,CLI-00868,Empresa,SP
869,CLI-00869,Empresa,MG
870,CLI-00870,Empresa,RJ
871,CLI-00871,Pessoa Física,MG
872,CLI-00872,Pessoa Física,RJ
873,CLI-00873,Pessoa Física,PR
874,CLI-00874,Pessoa Física,RJ
875,CLI-00875,Pessoa Física,SP
876,CLI-00876,Empresa,SP
877,CLI-00877,Empresa,RJ
878,CLI-00878,Empresa,RJ
879,CLI-00879,Pessoa Física,PR
880,CLI-00880,Empresa,PR
881,CLI-00881,Pessoa Física,SP
882,CLI-00882,Empresa,MG
883,CLI-00883,Empresa,PR
884,CLI-00884,Pessoa Física,SC
885,CLI-00885,Empresa,PR
886,CLI-00886,Empresa,RJ
887,CLI-00887,Pessoa Física,SC
888,CLI-00888,Empresa,MG
889,CLI-00889,Empresa,SC
890,CLI-00890,Empresa,SP
891,CLI-00891,Pessoa Física,SP
892,CLI-00892,Pessoa Física,MG
893,CLI-00893,Pessoa Física,RJ
894,CLI-00894,Empresa,SC
895,CLI-00895,Pessoa Física,RJ
896,CLI-00896,Empresa,SP
897,CLI-00897,Pessoa Física,SC
898,CLI-00898,Pessoa Física,PR
899,CLI-00899,Empresa,RJ
900,CLI-00900,Empresa,PR
901,CLI-00901,Empresa,PR
902,CLI-00902,Empresa,SP
903,CLI-00903,Pessoa Física,RJ
904,CLI-00904,Empresa,SC
905,CLI-00905,Pessoa Física,SP
906,CLI-00906,Empresa,SP
907,CLI-00907,Empresa,RJ
908,CLI-00908,Empresa,MG
909,CLI-00909,Empresa,MG
910,CLI-00910,Pessoa Física,SC
911,CLI-00911,Empresa,SC
912,CLI-00912,Empresa,SC
913,CLI-00913,Pessoa Física,PR
914,CLI-00914,Empresa,PR
915,CLI-00915,Empresa,SC
916,CLI-00916,Empresa,PR
917,CLI-00917,Pessoa Física,SC
918,CLI-00918,Empresa,PR
919,CLI-00919,Pessoa Física,SC
920,CLI-00920,Pessoa Física,SC
921,CLI-00921,Pessoa Física,RJ
922,CLI-00922,Pessoa Física,MG
923,CLI-00923,Pessoa Física,RJ
924,CLI-00924,Empresa,MG
925,CLI-00925,Empresa,PR
926,CLI-00926,Empresa,SC
927,CLI-00927,Pessoa Física,SC
928,CLI-00928,Pessoa Física,SP
929,CLI-00929,Empresa,MG
930,CLI-00930,Pessoa Física,SP
931,CLI-00931,Pessoa Física,SC
932,CLI-00932,Pessoa Física,RJ
933,CLI-00933,Pessoa Física,SC
934,CLI-00934,Pessoa Física,MG
935,CLI-00935,Pessoa Física,RJ
936,CLI-00936,Pessoa Física,MG
937,CLI-00937,Empresa,SC
938,CLI-00938,Pessoa Física,SP
939,CLI-00939,Empresa,RJ
940,CLI-00940,Pessoa Física,MG
941,CLI-00941,Empresa,SP
942,CLI-00942,Empresa,PR
943,CLI-00943,Empresa,SC
944,CLI-00944,Pessoa Física,PR
945,CLI-00945,Empresa,SP
946,CLI-00946,Empresa,PR
947,CLI-00947,Empresa,PR
948,CLI-00948,Pessoa Física,MG
949,CLI-00949,Pessoa Física,SP
950,CLI-00950,Pessoa Física,SC
951,CLI-00951,Empresa,RJ
952,CLI-00952,Empresa,MG
953,CLI-00953,Pessoa Física,MG
954,CLI-00954,Empresa,MG
955,CLI-00955,Pessoa Física,PR
956,CLI-00956,Pessoa Física,PR
957,CLI-00957,Pessoa Física,RJ
958,CLI-00958,Pessoa Física,PR
959,CLI-00959,Pessoa Física,RJ
960,CLI-00960,Pessoa Física,SC
961,CLI-00961,Pessoa Física,SC
962,CLI-00962,Empresa,RJ
963,CLI-00963,Pessoa Física,PR
964,CLI-00964,Pessoa Física,SC
965,CLI-00965,Pessoa Física,SC
966,CLI-00966,Pessoa Física,SP
967,CLI-00967,Pessoa Física,PR
968,CLI-00968,Empresa,SP
969,CLI-00969,Empresa,MG
970,CLI-00970,Empresa,SC
971,CLI-00971,Pessoa Física,SP
972,CLI-00972,Pessoa Física,SC
973,CLI-00973,Empresa,SC
974,CLI-00974,Pessoa Física,RJ
975,CLI-00975,Empresa,SP
976,CLI-00976,Empresa,SP
977,CLI-00977,Pessoa Física,PR
978,CLI-00978,Empresa,SP
979,CLI-00979,Empresa,SC
980,CLI-00980,Empresa,SC
981,CLI-00981,Empresa,SP
982,CLI-00982,Pessoa Física,MG
983,CLI-00983,Pessoa Física,SC
984,CLI-00984,Pessoa Física,RJ
985,CLI-00985,Pessoa Física,MG
986,CLI-00986,Pessoa Física,SC
987,CLI-00987,Empresa,MG
988,CLI-00988,Empresa,SP
989,CLI-00989,Empresa,SP
990,CLI-00990,Pessoa Física,RJ
991,CLI-00991,Empresa,MG
992,CLI-00992,Pessoa Física,SC
993,CLI-00993,Empresa,MG
994,CLI-00994,Pessoa Física,SP
995,CLI-00995,Empresa,PR
996,CLI-00996,Empresa,RJ
997,CLI-00997,Empresa,RJ
998,CLI-00998,Pessoa Física,RJ
999,CLI-00999,Empresa,SC
1000,CLI-01000,Empresa,PR
1001,CLI-01001,Empresa,MG
1002,CLI-01002,Empresa,RJ
1003,CLI-01003,Pessoa Física,RJ
1004,CLI-01004,Pessoa Física,SC
1005,CLI-01005,Empresa,MG
1006,CLI-01006,Empresa,SC
1007,CLI-01007,Empresa,PR
1008,CLI-01008,Pessoa Física,SP
1009,CLI-01009,Pessoa Física,PR
1010,CLI-01010,Pessoa Física,SC
1011,CLI-01011,Pessoa Física,PR
1012,CLI-01012,Pessoa Física,SP
1013,CLI-01013,Empresa,SP
1014,CLI-01014,Pessoa Física,MG
1015,CLI-01015,Empresa,SC
1016,CLI-01016,Pessoa Física,PR
1017,CLI-01017,Empresa,MG
1018,CLI-01018,Pessoa Física,RJ
1019,CLI-01019,Empresa,MG
1020,CLI-01020,Empresa,PR
1021,CLI-01021,Pessoa Física,MG
1022,CLI-01022,Pessoa Física,SC
1023,CLI-01023,Empresa,SC
1024,CLI-01024,Empresa,SC
1025,CLI-01025,Pessoa Física,PR
1026,CLI-01026,Pessoa Física,RJ
1027,CLI-01027,Pessoa Física,PR
1028,CLI-01028,Pessoa Física,MG
1029,CLI-01029,Pessoa Física,SC
1030,CLI-01030,Empresa,RJ
1031,CLI-01031,Empresa,PR
1032,CLI-01032,Pessoa Física,SP
1033,CLI-01033,Pessoa Física,RJ
1034,CLI-01034,Pessoa Física,PR
1035,CLI-01035,Pessoa Física,MG
1036,CLI-01036,Empresa,PR
1037,CLI-01037,Empresa,SP
1038,CLI-01038,Empresa,MG
1039,CLI-01039,Empresa,PR
1040,CLI-01040,Empresa,SP
1041,CLI-01041,Pessoa Física,SC
1042,CLI-01042,Pessoa Física,MG
1043,CLI-01043,Pessoa Física,RJ
1044,CLI-01044,Empresa,SC
1045,CLI-01045,Pessoa Física,MG
1046,CLI-01046,Empresa,RJ
1047,CLI-01047,Empresa,PR
1048,CLI-01048,Pessoa Física,SC
1049,CLI-01049,Pessoa Física,SP
1050,CLI-01050,Pessoa Física,SP
1051,CLI-01051,Pessoa Física,SP
1052,CLI-01052,Empresa,SC
1053,CLI-01053,Empresa,SC
1054,CLI-01054,Pessoa Física,PR
1055,CLI-01055,Empresa,MG
1056,CLI-01056,Empresa,MG
1057,CLI-01057,Empresa,MG
1058,CLI-01058,Empresa,PR
1059,CLI-01059,Pessoa Física,SP
1060,CLI-01060,Empresa,SP
1061,CLI-01061,Pessoa Física,SC
1062,CLI-01062,Empresa,SP
1063,CLI-01063,Pessoa Física,SC
1064,CLI-01064,Pessoa Física,MG
1065,CLI-01065,Pessoa Física,RJ
1066,CLI-01066,Empresa,MG
1067,CLI-01067,Empresa,MG
1068,CLI-01068,Pessoa Física,RJ
1069,CLI-01069,Empresa,MG
1070,CLI-01070,Pessoa Física,SC
1071,CLI-01071,Pessoa Física,PR
1072,CLI-01072,Empresa,MG
1073,CLI-01073,Pessoa Física,RJ
1074,CLI-01074,Pessoa Física,PR
1075,CLI-01075,Pessoa Física,PR
1076,CLI-01076,Empresa,SP
1077,CLI-01077,Pessoa Física,PR
1078,CLI-01078,Pessoa Física,SP
1079,CLI-01079,Empresa,RJ
1080,CLI-01080,Pessoa Física,RJ
1081,CLI-01081,Empresa,SC
1082,CLI-01082,Pessoa Física,RJ
1083,CLI-01083,Pessoa Física,SP
1084,CLI-01084,Pessoa Física,SP
1085,CLI-01085,Pessoa Física,SC
1086,CLI-01086,Empresa,SP
1087,CLI-01087,Pessoa Física,SP
1088,CLI-01088,Empresa,PR
1089,CLI-01089,Pessoa Física,RJ
1090,CLI-01090,Empresa,SC
1091,CLI-01091,Pessoa Física,PR
1092,CLI-01092,Pessoa Física,RJ
1093,CLI-01093,Empresa,RJ
1094,CLI-01094,Pessoa Física,RJ
1095,CLI-01095,Pessoa Física,PR
1096,CLI-01096,Pessoa Física,SP
1097,CLI-01097,Empresa,MG
1098,CLI-01098,Pessoa Física,SC
1099,CLI-01099,Empresa,MG
1100,CLI-01100,Empresa,RJ
1101,CLI-01101,Empresa,SC
1102,CLI-01102,Pessoa Física,MG
1103,CLI-01103,Pessoa Física,MG
1104,CLI-01104,Pessoa Física,SP
1105,CLI-01105,Empresa,MG
1106,CLI-01106,Pessoa Física,RJ
1107,CLI-01107,Pessoa Física,SP
1108,CLI-01108,Pessoa Física,SC
1109,CLI-01109,Empresa,RJ
1110,CLI-01110,Empresa,PR
1111,CLI-01111,Empresa,PR
1112,CLI-01112,Empresa,SP
1113,CLI-01113,Pessoa Física,SC
1114,CLI-01114,Empresa,PR
1115,CLI-01115,Pessoa Física,RJ
1116,CLI-01116,Empresa,RJ
1117,CLI-01117,Empresa,PR
1118,CLI-01118,Empresa,SP
1119,CLI-01119,Pessoa Física,MG
1120,CLI-01120,Pessoa Física,SP
1121,CLI-01121,Pessoa Física,RJ
1122,CLI-01122,Pessoa Física,SP
1123,CLI-01123,Empresa,PR
1124,CLI-01124,Empresa,SP
1125,CLI-01125,Pessoa Física,PR
1126,CLI-01126,Pessoa Física,MG
1127,CLI-01127,Empresa,MG
1128,CLI-01128,Pessoa Física,SP
1129,CLI-01129,Empresa,MG
1130,CLI-01130,Pessoa Física,PR
1131,CLI-01131,Pessoa Física,PR
1132,CLI-01132,Pessoa Física,SP
1133,CLI-01133,Empresa,MG
1134,CLI-01134,Empresa,MG
1135,CLI-01135,Pessoa Física,SC
1136,CLI-01136,Pessoa Física,MG
1137,CLI-01137,Pessoa Física,RJ
1138,CLI-01138,Pessoa Física,SC
1139,CLI-01139,Empresa,SC
1140,CLI-01140,Empresa,SC
1141,CLI-01141,Empresa,MG
1142,CLI-01142,Pessoa Física,PR
1143,CLI-01143,Empresa,PR
1144,CLI-01144,Pessoa Física,SP
1145,CLI-01145,Pessoa Física,SC
1146,CLI-01146,Pessoa Física,RJ
1147,CLI-01147,Empresa,PR
1148,CLI-01148,Pessoa Física,MG
1149,CLI-01149,Empresa,SC
1150,CLI-01150,Empresa,RJ
1151,CLI-01151,Pessoa Física,RJ
1152,CLI-01152,Pessoa Física,SP
1153,CLI-01153,Empresa,SC
1154,CLI-01154,Pessoa Física,SC
1155,CLI-01155,Empresa,SC
1156,CLI-01156,Pessoa Física,PR
1157,CLI-01157,Pessoa Física,RJ
1158,CLI-01158,Empresa,SC
1159,CLI-01159,Pessoa Física,SC
1160,CLI-01160,Empresa,PR
1161,CLI-01161,Empresa,SC
1162,CLI-01162,Empresa,SC
1163,CLI-01163,Empresa,PR
1164,CLI-01164,Empresa,MG
1165,CLI-01165,Empresa,MG
1166,CLI-01166,Pessoa Física,SC
1167,CLI-01167,Pessoa Física,PR
1168,CLI-01168,Pessoa Física,PR
1169,CLI-01169,Empresa,RJ
1170,CLI-01170,Pessoa Física,MG
1171,CLI-01171,Empresa,PR
1172,CLI-01172,Empresa,SP
1173,CLI-01173,Pessoa Física,RJ
1174,CLI-01174,Empresa,SC
1175,CLI-01175,Pessoa Física,SC
1176,CLI-01176,Empresa,SP
1177,CLI-01177,Pessoa Física,SP
1178,CLI-01178,Pessoa Física,SC
1179,CLI-01179,Empresa,MG
1180,CLI-01180,Empresa,RJ
1181,CLI-01181,Pessoa Física,PR
1182,CLI-01182,Empresa,SC
1183,CLI-01183,Pessoa Física,RJ
1184,CLI-01184,Empresa,RJ
1185,CLI-01185,Pessoa Física,SC
1186,CLI-01186,Pessoa Física,RJ
1187,CLI-01187,Pessoa Física,SC
1188,CLI-01188,Empresa,SC
1189,CLI-01189,Empresa,SP
1190,CLI-01190,Pessoa Física,SC
1191,CLI-01191,Empresa,PR
1192,CLI-01192,Empresa,SC
1193,CLI-01193,Empresa,MG
1194,CLI-01194,Pessoa Física,MG
1195,CLI-01195,Empresa,SP
1196,CLI-01196,Pessoa Física,RJ
1197,CLI-01197,Pessoa Física,PR
1198,CLI-01198,Empresa,MG
1199,CLI-01199,Pessoa Física,MG
1200,CLI-01200,Pessoa Física,SC
