equipamento_id,cliente_id,tipo_id,marca_id,modelo,numero_serie_ficticio,ano_fabricacao
576,457,6,10,MOD-148,SER-0000576,2020
577,279,9,10,MOD-730,SER-0000577,2020
578,362,10,11,MOD-463,SER-0000578,2022
579,457,10,10,MOD-288,SER-0000579,2023
580,583,10,10,MOD-781,SER-0000580,2025
581,814,10,11,MOD-784,SER-0000581,2021
582,105,1,2,MOD-822,SER-0000582,2020
583,671,2,3,MOD-688,SER-0000583,2021
584,1010,6,8,MOD-740,SER-0000584,2024
585,757,2,1,MOD-938,SER-0000585,2026
586,1075,6,6,MOD-411,SER-0000586,2021
587,934,10,3,MOD-233,SER-0000587,2024
588,525,9,12,MOD-518,SER-0000588,2023
589,541,4,10,MOD-365,SER-0000589,2025
590,156,1,10,MOD-258,SER-0000590,2019
591,849,2,7,MOD-390,SER-0000591,2024
592,378,3,3,MOD-106,SER-0000592,2025
593,800,4,6,MOD-988,SER-0000593,2026
594,316,10,8,MOD-255,SER-0000594,2023
595,523,8,4,MOD-206,SER-0000595,2020
596,581,1,5,MOD-816,SER-0000596,2023
597,13,6,1,MOD-717,SER-0000597,2026
598,853,7,1,MOD-472,SER-0000598,2021
599,958,10,2,MOD-851,SER-0000599,2025
600,339,5,8,MOD-496,SER-0000600,2026
601,249,4,9,MOD-798,SER-0000601,2020
602,757,5,2,MOD-557,SER-0000602,2020
603,108,10,7,MOD-253,SER-0000603,2019
604,110,1,4,MOD-380,SER-0000604,2024
605,536,10,7,MOD-920,SER-0000605,2020
606,390,2,2,MOD-962,SER-0000606,2019
607,929,7,2,MOD-922,SER-0000607,2023
608,16,2,10,MOD-192,SER-0000608,2024
609,557,6,9,MOD-102,SER-0000609,2026
610,7,6,2,MOD-888,SER-0000610,2023
611,371,8,2,MOD-449,SER-0000611,2026
612,518,4,12,MOD-242,SER-0000612,2021
613,30,7,6,MOD-562,SER-0000613,2024
614,204,9,6,MOD-449,SER-0000614,2024
615,419,8,11,MOD-595,SER-0000615,2018
616,874,6,11,MOD-359,SER-0000616,2025
617,1007,8,8,MOD-430,SER-0000617,2019
618,1015,9,7,MOD-519,SER-0000618,2025
619,244,4,11,MOD-310,SER-0000619,2026
620,544,5,11,MOD-165,SER-0000620,2026
621,988,5,1,MOD-736,SER-0000621,2019
622,25,6,3,MOD-101,SER-0000622,2021
623,1021,8,3,MOD-132,SER-0000623,2023
624,625,10,6,MOD-981,SER-0000624,2025
625,268,2,1,MOD-177,SER-0000625,2026
626,123,2,8,MOD-474,SER-0000626,2025
627,375,4,5,MOD-413,SER-0000627,2025
628,441,4,6,MOD-348,SER-0000628,2018
629,616,3,4,MOD-829,SER-0000629,2018
630,47,8,6,MOD-644,SER-0000630,2025
631,709,4,12,MOD-705,SER-0000631,2021
632,110,5,5,MOD-955,SER-0000632,2024
633,1098,1,12,MOD-263,SER-0000633,2025
634,1017,9,1,MOD-994,SER-0000634,2022
635,559,10,11,MOD-878,SER-0000635,2023
636,743,7,10,MOD-932,SER-0000636,2021
637,715,6,5,MOD-221,SER-0000637,2019
638,984,9,2,MOD-356,SER-0000638,2020
639,218,6,5,MOD-537,SER-0000639,2019
640,590,3,8,MOD-379,SER-0000640,2025
641,43,4,2,MOD-658,SER-0000641,2024
642,379,7,3,MOD-281,SER-0000642,2023
643,1113,4,11,MOD-582,SER-0000643,2019
644,320,3,9,MOD-217,SER-0000644,2020
645,530,3,7,MOD-972,SER-0000645,2019
646,341,9,3,MOD-728,SER-0000646,2022
647,610,6,4,MOD-332,SER-0000647,2018
648,231,6,1,MOD-822,SER-0000648,2026
649,1172,5,12,MOD-954,SER-0000649,2020
650,135,1,8,MOD-123,SER-0000650,2026
651,562,3,12,MOD-819,SER-0000651,2025
652,921,2,1,MOD-193,SER-0000652,2018
653,1177,6,5,MOD-322,SER-0000653,2019
654,968,7,8,MOD-314,SER-0000654,2026
655,495,1,11,MOD-404,SER-0000655,2021
656,487,8,11,MOD-578,SER-0000656,2022
657,545,3,5,MOD-183,SER-0000657,2021
658,611,5,3,MOD-555,SER-0000658,2021
659,525,9,4,MOD-101,SER-0000659,2024
660,894,7,11,MOD-394,SER-0000660,2022
661,1082,5,4,MOD-194,SER-0000661,2022
662,677,7,5,MOD-621,SER-0000662,2019
663,390,10,9,MOD-657,SER-0000663,2021
664,312,3,9,MOD-497,SER-0000664,2026
665,35,9,6,MOD-972,SER-0000665,2021
666,615,4,5,MOD-813,SER-0000666,2019
667,560,3,7,MOD-428,SER-0000667,2022
668,1091,10,4,MOD-339,SER-0000668,2019
669,1069,2,6,MOD-360,SER-0000669,2025
670,892,10,4,MOD-215,SER-0000670,2024
671,274,1,8,MOD-809,SER-0000671,2024
672,1036,6,10,MOD-148,SER-0000672,2018
673,76,3,1,MOD-342,SER-0000673,2023
674,899,5,9,MOD-859,SER-0000674,2024
675,1070,8,11,MOD-271,SER-0000675,2023
676,42,7,9,MOD-943,SER-0000676,2023
677,989,9,8,MOD-835,SER-0000677,2022
678,272,4,5,MOD-636,SER-0000678,2018
679,1191,5,7,MOD-569,SER-0000679,2019
680,72,5,1,MOD-427,SER-0000680,2025
681,643,7,8,MOD-815,SER-0000681,2021
682,643,8,8,MOD-386,SER-0000682,2020
683,831,2,6,MOD-615,SER-0000683,2018
684,1147,6,4,MOD-403,SER-0000684,2020
685,1017,2,9,MOD-903,SER-0000685,2024
686,646,4,11,MOD-891,SER-0000686,2024
687,808,6,3,MOD-277,SER-0000687,2021
688,423,6,12,MOD-616,SER-0000688,2026
689,1151,6,9,MOD-456,SER-0000689,2024
690,42,2,8,MOD-602,SER-0000690,2018
691,958,6,5,MOD-536,SER-0000691,2021
692,950,10,7,MOD-146,SER-0000692,2025
693,132,6,6,MOD-369,SER-0000693,2023
694,900,10,11,MOD-573,SER-0000694,2023
695,269,5,10,MOD-573,SER-0000695,2023
696,989,8,2,MOD-789,SER-0000696,2023
697,54,2,6,MOD-181,SER-0000697,2024
698,499,8,5,MOD-766,SER-0000698,2020
699,912,1,10,MOD-880,SER-0000699,2022
700,1185,10,7,MOD-859,SER-0000700,2018
701,337,8,4,MOD-730,SER-0000701,2019
702,828,10,11,MOD-875,SER-0000702,2024
703,105,9,9,MOD-955,SER-0000703,2020
704,973,10,2,MOD-937,SER-0000704,2025
705,488,8,12,MOD-723,SER-0000705,2023
706,877,10,3,MOD-952,SER-0000706,2023
707,1103,7,7,MOD-644,SER-0000707,2018
708,1129,2,9,MOD-174,SER-0000708,2024
709,614,4,3,MOD-789,SER-0000709,2024
710,165,6,11,MOD-856,SER-0000710,2020
711,955,6,3,MOD-504,SER-0000711,2024
712,607,3,9,MOD-940,SER-0000712,2022
713,1087,5,2,MOD-224,SER-0000713,2023
714,54,6,3,MOD-454,SER-0000714,2020
715,706,2,11,MOD-237,SER-0000715,2024
716,300,6,11,MOD-419,SER-0000716,2020
717,2,3,10,MOD-981,SER-0000717,2023
718,211,10,10,MOD-986,SER-0000718,2024
719,677,4,9,MOD-981,SER-0000719,2019
720,185,6,2,MOD-868,SER-0000720,2025
721,1005,5,3,MOD-937,SER-0000721,2021
722,254,3,1,MOD-298,SER-0000722,2022
723,395,2,7,MOD-601,SER-0000723,2018
724,1108,8,11,MOD-971,SER-0000724,2024
725,632,4,7,MOD-231,SER-0000725,2018
726,583,8,11,MOD-732,SER-0000726,2024
727,870,5,1,MOD-157,SER-0000727,2023
728,101,9,2,MOD-761,SER-0000728,2021
729,558,6,7,MOD-925,SER-0000729,2020
730,648,4,7,MOD-533,SER-0000730,2026
731,785,10,4,MOD-870,SER-0000731,2019
732,8,4,6,MOD-404,SER-0000732,2024
733,891,10,7,MOD-493,SER-0000733,2024
734,118,6,5,MOD-674,SER-0000734,2021
735,914,6,9,MOD-179,SER-0000735,2026
736,520,10,3,MOD-310,SER-0000736,2019
737,800,4,6,MOD-573,SER-0000737,2019
738,769,4,8,MOD-796,SER-0000738,2025
739,104,7,7,MOD-360,SER-0000739,2025
740,937,3,4,MOD-952,SER-0000740,2018
741,53,2,11,MOD-687,SER-0000741,2022
742,685,6,1,MOD-277,SER-0000742,2025
743,963,7,6,MOD-216,SER-0000743,2020
744,751,2,2,MOD-778,SER-0000744,2018
745,486,5,12,MOD-961,SER-0000745,2024
746,211,10,7,MOD-125,SER-0000746,2025
747,974,5,9,MOD-280,SER-0000747,2025
748,721,9,10,MOD-358,SER-0000748,2022
749,1097,8,8,MOD-729,SER-0000749,2024
750,99,4,8,MOD-595,SER-0000750,2021
751,563,7,11,MOD-709,SER-0000751,2023
752,277,10,10,MOD-154,SER-0000752,2022
753,1138,8,12,MOD-970,SER-0000753,2022
754,1014,7,7,MOD-746,SER-0000754,2018
755,408,4,9,MOD-873,SER-0000755,2024
756,252,10,11,MOD-797,SER-0000756,2019
757,173,8,5,MOD-741,SER-0000757,2026
758,649,10,1,MOD-521,SER-0000758,2020
759,613,3,1,MOD-932,SER-0000759,2025
760,394,7,1,MOD-988,SER-0000760,2018
761,518,2,11,MOD-498,SER-0000761,2021
762,231,7,12,MOD-369,SER-0000762,2018
763,985,7,2,MOD-110,SER-0000763,2024
764,1101,7,7,MOD-647,SER-0000764,2020
765,544,10,7,MOD-337,SER-0000765,2026
766,967,5,10,MOD-357,SER-0000766,2019
767,941,8,12,MOD-311,SER-0000767,2018
768,878,3,1,MOD-699,SER-0000768,2020
769,696,2,7,MOD-587,SER-0000769,2021
770,1063,9,2,MOD-761,SER-0000770,2021
771,141,3,11,MOD-331,SER-0000771,2018
772,625,3,5,MOD-794,SER-0000772,2020
773,1073,4,2,MOD-986,SER-0000773,2022
774,580,8,4,MOD-879,SER-0000774,2020
775,42,7,6,MOD-550,SER-0000775,2024
776,1087,5,9,MOD-661,SER-0000776,2019
777,724,5,3,MOD-409,SER-0000777,2022
778,949,4,11,MOD-707,SER-0000778,2023
779,1007,9,2,MOD-733,SER-0000779,2020
780,925,6,4,MOD-544,SER-0000780,2018
781,773,3,5,MOD-346,SER-0000781,2021
782,922,5,7,MOD-415,SER-0000782,2024
783,726,3,7,MOD-671,SER-0000783,2022
784,760,10,1,MOD-885,SER-0000784,2018
785,345,5,6,MOD-645,SER-0000785,2018
786,649,7,8,MOD-969,SER-0000786,2021
787,564,1,12,MOD-975,SER-0000787,2018
788,184,8,3,MOD-388,SER-0000788,2018
789,369,8,4,MOD-478,SER-0000789,2018
790,1190,3,6,MOD-887,SER-0000790,2022
791,326,7,10,MOD-853,SER-0000791,2026
792,710,5,8,MOD-908,SER-0000792,2025
793,108,4,9,MOD-101,SER-0000793,2021
794,515,5,6,MOD-210,SER-0000794,2019
795,310,2,12,MOD-325,SER-0000795,2018
796,672,4,6,MOD-648,SER-0000796,2021
797,976,4,9,MOD-391,SER-0000797,2020
798,633,8,11,MOD-133,SER-0000798,2021
799,840,3,10,MOD-495,SER-0000799,2023
800,12,3,5,MOD-186,SER-0000800,2023
801,850,9,12,MOD-392,SER-0000801,2026
802,1187,3,7,MOD-792,SER-0000802,2022
803,390,2,4,MOD-571,SER-0000803,2020
804,560,3,5,MOD-626,SER-0000804,2019
805,465,4,5,MOD-246,SER-0000805,2021
806,621,5,5,MOD-697,SER-0000806,2020
807,562,2,11,MOD-974,SER-0000807,2019
808,1017,3,4,MOD-629,SER-0000808,2022
809,313,8,9,MOD-416,SER-0000809,2025
810,581,3,8,MOD-193,SER-0000810,2025
811,727,5,3,MOD-620,SER-0000811,2022
812,973,4,9,MOD-774,SER-0000812,2021
813,429,9,8,MOD-261,SER-0000813,2026
814,235,3,8,MOD-595,SER-0000814,2023
815,100,9,4,MOD-895,SER-0000815,2025
816,1180,6,2,MOD-693,SER-0000816,2019
817,1083,9,4,MOD-894,SER-0000817,2023
818,342,10,8,MOD-682,SER-0000818,2018
819,203,5,9,MOD-257,SER-0000819,2021
820,545,7,5,MOD-806,SER-0000820,2021
821,1019,3,1,MOD-664,SER-0000821,2020
822,162,3,6,MOD-431,SER-0000822,2022
823,255,8,11,MOD-562,SER-0000823,2020
824,573,1,12,MOD-222,SER-0000824,2024
825,764,3,2,MOD-357,SER-0000825,2025
826,166,10,6,MOD-849,SER-0000826,2024
827,1143,7,9,MOD-816,SER-0000827,2024
828,1186,7,2,MOD-755,SER-0000828,2020
829,610,7,10,MOD-160,SER-0000829,2020
830,831,7,7,MOD-606,SER-0000830,2024
831,720,4,2,MOD-207,SER-0000831,2018
832,900,6,7,MOD-702,SER-0000832,2020
833,163,2,8,MOD-889,SER-0000833,2023
834,488,4,12,MOD-274,SER-0000834,2018
835,591,1,5,MOD-709,SER-0000835,2026
836,928,2,7,MOD-723,SER-0000836,2025
837,791,7,12,MOD-652,SER-0000837,2026
838,1188,3,8,MOD-692,SER-0000838,2024
839,351,3,5,MOD-275,SER-0000839,2023
840,1195,3,4,MOD-894,SER-0000840,2021
841,1196,3,1,MOD-386,SER-0000841,2021
842,396,10,6,MOD-229,SER-0000842,2022
843,575,7,4,MOD-672,SER-0000843,2021
844,154,9,10,MOD-193,SER-0000844,2023
845,188,3,12,MOD-739,SER-0000845,2018
846,426,2,8,MOD-709,SER-0000846,2026
847,432,4,10,MOD-862,SER-0000847,2024
848,900,8,2,MOD-302,SER-0000848,2024
849,965,7,2,MOD-208,SER-0000849,2022
850,974,4,3,MOD-603,SER-0000850,2019
851,854,2,8,MOD-525,SER-0000851,2018
852,715,1,1,MOD-860,SER-0000852,2025
853,182,8,6,MOD-877,SER-0000853,2023
854,885,2,1,MOD-412,SER-0000854,2022
855,871,4,4,MOD-975,SER-0000855,2025
856,844,4,9,MOD-546,SER-0000856,2022
857,77,5,3,MOD-129,SER-0000857,2020
858,158,7,8,MOD-360,SER-0000858,2021
859,61,7,12,MOD-793,SER-0000859,2025
860,162,4,4,MOD-432,SER-0000860,2022
861,296,5,5,MOD-185,SER-0000861,2023
862,804,10,10,MOD-496,SER-0000862,2018
863,892,10,1,MOD-669,SER-0000863,2018
864,1136,1,4,MOD-202,SER-0000864,2020
865,844,9,7,MOD-654,SER-0000865,2022
866,446,1,3,MOD-128,SER-0000866,2024
867,668,4,1,MOD-984,SER-0000867,2023
868,675,8,1,MOD-304,SER-0000868,2018
869,471,4,5,MOD-389,SER-0000869,2021
870,832,6,4,MOD-218,SER-0000870,2023
871,462,6,3,MOD-112,SER-0000871,2019
872,479,3,9,MOD-237,SER-0000872,2020
873,557,4,11,MOD-405,SER-0000873,2023
874,1193,1,8,MOD-255,SER-0000874,2022
875,965,9,9,MOD-303,SER-0000875,2020
876,446,4,9,MOD-974,SER-0000876,2022
877,555,5,5,MOD-807,SER-0000877,2022
878,719,8,9,MOD-121,SER-0000878,2025
879,703,3,2,MOD-725,SER-0000879,2021
880,173,9,5,MOD-236,SER-0000880,2019
881,217,1,10,MOD-520,SER-0000881,2023
882,4,3,11,MOD-490,SER-0000882,2020
883,593,8,10,MOD-421,SER-0000883,2020
884,604,7,6,MOD-445,SER-0000884,2026
885,693,8,8,MOD-297,SER-0000885,2023
886,1043,4,5,MOD-910,SER-0000886,2019
887,382,3,1,MOD-675,SER-0000887,2020
888,253,7,3,MOD-997,SER-0000888,2023
889,1185,4,8,MOD-129,SER-0000889,2026
890,279,9,2,MOD-928,SER-0000890,2025
891,766,7,11,MOD-849,SER-0000891,2025
892,749,5,7,MOD-216,SER-0000892,2018
893,971,10,8,MOD-169,SER-0000893,2026
894,465,10,8,MOD-536,SER-0000894,2026
895,1018,7,11,MOD-530,SER-0000895,2021
896,349,9,2,MOD-220,SER-0000896,2024
897,288,3,11,MOD-997,SER-0000897,2019
898,674,3,4,MOD-182,SER-0000898,2026
899,287,3,9,MOD-223,SER-0000899,2018
900,773,9,5,MOD-880,SER-0000900,2019
901,536,3,8,MOD-149,SER-0000901,2020
902,410,8,8,MOD-184,SER-0000902,2022
903,296,10,5,MOD-583,SER-0000903,2023
904,798,2,2,MOD-176,SER-0000904,2021
905,61,10,9,MOD-202,SER-0000905,2021
906,788,2,10,MOD-667,SER-0000906,2025
907,859,8,10,MOD-673,SER-0000907,2020
908,1117,2,5,MOD-727,SER-0000908,2026
909,433,2,2,MOD-985,SER-0000909,2022
910,304,9,5,MOD-827,SER-0000910,2023
911,634,5,10,MOD-180,SER-0000911,2020
912,472,10,5,MOD-957,SER-0000912,2021
913,117,7,11,MOD-846,SER-0000913,2024
914,513,10,7,MOD-975,SER-0000914,2019
915,800,1,5,MOD-999,SER-0000915,2019
916,744,2,12,MOD-957,SER-0000916,2026
917,814,6,9,MOD-274,SER-0000917,2021
918,304,3,6,MOD-956,SER-0000918,2020
919,874,10,6,MOD-536,SER-0000919,2026
920,11,5,12,MOD-770,SER-0000920,2024
921,459,3,1,MOD-334,SER-0000921,2024
922,629,7,11,MOD-545,SER-0000922,2022
923,597,4,5,MOD-190,SER-0000923,2026
924,630,9,5,MOD-148,SER-0000924,2022
925,1160,9,4,MOD-248,SER-0000925,2024
926,531,4,3,MOD-752,SER-0000926,2025
927,248,4,2,MOD-362,SER-0000927,2023
928,15,5,2,MOD-336,SER-0000928,2020
929,726,8,11,MOD-173,SER-0000929,2018
930,279,9,2,MOD-990,SER-0000930,2019
931,619,7,8,MOD-174,SER-0000931,2023
932,877,3,4,MOD-468,SER-0000932,2022
933,254,10,4,MOD-576,SER-0000933,2022
934,244,9,4,MOD-628,SER-0000934,2022
935,388,8,9,MOD-557,SER-0000935,2021
936,767,6,1,MOD-216,SER-0000936,2021
937,1052,10,2,MOD-151,SER-0000937,2023
938,361,5,2,MOD-563,SER-0000938,2026
939,735,10,1,MOD-158,SER-0000939,2020
940,595,5,5,MOD-288,SER-0000940,2025
941,795,2,5,MOD-624,SER-0000941,2020
942,353,1,12,MOD-849,SER-0000942,2022
943,949,2,5,MOD-574,SER-0000943,2019
944,552,2,10,MOD-627,SER-0000944,2023
945,514,4,2,MOD-815,SER-0000945,2019
946,441,3,4,MOD-399,SER-0000946,2018
947,413,2,8,MOD-982,SER-0000947,2026
948,196,1,5,MOD-974,SER-0000948,2026
949,564,3,4,MOD-485,SER-0000949,2025
950,73,2,9,MOD-958,SER-0000950,2023
951,94,6,9,MOD-710,SER-0000951,2019
952,984,7,11,MOD-185,SER-0000952,2026
953,1145,5,9,MOD-225,SER-0000953,2021
954,1136,2,12,MOD-675,SER-0000954,2025
955,1025,2,2,MOD-248,SER-0000955,2020
956,885,8,3,MOD-271,SER-0000956,2019
957,780,2,10,MOD-812,SER-0000957,2022
958,13,3,2,MOD-259,SER-0000958,2020
959,484,7,12,MOD-846,SER-0000959,2025
960,908,8,7,MOD-771,SER-0000960,2018
961,173,1,1,MOD-108,SER-0000961,2019
962,406,5,1,MOD-626,SER-0000962,2025
963,848,6,9,MOD-705,SER-0000963,2023
964,89,3,8,MOD-556,SER-0000964,2020
965,827,9,7,MOD-798,SER-0000965,2018
966,1049,5,2,MOD-266,SER-0000966,2023
967,204,6,10,MOD-537,SER-0000967,2026
968,468,3,6,MOD-493,SER-0000968,2019
969,1163,2,12,MOD-317,SER-0000969,2025
970,433,2,5,MOD-756,SER-0000970,2025
971,299,7,6,MOD-910,SER-0000971,2019
972,1083,5,10,MOD-250,SER-0000972,2024
973,552,1,4,MOD-689,SER-0000973,2022
974,858,4,12,MOD-421,SER-0000974,2023
975,76,1,5,MOD-517,SER-0000975,2026
976,1029,3,2,MOD-693,SER-0000976,2018
977,978,7,2,MOD-627,SER-0000977,2025
978,112,9,7,MOD-591,SER-0000978,2023
979,213,9,5,MOD-303,SER-0000979,2019
980,814,6,4,MOD-391,SER-0000980,2021
981,917,7,6,MOD-681,SER-0000981,2020
982,588,3,6,MOD-894,SER-0000982,2024
983,602,4,10,MOD-355,SER-0000983,2023
984,736,4,5,MOD-191,SER-0000984,2022
985,1077,2,10,MOD-254,SER-0000985,2019
986,744,4,9,MOD-574,SER-0000986,2020
987,877,4,6,MOD-926,SER-0000987,2023
988,595,8,2,MOD-841,SER-0000988,2021
989,740,1,11,MOD-650,SER-0000989,2018
990,1113,9,11,MOD-736,SER-0000990,2019
991,1112,4,6,MOD-606,SER-0000991,2023
992,37,8,5,MOD-430,SER-0000992,2019
993,285,9,6,MOD-967,SER-0000993,2026
994,1112,9,6,MOD-400,SER-0000994,2024
995,689,6,8,MOD-746,SER-0000995,2018
996,1006,2,12,MOD-317,SER-0000996,2025
997,77,6,9,MOD-384,SER-0000997,2024
998,1159,1,7,MOD-112,SER-0000998,2020
999,115,1,12,MOD-854,SER-0000999,2018
1000,1158,10,5,MOD-676,SER-0001000,2024
1001,213,3,2,MOD-240,SER-0001001,2022
1002,739,4,2,MOD-350,SER-0001002,2019
1003,908,5,9,MOD-289,SER-0001003,2025
1004,360,7,4,MOD-110,SER-0001004,2024
1005,916,3,10,MOD-179,SER-0001005,2021
1006,88,1,9,MOD-550,SER-0001006,2020
1007,537,5,10,MOD-501,SER-0001007,2019
1008,938,1,11,MOD-677,SER-0001008,2023
1009,326,4,8,MOD-366,SER-0001009,2022
1010,674,6,3,MOD-936,SER-0001010,2025
1011,558,1,5,MOD-786,SER-0001011,2022
1012,1063,4,4,MOD-970,SER-0001012,2024
1013,996,3,2,MOD-574,SER-0001013,2020
1014,652,3,5,MOD-105,SER-0001014,2023
1015,214,10,3,MOD-266,SER-0001015,2020
1016,906,8,6,MOD-191,SER-0001016,2020
1017,858,5,4,MOD-432,SER-0001017,2024
1018,27,1,4,MOD-280,SER-0001018,2020
1019,834,7,9,MOD-432,SER-0001019,2018
1020,850,10,1,MOD-177,SER-0001020,2019
1021,899,10,5,MOD-435,SER-0001021,2018
1022,788,3,5,MOD-984,SER-0001022,2020
1023,604,3,8,MOD-909,SER-0001023,2025
1024,1122,3,3,MOD-483,SER-0001024,2018
1025,390,4,3,MOD-342,SER-0001025,2026
1026,396,2,10,MOD-139,SER-0001026,2021
1027,146,7,3,MOD-207,SER-0001027,2026
1028,972,7,6,MOD-796,SER-0001028,2019
1029,841,4,10,MOD-791,SER-0001029,2019
1030,414,7,4,MOD-355,SER-0001030,2022
1031,1074,10,2,MOD-450,SER-0001031,2019
1032,793,9,6,MOD-763,SER-0001032,2020
1033,975,5,6,MOD-938,SER-0001033,2024
1034,863,5,12,MOD-569,SER-0001034,2024
1035,124,7,10,MOD-479,SER-0001035,2024
1036,696,10,9,MOD-332,SER-0001036,2021
1037,678,1,8,MOD-202,SER-0001037,2019
1038,1058,9,3,MOD-360,SER-0001038,2020
1039,304,5,5,MOD-111,SER-0001039,2019
1040,285,1,10,MOD-103,SER-0001040,2022
1041,191,2,10,MOD-251,SER-0001041,2025
1042,847,2,6,MOD-566,SER-0001042,2022
1043,398,9,11,MOD-257,SER-0001043,2021
1044,383,8,2,MOD-533,SER-0001044,2020
1045,629,7,10,MOD-337,SER-0001045,2023
1046,491,10,12,MOD-340,SER-0001046,2022
1047,305,8,9,MOD-186,SER-0001047,2021
1048,112,1,2,MOD-503,SER-0001048,2026
1049,141,4,4,MOD-302,SER-0001049,2023
1050,387,8,12,MOD-251,SER-0001050,2024
1051,21,7,11,MOD-282,SER-0001051,2025
1052,52,5,3,MOD-626,SER-0001052,2022
1053,596,1,5,MOD-871,SER-0001053,2024
1054,570,9,11,MOD-770,SER-0001054,2024
1055,729,2,11,MOD-890,SER-0001055,2020
1056,823,3,12,MOD-977,SER-0001056,2018
1057,743,10,2,MOD-149,SER-0001057,2020
1058,371,10,10,MOD-831,SER-0001058,2020
1059,1085,3,6,MOD-874,SER-0001059,2022
1060,1044,9,2,MOD-340,SER-0001060,2024
1061,585,5,3,MOD-245,SER-0001061,2021
1062,551,8,10,MOD-854,SER-0001062,2018
1063,102,8,7,MOD-541,SER-0001063,2019
1064,508,4,10,MOD-497,SER-0001064,2025
1065,211,4,1,MOD-783,SER-0001065,2026
1066,778,8,2,MOD-606,SER-0001066,2018
1067,170,1,8,MOD-576,SER-0001067,2025
1068,668,8,8,MOD-652,SER-0001068,2024
1069,889,1,6,MOD-706,SER-0001069,2019
1070,499,1,4,MOD-439,SER-0001070,2018
1071,714,8,3,MOD-598,SER-0001071,2026
1072,414,7,8,MOD-968,SER-0001072,2025
1073,303,7,5,MOD-329,SER-0001073,2021
1074,270,7,3,MOD-211,SER-0001074,2018
1075,809,8,7,MOD-565,SER-0001075,2022
1076,146,5,4,MOD-518,SER-0001076,2021
1077,777,10,2,MOD-388,SER-0001077,2019
1078,693,9,11,MOD-900,SER-0001078,2026
1079,557,4,10,MOD-566,SER-0001079,2018
1080,931,1,7,MOD-894,SER-0001080,2021
1081,411,8,5,MOD-952,SER-0001081,2023
1082,251,10,8,MOD-712,SER-0001082,2024
1083,300,6,2,MOD-102,SER-0001083,2018
1084,265,5,9,MOD-514,SER-0001084,2022
1085,848,8,2,MOD-690,SER-0001085,2020
1086,1185,10,12,MOD-762,SER-0001086,2022
1087,487,1,12,MOD-889,SER-0001087,2018
1088,51,10,5,MOD-611,SER-0001088,2023
1089,1077,1,2,MOD-863,SER-0001089,2026
1090,168,2,2,MOD-477,SER-0001090,2020
1091,415,6,9,MOD-608,SER-0001091,2023
1092,166,5,12,MOD-608,SER-0001092,2025
1093,558,3,6,MOD-234,SER-0001093,2020
1094,757,4,8,MOD-713,SER-0001094,2026
1095,509,3,12,MOD-409,SER-0001095,2021
1096,1147,10,5,MOD-972,SER-0001096,2023
1097,333,10,9,MOD-859,SER-0001097,2023
1098,17,10,3,MOD-783,SER-0001098,2021
1099,57,6,7,MOD-855,SER-0001099,2022
1100,59,10,7,MOD-151,SER-0001100,2018
1101,644,1,10,MOD-763,SER-0001101,2022
1102,1136,5,7,MOD-146,SER-0001102,2020
1103,669,8,3,MOD-528,SER-0001103,2020
1104,848,3,7,MOD-146,SER-0001104,2022
1105,821,10,8,MOD-223,SER-0001105,2023
1106,898,10,7,MOD-811,SER-0001106,2018
1107,576,9,9,MOD-728,SER-0001107,2023
1108,703,3,10,MOD-555,SER-0001108,2018
1109,1097,4,8,MOD-790,SER-0001109,2022
1110,304,4,8,MOD-586,SER-0001110,2020
1111,1002,8,11,MOD-288,SER-0001111,2026
1112,319,7,5,MOD-721,SER-0001112,2019
1113,396,9,3,MOD-551,SER-0001113,2023
1114,255,8,5,MOD-841,SER-0001114,2022
1115,467,2,9,MOD-137,SER-0001115,2021
1116,383,3,7,MOD-884,SER-0001116,2020
1117,146,10,5,MOD-210,SER-0001117,2024
1118,229,7,3,MOD-621,SER-0001118,2018
1119,62,4,2,MOD-538,SER-0001119,2025
1120,10,1,4,MOD-379,SER-0001120,2024
1121,205,2,5,MOD-492,SER-0001121,2019
1122,231,10,12,MOD-469,SER-0001122,2018
1123,209,4,1,MOD-737,SER-0001123,2025
1124,387,4,3,MOD-817,SER-0001124,2018
1125,840,2,8,MOD-844,SER-0001125,2026
1126,1040,9,9,MOD-172,SER-0001126,2019
1127,387,2,2,MOD-337,SER-0001127,2026
1128,480,9,4,MOD-466,SER-0001128,2019
1129,194,10,1,MOD-502,SER-0001129,2018
1130,731,10,6,MOD-875,SER-0001130,2019
1131,637,5,10,MOD-759,SER-0001131,2020
1132,459,4,11,MOD-464,SER-0001132,2020
1133,962,2,12,MOD-412,SER-0001133,2024
1134,1006,10,1,MOD-270,SER-0001134,2022
1135,1120,7,10,MOD-886,SER-0001135,2024
1136,215,5,3,MOD-640,SER-0001136,2023
1137,770,6,3,MOD-125,SER-0001137,2018
1138,774,3,3,MOD-165,SER-0001138,2019
1139,822,10,4,MOD-113,SER-0001139,2018
1140,40,5,1,MOD-549,SER-0001140,2021
1141,530,8,7,MOD-247,SER-0001141,2022
1142,244,2,2,MOD-286,SER-0001142,2018
1143,1172,1,6,MOD-513,SER-0001143,2020
1144,477,9,3,MOD-338,SER-0001144,2024
1145,961,1,5,MOD-452,SER-0001145,2020
1146,837,10,7,MOD-510,SER-0001146,2021
