matricula_id,aluno_id,plano_id,data_inicio,data_fim,status,canal_aquisicao
563,563,5,2024-11-18,,Ativa,Passante
564,564,1,2024-08-15,,Ativa,Empresa
565,565,8,2024-11-29,,Ativa,Indicação
566,566,4,2025-04-28,,Ativa,Indicação
567,567,3,2025-02-17,,Ativa,Empresa
568,568,4,2024-11-03,2026-06-06,Cancelada,Site
569,569,4,2024-08-14,,Ativa,Passante
570,570,7,2025-02-16,,Ativa,Empresa
571,571,6,2025-01-09,,Ativa,Indicação
572,572,4,2024-09-05,,Ativa,Site
573,573,2,2024-05-24,,Ativa,Empresa
574,574,5,2024-05-29,,Ativa,Site
575,575,7,2024-10-16,,Ativa,Empresa
576,576,8,2024-11-22,,Ativa,Site
577,577,7,2024-10-06,,Ativa,Empresa
578,578,1,2025-05-23,2026-06-11,Cancelada,Empresa
579,579,1,2024-06-21,2026-04-22,Cancelada,Site
580,580,1,2024-04-12,2025-07-02,Cancelada,Passante
581,581,3,2025-02-06,,Ativa,Site
582,582,1,2024-07-07,2025-11-19,Cancelada,Site
583,583,8,2025-06-27,,Ativa,Site
584,584,6,2024-12-05,,Ativa,Empresa
585,585,5,2025-05-08,2025-12-31,Cancelada,Site
586,586,1,2024-02-19,,Ativa,Site
587,587,5,2025-02-15,2026-04-23,Cancelada,Passante
588,588,5,2025-03-23,,Ativa,Empresa
589,589,1,2024-07-18,,Ativa,Indicação
590,590,6,2024-02-21,,Ativa,Site
591,591,7,2024-08-22,,Ativa,Passante
592,592,1,2024-11-27,,Ativa,Passante
593,593,4,2025-01-16,,Ativa,Site
594,594,3,2024-02-22,,Ativa,Indicação
595,595,5,2025-04-19,,Ativa,Indicação
596,596,2,2024-05-29,2026-06-12,Cancelada,Empresa
597,597,4,2024-08-10,,Ativa,Site
598,598,7,2024-11-30,2026-01-08,Cancelada,Site
599,599,3,2025-03-06,,Ativa,Site
600,600,3,2025-04-23,2025-11-30,Cancelada,Empresa
601,601,7,2024-05-14,,Ativa,Indicação
602,602,7,2024-08-22,,Ativa,Indicação
603,603,3,2024-03-19,,Ativa,Indicação
604,604,4,2024-08-05,,Ativa,Site
605,605,2,2025-03-15,,Ativa,Passante
606,606,8,2025-06-10,,Ativa,Empresa
607,607,2,2024-06-30,,Ativa,Empresa
608,608,7,2024-04-08,,Ativa,Passante
609,609,8,2024-10-27,,Ativa,Empresa
610,610,6,2024-04-17,,Ativa,Passante
611,611,8,2024-09-26,2025-10-24,Cancelada,Passante
612,612,6,2024-07-16,2025-08-11,Cancelada,Site
613,613,5,2024-10-06,,Ativa,Site
614,614,4,2025-05-16,,Ativa,Site
615,615,5,2025-02-21,2025-10-01,Cancelada,Site
616,616,4,2025-04-20,2025-12-29,Cancelada,Indicação
617,617,6,2024-06-29,,Ativa,Indicação
618,618,4,2025-05-17,2026-05-20,Cancelada,Site
619,619,5,2025-04-19,,Ativa,Indicação
620,620,2,2025-02-21,,Ativa,Empresa
621,621,2,2025-03-12,2025-11-03,Cancelada,Site
622,622,8,2025-06-24,,Ativa,Empresa
623,623,4,2024-11-22,,Ativa,Passante
624,624,7,2024-11-29,2025-10-13,Cancelada,Passante
625,625,6,2024-03-08,,Ativa,Empresa
626,626,6,2025-06-07,,Ativa,Passante
627,627,8,2024-05-13,,Ativa,Passante
628,628,6,2025-05-22,,Ativa,Passante
629,629,6,2024-06-13,,Ativa,Empresa
630,630,8,2024-09-11,2025-09-09,Cancelada,Indicação
631,631,7,2025-05-08,,Ativa,Site
632,632,3,2025-01-09,2025-10-01,Cancelada,Site
633,633,2,2024-04-14,2026-06-21,Cancelada,Indicação
634,634,7,2024-09-01,,Ativa,Passante
635,635,4,2025-06-04,,Ativa,Indicação
636,636,7,2025-02-04,,Ativa,Passante
637,637,8,2024-02-28,2026-02-07,Cancelada,Site
638,638,7,2024-10-26,,Ativa,Indicação
639,639,1,2024-08-11,2025-12-14,Cancelada,Empresa
640,640,2,2024-08-29,2026-03-15,Cancelada,Site
641,641,8,2024-04-28,,Ativa,Indicação
642,642,8,2024-11-21,2026-02-12,Cancelada,Site
643,643,4,2024-06-04,,Ativa,Site
644,644,5,2024-03-06,,Ativa,Indicação
645,645,1,2025-06-22,,Ativa,Site
646,646,5,2024-06-02,2025-09-22,Cancelada,Passante
647,647,8,2025-05-23,,Ativa,Empresa
648,648,7,2025-04-18,2026-01-01,Cancelada,Passante
649,649,3,2024-10-05,,Ativa,Indicação
650,650,8,2024-11-19,,Ativa,Passante
651,651,2,2024-02-26,2025-07-30,Cancelada,Site
652,652,3,2025-04-06,,Ativa,Site
653,653,8,2025-01-31,,Ativa,Site
654,654,7,2024-11-20,,Ativa,Site
655,655,8,2024-11-01,,Ativa,Site
656,656,2,2024-12-15,,Ativa,Empresa
657,657,6,2024-05-21,,Ativa,Site
658,658,4,2025-01-21,,Ativa,Indicação
659,659,8,2024-10-31,,Ativa,Passante
660,660,7,2025-02-09,2026-03-10,Cancelada,Empresa
661,661,6,2024-09-10,,Ativa,Indicação
662,662,8,2024-07-01,,Ativa,Empresa
663,663,6,2024-09-18,,Ativa,Site
664,664,4,2024-04-05,2025-10-24,Cancelada,Site
665,665,7,2024-11-12,,Ativa,Empresa
666,666,1,2024-08-02,,Ativa,Site
667,667,2,2024-09-09,,Ativa,Site
668,668,7,2024-05-26,,Ativa,Empresa
669,669,1,2024-08-15,2026-03-05,Cancelada,Site
670,670,8,2024-03-04,,Ativa,Indicação
671,671,8,2024-03-12,2025-07-07,Cancelada,Site
672,672,1,2024-12-20,,Ativa,Passante
673,673,3,2024-06-05,2025-08-01,Cancelada,Site
674,674,3,2025-01-17,,Ativa,Indicação
675,675,8,2024-07-04,,Ativa,Passante
676,676,7,2025-04-24,,Ativa,Passante
677,677,6,2025-06-13,,Ativa,Indicação
678,678,8,2025-03-18,,Ativa,Indicação
679,679,4,2024-07-04,2025-08-22,Cancelada,Indicação
680,680,2,2025-03-24,,Ativa,Empresa
681,681,1,2024-07-17,2025-12-23,Cancelada,Indicação
682,682,1,2024-04-04,,Ativa,Empresa
683,683,2,2024-06-14,,Ativa,Empresa
684,684,8,2024-08-30,,Ativa,Empresa
685,685,6,2024-07-01,2026-06-28,Cancelada,Empresa
686,686,5,2024-12-06,2026-06-30,Cancelada,Passante
687,687,6,2025-02-03,,Ativa,Empresa
688,688,5,2025-05-15,2025-10-05,Cancelada,Site
689,689,7,2025-06-19,,Ativa,Empresa
690,690,5,2024-12-09,,Ativa,Indicação
691,691,3,2024-12-23,,Ativa,Empresa
692,692,4,2024-08-11,,Ativa,Empresa
693,693,5,2024-09-16,,Ativa,Empresa
694,694,2,2024-06-17,,Ativa,Passante
695,695,1,2024-05-26,,Ativa,Site
696,696,2,2024-07-04,,Ativa,Empresa
697,697,7,2024-11-12,,Ativa,Empresa
698,698,4,2024-11-02,2025-08-03,Cancelada,Passante
699,699,7,2025-05-25,,Ativa,Indicação
700,700,4,2025-04-19,,Ativa,Indicação
701,701,7,2025-01-01,,Ativa,Empresa
702,702,4,2024-06-04,,Ativa,Site
703,703,4,2025-05-11,,Ativa,Passante
704,704,5,2025-01-25,,Ativa,Passante
705,705,8,2024-02-27,,Ativa,Site
706,706,6,2024-02-20,,Ativa,Site
707,707,1,2024-07-02,,Ativa,Passante
708,708,3,2025-05-01,,Ativa,Passante
709,709,4,2025-05-01,,Ativa,Site
710,710,7,2025-03-02,,Ativa,Site
711,711,4,2024-10-18,,Ativa,Passante
712,712,8,2024-03-08,,Ativa,Passante
713,713,6,2024-06-04,,Ativa,Site
714,714,7,2025-02-21,2025-10-04,Cancelada,Passante
715,715,2,2024-06-03,,Ativa,Empresa
716,716,6,2025-06-14,,Ativa,Empresa
717,717,1,2024-02-25,2026-01-24,Cancelada,Indicação
718,718,8,2024-11-26,,Ativa,Site
719,719,1,2024-07-05,,Ativa,Indicação
720,720,4,2024-12-07,,Ativa,Empresa
721,721,5,2024-08-25,,Ativa,Empresa
722,722,5,2025-04-15,,Ativa,Passante
723,723,4,2024-06-28,,Ativa,Site
724,724,1,2025-06-06,,Ativa,Site
725,725,7,2024-03-22,2025-11-16,Cancelada,Passante
726,726,8,2024-11-06,,Ativa,Passante
727,727,3,2024-09-21,,Ativa,Empresa
728,728,2,2024-08-30,2026-03-06,Cancelada,Empresa
729,729,5,2024-12-12,,Ativa,Passante
730,730,7,2024-11-25,,Ativa,Empresa
731,731,4,2024-05-02,,Ativa,Site
732,732,5,2024-11-02,2026-02-10,Cancelada,Indicação
733,733,8,2025-02-23,2025-11-28,Cancelada,Empresa
734,734,3,2024-04-14,2025-09-10,Cancelada,Indicação
735,735,7,2025-02-28,,Ativa,Empresa
736,736,5,2025-06-25,,Ativa,Indicação
737,737,1,2024-06-01,,Ativa,Site
738,738,1,2024-07-03,,Ativa,Site
739,739,8,2024-11-04,,Ativa,Site
740,740,4,2025-06-30,,Ativa,Passante
741,741,7,2024-10-23,2026-05-28,Cancelada,Site
742,742,2,2025-02-10,,Ativa,Indicação
743,743,1,2024-06-05,2025-08-20,Cancelada,Indicação
744,744,1,2024-06-20,,Ativa,Empresa
745,745,7,2025-04-29,,Ativa,Passante
746,746,8,2024-11-19,,Ativa,Site
747,747,2,2024-11-07,,Ativa,Site
748,748,4,2025-06-11,,Ativa,Site
749,749,7,2024-09-03,,Ativa,Indicação
750,750,3,2024-08-14,2026-03-11,Cancelada,Site
751,751,7,2025-05-04,,Ativa,Site
752,752,2,2024-11-09,,Ativa,Indicação
753,753,7,2025-05-14,,Ativa,Empresa
754,754,8,2024-05-30,2026-03-14,Cancelada,Passante
755,755,6,2025-02-18,2025-11-06,Cancelada,Indicação
756,756,6,2025-03-12,,Ativa,Passante
757,757,8,2024-11-16,,Ativa,Indicação
758,758,1,2024-10-06,,Ativa,Passante
759,759,6,2025-01-28,,Ativa,Empresa
760,760,2,2025-04-02,,Ativa,Indicação
761,761,1,2025-04-23,2025-12-23,Cancelada,Empresa
762,762,7,2024-07-29,2025-10-04,Cancelada,Empresa
763,763,1,2024-04-23,,Ativa,Site
764,764,4,2024-03-08,,Ativa,Empresa
765,765,5,2025-03-12,,Ativa,Passante
766,766,7,2025-03-02,,Ativa,Empresa
767,767,3,2024-04-28,,Ativa,Indicação
768,768,1,2024-06-19,2026-01-15,Cancelada,Empresa
769,769,1,2025-06-18,2026-02-20,Cancelada,Indicação
770,770,3,2025-06-24,,Ativa,Passante
771,771,7,2024-11-25,2026-01-30,Cancelada,Empresa
772,772,4,2025-02-04,,Ativa,Indicação
773,773,4,2024-08-20,,Ativa,Empresa
774,774,1,2025-06-21,,Ativa,Passante
775,775,7,2024-07-04,,Ativa,Indicação
776,776,8,2025-02-14,,Ativa,Empresa
777,777,1,2025-04-03,,Ativa,Empresa
778,778,8,2025-02-24,,Ativa,Empresa
779,779,6,2024-08-15,,Ativa,Passante
780,780,2,2025-06-21,,Ativa,Indicação
781,781,5,2024-06-05,,Ativa,Indicação
782,782,1,2024-08-03,,Ativa,Indicação
783,783,6,2024-07-13,2026-03-06,Cancelada,Indicação
784,784,2,2025-01-24,,Ativa,Site
785,785,5,2024-07-04,,Ativa,Site
786,786,3,2024-04-24,2025-07-14,Cancelada,Passante
787,787,6,2024-10-01,,Ativa,Indicação
788,788,4,2025-03-16,,Ativa,Site
789,789,5,2025-05-09,,Ativa,Empresa
790,790,2,2024-03-21,,Ativa,Indicação
791,791,3,2024-11-15,2026-02-13,Cancelada,Passante
792,792,1,2024-07-25,,Ativa,Site
793,793,6,2024-12-15,,Ativa,Indicação
794,794,1,2024-08-12,2026-06-25,Cancelada,Empresa
795,795,7,2024-04-05,2026-01-18,Cancelada,Indicação
796,796,7,2024-12-11,,Ativa,Passante
797,797,2,2024-05-27,,Ativa,Site
798,798,8,2025-03-18,,Ativa,Site
799,799,5,2025-03-11,,Ativa,Site
800,800,4,2025-04-02,,Ativa,Indicação
801,801,2,2025-01-06,,Ativa,Empresa
802,802,6,2024-02-26,,Ativa,Empresa
803,803,4,2024-03-03,2025-10-06,Cancelada,Indicação
804,804,6,2024-07-28,,Ativa,Indicação
805,805,3,2024-07-31,,Ativa,Site
806,806,3,2024-12-04,,Ativa,Passante
807,807,2,2024-05-07,,Ativa,Site
808,808,1,2025-05-08,,Ativa,Passante
809,809,8,2024-10-25,,Ativa,Empresa
810,810,8,2025-02-03,,Ativa,Site
811,811,6,2025-02-04,,Ativa,Empresa
812,812,3,2024-04-18,,Ativa,Site
813,813,2,2025-04-26,,Ativa,Indicação
814,814,3,2024-09-26,2026-06-27,Cancelada,Empresa
815,815,3,2024-06-24,,Ativa,Site
816,816,8,2024-07-28,,Ativa,Site
817,817,7,2025-02-24,2025-07-17,Cancelada,Empresa
818,818,7,2025-04-02,,Ativa,Empresa
819,819,4,2025-04-05,,Ativa,Empresa
820,820,4,2024-12-21,,Ativa,Passante
821,821,6,2025-02-04,,Ativa,Site
822,822,4,2024-09-03,,Ativa,Indicação
823,823,5,2025-04-06,2026-02-06,Cancelada,Empresa
824,824,7,2025-04-20,,Ativa,Passante
825,825,7,2024-05-19,,Ativa,Passante
826,826,6,2024-05-04,,Ativa,Empresa
827,827,8,2025-01-25,,Ativa,Indicação
828,828,8,2025-03-15,,Ativa,Empresa
829,829,5,2024-11-28,,Ativa,Empresa
830,830,1,2024-03-29,,Ativa,Passante
831,831,7,2024-09-23,2026-05-14,Cancelada,Empresa
832,832,3,2025-04-02,,Ativa,Passante
833,833,5,2024-04-05,,Ativa,Empresa
834,834,1,2025-05-29,,Ativa,Empresa
835,835,2,2025-02-18,,Ativa,Indicação
836,836,7,2025-01-18,,Ativa,Site
837,837,7,2024-10-08,2025-07-02,Cancelada,Site
838,838,6,2025-04-07,,Ativa,Site
839,839,8,2025-05-17,2025-07-13,Cancelada,Passante
840,840,2,2024-08-19,,Ativa,Site
841,841,2,2024-08-16,,Ativa,Site
842,842,1,2024-04-13,,Ativa,Site
843,843,8,2025-05-19,,Ativa,Passante
844,844,6,2025-02-17,,Ativa,Empresa
845,845,8,2025-06-06,,Ativa,Site
846,846,3,2025-01-03,,Ativa,Passante
847,847,4,2024-02-22,,Ativa,Passante
848,848,1,2024-10-29,,Ativa,Passante
849,849,7,2025-02-05,,Ativa,Site
850,850,3,2025-05-02,,Ativa,Empresa
851,851,5,2024-12-10,,Ativa,Passante
852,852,4,2024-04-25,2025-07-30,Cancelada,Site
853,853,2,2024-05-20,2026-06-16,Cancelada,Indicação
854,854,6,2024-06-15,,Ativa,Site
855,855,1,2025-06-12,2025-08-29,Cancelada,Empresa
856,856,4,2025-01-18,,Ativa,Passante
857,857,7,2025-02-11,,Ativa,Indicação
858,858,5,2024-03-11,,Ativa,Site
859,859,2,2024-09-02,,Ativa,Site
860,860,6,2025-06-17,,Ativa,Passante
861,861,6,2025-04-02,,Ativa,Site
862,862,7,2024-04-18,,Ativa,Empresa
863,863,1,2025-06-12,2026-01-17,Cancelada,Passante
864,864,6,2024-08-21,,Ativa,Passante
865,865,4,2025-06-26,,Ativa,Site
866,866,4,2024-11-19,,Ativa,Passante
867,867,5,2024-06-20,,Ativa,Passante
868,868,2,2024-12-06,2026-04-23,Cancelada,Indicação
869,869,2,2024-03-14,,Ativa,Empresa
870,870,6,2024-08-25,,Ativa,Site
871,871,4,2025-04-04,2026-04-24,Cancelada,Indicação
872,872,1,2024-11-20,,Ativa,Empresa
873,873,7,2025-01-26,,Ativa,Site
874,874,2,2024-02-22,,Ativa,Site
875,875,5,2024-05-10,2026-05-05,Cancelada,Indicação
876,876,1,2024-09-05,,Ativa,Site
877,877,8,2025-04-01,,Ativa,Indicação
878,878,5,2024-06-01,,Ativa,Empresa
879,879,1,2025-06-01,,Ativa,Passante
880,880,6,2024-09-12,,Ativa,Empresa
881,881,6,2024-07-13,,Ativa,Passante
882,882,2,2024-06-04,,Ativa,Indicação
883,883,2,2025-05-31,,Ativa,Passante
884,884,3,2024-05-17,,Ativa,Passante
885,885,4,2024-08-16,,Ativa,Empresa
886,886,5,2025-04-13,,Ativa,Empresa
887,887,1,2025-01-13,,Ativa,Indicação
888,888,4,2024-04-24,,Ativa,Passante
889,889,1,2024-05-31,,Ativa,Site
890,890,6,2024-08-16,2026-01-26,Cancelada,Passante
891,891,2,2024-03-15,,Ativa,Empresa
892,892,3,2024-12-19,,Ativa,Passante
893,893,6,2025-02-28,,Ativa,Passante
894,894,2,2025-01-05,2025-09-26,Cancelada,Site
895,895,1,2024-06-11,2026-04-13,Cancelada,Site
896,896,4,2024-07-13,,Ativa,Passante
897,897,3,2024-08-05,,Ativa,Passante
898,898,8,2025-02-07,,Ativa,Passante
899,899,2,2025-04-18,,Ativa,Empresa
900,900,4,2025-05-15,,Ativa,Empresa
901,901,4,2024-05-13,,Ativa,Indicação
902,902,8,2025-02-18,,Ativa,Site
903,903,6,2024-10-13,2026-02-10,Cancelada,Site
904,904,8,2025-04-12,,Ativa,Indicação
905,905,8,2024-09-02,,Ativa,Passante
906,906,6,2024-11-11,,Ativa,Indicação
907,907,5,2024-12-10,2026-05-19,Cancelada,Indicação
908,908,3,2025-03-28,,Ativa,Passante
909,909,8,2024-06-20,,Ativa,Site
910,910,5,2024-07-10,,Ativa,Indicação
911,911,5,2024-03-25,,Ativa,Site
912,912,8,2024-08-03,2025-08-09,Cancelada,Passante
913,913,8,2024-05-15,,Ativa,Passante
914,914,2,2024-05-22,,Ativa,Empresa
915,915,8,2025-02-19,,Ativa,Site
916,916,2,2024-10-08,2025-07-17,Cancelada,Passante
917,917,5,2025-03-15,2025-11-18,Cancelada,Empresa
918,918,6,2024-09-01,,Ativa,Site
919,919,6,2024-10-22,2025-10-09,Cancelada,Indicação
920,920,8,2024-06-13,,Ativa,Passante
921,921,8,2025-05-06,,Ativa,Empresa
922,922,3,2024-04-14,,Ativa,Passante
923,923,3,2024-03-27,,Ativa,Passante
924,924,8,2025-06-21,2025-08-01,Cancelada,Passante
925,925,2,2024-03-24,,Ativa,Empresa
926,926,8,2025-05-13,,Ativa,Indicação
927,927,4,2025-01-22,,Ativa,Passante
928,928,8,2024-10-29,,Ativa,Site
929,929,3,2024-06-13,,Ativa,Indicação
930,930,2,2024-11-02,,Ativa,Site
931,931,8,2024-12-31,,Ativa,Empresa
932,932,6,2024-07-05,2025-11-25,Cancelada,Site
933,933,3,2024-08-24,,Ativa,Empresa
934,934,7,2025-06-12,2025-09-27,Cancelada,Empresa
935,935,7,2024-07-15,,Ativa,Passante
936,936,5,2025-03-28,,Ativa,Site
937,937,2,2025-03-19,2026-05-05,Cancelada,Indicação
938,938,7,2024-02-29,,Ativa,Site
939,939,8,2024-10-09,2025-11-05,Cancelada,Passante
940,940,6,2025-05-15,,Ativa,Indicação
941,941,6,2025-05-24,,Ativa,Site
942,942,5,2024-07-15,,Ativa,Empresa
943,943,3,2024-04-24,,Ativa,Indicação
944,944,2,2025-06-26,,Ativa,Indicação
945,945,7,2024-07-31,,Ativa,Site
946,946,7,2025-02-27,2026-06-09,Cancelada,Site
947,947,8,2024-05-28,2026-05-01,Cancelada,Passante
948,948,2,2024-05-05,,Ativa,Passante
949,949,4,2024-08-26,,Ativa,Site
950,950,6,2024-03-01,2025-09-29,Cancelada,Site
951,951,6,2025-06-13,,Ativa,Passante
952,952,5,2025-01-05,,Ativa,Site
953,953,1,2025-01-31,,Ativa,Passante
954,954,3,2025-04-20,,Ativa,Site
955,955,7,2025-06-26,,Ativa,Empresa
956,956,5,2024-08-29,2025-12-19,Cancelada,Empresa
957,957,1,2024-08-15,,Ativa,Site
958,958,1,2024-07-09,,Ativa,Passante
959,959,1,2024-12-18,,Ativa,Site
960,960,3,2024-05-03,,Ativa,Empresa
961,961,5,2024-07-02,,Ativa,Site
962,962,5,2024-03-02,,Ativa,Indicação
963,963,7,2025-01-04,,Ativa,Passante
964,964,5,2024-04-26,,Ativa,Empresa
965,965,5,2025-01-23,,Ativa,Empresa
966,966,2,2025-04-10,,Ativa,Site
967,967,8,2025-05-26,,Ativa,Site
968,968,6,2025-06-27,2026-04-23,Cancelada,Site
969,969,7,2024-07-13,,Ativa,Empresa
970,970,8,2025-05-16,,Ativa,Site
971,971,4,2024-08-06,,Ativa,Site
972,972,7,2024-12-30,2025-10-16,Cancelada,Site
973,973,2,2025-03-06,,Ativa,Site
974,974,8,2024-09-01,,Ativa,Indicação
975,975,3,2024-08-20,,Ativa,Empresa
976,976,7,2024-09-10,,Ativa,Empresa
977,977,7,2025-04-11,,Ativa,Site
978,978,2,2025-05-12,2026-03-17,Cancelada,Empresa
979,979,6,2024-08-31,,Ativa,Empresa
980,980,1,2025-04-22,,Ativa,Site
981,981,1,2024-11-12,,Ativa,Empresa
982,982,8,2024-08-31,,Ativa,Indicação
983,983,4,2024-11-10,2025-11-05,Cancelada,Passante
984,984,4,2024-11-23,2026-05-05,Cancelada,Indicação
985,985,5,2024-08-12,2025-07-11,Cancelada,Site
986,986,7,2024-03-24,,Ativa,Passante
987,987,5,2025-03-19,,Ativa,Passante
988,988,4,2024-11-09,,Ativa,Passante
989,989,2,2025-02-13,,Ativa,Indicação
990,990,1,2025-01-27,,Ativa,Passante
991,991,6,2024-06-07,,Ativa,Passante
992,992,3,2024-03-06,,Ativa,Passante
993,993,8,2025-02-15,2025-11-03,Cancelada,Passante
994,994,5,2025-03-26,,Ativa,Passante
995,995,5,2024-10-08,,Ativa,Empresa
996,996,5,2024-07-26,2026-05-25,Cancelada,Site
997,997,4,2024-11-03,,Ativa,Site
998,998,1,2025-01-23,,Ativa,Empresa
999,999,6,2024-02-24,,Ativa,Indicação
1000,1000,8,2025-02-01,,Ativa,Passante
1001,1001,6,2025-01-07,,Ativa,Site
1002,1002,2,2024-06-11,,Ativa,Passante
1003,1003,3,2025-04-18,,Ativa,Passante
1004,1004,5,2025-02-05,,Ativa,Passante
1005,1005,8,2024-10-15,,Ativa,Indicação
1006,1006,7,2024-03-18,,Ativa,Site
1007,1007,1,2025-03-12,,Ativa,Empresa
1008,1008,6,2024-04-11,,Ativa,Passante
1009,1009,5,2024-05-20,,Ativa,Site
1010,1010,5,2024-06-01,,Ativa,Empresa
1011,1011,3,2024-11-29,,Ativa,Empresa
1012,1012,1,2024-06-03,,Ativa,Empresa
1013,1013,2,2024-06-23,,Ativa,Indicação
1014,1014,6,2025-05-24,,Ativa,Indicação
1015,1015,4,2025-01-12,,Ativa,Indicação
1016,1016,1,2025-06-15,,Ativa,Empresa
1017,1017,2,2024-12-31,,Ativa,Empresa
1018,1018,8,2024-08-14,,Ativa,Indicação
1019,1019,5,2025-05-19,,Ativa,Empresa
1020,1020,1,2025-02-05,,Ativa,Indicação
1021,1021,5,2025-03-30,,Ativa,Empresa
1022,1022,5,2024-10-20,,Ativa,Site
1023,1023,8,2024-12-04,,Ativa,Empresa
1024,1024,4,2024-11-28,,Ativa,Indicação
1025,1025,1,2024-08-12,,Ativa,Passante
1026,1026,2,2025-04-29,2026-05-09,Cancelada,Site
1027,1027,1,2024-09-13,2025-11-28,Cancelada,Indicação
1028,1028,3,2024-07-04,,Ativa,Site
1029,1029,4,2024-03-12,,Ativa,Passante
1030,1030,6,2024-04-17,,Ativa,Empresa
1031,1031,1,2024-03-11,2025-12-04,Cancelada,Empresa
1032,1032,4,2025-05-24,,Ativa,Site
1033,1033,5,2025-02-02,2026-03-16,Cancelada,Passante
1034,1034,2,2025-06-07,,Ativa,Passante
1035,1035,8,2024-11-11,,Ativa,Passante
1036,1036,8,2024-07-12,,Ativa,Site
1037,1037,2,2024-05-09,,Ativa,Empresa
1038,1038,4,2024-11-10,,Ativa,Empresa
1039,1039,6,2024-06-19,,Ativa,Empresa
1040,1040,7,2025-04-07,,Ativa,Site
1041,1041,8,2025-02-21,,Ativa,Site
1042,1042,4,2025-04-27,,Ativa,Indicação
1043,1043,1,2024-03-03,,Ativa,Site
1044,1044,7,2024-04-12,,Ativa,Indicação
1045,1045,6,2024-10-10,2025-08-17,Cancelada,Site
1046,1046,8,2024-09-30,,Ativa,Passante
1047,1047,2,2025-01-04,,Ativa,Empresa
1048,1048,7,2025-01-23,,Ativa,Indicação
1049,1049,8,2024-07-31,,Ativa,Passante
1050,1050,4,2024-10-24,,Ativa,Site
1051,1051,1,2024-04-29,,Ativa,Indicação
1052,1052,5,2024-03-26,,Ativa,Passante
1053,1053,8,2024-11-11,,Ativa,Indicação
1054,1054,6,2024-09-18,2026-01-22,Cancelada,Empresa
1055,1055,6,2024-09-23,,Ativa,Passante
1056,1056,8,2025-01-25,,Ativa,Passante
1057,1057,1,2025-01-13,,Ativa,Passante
1058,1058,4,2024-03-20,,Ativa,Empresa
1059,1059,2,2024-03-10,,Ativa,Passante
1060,1060,4,2024-09-14,,Ativa,Empresa
1061,1061,5,2024-05-11,,Ativa,Indicação
1062,1062,1,2025-01-25,,Ativa,Indicação
1063,1063,3,2024-10-21,2026-02-22,Cancelada,Empresa
1064,1064,2,2025-04-04,,Ativa,Site
1065,1065,1,2025-04-09,,Ativa,Passante
1066,1066,2,2024-06-14,,Ativa,Site
1067,1067,6,2024-07-26,,Ativa,Passante
1068,1068,3,2024-11-24,2026-01-13,Cancelada,Site
1069,1069,1,2024-10-06,2025-09-21,Cancelada,Site
1070,1070,5,2024-05-20,,Ativa,Indicação
1071,1071,3,2024-11-19,,Ativa,Site
1072,1072,6,2025-03-05,2025-10-31,Cancelada,Passante
1073,1073,3,2024-08-12,,Ativa,Indicação
1074,1074,3,2024-08-30,,Ativa,Indicação
1075,1075,2,2024-11-29,,Ativa,Site
1076,1076,8,2024-05-19,,Ativa,Site
1077,1077,4,2025-03-24,,Ativa,Indicação
1078,1078,1,2024-11-16,,Ativa,Site
1079,1079,4,2024-05-22,,Ativa,Passante
1080,1080,4,2024-08-22,2025-12-26,Cancelada,Indicação
1081,1081,2,2024-02-19,,Ativa,Indicação
1082,1082,8,2024-06-14,,Ativa,Passante
1083,1083,1,2024-05-19,,Ativa,Site
1084,1084,1,2025-06-07,,Ativa,Site
1085,1085,5,2025-05-15,,Ativa,Passante
1086,1086,6,2025-04-21,,Ativa,Indicação
1087,1087,5,2025-05-10,,Ativa,Site
1088,1088,8,2024-08-30,2026-01-12,Cancelada,Passante
1089,1089,5,2025-01-26,,Ativa,Site
1090,1090,4,2024-10-15,,Ativa,Passante
1091,1091,3,2024-07-31,,Ativa,Site
1092,1092,2,2024-06-26,,Ativa,Empresa
1093,1093,6,2024-09-22,,Ativa,Site
1094,1094,8,2024-07-06,,Ativa,Indicação
1095,1095,1,2025-02-05,2025-10-13,Cancelada,Site
1096,1096,2,2024-12-22,,Ativa,Empresa
1097,1097,4,2025-01-26,2025-10-16,Cancelada,Site
1098,1098,1,2024-03-27,,Ativa,Passante
1099,1099,3,2024-10-03,,Ativa,Site
1100,1100,5,2024-08-28,,Ativa,Indicação
1101,1101,6,2024-02-28,,Ativa,Empresa
1102,1102,2,2024-07-04,,Ativa,Indicação
1103,1103,7,2024-11-09,,Ativa,Passante
1104,1104,2,2025-05-16,,Ativa,Indicação
1105,1105,4,2024-03-14,,Ativa,Indicação
1106,1106,7,2024-09-02,,Ativa,Site
1107,1107,6,2024-07-18,,Ativa,Passante
1108,1108,8,2025-03-31,,Ativa,Passante
1109,1109,3,2025-05-24,2026-03-11,Cancelada,Passante
1110,1110,7,2024-05-22,,Ativa,Empresa
1111,1111,6,2024-04-26,,Ativa,Passante
1112,1112,6,2024-08-24,,Ativa,Site
1113,1113,1,2024-05-09,2026-03-17,Cancelada,Empresa
1114,1114,8,2024-07-08,2026-05-07,Cancelada,Indicação
1115,1115,2,2024-04-16,,Ativa,Empresa
1116,1116,3,2024-10-28,2026-01-07,Cancelada,Passante
1117,1117,4,2024-09-12,,Ativa,Site
1118,1118,8,2024-08-10,2025-12-03,Cancelada,Site
