pagamento_id,matricula_id,competencia,valor,data_vencimento,data_pagamento,status
4966,414,2026-03,35,2026-03-28,2026-03-28,Pago
4967,414,2026-05,149,2026-05-01,2026-05-06,Pago
4968,414,2026-05,109,2026-05-27,,Vencido
4969,415,2025-07,1199,2025-07-03,2025-07-13,Pago
4970,415,2025-08,35,2025-08-05,2025-08-10,Pago
4971,415,2025-09,199,2025-09-03,2025-09-16,Pago
4972,415,2025-10,199,2025-10-02,2025-10-08,Pago
4973,415,2025-11,99,2025-11-02,2025-11-09,Pago
4974,415,2025-12,1199,2025-12-01,2025-12-04,Pago
4975,415,2025-12,149,2025-12-31,,Vencido
4976,415,2026-02,35,2026-02-01,2026-02-18,Pago
4977,415,2026-03,399,2026-03-01,2026-03-09,Pago
4978,415,2026-03,1199,2026-03-28,2026-03-26,Pago
4979,415,2026-05,399,2026-05-01,2026-05-04,Pago
4980,415,2026-05,35,2026-05-28,2026-06-08,Pago
4981,416,2025-07,699,2025-07-01,2025-07-03,Pago
4982,416,2025-08,199,2025-08-02,2025-08-19,Pago
4983,416,2025-09,149,2025-09-01,2025-09-15,Pago
4984,416,2025-10,35,2025-10-01,2025-10-04,Pago
4985,416,2025-10,109,2025-10-30,2025-11-15,Pago
4986,416,2025-11,149,2025-11-30,2025-12-10,Pago
4987,416,2026-01,149,2026-01-02,2026-01-05,Pago
4988,416,2026-01,199,2026-01-29,2026-01-30,Pago
4989,416,2026-02,109,2026-02-27,2026-03-05,Pago
4990,416,2026-03,35,2026-03-28,2026-04-14,Pago
4991,416,2026-04,699,2026-04-29,2026-05-02,Pago
4992,416,2026-05,99,2026-05-28,2026-06-11,Pago
4993,417,2025-07,35,2025-07-06,2025-07-17,Pago
4994,417,2025-08,35,2025-08-02,2025-08-20,Pago
4995,417,2025-09,199,2025-09-04,2025-09-22,Pago
4996,417,2025-10,109,2025-10-03,2025-10-06,Pago
4997,417,2025-10,1199,2025-10-29,2025-11-16,Pago
4998,417,2025-12,149,2025-12-01,,Vencido
4999,417,2026-01,35,2026-01-02,2026-01-18,Pago
5000,417,2026-02,699,2026-02-01,2026-02-12,Pago
5001,417,2026-02,109,2026-02-26,2026-02-27,Pago
5002,417,2026-03,99,2026-03-31,2026-04-10,Pago
5003,417,2026-04,109,2026-04-30,2026-05-02,Pago
5004,417,2026-06,199,2026-06-01,2026-05-31,Pago
5005,418,2025-07,35,2025-07-05,2025-07-11,Pago
5006,418,2025-08,699,2025-08-05,2025-08-21,Pago
5007,418,2025-09,35,2025-09-04,2025-09-13,Pago
5008,418,2025-10,1199,2025-10-03,2025-10-02,Pago
5009,418,2025-10,109,2025-10-29,2025-11-03,Pago
5010,418,2025-11,149,2025-11-28,2025-12-03,Pago
5011,418,2025-12,99,2025-12-30,2025-12-31,Pago
5012,418,2026-01,149,2026-01-27,2026-02-13,Pago
5013,418,2026-02,35,2026-02-28,2026-02-27,Pago
5014,418,2026-03,399,2026-03-30,2026-03-30,Pago
5015,418,2026-04,199,2026-04-27,2026-04-30,Pago
5016,418,2026-05,1199,2026-05-31,2026-05-31,Pago
5017,419,2025-07,1199,2025-07-04,,Vencido
5018,419,2025-08,399,2025-08-05,,Vencido
5019,419,2025-08,199,2025-08-30,,Vencido
5020,419,2025-10,399,2025-10-01,2025-10-10,Pago
5021,419,2025-10,149,2025-10-30,,Vencido
5022,419,2025-11,149,2025-11-28,2025-12-14,Pago
5023,419,2025-12,109,2025-12-30,2026-01-02,Pago
5024,419,2026-01,199,2026-01-31,2026-02-04,Pago
5025,419,2026-03,109,2026-03-01,2026-03-01,Pago
5026,419,2026-04,699,2026-04-02,2026-04-08,Pago
5027,419,2026-05,199,2026-05-01,2026-05-04,Pago
5028,419,2026-05,199,2026-05-30,2026-06-08,Pago
5029,420,2025-07,699,2025-07-01,2025-07-16,Pago
5030,420,2025-08,35,2025-08-04,2025-08-10,Pago
5031,420,2025-09,199,2025-09-01,2025-09-12,Pago
5032,420,2025-10,149,2025-10-02,2025-10-17,Pago
5033,420,2025-10,35,2025-10-31,2025-11-09,Pago
5034,420,2025-11,109,2025-11-29,2025-12-05,Pago
5035,420,2026-01,699,2026-01-01,2026-01-17,Pago
5036,420,2026-02,109,2026-02-01,2026-02-01,Pago
5037,420,2026-03,99,2026-03-03,2026-03-14,Pago
5038,420,2026-03,35,2026-03-30,2026-03-31,Pago
5039,420,2026-05,699,2026-05-01,2026-05-02,Pago
5040,420,2026-05,399,2026-05-31,,Vencido
5041,421,2025-07,699,2025-07-05,2025-07-04,Pago
5042,421,2025-08,149,2025-08-02,2025-08-03,Pago
5043,421,2025-08,149,2025-08-30,2025-09-12,Pago
5044,421,2025-10,109,2025-10-01,2025-10-08,Pago
5045,421,2025-11,149,2025-11-03,2025-11-08,Pago
5046,421,2025-12,35,2025-12-02,2025-12-02,Pago
5047,421,2025-12,1199,2025-12-29,2026-01-03,Pago
5048,421,2026-01,399,2026-01-28,2026-01-26,Pago
5049,421,2026-02,149,2026-02-26,2026-03-13,Pago
5050,421,2026-04,199,2026-04-01,2026-04-03,Pago
5051,421,2026-04,99,2026-04-27,2026-05-15,Pago
5052,421,2026-05,35,2026-05-30,,Vencido
5053,422,2025-07,35,2025-07-05,2025-07-03,Pago
5054,422,2025-08,199,2025-08-01,2025-08-07,Pago
5055,422,2025-09,699,2025-09-04,2025-09-13,Pago
5056,422,2025-10,99,2025-10-01,2025-09-30,Pago
5057,422,2025-11,99,2025-11-03,2025-10-31,Pago
5058,422,2025-12,99,2025-12-03,2025-12-21,Pago
5059,422,2026-01,399,2026-01-02,2026-01-10,Pago
5060,422,2026-01,399,2026-01-27,2026-02-09,Pago
5061,422,2026-03,699,2026-03-01,2026-03-06,Pago
5062,422,2026-03,35,2026-03-28,2026-04-07,Pago
5063,422,2026-04,109,2026-04-29,2026-05-12,Pago
5064,422,2026-05,149,2026-05-28,2026-06-02,Pago
5065,423,2025-07,149,2025-07-04,2025-07-15,Pago
5066,423,2025-08,399,2025-08-02,2025-07-30,Pago
5067,423,2025-09,199,2025-09-03,2025-09-10,Pago
5068,423,2025-09,149,2025-09-30,2025-09-27,Pago
5069,423,2025-11,35,2025-11-01,2025-11-17,Pago
5070,423,2025-11,699,2025-11-28,2025-12-03,Pago
5071,423,2025-12,1199,2025-12-30,2026-01-10,Pago
5072,423,2026-02,199,2026-02-01,2026-02-05,Pago
5073,423,2026-03,109,2026-03-01,2026-03-17,Pago
5074,423,2026-03,99,2026-03-30,2026-04-02,Pago
5075,423,2026-04,399,2026-04-28,2026-05-13,Pago
5076,423,2026-05,1199,2026-05-28,2026-06-05,Pago
5077,424,2025-07,699,2025-07-02,2025-07-18,Pago
5078,424,2025-08,149,2025-08-01,2025-08-05,Pago
5079,424,2025-09,699,2025-09-04,2025-09-07,Pago
5080,424,2025-10,99,2025-10-04,2025-10-08,Pago
5081,424,2025-10,35,2025-10-29,2025-10-30,Pago
5082,424,2025-12,199,2025-12-02,2025-12-10,Pago
5083,424,2025-12,99,2025-12-29,2026-01-03,Pago
5084,424,2026-02,399,2026-02-01,2026-02-11,Pago
5085,424,2026-02,99,2026-02-28,2026-03-07,Pago
5086,424,2026-04,1199,2026-04-01,2026-04-12,Pago
5087,424,2026-04,109,2026-04-28,2026-05-01,Pago
5088,424,2026-05,399,2026-05-29,2026-06-12,Pago
5089,425,2025-07,109,2025-07-02,2025-06-29,Pago
5090,425,2025-08,35,2025-08-03,2025-08-12,Pago
5091,425,2025-08,1199,2025-08-30,2025-09-14,Pago
5092,425,2025-09,399,2025-09-30,2025-10-04,Pago
5093,425,2025-11,1199,2025-11-02,2025-11-13,Pago
5094,425,2025-11,99,2025-11-28,2025-11-26,Pago
5095,425,2026-01,399,2026-01-02,2025-12-31,Pago
5096,425,2026-01,109,2026-01-28,2026-01-26,Pago
5097,425,2026-03,149,2026-03-01,2026-03-12,Pago
5098,425,2026-04,99,2026-04-01,2026-04-07,Pago
5099,425,2026-05,109,2026-05-02,2026-05-07,Pago
5100,425,2026-05,149,2026-05-31,,Vencido
5101,426,2025-07,699,2025-07-01,2025-07-11,Pago
5102,426,2025-08,109,2025-08-03,2025-08-11,Pago
5103,426,2025-08,699,2025-08-31,2025-09-01,Pago
5104,426,2025-10,149,2025-10-01,2025-09-28,Pago
5105,426,2025-10,149,2025-10-29,2025-11-09,Pago
5106,426,2025-11,35,2025-11-28,2025-12-05,Pago
5107,426,2026-01,35,2026-01-01,2026-01-10,Pago
5108,426,2026-01,99,2026-01-29,2026-02-07,Pago
5109,426,2026-02,699,2026-02-27,2026-03-07,Pago
5110,426,2026-03,699,2026-03-30,,Vencido
5111,426,2026-05,35,2026-05-01,2026-05-03,Pago
5112,426,2026-05,699,2026-05-30,2026-06-12,Pago
5113,427,2025-07,1199,2025-07-04,2025-07-22,Pago
5114,427,2025-08,1199,2025-08-04,2025-08-17,Pago
5115,427,2025-08,35,2025-08-30,2025-09-03,Pago
5116,427,2025-09,1199,2025-09-30,2025-10-05,Pago
5117,427,2025-11,399,2025-11-03,,Vencido
5118,427,2025-11,399,2025-11-29,2025-11-28,Pago
5119,427,2025-12,199,2025-12-29,2026-01-07,Pago
5120,427,2026-01,149,2026-01-31,2026-02-09,Pago
5121,427,2026-03,699,2026-03-03,2026-03-03,Pago
5122,427,2026-03,199,2026-03-28,2026-04-11,Pago
5123,427,2026-04,149,2026-04-29,2026-05-11,Pago
5124,427,2026-05,199,2026-05-28,2026-06-11,Pago
5125,428,2025-07,399,2025-07-02,2025-06-29,Pago
5126,428,2025-08,149,2025-08-05,2025-08-03,Pago
5127,428,2025-08,149,2025-08-30,2025-09-05,Pago
5128,428,2025-09,199,2025-09-30,2025-10-03,Pago
5129,428,2025-11,99,2025-11-01,2025-10-31,Pago
5130,428,2025-12,1199,2025-12-02,,Vencido
5131,428,2025-12,99,2025-12-29,2025-12-29,Pago
5132,428,2026-01,1199,2026-01-27,2026-02-11,Pago
5133,428,2026-03,399,2026-03-03,2026-03-15,Pago
5134,428,2026-03,699,2026-03-31,2026-04-17,Pago
5135,428,2026-04,1199,2026-04-27,2026-05-02,Pago
5136,428,2026-05,1199,2026-05-31,2026-06-17,Pago
5137,429,2025-07,149,2025-07-01,,Vencido
5138,429,2025-08,109,2025-08-01,2025-08-01,Pago
5139,429,2025-08,699,2025-08-30,2025-08-29,Pago
5140,429,2025-10,149,2025-10-03,,Vencido
5141,429,2025-10,35,2025-10-29,2025-10-30,Pago
5142,429,2025-12,699,2025-12-02,2025-12-16,Pago
5143,429,2025-12,35,2025-12-29,2026-01-05,Pago
5144,429,2026-01,699,2026-01-31,2026-02-01,Pago
5145,429,2026-02,699,2026-02-26,,Vencido
5146,429,2026-03,699,2026-03-31,2026-04-17,Pago
5147,429,2026-04,699,2026-04-28,2026-05-07,Pago
5148,429,2026-06,699,2026-06-01,2026-05-29,Pago
5149,430,2025-07,109,2025-07-03,2025-07-16,Pago
5150,430,2025-08,399,2025-08-03,2025-08-17,Pago
5151,430,2025-09,149,2025-09-03,2025-09-10,Pago
5152,430,2025-10,699,2025-10-03,,Vencido
5153,430,2025-10,35,2025-10-29,2025-11-04,Pago
5154,430,2025-12,149,2025-12-01,2025-12-04,Pago
5155,430,2025-12,35,2025-12-28,2026-01-08,Pago
5156,430,2026-01,199,2026-01-29,2026-02-08,Pago
5157,430,2026-02,199,2026-02-28,2026-03-17,Pago
5158,430,2026-03,699,2026-03-28,2026-04-08,Pago
5159,430,2026-04,699,2026-04-30,2026-04-30,Pago
5160,430,2026-06,1199,2026-06-01,2026-06-05,Pago
5161,431,2025-07,699,2025-07-04,2025-07-05,Pago
5162,431,2025-08,149,2025-08-05,2025-08-22,Pago
5163,431,2025-08,35,2025-08-30,2025-09-04,Pago
5164,431,2025-10,399,2025-10-03,2025-10-04,Pago
5165,431,2025-11,149,2025-11-01,2025-11-11,Pago
5166,431,2025-12,1199,2025-12-01,2025-12-15,Pago
5167,431,2025-12,199,2025-12-29,,Vencido
5168,431,2026-01,35,2026-01-28,2026-02-11,Pago
5169,431,2026-02,1199,2026-02-27,2026-03-07,Pago
5170,431,2026-03,199,2026-03-31,2026-04-13,Pago
5171,431,2026-04,199,2026-04-30,2026-05-06,Pago
5172,431,2026-05,699,2026-05-31,2026-06-02,Pago
5173,432,2025-07,1199,2025-07-03,2025-07-05,Pago
5174,432,2025-08,199,2025-08-03,2025-08-04,Pago
5175,432,2025-09,35,2025-09-01,2025-09-14,Pago
5176,432,2025-09,99,2025-09-30,2025-10-01,Pago
5177,432,2025-11,149,2025-11-01,2025-11-11,Pago
5178,432,2025-12,99,2025-12-02,2025-12-12,Pago
5179,432,2025-12,109,2025-12-31,2025-12-29,Pago
5180,432,2026-01,199,2026-01-29,2026-02-06,Pago
5181,432,2026-02,99,2026-02-28,,Vencido
5182,432,2026-03,1199,2026-03-28,2026-03-25,Pago
5183,432,2026-04,149,2026-04-27,2026-04-30,Pago
5184,432,2026-05,699,2026-05-31,2026-06-11,Pago
5185,433,2025-07,1199,2025-07-04,,Vencido
5186,433,2025-08,35,2025-08-01,2025-08-06,Pago
5187,433,2025-08,109,2025-08-30,2025-08-31,Pago
5188,433,2025-09,1199,2025-09-29,2025-10-14,Pago
5189,433,2025-10,199,2025-10-31,2025-10-29,Pago
5190,433,2025-11,35,2025-11-28,2025-12-15,Pago
5191,433,2025-12,699,2025-12-28,2026-01-08,Pago
5192,433,2026-01,1199,2026-01-29,2026-02-11,Pago
5193,433,2026-02,109,2026-02-26,2026-03-05,Pago
5194,433,2026-03,109,2026-03-31,2026-04-12,Pago
5195,433,2026-05,699,2026-05-01,2026-05-11,Pago
5196,433,2026-05,199,2026-05-29,2026-06-03,Pago
5197,434,2025-07,35,2025-07-03,2025-07-20,Pago
5198,434,2025-08,99,2025-08-01,2025-08-10,Pago
5199,434,2025-09,149,2025-09-04,2025-09-09,Pago
5200,434,2025-10,399,2025-10-02,2025-10-18,Pago
5201,434,2025-11,399,2025-11-02,2025-11-14,Pago
5202,434,2025-11,149,2025-11-30,2025-12-03,Pago
5203,434,2025-12,399,2025-12-29,2026-01-07,Pago
5204,434,2026-02,699,2026-02-01,2026-02-09,Pago
5205,434,2026-02,199,2026-02-26,2026-02-26,Pago
5206,434,2026-04,149,2026-04-02,2026-04-03,Pago
5207,434,2026-05,199,2026-05-01,2026-05-01,Pago
5208,434,2026-05,99,2026-05-30,2026-06-08,Pago
5209,435,2025-07,35,2025-07-04,2025-07-13,Pago
5210,435,2025-08,35,2025-08-01,2025-08-01,Pago
5211,435,2025-09,35,2025-09-04,2025-09-01,Pago
5212,435,2025-10,99,2025-10-02,2025-10-17,Pago
5213,435,2025-11,35,2025-11-01,,Vencido
5214,435,2025-12,35,2025-12-01,,Vencido
5215,435,2025-12,1199,2025-12-30,2025-12-27,Pago
5216,435,2026-02,199,2026-02-01,2026-02-19,Pago
5217,435,2026-02,35,2026-02-27,2026-02-25,Pago
5218,435,2026-04,399,2026-04-02,2026-04-03,Pago
5219,435,2026-04,1199,2026-04-29,2026-05-01,Pago
5220,435,2026-06,149,2026-06-01,2026-06-19,Pago
5221,436,2025-07,149,2025-07-02,2025-07-04,Pago
5222,436,2025-08,699,2025-08-01,2025-08-17,Pago
5223,436,2025-08,99,2025-08-31,2025-09-17,Pago
5224,436,2025-09,199,2025-09-29,2025-09-28,Pago
5225,436,2025-11,109,2025-11-02,2025-11-12,Pago
5226,436,2025-11,149,2025-11-28,2025-12-12,Pago
5227,436,2026-01,109,2026-01-02,2026-01-16,Pago
5228,436,2026-01,1199,2026-01-29,2026-02-04,Pago
5229,436,2026-02,399,2026-02-28,2026-03-06,Pago
5230,436,2026-03,109,2026-03-28,,Vencido
5231,436,2026-04,699,2026-04-27,2026-05-09,Pago
5232,436,2026-05,149,2026-05-27,2026-05-31,Pago
5233,437,2025-07,1199,2025-07-01,2025-06-28,Pago
5234,437,2025-08,1199,2025-08-05,2025-08-18,Pago
5235,437,2025-08,1199,2025-08-31,2025-09-07,Pago
5236,437,2025-10,35,2025-10-04,2025-10-04,Pago
5237,437,2025-11,199,2025-11-03,,Vencido
5238,437,2025-12,699,2025-12-03,2025-12-08,Pago
5239,437,2025-12,149,2025-12-28,2026-01-02,Pago
5240,437,2026-01,399,2026-01-31,2026-01-28,Pago
5241,437,2026-03,699,2026-03-02,2026-03-16,Pago
5242,437,2026-03,1199,2026-03-29,2026-04-14,Pago
5243,437,2026-04,149,2026-04-29,2026-04-30,Pago
5244,437,2026-05,399,2026-05-27,2026-06-01,Pago
5245,438,2025-07,1199,2025-07-04,2025-07-19,Pago
5246,438,2025-08,35,2025-08-03,,Vencido
5247,438,2025-09,35,2025-09-04,2025-09-11,Pago
5248,438,2025-10,99,2025-10-01,2025-10-07,Pago
5249,438,2025-11,109,2025-11-02,2025-11-20,Pago
5250,438,2025-11,35,2025-11-28,2025-12-11,Pago
5251,438,2025-12,699,2025-12-31,2026-01-07,Pago
5252,438,2026-01,1199,2026-01-30,2026-02-06,Pago
5253,438,2026-03,699,2026-03-02,2026-03-19,Pago
5254,438,2026-04,149,2026-04-01,2026-03-29,Pago
5255,438,2026-05,149,2026-05-01,2026-05-01,Pago
5256,438,2026-05,109,2026-05-28,2026-06-11,Pago
5257,439,2025-07,699,2025-07-04,2025-07-18,Pago
5258,439,2025-08,149,2025-08-02,2025-08-11,Pago
5259,439,2025-09,199,2025-09-03,2025-09-07,Pago
5260,439,2025-10,99,2025-10-04,2025-10-15,Pago
5261,439,2025-11,699,2025-11-03,2025-11-06,Pago
5262,439,2025-11,149,2025-11-28,2025-12-01,Pago
5263,439,2026-01,399,2026-01-01,2026-01-09,Pago
5264,439,2026-01,699,2026-01-31,2026-02-09,Pago
5265,439,2026-03,1199,2026-03-02,,Vencido
5266,439,2026-04,1199,2026-04-01,2026-04-09,Pago
5267,439,2026-05,109,2026-05-01,2026-05-15,Pago
5268,439,2026-05,35,2026-05-27,2026-05-25,Pago
5269,440,2025-07,1199,2025-07-04,2025-07-20,Pago
5270,440,2025-08,35,2025-08-04,2025-08-13,Pago
5271,440,2025-08,199,2025-08-31,2025-09-12,Pago
5272,440,2025-09,149,2025-09-29,2025-10-10,Pago
5273,440,2025-10,699,2025-10-29,2025-11-04,Pago
5274,440,2025-12,199,2025-12-02,2025-12-07,Pago
5275,440,2026-01,35,2026-01-02,2026-01-11,Pago
5276,440,2026-01,399,2026-01-27,2026-02-09,Pago
5277,440,2026-03,99,2026-03-03,2026-03-16,Pago
5278,440,2026-03,399,2026-03-29,2026-03-31,Pago
5279,440,2026-05,109,2026-05-01,2026-05-09,Pago
5280,440,2026-06,35,2026-06-01,2026-05-30,Pago
5281,441,2025-07,1199,2025-07-03,2025-07-12,Pago
5282,441,2025-08,399,2025-08-02,2025-08-15,Pago
5283,441,2025-09,699,2025-09-02,2025-09-07,Pago
5284,441,2025-10,109,2025-10-03,2025-10-02,Pago
5285,441,2025-11,699,2025-11-02,2025-11-16,Pago
5286,441,2025-12,699,2025-12-01,2025-11-29,Pago
5287,441,2025-12,99,2025-12-29,,Vencido
5288,441,2026-01,199,2026-01-28,2026-02-02,Pago
5289,441,2026-02,109,2026-02-28,2026-03-12,Pago
5290,441,2026-04,99,2026-04-02,2026-04-08,Pago
5291,441,2026-05,109,2026-05-01,2026-05-03,Pago
5292,441,2026-06,99,2026-06-01,2026-05-29,Pago
5293,442,2025-07,699,2025-07-01,2025-07-11,Pago
5294,442,2025-07,149,2025-07-31,2025-07-31,Pago
5295,442,2025-08,35,2025-08-31,2025-09-06,Pago
5296,442,2025-09,399,2025-09-30,2025-09-27,Pago
5297,442,2025-11,99,2025-11-02,2025-11-01,Pago
5298,442,2025-11,399,2025-11-30,2025-12-02,Pago
5299,442,2026-01,99,2026-01-02,2026-01-06,Pago
5300,442,2026-01,199,2026-01-28,2026-01-28,Pago
5301,442,2026-03,99,2026-03-02,2026-03-14,Pago
5302,442,2026-03,35,2026-03-31,2026-04-17,Pago
5303,442,2026-04,149,2026-04-27,2026-04-24,Pago
5304,442,2026-05,149,2026-05-29,2026-05-31,Pago
5305,443,2025-07,109,2025-07-01,2025-07-12,Pago
5306,443,2025-08,35,2025-08-04,2025-08-01,Pago
5307,443,2025-09,399,2025-09-03,2025-09-17,Pago
5308,443,2025-10,35,2025-10-01,2025-10-10,Pago
5309,443,2025-10,109,2025-10-29,,Vencido
5310,443,2025-11,35,2025-11-30,2025-12-11,Pago
5311,443,2025-12,199,2025-12-29,2025-12-31,Pago
5312,443,2026-02,99,2026-02-01,2026-01-31,Pago
5313,443,2026-02,99,2026-02-28,2026-03-14,Pago
5314,443,2026-03,699,2026-03-31,2026-03-29,Pago
5315,443,2026-04,99,2026-04-27,2026-05-13,Pago
5316,443,2026-05,1199,2026-05-31,2026-06-17,Pago
5317,444,2025-07,99,2025-07-03,2025-07-14,Pago
5318,444,2025-07,99,2025-07-31,2025-07-28,Pago
5319,444,2025-09,1199,2025-09-02,2025-09-05,Pago
5320,444,2025-10,199,2025-10-02,2025-10-03,Pago
5321,444,2025-10,35,2025-10-30,2025-11-16,Pago
5322,444,2025-11,1199,2025-11-29,2025-12-12,Pago
5323,444,2026-01,399,2026-01-01,2026-01-05,Pago
5324,444,2026-01,1199,2026-01-29,2026-02-05,Pago
5325,444,2026-03,1199,2026-03-02,2026-02-28,Pago
5326,444,2026-04,109,2026-04-02,2026-04-04,Pago
5327,444,2026-04,1199,2026-04-29,2026-05-08,Pago
5328,444,2026-05,1199,2026-05-29,2026-06-07,Pago
5329,445,2025-07,1199,2025-07-01,2025-07-03,Pago
5330,445,2025-08,399,2025-08-03,2025-08-02,Pago
5331,445,2025-09,149,2025-09-01,2025-08-31,Pago
5332,445,2025-10,399,2025-10-01,2025-10-19,Pago
5333,445,2025-11,699,2025-11-02,2025-11-03,Pago
5334,445,2025-11,399,2025-11-28,2025-12-10,Pago
5335,445,2025-12,99,2025-12-31,2026-01-18,Pago
5336,445,2026-01,699,2026-01-31,2026-02-02,Pago
5337,445,2026-03,399,2026-03-02,2026-02-28,Pago
5338,445,2026-04,399,2026-04-02,2026-04-05,Pago
5339,445,2026-05,99,2026-05-02,2026-05-06,Pago
5340,445,2026-06,199,2026-06-01,2026-06-14,Pago
5341,446,2025-07,1199,2025-07-01,,Vencido
5342,446,2025-08,99,2025-08-01,2025-08-14,Pago
5343,446,2025-09,149,2025-09-03,,Vencido
5344,446,2025-09,149,2025-09-30,2025-10-13,Pago
5345,446,2025-10,35,2025-10-31,2025-11-17,Pago
5346,446,2025-11,149,2025-11-29,2025-12-01,Pago
5347,446,2026-01,199,2026-01-01,2025-12-31,Pago
5348,446,2026-01,149,2026-01-27,,Vencido
5349,446,2026-03,99,2026-03-01,2026-03-01,Pago
5350,446,2026-03,699,2026-03-31,2026-04-10,Pago
5351,446,2026-05,699,2026-05-02,2026-05-17,Pago
5352,446,2026-05,399,2026-05-27,2026-06-09,Pago
5353,447,2025-07,199,2025-07-05,2025-07-08,Pago
5354,447,2025-08,149,2025-08-02,2025-08-17,Pago
5355,447,2025-08,109,2025-08-30,2025-09-10,Pago
5356,447,2025-09,99,2025-09-30,,Vencido
5357,447,2025-10,149,2025-10-31,2025-11-05,Pago
5358,447,2025-11,109,2025-11-29,2025-12-14,Pago
5359,447,2026-01,99,2026-01-02,2026-01-11,Pago
5360,447,2026-02,399,2026-02-01,2026-02-07,Pago
5361,447,2026-02,699,2026-02-26,2026-03-14,Pago
5362,447,2026-03,699,2026-03-28,2026-03-26,Pago
5363,447,2026-05,109,2026-05-01,,Vencido
5364,447,2026-05,399,2026-05-29,2026-06-06,Pago
5365,448,2025-07,35,2025-07-04,2025-07-07,Pago
5366,448,2025-08,149,2025-08-04,2025-08-12,Pago
5367,448,2025-08,699,2025-08-31,,Vencido
5368,448,2025-10,199,2025-10-01,2025-10-18,Pago
5369,448,2025-10,109,2025-10-31,2025-10-30,Pago
5370,448,2025-11,199,2025-11-29,2025-12-12,Pago
5371,448,2025-12,109,2025-12-29,2026-01-14,Pago
5372,448,2026-01,1199,2026-01-27,2026-02-12,Pago
5373,448,2026-03,1199,2026-03-01,2026-03-10,Pago
5374,448,2026-03,1199,2026-03-31,2026-03-29,Pago
5375,448,2026-05,99,2026-05-01,2026-05-19,Pago
5376,448,2026-05,109,2026-05-30,2026-06-12,Pago
5377,449,2025-07,1199,2025-07-02,2025-07-03,Pago
5378,449,2025-08,99,2025-08-01,2025-08-08,Pago
5379,449,2025-08,1199,2025-08-31,2025-08-28,Pago
5380,449,2025-10,1199,2025-10-03,2025-10-04,Pago
5381,449,2025-10,35,2025-10-30,2025-11-07,Pago
5382,449,2025-11,699,2025-11-28,2025-12-01,Pago
5383,449,2025-12,99,2025-12-31,2026-01-07,Pago
5384,449,2026-01,99,2026-01-27,2026-02-04,Pago
5385,449,2026-02,699,2026-02-27,,Vencido
5386,449,2026-03,399,2026-03-31,2026-04-01,Pago
5387,449,2026-04,149,2026-04-27,2026-05-03,Pago
5388,449,2026-05,99,2026-05-31,2026-05-30,Pago
5389,450,2025-07,149,2025-07-01,,Vencido
5390,450,2025-08,699,2025-08-04,2025-08-05,Pago
5391,450,2025-08,149,2025-08-30,2025-09-01,Pago
5392,450,2025-10,35,2025-10-02,2025-10-05,Pago
5393,450,2025-10,699,2025-10-30,2025-11-12,Pago
5394,450,2025-12,35,2025-12-02,2025-12-08,Pago
5395,450,2025-12,399,2025-12-29,2025-12-27,Pago
5396,450,2026-01,149,2026-01-28,2026-02-15,Pago
5397,450,2026-03,35,2026-03-02,2026-03-15,Pago
5398,450,2026-04,35,2026-04-01,2026-03-31,Pago
5399,450,2026-04,99,2026-04-29,2026-05-11,Pago
5400,450,2026-05,35,2026-05-30,2026-05-27,Pago
5401,451,2025-07,699,2025-07-03,2025-07-04,Pago
5402,451,2025-08,109,2025-08-01,2025-08-15,Pago
5403,451,2025-09,1199,2025-09-04,2025-09-17,Pago
5404,451,2025-09,399,2025-09-30,2025-10-17,Pago
5405,451,2025-11,109,2025-11-01,2025-10-30,Pago
5406,451,2025-11,99,2025-11-29,2025-12-13,Pago
5407,451,2025-12,1199,2025-12-28,2025-12-28,Pago
5408,451,2026-01,1199,2026-01-31,2026-02-07,Pago
5409,451,2026-03,149,2026-03-02,2026-03-20,Pago
5410,451,2026-03,399,2026-03-28,2026-04-04,Pago
5411,451,2026-04,199,2026-04-29,2026-05-15,Pago
5412,451,2026-05,699,2026-05-30,2026-05-30,Pago
5413,452,2025-07,99,2025-07-02,2025-06-29,Pago
5414,452,2025-07,109,2025-07-31,2025-08-13,Pago
5415,452,2025-09,699,2025-09-04,2025-09-18,Pago
5416,452,2025-10,99,2025-10-01,,Vencido
5417,452,2025-10,35,2025-10-31,2025-11-09,Pago
5418,452,2025-11,99,2025-11-28,2025-12-05,Pago
5419,452,2025-12,149,2025-12-30,2026-01-10,Pago
5420,452,2026-01,199,2026-01-28,2026-02-08,Pago
5421,452,2026-02,399,2026-02-26,,Vencido
5422,452,2026-03,199,2026-03-29,2026-04-05,Pago
5423,452,2026-04,99,2026-04-30,2026-05-16,Pago
5424,452,2026-05,1199,2026-05-31,2026-06-09,Pago
5425,453,2025-07,149,2025-07-04,2025-07-21,Pago
5426,453,2025-08,99,2025-08-01,2025-08-19,Pago
5427,453,2025-08,149,2025-08-30,2025-08-30,Pago
5428,453,2025-10,35,2025-10-03,2025-10-06,Pago
5429,453,2025-10,149,2025-10-29,2025-10-30,Pago
5430,453,2025-11,109,2025-11-28,2025-12-08,Pago
5431,453,2025-12,35,2025-12-28,2025-12-29,Pago
5432,453,2026-01,699,2026-01-29,2026-02-03,Pago
5433,453,2026-02,99,2026-02-28,2026-02-26,Pago
5434,453,2026-03,699,2026-03-28,2026-04-01,Pago
