calibracao_id;equipamento_id;laboratorio_id;data_programada;data_realizada;custo;resultado
CA01409;EQ01001;LB015;2024-11-12 00:00:00;2026-06-10;256,38;Aprovado
CA01410;EQ00098;LB012;2026-04-01 00:00:00;2025-07-27;1280,57;Aprovado
CA01411;EQ01369;LB007;2024-04-05 00:00:00;2025-01-31;690,73;Aprovado
CA01412;EQ01337;LB012;2025-07-31 00:00:00;2025-11-17;103,64;Aprovado
CA01413;EQ00191;LB012;2025-02-23 00:00:00;2024-05-03;339,05;Ajustado
CA01414;EQ00346;LB013;2024-04-26 00:00:00;2025-01-16;1390,6;Aprovado
CA01415;EQ00553;LB009;2025-10-10 00:00:00;2024-09-23;1275,36;Aprovado
CA01416;EQ01299;LB001;2024-08-22 00:00:00;2024-08-18;1087,56;Ajustado
CA01417;EQ00576;LB016;2024-11-10 00:00:00;2025-09-22;408,04;Reprovado
CA01418;EQ01059;LB011;2024-09-29 00:00:00;2025-12-11;441,28;Aprovado
CA01419;EQ00187;LB009;2026-05-25 00:00:00;2025-10-05;673,3;Aprovado
CA01420;EQ00439;LB024;2024-04-28 00:00:00;2025-07-29;711,48;Aprovado
CA01421;EQ00412;LB004;2025-05-25 00:00:00;2025-03-06;683,06;Aprovado
CA01422;EQ00975;LB011;2025-11-12 00:00:00;2024-05-14;1181,94;Aprovado
CA01423;EQ00186;LB019;2025-04-04 00:00:00;2025-11-15;1486,32;Aprovado
CA01424;EQ01058;LB010;2026-06-25 00:00:00;2024-03-04;587,84;Aprovado
CA01425;EQ00898;LB006;2025-09-07 00:00:00;2026-03-14;446,14;Aprovado
CA01426;EQ00942;LB001;2024-04-03 00:00:00;2025-02-04;395,23;Aprovado
CA01427;EQ00424;LB002;2025-05-23 00:00:00;2026-02-01;271,05;Aprovado
CA01428;EQ01252;LB013;2026-04-28 00:00:00;2024-01-03;635,48;Aprovado
CA01429;EQ01176;LB021;2026-05-14 00:00:00;2024-06-07;1255,64;Ajustado
CA01430;EQ00060;LB005;2026-05-26 00:00:00;2024-11-01;401,1;Reprovado
CA01431;EQ01058;LB012;2026-05-04 00:00:00;2025-06-09;1223,34;Aprovado
CA01432;EQ00775;LB013;2025-08-17 00:00:00;2025-01-07;778,19;Aprovado
CA01433;EQ01051;LB006;2026-06-30 00:00:00;2024-01-24;1156,94;Aprovado
CA01434;EQ01115;LB009;2025-02-25 00:00:00;2025-03-19;785,76;Reprovado
CA01435;EQ00802;LB022;2025-04-20 00:00:00;2025-03-02;846,6;Aprovado
CA01436;EQ01370;LB015;2026-03-05 00:00:00;2025-03-07;1568,89;Reprovado
CA01437;EQ00628;LB020;2024-08-18 00:00:00;2025-02-19;164,64;Aprovado
CA01438;EQ00526;LB002;2026-05-27 00:00:00;2024-11-27;744,32;Aprovado
CA01439;EQ01300;LB019;2026-04-18 00:00:00;2025-06-22;363,15;Aprovado
CA01440;EQ01338;LB001;2024-07-12 00:00:00;2024-07-19;873,01;Aprovado
CA01441;EQ00918;LB004;2025-05-16 00:00:00;2024-10-19;610,16;Aprovado
CA01442;EQ00067;LB016;2026-06-15 00:00:00;2024-12-10;1567,74;Aprovado
CA01443;EQ01394;LB021;2024-04-15 00:00:00;2025-10-22;292,31;Aprovado
CA01444;EQ00210;LB020;2024-01-13 00:00:00;2024-08-09;1517,29;Aprovado
CA01445;EQ00903;LB021;2024-03-15 00:00:00;2025-01-31;614,83;Aprovado
CA01446;EQ00384;LB011;2025-12-13 00:00:00;2024-12-20;1119,3;Aprovado
CA01447;EQ00719;LB016;2025-06-27 00:00:00;2024-11-16;949,1;Aprovado
CA01448;EQ01240;LB005;2026-06-07 00:00:00;2024-11-15;1487,92;Aprovado
CA01449;EQ01170;LB010;2024-01-17 00:00:00;2025-03-28;1196,34;Ajustado
CA01450;EQ00855;LB019;2026-02-15 00:00:00;2024-04-14;905,49;Ajustado
CA01451;EQ00137;LB012;2025-10-07 00:00:00;2024-02-08;387,36;Aprovado
CA01452;EQ01383;LB023;2026-04-29 00:00:00;2024-01-11;146,11;Aprovado
CA01453;EQ00779;LB023;2024-07-28 00:00:00;2025-09-16;1537,65;Aprovado
CA01454;EQ00303;LB003;2026-06-17 00:00:00;2026-02-21;1160,45;Aprovado
CA01455;EQ00819;LB024;2026-07-23 00:00:00;2025-07-14;131,63;Aprovado
CA01456;EQ00330;LB008;2024-08-23 00:00:00;2024-11-01;1450,83;Aprovado
CA01457;EQ01290;LB020;2024-11-01 00:00:00;2025-11-03;756,09;Ajustado
CA01458;EQ00908;LB003;2024-12-25 00:00:00;2025-06-18;1008,18;Aprovado
CA01459;EQ01030;LB010;2026-07-11 00:00:00;2026-03-20;593,61;Aprovado
CA01460;EQ00495;LB019;2026-04-28 00:00:00;2024-03-27;1541,81;Aprovado
CA01461;EQ00925;LB018;2026-04-11 00:00:00;2026-02-22;1069,47;Aprovado
CA01462;EQ00867;LB020;2024-09-04 00:00:00;2026-06-12;1053,65;Aprovado
CA01463;EQ00891;LB004;2025-09-05 00:00:00;2026-01-03;1315,59;Aprovado
CA01464;EQ01305;LB007;2024-11-25 00:00:00;2025-08-20;1461,0;Aprovado
CA01465;EQ01111;LB025;2024-10-18 00:00:00;2026-01-16;99,96;Aprovado
CA01466;EQ00798;LB003;2025-12-19 00:00:00;2024-01-11;588,52;Aprovado
CA01467;EQ00643;LB008;2024-08-01 00:00:00;2024-04-05;1345,68;Aprovado
CA01468;EQ00949;LB006;2025-10-07 00:00:00;2025-04-11;574,59;Aprovado
CA01469;EQ00511;LB009;2025-06-03 00:00:00;2024-06-24;1053,47;Aprovado
CA01470;EQ01154;LB009;2026-03-23 00:00:00;2025-09-02;320,39;Aprovado
CA01471;EQ00504;LB016;2026-07-11 00:00:00;2024-06-05;1194,34;Aprovado
CA01472;EQ00574;LB014;2024-01-25 00:00:00;2024-12-04;1210,57;Aprovado
CA01473;EQ01338;LB021;2025-05-18 00:00:00;2026-06-22;598,56;Aprovado
CA01474;EQ00135;LB016;2024-09-23 00:00:00;2024-07-15;190,17;Aprovado
CA01475;EQ00800;LB019;2026-01-29 00:00:00;2025-12-24;897,37;Aprovado
CA01476;EQ00627;LB011;2025-12-14 00:00:00;2024-10-27;272,44;Aprovado
CA01477;EQ00890;LB004;2025-05-18 00:00:00;2024-06-03;264,46;Aprovado
CA01478;EQ00805;LB006;2025-03-28 00:00:00;2024-08-25;1068,08;Aprovado
CA01479;EQ00182;LB006;2026-04-30 00:00:00;2025-07-31;1566,35;Reprovado
CA01480;EQ00987;LB007;2026-07-13 00:00:00;2026-03-06;1182,12;Aprovado
CA01481;EQ00119;LB022;2025-06-14 00:00:00;2025-12-17;214,53;Aprovado
CA01482;EQ00023;LB001;2026-07-23 00:00:00;2025-08-25;958,32;Aprovado
CA01483;EQ00961;LB017;2025-03-06 00:00:00;2025-01-20;1444,12;Aprovado
CA01484;EQ01290;LB019;2024-09-07 00:00:00;2026-03-13;364,99;Reprovado
CA01485;EQ01377;LB012;2025-11-30 00:00:00;2025-12-01;1481,41;Aprovado
CA01486;EQ01216;LB021;2025-12-03 00:00:00;2024-11-20;1176,77;Aprovado
CA01487;EQ00260;LB007;2024-10-28 00:00:00;2025-12-11;969,71;Aprovado
CA01488;EQ00720;LB013;2025-09-13 00:00:00;2025-03-03;1091,01;Aprovado
CA01489;EQ01165;LB010;2026-04-28 00:00:00;2024-06-08;1532,2;Aprovado
CA01490;EQ00501;LB006;2025-09-23 00:00:00;2025-08-22;1224,94;Aprovado
CA01491;EQ01335;LB009;2026-05-11 00:00:00;2026-03-13;879,11;Aprovado
CA01492;EQ00278;LB003;2025-07-26 00:00:00;2025-08-21;977,15;Aprovado
CA01493;EQ00073;LB011;2024-12-01 00:00:00;2026-06-24;1323,86;Aprovado
CA01494;EQ01065;LB007;2025-04-25 00:00:00;2024-12-09;696,55;Aprovado
CA01495;EQ00013;LB007;2026-04-30 00:00:00;2024-05-17;1300,17;Aprovado
CA01496;EQ00760;LB020;2026-04-01 00:00:00;2024-11-24;1253,31;Ajustado
CA01497;EQ00008;LB006;2026-06-21 00:00:00;2024-08-19;387,2;Aprovado
CA01498;EQ00292;LB010;2026-06-23 00:00:00;2026-06-05;741,72;Aprovado
CA01499;EQ00287;LB024;2026-05-07 00:00:00;2025-06-03;394,47;Aprovado
CA01500;EQ00142;LB007;2026-05-02 00:00:00;2025-11-30;184,75;Aprovado
CA01501;EQ01052;LB002;2025-05-23 00:00:00;2025-07-07;841,07;Aprovado
CA01502;EQ00454;LB013;2026-05-17 00:00:00;2025-01-19;1351,23;Aprovado
CA01503;EQ01060;LB022;2025-02-05 00:00:00;2026-05-29;601,3;Aprovado
CA01504;EQ01196;LB023;2026-02-04 00:00:00;2025-07-07;1583,07;Aprovado
CA01505;EQ00487;LB008;2024-09-05 00:00:00;2024-02-16;908,51;Aprovado
CA01506;EQ01281;LB003;2024-04-01 00:00:00;2024-02-18;371,53;Aprovado
CA01507;EQ00945;LB020;2024-01-02 00:00:00;2026-01-27;540,69;Ajustado
CA01508;EQ00835;LB004;2024-11-25 00:00:00;2024-02-10;674,9;Aprovado
CA01509;EQ01322;LB017;2026-07-01 00:00:00;2024-11-29;530,0;Ajustado
CA01510;EQ01332;LB023;2024-11-13 00:00:00;2025-10-17;947,99;Reprovado
CA01511;EQ00964;LB004;2026-02-17 00:00:00;2026-07-15;718,19;Aprovado
CA01512;EQ01303;LB008;2024-07-08 00:00:00;2024-07-21;876,73;Aprovado
CA01513;EQ00003;LB006;2026-04-22 00:00:00;2025-07-12;215,42;Aprovado
CA01514;EQ00290;LB016;2024-10-31 00:00:00;2024-06-20;718,04;Aprovado
CA01515;EQ01001;LB022;2025-03-30 00:00:00;2024-01-07;237,62;Aprovado
CA01516;EQ00279;LB015;2026-01-24 00:00:00;2024-05-30;1538,95;Aprovado
CA01517;EQ00531;LB012;2025-10-02 00:00:00;2024-01-29;1128,21;Aprovado
CA01518;EQ00069;LB008;2025-06-11 00:00:00;2025-03-20;217,8;Aprovado
CA01519;EQ01400;LB024;2025-02-25 00:00:00;2025-05-26;1405,65;Aprovado
CA01520;EQ00605;LB025;2024-08-25 00:00:00;2025-08-01;773,87;Aprovado
CA01521;EQ01345;LB011;2024-02-08 00:00:00;2026-02-24;343,19;Aprovado
CA01522;EQ00234;LB005;2025-09-12 00:00:00;2026-06-04;1583,82;Reprovado
CA01523;EQ00572;LB021;2025-08-12 00:00:00;2025-07-31;843,62;Aprovado
CA01524;EQ00836;LB002;2025-04-29 00:00:00;2025-10-08;787,99;Aprovado
CA01525;EQ00337;LB016;2024-05-16 00:00:00;2025-05-30;527,67;Aprovado
CA01526;EQ00473;LB006;2024-11-01 00:00:00;2025-08-02;443,45;Aprovado
CA01527;EQ00444;LB019;2025-12-23 00:00:00;2025-02-28;934,61;Aprovado
CA01528;EQ00156;LB016;2025-03-11 00:00:00;2026-06-25;467,96;Aprovado
CA01529;EQ00624;LB018;2026-04-09 00:00:00;2024-12-03;720,92;Aprovado
CA01530;EQ00457;LB010;2025-08-14 00:00:00;2024-07-15;261,92;Aprovado
CA01531;EQ00279;LB008;2025-07-09 00:00:00;2026-03-01;884,01;Aprovado
CA01532;EQ00097;LB016;2026-05-04 00:00:00;2026-03-11;175,83;Reprovado
CA01533;EQ00303;LB005;2025-06-28 00:00:00;2026-03-01;378,69;Aprovado
CA01534;EQ01074;LB013;2026-01-19 00:00:00;2026-02-13;824,05;Aprovado
CA01535;EQ01316;LB016;2024-05-04 00:00:00;2026-02-01;1033,19;Aprovado
CA01536;EQ00677;LB003;2026-04-28 00:00:00;2024-05-08;209,54;Ajustado
CA01537;EQ00631;LB013;2024-05-19 00:00:00;2024-02-06;209,83;Aprovado
CA01538;EQ00346;LB016;2024-11-10 00:00:00;2024-03-18;748,51;Aprovado
CA01539;EQ00009;LB005;2025-10-31 00:00:00;2025-10-10;597,83;Aprovado
CA01540;EQ00454;LB013;2025-10-07 00:00:00;2025-12-31;661,17;Ajustado
CA01541;EQ00557;LB003;2024-03-09 00:00:00;2024-09-05;819,76;Aprovado
CA01542;EQ00627;LB025;2026-07-03 00:00:00;2024-06-18;774,49;Aprovado
CA01543;EQ00546;LB015;2024-07-22 00:00:00;2024-04-22;713,88;Aprovado
CA01544;EQ01398;LB023;2024-04-01 00:00:00;2024-05-04;1202,6;Aprovado
CA01545;EQ00255;LB016;2026-05-20 00:00:00;2024-06-14;1021,5;Aprovado
CA01546;EQ00952;LB012;2026-01-30 00:00:00;2026-05-19;1354,63;Reprovado
CA01547;EQ01207;LB024;2024-11-12 00:00:00;2024-03-27;1150,0;Aprovado
CA01548;EQ00312;LB013;2024-03-05 00:00:00;2024-08-10;570,93;Aprovado
CA01549;EQ00928;LB010;2026-03-19 00:00:00;2026-05-08;1538,12;Aprovado
CA01550;EQ00090;LB020;2024-05-17 00:00:00;2024-03-17;936,19;Aprovado
CA01551;EQ01384;LB011;2025-01-30 00:00:00;2024-02-10;1023,54;Aprovado
CA01552;EQ00080;LB005;2025-07-12 00:00:00;2024-11-14;1210,63;Aprovado
CA01553;EQ00304;LB013;2025-07-01 00:00:00;2025-10-02;251,45;Reprovado
CA01554;EQ01276;LB018;2025-09-10 00:00:00;2025-02-04;1159,4;Aprovado
CA01555;EQ01286;LB014;2026-06-13 00:00:00;2025-09-04;618,88;Aprovado
CA01556;EQ01036;LB008;2024-11-19 00:00:00;2024-11-04;557,82;Aprovado
CA01557;EQ00203;LB005;2024-06-11 00:00:00;2025-02-05;922,23;Aprovado
CA01558;EQ01212;LB008;2025-03-16 00:00:00;2025-03-11;1327,63;Aprovado
CA01559;EQ00130;LB004;2024-05-15 00:00:00;2024-07-18;1393,13;Ajustado
CA01560;EQ00583;LB017;2025-10-20 00:00:00;2025-06-05;445,61;Aprovado
CA01561;EQ00556;LB021;2024-03-24 00:00:00;2024-03-27;1505,38;Aprovado
CA01562;EQ00553;LB022;2024-05-03 00:00:00;2024-02-11;556,59;Ajustado
CA01563;EQ01163;LB021;2026-04-16 00:00:00;2025-06-26;706,6;Aprovado
CA01564;EQ00233;LB017;2026-04-01 00:00:00;2025-01-20;493,98;Aprovado
CA01565;EQ00233;LB004;2024-08-06 00:00:00;2025-09-09;128,07;Aprovado
CA01566;EQ00164;LB010;2026-01-09 00:00:00;2025-01-17;693,58;Aprovado
CA01567;EQ01323;LB018;2024-12-07 00:00:00;2024-12-23;829,97;Aprovado
CA01568;EQ00751;LB008;2024-07-26 00:00:00;2026-04-26;1078,05;Aprovado
CA01569;EQ00775;LB023;2024-11-08 00:00:00;2025-07-19;1380,59;Aprovado
CA01570;EQ00254;LB006;2026-07-05 00:00:00;2025-02-14;964,9;Aprovado
CA01571;EQ00056;LB018;2026-07-17 00:00:00;2025-06-18;426,45;Aprovado
CA01572;EQ00603;LB005;2026-06-21 00:00:00;2025-12-05;664,68;Aprovado
CA01573;EQ01039;LB022;2025-07-23 00:00:00;2024-06-18;533,13;Aprovado
CA01574;EQ00217;LB005;2025-01-24 00:00:00;2025-09-28;897,22;Aprovado
CA01575;EQ00395;LB020;2024-04-06 00:00:00;2025-04-01;584,01;Aprovado
CA01576;EQ00602;LB011;2024-03-14 00:00:00;2026-04-05;947,28;Aprovado
CA01577;EQ00684;LB017;2026-01-05 00:00:00;2026-03-16;411,86;Aprovado
CA01578;EQ00536;LB009;2026-05-16 00:00:00;2026-06-05;934,94;Aprovado
CA01579;EQ00342;LB002;2025-03-18 00:00:00;2025-03-02;808,58;Aprovado
CA01580;EQ00085;LB020;2024-01-21 00:00:00;2025-07-31;267,31;Aprovado
CA01581;EQ00304;LB012;2024-09-25 00:00:00;2026-07-15;1107,85;Aprovado
CA01582;EQ01264;LB016;2024-01-03 00:00:00;2026-04-06;1572,55;Aprovado
CA01583;EQ01245;LB012;2024-06-20 00:00:00;2025-06-06;909,69;Aprovado
CA01584;EQ00160;LB013;2025-07-18 00:00:00;2024-10-11;863,35;Aprovado
CA01585;EQ00156;LB002;2026-04-09 00:00:00;2024-03-10;1488,26;Aprovado
CA01586;EQ01345;LB016;2024-10-29 00:00:00;2026-06-05;991,65;Aprovado
CA01587;EQ01306;LB013;2024-02-01 00:00:00;2026-07-20;1540,94;Aprovado
CA01588;EQ00458;LB018;2025-04-17 00:00:00;2026-07-08;1149,48;Aprovado
CA01589;EQ01386;LB019;2024-11-13 00:00:00;2025-09-18;1155,81;Aprovado
CA01590;EQ00569;LB005;2025-06-20 00:00:00;2024-08-09;275,16;Aprovado
CA01591;EQ00413;LB017;2025-09-08 00:00:00;2025-07-20;921,1;Aprovado
CA01592;EQ00726;LB021;2025-12-12 00:00:00;2025-10-31;818,0;Aprovado
CA01593;EQ00619;LB006;2025-06-03 00:00:00;2026-02-03;952,01;Aprovado
CA01594;EQ00458;LB002;2024-05-10 00:00:00;2026-05-17;690,47;Aprovado
CA01595;EQ01195;LB001;2026-06-17 00:00:00;2024-01-25;471,02;Aprovado
CA01596;EQ00962;LB019;2025-09-18 00:00:00;2024-06-09;1259,88;Ajustado
CA01597;EQ01225;LB001;2024-07-26 00:00:00;2025-09-20;385,55;Aprovado
CA01598;EQ01104;LB002;2025-03-04 00:00:00;2026-01-25;763,73;Reprovado
CA01599;EQ00324;LB020;2025-03-07 00:00:00;2024-09-02;1168,82;Aprovado
CA01600;EQ00882;LB016;2024-03-04 00:00:00;2026-02-20;614,34;Aprovado
CA01601;EQ00274;LB011;2025-10-11 00:00:00;2024-04-07;1115,86;Aprovado
CA01602;EQ01261;LB015;2025-04-30 00:00:00;2026-03-28;1427,01;Aprovado
CA01603;EQ00646;LB017;2025-02-27 00:00:00;2025-01-24;538,25;Aprovado
CA01604;EQ00711;LB008;2025-02-11 00:00:00;2024-09-08;945,6;Aprovado
CA01605;EQ01026;LB012;2024-09-28 00:00:00;2026-07-30;446,98;Aprovado
CA01606;EQ00173;LB008;2025-01-27 00:00:00;2024-12-23;1288,47;Aprovado
CA01607;EQ01085;LB017;2026-02-17 00:00:00;2025-11-11;1328,61;Aprovado
CA01608;EQ00992;LB013;2026-04-26 00:00:00;2026-06-23;461,15;Aprovado
CA01609;EQ00094;LB001;2026-07-01 00:00:00;2025-03-31;1071,8;Aprovado
CA01610;EQ01042;LB012;2025-11-14 00:00:00;2025-06-07;807,89;Aprovado
CA01611;EQ00746;LB017;2025-05-02 00:00:00;2024-01-02;1564,71;Aprovado
CA01612;EQ00842;LB015;2025-07-12 00:00:00;2026-04-28;793,05;Aprovado
CA01613;EQ01315;LB013;2024-10-15 00:00:00;2025-11-29;708,06;Aprovado
CA01614;EQ00816;LB025;2026-07-02 00:00:00;2026-03-27;1106,2;Aprovado
CA01615;EQ00340;LB004;2025-11-29 00:00:00;2024-08-09;1344,9;Aprovado
CA01616;EQ00628;LB021;2024-11-29 00:00:00;2025-04-02;191,63;Ajustado
CA01617;EQ00190;LB019;2024-08-21 00:00:00;2026-05-14;1414,64;Aprovado
CA01618;EQ00282;LB005;2024-04-20 00:00:00;2026-03-10;647,09;Aprovado
CA01619;EQ00004;LB016;2025-05-31 00:00:00;2025-10-06;271,0;Aprovado
CA01620;EQ00689;LB007;2024-12-14 00:00:00;2024-07-02;506,41;Aprovado
CA01621;EQ00062;LB016;2024-10-29 00:00:00;2024-08-09;599,88;Aprovado
CA01622;EQ00113;LB008;2025-05-06 00:00:00;2024-03-26;818,89;Aprovado
CA01623;EQ00218;LB007;2026-06-22 00:00:00;2025-08-18;692,65;Aprovado
CA01624;EQ00898;LB007;2025-11-23 00:00:00;2025-07-17;1288,79;Aprovado
CA01625;EQ01303;LB025;2025-09-08 00:00:00;2025-03-29;1516,15;Ajustado
CA01626;EQ00467;LB020;2025-02-06 00:00:00;2024-11-22;1005,75;Aprovado
CA01627;EQ00855;LB022;2024-01-12 00:00:00;2025-12-08;941,51;Ajustado
CA01628;EQ00611;LB020;2026-01-19 00:00:00;2025-04-30;1087,17;Aprovado
CA01629;EQ00845;LB010;2024-11-06 00:00:00;2025-04-20;698,46;Reprovado
CA01630;EQ01040;LB016;2025-05-27 00:00:00;2025-08-13;833,3;Aprovado
CA01631;EQ01001;LB021;2025-11-24 00:00:00;2025-07-17;406,94;Aprovado
CA01632;EQ00326;LB014;2024-04-26 00:00:00;2024-07-17;1573,98;Aprovado
CA01633;EQ01158;LB003;2025-11-28 00:00:00;2024-10-11;523,65;Aprovado
CA01634;EQ01303;LB005;2026-03-20 00:00:00;2025-03-30;1459,8;Ajustado
CA01635;EQ00175;LB007;2024-11-16 00:00:00;2025-12-02;1395,68;Aprovado
CA01636;EQ01230;LB022;2026-04-19 00:00:00;2025-10-05;200,19;Aprovado
CA01637;EQ01245;LB011;2024-03-11 00:00:00;2026-06-30;139,92;Aprovado
CA01638;EQ00742;LB017;2024-11-24 00:00:00;2025-06-15;403,34;Aprovado
CA01639;EQ00792;LB002;2024-07-20 00:00:00;2024-03-01;1087,37;Ajustado
CA01640;EQ01053;LB020;2024-12-12 00:00:00;2024-01-23;883,79;Aprovado
CA01641;EQ00823;LB003;2025-06-21 00:00:00;2026-01-30;809,23;Aprovado
CA01642;EQ00088;LB015;2024-01-18 00:00:00;2026-07-24;1250,54;Aprovado
CA01643;EQ01108;LB024;2025-10-16 00:00:00;2025-11-13;160,81;Aprovado
CA01644;EQ00040;LB010;2024-11-08 00:00:00;2024-05-23;1068,26;Ajustado
CA01645;EQ00658;LB002;2025-10-28 00:00:00;2024-12-25;433,72;Aprovado
CA01646;EQ00808;LB024;2026-06-22 00:00:00;2026-03-22;1115,56;Aprovado
CA01647;EQ00843;LB005;2026-03-19 00:00:00;2026-04-19;940,27;Aprovado
CA01648;EQ00009;LB015;2024-09-26 00:00:00;2025-02-07;180,64;Aprovado
CA01649;EQ00515;LB014;2026-05-26 00:00:00;2025-08-01;327,51;Aprovado
CA01650;EQ01195;LB009;2025-05-05 00:00:00;2024-06-08;1203,33;Aprovado
CA01651;EQ00796;LB008;2026-03-30 00:00:00;2026-05-07;386,62;Aprovado
CA01652;EQ00772;LB021;2024-12-19 00:00:00;2026-05-14;1584,17;Aprovado
CA01653;EQ00960;LB003;2024-11-07 00:00:00;2025-11-28;1086,59;Aprovado
CA01654;EQ00268;LB016;2026-07-10 00:00:00;2024-04-04;1280,09;Aprovado
CA01655;EQ01061;LB014;2026-04-08 00:00:00;2026-06-27;449,56;Aprovado
CA01656;EQ01124;LB006;2025-10-19 00:00:00;2026-04-12;1502,31;Aprovado
CA01657;EQ00960;LB011;2025-10-10 00:00:00;2024-03-27;587,71;Aprovado
CA01658;EQ00970;LB010;2025-05-28 00:00:00;2026-05-10;487,98;Aprovado
CA01659;EQ00744;LB012;2024-08-19 00:00:00;2026-03-26;463,23;Aprovado
CA01660;EQ00516;LB019;2025-08-17 00:00:00;2025-05-29;1335,16;Aprovado
CA01661;EQ01044;LB017;2025-04-05 00:00:00;2025-06-09;139,83;Aprovado
CA01662;EQ01089;LB018;2026-05-29 00:00:00;2024-09-14;803,03;Aprovado
CA01663;EQ00272;LB016;2025-03-01 00:00:00;2024-11-13;146,31;Aprovado
CA01664;EQ00218;LB022;2026-05-18 00:00:00;2026-06-06;1307,03;Aprovado
CA01665;EQ00803;LB003;2024-02-18 00:00:00;2024-07-21;451,51;Aprovado
CA01666;EQ00279;LB016;2025-03-12 00:00:00;2024-07-07;226,62;Aprovado
CA01667;EQ00325;LB002;2025-10-15 00:00:00;2026-05-18;605,96;Aprovado
CA01668;EQ00784;LB012;2026-04-19 00:00:00;2025-03-28;190,61;Aprovado
CA01669;EQ00980;LB013;2024-07-27 00:00:00;2026-01-17;1199,5;Aprovado
CA01670;EQ01399;LB005;2025-12-19 00:00:00;2024-06-12;1248,17;Aprovado
CA01671;EQ00760;LB017;2024-07-04 00:00:00;2025-12-19;1341,01;Aprovado
CA01672;EQ01281;LB016;2025-11-01 00:00:00;2026-03-08;570,67;Aprovado
CA01673;EQ00052;LB016;2026-03-04 00:00:00;2026-01-27;384,49;Aprovado
CA01674;EQ00179;LB012;2024-09-11 00:00:00;2024-12-10;1200,43;Aprovado
CA01675;EQ01020;LB010;2025-10-18 00:00:00;2025-05-26;1597,4;Aprovado
CA01676;EQ00548;LB014;2025-10-25 00:00:00;2025-05-03;1498,43;Aprovado
CA01677;EQ01105;LB011;2024-10-24 00:00:00;2026-05-20;1270,79;Aprovado
CA01678;EQ00944;LB012;2024-04-14 00:00:00;2024-02-26;1143,58;Aprovado
CA01679;EQ00540;LB002;2024-02-05 00:00:00;2024-12-13;992,1;Aprovado
CA01680;EQ00105;LB014;2024-03-11 00:00:00;2026-01-06;421,38;Aprovado
CA01681;EQ00025;LB017;2025-01-26 00:00:00;2025-02-12;1105,55;Aprovado
CA01682;EQ00201;LB024;2024-06-06 00:00:00;2026-03-22;97,4;Aprovado
CA01683;EQ00850;LB025;2025-05-12 00:00:00;2025-11-17;396,35;Aprovado
CA01684;EQ00514;LB017;2026-07-13 00:00:00;2024-04-29;1556,51;Aprovado
CA01685;EQ00643;LB002;2025-09-14 00:00:00;2024-01-26;711,57;Aprovado
CA01686;EQ00690;LB022;2026-04-03 00:00:00;2024-07-12;1511,66;Ajustado
CA01687;EQ00266;LB022;2025-08-02 00:00:00;2025-10-29;692,16;Aprovado
CA01688;EQ00891;LB009;2024-01-25 00:00:00;2026-05-09;1254,44;Aprovado
CA01689;EQ00755;LB009;2026-07-09 00:00:00;2024-06-21;677,04;Aprovado
CA01690;EQ00769;LB022;2025-09-04 00:00:00;2024-09-18;1538,21;Aprovado
CA01691;EQ00979;LB023;2026-03-14 00:00:00;2026-04-24;275,25;Aprovado
CA01692;EQ00518;LB019;2026-04-11 00:00:00;2024-07-28;793,78;Aprovado
CA01693;EQ01108;LB006;2024-05-02 00:00:00;2024-04-24;536,46;Aprovado
CA01694;EQ00653;LB010;2026-06-11 00:00:00;2024-06-07;336,66;Aprovado
CA01695;EQ00072;LB011;2024-10-23 00:00:00;2024-02-13;841,29;Aprovado
CA01696;EQ00266;LB022;2025-01-28 00:00:00;2026-06-16;747,65;Aprovado
CA01697;EQ00331;LB002;2025-09-12 00:00:00;2024-01-04;1208,66;Reprovado
CA01698;EQ00515;LB022;2026-07-16 00:00:00;2024-10-15;490,18;Aprovado
CA01699;EQ00944;LB008;2024-08-29 00:00:00;2025-04-17;573,17;Aprovado
CA01700;EQ01218;LB011;2026-03-31 00:00:00;2025-05-15;203,06;Aprovado
CA01701;EQ00820;LB015;2024-03-18 00:00:00;2024-10-04;1010,99;Aprovado
CA01702;EQ01188;LB022;2025-03-09 00:00:00;2026-02-07;1248,69;Aprovado
CA01703;EQ00014;LB017;2024-10-25 00:00:00;2024-03-02;1049,6;Aprovado
CA01704;EQ00446;LB014;2024-11-14 00:00:00;2026-04-07;147,27;Aprovado
CA01705;EQ01169;LB001;2026-07-09 00:00:00;2024-09-23;1277,48;Aprovado
CA01706;EQ00451;LB001;2024-08-07 00:00:00;2024-03-03;557,74;Aprovado
CA01707;EQ00130;LB007;2026-03-30 00:00:00;2026-05-21;847,37;Aprovado
CA01708;EQ01296;LB018;2025-06-30 00:00:00;2026-06-06;1525,59;Aprovado
CA01709;EQ00090;LB019;2024-12-02 00:00:00;2024-12-22;1271,71;Aprovado
CA01710;EQ00100;LB009;2025-01-04 00:00:00;2026-02-13;588,43;Aprovado
CA01711;EQ00645;LB019;2024-01-04 00:00:00;2025-07-30;1581,57;Aprovado
CA01712;EQ00919;LB024;2025-04-30 00:00:00;2025-09-14;1028,3;Aprovado
CA01713;EQ00682;LB014;2025-09-04 00:00:00;2025-01-25;795,37;Aprovado
CA01714;EQ01356;LB005;2025-12-05 00:00:00;2025-11-10;474,59;Aprovado
CA01715;EQ01315;LB012;2024-03-30 00:00:00;2025-10-10;273,26;Aprovado
