nao_conformidade_id;calibracao_id;tipo;criticidade;status
NC00518;CA05915;Dano físico;Baixa;Aberta
NC00519;CA06886;Dano físico;Baixa;Tratada
NC00520;CA06008;Dano físico;Baixa;Aberta
NC00521;CA06977;Certificado incompleto;Alta;Tratada
NC00522;CA03918;Certificado incompleto;Baixa;Em análise
NC00523;CA03585;Certificado incompleto;Alta;Aberta
NC00524;CA05386;Dano físico;Alta;Tratada
NC00525;CA00274;Certificado incompleto;Média;Em análise
NC00526;CA04240;Certificado incompleto;Baixa;Tratada
NC00527;CA00678;Certificado incompleto;Média;Em análise
NC00528;CA07046;Dano físico;Baixa;Aberta
NC00529;CA04304;Fora de tolerância;Média;Em análise
NC00530;CA05241;Fora de tolerância;Média;Tratada
NC00531;CA01904;Fora de tolerância;Alta;Aberta
NC00532;CA05745;Dano físico;Alta;Aberta
NC00533;CA02089;Certificado incompleto;Alta;Tratada
NC00534;CA00951;Dano físico;Média;Aberta
NC00535;CA02364;Fora de tolerância;Média;Aberta
NC00536;CA01494;Fora de tolerância;Média;Tratada
NC00537;CA06987;Fora de tolerância;Baixa;Aberta
NC00538;CA02497;Dano físico;Média;Aberta
NC00539;CA02142;Certificado incompleto;Média;Aberta
NC00540;CA03442;Certificado incompleto;Baixa;Em análise
NC00541;CA02964;Fora de tolerância;Média;Em análise
NC00542;CA00489;Dano físico;Média;Em análise
NC00543;CA04360;Certificado incompleto;Baixa;Em análise
NC00544;CA04218;Fora de tolerância;Média;Tratada
NC00545;CA06796;Certificado incompleto;Média;Tratada
NC00546;CA00298;Dano físico;Baixa;Aberta
NC00547;CA03555;Certificado incompleto;Média;Tratada
NC00548;CA02035;Dano físico;Média;Tratada
NC00549;CA05631;Fora de tolerância;Baixa;Aberta
NC00550;CA04403;Fora de tolerância;Alta;Aberta
NC00551;CA03665;Certificado incompleto;Baixa;Em análise
NC00552;CA05928;Certificado incompleto;Alta;Em análise
NC00553;CA04600;Dano físico;Média;Aberta
NC00554;CA06329;Certificado incompleto;Baixa;Em análise
NC00555;CA00545;Dano físico;Alta;Em análise
NC00556;CA03051;Fora de tolerância;Alta;Aberta
NC00557;CA04965;Certificado incompleto;Média;Tratada
NC00558;CA06283;Certificado incompleto;Alta;Aberta
NC00559;CA00451;Fora de tolerância;Baixa;Em análise
NC00560;CA02636;Dano físico;Alta;Aberta
NC00561;CA02114;Fora de tolerância;Média;Aberta
NC00562;CA03958;Certificado incompleto;Alta;Aberta
NC00563;CA00765;Fora de tolerância;Baixa;Aberta
NC00564;CA03917;Certificado incompleto;Alta;Em análise
NC00565;CA04281;Dano físico;Baixa;Aberta
NC00566;CA07107;Certificado incompleto;Baixa;Tratada
NC00567;CA04097;Certificado incompleto;Alta;Em análise
NC00568;CA03396;Dano físico;Alta;Aberta
NC00569;CA05898;Dano físico;Alta;Tratada
NC00570;CA02519;Certificado incompleto;Média;Em análise
NC00571;CA03499;Fora de tolerância;Média;Aberta
NC00572;CA02931;Certificado incompleto;Alta;Em análise
NC00573;CA03481;Fora de tolerância;Alta;Em análise
NC00574;CA04739;Certificado incompleto;Baixa;Aberta
NC00575;CA00424;Certificado incompleto;Alta;Em análise
NC00576;CA07027;Fora de tolerância;Média;Aberta
NC00577;CA01134;Fora de tolerância;Baixa;Aberta
NC00578;CA04080;Certificado incompleto;Média;Aberta
NC00579;CA00149;Certificado incompleto;Alta;Tratada
NC00580;CA06792;Fora de tolerância;Baixa;Tratada
NC00581;CA04195;Certificado incompleto;Média;Em análise
NC00582;CA02607;Dano físico;Baixa;Em análise
NC00583;CA04821;Dano físico;Média;Aberta
NC00584;CA02128;Fora de tolerância;Alta;Tratada
NC00585;CA04133;Dano físico;Alta;Aberta
NC00586;CA04995;Dano físico;Média;Em análise
NC00587;CA05226;Certificado incompleto;Alta;Aberta
NC00588;CA00871;Dano físico;Média;Tratada
NC00589;CA06770;Fora de tolerância;Alta;Em análise
NC00590;CA01748;Dano físico;Média;Em análise
NC00591;CA03108;Dano físico;Média;Tratada
NC00592;CA00346;Fora de tolerância;Média;Aberta
NC00593;CA03325;Certificado incompleto;Alta;Em análise
NC00594;CA03860;Certificado incompleto;Média;Em análise
NC00595;CA01051;Dano físico;Alta;Aberta
NC00596;CA00059;Fora de tolerância;Média;Aberta
NC00597;CA02965;Certificado incompleto;Alta;Tratada
NC00598;CA07161;Certificado incompleto;Média;Aberta
NC00599;CA03828;Dano físico;Baixa;Aberta
NC00600;CA05359;Dano físico;Baixa;Tratada
NC00601;CA06681;Fora de tolerância;Média;Em análise
NC00602;CA00398;Fora de tolerância;Alta;Aberta
NC00603;CA05614;Fora de tolerância;Alta;Tratada
NC00604;CA05539;Fora de tolerância;Baixa;Aberta
NC00605;CA02581;Fora de tolerância;Alta;Tratada
NC00606;CA06505;Dano físico;Média;Tratada
NC00607;CA00883;Certificado incompleto;Alta;Aberta
NC00608;CA05520;Certificado incompleto;Alta;Em análise
NC00609;CA03620;Fora de tolerância;Alta;Tratada
NC00610;CA06694;Fora de tolerância;Alta;Aberta
NC00611;CA06592;Dano físico;Alta;Aberta
NC00612;CA06639;Certificado incompleto;Média;Em análise
NC00613;CA04309;Certificado incompleto;Baixa;Aberta
NC00614;CA07171;Fora de tolerância;Média;Aberta
NC00615;CA03932;Fora de tolerância;Média;Aberta
NC00616;CA02856;Fora de tolerância;Alta;Em análise
NC00617;CA04891;Fora de tolerância;Baixa;Em análise
NC00618;CA02448;Fora de tolerância;Alta;Tratada
NC00619;CA05848;Dano físico;Baixa;Em análise
NC00620;CA00850;Certificado incompleto;Média;Tratada
NC00621;CA03818;Dano físico;Baixa;Aberta
NC00622;CA00522;Fora de tolerância;Média;Aberta
NC00623;CA06025;Fora de tolerância;Média;Tratada
NC00624;CA06298;Fora de tolerância;Baixa;Tratada
NC00625;CA04999;Fora de tolerância;Baixa;Aberta
NC00626;CA06457;Dano físico;Alta;Aberta
NC00627;CA07123;Dano físico;Alta;Tratada
NC00628;CA05996;Fora de tolerância;Alta;Tratada
NC00629;CA07020;Certificado incompleto;Alta;Aberta
NC00630;CA03589;Dano físico;Média;Tratada
NC00631;CA04299;Dano físico;Alta;Aberta
NC00632;CA00963;Dano físico;Alta;Aberta
NC00633;CA00937;Certificado incompleto;Média;Tratada
NC00634;CA06472;Fora de tolerância;Alta;Em análise
NC00635;CA06197;Fora de tolerância;Baixa;Em análise
NC00636;CA02329;Certificado incompleto;Baixa;Tratada
NC00637;CA04405;Fora de tolerância;Média;Em análise
NC00638;CA05373;Fora de tolerância;Média;Em análise
NC00639;CA03494;Certificado incompleto;Alta;Em análise
NC00640;CA01056;Fora de tolerância;Baixa;Em análise
NC00641;CA05445;Certificado incompleto;Alta;Tratada
NC00642;CA04930;Dano físico;Média;Aberta
NC00643;CA04845;Dano físico;Média;Aberta
NC00644;CA01482;Dano físico;Alta;Em análise
NC00645;CA00825;Fora de tolerância;Baixa;Em análise
NC00646;CA00123;Certificado incompleto;Alta;Tratada
NC00647;CA00297;Fora de tolerância;Média;Em análise
NC00648;CA02768;Certificado incompleto;Média;Aberta
NC00649;CA00639;Certificado incompleto;Baixa;Em análise
NC00650;CA04553;Fora de tolerância;Média;Tratada
NC00651;CA01586;Certificado incompleto;Alta;Em análise
NC00652;CA07165;Certificado incompleto;Alta;Tratada
NC00653;CA05653;Dano físico;Média;Aberta
NC00654;CA01312;Dano físico;Baixa;Tratada
NC00655;CA02692;Dano físico;Alta;Tratada
NC00656;CA05537;Fora de tolerância;Baixa;Em análise
NC00657;CA01816;Fora de tolerância;Baixa;Tratada
NC00658;CA06492;Fora de tolerância;Alta;Em análise
NC00659;CA03760;Certificado incompleto;Média;Em análise
NC00660;CA00461;Certificado incompleto;Média;Tratada
NC00661;CA06431;Certificado incompleto;Média;Aberta
NC00662;CA03160;Dano físico;Baixa;Tratada
NC00663;CA01781;Fora de tolerância;Alta;Em análise
NC00664;CA02279;Dano físico;Média;Tratada
NC00665;CA06255;Certificado incompleto;Baixa;Aberta
NC00666;CA01506;Certificado incompleto;Média;Aberta
NC00667;CA02831;Dano físico;Média;Tratada
NC00668;CA02857;Dano físico;Baixa;Em análise
NC00669;CA03752;Dano físico;Alta;Em análise
NC00670;CA05986;Dano físico;Baixa;Aberta
NC00671;CA00483;Fora de tolerância;Média;Em análise
NC00672;CA06748;Dano físico;Alta;Aberta
NC00673;CA00091;Certificado incompleto;Média;Aberta
NC00674;CA05159;Dano físico;Média;Aberta
NC00675;CA01512;Certificado incompleto;Alta;Tratada
NC00676;CA02813;Fora de tolerância;Baixa;Tratada
NC00677;CA01308;Certificado incompleto;Média;Tratada
NC00678;CA05029;Certificado incompleto;Alta;Aberta
NC00679;CA00263;Fora de tolerância;Média;Aberta
NC00680;CA03059;Fora de tolerância;Média;Aberta
NC00681;CA06643;Dano físico;Alta;Tratada
NC00682;CA03936;Dano físico;Média;Tratada
NC00683;CA01834;Dano físico;Alta;Tratada
NC00684;CA05660;Fora de tolerância;Baixa;Em análise
NC00685;CA05007;Certificado incompleto;Média;Aberta
NC00686;CA01016;Fora de tolerância;Média;Tratada
NC00687;CA02603;Fora de tolerância;Alta;Aberta
NC00688;CA01282;Dano físico;Baixa;Em análise
NC00689;CA06414;Dano físico;Média;Tratada
NC00690;CA06148;Dano físico;Média;Aberta
NC00691;CA04501;Certificado incompleto;Alta;Tratada
NC00692;CA03032;Dano físico;Média;Em análise
NC00693;CA00627;Dano físico;Média;Aberta
NC00694;CA05957;Certificado incompleto;Baixa;Tratada
NC00695;CA05428;Certificado incompleto;Média;Em análise
NC00696;CA05308;Dano físico;Média;Aberta
NC00697;CA06268;Certificado incompleto;Média;Em análise
NC00698;CA04791;Dano físico;Média;Em análise
NC00699;CA00976;Fora de tolerância;Baixa;Tratada
NC00700;CA03052;Certificado incompleto;Alta;Em análise
NC00701;CA03389;Fora de tolerância;Alta;Aberta
NC00702;CA03545;Fora de tolerância;Baixa;Em análise
NC00703;CA06728;Certificado incompleto;Média;Tratada
NC00704;CA00668;Certificado incompleto;Baixa;Aberta
NC00705;CA00206;Fora de tolerância;Baixa;Aberta
NC00706;CA02156;Certificado incompleto;Média;Tratada
NC00707;CA05679;Dano físico;Média;Aberta
NC00708;CA05932;Dano físico;Alta;Aberta
NC00709;CA04530;Certificado incompleto;Baixa;Aberta
NC00710;CA00792;Fora de tolerância;Baixa;Aberta
NC00711;CA02747;Dano físico;Baixa;Em análise
NC00712;CA04180;Dano físico;Baixa;Tratada
NC00713;CA00438;Certificado incompleto;Alta;Tratada
NC00714;CA05662;Certificado incompleto;Baixa;Em análise
NC00715;CA04768;Dano físico;Média;Aberta
NC00716;CA04019;Certificado incompleto;Média;Em análise
NC00717;CA00792;Fora de tolerância;Média;Aberta
NC00718;CA00011;Fora de tolerância;Alta;Em análise
NC00719;CA06213;Fora de tolerância;Média;Aberta
NC00720;CA00024;Certificado incompleto;Média;Aberta
NC00721;CA06938;Dano físico;Média;Tratada
NC00722;CA03635;Certificado incompleto;Média;Tratada
NC00723;CA01399;Certificado incompleto;Alta;Aberta
NC00724;CA02428;Certificado incompleto;Alta;Tratada
NC00725;CA05646;Dano físico;Média;Aberta
NC00726;CA03805;Fora de tolerância;Baixa;Aberta
NC00727;CA01210;Dano físico;Baixa;Em análise
NC00728;CA03586;Certificado incompleto;Média;Em análise
NC00729;CA03719;Certificado incompleto;Alta;Aberta
NC00730;CA00941;Certificado incompleto;Média;Aberta
NC00731;CA05683;Certificado incompleto;Alta;Aberta
NC00732;CA02827;Fora de tolerância;Média;Em análise
NC00733;CA06550;Fora de tolerância;Média;Aberta
NC00734;CA00900;Dano físico;Média;Em análise
NC00735;CA06112;Certificado incompleto;Baixa;Tratada
NC00736;CA06643;Certificado incompleto;Alta;Aberta
NC00737;CA04798;Dano físico;Baixa;Aberta
NC00738;CA04374;Certificado incompleto;Média;Em análise
NC00739;CA03449;Certificado incompleto;Alta;Aberta
NC00740;CA05461;Fora de tolerância;Alta;Tratada
NC00741;CA06038;Fora de tolerância;Alta;Em análise
NC00742;CA00284;Fora de tolerância;Baixa;Tratada
NC00743;CA01825;Fora de tolerância;Alta;Tratada
NC00744;CA06941;Dano físico;Média;Aberta
NC00745;CA04507;Certificado incompleto;Média;Tratada
NC00746;CA04011;Fora de tolerância;Média;Em análise
NC00747;CA04418;Certificado incompleto;Alta;Em análise
NC00748;CA04680;Dano físico;Alta;Tratada
NC00749;CA04617;Fora de tolerância;Alta;Aberta
NC00750;CA01158;Dano físico;Baixa;Aberta
NC00432;CA06104;Certificado incompleto;Média;Tratada
NC00078;CA06254;Fora de tolerância;Alta;Tratada
NC00513;CA01470;Certificado incompleto;Alta;Em análise
;CA03367;Certificado incompleto;Alta;Tratada
