equipamento_id;tipo;unidade;criticidade;periodicidade_dias
EQ00564;Balança;Guarulhos;Alta;90
EQ00565;Manômetro;Joinville;Baixa;365
EQ00566;Termômetro;Joinville;Baixa;90
EQ00567;Micrômetro;Guarulhos;Média;365
EQ00568;Torquímetro;Joinville;Média;180
EQ00569;Torquímetro;Jaboticabal;Baixa;180
EQ00570;Termômetro;Jaboticabal;Média;90
EQ00571;Micrômetro;Guarulhos;Alta;90
EQ00572;Micrômetro;Guarulhos;Alta;90
EQ00573;Balança;Jaboticabal;Alta;180
EQ00574;Micrômetro;Guarulhos;Média;180
EQ00575;Micrômetro;Joinville;Alta;365
EQ00576;Termômetro;Guarulhos;Baixa;180
EQ00577;Manômetro;Guarulhos;Alta;365
EQ00578;Termômetro;Jaboticabal;Média;90
EQ00579;Paquímetro;Jaboticabal;Média;180
EQ00580;Termômetro;Jaboticabal;Baixa;365
EQ00581;Balança;Guarulhos;Média;180
EQ00582;Paquímetro;Jaboticabal;Baixa;90
EQ00583;Micrômetro;Guarulhos;Alta;180
EQ00584;Torquímetro;Jaboticabal;Média;90
EQ00585;Balança;Joinville;Média;90
EQ00586;Manômetro;Guarulhos;Baixa;365
EQ00587;Balança;Joinville;Média;365
EQ00588;Micrômetro;Guarulhos;Baixa;90
EQ00589;Termômetro;Guarulhos;Média;90
EQ00590;Micrômetro;Jaboticabal;Média;180
EQ00591;Micrômetro;Jaboticabal;Média;365
EQ00592;Termômetro;Jaboticabal;Média;180
EQ00593;Paquímetro;Jaboticabal;Baixa;365
EQ00594;Micrômetro;Jaboticabal;Alta;365
EQ00595;Balança;Guarulhos;Média;180
EQ00596;Paquímetro;Guarulhos;Alta;365
EQ00597;Micrômetro;Joinville;Baixa;365
EQ00598;Torquímetro;Jaboticabal;Média;365
EQ00599;Micrômetro;Jaboticabal;Baixa;180
EQ00600;Termômetro;Guarulhos;Média;180
EQ00601;Micrômetro;Jaboticabal;Média;365
EQ00602;Balança;Guarulhos;Média;365
EQ00603;Paquímetro;Guarulhos;Alta;365
EQ00604;Paquímetro;Guarulhos;Alta;90
EQ00605;Torquímetro;Guarulhos;Média;365
EQ00606;Torquímetro;Jaboticabal;Alta;90
EQ00607;Termômetro;Joinville;Média;90
EQ00608;Balança;Joinville;Média;180
EQ00609;Paquímetro;Joinville;Baixa;90
EQ00610;Paquímetro;Joinville;Baixa;365
EQ00611;Manômetro;Joinville;Média;90
EQ00612;Torquímetro;Joinville;Média;90
EQ00613;Balança;Joinville;Baixa;365
EQ00614;Torquímetro;Guarulhos;Baixa;90
EQ00615;Manômetro;Guarulhos;Média;365
EQ00616;Manômetro;Guarulhos;Média;180
EQ00617;Torquímetro;Jaboticabal;Média;365
EQ00618;Termômetro;Guarulhos;Média;365
EQ00619;Termômetro;Joinville;Média;365
EQ00620;Micrômetro;Joinville;Média;90
EQ00621;Manômetro;Guarulhos;Média;90
EQ00622;Torquímetro;Joinville;Média;180
EQ00623;Termômetro;Guarulhos;Alta;365
EQ00624;Torquímetro;Joinville;Alta;365
EQ00625;Balança;Guarulhos;Alta;365
EQ00626;Torquímetro;Guarulhos;Média;365
EQ00627;Balança;Jaboticabal;Baixa;90
EQ00628;Termômetro;Joinville;Baixa;365
EQ00629;Paquímetro;Jaboticabal;Baixa;180
EQ00630;Micrômetro;Guarulhos;Média;180
EQ00631;Paquímetro;Guarulhos;Média;365
EQ00632;Manômetro;Jaboticabal;Média;365
EQ00633;Manômetro;Jaboticabal;Alta;180
EQ00634;Balança;Guarulhos;Média;90
EQ00635;Torquímetro;Joinville;Média;365
EQ00636;Termômetro;Jaboticabal;Média;365
EQ00637;Paquímetro;Joinville;Média;180
EQ00638;Torquímetro;Guarulhos;Média;180
EQ00639;Micrômetro;Joinville;Média;180
EQ00640;Termômetro;Joinville;Alta;90
EQ00641;Torquímetro;Guarulhos;Média;180
EQ00642;Balança;Jaboticabal;Média;180
EQ00643;Balança;Joinville;Alta;365
EQ00644;Balança;Guarulhos;Alta;180
EQ00645;Torquímetro;Joinville;Média;365
EQ00646;Manômetro;Jaboticabal;Alta;180
EQ00647;Manômetro;Joinville;Alta;90
EQ00648;Balança;Joinville;Média;90
EQ00649;Paquímetro;Joinville;Baixa;180
EQ00650;Micrômetro;Guarulhos;Alta;365
EQ00651;Termômetro;Guarulhos;Alta;365
EQ00652;Balança;Joinville;Baixa;365
EQ00653;Termômetro;Jaboticabal;Média;365
EQ00654;Torquímetro;Jaboticabal;Alta;365
EQ00655;Paquímetro;Jaboticabal;Média;90
EQ00656;Paquímetro;Jaboticabal;Média;90
EQ00657;Paquímetro;Jaboticabal;Média;180
EQ00658;Balança;Joinville;Média;90
EQ00659;Micrômetro;Joinville;Média;365
EQ00660;Manômetro;Jaboticabal;Alta;365
EQ00661;Balança;Joinville;Alta;180
EQ00662;Manômetro;Guarulhos;Média;365
EQ00663;Torquímetro;Jaboticabal;Média;180
EQ00664;Micrômetro;Guarulhos;Alta;90
EQ00665;Paquímetro;Guarulhos;Baixa;90
EQ00666;Paquímetro;Guarulhos;Baixa;90
EQ00667;Paquímetro;Guarulhos;Alta;180
EQ00668;Torquímetro;Guarulhos;Média;180
EQ00669;Manômetro;Guarulhos;Alta;180
EQ00670;Manômetro;Joinville;Média;365
EQ00671;Termômetro;Guarulhos;Média;180
EQ00672;Manômetro;Jaboticabal;Baixa;180
EQ00673;Manômetro;Jaboticabal;Baixa;365
EQ00674;Torquímetro;Joinville;Baixa;365
EQ00675;Paquímetro;Joinville;Baixa;180
EQ00676;Micrômetro;Joinville;Alta;90
EQ00677;Termômetro;Joinville;Média;365
EQ00678;Micrômetro;Guarulhos;Alta;90
EQ00679;Termômetro;Jaboticabal;Média;365
EQ00680;Micrômetro;Guarulhos;Média;180
EQ00681;Paquímetro;Guarulhos;Média;90
EQ00682;Paquímetro;Guarulhos;Média;90
EQ00683;Torquímetro;Joinville;Média;180
EQ00684;Torquímetro;Joinville;Média;90
EQ00685;Balança;Joinville;Média;90
EQ00686;Manômetro;Jaboticabal;Alta;180
EQ00687;Torquímetro;Joinville;Baixa;365
EQ00688;Termômetro;Guarulhos;Média;365
EQ00689;Paquímetro;Jaboticabal;Média;90
EQ00690;Termômetro;Guarulhos;Alta;90
EQ00691;Manômetro;Jaboticabal;Alta;90
EQ00692;Balança;Jaboticabal;Baixa;90
EQ00693;Termômetro;Guarulhos;Média;180
EQ00694;Balança;Jaboticabal;Média;365
EQ00695;Paquímetro;Guarulhos;Média;365
EQ00696;Manômetro;Jaboticabal;Alta;90
EQ00697;Paquímetro;Guarulhos;Alta;90
EQ00698;Micrômetro;Jaboticabal;Média;90
EQ00699;Paquímetro;Jaboticabal;Média;365
EQ00700;Paquímetro;Joinville;Baixa;180
EQ00701;Torquímetro;Guarulhos;Baixa;90
EQ00702;Paquímetro;Guarulhos;Média;180
EQ00703;Balança;Guarulhos;Média;365
EQ00704;Torquímetro;Jaboticabal;Alta;90
EQ00705;Manômetro;Joinville;Baixa;365
EQ00706;Torquímetro;Joinville;Baixa;365
EQ00707;Termômetro;Joinville;Alta;90
EQ00708;Balança;Joinville;Média;365
EQ00709;Manômetro;Guarulhos;Alta;365
EQ00710;Manômetro;Joinville;Alta;90
EQ00711;Torquímetro;Joinville;Média;90
EQ00712;Torquímetro;Joinville;Média;90
EQ00713;Termômetro;Guarulhos;Baixa;90
EQ00714;Termômetro;Jaboticabal;Baixa;180
EQ00715;Balança;Guarulhos;Média;90
EQ00716;Torquímetro;Guarulhos;Alta;180
EQ00717;Micrômetro;Joinville;Alta;180
EQ00718;Micrômetro;Joinville;Média;365
EQ00719;Torquímetro;Guarulhos;Média;180
EQ00720;Micrômetro;Guarulhos;Média;365
EQ00721;Manômetro;Joinville;Média;365
EQ00722;Manômetro;Joinville;Média;365
EQ00723;Manômetro;Jaboticabal;Média;90
EQ00724;Termômetro;Joinville;Média;180
EQ00725;Micrômetro;Guarulhos;Média;365
EQ00726;Micrômetro;Jaboticabal;Alta;90
EQ00727;Paquímetro;Joinville;Alta;180
EQ00728;Manômetro;Joinville;Baixa;180
EQ00729;Torquímetro;Guarulhos;Alta;180
EQ00730;Torquímetro;Guarulhos;Média;90
EQ00731;Paquímetro;Jaboticabal;Média;365
EQ00732;Manômetro;Guarulhos;Média;365
EQ00733;Balança;Guarulhos;Média;180
EQ00734;Manômetro;Joinville;Baixa;180
EQ00735;Paquímetro;Guarulhos;Média;90
EQ00736;Paquímetro;Guarulhos;Baixa;365
EQ00737;Manômetro;Guarulhos;Baixa;180
EQ00738;Micrômetro;Jaboticabal;Média;90
EQ00739;Paquímetro;Guarulhos;Média;180
EQ00740;Balança;Joinville;Alta;365
EQ00741;Torquímetro;Jaboticabal;Baixa;90
EQ00742;Paquímetro;Jaboticabal;Alta;90
EQ00743;Paquímetro;Jaboticabal;Média;90
EQ00744;Torquímetro;Joinville;Média;90
EQ00745;Balança;Guarulhos;Média;365
EQ00746;Termômetro;Jaboticabal;Média;90
EQ00747;Manômetro;Joinville;Média;180
EQ00748;Micrômetro;Jaboticabal;Média;180
EQ00749;Manômetro;Joinville;Alta;90
EQ00750;Paquímetro;Jaboticabal;Média;90
EQ00751;Torquímetro;Joinville;Média;90
EQ00752;Balança;Jaboticabal;Alta;365
EQ00753;Termômetro;Jaboticabal;Alta;180
EQ00754;Balança;Joinville;Média;365
EQ00755;Micrômetro;Joinville;Baixa;90
EQ00756;Manômetro;Guarulhos;Alta;365
EQ00757;Manômetro;Guarulhos;Baixa;365
EQ00758;Paquímetro;Guarulhos;Média;365
EQ00759;Manômetro;Guarulhos;Alta;180
EQ00760;Micrômetro;Joinville;Média;365
EQ00761;Balança;Joinville;Média;180
EQ00762;Torquímetro;Joinville;Baixa;90
EQ00763;Torquímetro;Guarulhos;Alta;90
EQ00764;Termômetro;Joinville;Média;365
EQ00765;Termômetro;Joinville;Baixa;180
EQ00766;Micrômetro;Jaboticabal;Média;180
EQ00767;Termômetro;Jaboticabal;Média;180
EQ00768;Paquímetro;Jaboticabal;Alta;180
EQ00769;Micrômetro;Jaboticabal;Média;90
EQ00770;Manômetro;Joinville;Baixa;365
EQ00771;Micrômetro;Guarulhos;Baixa;180
EQ00772;Micrômetro;Jaboticabal;Média;365
EQ00773;Paquímetro;Joinville;Baixa;180
EQ00774;Torquímetro;Jaboticabal;Média;90
EQ00775;Micrômetro;Guarulhos;Média;365
EQ00776;Paquímetro;Guarulhos;Alta;365
EQ00777;Termômetro;Jaboticabal;Baixa;365
EQ00778;Balança;Guarulhos;Média;90
EQ00779;Micrômetro;Joinville;Média;365
EQ00780;Torquímetro;Guarulhos;Média;180
EQ00781;Manômetro;Guarulhos;Média;180
EQ00782;Balança;Guarulhos;Média;365
EQ00783;Balança;Guarulhos;Baixa;365
EQ00784;Micrômetro;Guarulhos;Baixa;365
EQ00785;Micrômetro;Guarulhos;Baixa;365
EQ00786;Micrômetro;Jaboticabal;Alta;365
EQ00787;Termômetro;Joinville;Média;180
EQ00788;Torquímetro;Joinville;Média;365
EQ00789;Torquímetro;Jaboticabal;Média;365
EQ00790;Micrômetro;Jaboticabal;Baixa;365
EQ00791;Micrômetro;Guarulhos;Baixa;180
EQ00792;Manômetro;Joinville;Baixa;90
EQ00793;Manômetro;Joinville;Baixa;90
EQ00794;Paquímetro;Jaboticabal;Média;180
EQ00795;Torquímetro;Jaboticabal;Média;180
EQ00796;Manômetro;Guarulhos;Média;90
EQ00797;Torquímetro;Joinville;Alta;365
EQ00798;Termômetro;Joinville;Baixa;180
EQ00799;Balança;Jaboticabal;Média;90
EQ00800;Termômetro;Joinville;Média;90
EQ00801;Balança;Jaboticabal;Alta;90
EQ00802;Manômetro;Joinville;Média;180
EQ00803;Termômetro;Jaboticabal;Média;180
EQ00804;Manômetro;Jaboticabal;Baixa;180
EQ00805;Balança;Jaboticabal;Baixa;180
EQ00806;Micrômetro;Jaboticabal;Média;180
EQ00807;Termômetro;Joinville;Alta;90
EQ00808;Paquímetro;Guarulhos;Baixa;90
EQ00809;Paquímetro;Joinville;Média;365
EQ00810;Micrômetro;Jaboticabal;Baixa;180
EQ00811;Termômetro;Guarulhos;Média;90
EQ00812;Torquímetro;Joinville;Alta;90
EQ00813;Termômetro;Joinville;Alta;90
EQ00814;Micrômetro;Guarulhos;Média;90
EQ00815;Manômetro;Joinville;Média;365
EQ00816;Micrômetro;Jaboticabal;Média;90
EQ00817;Manômetro;Jaboticabal;Baixa;180
EQ00818;Torquímetro;Joinville;Alta;180
EQ00819;Paquímetro;Jaboticabal;Baixa;365
EQ00820;Manômetro;Jaboticabal;Média;180
EQ00821;Micrômetro;Guarulhos;Média;180
EQ00822;Termômetro;Joinville;Alta;90
EQ00823;Torquímetro;Joinville;Média;90
EQ00824;Manômetro;Joinville;Média;365
EQ00825;Termômetro;Joinville;Média;365
EQ00826;Termômetro;Jaboticabal;Média;90
EQ00827;Paquímetro;Joinville;Média;180
EQ00828;Paquímetro;Jaboticabal;Média;180
EQ00829;Balança;Jaboticabal;Baixa;90
EQ00830;Termômetro;Guarulhos;Baixa;90
EQ00831;Torquímetro;Joinville;Média;365
EQ00832;Manômetro;Guarulhos;Alta;90
EQ00833;Paquímetro;Jaboticabal;Baixa;180
EQ00834;Manômetro;Joinville;Baixa;365
EQ00835;Torquímetro;Joinville;Média;90
EQ00836;Micrômetro;Jaboticabal;Alta;365
EQ00837;Termômetro;Joinville;Média;365
EQ00838;Paquímetro;Jaboticabal;Média;90
EQ00839;Termômetro;Guarulhos;Alta;90
EQ00840;Termômetro;Guarulhos;Média;365
EQ00841;Balança;Joinville;Baixa;180
EQ00842;Manômetro;Joinville;Média;90
EQ00843;Torquímetro;Joinville;Baixa;180
EQ00844;Balança;Guarulhos;Média;180
EQ00845;Balança;Guarulhos;Alta;365
EQ00846;Torquímetro;Jaboticabal;Média;180
EQ00847;Balança;Jaboticabal;Média;90
EQ00848;Torquímetro;Guarulhos;Baixa;90
EQ00849;Balança;Joinville;Média;180
EQ00850;Paquímetro;Jaboticabal;Alta;180
EQ00851;Termômetro;Joinville;Alta;180
EQ00852;Termômetro;Guarulhos;Média;365
EQ00853;Torquímetro;Guarulhos;Média;90
EQ00854;Manômetro;Guarulhos;Baixa;180
EQ00855;Paquímetro;Jaboticabal;Média;180
EQ00856;Termômetro;Jaboticabal;Média;90
EQ00857;Termômetro;Jaboticabal;Média;90
EQ00858;Paquímetro;Jaboticabal;Média;365
EQ00859;Torquímetro;Jaboticabal;Média;180
EQ00860;Balança;Guarulhos;Alta;365
EQ00861;Paquímetro;Jaboticabal;Baixa;90
EQ00862;Micrômetro;Jaboticabal;Alta;180
EQ00863;Paquímetro;Joinville;Alta;180
EQ00864;Micrômetro;Guarulhos;Média;180
EQ00865;Torquímetro;Joinville;Alta;90
EQ00866;Termômetro;Guarulhos;Baixa;365
EQ00867;Manômetro;Guarulhos;Alta;90
EQ00868;Termômetro;Joinville;Média;365
EQ00869;Torquímetro;Joinville;Média;180
EQ00870;Torquímetro;Jaboticabal;Alta;90
EQ00871;Balança;Jaboticabal;Alta;180
EQ00872;Termômetro;Guarulhos;Baixa;365
EQ00873;Manômetro;Guarulhos;Baixa;365
EQ00874;Micrômetro;Joinville;Alta;180
EQ00875;Termômetro;Joinville;Média;180
EQ00876;Torquímetro;Jaboticabal;Média;90
EQ00877;Termômetro;Jaboticabal;Média;180
EQ00878;Balança;Joinville;Alta;180
EQ00879;Manômetro;Joinville;Média;365
EQ00880;Balança;Guarulhos;Média;365
EQ00881;Balança;Guarulhos;Média;365
EQ00882;Paquímetro;Guarulhos;Média;365
EQ00883;Manômetro;Jaboticabal;Alta;180
EQ00884;Manômetro;Guarulhos;Média;180
EQ00885;Termômetro;Joinville;Baixa;365
EQ00886;Balança;Joinville;Baixa;180
EQ00887;Balança;Guarulhos;Média;365
EQ00888;Manômetro;Jaboticabal;Média;180
EQ00889;Balança;Jaboticabal;Baixa;180
EQ00890;Paquímetro;Joinville;Média;180
EQ00891;Paquímetro;Jaboticabal;Baixa;365
EQ00892;Torquímetro;Joinville;Média;90
EQ00893;Balança;Guarulhos;Média;365
EQ00894;Micrômetro;Joinville;Média;180
EQ00895;Paquímetro;Guarulhos;Alta;180
EQ00896;Termômetro;Jaboticabal;Alta;365
EQ00897;Micrômetro;Guarulhos;Alta;365
EQ00898;Balança;Joinville;Média;90
EQ00899;Micrômetro;Guarulhos;Média;90
EQ00900;Torquímetro;Joinville;Alta;90
EQ00901;Micrômetro;Guarulhos;Média;365
EQ00902;Termômetro;Guarulhos;Média;90
EQ00903;Torquímetro;Jaboticabal;Média;365
EQ00904;Balança;Jaboticabal;Média;180
EQ00905;Manômetro;Joinville;Baixa;365
EQ00906;Paquímetro;Guarulhos;Baixa;180
EQ00907;Manômetro;Guarulhos;Média;180
EQ00908;Micrômetro;Jaboticabal;Média;180
EQ00909;Termômetro;Guarulhos;Baixa;365
EQ00910;Termômetro;Jaboticabal;Alta;180
EQ00911;Balança;Jaboticabal;Média;365
EQ00912;Termômetro;Joinville;Média;365
EQ00913;Balança;Jaboticabal;Baixa;180
EQ00914;Torquímetro;Guarulhos;Média;365
EQ00915;Paquímetro;Guarulhos;Média;365
EQ00916;Micrômetro;Jaboticabal;Média;365
EQ00917;Paquímetro;Joinville;Alta;365
EQ00918;Micrômetro;Guarulhos;Baixa;365
EQ00919;Termômetro;Joinville;Alta;90
EQ00920;Balança;Jaboticabal;Média;90
EQ00921;Micrômetro;Guarulhos;Média;365
EQ00922;Termômetro;Guarulhos;Média;180
EQ00923;Manômetro;Guarulhos;Alta;180
EQ00924;Torquímetro;Guarulhos;Média;365
EQ00925;Torquímetro;Jaboticabal;Média;365
EQ00926;Micrômetro;Joinville;Média;365
EQ00927;Termômetro;Joinville;Baixa;180
EQ00928;Micrômetro;Guarulhos;Média;90
EQ00929;Manômetro;Joinville;Baixa;180
EQ00930;Balança;Guarulhos;Média;180
EQ00931;Torquímetro;Guarulhos;Média;365
EQ00932;Balança;Jaboticabal;Baixa;180
EQ00933;Termômetro;Guarulhos;Média;365
EQ00934;Micrômetro;Joinville;Média;365
EQ00935;Torquímetro;Jaboticabal;Baixa;180
EQ00936;Torquímetro;Joinville;Baixa;90
EQ00937;Paquímetro;Jaboticabal;Alta;180
EQ00938;Micrômetro;Guarulhos;Baixa;180
EQ00939;Manômetro;Guarulhos;Baixa;365
EQ00940;Paquímetro;Jaboticabal;Média;90
EQ00941;Micrômetro;Joinville;Média;180
EQ00942;Torquímetro;Jaboticabal;Média;180
EQ00943;Torquímetro;Jaboticabal;Média;90
EQ00944;Micrômetro;Guarulhos;Alta;90
EQ00945;Manômetro;Guarulhos;Baixa;90
EQ00946;Micrômetro;Guarulhos;Alta;90
EQ00947;Balança;Guarulhos;Média;365
EQ00948;Micrômetro;Guarulhos;Baixa;90
EQ00949;Paquímetro;Jaboticabal;Baixa;90
EQ00950;Micrômetro;Guarulhos;Média;90
EQ00951;Torquímetro;Jaboticabal;Alta;180
EQ00952;Termômetro;Guarulhos;Média;180
EQ00953;Torquímetro;Guarulhos;Média;180
EQ00954;Micrômetro;Guarulhos;Média;365
EQ00955;Torquímetro;Joinville;Baixa;90
EQ00956;Torquímetro;Joinville;Baixa;180
EQ00957;Paquímetro;Guarulhos;Média;180
EQ00958;Balança;Guarulhos;Média;365
EQ00959;Micrômetro;Joinville;Média;180
EQ00960;Torquímetro;Jaboticabal;Alta;90
EQ00961;Micrômetro;Jaboticabal;Baixa;365
EQ00962;Torquímetro;Guarulhos;Média;180
EQ00963;Termômetro;Joinville;Baixa;90
EQ00964;Torquímetro;Jaboticabal;Baixa;180
EQ00965;Termômetro;Jaboticabal;Baixa;90
EQ00966;Manômetro;Joinville;Média;180
EQ00967;Manômetro;Guarulhos;Baixa;180
EQ00968;Termômetro;Joinville;Média;90
EQ00969;Balança;Guarulhos;Baixa;365
EQ00970;Manômetro;Guarulhos;Baixa;180
EQ00971;Micrômetro;Guarulhos;Média;90
EQ00972;Balança;Joinville;Média;365
EQ00973;Manômetro;Jaboticabal;Média;90
EQ00974;Manômetro;Jaboticabal;Alta;365
EQ00975;Termômetro;Jaboticabal;Baixa;365
EQ00976;Balança;Jaboticabal;Média;90
EQ00977;Termômetro;Joinville;Alta;180
EQ00978;Paquímetro;Joinville;Baixa;180
EQ00979;Paquímetro;Guarulhos;Média;365
EQ00980;Termômetro;Guarulhos;Média;365
EQ00981;Torquímetro;Guarulhos;Alta;180
EQ00982;Torquímetro;Jaboticabal;Baixa;365
EQ00983;Manômetro;Jaboticabal;Baixa;90
EQ00984;Paquímetro;Joinville;Alta;180
EQ00985;Torquímetro;Joinville;Baixa;365
EQ00986;Torquímetro;Joinville;Média;180
EQ00987;Paquímetro;Jaboticabal;Alta;180
EQ00988;Micrômetro;Joinville;Alta;180
EQ00989;Paquímetro;Joinville;Média;365
EQ00990;Termômetro;Joinville;Média;90
EQ00991;Torquímetro;Guarulhos;Baixa;365
EQ00992;Balança;Jaboticabal;Média;365
EQ00993;Micrômetro;Jaboticabal;Média;365
EQ00994;Manômetro;Guarulhos;Média;90
EQ00995;Balança;Joinville;Baixa;365
EQ00996;Balança;Jaboticabal;Média;90
EQ00997;Manômetro;Joinville;Média;365
EQ00998;Termômetro;Jaboticabal;Alta;365
EQ00999;Termômetro;Guarulhos;Média;365
EQ01000;Manômetro;Guarulhos;Baixa;365
EQ01001;Manômetro;Jaboticabal;Alta;365
EQ01002;Termômetro;Guarulhos;Baixa;180
EQ01003;Manômetro;Joinville;Baixa;365
EQ01004;Paquímetro;Jaboticabal;Baixa;365
EQ01005;Torquímetro;Guarulhos;Alta;90
EQ01006;Micrômetro;Joinville;Baixa;365
EQ01007;Paquímetro;Jaboticabal;Baixa;180
EQ01008;Torquímetro;Jaboticabal;Baixa;90
EQ01009;Paquímetro;Guarulhos;Alta;90
EQ01010;Termômetro;Guarulhos;Média;180
EQ01011;Paquímetro;Guarulhos;Média;90
EQ01012;Balança;Jaboticabal;Baixa;180
EQ01013;Manômetro;Jaboticabal;Baixa;365
EQ01014;Torquímetro;Joinville;Alta;90
EQ01015;Paquímetro;Joinville;Baixa;90
EQ01016;Paquímetro;Guarulhos;Média;180
EQ01017;Paquímetro;Guarulhos;Baixa;365
EQ01018;Paquímetro;Jaboticabal;Média;90
EQ01019;Micrômetro;Jaboticabal;Média;90
EQ01020;Balança;Jaboticabal;Baixa;90
EQ01021;Balança;Jaboticabal;Baixa;180
EQ01022;Balança;Joinville;Média;365
EQ01023;Manômetro;Joinville;Baixa;365
EQ01024;Micrômetro;Guarulhos;Média;180
EQ01025;Termômetro;Guarulhos;Alta;90
EQ01026;Balança;Guarulhos;Média;180
EQ01027;Manômetro;Jaboticabal;Média;365
EQ01028;Termômetro;Guarulhos;Baixa;180
EQ01029;Torquímetro;Jaboticabal;Média;180
EQ01030;Micrômetro;Guarulhos;Média;365
EQ01031;Balança;Joinville;Média;90
EQ01032;Paquímetro;Guarulhos;Média;365
EQ01033;Termômetro;Joinville;Média;365
EQ01034;Micrômetro;Guarulhos;Baixa;180
EQ01035;Balança;Jaboticabal;Alta;90
EQ01036;Torquímetro;Guarulhos;Baixa;90
EQ01037;Balança;Jaboticabal;Média;365
EQ01038;Torquímetro;Joinville;Média;180
EQ01039;Micrômetro;Joinville;Alta;365
EQ01040;Torquímetro;Jaboticabal;Alta;365
EQ01041;Torquímetro;Joinville;Baixa;90
EQ01042;Manômetro;Joinville;Baixa;180
EQ01043;Termômetro;Joinville;Média;365
EQ01044;Torquímetro;Joinville;Média;180
EQ01045;Torquímetro;Jaboticabal;Média;180
EQ01046;Termômetro;Joinville;Média;90
EQ01047;Torquímetro;Guarulhos;Alta;365
EQ01048;Balança;Joinville;Média;365
EQ01049;Manômetro;Joinville;Média;180
EQ01050;Balança;Guarulhos;Alta;90
EQ01051;Micrômetro;Jaboticabal;Baixa;180
EQ01052;Micrômetro;Joinville;Baixa;365
EQ01053;Torquímetro;Jaboticabal;Baixa;90
EQ01054;Paquímetro;Joinville;Baixa;180
EQ01055;Micrômetro;Guarulhos;Baixa;90
EQ01056;Torquímetro;Joinville;Média;180
EQ01057;Balança;Joinville;Média;365
EQ01058;Micrômetro;Joinville;Média;365
EQ01059;Balança;Guarulhos;Média;180
EQ01060;Termômetro;Guarulhos;Baixa;365
EQ01061;Paquímetro;Jaboticabal;Média;365
EQ01062;Manômetro;Joinville;Média;90
EQ01063;Termômetro;Guarulhos;Baixa;90
EQ01064;Termômetro;Joinville;Baixa;90
EQ01065;Balança;Jaboticabal;Média;90
EQ01066;Termômetro;Jaboticabal;Alta;365
EQ01067;Paquímetro;Jaboticabal;Média;180
EQ01068;Termômetro;Guarulhos;Baixa;365
EQ01069;Termômetro;Joinville;Média;365
EQ01070;Manômetro;Joinville;Média;180
EQ01071;Paquímetro;Guarulhos;Alta;180
EQ01072;Manômetro;Jaboticabal;Alta;180
EQ01073;Termômetro;Joinville;Média;180
EQ01074;Torquímetro;Joinville;Média;90
EQ01075;Micrômetro;Joinville;Média;365
EQ01076;Balança;Jaboticabal;Alta;180
EQ01077;Manômetro;Jaboticabal;Alta;90
EQ01078;Paquímetro;Jaboticabal;Alta;90
EQ01079;Balança;Joinville;Média;365
EQ01080;Paquímetro;Jaboticabal;Alta;365
EQ01081;Balança;Jaboticabal;Média;90
EQ01082;Micrômetro;Guarulhos;Baixa;180
EQ01083;Torquímetro;Jaboticabal;Baixa;365
EQ01084;Balança;Jaboticabal;Média;365
EQ01085;Paquímetro;Jaboticabal;Alta;180
EQ01086;Balança;Joinville;Média;365
EQ01087;Manômetro;Guarulhos;Baixa;90
EQ01088;Termômetro;Joinville;Média;180
EQ01089;Termômetro;Jaboticabal;Média;90
EQ01090;Micrômetro;Joinville;Alta;365
EQ01091;Paquímetro;Guarulhos;Baixa;365
EQ01092;Termômetro;Jaboticabal;Média;180
EQ01093;Paquímetro;Jaboticabal;Média;180
EQ01094;Torquímetro;Guarulhos;Baixa;365
EQ01095;Torquímetro;Guarulhos;Média;180
EQ01096;Micrômetro;Jaboticabal;Baixa;180
EQ01097;Manômetro;Jaboticabal;Média;365
EQ01098;Torquímetro;Guarulhos;Média;180
EQ01099;Torquímetro;Joinville;Média;365
EQ01100;Torquímetro;Joinville;Média;180
EQ01101;Paquímetro;Guarulhos;Média;365
EQ01102;Paquímetro;Guarulhos;Baixa;365
EQ01103;Paquímetro;Joinville;Alta;365
EQ01104;Balança;Joinville;Média;180
EQ01105;Micrômetro;Jaboticabal;Baixa;365
EQ01106;Termômetro;Guarulhos;Alta;180
EQ01107;Termômetro;Guarulhos;Média;180
EQ01108;Manômetro;Jaboticabal;Baixa;180
EQ01109;Paquímetro;Guarulhos;Alta;180
EQ01110;Micrômetro;Jaboticabal;Alta;90
EQ01111;Micrômetro;Guarulhos;Média;365
EQ01112;Paquímetro;Jaboticabal;Média;90
EQ01113;Micrômetro;Joinville;Média;90
EQ01114;Manômetro;Guarulhos;Alta;90
EQ01115;Balança;Joinville;Alta;90
EQ01116;Torquímetro;Guarulhos;Baixa;180
EQ01117;Micrômetro;Jaboticabal;Média;90
EQ01118;Micrômetro;Joinville;Média;365
EQ01119;Termômetro;Joinville;Alta;180
EQ01120;Paquímetro;Jaboticabal;Média;90
EQ01121;Torquímetro;Joinville;Média;90
EQ01122;Paquímetro;Joinville;Alta;365
EQ01123;Balança;Jaboticabal;Baixa;365
EQ01124;Micrômetro;Jaboticabal;Baixa;90
EQ01125;Paquímetro;Guarulhos;Média;365
EQ01126;Manômetro;Joinville;Média;180
EQ01127;Paquímetro;Guarulhos;Média;365
EQ01128;Manômetro;Jaboticabal;Baixa;90
EQ01129;Balança;Guarulhos;Alta;90
EQ01130;Termômetro;Jaboticabal;Alta;365
