processo_id;codigo_processo;cliente_id;area_id;advogado_id;data_abertura;data_encerramento;status;risco;valor_causa;desfecho
335;PROC-000335;532;6;6;2025-07-27;2027-05-14;Encerrado;Baixo;262693,57;Favorável
336;PROC-000336;508;2;9;2025-09-11;2027-03-31;Encerrado;Alto;431054,96;Favorável
337;PROC-000337;363;5;39;2026-04-27;2028-02-12;Encerrado;Baixo;690322,54;Acordo
338;PROC-000338;697;7;2;2025-10-04;2026-07-19;Encerrado;Alto;654726,02;Favorável
339;PROC-000339;288;3;38;2025-12-15;;Ativo;Médio;794219,97;
340;PROC-000340;69;6;9;2026-04-13;;Ativo;Baixo;316708,97;
341;PROC-000341;166;3;9;2026-01-09;2026-05-26;Encerrado;Alto;517971,31;Acordo
342;PROC-000342;662;8;33;2025-12-21;;Ativo;Alto;441192,48;
343;PROC-000343;32;5;35;2026-01-07;;Ativo;Alto;700350,92;
344;PROC-000344;194;1;33;2025-09-06;2025-11-26;Encerrado;Médio;38660,61;Desfavorável
345;PROC-000345;628;5;7;2026-03-07;;Ativo;Médio;195030,35;
346;PROC-000346;170;6;17;2025-07-22;;Ativo;Alto;70015,96;
347;PROC-000347;583;4;16;2026-01-08;;Ativo;Alto;346982,65;
348;PROC-000348;516;6;35;2025-10-25;;Ativo;Alto;428435,0;
349;PROC-000349;185;2;9;2026-04-08;;Ativo;Médio;711473,25;
350;PROC-000350;225;5;11;2025-10-14;;Ativo;Baixo;778876,08;
351;PROC-000351;501;3;30;2026-03-02;;Ativo;Médio;437311,83;
352;PROC-000352;208;1;26;2025-12-03;;Ativo;Baixo;238517,5;
353;PROC-000353;669;5;32;2025-12-24;2027-08-26;Encerrado;Alto;293309,06;Desfavorável
354;PROC-000354;5;5;24;2025-11-12;;Ativo;Alto;462159,15;
355;PROC-000355;375;8;7;2025-08-29;2025-12-26;Encerrado;Médio;241590,3;Desfavorável
356;PROC-000356;107;8;17;2025-07-24;;Ativo;Baixo;189716,61;
357;PROC-000357;400;6;17;2026-01-08;;Ativo;Baixo;520080,16;
358;PROC-000358;55;2;9;2026-02-13;;Ativo;Médio;474609,08;
359;PROC-000359;540;6;20;2025-08-17;;Ativo;Alto;191878,45;
360;PROC-000360;360;4;10;2025-09-14;;Ativo;Baixo;369415,68;
361;PROC-000361;108;3;18;2025-07-16;;Ativo;Baixo;415108,73;
362;PROC-000362;174;5;24;2026-04-07;;Ativo;Médio;473139,7;
363;PROC-000363;188;5;4;2026-01-08;;Ativo;Médio;258398,51;
364;PROC-000364;365;7;8;2025-10-25;2027-03-07;Encerrado;Médio;364471,64;Acordo
365;PROC-000365;345;8;20;2025-07-27;;Ativo;Alto;602446,04;
366;PROC-000366;87;1;1;2026-04-10;;Suspenso;Médio;590148,86;
367;PROC-000367;15;3;23;2025-08-01;;Ativo;Baixo;706881,18;
368;PROC-000368;599;1;31;2025-12-12;;Ativo;Baixo;198962,9;
369;PROC-000369;181;1;21;2025-10-20;2027-04-09;Encerrado;Médio;447519,36;Acordo
370;PROC-000370;613;1;16;2025-08-24;;Suspenso;Baixo;120544,24;
371;PROC-000371;20;1;2;2025-11-19;;Ativo;Médio;257961,89;
372;PROC-000372;219;1;15;2025-07-25;;Ativo;Médio;746436,84;
373;PROC-000373;125;8;3;2025-07-24;;Ativo;Baixo;744971,41;
374;PROC-000374;438;6;16;2026-06-02;;Ativo;Baixo;702620,05;
375;PROC-000375;412;3;4;2025-09-09;;Ativo;Médio;191108,3;
376;PROC-000376;266;6;24;2025-09-11;;Ativo;Médio;623563,7;
377;PROC-000377;205;3;34;2026-01-19;2026-12-08;Encerrado;Médio;508611,83;Desfavorável
378;PROC-000378;69;6;27;2026-03-01;;Ativo;Baixo;683330,78;
379;PROC-000379;163;6;39;2026-01-15;;Ativo;Alto;67917,87;
380;PROC-000380;9;6;31;2026-04-15;;Ativo;Médio;113852,0;
381;PROC-000381;105;3;25;2025-09-14;;Ativo;Baixo;73188,37;
382;PROC-000382;323;4;37;2026-06-10;;Ativo;Alto;736474,16;
383;PROC-000383;466;5;24;2026-05-20;;Suspenso;Médio;201175,54;
384;PROC-000384;478;2;4;2026-01-02;2026-09-19;Encerrado;Médio;157422,54;Acordo
385;PROC-000385;225;2;4;2025-08-03;2026-11-28;Encerrado;Médio;510681,64;Favorável
386;PROC-000386;494;7;13;2026-04-06;2028-02-13;Encerrado;Médio;659456,94;Desfavorável
387;PROC-000387;218;3;17;2026-03-03;2027-04-19;Encerrado;Médio;210503,46;Desfavorável
388;PROC-000388;387;3;5;2026-03-03;;Ativo;Baixo;367688,53;
389;PROC-000389;454;8;6;2025-11-01;;Ativo;Alto;513909,8;
390;PROC-000390;343;6;30;2026-04-16;;Ativo;Baixo;181688,23;
391;PROC-000391;71;1;8;2026-03-08;;Ativo;Alto;777845,49;
392;PROC-000392;143;2;34;2026-03-15;2027-06-17;Encerrado;Alto;151511,51;Favorável
393;PROC-000393;468;2;32;2025-09-24;2026-11-02;Encerrado;Médio;144702,74;Desfavorável
394;PROC-000394;621;3;13;2026-06-02;;Ativo;Alto;678961,81;
395;PROC-000395;12;1;21;2025-10-14;;Ativo;Alto;210345,29;
396;PROC-000396;619;5;20;2026-01-28;;Ativo;Alto;768814,41;
397;PROC-000397;104;4;39;2025-09-30;2027-05-29;Encerrado;Alto;296041,31;Desfavorável
398;PROC-000398;263;8;15;2026-06-14;2026-11-17;Encerrado;Baixo;618879,09;Acordo
399;PROC-000399;700;5;15;2026-06-08;2026-09-06;Encerrado;Baixo;142352,84;Desfavorável
400;PROC-000400;324;4;32;2025-10-07;;Ativo;Baixo;471202,63;
401;PROC-000401;461;4;28;2026-04-24;;Ativo;Alto;329496,37;
402;PROC-000402;517;8;20;2026-04-23;;Ativo;Baixo;104228,83;
403;PROC-000403;557;6;2;2026-01-27;;Suspenso;Baixo;123566,04;
404;PROC-000404;343;5;4;2025-09-30;;Ativo;Médio;200893,53;
405;PROC-000405;317;2;5;2026-05-11;;Ativo;Médio;161869,44;
406;PROC-000406;158;1;37;2025-12-02;;Ativo;Alto;408132,97;
407;PROC-000407;191;5;38;2025-09-18;;Ativo;Médio;90732,1;
408;PROC-000408;379;5;40;2026-04-09;;Ativo;Baixo;132285,68;
409;PROC-000409;303;6;28;2026-04-21;;Ativo;Baixo;58494,55;
410;PROC-000410;208;3;21;2025-12-28;;Ativo;Médio;240777,02;
411;PROC-000411;28;1;27;2025-08-28;2027-06-28;Encerrado;Alto;509111,03;Favorável
412;PROC-000412;468;2;15;2025-12-10;;Ativo;Alto;32684,07;
413;PROC-000413;332;5;30;2025-10-14;2027-07-25;Encerrado;Baixo;724927,31;Acordo
414;PROC-000414;252;2;10;2026-04-09;2027-02-14;Encerrado;Médio;453996,68;Desfavorável
415;PROC-000415;542;7;17;2025-12-02;;Ativo;Alto;76820,61;
416;PROC-000416;296;4;34;2026-02-15;;Suspenso;Médio;145470,43;
417;PROC-000417;466;1;36;2025-12-22;;Ativo;Alto;160210,93;
418;PROC-000418;96;5;15;2026-01-16;2027-09-15;Encerrado;Baixo;13000,64;Favorável
419;PROC-000419;651;4;36;2026-01-24;;Ativo;Alto;753946,25;
420;PROC-000420;505;2;27;2025-07-22;;Ativo;Médio;509038,13;
421;PROC-000421;177;6;33;2026-05-29;;Ativo;Médio;44690,31;
422;PROC-000422;416;2;28;2026-02-18;2027-05-20;Encerrado;Médio;762415,48;Desfavorável
423;PROC-000423;179;2;15;2026-06-17;;Ativo;Médio;6858,85;
424;PROC-000424;699;8;25;2026-03-21;;Suspenso;Baixo;658208,47;
425;PROC-000425;444;5;36;2026-02-16;;Ativo;Alto;671478,1;
426;PROC-000426;574;1;11;2025-09-05;;Ativo;Médio;512894,98;
427;PROC-000427;2;1;9;2025-07-30;;Ativo;Baixo;651100,03;
428;PROC-000428;462;6;28;2026-03-22;;Ativo;Médio;155235,48;
429;PROC-000429;332;7;39;2026-01-18;;Ativo;Baixo;174021,58;
430;PROC-000430;10;4;5;2025-09-19;2026-11-21;Encerrado;Alto;784504,72;Desfavorável
431;PROC-000431;527;3;20;2025-08-08;;Ativo;Baixo;151609,44;
432;PROC-000432;480;3;11;2026-05-07;;Suspenso;Alto;346833,57;
433;PROC-000433;432;8;7;2025-08-17;;Ativo;Baixo;636300,36;
434;PROC-000434;85;7;6;2025-10-17;2027-03-26;Encerrado;Baixo;171964,86;Acordo
435;PROC-000435;126;7;13;2025-08-07;;Ativo;Baixo;753052,28;
436;PROC-000436;27;1;14;2025-10-15;2026-05-24;Encerrado;Baixo;165482,27;Desfavorável
437;PROC-000437;593;1;13;2025-08-08;2027-03-27;Encerrado;Médio;477501,48;Favorável
438;PROC-000438;551;4;33;2026-05-04;;Ativo;Baixo;582238,6;
439;PROC-000439;101;1;40;2025-11-27;;Ativo;Baixo;277171,52;
440;PROC-000440;519;5;40;2026-04-21;;Ativo;Alto;761820,1;
441;PROC-000441;437;5;14;2026-06-26;;Ativo;Baixo;81003,48;
442;PROC-000442;591;8;36;2025-10-07;;Ativo;Alto;497296,01;
443;PROC-000443;452;2;20;2026-01-06;2026-09-26;Encerrado;Baixo;157541,81;Favorável
444;PROC-000444;57;3;7;2025-08-23;;Ativo;Médio;752969,08;
445;PROC-000445;411;5;25;2026-04-03;;Ativo;Médio;561102,46;
446;PROC-000446;25;8;23;2026-06-05;;Ativo;Baixo;629943,74;
447;PROC-000447;645;6;4;2025-09-27;2026-08-13;Encerrado;Médio;30728,68;Favorável
448;PROC-000448;277;3;32;2026-06-01;;Ativo;Baixo;468832,24;
449;PROC-000449;84;5;37;2026-02-05;2026-05-16;Encerrado;Médio;164395,51;Favorável
450;PROC-000450;559;1;32;2026-01-11;2026-05-22;Encerrado;Médio;53878,92;Acordo
451;PROC-000451;276;7;11;2025-12-24;;Ativo;Alto;727493,24;
452;PROC-000452;475;6;22;2026-05-25;;Ativo;Baixo;52156,71;
453;PROC-000453;285;8;35;2026-03-02;;Ativo;Médio;154989,98;
454;PROC-000454;557;3;37;2025-11-27;2027-04-08;Encerrado;Médio;534430,37;Favorável
455;PROC-000455;564;3;13;2025-10-07;;Ativo;Alto;212232,79;
456;PROC-000456;242;2;19;2026-06-12;2027-12-01;Encerrado;Alto;650173,53;Acordo
457;PROC-000457;110;5;25;2025-08-28;2026-07-16;Encerrado;Baixo;547330,31;Acordo
458;PROC-000458;453;3;9;2026-04-22;;Ativo;Alto;78657,23;
459;PROC-000459;29;2;18;2025-10-21;;Ativo;Médio;158614,67;
460;PROC-000460;698;1;21;2025-07-23;;Ativo;Baixo;739750,43;
461;PROC-000461;444;6;30;2025-10-27;;Ativo;Médio;120189,78;
462;PROC-000462;668;4;15;2025-11-06;;Ativo;Médio;306315,9;
463;PROC-000463;366;8;23;2026-01-08;;Ativo;Alto;728874,82;
464;PROC-000464;607;8;2;2025-10-30;;Ativo;Médio;101181,2;
465;PROC-000465;211;4;26;2025-08-07;;Ativo;Médio;168939,79;
466;PROC-000466;313;7;21;2026-02-22;;Ativo;Baixo;596651,2;
467;PROC-000467;303;4;5;2025-11-26;;Ativo;Baixo;734578,94;
468;PROC-000468;637;5;13;2025-11-22;;Suspenso;Médio;309838,86;
469;PROC-000469;170;7;32;2026-04-27;;Ativo;Médio;492979,78;
470;PROC-000470;611;7;6;2026-02-09;;Ativo;Baixo;396790,38;
471;PROC-000471;427;3;15;2026-05-19;2026-07-31;Encerrado;Baixo;525255,9;Favorável
472;PROC-000472;63;3;25;2025-08-14;;Ativo;Alto;794953,22;
473;PROC-000473;515;2;13;2025-12-27;2026-04-22;Encerrado;Baixo;290419,89;Desfavorável
474;PROC-000474;563;1;11;2026-03-22;;Ativo;Baixo;200025,57;
475;PROC-000475;188;4;39;2025-08-26;;Ativo;Alto;104460,25;
476;PROC-000476;510;2;2;2026-03-19;;Ativo;Alto;263844,64;
477;PROC-000477;2;8;5;2025-11-11;;Ativo;Alto;171015,36;
478;PROC-000478;81;5;16;2025-10-06;2026-10-09;Encerrado;Alto;554130,93;Acordo
479;PROC-000479;128;4;21;2025-09-06;2027-03-21;Encerrado;Alto;402816,46;Acordo
480;PROC-000480;637;3;12;2026-06-28;2027-11-30;Encerrado;Alto;696135,75;Favorável
481;PROC-000481;468;8;8;2025-12-10;;Ativo;Baixo;296134,75;
482;PROC-000482;140;1;14;2025-10-16;;Ativo;Alto;147649,77;
483;PROC-000483;108;7;4;2026-01-08;2027-08-31;Encerrado;Alto;130112,46;Favorável
484;PROC-000484;613;5;14;2025-11-20;2026-09-19;Encerrado;Médio;659237,42;Desfavorável
485;PROC-000485;246;5;18;2026-05-21;;Ativo;Médio;355228,61;
486;PROC-000486;166;1;25;2025-07-04;;Suspenso;Médio;789075,89;
487;PROC-000487;280;5;7;2026-06-23;;Ativo;Médio;798587,18;
488;PROC-000488;208;5;28;2026-06-13;2027-12-04;Encerrado;Baixo;732786,48;Desfavorável
489;PROC-000489;413;4;24;2025-11-02;2025-12-11;Encerrado;Alto;17680,68;Desfavorável
490;PROC-000490;577;1;1;2025-09-15;;Ativo;Médio;153894,27;
491;PROC-000491;675;6;16;2026-02-21;;Ativo;Alto;709293,71;
492;PROC-000492;529;8;1;2026-02-27;2027-03-07;Encerrado;Médio;376461,91;Desfavorável
493;PROC-000493;116;7;3;2025-11-17;;Ativo;Médio;144825,23;
494;PROC-000494;683;1;12;2025-11-17;;Ativo;Alto;506954,49;
495;PROC-000495;367;8;28;2025-12-12;;Ativo;Médio;456542,64;
496;PROC-000496;500;8;24;2025-11-19;;Ativo;Médio;487482,67;
497;PROC-000497;451;6;33;2025-07-29;;Ativo;Alto;579271,52;
498;PROC-000498;669;5;3;2026-04-21;2027-07-03;Encerrado;Médio;208526,1;Desfavorável
499;PROC-000499;254;4;15;2026-03-15;2027-03-05;Encerrado;Alto;406107,05;Acordo
500;PROC-000500;251;2;36;2026-06-17;2027-04-30;Encerrado;Médio;502646,88;Favorável
501;PROC-000501;464;7;23;2026-05-13;;Ativo;Alto;678512,48;
502;PROC-000502;72;8;10;2025-11-02;;Ativo;Baixo;482923,32;
503;PROC-000503;344;3;2;2025-10-25;;Ativo;Médio;487692,06;
504;PROC-000504;277;3;6;2025-11-08;;Ativo;Alto;267611,9;
505;PROC-000505;563;4;2;2026-04-08;;Ativo;Baixo;190164,21;
506;PROC-000506;210;6;28;2026-05-27;;Ativo;Baixo;298801,5;
507;PROC-000507;611;5;39;2026-04-23;;Ativo;Alto;541087,19;
508;PROC-000508;378;1;19;2025-10-25;;Ativo;Alto;352342,95;
509;PROC-000509;7;3;5;2026-03-22;2028-02-13;Encerrado;Médio;403612,88;Acordo
510;PROC-000510;154;6;2;2026-03-26;2027-11-08;Encerrado;Baixo;403007,79;Acordo
511;PROC-000511;144;7;15;2026-06-30;;Ativo;Baixo;568832,0;
512;PROC-000512;670;3;24;2026-03-22;2027-06-27;Encerrado;Baixo;314679,36;Desfavorável
513;PROC-000513;264;7;16;2026-05-03;2027-03-23;Encerrado;Alto;182734,98;Desfavorável
514;PROC-000514;285;7;33;2026-04-21;;Ativo;Baixo;763735,08;
515;PROC-000515;136;5;4;2025-09-24;;Ativo;Médio;617396,48;
516;PROC-000516;288;7;13;2025-10-22;;Suspenso;Baixo;18941,99;
517;PROC-000517;256;3;34;2026-03-20;;Ativo;Médio;11743,45;
518;PROC-000518;681;1;8;2025-11-26;;Ativo;Médio;707631,05;
519;PROC-000519;177;8;2;2025-09-01;;Ativo;Alto;562919,1;
520;PROC-000520;339;6;10;2026-02-14;;Ativo;Baixo;714875,47;
521;PROC-000521;664;4;17;2026-04-01;;Ativo;Baixo;224414,12;
522;PROC-000522;587;8;8;2026-01-30;;Ativo;Médio;25355,74;
523;PROC-000523;7;2;39;2026-05-23;;Ativo;Médio;194589,87;
524;PROC-000524;543;5;6;2026-03-09;;Ativo;Alto;505989,84;
525;PROC-000525;282;3;25;2026-06-09;2026-12-25;Encerrado;Baixo;530068,96;Acordo
526;PROC-000526;692;8;21;2026-04-29;;Ativo;Médio;693742,09;
527;PROC-000527;232;3;15;2026-01-28;;Ativo;Médio;289300,25;
528;PROC-000528;257;7;5;2025-07-04;;Ativo;Médio;42991,72;
529;PROC-000529;20;5;17;2026-04-24;;Ativo;Baixo;266327,12;
530;PROC-000530;550;2;14;2026-01-11;;Ativo;Médio;545111,23;
531;PROC-000531;202;7;24;2025-08-31;2026-02-21;Encerrado;Baixo;370582,09;Acordo
532;PROC-000532;149;3;14;2025-09-02;;Ativo;Baixo;728587,36;
533;PROC-000533;669;2;22;2025-11-14;;Suspenso;Baixo;516733,61;
534;PROC-000534;305;3;9;2026-05-21;;Ativo;Baixo;490933,19;
535;PROC-000535;181;1;34;2025-07-21;2026-04-14;Encerrado;Baixo;478042,96;Acordo
536;PROC-000536;158;6;30;2025-09-07;;Ativo;Alto;422082,89;
537;PROC-000537;146;6;12;2026-04-28;;Ativo;Alto;794450,63;
538;PROC-000538;269;3;21;2025-09-13;2025-12-12;Encerrado;Baixo;17086,68;Favorável
539;PROC-000539;343;7;15;2026-03-28;;Ativo;Médio;120809,85;
540;PROC-000540;14;1;16;2026-04-21;;Ativo;Médio;481527,53;
541;PROC-000541;215;7;25;2026-05-25;2026-11-09;Encerrado;Alto;394420,28;Acordo
542;PROC-000542;286;8;28;2025-11-17;;Ativo;Médio;252023,52;
543;PROC-000543;676;1;26;2025-08-05;;Suspenso;Alto;467505,11;
544;PROC-000544;366;7;5;2025-10-12;;Ativo;Alto;304396,1;
545;PROC-000545;245;3;35;2025-08-31;2027-01-10;Encerrado;Médio;675041,3;Favorável
546;PROC-000546;670;5;14;2026-02-23;;Ativo;Médio;523770,82;
547;PROC-000547;688;4;27;2025-08-07;;Ativo;Alto;732150,36;
548;PROC-000548;545;5;20;2026-06-28;2026-08-02;Encerrado;Médio;514715,12;Favorável
549;PROC-000549;506;5;4;2026-04-17;;Ativo;Médio;760649,54;
550;PROC-000550;462;2;32;2026-05-21;;Ativo;Médio;60788,93;
551;PROC-000551;265;6;4;2025-10-29;;Ativo;Médio;328615,5;
552;PROC-000552;218;8;5;2026-01-25;2026-06-15;Encerrado;Baixo;293497,53;Favorável
553;PROC-000553;586;8;17;2025-11-19;;Ativo;Médio;595298,17;
554;PROC-000554;327;1;18;2025-08-11;;Ativo;Alto;445839,96;
555;PROC-000555;226;6;4;2026-03-14;;Ativo;Alto;71983,8;
556;PROC-000556;588;5;38;2025-12-07;2027-03-29;Encerrado;Médio;452350,0;Acordo
557;PROC-000557;670;1;30;2025-10-05;2026-09-07;Encerrado;Médio;431971,56;Favorável
558;PROC-000558;391;3;33;2026-02-21;;Ativo;Alto;478916,51;
559;PROC-000559;141;2;19;2026-05-07;2026-10-28;Encerrado;Médio;348468,74;Acordo
560;PROC-000560;587;1;39;2025-11-16;2026-03-30;Encerrado;Médio;166555,11;Favorável
561;PROC-000561;259;4;7;2025-08-27;;Ativo;Baixo;245658,55;
562;PROC-000562;604;4;15;2025-09-13;;Ativo;Alto;535626,26;
563;PROC-000563;666;1;22;2026-03-14;2027-10-18;Encerrado;Alto;623711,83;Acordo
564;PROC-000564;339;6;20;2025-10-17;2026-04-23;Encerrado;Médio;294247,14;Favorável
565;PROC-000565;216;2;25;2025-11-22;;Suspenso;Baixo;402081,16;
566;PROC-000566;407;8;40;2025-07-07;2026-03-27;Encerrado;Baixo;104643,21;Desfavorável
567;PROC-000567;139;6;26;2025-07-21;2025-09-24;Encerrado;Alto;781597,48;Desfavorável
568;PROC-000568;685;2;2;2025-08-25;2026-12-30;Encerrado;Baixo;118437,93;Favorável
569;PROC-000569;622;5;28;2026-01-29;;Ativo;Médio;103665,24;
570;PROC-000570;519;3;30;2026-04-26;2027-02-21;Encerrado;Baixo;360357,38;Desfavorável
571;PROC-000571;631;2;14;2025-12-21;2027-08-30;Encerrado;Alto;460523,32;Desfavorável
572;PROC-000572;595;6;9;2026-02-27;;Ativo;Baixo;365820,26;
573;PROC-000573;186;8;2;2025-12-29;;Ativo;Baixo;343910,99;
574;PROC-000574;125;1;2;2026-03-18;2027-09-25;Encerrado;Baixo;573762,28;Favorável
575;PROC-000575;189;4;4;2025-09-11;;Ativo;Alto;380770,72;
576;PROC-000576;531;8;21;2026-02-14;2027-07-18;Encerrado;Baixo;275290,71;Desfavorável
577;PROC-000577;249;2;28;2026-01-09;;Ativo;Baixo;293188,49;
578;PROC-000578;64;5;11;2025-10-14;;Ativo;Médio;727076,92;
579;PROC-000579;530;4;23;2025-10-31;;Ativo;Baixo;463812,84;
580;PROC-000580;483;2;40;2025-12-13;2026-10-11;Encerrado;Baixo;602252,47;Favorável
581;PROC-000581;89;3;7;2026-05-13;;Ativo;Médio;374320,48;
582;PROC-000582;404;3;21;2025-10-08;;Ativo;Alto;264203,72;
583;PROC-000583;453;8;11;2025-09-29;;Ativo;Médio;230448,12;
584;PROC-000584;603;8;37;2025-10-30;;Ativo;Baixo;537451,4;
585;PROC-000585;50;6;22;2026-03-21;;Ativo;Baixo;249739,79;
586;PROC-000586;459;4;37;2025-09-15;2026-01-18;Encerrado;Médio;153902,78;Desfavorável
587;PROC-000587;267;5;23;2026-02-26;;Ativo;Baixo;573863,36;
588;PROC-000588;356;7;13;2025-07-05;;Ativo;Médio;689271,8;
589;PROC-000589;154;3;10;2026-05-08;2027-12-11;Encerrado;Alto;647945,92;Acordo
590;PROC-000590;504;5;12;2025-12-11;;Suspenso;Baixo;779124,91;
591;PROC-000591;529;3;31;2026-03-19;;Ativo;Baixo;548161,58;
592;PROC-000592;209;2;16;2025-08-18;;Ativo;Alto;279520,17;
593;PROC-000593;594;1;38;2026-03-11;;Ativo;Baixo;12554,63;
594;PROC-000594;418;7;24;2026-01-22;2026-08-26;Encerrado;Baixo;441020,9;Acordo
595;PROC-000595;453;4;21;2025-10-01;;Ativo;Alto;476198,91;
596;PROC-000596;527;2;36;2026-04-12;;Ativo;Médio;346375,72;
597;PROC-000597;674;6;40;2026-05-23;;Ativo;Baixo;231617,01;
598;PROC-000598;573;6;26;2025-11-11;2026-07-07;Encerrado;Baixo;762771,91;Favorável
599;PROC-000599;576;8;17;2025-11-10;;Ativo;Baixo;79727,44;
600;PROC-000600;258;8;26;2026-04-26;;Ativo;Baixo;385894,35;
601;PROC-000601;510;6;24;2025-08-29;;Suspenso;Alto;59040,83;
602;PROC-000602;290;7;5;2025-11-25;;Ativo;Médio;500424,03;
603;PROC-000603;184;7;6;2026-02-13;;Ativo;Baixo;619498,19;
604;PROC-000604;569;3;25;2025-10-07;2026-01-23;Encerrado;Alto;755625,88;Acordo
605;PROC-000605;480;3;3;2026-04-11;;Ativo;Alto;167497,3;
606;PROC-000606;178;2;1;2026-03-15;;Ativo;Baixo;699070,35;
607;PROC-000607;203;2;23;2025-07-13;2027-04-28;Encerrado;Alto;61549,05;Favorável
608;PROC-000608;260;6;5;2026-02-12;2026-09-30;Encerrado;Alto;722665,18;Desfavorável
609;PROC-000609;688;2;11;2025-07-19;;Ativo;Alto;734504,75;
610;PROC-000610;523;4;40;2025-07-10;;Ativo;Baixo;415634,79;
611;PROC-000611;677;1;27;2025-10-21;;Suspenso;Alto;711780,32;
612;PROC-000612;668;5;26;2025-12-03;;Ativo;Alto;301019,2;
613;PROC-000613;158;3;7;2026-06-30;2028-05-23;Encerrado;Baixo;217028,65;Acordo
614;PROC-000614;488;5;27;2025-12-24;;Ativo;Baixo;399020,03;
615;PROC-000615;521;6;31;2025-11-08;2027-04-20;Encerrado;Alto;43946,32;Desfavorável
616;PROC-000616;616;7;4;2025-10-07;;Ativo;Baixo;237612,62;
617;PROC-000617;53;2;26;2026-06-06;2026-11-10;Encerrado;Médio;334064,34;Acordo
618;PROC-000618;327;4;29;2026-05-28;2027-01-21;Encerrado;Alto;704710,05;Acordo
619;PROC-000619;4;7;27;2026-02-17;2027-02-23;Encerrado;Médio;581321,62;Acordo
620;PROC-000620;392;3;17;2025-10-27;2027-09-14;Encerrado;Baixo;500370,94;Acordo
621;PROC-000621;666;4;13;2025-11-27;;Ativo;Baixo;465151,68;
622;PROC-000622;258;6;11;2026-02-11;;Ativo;Alto;15159,83;
623;PROC-000623;183;4;40;2025-07-19;2026-02-16;Encerrado;Baixo;436748,99;Favorável
624;PROC-000624;70;4;17;2025-07-01;;Ativo;Baixo;201229,7;
625;PROC-000625;239;2;27;2026-06-17;2026-11-22;Encerrado;Médio;114736,35;Acordo
626;PROC-000626;601;6;28;2026-05-04;;Ativo;Médio;243808,13;
627;PROC-000627;199;6;24;2025-11-19;;Ativo;Baixo;392516,4;
628;PROC-000628;362;2;30;2025-09-08;;Ativo;Médio;188540,0;
629;PROC-000629;135;4;38;2025-09-09;;Ativo;Baixo;368321,77;
630;PROC-000630;660;6;10;2025-08-05;;Ativo;Alto;114061,9;
631;PROC-000631;198;6;15;2026-02-14;2026-04-17;Encerrado;Baixo;164169,59;Desfavorável
632;PROC-000632;438;2;24;2026-03-05;;Ativo;Baixo;188235,65;
633;PROC-000633;308;3;38;2026-01-02;2027-06-07;Encerrado;Alto;458713,2;Acordo
634;PROC-000634;47;4;8;2026-01-21;;Ativo;Médio;11228,1;
635;PROC-000635;613;4;10;2026-02-21;2026-06-22;Encerrado;Baixo;661603,42;Favorável
636;PROC-000636;259;4;12;2025-07-10;;Ativo;Baixo;602950,41;
637;PROC-000637;642;6;18;2025-10-10;;Ativo;Baixo;363006,22;
638;PROC-000638;144;8;12;2025-08-06;;Ativo;Médio;62351,37;
639;PROC-000639;287;6;28;2026-03-08;;Ativo;Médio;432079,23;
640;PROC-000640;635;1;27;2026-01-19;;Ativo;Baixo;348035,3;
641;PROC-000641;443;5;15;2025-08-28;2027-04-26;Encerrado;Baixo;662185,44;Favorável
642;PROC-000642;495;1;30;2026-01-24;;Ativo;Alto;382029,58;
643;PROC-000643;514;2;2;2026-06-19;;Ativo;Baixo;8356,2;
644;PROC-000644;185;6;37;2026-03-13;;Suspenso;Médio;439103,08;
645;PROC-000645;191;8;9;2025-10-26;;Ativo;Alto;318989,33;
646;PROC-000646;546;5;9;2026-04-20;;Ativo;Médio;153814,84;
647;PROC-000647;530;2;37;2026-02-14;2027-06-02;Encerrado;Baixo;718890,81;Desfavorável
648;PROC-000648;329;3;2;2026-06-25;2026-11-18;Encerrado;Baixo;372611,43;Desfavorável
649;PROC-000649;450;3;32;2025-12-04;;Ativo;Baixo;727036,43;
650;PROC-000650;255;4;28;2026-05-16;2027-06-07;Encerrado;Baixo;750742,49;Desfavorável
651;PROC-000651;538;8;21;2025-11-03;;Ativo;Alto;231475,11;
652;PROC-000652;50;5;8;2025-07-07;2027-04-29;Encerrado;Alto;382365,65;Desfavorável
653;PROC-000653;393;5;21;2025-12-07;;Ativo;Baixo;163117,51;
654;PROC-000654;104;4;4;2026-01-05;2027-04-16;Encerrado;Baixo;657156,04;Favorável
655;PROC-000655;669;1;21;2025-10-03;;Suspenso;Alto;508687,77;
656;PROC-000656;694;1;14;2025-09-23;2027-07-08;Encerrado;Baixo;292892,4;Desfavorável
657;PROC-000657;13;6;5;2025-12-04;;Ativo;Baixo;332619,75;
658;PROC-000658;243;2;8;2025-11-16;2027-02-17;Encerrado;Médio;268065,81;Acordo
659;PROC-000659;321;4;35;2026-06-01;;Ativo;Alto;455892,77;
660;PROC-000660;3;3;16;2026-02-04;2027-06-16;Encerrado;Médio;203457,21;Acordo
661;PROC-000661;300;6;3;2025-11-26;;Ativo;Alto;239983,95;
662;PROC-000662;558;4;10;2025-11-01;;Ativo;Alto;616711,06;
663;PROC-000663;598;6;35;2025-08-31;;Ativo;Alto;762678,55;
664;PROC-000664;699;3;18;2025-10-22;2025-12-05;Encerrado;Alto;495070,65;Acordo
665;PROC-000665;582;4;8;2026-05-21;;Ativo;Alto;568740,6;
