prazo_id;processo_id;tipo_prazo;data_vencimento;data_conclusao;status;prioridade
1132;456;Contestação;2026-07-24;;Aberto;Baixa
1133;457;Documento;2026-10-16;;Aberto;Média
1134;458;Manifestação;2026-11-24;2026-11-09;Concluído;Alta
1135;459;Manifestação;2026-01-19;2026-01-16;Concluído;Alta
1136;459;Pagamento;2026-09-26;2026-10-01;Concluído;Baixa
1137;460;Pagamento;2025-09-07;;Vencido;Baixa
1138;460;Recurso;2026-02-24;;Vencido;Média
1139;460;Documento;2026-01-05;2026-01-10;Concluído;Média
1140;460;Contestação;2026-04-16;2026-04-22;Concluído;Baixa
1141;461;Recurso;2027-01-20;2027-01-01;Concluído;Baixa
1142;461;Documento;2026-03-16;2026-03-24;Concluído;Alta
1143;462;Manifestação;2026-10-04;2026-09-16;Concluído;Alta
1144;462;Manifestação;2026-06-03;2026-06-03;Concluído;Média
1145;462;Contestação;2026-05-08;2026-04-30;Concluído;Média
1146;463;Manifestação;2026-10-10;2026-10-06;Concluído;Média
1147;464;Contestação;2027-01-17;2027-01-05;Concluído;Alta
1148;464;Recurso;2025-12-20;;Vencido;Alta
1149;464;Documento;2026-03-24;2026-03-07;Concluído;Baixa
1150;464;Pagamento;2026-07-06;2026-07-05;Concluído;Baixa
1151;465;Pagamento;2026-11-11;2026-11-17;Concluído;Alta
1152;465;Recurso;2026-10-25;2026-10-23;Concluído;Média
1153;465;Pagamento;2025-10-08;;Vencido;Alta
1154;465;Pagamento;2026-11-10;;Aberto;Alta
1155;466;Contestação;2027-06-15;;Aberto;Alta
1156;466;Contestação;2027-06-30;2027-06-21;Concluído;Baixa
1157;467;Recurso;2026-09-16;2026-09-14;Concluído;Média
1158;467;Pagamento;2026-02-14;2026-01-28;Concluído;Baixa
1159;467;Manifestação;2026-02-12;2026-01-31;Concluído;Média
1160;467;Contestação;2026-06-01;2026-05-15;Concluído;Baixa
1161;468;Contestação;2027-03-03;2027-02-19;Concluído;Alta
1162;469;Manifestação;2026-12-03;2026-11-13;Concluído;Média
1163;469;Pagamento;2027-09-01;2027-09-03;Concluído;Média
1164;469;Documento;2026-12-25;2026-12-17;Concluído;Alta
1165;470;Contestação;2026-12-06;2026-11-23;Concluído;Alta
1166;471;Manifestação;2027-06-22;2027-06-29;Concluído;Alta
1167;471;Manifestação;2027-08-29;2027-08-25;Concluído;Baixa
1168;471;Manifestação;2027-07-17;2027-07-04;Concluído;Alta
1169;471;Manifestação;2027-09-03;2027-09-08;Concluído;Média
1170;472;Pagamento;2026-10-30;2026-10-13;Concluído;Alta
1171;472;Contestação;2026-07-05;2026-06-18;Concluído;Média
1172;472;Contestação;2026-06-01;;Vencido;Alta
1173;472;Manifestação;2026-05-09;2026-05-01;Concluído;Alta
1174;473;Manifestação;2026-08-27;;Aberto;Média
1175;473;Pagamento;2026-12-25;2026-12-19;Concluído;Média
1176;473;Recurso;2026-02-20;2026-02-28;Concluído;Alta
1177;473;Manifestação;2026-12-23;2026-12-11;Concluído;Média
1178;474;Recurso;2027-04-22;;Aberto;Baixa
1179;474;Pagamento;2026-07-24;;Aberto;Baixa
1180;474;Manifestação;2026-09-12;;Aberto;Baixa
1181;474;Documento;2026-11-14;2026-11-17;Concluído;Alta
1182;475;Manifestação;2027-01-02;2026-12-17;Concluído;Baixa
1183;475;Documento;2026-07-12;2026-06-24;Concluído;Média
1184;475;Contestação;2025-11-25;2025-11-11;Concluído;Média
1185;475;Recurso;2026-03-09;2026-03-19;Concluído;Média
1186;476;Documento;2026-12-11;2026-12-09;Concluído;Baixa
1187;476;Documento;2027-05-04;2027-04-30;Concluído;Alta
1188;476;Recurso;2026-12-30;2026-12-18;Concluído;Alta
1189;476;Documento;2026-07-20;2026-07-11;Concluído;Alta
1190;477;Pagamento;2026-11-17;2026-11-05;Concluído;Baixa
1191;478;Documento;2026-02-19;2026-01-30;Concluído;Baixa
1192;478;Manifestação;2026-12-04;2026-11-21;Concluído;Média
1193;478;Recurso;2026-04-20;2026-04-21;Concluído;Alta
1194;479;Contestação;2027-01-13;2027-01-18;Concluído;Alta
1195;480;Recurso;2027-05-16;2027-05-04;Concluído;Média
1196;480;Manifestação;2026-08-27;2026-08-16;Concluído;Média
1197;480;Documento;2026-10-14;2026-10-21;Concluído;Média
1198;480;Recurso;2026-11-20;2026-11-29;Concluído;Baixa
1199;481;Documento;2027-02-10;2027-01-29;Concluído;Média
1200;481;Documento;2026-04-16;2026-04-26;Concluído;Baixa
1201;481;Pagamento;2026-12-02;2026-11-23;Concluído;Baixa
1202;482;Pagamento;2026-11-21;;Aberto;Baixa
1203;483;Pagamento;2026-03-13;2026-02-27;Concluído;Média
1204;483;Pagamento;2026-03-04;2026-02-28;Concluído;Baixa
1205;483;Documento;2026-03-14;2026-03-05;Concluído;Baixa
1206;483;Recurso;2027-05-10;2027-04-22;Concluído;Baixa
1207;484;Manifestação;2026-02-02;2026-02-12;Concluído;Baixa
1208;484;Contestação;2027-03-14;;Aberto;Média
1209;484;Documento;2026-05-31;2026-05-11;Concluído;Alta
1210;485;Documento;2026-06-10;2026-06-02;Concluído;Média
1211;486;Pagamento;2026-09-02;2026-08-30;Concluído;Baixa
1212;487;Pagamento;2026-11-29;2026-12-06;Concluído;Média
1213;487;Contestação;2026-09-14;2026-09-11;Concluído;Baixa
1214;487;Pagamento;2026-10-02;2026-09-12;Concluído;Baixa
1215;488;Recurso;2027-06-19;2027-06-08;Concluído;Média
1216;488;Recurso;2027-09-04;;Aberto;Média
1217;488;Manifestação;2027-05-01;2027-05-11;Concluído;Média
1218;489;Pagamento;2025-11-23;2025-11-27;Concluído;Alta
1219;490;Documento;2026-02-25;;Vencido;Alta
1220;490;Contestação;2027-01-24;2027-01-04;Concluído;Média
1221;490;Documento;2025-12-07;;Vencido;Alta
1222;490;Contestação;2026-03-05;2026-03-01;Concluído;Alta
1223;491;Recurso;2027-01-09;2026-12-21;Concluído;Média
1224;491;Recurso;2027-04-14;2027-04-18;Concluído;Baixa
1225;491;Recurso;2027-04-23;;Aberto;Média
1226;492;Recurso;2026-03-21;2026-03-19;Concluído;Média
1227;492;Manifestação;2026-10-17;;Aberto;Baixa
1228;493;Manifestação;2026-02-13;2026-02-02;Concluído;Média
1229;494;Documento;2026-11-15;2026-11-24;Concluído;Baixa
1230;495;Recurso;2026-02-27;2026-02-18;Concluído;Baixa
1231;495;Pagamento;2027-01-04;2026-12-29;Concluído;Alta
1232;495;Manifestação;2026-01-15;2025-12-29;Concluído;Baixa
1233;496;Contestação;2026-07-29;2026-07-21;Concluído;Baixa
1234;496;Contestação;2026-09-24;2026-09-30;Concluído;Alta
1235;496;Documento;2026-09-20;;Aberto;Alta
1236;496;Contestação;2026-03-26;2026-04-04;Concluído;Média
1237;497;Documento;2026-01-08;2025-12-20;Concluído;Média
1238;497;Recurso;2026-05-23;;Vencido;Média
1239;498;Documento;2027-04-14;;Aberto;Baixa
1240;498;Contestação;2026-11-22;2026-11-15;Concluído;Alta
1241;498;Documento;2026-10-08;2026-10-10;Concluído;Alta
1242;499;Pagamento;2026-08-03;;Aberto;Baixa
1243;499;Recurso;2027-06-11;2027-05-28;Concluído;Alta
1244;499;Contestação;2026-07-02;2026-07-02;Concluído;Baixa
1245;500;Documento;2026-08-15;2026-08-19;Concluído;Média
1246;500;Manifestação;2026-10-10;2026-10-20;Concluído;Média
1247;500;Contestação;2026-11-16;2026-11-25;Concluído;Alta
1248;501;Contestação;2027-08-28;2027-09-05;Concluído;Alta
1249;502;Recurso;2027-02-20;;Aberto;Média
1250;502;Pagamento;2026-01-15;2025-12-26;Concluído;Alta
1251;502;Pagamento;2026-01-04;2026-01-14;Concluído;Média
1252;502;Pagamento;2026-07-18;2026-07-15;Concluído;Alta
1253;503;Pagamento;2026-02-23;;Vencido;Baixa
1254;503;Documento;2027-01-12;2026-12-23;Concluído;Média
1255;503;Pagamento;2026-05-25;2026-05-06;Concluído;Baixa
1256;503;Recurso;2027-01-25;2027-01-08;Concluído;Baixa
1257;504;Contestação;2026-07-04;2026-07-10;Concluído;Baixa
1258;504;Documento;2026-06-09;2026-06-11;Concluído;Baixa
1259;504;Recurso;2026-05-02;;Vencido;Média
1260;504;Recurso;2027-01-11;;Aberto;Baixa
1261;505;Recurso;2027-04-21;2027-04-28;Concluído;Média
1262;506;Recurso;2027-01-31;2027-01-22;Concluído;Baixa
1263;506;Pagamento;2026-10-28;2026-11-05;Concluído;Alta
1264;506;Recurso;2026-07-01;2026-06-16;Concluído;Média
1265;506;Contestação;2027-10-04;2027-10-10;Concluído;Baixa
1266;507;Documento;2027-01-31;2027-01-14;Concluído;Baixa
1267;508;Pagamento;2026-04-09;;Vencido;Média
1268;508;Manifestação;2026-09-10;2026-09-16;Concluído;Média
1269;508;Documento;2026-05-16;;Vencido;Média
1270;508;Documento;2026-01-08;;Vencido;Baixa
1271;509;Contestação;2026-10-03;2026-09-17;Concluído;Alta
1272;509;Manifestação;2026-12-22;;Aberto;Média
1273;509;Documento;2027-04-01;2027-03-14;Concluído;Média
1274;509;Documento;2026-12-15;2026-12-21;Concluído;Alta
1275;510;Documento;2027-02-28;2027-03-08;Concluído;Alta
1276;510;Documento;2026-10-08;2026-10-08;Concluído;Baixa
1277;511;Recurso;2027-05-18;;Aberto;Baixa
1278;511;Documento;2027-02-15;2027-01-27;Concluído;Alta
1279;511;Pagamento;2027-01-28;2027-01-24;Concluído;Média
1280;511;Pagamento;2026-08-22;2026-08-27;Concluído;Baixa
1281;512;Contestação;2026-05-09;2026-05-07;Concluído;Média
1282;512;Manifestação;2027-05-29;2027-06-04;Concluído;Média
1283;512;Recurso;2026-09-26;2026-09-26;Concluído;Baixa
1284;513;Recurso;2026-05-20;2026-05-26;Concluído;Alta
1285;513;Pagamento;2026-12-25;;Aberto;Média
1286;513;Manifestação;2026-07-06;2026-07-09;Concluído;Alta
1287;513;Pagamento;2027-01-02;2026-12-13;Concluído;Baixa
1288;514;Pagamento;2027-06-01;2027-06-10;Concluído;Baixa
1289;515;Contestação;2027-01-31;;Aberto;Baixa
1290;515;Manifestação;2025-11-18;;Vencido;Baixa
1291;516;Contestação;2026-07-17;2026-07-22;Concluído;Média
1292;516;Documento;2026-11-16;2026-11-16;Concluído;Baixa
1293;516;Pagamento;2026-06-01;2026-05-16;Concluído;Média
1294;517;Contestação;2027-06-09;2027-06-11;Concluído;Alta
1295;517;Recurso;2027-02-13;;Aberto;Alta
1296;518;Recurso;2026-03-26;2026-03-30;Concluído;Média
1297;518;Documento;2026-10-20;2026-10-05;Concluído;Média
1298;518;Pagamento;2026-02-11;2026-02-21;Concluído;Alta
1299;519;Manifestação;2026-03-25;2026-03-11;Concluído;Média
1300;520;Documento;2027-04-15;2027-04-02;Concluído;Alta
1301;521;Recurso;2027-06-26;;Aberto;Baixa
1302;522;Contestação;2027-03-13;2027-03-23;Concluído;Baixa
1303;522;Pagamento;2027-04-11;;Aberto;Baixa
1304;523;Pagamento;2026-11-25;;Aberto;Baixa
1305;523;Documento;2026-08-10;2026-07-23;Concluído;Média
1306;523;Contestação;2027-06-07;2027-06-15;Concluído;Baixa
1307;524;Manifestação;2027-01-07;2027-01-02;Concluído;Média
1308;524;Recurso;2026-09-10;;Aberto;Média
1309;524;Contestação;2026-07-21;2026-07-25;Concluído;Alta
1310;524;Recurso;2027-03-26;2027-03-20;Concluído;Média
1311;525;Manifestação;2027-09-17;2027-09-04;Concluído;Baixa
1312;525;Recurso;2026-11-21;2026-11-12;Concluído;Alta
1313;526;Recurso;2027-04-16;2027-04-25;Concluído;Alta
1314;526;Manifestação;2026-06-19;2026-06-22;Concluído;Alta
1315;526;Contestação;2027-06-08;;Aberto;Média
1316;526;Pagamento;2026-08-24;2026-08-27;Concluído;Média
1317;527;Manifestação;2027-02-10;2027-02-02;Concluído;Baixa
1318;527;Documento;2026-08-14;;Aberto;Alta
1319;527;Manifestação;2027-04-10;2027-04-07;Concluído;Média
1320;527;Manifestação;2026-08-04;2026-07-18;Concluído;Média
1321;528;Contestação;2026-02-21;2026-03-02;Concluído;Baixa
1322;528;Manifestação;2025-08-13;2025-07-25;Concluído;Alta
1323;529;Recurso;2026-05-23;2026-05-30;Concluído;Alta
1324;530;Recurso;2026-07-10;2026-06-21;Concluído;Média
1325;530;Documento;2027-05-21;2027-05-11;Concluído;Média
1326;530;Recurso;2026-08-20;2026-08-14;Concluído;Média
1327;531;Recurso;2026-11-13;2026-11-15;Concluído;Baixa
1328;531;Contestação;2026-07-02;2026-06-15;Concluído;Média
1329;531;Manifestação;2025-12-22;;Vencido;Baixa
1330;532;Contestação;2025-09-30;2025-09-13;Concluído;Alta
1331;532;Recurso;2026-12-25;2026-12-13;Concluído;Média
1332;533;Recurso;2026-01-22;2026-01-04;Concluído;Média
1333;533;Pagamento;2026-09-22;;Aberto;Alta
1334;533;Pagamento;2026-11-10;2026-10-30;Concluído;Baixa
1335;533;Documento;2027-01-12;;Aberto;Baixa
1336;534;Pagamento;2027-08-11;2027-08-13;Concluído;Baixa
1337;535;Documento;2025-10-23;2025-10-06;Concluído;Alta
1338;535;Manifestação;2025-09-11;2025-09-05;Concluído;Baixa
1339;535;Documento;2025-09-19;;Vencido;Média
1340;536;Documento;2026-12-18;2026-12-26;Concluído;Média
1341;537;Contestação;2026-05-08;;Vencido;Média
1342;537;Manifestação;2026-08-20;2026-07-31;Concluído;Média
1343;538;Recurso;2026-05-03;2026-04-21;Concluído;Baixa
1344;539;Manifestação;2026-11-02;2026-10-13;Concluído;Baixa
1345;539;Documento;2026-10-25;2026-10-31;Concluído;Média
1346;540;Manifestação;2026-10-20;2026-10-17;Concluído;Alta
1347;540;Recurso;2027-03-20;2027-03-25;Concluído;Baixa
1348;540;Contestação;2026-07-23;2026-07-18;Concluído;Média
1349;541;Documento;2027-01-09;2026-12-20;Concluído;Baixa
1350;541;Manifestação;2026-06-14;2026-06-02;Concluído;Média
1351;542;Pagamento;2026-01-04;2026-01-08;Concluído;Média
1352;542;Manifestação;2026-09-08;2026-09-15;Concluído;Alta
1353;542;Recurso;2027-02-26;2027-02-15;Concluído;Baixa
1354;543;Pagamento;2026-04-05;;Vencido;Alta
1355;543;Recurso;2026-03-25;2026-03-21;Concluído;Baixa
1356;543;Pagamento;2026-10-31;2026-10-11;Concluído;Média
1357;544;Documento;2026-11-24;2026-11-13;Concluído;Média
1358;544;Manifestação;2027-01-09;2027-01-12;Concluído;Alta
1359;544;Manifestação;2026-05-28;2026-06-01;Concluído;Alta
1360;545;Manifestação;2026-02-11;2026-01-30;Concluído;Baixa
1361;545;Recurso;2026-01-08;2025-12-21;Concluído;Baixa
1362;545;Documento;2026-09-03;2026-08-23;Concluído;Baixa
1363;546;Recurso;2026-09-11;2026-08-26;Concluído;Baixa
1364;546;Contestação;2026-11-09;;Aberto;Alta
1365;547;Pagamento;2025-10-21;2025-10-29;Concluído;Baixa
1366;547;Recurso;2026-04-15;2026-03-30;Concluído;Média
1367;548;Manifestação;2027-02-28;2027-03-06;Concluído;Média
1368;548;Pagamento;2027-10-30;2027-10-15;Concluído;Média
1369;548;Manifestação;2027-11-04;2027-10-26;Concluído;Alta
1370;549;Contestação;2026-06-08;2026-06-07;Concluído;Baixa
1371;549;Recurso;2027-04-24;;Aberto;Alta
1372;550;Documento;2027-02-15;;Aberto;Alta
1373;550;Pagamento;2027-07-03;2027-07-13;Concluído;Alta
1374;550;Recurso;2027-07-14;2027-07-06;Concluído;Baixa
1375;550;Pagamento;2026-05-26;2026-05-30;Concluído;Baixa
1376;551;Pagamento;2026-05-27;2026-05-24;Concluído;Alta
1377;551;Recurso;2026-10-03;2026-10-04;Concluído;Alta
1378;551;Contestação;2027-02-04;2027-01-27;Concluído;Alta
1379;551;Manifestação;2026-10-21;2026-10-11;Concluído;Baixa
1380;552;Manifestação;2026-12-14;2026-12-01;Concluído;Alta
1381;552;Pagamento;2026-08-01;2026-07-16;Concluído;Alta
1382;552;Recurso;2026-07-07;;Aberto;Alta
1383;553;Manifestação;2026-05-21;;Vencido;Alta
1384;553;Manifestação;2027-01-29;2027-01-31;Concluído;Baixa
1385;553;Manifestação;2026-07-17;2026-07-03;Concluído;Média
1386;553;Documento;2026-10-28;2026-11-02;Concluído;Baixa
1387;554;Manifestação;2025-09-07;2025-08-26;Concluído;Alta
1388;554;Documento;2025-10-19;2025-10-29;Concluído;Alta
1389;555;Recurso;2027-05-09;;Aberto;Alta
1390;555;Pagamento;2027-02-23;2027-02-18;Concluído;Média
1391;555;Contestação;2026-12-16;2026-12-14;Concluído;Baixa
1392;556;Pagamento;2026-02-12;2026-02-09;Concluído;Alta
1393;556;Contestação;2026-09-09;2026-09-05;Concluído;Alta
1394;557;Recurso;2025-10-28;2025-11-03;Concluído;Baixa
1395;558;Contestação;2026-11-23;2026-11-13;Concluído;Alta
1396;558;Recurso;2026-12-05;;Aberto;Média
1397;558;Documento;2027-05-23;2027-05-18;Concluído;Alta
1398;559;Pagamento;2026-05-14;2026-05-18;Concluído;Alta
1399;559;Manifestação;2027-02-22;2027-02-22;Concluído;Baixa
1400;559;Manifestação;2026-05-22;2026-05-22;Concluído;Alta
1401;559;Pagamento;2026-07-02;;Aberto;Média
1402;560;Contestação;2026-05-22;2026-05-26;Concluído;Alta
1403;561;Pagamento;2025-12-07;2025-11-26;Concluído;Média
1404;562;Pagamento;2026-07-30;2026-07-11;Concluído;Alta
1405;563;Pagamento;2026-06-18;2026-05-30;Concluído;Alta
1406;563;Manifestação;2027-05-11;2027-05-01;Concluído;Baixa
1407;564;Documento;2026-06-28;2026-06-14;Concluído;Baixa
1408;564;Manifestação;2025-11-08;2025-11-16;Concluído;Média
1409;564;Pagamento;2026-10-25;2026-10-12;Concluído;Média
1410;565;Contestação;2027-01-06;2026-12-19;Concluído;Média
1411;566;Manifestação;2026-05-17;2026-05-22;Concluído;Média
1412;566;Recurso;2026-11-02;;Aberto;Média
1413;567;Documento;2025-08-16;;Vencido;Média
1414;567;Documento;2026-01-25;2026-01-20;Concluído;Alta
1415;567;Manifestação;2026-04-22;2026-04-05;Concluído;Média
1416;568;Recurso;2026-12-24;2026-12-18;Concluído;Alta
1417;568;Pagamento;2026-12-13;2026-11-23;Concluído;Média
1418;568;Manifestação;2026-09-28;;Aberto;Média
1419;568;Manifestação;2026-05-14;2026-05-19;Concluído;Média
1420;569;Recurso;2027-05-22;;Aberto;Alta
1421;569;Recurso;2027-03-04;2027-02-23;Concluído;Alta
1422;570;Recurso;2026-10-27;2026-10-21;Concluído;Baixa
1423;570;Pagamento;2027-02-13;2027-02-18;Concluído;Baixa
1424;570;Manifestação;2026-12-29;;Aberto;Alta
1425;571;Pagamento;2026-01-26;2026-01-15;Concluído;Alta
1426;571;Recurso;2026-08-27;;Aberto;Alta
1427;572;Contestação;2026-08-04;2026-08-10;Concluído;Alta
1428;572;Contestação;2026-12-16;2026-12-05;Concluído;Média
1429;573;Pagamento;2026-03-02;2026-02-18;Concluído;Baixa
1430;574;Manifestação;2027-07-12;2027-07-22;Concluído;Alta
1431;574;Manifestação;2026-12-25;2026-12-07;Concluído;Média
1432;575;Recurso;2025-11-02;2025-10-20;Concluído;Alta
1433;576;Contestação;2026-06-20;;Vencido;Média
1434;576;Recurso;2026-08-31;2026-09-09;Concluído;Média
1435;576;Recurso;2027-05-29;2027-06-02;Concluído;Alta
1436;576;Pagamento;2026-05-27;2026-05-28;Concluído;Alta
1437;577;Manifestação;2027-03-20;2027-03-11;Concluído;Alta
1438;577;Pagamento;2027-05-18;2027-05-28;Concluído;Média
1439;577;Pagamento;2027-04-30;;Aberto;Média
1440;578;Recurso;2026-08-14;2026-08-01;Concluído;Média
1441;578;Recurso;2027-02-04;2027-01-30;Concluído;Baixa
1442;578;Documento;2026-11-27;2026-11-14;Concluído;Alta
1443;578;Manifestação;2026-10-06;2026-10-10;Concluído;Alta
1444;579;Contestação;2026-02-04;2026-01-19;Concluído;Baixa
1445;579;Manifestação;2026-01-30;;Vencido;Alta
1446;579;Contestação;2026-05-11;2026-04-22;Concluído;Alta
1447;580;Contestação;2026-04-19;2026-04-29;Concluído;Média
1448;580;Manifestação;2027-04-19;2027-04-12;Concluído;Alta
1449;580;Contestação;2026-06-16;;Vencido;Baixa
1450;581;Pagamento;2027-04-16;2027-04-05;Concluído;Média
1451;581;Pagamento;2027-09-10;2027-09-18;Concluído;Baixa
1452;582;Contestação;2027-02-20;2027-02-27;Concluído;Alta
1453;582;Recurso;2026-10-06;2026-10-12;Concluído;Alta
1454;582;Pagamento;2026-05-22;;Vencido;Baixa
1455;582;Contestação;2026-03-23;2026-03-23;Concluído;Baixa
1456;583;Recurso;2026-08-26;2026-08-14;Concluído;Alta
1457;583;Manifestação;2026-09-25;2026-09-29;Concluído;Alta
1458;583;Pagamento;2026-11-10;;Aberto;Média
1459;583;Contestação;2026-05-04;2026-05-14;Concluído;Média
1460;584;Contestação;2026-05-20;2026-05-09;Concluído;Baixa
1461;585;Pagamento;2027-05-13;2027-04-25;Concluído;Média
1462;585;Manifestação;2026-04-13;2026-04-17;Concluído;Alta
1463;585;Contestação;2026-04-18;2026-03-31;Concluído;Baixa
1464;586;Recurso;2025-12-16;2025-12-10;Concluído;Média
1465;586;Pagamento;2026-03-13;2026-03-01;Concluído;Média
1466;587;Pagamento;2026-08-17;2026-08-14;Concluído;Baixa
1467;587;Documento;2026-10-04;2026-10-08;Concluído;Média
1468;587;Contestação;2027-04-06;2027-03-24;Concluído;Alta
1469;588;Pagamento;2026-01-20;2026-01-12;Concluído;Média
1470;588;Contestação;2026-03-03;;Vencido;Baixa
1471;589;Pagamento;2027-05-10;2027-05-08;Concluído;Alta
1472;589;Contestação;2026-10-06;2026-09-24;Concluído;Baixa
1473;589;Recurso;2027-07-08;;Aberto;Alta
1474;590;Contestação;2026-01-13;2026-01-13;Concluído;Baixa
1475;590;Contestação;2027-02-12;2027-02-10;Concluído;Baixa
1476;590;Recurso;2026-11-17;;Aberto;Alta
1477;591;Documento;2026-07-14;2026-07-05;Concluído;Alta
1478;591;Contestação;2027-04-24;2027-04-10;Concluído;Média
1479;591;Pagamento;2027-01-29;2027-01-30;Concluído;Alta
1480;591;Contestação;2026-04-21;2026-04-15;Concluído;Alta
1481;592;Contestação;2026-08-20;2026-08-11;Concluído;Alta
1482;592;Manifestação;2025-10-25;2025-10-27;Concluído;Alta
1483;592;Recurso;2026-10-18;;Aberto;Média
1484;593;Manifestação;2027-02-09;2027-02-11;Concluído;Média
1485;593;Documento;2026-11-05;;Aberto;Média
1486;593;Manifestação;2026-12-06;2026-12-03;Concluído;Alta
1487;594;Manifestação;2026-08-12;2026-08-19;Concluído;Baixa
1488;595;Pagamento;2026-02-12;2026-02-16;Concluído;Alta
1489;595;Pagamento;2026-09-18;2026-09-13;Concluído;Alta
1490;595;Manifestação;2026-09-18;2026-08-31;Concluído;Baixa
1491;595;Documento;2026-04-03;2026-04-05;Concluído;Média
1492;596;Pagamento;2026-12-14;2026-12-15;Concluído;Alta
1493;596;Recurso;2027-03-01;2027-02-13;Concluído;Baixa
1494;597;Pagamento;2026-07-31;2026-07-29;Concluído;Alta
1495;598;Recurso;2027-03-15;2027-03-07;Concluído;Alta
1496;598;Pagamento;2025-12-08;2025-12-12;Concluído;Baixa
1497;599;Documento;2026-08-14;2026-08-13;Concluído;Alta
1498;599;Documento;2027-03-08;;Aberto;Média
1499;599;Documento;2026-06-01;2026-05-13;Concluído;Baixa
1500;599;Documento;2026-07-24;2026-07-20;Concluído;Baixa
1501;600;Documento;2026-10-22;2026-10-06;Concluído;Baixa
1502;600;Contestação;2027-06-20;2027-06-06;Concluído;Baixa
1503;601;Recurso;2026-04-18;2026-04-03;Concluído;Baixa
1504;601;Pagamento;2026-02-20;2026-02-18;Concluído;Baixa
1505;601;Recurso;2027-01-11;2027-01-03;Concluído;Baixa
1506;602;Pagamento;2026-01-15;2026-01-21;Concluído;Alta
1507;602;Manifestação;2026-01-03;2026-01-06;Concluído;Alta
1508;602;Manifestação;2026-05-01;;Vencido;Baixa
1509;602;Manifestação;2026-03-26;2026-03-20;Concluído;Média
1510;603;Contestação;2027-06-14;2027-06-21;Concluído;Alta
1511;603;Manifestação;2027-02-13;2027-02-05;Concluído;Média
1512;603;Manifestação;2026-12-18;2026-12-04;Concluído;Baixa
1513;603;Recurso;2026-04-06;;Vencido;Baixa
1514;604;Contestação;2027-02-13;2027-02-20;Concluído;Alta
1515;605;Documento;2027-06-04;;Aberto;Baixa
1516;605;Pagamento;2027-07-01;2027-07-05;Concluído;Alta
1517;605;Manifestação;2027-06-29;2027-06-27;Concluído;Alta
1518;605;Recurso;2027-01-17;2027-01-11;Concluído;Baixa
1519;606;Manifestação;2027-04-26;2027-04-21;Concluído;Baixa
1520;606;Documento;2027-06-30;2027-07-01;Concluído;Alta
1521;607;Documento;2026-08-16;2026-07-29;Concluído;Média
1522;607;Contestação;2025-10-23;2025-10-06;Concluído;Baixa
1523;608;Documento;2026-09-29;2026-09-30;Concluído;Alta
1524;608;Documento;2027-02-17;;Aberto;Média
1525;609;Recurso;2026-05-22;;Vencido;Alta
1526;610;Contestação;2026-07-10;;Aberto;Baixa
1527;611;Documento;2025-12-10;2025-12-19;Concluído;Alta
1528;612;Manifestação;2026-06-21;2026-06-23;Concluído;Alta
1529;612;Documento;2026-04-04;2026-04-04;Concluído;Alta
1530;612;Manifestação;2026-06-03;;Vencido;Alta
1531;612;Recurso;2026-11-29;2026-11-17;Concluído;Alta
1532;613;Documento;2027-03-27;;Aberto;Alta
1533;614;Pagamento;2027-01-12;2027-01-17;Concluído;Baixa
1534;614;Contestação;2027-02-07;2027-02-06;Concluído;Média
1535;615;Manifestação;2026-02-17;2026-02-14;Concluído;Baixa
1536;615;Manifestação;2025-12-29;2026-01-03;Concluído;Alta
1537;615;Recurso;2026-01-31;2026-01-18;Concluído;Alta
1538;615;Pagamento;2026-12-04;;Aberto;Média
1539;616;Pagamento;2026-07-04;2026-06-25;Concluído;Média
1540;616;Documento;2026-09-24;2026-09-08;Concluído;Média
1541;616;Recurso;2025-11-26;;Vencido;Baixa
1542;617;Documento;2027-07-23;;Aberto;Alta
1543;617;Recurso;2026-12-05;2026-12-01;Concluído;Alta
1544;618;Recurso;2026-11-30;2026-11-13;Concluído;Alta
1545;619;Documento;2027-03-14;2027-03-01;Concluído;Média
1546;619;Pagamento;2026-07-27;2026-07-16;Concluído;Baixa
1547;619;Recurso;2027-04-24;;Aberto;Alta
1548;620;Documento;2027-02-28;2027-02-09;Concluído;Baixa
1549;620;Contestação;2026-07-08;;Aberto;Baixa
1550;620;Manifestação;2026-04-28;;Vencido;Alta
1551;620;Pagamento;2026-06-23;2026-06-12;Concluído;Baixa
1552;621;Recurso;2027-02-03;;Aberto;Média
1553;621;Contestação;2026-08-09;2026-08-16;Concluído;Alta
1554;621;Documento;2026-03-15;2026-03-11;Concluído;Média
1555;621;Recurso;2026-04-30;2026-04-16;Concluído;Baixa
1556;622;Documento;2026-08-06;2026-08-08;Concluído;Baixa
1557;622;Manifestação;2027-02-19;2027-02-05;Concluído;Alta
1558;623;Documento;2026-03-19;2026-03-21;Concluído;Média
1559;623;Pagamento;2026-03-18;2026-03-16;Concluído;Baixa
1560;623;Recurso;2026-04-21;2026-04-05;Concluído;Baixa
1561;624;Documento;2026-04-07;2026-04-13;Concluído;Média
1562;624;Documento;2026-07-18;2026-07-26;Concluído;Média
1563;624;Documento;2026-08-26;2026-08-16;Concluído;Baixa
1564;625;Documento;2026-09-07;2026-08-18;Concluído;Alta
1565;626;Manifestação;2026-08-28;;Aberto;Alta
1566;626;Manifestação;2026-07-28;2026-08-05;Concluído;Alta
1567;627;Documento;2026-08-28;;Aberto;Média
