audiencia_id;processo_id;data_audiencia;tipo;modalidade;status;resultado
428;603;2026-06-22;Instrução;Virtual;Cancelada;Pendente
429;604;2026-11-07;Conciliação;Presencial;Agendada;Acordo
430;605;2027-05-12;Instrução;Virtual;Cancelada;Sem acordo
431;606;2026-04-15;Conciliação;Virtual;Realizada;Sem acordo
432;608;2027-05-18;Julgamento;Presencial;Agendada;Acordo
433;610;2026-07-02;Julgamento;Presencial;Cancelada;Adiada
434;611;2026-06-27;Julgamento;Virtual;Realizada;Sem acordo
435;612;2026-08-26;Instrução;Virtual;Realizada;Acordo
436;613;2027-07-05;Instrução;Virtual;Realizada;Pendente
437;614;2026-08-09;Instrução;Presencial;Agendada;Adiada
438;615;2026-02-21;Julgamento;Virtual;Agendada;Pendente
439;616;2027-03-06;Julgamento;Presencial;Agendada;Adiada
440;617;2027-05-06;Instrução;Virtual;Agendada;Adiada
441;618;2027-09-09;Julgamento;Virtual;Cancelada;Pendente
442;621;2026-08-31;Conciliação;Virtual;Realizada;Sem acordo
443;622;2027-07-12;Conciliação;Virtual;Realizada;Adiada
444;623;2026-02-19;Conciliação;Presencial;Agendada;Adiada
445;624;2025-11-19;Instrução;Presencial;Cancelada;Adiada
446;625;2027-03-29;Conciliação;Presencial;Agendada;Adiada
447;626;2027-04-20;Conciliação;Presencial;Agendada;Sem acordo
448;628;2026-11-25;Instrução;Presencial;Realizada;Sem acordo
449;629;2026-10-02;Julgamento;Presencial;Cancelada;Pendente
450;630;2026-08-13;Conciliação;Presencial;Cancelada;Pendente
451;631;2027-05-30;Instrução;Presencial;Realizada;Sem acordo
452;632;2027-05-02;Julgamento;Presencial;Agendada;Sem acordo
453;633;2026-08-03;Julgamento;Presencial;Agendada;Pendente
454;634;2027-05-19;Julgamento;Presencial;Realizada;Acordo
455;635;2026-04-05;Instrução;Presencial;Realizada;Adiada
456;636;2025-10-19;Instrução;Virtual;Agendada;Acordo
457;637;2026-09-14;Conciliação;Presencial;Cancelada;Acordo
458;639;2026-10-21;Conciliação;Presencial;Realizada;Acordo
459;642;2026-02-18;Conciliação;Virtual;Cancelada;Adiada
460;643;2026-09-20;Julgamento;Virtual;Realizada;Acordo
461;645;2025-12-18;Instrução;Presencial;Cancelada;Sem acordo
462;647;2026-06-15;Conciliação;Presencial;Agendada;Sem acordo
463;649;2026-02-09;Instrução;Presencial;Cancelada;Adiada
464;650;2027-03-26;Julgamento;Virtual;Agendada;Adiada
465;651;2026-10-09;Conciliação;Presencial;Cancelada;Sem acordo
466;652;2026-01-15;Julgamento;Virtual;Realizada;Sem acordo
467;653;2027-02-16;Conciliação;Virtual;Realizada;Sem acordo
468;654;2027-01-11;Instrução;Virtual;Realizada;Pendente
469;655;2026-06-10;Conciliação;Virtual;Agendada;Sem acordo
470;656;2026-08-03;Instrução;Presencial;Agendada;Adiada
471;659;2026-12-01;Conciliação;Presencial;Realizada;Adiada
472;660;2026-05-31;Conciliação;Virtual;Cancelada;Sem acordo
473;667;2026-10-31;Instrução;Virtual;Agendada;Pendente
474;668;2026-06-22;Julgamento;Presencial;Cancelada;Sem acordo
475;669;2027-09-04;Conciliação;Presencial;Agendada;Sem acordo
476;670;2026-04-08;Conciliação;Virtual;Realizada;Adiada
477;672;2026-03-26;Instrução;Presencial;Realizada;Sem acordo
478;673;2026-07-01;Julgamento;Virtual;Agendada;Sem acordo
479;674;2026-04-24;Julgamento;Presencial;Realizada;Sem acordo
480;677;2027-02-27;Conciliação;Presencial;Realizada;Pendente
481;678;2026-04-11;Conciliação;Presencial;Cancelada;Acordo
482;679;2027-02-07;Julgamento;Presencial;Realizada;Sem acordo
483;682;2027-01-10;Conciliação;Virtual;Cancelada;Adiada
484;683;2026-06-06;Instrução;Virtual;Cancelada;Acordo
485;684;2027-01-12;Conciliação;Virtual;Cancelada;Adiada
486;685;2026-11-29;Julgamento;Virtual;Cancelada;Pendente
487;687;2026-06-15;Instrução;Presencial;Cancelada;Acordo
488;688;2027-05-18;Conciliação;Presencial;Cancelada;Sem acordo
489;689;2026-10-27;Instrução;Virtual;Agendada;Pendente
490;691;2026-10-13;Instrução;Presencial;Realizada;Pendente
491;692;2026-07-07;Conciliação;Virtual;Agendada;Pendente
492;693;2026-11-15;Conciliação;Presencial;Realizada;Adiada
493;696;2026-03-29;Instrução;Presencial;Cancelada;Acordo
494;700;2027-03-11;Conciliação;Presencial;Cancelada;Acordo
495;701;2026-06-28;Conciliação;Virtual;Cancelada;Acordo
496;702;2027-02-01;Instrução;Presencial;Realizada;Sem acordo
497;703;2027-06-15;Conciliação;Virtual;Agendada;Acordo
498;706;2026-12-29;Conciliação;Presencial;Realizada;Pendente
499;707;2026-04-01;Instrução;Virtual;Cancelada;Adiada
500;708;2027-03-27;Julgamento;Virtual;Agendada;Acordo
501;709;2026-06-15;Instrução;Presencial;Cancelada;Sem acordo
502;710;2027-09-23;Julgamento;Virtual;Cancelada;Sem acordo
503;711;2027-02-17;Conciliação;Presencial;Cancelada;Pendente
504;713;2026-06-29;Julgamento;Virtual;Agendada;Adiada
505;717;2026-02-25;Instrução;Virtual;Agendada;Sem acordo
506;718;2027-02-07;Julgamento;Presencial;Realizada;Sem acordo
507;720;2026-11-24;Instrução;Virtual;Cancelada;Pendente
508;721;2026-07-31;Conciliação;Virtual;Realizada;Acordo
509;723;2026-08-28;Conciliação;Presencial;Cancelada;Sem acordo
510;724;2025-10-28;Instrução;Presencial;Realizada;Pendente
511;725;2026-09-26;Instrução;Virtual;Agendada;Adiada
512;726;2026-09-02;Instrução;Virtual;Realizada;Acordo
513;727;2026-12-22;Julgamento;Virtual;Realizada;Acordo
514;728;2026-02-22;Instrução;Virtual;Agendada;Pendente
515;730;2026-08-15;Conciliação;Presencial;Realizada;Acordo
516;731;2026-03-23;Julgamento;Virtual;Agendada;Acordo
517;733;2026-11-23;Julgamento;Presencial;Cancelada;Acordo
518;735;2027-08-24;Conciliação;Virtual;Agendada;Acordo
519;736;2026-10-21;Conciliação;Virtual;Agendada;Pendente
520;737;2027-01-08;Instrução;Presencial;Cancelada;Adiada
521;738;2027-08-13;Instrução;Virtual;Cancelada;Sem acordo
522;739;2027-02-27;Conciliação;Presencial;Cancelada;Adiada
523;741;2026-08-28;Conciliação;Presencial;Cancelada;Adiada
524;742;2025-12-07;Instrução;Virtual;Cancelada;Sem acordo
525;743;2026-07-07;Conciliação;Presencial;Cancelada;Adiada
526;744;2027-02-17;Julgamento;Presencial;Cancelada;Sem acordo
527;745;2025-12-08;Conciliação;Virtual;Realizada;Acordo
528;747;2026-11-27;Julgamento;Virtual;Realizada;Pendente
529;748;2027-04-18;Conciliação;Presencial;Realizada;Acordo
530;749;2027-05-15;Julgamento;Presencial;Realizada;Sem acordo
531;750;2026-10-06;Instrução;Presencial;Realizada;Sem acordo
532;751;2027-01-19;Instrução;Virtual;Agendada;Pendente
533;752;2027-03-22;Instrução;Virtual;Realizada;Acordo
534;753;2025-09-27;Conciliação;Presencial;Cancelada;Pendente
535;754;2027-05-16;Conciliação;Virtual;Agendada;Adiada
536;757;2027-06-14;Instrução;Presencial;Agendada;Adiada
537;758;2027-09-14;Conciliação;Virtual;Agendada;Acordo
538;760;2026-05-02;Instrução;Virtual;Agendada;Sem acordo
539;761;2026-04-17;Conciliação;Presencial;Agendada;Adiada
540;762;2026-07-08;Conciliação;Virtual;Cancelada;Pendente
541;764;2026-10-01;Julgamento;Presencial;Realizada;Pendente
542;765;2026-06-01;Instrução;Virtual;Agendada;Sem acordo
543;766;2027-03-21;Instrução;Virtual;Agendada;Acordo
544;767;2026-07-05;Instrução;Virtual;Realizada;Adiada
545;768;2027-01-24;Julgamento;Presencial;Cancelada;Sem acordo
546;769;2026-07-10;Instrução;Presencial;Agendada;Adiada
547;770;2027-06-01;Conciliação;Virtual;Cancelada;Adiada
548;772;2027-07-18;Julgamento;Presencial;Agendada;Pendente
549;776;2026-04-17;Instrução;Presencial;Realizada;Adiada
550;777;2025-12-31;Julgamento;Presencial;Agendada;Acordo
551;778;2027-02-12;Conciliação;Virtual;Realizada;Adiada
552;779;2027-05-16;Conciliação;Virtual;Realizada;Adiada
553;780;2026-09-19;Instrução;Virtual;Agendada;Pendente
554;781;2026-02-19;Julgamento;Virtual;Realizada;Pendente
555;782;2027-06-24;Julgamento;Virtual;Cancelada;Sem acordo
556;784;2027-03-02;Julgamento;Presencial;Agendada;Acordo
557;785;2026-05-11;Julgamento;Virtual;Realizada;Acordo
558;786;2025-12-30;Conciliação;Virtual;Realizada;Sem acordo
559;787;2026-05-31;Instrução;Virtual;Agendada;Acordo
560;788;2026-06-24;Julgamento;Presencial;Agendada;Acordo
561;789;2026-10-12;Julgamento;Presencial;Agendada;Acordo
562;790;2026-04-16;Conciliação;Presencial;Agendada;Pendente
563;791;2027-05-25;Conciliação;Virtual;Agendada;Acordo
564;792;2027-05-06;Conciliação;Presencial;Agendada;Sem acordo
565;793;2026-11-12;Instrução;Presencial;Realizada;Acordo
566;797;2026-08-02;Instrução;Presencial;Agendada;Sem acordo
567;798;2026-07-01;Julgamento;Virtual;Agendada;Acordo
568;799;2026-12-31;Conciliação;Presencial;Agendada;Acordo
569;800;2026-03-27;Julgamento;Virtual;Realizada;Acordo
570;801;2026-12-30;Instrução;Virtual;Realizada;Pendente
571;802;2026-08-23;Julgamento;Virtual;Cancelada;Acordo
572;803;2025-11-05;Instrução;Virtual;Agendada;Sem acordo
573;804;2027-02-08;Conciliação;Presencial;Realizada;Acordo
574;805;2026-06-19;Conciliação;Virtual;Realizada;Adiada
575;809;2026-07-31;Instrução;Virtual;Agendada;Adiada
576;810;2026-09-20;Julgamento;Virtual;Cancelada;Pendente
577;812;2027-09-16;Julgamento;Presencial;Cancelada;Pendente
578;814;2026-04-25;Conciliação;Presencial;Agendada;Adiada
579;815;2026-12-16;Julgamento;Presencial;Agendada;Pendente
580;816;2027-02-06;Instrução;Presencial;Cancelada;Adiada
581;817;2026-12-19;Instrução;Presencial;Realizada;Sem acordo
582;818;2027-06-16;Julgamento;Presencial;Cancelada;Sem acordo
583;819;2026-01-12;Instrução;Virtual;Agendada;Acordo
584;820;2025-12-10;Instrução;Presencial;Agendada;Acordo
585;821;2026-07-24;Julgamento;Virtual;Realizada;Acordo
586;824;2027-05-12;Instrução;Presencial;Agendada;Pendente
587;825;2026-08-02;Julgamento;Virtual;Realizada;Adiada
588;826;2027-04-22;Julgamento;Presencial;Agendada;Sem acordo
589;828;2026-09-29;Conciliação;Presencial;Realizada;Adiada
590;829;2027-06-28;Conciliação;Presencial;Realizada;Adiada
591;830;2027-07-15;Conciliação;Presencial;Agendada;Pendente
592;831;2026-05-30;Conciliação;Presencial;Realizada;Sem acordo
593;832;2027-03-16;Instrução;Presencial;Cancelada;Pendente
594;833;2026-08-08;Instrução;Virtual;Cancelada;Pendente
595;835;2027-02-10;Julgamento;Presencial;Cancelada;Sem acordo
596;838;2027-04-15;Instrução;Virtual;Realizada;Pendente
597;839;2026-06-01;Julgamento;Presencial;Cancelada;Sem acordo
598;840;2026-11-04;Conciliação;Presencial;Cancelada;Sem acordo
599;842;2027-05-28;Instrução;Virtual;Agendada;Pendente
600;844;2027-03-10;Julgamento;Presencial;Agendada;Pendente
601;845;2026-05-19;Julgamento;Virtual;Realizada;Adiada
602;846;2026-06-22;Conciliação;Virtual;Cancelada;Adiada
603;847;2027-02-05;Conciliação;Presencial;Agendada;Adiada
604;848;2026-10-24;Julgamento;Presencial;Realizada;Sem acordo
605;849;2027-05-07;Conciliação;Virtual;Cancelada;Sem acordo
606;850;2026-10-26;Conciliação;Presencial;Cancelada;Pendente
607;851;2026-12-07;Conciliação;Presencial;Cancelada;Sem acordo
608;852;2027-05-13;Conciliação;Presencial;Cancelada;Pendente
609;853;2025-12-01;Julgamento;Presencial;Realizada;Pendente
610;855;2027-03-11;Julgamento;Virtual;Realizada;Pendente
611;856;2027-03-09;Julgamento;Presencial;Realizada;Sem acordo
612;857;2026-06-21;Conciliação;Presencial;Cancelada;Sem acordo
613;858;2026-07-09;Julgamento;Presencial;Agendada;Pendente
614;859;2027-03-05;Julgamento;Virtual;Agendada;Adiada
615;860;2026-03-19;Conciliação;Presencial;Agendada;Acordo
616;861;2026-08-25;Julgamento;Virtual;Agendada;Sem acordo
617;862;2026-02-02;Julgamento;Virtual;Realizada;Sem acordo
618;863;2025-09-15;Conciliação;Virtual;Cancelada;Sem acordo
619;864;2026-09-03;Instrução;Virtual;Agendada;Adiada
620;866;2027-05-13;Julgamento;Presencial;Agendada;Acordo
621;867;2025-12-05;Instrução;Presencial;Agendada;Adiada
622;868;2026-12-28;Julgamento;Virtual;Realizada;Pendente
623;869;2027-01-26;Conciliação;Presencial;Cancelada;Acordo
624;870;2026-10-06;Conciliação;Virtual;Agendada;Sem acordo
625;871;2026-05-05;Julgamento;Presencial;Realizada;Sem acordo
626;872;2026-08-18;Instrução;Presencial;Realizada;Acordo
627;873;2026-11-05;Instrução;Presencial;Realizada;Pendente
628;875;2026-09-14;Julgamento;Virtual;Cancelada;Sem acordo
629;876;2027-03-14;Instrução;Presencial;Agendada;Acordo
630;877;2026-09-04;Instrução;Virtual;Agendada;Pendente
631;878;2026-09-03;Conciliação;Virtual;Agendada;Acordo
632;879;2026-12-20;Conciliação;Presencial;Realizada;Sem acordo
633;881;2027-08-05;Conciliação;Presencial;Agendada;Acordo
634;883;2026-05-30;Instrução;Presencial;Cancelada;Acordo
635;884;2026-09-03;Conciliação;Presencial;Realizada;Acordo
636;885;2027-01-17;Instrução;Virtual;Agendada;Pendente
637;888;2026-08-18;Conciliação;Presencial;Realizada;Pendente
638;890;2026-02-10;Conciliação;Presencial;Realizada;Adiada
639;891;2026-07-30;Julgamento;Presencial;Realizada;Acordo
640;892;2026-09-02;Instrução;Virtual;Agendada;Sem acordo
641;893;2027-02-26;Julgamento;Virtual;Agendada;Sem acordo
642;894;2026-09-17;Conciliação;Presencial;Realizada;Acordo
643;896;2026-07-12;Conciliação;Virtual;Cancelada;Sem acordo
644;898;2026-01-12;Instrução;Presencial;Realizada;Adiada
645;899;2027-02-12;Instrução;Presencial;Realizada;Pendente
646;902;2026-03-01;Instrução;Virtual;Agendada;Acordo
647;904;2026-04-14;Instrução;Presencial;Cancelada;Pendente
648;905;2026-03-04;Julgamento;Virtual;Realizada;Adiada
649;906;2025-08-12;Julgamento;Virtual;Realizada;Acordo
650;907;2027-04-19;Conciliação;Virtual;Cancelada;Adiada
651;910;2027-07-08;Julgamento;Presencial;Realizada;Pendente
652;911;2027-01-24;Instrução;Presencial;Cancelada;Adiada
653;912;2027-04-12;Conciliação;Presencial;Realizada;Pendente
654;913;2026-09-24;Instrução;Virtual;Cancelada;Sem acordo
655;916;2026-10-07;Instrução;Virtual;Realizada;Adiada
656;918;2026-04-25;Conciliação;Presencial;Agendada;Pendente
657;919;2027-11-02;Instrução;Presencial;Agendada;Sem acordo
658;920;2026-01-26;Conciliação;Presencial;Agendada;Adiada
659;921;2026-11-24;Instrução;Presencial;Cancelada;Adiada
660;923;2026-12-27;Instrução;Presencial;Agendada;Pendente
661;924;2026-05-12;Conciliação;Presencial;Agendada;Sem acordo
662;927;2026-04-20;Julgamento;Presencial;Cancelada;Acordo
663;931;2027-04-21;Instrução;Presencial;Agendada;Acordo
664;932;2026-09-30;Julgamento;Presencial;Agendada;Acordo
665;933;2027-01-12;Instrução;Virtual;Cancelada;Acordo
666;934;2027-06-22;Conciliação;Virtual;Agendada;Sem acordo
667;935;2026-06-21;Julgamento;Presencial;Cancelada;Pendente
668;936;2026-11-11;Instrução;Presencial;Realizada;Sem acordo
669;938;2026-07-18;Conciliação;Presencial;Agendada;Sem acordo
670;939;2027-05-06;Instrução;Presencial;Realizada;Acordo
671;941;2026-08-06;Instrução;Presencial;Agendada;Adiada
672;942;2026-05-15;Conciliação;Virtual;Cancelada;Sem acordo
673;943;2027-03-17;Instrução;Presencial;Agendada;Pendente
674;945;2027-02-28;Julgamento;Presencial;Agendada;Pendente
675;946;2026-01-18;Instrução;Presencial;Realizada;Sem acordo
676;947;2026-06-20;Conciliação;Presencial;Agendada;Sem acordo
677;950;2025-10-02;Julgamento;Virtual;Cancelada;Sem acordo
678;952;2026-12-15;Instrução;Presencial;Realizada;Sem acordo
679;953;2026-05-13;Julgamento;Virtual;Cancelada;Adiada
680;954;2026-08-29;Julgamento;Presencial;Agendada;Sem acordo
681;955;2027-02-06;Julgamento;Virtual;Agendada;Acordo
682;956;2026-07-21;Instrução;Presencial;Cancelada;Pendente
683;957;2026-07-16;Instrução;Virtual;Realizada;Pendente
684;958;2027-02-22;Instrução;Virtual;Realizada;Adiada
685;963;2026-04-29;Conciliação;Presencial;Agendada;Adiada
686;964;2027-01-07;Conciliação;Virtual;Cancelada;Adiada
687;965;2026-07-29;Conciliação;Presencial;Cancelada;Pendente
688;966;2027-02-01;Julgamento;Presencial;Realizada;Acordo
689;967;2026-06-16;Conciliação;Virtual;Agendada;Sem acordo
690;968;2026-08-06;Julgamento;Presencial;Agendada;Pendente
691;969;2027-06-30;Julgamento;Virtual;Agendada;Sem acordo
692;970;2025-08-14;Julgamento;Virtual;Agendada;Pendente
693;971;2026-12-11;Instrução;Virtual;Agendada;Sem acordo
694;972;2027-05-18;Conciliação;Presencial;Realizada;Pendente
695;973;2026-07-17;Instrução;Virtual;Agendada;Adiada
696;976;2025-11-27;Instrução;Presencial;Realizada;Acordo
697;977;2026-09-25;Julgamento;Presencial;Realizada;Pendente
698;978;2026-11-01;Instrução;Presencial;Cancelada;Sem acordo
699;979;2026-10-24;Julgamento;Virtual;Cancelada;Acordo
700;980;2026-10-12;Conciliação;Virtual;Cancelada;Adiada
701;982;2025-09-10;Julgamento;Presencial;Cancelada;Adiada
702;983;2026-12-27;Julgamento;Presencial;Realizada;Acordo
703;984;2026-10-26;Conciliação;Presencial;Agendada;Sem acordo
704;985;2026-07-08;Instrução;Virtual;Realizada;Sem acordo
705;987;2027-05-11;Conciliação;Virtual;Realizada;Sem acordo
706;988;2026-07-25;Instrução;Presencial;Cancelada;Sem acordo
707;989;2026-07-30;Instrução;Virtual;Agendada;Adiada
708;991;2025-12-29;Conciliação;Virtual;Realizada;Adiada
709;994;2026-12-27;Instrução;Presencial;Cancelada;Pendente
710;995;2027-01-07;Julgamento;Presencial;Realizada;Adiada
711;996;2026-06-25;Instrução;Virtual;Agendada;Acordo
712;1000;2026-03-19;Conciliação;Presencial;Realizada;Pendente
713;1001;2026-07-12;Instrução;Virtual;Cancelada;Acordo
714;1005;2025-12-10;Julgamento;Presencial;Agendada;Pendente
715;1006;2026-06-25;Julgamento;Virtual;Agendada;Sem acordo
716;1007;2026-03-18;Julgamento;Virtual;Realizada;Sem acordo
717;1008;2026-02-15;Conciliação;Presencial;Agendada;Adiada
718;1011;2025-11-12;Conciliação;Presencial;Cancelada;Sem acordo
719;1012;2026-10-01;Instrução;Presencial;Agendada;Acordo
720;1013;2027-07-05;Julgamento;Virtual;Realizada;Pendente
721;1015;2026-10-20;Conciliação;Presencial;Agendada;Acordo
722;1016;2026-03-16;Instrução;Virtual;Cancelada;Acordo
723;1018;2027-03-10;Conciliação;Presencial;Realizada;Pendente
724;1019;2026-09-22;Instrução;Presencial;Realizada;Adiada
725;1020;2026-09-07;Instrução;Virtual;Agendada;Pendente
726;1022;2026-12-03;Instrução;Presencial;Realizada;Sem acordo
727;1023;2025-08-13;Conciliação;Presencial;Cancelada;Acordo
728;1024;2027-07-20;Conciliação;Virtual;Cancelada;Acordo
729;1025;2026-02-12;Instrução;Presencial;Cancelada;Adiada
730;1028;2026-09-05;Instrução;Presencial;Agendada;Acordo
731;1032;2027-07-13;Julgamento;Presencial;Realizada;Adiada
732;1034;2026-03-23;Conciliação;Virtual;Cancelada;Acordo
733;1035;2025-09-17;Julgamento;Virtual;Agendada;Acordo
734;1037;2027-01-20;Instrução;Presencial;Agendada;Pendente
735;1038;2026-08-15;Julgamento;Presencial;Realizada;Pendente
736;1039;2025-12-01;Julgamento;Virtual;Cancelada;Sem acordo
737;1040;2026-04-18;Julgamento;Presencial;Cancelada;Acordo
738;1042;2026-07-08;Julgamento;Virtual;Agendada;Sem acordo
739;1044;2027-05-09;Julgamento;Virtual;Cancelada;Acordo
740;1045;2026-06-13;Julgamento;Presencial;Cancelada;Acordo
741;1046;2026-10-29;Julgamento;Presencial;Cancelada;Adiada
742;1047;2027-02-02;Julgamento;Virtual;Realizada;Acordo
743;1048;2026-10-11;Conciliação;Presencial;Cancelada;Pendente
744;1049;2026-11-20;Julgamento;Presencial;Agendada;Acordo
745;1050;2026-09-12;Instrução;Virtual;Agendada;Pendente
746;1053;2027-02-21;Instrução;Presencial;Cancelada;Pendente
747;1054;2027-08-22;Julgamento;Presencial;Agendada;Adiada
748;1056;2026-10-30;Julgamento;Presencial;Realizada;Sem acordo
749;1057;2027-01-31;Julgamento;Virtual;Cancelada;Adiada
750;1058;2027-05-07;Julgamento;Virtual;Realizada;Sem acordo
751;1060;2026-10-19;Instrução;Presencial;Agendada;Pendente
752;1061;2026-12-12;Conciliação;Presencial;Cancelada;Acordo
753;1062;2027-01-04;Julgamento;Presencial;Cancelada;Acordo
754;1065;2026-06-05;Instrução;Presencial;Realizada;Acordo
755;1067;2026-09-02;Conciliação;Virtual;Cancelada;Pendente
756;1068;2027-03-13;Instrução;Presencial;Cancelada;Acordo
757;1069;2026-04-05;Instrução;Virtual;Agendada;Pendente
758;1071;2026-12-10;Julgamento;Presencial;Realizada;Sem acordo
759;1072;2026-04-20;Conciliação;Virtual;Realizada;Acordo
760;1073;2026-04-17;Conciliação;Virtual;Cancelada;Adiada
761;1074;2026-08-22;Conciliação;Presencial;Realizada;Pendente
762;1075;2026-05-07;Conciliação;Presencial;Cancelada;Acordo
763;1076;2025-11-21;Instrução;Presencial;Realizada;Acordo
764;1077;2026-12-31;Conciliação;Presencial;Realizada;Sem acordo
765;1078;2027-01-22;Instrução;Presencial;Agendada;Sem acordo
766;1079;2026-03-01;Julgamento;Presencial;Cancelada;Acordo
767;1082;2027-01-12;Julgamento;Presencial;Realizada;Acordo
768;1083;2026-10-16;Instrução;Presencial;Agendada;Adiada
769;1085;2027-06-05;Instrução;Virtual;Agendada;Adiada
770;1086;2026-08-09;Julgamento;Presencial;Cancelada;Adiada
771;1087;2025-11-13;Conciliação;Virtual;Realizada;Adiada
772;1088;2027-06-11;Julgamento;Virtual;Agendada;Pendente
773;1090;2025-11-29;Julgamento;Presencial;Cancelada;Pendente
774;1091;2026-12-10;Instrução;Presencial;Cancelada;Pendente
775;1092;2026-12-10;Instrução;Virtual;Cancelada;Acordo
776;1096;2027-02-15;Instrução;Presencial;Cancelada;Adiada
777;1100;2027-06-12;Instrução;Presencial;Cancelada;Sem acordo
778;1102;2026-10-03;Instrução;Virtual;Agendada;Sem acordo
779;1103;2026-03-29;Conciliação;Virtual;Realizada;Pendente
780;1105;2026-12-22;Julgamento;Virtual;Cancelada;Pendente
781;1106;2026-05-06;Conciliação;Presencial;Cancelada;Sem acordo
782;1107;2026-07-06;Conciliação;Virtual;Realizada;Acordo
783;1108;2026-09-23;Instrução;Presencial;Agendada;Pendente
784;1109;2027-04-06;Instrução;Presencial;Cancelada;Sem acordo
785;1110;2027-04-03;Julgamento;Presencial;Realizada;Acordo
786;1114;2025-12-13;Instrução;Presencial;Cancelada;Adiada
787;1115;2026-08-15;Julgamento;Presencial;Cancelada;Sem acordo
788;1117;2027-06-11;Julgamento;Virtual;Agendada;Pendente
789;1119;2027-05-24;Instrução;Presencial;Cancelada;Pendente
790;1120;2026-05-01;Julgamento;Presencial;Agendada;Acordo
791;1121;2027-10-10;Conciliação;Presencial;Realizada;Sem acordo
792;1123;2026-01-24;Conciliação;Presencial;Realizada;Sem acordo
793;1124;2026-10-27;Julgamento;Presencial;Cancelada;Pendente
794;1125;2026-10-24;Instrução;Presencial;Cancelada;Pendente
795;1126;2027-03-02;Julgamento;Presencial;Cancelada;Adiada
796;1127;2027-02-03;Conciliação;Presencial;Cancelada;Adiada
797;1129;2026-05-12;Instrução;Presencial;Agendada;Adiada
798;1132;2025-10-22;Conciliação;Virtual;Realizada;Sem acordo
799;1133;2026-03-24;Julgamento;Presencial;Realizada;Pendente
800;1135;2026-10-14;Conciliação;Presencial;Realizada;Adiada
801;1136;2026-12-14;Conciliação;Presencial;Agendada;Sem acordo
802;1140;2026-10-11;Conciliação;Virtual;Cancelada;Acordo
803;1142;2026-11-16;Instrução;Presencial;Realizada;Acordo
804;1143;2026-04-12;Conciliação;Presencial;Realizada;Acordo
805;1144;2026-12-17;Julgamento;Virtual;Agendada;Sem acordo
806;1145;2026-09-12;Julgamento;Virtual;Realizada;Pendente
807;1146;2027-01-23;Conciliação;Virtual;Cancelada;Acordo
808;1147;2026-03-01;Julgamento;Presencial;Agendada;Acordo
809;1149;2026-03-23;Instrução;Presencial;Cancelada;Acordo
810;1150;2027-02-23;Conciliação;Virtual;Cancelada;Acordo
811;1154;2027-06-05;Julgamento;Virtual;Realizada;Adiada
812;1156;2025-10-31;Julgamento;Virtual;Realizada;Adiada
813;1158;2026-01-15;Julgamento;Presencial;Realizada;Sem acordo
814;1159;2027-03-08;Conciliação;Presencial;Cancelada;Adiada
815;1162;2026-01-18;Instrução;Virtual;Agendada;Sem acordo
816;1163;2026-01-28;Julgamento;Virtual;Realizada;Adiada
817;1165;2025-09-02;Julgamento;Virtual;Cancelada;Pendente
818;1166;2026-10-29;Instrução;Virtual;Realizada;Sem acordo
819;1168;2027-02-19;Instrução;Virtual;Cancelada;Adiada
820;1169;2027-01-03;Conciliação;Presencial;Realizada;Sem acordo
821;1170;2026-07-26;Instrução;Virtual;Cancelada;Pendente
822;1171;2027-04-11;Julgamento;Presencial;Realizada;Acordo
823;1172;2027-03-10;Instrução;Virtual;Cancelada;Pendente
824;1173;2026-07-22;Julgamento;Virtual;Cancelada;Adiada
825;1174;2026-11-11;Conciliação;Presencial;Cancelada;Sem acordo
826;1175;2026-07-19;Conciliação;Virtual;Agendada;Acordo
827;1176;2026-10-05;Conciliação;Presencial;Realizada;Acordo
828;1177;2027-03-09;Conciliação;Virtual;Realizada;Sem acordo
829;1179;2027-07-14;Julgamento;Virtual;Cancelada;Pendente
830;1180;2026-10-27;Instrução;Presencial;Realizada;Sem acordo
831;1181;2026-11-12;Julgamento;Virtual;Realizada;Acordo
832;1182;2026-09-11;Julgamento;Virtual;Realizada;Sem acordo
833;1183;2027-06-25;Instrução;Presencial;Agendada;Adiada
834;1184;2026-05-17;Julgamento;Presencial;Realizada;Adiada
835;1187;2027-05-01;Julgamento;Presencial;Agendada;Sem acordo
836;1189;2026-07-12;Conciliação;Presencial;Realizada;Adiada
837;1190;2026-07-18;Julgamento;Virtual;Realizada;Sem acordo
838;1191;2027-04-29;Julgamento;Virtual;Realizada;Acordo
839;1192;2026-12-29;Conciliação;Virtual;Cancelada;Acordo
840;1196;2027-09-13;Conciliação;Virtual;Realizada;Acordo
841;1198;2027-01-12;Instrução;Presencial;Realizada;Sem acordo
842;1202;2027-03-19;Conciliação;Presencial;Agendada;Acordo
843;1203;2027-01-22;Instrução;Presencial;Agendada;Acordo
844;1204;2025-10-15;Instrução;Presencial;Agendada;Sem acordo
845;1206;2026-11-17;Instrução;Virtual;Cancelada;Acordo
846;1207;2025-10-17;Julgamento;Presencial;Cancelada;Sem acordo
847;1208;2026-06-24;Conciliação;Virtual;Cancelada;Sem acordo
848;1209;2026-06-27;Instrução;Virtual;Cancelada;Sem acordo
849;1210;2026-04-20;Conciliação;Presencial;Agendada;Adiada
850;1211;2027-03-25;Instrução;Virtual;Realizada;Adiada
851;1213;2026-09-06;Julgamento;Presencial;Realizada;Adiada
