cliente_id;codigo_cliente;tipo_pessoa;uf;data_cadastro;status
413;CLI-00413;Pessoa Jurídica;PR;2023-02-10;Ativo
414;CLI-00414;Pessoa Física;RJ;2025-05-25;Ativo
415;CLI-00415;Pessoa Física;RJ;2021-10-28;Ativo
416;CLI-00416;Pessoa Jurídica;SC;2021-11-28;Ativo
417;CLI-00417;Pessoa Física;RJ;2023-04-04;Ativo
418;CLI-00418;Pessoa Jurídica;MG;2022-03-05;Ativo
419;CLI-00419;Pessoa Física;SC;2025-05-06;Ativo
420;CLI-00420;Pessoa Física;PR;2023-03-04;Inativo
421;CLI-00421;Pessoa Física;RJ;2022-04-26;Ativo
422;CLI-00422;Pessoa Jurídica;PR;2021-11-24;Ativo
423;CLI-00423;Pessoa Física;RJ;2023-09-06;Ativo
424;CLI-00424;Pessoa Física;PR;2021-07-06;Ativo
425;CLI-00425;Pessoa Jurídica;SP;2024-09-22;Ativo
426;CLI-00426;Pessoa Jurídica;PR;2023-04-13;Ativo
427;CLI-00427;Pessoa Física;PR;2022-04-29;Ativo
428;CLI-00428;Pessoa Física;RJ;2023-09-17;Ativo
429;CLI-00429;Pessoa Jurídica;PR;2021-11-20;Ativo
430;CLI-00430;Pessoa Jurídica;PR;2025-05-31;Inativo
431;CLI-00431;Pessoa Jurídica;MG;2022-07-20;Ativo
432;CLI-00432;Pessoa Física;PR;2021-09-29;Ativo
433;CLI-00433;Pessoa Física;SC;2023-01-15;Ativo
434;CLI-00434;Pessoa Jurídica;MG;2022-04-14;Ativo
435;CLI-00435;Pessoa Jurídica;PR;2022-06-12;Ativo
436;CLI-00436;Pessoa Física;PR;2023-06-12;Ativo
437;CLI-00437;Pessoa Jurídica;MG;2022-06-04;Ativo
438;CLI-00438;Pessoa Física;PR;2022-08-22;Ativo
439;CLI-00439;Pessoa Física;RJ;2024-11-25;Ativo
440;CLI-00440;Pessoa Física;PR;2021-06-18;Inativo
441;CLI-00441;Pessoa Jurídica;MG;2022-06-20;Ativo
442;CLI-00442;Pessoa Jurídica;SC;2022-02-05;Ativo
443;CLI-00443;Pessoa Jurídica;RJ;2023-01-06;Ativo
444;CLI-00444;Pessoa Física;SC;2022-05-25;Ativo
445;CLI-00445;Pessoa Jurídica;MG;2021-10-07;Ativo
446;CLI-00446;Pessoa Jurídica;PR;2022-04-19;Inativo
447;CLI-00447;Pessoa Jurídica;PR;2021-06-03;Ativo
448;CLI-00448;Pessoa Física;MG;2024-06-08;Ativo
449;CLI-00449;Pessoa Jurídica;MG;2022-05-30;Ativo
450;CLI-00450;Pessoa Jurídica;SC;2023-11-07;Inativo
451;CLI-00451;Pessoa Jurídica;SP;2024-07-25;Ativo
452;CLI-00452;Pessoa Física;PR;2021-12-24;Ativo
453;CLI-00453;Pessoa Jurídica;SP;2024-11-20;Ativo
454;CLI-00454;Pessoa Jurídica;SP;2022-03-10;Ativo
455;CLI-00455;Pessoa Física;SP;2022-11-11;Ativo
456;CLI-00456;Pessoa Física;PR;2024-12-18;Ativo
457;CLI-00457;Pessoa Jurídica;PR;2024-12-09;Ativo
458;CLI-00458;Pessoa Física;MG;2025-03-26;Ativo
459;CLI-00459;Pessoa Física;SP;2022-03-29;Ativo
460;CLI-00460;Pessoa Física;MG;2025-04-28;Ativo
461;CLI-00461;Pessoa Física;MG;2022-03-03;Ativo
462;CLI-00462;Pessoa Jurídica;MG;2022-05-20;Inativo
463;CLI-00463;Pessoa Física;RJ;2024-10-06;Ativo
464;CLI-00464;Pessoa Jurídica;SP;2021-12-26;Inativo
465;CLI-00465;Pessoa Jurídica;RJ;2024-06-21;Inativo
466;CLI-00466;Pessoa Física;PR;2021-11-19;Ativo
467;CLI-00467;Pessoa Física;PR;2023-04-02;Ativo
468;CLI-00468;Pessoa Jurídica;SP;2024-04-13;Ativo
469;CLI-00469;Pessoa Jurídica;SC;2025-02-08;Ativo
470;CLI-00470;Pessoa Jurídica;MG;2024-08-17;Ativo
471;CLI-00471;Pessoa Jurídica;SP;2024-03-25;Ativo
472;CLI-00472;Pessoa Jurídica;SC;2023-03-22;Ativo
473;CLI-00473;Pessoa Física;MG;2024-09-20;Ativo
474;CLI-00474;Pessoa Jurídica;PR;2023-05-22;Ativo
475;CLI-00475;Pessoa Física;SC;2024-09-08;Ativo
476;CLI-00476;Pessoa Jurídica;PR;2024-04-18;Ativo
477;CLI-00477;Pessoa Física;PR;2024-07-12;Ativo
478;CLI-00478;Pessoa Jurídica;MG;2021-10-22;Ativo
479;CLI-00479;Pessoa Jurídica;MG;2023-10-03;Ativo
480;CLI-00480;Pessoa Física;RJ;2023-03-08;Ativo
481;CLI-00481;Pessoa Jurídica;SP;2022-03-19;Ativo
482;CLI-00482;Pessoa Jurídica;SP;2022-11-06;Ativo
483;CLI-00483;Pessoa Física;SP;2024-08-28;Ativo
484;CLI-00484;Pessoa Jurídica;SP;2023-06-21;Ativo
485;CLI-00485;Pessoa Jurídica;SC;2023-03-13;Ativo
486;CLI-00486;Pessoa Física;PR;2022-06-23;Ativo
487;CLI-00487;Pessoa Jurídica;MG;2024-10-25;Ativo
488;CLI-00488;Pessoa Física;MG;2023-11-05;Inativo
489;CLI-00489;Pessoa Jurídica;SC;2024-09-09;Ativo
490;CLI-00490;Pessoa Jurídica;SC;2021-11-02;Ativo
491;CLI-00491;Pessoa Física;PR;2025-03-07;Ativo
492;CLI-00492;Pessoa Física;PR;2022-08-26;Ativo
493;CLI-00493;Pessoa Jurídica;MG;2022-07-25;Ativo
494;CLI-00494;Pessoa Jurídica;PR;2022-10-11;Ativo
495;CLI-00495;Pessoa Jurídica;MG;2024-10-26;Ativo
496;CLI-00496;Pessoa Física;RJ;2023-05-11;Ativo
497;CLI-00497;Pessoa Jurídica;SC;2023-07-28;Ativo
498;CLI-00498;Pessoa Física;SC;2023-12-18;Ativo
499;CLI-00499;Pessoa Física;PR;2024-09-05;Ativo
500;CLI-00500;Pessoa Física;SC;2024-11-12;Ativo
501;CLI-00501;Pessoa Jurídica;PR;2022-07-28;Ativo
502;CLI-00502;Pessoa Jurídica;PR;2025-01-30;Ativo
503;CLI-00503;Pessoa Jurídica;PR;2024-02-09;Ativo
504;CLI-00504;Pessoa Jurídica;PR;2022-06-07;Ativo
505;CLI-00505;Pessoa Jurídica;RJ;2021-11-07;Ativo
506;CLI-00506;Pessoa Jurídica;RJ;2021-07-21;Ativo
507;CLI-00507;Pessoa Física;SP;2022-05-09;Ativo
508;CLI-00508;Pessoa Jurídica;RJ;2024-06-26;Inativo
509;CLI-00509;Pessoa Jurídica;RJ;2021-05-26;Ativo
510;CLI-00510;Pessoa Física;RJ;2021-07-03;Ativo
511;CLI-00511;Pessoa Jurídica;RJ;2022-07-30;Ativo
512;CLI-00512;Pessoa Jurídica;SP;2023-03-06;Ativo
513;CLI-00513;Pessoa Física;PR;2025-06-26;Inativo
514;CLI-00514;Pessoa Jurídica;RJ;2024-02-24;Ativo
515;CLI-00515;Pessoa Física;SC;2024-08-18;Ativo
516;CLI-00516;Pessoa Física;RJ;2022-11-29;Ativo
517;CLI-00517;Pessoa Física;SP;2024-06-17;Ativo
518;CLI-00518;Pessoa Física;RJ;2025-03-05;Ativo
519;CLI-00519;Pessoa Física;MG;2022-08-15;Ativo
520;CLI-00520;Pessoa Jurídica;PR;2023-11-10;Ativo
521;CLI-00521;Pessoa Jurídica;PR;2022-08-14;Ativo
522;CLI-00522;Pessoa Jurídica;MG;2021-10-09;Ativo
523;CLI-00523;Pessoa Jurídica;SC;2024-04-14;Ativo
524;CLI-00524;Pessoa Jurídica;SC;2022-06-24;Ativo
525;CLI-00525;Pessoa Física;RJ;2025-06-13;Ativo
526;CLI-00526;Pessoa Física;SP;2024-10-18;Ativo
527;CLI-00527;Pessoa Física;RJ;2021-11-24;Ativo
528;CLI-00528;Pessoa Jurídica;MG;2022-08-08;Ativo
529;CLI-00529;Pessoa Física;RJ;2023-07-26;Ativo
530;CLI-00530;Pessoa Jurídica;SC;2023-04-23;Ativo
531;CLI-00531;Pessoa Jurídica;SP;2025-04-15;Ativo
532;CLI-00532;Pessoa Física;PR;2025-02-08;Ativo
533;CLI-00533;Pessoa Jurídica;RJ;2025-05-20;Ativo
534;CLI-00534;Pessoa Física;MG;2024-09-01;Ativo
535;CLI-00535;Pessoa Física;RJ;2024-03-14;Ativo
536;CLI-00536;Pessoa Jurídica;SP;2022-03-03;Ativo
537;CLI-00537;Pessoa Física;PR;2023-05-25;Ativo
538;CLI-00538;Pessoa Jurídica;RJ;2023-11-23;Ativo
539;CLI-00539;Pessoa Física;PR;2022-06-17;Ativo
540;CLI-00540;Pessoa Física;RJ;2021-10-17;Ativo
541;CLI-00541;Pessoa Jurídica;SP;2022-09-03;Ativo
542;CLI-00542;Pessoa Jurídica;PR;2024-05-31;Inativo
543;CLI-00543;Pessoa Física;RJ;2025-05-12;Ativo
544;CLI-00544;Pessoa Física;SC;2022-05-25;Ativo
545;CLI-00545;Pessoa Jurídica;MG;2023-08-08;Ativo
546;CLI-00546;Pessoa Jurídica;SC;2023-11-29;Ativo
547;CLI-00547;Pessoa Jurídica;MG;2025-03-29;Ativo
548;CLI-00548;Pessoa Física;SC;2022-07-18;Ativo
549;CLI-00549;Pessoa Física;PR;2024-08-06;Ativo
550;CLI-00550;Pessoa Jurídica;PR;2024-11-06;Ativo
551;CLI-00551;Pessoa Jurídica;SP;2024-08-08;Ativo
552;CLI-00552;Pessoa Jurídica;SP;2024-12-14;Ativo
553;CLI-00553;Pessoa Jurídica;PR;2022-10-31;Inativo
554;CLI-00554;Pessoa Física;RJ;2023-05-21;Ativo
555;CLI-00555;Pessoa Jurídica;SP;2021-09-18;Ativo
556;CLI-00556;Pessoa Jurídica;MG;2023-06-06;Ativo
557;CLI-00557;Pessoa Física;PR;2022-05-27;Ativo
558;CLI-00558;Pessoa Jurídica;SP;2022-11-02;Ativo
559;CLI-00559;Pessoa Jurídica;SP;2022-12-08;Ativo
560;CLI-00560;Pessoa Física;SC;2024-02-14;Ativo
561;CLI-00561;Pessoa Jurídica;SP;2024-09-12;Ativo
562;CLI-00562;Pessoa Física;MG;2024-05-20;Inativo
563;CLI-00563;Pessoa Física;MG;2022-06-11;Ativo
564;CLI-00564;Pessoa Jurídica;RJ;2021-07-29;Ativo
565;CLI-00565;Pessoa Física;SP;2023-11-25;Ativo
566;CLI-00566;Pessoa Física;MG;2024-01-11;Ativo
567;CLI-00567;Pessoa Física;SP;2021-06-14;Ativo
568;CLI-00568;Pessoa Física;SP;2024-11-24;Ativo
569;CLI-00569;Pessoa Física;SC;2021-06-11;Ativo
570;CLI-00570;Pessoa Física;SC;2021-07-24;Ativo
571;CLI-00571;Pessoa Física;RJ;2021-11-18;Ativo
572;CLI-00572;Pessoa Física;SP;2024-08-15;Ativo
573;CLI-00573;Pessoa Jurídica;MG;2022-01-26;Ativo
574;CLI-00574;Pessoa Jurídica;MG;2022-11-30;Ativo
575;CLI-00575;Pessoa Física;PR;2025-01-04;Ativo
576;CLI-00576;Pessoa Física;SC;2022-06-06;Ativo
577;CLI-00577;Pessoa Física;RJ;2021-09-11;Ativo
578;CLI-00578;Pessoa Física;SC;2024-09-23;Ativo
579;CLI-00579;Pessoa Jurídica;SC;2025-04-21;Ativo
580;CLI-00580;Pessoa Física;PR;2023-09-16;Ativo
581;CLI-00581;Pessoa Física;SP;2024-03-23;Ativo
582;CLI-00582;Pessoa Física;RJ;2022-12-15;Ativo
583;CLI-00583;Pessoa Física;MG;2024-03-04;Ativo
584;CLI-00584;Pessoa Física;PR;2024-10-19;Ativo
585;CLI-00585;Pessoa Física;MG;2021-07-03;Ativo
586;CLI-00586;Pessoa Jurídica;MG;2021-10-17;Ativo
587;CLI-00587;Pessoa Física;RJ;2023-09-13;Ativo
588;CLI-00588;Pessoa Física;SP;2022-02-07;Ativo
589;CLI-00589;Pessoa Jurídica;MG;2023-06-27;Ativo
590;CLI-00590;Pessoa Jurídica;SC;2023-09-06;Ativo
591;CLI-00591;Pessoa Física;SC;2023-01-16;Inativo
592;CLI-00592;Pessoa Jurídica;MG;2022-02-07;Ativo
593;CLI-00593;Pessoa Jurídica;MG;2025-06-22;Ativo
594;CLI-00594;Pessoa Física;SC;2022-11-24;Ativo
595;CLI-00595;Pessoa Jurídica;SP;2025-06-12;Ativo
596;CLI-00596;Pessoa Jurídica;PR;2024-06-22;Ativo
597;CLI-00597;Pessoa Jurídica;MG;2021-12-07;Ativo
598;CLI-00598;Pessoa Física;PR;2024-09-06;Ativo
599;CLI-00599;Pessoa Jurídica;MG;2024-11-30;Ativo
600;CLI-00600;Pessoa Física;SC;2023-10-06;Inativo
601;CLI-00601;Pessoa Física;SC;2021-11-08;Ativo
602;CLI-00602;Pessoa Jurídica;SP;2021-08-18;Ativo
603;CLI-00603;Pessoa Física;MG;2024-01-27;Ativo
604;CLI-00604;Pessoa Jurídica;MG;2021-08-25;Ativo
605;CLI-00605;Pessoa Física;PR;2023-02-23;Ativo
606;CLI-00606;Pessoa Física;MG;2022-03-18;Ativo
607;CLI-00607;Pessoa Física;SC;2022-05-20;Inativo
608;CLI-00608;Pessoa Física;SC;2021-11-21;Ativo
609;CLI-00609;Pessoa Física;SP;2022-05-30;Ativo
610;CLI-00610;Pessoa Jurídica;RJ;2023-07-24;Ativo
611;CLI-00611;Pessoa Física;MG;2024-04-25;Ativo
612;CLI-00612;Pessoa Jurídica;MG;2022-06-27;Ativo
613;CLI-00613;Pessoa Jurídica;SP;2023-08-10;Ativo
614;CLI-00614;Pessoa Jurídica;MG;2021-09-02;Ativo
615;CLI-00615;Pessoa Física;RJ;2025-01-29;Ativo
616;CLI-00616;Pessoa Jurídica;SP;2024-04-22;Inativo
617;CLI-00617;Pessoa Jurídica;MG;2024-08-26;Ativo
618;CLI-00618;Pessoa Física;MG;2021-10-23;Ativo
619;CLI-00619;Pessoa Jurídica;PR;2025-01-09;Ativo
620;CLI-00620;Pessoa Física;SP;2024-05-24;Ativo
621;CLI-00621;Pessoa Física;RJ;2023-06-26;Ativo
622;CLI-00622;Pessoa Jurídica;RJ;2022-10-14;Ativo
623;CLI-00623;Pessoa Física;MG;2024-11-18;Ativo
624;CLI-00624;Pessoa Jurídica;SP;2023-04-18;Ativo
625;CLI-00625;Pessoa Jurídica;MG;2022-03-28;Ativo
626;CLI-00626;Pessoa Física;RJ;2021-09-18;Ativo
627;CLI-00627;Pessoa Jurídica;SC;2025-02-09;Ativo
628;CLI-00628;Pessoa Jurídica;SC;2023-05-27;Ativo
629;CLI-00629;Pessoa Jurídica;SP;2021-12-20;Ativo
630;CLI-00630;Pessoa Física;PR;2023-05-08;Ativo
631;CLI-00631;Pessoa Física;MG;2023-02-09;Ativo
632;CLI-00632;Pessoa Física;SC;2023-02-07;Ativo
633;CLI-00633;Pessoa Física;RJ;2022-08-04;Ativo
634;CLI-00634;Pessoa Física;RJ;2021-10-02;Ativo
635;CLI-00635;Pessoa Física;RJ;2021-10-10;Ativo
636;CLI-00636;Pessoa Física;SC;2022-04-26;Ativo
637;CLI-00637;Pessoa Jurídica;SC;2021-07-14;Ativo
638;CLI-00638;Pessoa Jurídica;PR;2024-04-29;Ativo
639;CLI-00639;Pessoa Jurídica;PR;2025-04-28;Ativo
640;CLI-00640;Pessoa Jurídica;SC;2023-07-24;Ativo
641;CLI-00641;Pessoa Física;PR;2023-12-06;Ativo
642;CLI-00642;Pessoa Física;SC;2024-05-22;Ativo
643;CLI-00643;Pessoa Física;SP;2023-03-12;Inativo
644;CLI-00644;Pessoa Jurídica;SP;2023-05-27;Ativo
645;CLI-00645;Pessoa Física;SP;2022-01-26;Ativo
646;CLI-00646;Pessoa Física;SC;2022-03-02;Ativo
647;CLI-00647;Pessoa Física;SC;2025-05-29;Ativo
648;CLI-00648;Pessoa Jurídica;MG;2021-10-30;Ativo
649;CLI-00649;Pessoa Física;RJ;2021-12-22;Ativo
650;CLI-00650;Pessoa Física;RJ;2022-07-16;Ativo
651;CLI-00651;Pessoa Física;MG;2022-05-05;Ativo
652;CLI-00652;Pessoa Jurídica;RJ;2025-02-22;Ativo
653;CLI-00653;Pessoa Física;SC;2022-06-14;Ativo
654;CLI-00654;Pessoa Jurídica;PR;2022-01-15;Ativo
655;CLI-00655;Pessoa Jurídica;SP;2022-11-20;Ativo
656;CLI-00656;Pessoa Jurídica;PR;2023-04-16;Inativo
657;CLI-00657;Pessoa Jurídica;PR;2022-05-24;Ativo
658;CLI-00658;Pessoa Jurídica;RJ;2023-04-02;Ativo
659;CLI-00659;Pessoa Física;SP;2021-08-20;Ativo
660;CLI-00660;Pessoa Física;SP;2022-12-13;Ativo
661;CLI-00661;Pessoa Jurídica;SP;2022-12-04;Inativo
662;CLI-00662;Pessoa Física;RJ;2021-11-14;Ativo
663;CLI-00663;Pessoa Jurídica;SC;2022-02-23;Ativo
664;CLI-00664;Pessoa Física;RJ;2023-01-18;Ativo
665;CLI-00665;Pessoa Física;SP;2023-08-24;Ativo
666;CLI-00666;Pessoa Física;SC;2023-03-09;Ativo
667;CLI-00667;Pessoa Jurídica;RJ;2022-08-11;Ativo
668;CLI-00668;Pessoa Jurídica;PR;2023-12-30;Ativo
669;CLI-00669;Pessoa Física;MG;2025-04-17;Ativo
670;CLI-00670;Pessoa Jurídica;SP;2023-05-09;Ativo
671;CLI-00671;Pessoa Física;RJ;2024-07-07;Ativo
672;CLI-00672;Pessoa Física;SC;2023-10-16;Ativo
673;CLI-00673;Pessoa Jurídica;SP;2022-09-19;Ativo
674;CLI-00674;Pessoa Jurídica;RJ;2024-12-19;Ativo
675;CLI-00675;Pessoa Física;SP;2024-07-13;Inativo
676;CLI-00676;Pessoa Jurídica;PR;2025-03-04;Ativo
677;CLI-00677;Pessoa Física;SP;2022-05-06;Ativo
678;CLI-00678;Pessoa Jurídica;SP;2022-06-29;Ativo
679;CLI-00679;Pessoa Física;RJ;2025-03-06;Ativo
680;CLI-00680;Pessoa Jurídica;SP;2021-09-23;Ativo
681;CLI-00681;Pessoa Física;SC;2024-04-15;Ativo
682;CLI-00682;Pessoa Física;SC;2022-05-21;Ativo
683;CLI-00683;Pessoa Física;SC;2024-05-28;Ativo
684;CLI-00684;Pessoa Jurídica;SP;2024-03-01;Ativo
685;CLI-00685;Pessoa Jurídica;MG;2024-10-01;Ativo
686;CLI-00686;Pessoa Física;PR;2022-03-15;Ativo
687;CLI-00687;Pessoa Jurídica;MG;2021-12-27;Ativo
688;CLI-00688;Pessoa Jurídica;PR;2021-11-14;Ativo
689;CLI-00689;Pessoa Jurídica;SP;2023-06-02;Ativo
690;CLI-00690;Pessoa Física;SP;2022-09-25;Ativo
691;CLI-00691;Pessoa Jurídica;PR;2022-12-13;Ativo
692;CLI-00692;Pessoa Física;SP;2022-06-03;Ativo
693;CLI-00693;Pessoa Jurídica;RJ;2023-05-21;Ativo
694;CLI-00694;Pessoa Jurídica;SP;2022-01-26;Ativo
695;CLI-00695;Pessoa Física;SP;2024-05-08;Inativo
696;CLI-00696;Pessoa Jurídica;PR;2025-01-17;Ativo
697;CLI-00697;Pessoa Jurídica;SC;2023-04-18;Ativo
698;CLI-00698;Pessoa Física;SP;2025-01-30;Ativo
699;CLI-00699;Pessoa Jurídica;MG;2023-12-28;Inativo
700;CLI-00700;Pessoa Jurídica;PR;2024-11-21;Ativo
39;CLI-00039;Pessoa Física;MG;2025-01-03;Ativo
176;CLI-00176;Pessoa Física;SC;2021-06-04;Ativo
650;CLI-00650;Pessoa Física;RJ;2022-07-16;Ativo
802;CLI-00001;Pessoa Jurídica;MG;31/02/2026;Ativo
