visita_id,terceiro_id,data_visita,unidade,motivo,status
VI01882,TE01703,2025-11-04,Joinville,Auditoria,Realizada
VI01883,TE02281,2026-03-21,Jaboticabal,Reunião,Realizada
VI01884,TE01500,2024-04-12,Jaboticabal,Auditoria,Agendada
VI01885,TE00242,2026-03-22,Jaboticabal,Entrega,Realizada
VI01886,TE01666,2026-06-20,Guarulhos,Entrega,Agendada
VI01887,TE00763,2025-04-08,Guarulhos,Entrega,Agendada
VI01888,TE02716,2025-10-22,Jaboticabal,Reunião,Realizada
VI01889,TE01647,2024-03-14,Guarulhos,Reunião,Cancelada
VI01890,TE01732,2024-09-10,Guarulhos,Auditoria,Realizada
VI01891,TE01754,2025-07-31,Guarulhos,Reunião,Realizada
VI01892,TE01374,2024-08-28,Jaboticabal,Reunião,Realizada
VI01893,TE01907,2025-05-21,Guarulhos,Entrega,Agendada
VI01894,TE02857,2024-02-23,Guarulhos,Entrega,Realizada
VI01895,TE02025,2026-07-24,Jaboticabal,Entrega,Realizada
VI01896,TE00649,2025-12-03,Joinville,Auditoria,Realizada
VI01897,TE01290,2024-01-15,Jaboticabal,Entrega,Realizada
VI01898,TE02146,2024-12-29,Guarulhos,Auditoria,Realizada
VI01899,TE02795,2024-05-14,Guarulhos,Reunião,Realizada
VI01900,TE01952,2024-09-20,Jaboticabal,Entrega,Realizada
VI01901,TE01883,2025-07-29,Guarulhos,Serviço,Agendada
VI01902,TE00643,2024-10-15,Joinville,Serviço,Realizada
VI01903,TE00094,2025-05-17,Guarulhos,Auditoria,Realizada
VI01904,TE02334,2025-03-08,Jaboticabal,Reunião,Realizada
VI01905,TE00564,2024-04-16,Guarulhos,Auditoria,Realizada
VI01906,TE02107,2025-01-11,Jaboticabal,Entrega,Agendada
VI01907,TE00840,2025-07-24,Joinville,Serviço,Agendada
VI01908,TE03020,2025-05-19,Guarulhos,Reunião,Realizada
VI01909,TE00964,2025-07-09,Jaboticabal,Auditoria,Realizada
VI01910,TE00104,2026-05-10,Joinville,Reunião,Realizada
VI01911,TE02227,2026-01-16,Jaboticabal,Entrega,Agendada
VI01912,TE02578,2025-01-24,Guarulhos,Serviço,Realizada
VI01913,TE02438,2026-05-02,Joinville,Auditoria,Realizada
VI01914,TE01113,2024-11-20,Jaboticabal,Reunião,Realizada
VI01915,TE03034,2026-07-29,Jaboticabal,Auditoria,Realizada
VI01916,TE01071,2026-07-01,Jaboticabal,Auditoria,Realizada
VI01917,TE01121,2025-11-30,Guarulhos,Entrega,Realizada
VI01918,TE02995,2025-07-27,Joinville,Auditoria,Realizada
VI01919,TE00628,2025-03-12,Jaboticabal,Auditoria,Realizada
VI01920,TE02419,2025-05-25,Joinville,Reunião,Realizada
VI01921,TE01764,2026-02-20,Joinville,Serviço,Realizada
VI01922,TE00929,2025-05-02,Joinville,Serviço,Realizada
VI01923,TE03180,2025-03-21,Joinville,Reunião,Realizada
VI01924,TE02437,2026-06-29,Jaboticabal,Entrega,Agendada
VI01925,TE01908,2024-02-14,Joinville,Entrega,Agendada
VI01926,TE02169,2025-09-12,Guarulhos,Reunião,Realizada
VI01927,TE03109,2024-11-11,Guarulhos,Entrega,Cancelada
VI01928,TE02077,2024-12-02,Jaboticabal,Reunião,Realizada
VI01929,TE00568,2024-01-29,Jaboticabal,Reunião,Agendada
VI01930,TE03117,2025-05-01,Joinville,Auditoria,Realizada
VI01931,TE00470,2024-11-03,Jaboticabal,Serviço,Realizada
VI01932,TE02560,2024-07-10,Guarulhos,Auditoria,Realizada
VI01933,TE00320,2025-03-06,Joinville,Auditoria,Realizada
VI01934,TE01210,2024-05-06,Jaboticabal,Entrega,Agendada
VI01935,TE03072,2025-10-06,Jaboticabal,Reunião,Agendada
VI01936,TE01355,2026-06-26,Jaboticabal,Auditoria,Realizada
VI01937,TE02236,2025-02-19,Joinville,Serviço,Realizada
VI01938,TE01786,2024-06-27,Jaboticabal,Entrega,Realizada
VI01939,TE01558,2024-11-29,Joinville,Serviço,Realizada
VI01940,TE02793,2024-08-16,Jaboticabal,Serviço,Realizada
VI01941,TE01689,2025-12-05,Joinville,Serviço,Realizada
VI01942,TE01966,2025-04-12,Joinville,Serviço,Realizada
VI01943,TE01669,2025-09-11,Guarulhos,Reunião,Agendada
VI01944,TE02403,2024-12-10,Jaboticabal,Reunião,Realizada
VI01945,TE01419,2025-08-22,Guarulhos,Reunião,Agendada
VI01946,TE02895,2025-02-25,Guarulhos,Reunião,Realizada
VI01947,TE01306,2026-06-28,Guarulhos,Entrega,Realizada
VI01948,TE01767,2025-02-21,Joinville,Serviço,Realizada
VI01949,TE01677,2025-03-05,Jaboticabal,Auditoria,Cancelada
VI01950,TE01251,2024-06-21,Jaboticabal,Entrega,Realizada
VI01951,TE02466,2024-01-01,Jaboticabal,Entrega,Agendada
VI01952,TE02526,2024-10-29,Jaboticabal,Entrega,Realizada
VI01953,TE01912,2025-01-30,Guarulhos,Auditoria,Realizada
VI01954,TE02308,2026-01-10,Joinville,Reunião,Realizada
VI01955,TE02731,2025-09-04,Joinville,Entrega,Realizada
VI01956,TE02985,2025-08-17,Joinville,Serviço,Realizada
VI01957,TE00313,2024-02-13,Guarulhos,Serviço,Realizada
VI01958,TE02450,2025-09-17,Jaboticabal,Serviço,Realizada
VI01959,TE02793,2026-03-14,Joinville,Auditoria,Agendada
VI01960,TE01928,2024-10-22,Jaboticabal,Entrega,Realizada
VI01961,TE00701,2025-04-24,Jaboticabal,Reunião,Realizada
VI01962,TE03176,2026-05-05,Jaboticabal,Serviço,Agendada
VI01963,TE00313,2024-09-26,Jaboticabal,Serviço,Realizada
VI01964,TE02454,2026-05-01,Joinville,Auditoria,Realizada
VI01965,TE03086,2025-11-21,Jaboticabal,Reunião,Realizada
VI01966,TE01152,2026-06-07,Joinville,Serviço,Realizada
VI01967,TE00414,2024-08-31,Joinville,Serviço,Realizada
VI01968,TE01162,2024-06-14,Joinville,Serviço,Realizada
VI01969,TE02231,2026-07-15,Joinville,Reunião,Realizada
VI01970,TE03111,2026-06-20,Jaboticabal,Entrega,Realizada
VI01971,TE03184,2025-01-04,Guarulhos,Reunião,Realizada
VI01972,TE02860,2026-02-23,Guarulhos,Entrega,Cancelada
VI01973,TE03060,2024-07-16,Guarulhos,Auditoria,Realizada
VI01974,TE01350,2025-03-06,Joinville,Serviço,Realizada
VI01975,TE03073,2025-04-21,Joinville,Entrega,Agendada
VI01976,TE01132,2025-07-02,Jaboticabal,Reunião,Realizada
VI01977,TE01735,2026-07-31,Jaboticabal,Serviço,Realizada
VI01978,TE02744,2026-04-23,Joinville,Serviço,Realizada
VI01979,TE02832,2024-06-10,Guarulhos,Auditoria,Realizada
VI01980,TE01497,2025-09-03,Joinville,Serviço,Realizada
VI01981,TE03050,2024-04-13,Jaboticabal,Entrega,Realizada
VI01982,TE01219,2025-07-11,Jaboticabal,Reunião,Realizada
VI01983,TE02877,2024-12-02,Jaboticabal,Serviço,Realizada
VI01984,TE02868,2025-10-08,Jaboticabal,Reunião,Realizada
VI01985,TE02810,2025-06-22,Joinville,Serviço,Agendada
VI01986,TE02092,2024-12-01,Jaboticabal,Entrega,Realizada
VI01987,TE01490,2024-11-25,Joinville,Reunião,Realizada
VI01988,TE03160,2024-05-12,Guarulhos,Entrega,Agendada
VI01989,TE00872,2024-02-17,Jaboticabal,Serviço,Realizada
VI01990,TE01120,2024-10-11,Guarulhos,Reunião,Realizada
VI01991,TE02308,2026-04-24,Joinville,Reunião,Agendada
VI01992,TE01023,2025-03-05,Jaboticabal,Reunião,Realizada
VI01993,TE01997,2024-05-20,Joinville,Reunião,Realizada
VI01994,TE00129,2026-01-11,Guarulhos,Entrega,Agendada
VI01995,TE03128,2026-02-23,Joinville,Auditoria,Realizada
VI01996,TE00096,2026-04-09,Jaboticabal,Reunião,Realizada
VI01997,TE01437,2024-04-24,Jaboticabal,Auditoria,Realizada
VI01998,TE01660,2024-07-09,Guarulhos,Serviço,Realizada
VI01999,TE02220,2026-02-14,Jaboticabal,Auditoria,Cancelada
VI02000,TE00054,2024-11-14,Guarulhos,Auditoria,Realizada
VI02001,TE01510,2024-09-11,Joinville,Reunião,Realizada
VI02002,TE03057,2025-06-24,Jaboticabal,Reunião,Realizada
VI02003,TE01094,2025-06-25,Joinville,Reunião,Realizada
VI02004,TE03061,2024-07-11,Jaboticabal,Reunião,Realizada
VI02005,TE00691,2025-08-05,Guarulhos,Auditoria,Realizada
VI02006,TE01195,2024-11-01,Jaboticabal,Entrega,Realizada
VI02007,TE00237,2025-06-29,Joinville,Entrega,Realizada
VI02008,TE00705,2024-01-22,Jaboticabal,Auditoria,Realizada
VI02009,TE02907,2024-08-01,Jaboticabal,Serviço,Realizada
VI02010,TE01509,2025-10-12,Guarulhos,Serviço,Realizada
VI02011,TE00871,2025-10-03,Joinville,Auditoria,Realizada
VI02012,TE02913,2024-09-28,Guarulhos,Auditoria,Realizada
VI02013,TE03078,2024-06-04,Guarulhos,Reunião,Realizada
VI02014,TE02972,2025-02-09,Jaboticabal,Auditoria,Realizada
VI02015,TE03001,2025-04-29,Joinville,Entrega,Agendada
VI02016,TE02235,2024-05-01,Jaboticabal,Auditoria,Agendada
VI02017,TE01369,2024-01-07,Jaboticabal,Auditoria,Realizada
VI02018,TE02981,2026-03-15,Guarulhos,Auditoria,Realizada
VI02019,TE02040,2024-08-09,Guarulhos,Entrega,Realizada
VI02020,TE01934,2024-10-27,Guarulhos,Auditoria,Realizada
VI02021,TE01463,2025-09-26,Guarulhos,Auditoria,Realizada
VI02022,TE00626,2024-12-27,Guarulhos,Serviço,Realizada
VI02023,TE00051,2025-06-19,Joinville,Auditoria,Realizada
VI02024,TE00252,2024-06-05,Joinville,Auditoria,Cancelada
VI02025,TE02641,2025-04-14,Guarulhos,Reunião,Realizada
VI02026,TE01188,2025-01-08,Guarulhos,Auditoria,Realizada
VI02027,TE02583,2024-12-14,Jaboticabal,Reunião,Realizada
VI02028,TE02904,2025-10-23,Jaboticabal,Serviço,Agendada
VI02029,TE00221,2026-01-20,Joinville,Entrega,Realizada
VI02030,TE01295,2024-07-29,Joinville,Auditoria,Realizada
VI02031,TE00117,2026-04-16,Joinville,Entrega,Realizada
VI02032,TE00542,2026-06-03,Joinville,Reunião,Realizada
VI02033,TE00134,2025-03-30,Jaboticabal,Auditoria,Realizada
VI02034,TE03132,2025-12-22,Joinville,Entrega,Realizada
VI02035,TE02835,2024-03-13,Guarulhos,Entrega,Agendada
VI02036,TE01783,2024-02-01,Jaboticabal,Serviço,Realizada
VI02037,TE00748,2025-09-17,Guarulhos,Serviço,Realizada
VI02038,TE01328,2025-06-30,Jaboticabal,Reunião,Realizada
VI02039,TE01335,2025-09-08,Joinville,Reunião,Agendada
VI02040,TE00146,2024-12-26,Jaboticabal,Serviço,Realizada
VI02041,TE01359,2024-10-15,Guarulhos,Auditoria,Realizada
VI02042,TE01718,2026-01-27,Jaboticabal,Serviço,Realizada
VI02043,TE02665,2026-05-08,Jaboticabal,Reunião,Realizada
VI02044,TE00331,2024-12-08,Jaboticabal,Serviço,Realizada
VI02045,TE02000,2024-03-04,Joinville,Auditoria,Realizada
VI02046,TE01360,2025-08-27,Joinville,Entrega,Agendada
VI02047,TE02547,2025-02-06,Joinville,Auditoria,Realizada
VI02048,TE02401,2024-10-28,Joinville,Auditoria,Realizada
VI02049,TE02893,2024-02-01,Jaboticabal,Auditoria,Realizada
VI02050,TE00610,2024-07-19,Guarulhos,Auditoria,Realizada
VI02051,TE02368,2025-07-21,Guarulhos,Reunião,Realizada
VI02052,TE02710,2024-04-21,Joinville,Auditoria,Realizada
VI02053,TE00093,2024-01-23,Joinville,Auditoria,Realizada
VI02054,TE00483,2025-01-24,Joinville,Entrega,Agendada
VI02055,TE00374,2024-02-22,Guarulhos,Reunião,Realizada
VI02056,TE00128,2024-09-27,Joinville,Serviço,Realizada
VI02057,TE02555,2024-10-18,Joinville,Serviço,Agendada
VI02058,TE00048,2024-09-04,Joinville,Auditoria,Realizada
VI02059,TE01628,2024-03-27,Joinville,Entrega,Realizada
VI02060,TE02734,2025-11-28,Jaboticabal,Serviço,Realizada
VI02061,TE02774,2024-02-25,Guarulhos,Entrega,Realizada
VI02062,TE00713,2025-02-03,Guarulhos,Reunião,Realizada
VI02063,TE01300,2025-02-23,Guarulhos,Serviço,Realizada
VI02064,TE02588,2025-09-29,Guarulhos,Auditoria,Realizada
VI02065,TE02478,2026-01-21,Joinville,Auditoria,Realizada
VI02066,TE00579,2026-07-05,Guarulhos,Auditoria,Agendada
VI02067,TE02138,2024-06-09,Joinville,Reunião,Realizada
VI02068,TE00234,2024-10-17,Joinville,Reunião,Realizada
VI02069,TE02491,2025-10-04,Guarulhos,Entrega,Realizada
VI02070,TE00561,2025-11-30,Guarulhos,Reunião,Realizada
VI02071,TE01979,2024-05-17,Jaboticabal,Serviço,Agendada
VI02072,TE02908,2025-07-25,Guarulhos,Reunião,Realizada
VI02073,TE01747,2024-06-04,Guarulhos,Serviço,Cancelada
VI02074,TE00148,2025-09-17,Guarulhos,Entrega,Realizada
VI02075,TE00254,2025-01-30,Guarulhos,Auditoria,Realizada
VI02076,TE01519,2025-06-02,Joinville,Entrega,Realizada
VI02077,TE01400,2025-12-01,Guarulhos,Reunião,Realizada
VI02078,TE00827,2025-10-06,Jaboticabal,Reunião,Realizada
VI02079,TE03182,2026-07-26,Guarulhos,Reunião,Realizada
VI02080,TE01723,2025-05-29,Joinville,Auditoria,Realizada
VI02081,TE01687,2025-12-05,Guarulhos,Serviço,Realizada
VI02082,TE01315,2024-09-08,Guarulhos,Entrega,Realizada
VI02083,TE01623,2024-10-30,Jaboticabal,Serviço,Realizada
VI02084,TE01491,2024-12-17,Joinville,Entrega,Realizada
VI02085,TE01548,2025-03-26,Jaboticabal,Auditoria,Agendada
VI02086,TE01594,2025-11-25,Joinville,Reunião,Realizada
VI02087,TE00641,2025-10-20,Guarulhos,Entrega,Realizada
VI02088,TE01095,2024-04-07,Jaboticabal,Auditoria,Agendada
VI02089,TE00956,2024-12-07,Jaboticabal,Reunião,Realizada
VI02090,TE00002,2024-05-15,Joinville,Serviço,Realizada
VI02091,TE02845,2025-12-15,Jaboticabal,Auditoria,Realizada
VI02092,TE01000,2024-10-27,Guarulhos,Reunião,Realizada
VI02093,TE03175,2024-12-01,Jaboticabal,Reunião,Realizada
VI02094,TE02685,2024-05-19,Jaboticabal,Auditoria,Realizada
VI02095,TE02579,2026-05-06,Guarulhos,Serviço,Realizada
VI02096,TE00253,2025-08-16,Guarulhos,Entrega,Realizada
VI02097,TE02523,2024-10-19,Guarulhos,Serviço,Realizada
VI02098,TE00233,2024-10-07,Guarulhos,Auditoria,Realizada
VI02099,TE02552,2024-02-05,Jaboticabal,Entrega,Realizada
VI02100,TE00190,2024-03-30,Guarulhos,Reunião,Realizada
VI02101,TE03180,2025-03-21,Joinville,Auditoria,Realizada
VI02102,TE00717,2025-04-05,Joinville,Entrega,Agendada
VI02103,TE01421,2024-02-01,Jaboticabal,Entrega,Realizada
VI02104,TE01839,2024-12-20,Jaboticabal,Auditoria,Realizada
VI02105,TE00140,2026-07-06,Jaboticabal,Entrega,Realizada
VI02106,TE02286,2024-09-05,Jaboticabal,Reunião,Realizada
VI02107,TE01593,2026-06-10,Joinville,Serviço,Realizada
VI02108,TE01053,2026-04-22,Joinville,Auditoria,Realizada
VI02109,TE01223,2026-01-17,Guarulhos,Serviço,Realizada
VI02110,TE01177,2024-02-16,Joinville,Serviço,Realizada
VI02111,TE02678,2025-08-05,Jaboticabal,Entrega,Agendada
VI02112,TE01432,2024-05-04,Guarulhos,Reunião,Realizada
VI02113,TE01854,2025-07-31,Guarulhos,Reunião,Cancelada
VI02114,TE02040,2025-04-15,Guarulhos,Serviço,Realizada
VI02115,TE01892,2024-08-16,Jaboticabal,Reunião,Realizada
VI02116,TE03052,2026-04-08,Joinville,Reunião,Realizada
VI02117,TE00718,2025-01-30,Joinville,Auditoria,Realizada
VI02118,TE01361,2024-11-23,Joinville,Entrega,Agendada
VI02119,TE03069,2025-11-29,Jaboticabal,Serviço,Realizada
VI02120,TE00590,2024-01-04,Joinville,Entrega,Realizada
VI02121,TE02492,2024-11-23,Guarulhos,Reunião,Realizada
VI02122,TE02525,2024-07-07,Guarulhos,Reunião,Realizada
VI02123,TE01507,2025-10-30,Jaboticabal,Entrega,Realizada
VI02124,TE01064,2025-06-29,Jaboticabal,Entrega,Realizada
VI02125,TE02366,2025-09-28,Guarulhos,Entrega,Realizada
VI02126,TE00339,2026-01-25,Joinville,Entrega,Agendada
VI02127,TE03015,2024-10-08,Guarulhos,Auditoria,Agendada
VI02128,TE01756,2024-01-12,Jaboticabal,Serviço,Realizada
VI02129,TE02076,2026-07-07,Jaboticabal,Reunião,Agendada
VI02130,TE02912,2024-08-27,Jaboticabal,Entrega,Realizada
VI02131,TE00632,2024-11-02,Guarulhos,Reunião,Realizada
VI02132,TE03049,2026-07-05,Joinville,Serviço,Agendada
VI02133,TE02272,2024-03-22,Guarulhos,Serviço,Agendada
VI02134,TE02779,2024-05-23,Jaboticabal,Entrega,Realizada
VI02135,TE00668,2024-03-25,Joinville,Entrega,Realizada
VI02136,TE03062,2025-06-08,Jaboticabal,Auditoria,Realizada
VI02137,TE01516,2026-06-12,Guarulhos,Serviço,Realizada
VI02138,TE02407,2024-05-07,Guarulhos,Reunião,Realizada
VI02139,TE02305,2024-07-17,Joinville,Entrega,Realizada
VI02140,TE00267,2025-04-05,Joinville,Entrega,Realizada
VI02141,TE02923,2025-09-18,Jaboticabal,Auditoria,Realizada
VI02142,TE02306,2024-06-01,Jaboticabal,Reunião,Cancelada
VI02143,TE00627,2024-05-06,Joinville,Entrega,Realizada
VI02144,TE00854,2025-04-19,Joinville,Entrega,Realizada
VI02145,TE00407,2025-10-19,Jaboticabal,Reunião,Realizada
VI02146,TE02324,2025-08-14,Jaboticabal,Serviço,Realizada
VI02147,TE01101,2025-10-31,Joinville,Reunião,Realizada
VI02148,TE02164,2025-10-06,Guarulhos,Entrega,Realizada
VI02149,TE00564,2025-05-02,Guarulhos,Reunião,Realizada
VI02150,TE02316,2025-05-20,Guarulhos,Serviço,Agendada
VI02151,TE01131,2025-01-23,Jaboticabal,Serviço,Realizada
VI02152,TE02472,2026-03-16,Jaboticabal,Auditoria,Realizada
VI02153,TE02448,2025-02-04,Jaboticabal,Entrega,Realizada
VI02154,TE01768,2025-11-30,Jaboticabal,Entrega,Realizada
VI02155,TE02319,2026-01-30,Joinville,Serviço,Realizada
VI02156,TE00957,2025-10-24,Joinville,Serviço,Realizada
VI02157,TE01561,2025-06-28,Guarulhos,Reunião,Realizada
VI02158,TE02297,2025-07-10,Guarulhos,Entrega,Agendada
VI02159,TE00281,2025-09-19,Jaboticabal,Reunião,Realizada
VI02160,TE02431,2025-08-20,Guarulhos,Auditoria,Realizada
VI02161,TE02086,2026-05-20,Guarulhos,Reunião,Realizada
VI02162,TE00629,2024-12-21,Guarulhos,Serviço,Realizada
VI02163,TE00646,2026-02-06,Joinville,Serviço,Agendada
VI02164,TE00115,2026-07-02,Guarulhos,Serviço,Realizada
VI02165,TE01771,2025-05-12,Guarulhos,Auditoria,Realizada
VI02166,TE00845,2025-12-31,Guarulhos,Reunião,Realizada
VI02167,TE01123,2024-07-30,Jaboticabal,Auditoria,Cancelada
VI02168,TE00962,2024-10-05,Jaboticabal,Auditoria,Realizada
VI02169,TE02833,2024-10-31,Joinville,Reunião,Realizada
VI02170,TE01425,2024-06-05,Jaboticabal,Serviço,Agendada
VI02171,TE01227,2025-03-03,Guarulhos,Reunião,Realizada
VI02172,TE03027,2026-04-30,Jaboticabal,Serviço,Agendada
VI02173,TE01318,2025-09-06,Guarulhos,Serviço,Realizada
VI02174,TE02013,2025-03-27,Guarulhos,Serviço,Realizada
VI02175,TE01017,2024-05-23,Guarulhos,Reunião,Agendada
VI02176,TE00108,2025-02-14,Joinville,Reunião,Realizada
VI02177,TE00940,2025-12-10,Guarulhos,Reunião,Realizada
VI02178,TE01848,2024-04-09,Guarulhos,Entrega,Realizada
VI02179,TE02107,2026-05-06,Guarulhos,Auditoria,Realizada
VI02180,TE00422,2026-03-11,Jaboticabal,Entrega,Cancelada
VI02181,TE00176,2026-07-11,Guarulhos,Auditoria,Realizada
VI02182,TE01359,2025-03-28,Joinville,Reunião,Realizada
VI02183,TE02141,2026-06-07,Joinville,Serviço,Realizada
VI02184,TE00170,2025-01-30,Jaboticabal,Auditoria,Realizada
VI02185,TE02437,2025-05-04,Joinville,Auditoria,Agendada
VI02186,TE00820,2025-01-27,Jaboticabal,Serviço,Realizada
VI02187,TE01176,2026-01-10,Guarulhos,Entrega,Realizada
VI02188,TE03057,2025-12-28,Jaboticabal,Auditoria,Realizada
VI02189,TE00348,2025-03-08,Guarulhos,Entrega,Realizada
VI02190,TE01405,2024-08-01,Guarulhos,Auditoria,Realizada
VI02191,TE00796,2026-06-01,Guarulhos,Serviço,Realizada
VI02192,TE01708,2024-10-14,Joinville,Auditoria,Realizada
VI02193,TE02251,2026-07-04,Jaboticabal,Auditoria,Realizada
VI02194,TE01512,2025-11-07,Joinville,Auditoria,Realizada
VI02195,TE00730,2024-01-06,Guarulhos,Auditoria,Realizada
VI02196,TE02825,2024-11-26,Joinville,Serviço,Realizada
VI02197,TE02266,2026-03-15,Guarulhos,Entrega,Agendada
VI02198,TE03041,2025-06-19,Guarulhos,Reunião,Agendada
VI02199,TE02232,2024-04-12,Guarulhos,Reunião,Realizada
VI02200,TE01857,2025-12-18,Joinville,Auditoria,Realizada
VI02201,TE00059,2025-08-14,Guarulhos,Reunião,Realizada
VI02202,TE03018,2024-12-28,Guarulhos,Reunião,Cancelada
VI02203,TE02416,2024-01-25,Joinville,Reunião,Realizada
VI02204,TE02808,2026-02-22,Joinville,Reunião,Realizada
VI02205,TE02949,2024-05-14,Joinville,Reunião,Realizada
VI02206,TE00017,2024-03-27,Joinville,Auditoria,Realizada
VI02207,TE01798,2026-06-30,Joinville,Serviço,Realizada
VI02208,TE00346,2025-01-30,Guarulhos,Serviço,Realizada
VI02209,TE02591,2026-04-18,Guarulhos,Reunião,Realizada
VI02210,TE03180,2025-10-28,Guarulhos,Reunião,Agendada
VI02211,TE01107,2025-04-23,Guarulhos,Entrega,Realizada
VI02212,TE03114,2025-09-28,Jaboticabal,Entrega,Cancelada
VI02213,TE00794,2025-04-17,Guarulhos,Auditoria,Realizada
VI02214,TE00292,2025-02-12,Jaboticabal,Auditoria,Agendada
VI02215,TE02262,2026-05-17,Joinville,Serviço,Realizada
VI02216,TE00813,2025-06-11,Jaboticabal,Auditoria,Realizada
VI02217,TE01999,2024-01-16,Jaboticabal,Serviço,Agendada
VI02218,TE00869,2026-05-04,Guarulhos,Auditoria,Realizada
VI02219,TE01926,2024-07-16,Joinville,Serviço,Realizada
VI02220,TE02385,2024-06-21,Jaboticabal,Reunião,Realizada
VI02221,TE01850,2026-07-06,Jaboticabal,Serviço,Realizada
VI02222,TE02076,2025-07-08,Jaboticabal,Auditoria,Realizada
VI02223,TE01283,2025-03-11,Jaboticabal,Entrega,Realizada
VI02224,TE01283,2024-10-05,Guarulhos,Entrega,Realizada
VI02225,TE00087,2024-01-19,Joinville,Reunião,Agendada
VI02226,TE01407,2025-04-07,Jaboticabal,Serviço,Realizada
VI02227,TE01062,2024-04-13,Guarulhos,Entrega,Realizada
VI02228,TE02468,2025-07-21,Jaboticabal,Auditoria,Realizada
VI02229,TE00987,2026-07-04,Jaboticabal,Reunião,Realizada
VI02230,TE01232,2026-05-26,Jaboticabal,Auditoria,Realizada
VI02231,TE01319,2024-06-09,Joinville,Reunião,Realizada
VI02232,TE01884,2024-09-04,Jaboticabal,Reunião,Realizada
VI02233,TE03105,2026-03-18,Joinville,Reunião,Realizada
VI02234,TE03139,2026-05-20,Guarulhos,Reunião,Realizada
VI02235,TE02150,2025-03-15,Jaboticabal,Reunião,Realizada
VI02236,TE00214,2024-04-04,Guarulhos,Serviço,Agendada
VI02237,TE01594,2025-12-02,Guarulhos,Reunião,Realizada
VI02238,TE00571,2025-01-21,Guarulhos,Entrega,Realizada
VI02239,TE02370,2024-11-05,Jaboticabal,Serviço,Realizada
VI02240,TE00172,2024-09-21,Guarulhos,Serviço,Realizada
VI02241,TE01073,2026-02-10,Guarulhos,Reunião,Realizada
VI02242,TE02119,2024-12-12,Jaboticabal,Reunião,Agendada
VI02243,TE00513,2025-12-28,Joinville,Reunião,Realizada
VI02244,TE01259,2024-06-16,Jaboticabal,Reunião,Realizada
VI02245,TE00169,2026-02-05,Jaboticabal,Entrega,Agendada
VI02246,TE01576,2024-01-31,Joinville,Entrega,Realizada
VI02247,TE01417,2024-07-18,Joinville,Entrega,Cancelada
VI02248,TE01409,2025-05-01,Guarulhos,Serviço,Cancelada
VI02249,TE01201,2024-03-03,Joinville,Auditoria,Realizada
VI02250,TE00680,2026-02-06,Jaboticabal,Entrega,Agendada
VI02251,TE00339,2026-05-26,Guarulhos,Reunião,Realizada
VI02252,TE00908,2026-07-15,Guarulhos,Entrega,Realizada
VI02253,TE01896,2024-04-25,Guarulhos,Reunião,Realizada
VI02254,TE01290,2024-05-31,Joinville,Entrega,Realizada
VI02255,TE01248,2025-10-13,Jaboticabal,Entrega,Realizada
VI02256,TE01097,2025-04-10,Guarulhos,Auditoria,Realizada
VI02257,TE02043,2025-06-21,Joinville,Serviço,Realizada
VI02258,TE02591,2025-09-12,Guarulhos,Entrega,Cancelada
VI02259,TE02076,2026-01-03,Guarulhos,Entrega,Realizada
VI02260,TE00308,2025-03-12,Guarulhos,Entrega,Realizada
VI02261,TE00097,2026-07-06,Joinville,Reunião,Realizada
VI02262,TE01076,2025-01-15,Guarulhos,Auditoria,Realizada
VI02263,TE01287,2024-12-18,Guarulhos,Entrega,Agendada
VI02264,TE01268,2024-01-21,Joinville,Entrega,Realizada
VI02265,TE02090,2025-01-15,Guarulhos,Serviço,Realizada
VI02266,TE02782,2025-03-15,Jaboticabal,Reunião,Realizada
VI02267,TE00462,2025-03-29,Joinville,Reunião,Realizada
VI02268,TE01319,2024-12-01,Joinville,Auditoria,Realizada
VI02269,TE00017,2025-10-29,Guarulhos,Serviço,Cancelada
VI02270,TE00435,2025-02-19,Joinville,Serviço,Cancelada
VI02271,TE00263,2024-11-16,Jaboticabal,Entrega,Realizada
VI02272,TE00300,2026-04-28,Jaboticabal,Serviço,Realizada
VI02273,TE01496,2025-06-07,Guarulhos,Entrega,Realizada
VI02274,TE01989,2025-10-10,Guarulhos,Auditoria,Realizada
VI02275,TE02123,2025-04-29,Joinville,Entrega,Realizada
VI02276,TE02311,2025-10-01,Jaboticabal,Auditoria,Cancelada
VI02277,TE03190,2026-04-11,Jaboticabal,Auditoria,Realizada
VI02278,TE03081,2024-03-19,Jaboticabal,Auditoria,Realizada
VI02279,TE01436,2024-01-19,Guarulhos,Auditoria,Realizada
VI02280,TE01353,2025-07-16,Jaboticabal,Reunião,Cancelada
VI02281,TE02896,2026-03-16,Jaboticabal,Reunião,Agendada
VI02282,TE00854,2026-02-14,Jaboticabal,Auditoria,Agendada
VI02283,TE02779,2025-06-19,Joinville,Entrega,Realizada
VI02284,TE00466,2025-03-05,Jaboticabal,Reunião,Realizada
VI02285,TE00257,2025-07-23,Guarulhos,Entrega,Realizada
VI02286,TE01811,2026-06-19,Jaboticabal,Serviço,Realizada
VI02287,TE01169,2025-06-01,Jaboticabal,Auditoria,Realizada
VI02288,TE02365,2024-02-06,Jaboticabal,Serviço,Realizada
VI02289,TE02202,2024-09-19,Jaboticabal,Auditoria,Realizada
VI02290,TE02861,2025-07-21,Guarulhos,Auditoria,Realizada
VI02291,TE02477,2024-01-26,Joinville,Reunião,Realizada
