terceiro_id,empresa_id,funcao,data_inicio,data_fim,status
TE00421,EM001,Consultor,2024-05-21,2026-02-03,Ativo
TE00422,EM198,Montador,2025-06-25,2025-07-07,Ativo
TE00423,EM112,Montador,2025-09-29,2024-08-20,Ativo
TE00424,EM044,Motorista,2025-08-07,2025-03-15,Ativo
TE00425,EM131,Motorista,2026-05-07,2024-11-06,Ativo
TE00426,EM214,Técnico,2024-05-31,2026-03-08,Ativo
TE00427,EM215,Motorista,2025-11-28,2024-07-18,Inativo
TE00428,EM131,Montador,2025-04-24,2026-06-10,Ativo
TE00429,EM198,Motorista,2024-03-07,2024-06-16,Ativo
TE00430,EM191,Motorista,2024-01-14,2024-10-06,Ativo
TE00431,EM081,Montador,2025-12-20,2026-07-28,Ativo
TE00432,EM045,Técnico,2024-09-15,2025-07-23,Ativo
TE00433,EM089,Consultor,2025-10-28,2026-01-07,Ativo
TE00434,EM217,Consultor,2025-01-23,2026-01-09,Ativo
TE00435,EM168,Consultor,2025-12-24,2026-02-19,Ativo
TE00436,EM158,Consultor,2025-07-23,2025-03-24,Ativo
TE00437,EM042,Técnico,2024-03-09,2026-02-05,Ativo
TE00438,EM156,Motorista,2024-12-27,2024-01-02,Inativo
TE00439,EM112,Montador,2025-10-08,2024-09-21,Ativo
TE00440,EM112,Consultor,2025-01-22,2025-05-19,Inativo
TE00441,EM032,Motorista,2025-05-27,2026-06-08,Inativo
TE00442,EM217,Motorista,2025-05-17,2025-11-09,Ativo
TE00443,EM160,Consultor,2025-12-09,2026-02-11,Ativo
TE00444,EM201,Montador,2024-08-15,2026-01-06,Ativo
TE00445,EM058,Montador,2024-10-04,2024-09-11,Ativo
TE00446,EM014,Inspetor,2026-07-20,2025-10-26,Ativo
TE00447,EM164,Consultor,2026-04-01,2024-10-25,Inativo
TE00448,EM210,Inspetor,2025-09-17,2025-10-28,Ativo
TE00449,EM035,Inspetor,2026-06-04,2025-07-26,Bloqueado
TE00450,EM068,Inspetor,2025-06-11,2026-03-27,Inativo
TE00451,EM026,Motorista,2024-04-30,2024-03-10,Ativo
TE00452,EM116,Montador,2025-01-01,2026-04-28,Inativo
TE00453,EM114,Consultor,2024-10-05,2024-06-18,Ativo
TE00454,EM172,Montador,2025-12-06,2024-03-10,Ativo
TE00455,EM042,Montador,2024-02-02,2025-04-26,Ativo
TE00456,EM008,Motorista,2024-08-01,2024-01-20,Ativo
TE00457,EM174,Motorista,2026-07-13,2024-07-18,Ativo
TE00458,EM056,Consultor,2024-02-10,2025-12-18,Ativo
TE00459,EM131,Técnico,2026-03-10,2025-12-31,Ativo
TE00460,EM149,Inspetor,2024-11-22,2024-07-13,Ativo
TE00461,EM114,Montador,2026-03-22,2026-03-06,Ativo
TE00462,EM010,Consultor,2025-05-28,2024-06-29,Inativo
TE00463,EM017,Técnico,2026-05-04,2024-03-18,Ativo
TE00464,EM008,Consultor,2026-06-21,2026-06-21,Ativo
TE00465,EM109,Técnico,2024-04-18,2025-04-10,Inativo
TE00466,EM177,Inspetor,2025-11-17,2025-11-15,Inativo
TE00467,EM181,Motorista,2025-08-02,2026-04-12,Ativo
TE00468,EM219,Técnico,2025-10-17,2025-03-23,Inativo
TE00469,EM148,Montador,2025-09-25,2024-01-30,Inativo
TE00470,EM040,Técnico,2024-01-06,2024-09-12,Inativo
TE00471,EM169,Montador,2025-03-16,2024-07-19,Ativo
TE00472,EM178,Consultor,2025-11-16,2024-09-10,Ativo
TE00473,EM062,Técnico,2025-11-11,2026-01-28,Ativo
TE00474,EM011,Técnico,2025-05-08,2025-07-09,Ativo
TE00475,EM084,Motorista,2024-11-08,2024-04-25,Ativo
TE00476,EM104,Montador,2025-01-24,2026-07-09,Ativo
TE00477,EM138,Montador,2025-04-03,2024-10-30,Ativo
TE00478,EM098,Inspetor,2024-12-21,2026-05-07,Ativo
TE00479,EM172,Montador,2024-04-20,2025-08-03,Ativo
TE00480,EM047,Montador,2026-06-02,2024-04-24,Bloqueado
TE00481,EM207,Consultor,2026-04-11,2025-06-08,Bloqueado
TE00482,EM089,Inspetor,2026-02-10,2026-03-03,Ativo
TE00483,EM034,Consultor,2024-11-06,2024-05-26,Ativo
TE00484,EM110,Técnico,2024-12-12,2025-08-31,Ativo
TE00485,EM129,Inspetor,2026-01-29,2025-11-03,Ativo
TE00486,EM059,Inspetor,2025-09-10,2024-11-07,Inativo
TE00487,EM208,Técnico,2025-01-23,2024-01-27,Ativo
TE00488,EM157,Motorista,2026-04-27,2025-04-16,Ativo
TE00489,EM026,Motorista,2025-05-24,2024-11-23,Ativo
TE00490,EM048,Montador,2025-06-12,2024-04-03,Ativo
TE00491,EM193,Motorista,2026-05-23,2024-12-24,Ativo
TE00492,EM192,Inspetor,2025-11-07,2024-01-31,Ativo
TE00493,EM022,Consultor,2025-03-08,2025-01-22,Ativo
TE00494,EM119,Inspetor,2025-08-31,2025-09-17,Ativo
TE00495,EM063,Consultor,2024-07-11,2024-09-03,Inativo
TE00496,EM162,Montador,2025-06-23,2024-05-02,Ativo
TE00497,EM094,Consultor,2026-01-19,2025-04-25,Ativo
TE00498,EM192,Consultor,2025-11-17,2025-09-27,Ativo
TE00499,EM056,Motorista,2024-07-09,2025-05-05,Ativo
TE00500,EM131,Técnico,2026-02-23,2025-01-18,Inativo
TE00501,EM110,Consultor,2025-06-03,2024-07-06,Ativo
TE00502,EM216,Montador,2024-02-20,2026-02-11,Ativo
TE00503,EM142,Técnico,2025-01-28,2024-02-13,Inativo
TE00504,EM063,Consultor,2026-06-19,2026-07-12,Ativo
TE00505,EM157,Consultor,2026-02-05,2024-09-28,Ativo
TE00506,EM090,Montador,2024-12-28,2025-03-06,Inativo
TE00507,EM108,Técnico,2024-10-22,2026-01-20,Ativo
TE00508,EM006,Montador,2024-12-04,2025-03-20,Ativo
TE00509,EM078,Técnico,2024-07-17,2024-10-06,Ativo
TE00510,EM218,Técnico,2024-05-30,2026-05-06,Ativo
TE00511,EM203,Montador,2024-04-20,2024-06-11,Ativo
TE00512,EM014,Montador,2026-06-08,2024-03-08,Ativo
TE00513,EM149,Consultor,2026-01-02,2026-05-28,Ativo
TE00514,EM041,Motorista,2026-03-17,2025-08-09,Bloqueado
TE00515,EM004,Consultor,2024-05-02,2026-02-13,Ativo
TE00516,EM189,Inspetor,2024-04-11,2024-06-04,Ativo
TE00517,EM009,Montador,2024-07-30,2024-02-11,Ativo
TE00518,EM017,Motorista,2026-03-03,2024-02-26,Ativo
TE00519,EM132,Motorista,2025-06-08,2025-11-04,Ativo
TE00520,EM181,Inspetor,2026-05-14,2024-12-23,Ativo
TE00521,EM093,Montador,2024-03-19,2026-02-09,Ativo
TE00522,EM084,Montador,2025-10-08,2025-12-25,Ativo
TE00523,EM064,Técnico,2025-05-14,2024-08-28,Inativo
TE00524,EM055,Consultor,2026-01-31,2026-06-10,Ativo
TE00525,EM065,Técnico,2026-02-04,2024-04-20,Ativo
TE00526,EM105,Técnico,2025-09-08,2025-12-17,Ativo
TE00527,EM161,Técnico,2024-02-08,2025-01-24,Inativo
TE00528,EM160,Técnico,2026-06-06,2025-03-22,Ativo
TE00529,EM144,Inspetor,2026-06-05,2025-02-05,Ativo
TE00530,EM129,Inspetor,2025-11-17,2024-05-28,Ativo
TE00531,EM060,Montador,2025-03-20,2025-11-12,Inativo
TE00532,EM193,Motorista,2025-06-11,2024-07-14,Ativo
TE00533,EM113,Montador,2024-03-16,2025-02-15,Ativo
TE00534,EM205,Inspetor,2025-06-10,2026-07-24,Inativo
TE00535,EM088,Motorista,2025-10-29,2024-09-27,Inativo
TE00536,EM013,Montador,2024-12-17,2024-01-11,Inativo
TE00537,EM120,Montador,2024-01-23,2026-07-29,Ativo
TE00538,EM068,Técnico,2026-04-28,2026-05-18,Inativo
TE00539,EM123,Técnico,2025-03-03,2026-04-18,Ativo
TE00540,EM026,Motorista,2024-05-24,2025-10-09,Ativo
TE00541,EM049,Técnico,2026-02-06,2024-08-01,Ativo
TE00542,EM213,Montador,2024-05-06,2026-02-22,Ativo
TE00543,EM074,Inspetor,2025-08-28,2026-02-03,Ativo
TE00544,EM098,Montador,2024-05-23,2024-03-13,Ativo
TE00545,EM138,Consultor,2025-06-15,2026-07-19,Ativo
TE00546,EM069,Inspetor,2025-09-17,2026-01-31,Ativo
TE00547,EM038,Inspetor,2024-07-03,2026-05-30,Ativo
TE00548,EM143,Motorista,2025-08-11,2024-01-20,Ativo
TE00549,EM135,Montador,2024-06-04,2025-06-24,Ativo
TE00550,EM133,Técnico,2025-11-29,2024-08-07,Ativo
TE00551,EM049,Motorista,2024-10-06,2025-01-10,Inativo
TE00552,EM206,Montador,2024-01-26,2025-01-27,Ativo
TE00553,EM012,Montador,2024-01-08,2025-12-10,Ativo
TE00554,EM096,Montador,2024-05-25,2024-05-15,Ativo
TE00555,EM026,Motorista,2024-12-14,2024-08-11,Ativo
TE00556,EM155,Motorista,2025-10-14,2024-10-07,Inativo
TE00557,EM215,Inspetor,2024-12-22,2024-12-20,Ativo
TE00558,EM007,Técnico,2024-01-18,2025-11-27,Ativo
TE00559,EM054,Técnico,2025-02-11,2024-10-24,Ativo
TE00560,EM043,Motorista,2026-04-26,2025-01-18,Ativo
TE00561,EM106,Técnico,2025-11-19,2024-08-30,Ativo
TE00562,EM184,Montador,2024-08-06,2025-08-08,Ativo
TE00563,EM169,Motorista,2025-10-02,2026-04-30,Ativo
TE00564,EM169,Inspetor,2024-01-26,2024-08-21,Bloqueado
TE00565,EM033,Montador,2024-02-15,2026-05-19,Ativo
TE00566,EM022,Motorista,2025-10-24,2026-01-12,Ativo
TE00567,EM067,Técnico,2024-08-26,2024-02-15,Ativo
TE00568,EM092,Consultor,2026-01-02,2024-06-18,Ativo
TE00569,EM213,Consultor,2025-08-27,2025-09-16,Ativo
TE00570,EM075,Montador,2025-09-20,2025-02-20,Ativo
TE00571,EM095,Técnico,2024-12-03,2024-04-25,Ativo
TE00572,EM144,Inspetor,2024-08-20,2025-05-12,Ativo
TE00573,EM043,Motorista,2025-04-01,2025-09-04,Ativo
TE00574,EM001,Inspetor,2024-07-26,2025-10-19,Inativo
TE00575,EM055,Técnico,2025-03-03,2025-05-03,Bloqueado
TE00576,EM031,Motorista,2026-01-12,2025-11-03,Ativo
TE00577,EM038,Inspetor,2024-10-30,2025-08-02,Ativo
TE00578,EM214,Montador,2026-01-13,2025-01-06,Ativo
TE00579,EM193,Inspetor,2024-11-04,2024-06-20,Ativo
TE00580,EM218,Inspetor,2026-07-11,2024-10-15,Bloqueado
TE00581,EM139,Montador,2024-09-10,2024-10-27,Ativo
TE00582,EM181,Técnico,2026-07-10,2026-06-25,Inativo
TE00583,EM181,Montador,2026-07-05,2025-03-25,Ativo
TE00584,EM159,Montador,2024-07-13,2024-05-15,Ativo
TE00585,EM205,Motorista,2026-03-21,2025-11-03,Ativo
TE00586,EM128,Técnico,2024-11-04,2024-03-12,Ativo
TE00587,EM182,Montador,2025-09-21,2026-02-12,Ativo
TE00588,EM126,Montador,2026-01-08,2026-07-22,Ativo
TE00589,EM010,Consultor,2024-10-29,2024-06-18,Ativo
TE00590,EM141,Motorista,2024-05-30,2025-06-27,Inativo
TE00591,EM102,Consultor,2025-02-05,2026-03-15,Ativo
TE00592,EM163,Motorista,2025-01-26,2024-04-03,Ativo
TE00593,EM086,Técnico,2024-10-13,2024-01-18,Ativo
TE00594,EM108,Técnico,2024-10-11,2026-06-01,Ativo
TE00595,EM136,Inspetor,2026-01-26,2025-06-19,Ativo
TE00596,EM088,Inspetor,2025-02-20,2024-12-02,Ativo
TE00597,EM069,Inspetor,2024-07-11,2026-03-03,Inativo
TE00598,EM024,Montador,2026-06-17,2025-03-16,Ativo
TE00599,EM191,Motorista,2024-11-15,2024-06-19,Ativo
TE00600,EM004,Motorista,2026-06-22,2024-11-09,Ativo
TE00601,EM009,Inspetor,2024-01-25,2024-02-04,Ativo
TE00602,EM117,Consultor,2025-03-21,2024-03-24,Ativo
TE00603,EM048,Técnico,2024-04-12,2025-06-28,Ativo
TE00604,EM115,Montador,2025-01-12,2026-02-22,Ativo
TE00605,EM021,Motorista,2026-07-13,2024-08-27,Ativo
TE00606,EM008,Consultor,2025-01-10,2025-02-21,Inativo
TE00607,EM113,Técnico,2025-10-04,2025-09-05,Ativo
TE00608,EM184,Montador,2026-03-16,2024-07-24,Inativo
TE00609,EM195,Inspetor,2025-12-04,2024-01-25,Ativo
TE00610,EM121,Técnico,2026-02-02,2024-12-02,Ativo
TE00611,EM061,Consultor,2026-02-27,2024-08-03,Ativo
TE00612,EM063,Técnico,2025-10-13,2026-02-06,Ativo
TE00613,EM132,Inspetor,2026-07-26,2025-06-09,Ativo
TE00614,EM203,Consultor,2025-04-23,2025-05-18,Ativo
TE00615,EM149,Inspetor,2024-07-05,2025-02-16,Ativo
TE00616,EM044,Técnico,2024-07-27,2026-02-20,Ativo
TE00617,EM142,Montador,2024-12-30,2026-07-28,Ativo
TE00618,EM101,Motorista,2025-02-19,2026-06-16,Ativo
TE00619,EM010,Consultor,2024-09-15,2026-06-01,Ativo
TE00620,EM058,Motorista,2025-10-03,2025-08-16,Ativo
TE00621,EM014,Motorista,2025-09-15,2024-08-20,Ativo
TE00622,EM160,Inspetor,2025-08-01,2024-10-14,Inativo
TE00623,EM088,Inspetor,2025-05-13,2025-08-04,Ativo
TE00624,EM105,Montador,2025-12-31,2026-04-12,Ativo
TE00625,EM128,Técnico,2024-07-09,2026-01-07,Ativo
TE00626,EM026,Técnico,2025-02-05,2024-05-25,Ativo
TE00627,EM108,Inspetor,2026-05-19,2024-05-22,Inativo
TE00628,EM041,Montador,2025-04-18,2024-06-12,Ativo
TE00629,EM164,Técnico,2024-02-05,2024-08-10,Inativo
TE00630,EM148,Montador,2025-08-12,2026-01-11,Ativo
TE00631,EM213,Técnico,2024-03-24,2024-06-06,Ativo
TE00632,EM202,Montador,2024-12-11,2024-07-22,Ativo
TE00633,EM074,Motorista,2025-04-03,2025-07-19,Inativo
TE00634,EM017,Técnico,2024-01-19,2024-06-17,Ativo
TE00635,EM209,Técnico,2025-04-15,2024-08-04,Inativo
TE00636,EM080,Consultor,2025-04-08,2024-01-07,Inativo
TE00637,EM212,Técnico,2024-12-22,2024-06-02,Bloqueado
TE00638,EM049,Motorista,2024-08-16,2026-06-25,Ativo
TE00639,EM081,Técnico,2025-10-18,2024-09-01,Ativo
TE00640,EM123,Montador,2024-10-10,2024-04-27,Ativo
TE00641,EM197,Motorista,2025-03-10,2026-04-06,Ativo
TE00642,EM202,Técnico,2026-04-01,2025-08-23,Ativo
TE00643,EM141,Técnico,2025-04-28,2024-09-24,Inativo
TE00644,EM191,Consultor,2025-07-05,2025-12-18,Ativo
TE00645,EM208,Consultor,2024-10-29,2025-07-20,Ativo
TE00646,EM034,Montador,2024-03-08,2026-04-30,Inativo
TE00647,EM197,Inspetor,2025-07-22,2024-08-15,Ativo
TE00648,EM192,Montador,2025-05-29,2026-04-28,Ativo
TE00649,EM030,Inspetor,2024-11-30,2026-04-07,Ativo
TE00650,EM062,Inspetor,2026-03-22,2026-03-22,Ativo
TE00651,EM010,Técnico,2025-06-22,2024-03-01,Inativo
TE00652,EM111,Inspetor,2025-02-14,2025-07-26,Ativo
TE00653,EM100,Consultor,2024-07-05,2025-04-04,Ativo
TE00654,EM156,Montador,2025-04-11,2025-04-03,Ativo
TE00655,EM097,Técnico,2026-05-09,2024-08-30,Inativo
TE00656,EM021,Inspetor,2026-05-01,2024-11-22,Ativo
TE00657,EM071,Motorista,2025-01-30,2024-09-30,Inativo
TE00658,EM218,Consultor,2024-06-06,2025-12-06,Ativo
TE00659,EM040,Montador,2025-04-23,2025-07-18,Ativo
TE00660,EM035,Montador,2026-06-13,2024-03-16,Ativo
TE00661,EM002,Inspetor,2024-12-16,2025-09-10,Ativo
TE00662,EM163,Técnico,2024-04-30,2026-04-10,Inativo
TE00663,EM060,Montador,2024-07-24,2026-04-30,Ativo
TE00664,EM202,Técnico,2024-12-17,2024-05-05,Ativo
TE00665,EM110,Montador,2026-03-29,2026-07-24,Ativo
TE00666,EM128,Montador,2024-05-14,2025-05-29,Ativo
TE00667,EM002,Motorista,2026-02-19,2025-05-15,Inativo
TE00668,EM040,Montador,2026-07-08,2025-03-29,Ativo
TE00669,EM020,Técnico,2025-05-09,2025-03-19,Ativo
TE00670,EM106,Técnico,2024-08-10,2024-08-30,Ativo
TE00671,EM039,Montador,2025-01-03,2024-09-11,Ativo
TE00672,EM094,Inspetor,2024-01-16,2024-02-09,Inativo
TE00673,EM145,Inspetor,2025-01-24,2024-11-27,Ativo
TE00674,EM103,Inspetor,2024-10-29,2025-06-05,Ativo
TE00675,EM051,Motorista,2024-10-14,2024-12-04,Ativo
TE00676,EM133,Montador,2026-05-02,2026-05-17,Ativo
TE00677,EM187,Técnico,2026-06-17,2024-08-23,Ativo
TE00678,EM116,Inspetor,2024-01-21,2025-07-07,Ativo
TE00679,EM017,Consultor,2024-06-30,2026-04-17,Ativo
TE00680,EM107,Técnico,2024-02-04,2024-01-22,Ativo
TE00681,EM154,Técnico,2024-06-11,2024-02-19,Inativo
TE00682,EM001,Inspetor,2024-06-17,2026-07-06,Ativo
TE00683,EM079,Consultor,2025-08-21,2026-05-07,Ativo
TE00684,EM207,Consultor,2024-01-28,2025-12-11,Ativo
TE00685,EM170,Montador,2026-04-28,2024-01-08,Ativo
TE00686,EM115,Consultor,2024-04-20,2024-08-01,Ativo
TE00687,EM217,Técnico,2026-04-07,2024-11-07,Bloqueado
TE00688,EM008,Inspetor,2025-08-09,2025-01-26,Ativo
TE00689,EM084,Consultor,2025-02-27,2025-09-09,Ativo
TE00690,EM191,Motorista,2026-05-10,2025-04-18,Ativo
TE00691,EM063,Montador,2026-04-25,2024-04-04,Ativo
TE00692,EM036,Inspetor,2026-02-22,2025-11-05,Ativo
TE00693,EM184,Inspetor,2026-05-14,2024-03-30,Ativo
TE00694,EM120,Inspetor,2025-01-21,2025-07-10,Ativo
TE00695,EM179,Montador,2024-12-27,2026-01-13,Ativo
TE00696,EM216,Técnico,2026-02-12,2024-07-10,Inativo
TE00697,EM098,Consultor,2026-01-12,2026-01-04,Ativo
TE00698,EM005,Motorista,2025-09-20,2025-03-23,Ativo
TE00699,EM054,Consultor,2026-07-25,2024-05-21,Ativo
TE00700,EM007,Técnico,2024-11-01,2025-10-21,Ativo
TE00701,EM140,Técnico,2024-11-01,2024-01-29,Ativo
TE00702,EM025,Consultor,2025-06-13,2025-06-29,Ativo
TE00703,EM048,Inspetor,2025-11-18,2025-04-30,Ativo
TE00704,EM077,Motorista,2025-09-22,2024-10-13,Inativo
TE00705,EM069,Consultor,2024-05-28,2024-03-15,Inativo
TE00706,EM118,Consultor,2024-11-16,2026-01-09,Ativo
TE00707,EM197,Técnico,2024-03-22,2025-01-12,Ativo
TE00708,EM139,Inspetor,2024-11-29,2026-03-13,Ativo
TE00709,EM138,Motorista,2024-07-29,2024-11-16,Inativo
TE00710,EM042,Técnico,2024-01-28,2024-03-18,Ativo
TE00711,EM214,Técnico,2025-04-16,2024-01-23,Ativo
TE00712,EM135,Motorista,2025-09-04,2026-07-15,Inativo
TE00713,EM062,Motorista,2026-03-14,2025-01-25,Inativo
TE00714,EM219,Motorista,2025-02-27,2024-08-01,Ativo
TE00715,EM143,Consultor,2025-02-21,2026-05-15,Ativo
TE00716,EM119,Inspetor,2024-07-22,2025-10-16,Ativo
TE00717,EM135,Consultor,2026-01-16,2026-02-17,Ativo
TE00718,EM014,Consultor,2024-05-02,2024-04-15,Inativo
TE00719,EM086,Motorista,2025-08-14,2024-04-15,Ativo
TE00720,EM219,Montador,2025-05-08,2026-01-29,Inativo
TE00721,EM091,Consultor,2025-01-14,2025-12-12,Ativo
TE00722,EM191,Técnico,2024-01-08,2024-10-26,Inativo
TE00723,EM076,Motorista,2024-04-22,2024-08-17,Ativo
TE00724,EM021,Montador,2024-04-06,2025-10-19,Ativo
TE00725,EM147,Montador,2024-10-31,2025-12-02,Ativo
TE00726,EM098,Motorista,2026-06-05,2024-03-24,Ativo
TE00727,EM064,Técnico,2024-09-17,2024-04-13,Ativo
TE00728,EM054,Motorista,2025-08-12,2025-04-01,Ativo
TE00729,EM173,Consultor,2026-07-24,2025-09-04,Bloqueado
TE00730,EM137,Motorista,2024-08-04,2024-06-03,Bloqueado
TE00731,EM215,Consultor,2026-01-27,2025-03-27,Inativo
TE00732,EM008,Montador,2024-03-08,2025-09-13,Bloqueado
TE00733,EM051,Técnico,2026-05-10,2024-06-21,Ativo
TE00734,EM087,Consultor,2025-04-27,2025-02-01,Ativo
TE00735,EM163,Motorista,2025-08-15,2026-05-30,Ativo
TE00736,EM179,Técnico,2024-02-21,2024-06-19,Ativo
TE00737,EM163,Consultor,2025-08-09,2024-03-24,Ativo
TE00738,EM116,Montador,2024-04-17,2024-09-30,Inativo
TE00739,EM137,Motorista,2024-01-26,2025-04-17,Ativo
TE00740,EM094,Inspetor,2024-03-08,2025-04-05,Ativo
TE00741,EM217,Montador,2024-03-17,2026-05-30,Inativo
TE00742,EM060,Montador,2026-06-05,2026-02-22,Ativo
TE00743,EM013,Inspetor,2026-04-19,2024-12-21,Ativo
TE00744,EM166,Técnico,2026-03-28,2026-02-17,Inativo
TE00745,EM096,Montador,2024-09-25,2025-05-17,Ativo
TE00746,EM096,Técnico,2024-01-18,2025-09-25,Bloqueado
TE00747,EM098,Motorista,2026-01-08,2024-04-29,Ativo
TE00748,EM118,Montador,2025-05-09,2025-08-08,Ativo
TE00749,EM174,Consultor,2025-03-09,2024-03-01,Ativo
TE00750,EM134,Técnico,2024-01-13,2025-05-23,Ativo
TE00751,EM032,Consultor,2024-03-08,2025-09-20,Bloqueado
TE00752,EM050,Montador,2024-05-01,2025-04-25,Ativo
TE00753,EM078,Montador,2026-03-25,2025-11-18,Ativo
TE00754,EM101,Motorista,2024-04-12,2024-01-04,Inativo
TE00755,EM047,Técnico,2025-09-11,2024-07-24,Ativo
TE00756,EM163,Motorista,2024-12-10,2024-07-16,Inativo
TE00757,EM039,Motorista,2024-11-05,2024-10-17,Inativo
TE00758,EM209,Montador,2024-03-04,2026-07-20,Ativo
TE00759,EM022,Consultor,2024-11-24,2025-01-01,Ativo
TE00760,EM011,Motorista,2025-05-10,2024-02-19,Ativo
TE00761,EM025,Inspetor,2024-09-05,2025-08-19,Inativo
TE00762,EM124,Técnico,2024-07-14,2024-10-24,Inativo
TE00763,EM175,Consultor,2024-08-12,2025-04-06,Ativo
TE00764,EM162,Técnico,2024-07-12,2025-07-06,Ativo
TE00765,EM212,Montador,2025-04-22,2024-03-10,Inativo
TE00766,EM120,Motorista,2025-02-22,2026-06-19,Ativo
TE00767,EM108,Inspetor,2025-05-04,2025-03-16,Ativo
TE00768,EM002,Técnico,2024-12-11,2025-08-14,Ativo
TE00769,EM001,Motorista,2025-03-05,2024-01-20,Ativo
TE00770,EM086,Motorista,2024-11-12,2025-05-31,Ativo
TE00771,EM100,Consultor,2025-08-25,2026-02-14,Ativo
TE00772,EM168,Consultor,2025-08-31,2025-12-27,Ativo
TE00773,EM058,Consultor,2024-05-21,2026-04-09,Bloqueado
TE00774,EM003,Técnico,2024-06-24,2024-09-29,Ativo
TE00775,EM073,Motorista,2025-10-08,2025-08-18,Inativo
TE00776,EM004,Motorista,2026-02-12,2025-11-01,Ativo
TE00777,EM076,Montador,2026-07-16,2025-06-19,Ativo
TE00778,EM092,Motorista,2024-09-29,2024-05-25,Ativo
TE00779,EM078,Consultor,2025-11-01,2025-10-14,Ativo
TE00780,EM206,Consultor,2025-05-28,2025-01-06,Ativo
TE00781,EM113,Inspetor,2026-04-30,2025-01-18,Ativo
TE00782,EM038,Montador,2026-03-07,2025-09-25,Ativo
TE00783,EM050,Inspetor,2024-03-09,2025-08-22,Ativo
TE00784,EM166,Motorista,2024-01-17,2026-05-03,Ativo
TE00785,EM089,Inspetor,2025-09-07,2026-06-18,Bloqueado
TE00786,EM181,Montador,2025-06-22,2025-07-05,Ativo
TE00787,EM168,Consultor,2026-04-29,2025-02-14,Ativo
TE00788,EM066,Técnico,2026-02-24,2025-12-10,Ativo
TE00789,EM055,Consultor,2025-04-25,2026-05-01,Ativo
TE00790,EM003,Consultor,2024-11-07,2026-01-16,Ativo
TE00791,EM136,Técnico,2024-02-08,2024-06-19,Inativo
TE00792,EM204,Técnico,2026-05-04,2024-02-16,Ativo
TE00793,EM149,Técnico,2025-02-03,2025-09-30,Ativo
TE00794,EM115,Montador,2025-10-19,2025-03-09,Ativo
TE00795,EM125,Inspetor,2025-07-20,2024-07-23,Ativo
TE00796,EM133,Técnico,2025-10-02,2025-03-29,Ativo
TE00797,EM120,Montador,2025-01-29,2026-01-01,Ativo
TE00798,EM154,Consultor,2026-04-20,2024-02-19,Ativo
TE00799,EM088,Montador,2025-02-01,2024-11-08,Ativo
TE00800,EM079,Montador,2025-08-22,2024-12-13,Ativo
TE00801,EM201,Técnico,2026-02-13,2024-02-29,Ativo
TE00802,EM209,Motorista,2026-02-23,2026-07-09,Ativo
TE00803,EM044,Inspetor,2024-02-05,2026-06-05,Inativo
TE00804,EM019,Consultor,2026-05-03,2025-09-07,Ativo
TE00805,EM101,Montador,2026-06-02,2024-04-09,Ativo
TE00806,EM075,Montador,2024-01-31,2025-04-18,Ativo
TE00807,EM049,Técnico,2025-06-22,2024-09-26,Bloqueado
TE00808,EM175,Inspetor,2025-10-12,2026-01-14,Inativo
TE00809,EM028,Motorista,2024-08-08,2025-10-27,Inativo
TE00810,EM072,Técnico,2026-07-17,2024-08-02,Ativo
TE00811,EM145,Montador,2026-04-13,2024-11-03,Ativo
TE00812,EM174,Motorista,2024-08-29,2024-10-04,Ativo
TE00813,EM132,Montador,2024-12-09,2024-02-01,Inativo
TE00814,EM188,Consultor,2026-06-27,2024-02-15,Inativo
TE00815,EM004,Montador,2025-05-18,2024-11-13,Ativo
TE00816,EM134,Técnico,2024-01-18,2025-01-25,Ativo
TE00817,EM033,Montador,2024-08-03,2024-12-30,Inativo
TE00818,EM177,Montador,2025-10-13,2026-02-14,Ativo
TE00819,EM031,Técnico,2025-09-02,2025-12-16,Ativo
TE00820,EM219,Inspetor,2024-10-16,2025-12-13,Ativo
TE00821,EM188,Inspetor,2025-10-31,2024-09-03,Ativo
TE00822,EM121,Motorista,2025-02-12,2025-01-03,Ativo
TE00823,EM049,Consultor,2026-01-09,2024-10-12,Inativo
TE00824,EM101,Inspetor,2024-07-17,2025-10-10,Ativo
TE00825,EM099,Técnico,2024-01-05,2025-07-27,Ativo
TE00826,EM165,Motorista,2026-04-11,2024-10-21,Ativo
TE00827,EM062,Inspetor,2026-03-13,2026-04-10,Ativo
TE00828,EM141,Técnico,2025-11-11,2024-09-20,Ativo
TE00829,EM021,Consultor,2024-07-28,2024-09-25,Ativo
TE00830,EM118,Motorista,2025-02-16,2024-09-15,Inativo
TE00831,EM007,Montador,2026-02-01,2025-05-13,Ativo
TE00832,EM029,Consultor,2024-10-07,2026-01-28,Ativo
TE00833,EM118,Motorista,2024-12-11,2025-02-12,Ativo
TE00834,EM079,Inspetor,2025-11-23,2025-10-12,Ativo
TE00835,EM184,Técnico,2025-10-19,2025-07-13,Ativo
TE00836,EM114,Montador,2024-05-27,2026-02-22,Ativo
TE00837,EM025,Motorista,2025-01-17,2025-06-13,Ativo
TE00838,EM102,Motorista,2025-11-17,2025-11-04,Ativo
TE00839,EM034,Inspetor,2025-08-05,2026-02-15,Ativo
TE00840,EM079,Inspetor,2024-04-13,2024-08-23,Inativo
TE00841,EM014,Motorista,2025-11-18,2025-04-29,Ativo
TE00842,EM196,Consultor,2026-02-28,2024-09-14,Ativo
TE00843,EM014,Montador,2024-06-17,2024-09-01,Ativo
