avaliacao_id,os_id,nota_atendimento,nota_servico,comentario_categoria,data_avaliacao
678,1118,3,1,Atendimento,2025-10-07
679,1119,3,4,Elogio,2026-05-03
680,1120,2,5,Sem comentário,2026-01-17
681,1123,2,4,Sem comentário,2025-07-09
682,1124,3,2,Preço,2026-05-25
683,1125,2,5,Atendimento,2025-12-27
684,1127,2,3,Sem comentário,2026-05-25
685,1129,5,1,Preço,2025-10-26
686,1130,4,1,Atendimento,2026-02-25
687,1131,4,5,Sem comentário,2025-11-15
688,1132,2,3,Prazo,2026-06-09
689,1140,3,3,Prazo,2026-02-27
690,1141,5,4,Elogio,2026-06-20
691,1142,3,2,Prazo,2026-01-03
692,1143,3,4,Elogio,2025-12-30
693,1147,3,1,Elogio,2025-09-06
694,1148,1,4,Atendimento,2025-07-20
695,1151,1,4,Preço,2026-04-10
696,1152,5,3,Prazo,2026-01-13
697,1154,2,5,Elogio,2026-01-08
698,1155,2,5,Sem comentário,2026-02-24
699,1159,2,1,Preço,2025-11-11
700,1160,5,3,Prazo,2026-05-16
701,1161,5,2,Prazo,2025-10-07
702,1164,2,4,Prazo,2026-04-17
703,1165,1,3,Elogio,2025-10-09
704,1166,5,1,Preço,2025-12-19
705,1167,4,4,Atendimento,2025-10-12
706,1168,3,4,Sem comentário,2026-03-14
707,1173,5,3,Prazo,2026-02-14
708,1176,1,5,Sem comentário,2025-12-25
709,1177,1,1,Atendimento,2025-09-09
710,1179,5,3,Prazo,2026-06-30
711,1181,3,5,Preço,2025-10-12
712,1184,5,5,Sem comentário,2026-07-03
713,1186,5,5,Sem comentário,2026-02-13
714,1187,5,1,Prazo,2025-11-03
715,1188,2,4,Atendimento,2026-01-24
716,1190,1,4,Sem comentário,2025-12-08
717,1191,5,3,Preço,2025-12-20
718,1192,5,5,Preço,2026-05-06
719,1196,4,2,Atendimento,2025-07-24
720,1199,1,2,Prazo,2026-06-29
721,1200,5,3,Prazo,2026-05-24
722,1201,3,4,Prazo,2025-11-27
723,1202,1,2,Atendimento,2026-04-13
724,1205,3,5,Atendimento,2026-04-15
725,1206,4,5,Preço,2025-12-26
726,1207,2,2,Sem comentário,2026-02-09
727,1208,4,1,Sem comentário,2026-05-03
728,1210,4,3,Sem comentário,2026-04-06
729,1211,4,5,Atendimento,2025-11-14
730,1214,2,1,Preço,2026-03-09
731,1215,5,1,Prazo,2025-09-25
732,1216,4,5,Prazo,2026-01-29
733,1217,5,2,Preço,2025-11-18
734,1218,2,2,Preço,2026-01-07
735,1220,2,2,Sem comentário,2026-01-07
736,1221,2,3,Elogio,2025-08-13
737,1222,4,5,Sem comentário,2025-08-27
738,1223,5,1,Sem comentário,2026-06-24
739,1224,3,2,Atendimento,2025-10-28
740,1225,3,3,Atendimento,2025-07-30
741,1226,3,3,Preço,2025-10-12
742,1227,3,3,Atendimento,2026-04-10
743,1228,4,3,Sem comentário,2025-08-12
744,1229,5,4,Sem comentário,2025-12-17
745,1230,4,4,Elogio,2025-07-30
746,1231,1,5,Elogio,2026-05-03
747,1232,4,3,Sem comentário,2025-11-14
748,1233,5,5,Atendimento,2026-04-03
749,1235,3,4,Preço,2026-03-21
750,1236,3,5,Elogio,2025-12-16
751,1237,3,3,Elogio,2026-04-02
752,1238,5,3,Preço,2026-05-13
753,1239,5,5,Prazo,2026-02-01
754,1241,2,1,Preço,2025-11-28
755,1242,4,3,Prazo,2026-07-02
756,1243,4,3,Atendimento,2026-01-15
757,1244,2,4,Preço,2025-09-30
758,1245,3,1,Sem comentário,2026-03-20
759,1246,1,5,Sem comentário,2026-02-19
760,1247,4,1,Elogio,2026-01-10
761,1249,5,5,Elogio,2025-08-12
762,1250,3,5,Atendimento,2025-10-21
763,1252,1,4,Preço,2025-08-16
764,1254,5,1,Elogio,2025-12-08
765,1257,5,5,Sem comentário,2026-01-27
766,1260,1,4,Preço,2025-12-05
767,1261,2,1,Atendimento,2026-01-14
768,1262,3,3,Atendimento,2026-04-26
769,1267,3,4,Atendimento,2025-08-08
770,1268,5,2,Prazo,2025-12-02
771,1269,1,3,Prazo,2026-02-14
772,1271,5,3,Sem comentário,2026-03-14
773,1273,5,3,Preço,2026-02-05
774,1275,4,3,Atendimento,2025-09-03
775,1276,1,2,Sem comentário,2025-12-12
776,1277,5,5,Atendimento,2025-12-26
777,1281,4,4,Atendimento,2026-06-22
778,1282,3,2,Preço,2025-09-08
779,1283,1,2,Prazo,2025-07-20
780,1284,4,5,Elogio,2025-07-18
781,1285,1,2,Prazo,2026-01-31
782,1286,4,4,Preço,2026-02-17
783,1287,2,2,Atendimento,2025-07-15
784,1288,2,2,Sem comentário,2026-03-31
785,1292,5,3,Preço,2026-07-06
786,1293,5,2,Preço,2025-07-08
787,1294,5,1,Sem comentário,2026-02-16
788,1295,4,2,Atendimento,2025-10-24
789,1297,3,4,Preço,2026-05-07
790,1298,2,5,Atendimento,2025-12-25
791,1300,2,3,Elogio,2026-05-07
792,1301,5,1,Prazo,2026-05-11
793,1302,4,4,Atendimento,2026-02-08
794,1303,2,3,Preço,2026-04-16
795,1304,2,2,Sem comentário,2026-06-15
796,1307,2,5,Atendimento,2025-08-18
797,1310,4,3,Sem comentário,2025-07-28
798,1311,4,4,Atendimento,2025-12-11
799,1312,5,1,Atendimento,2026-06-05
800,1313,2,2,Prazo,2026-06-09
801,1315,5,5,Sem comentário,2026-03-19
802,1318,4,3,Elogio,2026-03-27
803,1320,2,1,Atendimento,2026-05-10
804,1321,5,4,Sem comentário,2026-05-21
805,1324,3,2,Prazo,2025-11-08
806,1325,2,1,Preço,2026-06-27
807,1326,4,4,Atendimento,2025-09-29
808,1327,1,5,Prazo,2025-07-22
809,1329,3,3,Sem comentário,2026-03-31
810,1330,1,4,Sem comentário,2026-06-03
811,1332,4,5,Prazo,2025-12-26
812,1334,1,4,Atendimento,2025-08-12
813,1335,1,4,Sem comentário,2025-11-05
814,1337,1,3,Preço,2025-12-15
815,1338,4,4,Prazo,2026-02-01
816,1341,4,4,Atendimento,2025-10-26
817,1343,3,1,Atendimento,2026-06-18
818,1344,1,4,Prazo,2026-04-16
819,1347,3,1,Elogio,2025-09-11
820,1348,1,1,Sem comentário,2026-06-22
821,1350,2,3,Sem comentário,2026-01-01
822,1354,4,5,Atendimento,2026-07-11
823,1359,1,1,Prazo,2026-06-04
824,1360,5,2,Sem comentário,2025-07-18
825,1361,2,5,Prazo,2026-05-19
826,1364,2,2,Atendimento,2026-02-07
827,1365,2,2,Prazo,2026-05-10
828,1366,4,4,Atendimento,2025-09-02
829,1368,4,5,Atendimento,2025-12-07
830,1372,1,1,Preço,2025-10-17
831,1373,2,1,Elogio,2025-12-05
832,1376,3,4,Prazo,2026-05-20
833,1377,2,4,Atendimento,2026-07-02
834,1378,1,4,Preço,2026-05-23
835,1380,3,3,Preço,2025-08-03
836,1381,1,1,Sem comentário,2025-11-25
837,1382,2,5,Sem comentário,2026-06-19
838,1383,1,1,Sem comentário,2026-04-08
839,1384,5,4,Prazo,2025-09-29
840,1385,4,4,Sem comentário,2026-03-31
841,1386,5,5,Preço,2025-12-08
842,1389,4,4,Sem comentário,2026-03-24
843,1390,5,2,Sem comentário,2026-03-19
844,1392,4,5,Prazo,2025-07-25
845,1396,3,2,Sem comentário,2025-10-26
846,1398,2,3,Sem comentário,2026-06-26
847,1400,3,5,Elogio,2026-06-14
848,1402,1,5,Sem comentário,2026-05-26
849,1404,3,1,Elogio,2025-12-26
850,1405,1,3,Preço,2026-01-06
851,1406,3,2,Atendimento,2026-05-31
852,1409,4,2,Elogio,2025-07-26
853,1412,4,3,Elogio,2026-02-03
854,1413,4,3,Sem comentário,2025-09-20
855,1414,1,1,Atendimento,2025-09-21
856,1415,1,1,Preço,2026-05-12
857,1416,5,3,Sem comentário,2026-04-27
858,1418,2,5,Preço,2026-06-14
859,1420,3,3,Atendimento,2025-07-10
860,1422,2,3,Atendimento,2025-09-18
861,1425,3,1,Preço,2026-05-06
862,1427,4,3,Atendimento,2025-11-04
863,1430,5,3,Elogio,2025-09-21
864,1431,5,4,Prazo,2025-09-09
865,1433,4,2,Elogio,2025-12-30
866,1434,1,5,Sem comentário,2026-02-26
867,1435,1,1,Elogio,2026-06-11
868,1436,2,2,Atendimento,2026-02-23
869,1437,2,2,Elogio,2025-12-28
870,1439,4,5,Elogio,2025-08-13
871,1442,3,3,Sem comentário,2026-06-24
872,1443,5,3,Elogio,2026-05-06
873,1445,3,1,Sem comentário,2025-11-01
874,1448,3,1,Sem comentário,2025-12-21
875,1449,2,4,Sem comentário,2026-05-23
876,1450,1,3,Prazo,2025-09-18
877,1454,2,3,Sem comentário,2026-01-21
878,1455,1,3,Elogio,2025-12-05
879,1456,2,1,Prazo,2025-10-13
880,1458,5,4,Atendimento,2025-09-18
881,1459,5,5,Preço,2026-03-23
882,1465,1,3,Preço,2025-11-20
883,1467,4,3,Sem comentário,2026-03-28
884,1468,5,4,Elogio,2026-05-08
885,1469,3,1,Preço,2026-06-18
886,1470,5,3,Atendimento,2026-06-16
887,1472,2,3,Sem comentário,2025-10-11
888,1473,5,1,Sem comentário,2026-01-21
889,1474,4,5,Prazo,2025-12-01
890,1475,3,3,Preço,2026-01-07
891,1476,2,5,Atendimento,2026-04-01
892,1478,4,3,Elogio,2026-04-05
893,1479,4,5,Elogio,2026-04-21
894,1480,4,5,Prazo,2026-05-21
895,1482,4,5,Prazo,2026-02-15
896,1484,5,1,Preço,2025-12-16
897,1485,5,3,Preço,2026-03-19
898,1487,3,1,Atendimento,2025-08-01
899,1488,3,3,Preço,2025-11-02
900,1489,1,2,Atendimento,2026-03-18
901,1491,1,5,Atendimento,2026-06-15
902,1492,5,2,Atendimento,2025-10-15
903,1493,1,5,Preço,2026-05-01
904,1494,3,4,Preço,2026-02-04
905,1495,1,5,Elogio,2026-07-02
906,1496,5,1,Atendimento,2025-12-04
907,1498,1,2,Preço,2025-10-14
908,1499,4,1,Preço,2025-09-12
909,1500,5,5,Sem comentário,2026-05-29
910,1504,3,2,Elogio,2025-08-30
911,1505,1,4,Sem comentário,2025-10-12
912,1506,5,5,Sem comentário,2026-04-16
913,1507,3,4,Elogio,2026-01-08
914,1508,5,4,Elogio,2026-06-20
915,1510,1,2,Sem comentário,2025-11-18
916,1512,5,2,Prazo,2026-03-29
917,1514,4,2,Elogio,2026-03-04
918,1518,5,4,Preço,2025-08-03
919,1519,2,5,Atendimento,2025-11-17
920,1520,5,3,Prazo,2026-05-27
921,1521,5,5,Preço,2025-08-10
922,1522,3,4,Sem comentário,2025-08-18
923,1526,3,2,Preço,2025-09-13
924,1528,2,1,Sem comentário,2026-01-25
925,1531,1,3,Preço,2026-05-15
926,1532,3,2,Atendimento,2025-09-12
927,1536,3,3,Preço,2025-07-28
928,1537,3,2,Atendimento,2026-03-21
929,1538,3,4,Prazo,2026-04-25
930,1539,3,1,Sem comentário,2026-05-18
931,1541,1,1,Prazo,2025-10-31
932,1543,2,3,Sem comentário,2025-07-15
933,1545,4,1,Atendimento,2026-04-19
934,1546,2,1,Elogio,2025-10-12
935,1547,4,3,Elogio,2026-05-26
936,1549,3,5,Atendimento,2025-08-22
937,1551,1,3,Elogio,2025-08-30
938,1552,2,5,Preço,2025-11-01
939,1553,2,2,Elogio,2026-03-30
940,1555,1,3,Elogio,2025-07-19
941,1559,5,5,Elogio,2025-09-19
942,1562,3,4,Preço,2026-02-26
943,1565,1,2,Atendimento,2026-04-30
944,1566,5,1,Sem comentário,2026-05-15
945,1567,4,4,Atendimento,2026-06-29
946,1568,1,3,Atendimento,2026-07-04
947,1569,3,3,Sem comentário,2025-07-18
948,1570,3,5,Atendimento,2026-06-20
949,1571,3,4,Preço,2026-03-16
950,1572,3,1,Preço,2025-11-09
951,1573,1,2,Prazo,2026-04-03
952,1574,5,2,Elogio,2025-09-17
953,1575,1,3,Preço,2026-05-30
954,1576,2,5,Atendimento,2026-07-04
955,1577,4,2,Prazo,2026-01-22
956,1579,5,4,Preço,2025-11-03
957,1580,2,3,Preço,2026-01-31
958,1582,3,1,Sem comentário,2025-10-26
959,1583,4,3,Preço,2025-12-23
960,1584,1,5,Prazo,2026-01-05
961,1586,5,1,Elogio,2026-01-16
962,1588,4,2,Sem comentário,2026-02-01
963,1590,2,4,Elogio,2026-05-13
964,1591,1,1,Sem comentário,2026-06-22
965,1592,1,2,Prazo,2026-01-07
966,1596,4,4,Elogio,2026-02-27
967,1601,3,1,Sem comentário,2025-07-09
968,1602,1,4,Elogio,2025-09-17
969,1603,2,3,Preço,2026-05-18
970,1605,2,4,Atendimento,2025-11-21
971,1606,4,3,Elogio,2025-09-10
972,1609,3,1,Prazo,2026-06-08
973,1611,1,1,Sem comentário,2026-05-03
974,1612,2,5,Prazo,2026-05-11
975,1613,2,1,Elogio,2025-07-06
976,1617,2,1,Atendimento,2026-03-09
977,1618,4,5,Prazo,2026-02-08
978,1619,2,4,Atendimento,2026-03-20
979,1620,5,5,Elogio,2026-06-08
980,1621,3,3,Sem comentário,2026-05-10
981,1622,1,2,Prazo,2025-11-26
982,1623,4,1,Atendimento,2026-01-16
983,1624,1,2,Preço,2026-05-30
984,1625,5,1,Prazo,2025-12-08
985,1627,2,3,Preço,2025-12-26
986,1628,1,4,Preço,2025-12-25
987,1629,2,5,Elogio,2026-02-14
988,1630,1,1,Preço,2026-02-12
989,1632,1,5,Elogio,2026-02-09
990,1635,4,1,Sem comentário,2025-08-17
991,1636,5,4,Elogio,2026-04-02
992,1637,3,3,Sem comentário,2025-11-24
993,1639,5,4,Prazo,2025-07-11
994,1640,4,1,Elogio,2026-05-27
995,1641,5,2,Preço,2026-02-14
996,1642,1,3,Sem comentário,2025-11-04
997,1644,4,4,Sem comentário,2026-07-13
998,1647,2,5,Preço,2025-12-04
999,1648,1,5,Preço,2026-05-10
1000,1649,5,3,Preço,2026-01-24
1001,1650,1,1,Elogio,2025-07-06
1002,1652,2,3,Sem comentário,2025-11-16
1003,1654,1,1,Elogio,2025-11-01
1004,1655,2,1,Elogio,2026-04-22
1005,1658,3,3,Sem comentário,2026-04-26
1006,1659,1,4,Preço,2025-10-03
1007,1661,2,4,Atendimento,2026-06-16
1008,1662,3,5,Atendimento,2026-06-14
1009,1663,3,3,Atendimento,2025-07-23
1010,1664,2,1,Atendimento,2025-08-25
1011,1666,3,3,Elogio,2026-01-26
1012,1668,3,5,Sem comentário,2025-10-28
1013,1671,2,2,Elogio,2025-08-12
1014,1672,1,5,Preço,2025-08-01
1015,1673,2,1,Atendimento,2026-02-05
1016,1674,3,3,Sem comentário,2026-05-13
1017,1677,2,1,Sem comentário,2025-07-20
1018,1679,3,5,Preço,2026-05-03
1019,1681,2,1,Preço,2026-01-11
1020,1682,4,2,Preço,2026-02-26
1021,1683,2,1,Sem comentário,2025-09-11
1022,1684,1,1,Elogio,2025-07-29
1023,1685,4,2,Atendimento,2026-05-26
1024,1686,3,5,Sem comentário,2025-11-28
1025,1688,3,5,Elogio,2026-04-22
1026,1689,5,4,Elogio,2025-08-02
1027,1690,4,4,Elogio,2025-12-04
1028,1691,2,5,Elogio,2025-11-05
1029,1693,2,1,Elogio,2026-02-04
1030,1694,1,5,Sem comentário,2025-09-07
1031,1695,4,2,Sem comentário,2025-08-28
1032,1700,2,3,Prazo,2026-02-10
1033,1701,3,5,Sem comentário,2025-12-14
1034,1702,4,4,Prazo,2025-09-01
1035,1704,5,2,Atendimento,2026-01-28
1036,1705,2,5,Elogio,2026-06-05
1037,1707,3,4,Prazo,2025-12-11
1038,1709,4,3,Elogio,2026-05-11
1039,1711,4,4,Prazo,2025-10-15
1040,1712,3,3,Prazo,2026-01-16
1041,1713,2,2,Sem comentário,2026-04-16
1042,1715,1,2,Elogio,2025-12-03
1043,1716,4,4,Elogio,2026-04-24
1044,1717,4,2,Prazo,2026-05-25
1045,1719,5,3,Sem comentário,2025-12-22
1046,1722,3,3,Prazo,2025-08-21
1047,1723,4,2,Atendimento,2026-01-17
1048,1726,4,1,Preço,2026-06-20
1049,1727,4,5,Elogio,2026-04-27
1050,1728,1,5,Atendimento,2025-08-10
1051,1729,3,2,Elogio,2025-10-28
1052,1730,1,2,Atendimento,2025-10-31
1053,1731,5,1,Elogio,2026-06-17
1054,1732,2,2,Preço,2025-08-26
1055,1739,1,2,Elogio,2025-07-13
1056,1740,1,5,Prazo,2025-08-21
1057,1741,1,1,Preço,2026-02-10
1058,1743,2,4,Prazo,2026-02-19
1059,1745,1,4,Atendimento,2025-08-04
1060,1748,4,1,Prazo,2026-04-04
1061,1749,4,2,Prazo,2026-03-22
1062,1750,4,2,Prazo,2025-08-24
1063,1751,1,1,Elogio,2026-01-11
1064,1754,5,3,Preço,2025-11-29
1065,1756,1,1,Preço,2026-06-06
1066,1757,5,4,Elogio,2026-05-16
1067,1758,1,2,Atendimento,2026-06-29
1068,1760,5,5,Atendimento,2025-07-22
1069,1761,1,2,Elogio,2026-05-23
1070,1762,2,5,Atendimento,2026-01-13
1071,1764,1,3,Prazo,2025-08-20
1072,1768,5,4,Sem comentário,2026-01-18
1073,1770,1,3,Preço,2026-05-23
1074,1771,3,1,Prazo,2026-03-25
1075,1772,4,5,Prazo,2025-07-07
1076,1773,2,1,Prazo,2025-12-12
1077,1774,2,3,Prazo,2026-03-12
1078,1775,4,2,Elogio,2026-04-24
1079,1778,1,5,Preço,2025-12-27
1080,1779,3,4,Prazo,2026-02-02
1081,1780,2,4,Elogio,2025-12-29
1082,1782,1,5,Prazo,2026-04-06
1083,1785,1,5,Prazo,2026-04-16
1084,1786,4,4,Prazo,2026-06-19
1085,1787,3,1,Sem comentário,2026-01-01
1086,1788,2,3,Sem comentário,2026-05-01
1087,1789,1,3,Atendimento,2026-03-19
1088,1792,2,2,Preço,2025-09-21
1089,1793,5,4,Atendimento,2026-04-17
1090,1796,3,2,Preço,2025-09-25
1091,1797,4,3,Atendimento,2026-04-11
1092,1799,3,1,Sem comentário,2026-05-24
1093,1800,3,4,Elogio,2026-05-25
1094,1802,4,2,Atendimento,2026-04-04
1095,1804,2,4,Atendimento,2026-01-04
1096,1805,4,1,Sem comentário,2026-06-30
1097,1808,1,4,Preço,2025-09-23
1098,1809,3,4,Prazo,2025-11-08
1099,1810,4,2,Elogio,2026-05-13
1100,1812,4,1,Atendimento,2026-03-11
1101,1813,5,3,Elogio,2025-09-02
1102,1816,3,2,Prazo,2025-07-15
1103,1817,5,3,Elogio,2026-02-04
1104,1819,4,1,Preço,2026-05-05
1105,1822,5,3,Preço,2025-10-10
1106,1824,2,5,Preço,2026-05-08
1107,1826,3,4,Sem comentário,2025-10-12
1108,1827,5,5,Preço,2026-01-07
1109,1829,3,2,Sem comentário,2025-07-27
1110,1831,2,2,Elogio,2025-08-27
1111,1834,4,3,Elogio,2025-09-12
1112,1835,4,3,Sem comentário,2026-04-04
1113,1836,2,2,Elogio,2025-12-14
1114,1837,3,3,Atendimento,2026-02-20
1115,1838,4,1,Preço,2026-04-09
1116,1842,5,5,Atendimento,2025-07-26
1117,1844,5,4,Atendimento,2026-05-26
1118,1846,4,1,Preço,2025-10-20
1119,1847,1,5,Sem comentário,2026-03-27
1120,1848,2,5,Preço,2026-04-08
1121,1850,5,3,Atendimento,2026-04-23
1122,1851,4,5,Sem comentário,2025-10-08
1123,1853,3,2,Preço,2026-01-22
1124,1854,4,4,Atendimento,2026-01-25
1125,1856,5,2,Atendimento,2026-01-26
1126,1858,4,3,Elogio,2026-04-27
1127,1861,4,1,Preço,2026-03-07
1128,1862,5,2,Prazo,2025-08-06
1129,1863,1,1,Sem comentário,2026-02-07
1130,1864,4,4,Elogio,2025-11-05
1131,1865,4,3,Atendimento,2026-02-28
1132,1869,2,3,Sem comentário,2026-04-14
1133,1870,1,4,Sem comentário,2026-06-04
1134,1871,4,5,Preço,2026-02-05
1135,1875,3,2,Preço,2026-02-15
1136,1876,4,4,Prazo,2026-05-17
1137,1877,3,5,Atendimento,2026-04-30
1138,1878,5,2,Prazo,2026-05-23
1139,1879,3,5,Sem comentário,2026-04-28
1140,1880,4,2,Preço,2026-02-19
1141,1882,4,1,Elogio,2025-07-15
1142,1883,1,2,Prazo,2026-05-11
1143,1885,4,1,Preço,2026-01-17
1144,1888,3,1,Sem comentário,2026-03-16
1145,1890,1,5,Atendimento,2025-10-21
1146,1891,5,2,Atendimento,2026-01-24
1147,1894,4,4,Elogio,2026-06-27
1148,1896,5,3,Sem comentário,2026-01-12
1149,1897,5,3,Preço,2025-11-14
1150,1900,1,1,Sem comentário,2026-06-10
1151,1901,5,3,Preço,2026-06-02
1152,1904,5,3,Preço,2026-01-26
1153,1905,1,5,Elogio,2026-05-10
1154,1907,2,3,Elogio,2026-03-18
1155,1908,2,5,Elogio,2026-05-18
1156,1915,3,5,Atendimento,2025-09-05
1157,1916,2,2,Prazo,2026-05-02
1158,1919,1,2,Preço,2025-12-07
1159,1922,3,5,Atendimento,2025-12-30
1160,1924,1,3,Sem comentário,2026-05-09
1161,1925,5,5,Preço,2026-01-29
1162,1926,1,3,Sem comentário,2025-07-11
1163,1927,5,3,Sem comentário,2026-03-11
1164,1928,5,2,Preço,2026-03-29
1165,1930,1,4,Preço,2026-05-03
1166,1931,5,2,Preço,2025-08-07
1167,1933,4,3,Atendimento,2025-11-09
1168,1934,4,4,Atendimento,2026-04-27
1169,1935,2,1,Preço,2025-08-02
1170,1937,4,2,Atendimento,2025-09-04
1171,1939,5,1,Prazo,2025-09-06
1172,1943,2,2,Atendimento,2025-12-14
1173,1944,5,2,Prazo,2026-06-25
1174,1945,2,1,Elogio,2025-12-06
1175,1946,5,4,Atendimento,2025-10-20
1176,1947,3,3,Sem comentário,2025-07-12
1177,1950,5,4,Prazo,2025-07-24
1178,1951,2,5,Prazo,2026-04-22
1179,1952,5,5,Preço,2025-10-26
1180,1953,5,1,Prazo,2025-12-13
1181,1955,1,1,Preço,2026-05-31
1182,1956,1,1,Atendimento,2025-09-08
1183,1960,5,3,Sem comentário,2026-03-24
1184,1966,4,5,Sem comentário,2025-07-20
1185,1968,4,1,Prazo,2026-02-12
1186,1969,3,5,Elogio,2026-01-13
1187,1970,3,2,Sem comentário,2026-06-16
1188,1973,3,2,Sem comentário,2026-02-12
1189,1974,4,2,Sem comentário,2026-05-14
1190,1975,4,1,Elogio,2025-11-18
1191,1976,1,5,Preço,2026-03-07
1192,1984,5,1,Sem comentário,2025-10-07
1193,1987,1,4,Sem comentário,2025-12-26
1194,1990,3,2,Sem comentário,2025-12-31
1195,1991,4,3,Atendimento,2026-04-22
1196,1992,4,4,Prazo,2026-03-21
1197,1995,5,5,Prazo,2025-09-07
1198,1997,4,3,Atendimento,2026-02-07
1199,2000,5,3,Elogio,2025-09-21
1200,2003,3,3,Prazo,2025-10-14
1201,2004,4,4,Preço,2025-07-14
1202,2006,1,3,Sem comentário,2025-12-24
1203,2007,4,3,Preço,2025-12-27
1204,2008,3,3,Prazo,2025-11-03
1205,2011,1,2,Atendimento,2025-12-17
1206,2014,5,1,Elogio,2026-05-12
1207,2016,5,2,Preço,2026-02-03
1208,2018,4,1,Elogio,2026-04-16
1209,2020,1,4,Sem comentário,2025-09-26
1210,2023,5,5,Sem comentário,2025-11-22
1211,2024,5,1,Elogio,2026-06-02
1212,2025,2,4,Preço,2025-12-14
1213,2026,2,2,Elogio,2025-09-19
1214,2027,2,5,Prazo,2025-10-07
1215,2028,2,4,Prazo,2026-04-02
1216,2029,2,3,Preço,2025-09-16
1217,2030,3,4,Prazo,2025-11-16
1218,2031,2,2,Preço,2025-12-23
1219,2033,2,4,Preço,2026-06-29
1220,2034,4,4,Sem comentário,2026-01-01
1221,2036,4,3,Elogio,2026-05-06
1222,2039,1,1,Sem comentário,2025-09-25
1223,2040,4,3,Preço,2026-02-15
1224,2041,1,1,Prazo,2026-05-12
1225,2042,1,2,Sem comentário,2025-10-12
1226,2043,3,2,Elogio,2026-06-01
1227,2044,4,5,Elogio,2025-11-01
1228,2045,3,3,Preço,2025-12-15
1229,2047,2,3,Sem comentário,2026-07-09
1230,2049,4,2,Sem comentário,2026-06-19
1231,2050,2,4,Sem comentário,2025-09-12
1232,2051,5,5,Sem comentário,2026-03-29
1233,2052,4,4,Atendimento,2025-08-22
1234,2053,2,5,Prazo,2025-07-30
1235,2056,4,2,Prazo,2026-06-21
1236,2057,3,4,Prazo,2025-11-10
1237,2058,2,2,Preço,2025-12-04
1238,2059,2,3,Preço,2025-08-03
1239,2061,4,5,Prazo,2026-01-26
1240,2064,4,3,Atendimento,2026-01-20
1241,2066,5,3,Prazo,2025-07-04
1242,2067,1,3,Elogio,2026-05-26
1243,2068,1,5,Prazo,2025-12-15
1244,2076,3,3,Atendimento,2026-05-26
1245,2080,5,2,Elogio,2026-01-26
1246,2081,2,1,Elogio,2025-08-05
1247,2082,5,2,Elogio,2026-04-29
1248,2084,2,1,Prazo,2025-10-01
1249,2085,3,1,Atendimento,2026-04-27
1250,2086,3,1,Atendimento,2025-07-17
1251,2087,5,2,Preço,2025-10-22
1252,2089,1,1,Preço,2026-03-26
1253,2091,3,3,Sem comentário,2026-06-17
1254,2092,5,4,Atendimento,2026-04-26
1255,2093,3,3,Preço,2026-02-12
1256,2094,4,4,Atendimento,2026-03-27
1257,2096,4,4,Sem comentário,2026-06-02
1258,2100,3,4,Elogio,2026-06-21
1259,2101,2,5,Preço,2026-07-02
1260,2105,4,3,Elogio,2026-01-31
1261,2106,4,3,Elogio,2026-05-16
1262,2107,2,4,Prazo,2025-10-26
1263,2113,2,5,Elogio,2025-10-18
1264,2114,3,4,Elogio,2026-04-09
1265,2115,2,4,Sem comentário,2025-11-18
1266,2117,5,3,Sem comentário,2026-01-28
1267,2119,2,5,Sem comentário,2026-05-31
1268,2120,2,1,Sem comentário,2025-12-09
1269,2126,4,4,Prazo,2026-02-21
1270,2127,2,5,Elogio,2025-12-07
1271,2129,5,1,Prazo,2026-06-04
1272,2130,4,5,Sem comentário,2025-07-14
1273,2131,1,3,Preço,2026-03-02
1274,2132,3,1,Prazo,2026-04-14
1275,2133,1,3,Elogio,2026-06-28
1276,2134,4,2,Sem comentário,2025-10-07
1277,2135,4,5,Preço,2025-09-24
1278,2136,3,1,Prazo,2026-01-28
1279,2137,1,1,Sem comentário,2026-04-19
1280,2140,4,4,Sem comentário,2025-12-28
1281,2142,5,4,Sem comentário,2026-06-07
1282,2143,4,2,Prazo,2025-12-14
1283,2145,1,3,Sem comentário,2026-04-04
1284,2147,3,5,Elogio,2026-05-02
1285,2148,1,2,Prazo,2025-10-30
1286,2149,2,2,Sem comentário,2025-08-27
1287,2153,5,2,Prazo,2026-03-15
1288,2154,1,1,Sem comentário,2025-10-06
1289,2155,4,5,Elogio,2025-10-06
1290,2157,3,1,Prazo,2025-07-22
1291,2158,5,3,Atendimento,2025-09-14
1292,2159,3,2,Prazo,2025-09-20
1293,2160,5,2,Prazo,2025-10-13
1294,2162,4,4,Sem comentário,2025-08-24
1295,2163,3,1,Atendimento,2025-07-22
1296,2164,1,1,Atendimento,2026-02-23
1297,2166,3,4,Sem comentário,2025-11-10
1298,2167,4,1,Prazo,2026-05-04
1299,2168,3,4,Preço,2025-08-22
1300,2169,3,2,Prazo,2026-06-09
1301,2170,4,1,Elogio,2026-05-26
1302,2171,4,4,Elogio,2025-11-15
1303,2172,2,3,Atendimento,2026-05-31
1304,2174,1,4,Prazo,2025-09-14
1305,2175,1,2,Prazo,2026-06-10
1306,2176,5,5,Prazo,2026-01-01
1307,2177,4,1,Atendimento,2025-09-14
1308,2178,2,3,Atendimento,2025-12-29
1309,2180,1,2,Elogio,2025-07-26
1310,2182,1,3,Preço,2025-09-27
1311,2184,5,2,Prazo,2025-12-17
1312,2186,2,4,Atendimento,2026-01-11
1313,2188,4,1,Sem comentário,2026-06-07
