orcamento_id,os_id,valor_pecas,valor_mao_obra,valor_total,data_orcamento,status
1041,1041,880.15,466.17,1346.32,2025-10-07,Recusado
1042,1042,308.37,356.54,664.91,2026-03-24,Aprovado
1043,1043,109.53,460.16,569.69,2025-10-05,Aprovado
1044,1044,964.09,327.37,1291.46,2026-02-03,Recusado
1045,1045,610.1,218.35,828.45,2026-06-01,Aprovado
1046,1046,1228.41,576.38,1804.79,2026-03-19,Aprovado
1047,1047,294.16,405.23,699.39,2025-07-13,Aprovado
1048,1048,969.14,225.13,1194.27,2026-03-27,Aprovado
1049,1049,1031.61,279.51,1311.12,2026-01-05,Aprovado
1050,1050,861.32,169.4,1030.72,2025-12-14,Recusado
1051,1051,810.8,119.02,929.82,2026-01-15,Recusado
1052,1052,1192.21,327.79,1520.0,2026-05-29,Aprovado
1053,1053,225.99,616.63,842.62,2025-09-30,Aprovado
1054,1054,119.69,551.4,671.09,2026-02-10,Recusado
1055,1055,574.55,452.97,1027.52,2025-08-18,Aprovado
1056,1056,1273.03,513.36,1786.39,2025-11-26,Recusado
1057,1057,701.96,156.29,858.25,2026-01-31,Aprovado
1058,1058,589.75,173.53,763.28,2026-03-22,Aprovado
1059,1059,1001.19,160.65,1161.84,2026-05-31,Aprovado
1060,1060,280.94,527.55,808.49,2025-09-02,Aprovado
1061,1061,1154.64,259.48,1414.12,2026-03-28,Aprovado
1062,1062,83.95,535.26,619.21,2026-03-13,Aprovado
1063,1063,41.07,333.68,374.75,2025-11-07,Aprovado
1064,1064,787.86,634.34,1422.2,2025-12-10,Recusado
1065,1065,83.89,474.66,558.55,2026-03-26,Aprovado
1066,1066,673.38,419.08,1092.46,2026-06-12,Aprovado
1067,1067,114.61,598.21,712.82,2026-03-08,Aprovado
1068,1068,785.41,554.62,1340.03,2025-11-09,Aprovado
1069,1069,410.16,415.74,825.9,2026-03-02,Aprovado
1070,1070,679.85,142.23,822.08,2025-08-14,Aprovado
1071,1071,1254.97,72.5,1327.47,2026-03-20,Recusado
1072,1072,289.34,211.52,500.86,2025-10-26,Aprovado
1073,1073,1134.37,576.78,1711.15,2026-02-28,Aprovado
1074,1074,25.57,77.8,103.37,2026-06-18,Recusado
1075,1075,139.77,514.47,654.24,2025-09-27,Aprovado
1076,1076,1170.12,222.97,1393.09,2025-07-31,Aprovado
1077,1077,1298.47,450.31,1748.78,2025-07-15,Aprovado
1078,1078,560.09,393.62,953.71,2026-03-05,Aprovado
1079,1079,563.86,407.9,971.76,2025-09-24,Aprovado
1080,1080,165.24,108.16,273.4,2025-10-28,Recusado
1081,1081,485.34,132.58,617.92,2025-11-26,Aprovado
1082,1082,228.4,136.7,365.1,2025-08-11,Aprovado
1083,1083,604.24,143.91,748.15,2026-06-03,Aprovado
1084,1084,321.85,394.65,716.5,2026-03-15,Aprovado
1085,1085,1122.95,375.11,1498.06,2025-07-25,Aprovado
1086,1086,262.53,513.06,775.59,2026-02-25,Aprovado
1087,1087,1299.41,186.73,1486.14,2025-12-13,Aprovado
1088,1088,1145.35,406.51,1551.86,2026-05-16,Aprovado
1089,1089,289.33,590.81,880.14,2025-07-09,Aprovado
1090,1090,1010.68,533.82,1544.5,2025-07-16,Aprovado
1091,1091,60.72,567.14,627.86,2025-08-09,Aprovado
1092,1092,1022.08,370.36,1392.44,2025-10-29,Aprovado
1093,1093,441.89,395.79,837.68,2025-08-25,Aprovado
1094,1094,967.23,229.85,1197.08,2026-03-22,Aprovado
1095,1095,495.99,104.96,600.95,2026-05-31,Aprovado
1096,1096,548.55,472.84,1021.39,2026-04-09,Aprovado
1097,1097,525.33,569.61,1094.94,2025-09-28,Aprovado
1098,1098,617.39,180.38,797.77,2026-03-30,Recusado
1099,1099,682.45,498.31,1180.76,2025-09-05,Aprovado
1100,1100,1053.46,400.72,1454.18,2025-11-17,Aprovado
1101,1101,44.49,81.47,125.96,2026-06-16,Aprovado
1102,1102,224.77,554.57,779.34,2026-06-18,Recusado
1103,1103,285.58,318.11,603.69,2026-06-30,Aprovado
1104,1104,30.64,127.21,157.85,2025-08-05,Aprovado
1105,1105,338.81,494.09,832.9,2025-12-19,Aprovado
1106,1106,699.55,487.76,1187.31,2025-08-13,Aprovado
1107,1107,794.51,137.38,931.89,2025-09-26,Aprovado
1108,1108,1252.81,495.12,1747.93,2025-11-06,Aprovado
1109,1109,745.23,175.94,921.17,2025-08-05,Aprovado
1110,1110,107.44,107.05,214.49,2025-10-12,Aprovado
1111,1111,605.11,604.83,1209.94,2025-10-23,Aprovado
1112,1112,853.74,211.91,1065.65,2025-12-08,Recusado
1113,1113,880.44,302.73,1183.17,2026-01-26,Recusado
1114,1114,1142.17,212.01,1354.18,2026-05-19,Aprovado
1115,1115,134.76,297.66,432.42,2026-06-22,Aprovado
1116,1116,1066.37,487.41,1553.78,2026-03-10,Aprovado
1117,1117,1185.0,384.1,1569.1,2025-10-16,Aprovado
1118,1118,1248.05,91.7,1339.75,2025-09-26,Aprovado
1119,1119,643.32,477.43,1120.75,2026-05-01,Aprovado
1120,1120,269.69,293.67,563.36,2026-01-10,Aprovado
1121,1121,884.98,79.41,964.39,2025-09-04,Aprovado
1122,1122,1016.35,232.2,1248.55,2026-01-17,Recusado
1123,1123,642.67,257.54,900.21,2025-07-02,Aprovado
1124,1124,167.9,513.16,681.06,2026-05-25,Aprovado
1125,1125,615.34,388.79,1004.13,2025-12-20,Aprovado
1126,1126,340.33,516.22,856.55,2025-09-27,Aprovado
1127,1127,512.59,458.78,971.37,2026-05-23,Aprovado
1128,1128,216.21,306.44,522.65,2025-10-29,Aprovado
1129,1129,641.69,90.64,732.33,2025-10-23,Aprovado
1130,1130,699.37,333.22,1032.59,2026-02-20,Aprovado
1131,1131,332.44,534.58,867.02,2025-11-05,Aprovado
1132,1132,1186.93,108.21,1295.14,2026-06-02,Aprovado
1133,1133,376.43,255.81,632.24,2025-07-19,Aprovado
1134,1134,796.39,537.72,1334.11,2026-03-04,Aprovado
1135,1135,236.28,76.03,312.31,2026-05-23,Aprovado
1136,1136,1003.74,180.24,1183.98,2025-12-23,Recusado
1137,1137,553.33,368.19,921.52,2025-11-05,Recusado
1138,1138,790.07,339.34,1129.41,2026-03-16,Aprovado
1139,1139,755.93,635.58,1391.51,2025-11-27,Recusado
1140,1140,430.26,543.46,973.72,2026-02-21,Aprovado
1141,1141,1031.68,429.13,1460.81,2026-06-14,Aprovado
1142,1142,958.37,580.54,1538.91,2025-12-21,Aprovado
1143,1143,438.58,185.12,623.7,2025-12-19,Aprovado
1144,1144,510.71,646.55,1157.26,2026-02-03,Aprovado
1145,1145,677.46,309.0,986.46,2026-04-15,Recusado
1146,1146,666.15,381.18,1047.33,2026-05-01,Aprovado
1147,1147,870.35,533.78,1404.13,2025-09-02,Aprovado
1148,1148,969.1,496.78,1465.88,2025-07-12,Aprovado
1149,1149,246.17,168.03,414.2,2026-06-27,Aprovado
1150,1150,236.74,559.36,796.1,2025-11-01,Recusado
1151,1151,249.34,548.71,798.05,2026-04-04,Aprovado
1152,1152,1130.49,633.39,1763.88,2026-01-01,Aprovado
1153,1153,195.77,405.55,601.32,2026-01-16,Aprovado
1154,1154,255.38,275.93,531.31,2026-01-05,Aprovado
1155,1155,1217.81,520.71,1738.52,2026-02-13,Aprovado
1156,1156,39.69,402.35,442.04,2026-04-22,Recusado
1157,1157,82.13,499.63,581.76,2026-05-17,Aprovado
1158,1158,1036.76,337.44,1374.2,2025-10-20,Aprovado
1159,1159,1232.6,539.97,1772.57,2025-11-06,Aprovado
1160,1160,1291.06,275.21,1566.27,2026-05-15,Aprovado
1161,1161,211.04,381.14,592.18,2025-10-04,Aprovado
1162,1162,1140.68,426.41,1567.09,2026-04-27,Recusado
1163,1163,1151.91,91.32,1243.23,2026-06-10,Recusado
1164,1164,916.36,294.41,1210.77,2026-04-14,Aprovado
1165,1165,1147.07,432.16,1579.23,2025-09-30,Aprovado
1166,1166,960.72,475.24,1435.96,2025-12-08,Aprovado
1167,1167,1039.73,562.07,1601.8,2025-10-04,Aprovado
1168,1168,283.71,396.97,680.68,2026-03-12,Aprovado
1169,1169,458.95,412.49,871.44,2026-03-23,Recusado
1170,1170,211.84,195.66,407.5,2026-04-08,Recusado
1171,1171,885.43,269.5,1154.93,2025-12-05,Recusado
1172,1172,83.46,406.56,490.02,2025-07-15,Recusado
1173,1173,328.65,581.57,910.22,2026-02-03,Aprovado
1174,1174,246.25,220.87,467.12,2026-04-07,Aprovado
1175,1175,355.13,156.14,511.27,2026-04-13,Aprovado
1176,1176,368.73,556.76,925.49,2025-12-20,Aprovado
1177,1177,923.06,360.29,1283.35,2025-09-09,Aprovado
1178,1178,760.09,105.07,865.16,2025-11-22,Recusado
1179,1179,1015.33,469.75,1485.08,2026-06-18,Aprovado
1180,1180,226.97,446.18,673.15,2025-10-17,Recusado
1181,1181,916.45,220.04,1136.49,2025-10-05,Aprovado
1182,1182,172.68,571.41,744.09,2026-04-02,Recusado
1183,1183,773.18,636.44,1409.62,2025-12-28,Aprovado
1184,1184,422.42,164.31,586.73,2026-06-30,Aprovado
1185,1185,342.95,626.66,969.61,2025-08-10,Aprovado
1186,1186,1176.99,337.32,1514.31,2026-02-03,Aprovado
1187,1187,118.06,392.16,510.22,2025-10-26,Aprovado
1188,1188,65.3,298.97,364.27,2026-01-23,Aprovado
1189,1189,858.2,406.06,1264.26,2025-10-17,Recusado
1190,1190,879.29,312.5,1191.79,2025-12-08,Aprovado
1191,1191,77.95,537.14,615.09,2025-12-12,Aprovado
1192,1192,217.01,292.92,509.93,2026-04-23,Aprovado
1193,1193,665.92,217.19,883.11,2026-01-06,Aprovado
1194,1194,941.71,641.97,1583.68,2026-03-27,Aprovado
1195,1195,565.95,299.26,865.21,2025-08-06,Recusado
1196,1196,990.68,104.98,1095.66,2025-07-20,Aprovado
1197,1197,606.18,149.11,755.29,2025-12-27,Aprovado
1198,1198,1190.76,382.22,1572.98,2026-06-09,Recusado
1199,1199,1296.27,557.79,1854.06,2026-06-29,Aprovado
1200,1200,694.05,80.24,774.29,2026-05-19,Aprovado
1201,1201,1147.24,578.49,1725.73,2025-11-17,Aprovado
1202,1202,823.49,262.49,1085.98,2026-04-10,Aprovado
1203,1203,185.11,118.0,303.11,2025-11-01,Recusado
1204,1204,1241.74,261.96,1503.7,2025-09-29,Aprovado
1205,1205,21.1,235.34,256.44,2026-04-13,Aprovado
1206,1206,543.78,147.1,690.88,2025-12-22,Aprovado
1207,1207,1227.33,325.46,1552.79,2026-02-06,Aprovado
1208,1208,1158.08,181.8,1339.88,2026-04-30,Aprovado
1209,1209,760.27,365.56,1125.83,2026-06-02,Aprovado
1210,1210,1004.04,614.77,1618.81,2026-04-06,Aprovado
1211,1211,331.3,275.66,606.96,2025-11-08,Aprovado
1212,1212,605.85,616.4,1222.25,2025-10-14,Aprovado
1213,1213,688.88,645.15,1334.03,2025-07-09,Recusado
1214,1214,640.5,617.04,1257.54,2026-03-07,Aprovado
1215,1215,488.79,466.26,955.05,2025-09-14,Aprovado
1216,1216,725.4,84.83,810.23,2026-01-25,Aprovado
1217,1217,1265.07,192.66,1457.73,2025-11-18,Aprovado
1218,1218,676.92,470.91,1147.83,2025-12-28,Aprovado
1219,1219,186.01,514.74,700.75,2025-09-14,Aprovado
1220,1220,591.63,217.59,809.22,2025-12-29,Aprovado
1221,1221,46.85,390.23,437.08,2025-08-03,Aprovado
1222,1222,266.5,406.96,673.46,2025-08-19,Aprovado
1223,1223,1256.06,375.8,1631.86,2026-06-12,Aprovado
1224,1224,1287.56,361.18,1648.74,2025-10-22,Aprovado
1225,1225,360.38,156.23,516.61,2025-07-23,Aprovado
1226,1226,713.35,548.32,1261.67,2025-09-30,Aprovado
1227,1227,1064.75,545.64,1610.39,2026-03-31,Aprovado
1228,1228,622.36,135.89,758.25,2025-08-08,Aprovado
1229,1229,1185.36,540.52,1725.88,2025-12-09,Aprovado
1230,1230,292.7,66.77,359.47,2025-07-28,Aprovado
1231,1231,988.74,132.32,1121.06,2026-04-24,Aprovado
1232,1232,924.6,516.31,1440.91,2025-11-01,Aprovado
1233,1233,732.78,524.59,1257.37,2026-04-02,Aprovado
1234,1234,86.45,368.16,454.61,2025-11-28,Aprovado
1235,1235,1013.85,295.02,1308.87,2026-03-12,Aprovado
1236,1236,166.23,563.85,730.08,2025-12-08,Aprovado
1237,1237,988.7,109.09,1097.79,2026-03-24,Aprovado
1238,1238,657.12,560.79,1217.91,2026-05-01,Aprovado
1239,1239,907.19,361.63,1268.82,2026-01-19,Aprovado
1240,1240,1040.14,437.74,1477.88,2026-04-23,Recusado
1241,1241,1227.76,475.37,1703.13,2025-11-23,Aprovado
1242,1242,593.78,140.93,734.71,2026-06-19,Aprovado
1243,1243,622.3,318.5,940.8,2026-01-12,Aprovado
1244,1244,1228.27,627.5,1855.77,2025-09-27,Aprovado
1245,1245,544.74,349.57,894.31,2026-03-10,Aprovado
1246,1246,1155.23,440.86,1596.09,2026-02-18,Aprovado
1247,1247,718.2,570.54,1288.74,2025-12-31,Aprovado
1248,1248,161.6,642.02,803.62,2025-08-27,Recusado
1249,1249,225.55,562.35,787.9,2025-08-10,Aprovado
1250,1250,832.83,88.79,921.62,2025-10-20,Aprovado
1251,1251,506.74,384.89,891.63,2026-04-02,Recusado
1252,1252,223.15,76.5,299.65,2025-08-13,Aprovado
1253,1253,1144.13,634.53,1778.66,2026-01-27,Recusado
1254,1254,1241.14,417.48,1658.62,2025-12-01,Aprovado
1255,1255,405.98,152.6,558.58,2026-04-26,Recusado
1256,1256,434.76,371.66,806.42,2026-02-16,Recusado
1257,1257,333.18,184.07,517.25,2026-01-17,Aprovado
1258,1258,797.84,353.34,1151.18,2026-04-17,Aprovado
1259,1259,687.14,370.65,1057.79,2025-11-23,Aprovado
1260,1260,444.99,77.61,522.6,2025-11-29,Aprovado
1261,1261,793.9,298.2,1092.1,2026-01-11,Aprovado
1262,1262,832.51,90.58,923.09,2026-04-22,Aprovado
1263,1263,1029.9,521.92,1551.82,2026-04-13,Recusado
1264,1264,954.53,575.41,1529.94,2025-08-08,Recusado
1265,1265,427.8,268.87,696.67,2025-08-22,Recusado
1266,1266,732.73,80.94,813.67,2026-05-06,Aprovado
1267,1267,69.9,635.02,704.92,2025-08-08,Aprovado
1268,1268,463.85,336.57,800.42,2025-11-27,Aprovado
1269,1269,219.95,583.71,803.66,2026-02-09,Aprovado
1270,1270,298.86,432.75,731.61,2026-04-22,Recusado
1271,1271,400.87,80.49,481.36,2026-03-04,Aprovado
1272,1272,468.49,145.66,614.15,2025-10-07,Aprovado
1273,1273,831.67,167.65,999.32,2026-01-24,Aprovado
1274,1274,830.07,305.39,1135.46,2025-10-10,Recusado
1275,1275,29.66,82.72,112.38,2025-08-26,Aprovado
1276,1276,769.16,98.18,867.34,2025-12-03,Aprovado
1277,1277,643.27,409.46,1052.73,2025-12-22,Aprovado
1278,1278,618.22,462.7,1080.92,2026-05-02,Aprovado
1279,1279,1135.64,67.95,1203.59,2026-04-25,Recusado
1280,1280,1283.38,562.48,1845.86,2025-11-14,Aprovado
1281,1281,1077.19,527.66,1604.85,2026-06-19,Aprovado
1282,1282,800.83,128.21,929.04,2025-08-31,Aprovado
1283,1283,428.66,400.6,829.26,2025-07-10,Aprovado
1284,1284,699.49,554.33,1253.82,2025-07-16,Aprovado
1285,1285,272.99,286.08,559.07,2026-01-27,Aprovado
1286,1286,718.24,169.74,887.98,2026-02-06,Aprovado
1287,1287,770.86,252.89,1023.75,2025-07-09,Aprovado
1288,1288,1018.38,122.26,1140.64,2026-03-20,Aprovado
1289,1289,1280.01,147.26,1427.27,2025-12-14,Aprovado
1290,1290,189.98,450.37,640.35,2026-03-21,Aprovado
1291,1291,417.06,116.77,533.83,2026-01-29,Aprovado
1292,1292,433.7,203.56,637.26,2026-06-23,Aprovado
1293,1293,1134.6,572.6,1707.2,2025-07-04,Aprovado
1294,1294,306.94,513.96,820.9,2026-02-10,Aprovado
1295,1295,54.86,241.96,296.82,2025-10-16,Aprovado
1296,1296,1171.26,487.29,1658.55,2026-01-07,Aprovado
1297,1297,518.14,222.03,740.17,2026-04-25,Aprovado
1298,1298,821.58,626.71,1448.29,2025-12-12,Aprovado
1299,1299,1007.19,313.52,1320.71,2026-01-01,Aprovado
1300,1300,479.18,111.06,590.24,2026-05-05,Aprovado
1301,1301,851.66,581.95,1433.61,2026-05-11,Aprovado
1302,1302,901.39,134.57,1035.96,2026-02-07,Aprovado
1303,1303,282.18,225.58,507.76,2026-04-03,Aprovado
1304,1304,991.13,337.14,1328.27,2026-06-14,Aprovado
1305,1305,739.84,215.05,954.89,2025-10-23,Recusado
1306,1306,1277.28,105.64,1382.92,2026-02-26,Aprovado
1307,1307,1085.48,237.33,1322.81,2025-08-11,Aprovado
1308,1308,49.16,419.82,468.98,2026-01-07,Aprovado
1309,1309,956.82,327.22,1284.04,2025-08-08,Recusado
1310,1310,93.82,336.76,430.58,2025-07-21,Aprovado
1311,1311,965.35,329.5,1294.85,2025-12-03,Aprovado
1312,1312,1170.0,428.1,1598.1,2026-05-28,Aprovado
1313,1313,526.92,436.96,963.88,2026-05-31,Aprovado
1314,1314,328.79,461.33,790.12,2025-08-28,Aprovado
1315,1315,1235.52,333.24,1568.76,2026-03-14,Aprovado
1316,1316,1292.9,322.6,1615.5,2025-12-01,Aprovado
1317,1317,778.67,105.89,884.56,2026-04-14,Recusado
1318,1318,558.91,625.55,1184.46,2026-03-20,Aprovado
1319,1319,129.79,229.71,359.5,2026-02-21,Aprovado
1320,1320,443.05,553.53,996.58,2026-04-30,Aprovado
1321,1321,561.57,340.95,902.52,2026-05-16,Aprovado
1322,1322,1121.35,299.55,1420.9,2025-11-23,Aprovado
1323,1323,484.37,610.78,1095.15,2026-01-23,Aprovado
1324,1324,886.95,301.54,1188.49,2025-10-30,Aprovado
1325,1325,199.73,454.54,654.27,2026-06-15,Aprovado
1326,1326,179.18,436.07,615.25,2025-09-28,Aprovado
1327,1327,604.78,179.62,784.4,2025-07-22,Aprovado
1328,1328,552.1,211.03,763.13,2026-03-25,Aprovado
1329,1329,88.41,86.96,175.37,2026-03-28,Aprovado
1330,1330,418.79,599.81,1018.6,2026-05-25,Aprovado
1331,1331,33.93,495.0,528.93,2025-07-31,Aprovado
1332,1332,800.09,65.27,865.36,2025-12-13,Aprovado
1333,1333,1194.52,284.77,1479.29,2026-03-18,Aprovado
1334,1334,674.06,152.16,826.22,2025-08-12,Aprovado
1335,1335,43.92,117.86,161.78,2025-10-31,Aprovado
1336,1336,808.92,377.39,1186.31,2026-01-25,Recusado
1337,1337,512.21,84.54,596.75,2025-12-10,Aprovado
1338,1338,1141.73,565.2,1706.93,2026-01-19,Aprovado
1339,1339,461.58,578.9,1040.48,2025-12-11,Recusado
1340,1340,1198.99,489.65,1688.64,2025-07-03,Aprovado
1341,1341,632.11,169.64,801.75,2025-10-15,Aprovado
1342,1342,246.2,361.96,608.16,2026-03-27,Aprovado
1343,1343,761.24,289.76,1051.0,2026-06-17,Aprovado
1344,1344,326.72,227.05,553.77,2026-04-10,Aprovado
1345,1345,71.48,446.9,518.38,2025-09-20,Recusado
1346,1346,53.39,525.85,579.24,2026-04-30,Aprovado
1347,1347,34.36,609.92,644.28,2025-09-02,Aprovado
1348,1348,266.58,310.96,577.54,2026-06-09,Aprovado
1349,1349,223.75,404.9,628.65,2025-09-05,Aprovado
1350,1350,1278.78,117.7,1396.48,2025-12-24,Aprovado
1351,1351,1198.3,408.38,1606.68,2026-03-13,Aprovado
1352,1352,237.25,486.76,724.01,2025-11-13,Recusado
1353,1353,1234.95,378.89,1613.84,2026-06-17,Aprovado
1354,1354,695.9,642.31,1338.21,2026-06-29,Aprovado
1355,1355,235.83,611.19,847.02,2026-05-31,Recusado
1356,1356,1270.12,314.76,1584.88,2026-02-25,Recusado
1357,1357,184.11,187.52,371.63,2025-09-09,Aprovado
1358,1358,782.89,182.73,965.62,2026-03-14,Recusado
1359,1359,1103.99,508.4,1612.39,2026-05-27,Aprovado
1360,1360,979.44,60.19,1039.63,2025-07-16,Aprovado
1361,1361,895.61,428.81,1324.42,2026-05-14,Aprovado
1362,1362,1142.62,395.66,1538.28,2025-10-31,Aprovado
1363,1363,209.27,218.59,427.86,2026-06-16,Aprovado
1364,1364,296.59,406.93,703.52,2026-02-07,Aprovado
1365,1365,508.44,524.03,1032.47,2026-04-27,Aprovado
1366,1366,465.94,521.52,987.46,2025-08-28,Aprovado
1367,1367,383.68,442.14,825.82,2026-01-25,Recusado
1368,1368,810.44,132.81,943.25,2025-11-30,Aprovado
1369,1369,1099.43,251.71,1351.14,2026-06-18,Aprovado
1370,1370,201.13,334.31,535.44,2025-12-05,Recusado
1371,1371,165.73,594.11,759.84,2025-07-30,Aprovado
1372,1372,54.64,229.82,284.46,2025-10-17,Aprovado
1373,1373,267.75,188.77,456.52,2025-12-03,Aprovado
1374,1374,430.29,579.77,1010.06,2025-09-09,Aprovado
1375,1375,1191.88,219.04,1410.92,2026-05-11,Aprovado
1376,1376,1116.22,181.63,1297.85,2026-05-14,Aprovado
1377,1377,358.54,272.73,631.27,2026-06-21,Aprovado
1378,1378,778.13,454.34,1232.47,2026-05-15,Aprovado
1379,1379,1182.61,317.99,1500.6,2026-02-21,Aprovado
1380,1380,296.35,329.04,625.39,2025-07-21,Aprovado
1381,1381,809.62,525.93,1335.55,2025-11-24,Aprovado
1382,1382,966.99,339.43,1306.42,2026-06-10,Aprovado
1383,1383,485.55,238.53,724.08,2026-04-04,Aprovado
1384,1384,660.18,134.24,794.42,2025-09-25,Aprovado
1385,1385,839.48,408.77,1248.25,2026-03-20,Aprovado
1386,1386,260.04,152.94,412.98,2025-12-04,Aprovado
1387,1387,1212.86,291.8,1504.66,2025-07-16,Recusado
1388,1388,136.7,429.31,566.01,2026-05-25,Recusado
1389,1389,581.35,607.62,1188.97,2026-03-16,Aprovado
1390,1390,715.43,403.22,1118.65,2026-03-09,Aprovado
1391,1391,61.76,442.57,504.33,2026-04-29,Recusado
1392,1392,1139.79,290.1,1429.89,2025-07-15,Aprovado
1393,1393,697.88,151.83,849.71,2025-12-09,Recusado
1394,1394,611.5,181.76,793.26,2025-11-14,Recusado
1395,1395,550.76,301.58,852.34,2025-07-20,Aprovado
1396,1396,431.7,514.61,946.31,2025-10-18,Aprovado
1397,1397,894.72,459.46,1354.18,2025-07-24,Recusado
1398,1398,118.71,159.87,278.58,2026-06-20,Aprovado
1399,1399,90.0,217.26,307.26,2026-02-15,Aprovado
1400,1400,1220.57,302.97,1523.54,2026-06-14,Aprovado
1401,1401,172.14,631.61,803.75,2025-08-19,Aprovado
1402,1402,953.78,456.17,1409.95,2026-05-22,Aprovado
1403,1403,1293.29,460.85,1754.14,2025-11-10,Recusado
1404,1404,335.76,85.02,420.78,2025-12-13,Aprovado
1405,1405,1016.29,545.7,1561.99,2026-01-03,Aprovado
1406,1406,1028.96,202.34,1231.3,2026-05-25,Aprovado
1407,1407,745.19,203.06,948.25,2026-02-18,Recusado
1408,1408,815.4,343.13,1158.53,2026-05-25,Aprovado
1409,1409,526.18,71.89,598.07,2025-07-13,Aprovado
1410,1410,260.95,422.55,683.5,2025-10-08,Aprovado
1411,1411,448.14,648.59,1096.73,2026-01-16,Recusado
1412,1412,229.32,421.37,650.69,2026-01-22,Aprovado
1413,1413,1043.71,582.96,1626.67,2025-09-08,Aprovado
1414,1414,1182.58,260.18,1442.76,2025-09-14,Aprovado
1415,1415,1103.72,127.95,1231.67,2026-05-09,Aprovado
1416,1416,892.97,390.08,1283.05,2026-04-16,Aprovado
1417,1417,116.03,602.09,718.12,2026-01-14,Aprovado
1418,1418,550.29,575.68,1125.97,2026-06-13,Aprovado
1419,1419,776.13,192.66,968.79,2026-05-17,Aprovado
1420,1420,133.13,183.0,316.13,2025-07-02,Aprovado
1421,1421,1190.08,423.49,1613.57,2025-09-29,Recusado
1422,1422,282.05,339.4,621.45,2025-09-05,Aprovado
1423,1423,201.58,341.74,543.32,2025-10-25,Recusado
1424,1424,814.86,573.6,1388.46,2026-05-23,Aprovado
1425,1425,1272.7,68.75,1341.45,2026-04-23,Aprovado
1426,1426,1215.44,612.68,1828.12,2025-09-25,Aprovado
1427,1427,462.61,597.55,1060.16,2025-10-31,Aprovado
1428,1428,689.09,513.96,1203.05,2026-04-23,Recusado
1429,1429,1247.81,408.01,1655.82,2025-09-04,Aprovado
1430,1430,401.68,151.62,553.3,2025-09-14,Aprovado
1431,1431,401.88,549.04,950.92,2025-08-31,Aprovado
1432,1432,910.11,497.28,1407.39,2025-10-30,Recusado
1433,1433,160.96,161.7,322.66,2025-12-20,Aprovado
1434,1434,1142.27,90.76,1233.03,2026-02-23,Aprovado
1435,1435,991.2,399.7,1390.9,2026-06-05,Aprovado
1436,1436,841.47,507.43,1348.9,2026-02-12,Aprovado
1437,1437,536.74,570.9,1107.64,2025-12-18,Aprovado
1438,1438,368.95,63.71,432.66,2026-06-18,Recusado
1439,1439,805.39,633.23,1438.62,2025-08-12,Aprovado
1440,1440,882.93,109.18,992.11,2025-10-29,Aprovado
1441,1441,50.77,74.9,125.67,2025-11-19,Aprovado
1442,1442,669.54,313.94,983.48,2026-06-15,Aprovado
1443,1443,302.83,254.35,557.18,2026-05-01,Aprovado
1444,1444,748.18,240.94,989.12,2025-11-29,Recusado
1445,1445,333.28,504.29,837.57,2025-10-27,Aprovado
1446,1446,77.1,330.07,407.17,2026-01-23,Aprovado
1447,1447,915.39,215.13,1130.52,2025-09-07,Aprovado
1448,1448,392.23,395.06,787.29,2025-12-16,Aprovado
1449,1449,677.73,254.47,932.2,2026-05-12,Aprovado
1450,1450,82.75,181.82,264.57,2025-09-18,Aprovado
1451,1451,1190.5,91.51,1282.01,2025-12-19,Aprovado
1452,1452,95.96,108.27,204.23,2025-12-07,Recusado
1453,1453,1143.5,269.26,1412.76,2025-12-29,Aprovado
1454,1454,878.73,87.77,966.5,2026-01-10,Aprovado
1455,1455,236.53,613.67,850.2,2025-11-22,Aprovado
1456,1456,118.9,406.84,525.74,2025-10-10,Aprovado
1457,1457,1052.14,291.35,1343.49,2025-08-12,Recusado
1458,1458,853.9,274.1,1128.0,2025-09-12,Aprovado
1459,1459,71.79,368.59,440.38,2026-03-10,Aprovado
1460,1460,777.74,140.89,918.63,2025-08-09,Recusado
1461,1461,1191.01,490.06,1681.07,2025-12-23,Aprovado
1462,1462,572.11,506.69,1078.8,2025-08-06,Recusado
1463,1463,60.07,352.52,412.59,2025-12-24,Recusado
1464,1464,294.01,94.71,388.72,2025-09-14,Recusado
1465,1465,1173.5,396.42,1569.92,2025-11-11,Aprovado
1466,1466,1033.15,636.49,1669.64,2025-10-21,Aprovado
1467,1467,1244.21,516.73,1760.94,2026-03-18,Aprovado
1468,1468,1243.35,324.47,1567.82,2026-05-03,Aprovado
1469,1469,1128.23,454.34,1582.57,2026-06-06,Aprovado
1470,1470,277.39,299.45,576.84,2026-06-06,Aprovado
1471,1471,566.03,172.17,738.2,2026-03-22,Aprovado
1472,1472,369.31,144.24,513.55,2025-10-11,Aprovado
1473,1473,1268.32,409.41,1677.73,2026-01-13,Aprovado
1474,1474,1059.51,607.24,1666.75,2025-11-26,Aprovado
1475,1475,460.79,601.83,1062.62,2025-12-26,Aprovado
1476,1476,396.68,362.68,759.36,2026-03-29,Aprovado
1477,1477,386.53,438.14,824.67,2026-05-21,Recusado
1478,1478,868.29,226.55,1094.84,2026-03-26,Aprovado
1479,1479,285.94,102.29,388.23,2026-04-11,Aprovado
1480,1480,948.13,460.31,1408.44,2026-05-21,Aprovado
1481,1481,789.84,273.71,1063.55,2025-10-20,Recusado
1482,1482,1072.5,511.15,1583.65,2026-02-06,Aprovado
