projeto_id;comprador_id;fornecedor_id;data_abertura;categoria;baseline;meta_saving_pct;status
CS00861;CB005;FO0098;2025-07-27 00:00:00;Substituição;12682,85;0,121;Em execução
CS00862;CB032;FO0179;2024-10-06 00:00:00;Renegociação;4543,3;0,104;Em execução
CS00863;CB039;FO0056;2024-10-05 00:00:00;Renegociação;1975,04;0,1127;Concluído
CS00864;CB003;FO0250;2025-06-17 00:00:00;Substituição;18528,62;0,1013;Concluído
CS00865;CB039;FO0098;2024-12-31 00:00:00;Renegociação;12285,5;0,064;Concluído
CS00866;CB019;FO0081;2026-01-12 00:00:00;Substituição;3329,49;0,097;Concluído
CS00867;CB020;FO0137;2024-06-24 00:00:00;Substituição;14326,08;0,04;Cancelado
CS00868;CB023;FO0217;2026-04-16 00:00:00;Bidding;7844,46;0,1468;Concluído
CS00869;CB028;FO0038;2026-05-08 00:00:00;Otimização;3504,29;0,0263;Em mensuração
CS00870;CB035;FO0086;2026-01-21 00:00:00;Renegociação;1943,72;0,1796;Concluído
CS00871;CB032;FO0096;2024-04-16 00:00:00;Bidding;3914,98;0,0647;Concluído
CS00872;CB040;FO0194;2025-06-22 00:00:00;Substituição;5179,61;0,0216;Concluído
CS00873;CB039;FO0033;2025-02-25 00:00:00;Renegociação;2267,58;0,0558;Concluído
CS00874;CB034;FO0178;2026-03-28 00:00:00;Renegociação;30898,92;0,1567;Concluído
CS00875;CB014;FO0320;2024-04-02 00:00:00;Otimização;16860,18;0,145;Concluído
CS00876;CB003;FO0195;2025-10-19 00:00:00;Substituição;4712,9;0,0555;Concluído
CS00877;CB005;FO0272;2024-04-16 00:00:00;Renegociação;41305,48;0,1306;Concluído
CS00878;CB035;FO0162;2024-03-12 00:00:00;Renegociação;14574,84;0,0337;Em execução
CS00879;CB012;FO0097;2024-08-07 00:00:00;Substituição;12326,25;0,1069;Em mensuração
CS00880;CB036;FO0214;2024-02-05 00:00:00;Renegociação;2737,06;0,1188;Concluído
CS00881;CB037;FO0037;2025-01-19 00:00:00;Substituição;7120,96;0,1208;Concluído
CS00882;CB016;FO0209;2024-07-23 00:00:00;Substituição;24368,7;0,0591;Concluído
CS00883;CB002;FO0105;2026-02-24 00:00:00;Otimização;5360,11;0,1644;Em execução
CS00884;CB020;FO0192;2024-12-23 00:00:00;Renegociação;33205,81;0,1189;Em execução
CS00885;CB029;FO0158;2025-11-13 00:00:00;Bidding;8661,33;0,0275;Concluído
CS00886;CB028;FO0042;2026-03-26 00:00:00;Otimização;65861,62;0,0778;Em execução
CS00887;CB023;FO0102;2026-07-23 00:00:00;Otimização;12622,22;0,0662;Em mensuração
CS00888;CB019;FO0090;2026-01-29 00:00:00;Bidding;3820,27;0,1661;Concluído
CS00889;CB014;FO0109;2024-03-12 00:00:00;Otimização;8949,75;0,0548;Em execução
CS00890;CB022;FO0127;2024-01-19 00:00:00;Otimização;7084,86;0,1205;Concluído
CS00891;CB023;FO0135;2026-07-21 00:00:00;Otimização;7873,01;0,0951;Em execução
CS00892;CB033;FO0188;2024-04-09 00:00:00;Renegociação;29157,32;0,082;Concluído
CS00893;CB021;FO0320;2026-03-19 00:00:00;Renegociação;21874,55;0,0228;Concluído
CS00894;CB040;FO0027;2024-03-15 00:00:00;Substituição;12876,36;0,1421;Em execução
CS00895;CB032;FO0022;2025-07-01 00:00:00;Renegociação;13483,77;0,0775;Concluído
CS00896;CB014;FO0170;2025-08-22 00:00:00;Substituição;6758,61;0,1198;Concluído
CS00897;CB019;FO0250;2025-06-11 00:00:00;Substituição;4183,79;0,1748;Concluído
CS00898;CB019;FO0260;2024-11-13 00:00:00;Bidding;15692,33;0,1252;Em execução
CS00899;CB023;FO0250;2025-10-09 00:00:00;Otimização;20801,32;0,1016;Concluído
CS00900;CB027;FO0219;2024-04-02 00:00:00;Renegociação;11769,93;0,099;Concluído
CS00901;CB031;FO0246;2024-08-20 00:00:00;Bidding;6593,99;0,1495;Em mensuração
CS00902;CB037;FO0175;2025-07-04 00:00:00;Otimização;6804,46;0,1591;Em mensuração
CS00903;CB006;FO0119;2026-04-05 00:00:00;Bidding;4387,94;0,0533;Em mensuração
CS00904;CB005;FO0232;2026-03-18 00:00:00;Bidding;14945,44;0,0419;Concluído
CS00905;CB016;FO0004;2026-04-18 00:00:00;Bidding;7364,2;0,1207;Concluído
CS00906;CB009;FO0251;2026-01-05 00:00:00;Renegociação;2621,1;0,1347;Em execução
CS00907;CB013;FO0304;2025-04-28 00:00:00;Renegociação;1678,18;0,139;Concluído
CS00908;CB023;FO0285;2026-04-23 00:00:00;Renegociação;17595,88;0,0784;Em execução
CS00909;CB037;FO0276;2025-07-29 00:00:00;Substituição;10395,06;0,1274;Concluído
CS00910;CB033;FO0152;2025-07-11 00:00:00;Otimização;12188,44;0,1242;Concluído
CS00911;CB016;FO0285;2026-02-13 00:00:00;Bidding;15131,92;0,0682;Em mensuração
CS00912;CB027;FO0304;2024-06-01 00:00:00;Renegociação;30734,85;0,1035;Em execução
CS00913;CB029;FO0068;2024-04-15 00:00:00;Bidding;3670,44;0,039;Concluído
CS00914;CB009;FO0002;2025-07-12 00:00:00;Bidding;5438,47;0,1017;Em execução
CS00915;CB013;FO0025;2026-02-18 00:00:00;Bidding;4398,95;0,1592;Concluído
CS00916;CB015;FO0185;2024-02-16 00:00:00;Bidding;6243,28;0,1154;Concluído
CS00917;CB018;FO0229;2025-05-01 00:00:00;Renegociação;11156,57;0,1651;Concluído
CS00918;CB008;FO0020;2024-02-16 00:00:00;Otimização;12483,02;0,1486;Em execução
CS00919;CB022;FO0051;2025-11-03 00:00:00;Otimização;2700,77;0,1587;Em mensuração
CS00920;CB022;FO0045;2026-02-02 00:00:00;Bidding;10349,26;0,146;Em execução
CS00921;CB012;FO0055;2025-02-18 00:00:00;Substituição;8465,87;0,0269;Em execução
CS00922;CB038;FO0279;2024-05-18 00:00:00;Renegociação;6677,69;0,0959;Em mensuração
CS00923;CB001;FO0314;2024-04-27 00:00:00;Bidding;8485,58;0,1633;Concluído
CS00924;CB024;FO0084;2025-06-20 00:00:00;Otimização;2324,34;0,0836;Concluído
CS00925;CB001;FO0306;2026-05-20 00:00:00;Renegociação;25204,49;0,1234;Em execução
CS00926;CB011;FO0109;2025-01-20 00:00:00;Substituição;9626,35;0,1025;Em mensuração
CS00927;CB013;FO0157;2024-02-15 00:00:00;Bidding;4604,15;0,063;Concluído
CS00928;CB035;FO0265;2025-07-03 00:00:00;Otimização;3750,9;0,0725;Concluído
CS00929;CB007;FO0035;2025-10-14 00:00:00;Substituição;7065,76;0,0402;Cancelado
CS00930;CB010;FO0303;2024-01-27 00:00:00;Substituição;4192,14;0,0277;Cancelado
CS00931;CB002;FO0164;2026-06-28 00:00:00;Otimização;17818,82;0,0831;Concluído
CS00932;CB023;FO0310;2024-06-09 00:00:00;Otimização;1254,62;0,0723;Concluído
CS00933;CB021;FO0036;2025-04-09 00:00:00;Otimização;2719,86;0,0627;Concluído
CS00934;CB031;FO0196;2024-09-08 00:00:00;Bidding;15241,03;0,1721;Em execução
CS00935;CB021;FO0241;2026-03-20 00:00:00;Otimização;12859,45;0,0254;Concluído
CS00936;CB037;FO0021;2024-09-09 00:00:00;Bidding;14984,09;0,0382;Concluído
CS00937;CB021;FO0283;2025-12-01 00:00:00;Renegociação;20685,63;0,1436;Concluído
CS00938;CB001;FO0067;2025-01-25 00:00:00;Bidding;2631,03;0,1245;Concluído
CS00939;CB014;FO0311;2024-03-10 00:00:00;Substituição;11663,86;0,1214;Concluído
CS00940;CB020;FO0038;2025-07-31 00:00:00;Renegociação;21585,56;0,0206;Concluído
CS00941;CB008;FO0296;2026-01-17 00:00:00;Bidding;3408,56;0,113;Concluído
CS00942;CB012;FO0043;2024-07-26 00:00:00;Bidding;3880,92;0,1539;Concluído
CS00943;CB001;FO0159;2024-01-11 00:00:00;Substituição;8830,75;0,1685;Em mensuração
CS00944;CB017;FO0042;2024-07-20 00:00:00;Otimização;5349,77;0,0805;Em execução
CS00945;CB024;FO0223;2025-10-01 00:00:00;Renegociação;25049,94;0,0523;Concluído
CS00946;CB004;FO0246;2025-09-28 00:00:00;Bidding;11757,02;0,1542;Concluído
CS00947;CB033;FO0167;2025-09-13 00:00:00;Otimização;3237,64;0,1693;Concluído
CS00948;CB003;FO0219;2025-04-12 00:00:00;Bidding;24675,53;0,055;Em execução
CS00949;CB016;FO0270;2025-02-10 00:00:00;Substituição;2611,89;0,0769;Em mensuração
CS00950;CB028;FO0096;2025-12-14 00:00:00;Renegociação;7854,78;0,09;Em execução
CS00951;CB039;FO0103;2026-01-23 00:00:00;Substituição;11195,86;0,1276;Concluído
CS00952;CB008;FO0142;2024-10-29 00:00:00;Substituição;8052,03;0,173;Em execução
CS00953;CB013;FO0063;2024-07-02 00:00:00;Renegociação;18471,99;0,1294;Concluído
CS00954;CB037;FO0313;2025-01-25 00:00:00;Renegociação;6392,82;0,0883;Em mensuração
CS00955;CB026;FO0103;2026-07-26 00:00:00;Substituição;23224,49;0,0649;Concluído
CS00956;CB039;FO0275;2024-08-01 00:00:00;Substituição;7525,56;0,0391;Concluído
CS00957;CB027;FO0220;2025-07-12 00:00:00;Substituição;2192,32;0,1637;Em mensuração
CS00958;CB001;FO0006;2024-04-17 00:00:00;Renegociação;12125,77;0,1124;Cancelado
CS00959;CB032;FO0165;2024-04-02 00:00:00;Bidding;13908,79;0,0739;Concluído
CS00960;CB006;FO0277;2024-12-14 00:00:00;Substituição;16664,78;0,0273;Concluído
CS00961;CB001;FO0008;2025-10-28 00:00:00;Otimização;9853,58;0,0755;Em execução
CS00962;CB007;FO0123;2024-06-01 00:00:00;Renegociação;5407,87;0,1584;Cancelado
CS00963;CB038;FO0061;2024-12-14 00:00:00;Renegociação;9920,46;0,0912;Em mensuração
CS00964;CB039;FO0116;2025-06-27 00:00:00;Substituição;15878,74;0,1125;Em execução
CS00965;CB002;FO0079;2025-07-06 00:00:00;Otimização;7748,12;0,1066;Concluído
CS00966;CB035;FO0078;2025-03-15 00:00:00;Otimização;4475,39;0,0814;Concluído
CS00967;CB009;FO0111;2025-11-16 00:00:00;Renegociação;24227,38;0,0471;Cancelado
CS00968;CB010;FO0301;2024-09-23 00:00:00;Renegociação;4256,15;0,1217;Concluído
CS00969;CB035;FO0170;2025-02-11 00:00:00;Renegociação;16714,88;0,0911;Concluído
CS00970;CB033;FO0128;2025-09-29 00:00:00;Bidding;8202,45;0,171;Concluído
CS00971;CB030;FO0223;2024-09-07 00:00:00;Substituição;9002,86;0,114;Concluído
CS00972;CB008;FO0047;2026-07-19 00:00:00;Substituição;6925,47;0,0339;Em execução
CS00973;CB036;FO0284;2024-06-30 00:00:00;Bidding;2911,26;0,1367;Concluído
CS00974;CB011;FO0163;2025-06-15 00:00:00;Bidding;6272,21;0,1289;Concluído
CS00975;CB012;FO0269;2026-02-24 00:00:00;Renegociação;4541,01;0,083;Concluído
CS00976;CB040;FO0124;2024-10-08 00:00:00;Bidding;9431,65;0,1573;Em mensuração
CS00977;CB019;FO0282;2025-08-18 00:00:00;Substituição;55735,18;0,0697;Em execução
CS00978;CB037;FO0298;2024-03-25 00:00:00;Otimização;4782,37;0,0335;Em mensuração
CS00979;CB032;FO0274;2026-05-16 00:00:00;Substituição;2266,91;0,1378;Concluído
CS00980;CB031;FO0242;2024-04-19 00:00:00;Bidding;25964,67;0,0329;Em mensuração
CS00981;CB025;FO0033;2024-05-22 00:00:00;Renegociação;4975,65;0,1229;Concluído
CS00982;CB030;FO0109;2025-03-07 00:00:00;Bidding;10737,78;0,1685;Em mensuração
CS00983;CB025;FO0138;2025-05-13 00:00:00;Bidding;2163,78;0,057;Concluído
CS00984;CB037;FO0076;2024-11-02 00:00:00;Renegociação;11467,49;0,0903;Em mensuração
CS00985;CB002;FO0097;2026-03-18 00:00:00;Substituição;4584,69;0,0626;Em execução
CS00986;CB002;FO0042;2025-08-23 00:00:00;Bidding;8229,21;0,1557;Em mensuração
CS00987;CB028;FO0077;2024-08-30 00:00:00;Renegociação;4550,82;0,0969;Cancelado
CS00988;CB024;FO0117;2024-09-07 00:00:00;Bidding;4038,52;0,0293;Em execução
CS00989;CB039;FO0019;2024-01-20 00:00:00;Otimização;16942,3;0,0846;Cancelado
CS00990;CB018;FO0135;2025-12-12 00:00:00;Substituição;7862,61;0,129;Concluído
CS00991;CB017;FO0034;2024-06-01 00:00:00;Otimização;15375,71;0,1516;Concluído
CS00992;CB037;FO0042;2024-11-16 00:00:00;Bidding;6357,85;0,1226;Concluído
CS00993;CB001;FO0175;2025-02-13 00:00:00;Bidding;5113,26;0,175;Em mensuração
CS00994;CB004;FO0008;2024-02-23 00:00:00;Otimização;8003,15;0,0794;Concluído
CS00995;CB035;FO0213;2025-03-12 00:00:00;Bidding;4320,47;0,112;Concluído
CS00996;CB040;FO0164;2024-02-07 00:00:00;Otimização;1673,61;0,1621;Em mensuração
CS00997;CB022;FO0263;2024-04-30 00:00:00;Otimização;7452,85;0,1668;Concluído
CS00998;CB036;FO0080;2025-06-21 00:00:00;Renegociação;34639,35;0,0416;Concluído
CS00999;CB025;FO0318;2026-06-16 00:00:00;Bidding;5712,21;0,1308;Em execução
CS01000;CB030;FO0279;2026-01-14 00:00:00;Bidding;7121,17;0,1767;Concluído
CS01001;CB030;FO0256;2024-08-23 00:00:00;Bidding;10492,72;0,0403;Em execução
CS01002;CB028;FO0077;2024-08-22 00:00:00;Bidding;5537,23;0,1722;Concluído
CS01003;CB017;FO0065;2025-12-26 00:00:00;Otimização;1338,72;0,1658;Concluído
CS01004;CB036;FO0266;2024-03-26 00:00:00;Renegociação;3232,94;0,0757;Concluído
CS01005;CB020;FO0215;2024-03-08 00:00:00;Bidding;25370,64;0,1712;Em execução
CS01006;CB022;FO0157;2026-02-17 00:00:00;Bidding;25432,02;0,0255;Concluído
CS01007;CB029;FO0024;2025-10-22 00:00:00;Substituição;14544,61;0,1689;Concluído
CS01008;CB019;FO0269;2025-12-28 00:00:00;Bidding;4816,96;0,127;Concluído
CS01009;CB040;FO0059;2025-03-02 00:00:00;Otimização;3437,2;0,0862;Concluído
CS01010;CB025;FO0027;2025-01-01 00:00:00;Bidding;11936,3;0,045;Em mensuração
CS01011;CB015;FO0272;2025-06-22 00:00:00;Substituição;7523,94;0,1025;Concluído
CS01012;CB014;FO0168;2026-02-23 00:00:00;Substituição;4013,53;0,0789;Concluído
CS01013;CB040;FO0032;2024-01-19 00:00:00;Substituição;9326,45;0,1435;Em mensuração
CS01014;CB012;FO0119;2025-01-25 00:00:00;Bidding;7279,24;0,0448;Concluído
CS01015;CB014;FO0235;2026-01-15 00:00:00;Renegociação;3508,06;0,0893;Em mensuração
CS01016;CB007;FO0287;2024-11-10 00:00:00;Bidding;5021,92;0,0389;Concluído
CS01017;CB040;FO0317;2024-01-18 00:00:00;Bidding;1325,07;0,1326;Concluído
CS01018;CB017;FO0218;2026-02-23 00:00:00;Renegociação;4470,42;0,0448;Concluído
CS01019;CB024;FO0118;2025-10-30 00:00:00;Renegociação;6865,46;0,1584;Em mensuração
CS01020;CB029;FO0252;2024-11-30 00:00:00;Substituição;24854,59;0,155;Concluído
CS01021;CB038;FO0077;2025-12-21 00:00:00;Bidding;33404,63;0,0463;Concluído
CS01022;CB020;FO0286;2026-01-19 00:00:00;Otimização;13763,76;0,0335;Concluído
CS01023;CB037;FO0223;2026-01-31 00:00:00;Renegociação;12659,67;0,0873;Concluído
CS01024;CB039;FO0064;2026-05-20 00:00:00;Renegociação;7045,84;0,0637;Em execução
CS01025;CB001;FO0312;2025-09-29 00:00:00;Substituição;11053,11;0,1611;Em execução
CS01026;CB040;FO0085;2026-07-26 00:00:00;Bidding;1231,01;0,1336;Concluído
CS01027;CB035;FO0107;2024-06-16 00:00:00;Renegociação;4629,51;0,0239;Em mensuração
CS01028;CB005;FO0066;2024-10-26 00:00:00;Otimização;6280,02;0,1449;Concluído
CS01029;CB018;FO0254;2025-02-24 00:00:00;Substituição;12374,27;0,0537;Em execução
CS01030;CB029;FO0263;2025-12-07 00:00:00;Substituição;11065,51;0,0589;Em mensuração
CS01031;CB035;FO0219;2024-04-21 00:00:00;Otimização;47244,16;0,1033;Cancelado
CS01032;CB030;FO0289;2024-01-16 00:00:00;Otimização;4299,18;0,0948;Em execução
CS01033;CB009;FO0086;2024-02-21 00:00:00;Bidding;13311,23;0,0915;Em mensuração
CS01034;CB009;FO0113;2024-06-26 00:00:00;Renegociação;5635,9;0,0684;Concluído
CS01035;CB022;FO0311;2024-02-22 00:00:00;Bidding;5016,56;0,1602;Concluído
CS01036;CB013;FO0196;2024-02-04 00:00:00;Renegociação;2569,13;0,045;Concluído
CS01037;CB012;FO0304;2026-04-28 00:00:00;Renegociação;6113,85;0,165;Em mensuração
CS01038;CB021;FO0101;2024-05-05 00:00:00;Renegociação;2487,36;0,1516;Concluído
CS01039;CB001;FO0273;2025-07-31 00:00:00;Substituição;4130,46;0,0905;Em execução
CS01040;CB031;FO0069;2026-03-16 00:00:00;Renegociação;8790,6;0,1308;Concluído
CS01041;CB010;FO0133;2025-12-25 00:00:00;Otimização;4477,13;0,1028;Concluído
CS01042;CB010;FO0047;2024-10-28 00:00:00;Substituição;33569,17;0,0342;Concluído
CS01043;CB018;FO0124;2026-01-17 00:00:00;Otimização;9167,2;0,0463;Concluído
CS01044;CB013;FO0231;2026-04-16 00:00:00;Substituição;1680,1;0,0961;Em mensuração
CS01045;CB012;FO0161;2025-09-05 00:00:00;Bidding;15824,82;0,0601;Cancelado
CS01046;CB012;FO0058;2026-03-21 00:00:00;Renegociação;2922,73;0,0623;Concluído
CS01047;CB022;FO0016;2026-06-28 00:00:00;Bidding;17057,0;0,1202;Em mensuração
CS01048;CB029;FO0264;2025-06-24 00:00:00;Substituição;81157,63;0,0951;Concluído
CS01049;CB021;FO0241;2025-08-04 00:00:00;Renegociação;3600,08;0,176;Em execução
CS01050;CB010;FO0302;2026-01-11 00:00:00;Substituição;4221,42;0,0534;Em mensuração
CS01051;CB016;FO0119;2024-02-07 00:00:00;Bidding;20969,8;0,0541;Concluído
CS01052;CB011;FO0153;2024-07-09 00:00:00;Bidding;1873,96;0,1178;Concluído
CS01053;CB001;FO0216;2024-10-17 00:00:00;Otimização;5791,39;0,1147;Em mensuração
CS01054;CB011;FO0101;2026-01-10 00:00:00;Renegociação;14056,21;0,1729;Concluído
CS01055;CB013;FO0264;2024-11-06 00:00:00;Renegociação;9108,64;0,0438;Em mensuração
CS01056;CB015;FO0146;2026-03-04 00:00:00;Bidding;16987,87;0,1154;Concluído
CS01057;CB011;FO0210;2025-10-28 00:00:00;Bidding;10917,98;0,0401;Concluído
CS01058;CB017;FO0148;2025-11-23 00:00:00;Otimização;1062,86;0,0376;Concluído
CS01059;CB039;FO0048;2024-07-08 00:00:00;Bidding;4153,7;0,1548;Em execução
CS01060;CB019;FO0069;2024-05-14 00:00:00;Otimização;2905,33;0,1681;Concluído
CS01061;CB011;FO0065;2026-05-27 00:00:00;Renegociação;11015,14;0,1198;Concluído
CS01062;CB022;FO0142;2026-07-30 00:00:00;Bidding;62660,46;0,0515;Concluído
CS01063;CB040;FO0011;2025-03-16 00:00:00;Substituição;13485,5;0,0602;Concluído
CS01064;CB015;FO0185;2025-12-18 00:00:00;Substituição;1174,54;0,0874;Em execução
CS01065;CB019;FO0070;2025-05-10 00:00:00;Renegociação;6050,12;0,1321;Concluído
CS01066;CB004;FO0222;2024-12-16 00:00:00;Otimização;27410,97;0,1657;Concluído
CS01067;CB033;FO0096;2024-02-01 00:00:00;Substituição;9929,52;0,0582;Em execução
CS01068;CB026;FO0212;2024-02-15 00:00:00;Substituição;4314,02;0,1644;Em execução
CS01069;CB035;FO0031;2025-06-29 00:00:00;Renegociação;6946,79;0,1157;Concluído
CS01070;CB036;FO0194;2024-01-05 00:00:00;Otimização;4094,95;0,0726;Em execução
CS01071;CB024;FO0143;2025-08-01 00:00:00;Renegociação;12755,65;0,1256;Cancelado
CS01072;CB025;FO0117;2026-01-13 00:00:00;Bidding;3250,79;0,0387;Concluído
CS01073;CB001;FO0250;2025-08-13 00:00:00;Substituição;6462,67;0,0885;Concluído
CS01074;CB038;FO0174;2026-07-13 00:00:00;Otimização;3911,82;0,0371;Concluído
CS01075;CB018;FO0179;2026-03-09 00:00:00;Renegociação;3335,63;0,0347;Concluído
CS01076;CB018;FO0296;2025-01-26 00:00:00;Substituição;15786,9;0,0323;Em execução
CS01077;CB002;FO0220;2025-07-28 00:00:00;Otimização;3717,34;0,0748;Concluído
CS01078;CB019;FO0125;2024-09-01 00:00:00;Substituição;2829,55;0,024;Concluído
CS01079;CB013;FO0227;2026-02-22 00:00:00;Substituição;18269,68;0,0535;Em execução
CS01080;CB038;FO0045;2024-10-21 00:00:00;Substituição;6302,34;0,0389;Em mensuração
CS01081;CB011;FO0282;2025-05-28 00:00:00;Renegociação;5985,08;0,0594;Em mensuração
CS01082;CB021;FO0300;2025-03-11 00:00:00;Substituição;28560,27;0,1452;Concluído
CS01083;CB010;FO0144;2026-02-28 00:00:00;Bidding;1779,13;0,0426;Em mensuração
CS01084;CB017;FO0305;2026-07-23 00:00:00;Renegociação;7557,86;0,1358;Em mensuração
CS01085;CB038;FO0184;2026-03-07 00:00:00;Otimização;3084,4;0,05;Em mensuração
CS01086;CB026;FO0237;2024-11-05 00:00:00;Substituição;4882,0;0,0463;Em execução
CS01087;CB017;FO0064;2024-06-10 00:00:00;Otimização;6750,24;0,036;Concluído
CS01088;CB003;FO0281;2026-05-07 00:00:00;Substituição;7119,11;0,1513;Concluído
CS01089;CB031;FO0016;2024-02-11 00:00:00;Substituição;7114,25;0,1563;Em execução
CS01090;CB024;FO0301;2024-09-25 00:00:00;Substituição;17815,54;0,1609;Em mensuração
CS01091;CB024;FO0106;2024-10-16 00:00:00;Otimização;4161,95;0,1204;Concluído
CS01092;CB013;FO0141;2026-07-11 00:00:00;Otimização;4517,21;0,0762;Concluído
CS01093;CB022;FO0032;2026-02-27 00:00:00;Renegociação;5079,57;0,038;Concluído
CS01094;CB037;FO0183;2026-06-28 00:00:00;Otimização;15207,25;0,1114;Concluído
CS01095;CB002;FO0293;2026-02-24 00:00:00;Renegociação;2729,93;0,1656;Em mensuração
CS01096;CB028;FO0018;2025-08-01 00:00:00;Renegociação;13608,97;0,0629;Em execução
CS01097;CB005;FO0246;2025-03-20 00:00:00;Otimização;7793,82;0,0414;Em mensuração
CS01098;CB018;FO0120;2025-04-05 00:00:00;Bidding;9260,54;0,1557;Em execução
CS01099;CB034;FO0079;2026-05-30 00:00:00;Substituição;18056,28;0,1192;Concluído
CS01100;CB028;FO0177;2024-02-23 00:00:00;Bidding;26915,02;0,1577;Concluído
CS01101;CB037;FO0224;2024-01-19 00:00:00;Renegociação;864,98;0,0649;Em execução
CS01102;CB022;FO0219;2025-06-12 00:00:00;Renegociação;8131,9;0,077;Concluído
CS01103;CB036;FO0176;2024-07-20 00:00:00;Substituição;5946,88;0,1665;Concluído
CS01104;CB005;FO0046;2024-04-04 00:00:00;Bidding;8418,29;0,1615;Concluído
CS01105;CB021;FO0251;2024-03-26 00:00:00;Renegociação;15548,75;0,0614;Em execução
CS01106;CB013;FO0154;2024-11-15 00:00:00;Substituição;11224,06;0,0836;Em execução
CS01107;CB032;FO0034;2025-01-07 00:00:00;Substituição;6431,3;0,0681;Concluído
CS01108;CB004;FO0097;2025-06-12 00:00:00;Otimização;9552,69;0,0272;Em mensuração
CS01109;CB021;FO0299;2025-10-18 00:00:00;Bidding;19409,68;0,0577;Concluído
CS01110;CB025;FO0164;2026-04-19 00:00:00;Bidding;37194,32;0,1614;Concluído
CS01111;CB013;FO0161;2024-05-13 00:00:00;Renegociação;16401,72;0,1582;Cancelado
CS01112;CB035;FO0186;2024-12-20 00:00:00;Substituição;1563,65;0,146;Em execução
CS01113;CB001;FO0133;2024-06-23 00:00:00;Renegociação;1621,34;0,1567;Em execução
CS01114;CB013;FO0021;2025-07-01 00:00:00;Renegociação;2179,17;0,0268;Em execução
CS01115;CB017;FO0139;2025-10-02 00:00:00;Otimização;21498,41;0,1651;Concluído
CS01116;CB024;FO0222;2025-05-11 00:00:00;Substituição;6224,28;0,0689;Concluído
CS01117;CB017;FO0089;2025-09-28 00:00:00;Otimização;2088,11;0,0572;Em execução
CS01118;CB021;FO0134;2025-07-24 00:00:00;Otimização;16404,04;0,0953;Concluído
CS01119;CB016;FO0082;2026-01-30 00:00:00;Bidding;4073,81;0,1598;Concluído
CS01120;CB040;FO0181;2026-05-22 00:00:00;Otimização;3140,98;0,1237;Concluído
CS01121;CB033;FO0287;2025-06-25 00:00:00;Otimização;18537,51;0,0854;Concluído
CS01122;CB013;FO0178;2025-03-24 00:00:00;Renegociação;12825,88;0,08;Concluído
CS01123;CB026;FO0240;2026-05-05 00:00:00;Otimização;3470,19;0,0807;Concluído
CS01124;CB008;FO0183;2024-07-26 00:00:00;Otimização;6428,09;0,1633;Concluído
CS01125;CB005;FO0110;2026-02-14 00:00:00;Otimização;5783,49;0,1774;Concluído
CS01126;CB001;FO0086;2025-02-25 00:00:00;Substituição;15091,76;0,1758;Concluído
CS01127;CB026;FO0039;2025-06-12 00:00:00;Substituição;18254,92;0,1778;Cancelado
CS01128;CB029;FO0114;2025-07-21 00:00:00;Bidding;3726,98;0,0743;Concluído
CS01129;CB031;FO0252;2026-01-01 00:00:00;Substituição;6033,79;0,1622;Concluído
CS01130;CB004;FO0251;2026-01-04 00:00:00;Substituição;9251,26;0,0558;Concluído
CS01131;CB033;FO0200;2025-02-24 00:00:00;Otimização;1432,85;0,0556;Em mensuração
CS01132;CB002;FO0164;2024-01-24 00:00:00;Substituição;2581,5;0,11;Concluído
CS01133;CB025;FO0204;2025-02-28 00:00:00;Renegociação;18519,38;0,0282;Em execução
CS01134;CB035;FO0043;2026-07-22 00:00:00;Substituição;21259,87;0,1103;Concluído
CS01135;CB024;FO0242;2026-06-05 00:00:00;Substituição;5847,82;0,1314;Concluído
CS01136;CB028;FO0058;2024-03-09 00:00:00;Otimização;11535,6;0,0599;Em mensuração
CS01137;CB005;FO0093;2025-08-19 00:00:00;Bidding;4453,82;0,0934;Concluído
CS01138;CB027;FO0244;2026-06-08 00:00:00;Renegociação;8084,76;0,0874;Concluído
CS01139;CB011;FO0250;2025-07-29 00:00:00;Otimização;24739,0;0,1352;Em execução
CS01140;CB021;FO0181;2024-02-28 00:00:00;Bidding;11512,67;0,0528;Concluído
CS01141;CB006;FO0146;2024-07-01 00:00:00;Bidding;22100,73;0,1461;Concluído
CS01142;CB026;FO0171;2025-11-11 00:00:00;Substituição;9333,79;0,0344;Concluído
CS01143;CB034;FO0050;2026-04-01 00:00:00;Bidding;38940,56;0,1298;Concluído
CS01144;CB031;FO0164;2025-04-10 00:00:00;Otimização;18993,61;0,0824;Em mensuração
CS01145;CB033;FO0298;2026-04-05 00:00:00;Otimização;25732,08;0,0985;Concluído
CS01146;CB012;FO0190;2024-03-17 00:00:00;Otimização;7895,48;0,1744;Concluído
CS01147;CB019;FO0311;2026-04-20 00:00:00;Substituição;5448,38;0,0252;Em execução
CS01148;CB037;FO0297;2026-02-17 00:00:00;Substituição;2398,46;0,1076;Concluído
CS01149;CB024;FO0278;2026-04-09 00:00:00;Renegociação;5104,11;0,0545;Em mensuração
CS01150;CB003;FO0249;2025-09-21 00:00:00;Renegociação;5487,46;0,0374;Em mensuração
CS01151;CB025;FO0012;2025-11-18 00:00:00;Otimização;2313,06;0,1305;Em mensuração
CS01152;CB039;FO0145;2024-06-17 00:00:00;Otimização;17176,24;0,0343;Concluído
CS01153;CB003;FO0099;2024-07-21 00:00:00;Renegociação;5284,77;0,0268;Em mensuração
