despesa_id,viagem_id,tipo,valor,data_despesa,status
DE02672,VG02143,Hotel,145.8,2025-07-11,Aprovada
DE02673,VG02728,Pedágio,71.48,2026-02-25,Aprovada
DE02674,VG00623,Alimentação,452.49,2026-07-13,Aprovada
DE02675,VG03444,Pedágio,597.07,2025-11-05,Aprovada
DE02676,VG00422,Alimentação,56.93,2025-09-30,Aprovada
DE02677,VG03197,Aéreo,290.37,2025-03-24,Aprovada
DE02678,VG00153,Aéreo,329.91,2026-04-26,Aprovada
DE02679,VG01896,Hotel,146.08,2026-06-05,Aprovada
DE02680,VG02635,Hotel,323.84,2024-12-26,Aprovada
DE02681,VG03948,Alimentação,387.03,2026-04-08,Aprovada
DE02682,VG00135,Táxi,84.79,2024-01-09,Aprovada
DE02683,VG03478,Pedágio,358.95,2024-10-13,Aprovada
DE02684,VG01111,Alimentação,126.94,2025-03-18,Aprovada
DE02685,VG00920,Combustível,182.22,2024-08-13,Aprovada
DE02686,VG04112,Aéreo,1126.84,2024-01-10,Aprovada
DE02687,VG01057,Alimentação,144.13,2024-02-07,Aprovada
DE02688,VG02102,Alimentação,86.72,2026-02-28,Aprovada
DE02689,VG00616,Hotel,376.01,2025-04-12,Aprovada
DE02690,VG00623,Alimentação,107.55,2025-12-13,Pendente
DE02691,VG02803,Aéreo,993.87,2025-06-12,Aprovada
DE02692,VG01811,Hotel,274.03,2026-03-27,Aprovada
DE02693,VG01098,Alimentação,111.2,2024-11-13,Reprovada
DE02694,VG01657,Combustível,950.64,2025-04-10,Aprovada
DE02695,VG01168,Táxi,236.09,2025-01-25,Aprovada
DE02696,VG02102,Táxi,119.85,2026-07-15,Aprovada
DE02697,VG02334,Táxi,113.27,2026-06-05,Aprovada
DE02698,VG00557,Táxi,260.84,2024-02-14,Aprovada
DE02699,VG02198,Aéreo,367.92,2024-02-13,Aprovada
DE02700,VG01942,Pedágio,51.33,2024-01-11,Aprovada
DE02701,VG03951,Aéreo,154.95,2025-07-18,Pendente
DE02702,VG03889,Aéreo,96.23,2024-02-23,Aprovada
DE02703,VG03925,Hotel,54.85,2025-02-10,Aprovada
DE02704,VG01313,Táxi,100.56,2025-07-04,Aprovada
DE02705,VG01944,Alimentação,1317.31,2026-02-07,Aprovada
DE02706,VG01381,Aéreo,710.21,2024-05-30,Aprovada
DE02707,VG02755,Alimentação,95.02,2025-07-30,Aprovada
DE02708,VG00238,Hotel,168.52,2025-08-26,Aprovada
DE02709,VG01172,Hotel,200.11,2026-02-13,Aprovada
DE02710,VG00679,Combustível,425.27,2025-09-05,Aprovada
DE02711,VG02020,Alimentação,364.56,2024-09-11,Aprovada
DE02712,VG00472,Combustível,216.13,2024-05-01,Aprovada
DE02713,VG00397,Hotel,852.39,2025-10-06,Aprovada
DE02714,VG00579,Alimentação,113.38,2024-01-06,Aprovada
DE02715,VG00589,Pedágio,8.38,2026-07-15,Aprovada
DE02716,VG03353,Aéreo,67.19,2024-06-13,Aprovada
DE02717,VG01571,Alimentação,168.87,2026-01-09,Aprovada
DE02718,VG01934,Hotel,254.84,2025-10-29,Pendente
DE02719,VG02881,Hotel,195.08,2025-12-03,Pendente
DE02720,VG00613,Aéreo,238.86,2025-10-04,Aprovada
DE02721,VG02661,Táxi,167.7,2026-01-03,Aprovada
DE02722,VG03792,Combustível,136.12,2024-11-19,Aprovada
DE02723,VG03020,Combustível,418.01,2025-02-01,Aprovada
DE02724,VG02410,Hotel,469.85,2024-06-28,Aprovada
DE02725,VG02782,Aéreo,338.06,2024-04-08,Aprovada
DE02726,VG02991,Hotel,32.73,2026-04-21,Aprovada
DE02727,VG03171,Aéreo,182.85,2025-01-02,Aprovada
DE02728,VG04053,Pedágio,158.59,2024-11-02,Pendente
DE02729,VG00511,Aéreo,88.22,2024-07-18,Pendente
DE02730,VG03432,Aéreo,363.73,2024-11-02,Aprovada
DE02731,VG02680,Táxi,204.16,2024-05-24,Aprovada
DE02732,VG01164,Pedágio,66.67,2026-04-06,Aprovada
DE02733,VG03274,Pedágio,65.94,2024-12-25,Aprovada
DE02734,VG03265,Aéreo,4540.33,2026-03-09,Aprovada
DE02735,VG01478,Hotel,160.0,2025-07-20,Pendente
DE02736,VG01326,Pedágio,1120.32,2025-08-01,Aprovada
DE02737,VG02565,Aéreo,49.08,2025-09-10,Aprovada
DE02738,VG03000,Hotel,672.3,2024-05-14,Aprovada
DE02739,VG03438,Táxi,215.2,2025-02-16,Aprovada
DE02740,VG03477,Hotel,370.51,2025-10-04,Aprovada
DE02741,VG01453,Hotel,353.64,2025-05-03,Aprovada
DE02742,VG03546,Combustível,386.26,2024-07-08,Aprovada
DE02743,VG02009,Alimentação,64.3,2024-12-20,Aprovada
DE02744,VG02779,Hotel,154.83,2024-11-29,Aprovada
DE02745,VG02933,Alimentação,535.48,2025-01-28,Aprovada
DE02746,VG00488,Combustível,860.54,2024-01-24,Aprovada
DE02747,VG00207,Aéreo,129.57,2026-01-18,Aprovada
DE02748,VG00258,Hotel,153.8,2024-06-08,Aprovada
DE02749,VG03235,Combustível,3131.19,2024-08-09,Aprovada
DE02750,VG01944,Táxi,164.29,2026-07-23,Aprovada
DE02751,VG02964,Aéreo,158.9,2026-06-24,Aprovada
DE02752,VG03671,Combustível,556.79,2024-05-13,Pendente
DE02753,VG01868,Alimentação,44.72,2024-10-05,Pendente
DE02754,VG00758,Pedágio,1913.74,2024-04-08,Aprovada
DE02755,VG03620,Pedágio,29.95,2024-07-11,Aprovada
DE02756,VG01344,Alimentação,64.38,2025-09-22,Aprovada
DE02757,VG02905,Combustível,39.08,2025-12-06,Aprovada
DE02758,VG04024,Pedágio,61.46,2025-03-06,Aprovada
DE02759,VG00691,Hotel,555.73,2026-02-24,Aprovada
DE02760,VG03961,Combustível,431.52,2024-09-28,Aprovada
DE02761,VG01403,Táxi,202.61,2026-02-19,Aprovada
DE02762,VG02688,Combustível,276.48,2024-04-24,Aprovada
DE02763,VG03955,Alimentação,221.79,2025-03-04,Aprovada
DE02764,VG02384,Combustível,404.33,2024-05-11,Pendente
DE02765,VG02248,Alimentação,55.26,2024-07-25,Aprovada
DE02766,VG00150,Alimentação,446.65,2025-03-23,Aprovada
DE02767,VG02522,Aéreo,277.27,2024-07-28,Pendente
DE02768,VG00919,Combustível,874.19,2026-04-26,Pendente
DE02769,VG00913,Pedágio,40.84,2024-09-06,Aprovada
DE02770,VG02132,Táxi,1113.42,2026-01-27,Aprovada
DE02771,VG01421,Pedágio,174.52,2025-10-08,Aprovada
DE02772,VG02854,Aéreo,337.1,2024-07-20,Aprovada
DE02773,VG01192,Pedágio,234.24,2026-04-25,Aprovada
DE02774,VG04003,Alimentação,225.93,2024-01-22,Aprovada
DE02775,VG00151,Hotel,91.76,2024-08-20,Aprovada
DE02776,VG02106,Alimentação,103.42,2024-11-28,Aprovada
DE02777,VG00746,Pedágio,322.76,2024-02-22,Aprovada
DE02778,VG01019,Alimentação,500.85,2024-09-18,Aprovada
DE02779,VG00163,Aéreo,70.62,2025-04-17,Pendente
DE02780,VG00686,Táxi,59.59,2025-04-07,Aprovada
DE02781,VG01715,Aéreo,419.5,2026-07-18,Aprovada
DE02782,VG03216,Combustível,609.73,2025-10-28,Pendente
DE02783,VG03272,Aéreo,245.73,2026-07-28,Aprovada
DE02784,VG00136,Táxi,627.59,2025-06-02,Aprovada
DE02785,VG01522,Aéreo,164.39,2025-03-18,Aprovada
DE02786,VG00131,Táxi,120.28,2024-11-02,Aprovada
DE02787,VG02701,Alimentação,55.01,2024-07-13,Aprovada
DE02788,VG01620,Alimentação,906.61,2025-08-02,Aprovada
DE02789,VG03766,Aéreo,541.73,2024-01-26,Aprovada
DE02790,VG00985,Pedágio,167.56,2024-12-18,Pendente
DE02791,VG01309,Aéreo,408.83,2024-01-27,Aprovada
DE02792,VG01704,Hotel,474.94,2026-02-13,Aprovada
DE02793,VG02765,Pedágio,322.74,2026-06-16,Aprovada
DE02794,VG02921,Táxi,80.24,2026-05-11,Pendente
DE02795,VG00658,Hotel,336.79,2026-01-28,Aprovada
DE02796,VG01277,Hotel,2376.82,2024-11-25,Aprovada
DE02797,VG03247,Táxi,73.38,2026-01-12,Aprovada
DE02798,VG01939,Pedágio,128.75,2025-10-28,Aprovada
DE02799,VG03525,Pedágio,321.36,2025-09-05,Aprovada
DE02800,VG02796,Pedágio,193.86,2024-07-03,Aprovada
DE02801,VG01684,Alimentação,322.3,2025-09-02,Aprovada
DE02802,VG03179,Pedágio,258.5,2026-03-26,Aprovada
DE02803,VG00275,Combustível,237.23,2026-05-02,Aprovada
DE02804,VG01168,Táxi,144.62,2024-11-13,Aprovada
DE02805,VG03918,Táxi,162.69,2025-07-26,Pendente
DE02806,VG04011,Pedágio,631.46,2024-11-09,Aprovada
DE02807,VG02325,Aéreo,80.89,2025-04-22,Aprovada
DE02808,VG03757,Pedágio,338.43,2025-08-18,Aprovada
DE02809,VG02593,Alimentação,29.61,2025-12-16,Aprovada
DE02810,VG00250,Aéreo,117.26,2024-06-25,Aprovada
DE02811,VG02206,Táxi,431.65,2024-10-30,Aprovada
DE02812,VG00750,Alimentação,295.88,2024-06-24,Aprovada
DE02813,VG00660,Hotel,60.73,2026-05-01,Aprovada
DE02814,VG02702,Alimentação,588.0,2024-08-04,Aprovada
DE02815,VG01277,Combustível,382.78,2025-09-17,Aprovada
DE02816,VG00868,Combustível,70.98,2024-04-05,Aprovada
DE02817,VG01730,Combustível,122.55,2025-11-25,Pendente
DE02818,VG03837,Táxi,629.5,2026-06-29,Aprovada
DE02819,VG03081,Pedágio,156.29,2024-11-16,Aprovada
DE02820,VG01201,Hotel,156.46,2025-12-21,Aprovada
DE02821,VG02194,Alimentação,98.55,2025-01-26,Aprovada
DE02822,VG01106,Combustível,492.87,2025-09-22,Aprovada
DE02823,VG03451,Hotel,504.34,2025-12-24,Aprovada
DE02824,VG01552,Alimentação,83.72,2024-01-27,Aprovada
DE02825,VG03125,Hotel,385.58,2024-07-12,Aprovada
DE02826,VG03201,Pedágio,421.33,2024-07-13,Aprovada
DE02827,VG01076,Hotel,130.21,2026-07-17,Aprovada
DE02828,VG00359,Táxi,1417.93,2024-05-14,Aprovada
DE02829,VG02177,Táxi,3521.07,2026-05-04,Aprovada
DE02830,VG03738,Táxi,518.86,2024-10-04,Aprovada
DE02831,VG02669,Alimentação,90.11,2026-04-09,Aprovada
DE02832,VG00203,Pedágio,89.58,2024-01-20,Aprovada
DE02833,VG03329,Pedágio,53.62,2025-03-23,Aprovada
DE02834,VG02328,Pedágio,1412.63,2026-06-12,Aprovada
DE02835,VG02389,Combustível,223.76,2024-10-31,Reprovada
DE02836,VG00789,Combustível,238.05,2024-05-12,Aprovada
DE02837,VG01649,Pedágio,294.16,2024-09-16,Aprovada
DE02838,VG00706,Táxi,387.37,2025-06-01,Aprovada
DE02839,VG00164,Aéreo,95.84,2026-01-29,Aprovada
DE02840,VG00234,Alimentação,1187.95,2026-05-01,Aprovada
DE02841,VG02354,Hotel,211.19,2024-01-16,Aprovada
DE02842,VG04067,Aéreo,384.72,2024-05-31,Reprovada
DE02843,VG01416,Hotel,306.48,2024-08-13,Aprovada
DE02844,VG01571,Hotel,315.17,2025-05-23,Aprovada
DE02845,VG03449,Pedágio,131.09,2024-08-02,Aprovada
DE02846,VG00293,Táxi,464.51,2025-09-12,Aprovada
DE02847,VG02222,Táxi,129.41,2024-05-13,Aprovada
DE02848,VG04007,Combustível,352.93,2026-01-15,Aprovada
DE02849,VG04176,Aéreo,2535.19,2024-11-12,Aprovada
DE02850,VG00620,Táxi,133.7,2026-07-31,Aprovada
DE02851,VG00574,Pedágio,481.12,2024-10-12,Aprovada
DE02852,VG01454,Combustível,140.14,2025-04-02,Aprovada
DE02853,VG00385,Combustível,155.32,2025-04-26,Aprovada
DE02854,VG03321,Combustível,190.01,2025-04-11,Aprovada
DE02855,VG00566,Hotel,228.51,2026-05-02,Aprovada
DE02856,VG03357,Táxi,190.43,2024-02-05,Pendente
DE02857,VG00887,Hotel,92.18,2025-05-21,Reprovada
DE02858,VG01758,Alimentação,91.97,2024-11-10,Aprovada
DE02859,VG00912,Táxi,89.59,2024-06-15,Pendente
DE02860,VG02301,Pedágio,408.34,2024-06-11,Pendente
DE02861,VG03127,Pedágio,375.73,2026-05-25,Aprovada
DE02862,VG04047,Táxi,172.5,2025-01-20,Aprovada
DE02863,VG00235,Aéreo,116.53,2024-04-20,Aprovada
DE02864,VG00231,Alimentação,523.27,2025-07-26,Aprovada
DE02865,VG03600,Combustível,59.22,2025-12-16,Aprovada
DE02866,VG00763,Táxi,655.52,2026-01-03,Aprovada
DE02867,VG01414,Pedágio,86.59,2026-01-27,Aprovada
DE02868,VG01200,Pedágio,244.0,2025-08-28,Aprovada
DE02869,VG03261,Pedágio,532.52,2024-02-09,Aprovada
DE02870,VG02954,Pedágio,151.68,2024-10-25,Aprovada
DE02871,VG00903,Táxi,5480.37,2025-05-11,Aprovada
DE02872,VG00377,Hotel,234.36,2025-08-14,Aprovada
DE02873,VG03509,Alimentação,103.49,2024-04-01,Aprovada
DE02874,VG00624,Aéreo,58.95,2025-10-10,Aprovada
DE02875,VG03634,Hotel,1526.55,2024-10-06,Reprovada
DE02876,VG01200,Alimentação,81.66,2026-05-02,Aprovada
DE02877,VG00684,Alimentação,261.7,2024-11-30,Aprovada
DE02878,VG01471,Táxi,213.37,2024-12-10,Aprovada
DE02879,VG01561,Aéreo,26.83,2025-09-05,Pendente
DE02880,VG01764,Alimentação,440.92,2025-12-09,Aprovada
DE02881,VG01622,Hotel,436.33,2026-04-22,Aprovada
DE02882,VG00811,Táxi,28.01,2024-02-15,Aprovada
DE02883,VG02097,Táxi,78.57,2024-12-05,Aprovada
DE02884,VG00968,Combustível,123.71,2024-08-13,Aprovada
DE02885,VG00278,Hotel,252.48,2024-12-14,Aprovada
DE02886,VG03313,Aéreo,41.25,2024-10-30,Aprovada
DE02887,VG03600,Aéreo,110.47,2025-10-13,Aprovada
DE02888,VG03651,Aéreo,83.7,2024-08-29,Aprovada
DE02889,VG00645,Combustível,109.83,2024-01-24,Aprovada
DE02890,VG04082,Hotel,267.01,2026-06-23,Aprovada
DE02891,VG01506,Combustível,540.42,2025-01-21,Reprovada
DE02892,VG01919,Alimentação,434.67,2025-05-27,Aprovada
DE02893,VG01542,Hotel,392.64,2025-11-11,Aprovada
DE02894,VG03052,Táxi,37.18,2026-05-10,Aprovada
DE02895,VG03532,Hotel,165.65,2024-05-16,Aprovada
DE02896,VG01709,Hotel,154.95,2025-03-29,Aprovada
DE02897,VG01666,Alimentação,31.18,2025-11-01,Aprovada
DE02898,VG03481,Hotel,394.41,2025-07-16,Aprovada
DE02899,VG00651,Alimentação,337.35,2024-04-19,Aprovada
DE02900,VG02034,Táxi,165.69,2024-09-19,Aprovada
DE02901,VG01013,Táxi,87.82,2024-12-09,Reprovada
DE02902,VG03155,Aéreo,399.18,2024-08-06,Aprovada
DE02903,VG03567,Hotel,234.89,2025-02-15,Pendente
DE02904,VG01622,Combustível,733.93,2024-11-07,Aprovada
DE02905,VG00942,Pedágio,84.57,2026-01-31,Aprovada
DE02906,VG03813,Táxi,112.6,2024-05-01,Aprovada
DE02907,VG03902,Táxi,359.09,2025-03-28,Aprovada
DE02908,VG00844,Hotel,631.34,2024-06-30,Aprovada
DE02909,VG03242,Hotel,301.99,2024-02-02,Aprovada
DE02910,VG00031,Hotel,302.19,2024-02-08,Aprovada
DE02911,VG03664,Táxi,265.01,2025-06-30,Aprovada
DE02912,VG03131,Pedágio,140.16,2024-04-03,Aprovada
DE02913,VG00494,Combustível,82.67,2026-03-29,Aprovada
DE02914,VG00385,Táxi,252.53,2026-01-21,Aprovada
DE02915,VG01374,Hotel,248.1,2025-06-27,Aprovada
DE02916,VG01679,Alimentação,632.45,2024-01-15,Aprovada
DE02917,VG00364,Hotel,302.94,2024-10-19,Aprovada
DE02918,VG02202,Alimentação,501.98,2025-03-23,Aprovada
DE02919,VG01373,Hotel,222.18,2025-04-15,Aprovada
DE02920,VG03252,Pedágio,314.64,2024-11-08,Aprovada
DE02921,VG01809,Hotel,87.35,2024-09-20,Aprovada
DE02922,VG02600,Pedágio,211.11,2024-08-19,Aprovada
DE02923,VG02780,Alimentação,128.16,2024-03-13,Aprovada
DE02924,VG00288,Táxi,120.4,2024-12-28,Pendente
DE02925,VG03839,Combustível,274.01,2025-06-15,Aprovada
DE02926,VG03096,Combustível,104.92,2024-10-18,Pendente
DE02927,VG03275,Pedágio,96.52,2024-10-14,Aprovada
DE02928,VG01140,Aéreo,315.43,2025-07-26,Aprovada
DE02929,VG01670,Aéreo,896.77,2025-10-03,Aprovada
DE02930,VG01593,Pedágio,118.38,2025-05-26,Aprovada
DE02931,VG03134,Alimentação,843.31,2025-03-12,Aprovada
DE02932,VG01490,Alimentação,28.97,2024-04-21,Aprovada
DE02933,VG01313,Alimentação,68.02,2025-08-23,Pendente
DE02934,VG03329,Alimentação,250.3,2026-02-19,Reprovada
DE02935,VG03045,Alimentação,163.54,2025-11-21,Aprovada
DE02936,VG01870,Aéreo,97.7,2025-04-18,Pendente
DE02937,VG02129,Combustível,488.16,2026-01-13,Aprovada
DE02938,VG00828,Combustível,356.74,2024-07-28,Aprovada
DE02939,VG03509,Aéreo,79.75,2024-03-31,Aprovada
DE02940,VG03520,Combustível,30.27,2024-04-13,Aprovada
DE02941,VG03289,Táxi,104.92,2026-03-01,Aprovada
DE02942,VG00819,Táxi,448.46,2025-01-06,Aprovada
DE02943,VG01754,Combustível,116.21,2026-02-26,Pendente
DE02944,VG02312,Combustível,719.34,2024-08-07,Aprovada
DE02945,VG03685,Aéreo,236.34,2025-06-05,Aprovada
DE02946,VG02716,Combustível,107.1,2026-02-20,Pendente
DE02947,VG00456,Combustível,529.06,2024-04-07,Aprovada
DE02948,VG00887,Aéreo,652.83,2025-10-05,Aprovada
DE02949,VG01601,Hotel,130.97,2025-01-09,Pendente
DE02950,VG00913,Táxi,42.06,2024-05-20,Aprovada
DE02951,VG03324,Alimentação,181.12,2024-03-02,Aprovada
DE02952,VG03738,Aéreo,181.37,2026-02-10,Aprovada
DE02953,VG01461,Táxi,74.67,2026-02-26,Aprovada
DE02954,VG01867,Aéreo,146.82,2026-04-11,Aprovada
DE02955,VG00242,Combustível,333.81,2026-05-02,Aprovada
DE02956,VG03938,Táxi,817.13,2024-12-23,Aprovada
DE02957,VG00108,Pedágio,66.0,2026-01-28,Aprovada
DE02958,VG01446,Hotel,142.97,2025-04-17,Aprovada
DE02959,VG00829,Táxi,27.6,2024-07-15,Aprovada
DE02960,VG00733,Combustível,264.1,2026-01-18,Aprovada
DE02961,VG00887,Alimentação,249.66,2025-03-26,Aprovada
DE02962,VG02628,Combustível,98.84,2024-07-06,Aprovada
DE02963,VG00614,Combustível,111.73,2025-02-13,Aprovada
DE02964,VG01942,Aéreo,78.96,2026-04-21,Pendente
DE02965,VG03353,Táxi,231.55,2026-06-23,Aprovada
DE02966,VG03772,Pedágio,85.68,2024-12-16,Aprovada
DE02967,VG02184,Aéreo,36.27,2026-01-13,Aprovada
DE02968,VG02330,Táxi,317.16,2024-01-14,Aprovada
DE02969,VG01344,Aéreo,633.59,2024-02-17,Aprovada
DE02970,VG03452,Combustível,114.9,2024-03-13,Aprovada
DE02971,VG00143,Aéreo,399.67,2026-05-22,Aprovada
DE02972,VG00206,Hotel,1114.95,2026-01-30,Aprovada
DE02973,VG00506,Táxi,1552.34,2026-06-06,Aprovada
DE02974,VG03729,Hotel,501.51,2025-07-13,Pendente
DE02975,VG01848,Táxi,96.92,2025-07-24,Pendente
DE02976,VG01396,Hotel,382.32,2024-07-26,Aprovada
DE02977,VG00701,Pedágio,141.06,2025-06-14,Aprovada
DE02978,VG03350,Hotel,171.89,2024-09-01,Aprovada
DE02979,VG03394,Alimentação,284.68,2025-05-08,Aprovada
DE02980,VG01703,Combustível,116.68,2026-01-03,Aprovada
DE02981,VG01620,Alimentação,192.19,2024-12-12,Pendente
DE02982,VG01895,Alimentação,79.02,2026-01-29,Aprovada
DE02983,VG01869,Pedágio,114.59,2026-02-23,Aprovada
DE02984,VG00022,Combustível,332.1,2024-06-28,Aprovada
DE02985,VG00655,Hotel,53.34,2026-02-25,Reprovada
DE02986,VG01507,Hotel,118.41,2025-03-31,Aprovada
DE02987,VG00866,Pedágio,303.23,2024-04-13,Aprovada
DE02988,VG02545,Pedágio,680.41,2025-10-24,Aprovada
DE02989,VG01563,Hotel,166.64,2025-06-21,Aprovada
DE02990,VG01574,Hotel,86.61,2024-02-02,Aprovada
DE02991,VG02659,Alimentação,600.32,2024-03-06,Aprovada
DE02992,VG01936,Alimentação,131.07,2025-11-05,Pendente
DE02993,VG03737,Aéreo,404.22,2025-05-03,Aprovada
DE02994,VG00354,Aéreo,465.31,2025-06-02,Aprovada
DE02995,VG01083,Táxi,834.37,2026-03-16,Aprovada
DE02996,VG03624,Hotel,228.09,2024-09-19,Aprovada
DE02997,VG00667,Pedágio,270.32,2025-10-09,Aprovada
DE02998,VG01954,Pedágio,389.9,2025-12-05,Aprovada
DE02999,VG02598,Táxi,247.9,2024-04-11,Aprovada
DE03000,VG02876,Pedágio,101.76,2025-09-11,Aprovada
DE03001,VG00717,Hotel,695.99,2026-06-30,Aprovada
DE03002,VG03913,Aéreo,108.13,2024-01-25,Aprovada
DE03003,VG00283,Alimentação,1305.81,2025-12-04,Aprovada
DE03004,VG00407,Hotel,256.86,2024-11-13,Aprovada
DE03005,VG02270,Hotel,65.45,2025-10-08,Pendente
DE03006,VG01101,Aéreo,486.94,2025-04-13,Aprovada
DE03007,VG00432,Táxi,146.03,2025-06-01,Aprovada
DE03008,VG03673,Pedágio,220.26,2026-02-18,Aprovada
DE03009,VG02902,Aéreo,508.29,2024-08-09,Pendente
DE03010,VG03733,Pedágio,417.53,2024-09-09,Aprovada
DE03011,VG01707,Aéreo,405.25,2025-09-17,Aprovada
DE03012,VG03355,Combustível,117.34,2024-08-25,Aprovada
DE03013,VG03175,Pedágio,347.42,2024-04-03,Aprovada
DE03014,VG02328,Aéreo,36.79,2024-11-12,Aprovada
DE03015,VG02151,Pedágio,352.53,2024-06-04,Aprovada
DE03016,VG04079,Pedágio,482.75,2025-07-14,Aprovada
DE03017,VG01738,Hotel,205.22,2025-05-06,Aprovada
DE03018,VG02862,Aéreo,157.31,2024-05-11,Aprovada
DE03019,VG02721,Táxi,63.56,2026-03-09,Aprovada
DE03020,VG02053,Hotel,100.05,2024-03-15,Aprovada
DE03021,VG02001,Táxi,207.6,2025-10-14,Pendente
DE03022,VG02018,Táxi,135.4,2024-09-28,Aprovada
DE03023,VG01922,Combustível,328.31,2025-07-06,Aprovada
DE03024,VG02436,Aéreo,231.91,2024-08-05,Aprovada
DE03025,VG02398,Táxi,45.07,2026-06-04,Aprovada
DE03026,VG01525,Táxi,195.38,2024-02-03,Aprovada
DE03027,VG01232,Aéreo,336.18,2026-04-17,Aprovada
DE03028,VG01380,Aéreo,539.44,2025-07-02,Aprovada
DE03029,VG00918,Aéreo,312.17,2024-02-21,Aprovada
DE03030,VG02095,Combustível,145.15,2024-10-07,Aprovada
DE03031,VG00249,Pedágio,94.05,2026-03-24,Aprovada
DE03032,VG02980,Táxi,680.9,2025-03-08,Aprovada
DE03033,VG02317,Combustível,117.07,2024-06-28,Pendente
DE03034,VG01380,Pedágio,89.88,2026-07-08,Aprovada
DE03035,VG00901,Aéreo,134.29,2025-09-27,Aprovada
DE03036,VG04194,Aéreo,69.74,2025-01-03,Aprovada
DE03037,VG02243,Aéreo,68.36,2026-04-14,Aprovada
DE03038,VG03886,Pedágio,167.61,2026-02-10,Pendente
DE03039,VG03152,Combustível,184.8,2024-04-01,Aprovada
DE03040,VG03505,Pedágio,137.59,2025-12-20,Aprovada
DE03041,VG03645,Hotel,606.47,2024-11-02,Pendente
DE03042,VG02010,Pedágio,247.6,2025-05-05,Aprovada
DE03043,VG03358,Aéreo,65.76,2025-11-06,Aprovada
DE03044,VG02277,Hotel,147.84,2025-04-15,Aprovada
DE03045,VG04176,Alimentação,271.44,2026-03-17,Aprovada
DE03046,VG00864,Hotel,67.51,2025-04-10,Aprovada
DE03047,VG02741,Alimentação,287.87,2024-10-28,Aprovada
DE03048,VG00693,Pedágio,98.9,2025-07-26,Pendente
DE03049,VG02810,Táxi,72.9,2024-12-18,Pendente
DE03050,VG00377,Alimentação,297.07,2024-02-19,Aprovada
DE03051,VG03196,Alimentação,42.43,2024-03-08,Aprovada
DE03052,VG02166,Pedágio,164.6,2025-07-11,Aprovada
DE03053,VG00207,Combustível,176.64,2025-10-17,Aprovada
DE03054,VG03908,Combustível,46.59,2025-08-23,Aprovada
DE03055,VG04024,Alimentação,250.06,2024-02-09,Aprovada
DE03056,VG03648,Aéreo,47.05,2026-01-10,Aprovada
DE03057,VG03506,Pedágio,711.28,2025-11-09,Aprovada
DE03058,VG02671,Táxi,97.47,2026-07-18,Pendente
DE03059,VG02276,Combustível,338.55,2026-07-21,Aprovada
DE03060,VG03843,Aéreo,22.28,2024-02-28,Aprovada
DE03061,VG02223,Combustível,311.59,2025-06-28,Aprovada
DE03062,VG01406,Combustível,340.29,2026-07-08,Aprovada
DE03063,VG03308,Táxi,116.05,2025-12-30,Aprovada
DE03064,VG03051,Combustível,1265.87,2025-09-04,Aprovada
DE03065,VG00908,Pedágio,276.9,2024-03-18,Aprovada
DE03066,VG02732,Táxi,134.83,2026-05-25,Aprovada
DE03067,VG01489,Hotel,224.83,2024-01-14,Aprovada
DE03068,VG03070,Hotel,1275.51,2025-03-18,Pendente
DE03069,VG00277,Alimentação,148.6,2024-02-24,Aprovada
DE03070,VG02654,Hotel,123.74,2025-10-01,Aprovada
DE03071,VG03067,Combustível,214.01,2024-08-17,Aprovada
DE03072,VG01823,Hotel,28.85,2024-04-05,Aprovada
DE03073,VG01640,Hotel,62.3,2025-10-22,Aprovada
DE03074,VG01940,Alimentação,86.91,2024-10-14,Aprovada
DE03075,VG03154,Alimentação,448.27,2025-09-26,Aprovada
DE03076,VG03242,Combustível,231.27,2026-07-17,Aprovada
DE03077,VG02156,Alimentação,340.8,2025-05-11,Aprovada
DE03078,VG02374,Pedágio,159.95,2026-05-24,Reprovada
DE03079,VG02471,Aéreo,1194.56,2024-08-13,Aprovada
DE03080,VG01590,Aéreo,104.14,2025-07-06,Aprovada
DE03081,VG00513,Combustível,61.51,2026-06-30,Aprovada
DE03082,VG03121,Aéreo,1549.47,2024-11-26,Aprovada
DE03083,VG01202,Aéreo,959.33,2024-01-07,Aprovada
DE03084,VG01012,Aéreo,819.85,2024-06-02,Aprovada
DE03085,VG03289,Combustível,169.26,2025-07-17,Reprovada
DE03086,VG03897,Alimentação,250.85,2025-09-05,Aprovada
DE03087,VG02483,Hotel,396.69,2026-05-08,Aprovada
DE03088,VG02001,Aéreo,118.99,2024-10-17,Aprovada
DE03089,VG00206,Hotel,154.65,2024-02-25,Aprovada
DE03090,VG00470,Alimentação,254.94,2025-01-28,Aprovada
DE03091,VG03445,Táxi,276.31,2026-05-06,Reprovada
DE03092,VG03571,Pedágio,130.54,2024-11-11,Aprovada
DE03093,VG01860,Táxi,471.67,2025-01-19,Aprovada
DE03094,VG03138,Combustível,485.82,2025-04-30,Aprovada
DE03095,VG01029,Hotel,77.71,2024-10-15,Aprovada
DE03096,VG01620,Pedágio,153.84,2025-09-28,Aprovada
DE03097,VG02502,Alimentação,1043.06,2025-12-30,Aprovada
DE03098,VG03576,Alimentação,182.7,2025-03-16,Aprovada
DE03099,VG04108,Hotel,373.79,2024-10-02,Aprovada
DE03100,VG01134,Alimentação,423.69,2024-03-05,Reprovada
DE03101,VG02022,Táxi,251.97,2024-08-22,Aprovada
